MAT.1.1	Knige rodstva Jezuš Kristuša, siná Dávidovoga, siná Abrahámovoga. 
PSA.24.3	Što poide na goro Gospodna? Što bode stao na njegovom svétom mesti? 
PSA.24.4	Ki má nedúžne roké, čisto srce: kí neobráča düše svoje k márnosti, i krivo nepriséga. 
PSA.24.5	On zadobi blagoslov od Gospodna, i pravičnost od Bôga zveličitela svojega. 
PSA.24.6	Eto je rod, iskajôči njega, iskajôči líce tvoje, Jákob. Šelah. 
PSA.24.7	Odprite se, vráta, navelci, i dveri svêta visiko, da notri poide Král dike. 
PSA.24.8	Što je té Král díke? – Gospôd močen i zmožen, Gospôd zmožen vu boji. 
PSA.24.9	Odprite se vráta navelci, i dveri svêta visiko, da notri poide Král díke! 
PSA.24.10	Što je te’ Král dike? Gospôd, Bôg šeregôv, on je Král dike! Šelah.
PSA.25.1	Dávida Žoltár.
PSA.25.1	K tebi pozdigávam, Gospodne, düšo mojo. 
PSA.25.2	Bôg moj, vu tebi se vüpam, naj se neosramotim; da se nehválijo nad menom neprliátelje moji. 
PSA.25.3	Ár ni eden nespádne v sramôto, kí se na tébe sloni; ali na špot morejo pridti ti zaman zametávci. 
PSA.25.4	Gospodne, pokáži mi poti tvoje, vči me na steze tvoje. 
PSA.25.5	Vodi me vu istini tvojoj, i vči me jo, ár si ti Bôg zveličanja mojega, na tébe jas glédam vsákdén. 
PSA.25.6	Spômeni se z smilenosti tvoje, Gospodne, i z milošče tvoje, štera je od vek do veka. 
PSA.25.7	Nespômeni se z grêhov mladosti moje, i prestoplenja mojega; za volo milosti tvoje se spômeni z méne, i za volo dobrôte tvoje, Gospodne. 
PSA.25.8	Dober je Gospôd i veren, záto vči grêšnike na pôti. 
PSA.25.9	Vodi te ponízne vu sôdbi, i vuči te krotke na pôt svojo. 
PSA.25.10	Vse potí Gospodna so smilenost, i istina, tim zdržávajôčim závezek njegov i svedostvo njegovo. 
PSA.25.11	Za volo iména tvojega, Gospodne, odpüsti pregrešênja moja, či so gli velika. 
PSA.25.12	Što je môž, bojéči se Gospodna? On njemi bode kázao te náj lepše steze. 
PSA.25.13	Düša njegova bode vu dobrom prebivala, i semen njegovo bode öroküvalo zemlo. 
PSA.25.14	Skrovnost Gospodna je med njega bojéčimi; i závezek svoj njim oznani on. 
PSA.25.15	Očí moje nestanoma glédajo Gospodna: On vö potégne nogé moje z mreže. 
PSA.25.16	Zgledni se na méne, i smilüj se nad menom, ár sem vu samosti i nevolák. 
PSA.25.17	Britkost düše moje se je povnôžala, záto me oslôbodi z stiskávanja mojega. 
PSA.25.18	Glédaj nevolo i žukost mojo, i doli zbriši vse grêhe moje. 
PSA.25.19	Vidi nepriátele moje, kak so se povnôžali, i z krívim odürjávanjem odürjávajo mené. 
PSA.25.20	Vari düšo mojo, i oslôbodi me, i nedáj mi vu sramôto spádnoti, ár se vu tebi vüpam. 
PSA.25.21	Nedúžnost i pravica me obarje; ár se na tébe slonim. 
PSA.25.22	Bôg rêši Izraela ze vse pogübeli njegove!
PSA.26.1	Dávida (Žoltár).
PSA.26.1	Sôdi mi pravico Gospodne, ár sem nedúžnoživo. Jas se na Gospodna zavüpam, i nej sem nestálen. 
PSA.26.2	Vardeni me Gospodne, ino me sküsi, prebrodi obísti moje, i srce moje. 
PSA.26.3	Ár dobrôta tvoja je pred očmí mojimi, i vu istini tvojoj hodim. 
PSA.26.4	Nesedim z lüdmi márnimi: nemam občinstva z jálnimi. 
PSA.26.5	Odürjávam správišče hüdobnjákov, i z nevernimi nesedim. 
PSA.26.6	Vu nedúžnosti perém roké moje: k oltári tvojemi se držim, Gospodne. 
PSA.26.7	Da slíšam glás tvoje hvále, i nazvesčávam vsa čüda tvoja. 
PSA.26.8	Gospodne, lübim prebiválišče hiže tvoje, i mesto prebítka tvoje Čésti. 
PSA.26.9	Nefundaj düše moje z grêšnikmi, ali z krviželnimi žítka mojga. 
PSA.26.10	Vu ki rokáj je zločastnost: i dêsna njíhova z mitov napunjena. 
PSA.26.11	Jas bom pa žívo vu nedúžnosti; oslôbodi me, i boj mi milostiven. 
PSA.26.12	Nôga moja rávno hodi. – Vu správišči bom díčo Gospodna.
PSA.27.1	Dávida (Žoltár).
PSA.27.1	Gospôd je posvêt moj, i zveličanje moje, koga bi se bojao? – Gospôd je môč žítka mojga, pred kim bi se mi grozílo? 
PSA.27.2	Záto, gda se ti hüdi na méne sünejo, da bi jeli têlo moje, nepriátelje moji i protivníci moji samí tá poletíjo i spádnejo. 
PSA.27.3	Či me vojska obléže, dönok se nezbojí srce moje: či se pobüdi boj prôti meni, na njega se zaniham. 
PSA.27.4	Edno sem proso od Gospodna, i tô bí rad méo, da bi mogao vu Gospodna Hiži ostánoti vse dní žítka mojega, i glédati násladno čést Božo i hoditi vu Cérkev njegovo. 
PSA.27.5	Ár me zakríva vu svojoj hüti v hüdom dnévi, on me skrivno skríje vu Šatori svojem, i na pečíni me zvísi. 
PSA.27.6	I zvísi glavo mojo nad protivníkmi mojimi, kí so okôli méne; naj áldüjem vu Šatori njegovom áldov hvále: pesem i žoltáre bom spêvao Gospodni. 
PSA.27.7	Gospodne slíšaj glás moj, gda bom kríčao, smilüj se nad menom, i poslühni me. 
PSA.27.8	Moje srce pred tébe drži povelênje tvoje: iščite líce moje! Lice tvoje isčem Gospodne! 
PSA.27.9	Neskríj obráza tvojega pred menom, neodvrži vu srdi tvojem slugo tvojega, ár si ti pomôč moja: neodvrži, ni neostavi me, Bôg, zveličanje moje. 
PSA.27.10	Ár me je ostavo oča moj i mati moja, ali Gospôd me je gori príjao. 
PSA.27.11	Vuči me, Gospodne, pôt tvojo, i vodi me po stezi pravice tvoje, za volo nepriátelov moji. 
PSA.27.12	Nedáj me na volo nepriátelov moji, ár so stanoli prôti meni krívi svedoci, i krivico mi delajo nesrámno. 
PSA.27.13	Jas pa verjem zaviditi dobrôto Gospodna vu držéli ti živôči. 
PSA.27.14	Čákaj Gospodna; boj črstvi, i nevcaglivo srce tvoje, i sloni se na Gospodna.
PSA.28.1	Dávida Žoltár.
PSA.28.1	Gda k tebi kríčím, Gospodne, pečína moja, nemúči; da tí mučavši jas ne postánem rávno, kak kí v grob idejo. 
PSA.28.2	Poslühni glás prošnje moje, gda te zezávam, i gda podigávam roké moje k svétoj visíni tvojoj. 
PSA.28.3	Nevlêči me vö z neverníki, i hüdodêlnikmi, kí priaznivo gučíjo z bližnjimi svojimi, i hüdôba je vu srci njihovom. 
PSA.28.4	Dáj njim pôleg dêla njihovoga i pôleg hüdôbe hotênja njihovoga: pôleg dêl rôk njihovi njim pláčaj povrni njim, ka so prislüžili. 
PSA.28.5	Ár nepazijo na dela Gospodnova i na dela rôk njegovi; záto je doli potere, i nede njí gori cimprao. 
PSA.28.6	Blážen je Bôg, kâ je poslühno glás prošnje moje. 
PSA.28.7	Gospôd je môč moja, i zásloba moja vu njem se je vüpalo srce moje, i zmogao mi je, i veseli se srce moje, i hválo bom njemi z pesmov mojov. 
PSA.28.8	Gospôd je nji môč; On je ta môč, štera svojemi namázanomi pomága. 
PSA.28.9	Vari lüdstvo tvoje, i blagoslovi örok tvoj, i pási je, zvísi je na veke.
PSA.29.1	Dávida Žoltár.
PSA.29.1	Prinášajte Gospodni, vi zmožni, prinášajte Gospodni čést i môč. 
PSA.29.2	Prinášajte Gospodni čést Iména njegovoga: nanízte se pred Gospodnom vu svétoj snâgi. 
PSA.29.3	Glás Gospodna nad vodami; Bôg velike dike grumí, Gospôd nad vodami velikimi. 
PSA.29.4	Glás Gospodna ide vu môči, glás Gospodna ide odíčeno. 
PSA.29.5	Glás Gospodna zlámle cedrovje: doli zlámle Gospôd cedruše Libanona. 
PSA.29.6	I čini, da skáčejo, kak tele, Libanona i Širiona, kak mládoga ednorôgca. 
PSA.29.7	Glás Gospodna sêka, kak ognjeni plamén. 
PSA.29.8	Glás Gospodna stráši püstíno: stráši Gospôd Kádeš püsčávo. 
PSA.29.9	Glás Gospodna k plodi prisíli srné, i ogôli gosčé. I vu njegovoj cérkvi vsáki njemi hválo dáva. 
PSA.29.10	Gospôd je potop püsto. I Gospôd ostáne Král na veke. 
PSA.29.11	Gospôd dá môč lüdstvi svojemi: Gospôd blagoslovi lüdstvo svoje vu miri.
PSA.30.1	Žoltár k spêvanji posvečüvanja hiže Dávidove.
PSA.30.2	Zvíšávam te Gospodne, kâ si me zvíso, i nej si obéselo protivníkov moji nad menom. 
PSA.30.3	Gospodne, Bôg moj, gda sem k tebi kríčao, zdržao si me. 
PSA.30.4	Gospodne, vö si spelao z pekla düšo mojo; tí si me v žítki zdržao, gda so drügi v pekel poišli. 
PSA.30.5	Spêvajte Gospodni, vi svêti njegovi; hválte i zvišávajte svestvo njegovo. 
PSA.30.6	Ár srd njegov li megnenje trpí, vu žítki je dopádnenje njegovo; do večéra je plač i zaütra veseljé. 
PSA.30.7	Jas sem pa velo, gda mi je dobro bilô: nigdár več ne podléžem. 
PSA.30.8	Ár, Gospodne, pôleg tvojega dopádnenja si tí mojo goro potrdo; gda si pa skrío líce tvoje, prestrašo sem se. 
PSA.30.9	K tebi bom kríčao, Gospodne, i Bôgi bom se molo. 
PSA.30.10	Ka za dobíček je z moje krvi, či doli stôpim vu jamo? Jeli te bode čestío prâh? jeli bode gláso vernost tvojo? 
PSA.30.11	Slíšaj, Gospodne, i smilüj se nad menom: Gospodne bojdi pomočník moj! 
PSA.30.12	Tí si mi moj plač na vesélo spêvanje premêno: slêkao si žakel moj, ino si me z veseljom opásao. 
PSA.30.13	Naj tebi hválo spêva díka moja, ni nemučí. Gospodne, moj Bôg, hválo te bodem na veke.
PSA.31.1	Dávida Žoltár k naprêspêvanji.
PSA.31.2	Vu tebi se vüpam, Gospodne, nedáj mi vu sramôto spádnoti na veke: oslôbodi me po pravičnosti tvojoj. 
PSA.31.3	Nagni k meni vüha tvoja, oslôbodi me: bojdi mi močna pečína, i grád, da me zdržíš. 
PSA.31.4	Ár si tí pečína moja, i grád moj; za volo iména tvojega me vodi i ravnaj. 
PSA.31.5	Vö me spelaj z mreže štero so mi nalekli, ár si ti môč moja. 
PSA.31.6	Vu rôke tvoje poročím düh moj, ár si me tí odküpo, Gospodne, Bôg veren! 
PSA.31.7	Odürjávam one, kí nasledüjo tadanke márnosti; jas se pa vüpam vu Gospodni. 
PSA.31.8	Jas se veselim i radüjem nad tvojov dobrôtov, kâ se zglédneš na trplênja moja, i spoznaš düšo mojo vu nevôli. 
PSA.31.9	I nepüstíš me vu rôke nepriátela, nego postavíš nogé moje na prestôri. 
PSA.31.10	Smilüj se nad menom Gospodne, ár sem vu stiskávanji: prepadno je obráz moj od žukosti, düša moja i têlo moje. 
PSA.31.11	Doli je vzéo od túžnosti žítek moj, i düša od zdühávanja: osláblena je môč moja od pregrešênja mojega, i kôsti moje so zadrevenele. 
PSA.31.12	Vsêm protivníkom sem špot, náime sôsedom mojim, i strašilo znancom mojim; kí me vídijo na cesti, bežíjo pred menom. 
PSA.31.13	Pozáblen sem vu srci lüdi, kak mrtev: včinjen sem, liki zavržena posôda. 
PSA.31.14	Ár morem čüti psüvanja vnôgi, i strášenje ze vse stráni, gda tanáč držíjo med sebom prôti meni: düšo mojo vö strêbiti sopijo. 
PSA.31.15	Jas se pa vu tebi vüpam, Gospodne, i erčém: tí si mi Bôg moj. 
PSA.31.16	Vu rokaj tvoji so vrêmena moja, oslôbodi me z rôk nepriátelov i pregančarov moji. 
PSA.31.17	Presvêti líce tvoje nad slugom tvojim: zdrži me za volo dobrôte tvoje. 
PSA.31.18	Gospodne nedáj mi v sramoto spádnoti, ár tebé zezávam. Ti neverni naj v sramoto prídejo, i obnêmijo v pekli. 
PSA.31.19	Naj obnêmijo jálna vüsta, gučéča prôti pravičnomi okorno, z gízdostjov i zametávanjem. 
PSA.31.20	Kak velika je dobrotivnost tvoja, štero si odlôčo onim, kí se te bojíjo! o, ka si činío vu tebi se vüpajôčim, pred sinmí človečimi. 
PSA.31.21	Tí je skríješ vu skrivnosti líca tvojega pred trucom človeka: skríješ je vu Šatori pred dráždženjom jezikov. 
PSA.31.22	Hválen bojdi Gospôd, ár mi je skázao čüdno dobrôto svojo na krepkom mesti. 
PSA.31.23	Jas sem toti erkao vu caganji mojem: odvržen sem od ôči tvoji, ali ti si poslühno glás prošnje moje, gda sem te zezávao. 
PSA.31.24	Lübte Gospodna, vsi svéti njegovi. Obarje Gospôd te verne, i nazâ pláča bogato tim gizdávim. 
PSA.31.25	Bojdte srčni i nevcaglivi, vsi čákajôči Gospodna.
PSA.32.1	Dávidov Návuk.
PSA.32.1	Blážen, komi so odpüsčene neprávednosti, i kim so zakriti grêhi. 
PSA.32.2	Blážen on môž, komi notri neračúna Gospôd grêha, vu koga dühi nega jálnosti. 
PSA.32.3	Gda sem je štéo zamučati, zadrevenele so kôsti moje od vsákdenéšnjega jávkanja. 
PSA.32.4	Ár me je dén i nôč težíla rôka tvoja, da je vlaga v meni vsêhnola, liki sühava v leti. Šelah. 
PSA.32.5	Záto ti vadlüjem grêhe moje, i neprávdenosti moje neskrívam. Erkao sem: Vadlüvao bom Gospodni grêhe moje. I tí si odpüsto bin grêha mojega. Šelah. 
PSA.32.6	Za tô se ti bodo molili vsi svéti, vu príličnom vrêmeni, da gda velike povôdni prídejo, nji ednoga nedoségnejo. 
PSA.32.7	Tí si obramba moja, od stiskávanja obarješ mené i z spêvanjem obládnosti me obdarüješ. Šelah. 
PSA.32.8	Rázumnoga te včinim, i navčím te pôt, štero máš hoditi: ščém te z mojima očama voditi. 
PSA.32.9	Nebojdte liki konj i mula, šteri so brez’ rázuma, šteri čobe se z vüzdov i brozdámi zavrêti morejo, či se ládati nedájo. 
PSA.32.10	Te neveren vnogo boleznost má, ali toga vüpajôčega vu Gospodni obvzeme milosča njegova. 
PSA.32.11	Radüjte se vu Gospodni; veséli bojdte, pravični, i spêvajte vsi, kí ste právoga srcá.
PSA.33.1	Radüjte se vu Gospodni, ví pravični! Ti pravični se dostája hvála. 
PSA.33.2	Hválte Gospodna z hárfami: spêvajte njemi na desét strün Žoltári. 
PSA.33.3	Spêvajte njemi pesem nôvo: dobro, glasno igrajte z cinkanjem. 
PSA.33.4	Ár je Gospodna Rêč práva, i vse njegovo delo vu istini. 
PSA.33.5	On lübi smilenost i pravico: puna je zemla milosče gospodnove. 
PSA.33.6	Po Rêči Gospodna so stvorjena nebésa, i po dühi vüst njegovi ves nji šereg. 
PSA.33.7	On vküp správi, liki vu vrêča vodé môrja, i včiní prepast kinčno kámro. 
PSA.33.8	Ves svêt se boj Gospodna: sasi se pred njim vse bívajôče na zemli. 
PSA.33.9	Ár On je erkao, i zgôdilo se je: On je zapovedao i nastanolo je. 
PSA.33.10	Gospôd na nikâ správi tanáč poganov, i potere lüdstva mísli. 
PSA.33.11	Ali Gospodna tanáč ostáne na veke, misli srca njegovoga od národov do národov. 
PSA.33.12	Blážen on národ, komi je Gospôd Bôg njegov, lüdstvo štero, si je za örok odébrao. 
PSA.33.13	Z nebés gléda Gospôd, i vídi vse siní človeče. 
PSA.33.14	Z prebiválišča stôlca svojega gléda vse prebivajôče na zemli. 
PSA.33.15	Kí je stvôro srce vsákoga njí, i zná vsa dela njíhova. 
PSA.33.16	Neprebíva Král v bátrivnosti po vnožini vojské, te zmožen se nerêši po velikoj premôči svojoj. 
PSA.33.17	Konji nezmorejo, ni njí velika môč neoslobodí. 
PSA.33.18	Ovo, očí Gospodnove so nad timi bôgábojéčimi, i čakajôčimi milosčo njegovo. 
PSA.33.19	Na rešênje düš njíhovi od smrti, i oživávanje njí vu gládi. 
PSA.33.20	Záto se vüpa düša naša vu Gospodni, pomôč i zásloba naša je On. 
PSA.33.21	Ár se vu njem radüje srce naše: i zavüpamo se na svéto imé njegovo. 
PSA.33.22	Bojdi nad nami milosča tvoja, Gospodne, liki smo se vu tebi vüpali.
PSA.34.1	Dávida Žoltár, gda je premêno obráz svoj pred Abimelekom, kí ga je od sébe odganjao, ino odíšao.
PSA.34.2	Blagoslávlao bom Gospodna vsigdár: dúžna hvála njegova bode vu vüstaj moji. 
PSA.34.3	Vu Gospodni se bode, zvišávala düša moja, ka ti vbôgi slíšali, ino se radüvali bodejo. 
PSA.34.4	Díčte Gospodna z menom vréd, i vsi vküp zvišávajmo imé njegovo. 
PSA.34.5	Iskao sem Gospodna, i on mi je odgôvoro, i oslôbodo me je od vsega strahá mojega. 
PSA.34.6	Kí na njega glédajo, ino se k njemi držijo, oni líce se neosramotí. 
PSA.34.7	Ete vbôgi je kríčao, i poslühno ga je Gospôd, i vö ga je zmogao zevsê nevôl. 
PSA.34.8	Angel Gospodnov, kak vojska obléže okôli tê, kí se ga bojíjo, i oslobodí je. 
PSA.34.9	Sküste i vidte, kak prijaznivi je Gospôd: blážen je on môž, kí se vu njem vüpa. 
PSA.34.10	Bojte se Gospodna, ví svéti njegovi; ár nemajo nikšega zmenkanja, kí se ga bojíjo. 
PSA.34.11	Ti mládi oroslánje bodo strádali, i gladüvali; ali tim, kí Gospodna iščejo, nezmenka nikša dobrôta. 
PSA.34.12	Pojdte deca, poslühšajte mené, navčim vás bogábojazen. 
PSA.34.13	Što je, kí želej žítek? Što bi rad méo dobre dní? 
PSA.34.14	Vari jezik od hüdoga, i lampe tvoje naj negučíjo jálnost. 
PSA.34.15	Ogni se hüdoga, i číni dobro: išči mír i nagánjaj ga. 
PSA.34.16	Očí Gospodnove so nad timi pravičnimi i vüha njegova na njí molítev kebzüjejo. 
PSA.34.17	Obráz Gospodnov je pa prôti hüdo činéčim; naj doli zbríše spômenek njíhov z zemle. 
PSA.34.18	Kričíjo eti, i Gospôd je čüje, i oslobodí je ze vsê nevôl njíhovi. 
PSA.34.19	Blüzi je Gospôd onim, kí so potrtoga srcá, i pomága onim, kí so potrtoga düha. 
PSA.34.20	Te pravičen dosta nevôle má, ali Gospôd ga zevsega vö zmore. 
PSA.34.21	Mentüje njemi vse njegove kôsti, da se ni edna ž njí nestere. 
PSA.34.22	Toga nepobožnoga vmorí nesreča, i odürjávcom toga pravičnoga ostáne bín njíhov. 
PSA.34.23	Gospôd odküpi düše slugov svoji, i vsi, kí se na njega zavüpajo, bodo brezi bína.
PSA.35.1	Dávida Žoltár.
PSA.35.1	Bori se, Gospodne, z onim kí se z menom bori: bojüj se z têm, kí se prôti meni bojüje. 
PSA.35.2	Prími záslobo i rožjé, i stani mi na pomôč. 
PSA.35.3	Vzemi dárdo, i pomágaj mi prôti pregančarom mojim; erči düši mojoj: Jas sem pomôč tvoja. 
PSA.35.4	Naj se osramotíjo i ošpotajo iskajôči düšo mojo, i nazâ se stirajo, i na sramôto vržejo, kí hüda míslijo prôti meni. 
PSA.35.5	Naj bodo, liki pleve pred vötrom, i angel Gospodna je razežené. 
PSA.35.6	Cesta njí bojdi temna, i škliska, i angel Gospodna je pregánjaj. 
PSA.35.7	Ár so mi brezi zroka mreže vrgli k pogüblênji, brez zroka podkápali düšo mojo. 
PSA.35.8	Pridi na njega pogübel, prvle, kak se odovê; i mreža, štero je skrío, ga vlôvi: v nesrečo naj spádne sam. 
PSA.35.9	Düša moja se pa veséli vu Gospodni, i radüj se vu njegovoj pomôči. 
PSA.35.10	Vse moje kôsti erčite: Gospodne, što je tebi glíhni? kí rêšiš nevoláka od močnêšega, i siromáka i zmenkávajôčega od njegovi razbojnikov. 
PSA.35.11	Krívi svedocke stanjüjejo, i štera nevêm, z tistim me krivíjo. 
PSA.35.12	Z hüdim mi plačüjejo za dobro, na srcá boleznost. 
PSA.35.13	Jas pa, gda bi oni betegüvali, sem oblêkao žakel: düšo mojo sem mantrao z postom, i molítev moja se je nestanoma ponávlala. 
PSA.35.14	Kak k priáteli, kak k brati sem se pridrüžo: liki on, kí mater plače, sem se žalosten ponízo. 
PSA.35.15	Ali oni se radüjejo nad mojov nesrečov, vküp stopijo. Tanáč držíjo prôti meni i ti náj nevolnêši, brezi bína mojega: trgajo se, niti neprehênjajo. 
PSA.35.16	Z skazlívci i špotlívci za trbüha volo, kí škríplejo z zobmí nad menom. 
PSA.35.17	Gospodne, kak dugo bodeš tô glédao? Mentüj düšo mojo od njí razboja: deco mojo od ti mládi oroslánov. 
PSA.35.18	Hválo ti bodem vu velikom spravišči: díčo bom te med zmožnim lüdstvom. 
PSA.35.19	Nedáj se têm nad menom veseliti, kí so po krivici nepriátelje; ni z očmí špôtati, kí me brež zroka odürjávajo. 
PSA.35.20	Ár neporáčajo míra, i prôti mirovnim na zemli jálne réčí premišlávajo. 
PSA.35.21	I navelci odpérajo lampe svoje prôti meni, i právijo: ahah, ahah, tô rade vídiio očí naše! 
PSA.35.22	Vídiš tô, Gospodne; nemúči: Gospodne, neboj daleč od méne. 
PSA.35.23	Zbüdi se i stani kre pravice moje, i kre právde moje, Bôg moj, i Gospôd moj! 
PSA.35.24	Sôdi me, pôleg pravice tvoje, Gospodne Bože; da se nedo veselíli nad menom. 
PSA.35.25	Ni neerčéjo vu srci svojem: ahah, tô smo želeli! Naj neprávijo: požrli smo ga! 
PSA.35.26	Naj se osramotíjo i ošpotajo vsi, kí se nad mojov nesrečov veselíjo: z špotom i z sramôtov se naj okladéjo, kí se nad menom hválijo. 
PSA.35.27	Da se hválijo i radüjejo, kí mi pravico vôščijo, ino erčéjo: zvišávani bojdi Bôg, kí želej mír slugi svojemi. 
PSA.35.28	I jezik moj bode tvojo pravico gláso, ino tebé vsákdén čestío.
PSA.36.1	Žoltár Dávida, slugo Božega, k naprêspêvanji.
PSA.36.2	Erčeno je, od zločastnosti neverni z grünta srca mojega: nega bojazni Bože vu njem. 
PSA.36.3	Ár či se skažüje z očmí, kak, da bi odürjávao zločastnost nestanoma; 
PSA.36.4	Rêč vüst njegovi je krívica i jálnost; nešče razmeti, kâ bi dobro delao. 
PSA.36.5	Krivico zmišláva na posteli svojoj, trdno obstojí na nêdobroj pôti, nepopüstí od hüdoga. 
PSA.36.6	O Gospodne! milost tvoja do nebés doségne, i istina tvoja do oblákov náj víšiši. 
PSA.36.7	Pravica tvoja stojí, kak goré Bože; i sôdba tvoja, liki náj vékša globočína. – Gospodne tí zmoreš človeki i živíni. 
PSA.36.8	Kak drága je milosča tvoja, o Bôg! I sinovje človeči se vu sénci perôt tvojí vüpajo. 
PSA.36.9	Opojeni do od obilnosti hiže tvoje: z potokom násladnost tvoji je napojíš. 
PSA.36.10	Ár je pri tebi vretina žitka: vu svetlôsči tvojoj vídimo svetlost. 
PSA.36.11	Rasprestri milosčo tvojo nad onimi, kí tebé poznajo, i právico tvojo nad onimi, kí so právoga srca. 
PSA.36.12	Naj me nezakláči nôga gizdávca, ni rôka nepobožnoga me nesühne. 
PSA.36.13	Tam naj spádnejo činéči hüda, ino se naj vržejo, da več stánoti nedo mogli.
PSA.37.1	Dávida (Žoltár).
PSA.37.1	Nezburkaj se nad timi hüdimi: ni neboj nečamuren prôti činéčim neprávdenost. 
PSA.37.2	Ár kak tráva, se hitro vö vsečéjo, i liki to zelenjé tráve, povêhnejo. 
PSA.37.3	Vüpaj se vu Bôgi, i činí dobro; žívi v držéli, i hráni se pravično. 
PSA.37.4	Radüj se vu Gospodni, i dá tebi želênje srca tvojega. 
PSA.37.5	Porôči Gospodni stezo tvojo, ino se zavüpaj na njega; On ti bode dobro činio. 
PSA.37.6	Vö spela nedužnost tvojo, kak svetlost, i pravico tvojo, kak pôldné. 
PSA.37.7	Múči pred Gospodnom, i čákaj ga: nerazgrozi se na toga srečnoga na pôti nvegovoj; na môža, kí činí zločastnost. 
PSA.37.8	Odstôpi od srditosti i tá niháj nečamurnost: nerazsrdi se na teliko, kâ bi zlo činiti šteo. 
PSA.37.9	Ár se hüdodêlnici vö ztrêbijo; ali, kí na Gospodna čákajo, oni bodo öroküvali zemlo. 
PSA.37.10	Edno malo, i toga hüdoga več nede; i či se zglédneš po njegovom mesti, več ga nebode. 
PSA.37.11	Ali ti krotki bodo zemlo öroküvali, ino se veselíli vu velikom míri. 
PSA.37.12	Zlo misli te neveren prôti pravičnomi, i z zobmí škríple na njega. 
PSA.37.13	Ali Gospôd se nad njim smehé; ár vidi, kâ se priblíža dén njegov. 
PSA.37.14	Ti neverni vö potegüjejo svoj meč, i nategüjejo svoj lok, da bi potepli siromáka i vbôgoga, i bujli one, kí so práve poti. 
PSA.37.15	Ali nji meč naj ide njim v srce, i lok njíhov se razlomi. 
PSA.37.16	Bôgše je malo, ka má te pravičen, od bogátstva vnôgi nepobozžni. 
PSA.37.17	Ár se zlômijo rame ti nepobožni: te pravične pa obdrží Gospôd. 
PSA.37.18	Zná Gospôd dnéve ti pobožni, i öročina njihova ostáne na veke. 
PSA.37.19	Neprído na sramoto vu hüdom vrêmeni, i vu dnévi gláda se nasítijo. 
PSA.37.20	Ár ti nepobožni prêdo, i nepriátelje Gospodná, kak tüčava ágnecov razíde, vu díni razídejo. 
PSA.37.21	Nepobožen na pôsodo jemlé, i nazá nepláča; ali pravičen je milostivni i dá. 
PSA.37.22	Ár blagoslovleni njegovi bodo öroküvali zemlo; ali njegovi prekléti se vöstrêbijo. 
PSA.37.23	Od Gospodna se tákšega môža stopáji ravnajo, i steza njegova je njemi vugodna. 
PSA.37.24	Gda spádne, se neodvrže; ár ga Gospôd podpéra za rokô njegovo. 
PSA.37.25	Dête sem bio, ino sem obstarao; ali nej sem vido toga pravičnoga ostávlenoga, niti semena njegovoga krüh prositi. 
PSA.37.26	Vsákdén milost činí i posodjáva, i semen njegovo bode blagoslovleno. 
PSA.37.27	Odstôpi od hüdoga, i čini dobro; tak boš prebítek méo na veke. 
PSA.37.28	Ár Gospôd lübi, ka je prav, i neostávi ti svoji svéti: na veke se obarjejo. Ali ti hüdi semen se vö strêbi. 
PSA.37.29	Ti pravični bodo öroküvali zemlo, i na veke do na njê prebivali. 
PSA.37.30	Vüsta toga pravičnoga modrôst govoríjo, i jezik njegov gučí, ka je prav. 
PSA.37.31	Právda Gospodna je vu srci njegovom; njegovi stopáji se nepošklesnejo. 
PSA.37.32	Te nepobožen šüta za tim pravičnim, i šetüje ga pogübiti. 
PSA.37.33	Ali Gospôd ga nenihá vu rôki njegovoj, niti ga neosôdi, či bode sodjen. 
PSA.37.34	Čákaj na Gospodna, i drži se pôti njegove, i zvísi te, da boš öroküvao zemlo, i vido boš, kâ se vö strêbi te nepobožen. 
PSA.37.35	Vido sem ednoga nepobožnoga zvíšenoga, kí se je zelenio, liki lombra drêvo. 
PSA.37.36	Ali gda sem mimo šô, ovo, nej ga je bilô več: zvedávao sem ga, ali nej je naiden. 
PSA.37.37	Ostani pobožen, i prav sí deni; ár tákšemi na slédnje dobro bode. 
PSA.37.38	Prestoplávci se pa preprávijo vsegavêč, i semen ti nepobožni se vö strêbi. 
PSA.37.39	Ali ti pravični májo blagoslov od Gospodna; on je krepkost njihova vu vrêmeni stiskávanja. 
PSA.37.40	Ár njim Gospôd bode pomágao, ino je vövtrgne: rêši je ti nepobožni, i zdrži je; ár se vu njem vüpajo.
PSA.38.1	Dávida Žoltár k spômenki.
PSA.38.2	Gospodne! nekáraj me vu srdi tvojem, ne kaštigaj me vu nečamurnosti tvojoj. 
PSA.38.3	Ár so strêle tvoje v méne bodjene, i rôka tvoja me téži. 
PSA.38.4	Nega nika cêloga vu životi mojem, za volo protênja tvojega: nega pokôja vu kôstaj moji za volo grêha mojega. 
PSA.38.5	Ár grêhi moji idejo kumes gláve moje; liki teško bremen, so mi preteški grátali. 
PSA.38.6	Moje rane smrdijo ino se gnojíjo, za volo bláznosti moje. 
PSA.38.7	Grbavi i sklüčeni sem krôto, cêli dén túžen hodim. 
PSA.38.8	Ár krôto tá sêhnejo ledevjé moje, nega nika cêloga vu životi mojem. 
PSA.38.9	Medlôven sem i vküp strt strašno: trôbim od nepokôja srca mojega. 
