MAT.1.1	Chichato hen natontonan hen nangingganà an Jesu Cristu way ganà Arey David way narpon Abraham.
GAL.4.28	Wat yaha sosnod, chitaaw hen miyaligan Isaac way inyanà cha Abraham gapon empostan Apudyus, te chitaaw agéat niyanàtaaw an Apudyus gapon anchi empostana. 
GAL.4.29	Ya hen anchi anà way niyanà gapon gagangay, annag penap-aligatan hen anchi anà way niyanà gapon Espiritun Apudyus. Yag kaman agéhchi ad uwan an chitaaw te hen anchichay kaman alepan hen anchi orchin, chacha agé pap-aligatén hen anchichay chan chinar an Jesu Cristu. 
GAL.4.30	Ono iggayyu ma-awatan hen anchi nesosorat way alen Apudyus way ekatnéén, “Eparyawno hen anchi alepan way hen-ina te achi mafalin mètawid hen anà hen alepan hen anà hen anchi faén alepan.” 
GAL.4.31	Wat yachi, sosnod, ma-awatanyu koma hen laychén cha natto way aryén way chitaaw, faéntaaw ganà hen anchi alepan te ganà chitaaw hen anchi faén alepan.
GAL.5.1	Sosnod, faéntaaw alepan te inlufus Jesu Cristu chitaaw hen kena-alepantaaw hen anchi orchin. Wat antaaw yanggay an é-égnanan hen anchi enammaana, yag achiyu paat agé cha epap-arufus hen anchi mamachas way mamangad hen kena-alepanyu hen orchin.
GAL.5.2	Haénay Pablo way ifayu, an-og elawag paat way mangimfaga an natto an chàyu ta changrényu. Te no manokchunyu hen kamarkaan hen acharyu ah kahara-anyu, chayuwat angkay ammaan hen natéyan Jesus ah maid sérfina an chàyu. 
GAL.5.3	Wat papannaagényu hen antoy ifagà ta epegwà. No ekatyuwén masapor masorot paat hen anchi orchin mepanggép hen kamarkaan hen achar wat masapor angkay sorotonyu agé amin hen anchichay tapenay liglamenton hen orchin. 
GAL.5.4	Hen annachay mangaliyén sorotoncha hen orchin ah mangimfilangan Apudyus an chicha ah maid fasorna an hiya, ancha angkay ammag empahiyan hen acharcha an Jesu Cristu, te anchag enlahyan hen ség-angna. 
GAL.5.5	Ngém chitaaw, chataaw namnaméén hen mangimfilangan Apudyus an chitaaw ah maid fasorna an hiya gapon kafaelan hen Espirituna way chan anchar an chitaaw gapo hen ommafurotantaaw an Jesu Cristu. 
GAL.5.6	Te no tot-owa way nelarammong hen hamhamàtaaw an Jesu Cristu, ammag maid etorong hen anchi namarkaan hen achar ya hen cha-an namarkaan, te hen masapor yanggayat, hen mangafurotantaaw paat an hiya way hen kail-ana wat hen anchi man-ahelennaychantaaw.
GAL.5.7	Usto met hen anchi chayu enkaman way ommafurot hen pés-éyna, wat heno ngatan nangamma ah anyug sommenaan hen anchi tot-owa ad uwan nò ono henon inyawischa an chàyu. 
GAL.5.8	Te faén angkay ah Apudyus way namele an chitaaw hen narpowan nadchi. 
GAL.5.9	Um-at ta wacha an chàyu hen kaman anchi tenòtò way tàén akettoy, empapaketna amin hen anchi niyipowana. Te kaman agéhchi hen nitudtuchuwan hen anchi nèfat an chàyu. 
GAL.5.10	Ngém sésém-ém chillu hen hamhamào mepanggép an chàyu, te manchinlà ah Apo Jesus way manorong hen hamhamàyu ah achiyu mangafunan hen anchi nat-én way chana itudtuchu. Ya hen yachiy tagu way cha mangorkor hen hamhamàyu, no henoh nadchiyat, ichahana angkay hen kachusaana.
GAL.5.11	Yag sosnod, mepanggép an haén agé non an umat yag tot-owa hen chacha aryén way chà ano itudtuchu way masapor mamarkaan hen achar ah kahara-an, wat pakay paat chaà mapaligatan nò. Te maid met esaket hen anchichay kacharaà way Judio mepanggép hen natéyan Jesu Cristu hen koros non an-owat an etape hen anchi orchin Moses. 
GAL.5.12	Wat hen laychéat yanggay koma, no anchag humiyan hen annachay cha mangorkor hen hamhamàyu ta no epapeletcha hen kamarkaan, un-unninaat no ancha an gichahén.
GAL.5.13	Sosnod, penelen Apudyus chitaaw ta achi masapor sorotontaaw hen anchi orchin te inlufus chitaaw an nadchi. Ngém achi mafalin elasonyuchi ah kawayaanyu way mangamma ah heno way laylaychén hen achar, ta hen masapor ekamantaaw, antaaw ammag totollongan hen ifa gapon chataaw man-ahelennaychan. 
GAL.5.14	Te amin hen anchi orchin Apudyus, henaém hen anchi iha way ekatnéén, “Masapor laylaychéntaaw hen ifataaw way kaman hen manlaychantaaw hen achartaaw.” 
GAL.5.15	Ngém ar-arwachanyu te non an-ayug chan sososongel ya man-ahe-ennakés, an-ayu angkay ammag man-ahechinnachael.
GAL.5.16	Yato hen tugun-on chàyu. Anyu komag eparufus hen Espiritun Apudyus way manmaneho hen hamhamàyu yag enafurotyu hen laychéna, te no yachi, kapeletan way achiyu ammaan hen anchi laweng way laylaychén hen achar. 
GAL.5.17	Te ilanyu ngén, an angkay cha kontaréén hen anchi laylaychén hen achar hen anchi laychén hen Espiritun Apudyus. Ya umat agé hen anchi laychén hen Espiritu, anna agég cha kontaréén anchi laychén hen achar. Wat hen antoy chuwa, anchag chan kennontara ah hamhamà, wat antaawat agég achi maka-amma hen innilataaw way ammay. 
GAL.5.18	Yag no hen anchi Espiritun Apudyus hen chan maneho an chitaaw wat maid mafalin hen anchi orchin way mamangchén an chitaaw.
GAL.5.19	Ya an agég narawag hen laylaychén hen achar way nigagangay hen tatagu, te hen laychéna, an mì-isséy hen faén ahawana ya laychéna agé hen laweng ya aggarémha way a-amma, 
GAL.5.20	ya hen manayawan hen enap-apudyus, ya hen mangusar hen mannakafalin way faén Apudyus hen narpowana. Ya hen tapena agé way manligwat hen laylaychén hen achar wat hen gumuru ya mè-esngel ya umat agé hen apés ya hen aningarngar, ya hen mangamgam hen ammay ah pagsaya-atana yanggay. Ya hen halenonot hen laychén hen achar wat humihiyyan way maid tempoyug, 
GAL.5.21	te akés yanggay hen wacha, ya umat agé hen mamfutangan ya hen manlokkowan hen tapena, ya anat agé hen tapenay lawengay a-amma. Imfafaggà an chàyu ngém kasen-o chillu ifaga way heno way cha mangamma an cha nadchi, achi angkay metape hen mantorayan Apudyus.
GAL.5.22	Ngém safali tot-owa hen kafud-asan hen man-ancharan hen Espiritun Apudyus an chitaaw. Te hen ifungana wat hen man-ahelennaychan, ya hen lomaylaychan agé hen hamhamà ya hen kapanohana. Ya antaaw agég omanoh ya suméség-ang ya malilimpiyu ya matatallek, 
GAL.5.23	ya na-annad ya epafafataaw agé hen achartaaw. Wat no chichachi hen wacha an chitaaw, maid orchin ah chataaw labsengén. 
GAL.5.24	Yag aminay tatagu way netatappe an Jesu Cristu, ancha yanggay ammag achiyén hen laylaychén hen achar te kaman paat nèlansachi way hamhamà an hiya hen anchi natéyana hen koros.
GAL.5.25	Yachi, sosnod gapo ta Espiritun Apudyus hen nanagu an chitaaw an Apudyus wat masapor a-abfurotontaaw koma hen laychéna hen antoy natatagguwantaaw ad uwan. 
GAL.5.26	Ya achitaaw agég mampahih-iya te maid kasen epafùnag nadchi no faén yanggay hen apés ya hen lawengay hamahamà.
GAL.6.1	Sosnod, no mag-ay ta elasinyu way fummasor hen ifayu ono an nèfat, chàyu way tinudtuchuwan hen Espiritun Apudyus, iyam-ammayu way i mamagfaga an hiya ah katorongan hen hamhamàna ta ichahana hen usto. Ngém ar-arwachanyu agé ta achiayun paspasekat te magat ma-awis-ayu way fumasor. 
GAL.6.2	Masapor man-ahetennorongtaaw te yachi hen chataaw manorotan hen inyurchin Jesu Cristu. 
GAL.6.3	Yag no ay wachay ihah tagu ah ammag mangaliyén egad ano hiya yag enammaana hen usto way achina ano masapor hen tugun ifana, chana angkay lokopon hen acharna, te maid met tagu ah achi manapor hen tugun. 
GAL.6.4	Wat wéhchiyén masapor emamadna hen chana ammaan ta ilana no usto, ta no usto, yachi koma hen lomaylaychana ta achina an epachong hen enammaana hen enammaan hen tapena ah minchayawana hen acharna hen tatagu. 
GAL.6.5	Te wéhchiyén wachan kakenapsotna way yachi koma hen haham-éna ta faén hen kakenapsot hen ifana.
GAL.6.6	Ya hen ihay ifagà agé, heno way cha matudtuchuwan hen alen Apudyus, masapor koma ifingayana hen anchi cha manudtuchu an hiya ah mafalinna.
GAL.6.7	Achiayu marokop, sosnod, te achi angkay marokop ah Apudyus. Te uray heno way ammaan hen tatagu, ichahana angkay hen fégah hen enammaana. Te kaman hen manmura way heno way inmuran hen tatagu, yachi agé hen fat-éna. 
GAL.6.8	Wat no ammag ammaan hen tagu hen laylaychén hen acharna, ichahana hen fungan hen hiyachiy enammaana way an machusa ah ing-inggana. Waman hen anchi tagu way mangamma hen laychén hen Espiritun Apudyus, ichahana agé hen anchi ammay way marpon Espiritun Apudyus way yachi hen mètaguwan an hiya ah in-inggana. 
GAL.6.9	Wat antaaw komag achi mappég way cha mangamma-amma hen ammay te no achitaaw iyanggayan, umchah hen tempona way mangchahantaaw chillu hen gunggunan hen amin anchi enammaantaaw way ammay. 
GAL.6.10	Hiyachi, sosnod, hen kawad-antaaw hen antoy lota, antaaw ammag epapate way mangamma hen ammay hen aminay tatagu, kaskasen hen anchichay ifataaw way cha omafurot.
GAL.6.11	Haén hen nangensorat hen antoy anongoh hen alè an chàyu, wat ilanyu hen kachinakkar hen antoy chà ensorat. 
GAL.6.12	Hen annachay cha mangempapelet way mamarkaan hen acharyu ah somorotanyu hen orchin, ancha angkay an cha omamma ah kachayawancha. Ya hen ganchatcha agé, ta achicha koma mapaligatan gapo ta nanchinlancha hen natéyan Jesu Cristu hen anchi koros. 
GAL.6.13	Ngém ah katot-owana, uray hen anchichay namarkaan hen acharchaat, cha-ancha angkay chillu soroton amin hen anchi orchin, ya hen ganchatcha agé way mangempapelet an cha nadchi an chàyu, ta wachay epasekatcha way enafurotyu chicha paat. 
GAL.6.14	Ngém haén, faén angkay hen kachayawà hen chà anapén, te maid chillu kasen chà ichayaw no faén yanggay hen nekorosan Apotaaw way Jesu Cristu. Yag gapon natéyana, wat naka-an hen layad-o hen uray heno way nigagangay hen tatagun antoy lota te ammag maid paat sérfin cha nadchi an haén ad uwan. 
GAL.6.15	Wat hiyachi, ammag maid nat-énana hen namarkaan hen acharna ya hen iggay, te hen masasapor yanggayat hen kafalewan hen hamhamà. 
GAL.6.16	Wat chàyu way cha somorot hen yatoy intugun-o, ta mapapanoh hen hamhamàyu ya ta totollongan chàyu way yachi chillu hen mekaman an chitaaw amin way tot-oway tatagun Apudyus.
GAL.6.17	Wat manepod ad uwan, maid koma mè-es-esngel an haén mepanggép hen antoy chà itudtuchu. Te an-o met ammag inlurud way nangamma hen laychén Apo Jesu Cristu way nangen-alepan an haén. Ya an agég nafilafilatan hen antoy achar-o ah kail-an hen katot-owana.
GAL.6.18	Wat hiyachi sosnod, ta totollongan chitaaw amin an Apotaaw way Jesu Cristu. 
EPH.1.1	Haén ah Pablo way ah Apudyus hen nanlayad way man-aposel an Jesu Cristu. Wat antoyan hen sorat-on chàyu way tatagun Apudyus ahnad Efeso way napiyar hen afurotna an Jesu Cristu. 
EPH.1.2	Ta totollongan chitaaw amin an Amataaw way Apudyus yah Apo Jesu Cristu, ya ta papannohoncha agé hen hamhamàtaaw amin.
EPH.1.3	Antaaw ammag manyayaman an Apudyus way Aman Apotaaw way Jesu Cristu te gapon ommafurotantaaw an Jesu Cristu wat ini-idchatna an chitaaw hen aminay ammay way narpod uchu way empàwana hen Espirituna. 
EPH.1.4	Te ilanyu ngén hen enammaana. Hen cha-anna mangammaan hen antoy lota, loohna penepele chitaaw ah man-anàna hen ketapyantaaw an Cristu. Ya imfafaggana agé way ma-apudyusantaaw ya maid fasfasortaaw an hiya way maid kasen po-on hen yachiy enammaana para an chitaaw no faén yanggay hen layadna an chitaaw. 
EPH.1.5	Ya nachachà-an agé hen hamhamà Apudyus way manganà an chitaaw gapo hen natéyan Jesu Cristu. Hehemmàna way yachi hen ma-ammaan te hiyachi hen laychéna chillu. 
EPH.1.6	Wat antaaw ammag chachayyawén hiya gapon anchi ség-angna an chitaaw way maid mepaniyana way yachi hen nangempaliyana hen anchi papattigéna way anàna way ah Jesu Cristu. 
EPH.1.7	Ya gapo agé hen natéyan Jesu Cristu way nifùfù hen charana, nasobfottaaw yag penakawan Apudyus hen fasortaaw. Wat ammag maid mepaniyan hen ség-ang Apudyus 
EPH.1.8	way annag inlibli an chitaaw. Yag ah kenaraeng Apudyus ya ah kenanongnongna, 
EPH.1.9	wat empaka-ammuna an chitaaw hen anchi nachachà-an way planona way iggay ma-ammuwan ingganad uwan way yachi hen mepanggép an Jesu Cristu. 
EPH.1.10	Yag hen planona, ammaana ah Jesu Cristu ah man-apon amin hen egad no umchah hen anchi ustoy tempona way hehemmàna chillu. Wat amin hen wachad uchu ya hen antoy lota, manteteponon Apudyus chicha amin way ah Jesu Cristu hen omapowancha.
EPH.1.11	Hen egachay ma-ammaan hen antoy lotaat ma-ammaan te yachi hen hehemmà Apudyus chillu ya yachi agé hen laychénay ma-ammaan. Wat yachi hen namepelliyan Apudyus an chitaaw ah mantataguna way metatappe an Jesu Cristu te yachi chillu hen hehemmàna nanepod hen laprapon hen egad. 
EPH.1.12	Wat kaskasen chàni way nachachà-an hen namnamana way umale hen anchi empopostan Apudyus way umale, wat anni yanggay ammag chachayyawén hen kaenammay Apudyus.
EPH.1.13	Yag ad uwan, chàyu agé way tapena, enammaan Apudyus chàyu agé ah mantataguna hen nangngaranyu hen anchi tot-oway alena ah kahara-anyu way yachin anchi ammayay chamag. Yag hen nangafurotanyu agé an Jesu Cristu, wat inidchat Apudyus hen Espirituna way mìyachar an chàyu agé way yachi chillu hen empopostana ah katot-owaan way chitaaw amin hen tataguna. 
EPH.1.14	Te hen anchi nìyacharan hen Espiritun Apudyus an chitaaw, yachi hen manot-owaantaaw way idchat Apudyus way idchat hen aminay empostana an chitaaw ah pegwana ya aran chitaaw agé ad uchu. Wat antaaw yanggay ammag chachayyawén hen kaenammay Apudyus.
EPH.1.15	Nanepod hen pés-éy nangngarà way cha-ayu omafurot an Apo Jesus ya chakar agé hen layadyu hen amin anchichay tatagun Apudyus, 
EPH.1.16	wat ammag maid péppég hen yaman-o an hiya gapon chàyu. No manluwaruwaén chà ichawat chàyu 
EPH.1.17	an Amataaw way machachayaw way Apudyus way Aman agé Apotaaw way Jesu Cristu. Hen chà chawatén, ta idchatna koma an chàyu hen kenaraeng way marpon Espirituna ya ta epaka-ammuna agé an chàyu hen amin way mepanggép hen kena-apudyusna ta ma-awa-awatanyu way térén. 
EPH.1.18	Ya chà agé chawatén ta hehellawan Apudyus hen hamhamàyu ta lomawag hen mangenlasinanyu no henochi hen chataaw namnaméén way awatén ah pegwana gapon nameleyana an chitaaw, ya ta ma-awatanyu agé hen kachuar ya hen kaenammay cha nadchi way idchatna hen tataguna. 
EPH.1.19	Ya ta ma-awatanyu koma agé hen kenachakar hen mannakafalin Apudyus way chana etorong an chitaaw way cha omafurot te ammag maid mepaniyan hen kafaelan hen mannakafalinna. Hen yachiy mannakafalinna hen chan anchar an chitaaw way yachi chillu agé hen anchi mannakafalinna way empàilana 
EPH.1.20	hen nangempauchiyana an Jesu Cristu hen natéyana ya hen nangempatùchuwana an hiya hen anchi kachachayaw way pachawananna ad uchu. 
EPH.1.21	Wat nanepod hen laprapona ya ah ing-inggana, maid kepachongan hen kenangaton Jesu Cristu te hiyan kangangatowan no hen aminay mannakafael way toray way wachan antoy lota ya uray ad uchu, te kangatowan hen egachay ap-apo ya hen egachay chumunyu ya ongtan ya uray heno way cha aryén hen tatagu. 
EPH.1.22	Te empangaton Apudyus ah Jesu Cristu ah man-ap-apon hen egad ya enammaana agé hiya ah penakaurutaaw way cha omafurot. 
EPH.1.23	Wat hiyachi, ah Jesu Cristu hen uru, ya hen aminay cha omafurot an hiyaat chicha hen penaka-acharna. Yag hen amin way wachan Jesu Cristu way uru, melak-amtaaw agé way acharna.
EPH.2.1	Hen anchi pés-éyna, ammag maid namnamayu way metape an Apudyus te an-ayug kaman nanattéy an hiya gapon fasor ya hen iggayyu omafurotan an Jesu Cristu. 
EPH.2.2	Yag hen hiyachi, tenoradyu hen gagangay hen anchichay achi omafurot, yag chayu agé enafurot hen laychén chumunyu way hiya hen anchi cha mangentoray ad uwan hen anchichay mannakafael way achi maila ya umat agé hen amin anchichay achi omafurot. 
EPH.2.3	Ya uray agé chàni way Judio, wat yachi agé hen enkamanni hen cha-anni omafurotan an Jesus, te enammaanni agé hen heno way laylaychén hen acharni ya heno way cha umchah ah hamhamàni. Wat maid nat-énana te uray chàni way Judiowén lébféngni agé way machusa way kaman hen kachusaan hen aminay achi omafurot.
EPH.2.4	Ngém ah Apudyus, ammag maid mepaniyan hen layadna an chitaaway tatagu ya maid agé mepachongan hen ség-angna 
EPH.2.5	te tàén kamantaaw nanattéy an hiya hen kamaichan hen afurottaaw, tenaguna chitaaw chillu gapon Jesu Cristu. Wat hen nangenhara-ana an chitaaw, gapo chillu hen ség-angna. 
EPH.2.6	Te entapen Apudyus chitaaw an Jesu Cristu hen nanaguwana an hiya yag inidchatna hen mannanayun way ataguwantaaw. Wat ad uwan, gapo ta nètapetaaw an Jesu Cristu, empangaton Apudyus chitaaw agé way mètoray an hiya ad uchu hen kenangatona. 
EPH.2.7	Yaha hen enammaan Apudyus ah mangempàil-ana ah ing-inggana hen kachakar hen layadna an chitaaw ya hen ség-angna way ammag maid mepaniyana. Ya hen po-on cha nadchiyat ah Jesu Cristu. 
EPH.2.8	Wat ammag anggay yanggay hen ség-ang Apudyus yag entapena chitaaw an hiya yag gapo yanggay hen ommafurotantaaw an Jesu Cristu way ammag faén gapon anchi ammay way enammaantaaw, te ammag inliblin Apudyus hen ketapyantaaw an hiya. 
EPH.2.9	Wat hiyachi hen achi mafalin way mampachinar hen uray heno way tagu way mangaliyén enammaana ano hen ammayat metape an Apudyus. 
EPH.2.10	Te ah Apudyus yanggay hen nangamma hen ketapyantaaw an hiya hen ommafurotantaaw an Jesu Cristu. Ya senafalina agé hen hamhamàtaaw ta maka-ammataaw hen ammayéna way yachi chillu hen gagarana way nangamma an chitaaw ya hehemmàna chillu way yachi koma hen ammaantaaw.
EPH.2.11	Chàyu way faén Judio, achiyu koma aliw-an way niyanà-ayu way faén tot-owa tatagun Apudyus, ya chàni agé way Judio, annig penepeloh chàyu te maid markan Apudyus an chàyu. Ngém ah katot-owana, faén chillu ah Apudyus hen cha mangamma hen hiyachiy marka, te tatagu yanggay. 
EPH.2.12	Wat hen anchi pés-éyna, maid poros innilayu mepanggép an Jesu Cristu ya iggay-ayu agé mifilang an chàni way ganà Israel way penelen Apudyus. Yag maid agé nèawaanyu hen entorag Apudyus an chàni way empostana way idchatna. Ya maid agé paat namnamayu way matorongan an Apudyus hen antoy ataguwanyu te maid innilayu an hiya. 
EPH.2.13	Ngém ammag safaliy térén ad uwan, te tàén maid innilayu an Apudyus hen anchi ar-argaw, netapeayuwat agé an hiya ad uwan gapon nifùfuan hen charan Jesu Cristu hen natéyana. 
EPH.2.14	Wat ah Jesu Cristu hen nangamma hen nantetempoyugantaaw way Judio ya faén Judio ah umahà-anantaaw way annag enammaan chitaaw ah masosonod te kena-anna hen namfufussorantaaw. 
EPH.2.15	Hen enkamanna, penéppégna hen anchi orchin Moses ya hen liglamentona te hen anchi orchin hen nangamma hen namfufussorantaaw, yag hen nanga-anna, wat hen natéyana. Wat ad uwan, chàniy Judio ya chàyu way faén Judio, tàén chuway karasey tatagu, enammaan Jesu Cristu chitaaw ah ihà-an way karasey tatagu te ad uwan, masosonodtaaw amin gapon netapyantaaw an hiya. Wat yachi hen nantetempoyugantaaw. 
EPH.2.16	Wat hen natéyan Jesu Cristu hen anchi koros hen naneponana hen Judio ya hen faén Judio ah umahà-anancha ya ah maka-anan hen namfinnusorancha yag namfangchéna chicha amin an Apudyus. 
EPH.2.17	Wat hen ummaliyan Jesu Cristu, ta itudtuchuna an chitaaw amin hen mantetempoyugantaaw an Apudyus way uray chàyu way faén Judio way maid awanwani an Apudyus, ya umat agé chàni way Judio way na-awagan ah tatagun Apudyus. 
EPH.2.18	Yag ad uwan, amintaaw way Judio man ono faén Judio, torongan hen Espiritun Apudyus chitaaw amin way metape an Apudyus gapon enammaan Jesu Cristu.
EPH.2.19	Wat hiyaha, chàyu way faén Judio, tàén faén ahimfafaryan Apudyus chàyu hen anchi ar-argaw, ahimfafaryan chàyu ad uwan te enanà Apudyus chàyu agé ya chana agé ifilang chàyu ah tataguna, wat nètapeayu hen amin anchichay tapenay ommafurot. 
EPH.2.20	Hen panina, kaman chitaaw amin hen faréy Apudyus way i-inggawan hen Espirituna. Wat ah Jesu Cristu hen kaman tummùchuwan hen anchi faréy, ya hen anchichay profeta ya aposel hen kaman to-odna te chicha hen pés-éy nangempaka-ammu hen mepanggép an Jesus, 
EPH.2.21	ya anat hen aminay ommafurot, kaman chicha hen enà-aran hen anchi faréy. Wat ah Jesu Cristu hen mamangchén ah mehohoopan hen amin anchichay enà-ara ah masà-achan hen ihà-an way na-apudyusan way faréy. 
EPH.2.22	Wat gapo hen netapyanyu an Jesu Cristu wat chàyu agé hen kaman enà-ara way cha usarén hen Espiritun Apudyus way mangamma hen fumaryan Apudyus.
EPH.3.1	Wat haén way Pablo way chan sérfi an Apudyus, anà ammag nifafarud gapon chà nanudtuchuwan an chàyu way faén Judio ah katoronganyu. 
EPH.3.2	Yag awniyat chengngaryu way empafiyang Apudyus an haén way mangempaka-ammu an chàyu mepanggép hen ség-angna ah pagsaya-atanyu. 
EPH.3.3	Te ilanyu ngén, nanepod hen laprapona, iggay na-ammuwan hen ketapyanyu way faén Judio an Apudyus, te egad ad uwan yag anat epàilan Apudyus hen nangempàil-ana an haén way chichato hen chà esorat an chàyu hen yatoy sorat. 
EPH.3.4	Wat no faséényuto, acharényu hen anchi ma-awatà mepanggép hen anchi iggay ma-ammuwan way planon Apudyus mepanggép an Jesu Cristu. 
EPH.3.5	Te nanepod ad malimaliyam, maid tagu ah nangammu hen anchi planon Apudyus te egad ad uwan yag anat epaka-ammun hen Espiritun Apudyus chachi an chàni way penelena way man-aposelna ya profetana. 
EPH.3.6	Wat yato hen anchi planona way cha-an ma-ammuwan way ad uwan, chàyu way faén Judio, melak-am-ayu peet hen aminay idchat Apudyus an chàni way Judio ya mifilang-ayu agé ah achar Jesu Cristu, ya an-ayu agég mèawa hen aminay empopostan Apudyus gapon Jesu Cristu. Wat yachi hen nekaman an chàyu gapon ommafurotanyu hen anchi ammayay chamag.
EPH.3.7+EPH.3.8	Haén ménat hen kafafaan way tatagun Apudyus, ngém tàén, enammaana chillu haén ah mansérfi an hiya way i mangintudtuchu hen anchi ammayay chamag an chàyu amin way faén Judio yag senég-anganà agé te inidchatna hen kafaelà way i mangintudtuchu. Ammag maid gapona yag yachi hen emporang Apudyus an haén. Wat hiyachi hen chà minwarawagan an chàyu hen anchi ség-ang Jesu Cristu way maid mepaniyana. 
EPH.3.9	Ya hen ihay imfagan Apudyus agé, ta epaka-awat-o hen aminay katagutagu hen ekaman Apudyus way mangempacharan hen anchi planona way cha-an ma-ammuwan ingganad uwan. Te ah Apudyus way nangamma hen angamin, iggayna empakpaka-ammu hen yachiy planona ingganad uwan. 
EPH.3.10	Wat uray hen aminay mannakafael way toray ad uchu way achi mailéén maid innilacha hen anchi kahahaang way kenaraeng Apudyus, te ingganad uwan ya anchaat cha ilan chachi. Te hen hehemmà Apudyus chillu wat chitaaw way cha omafurot an Jesu Cristu hen mangil-ancha hen yachiy kenaraeng Apudyus way maid mepaniyana. 
EPH.3.11	Nachachà-an chillu hen anchi hehemmà Apudyus way ma-ammaan, yag ah Apotaaw way Jesu Cristu hen nafud-asan amin cha nadchi. 
EPH.3.12	Wat ad uwan, gapon ommafurotantaaw an Jesu Cristu ya hen nelarammongantaaw an hiyaat achitaaw émégyat way mangimfaga an Apudyus ah heno way ifagataaw. 
EPH.3.13	Wat panga-aseyu ta achiayu koma tomkar gapon antoy chà mapaligatan mepanggép hen anchi chà itudtuchu an chàyu, te chà anohan aminto ah katoronganyu.
EPH.3.14	No hamham-ê amin hen anchi enkaman Amay Apudyus, anà ammag chan palentomang way manayaw an hiya 
EPH.3.15	way hiya hen pongar hen egad ya hiya agé hen penaka-aman hen amin. 
EPH.3.16	Ya hen chà chawatén an hiya way kangatowan way maid makahkahmà hen mannakafalinna, ta papegsééna koma hen hamhamàtaaw amin gapon Espirituna. 
EPH.3.17	Ya ta mawawà-acha ah Jesu Cristu ah hamhamàtaaw gapon afurottaaw an hiya. Ya chà agé chawatén ta ammag mimura koma ah hamhamàtaaw hen man-ahelennaychantaaw 
EPH.3.18	ta éhéd yag wachay kafaelantaaw way mangawat hen kapegsan hen layad Jesu Cristu an chitaaw. Ya faén agé yanggay chitaaw te uray aminay tatagun Apudyus wat ma-awatancha koma amin hen anchi layad Jesu Cristu way maid mepaniyana. 
EPH.3.19	Tàén achitaaw ménat chillu tot-owa makahkahmà hen kapegsan hen layadna an chitaaw, chawatê chillu way matapyatapyan koma hen ma-awatantaaw ingganah ammag migagangay an chitaaw hen gagangay Apudyus.
EPH.3.20	Antaaw ammag chayawén ah Apudyus te uray heno way ifagataaw an hiyéén maka-amma chillu hen chùchùar no hen imfagataaw te maid péppég hen kafaelana, te uray hen anchi achitaaw makahkahmà wat kafaelana chillu. Ya hen yachiy mannakafalinna agé, wat chan anchar an chitaaw ah katorongantaaw. 
EPH.3.21	Wat amintaaw way cha omafurot, antaaw amin ammag chachayyawén ah Apudyus ah ing-inggana way maid péppégna gapon Jesu Cristu ya hen ketapyantaaw an hiya. Amen.
EPH.4.1	Haénay Pablo way nifafarud gapon chà mangammaan hen laychén Apo Jesu Cristu, wat hen eténgténg-o paat an chàyu, ta iyafiinyu paat ah Apudyus way namele an chitaaw. 
EPH.4.2	Te hen ekamantaaw, masapor epafafataaw hen achartaaw ta achitaaw mampasigsiguru ya masapor agé man-ahe-ennanohtaaw te yachi hen mangempàil-antaaw hen man-ahelennaychantaaw. Yag antaaw ammag anohan hen mèfatan hen ifa ya achi aw-awniyén hen mamakawanan an hiya. 
EPH.4.3	Ya epapatetaaw paat agé way mangamma hen laychén hen Espiritun Apudyus ta achitaaw chachaelén hen anchi tempoyugtaaw way narpo chillun hiya. 
EPH.4.4	Te ilanyu ngén, an ihà-an met hen achar Jesus way chitaawchi, ya ay ammoh wachay ihà-anay achar ah achi man-ahekenna-awatan. Ya an ihà-an agé hen Espiritun Apudyus way nìyachar an chitaaw amin. Ya an ihà-an agé hen anchi chataaw amin namnaméén way awatén ah pegwana gapon nameleyan Apudyus an chitaaw way yachin mannanayun way ataguwan. 
EPH.4.5	Yag uray chuartaaw, an ihà-an chillu hen Apotaaw way hiyah Cristu. Ya an ihà-an agé hen charan way ma-afurot ah metapyantaaw an Apudyus. Ya ihà-an agé hen sinyar an chitaaw way yachi hen funyag. 
EPH.4.6	Ya an ihà-an ah Apudyus way hiya hen ap-apon hen aminay egad, ya hiya agé hen Aman hen aminay ommafurot. Ya hiya, wawà-acha agé an chitaaw amin ya cha agén anchar an chitaaw amin.
EPH.4.7	An ihà-an tot-owa hen chataaw afuroton way hiyah Jesu Cristu. Ngém faén an ihà-anay karase way kafaelan hen inidchatna an chitaaw way ommafurot, te wéhchin chitaawén wachay wacha hen inidchat Jesu Cristu way kafaelan hen ihaihay tagu. 
EPH.4.8	Nifafaggachi hen anchi nesosorat way alen Apudyus way ekatnéén,
EPH.4.8	“Hen namfangchana ad uchu, chuar hen entàtaenna way farud, yag wacha agé hen inidchatna way kafaelan hen aminay tatagu.”
EPH.4.8	Yachi hen empasorat Apudyus ad namenghan. 
EPH.4.9	Yag nokay agé hen laychénay aryén hen anchi ekatnéén “namfangad ad uchu.” Wat kapeletan way an ummale unna hen antoy lota te pakay ekatnéén “namfangad ad uchu” nò. 
EPH.4.10	Wat maid kasen nangamman nadchi no faén yanggay ah Jesu Cristu way hiya hen anchi ummale hen antoy lota yag anat mamfangad ad uchu-uchu. Wat hen halenonot nadchiyat, heno way lugarén nawawà-acha hiya.
