GEN.1.1	Gër ỹanar, Kaxanu nëcëtëguk
2CO.11.15	Awa ax caraxi ex na angëmëne ɓër këŋo riyeninënd ɓën, anëngwëtara këni nëngwëtarand ɓëriyenin ɓër or ŝenene. Axana këni xana gër eŋata er ỹapëk eni kana në end ɓandixa ɓandeɓën in.
2CO.11.16	Ga këme rend wa gaŝëxe mëne ala kërexe kwët na aŝenëk. Me dedo, ɓuŋayin endam eŋ ang end aŝenëk fo, me koraxënënd wëno ɓëte me dafënand tëkër. 
2CO.11.17	Er këme rend ijo, ax gi ex na ɗe end fel ke Axwën, ɓarikan ang aŝenëk fo këme yeƴanënd, arafëna këme rafënand. 
2CO.11.18	Gayikako ɓëranjëm kë rafënarand ado ga hi këni ɓela fo, wëno ɓëte arafënara këme rafënara. 
2CO.11.19	Wën ɓërenik ɓën aw̃a w̃a kën enëɓi ɓuŋan ɓëŝenëk ɓën. 
2CO.11.20	Enimin, aɓuŋa kën ɓuŋand enun bëñand, enun ƴamband, enun ɗëxëlëxënd, enun dixërand gë ndafënan, enun këmënd gër odëxas! 
2CO.11.21	Ga re këme oŝëfën ex eŋo: er hixënan ke mëne ola ositarak w̃asin këmun.
2CO.11.21	Ɓarikan, me yeƴan ngwa ang aŝenëk fo: er këni yëxw yo ɓela ɓëjo, wëno ɓëte ayëxw yëxw këme! 
2CO.11.22	Ɓëŝëwif nde exëni? Wëno ɓëte Aŝëwif hi këme. Ɓëyisërayel nde exëni? Wëno ɓëte Ayisërayel hi këme. Ɓërandëw̃ëra and 
2CO.11.23	Ɓëriyenin ɓër 
2CO.11.24	ɓakëlëbëd ɓanjo xëm këne Ɓëŝëwif ɓën ɓakëmen ofëxw osas gë ɓanjongëɓanax. 
2CO.11.25	Ɓakëlëbëd ɓatas fëmëra këne gë xwëlekwële; amat fëtëra këne gë oxaỹ; ɓakëlëbëd ɓatas yëla këme me cës polo gër angwëngw and sëw̃ayak kuluŋ aŋ; amat hi bame ciŝ wec polo gër angwëngw. 
2CO.11.26	Laŋ baxe fecerand ecës el gër oɗamana od gë osapar, gër ɓeñigënaxik ɓend gër oyeɓ; gër ɓeñigënaxik ɓend ɓërek ɓëxeỹax; gër ɓeñigënaxik ɓend Ɓëŝëwif; gër ɓeñigënaxik ɓend ɓër ax gi ex na Ɓëŝëwif; gër ɓeñigënaxik ɓend gër ɓangol; gër ɓeñigënaxik ɓend gër ladawe; gër ɓeñigënaxik ɓend gër angwëngw; gër ɓeñigënaxik ɓend mërëxand ir ɓër ax gi ex na enim okëreceŋ. 
2CO.11.27	Laŋ gër andiyen do gër toro; laŋ daŝërëxe, laŋ gë enjo eŋ do ceɓërëxe men; laŋ gër etiw̃i; laŋ gër aƴem; laŋ tëɓ gë eman eŋ. 
2CO.11.28	Do ame yeƴan ex na end ke ɓalënd nëmëc eŋ: ang ke ŝëmund key yo key gër ɓanjëlan ɓandam në end Ɓamara ɗek. 
2CO.11.29	Noỹo sitarak, xarak wëno ɓëte ame cot ex na ɓanjëlan ɓatitarak? Noỹo këno lënanënd eñëŋënax eŋ, xarak wëno axe corënd na eŋo gër emëkw?
2CO.11.30	Angëmëne arafëna këme rafëna, në end ositara oram këme rafëna. 
2CO.11.31	Ata Kaxanu, Sëm ir Axwën Yesu, mëŋ ar këno ŝëkwënd din an, anang nang ko mëne ame nëgwëŝënd na. 
2CO.11.32	And hi bame gër Damas aŋ, gofërëner ir emun Aretas in, axwët xwët baɓi ɓënëkona ŝit gër angol exe tëraxën. 
2CO.11.33	Ɓarikan ga ŝon këne polo në akange, nëcët këne në fonetër ir ameŋ and xecexën këni angol aŋ. Mondako ŝana këmo.
2CO.12.1	Awa afo me dafëna ngwa…, ɗal ex, ofëcak ax gi ex na. Ɓarikan asëfët këme sëfët end oɗakeli od wat këme eŋ, do gë ɓeɓër nangën ke Axwën ɓën. 
2CO.12.2	Wëno këreceŋ nang këmo na, doro anëka sëkëk ɓëniy epëxw gë ɓënax. Gë eman endexëm ak nde ɓayi baxo? Ba axo gi bana gë eman endexëm ak? Ame nang ex na. Kaxanu mëŋ, anang nang ko. Ata ala ajo watayax ko ƴaŋ gër araƴen. 
2CO.12.3	Do anang nang këme mëne ala ajo, hi baxo gë eman endexëm ak nde, ba gë eman endexëm këm nde? Kaxanu mëŋ, anang nang ko. 
2CO.12.4	Ala ajo awataya watayax baxo gër araƴen do wëlëgu ko ɓend ala ax kor na exo tëfët, ɓend ax ñap ex na ala exo yeƴandërand. 
2CO.12.5	Wëno arafëna këme rafëna end ala ajo eŋ, ɓari endam eŋ dëŋ, ame dafëna na, ang ax gi ex na end ositara oram eŋ. 
2CO.12.6	Kido aỹandi ỹandi baxe me dafënara, ame gi dona aŝenëk, gayikwa ɗal in dome reƴand. Ɓarikan, aŝësinali këme ŝësinali eŋo, këdi ko yëla ala mëne wëno nëmëc ɓend ke watelind do ke wëlelind ɓeŋ hi këme, në end oxëɓën or ɓend nangën ke Axwën ɓeŋo.
2CO.12.7	Ɓëte këdi ke xureli ndafënan iŋ, oŝëxwëra or ke narënënd hik gër eman. Meleka ir Sindan ke xëmënd këdi ke xureli ndafënan iŋ. 
2CO.12.8	Ɓakëlëbëd ɓatas, xara këmo Axwën an exe dëxëtën oŝëxwëra olo. 
2CO.12.9	Ɓarikan mëŋ er yaka ke: «Oyekax oram ol gwac exi, gayikwa panga indam iŋ nëmëc kë ŝanayand gër ositara oreƴ.»
2CO.12.9	Awa wëno nëmëc këme ỹana me dafënand gër ositara oram, ex dongoxën panga ind Kërisët iŋ gër ola oram. 
2CO.12.10	Anëngan ke nënganënd ɓëte gër ositara oram, gër ocir od këne ŝirërand, gër ocëmu, gër edixëra ed këne rixërand, gër oƴot, në end Kërisët. Enimin, and këme sitara aŋ, këme ŝotënd ojaw̃ ok.
2CO.12.11	Ang aŝenëk fo këme yeƴandërand, wën nëỹali ke ɗe me di mondako. Enimin, wën ga hi dox wa ɓër ke yakanënd ɓën. Ɓër xwët kënëɓi oparëxanda otëm ɓëjo, ỹoweỹ ane kuca ex na, ado ɓayik ỹoweỹ ame gi ex na. 
2CO.12.12	Ɓeɓër kën nangaxën mëne parëxanda hi këme ɓën, aŝanaya ŝanayak gër ndewën, gë eɓuŋa ed ɓuŋa këme gër toro el, gë ɓananganëme ɓaŋ, gë ɓecarax ɓeŋ, do gë ɓërëcaxik ɓend bame rind ɓeŋ. 
2CO.12.13	Enjekax end feye rin këmëni Ɓamara ɓacëxe ɓaŋ do seɓ këmun wën? Ba gayik gaɓatak amo tëkwëran bana eɗëɓa edam el gër ndewën nde? Awa teɓanine ngwa osëmbak olo!
2CO.12.14	Watin mëne aw̃elëk hi këme mun nëngali atasën. Do ɓëte ala amo tëkwëran na eɗëɓa edam el. Gayikwa wën këmun ŝaland, ax gi ex na er ŝot kën in. Enimin, ɓëxarëk ɓën wa ỹapëk enëɓi kwëtënënd ɓeỹ ɓën oɓaŝ ol, ɓari ax gi ex na oɓaŝ ol. 
2CO.12.15	Wëno cëŋ, gë emëkw el ɗek këmun yëlëra er ŝot këme in, do wëno dëŋ ayëlaya këme yëlaya në endewën. Angëmëne nëmëc h̃an këmun, do wën tëkër fo nde këne h̃an?
2CO.12.16	Ɗal ex! Wëno dëŋ amun tëkwëran bana. Ɓarikan ang ala awërax fo, asitinaxën bamun sitinaxënënd! 
2CO.12.17	Aƴambara nde ƴambara këmun paɓ gë ɓër bamëni law̃ënëlind ɓën? 
2CO.12.18	Afelëli felëli këmo Tit exo kemëna exo ƴeli gër ndewën, do eni tëfërëli mëŋ gë imaỹe iŋ. Tit aƴambara nde ƴambaraw këŋun? Ax gi ex na nde wëno gë mëŋ, ola oɓat do onden omat ŝot këmi?
2CO.12.19	Ɓamat elod anëka fo kën yëland mëne ɓiyi ayakanaya këmi yakanayand gër lëngw irewën. Gër lëngw ir Kaxanu, do ga ɓar këmi gë Kërisët këmi, yeƴanaxënënd mondako. Do ɗek ɓeŋo, wën këmun rinënd, wën ɓëmaỹe ɓënd ke ɓalënd mbaŋ ɓëŋo, en kemaxën gër ekwëta. 
2CO.12.20	Gayikwa ayëda këme yëdand ba amun tëk na ang ỹandi ke ak, and këme h̃atëli aŋ. Do wën ɓëte ane tëk na ang ỹandi këŋun ak. Ayëda këme yëdand ba asëkeli këmun sëkeli ɓongeỹër, gë oƴakëraxi, gë ecusër, gë eɓal ed wayët end gaf irexëm fo el, gë odenar, gë oxapëndër, gë ndafënan, do gë ɓend ŝoɗe-ŝoɗe. 
2CO.12.21	Ayëda këme yëdand and këme h̃atëli aŋ, Kaxanu, mëŋ ar yata ke aŋ, ba aŝëfënin ke ŝëfënin në endewën, do me tesëra në end ɓëranjëm ɓër kë w̃endërand, ang bani w̃endërand gër ỹanar ak. Ɓëjo ani nëngwët ex na ola oreɓën ol xali eni teɓ ɗek ɓeɓër bani rind ɓëjo: oɓuyaraxik ol, asëk alakirand fo in, do gë eñac end ex yo.
2CO.13.1	Atasën an këmun nëngali. Do ang rek Oñëgw Omënëk ak: «Endeƴ end ex mokiti yo, gil ex er reƴa këni otede oki ba otas
2CO.13.2	And nëngali bamun akinëm aŋ, afel fel bamun eŋo. Do doro and ane ɓayi exe na në ereɓat aŋ, gana-gana fo këmëni rend ɓër w̃endërak elod anëka fo ɓën, do gë ɓër kë w̃endërand gërëgako ɓën: angëmëne anëngali nëngali këmun, ala amo kwëɗa na ɗe. 
2CO.13.3	Gayikako aŝala kën ŝaland en nang mëne ayeƴan dëŋ ko yeƴanënd 
2CO.13.4	Gayikwa afika fika bano ang ar gë ojaw̃ këm fo. Ɓarikan, aliya ko liyand gë panga ind Kaxanu iŋ gë mëŋ. Ɓiyi ɓëte ojaw̃ këm hi këmi, ga ɓar këmi, gë mëŋ këmi liyand në endewën na gë panga ind Kaxanu iŋ.
2CO.13.5	Tëƴiyin tan en kaman wën dëŋ ola orewën ol, en nangaxën ba gë ekwëta el kën liyand. Kamanin wën dëŋ ola orewën ol. An nang ex na nde mëne Yesu Kërisët gër ola orewën hi ko? Ɓamat er ban ŝaland en tëk gër ola orewën in, an tëk ex na. 
2CO.13.6	Ɓarikan, wëno er këme yarënd in, en wat mëne gër ola orewën hi ko, en maxën mëne ɓiyi ami ɗif ex na andiyen andeɓi aŋ. 
2CO.13.7	Ɓiyi ayar këmi yarënd Kaxanu, këren mendëra na. Er ỹandi këɓo in, ax gi ex na ex canaya ang xamën këmi andiyen andeɓi ak. Ɓarikan, mun watënd wën ga kën rind ɓenjekax ɓeŋ, ado ga hik nangëde alif lif këmi andiyen andeɓi aŋ fo. 
2CO.13.8	Gayikwa ɓiyi ami ŋëpënd na ɗal in, ɓarikan din ɗal in këmi sanand. 
2CO.13.9	Ɓiyi anëngandëra këɓo nëngandërand and këmi hi gë ojaw̃ këm aŋ, xarak amëd aŋo, wën mbaŋ ŝot kën ojaw̃ ok. Er këmi yarënd endewën in, en gi ɓër faỹayak. 
2CO.13.10	Mëŋ ex, ado ɓayik ane gi exe na në ereɓat, eŋo këmun ỹëgwënëlind ga xeƴ ke and këme ƴeli aŋ me keỹënara gë or gapak or yël ke Axwën ol, me kemënaxënënd ɓeỹ ɓën, ax gi ex na me ñamaxënënd.
2CO.13.11	Ɓëmaỹe, end këme xor me de me ŋataxën eŋ ex, nëngandërayindëleŋun, calayindën en gi ɓër faỹayak, kemëndërindën gër ekwëta, wëlërindën, ɗiyayindën gër aketëxeta, do Kaxanu, mëŋ ar gë aŋana do gë oɓetak an mërëxand irewën ko hi. 
2CO.13.12	Cëmarindën andewën rewën aŋ gë emegar emënëk. Aŝëma kënun ŝëmand ɗek ɓëw̃ënëk ɓën.
2CO.13.13	Oyekax or Yesu Kërisët, Axwën areɓi ol, gë aŋana and Kaxanu aŋ, do gë anëkëra and Angoc Amënëk aŋ, gilex gë wën ɗek!
GAL.1.1	Wëno Pol këŋun ỹëgwënëlind. Faba Kaxanu yata ke me gi parëxanda paɓ gë Yesu 
GAL.1.2	Gë ɓëmaỹe ɓënd hi këmi ro ɓëŋ këmun ỹëgwënëlind wën do gë ɗek ɓëmaỹe ɓënd gër ɓamara ɓand Yesu ɓand gër ebar ed Galasi ɓën. 
GAL.1.3	Kaxanu, Faba ireɓi, do gë Yesu Kërisët, axwën areɓi an, yëlëlenun oyekax ol, gë oɓetak ol. 
GAL.1.4	Axwën 
GAL.1.5	mëŋ ar hik gë enjaran end din ir din an! Amen!
GAL.1.6	Mbaŋ ŝaran ke wëno ang seɓ këno Kaxanu xarak mëŋ sana këŋun paɓ gë oyekax or 
GAL.1.7	Enimin, Atëfëtan acëxe ax gi ex na. Ɓarikan ɓela ex na ɓër këŋun felënd ɓecëxen ga ỹandi këɓi eni nëngwët Atëfëtan and 
GAL.1.8	Ɓarikan ado ex gido ar enga endam, ba meleka ir xaniwëk gër orën, ƴelik eŋun nangënënd Atëfëtan and fitarëk gë and sëfëtan këmun wëno aŋ, kataleŋo! 
GAL.1.9	Ang felëra këmun gër ỹanar ak këmun xënënand wëno gërëgako: angëmëne ala eŋun pelënd Atëfëtan and fitarëk gë and nangën këmun ɓiyi aŋ, kataleŋo!
GAL.1.10	Do gërëgako ene cëkwënd ɓela nde këme ŝaland ba exe cëkwënd Kaxanu nde? Ba këme ŝaland ene ŋanënd ɓela nde ca? Kido ene ŋan ɓela bame ŝaland, ame gi dona xaɗëp ir Kërisët.
GAL.1.11	Ga re këme ɓëmaỹe, Atëfëtan and nangën këmun aŋo ax gi ex na endeƴ end ɓela. 
GAL.1.12	Yesu 
GAL.1.13	Wën enimin, awël wël kën ang bame liyand ak, and ɓayi bame gër cale ind ɓiyi Ɓëŝëwif aŋ? Wëno baɓi rixërand wa gë oỹeỹ osëm ɓërëw̃ak end 
GAL.1.14	And ɓayi bame gër cale ind ɓiyi Ɓëŝëwif aŋ, wëno nëmëca baɓi ɓënd anjex andam ɓëŋ gër epëɓ ed ɓapela ɓand sëƴali kënëɓo ɓëxarëk ɓëreɓi ɓaŋ. 
GAL.1.15	Ɓarikan yatir fed këmi gë ar fit ke elod gër acël and nëma an, aw̃ac w̃ac ke gë oyekax orexëm ol. 
GAL.1.16	Anangën nangën ke Asëñiw̃ arexëm an mëni tëfëtanaxënënd endexëm eŋ ɓër ax gi ex na Ɓëŝëwif ɓën. Ata ga xucak eŋo, wëno ame ƴe ex na ɗe mo mëkara ala. 
GAL.1.17	Ɓëte ame ƴe ex na gër oparëxanda oñanar ƴaŋ gër Yerusalem. Ɓarikan ƴe këme ŝëw̃ gër ebar ed Arabi ɗamana ɓakaxanëgu këme gër Damas. 
GAL.1.18	And xucak ɓëniy ɓëtas aŋ fo ƴexën këme ƴaŋ gër Yerusalem mi nangër gë Kefas. Ata xeyërax ke ɓakey epëxw gë ɓanjo gër ndeɓën. 
GAL.1.19	Ɓari parëxanda iŝëxe ami watër bana angëmëne ax gi ex na Ŝak, ar acël amat gë Axwën Yesu an. 
GAL.1.20	End këmun felënd eŋo, Kaxanu anang nang ko mëne ɗal ex, ame nëgwëŝënd na.
GAL.1.21	Ga xucak eŋo, ƴe këme ɓëte gër owar or Siri do gë Silisi. 
GAL.1.22	Xarak, ala axe nang bana amëd aŋo (gër ɓamara ɓand ɓërëw̃ak end 
GAL.1.23	Awël fo bani wëlënd mëne ar baɓi rixërand an anëka nëngwëta ko. Gërëgako mëŋ këɓi nangëndërand ɓela ɓën ekwëta ed 
GAL.1.24	Do në endam bano ŝëkwaxënënd Kaxanu.
GAL.2.1	Ata ga sëkëk ɓëniy epëxw gë ɓeɓënax, ɓaka këmi gë Barënabas ƴaŋ gër Yerusalem. Aw̃ëla w̃ëla bamo ɓëte Tit. 
GAL.2.2	Kaxanu ŝëɗët baxe me ɓaka gër Yerusalem. Asëfëtan sëfëtan këmëni ɓëlëngw ɓër Amara ɓën ang këme femërand Atëfëtan aŋ gër ɓër ax gi ex na Ɓëŝëwif ak. Anacët nacët bamëni ɓëlëngw ɓër gapak ɓën, këdi këme hërëra ahërëra fo, do me di andiyen and gë ofëcak këm. 
GAL.2.3	Tit mëŋ, Agërek ar sëfër bami an, ala aŋo nëỹali bana eno kac. 
GAL.2.4	Këme reƴaxënënd ɗek ako, ɓela hi bax na ɓër bax rend okëreceŋ exëni xarak enëgwës këni rind. Ɓën nëfënëfa bax gër enga endeɓi ga ỹandi baɓi eni bël or ƴaƴa or yël këɓo Yesu Kërisët ol, do enëɓo bëña. 
GAL.2.5	Ata end ɓëjo eŋ gë tëkër ak ami ma ex na ex ɓayixën nëngwëtarëxe ɗal ir Atëfëtan in gër ow̃ëkw orewën aŋ.
GAL.2.6	End ɓëlëngw ɓër gapak ɓër Amara ɓën eŋ cëŋ, er hi bani ɗamana eni gixën okëreceŋ in, wëno axe ɓal ex na gayikwa gër ogës od Kaxanu ɓela ɓën ɗek gwër fo exëni! Ɓari ɓëlëngw ɓër gapak ɓëjo Ỹoweỹ ane nëỹali bana me di. 
GAL.2.7	Awat wat bani mëne Kaxanu xwëtënan këɓo Atëfëtan aŋ. Wëno mëni nangëndërand ɓëxacërëx ɓën, do Piyer ɓëxacëxac ɓën. 
GAL.2.8	Kaxanu mëŋ ar yata këŋo këŋo Piyer exo gi parëxanda ir Ɓëŝëwif an fo yata ke wëno ɓëte me gi ir ɓër ax gi ex na Ɓëŝëwif. 
GAL.2.9	Do and wat këni oyekax or yël këɓo Kaxanu aŋ, ata Ŝak, gë Kefas do gë Ŝaŋ, ɓën ɓër ex ɓëlëngw ɓër gapak, ɓër fëɓ kënëɓi mbaŋ ɓën, lëkër këmi ɓataxan ɓand liw̃ ɓaŋ, gë wëno do gë Barënabas, ex watixën mëne anëkëra exëna gër andiyen andeɓi: mi ƴend mi pemëra, wëno gë Barënabas, gër ɓenëng ɓecëxe, do ɓën gër Ɓëŝëwif. 
GAL.2.10	Er xara banëɓo fo mëni kwitand axwita ɓëxaỹënaxik ɓën do eŋo gë oɓal osëm bame rind.
GAL.2.11	Ɓarikan and ƴow ko Kefas gër Aŋëcoŝ aŋ, faɓër këmi do nëp këmo gayik aw̃en w̃en baxo. 
GAL.2.12	Ɗamana eni ƴow Ɓëŝëwif ɓër law̃ënëgu baɓi Ŝak ɓën, ɓër bax ɓalëkënalind end oxac ɓën, Piyer, andamat bani ƴambërand gë ɓër ax gi ex na Ɓëŝëwif ɓën. Ɓarikan and h̃atëgu këni Ɓëŝëwif ɓër law̃ënëgu baɓi Ŝak aŋ Piyer, ga baɓi yëdand, nacëta këɓi ɓër ax gi ex na Ɓëŝëwif ɓën. 
GAL.2.13	Ata Ɓëŝëwif ɓëŝëxe ɓër w̃a bax end Yesu ɓën sëfëteli këno ɓëte Piyer gër amena andexëm xali lënan këno Barënabas dëŋ gër egi ed ang ɓëỹëŋënax ɓër kë laɓayand el. 
GAL.2.14	And wat këme mëne ani dind na ŝenene aŋ, ang kë sëƴalind ɗal ir Atëfëtan ak, rexëra këmo poyoma Kefas mondako: «Wëj aŝëwif hi këƴ, ɓarikan këƴ liyand ang ɓër ax gi ex na Ɓëŝëwif ak, aƴ masinaỹaɗ na ang aŝëwif ak. Do mondake cëŋ këƴ xor eƴëɓi nëỹalind ɓër ax gi ex na Ɓëŝëwif ɓën eni ɗiyand ang Ɓëŝëwif ak?»
GAL.2.15	Ɓiyi, ɓëxarëk ɓëreɓi ɓën Ɓëŝëwif ebani, ane gi exe na ɓëw̃endëran ɓër ax gi ex na Ɓëŝëwif. 
GAL.2.16	Anang nang këne mëne ala ar xwëta këŋo Yesu 
GAL.2.17	Ɓarikan angëmëne gër ocal od or ŝenene gër Kërisët, hi këne ɓiyi ɓëte ɓëw̃endëran, 
GAL.2.18	Angëmëne me ɓakan ecëŋëxët me dind ɓend gër acariya ɓend seɓ këme ɓeŋ, wëno dëŋ kë nëpayand. 
GAL.2.19	Enimin, wëno dëŋ aŝës ŝës këme paɓ gë acariya aŋ me ɗiyaxënënd ang ỹandi këŋo Kaxanu ak. Afika fika këne gë Kërisët, 
GAL.2.20	ax gi ex na wëno kë liyand. 
GAL.2.21	Mëŋ ex, axe cena ex na end oyekax or rin ke Kaxanu eŋ. Enimin kido ga sëf këne acariya aŋ fo hixën këne ɓër ŝenene, awa mama fo ŝës ko Kërisët.
GAL.3.1	Wën Ɓëgalat ɓën ata and aŋun pënirand na dëŋ ex ɗe! Noỹo wa yifa këŋun? Ax gi ex na nde afaỹën faỹën këmun ɗek er w̃acayak ecës ed Yesu 
GAL.3.2	Emat fo ỹandi ke mun mëka ene nangën: Ba ga sëf kën acariya aŋ nde ŝotaxën këno Angoc Amënëk aŋ? Ba ga ɓaxët kën do xwëta kën Atëfëtan aŋ nde? 
GAL.3.3	Mëŋ ex, wën ata and aŋun pënirand na dëŋ ex. Angëmëne enimin gë panga ind Angoc Amënëk iŋ ỹana kën, mondake cëŋ nëngwët kën do kën liyand gë ojaw̃ odewën ok? 
GAL.3.4	Do ɗek er hi kënuŋ gër aniyan andewën in, ahi fo nde hi këŋun? Ax mënd ex na eŋun gi ahi fo. 
GAL.3.5	Ar yël këŋun Angoc Amënëk an, ar kë rind ɓecarax mërëxand irewën an, ba ga sëf kën acariya aŋ nde ko rixënend, ba ga xwëta kën Atëfëtan aŋ nde?
GAL.3.6	Ax gi ex na nde 
GAL.3.7	Mëŋ ex, nangin mëne ɓër xwëta këŋo Yesu ɓën fo hik oɓaŝ or Abëraxam ol. 
GAL.3.8	Oñëgw Omënëk ok fëna bax mëne axwët këɓi xwët ɓër ŝenene ga xwëta xwëta këno Kërisët. Kaxanu fel ɓaŋo Abëraxam endeƴ enëngax eŋo: «Ɓenëng ɓeŋ ɗek kë ɓeta në endeƴ.» 
GAL.3.9	Mondako këni ŝot oɓetak ol ɗek ɓër xwëta këŋo Kaxanu ang Abëraxam ɓën. 
GAL.3.10	Do ɗek ɓër kë yëland ŝenene hi këni gër ogës od Kaxanu ɓën në end ga këni rind er rek 
GAL.3.11	Ala ax gind na ŝenene gër ogës od Kaxanu gayik acariya sëf ko do eŋo ɗal ex. Ga ỹëgw këni: «Ala ar ke liyand ŝenene an axwëta xwëta këŋo Kaxanu
GAL.3.12	Xarak, etëf ed acariya el mbaŋ fitarëk gë ekwëta ed Kaxanu el. Gër Oñëgw Omënëk ga rek: «Ar kë w̃a exo dind ɗek er rek acariya an kë liya gë ɓeŋo
GAL.3.13	 racët këɓo gër kata ind ebax eɓo wëcan iŋ gayik abane xor exe na ene tëfe er rek acariya in. Enimin ga ỹëgw këni gër Oñëgw Omënëk: «Ala ar xaw̃ këno yo në osëx ar xata këŋo exo
GAL.3.14	Ga ŝës ko Yesu 
GAL.3.15	Ɓëmaỹe ɓaxëtin amatinali aŋo: Angëmëne ala exo ñëgw aye end acota and ko seɓëta eŋ, er re ko in gaɓatak ax ƴepënënd na, gaɓatak ax ɓaŝënd na ỹeỹ. 
GAL.3.16	Xarak Kaxanu mondako ɓeƴa baŋo 
GAL.3.17	Mëŋ këme rexënënd: Kaxanu, er ɓeƴa baŋo Abëraxam in aɓayi ɓayik. Acariya and h̃atëguk ga xucak ɓëniy okeme onax gë ofëxw osas aŋ, ax kor ex na ex ƴepën. Kido axor xor bax, end ɓeƴa baŋo eŋ ax gi dona. 
GAL.3.18	Angëmëne er xëñëna baxo Kaxanu eɓo yël in paɓ gë acariya aŋ këne ŝotënde, aɓo yël dona në end ga ɓeƴa ko. Xarak Kaxanu ga ɓeƴa baŋo Abëraxam yëlaxën ɓaŋo oyekax orexëm ol.
GAL.3.19	Do inew̃a hixënëk acariya aŋ? Në end ɓamena ɓand ɓela fedalixënëgu baxo Kaxanu acariya aŋ, xali exo ŋataxënëgu arandëw̃ëra and Abëraxam ar ɓeƴa ɓaŋo an. Acariya aŋo omeleka law̃ëneliw baɓi Kaxanu w̃ëlaw këni gër Moyis. Ata hi ko mondako Moyis, ah̃atelindër ar Kaxanu gë ɓulunda ir Isërayel an. 
GAL.3.20	Ɓarikan Kaxanu, and ɓeƴa baŋo Abëraxam gë arandëw̃ëra andexëm ak, ah̃atelindër ax gi bana, Kaxanu gaɓat ebaxo.
GAL.3.21	Acariya aŋ aƴepën nde kë ƴepënënd ɓend ɓeƴa këɓo Kaxanu ɓeŋ? Adokiŋ! Kido acariya ebaxëna and kë yëlënd aniyan, or ŝenene ol paɓ gë acariya aŋo hi dox mocot. 
GAL.3.22	Ɓarikan Oñëgw Omënëk ok ɓeỹ ɓën ɗek sërak gë eñëŋënax eŋ, eni cotaxën ɗek ɓela ɓën er ɓeƴa ko Kaxanu ayël këɓi yël in gayik axwëta xwëtak këno Yesu Kërisët. 
GAL.3.23	Ɗamana ex ŋataxënëgu ekwëta ed 
GAL.3.24	Ata acariya aŋ mondako hi bax axaɗac areɓi xali enëŋo kwëtaye 
GAL.3.25	Do ga h̃atëgu ko ako ar xwëta kënëŋone an, ane ɓayi exe na gër oxaɗac or acariya.
GAL.3.26	Gërëgako wën ɗek anëka hi kën oɓaŝ or Kaxanu ga xwëta këno ako Yesu Kërisët. 
GAL.3.27	Enimin, wën ɗek ɓër ɓuyi kënun xoɓuyi or 
GAL.3.28	Mëŋ ex; Aŝëwif ax gi ex na, ar ax gi ex na Aŝëwif ax gi ex na, xaɗëp ax gi ex na, asoŝan ax gi ex na, asoxari ax gi ex na. 
GAL.3.29	Gayikwa aɓar ɓar këne gë Yesu Kërisët, ɓërandëw̃ëra and 
GAL.4.1	Eŋo këme rend: ang kë nëka yo ga ɓayi ko itox ar kë ɓëteli napul ir sëm an ani pitarënd na gë xaɗëp in, xarak mëŋ dëŋ ex axwën ar napul ɗek an. 
GAL.4.2	Mëŋ aɓaxët këɓi ɓaxëtënd ɓër këŋo xaɗacënd do hi këni ɓëw̃ëxëta ɓër napul irexëm ɓën xali ex ŋat and fënëta ko sëm exo ɓëtelira aŋ. 
GAL.4.3	Ata ɓiyi ɓëte mondako fo ex endeɓi eŋ: and ɓayi bane ang oɓaŝ fo aŋ, ɓapela ɓand ex yo baɓo wëñand gër ngwën ro. 
GAL.4.4	Ɓarikan and h̃atan këŋo Kaxanu aŋ, law̃ëneliw këŋo Asëñiw̃ rëw̃ këŋo asoxari, do sëf ko acariya aŋ, 
GAL.4.5	eɓo dacëtaxën ɓiyi ɓër hi këne okaɗëp od acariya, ene gixëne oɓaŝ or Kaxanu. 
GAL.4.6	Do ga hi kën ako oɓaŝ orexëm, law̃ënelixënëgu këɓo gër ow̃ëkw oreɓi Angoc and Asëñiw̃ aŋ. Në end Angoc aŋo kënëŋo w̃acaxënde Kaxanu: «
GAL.4.7	Mondako hi kën oɓaŝ or Kaxanu, an ɓayi ex na okaɗëp. Do angëmëne oɓaŝ or Kaxanu hi kën ayël këŋun yël oyekax or fenan këɓi oɓaŝ orexëm ol.
GAL.4.8	Akarëk aŋ, ano nang bana Kaxanu, do mëŋ hixën ban okaɗëp od ɓeɓër ban xëland, xarak aɓi ñap ex na. 
GAL.4.9	Ɓarikan gërëgako ga nang këno ako Kaxanu, me dedo mëŋ ga nang këŋun ako, mondake cëŋ kën ɓakand gër oxaɗëp or ɓapela ɓand gë ofëcak këm ɓaŋo? 
GAL.4.10	Ax gi ex na nde wën kë yëland mëne: ɓakey exëna, opacaw̃ exëna, ɓapëxëd exëna, ɓëniy exëna, ɓënd xucak ex këɓën? 
GAL.4.11	Ata wëno mbaŋ këme yëdand ɗe endewën eŋ, ɓamat ba asorora fo bame sororand në endewën na.
GAL.4.12	Ɓëmaỹe ɓëndam, axara xara këmun, giyin ang wëno ak gayikako wëno ɓëte ang wën ak hi këme. Ỹoweỹ ane menan ex na. 
GAL.4.13	Aye nang kën mëne ame ɓëngw bana and bame femërand añanar Atëfëtan and Kaxanu aŋ gër ndewën, do gematak dëŋ ane menan ex na. 
