MAT.1.1	Lùu ŋwaꞌlə kɔ̀ŋ ŋiꞌ ŋii Yeso Kristo, wee Deyvid, wee Abraham. 
1JN.4.14	Viŋ kɔꞌ kɨɨ laa yia nə yè nə sɨ, baa fɨꞌtə tɨ́ vɨɨ, faŋ tɨta Nwi nə tɔ̀ŋ ŋwiŋ wi laa ŋwə lùu wuu məbweysə ŋwaa-nsiŋ. 
1JN.4.15	Wə ntɨə faŋ ŋwə biŋ ntee laa, Yeso lùu Wee Nwi, buu Nwi taa fwi ŋwə. Ŋwə baa luu gòꞌ fa kəmuꞌ ghɔ Nwi. 
1JN.4.16	Faŋ yia nə yè nɨniŋ nə, yia kɨ nii yikɨɨ faŋ Nwi kaw nsiŋ nə. Yia baa biŋ, nùŋ fwi sia shɔ. Nwi lùu wuu məkaw vɨɨ. Wə ntɨə faŋ ŋwə kaw Nwi nə vɨɨ nɨzi, buu ŋwə gòꞌsə ghɔ Nwi. Nwi baa lùu goꞌsə taa fwi ŋwə nɨzi. 
1JN.4.17	Kɨ luu nu kaŋ-nsiŋ fɨ shɨ nsi luu sheꞌ faŋ ŋkə Yeso nə lùu, buu kɨ kaꞌ nsiŋ kàw Nwi nə fwi nyaa-nsiŋ yinshə, buu kɨ kaꞌ nsiŋ ndɔ jia fwi saŋ-nsiŋ maa shi məshia nsɔꞌ. 
1JN.4.18	Kɨ luu ŋkawnə Nwi lwaŋ taa fwi wə, buu kɨ kaꞌ ŋwə kee fèe nu me, buꞌ laa ŋkawnə Nwi jɔŋ məfee fɨ taa fwi ŋwə. Maa wuu məfee yaa kɨ fèe luu nsɔꞌ. Wə kɨ luu fee nu, buu ŋkawnə Nwi kee lwàŋ taa fwi ŋwə me.
1JN.4.19	Gə fɨ maa nsiŋ, maa Nwi nə kàw nsiŋ ŋkəə, buu nsiŋ kaw ŋwə nɨzi. 
1JN.4.20	Wə kɨ luu kɨ bee weenshu wi, gisə laa yi kaw Nwi, buu ŋwə lùu wuu ba. Wə kɨ luu kee kɨ kaw weenshu wi faŋ ŋwə ye ŋwə nə me, buu kaꞌ ŋwə kàw Nwi kɨkə faŋ ŋwə kee yè Nwi nə me. 
1JN.4.21	Maa ntɨ njyə faŋ Yeso nə tɨ nsiŋ shɔ nə, lùu laa, wə ntɨə faŋ ŋwə kaw Nwi, kɨ kaw weenshu wi nɨzi.
1JN.5.1	Wə ntɨə faŋ ŋwə biŋ laa Yeso lùu wuu məbweysə vɨɨ, faŋ ŋwə ndɔ̀ fɨ ghɔ Nwi, buu bì Nwi bì wə ghɔ́. Maa wə ntɨə faŋ ŋwə kaw tɨɨ vaŋ, kaw vaŋ vi nɨzi. 
1JN.5.2	Nɨniŋ, nu ŋkɨə faŋ kaꞌ nsiŋ kɨ̀ɨ laa nsiŋ kaw vaŋ Nwi, lùu faŋ nsiŋ kaw nshɨ-tɔ Nwi, nùŋsə ntɨ si faŋ ŋwə nə kɔ̀ tɨ́ nsiŋ nə. 
1JN.5.3	Nu ŋkɨə faŋ nsiŋ kaw Nwi shɔ, lùu faŋ nsiŋ nuŋsə ntɨsə si. Ntɨsə Nwi kee lùu səweꞌ tɨ́ nsiŋ me, 
1JN.5.4	buꞌ laa wə ntɨə faŋ bì Nwi bì ŋwə, yaa kɨ ghɔꞌ vənu vəbwəvə fɨ taa mbi. Nsiŋ ghɔ̀ꞌ vənu vəbwəvə fɨ taa mbi, buꞌ faŋ nsiŋ nùŋ fwi saŋ-nsiŋ maa Yeso Kristo. 
1JN.5.5	Nɨniŋ, wə ntɨə faŋ ŋwə ghɔ̀ꞌ vənu vəbwəvə fɨ taa mbi lùu ndə? Nə kee lùu wə ntɨə faŋ ŋwə biŋ laa Yeso lùu Wee Nwi yimu?
1JN.5.6	Yeso Kristo lùu wə ntɨə faŋ ŋwə nə jwì, shɔ̀ɔ fɨ shuu muu, fì muu mə Nwi, shɔ̀ɔ fɨ shuu yiku, tù mənshi mi. Ŋwə nə kee shɔ̀ɔ fɨ shuu muu day me; ŋwə nə shɔ̀ɔ fɨ shuu muu, fì muu mə Nwi, shɔ̀ɔ fɨ shuu yiku nɨzi, tù mənshi mi. Lùu Zwitə Ley Nwi faŋ ŋwə yaa kɨ twelə ŋiꞌ nu kɔ́ tɨ́ nsiŋ, buꞌ laa Zwitə Ley Nwi lùu nu faŋ lùu nu yinsəŋ. 
1JN.5.7	Nɨniŋ nə, vənu mbɨə faŋ mbə twelə tɨ́ nsiŋ laa Yeso luu Wee Nwi, luu vənu vətia: 
1JN.5.8	Lùu Zwitə Ley Nwi, nə nu muu, nə nu mənshi. Mbə vətia lùu fa kəmuꞌ, fɔnə mbə nàysə nu kəmuꞌ. 
1JN.5.9	Maa nsiŋ yaa kɨ biŋ nu faŋ gì vɨɨ laa vəŋ kɨ̀ɨ. Nɨniŋ, nu ŋkɨə faŋ gì Nwi, ŋkə lùu kəweꞌ shɔ̀ɔ nu vɨɨ. Nə twèlə nshɨ-tɔ Nwi twèlə nu məbiŋ kɔ́ buꞌ ŋwiŋ wi.
1JN.5.10	Nɨniŋ, wə ntɨə faŋ ŋwə nùŋ fwi yi maa Wee Nwi, buu nu məbiŋ kɔ́, faŋ Nwi twèlə tɨ́ ŋwə nə, gòꞌsə taa fwi ŋwə. Wə ntɨə faŋ ŋwə kee bìŋ yigisə Nwi me, buu wə ghɔ́ tii Nwi nə wuu ba, buꞌ faŋ ŋwə kee bìŋ nu ŋkɨə faŋ Nwi twelə buꞌ ŋwiŋ wi me. 
1JN.5.11	Nu ŋkɨə faŋ Nwi twelə tɨ́ nsiŋ lùu laa ŋwə kɔ̀ məbwey faŋ ŋwə gòꞌsə yighee muꞌ tɨ́ nsiŋ. Məbwey ghɔ́ lùu ghɔ ŋwiŋ wi Yeso. 
1JN.5.12	Wə ntɨə faŋ ghɔ Wee Nwi lùu fa kəmuꞌ, buu məbwey ghɔ́ lùu taa fwi ŋwə nɨzi. Wə ntɨə faŋ ghɔ Wee Nwi kee lùu fa kəmuꞌ me, buu məbwey ghɔ́ kee lùu taa fwi ŋwə me. 
1JN.5.13	Mə nyɔꞌ nu kɔ́ tɨ́ viŋ, faŋ viŋ nùŋ fwi siŋ maa Wee Nwi, laa viŋ kɔꞌ kɨɨ laa məbwey vəlwaŋ ghɔ viŋ.
1JN.5.14	Nu ŋkɨə faŋ kaꞌ nsiŋ jìa fwi shɔ vɨsɨ Nwi, lùu laa, Nwi yaa kɨ zɔ nu ŋkɨə faŋ nsiŋ buꞌ ghɔ, ndwaŋ fɨ ghɔ ŋwə, faŋ lùu nu faŋ fwi Nwi kàw. 
1JN.5.15	Nɨniŋ, nsiŋ kɨ luu kɨ kɨɨ laa Nwi zɔ nu ŋkɨə faŋ nsiŋ ndwaŋ fɨ ghɔ ŋwə, buu kaꞌ nsiŋ kɨ̀ɨ nɨzi laa Nwi yɨ nu ŋkɨə faŋ nsiŋ ndwaŋ fɨ ghɔ ŋwə.
1JN.5.16	Nɨniŋ, wə kɨ luu yè weenshu wi wuu Nwi, faŋ ŋwə yɨ nu bwə faŋ kɨ kaꞌ nu kɔ́ kee zwì fwi yi me, ŋwə ndwaŋ Nwi tɔ ŋwə, laa Nwi ndɔ kɔ məbwey vəlwaŋ tɨ́ ŋwə. Ŋkə yaa kɨ luu nɨniŋ tɨ́ vɨɨ mbɨə faŋ vəŋ yɨ nu bwə faŋ kaꞌ ŋkə kee zwì fwi vəŋ me. Viŋ kɔꞌ kɨɨ laa nu bwə mɔ́ꞌ lùu shɔ faŋ ŋkə yaa kɨ zwi fwi wə; kɨ mə kee gì laa wə ndwaŋ Nwi maa kəŋ nu bwə yiŋkii me. 
1JN.5.17	Vənu vəbwəvə vənshə faŋ wə yɨ, lùu nu bwə vɨsɨ Nwi. Luu nə, nu bwə shɔ faŋ ŋkə kee yaa kɨ zwi fwi wə me.
1JN.5.18	Mə baa lesə tɨ́ viŋ laa, nsiŋ kɔꞌ kɨɨ laa, wə ntɨə faŋ bì Nwi bì ŋwə, kee yaa kɨ yɨ nu bwə me, buꞌ faŋ Wee Nwi shiinə ŋwə. Nɨniŋ, kaꞌ tɨɨ vəzwitə vəbwəvə kee kɔ̀ŋ wə ghɔ́ me. 
1JN.5.19	Nsiŋ kɔꞌ kɨɨ laa nsiŋ lùu vɨɨ Nwi. Gə fɨ maa vɨɨ mbi, mbi yinshə lùu ghɔ tɨɨ vəzwitə vəbwəvə. 
1JN.5.20	Nsiŋ kɔꞌ kɨɨ laa Wee Nwi nə jwì ŋaꞌsə sɨ ŋaa-nsiŋ, tɨ́ kɨ kaꞌ nsiŋ kɨɨ nə Nwi faŋ lùu Nwi yinsəŋ. Nsiŋ lùu fa kəmuꞌ nsiŋ vɨ Nwi yinsəŋ, buꞌ faŋ nsiŋ lùu fa kəmuꞌ nsiŋ vɨ ŋwiŋ wi Yeso Kristo. Yeso lùu Nwi yinsəŋ, məbwey vəlwaŋ ghɔ ŋwə. 
1JN.5.21	Nɨniŋ, vaŋ vaŋ, viŋ kɨ shiinə yiŋwaa yiŋ fɨ ghɔ vənwi vədayday!
2JN.1.1	Luu mə, wuu taa fɨ taa nshəŋtə vɨɨ Kristo, faŋ mə tɔ̀ŋ ŋwaꞌlə ŋwə̀ tɨ́ ghɔ, yaa, viŋ vaŋ və faŋ Nwi nə shoꞌ viŋ (nshəŋtə vɨɨ Kristo). Mə kàw viŋ yinsəŋ. Kee kaw sheꞌ mə kaw viŋ nɨnɔŋ me; vɨɨ vənshə faŋ vəŋ kɨɨ nə nu Nwi yinsəŋ, kaw viŋ nɨzi. 
2JN.1.2	Lùu nɨniŋ buꞌ nu yinsəŋ faŋ ŋkə lùu taa fwisə nsiŋ, baa gòꞌsə taa fwisə nsiŋ yighee muꞌ. 
2JN.1.3	Tɨta Nwi ghɔ ŋwiŋ wi Yeso Kristo, kee gəŋ saŋ-nsiŋ, kɔ nsiŋ nə mənɔŋ-bwaŋnə nə məduꞌ-nyɔŋ. Mbə luu mbaŋ-nsiŋ fɨ taa yinsəŋ baa nə ŋkawnə.
2JN.1.4	Mə ŋaytə dɨdɨꞌ buꞌ faŋ mə ye laa vɨɨ vəmɔ́ꞌ fɨ taa nshəŋtə yiŋ bìŋ nu Nwi yinsəŋ, toꞌ yitoꞌ vəŋ maa jɨɨ njyə faŋ nyə lùu yiloomə, sheꞌ faŋ tɨta Nwi nə tɨ̀ nsiŋ shɔ nə. 
2JN.1.5	Mə buꞌ ghɔ tɨ́ viŋ, vɨɨ fɨ taa nshəŋtə vɨɨ Nwi, laa nsiŋ kɨ kaw nə yiŋwaa nyaa-nsiŋ. Mə kee nyɔ̀ꞌ luu ntɨ yifi tɨ́ viŋ me; vɨ nə tɨ nsiŋ shɔ shù fɨ maa yighee vɨsɨ. 
2JN.1.6	Nyaanə-nsiŋ ŋkawnə yɔ́ lùu laa nsiŋ nùŋsə ntɨsə Nwi sheꞌ faŋ ŋwə nə tɨ̀ nsiŋ shɔ nə. Luu ŋkee ntɨ njyə faŋ viŋ nə zɔ̀ shù fɨ yighee vɨsɨ, laa viŋ kɨ toꞌ fɨ taa ŋkawnə.
2JN.1.7	Viŋ kɔꞌ kɨɨ laa vɨɨ məbweꞌsə vɨɨ fùu taa mbi vəyaŋ, faŋ vəŋ kee bìŋ laa Yeso Kristo lùu wuu məbweysə ŋwaa-nsiŋ me, faŋ ŋwə ndɔ̀ fɨ ghɔ Nwi me, baa nə laa ŋwə kee jwi mbi gù fa fənshi yaa wə me. Kəŋ wə ghɔ́ lùu wuu məbweꞌsə vɨɨ, baa lùu wuu mbeenə Kristo. 
2JN.1.8	Viŋ kɨ shiinə yiŋwaa yiŋ, laa faꞌ ŋgwə faŋ viŋ duꞌtə viŋ faꞌ nə, kee ndɔ ndi day me, baa nə laa, viŋ ndɔ fi vəndɔꞌnə viŋ sheꞌ maa shwaŋ faꞌ wiŋ. 
2JN.1.9	Wə tɨ̀ me wə faŋ ŋwə dèe ki, kee tɨŋ sheꞌ maa nu ŋkɨə faŋ Kristo nə dèesə me, buu ghɔ Nwi kee baa lùu fɔ nu me. Gə fɨ maa wə ntɨə faŋ ŋwə tɨŋ sheꞌ maa nu ŋkɨə faŋ Kristo nə dèesə tɨ́ ŋwə nə, tɨta Nwi ghɔ ŋwiŋ wi lùu yɨ kəŋ wə ghɔ́. 
2JN.1.10	Kɨ luu wə jwi yɨ viŋ, kee jwì nə nu kɔ́ me, kɨ viŋ biŋ ŋwə ŋii taa ŋii viŋ me, kee shɔ̀ꞌtə ŋwə me, 
2JN.1.11	buꞌ laa wə ntɨə faŋ ŋwə shɔꞌtə kəŋ wə ghɔ́, ŋìi fɔꞌ nu bwə wə ghɔ́ maa məyɨ nu bwə.
2JN.1.12	Vənu ghɔ mə vəyaŋ maa mənaysə tɨ́ viŋ. Luu nə, mə kee kaw nyɔ̀ꞌ sheꞌ taa ŋwaꞌlə me. Mbɨꞌtə nyaa lùu laa mə taa jwi yɨ viŋ, tɨ́ kɨ kaꞌ nsiŋ yenə, baa gì vənu nə shuu, yuu məŋaytə ŋwaa-nsiŋ luu yaŋ. 
2JN.1.13	Vaŋ weenshu wə (nshəŋtə vɨɨ Kristo fɨ feenə), faŋ Nwi shòꞌ vəŋ nɨzi, shɔꞌtə viŋ.
3JN.1.1	Lùu mə, wuu taa fɨ taa məshəŋtə vɨɨ Kristo, faŋ mə nyɔ̀ꞌ ŋwaꞌlə ŋwə̀ tɨ́ ghɔ, Gayɔs, faŋ mə kàw ghɔ yinsəŋ. 
3JN.1.2	Wuumba ŋwaa, mə buꞌ ghɔ tɨ́ Nwi laa, a duꞌ nə mənɔŋ-bwaŋnə fɨ taa vənu vənshə, nə məduꞌ taa, yuu mə kɨɨ laa fwi yə dùꞌ jəə taa Zwitə Ley Nwi. 
3JN.1.3	Mə yaa ŋaytə ŋkee dɨdɨꞌ faŋ vaŋ-nshwi vaŋ-nsiŋ vəmɔ́ꞌ nə jwì, gì laa a luu ŋkee wuu jəə, toꞌ yitoꞌ yə fɨ maa nu ŋkɨə faŋ lùu nu yinsəŋ. 
3JN.1.4	Nu məŋaytə kee lùu shɔ faŋ ŋkə shɔ̀ɔ yiŋkii me, laa mə zɔ laa vaŋ vaŋ toꞌ yitoꞌ yivəŋ fɨ yiba nu ŋkɨə faŋ ŋkə lùu nu yinsəŋ.
3JN.1.5	Wuumba ŋwaa, vənu mbɨə faŋ a yɨsə maa vaŋ-nshwi vaŋ-nsiŋ, baa nə ŋkee vaŋ-nshwi vaŋ-nsiŋ vəndɔ, lùu nu jəə yinsəŋ. 
3JN.1.6	Vəŋ nàysə tɨ́ nshəŋtə yia ntee laa a lùu wuu məkaw vɨɨ. A taa kɨ gaŋtə vəŋ maa nu yitoꞌ vəŋ, yuu ŋkə kuꞌnə tɨ́ Nwi, buu a yɨ̀ luu nu jəə, 
3JN.1.7	buꞌ laa vɨɨ vɔ́ nə fùu maa nu Yeso Kristo, kee kaw fi fa fɨ ghɔ wə faŋ kee lùu wuu Kristo me. 
3JN.1.8	Nɨniŋ, ŋkaŋ-nsiŋ lùu laa nsiŋ kɨ nuŋ kəŋ vɨɨ vɔ́ taa ndɔꞌ nsiŋ, laa nsiŋ luu vaŋ-nshwi vəŋ fɨ taa faꞌ ŋgwə faŋ lùu nu Nwi yinsəŋ.
3JN.1.9	Mə yaa nyɔꞌ ŋwaꞌlə mɔ́ꞌ, tɔ̀ŋ tɨ́ nshəŋtə yiŋ. Luu nə, Diotrefes, faŋ ŋwə kəə tɨŋ tɔ fɨ taa nshəŋtə vɨɨ Kristo, kee biŋ maa məzɔnə yia me. 
3JN.1.10	Yighee njyə faŋ mə ndɔ jwi yɨ viŋ, mə taa naysə vənu mbɨə faŋ ŋwə yɨsə ntee, laa ŋwə sɨ̀ɨ təba tɔ yia. Nshɨ-tɔ wi kee bìŋ vɨɨ Kristo faŋ lùu vəndɔ ŋii taa ŋii ŋwə me. Nu kɔ́ kee ta yikuꞌnə tɨ́ ŋwə me, ŋwə baa twey tɨ́ vaŋ-nshwi fɨ taa nshəŋtə vɨɨ Kristo laa, kɨ vəŋ kɨ biŋ vɨɨ Kristo vɔ́ ŋii taa ndɔꞌ vəŋ me, bee kɨ nii jɔŋ vaŋ-nshwi vɔ́ fɨ taa nshəŋtə vɨɨ Kristo.
3JN.1.11	Wuumba ŋwaa, kɨ ghɔ kɨ fiꞌsə vənu vəbwəvə me, kɨ fiꞌsə luu nu jəə. Wə ntɨə faŋ ŋwə yɨ nu jəə, ndɔ̀ fɨ ghɔ Nwi. Wə ntɨə faŋ ŋwə yɨ nu bwə, kee bee yè Nwi me. 
3JN.1.12	Gə fɨ maa Dimitriɔs, vɨɨ vənshə biŋ ŋwə ntee laa ŋwə lùu wuu jəə. Vənu vəjəəvə vi baa də̀ laa ŋwə lùu wuu jəə maa vənu mbɨə faŋ ŋwə yɨsə. Nshɨ-tɔ wia bìŋ ŋwə nɨzi. A kɔꞌ kɨɨ laa yigisə yia lùu yinsəŋ.
3JN.1.13	Vənu ghɔ mə vəyaŋ maa mənaysə tɨ́ ghɔ. Luu nə, mə kee kaw nyɔ̀ꞌ sheꞌ taa ŋwaꞌlə me. 
3JN.1.14	Mbɨꞌtə nyaa lùu laa, fɨkɨꞌ mə taa jwi ye ghɔ, sɨ gi vənu vɔ́ nə shuu. 
3JN.1.15	Mənɔŋ-bwaŋnə tɔ ghɔ! Vɨɨmba vaŋ-nsoo shɔꞌtə ghɔ. Shɔꞌtə vɨɨmba vaŋ tɔ tɔ.
JUD.1.1	Lùu mə, Jud, wuu faꞌ Yeso Kristo, weenshu Jeyms, faŋ mə nyɔ̀ꞌ ŋwaꞌlə ŋwə̀ tɨ́ viŋ, vɨɨ mbɨə faŋ Nwi, Tii ŋwaa-nsiŋ kàw viŋ, baa shòꞌ viŋ laa viŋ luu mbii vɨɨ nə. Viŋ baa lùu vɨɨ faŋ Yeso Kristo shiinə viŋ, buꞌ nu mɔ́ꞌ kɔ̀ŋ viŋ. 
JUD.1.2	Nwi kee gəŋ siŋ, tu mənɔŋ-bwaŋnə tɔ viŋ, də ŋkawnə yi tɨ́ viŋ ghee nshə!
JUD.1.3	Vɨɨmba vaŋ faŋ mə kàw, mə nə kɨsə kəə laa mə nyɔꞌ ŋwaꞌlə ŋwə̀ tɨ́ viŋ maa mədə faŋ Nwi bwèysə nsiŋ vənshə. Nwi də̀ shee laa ŋkə bàw laa mə nyɔꞌ ŋwaꞌlə tɨ́ viŋ, buꞌ ghɔ tɨ́ viŋ laa viŋ faꞌ nə wutə, tɨ́ kaꞌ viŋ tɨŋ weꞌ maa nu Nwi, faŋ viŋ nùŋ fwi maa Nwi nə. Maa lùu nu faŋ Nwi nə nàysə tɨ́ vɨɨ vi. Kaꞌ yigi yɔ́ kee ndɔ kwiinə me. 
JUD.1.4	Mə gì nɨniŋ buꞌ laa vɨɨ mɔ́ꞌ shɔ faŋ vəŋ kee kɨ̀ɨ nə Nwi me. Vəŋ ŋìi taa ŋwaa viŋ fɨ yiba, kəə jɨɨsə maa məkwiinə jɨɨ njyə faŋ Nwi kee gəŋ saŋ-nsiŋ nə. Vəŋ kwiinə jɨɨ yɔ́ maa məyɨsə vənu vəbwəvə faŋ fwisə vəŋ kàw. Vəŋ twey ŋkee Yeso Kristo nɨzi, faŋ ŋwə luu ŋkee Tii ŋwaa-nsiŋ faŋ ŋwə sɔꞌ nsiŋ. Vɨ nə nyɔ̀ꞌ taa ŋwaꞌlə Nwi fɨshi laa, Nwi ndɔ kwaŋ kəŋ vɨɨ vɔ́ taa nsɔꞌ.
JUD.1.5	Bàw mə lumə vənu vəmɔ́ꞌ tɨ́ viŋ faŋ viŋ duꞌtə viŋ kɨ̀ɨ nə mbə. Ŋkee fɨshi, maa yighee njyə faŋ Nwi nə gàŋtə vɨɨ Isirayl laa vəŋ fuu fɨ shɨ Ijip, ŋwə kɨ nii zwìlə vɨɨ mbɨə faŋ vəŋ nə kee bìŋ Nwi me. 
JUD.1.6	Nu mɔ́ꞌ lùu nu nshiisə-ŋiisə Nwi, faŋ vəŋ nə kee dùꞌ maa shəŋ ŋkɨə faŋ Nwi nə nùŋ vəŋ shɔ me. Vəŋ nyɨŋkə fɨ maa shəŋ kɔ́, Nwi kɨ nii mèꞌ vəŋ, kwaŋ vəŋ ŋkee taa mfiŋsə, ka vəŋ nə vəsumə və bwey, mbə goꞌsə yighee muꞌ, ndɔ gə zìꞌ maa shi kwalə ŋkɨə faŋ Nwi ndɔ sɔꞌ mbi. 
JUD.1.7	Bàw viŋ baa lùmə nu məshɨ mə Sodom nə Gomora baa nə vaŋ-məshɨ mbɨə faŋ mbə nə luu yɨ məshɨ mbɔ́. Vɨɨ fɨ taa məshɨ mbɔ́ nəə yɨ vənu vəbwəvə vəyaŋ, yɨsə ŋkee ntɔ vənu vəbwəvə mbɨə faŋ mbə kee yikuꞌnə laa wə yɨsə me. Nwi kɨ nii yɨ laa vəŋ ye ŋɨꞌ yiyaŋ taa wi faŋ ŋwə goꞌsə yighee muꞌ.
JUD.1.8	Vɨɨ vɔ́ faŋ vəŋ jwì taa ŋwaa viŋ nə, yɨ sheꞌ kəŋ vənu vəbwəvə vɔ́, yɨ vənu vəbwəvə vɔ́ buꞌ njyəəsə faŋ nsə shi vəŋ. Vəŋ kee biŋ laa Nwi lùu tɨɨ tɔ vəŋ me. Vəŋ ndasə vəzwitə mbɨə faŋ mbə kii wutə yizɔ. 
JUD.1.9	Ŋkee Maykel faŋ luu nshiiŋii taa mbuꞌ Nwi nə, nə kee ndà Satan, tɨɨ vəzwitə vəbwəvə me. Yighee njyə faŋ Maykel nə tày ghɔ Satan buꞌ nu ŋku ŋwaa ŋku Mose, Maykel nə kee kòꞌsə ŋwaa wi maa məgi yigi yibwənə maa məsɔꞌ Satan me. Ŋwə nə gì sheꞌ laa bàw Nwi bɔŋsə Satan. 
JUD.1.10	Gə fɨ maa vɨɨ vɔ́, vəŋ ndasə vənu faŋ vəŋ kee kɨ̀ɨ nə mbə me. Vəŋ lùu yaa nyaasə taa gay faŋ nsə kee yaa kɨ bɨꞌtə nu me. Vəŋ yɨsə vənu sheꞌ yaa nyaasə, faŋ nsə yaa kɨ yɨsə vənu, kee bee bɨꞌtə nu shɔ me. Vəŋ yɨ nɨniŋ, buu ndìsə sheꞌ vənu vɔ́ ndìsə vəŋ. 
JUD.1.11	Ŋkə ndɔ luu ŋkee kəbwə tɨ́ vəŋ. Vəŋ toꞌ ghuu yitoꞌ Kayin, yɨ vənu vəbwəvə maa məkii ka yaa Balaam nə yɨ̀sə yighee vɨsɨ. Vəŋ ndɔ kukə buꞌ məshii vəŋ, yuu vəŋ nywenə nu Nwi, yaa Kora nə yɨ̀ buu ku.
JUD.1.12	Vəŋ bɨsə yizii nshəŋtə yiŋ buꞌ faŋ viŋ vɨ vəŋ yaa kɨ duꞌ shəŋ muꞌ, zɨ. Vəŋ duꞌ taa ŋwaa viŋ, zɨ, lumə sheꞌ nu yiŋwaa vəŋ, kee bee kìi tɔ dɨɨ me. Nɨniŋ, vəŋ lùu yaa mbɔꞌ yifusə faŋ yighuu kee lùu taa tey yi me. Fɨɨ yaa kɨ shɔɔ, saynə nyə. Vəŋ baa lùu yaa vətɨ faŋ mbə kee kɨkoonə me, faŋ yighee məkoonə kɔlə kùꞌ, ŋkee yaa vətɨ faŋ vɨ shoꞌ fɨ nsi ghɔ vɨ ghay, mbə yɔŋ, kùkə laylay. 
JUD.1.13	Vəŋ baa lùu yaa muu faŋ mbə lùu mətatə, vənu vəbwəvə vəŋ luu yaa təfwi tə muu ntɨə faŋ muu fùu meꞌtə. Vəŋ baa lùu yaa məjwiŋ faŋ mbə mèꞌtə vəshəŋ vəvəŋ. Nɨniŋ, Nwi lòotə shəŋ tɨ́ vəŋ maa shəŋ ŋkɨə faŋ ŋkə lùu ŋkee kəfəŋ, laa vəŋ goꞌ shɔ yighee muꞌ. 
JUD.1.14	Ŋkee fɨshi, Enok, faŋ lùu vəshiŋ və vɨɨ lwesə kwatia fɨ ghɔ Adam, nə gì nu ŋkɨə faŋ Nwi nə kwàŋ taa fwi ŋwə kɔ̀ŋ vɨɨ vì. Ŋwə nə gì laa, «Viŋ zɔ! Tɨta Nwi ndɔ jwi nə vɨɨ ley vi, vəmalia vəmalia, 
JUD.1.15	jwi sɔꞌ nsɔꞌsə vɨɨ vənshə. Ŋwə ndɔ sɔꞌ vɨɨ bwənə vənshə buꞌ vənu vəbwəvə vəŋ faŋ vəŋ yɨsə, baa nə buꞌ yigisə yibwənə faŋ vəŋ gisə kɔ̀ŋ ŋwə.» 
JUD.1.16	Vɨɨ vɔ́ lɨlulə ghee nshə, gisə laa vənu vənshə bɨ̀ tɨ́ vəŋ. Vəŋ lulə nɨniŋ, yɨsə sheꞌ vənu mbɨə faŋ yiŋwaa vəŋ kàw. Vəŋ koꞌsə yiŋwaa, baa gìsə yigi yisɨꞌsə maa məbweꞌsə vɨɨ laa vəŋ kɨ yɨsə nu ŋkɨə faŋ vəŋ kàw.
JUD.1.17	Gə fɨ maa viŋ, vɨɨmba vaŋ faŋ mə kàw, viŋ lumə vənu mbɨə faŋ vɨɨ ntɔŋ Yeso nə fɨꞌtə laa mbə ndɔ gay. 
JUD.1.18	Vəŋ nəə gisə laa, vɨɨ ndɔ fuu maa yighee shə, kɨ shɨꞌ nu Nwi. Lùu vɨɨ faŋ vəŋ kee kɨ̀ɨ nə Nwi me, yɨ sheꞌ vənu faŋ yiŋwaa vəŋ kàw. 
JUD.1.19	Vɨɨ vɔ́ jwì nə ŋgaasə taa ŋwaa vɨɨ Nwi. Sɔꞌ zwitə mbi yibwə sɔꞌ vəŋ. Zwitə Ley Nwi kee bee lùu taa ŋwaa vəŋ me.
JUD.1.20	Gə fɨ maa viŋ, vɨɨmba vaŋ faŋ mə kàw, viŋ gaŋtə yiŋwaa yiŋ, viŋ viŋ, tɨ́ kɨ kaꞌ məbiŋ wiŋ weꞌ, gə vɨsɨ vɨsɨ. Nu Nwi ŋkɨə faŋ viŋ biŋ nə, luu ŋkee nu ley faŋ ŋkə ndɔ̀ fɨ ghɔ Nwi. Viŋ shɔꞌtə Nwi ghee nshə, kɨ shɔꞌtə Nwi nə nu ŋkɨə faŋ Zwitə Ley Nwi də tɨ́ viŋ. 
JUD.1.21	Viŋ nuŋ fwi siŋ maa ŋkawnə Nwi faŋ Nwi kàw viŋ nə. Viŋ kɨꞌ gəŋsə fɨ ghɔ Yeso Kristo laa ŋwə ndɔ gaŋtə viŋ, kɔ̀ viŋ nə məbwey vəlwaŋ. 
JUD.1.22	Vɨɨ mɔ́ꞌ lùu shɔ faŋ tɔ vəŋ kee ta lèy maa Nwi me. Viŋ kee gəŋsə vɨɨ vɔ́, gàŋtə vəŋ, 
JUD.1.23	bwèysə vəŋ fɨ ghɔ wisə. Luu nə, vɨɨ vəmɔ́ꞌ lùu shɔ nɨzi, faŋ ŋkə bàw viŋ kee gəŋsə vəŋ, baa fèe vəŋ nɨzi, laa kɨ vəŋ yɨ viŋ ndi jɨɨ Nwi me. Ŋkee njwisə vəŋ kee lùu səley me, buꞌ vənu vəbwəvə vəŋ. Kɨ viŋ kɔŋ ghɔ shɔ me.
JUD.1.24	Nsiŋ kɨ bəŋsə Nwi faŋ ŋwə kìi wutə maa məyɨsə viŋ weꞌ maa nu Nwi, kee gù nu shɔ me. Kìi Nwi kìi wutə maa məsɔ yibɨsə yiŋ yinshə, tɨ́ kaꞌ viŋ ndɔ jwi nə məŋaytə, jwì tɨ̀ŋnə vɨsɨ Nwi, faŋ ŋwə kìi feenə nshə. 
