GEN.1.1	Ŋgimbi nɛ̀ Sɔ̧ ku̧u̧ nɛ̀ naŋ dee yiwese in nù, 
TOB.3.9	O wii kɔ-mɛ fea, ɓɛɛ ɛ̧ɛ̧ nɛ mɛ usi bɔnɛ h’ɛ́ɛ́ sɔɔgee oi fio kɔ-wa wo’ɛ zu ge? Mɛ yak nɛ ɗoŋ wa ɛ̧, ɓɛɛ ka'i zɔk ŋma bezaŋ mɛ, kóó nɛ́ be-wiwii, kóó nɛ́ be-okóò, na!» 
TOB.3.10	Wese'i, Sara kpaa ɗaŋsee nyɛmna: a̧ hi̧a̧ kɔ̧a, ɓɛɛ a̧ daŋ si sɛn gɔna bɛrtua kɔ dáà kɔ̧-a̧ mɛ ŋgɔn, ha̧ a̧ mɛ gai̧ tɛ-a nɛ nyak mɛ fe. Nɛ mɔɔ n'aa taa mɔ, ɓɛɛ a̧ tɔ̧ sɛn kɔ̧ see-a: O bíí tɛ da̧ dáà kɔ‘m, tɔ̧ nɛnɛ‘e: «Ɗaŋ mɛ, nɛ mɛ duka so nɛ kpɔk bokobem, yaa-dua-see-mɛ, nɛ gbɛɛ tɛ wen zu ɗaŋ sɔnti kɔ̧-a̧'ɛ!» Weyaa, mi nyɛm mɛ ha̧ ɗaŋsee ha̧ dáà kɔ‘m tɛ sɔki kɔ̧-a̧, hɔ nɛnɛ tɛ fio mbɛt na. Gai̧a tɛ‘m nyɛm sɛnɛ na, ɔ dee gan ha̧‘m mɛ ai nú‘m ha̧ Gasa Wan mɛ é ha̧‘m mɛ fe, wen ka'm tɛɛ zii pɛrti dara hegɔ woyo, tɛ dukaa kɔ‘m.
TOB.3.11	Beebee mɔ‘i, Sara nyɛia er nɛ ŋgɔn, nɛ war wɔi-tua, ɓɛɛ a̧ kɔfi Sɔ̧, hee mɔ'ɔ ga: «De toka yoŋgo nɛ́ k’Ɛ́nɛ́ Sɔ̧, yaa-de-ko! De toka yoŋgo nɛ nin-‘Nɛ́ kpoo nɛ kpoo. O mɔ nɛ̀‘Nɛ́ dea lɛŋ, a zɔn'Nɛ́ ɓɔnsɛnɛ! 
TOB.3.12	Kinii, mi ba sɔnti'm nɛ ŋgɔn, si tɛ‘Nɛ́, mi zik yí‘m si tɛ‘Nɛ́. 
TOB.3.13	Ɛnɛ dé ha'm gbo zaŋnù'ɛ̧, wen ká‘m tɛɛ zii pɛrti dara’ɛ hegɔ woyo. 
TOB.3.14	Wanusimɔ, ɛ́nɛ́ iŋa, mi dúk nɛ sa̧-a̧, mi demɔɔ-ndiŋ in wiwii na. 
TOB.3.15	Mi ɗaŋ nin-am, kóó nin dáà kɔ‘m sɛn fara nɛ wa baa'm nɛ bara si sɛnɛ na. Mi nɛ kpɔk bokobem ko dáà kɔ‘m, a̧ bó nɛ ŋma bem wen kaia mɔɔ-oi-aa na, a̧ bó nɛ ŋma nya-a, kóó ŋma nam kɔ̧-a̧ sɛn ka̧ tɛ a̧ n'am nyɛma mɛ ba nɛ wii ɓɔna. Wíí fee er-am mɔɔrɔ-ɗoŋ-yiitoo kaɗi, sa'm dúk bɔɔ zaŋnu mɛ de ge ɓɔ ge? A k’ɛnɛ nɛ́ kɔ̧a̧ ha̧‘m mɛ fe na, ɓɛɛ, Gasa Wan, ɛnɛ nyɛŋ zer'nɛ́ sitɛ dara nɛ da'm'i.
TOB.3.16	Kana nɛ́ tɛ kale kpɔk ŋgimbi'i a Sɔ̧ Wan gasamɔ zia nɛ kɔfamɔ kɔ-wa yiitoo'i, 
TOB.3.17	ɓɛɛ a̧ tom Rafaɛl mɛ kpasi wa: ko Tobit, a̧ tɛ de ha̧ o wí nɛ kpee yí-a mɛ yu, ha̧ a̧ mɛ zɔk sa̧a̧mɔ ko Sɔ̧ nɛ gba̧a̧yí-a; ko Sara, bokobem ko Raguɛl, a̧ tɛ ha̧ a̧ nɛ koo ha̧ Tobia bem ko Tobit; ɓɛɛ a̧ tɛ ndak Asmɔdee, ɗaŋ-sɔ, sɛn tɛ a̧ yinɛ: wen nɛ́ Tobia a tɛɛ ba a̧ nɛ kóò nɛti ha̧ o dɔka wii-kɔfɛ. Tobit kura nɛ beegara si kɔ̧ tua kɔ‘i, ɓɛɛ Sara, bokobem ko Raguɛl, zir kɔ‘i nɛ gɔna bɛrtua mɛ ŋgɔn.
TOB.4.1	Wese'i, tɛ Tobit mbaŋa ɗoŋ mbɔi, n'aa ee so er Gabaɛl, sɛn Raguɛs nu Medii, 
TOB.4.2	ɓɛɛ a̧ ta mɔ kɔ see-a: «Hee mɔ'ɔ n'am aka mɔ mɛ fe ga’ɛ, gana so a'm sa bem kɔ‘m Tobia mɛ tɔ̧ wen mbɔi'i ha̧ a̧, nɛti ha̧‘m mɛ fe.» 
TOB.4.3	A̧ saa bem kɔ̧-a̧ Tobia pii ka̧ tɛ-a, ɓɛɛ tɔ̧ ha̧ a̧: «Mɛ gun am, hee mɔ'ɔ nɛ de ga. Mɛ tu̧ tɛ naa kɔ-mɛ. Ká mɛ siŋ a̧ pii nù ŋgimbi lɛŋ n'aa tɛ duk kpasa na. Mɛ de nɛ mɔ nɛ see-a kɔ̧a lɛŋ; ká mɛ demɔ nɛ tɛ ha̧ tu̧u̧-see ha̧ a̧ na. 
TOB.4.4	Tɛ-mɛ a mbaŋ ɗoŋ bonɛ n'aa zɔka tɛ hakala mɛ zu zaŋ. Ɓɛɛ ŋgimbi n'aa tɛ fe, mɛ gun a̧ ka̧ tɛ‘m kɔ̧ kpɔk kɔ̧. 
TOB.4.5	Bem kɔ‘m, dam ɗoŋ wese lɛŋ, tɛ-mɛ a mbaŋ ɗoŋ Gasa Wan. Ká mɛ kɔ̧ ɗɔɔ dee ɗaŋmɔ na, ká mɛ gbin heembea ko Sɔ̧ na. Tɛ duka-a kɔ-mɛ zaŋnu, mɛ demɔ lɛŋ nɛ yuwar-a, ká mɛ ndak pata yuwar gɔɔmɔ na. 
TOB.4.6	Wen, nɛ́ o wi nɛ demɔ nɛ yuwar-a a tɛ kpa mɔɔ-oi tom kɔ-wa. 
TOB.4.7	Mɛ kɛ̧ mbɔi kɔ-mɛ gbak nɛ o bíí nɛ demɔ nɛ yuwar-a. Ká mɛ e yí-mɛ ɗɔŋ mɔ nɛ mɛ ha̧na. Ká mɛ zik ɗoŋ-mɛ ha̧ wisan na, ɓɛɛ Sɔ̧ beka zik ɗoŋ-wi ha̧ mɛ na mbɛt. 
TOB.4.8	Mɛ ha̧ mɔ nyɛm nɛ ɗoŋ kpaamɔ kɔ-mɛ. Kà mɛ nɛ́ a̧a̧ nɛ be mɔ tikiɗi ɓɛɛ, ká kíí de mɛ tɛ ha̧be tikiɗi mɔ‘i na. 
TOB.4.9	Nɛ́ de be mbɔi a̧ mɛ mɔi̧, e nɛnɛ, pɛm nɛ ŋgimbi bɔnɛ, 
TOB.4.10	wen, ha̧mɔ ha̧ wisan kpasi wi kpasi tɛ fio, ɓɛɛ dora wi tɛ nɛa-a zaŋ tum mbɛt. 
TOB.4.11	Nɛ mbetɛ, ha̧mɔ ha̧ o bíí gbak nɛ wa, dúk nɛ gba demɔ nyɛmna sɛn yí Sɔ̧, Wan mɛ ŋgɔn. 
TOB.4.12	Bem kɔ‘m, mɛ ba kóò nyɛm ɗoŋ heembea ko Sɔ̧; nɛti ha̧ mɔ lɛŋ, mɛ bá nɛ́ zuduk nam ko dáà kɔ-mɛ nɛ kóò. Ká mɛ ba kóò gɔni duk, nɛ bó nɛ duk ko dáà kɔ-mɛ na, na. Wen ɛɛ nɛ́ o bezaŋ wi-tɔ̧-wen oi nu Sɔ̧. Bem kɔ‘m, tɛ-mɛ a mbaŋ ɗoŋ o kuti zɔmdáà k’ɛ́ɛ́: Nɔe, Abraham, Izaak, in Jakɔb, wa lɛŋ wa baa kóò zaŋ nam kɔ-wa. Sɔ̧ toka de yoŋgo zu wa in o bezaŋ wa, ɓɛɛ A̧ ha̧ nú mɛ ha̧ nu Israɛl nɛ mɔɔ-oi ha̧ wa. 
TOB.4.13	Hegɔ, bem kɔ‘m, mɛ ndaɗi in o nya-mɛ. Ká mɛ ŋmaŋ tɛ-mɛ ti o nya-mɛ, o okóò in o wiwii zuduk nam kɔ-mɛ na. Ká mɛ bɛ̧ baa kóò sɛn mgbara wa na. Wen gɔɔtɛ de dee ha̧ bíí mɛ tik in ha̧ gba̧a̧-wi mɛ gbin. Hegɔ mbɛt tɛɛri de dee ha̧ mɔ lɛŋ mɛ tir si ɗɔɔ, hɔ tɛ gasa san, tɛɛri tui kaba tui pi zu bíí. 
TOB.4.14	Ká mɛ zɛm sa̧a̧mɔ, sɛka mɛ yɔɓa mbɔi ko widetom kɔ-mɛ na, mɛ yɔɓ‘a nɛ hayaa ŋgaɓo. Ká mɛ nɛ dee tom ha̧ Sɔ̧ hee mɔ‘i ga, A̧ tɛ ha̧ mɔá-oi-aa ha̧ mɛ ɓɔn ŋgɔn. Bem kɔ‘m, mɛ hai nɛ̀ tɛ-mɛ tɛ dee o mɔ kɔ-mɛ lɛŋ. Tɛ naŋanɔ kɔ-mɛ, mɛ usi'e mɛ nɛ kpasa bíí. 
TOB.4.15	Mɔ nɛ mɛ kɔ̧ na, ká mɛ demɔ‘i ha̧ bíí na mbɛt. Ká mɛ nɔ dɔ̀ɔ́ bɔkɔ na, ká mɛ hui nɛ yuwar kɔɗɔŋ kɔɗɔŋ na. 
TOB.4.16	Mɛ ha̧ mɔɔ-nyɔŋ ha̧ wi nɛ wɔ gbɛ, mɛ pi̧ laa tɛ wi nɛ duk nɛ sɔŋgɔɗɔ. Mɛ kɛ̧ mɔ nɛ mɛ kpaa gan zu mɛ ha̧ o wisan. Ká mɛ e yí-mɛ ɗoŋ mɔ nɛ mɛ ha̧ha̧ bíí ɓɔna. 
TOB.4.17	Mɛ ha̧ mɔɔ-nyɔŋ ha̧ o wi nɛ hi̧i̧ fio ko widemɔ nɛ yuwar-a, ɓɛɛ ká mɛ ha̧ wen wi-de-ɗaŋmɔ na. 
TOB.4.18	Mɛ zíí mbɔrɔ ko wan-ɗuka-taamɔ lɛŋ, ɓɛɛ ká mɛ e mbɔro nɛ wa tɔ̧ ha̧ mɛ tɛ geemɔ na. 
TOB.4.19	Mɛ gasi Sɔ̧ tɛ ŋgimbi lɛŋ, ɓɛɛ mɛ ak A̧ mɛ mgbɔ mɛ nɛnɛ tɛ tana war, mɛ kɔf'A mɛ de ha̧ mɔ nɛ mɛ kɔ̧ɔ̧ mɛ de lɛŋ mɛ hɔ gba̧a̧. Wen ŋma dukbíí kpɔk nɛ duk zu ɗuka-taamɔ, ɛ̀nɛ̀, bo na. Kana nɛ Gasa Wan Sɔ̧, ɛ̀nɛ̀, a ha̧ o demɔ lɛŋ ha̧ bíí. A̧ gbɔsi wi n'A̧a̧ kɔ̧ɔ̧ si ɗɔɔ, hɔ sɛn fara-duk ko o fio mɛ. Kinii, bem kɔ‘m, mɛ kasi o mɔ nɔ'ɔ lɛŋ e zú-mɛ, ká tɛ-mɛ bi ɗoŋ wa na ɓɔnsɛnɛ. 
TOB.4.20	Kinii, bem kɔ‘m mi kɔ̧ɔ̧ mɛ tɔ̧ ha̧ mɛ‘e mi ee dita bu-kɔya-sede gɔmŋmaa taar er Gabaɛl, bem ko Gabri, sɛn saaye Raguɛs, nú Mɛdii mɛ. 
TOB.4.21	Bem kɔ‘m, ká kíí de mɛ wen nɛ san tika zu yɛ na. Mɛ́ nɛ́ gasa wanmbɔi nɛ mbetɛ, kà mɛ nɛ yuu kii Sɔ̧, kà mɛ nɛ ee ɗaŋmɔ lɛŋ dúk, in kà mɛ nɛ deemɔ nɛ de tɛ Gasa Wan Sɔ̧ kɔ-mɛ.
TOB.5.1	Tobia kifa nú ha̧ dáà kɔ‘i Tobit, he mɔ'ɔ ga: «Dáà, mɔ nɛ̀‘Nɛ́ tɔ̧ɔ̧ ha̧‘m lɛŋ, mi tɛ de; 
TOB.5.2	ɓɛɛ mi tɛ de bɔɔ hee ge mɛ ba nɛ mbɔi'i er-a ge, wen ɛɛ in Gabaɛl, ɛɛ iŋ ŋmaa na? Ge mɔɔ-sedaako ge a̧‘m tɛ usi ha̧ a̧ mɛ iŋ nɛ‘m ge, ha̧ a̧ mɛ kɔ̧ɗɔaa'e nɛ mi nɛ mbetɛ, in ha̧ a̧ mɛ ha̧ nɛ mbɔi'i ha̧‘m ge? Mi iŋ yuwar n'am tɛ ba mɛ hɔ nɛnɛ nu Mɛdii na mbɛt.» 
TOB.5.3	Sa Tobit kifi nú ha̧bem kɔ‘i Tobia: «Ɛɛ in Gabaɛl, ɛɛ yɔra mɔɔ-sedaako wen zu mbɔi'i, ɓɛɛ mi kɛ̧ mɔɔ-sedaako'i fara yiitoo; mi baa war kɔ‘m, ɓɛɛ mi e war kɔ̧-a̧ zu mbɔi'i. Kinii dee pɛ ɓu-yiitoo kaɗi n'am ee nɛ mbɔi'i sɛn er-a. Mɛ kíí nɛ́ mgbak bíí nɛ tɛ nɛɛ e mɛ. Ɛɛ tɛ ha̧ mbɔi tom kɔ̧-a̧ ha̧ a̧ ŋgimbi pia-ɗoŋ kɔ-mɛ. Mɛ yak, mɛ nɛɛ́ ba mbɔi er Gabaɛl.» 
TOB.5.4	Tobia gboo zan mɛ kíí ŋma bíí nɛ iŋa yuwar nu Mɛdii nɛ dea, mɛ nɛ in a̧. A gboa, a kpa yi ŋmaa in Rafaɛl fara yora-a zan, ɓɛɛ a iŋ‘e Rafaɛl nɛ betom ko Sɔ̧ mɛ yiwese na. 
TOB.5.5	Tobia tɔ̧ɔ̧ ha̧ a̧: «Wi’ɛ, mɛ tɛ nɛ dée?» Betom Rafaɛl kifa nú ha̧ a̧: «Mi nɛ be Israɛl, ŋma nya-mɛ, ɓɛɛ mi tɛɛ hɛ̧ɛ̧ mɛ kìì tom.» Tobia tɔ̧a̧ ha̧ a̧: «Mɛ iŋa yuwar mɛ nɛ si nu Mɛdii » 
TOB.5.6	Rafaɛl kifa ha̧ a̧: «Ii, mi nɛ hi̧i̧ ɓɔnsɛnɛ, mi iŋa yuwar nɛ dea. Mi nɛɛ hi̧i̧ war ɔ dɔka, ɓɛɛ mi zir tɛ ko ŋma nya-ɛɛ Gabaɛl, nɛ ɔ sɛn Raguɛs. Kura Ekbatanɛ mɛ hɔ Raguɛs, wi de zɛ yiitoo yuwar: wen o ye nɔ‘i yiitoo'i ya sɛn mgbara kaya.» 
TOB.5.7	Tobia tɔ̧a̧: «Wiɛ́, mɛ zɛm am hɛ̧ɛ̧, ha̧‘m nɛɛ mbaŋ tɛ dáà kɔ‘m sɛ, wen mi kɔ̧a̧ ha̧ mɛ mɛ nɛɛ e'm, mi tɛ ha̧ mbɔi tom kɔ-mɛ ha̧ mɛ. » 
TOB.5.8	Rafaɛl kifa: «Mi tɛ zɛm mɛ, ká mɛ ɓɔn na! » 
TOB.5.9	Tobia sii ɗoŋ nɛɛ mbaŋ tɛ dáà kɔ‘i, ɓɛɛ tɔ̧ ha̧ a̧: «Mi kpaa ŋma bíí mɛ e'm: nɛ́ nutua nam k’ɛ́ɛ́ Israɛl.» Tobit kifa: «Mɛ mgbɔ a tɛnɛ ha̧‘m, bem kɔ‘m, ha̧‘m iŋ tugun-a, in zuduk kɔ̧-a̧, in kà a̧ nɛ nyɛma mɛ mgbɔ mɛ nɛnɛ. » 
TOB.5.10	Tobia gboo, sa a̧, ɓɛɛ tɔ̧ ha̧ a̧: «Wiɛ́, dáà kɔ‘m sa mɛ.» Betom Rafaɛl yee tua, ɓɛɛ Tobit kpɛk a̧ ti. Rafaɛl kifa ha̧ a̧: «Ɛnɛ kpa de dukaa!» Tobit tɔ̧a̧: «Ge de duka-a ge a'm tɛ kpa bɔɔ ɓɔ ge nde? yi'm kpee yinɛ, mi zɔk sa̧a̧mɔ mɛ yiwese ɓɔ na, mi duk zaŋ tum, hee o fio nɛ beka zɔk sa̧a̧mɔ ɓɔ na ga. Mi duk kpasa, ɓɛɛ mi duk mgbara o fio. Mi zíí tiger o bíí, ɓɛɛ mi zɔk wa na.» Betom Rafaɛl tɔ̧a̧ ha̧ a̧: «Mɛ nɔ ŋgiɗi! Sɔ̧ duk dɔ̧ɔ̧ mɛ kpasi mɛ! mɛ nɔ ŋgiɗi!» Tobit tɔ̧a̧ ha̧ a̧: «Bem kɔ‘m kɔ̧a mɛ nɛ sɛn nú Mɛdii. Mɛ nyɛma mɛ mgbɔ a̧ nɛnɛ hɔ fara'i nde, sɛm kɔ‘m? Mi tɛ ha̧ mbɔi tom kɔ-mɛ ha̧ mɛ.» Rafaɛl tɔ̧a̧: «Mi nyɛma mɛ mgbɔ a̧ nɛnɛ, mi iŋa o yuwar lɛŋ, mi nɛ sɛn nú ko o be Mɛdii dɔ̧ɔ̧dɔ̧ɔ̧, mi yara nɛ o bɔkɔnu in o zu kaya lɛŋ, mi iŋa o yuwar nu'i lɛŋ nɛ dea.» 
TOB.5.11	Tobit aka a̧: «Sɛm kɔ‘m, mɛ nɛ ge zuduk ge? mɛ nɛ pɛrnam ko o? mɛ tɔ̧ kpasawen ha̧‘m, usɛni sɛm kɔ‘m.» 
TOB.5.12	Rafaɛl tɔ̧a̧: «Gba̧a̧ k’ɛ́nɛ́ tɛ pɛrnam kɔ‘m hee ge?» ɓɛɛ sa Tobit tɔ̧a̧ ha̧ a̧: «Sɛm kɔ‘m, mɛ tɔ̧ kpasawen ha̧‘m, mɛ nɛ mgbak bem ko o, in nin-mɛ hee ge?» 
TOB.5.13	A̧ kifa nú ha̧ a̧: «Mi nɛ Azaria, bem ko Ananias gasa-a, ŋma nya-mɛ.» 
TOB.5.14	Tobit tɔ̧a̧ ha̧ a̧: «Mɛ tɛɛ nɛ dea nde, sɛm kɔ‘m! Sɛm kɔ‘m, ká mɛ kpa ɗaŋsee wen n'am aka ndaa-mɛ na! Mɛ́ nɛ́ nya'm nɛ mbetɛ, tugun-mɛ ɔ dee nyɛmna. Mi iŋa Ananias in Natan, o bem ko Semelias gasaa yiitoo nɔ‘i nɛ dea: wa nɛ so Jerusalɛm in am, ɓɛɛ ɛɛ gasa nɛ Sɔ̧ in wa. Wa e yuwar ko Sɔ̧ dúk na.» O nya-mɛ nɛ o kpasa bíí, mɛ nɛ́ kpar de zuduk: «Mɛɛ ha̧ mɛ! mɛ tɛɛ nɛ dea nde? » 
TOB.5.15	ɓɛɛ a̧ tɔ̧ ha̧ a̧ woyo'e: «Mi tɛ ha̧ mbɔi-tom kɔ-mɛ ha̧ mɛ, kɔya bu-sede kpɔk dam ɗoŋ wese lɛŋ, ɓɛɛ nɛ ko o ŋma nɛ tɛ kɔ̧, mi tɛ de ha̧ mɛ, hee mɔ'ɔ n'am de wen bem kɔ‘m ga. 
TOB.5.16	A mɛ mgbɔ bem kɔ‘m nɛnɛ nɛ dea, ɓɛɛ mi tɛ e mbe mɔ zu mbɔi-tom kɔ-mɛ.» 
TOB.5.17	Ɓɛɛ betom tɔ̧: «Ii, mi tɛ mgbɔ a̧ nɛnɛ, k’ɛnɛ de kí na! Mɔ lɛŋ tɛ yak zu yɛ nɛ dea, tɛ nɛaa in tɛ piaa k’ɛ́ɛ́ mbɛt, wen yuwar nɔ k’ɛɛ‘i ɔ sa̧-a̧.» Ɓɛɛ Tobit tɔ̧ ha̧ a̧: «Sɔ̧ a tok de yoŋgo zu mɛ, sɛm kɔ‘m», ɓɛɛ a̧ sa bem kɔ̧-a̧ «Bem kɔ‘m, mɛ ɗafi mɔ wen nɔ k’ɛ́nɛ́, á mɛ yak in nya-mɛ. Sɔ̧ mɛ yiwese a̧ duk ti h’ɛ́nɛ́, ɓɛɛ a̧ ba'nɛ́ piinɛ, nɛ hayatɛ, kpa nɛ‘m! Betom kɔ̧-A̧ a nɛ́ yuwar in'nɛ́ɛ́, a̧ a̧ pɛm'nɛ́, bem kɔ‘m! » Tobia gboo zan mɛ yak, a̧ hɛra dáà kɔ̧-a̧ in nàà kɔ̧-a̧ war nɛ wa, ɓɛɛ dáà kɔ̧-a̧ tɔ̧ ha̧ a̧: «Nɔ a bá nɛ ɛ́nɛ́!» 
TOB.5.18	Nàà kɔ̧-a̧ zuu nú tɛ kɔ̧ɔ̧ tɔ̧ nɛnɛ ha̧ Tobit: «Mɛ dee ha̧ bem kɔ‘m mɛ yak wen ge? A̧ bo nɛ́ dɔra-nɛnɔ k’ɛ́ɛ́ na nde? a̧ n'aa duk zik nɛ ɛɛ'ɛ. 
TOB.5.19	Ká mbɔi daŋ zu mbɔi na, gana so ɛɛ zɔk bem k’ɛ́ɛ́. 
TOB.5.20	Pɛrti dukaa k’ɛ́ɛ́, nɛ Gasa Wan ha̧h’ɛɛ'ɛ, nyɛma so kɔ‘i.» 
TOB.5.21	Tobit kifa ha̧ a̧: «Ká mɛ ta mɔ na! ká mɛ de kíí wen wa na, bokonya'm, mɔ lɛŋ tɛ yak nɛ dea zu bem k’ɛ́ɛ́, tɛ nɛaa in piaa kɔ̧-a̧ mbɛt: yí-mɛ tɛ zɔk wese n'aa tɛ pii nɛ ɗoŋ pii tɛ-mɛ, ŋma mɔ beka de a̧ na. 
TOB.5.22	Ká mɛ ta mɔ na, bokonya'm, mɛ kaɗi dee kíí wen zu wa, ŋma de betom ko Sɔ̧ tɛ mgbɔ a nɛnɛ, nɔ kɔ̧-a̧ tɛ hɔ gba̧a̧, ɓɛɛ a̧ tɛ pii ɗoŋ, ŋma mɔ beka de a̧ na.» 
TOB.5.23	Ɓɛɛ a̧ kaɗi hi̧a̧ kɔ̧a.
TOB.6.1	Be-ŋgaiwi yaka in betom Rafaɛl, ɓɛɛ toyo kɔ̧-a̧ ndak ɗoŋ wa. Wa kaia ŋmaa yak, ɓɛɛ tɛ kuti zɛ wa ɔɔ ka zaŋ yi «Tigrɛ». 
TOB.6.2	Be-ŋgaiwi zira mɛ fɔr naŋ sɛn ɗɔɔ yì. Nɛ mɔ‘o nɛ gasa zoro ndɔra nɛ ɗɔɔ yi tik zan, ɓɛɛ kii mɛ nyɔŋ naŋ-a. Be-ŋgaiwi hiɗa mɔ, 
TOB.6.3	ɓɛɛ betom tɔ̧ ha̧ a̧ «Mɛ ba a̧, mɛ nɔkɔɗ ‘a!» Be-ŋgaiwi nɔkɔɗa zoro, ɓɛɛ zuɗi a̧ pi zan. 
TOB.6.4	Betom tɔ̧ɔ̧ ha̧ a̧ woyo: «Mɛ gbo zaŋ zoro, a̧ mɛ ba pa̧i̧-a, nyumu-a in see-a, mɛ kai wa a nɛtɛ, ɓɛɛ mɛ kai zaŋ-a a taŋ; wen pa̧i̧-a, nyumu-a in see-a nɛ mɔɔ-de-nyina.» 
TOB.6.5	Be-ŋgaiwi gboo zaŋ zoro, ba pa̧i̧-a, nyumu-a in see-a, a̧ dɔ ŋma ɓira zoro'i nyoŋ, ɓɛɛ a tɔŋ tɛ oi-aa, ká tɛɛ mbɔr. 
TOB.6.6	Hɔɗoŋ-aa, wa kaia ŋmaa mɛ nɛ nɔ kɔ-wa siti hɔ́ mgbak ka̧ nú Mɛdii. 
TOB.6.7	Ɓɛɛ be-ŋgaiwi ak betom: «Nya'm Azaria, nɛ ge nyina ge a'i nyɛma mɛ de nɛ nyumu-zoro, in see-a, in pa̧i̧-a ge? » 
TOB.6.8	Betom kifa ha̧ a̧: «Kóó, nɛ wiwii, kóó nɛ okóò, nɛ a̧a̧ nɛ ginaazi kóó ɗaŋ sɔ̧ sɛn tɛ, kà mɛ̀ dɔ nyumu in see-zoro sɛn ti wi’ɛi, zii-wee-a ndaka ɗaŋ-sɔ̧‘i yinɛ, ɓɛɛ a̧ kpasa.» 
TOB.6.9	Nɛ kó pa̧i̧-a, mɛ tɛ sɔ̧ yi-a sɛn yí-bíí, nɛ wíì kpea'i, mɛ ufa, ɓɛɛ wíì‘i ɓara yinɛ, ɓɛɛ a̧ zɔka mɔ wéér.
TOB.6.10	Wa hɔɔ nú Mɛdii, ɓɛɛ ŋgimbi nɛ wa hɛɗa ka̧ ye Ekbatanɛ, 
TOB.6.11	Rafaɛl tɔ̧a̧ ha̧ be-ŋgaiwi: «Nya'm Tobia!» ɓɛɛ Tobia kifi nu: «Nɛ́ ge?» Betom tɔ̧ɔ̧: «Nɛ́ tɛ ko Raguɛl ɛɛ tɛ zir sɛnɛ sɔsɔɔ! a̧ nɛ ŋma dáà kɔ-mɛ. A̧ a̧a̧ nɛ ŋma be-okóò, nin-a nɛ Sara. 
TOB.6.12	A bo nɛ ŋma be-wiwii kóó ŋma be-okóò yak zu be-okóò‘i na. Mɛ́ nɛ́ mgbak zuduk kɔ̧-a̧. Nɛ́ mɛ́ a nyɛma so mɛ ba a̧ nɛ̀ kóò ti. Nɛ́ mɛ́ a̧ nyɛma mɛ ba mbɔi oi dáà kɔ̧-a̧ mbɛt. Sara nɛ ŋma de be-zɔŋa, nɛ a̧a̧ nɛ mboozu in nɔɔŋgiɗi mbɛt, ɓɛɛ dáà kɔ̧-a̧ nɛ kpasa bíí. 
TOB.6.13	Mɛ nyɛma mɛ ba a̧ nɛ kóò. Mɛ zíí nú‘m, de sɛm kɔ‘m, ga̧a̧mɔ sɔsɔɔ'ɔ, mi tɛ tɔ̧ wen ko be-zɔŋa'i in dáà kɔ̧-a̧, wen ha̧ a̧ mɛ kɔ̧ɗɔaa mɛ ha̧ a̧ nɛ kóò ha̧ mɛ. Ɓɛɛ k’ɛ́ɛ́ bɛ tɛ̀ɛ́ kur Raguɛs mɛ si tɛ k’ɛ́ɛ́, ɛɛ tɛ de gbaŋa baaŋmaa. Mi iŋa, Raguɛl nyɛm mɛ dɔ mɛ nɛ a̧ na, a̧ nyɛm mɛ ha̧ a̧ ha̧ ŋma mbe wii na mbɛt, wen wa nyɛma mɛ gbɛ a̧, nyɛm nɛ ɗoŋ heembea ko Mɔise, a̧ iŋa nɛ mbetɛ nɛ́ mɛ́ a̧ nyɛma so mɛ ba a̧ nɛ kóò ti. Hegɔ, de sɛm kɔ‘m, ga̧a̧mɔ sɔsɔɔ, ɛɛ in Raguɛl, ɛɛ tɛ ba keta see zu be-zɔŋa'i, ɓɛɛ ɛɛ tɛ ɗafi mɔ wen baaŋmaa k’ɛ́nɛ́. Kura k’ɛ́ɛ́ Raguɛs wen siaa, ɛɛ tɛ mgbɔ a̧ si nɛnɛ, tɛ kɔ-mɛ.» 
TOB.6.14	Tobia kifa ha̧ Rafaɛl: «Azaria nya'm, mi zia, wa mgbɔɔ so Sara ha̧ wii war mɔɔrɔ-ɗoŋ-yiitoo, ɓɛɛ o wii nɔ‘i lɛŋ fe wese sii tua; nɛ kalɛ kpɔk zaŋ zɛ nɛ wa si nɛ tua ɗoŋ a̧‘i a̧ wa fe nɛnɛ. Mi zia o ŋma bíí fara tɔ̧a̧a nde nɛ ŋma ɗaŋ-sɔ̧ a̧ gbɛɛ wa; 
TOB.6.15	nɛ mɔ‘i, sa kíí de'm kinii mbɛt. Ɗaŋ-sɔ̧‘i de ɗaŋmɔ in kóò‘i na, ɓɛɛ, nɛ ŋgimbi nɛ ŋma wiwii nɛ si ka̧ tɛ a̧, a̧ ɗaŋ-sɔ̧‘i gbɛ nɛ a̧. Mi nɛ kpɔk bem ko dáà kɔ‘m. Ka'm fe, ɓɛɛ dáà kɔ‘m in nàà kɔ‘m tɛ fe fio gɛ̧ɛ̧mɔ wen zu'm. Wa be nɛ ŋma bem nɛ tɛ gun wa na.» 
