MAT.1.1	Magtub ke ɔje dè girkà le Jésu-Krist ngonnkà David, ngonnkà Abraham, 
COL.3.20	Ngannge, ilei koje dè njékoje sige dè nyange’t malang. E ke nè á è nyan ke taa kum Kuwe-ɓee.
COL.3.21	Bɔ ngannge, an-in kum ngann sige se tà kakak lé, nè kem̂ de à tête mann.
COL.3.22	Ɓolège, ilei koje dè kuwe sige’t ke ɔje dè danra si dè nyange’t malang. Ilei koje dè de’t tàkum de’t karè lé a, tede taa’n kum dooge lé a tɔ. I rai se kem̂nda káng i ɓeli Ndil Kuwe-ɓee. 
COL.3.23	Nyan ke rara ke a i rai nga, i rai se ra si bere mbak titeke i rai adi Kuwe-ɓee nga bè m adi dooge lé. 
COL.3.24	Sei geri mbak titeke Kuwe-ɓee à unde nja si a, a ingei nyan-ndube ke è unde konn tede le njé ke le’n. Kuwe si è Krist, è è á i rai kule adi nin. 
COL.3.25	Nanan ke ra nyan ke nal naje’n ɓaa à inge nyan ke ɔje dè nyanra ke se dè naje’n lé le’n è kuwe. Oiyo, ndête kum doo goto ra Nube’t.
COL.4.1	Sei kuwe-ɓolége, i rai ɓolége le si se dè naje’n a, se go rebe’n a tɔ. Adi kem̂ si olé titeke sei géa Kuwe si ndi danrán non tɔ.
COL.4.2	Uwei ra si mong ɔji tà se Nube se ndɔge malang a, i ndii kum dè ra’n oiyo’t a tɔ. 
COL.4.3	Ɔji tà se Nube tede tà le jé tɔ. Titeke bè á è à ɔr’n tà rebe kade j’ile’n mber tà le’n. I deji nin le kade ɔr tà rebe ade j’ile’n mber tà le Krist ke tò loo ɓɔyɔn’t ɓai nga. E tede tà le Krist á ɓila m’ndii’n se sulge jim’t. 
COL.4.4	Ɔji tà se Nube tede kade ade m’ɔrgir tà le Krist nga ndát-ndát se go rebe’n.
COL.4.5	I njiyei se kumkunju’n ra njé ke nata’t a, i pabri kurloo ke Nube ade sei nga parr-parr a tɔ. 
COL.4.6	Maje kade tà tam si è ke maje se ndɔge-ndɔge a, kade tà si tee se tà nelge dɔ-dɔ a tɔ. Titeke bè á sei a geri loo kile nanan géa dè tà’t se go rebe’n.
COL.4.7	Nyan malang ke ɔje dè’m nga, ngokon’m Tychique ke è kótar le’m à ɔrgir maje kade ooi. Tychique nga è ngarankum njè gete’m a, è njèmade kule le’m gir Kuwe-ɓee’t a tɔ. 
COL.4.8	Gir’n ke nè á m’ule’n ra si’t kade ede sei tàge ke ɔje dè jé kade ooi ɓaa, adi ɓengre si oso’n nang pon. 
COL.4.9	M’ule njèkem̂nda Onésime m’ade aw se Tychique nga nan’t. Onésime è ngokom’m ke m’tár’n ngain. E doo ke ɓee le si nú. Dé joo mbak kuwe d’a d’ɔrgir nyange malang ke ɔje dè jé loo ke nè’t kade ooi.
COL.4.10	Aristarque njèmade dangai le’m ei se Marc ngonn le ngokon Barnabas rai sei lapya tɔ. Marc nga ndɔ ke m’ede sei tàge ke ɔje dè’n kété ɓá. Ke nè á aw tee ra si’t ɓaa, uwei nin ke ra si’t se maje’n. 
COL.4.11	Jésu ke dé ɓar’n Justus nga géa ra sei lapya tɔ. Dé ke mute nè nga kuwe se kar de á dé Juipge ke njétaakem̂-Krist ke dé ra se’m kule ke ɔje dè konɓee le Nube. E dé nè á dé njé sɔl kem̂’mge.
COL.4.12	Epaphras, doo ke ɓee le si nú ra sei lapya. E ɓer kule le Nube ke ndi ra rɔ se ndɔge malang tede le si loo kɔje tà’t le’n se Nube. E ra titeke bè kade i ndai dè nja si’t njáng a, i maji ɔri njêt a, i geri nyan malang ke kem̂ Nube ndige a tɔ. 
COL.4.13	Man m’ɔrgo tà le’n m’ede sei titeke è ule ra’n ndibe ngain tede le si a, tede le njé ndii kem̂ ɓee-bò ke Laodicée se Hiérapolis a tɔ. 
COL.4.14	Njèkuge-kaje, Luc, kotár le’m ei se Démas rai sei lapya tɔ.
COL.4.15	I rai lapya njétaakem̂-Kristge ke ndii kem̂ ɓee-bò ke Laodicée adi jè. I rai lapya Nympha se njékebe nange le Nube ke kebi nan kem̂ kei le’n adi jè tɔ. 
COL.4.16	Loo ke i tutei magtub nè nga dann si’t ɓá ɓaa, ulei adi njé kebe nange le Nube ke kem̂ ɓee-bò ke Laodicée kade tutei tɔ. Sei géa, maje kade i tutei magtub ke in ra njékebe nange’t le Nube ke Laodicée nga an-in tɔ. 
COL.4.17	Edi Archippe edi nè: I ndi kum dè kule ke Kuwe-ɓee um jii’t le kade i ra ɔr son’n njêt.
COL.4.18	An-in! lapya ke man Paul kuwe m’ra sei se ji’m á nè: Adi kem̂ si olé dè sulge ke jim’t.
COL.4.18	Maje kade kem̂noje le Nube nain se si.
1TH.1.1	Man Paul se Silas se Timothée jè ndang magtub nè j’ade njékebe nange le Bɔ jéi Nube a, se le Kuwe-ɓee le jéi Jésu-Krist ke ndii kem̂ ɓee-bò ke Thessalonique. Maje kade kem̂-maje se kem̂lom nain se si.
1TH.1.2	Jè ra Nube oiyo se ndɔge malang tede le si. Jè ɓar ri si se ndɔ karé-karé loo kɔje tàge’t le jé se Nube. 
1TH.1.3	Non Bɔ jéi Nube’t nga, kem̂ jé olé dè kule ke sei rai dè kundekem̂’t le si. Kem̂ jé olé dè ra si ke ulei ndibe dè tár nan’t a tɔ. Non Bɔ jéi Nube’t nga, kem̂ jé olé dè korè tà njak le si dè kundekem̂ tchên dè Kuwe-ɓee le jéi Jésu-Krist nga a tɔ. 
1TH.1.4	Ngakon jége, jè ger titeke Nube tár sei a, tɔr sei le kade sei lennge a tɔ. 
1TH.1.5	Tà ke Maje ke ndɔ ke j’ile mber’n j’ade sei nga, è se tà ke tà jé’t karè lé, nè ndɔ ke jè ra nyankɔbege se tɔgmong ke Ndil-Kem̂nda ade jè. Jè nda kem̂ jé káng titeke Tà ke Maje nè nga è ngarankum tà. Sei geri nyan ke jè ra tede le si, loo ke ndɔ ke jè nain’n dann si’t ɓai. 
1TH.1.6	Sei i ndaji nyanra jé jè se nyanra Kuwe-ɓee. Sei taai Tà ke Maje se ranel le Ndil-Kem̂nda dann nyantosowurge gai-gai ke ndɔ ke ra sei. 
1TH.1.7	Titeke bè á sei teli sei nyan-ndaje kum le njétaakem̂-Kristge malang ke kem̂ ɓeekonge ke Macédoine se Achaie. 
1TH.1.8	Kerɔte kuwe, Tà ke Maje le Kuwe-ɓee in ra si’t aw tee kem̂ ɓeekonge ke Macédoine se Achaie. Tá è è ke nè á karé lé, nè kɔbe kundekem̂ dè Nube’t le si nga oso se loo mbit-mbit ade j’aw ndoo kɔr ser’n lé ta. 
1TH.1.9	Loo ke ndɔ ke j’aw ɓéee le si nga, sei uwei jè ke ra si’t. Sei turi gide si adi mage polége ɔsi wan i teli ke ra Nube’t tede le ra kule kade’n è Nube ke get ke njèndi kumgajer. Nyange nè malang ke ndɔ ke i rai nga, dooge à ɔdi nan kɔr ser’n ɓai. 
1TH.1.10	Ɗarinè sei nginei Ngonn le Nube ke à in danran. Ngonn nè nga, è Jésu ke ndɔ ke Nube ade unde loo tee dann njé ke koo’t. Jésu à in danrán tel ree le kɔr jèi tà wong ke ndi à ree.
1TH.2.1	Ngakon jége, sei kuwe i geri mbak titeke kaw ke ndɔ ke j’aw ra si’t nga, tel è nyan ke raikarè lé. 
1TH.2.2	Sei geri titeke ndɔ ke nyankem̂kon se taje ndu ase jè nák-nák kem̂ ɓee-bò ke Philippes. Nè né è bè géa, Nube ade j’oré tà jè njak j’ile’n mber Tà ke Maje le’n j’ade sei dann nyange gai-gai ke rɔi se jé. 
1TH.2.3	Tà ke j’ede dooge jè ndeje’n de nga tò gai. Tà nè nga j’unde gir’n dè tà ke à ur se doo walé lé a, j’unde gir’n dè tàgir ke majelé’t lé a, jè sang le libe kum doo karé taa’n nyan le’n ndan lé a tɔ. 
1TH.2.4	Nè Nube ter jè njúng ɓita um kule kile mber Tà ke Maje le’n nga ji jé’t ɓai. Jè j’ile mber Tà ke Maje tede taa’n kum dooge lé, nè le taa’n kum Nube ke njè ter ɓengre jé. 
1TH.2.5	Sei geri titeke ndɔ karé bè géa, jè tam tà jè libe’n kum doo le taa’n nyan le’n ndan lé a, j’ede gos le taa’n nar le doo le kite’n dènn’t lé a tɔ. Nube an mbak. 
1TH.2.6	Jè sang riɓar ke in ra dooge’t lé a, ke in ra si sei’t éké ra njé ke rang’t nga ndan lé a tɔ. 
1TH.2.7	Kerɔte kuwe, j’asekum kunde nyankoto ke wɔi dè si’t le kul’n ra jé tede k’ee ke njékawkulege le Krist bè lé. Nè ndɔ ke jè ndi lom dann si’t asenan se kon ngannge ke tɔse kum’n dè ngannenge’t maje oto’n de bè. 
1TH.2.8	Jè géa, ndɔ ke jè tɔse kum jé dè si’t titeke bè tɔ. Gir’n ke nè á ndɔ ke j’an è soo’t le kade sei Tà ke Maje le Nube á se kar’n lé. Nè jè ndi dè nja jé’t le kinye ra jé kuwe kade yo tede le si tede k’ee ke sei kotárge le jé. 
1TH.2.9	Ngakon jége, loo ke ndɔ ke j’ile mber Tà ke Maje le Nube j’ade sei nga, j’ule ra jé ndibe jè ra kule j’ɔr yàl-yàl ndɔ a, kada a tɔ. Jè ra titeke bè tede le tel kɔii’n dè doo karé bè dann si’t lé. Ké kem̂ si olé dè’t ɓila lé sár wa? 
1TH.2.10	Nyanra jé se pa njiye jé ke ndɔ ke jè njiye’n dann si’t nga tooi se ninn de a, tooi se dè naje’n a tɔ. Doo asekum kile tà dè jé’t lé. Sei njétaakem̂-Kristge an-in a, i geri a tɔ. Nube géa an a, ger a tɔ. 
1TH.2.11	Taɓai sei geri mbak titeke jè tɔse kum jé dè si’t karé-karé malang titeke bɔ ngonn ra’n se ngannenge bè. 
1TH.2.12	Jè ndeje sei a, j’ule dingem kem̂ si’t a, le kade pa njiye si ile riɓar dè Nube ke njè ɓar sei kade on-in ɓee se’n a, ingeii ndubra le’n nga a tɔ.
1TH.2.13	Loo ke ndɔ ke j’ede sei tà le Nube j’ade ooi nga, sei taai dè ɓengre si’t. Sei taai tà nè nga ke tà ke in tà Nube’t kerɔte kuwe m in tà doo’t karè lé. Gir’n ke nè á tà nè nga ra’n kule kem̂ si sei njétaakem̂-Kristge. E ke nè á è gir nyan karé ke rang ke ade jè ra’n oiyo se ndɔ jé-ndɔ jé nal kebe’t. 
1TH.2.14	Ngakon jége, ndɔ ke nyankem̂kon ra njékebe nange le Nube ke ndii kem̂ ɓeekon ke Judée ke umi nan’t bɔk se Jésu-Krist. Nyankem̂kon ke dooge ke ɓee le si rai se si nè nga, è gar è ke ndɔ ke Juipge rai se se de dé njékebe nange le Nube ke ndii kem̂ ɓeekon ke Judée nga tɔ. 
1TH.2.15	E dé Juipge nè nga kuwe á ndɔ ke dé tɔl Kuwe-ɓee Jésu se njéribe-dè-tàge ke tà Nube’t. Jè géa, ndɔ ke d’ɔr jè kororoi tɔ. Dé dooge ke dé taa kum Nube lé a, dé njé kɔse tà se dooge malang a tɔ. 
1TH.2.16	D’ɔge jè loo kile mber le kade dooge ke ei Juipge lé ingei kaje. Dé ra titeke bè d’ile’n kaiyage le de dè made’t se ndɔge malang. Nè loo tɔl tà’n ɓaa, wong le Nube oso dè de’t ɓai.
1TH.2.17	Ngakon jége, j’an-in kum nan lé kò’n tò mbɔr ndêin ta. Nè ngarankem̂ jéi ɓaa inye nan lé. Ngur tel kaw kan kum si ra jè pênn-pênn. 
1TH.2.18	Gir’n ke nè á ndɔ ke jè ndige le tel kaw ra si’t. Kerɔte kuwe, man Paul m’sang rebe’n nja karé éké nja jooge bè. Nè Sú ɔge jè loo’n bang. 
1TH.2.19	Loo ke ndɔn’t Kuwe-ɓee le jéi Jésu à tel ree ɓaa, nyan kundekem̂ tchên se nyan ranel le jé nga ké è sei lé ɓai wa? Dè jé à in tchakm nonn’t tede kem̂ ndɔn’t nè nga sei a i tooi kasinan se jɔkɔ kunn banga le jé bè. 
1TH.2.20	Oiyo, sei sei nyan ndubra le jé se nyan ranel le jé kerɔte kuwe.
1TH.3.1	Ndi se kar jé kem̂ ɓee-bò ke Athènes è soo’t ngain dum ndi nan’t nal koo ká si. 
1TH.3.2	Gir’n ke nè á jè j’ule’n ngokon jéi Timothée ra si’t. Timothée nga è njè njèkule le Nube made jé ke ile mber Tà ke Maje le Krist. Jè j’ule’n le kade ule dingem kem̂ si’t a, le kade ndeje sei a tɔ, tede kade kundekem̂ dè Nube’t le si ɓeɓere’n. 
1TH.3.3	Jè ra titeke bè le kade nyantosowurge ke rai jèi nè nga yei doo karé géa dann si’t lé. Sei kuwe i geri mbak titeke nyantosowurge nè nga è nyan ke Nube ɔje’n dè jéi. 
1TH.3.4	Loo ke ndɔ ke jè nain se si ɓai nga, j’ede sei kété titeke nyantosowurge à rai jéi. A ɓaa, ɗarinè nyange nè nga teei ade an-in se kum si ɓá. 
1TH.3.5	Ndi’m bè anje koo ká si nga tur se’m ngain. Gir’n ke nè á m’ule’n Timothée le kade deje ká kundekem̂ le si ade m’oo. Kerɔte kuwe, m’ɓel kem̂’t m’ede nè bainléa Sú sú sei ade kule ra ndibe le jé tel è nyan ke raikarè. 
1TH.3.6	Timothée in ra si sei’t tel ree ra jé’t ngɔr nè ɓai. E tel ree se ser tàge ke maje ke ɔje dè kundekem̂ le si se tár nan le si ade j’oo. Timothée ede jè titeke kem̂ si olé dè jé’t dɔ-dɔ. Taɓai, è ede jè titeke ngur tel kan kum jé ra sei pênn-pênn dum le jé jè ɓai. 
1TH.3.7	Ngakon jége, ser kundekem̂ dè Nube’t le si ke j’oo nga ade kem̂ jé oso nang pon dann nyankumndoo se nyantosowurge malang ke rai jè. 
1TH.3.8	An! ɗarinè j’aje katch-katch tede j’oo titeke i ndai dè nja si’t njáng dè kum nan’t bɔk se Kuwe-ɓee. 
1TH.3.9	Ranel malang ke j’inge non Nube’t le jéi tede tà le si nga, ké j’ayé ra’n oiyo nja kandang kade ase loon’t wa? 
1TH.3.10	Jè deje Nube ndɔ a, kada a, le kade inye loo ade jè tel j’an kum si a, le kade jè tɔl tà nyange ke kundekem̂ le si aw ndoo’n nga a tɔ. 
1TH.3.11	Maje kade Bɔ jéi Nube kuwe a, Kuwe-ɓee le jéi Jésu a tɔ, ɔri non jé awi se jé ra si’t. 
1TH.3.12	Maje kade Kuwe-ɓee Nube ade tár nan le si sei se tár ke sei tári dooge malang nga in dè made’t ke kété-kété. Maje kade tár nan le si tanan se tár ke jè tár sei bè tɔ. 
1TH.3.13	Maje kade Kuwe-ɓee Nube ade ɓengre si ɓisir. Titeke bè á ndɔ tel ree le Kuwe-ɓee le jéi Jésu se njé ke ei lennge malang ɓaa a k’eei dooge ke i tooi se ninn si non Bɔ jéi Nube’t. Doo karé à kase kile tà dè si’t ndan lé.
1TH.4.1	Ngakon jége, pa njiye ke le taa’n kum Nube nga sei i ndói ra jé’t ɓá. Kerɔte kuwe, sei rai titeke jè ndó’n sei nga ɓá. Nè né è bè géa, jè deje sei a, jè ndeje sei se ri Kuwe-ɓee Jésu a tɔ, le kade awi kum si ke kété-kété ɓai. 
1TH.4.2	Ndukunnge ke in ra Kuwe-ɓee Jésu’t nga, jè ndó sei j’ade i geri ɓá. 
1TH.4.3	Nyan ke taa kum Nube nga è le kade ra si unju nyang-nyang a, le kade ɔgi ra si dè tò se nan ke kaiya’t a tɔ. 
1TH.4.4	Maje kade nanan géa dann si’t ger rebe taa neen’n ke kinge’n le ndii’n se ra’n ke unju nyang-nyang se riɓar’n a tɔ. 
1TH.4.5	Inyei ra si adi ngur nyange ke majelé titeke njé ke geri Nube lé rai nga lé. 
1TH.4.6	Maje kade njètaakem̂-Krist sang ngomande éké dinye ke rang ra’n majelé se ngokon’n éké kon nann’n lé. Ndɔ ke j’ede sei tà nè ndàt kété ɓá, nè jè tel j’ede sei ɓai tite Kuwe-ɓee Nube à dalban nyange nè nga malang. 
1TH.4.7	Nube ɓar jéi le kade jè ndii se ra jéi ke mine tanm-tanm lé, nè le kade jè ndii se ra jéi ke unju nyang-nyang. 
1TH.4.8	Gir’n ke nè á doo ke ute tàge nè nga mbeng ɓaa, è dooge á ute de mbeng lé. Nè è Nube ke njè kade sei Ndil-Kem̂nda le’n kuwe á ute’n mbeng. 
1TH.4.9	Tà ke ɔje dè tár nan le si sei ngakon nange éké kon nann nange ke njétaakem̂-Kristge nga, sei ɓaa awi ndoo kade doo ndang magtub’n ade sei lé ta. Nube ndó sei kuwe tà ke ɔje dè tár nan ade i geri kété ɓá. 
1TH.4.10	E nyan ke sei rai se ngakon sige ke ndii kem̂ ɓeekon ke Macédoine bere mbak ɓá. Nè né è bè géa jè j’ule dingem kem̂ si sei ngakon jége’t le kade awi kum si ke kété-kété kuwe ɓai. 
1TH.4.11	Uwei ra si mong le ndii lom, i tɔsi kum si dè nyange ke ɔje dè si, i rai kule se ji si titeke ndɔ ke j’unn’n ndu jé j’ade sei nga. 
1TH.4.12	I rai titeke bè le kade njé ke natage ilei koje dè si’t a, le kade sei awi ndoo nyan ji doo karé ke rang’t lé a tɔ.
1TH.4.13	Ngakon jége, tà ke ɔje dè dooge ke weii, jè ndige le kade i geri maje. Titeke bè á a i rai ra si ndoo tite dooge ke rang ke nyan kundekem̂ tchên dè’t le de goto nga lé. 
1TH.4.14	Jésu wei a, è unde loo tee dann njé ke koo’t a tɔ. Njé ke undei kem̂ de dènn’t á weii nga, jè j’unde kem̂ jé tchên titeke Nube à ade undei loo teei dann njé ke koo’t le teli ndii kumgajer takul’n. 
1TH.4.15	An-in! jè j’ede sei tà nè nga se go tà karé le Kuwe-ɓee ke ndɔ ke tam: jèi ke j’à ndii kumgajer sár ndɔ tel ree le Kuwe-ɓee Jésu nga, j’à j’awi kété non njétaakem̂-Kristge ke weii nga lé. 
1TH.4.16	Ndukunn à in ra Kuwe-ɓee’t kuwe. Loo ke ndu doo ke bò ke danrán à ɓar beng a, burunju le Nube à ɓar a tɔ. E Kuwe-ɓee kuwe à in danrán se ra’n le tel ree. Ke loon’t nè kuwe, njé ke undei kem̂ de dè Krist’t ke weii nga à undei loo teei pa ɓita. 
1TH.4.17	Jéi ke j’à ndii kumgajer dè nang nè sár ndɔ tel ree le Krist nga, d’ade koto jèi kalu-kalu se de nan’t kaw se jéi dann bum’t dɔ danrán nú le kade j’ɔji non Kuwe-ɓee. Titeke bè á j’à nain se Kuwe-ɓee njing. 
1TH.4.18	I ndeji nan se tàge nè nga adi kem̂ si oso’n nang pon.
1TH.5.1	Ngakon jége, tà ke ɔje ndɔ se kàde tel ree le Kuwe-ɓee nga, sei awi ndoo kade doo ndang magtub’n ade sei lé ta. 
1TH.5.2	Sei kuwe i geri maje, titeke ndɔ tel ree le Kuwe-ɓee nga è tite njèɓog ke ree jêke^ dann ndɔɔ bè. 
1TH.5.3	Loo ke dooge à ndii tami kedi nè: «Loo tò lom ɓai, loo tò maje ɓai» ɓaa, ke loon’t nè kuwe tuju à ube de nang bus. Tuju à ube de nang bus kade loo kan-in à goto tite ndo ke ɔse dinye ke ndann ngonn nang kekel bè. 
1TH.5.4	Nè sei ngakon jége ɓaa, i ndii dann tilkus’t á ndɔ nè à ube’n sei nang tite njèɓog lé. 
1TH.5.5	Tede sei malang nga sei ngann lookarge se ngann dann kàdege. Jèi nga jèi le dann ndɔ lé a, le tilkus lé a tɔ. 
1TH.5.6	Bè ɓaa, adi jè tooi ɓi tite njé ke rang bè lé; nè adi jè ndii dè nja jéi’t, adi jè ndii kum jéi karè. 
1TH.5.7	Njé ke tooi ɓi nga, è dann ndɔɔ á tooi ɓi, njé ke yibe ule mbe dè de’t nga, è dann kada ndái-ndái á yibe ule’n mbe dè de’t a tɔ. 
1TH.5.8	Nè jéi ke jéi ngann dann kàdege nga adi jè ndii kum jéi karè. Adi j’unni kundekem̂ se tár nan ke nyan rɔ le jéi. Adi j’unni kundekem̂ tchên dè kaje’t tite jɔkɔ le jéi a tɔ. 
1TH.5.9	Ndɔ ke Nube ɓar jèi le kade wong le’n nain dè jéi’t lé, nè le kade j’ingei kaje takul Jésu-Krist. 
1TH.5.10	Jésu-Krist wei tede jéi, tede kade ke nè á jè ndii kumgajer éké j’weii géa j’umi se’n nan’t bɔk. 
1TH.5.11	Gir’n ke nè á maje kade i ndeji nan a, ulei dingem kem̂ nan’t a tɔ, titeke i rai kété ɓá nga.
1TH.5.12	Ngakon jége, jè deje sei kuwe ɓai le kade ilei koje dè njé ke rai kule dann si’t. Tede ei nè nga ulei ra de ndibe ɔri non si, ei ndeji sei le kade umi nan’t bɔk se Kuwe-ɓee a tɔ. 
1TH.5.13	I ɗɔyi de ngain a, i tári de a tɔ, tede kule ke ei rai dann si’t. I ndii se nan se kem̂lom.
1TH.5.14	Ngakon jége, jè ndeje sei le kade in-in se njé ke ndii à rai nyange ke pás-pàs. Ulei dingem kem̂ njé kem̂ tête mannge. I geti njé tɔg gotoge a, ilei kem̂ si pon dè dooge’t malang a tɔ. 
1TH.5.15	Kem̂ si dè ra si’t le kade doo karé bè géa tel ra majelé se doo ke rang gute made’t lé. Nè ɔri nja nyan ke maje tênn-tênn i rai se nan a, i rai se dooge ke rang malang a tɔ. 
1TH.5.16	I rai ranel se ndɔ si-ndɔ si. 
1TH.5.17	Ebi’t kɔje tà se Nube lé. 
1TH.5.18	I rai Nube oiyo dè nyange’t malang. E á è nyan ke Nube ndige le kade sei ke umi nan’t bɔk se Jésu-Krist i rai. 
1TH.5.19	Ɔgi Ndil-Kem̂nda loo ra kule le’n lé. 
1TH.5.20	I nedi tà ndejege le njékɔrgir tàge le Nube lé. 
1TH.5.21	I teri nyange malang an-in, i taai è ke maje. 
1TH.5.22	Majelé ke rara géa ɔgi ra si dè’t kɔke.
1TH.5.23	Maje kade Nube ke kem̂lom in ra’n è’t kuwe tel sei ke dooge le’n ke i tooi se ninn si gai. Maje kade Nube ngonm ra si bere mbak, ngonm ndil si se nganrankum ra si a, ngonm danra ra si a tɔ, le kade tà karé géa uwe dè si ndɔ tel ree’t le Kuwe-ɓee le jéi Jésu-Krist nga lé. 
1TH.5.24	E ke njè ɓar sei nga umi kem̂ si dènn’t. E kuwe à ra nyange malang kɔr son’n kade sei.
1TH.5.25	Ngakon jége, ɔji tà se Nube tede le jé tɔ.
1TH.5.26	Uwei ngakon jége malang kàde si’t sem̂ i rai de lapya adi jè.
1TH.5.27	M’ra ndoo ra si’t se ri Kuwe-ɓee: Maje kade i tutei magtub nè nga adi njétaakem̂-Kristge malang ooi.
1TH.5.28	Maje kade kem̂-maje le Kuwe-ɓee le jéi Jésu-Krist nain se si.
2TH.1.1	Man Paul se Silas se Timothée, jè ndang magtub nè j’ule’n j’ade njékebe nange le Nube Bɔ jéi se le Kuwe-ɓee le jéi Jésu-Krist ke ndii kem̂ ɓee-bò ke Thessalonique. 
2TH.1.2	Maje kade Bɔ jéi Nube se Kuwe-ɓee le jéi Jésu-Krist adi sei kem̂-maje se kem̂lom.
2TH.1.3	Ngakon jége, gar-gar jè ra Nube oiyo se ndɔge malang tede si. Ra ke jè ra’n oiyo bè nga, è loon’t kuwe tede kundekem̂ dè Nube’t le si se tár ke sei malang i tári nan nga in dè made’t ke kété-kété. 
2TH.1.4	Dè jé in tchakm tede tà le si dann njékebe nange’t le Nube tede koré tà njak dè kundekem̂ le si dann nyankumndooge se nyantosowurge ke rai sei.
2TH.1.5	Nyankumndooge se nyantosowurge nè nga ei nyan-tɔje titeke ndɔ gangtà’t ke se dè naje’n le Nube ɓaa, sei asikum kingei konɓee le’n ke kum si ndi à ra’n ndoo. 
2TH.1.6	Nube à ra nyan ke se dè naje’n: njé ra se si nyantosowurge nga, Nube à ra se de nyantosowurge gute made’t le si tɔ. 
2TH.1.7	Sei ke dé ra se si nyantosowurge nè nga, ndɔ ke kuwe jéi Jésu à in danrán le kunde loo tee pan se dooge le’n ke njé tɔgmong-ge ɓaa, Nube à ade a i taai kebe se jé nan’t tɔ. 
2TH.1.8	Kem̂ ndɔn’t nè nga, kuwe jéi Jésu à ade kure nyanra njé ke geri Nube lé se njé ke ilei koje dè Tà ke Maje’t le kuwe jéi Jésu-Krist lé à ɔde kum de. 
2TH.1.9	Dé nè nga, kure nyanra de ke à ɔde kum de nga, è tuju ke se non a, d’a ndi heb tàkum Kuwe-ɓee ke tɔgmong le’n dum dè loo. 
2TH.1.10	Kuwe-ɓee Jésu à tel ree le kade njé ke le’n ilei riɓar dènn’t a, le kade njétaakem̂nge malang à an-in nin njai-njai kem̂ ndɔn’t nè nga. Sei géa a k’ei dann de’t tede umi kem̂ si dè tà’t ke ndɔ ke j’ede sei.
2TH.1.11	Gir’n ke nè á j’ɔje’n tà se Nube se ndɔge malang tede si. Jè deje Nube le jéi le kade ade nyanra si uwe made nan se ndikumgajer se non ke è ɓar sei tede nga. Maje kade ra se si se go tɔgmong le’n ade i rai nyange malang ke maje ke i ndigi rai. Maje kade Nube ade i ndii kum dè ra kule dè kundekem̂’t le si. 
2TH.1.12	Titeke bè á a ilei riɓar dè ri Kuwe-ɓee’t le jéi Jésu a, è géa à ile riɓar dè si’t a tɔ. Nyan nè malang è noje le Nube le jéi se noje le Kuwe-ɓee Jésu-Krist.
2TH.2.1	Tà ke ɔje dè ndɔ tel ree le kuwe jéi Jésu-Krist se tà ke ɔje dè kɔse nja jéi nan rann’t nga, ngakon jége, jè deje sei 
2TH.2.2	le kade in-in kalang adi tàgir le si aw yo-yo nè-nè lé. Adi kem̂ ɓel ke ɔje dè nel tà ke in ra doo karé’t éké tà karé bè, éké magtub karé ke d’ede nè in ra jé jè’t ade bainléa i giri edi nè ndɔ tel ree le Kuwe-ɓee nga tee ɓá ta. 
2TH.2.3	Adi doo karé libe kum si se nel tàge ke titeke bè nga lé. Gar-gar, kété ɓita kade ndɔ nè tee ɓai nga, dooge à in-in le rɔi se Nube a, doo njè kɔse tà mbeng ke è ngonn le njè tuju à kundei loo teei pa ɓita. 
2TH.2.4	Ngonn le njè tuju se non à kɔse nang kin, nyange malang dooge dɔyi nin éké nyan malang ke è ngarankum nyan ke dooge ilei koje dè’t nga, è à ute mbeng. Taɓai è à ndige le kaw sár ndi kem̂ kei ke tò se ninn’n le Nube, à ra ra’n ke Nube gée ɓai a tɔ. 
2TH.2.5	Loo ke ndɔ ke m’nain’n ra si’t nú ɓai nga, m’ede sei tà nè nga. Ké kem̂ si wei nal dè’t ta wa? 
2TH.2.6	Ɗarinè, sei geri nyan ke ɔge’n loo tee nga ɓá. Doo ke tuju se non nè nga à unde loo tee ndɔn’t ke kàde’n le’n ase deĵ. 
2TH.2.7	Tɔgmong le njèkem̂yêr nè nga unn gir ra kule ɓá. Tɔgmong nè nga tò loo ɓɔyɔn’t ɓai. Loo ke njè kile’n kage ɗarinè à goto ɓá ɓaa, è à unde loo le tee ra kule le’n ta. 
2TH.2.8	Njèkem̂yêr ke njè kɔse tà mbeng à unde loo tee ɓaa, ke loon’t nè kuwe, kundu tà Kuwe-ɓee Jésu à unde’n tɔl’n soin. Kuwe-ɓee Jésu à gudu’n ngoin-ngoin ndɔ tel ree’t le’n se ra’n ke ndoin kein-kein dann ndubra’t. 
2TH.2.9	Loo ke ndɔn’t njè kɔse tà se Nube nè nga à unde loo tee ɓaa, è à ra kule se tɔgmong le Sú. E aw se tɔgmong ke bò le ra’n nyankɔbege se nyange ke dum kum a se nyan-tɔjege gai-gai le sú’n dooge. 
2TH.2.10	Njè kɔse tà se Nube nè nga à ra nyange ke majelé ke se ri de-ri de le sú’n kum dooge kade tuji. Dooge ke njè kɔse tà se Nube à tuju de nga, ei dooge ke ndigi taai ngarankum tà ke ayé kaje de nga lé. 
2TH.2.11	Gir’n ke nè á Nube ule’n se tɔgmong ke njè kade dooge ndemi le kade umi kem̂ de dè tà lanm’t. 
