MAT.1.1	Man buk me kwari a Yecu Kricito, akwar Daudi, akwar Iburaim. 
EPH.6.2	Coc a yam ocoo kobo ni, “Wor pappi kede totti,” man en cik me ageyi ame ociko iye pi ginnoro aber a bino ya iye, ni, 
EPH.6.3	“me ibed aber dok iperakino i lobo kare alac.” 
EPH.6.4	Aco wun papo, kur iteru itinowu i yo arac a kelligi akemo, ento miugi odoŋ aber kun ipwonyogi wunu dok inaogi wunu i kite abeco ame Rwot pwoo.
EPH.6.6	Ticwu myero mom bed tic me yeŋo waŋ keken me yomoro ka cuny dano, ento ti wunu gin Obaŋa mito kede cunywu ducu, acalo opii a Kricito. 
EPH.6.7	Ti wunu ticwu i cuny aber, acalo itiyi wunu Rwot, mom acalo itiyi wunu jo, 
EPH.6.8	kun iŋeo wunu ni, ginnoro luŋ a dano moro otio aber, Rwot bino cule pire a rom aroma i ticcere-nono, kadi en opii onyo loye kene. 
EPH.6.9	Aco wun wegi opii, ti wunu kedgi kite acellono, wek wunu burogi bedi, kun ipoyo wunu ni, adwoŋ a loowu karacel kede gin tye i polo, daŋ tero jo ducu arorom.
EPH.6.10	Me agikki mere, bed wunu atek i Rwot kede i twero me teko mere. 
EPH.6.11	Ruk wunu jami romo ame Obaŋa mio, me icuŋ wunu, igeŋere wunu iyi erupe a Catan. 
EPH.6.12	Pien wan mom oromo i dano wadwa, ento oromo oloc kede wegi twer me oko, kede ginnogo a loo wi podo luŋ i kare man me colpiny, dok kede lwak cunnyogo areco a tye i dye polo. 
EPH.6.13	En omio myero igam wunu jami romo luŋ ame Obaŋa mio, me wek bin konywu i cuŋ atek i nino arac, pwod daŋ ibino cuŋ wunu a doŋ ilolle wunu i yo luŋ aluŋa. 
EPH.6.14	Pi mannono, myero icuŋ wunu ame ilido wunu pyerwu kede ateni; ruk wunu kite atir bed nyonyo geŋo korwu, 
EPH.6.15	kun yikerewu me rabo amut aber me kuc bedo acalo amuk me tyenwu. 
EPH.6.16	Akato luŋ, iyee myero bed kwotwu a twero miyowu neko mac i kom atero ame Arac obao. 
EPH.6.17	Gam wunu larre bed tok nyonyo me wic, kede kop Obaŋa ame en pala bat a Cuny Acil. 
EPH.6.18	Kwa wunu Obaŋa kun ibako wunu dogwu i kare luŋ i Cuny Acil. Bed ame iterre wunu i kare luŋ i diyo cuny, kun ikwao wunu pi jo Obaŋa luŋ aluŋa. 
EPH.6.19	Kwa wunu pira daŋ me Obaŋa yab doga, mia kop me akoba, me ayab muŋ me amut aber kede tekcuny. 
EPH.6.20	An akwena mere a rom aroma i ŋat a cuŋ pi lobo mere, cite otwea oko kede jegere. Obaŋa mia arab kede tekcuny, kit a myero akob kede.
EPH.6.22	Acwae baŋwu pi kop man ikome, me wek en miwu iŋe wunu kite a wan otye kede, dok en ocuk cunywu.
EPH.6.23	Kuc kede mar kede iyee ame ya i baŋ Obaŋa Pa po kede Rwotwa Yecu Kricito bed baŋ omegowa. 
EPH.6.24	Winyo Obaŋa bed baŋ jo luŋ aluŋa ame maro Rwotwa Yecu Kricito kede mar a mom to.
PHP.1.1	Baŋ jo Obaŋa luŋ a tye i Kricito Yecu ame bedo i Pilipi, karacel otelgi kede okonygi:
PHP.1.2	Obaŋa Papawa kede Rwotwa Yecu Kricito miwu winyo kede.
PHP.1.3	Apwoo Obaŋana i kare luŋ ame atye ka poyo pirwu. 
PHP.1.4	I kwacca luŋ akwao pirwu ducu i yomcuny, 
PHP.1.5	pien cakere i nino me ageyi tuno atot onyoni, inotte wunu keda i tic me rabo amut aber. 
PHP.1.6	Aniaŋ aber ni, ŋat ame ogeo tic man aber i akinawu bino cobo kakare naka ituno i nino a Kricito Yecu. 
PHP.1.7	Oporre an iparo pirwu luŋ i kite-nono, pien ilitta wunu meicel, pien wun ducu inotte wunu karacel keda i winyo ame Obaŋa omia kan i buc kede dok kare ame alaro pi amut aber me mok atek. 
PHP.1.8	Obaŋa obedo cadenna ame ŋeo ni, parra atut pirwu ya i mar a Kricito Yecu ikome.
PHP.1.9	Dok akwao Obaŋa ni mano, mar mewu myero doŋ medde ameda i ŋec ikokome kede niaŋ atut, 
PHP.1.10	me ipwoo wunu gin aber akato. Mio ibedo wunu ame yiwu ler aboŋo roccoro i komwu i nino a Kricito, 
PHP.1.11	dok daŋ mio tic ducu abeco me kite atira bino nya i komwu pi Yecu Kricito, kun kelli Obaŋa kwogo kede pak.
PHP.1.12	Omegona, amito iŋe wunu ni, gin ame otimere i koma okonyo atek me nyayo amut aber. 
PHP.1.13	Ocirikali a Kaicari luŋ, kede jo ocele ducu, aman oŋeo aber ni, an atye i buc pi Kricito. 
PHP.1.14	Dok omegowa apollere gengi omedde i kom Rwot pi bedona i buc, omio gin orabo kop Obaŋa kede tekcuny adwoŋ meicel, aboŋo lworo.
PHP.1.15	Ateni, jo mogo rabo pi Kricito i nyeko kede daa, ento jo ocele mere rabo i cuny aber. 
PHP.1.16	Joni rabo pi mar, kun oŋeo ni, omia tic me romo pi amut aber. 
PHP.1.17	Jo ocele ca rabo nyiŋ Kricito pi laro dito kun yigi mom ler, tamgi tye me medda can i buc kan. 
PHP.1.18	Kopporo gire mom, an gira alelo alela, pien i yore luŋ, onyo i goba aŋar iyi ateni, otye ka rabo pi Kricito.
PHP.1.19	Eyo, pwod dok abino lelo. Pien aŋeo aber ni, pi kwacwu kede pi kony ame ya i baŋ Cuny Acil a Yecu Kricito, bino miyo abwot oko. 
PHP.1.20	Pien mitta kede genna adwoŋ tye ni, lewic mom bino maka i ginnoro, ento ni abino kelli Kricito kwogo i koma-ni kede tekcuny adwoŋ, i kare man acalo i kare luŋ, kadi akwo onyo ato. 
PHP.1.21	Pien i tuŋ baŋa, bedo kwo en Kricito, aco to mio anwoŋo agoba. 
PHP.1.22	Ka abedo kwo i kom, ticca bino medde nya; cite mom aŋeo gin ame abino yero. 
PHP.1.23	Kwanyo acel i kin aryo-ni ocuŋo wia oko. Mitta tye ni kono ato me abed wan i Kricito, pien mano en ame ber akato meicel. 
PHP.1.24	Ento bedo kwo i kom mitte meicel pirwu. 
PHP.1.25	An aniaŋ i man, omio doŋ aŋeo ni, pwod abino bedo, dok abino ri baŋwu ducu me imedde wunu anyim, ibed wunu kede yomcuny i iyeewu. 
PHP.1.26	Mano bino miyo wakerewu pira i Kricito Yecu bino bedo adwoŋ meicel, ka dok adwogo baŋwu.
PHP.1.27	Gin a pire dit keken en ene ni, kite me kwowu myero rwatte kede gin ame amut aber i kom Kricito mito, me kadi abino ate nenowu, onyo abedo teŋe, awinyo kop i komwu, myero aŋe ni, icuŋ wunu atek i cuny acel kede tam acel, kun ilwenyo wunu karacel pi iyee ame bino pi amut aber. 
PHP.1.28	Kur iweku okworwu pot cunywu i ginnoro ducu. Man en anyut a cimmigi kannaler ni gin obino rwenyo odoco, cite nyuttiwu ni obino larowu; mano gire ya i baŋ Obaŋa. 
PHP.1.29	Pien en omiowu winyo pi Kricito, mom winyo me ye en keken, cite dok winyo me neno can pire. 
PHP.1.30	Idonyo wunu i kit romo a rik ineno wunu i koma, dok daŋ aman iwinyo wunu ni pwod atye iye.
PHP.2.1	Pi mannono, ka inwoŋo wunu tekcunnyoro pi bedo i Kricito, onyo marroro ame mio idio wunu cunywu, onyo notte moro i Cuny Acil, onyo cunnyoro me kica ame mio itimo wunu jo ocele ber, 
PHP.2.2	mi wunu doŋ yomcunya cobere aber kit man: bed wunu i tam acel kede mar acel, kun inotte wunu i cunywu, tamwu daŋ bed acel. 
PHP.2.3	Kur itim wun ginnoro pi laro dito onyo pi wakere awaka nono, ento bed wunu kede mwolo, kun ŋat acel acel tero awottere acalo en dano adit akato en oko. 
PHP.2.4	Kur itam pi gin ame konyo ka yin keken, cite tam pi gin a konyo jo ocele. 
PHP.2.5	Bed wunu kede cuny a rom i en a rik Kricito Yecu obedo kede. 
PHP.2.6	Iyi epone mere rik en Obaŋa ikome, cite mom olido bedo rom kede Obaŋa. 
PHP.2.7	Ojalo mano ducu, te tero kite ma opii, ote nywale acalo dano. 
PHP.2.8	Ka doŋ opello i cal dano, omwolle gire kene, obedo awiny naka i to, naka atot i to me yataria. 
PHP.2.9	Pi mannono, Obaŋa omie dit amalo meicel, dok daŋ omie nyiŋ a tye malo akato nyiŋ ocele luŋ, 
PHP.2.10	me wek gin ducu a tye i polo kede i lobo, anaka gin ducu a tye piny i te lobo, rum coŋgi piny me woro nyiŋ Yecu, 
PHP.2.11	leb luŋ otuc daŋ ni, Yecu Kricito en Rwot, kun kelli Obaŋa Papo kwogo.
PHP.2.12	Pi mannono, wun ame amaro, pien wun ibedo wunu rik iwinyo wunu doga i kare luŋ ka pwod abedo baŋwu, myero ibed wunu kede winy ame okato kare amanni ame doŋ atye bor kedwu. Cob wunu tic me larrewu kenwu i lworo kede myelkom, 
PHP.2.13	pien Obaŋa en ame tye atic i yiwu kun miowu mit kede teko me tic, me iyom wunu cunye.
PHP.2.14	Ti wunu tic ducu aboŋo ŋuŋura moro onyo pyem, 
PHP.2.15	me ibed wunu aboŋo kopporo a loowu, ame balloro daŋ mom i yiwu, otino Obaŋa ame roccoro pe i komwu i akina Iwagi jo ogom ame oballe oko. Itye wunu ka ryeny i lobo iyi akina jo bala acer, 
PHP.2.16	pien imako wunu kop me kwo doŋ atek. Mano bino miyo awakere i nino a Kricito ni, mom rik aŋweco nono, dok daŋ mom alolle nono. 
PHP.2.17	Kadi bed oony remona, te bedo acalo gin ame oonyo i wi keno lam, kun iyeewu kede ticwu baŋe bedo acalo mot ame oŋolli Obaŋa, an gira yia yom, daŋ anywako yomyia kedwu luŋ. 
PHP.2.18	Amannono, wun daŋ myero yiwu bed yom, dok lel wunu karacel keda.
PHP.2.19	Atye i gen i Rwot Yecu me cwalo Temoteo baŋwu oyot, me awiny kite itye wunu kede; mano bino cukoro cunya an daŋ. 
PHP.2.20	Mom dok atye i ŋattoro ocele a tye i kite cuny a en tye kede, ame twero paro pirwu ateteni bala en. 
PHP.2.21	Jo ocele mere luŋ paro ka gin a makogi keken, mom oparo pi gin a mako Yecu Kricito. 
PHP.2.22	Kite a Temoteo onyuto kede konnyere, mano iŋeo wunu aber. En kede an calo papo kede wode; wan onotte kede i tic karacel pi amut aber. 
PHP.2.23	Pi manno, atye i gen me cwale baŋwu oyot, tekki aniaŋ kite a piny tye awot kede i tuŋ baŋa. 
PHP.2.24	Dok daŋ atye i gen i Rwot ni an ikoma abino tuno baŋwu i kare a mom bor.
PHP.2.25	Aneno daŋ ni myero acwal baŋwu ominna Epaprodito, ame en atic wadwa ame olwenyo karacel keda, a rik iore wunu baŋa pi konya i pekona. 
PHP.2.26	Pien wun ducu ibedo muye wunu, dok cunye obedo ka ton atek, pien rik iwinyo wunu ni kome lit. 
PHP.2.27	Ateteni, kome rik obedo alit, ame daŋ obwot to oko. Ento Obaŋa otimme ber; mom en keken, anaka an daŋ, me kur medda cwercuny i kom en ocele ca. 
PHP.2.28	En gin omio atye i mit adwoŋ me cwaye baŋwu me ilel wunu me nene doki, an daŋ mom doŋ abed i cwercuny adwoŋ, 
PHP.2.29	jole wunu i Rwotwa kede yom a yiwu luŋ; ket wunu kwogo i kom jo a cal i en.
PHP.2.30	Pien rik en ojalo kwo mere te buco to oko pi tic a Kricito, me tyeko gin orem i kom kony ame imia wunu.
PHP.3.1	Me agikki mere omegona, lel wunu i Rwot. An me nwoyo coyiwu gin a rik koŋ acoyiwu, mom ola gira, dok daŋ twero geŋowu poto i kan arac. 
PHP.3.2	Yab waŋwu i kom gwogi-nu, ame gin otim tim areco, oŋol dul kom jo. 
PHP.3.3	Pien jo olirre me ateteni gire wan, wan ame oworo Obaŋa i Cuny Acil, dok owakere i Kricito Yecu, kun mom otye i gennoro i kom i oko. 
PHP.3.4	Kun kono an ikoma daŋ aromo bedo i gen, ka ŋattoro tamo ni eromo bedo i gen i kom i oko, an aloc gira. 
PHP.3.5	Olira a doŋ atyeko nino aboro me ditta, rokka jo Icrael me i atekere a Benjamin. An a dano me Eburania ikome, jo Eburania en onywala, i kop a dok i kom cik a Muca, an abedo Aparicayo. 
PHP.3.6	Kop a dok i kom keto cuny, rik awuno lwak oye Yecu awuna. Kop a dok i kom kite atira ame ocuŋ i kom gwoko cik, rik kopporo gire mom i koma. 
PHP.3.7	Ento ginnoro ducu a yam atamo ni konya, onyoni doŋ aterogi acalo gin a konnyere mom, pi Kricito. 
PHP.3.8	Ateteni, tye ginnoro aber ame okato meicel, en iŋeyo Rwotta Kricito Yecu, ame omio atero jami luŋ acalo gin a konygi mom. Pire an adoko acan jami luŋ, dok aterogi acalo gin obedo yugi, me aluny nwoŋo Kricito, 
PHP.3.9	me nwoŋa anotte karacel kede en. Mom atye i kite atira ame mega an ikoma, mom en a bino pi cik, ento kite atira ame onwoŋo pi ye Kricito, en ame oya i baŋ Obaŋa ikome dok ame omio pi iyee. 
PHP.3.10	Amito aŋe Kricito, kede teko ame ocere kede; amito nywako can a en okanyo, adok acalo en obedo kede i to mere, 
PHP.3.11	me ka twerre atun naka i cer iyi akina a jo oto.
PHP.3.12	Mom akobo ni atyeko nwoŋo, onyo ni doŋ awok oko, cite amedde wot anyim kun atemo mako pira kena gin ame Kricito Yecu doŋ omaka pire. 
PHP.3.13	Omegona, an mom atamo gira ni doŋ atyeko mako; tye ginnoro acel keken: wia bedo will i gin okato i ŋec, kun alaro gin a tye i nyim acalo dano ame obuto i ŋwec. 
PHP.3.14	Aŋweco anyim kun akemo tol, me anwoŋ mot, en lwoŋo ame Obaŋa tye alwoŋowa kede malo i Kricito Yecu.
PHP.3.15	Wan jo luŋ ame ocwiny ber obed wunu i kodi tammono; dok daŋ ka tamwu opokere oko i kopporo, Obaŋa bino yabbiwu man daŋ. 
PHP.3.16	Gin a mitte keken, myero imedde lido wunu atek yo a doŋ ityeko tuno wunu iye.
PHP.3.18	Abedo kobbiwu tyen apol ata, dok daŋ anwoyiwu tin kede pigwaŋa ni, tye jo apol ame kwogi omiogi obedo okwor me to a Kricito i kom yataria. 
PHP.3.19	I agikki mere, jo-nono bino rwenyo odoco, pien obaŋagi en yigi, gin onwoŋo kwogogi i gin a myero migi lewic, tamgi kwako ka gin me loba man. 
PHP.3.20	Aco wan pacowa adwoŋ tye i polo; wan otye okuro Alarwa ame aya i kuno, en Rwotwa Yecu Kricito. 
PHP.3.21	En bino loko komwa, arecoreconi doko acalli kome me kwogo, kun tio kede teko mere ame mie twer me kela jami luŋ aluŋa i te loccere.
PHP.4.1	Pi mannono, cuŋ wunu atek i Rwot amanno, omegona ame amaro dok ame aparo meicel, pien ibedo wunu yomcunya kede tokka me kwogo, owotena.
PHP.4.2	Yin Eudia kede yin Cuntuke, akwaowu ba, bed wunu i cuny acel i Rwot. 
PHP.4.3	Yin atic wadwa me ateni daŋ, kony mon-ni ba, pien gin oromo karacel keda pi amut aber, karacel kede Kelementi daŋ kede otic wadwa ocele luŋ, ame nyiŋgi doŋ ocoo oko i buk me kwo.
PHP.4.4	Lel wunu i Rwot kare luŋ. Dok anwoo ni, Lel wunu. 
PHP.4.5	Weku jo luŋ ŋe mwolowu. Rwot doŋ ceggi. 
PHP.4.6	Kur ipar wunu ginnoro, cite i kop ducu mi kwacwu ŋeye baŋ Obaŋa i lega kede i bako dog, karacel i pwoc daŋ. 
PHP.4.7	Mio kuc Obaŋa ame kato ŋec a jo luŋ bino gwoko cunywu kede tamwu aber i Kricito Yecu.
PHP.4.8	Me agikki mere, omegona, ket wunu tamwu i kom kop acalo magi: gin ducu a tye ateni, gin ducu a romo awora, gin ducu a tye atira, gin ducu ame cil, gin ducu amwonya, gin ducu ame opwoo, ginnoro keken ame ber meicel, ame porre apaka. 
PHP.4.9	Ti wunu gin a nwaŋ ipwonyo wunu, igamo wunu, iwinyo wunu dok ineno wunu i baŋa: eka Obaŋa won kuc bino bedo kedwu.
PHP.4.10	An alelo atek meicel i Rwot pien aman dok iparo wunu pira kit a yam con. Kono iyi ateni mere mom iweko wunu paro pira, ento kare me konya en obedo peyiwu. 
PHP.4.11	Dok daŋ pe akoko can, pien an doŋ apwonyere ni, gin ame atye kede roma gire. 
PHP.4.12	Aŋeo bedo i gin anok kede bedo i gin abup. Adonyo i dul a jo a ŋeo bedo i ginnoro a binnigi i kare moro keken, yeŋ atek ateka onyo kanyo kec, bedo i lonyo abup onyo bedo kede can. 
PHP.4.13	Atwero jami luŋ aluŋa pi Kricito ame mia teko.
PHP.4.14	Ento wun rik itimo wunu ber me notte keda i peko ame odia. 
PHP.4.15	Dok wun jo Pilipi iŋeo wunu aber ni, ka rik aya i Makedonia i ageyi rabo amut aber, mom tye Iwakkoro i akina jo oye Rwot ame onotte keda i yo man me miyo kede gamo mot, kono ka wun keken. 
PHP.4.16	Anaka i kare ame atye i Tecalonika icwaya wunu kony a mitte kom tyen aryo twal. 
PHP.4.17	Mom ni mano cunya tye i kom mot, ento atamo pi nyayo agoba ame obino kwanniwu. 
PHP.4.18	Agamo gin imia wunu ducu, kun dwoŋ ame okato kare. Oromo doŋ aber, pien Epaprodito otyeko miya mot ame icwao wunu. Obedo gin a ŋwece kur, acalo gin ame oŋolli Obaŋa, a en ojolo, a yomoro yie. 
PHP.4.19	Obaŋana bino miyowu gin luŋ ame orem i baŋwu, kun kwanyo iyi lonyo mere me kwogo adwoŋ a en tye kede i Kricito Yecu. 
PHP.4.20	Kwogo bed baŋ Obaŋa Papawa nakanaka. Amen.
PHP.4.21	Mot wunu jo Obaŋa luŋ i Kricito Yecu. Omegowa a tye karacel keda daŋ omotowu. 
PHP.4.22	Jo Obaŋa luŋ omotowu, akato mere jo me ot a Kaicari. 
PHP.4.23	Winyo a Rwotwa Yecu Kricito bed kede cunywu.
COL.1.1	Waraga man oya i baŋ Paulo ame en akwena a Yecu Kricito pi mit Obaŋa, kede i baŋ ominwa Temoteo.
COL.1.2	Baŋ jo Obaŋa kede jo a genne i Kolocai, a tye i Kricito:
COL.1.2	Obaŋa Papa wa miwu winyo kede kuc.
COL.1.3	Wan opwoo Obaŋa Papa a Rwotwa Yecu Kricito kare luŋ ame okwao pirwu. 
COL.1.4	Pien wan owinyo pi iyeewu i kom Kricito Yecu kede pi marwu baŋ jo Obaŋa luŋ. 
COL.1.5	Mannono luŋ obino pi gin igeno wunu ame okano pirwu i polo, a rik iwinyo wunu pire con i kop me ateni, ame en amut aber 
COL.1.6	ame obino baŋwu. Tye daŋ a nyayo nyige kede doŋo i wi podo luŋ i kite acellono, acalo tye atiye baŋwu, cakere i nino ame iwinyo wunu kede, eka ite niaŋ wunu i kica Obaŋa iyi ateni, 
COL.1.7	kite a rik Epapira opwonyowu kede, ame en amiro wadwa ame omaro. En akony tic a Kricito pirwa ame genne. 
COL.1.8	En daŋ ame otittiwa pi mar ame itye wunu kede i Cuny Acil.
COL.1.9	Cakere i nino ame owinyo iye pire, wan okwao Obaŋa pirwu a mom okeŋ, kun okwao ni iniaŋ wunu odoco i gin a en mito, kun ibedo wunu i ryeko kede niaŋ ducu ame Cuny Acil mio. 
COL.1.10	En konywu, kwowu obed a myero baŋ Rwot, ame yomoro cunye odoco, kun itio wunu kwone tic luŋ abeco, dok daŋ imedde wunu i ŋeyo Obaŋa. 
COL.1.11	Obaŋa jiŋwu kede teko luŋ ame rwatte kede twerrere me kwogo, me ikanyakino dok idi wunu cunywu i yore luŋ i yomcuny. 
COL.1.12	Mi wunu pwoc baŋ Obaŋa Papo ame omiowa twer me nywako jami ame bedo i lero, ame en bino miyo jo mere acil. 
COL.1.13	En olakorowa oko iya i te bwoc a piny acol, eka te kobowa i te loc a Wode ame emaro. 
COL.1.14	Lakorowa i bal kede weko balwa ya i baŋe.
COL.1.15	Kricito obedo cal ame nyuto Obaŋa a mom nen, atin kao me gin Obaŋa oketo luŋ; 
COL.1.16	pien jami luŋ aluŋa rik oketo pi twerrere, gin a tye i polo kede gin a tye i wi lobo, gin a nen kede gin a mom nen, naka wegi kome me loc kede wegi dito, kede oloc, kede wegi twer. Jami ducu rik oketo pi twerrere dok daŋ pire. 
COL.1.17	En ame okwoŋo nyim jami luŋ aluŋa, dok daŋ i en jami ducu onotte karacel. 
COL.1.18	En wic, lwakjo oye en obedo kome. En obedo ageyi, en ogeo ya i akina jo oto, me en tel yo i kin jami luŋ. 
COL.1.19	Pien Obaŋa i kite ame en tye kede i yore luŋ oye bedo i en; 
COL.1.20	dok daŋ oye dwoggo jami luŋ baŋe i Kricito, gin ame tye i wi lobo kede gin ame tye i polo, kun okelo kuc pi remo me to mere i kom yataria.
COL.1.21	Wun rik ipokere wunu oko kede Obaŋa, rik wun okworrere i tamwu, kun itimo wunu tim areco. 
COL.1.22	Cite aman doŋ pi to a Wode ame rik odoko dano, en odwoggowu oko baŋe, me ekelwu i nyime ame icil wunu, dok daŋ itye wunu aboŋo balloro i komwu, ame kopporo arac mom i komwu. 
COL.1.23	Medde bedo wunu kede iyee, kun icuŋ wunu ikiŋ, dok imoko wunu a mom ileŋere i gen me amut aber ame iwinyo wunu, ame orabo baŋ ginaketa luŋ a tye i te polo, dok daŋ ame an Paulo rik adoko atic pire.
COL.1.24	Aman an gira alelo alela i can ame aneno pirwu, pien pi rem ame an atye akanyo i koma, akonyo me tyeko gin ame orem i can a Kricito pi kome, ame lwak jo oye en. 
COL.1.25	Pire an rik adoko atic ame konyo lwak man pi tic ame Obaŋa omia pirwu, me miyo kop Obaŋa ŋeye odoco. 
COL.1.26	En muŋ ame okanne pi kare alac baŋ lwagi jo apol ata, ento aman doŋ Obaŋa omio onen oko kannaler baŋ jo mere.
COL.1.27	Obaŋa gire i mittere kene otamo me miyo jo mere ŋeyo kit ame muŋ man pire dit kede iyi akina Orok, dok me kwogo adwoŋ. Muŋŋono ene, ni, Kricito tye yiwu; mano mio ibedo wunu kede gen me nywako kwogo Obaŋa. 
COL.1.28	Wan orabo pi Kricito kun okwenyoro jo ducu, dok daŋ opwonyo jo luŋ i ryeko ducu, me okel dano acel acel i nyim Obaŋa ame ocwiny i Kricito. 
COL.1.29	Man en gin omio alolle atek, kun akanyakino kede teko mere adwoŋ a tye atic i yia.
COL.2.1	Amito iŋe wunu kite ame an akanyakino kede i tic pirwu kede pi jo a tye i Laodikia, naka jo luŋ ame mom ru oneno waŋa. 
COL.2.2	Atimo amannono me cunygi bed tek dok wek gin onotte karacel i mar. Amito gin bed acalo olonyo pi kop ame odonyo atut i cunygi, omio gin oniaŋ aber, daŋ gin oŋeo muŋ Obaŋa ame en Kricito ikome, 
COL.2.3	ame en Obaŋa okano iye lonyo mere luŋ me ryeko kede ŋec. 
COL.2.4	Akobo man me ŋattoro kur rwenywu kede pyem me goba goba. 
COL.2.5	Pien kadi an mom atye kedwu i kom, ento atye kedwu i cuny kun alelo me neno kite ame iwoto wunu kede aber i kop luŋ, kede iyeewu ame ocuŋ atek i kom Kricito.
COL.2.6	Acalo doŋ igamo wunu Rwot Yecu Kricito, myero doŋ ibed wunu i en. 
COL.2.7	Mi Iwitwu dony atek i kome, bed wunu acalo ot ogero i kome, kun icuŋ wunu atek i iyee acalo rik opwonyowu, kun pwocwu medde ameda.
COL.2.8	Gwokere wunu me kur ŋattoro yakwu oko kede tam me ryeko onyo bwolloro a tere mom, kun lubo pwony oya i baŋ kwaro kede pwony ajogi acon me wi podo, ento kun mom olubo Kricito. 
COL.2.9	Pien i kome en Kricito, Obaŋa doŋ opoŋo iye kite a en tye kede i yore luŋ, 
COL.2.10	wun daŋ doŋ ipoŋ wunu i kwo i kite luŋ i Kricito. En obedo awi oloc kede wegi twer ducu. 
COL.2.11	I Kricito daŋ doŋ rik olirowu oko kede alira mere ikome; mom iyi alira ame ciŋ dano otio i komwu, ento pi kwanyo oko i komwu kwo me anywalli me kom, acalo igonyo wunu boŋo. 
COL.2.12	Dok i kare me batijawu rik oyikowu karacel kede Kricito, eka daŋ ite cer wunu oko karacel kede pi iyeewu i kom tic Obaŋa atek ame rik ocero kede Yecu Kricito iyi akinajo oto.
COL.2.14	Waraga me bannyi ame ocoo i wiwa pi cik a rik omio kop oloowa, en oweo gire oko; ocwao oko teŋe kun oguro oko i kom yataria. 
COL.2.15	Kricito doŋ omao jami me romo oko i baŋ jogi ame oloc kede wegi twer, kun ŋatte kannaler i kom yataria ni doŋ eloogi.
COL.2.17	Magu luŋ obedo ka tipo keken me gin ame bino bino, ento kom ginnono ikome tye baŋ Kricito. 
COL.2.18	Kur daŋ ŋattoro ŋol ni kop oloowu kun mito ni jo mwolle kengi goba kun oworo omalaika, kun ocuŋ ka i kom anyuttogo ame eneno. Kodi jo-nu yeyea nononono aboŋo tere, kono ka i tamgi me dano keken, 
COL.2.19	ento kun mom olido Kricito ame en wic, ame kom luŋ aluŋa pitte baŋe, dok notte karacel i waŋ nyoo mere kede i ler, eka te doŋo i kite ame Obaŋa mito ni doŋ kede.
COL.2.20	Ka wun rik ito wunu oko karacel kede Kricito, eka ote gonyowu oko i te loc a jogi acon me wi podo, kara piŋo pwod dok imedde bedo wunu acalo jo me lobo, kun igwoko wunu cik acalo magi? 
COL.2.21	“Kur imak, kur ibil, kur igud.” 
COL.2.22	Magu luŋ obedo cik kede pwony a dano, ame mako ka jami ame tum oko ka otio kedgi. 
COL.2.23	Ateni, cik magi nen bala tye iye ryeko pi keto cik me woro Obaŋa ame iroto wunu kenwu, dok pi mwolle ken, me topo kom i can; ento mom konyo kadi acelloro me loyo mit me kom.
COL.3.2	Ket wunu cunywu i kom jami a tye malo i polo ento mom i kom jami me lobo. 
COL.3.3	Pien rik ito wunu oko, kwowu aman doŋ okano oko karacel i Kricito baŋ Obaŋa. 
COL.3.4	Ka Kricito ame en obedo kwowa bino nen, wun daŋ ibino nen wunu i kwogo karacel kede.
COL.3.5	Pi mano, nek wunu doŋ oko gigi mogo me lobo a tye i yiwu: coco, caro, mit me kom, agoma yic arac, kede woro me jami; pien woro me jami rom aroma kede woro cal jogi. 
COL.3.6	Akemo Obaŋa bino pi kodi timmono i kom jo a mom winyo doge. 
COL.3.7	Kodi tim-mi wun daŋ rik ibeo wunu iye i kare a gin obedo kit kwowu ikome. 
COL.3.8	Ento aman doŋ bol wunu magi luŋ oko; akemo, kecyic, raccuny, ayet, kede kop me lewic myero kur winyere i dogwu. 
COL.3.9	Kur ibwolle wunu dok kenwu kenwu, pien doŋ ityeko wunu gonyo oko kwowu me anywalli kede timmere, 
COL.3.10	ite ruko wunu dano anyen ame Acwec tye a roco i ŋec anyen me dwoko i callere. 
COL.3.11	Kannono mom dok bedo iye apokapoka i kin jo Grik kede Ojudaya, ŋat oliro kede a mom oliro, amyere moro a mom ŋeo leb, rok odoŋ cen, opii, kede ŋat a loye kene, pien Kricito ojoo gin luŋ, dok daŋ tye i gin luŋ.
COL.3.13	Di wunu cunywu ŋat acel acel i kom awottere, kun itimo wunu kica i akinawu kenwu i kom balwu. Ka ŋattoro i akinawu tye kede kopporo i kom ŋat ocele, timere kica i kom bal myero bed tye acalo Rwot otimowu kica. 
COL.3.14	Ento akato magu luŋ, ruk wunu mar. Mar keken en atweo jami luŋ, noto karacel ame owok aber. 
COL.3.15	Mi wunu kuc a Kricito ame rik olwoŋowu iye i kom acel, olo cunywu, eka ite bedo wunu jo a mio pwoc i kare luŋ. 
COL.3.16	Kop a Kricito myero bed i yiwu aber odoco ka ipwonyere wunu kenwu kenwu dok ijukere wunu i ryeko luŋ ame Obaŋa omiowu. Dok daŋ ka iwero wunu jabuli, wer me pako Obaŋa kede werrogo ocele me dini, wer wunu baŋ Obaŋa kede pwoc i cunywu. 
COL.3.17	Gin luŋ ame itio wunu i kop onyo i timmogo, ti wunugi luŋ i nyiŋ Rwot Yecu, kun imio wunu pwoc baŋ Obaŋa Papo bea baŋe.
COL.3.19	Aco wun co, mar wunu monwu, wek wunu kolo i komgi bedi. 
