MAT.1.1	Dabíii, Aavaráaa, íjcyámútsiúvúj tsɨɨménémúhaabéhjáa Jetsocríjtó íjcyáábé ɨhdé múnáaúvú ílluúme:
2TI.1.11	Aane íñe úwááboobéré ó pehíjcyá jodíómú íjcyátúmeke okée Píívyéébe níwaavédújuco. 
2TI.1.12	Aabe tééné déjúcotu páhduváré nénéhjɨri o ɨ́cúbáhrámeíyoobe tsá o núcójpɨ́vetú dííbyedívú o cátsɨ́páávénema. Muurá ó waajácú oke dibye pɨ́ááboíñé tsiiñe Jetsocríjtó tsááiñévújuco.
2TI.1.13	Ahdícyane ímíñeúvú dííbyé uwááboju cáhcújtsóne duráávyé muhdúhjáa uke o úwaabódu. Ááne pamévakéré wajyu Críjto meke wájyudu. 
2TI.1.14	Aabe óvíi Píívyéébée uke ityújkevéélléne níwáávéné wákimyéí ímíñeúvú ú meenú dííbyé Apííchó mépañe íjcyane uke pɨ́áábóneri.
2TI.1.15	Áánetúu Áátsiá iiñújɨ́ cahcújtso múnáadítyú tsaate oke náhbénuhíjcyarómé óhdityu péémema téhdure Pijééromútsí Hemóójenémá pééhií. Aane muurá tsúúca ú waajácúhi. 
2TI.1.16	Áánetúu Onetsííporo píváijyúvá oke aahɨ́vejé ‘bohɨ́bóhɨúvú’ cúvéhóójari o íjcyane núcojpɨ́llétuubére. Áábedi óvíi Píívyéébe ɨɨ́dáátsóvéne pɨ́aabó panévatúré pámeekéré ɨ́ɨ́tsɨ́ɨ́mema. 
2TI.1.17	Ííllevúhjáa Róómávu wájtsɨɨbe íjcyátútsihdyu oke néhcoobéré ipyéhíjcyáné nɨ́jcaúvú ájtyúmɨté cúvéhóójari o íjcyáábeke. 
2TI.1.18	Aane muurá uure ú waajácú muhdúhjáa meke dibye pɨ́áábohíjcyáné Éépetsórí meíjcyámútsikye. Ahdu óvíi dííbyeke Píívyéébe pɨ́aabó Ávyéjuube Jetsóó itsáácooca tsaímíyé dííbyeke iújcuki.
2TI.2.1	Aane ovíi Píívyéébe uke pɨ́aabó íñe Críjtoke mecáhcújtsónéjcutu u ɨ́htsútúúveki, Llihíu Timotéoj. 
2TI.2.2	Aabe ihdyu muhdúhjáa mítyáméj pɨɨnévú o úwaabóné u wáájane tsíjtyeke ímíñeúvú duwáábó téhdure diityéréjuco iúwáábo tsíjtyeke.
2TI.2.3	Ááné wákimyéiyi u ɨ́cúbáhrámeíyonéhjɨ́ imíchi díícyáne daabúcuhíjcyá diibyéjuco Jetsocríjtó wákimyéi múnáajpi u íjcyaábe. 
2TI.2.4	Tsá muurá tsodáhó iímillédú íjcyatú pevéjté íjcyadu. Muurá ihdyu íavyéjuube muhdú néhdújuco dibye íjcyane. 
2TI.2.5	Muurá tsáne ɨ́ɨ́curi ímíñeúvú ɨ́ɨ́cutúmé tsá tééne áhdó újcutúne. 
2TI.2.6	Áánetu úmɨhéneri wákímyeímyé ibájtsó kéémécooca ujcú tééne tájpí iíjcyaki. 
2TI.2.7	Íllu íñe uke o néhijcyáné cáhawáá ímíñeúvú dɨjtso Píívyéébe páneere úhdivu ibóhówájtsoki.
2TI.2.8	Cáhawáá dɨjtsúcunu muhdúhjáa Jetsocríjtó mɨ́amúnáá icyánéjcutu Dabíiúvúj tsɨɨménémúhaabe íjcyaabe ɨdsɨ́jɨ́vétsihdyu tsiiñe bóhɨɨ́ne. Áábedítyú íjcyáné uwááboju íñe méúwáábohíjcyá pajtyéteju. 
2TI.2.9	Ááné hallútú muurá éhne múúne dsɨ́jɨvétso múnáájpikye icyúvéhoojánúdú oke mɨ́amúnaa cúvéhoojánuube ó ɨ́cúbáhrámeíhijcyáhi. Árónáa tééné uwááboju tsúúca pahúllevávúré tsújaavéné tsá múha muhdú méénúítyuróne. 
2TI.2.10	Áánéllii o ɨ́cúbáhrámeíyonéhjɨ́ ó aabúcuhíjcyá Píívyéébée újcúmeke o úwáábo múijyú muhdú íjcyáityúmeréjuco Jetsocríjtoj tééveri ipájtyetéki.
2TI.2.11	Íllu muurá nééne ɨ́mɨáánéjuco:
2TI.2.11	Críjtoke mecáhcujtsómé medsɨ́jɨ́vécooca ɨ́ɨ́né imíjyaú dííbyema meíjcyaáhi. 
2TI.2.12	Áhdure meɨ́cúbáhrámeíyonéhjɨ́ maáábúcúhajchíí dííbyema máávyéjúúteéhi. Áánetu dííbyeéjté meíjcyane metóónúmeíhajchíí téhdure tóónúiibye ihñéjté meíjcyaróne. 
2TI.2.13	Muurá múhdurá medárɨ́ɨ́vémeíyónáa iíjcyadúré ɨ́mɨáábé iíjcyánéllii meke pɨ́áábohíjcyaábe.
2TI.2.14	Áánéllii ímíñeúvú duwáábó mɨ́amúnáake Ávyéjuube Jetsóó mémeri ditye átéréénéhjɨri ityáhjájcatsíjyúcóótuki. Muurá ténéhjɨri íllure tútávátsohíjcyámé ɨ́mɨá uwááboju lléébóíyómeke. 
2TI.2.15	Áánetu ɨ́mɨá uwááboobe u íjcyaabe ímíñeúvú dúwáábohíjcyá ɨ́mɨá uwááboju ɨ́ɨ́nerí núcójpɨ́vétuubéré Píívyéébedívú u úújetéki. 
2TI.2.16	Átéréenéhjɨ́ ditye úbállécatsíhíjcyáneri dɨ́ɨ́cúvedíñe. Muurá ténéhjɨri éhnííñevu iiye tútávátsámeíhijcyáme. 
2TI.2.17	Ááné uwááboju muurá mɨ́amúnáadi tsújaavéné íllure diityéké tútávátsohíjcyá éhne múúne cheme méjpííyi llíyaaténé meke tútávajtsódu. Muuráhjáa Himenéomútsikye Piréétoma tééné uwááboju tútávajtsóhi. 
2TI.2.18	Aamútsí muurá nehíjcyá meeva medsɨ́jɨvémé tsiiñe mebóhɨ́júcóóityúne. Ááneri cahcújtso múnáake tsíñejcúvuréjuco dityétsí ɨ́búwátsohíjcyáné tsíhdyuréjuco iúwáábóneri. 
2TI.2.19	Árónáa méwaajácú íllu tene nééneé: “Píívyéébe waajácú ihñéjteke.” Áhdure nééneé: “Pámeere Críjtoéjté tsáhájuco ímityúné méénúítyuróne.” Ehdu Píívyéébé waajácúháámɨtu nééneé.
2TI.2.20	Muurá tsájá pañe tsá apááñéré ɨ́mɨááné wáábyuta óórótuú, tsɨ́tsɨ́ɨ́né uwáñewáánetuu, méénúmeíñé lliyíhllóné íjcyatúne. Téhdure muurá ijcyáné átéréénéhjɨ́ wáábyuta úméhetuu, núpájkityuu, méénúmeíihllójɨ. 
2TI.2.21	Ahdu muurá ímítyunéhjɨ́ méénújúcootúmé ɨ́mɨáámeréjuco íjcyámej tééveri Píívyéébe meenú íwákimyéi.
2TI.2.22	Ahdícyane ihdyu dɨ́ɨ́cúvedí ováhtsámú ɨ́ɨ́búwatu ímítyúné ɨ́jtsaméí tsíñáávehíjcyáneri. Ɨ́mɨáábéré díícyáne ímíñeúvú duráávyé u cáhcújtsojɨ́jto. Ááne pamévamáyé wajyújcatsi múhdumé ɨ́mɨááméré iíjcyáne dííbyedi tsúúrámeíhíjcyámema ɨ́búwajɨ́ɨ́ ámuha meíjcyaki. 
2TI.2.23	Tsá múu ɨ́ɨ́cúvetú átéréénéhjɨri mɨ́amúnaa táhjácatsíhíjcyáneri. Muurá ú waajácú téeménéhjɨ́ nɨ́jkeváné úhbajcátsivúréjuco. 
2TI.2.24+2TI.2.25	Tsá tene ímityú Píívyéébé wákimyéí méénume úhbájcatsíñe. Pamévamáyé ɨ́mɨááméré iíjcyáne aabúcuhíjcyáiyá ímítyunéhjɨ́ íjcyaróne. Ɨ́mɨááméré mítyájkímyeítyúmé chooco úwáábóiyá tsaate ímityúné íjcyámeke Píívyéébé pɨáábori ditye iímíjpyeténe iwáájácu ɨ́mɨá uwááboju. 
2TI.2.26	Ááne ditye iíjchívye Naavéné hójtsɨ́ pañétú iímillédú dibye diityéké dárɨ́ɨ́vehíjcyánetu.
2TI.3.1	Áánetu wajácútsi díícyaco. Muurá nihñéétsihvúré páneere tsíhdyuréjuco cápáyóóvéíñé úmɨ́wari mɨ́amúnaa ímityúné íjcyaáhi. 
2TI.3.2	Imílleímyé tsaímíyé iíjcya mítyane ɨdsɨ́ɨ́dsɨ́váiyóne. Mítyákímyeíhíjcyaímye. Ááne nehníwu Píívyéébedítyú iíhjyúváne dííbyeke meúráávyejɨ́jtó tsá ditye ávyejúúlléityúne. Áhdure tsá ditye cáánimu íjcyárómeke ávyejúúlléityúne. 
2TI.3.3	Tsá muucá ditye wájyúityúne. Mɨ́amúnáadi nehníwu ihjyúvahíjcyaímye. Ímítyúnéhjɨri úmúúpívyehíjcyaímye. Íllure tsaríllehíjcyaímye páneere ɨ́mɨááné íjcyane. 
2TI.3.4	Iñáhbévahíjcyárómeke ímityúné dárɨ́ɨ́veímye. ‘Meíhméí’ nééme Píívyéébedi ɨ́ɨ́cúvetúméré iiye tsaímíyé iíjcyáíyóneri tsúúrámeíhíjcyaáhi. 
2TI.3.5	Pánehjɨ́dú dííbyeke meúráávyejɨ́jtó úráávyeímye. Árónáa tsá ditye ɨ́mɨáánetúré cáhcújtsóityúne. Áámedi tsá múu ɨ́ɨ́cúvetúne. 
2TI.3.6	Muurá téeméjtéjuco mɨ́amúnáake iáhɨ́ɨ́véne álliúré úwáábohíjcyáne. Ááneri walléémuke mútátsohíjcyámé ímityúné ɨ́ɨ́jtsaméí íjcyame ténehjɨ́ré llííñémeke. 
2TI.3.7	Aane diityé uwáábó úráávyerómé tsá múijyú wáájácúityú keená ɨ́mɨááné íjcyane. 
2TI.3.8	Tehdúhjáa muurá ápííchojtétsí Jáánémutsi Jááberémá Moitséeúvú úwaabóné ehdɨ́ɨ́vállehíjcyáhi. Ahdu nééme ɨ́ɨ́jtsaméiúvú wáájácúmeítyúmé tsá ɨ́ɨ́cúvehíjcyatú Píívyéébé uwááboju ɨ́mɨáájú íjcyáneri. 
2TI.3.9	Ároméi wájácúúvétsáméií ímityúné imyéénuhíjcyanévú diityétsíhjyáa ápííchojtétsí imyéénuhíjcyanévú wájácúúvétsámeídyu.
2TI.3.10	Áánetu ihdyu ímí tehdújuco u ícyahíjcyáné ukée o úwaabódu. Aabe muurá ú waajácú muhdú o ícyahíjcyáne, muhdú o ɨ́jtsámeíñe, muhdú Críjtoke o cáhcujtsóne, panéváré oke pájtyéronéhjɨ́ o áábúcuhíjcyáne, pamévakéré o wájyuhíjcyáne, o úwáábóné déjúcotu o ɨ́cúbáhrámeíyonéhjɨ́ o áábúcuhíjcyáne. 
2TI.3.11	Muurá ú waajácú muhdúhjáa Ajtiokíía múnaa, Icóónío múnaa, Ríítará múnaa, óhdi ɨ́cúbáhráronéhjɨ́ o áábúcuhíjcyáne. Áhdure ú waajácú muhdúhjáa Píívyéébe oke ténéhjɨtu pátyetétsohíjcyáne. 
2TI.3.12	Aane ɨ́mɨááné ɨhnáhóóné Jetsocríjtoke meúraavyéné meímillémé tééné déjúcotu meɨ́cúbáhrámeíñe. 
2TI.3.13	Áánetu ímityúmé állíu múnaa íjcyame ávyétá tútavááveréjuco méénume mɨ́amúnáake éhnííñevúré állihíjcyá muhdú ímítyúnehjɨ́vú iállítsámeíhijcyádu.
2TI.3.14	Áánetu ihdyu ímíñeúvú duráávyé ukée o úwaabóné tsúúca u wáájacúne. 
2TI.3.15	Muurá ímí tehdújuco tsɨ́ɨ́ménedítyúré u wáájacúné Píívyéébé uwááboju muhdú íwaajácúháámɨtu nééneé. Aane uke túkévéjtsóneri tsaímíyé Jetsocríjtoke u cáhcújtsoobe ú pájtyéteéhi. 
2TI.3.16+2TI.3.17	Muuráhjáa Píívyéébé uwááboju íwaajácúháámɨtu íhjyú uubálle múnaa caatúnú dííbyere túkévéjtsóneri meke tene iúwáábo keená ɨ́mɨáájú íjcyane, téhdure meke tene ityúkévéjtso keená álliúré íjcyánetu, áhdure meke tene iúwáábo múhdurá meícyahíjcyánetu meímíbáávyéne ɨ́mɨáámé dííbyema meíjcyame ɨ́mɨánéhjɨréjuco meméénuki.
2TI.4.1	Muurá Ávyéjuube Jetsocríjtó ɨ́htsútuube íjcyaabe tsiiñe tsaá pámeere mɨ́amúnaa dsɨ́jɨvéjúcóóróméhjɨma muhdú ícyahíjcyáné iímíbájchoki. Áánéllii diíbyee, Píívyéébeé, íjcyámútsí úmɨwávú uke o néé dííbyedítyú íjcyáné uwááboju paíjyuváré u úwáábohíjcya ihdícyajcóójɨ́ íjcyaróne. 
2TI.4.2	Ímíñeúvú múhdurá néérónéhjɨ́ pañe óvéhéétuubéré cáhcújtsótúmeke chooco duwáábó muhdú tene néhdújuco. Áánetu cáhcujtsójúcoorómé múhdurá ícyahíjcyámeke ɨhnáhóónécoba duwáábó ditye iímíjpyetéki. 
2TI.4.3	Muurá íjcyaíñé mɨ́amúnaa ɨ́mɨá uwááboju ɨɨ́hvéjtsóne iímíllehíjcyádú átéréénéhjɨ́ uwáábojtékeréjuco néhcoíñe. 
2TI.4.4	Aame úúbállénéhjɨríyéjuco íjcyame ílluréjuco ɨ́hvéjtsoíñé ɨ́mɨá uwááboju. 
2TI.4.5	Áánetu ihdyu ɨ́mɨáábéré díícyáne daabúcuhíjcyá ímítyunéhjɨ́ uke pájtyeróne. Ááne dúwáábohíjcyá ɨ́mɨáájú pajtyéteju mɨ́amúnaa icyáhcújtsoki. Ehdu ímíñeúvú méénuhíjcyá díwákimyéíjyuco íjcyane.
2TI.4.6	Muurá íñe tsúúca tééneri o ɨ́cúbáhrámeíhíjcyánetu ó wáyéeevéhi. Aabe wahájchotáréjuco o íjcyánetu o dsɨ́jɨ́veíñe. 
2TI.4.7	Tsúúca íñe okée Píívyéébe níwáávéné wákimyéí o méénúnetu ó nɨjkéváhi. Aabe dííbyeke o cáhcujtsóné tsá o ɨ́hvéjtsotúne. 
2TI.4.8	Áánéllii Jetsocríjtó ɨ́mɨáábé íjcyaabe tsiiñe itsáácooca tééne áhdó oke ávyéjújtsoóhi. Árónáa tsá apáábyekéré oke dibye ávyéjújtsóityúne. Pámeere múhdumé ɨ́mɨááméré iíjcyáne tsaímíyé dííbyeke téhmehíjcyámeke téhdure ávyéjújtsóiíbye.
2TI.4.9	Aane óvíjyuco ɨ́ɨ́cúi oke duhjéva. 
2TI.4.10	Muurá oke náhbénuhíjcyarómé péjucóó óhdityu. Dééma péjucóó Tetsaróónicávú ɨ́jɨ́enéré iímíllehíjcyánélliíhye. Áhdure Cretséété péjucóó Garáátsiá iiñújɨvu. Áhdure Tííto péjucóó Damáátsiá iiñújɨvu. 
2TI.4.11+2TI.4.12	Áánetúu Tííkicyóké ó wallóó Éépetsóvu. Apáábyeréjuco Róóca óhdivu cóeváne. Áánéllii uke o néé kiá Mááco íjcyáábeke u néhcóne óhdivu u tsíva oke dibye táwákimyéityu ɨpɨ́ááboki. 
2TI.4.13	Aabe néhi u tsáácooca óhdivu tsiva Tóróóavúu Cáápo jávú tátsuucójama táwaajácúhaamɨ́né o pícyoíñúne. Tsáma dábájɨ́ɨ́vedí ímichi tápañétúéhaamɨ́jɨ́ íjcyane.
2TI.4.14	Áánetu uke ó úúballé Arejáádoro ímityúné oke dárɨɨvéné éhne úwáñewáánetu panéváré méénuhíjcyaábe. Áábema ihdyu óvíi Píívyéébe ímíbajchó teéne. 
2TI.4.15	Áábeke téɨɨbúwá díícyaco. Uke mújtátsódiíbye. Muurá íñe meúwáábohíjcyáné ehdɨ́ɨ́vállehíjcyaábe.
2TI.4.16	Aanée muurá pámeere oke náhbénurómé óhdityu pééné boone ímítyúnéhjɨ́ ímibájchojté úmɨwávú o íhjyúváábeke tsá múha oke pɨ́áábotúne. Árómeke néhi tsá ɨɨná pájtyéityú tééné hallútu. 
2TI.4.17	Muuráhjáa ihdyu Píívyéébe oke pɨ́áábóneri pajtyéteju o úwaabóné tsújaavé pámeere jodíómú íjcyátúrómedívu. Áhdurée oke pájtyetétsoobe oohímyé oke dóóíyónetu. 
2TI.4.18	Aabe muurá oke panévatúré téhmeé tsaímíyé íavyéjuri dííbyema níjkyéjɨri o íjcyaki. Áábeke metsu maávyéjújtso múijyú nɨ́jkéváityúne. Ehdu teéne.
2TI.4.19	Aane óóma duubállé Píríícama Akííramútsikye o dúúruváne. Téhdure Onetsííporóké pámeere ɨ́ɨ́tsɨ́ɨ́mema ó duurúváhi. 
2TI.4.20	Téhdure uke ó úúballé Coríítovúu óhdityu Eráátó cóeváne. Áánetúu Tóróópimo chéméébeke ó pícyoíñú Miréétovu. 
2TI.4.21	Áánéllii uke o néé ɨ́ɨ́cúi úúníjyabái íjcyátúné ɨhde u tsáákií. Téhdure uke ó úúballé íílletu uke ditye dúúruváné Eobóóroo, Podéétee, Ríínoó, Cáráóódiaa, íjcyame. Téhdure pámeere tsíjtyehjɨ ménahbémú uke duurúváhi. 
2TI.4.22	Ahdícyane óvíi Píívyéébema Ávyéjuube Jetsocríjtomútsí pámeekéré ámúhakye pɨ́aabóhi. Áyu tehdújuco.
TIT.1.1	Oo Páávoro Píívyéébé ɨɨcúve múnáajpi o íjcyaabe íñe Jetsocríjtodítyú íjcyáné uwááboju úwááboobéré ó pehíjcyá dibyée tsúúca újcúmeke ditye ímíñeúvú iwáájácu téjɨjto meúraavyémé múijyú medsɨ́jɨvéjúcóóítyúne bóhɨ́ meújcune. 
TIT.1.2	Tsá muurá Píívyéébe állíuutúne. Aabée téénevu meke iájcuíñé néé tsúúcajátújuco ííñujɨ́ikyée ípívyéévétúné ɨhdéjuco. 
TIT.1.3	Ááné uwáábojúu mewáájácúíñe éévé úújetétsihvújuco muurá íñe meke dibye wáájácutsóné téénevu. Aane úwááboobéré ó pehíjcyá Mépájtyetétsoobée Píívyéébe oke néhdújuco. 
TIT.1.4	Aabe íñe íhyaamɨ ó caatúnú, uu, Tíító éllevu táuwááboríi Píívyéébeke u cáhcújtsónéllii tájtsɨɨménédú uke o ɨ́jtsúcunúúbe éllevu. Aane ihdyu óvíi pámeeke ɨɨ́daatsóllédú íjcyamútsí Mépájtyetétsoobe Jetsocríjtoma uke pɨ́aabó ɨ́búwajɨ́ɨ́ u íjcyaki.
TIT.1.5	Muuráhjáa uke ‘Créétaá’ némeíñé caapáhovu ó pícyoíñú tétsii íjcyácoomíjɨri íjcyáné cahcújtso múnáake panévatúré u pɨ́ááboki. Áhdurée uke o néé diityémá túkevéjtsotéké u méménuki. 
TIT.1.6	Aame diitye túkevéjtsojte íjcyáiyá panévatúré ɨ́mɨááméré ɨ́ɨ́netú néétsámeítyúme. Tsáápíllekéré táábáváiyóme. Áámej tsɨ́ɨ́mé cahcújtso múnaa íjcyáiyá cáánímudívú iñéétsótuki. 
TIT.1.7	Muurá túkevéjtsoobe páneere Píívyéébé icyánéjcú wákimyéí ejécunúhi. Áánéllii tééné wákimyéí méénume panévatúré ɨ́mɨááméré íjcyáiyáhi. Tsá ditye ávyéjuuháñé llííñéítyuróne. Tsá ditye cááyóbáítyuróne. Tsá ditye llíyíícyávéítyuróne. Tsá ditye átéréénéhjɨ́ hallúvú dsɨ́ɨ́dsɨ́váítyuróne. 
TIT.1.8	Keená ɨ́mɨááné íjcyane Píívyéébe ímilléneréjuco ditye méénúiyóné ɨ́ɨ́nevú táhjátsámeítyúme. Aame tsaímíyé íaahɨ́ve múnáake waatsúcúiyáhi. 
TIT.1.9	Tsaímíyé ɨ́mɨá uwááboju tsúúca iwáájacúné úráávyéiyóme. Ááne úwáábóiyómé téénetu ímityúné íhjyúvahíjcyámeke ímí diityéké tene ibúúúveki.
TIT.1.10	Muurá ijcyámé mítyame tamúnaa jodíómú ɨ́mɨáájú úraavyéjúcoorómé úwáábohíjcyáné mɨ́amúnaa kíhdyahɨ́rótsámeííyónetu. Ááneri íllure mɨ́amúnáake állihíjcyáme. 
TIT.1.11	Áánéllii múu diityéké bóijcyú téénetu. Múhdurá úwáábohíjcyámé tééné hallúvú ɨdsɨ́ɨ́dsɨ́vakíye. Muurá pívájavá múnáakéjuco ditye mújtatsóné ɨ́mɨájɨ́jtó ditye úráávyénetu.
TIT.1.12	Aanéhjáa muurá tétsíi múnáajpíyé uwááboobe nééhií: “Crééta múnaa ávyétá allíujte iyámédú nééme ovéhe múnaa íjcyame mítyane majchóhi.” 
TIT.1.13	Ɨ́mɨáánéjucóhjáa dibye nééneé. Áánéllii uke o néé ɨhnáhóónécoba tétsíi múnáake u úwáábo ditye ímíñeúvú Críjtoke icyáhcújtsoki. 
TIT.1.14	Aame tsá ɨ́ɨ́cuvéjúcóóityú átéréenéhjɨ́ ɨ́ɨ́jtsaméityúré iújcune ditye úúbállehíjcyáneri. Áhdure tsá ditye ɨ́ɨ́cúvéityú ɨ́mɨájɨ́jtó úraavyéjúcootúmé diityéké tsíñejcúvúré túkévéjtsóneri.
TIT.1.15	Muurá cahcújtso múnaa ɨ́mɨáánéré ɨ́jtsámeíhi. Áánetu cáhcújtsotúmé tsá múijyú ɨ́mɨááné ɨ́jtsámeíítyuró ímityúnéré diityé ɨ́ɨ́búwari íjcyánélliíhye. 
TIT.1.16	Tehdu nééme muurá bañúháñé nehíjcyá Píívyéébeke iwáájacúne. Árónáa múhdurá ditye ícyahíjcyánetu méwaajácú íllure ditye állihíjcyáne. Aame ímityúmé íjcyame tsá múijyú ɨ́mɨááné méénúítyuróne.
TIT.2.1	Áánetu ihdyu ímíñeúvú dihjyúvahíjcyá muhdú ɨ́mɨá uwááboju néhduú. 
TIT.2.2	Ááne dúwáábohíjcyá kéémemújuco íjcyáné nahbémuke ditye tsaɨ́ɨ́buwáré iíjcyáne pamévakéré iávyejúúlleki, ímítyúnehjɨ́vú ditye ityáhjátsámeítyuki, Críjtoke ditye ímí icyáhcújtsoki, ímítyunéhjɨ́ íjcyaróné iáábúcúne ditye pamévamáyé iwájyújcatsíki. 
TIT.2.3	Áhdure kéémemújuco íjcyáné naallémuke duwáábó pamévakéré iávyejúúlléne tsíjtyedítyú állíunéhjɨ́ ditye iíhjyúvátuki. Áhdure tsá ditye llíyíícyávéítyuróne. Ɨ́mɨáánetúré bóhówaúcunúiyóme. 
TIT.2.4	Aame úwáábóiyá bádsɨ́jcake muhdú múúne walle ájyúma iwájyújcatsíñe tsaímíyé ɨ́ɨ́tsɨ́ɨ́meke téhmene. 
TIT.2.5	Úwáábóiyómé ímítyunévú ditye ityáhjátsámeítyuki, panévatúré ɨ́mɨááméré ditye iíjcyaki, tsaímíyé ihjya ditye ityéhmeki, tsíjtyeke ɨɨ́daatsólléne ditye ɨpɨ́ááboki, ájyumu túkévejtsódú tsaímíyé ditye iíjcyaki. Ehdu íjcyáiyómé Píívyéébé uwáábójutu múha ímityúné iíhjyúvátuki.
TIT.2.6	Áhdure ováhtsámuke ímíñeúvú duwáábó ditye ɨ́mɨááméré iíjcyaki. 
TIT.2.7	Ááne panévatúré ɨ́mɨáábé diityémá diicya tehdu ditye iíjcyaki. Tsá múu májchíjyuri díllotú diityéké iúwaabóne. 
TIT.2.8	Tsaate úhdityu ímityúné íhjyúváneri dɨ́ɨ́cúvedí ditye tééneri iñúcójpɨ́véne tsiiñe iíhjyuvájúcóótuki.
TIT.2.9	Téhdure idyé uke o néé tsaaté hójtsɨ́ pañe íjcyámeke u úwáábo ditye ɨ́mɨááméré iíjcyáne íavyéjujte táuhbáné imyéénuki. Tsá tene ímityú llííñetúré diityéké ditye áñújcúiyóne. 
TIT.2.10	Tsá ditye náníítyuró diityé éhne. Panévatúré ɨ́mɨááméré íjcyáiyá Mépájtyetétsoobe Píívyéébé uwááboju diityédítyú ibóhówaúcunúki.
TIT.2.11	Muuráhjáa meke ɨɨ́daatsólléne iwájyúmeke waajácútsoobe muhdú mepájtyetéiñe. 
TIT.2.12	Áánéllii tsúúca méwaajácú páneere ɨ́jɨ́ imítyuháñé meɨ́hvéjtsóne tsaímiyéjuco dííbyeke meúráávyéiyóné ɨ́ɨ́nevú táhjátsámeítyúme. 
TIT.2.13	Áhdure tsúúca méwaajácú ípyée iñéhdu ɨ́htsútuube Mépiivyéébé Mépájtyetétsoobe Jetsocríjtó ɨ́ɨ́né imíjyaú tsááiñe metéhmehíjcyáne. 
TIT.2.14	Diibyée muurá dsɨ́jɨvé mewájyuri mépée mewágóóóvéíyónetu meke ipájtyetétsoki. Ehdúu meke ímíjpyetétsoobe dííbyeéjté meíjcyame ɨ́mɨááné meímílléne ɨ́mɨááneréjuco meméénuki.
TIT.2.15	Ehdu múu úwaabó mɨ́amúnáake tsápɨ́jtsoobére. Áhdure múu ɨhnáhóónécoba úwaabó múhdurá ícyahíjcyámeke diityédívú táhjátsámeítyuubére.
TIT.3.1	Áhdure idyé duwáábó cahcújtso múnáake ditye pámeere ííñújɨ́ avyéjujtéké iávyejúúlléne muhdú ditye néhdu iíjcyáne imyéénuhíjcya ɨ́mɨááneréjuco. 
TIT.3.2	Ááne ɨ́mɨááméré iíjcyáne mítyájkímyeítyúmé mɨ́amúnáake ɨɨ́daatsólléne ɨpɨ́áábohíjcyaki. Aame tsá múhdityú ímityúné íhjyúváityúne.
TIT.3.3	Muuráhjáa tujkénú múhdurá menéénéllii tsá Píívyéébeke melléébohíjcyatúne. Ɨdátsóhrée ímityúnéhacáa íjcyane páhduváré nénehjɨ pánehjɨ́dú imíwu meɨ́jtsúcunúné méúráávyehíjcyáhi. Ehdúu ímítyúnéhjɨ́ pañe meíjcyame tsíñéhjɨri ménomíutáávahíjcyáhi. Áhdurée tsíjtyéhjɨma métsaríllécatsíhijcyáhi. 
TIT.3.4	Árónáacáa Píívyéébe Mépájtyetétsoobe ɨ́mɨááné pámeekéré mɨ́amúnáake iwájyune úújetsó meke ipájtyetétsóneri. 
TIT.3.5	Tsáháa ɨɨná ɨ́mɨááné meméénúnéllii meke dibye pájtyetétsotúne. Mekée ɨɨ́daatsóllénéllii pájtyetétsoobe Íapííchoj tééveri meke dibye ímíbajchómé béhné ɨ́jtsaméimáyéjuco meíjcyaki. 
TIT.3.6+TIT.3.7	Teenée Íapííchó mépañévú pícyoobe Mépájtyetétsoobe Jetsocríjtoj tééveri ɨ́mɨáámeréjuco meíjcyame múijyú medsɨ́jɨvéjúcóóítyúne bóhɨ́ meɨ́tsohíjcyáné meújcuki.
TIT.3.8	Aane éhnííñevu dúwáábohíjcyá Píívyéébeke cáhcujtsómé keená ɨ́mɨááné íjcyanéré imyéénúíñeri itsúúrámeíki. Ehdu íñe uke o néé pámeekéré pɨ́ááboíñe. 
TIT.3.9	Áánetu eene átéréenéhjɨ́ meke pɨ́áábóityúné muhdúhjáa méɨhdé múnáaúvú ɨ́hdééné taúhbáju úráávyehíjcyáneri ditye táhjácatsíhíjcyáneri dɨ́ɨ́cúvedíñe. Íllure ténehjɨ meke mújtatsóhi.
TIT.3.10	Áánéllii múu tsaate ténéhjɨri táhjácatsíhajchíí bóijcyúrá míijyúcúre. Aane ditye lléébótúhajchíí múu ílluréjuco íjchívyetsóné diityéké tsíjtyeke ditye imújtátsótuki. 
TIT.3.11	Muurá ehdu dárɨ́ɨ́vémeímyé tsáhájuco ímílletú ímí iíjcyane. Aame waajácurá íhyallúvúré ímityúné imyéénune.
TIT.3.12	Aane diéllevu Tííkicyómá Atéémamútsidítyú tsáápikye o wálloobe úújetécooca ɨ́ɨ́cúi oke dúhjetécó Nicóóporíyí o íjcyáábeke. Técoomíyí úúníjyaba o pájtyeíñé ó wábyujtsóhi. 
TIT.3.13	Áánetu ihdyu óvíi muhdú u píívyetédú ú pɨ́aabó Apóóromútsikye ímityúné múúne méénúmé hallúvú íhjyúvaabe Tséénáma dityétsí kiávú ipyéhullévú péécoóca. 
TIT.3.14	Aane ihdyu óvíi éhnée méuwáábori cáhcujtsómé iwáájáne téhdure tsíjtyeke pɨ́aabó ɨ́mɨáájú diityédítyú ibóhówaúcunúki.
