GEN.1.1	I muan tan tatanik, tan nainy te kat faruak e Gov a gormirmir an puputaa, 
1TH.1.4	Vamuinyasiny fafaaman tsonyo, mam natem, Gov mangiir fiisok maromi ana Ayei pisan matuami, ma fasito mami Ya, 
1TH.1.5	tana saa tan nainy te mei mi mam Vurungan Rof nane Jisas tsumi, ka te tsue of im yam sikia ma vegiau babainy sai te faruak me na parits ten Gov te sof mami, tana saa Aaven Taabos te sak a aave mami an Vurungan Rof nane Jisas te tsue of im yam, man ovei. Ana mi natem mato, tan kat tsumam tan nainy te kaakaa fiisen mamimam ami, te faakouts mami ma kaa fatavaron me tan nainy te pokei iny amam vaanan man naa tsumi. 
1TH.1.6	Ana mi vovou iny ton kat tsumam an kat tana Tsunaun; to te paparaa fi romi tan nainy te saraa kamits fi romi, tana saa ami te nom vaanan man fiisen me na mamagat to te poo fi me tan Aaven Taabos, kainon tsuri to te tsugei rora Tsunaun te naa miror er fakamits matuami. 
1TH.1.7	Tan kat to aya, mi faarei rarom a sanaan tan vainy fafaaman tana gum fan iny Masedonia, ai tana gum fan iny Akaia te onot rari ma vovou iny, 
1TH.1.8	tana saa vaanan tana Tsunaun poo ising minon ngue mami te saats vavis a fo mamatsiny pan, sikia ma tana gum fan iny Masedonia ai Akaia tsun, san vaanan nana faason tsumi ten Gov te saats vavis a fo mamatsiny pan, to sana sikia pis tu vegiau te kat romam. 
1TH.1.9	A vainy to ari te tsue tsuk mami, te fafasung finy ami mam, te vavis mimam tsumi, ai to kan te takopis osing amin fo kaisa mi takopis fi to ten Gov, mi faarei ton tsoiny binun ten Gov a toto ana man, 
1TH.1.10	ana mi te anaanos a Guei Tsoiny Tsunia te of fi minon Ya Gormirmir—e Jisas, to te fatoto fatabiny e Gov, ana Ayei saup fatabin ratuara tana koma seeve ten Gov to te naanaa minon.
1TH.2.1	Ami natem, vamuinyasiny fafaaman tsonyo, ito te vavis mimam tsumin sikia ma ka babainy. 
1TH.2.2	Mi natem, to te kat fijior fi mamam ari, ai to te fijiar kan mamam ari tana ngats fan iny Filipai mam tabuiny ma naa fi naa tsumi tana ngats fan iny Tesalonaika, san e Gov tsura faan mamimam kat iny ongoor ma tsue of mamin Vurungan Rof nane Jisas to, kainon te kaa fi mi yan koma suar men veer kinai fiisok. 
1TH.2.3	Mi onot ma tagei mamam te gima favaanan of mami fiisen men kat iny gam gen fo fakats iring; mam toobing ovei tsun em fiisen men koma rof. 
1TH.2.4	Tan kat to aya, mam onot iny tsue iny rom koman ten Gov, mam ma tsue iny ya, tana saa, Ayei te tsue faarof of mamam ana Ya faason to tsura ma pokei Vurungan Rof nane Jisas. Amam gima fapaparei rom a vainy, sana mam kat fapaparei rom e Gov, te kat tsuktsuk non a fo mamatsiny kat te kaa non koma rara. 
1TH.2.5	Mi natem, amam sikia ma naa me ma famaman im yam, ge mam sikia ma naa me fiisen men kat iny mauts ka. Gov, Ayei na mes te tsutsun of maromam to tan vegiau te kat amam man. 
1TH.2.6	Mam gima tanaf ma nom amam variri tana vainy, ge i naa tsumi ai tana mesapan. 
1TH.2.7	Mam faarein amaraav ten Krais mam kaa men tsue faarof iny rangats mami na fo mamatsiny ka, sana mam gima kat ya, mam koma tamee tan nainy te kaa fiisen mami mam ami, faarei non a tsinan te makok fi non yan guei tsuan. 
1TH.2.8	Mam mangiir fiisok mami to sa mam komainy ma faatok mami, sikia ma tan Vurungan Rof nane Jisas tsun te poo fi me ten Gov, san tana toto tsumam kan te faan iny romam tsumi, tana saa ami te ruak faarei men vaataun rof tsumam. 
1TH.2.9	U man, fuainy vamuinyasiny fafaaman, mi nat kainy rom a binun a karap tsura, mam bibinun fiisok ovei em tan favaanan iny Vurungan Rof nane Jisas tsumi to te poo fi me ten Gov, ana mam bibinun to tana fo voiny min nuaf ma nom moni, ana mam gima sogsog mami ma faan mamam ta moni ge ta ka.
1TH.2.10	Ami tsutsun of maromam, faarei kainy non e Gov: u kat tsumam mata mamin vainy to te faaman, u taabos an tavaron ovei ana sikia ta iring. 
1TH.2.11	Ami natem, mam vegiau tsumi isisen faarei te vegiau fi non a taman tan fuainy guei tsunia fatoobing. 
1TH.2.12	Mam faparits rom fakats tsumi, mam te tsue faparits of mami ma kaa famaun tan kat te komainy non e Gov to te fikoo mami Ya ma naa fi mi tana Waan Ya ma nom amin gumgum rof unya Gormirmir.
1TH.2.13	Mam tsue faarof rom ten Gov tan mamatsiny nainy to tana mes a kifon na ka to, ito te favaanan fi mimam vaanan rof ten Gov, mi nongoiny towa ana mi makuts towa, mi gima nom faarei yan vaanan tana mes, mi nom faarei yan vaanan faman ten Gov, tana saa ayein vegiau Tsunia fatoobing. Tan kat to aya, Gov binun non koma mamin vainy to te faaman rom. 
1TH.2.14	Vamuinyasiny fafaaman tsonyo tana ngats fan iny Tesalonaika saraa kamits nimar vainy tsumi fatoobing, faarei to te saraa kamits fi rin vainy fafaaman tana gum fan iny Judia, saraa kamits kaner nimar vainy tsuar fatoobing a taa Jiu. 
1TH.2.15	Muan, ri atsun famat kan raton fuainy kuigin tsuri fatoobing ana ri atsuiny kainy to na Tsunaun e Jisas; ai tovei ri kat fatafisuan mamam ana ri jiaat vavagen kan matuamam. Gov gima paparaa fiisen men kat tsuri ana ri veer rato na vainy faavot, 
1TH.2.16	tana saa, ri pon ma tsue tap mamam ma favaanan vaare mam tana vainy sikia ma taa Jiu, kat non san vaanan to saup fatabin ir a vainy, tan kat to aya, u aveto tsuri nai karap ovei non ana koma seeve ten Gov nai kaa enanon tsuri.
1TH.2.17	Vamuinyasiny fafaaman tsonyo, nainy te takibaa osing amam ami tana fo ar nainy, sikia ma tan fakats san tan puan tsun, eye, mam kaa men fakats tsian ma tagei a mata mami, to sa mam vaputs ma naa pis me tsumi. 
1TH.2.18	Mam pon ma tabin pis of mamimi. Nyo, Pol, tatanaf ma tabin pis nats tsumi tan ta fo ar nainy, san e Satan gima famanat mamam. 
1TH.2.19	Fiisia, tana tou tabin me ten Jisas tan nainy vaatsuk ana mam te tsutsun matan Ya, a saa te naano anaanos romam na? Ana saa te mamagat of romam na? Ana mam te tenoor mi ya? Ami tsun to arin vainy fafaaman tana taa Tesalonaika, 
1TH.2.20	tana saa, ito tsumi tsun, to sa mam kaa men asangan karap an mamagat tsian.
1TH.3.1	Koma patang tsumam tsumi te karap fiisok en, to sa mam gima onot ma anaanos pis. Mam pon fi nei te rof non tsumam me Sailas ma kaa tsom em tana ngats fan iny Atens, 
1TH.3.2	to sa mam jiats naa rom e Timoti ma naa ya tsumi, ayei na isen a vamuinyasiny fafaaman tsumam to te bibinun fiisen maromam tana binun ten Gov tan favaanan iny Vurungan Rof ten Jisas Krais. Mam jiats naa rom ya ma faparits ya na faason tsumi ten Jisas ana ya te tsue faparits of mami ma tsutsun fareits, 
1TH.3.3	kat non san ta isen tsumi takopis fatabin, tana saa, ito tana fo vainy vavaajets to ari te fakamits maromi. Ami patsukanem te natiny rom a fo patang ana fo kamits to ari te naa fiisen minon a binun ten Gov to te faan iny ya tsura. 
1TH.3.4	To tan nainy te kaa fiisen mamimam ami, mam tsue fanat faamuan of bus mami, tsura te nai saraa kamits ror nimar vainy vavaajets ai to te nat fi romi nei, ayei na ka te ruak faman ovei busen. 
1TH.3.5	Tan kat to aya, nyo jiats naa to Timoti. Nyo koma patang fiisok, sa nyo gima anaanos pis, nyo jiats naa ya ma tagaa ya tana saf a faason tsumi ten Jisas na. Eye, nyo oraav a Tsoiny Fiamus to na Vinasaar, to te fa'avesaats maromi, ana fo binun tsura te nai kajiaa babainy en!
1TH.3.6	Ai tovei roman Timoti te see tabin tsun minon tsumam poo fi me tsumi, ana ayei mei miton vaanan rof tana faason an mangiir tsumi. Ayei te tsue of mamam, mi natiny fakats faarof patsukan i maromam, ana mi komainy tagei fiisok kainy varomam, jesan te kat fi kan romam, mam komainy tagei kainy varomi. 
1TH.3.7	Vamuinyasiny fafaaman, mam nongoiny a faason tsumi ten Jisas te kaa faparits kanen nanon, ana foka to, te kat faparits mamam tan nainy saraa kamits, 
1TH.3.8	tana saa ito te tsutsun faparits fi romi tana Tsunaun te fatsuiny faparits mamam sa mam gima fakats fakinai mami. 
1TH.3.9	Tan kat to aya, mi faan mamam mamagat tsian matan e Gov to sa mam gim ma onot ma pokei faruak faarof famainy tsue faarof tsumam Tsunia ito tsun tan kat rof tsumi. 
1TH.3.10	Nuaf an voiny mam faakats rom ten Gov fiisen men koman tsian iny tagei pis mami, ana mam te faatsuts mami ma karap me na faason tsumi ten Jisas.
1TH.3.11	Mam faakats rom ten Gov tsura Ayei na Tamarara ana Tsunaun tsura e Jisas Krais, ma kakouiny Ya na sanaan ma naa mi mam tsumi! 
1TH.3.12	Mam faakats rom tana Tsunaun ma faatok mamin kat tan fimamangiir isiseiny mes ana vainy faavot, ma karap faarei mi yan mangiir te kaa miromam tsumi. 
1TH.3.13	Tan kat to aya, Ayei nai faparits non a aave mami, ana mi te tavaron me ana sikia ta iring, mi te taabos kan me matan e Gov a Tamarara tan nainy te tabin minon a Tsunaun tsura e Jisas fifiisen ramen vainy taabos, u fasito Tsunia.
1TH.4.1+1TH.4.2	Fafakap nan ya, fuainy vamuinyasiny fafaaman tsonyo, ami nat faamuan bus iny kat iny fapaparei e Gov tana tou kaakaa tsumi, tana saa mi nat bus iny a fo faatsuts te faan iny amam tsumi to te poo fi me ten Jisas a Tsunaun. Ami kaa rom koman Ya, tan kat to aya, mam sing faparits maromi tana asangan e Jisas a Tsunaun ma vovou faarof fatatabin patsukan iny amin vegiau Tsunia. 
1TH.4.3+1TH.4.4	U koman tsian ten Gov tovei, ami ma taabos me am kaa fajesa osing ton kat iny tsikoor, an kat iny fipisui, an kat iny fifiinaum, tan kat to aya ami ma fanging isisen moun tsuam fatoobing ma vovou iny amin kat iny taabos an kat tavaron matar a vainy, 
1TH.4.5	ma gima kaa mimin kat iny fakats iring iny fatsuiny koman parits tan puan am faarei ton vainy vavaajets te gim ror ma natiny kat ten Gov an koman tsian Tsunia.
1TH.4.6	Ana mes pis a ka tan kat iring tovei, ami ma gam vaare am fipisui vaare miton moun tan mes vamuinyasiny tsumi, tana saa, a Tsunaun nai fasaraa fiisok maromi tan kat to aya to te vegiau of bus im yam muan.
1TH.4.7	Gov gima fikoo rara ma vovou iny kat iring to te via miror kat iny tsikoor, fipisui, an fifiinaum, sana Ayei komainy rarora ma taabos ana ra te kaamos me. 
1TH.4.8	E sei na mes te tsugainy non ma vovou iny a fo fifaatsuts to ee, ayei gim non ma tsugei vanyo, na mes babainy, san e Gov, to te faan iny non Aaven Taabos Tsunia tsura.
1TH.4.9	Nyo gim rou ma kirkir pis iny tu mes tu vegiau nan kat iny mangiir tsumi tana fo vamuinyasiny fafaaman. Ami patsukanem yam nom bus faatsuts nan ya ten Gov, tan kat iny famamangiir isiseiny mes tsumi. 
1TH.4.10	Ana mi kat fatatabin fi emato to tana fo vamuinyasiny fafaaman tana fo pan faavot tana gum fan iny Masedonia. To sa mam sing maromin vamuinyasiny fafaaman ma vovou faarof fatatabin patsukan iny amin kat to ayei.
1TH.4.11	Ami ma kaa men koman tsian iny gum fatomani am makok to na foka tsumi patsukanem yam. Mi ma siiva patsukan of a puam tan faakouts a tsivom, faarei te tsue of im yam muan. 
1TH.4.12	Tan kat to aya, mi nai kaa faarof emarom matar vainy vavaajets, ana mi te gima naano ta mes ma faakouts mami tan ta ka.
1TH.4.13	Vamuinyasiny fafaaman tsonyo, amam komainy maromi ma natiny a man nar vainy to te mater, am reesik am onanun vaare to, faarei rarom vainy vavaajets to te gim ror ma naano er anaanos ton nainy tana tou tsun fatabin tana mat. 
1TH.4.14	Ara te faamainy e Jisas mat ana Ya tsun fatabin pis to; to sana ra faaman ror ten Gov nai mei minon a vainy to te mat fiisen me na faason tsuar Tsunia te of fatabin fiisen miror e Jisas.
1TH.4.15	U faatsuts tana Tsunaun te tsue of maromiam to: aran vainy fafaaman to te toto farokot ror to tan nainy te tabin minon a Tsunaun te gim ror ma mumua ir vainy fafaaman to te mater, 
1TH.4.16	tana saa Tsunaun patsukanen te of minon, poo fi minon Gormirmir fiisen men kuu tsian an tsuen parits; ana nguen a tsunaun tan morena; an tangis nana tsufing ten Gov. Ana rin vainy fafaaman ten Krais to te mater nai tsun fatabin faamuan pis ror; 
1TH.4.17	ana ran vainy fafaaman to te toto farokot ror tan nainy to aya, ana Ayei nai ras fapaas rarora fiisen ramirori unya koroo ma tainytainy ara na Tsunaun korosuu ma kaa ovei fiisen mi ra na Tsunaun tan mamatsiny nainy. 
1TH.4.18	Sai tovei, faparits ir yam a fokinai tana fo vegiau to.
1TH.5.1	Vamuinyasiny fafaaman tsonyo, amam sikia ma onot ma kirkir of mami saf nainy ge farainy te nai ruak non a foka to tana tou tabin me ten Krais na, 
1TH.5.2	tana saa, ami patsukan a fokinai te nat faarof em tan nainy tabin me tana Tsunaun fakarian tsun minon faarei non a mes a kakabuts te naa fi minon ya tana voiny. 
1TH.5.3	Te tsue rora fokinai, “A fo mamatsiny ka te aaverof er tovei roman ana ra kaa faarof ror,” sen tsun an nainy iring tsian te ruak rari, ri gim ror ma aruwas on, te kat faarei non a kamits to te ruak non tana moun te kakoun non ma faagiir. 
1TH.5.4	Sana min vamuinyasiny faaman tsonyo gim rom ma kaa tana uurup, to ma gima karian on iny amin nainy to tan tabin me tana Tsunaun, te faarei non na tou naa me tana mes a kakabuts, 
1TH.5.5	tana saa, ami na fokinai vainy, ton vainy tana arasan ana min vainy tana nuaf. Aran sikia ma vainy tana voiny gen vainy tana uurup. 
1TH.5.6	To sa ra ma faarei vaare na mes a pan goros tsun ror; ara ma kaa iny tagun tsun an fakats tsura te arasan me. 
1TH.5.7	Ito tana voiny a vainy mata goros ror; ai to kan tana voiny, a vainy jiu famafuu ror. 
1TH.5.8	Sana ran vainy tana nuaf, ra ma fakats fa'arasan. Ara ma nom kat iny faason an kat iny mangiir faarei non kon nana puaan, ana ra ma kookof iny kat iny naano anaanos a tou tabin me ten Jisas ma saup rara Ya ma faarei ara ya na sapou nana puaan. 
1TH.5.9+1TH.5.10	Gov gima pisan rara ma nai saraa kamits of a koma seeve Tsunia, sana Ayei komainy saup fatabiny rarora ma nom ara na toto to te poo fi me ten Jisas Krais a Tsunaun tsura te mat of rara, tan kat to aya, ara nai kaa fiisen miror Ya, kainon te toto fi rora ge te mat fi rora tan nainy te naa minon Ya. 
1TH.5.11	Tan kat to aya mi ma faparits ir isisen tsumi, am faakouts matuamin isisen ma karap me na faason tsumi faarei te katkat fi romi tovei.
1TH.5.12	Mam sing maromin fuainy vamuinyasiny fafaaman, ma famaari faarof ir tsoiny mumua to te bibinun ror tan favaanan fapoopoan namami ito na vainy, Gov te pisan rari ma faatok mami er faatsuts matuami. 
1TH.5.13	Faatok ir yam kat iny fatsiitsii faarof an kat iny mangiir tana saa, tana fo binun te kat ari. Mi te kaa fatatabin me na aaverof fapoopoan namami.
1TH.5.14	Mam tsue faparits of maromin fuainy vamuinyasiny, tsue faparits of ir yam vainy karous, am faparits ratuarin vainy fafaaman te gima ongoor ror ma faonot kan vaare ri, am faakouts ratuarin vainy to te gagaar miror a faaman, am anaanos faamo mito na fokinai. 
1TH.5.15	Tsue tap ir yam, kat rom tsumi biny ta iring ten sei na mes te kat fifiiring maromi ee, sana mi ma koma rof iny a mesmes tsuam tan mamatsiny nainy.
1TH.5.16	Ami ma mamagat fatatabin, 
1TH.5.17	am faakats fatatabin to, 
1TH.5.18	am tsue faarof fatatabin naa to Tsunia tana fo mamatsiny ka. Ayei na ka te komainy fiisok non e Gov tsumi, tsumi te kaa rom koman e Krais Jisas.
1TH.5.19	Ami ma tis famote vaaren Aaven Taabos; 
1TH.5.20	Am tsue vasuar iny vaare to na fo vaanan to te poo fi me ten Gov te pokei iny rora vainy i na tsumi. 
1TH.5.21	Tanaf tsom yam fo mamatsiny vaanan: am makuts faarof to na foka na fo rof, 
1TH.5.22	am fataanis osing to na fo mamatsiny kat iring.
1TH.5.23	Mam sing rom ten Gov, Ayei na kifon a aaverof ma fataabos mami faavot, ana Ayei te makuts faarof a aave mami ana koma mami ana pua mami. Ana Ayei te kat mami am fataanis osing to na fo iring, onot non te naa minon a Tsunaun tsura Jisas Krais. 
1TH.5.24	Gov, to te fikoo mami, nai kat non ya, tana saa, Ayei na mes te makuts faarof patsukainy non Vegiau Tsunia.
1TH.5.25	Vamuinyasiny fafaaman, ami ma faakats of kan mamam.
1TH.5.26	Tan nainy te vaaguam faavot romi, nagat niman yam fifiisen men isiseiny mes tana sanaan to te faatok iny non kat iny fimamangiir fiisen men mangiir ten Krais.
1TH.5.27	Nyo tsue faparits of maromi tana asangan a Tsunaun, ma gogosias amin noun tovei te naa fi non tana gum nar vainy fafaaman.
1TH.5.28	Mam faakats of rom a koma ree'un tana Tsunaun tsura Jisas Krais ma kaa fiisen mamimi. Man ovei.
2TH.1.1	Anyo Pol ai Sailas ai Timoti, amam kirkir naa rom noun tovei naa fi non tana gum nar vainy fafaaman tana ngats fan iny Tesalonaika, ito na vainy to te kaa non koman ten Gov a Tamarara ana Tsunaun Jisas Krais.
2TH.1.2	Mam faakats rom ten Gov a Taman ana Tsunaun Jisas Krais ma faan mami na koma ree'un ana aaverof.
2TH.1.3	Amam natiny tsue faarof rom ten Gov, to tsumin vamuinyasiny fafaaman tsonyo tan mamatsiny nainy. U kat to ayein tavaron fiisok tsumam, tana saa a faason ten Jisas tsumi te karap minon, an fimamangiir tsumi men isiseiny mes te karap ovei kanen. 
2TH.1.4	To sana mam paparaa rom tan tenoor of ir mes gum nar vainy fafaaman ten Krais, to tsumi, tan kat iny anaanos faamo an kat iny suu iny a faason tsumi ten Krais, kainon te sab fi romin nainy fatafisuan gen nainy govets a fo patang, ami tsutsun faparits rom. 
2TH.1.5	Tan fo kat to ayei te pokei minon faaron ten Gov, u tavaron fiisok tana saa, tana fo kat to ayei, ami tamainy ovei rom a Waan Ya to tsumi saraa kamits rom. 
2TH.1.6	Gov kat non kat tavaron, ana Ayei nai fatanai raror vainy te kat fijior maromi, 
2TH.1.7	ana Ya te nai favusuainy faarof mami to te saraa kamits rom ana mam kan. Ayei nai kat non kat to, tan nainy te tabin minon a Tsunaun Jisas Gormirmir fiisen ramiror fo morena Tsunian reits, 
2TH.1.8	fiisen men guaf akaakor, ma fatanai a fasaraa ratuarin vainy te gim ror ma natiny e Gov ana rin vainy to te gim ror ma manaats Vurungan Rof nane Jisas a Tsunaun tsura. 
2TH.1.9+2TH.1.10	Ri nai nom ror a fasaraa tan saraa kamits tan guaf akaakor a suu, to te pets rarori matan a Tsunaun ana parits Tsunia na reits via minon siinaiv tan nainy te naa minon Ya, nai nom non asangan karap tan vainy taabos u fasito Tsunia, nai nom non fatsiitsii tana vainy to te faamainy Ya. Ana mi kan to aya te kaa rom fapoopoan narari, tana saa ami te faamainy Vurungan Rof nane Jisas to te tsue of bus im yam.
2TH.1.11	Tan kat to aya, mam natiny faakats fatatabin of maromi. Mam rangats rom e Gov tsumam ma kat mami Ya am tamainy ton kat te koman fi non Ya, ai tana parits Tsunia, Ayei faruak famainy non kat rof tsumi te koman fi romi, ana binun tana faason tsumi te fatsuiny fakats tsumi tana ka te kat romi. 
2TH.1.12	Tan fo kat to aya a asangan a Tsunaun tsura e Jisas, nai nom non asangan karap, ito tsumi tsun, ana mi kan te nom fi kan marom jesan i Tsunia, ito tana koma ree'un tana Gov tsura ana Tsunaun Jisas Krais.
2TH.2.1	Vamuinyasiny fafaaman tsonyo, mam komainy tsue of maromin mes vegiau, ito tana tou tabin me tana Tsunaun tsura Jisas Krais, ai to kan tana tou vaaguam faavot tsura fiisen miror Ya. 
2TH.2.2	Mam sing maromi ma fakats fanunun vaare am koma patang vaare to tan tsuen gam, iton U Nainy tabin me tana Tsunaun te naa en naa me. Toroman mesapan te tsue, vegiau poo fi me ten Gov, ge na mesapan favaanan iny ya, ge ta mes te tsue of mami, mam kirkir iny ya koman noun muan. 
2TH.2.3	Famanat iny vaare ta isen ma fagaug mami ya tan ta fo sanaan. U Nainy tabin me tana Tsunaun gim non ma naa me onot non tan fafakap nan nainy te pisiin ror a vainy ten Gov to te ruak fi minon a isen a Tsoiny Mumua tan nainy pisiin, mes to aya te nai kaa en nanon unya Hel. 
2TH.2.4	Ayei nai koma suar ai te veer a fo mamatsiny ka te faatouf rora vainy ana foka te koo rori na gov. Ana ayei te fakarap patsukainy a tsivon, ya te kat fafisfis ir a fokinai, ya te sof kanen gagon ana ayei te gum tana saape ten Gov, a koo to na tsivon, e Gov.
2TH.2.5	Ami ma anofe vaare na ka to te tsue of bus im yam ito te kaa fiisen vanyo mi. 
2TH.2.6	Ana mi natiny rom a ka te kat tap iny non ya tan naa me, onot non tan nainy te pisainy bus ya. 
2TH.2.7	A parits nan kat iny pisiin to te bibinun fatakop busen ana ayei te kat ir a vainy er tsugei ton faun ten Gov, sana Tsoiny Mumua tan nainy pisiin to ayei gim non ma ruak on onot non tan nainy te kat tap iny non a isen a mes to aya na sanaan tsunia, a nom ravaa to. 
2TH.2.8	Ana Tsoiny Mumua tan nainy pisiin te ruak me ana Tsunaun Jisas te atsuiny ya, fiisen men fuas tana nguen Ya ana Ya te rurei vavis ya, fifiisen men siinaiv reits tana tou tabin me Tsunia fiisen men siinaiv. 
2TH.2.9	Ana Tsoiny Mumua tan nainy pisiin to ayei te naa me fiisen me na parits ten Satan ana ayei te fagaug ir a vainy tan kat fo mamatsiny ka iny faatok reits ana fo binun saar iny faatok, 
2TH.2.10	ana ayei te kat a fo mamatsiny viir kat a fo gam to tsurin vainy vavaajets to te nai kaa raror unya Hel. Ri nai kaa raror unya Hel, tana saa ari te gima mangiir a man ma saup fatabin rari Krais. 
2TH.2.11	Tan kat to aya Gov faan iny a parits iny kat gam ma binun ya tsuri ma faamainy arin kat iny gamgam. 
2TH.2.12	Kifon kat to aya ito; to tsuri te gim a faamainy a man, sana ri komainy fiisok kat iny aveto nai nom ror a fasaraa na suu unya Hel.
2TH.2.13	Mam ma tsue faarof naa ten Gov tan mamatsiny nainy, ito tsumin vamuinyasiny fafaaman tsonyo, ami to ari, a Tsunaun mangiir fiisok maromi, tana saa, Gov pisainy mami tan tatanik ma saup fatabin mami Ya, tana parits tan Aaven Taabos ma kat mami Ya am faarei ton vainy taabos, ai to kan Ayei saup fatabin mami tana faason a man tsumi. 
2TH.2.14	Gov fikoo mami ma faason tan Vurungan Rof nane Jisas to te favaanan iny amam tsumi. Ayei fikoo mami ma nom ami na tafan tsumi tan siinaiv tana Tsunaun tsura e Jisas Krais. 
2TH.2.15	Ai to fuainy vamuinyasiny fafaaman tsonyo, mi ma tsutsun fareits am nom tap iny to na man to te faatsuts iny amam tsumi, tana fo favaanan tsumam an vaamuan nan noun te kirkir amam.
2TH.2.16+2TH.2.17	Mam faakats rom tana Tsunaun tsura e Jisas Krais patsukanen Tsivon ai Gov a Tamarara to te mangiir fiisok rarora, ai to kan tana koma ree'un Tsunia te faan bus rara na ongoor a suu an kat iny naano anaanos a rof ma favei a aave mami fiisen me na ongoor, ana Ayei te faparits mami ma kat amin na fo binun rof am tsue iny ton vegiaun rof.
2TH.3.1	Fafakap nan ya, fuainy vamuinyasiny fafaaman tsonyo, mam sing maromi ma faakats of mamimam, an vegiau tana Tsunaun te veesau, a saats vavis to na pan ana ya te kaa men asangan a karap, ma ras ir yan vainy tana faaman faarei tsuiny non te kat ya fapoopoan namami. 
2TH.3.2	Faakats kan yam ma saup mamimam Gov tana fo vainy iring an pisiin, tana saa, tsurin vainy te gim a faason ror tan vegiau nane Jisas. 
2TH.3.3	Sana Tsunaun to te natiny suu patsukan iny non vegiau man Tsunia. Ayei faparits maromi, Ya te bei ot mami tana Vinasaar to. 
2TH.3.4	Ana Tsunaun kat maromam mam te nat fi nei, mi kat rom a foka ana mi nai kat patsukan fi kanem marom to te tsue faparits of amam ami.
2TH.3.5	Mam faakats rom tana Tsunaun ma mumua iny a fo aave mami tan mangiir ten Gov, am tsutsun faparits faarei to Krais.
2TH.3.6	Vamuinyasiny fafaaman tsonyo, tana asangan a Tsunaun e Jisas Krais, mam tsue faparits of maromi: ma fataanis osing amin fuainy vamuinyasiny fafaaman ton kaakaa babainy, u karous, to te gim ror ma natiny vovou faarof iny vegiau to te nom ami tsumam. 
2TH.3.7	Ami patsukanem te nat faarof em tana fo kat to ma kat ami, faarei to te katkat fi mam. Mam gim a karous tan nainy te kaakaa fiisen mimam ami. 
2TH.3.8	Mam gim a nom babainy ta isen ta kainy ainy tan ta mes, a sikia, mam foiny rari. To sana mam binun fatsian mam kat to na fo binun a fo patang tan voiny an nuaf ma fapatang vaare mam ami. 
2TH.3.9	Mam kat, kat to, sikia ma iring ma nom babainy amam ta ka nima mami ma faakouts amam koman tsumam, a sikia, mam kat, kat to ma faatok amam amin kat to ma vovou iny ami ya, 
2TH.3.10	tana saa tan nainy te kaakaa fiisen mamimam ami mam tsue of matuami, “E sei na mes to te gim non ma binun ee, gim non ma ainy on kan.”
2TH.3.11	Mam tsue rom a ka to tana saa mam nongoiny a mesapan fapoopoan namamin karous kaakaa babainy tsun ror, ana ri gim ror ma kat a binun, ri tsue tsuk tsun iny rora foka tana mesapan a sikia ma kaa tsuri. 
2TH.3.12	Tana asangan a Tsunaun e Jisas Krais mam tsue faparits of rarori ana mam te tsue iny faparits rari: ma gum faarof, er binun to ma faakouts patsukainy ari na tsivor.
2TH.3.13	Sana min, Vamuinyasiny fafaaman tsonyo, ami ma nag vaare iny kat kat rof. 
2TH.3.14	Te gim fi non ta isen ma vovou iny a fo vegiau tsumam koman noun tovei, fakats faarof yam a mes to, am fataanis osing towa ma rejiaf en ya. 
2TH.3.15	Sana mi ma kat faarei vaare yan a mes te koma iring romi, mi ma kat faarei ya na vamuinyasiny tsumi, am faatsuts faarof towa.
2TH.3.16	Mam faakats rom tana Tsunaun, Ayei na kifon a aaverof, patsukan Tsivon, ma faan mami na aaverof tan fo mamatsiny nainy ai tan fo mamatsiny sanaan. A Tsunaun kaa fatatabin fiisen mamiromi faavot.
2TH.3.17	Nyo kirkir rou nimau fatoobing an kirkir tsonyo tovei: Anyo, Pol, te tsue, “Kaa faarof yam,” an kirkir tsonyo nimau te kat fi non tovei tana fo kots noun.
2TH.3.18	Mam faakats of rom a koma ree'un tana Tsunaun tsura Jisas Krais ma kaa fiisen mamimi faavot. Man ovei.
1TI.1.1	Anyo, Pol, nyo na amaraav ten Krais Jisas. Gov a Tsoiny Fiisaup tsura ai Krais Jisas to te naano anaanos rora ma tabin fatabin me, a ina fuan to ari te faan vanyon tsuen parits ma govets vegiau Tsuri, sa nyo ruak faarei me na amaraav. 
1TI.1.2	Nyo kirkir naa rou tsumanyi Timoti, anyi faarei rom a guei tsoiny tsonyo faman, tana saa, nyo faatok manyi ten Krais.
1TI.1.2	Nyo faakats rou ten Gov a Taman ai Krais Jisas a Tsunaun tsura ma faan manyi na koma ree'un, ana tagtag ana aaverof.
1TI.1.3	Nyo komainy tsue of marom senviir tsue te kat anyo tan nainy te pon ma naa fi nyo tana gum fan iny Masedonia, nyi ma naus osing tsom vaare na ngats fan iny Efeses, sana nyi ma kaa tsom em na aya, nyi te faan iny tsuen parits tana tee vainy ma faonot ari, ri te faatsuts vaare na vainy tan gum iny vainy fafaaman tsuam tan fafaatsuts gamgam. 
1TI.1.4	Tsue of ir ma faonot ari tan fafaatsuts iny a fo siisio iny muan fiisok, ana ri te faonot tana fo viir vegiau nar asangar a fo tsuvurari, tana saa, kat to ayei te faruak tsuiny non fatsitsien, an kat iny fatsitsien to ayei gim non ma faakouts rari ma nat faarof kan iny a fo ka te komainy kat non e Gov tsura, a nat to ayei te poo minon tana faason tsura ten Gov. 
