MAT.1.1	Maketourou gel ka dooudjé lo Jésus Christ, ngon lo David, ngon lo Abraham.
COL.2.20	Tokou sésè woeidjé ke Christ mbata tar né ke dongor ke nange, mbata di a ndjaidjé tokou sésè etoidjé ngä nange nèn bai wa? Mbata di a ngemidjé tar béh,
COL.2.21	Etaaidjé ang, naaidjé ang, òridjé ang,
COL.2.22	Né nèn toï to né ke toudjou tokou dooudjé da né kedè, deo ko tar té lo kedji ke ndedji lo dooudjé wa?
COL.2.23	Tokoro, dodè tokou né kemkarè ta kare da rò singa ta wal Allah, ke ta da rò ngadji ke ta kwaa rò ngeng, a dèdè nto né ke ba, da toudjou boo rò ang.
COL.3.1	Tokou ban, tokou ïdjé ke Christ mbä, esangidjé nédjé nèn ke to ke tarr loou té ke Christ éh kendé, ke isi do dji kòl Allah té.
COL.3.2	Oundaidjé mèsè dò né té ke to tarr, a dò né té ke to dò nange té nèn ang.
COL.3.3	Mbata sésè woeidjé mbä, ke diyaa tébe losè ke Christ mè Allah té.
COL.3.4	Tokou Christ téh, nè ke nto tébe lodjè, bana sésè a téhdjé sa to ke ndokoo té.
COL.3.5	Tokou ban, etòlidjé boo né ke nange nèn ke to mèsè té, to loou to madjang, né ke madjang, boo da rò té dang dang, boo ta da né ke madjang, ke mè, ke to né polo kòr.
COL.3.6	To mbata nédjé nèn ongou lo Allah ao dé dò ngandjé té ke wo tar ang.
COL.3.7	Dèdè ke sésè ndjaidjé horodè té leo to, ndò ke sésè isidjé mè nédjé té nèn.
COL.3.8	A loshénè ïyaidjé nédjé nèn toï, ongou, tokou ongou, mè madjang, tadji, ke tar yèdo tasè té.
COL.3.9	Eridjé ngem kena horosè té ang, mbata sésè ïyaidjé doou ke leo ke koula la toï.
COL.3.10	Ke sésè oulaidjé doou ke siki mbä, ke ingaidjé kemkarè ke siki ta dé tokou lo nè ke ndè mbä.
COL.3.11	Deo té nèn, Grec ke Juif to kendé ang, ndjè koudja ta motè ke ndjè koudja ang nto ang, doou ke mè mou aséh Scythe, aséh bere, aséh doou ke dè to lél pè ngoto, a Christ éh toï ke nè néh mèdè té toï.
COL.3.12	Tokou ban, tokou lo dooudjé ke Allah mberesè mbä, ndjè ke madji toï ke nè ndikisè nya, oulaidjé mè madji, mè ke da né ke madji, mè ke ndoi rè ang, mè ke dèkèkè, ke mè ke enge ang.
COL.3.13	Ouridjé woursè kena horosè té, ke tokou mare kada éh ke tar toula do maredjé, ïyaidjé tar lona horosè té, deo kadaba tokou Mbaibé Seigneur ïya aresè, sésè asidjé ta kïya ban to.
COL.3.14	Oulaidjé ndiki do né té nèn toï, ke to né toï naaté ke mè kadaba ase toï.
COL.3.15	Aridjé mè woul lo Christ ö mèsè, mbata mmarsè kendé mè da rò té ke kadaba. Ke edaidjé woio.
COL.3.16	Aridjé tar lo Christ to mèsè té nya, tokou sésè etòdjidjé tar ke ndedjidjéna horosè té ke kemkarè toï, ke tokou sésè òsidjé pa lo David, ke pa lo Allah, ke pa lo Ndil, ke edaidjé woio Allah ke mèsè té.
COL.3.17	Né toï ke sésè edaidjé tokou to pa tar aséh koula, edaidjé né toï ke ri Mbaibé Jésus, edaidjé woio Allah Bòdjèdjè ndja deo té la.
COL.3.18	Dènèdjé, woidjé tar lo ngaosésè, tokou to ase mè Mbaibé Seigneur té.
COL.3.19	Dingaodjé, ndikidjé dènèdjé losè, aridjé mèsè toosè kedè ang.
COL.3.20	Ngandjé, woidjé tar lo bòsésè ke kösésè mè né té toï, mbata yèn to madji kem Mbaibé Seigneur té.
COL.3.21	Bòngandjé, aridjé ongou ngansè ang, na dòmadjang a da kisi madjang.
COL.3.22	Beredjé, woidjé tar lo dèdè ke nto ebèèsésè ke nange nèn mè né té toï, edaidjé mbata kemdè ba ang tokou dèdè ke nda ta kare dooudjé koukou, a ke mè kadaba mbata ebelidjé Mbaibé Seigneur.
COL.3.23	Koula ke edaidjé, edaidjé ke mèsè toï tokou to mbata Mbaibé Seigneur, a mbata dooudjé ang.
COL.3.24	Mbata egeridjé sésè a kingaidjé né ndouba dji Mbaibé Seigneur té tokou kouka losè, sésè edaidjé mbata Mbaibé Christ.
COL.3.25	Mbata doou ke da gatang, nè na kinga deo kadaba tokou né ke gatang ke nè nda mbä, ke Allah piti doou kada wota maredjé ang.
COL.4.1	Ebèè beredjé, edaidjé gaté gaté ke ase beredjé losè, mbata egeridjé sésè éhdjé ke ebèèsésè ke dara tò.
COL.4.2	Ïyaidjé ta doudjou Allah ang, ngemidjé madji kendé ke tar woio.
COL.4.3	Edoudjidjé Allah mbata lodjè tò, baa ta kare Allah òrou tadeo aredjè mbata tar ndja, ta pa tar ke yarè lo Christ ke daka, mbata méh kei koula té mbata tar nèn.
COL.4.4	Baa ta kare mam ntòdjou tesèrè, deo kadaba tokou mase ta pa.
COL.4.5	Ndjaidjé ke kemkarè no dooudjé té ke daka, edaidjé né ke ndò té losè.
COL.4.6	Aridjé tar losè ke epaidjé to ke mè madji ke ndò toï, nèl ke katé, baa ta kare asidjé geré ta tél tar tokou di kare dooudjé toï.
COL.4.7	Tychique a pa karesè tar lom toï, nè nto ngoköm ke mam ndikè nya, ndjè pa tar ke mè ndaa kaï, ke ndjè koula marem mè Mbaibé Seigneur té.
COL.4.8	Ma moulè ròsè té mbata tar nèn ndja, baa ta kare sésè egeridjé tar lodjè, ke ta kare nè ndedjisè baa ta kare mèsè koukou.
COL.4.9	Moula Onésime sa to, ngoködjè ke ndjè mè ndaa kaï ke mam ndikè nya, nè ke nto kada losè. Dèdè da pa karesè né toï ke téh loou té nèn.
COL.4.10	Aristarque, ndjè kei koula deo kadaba sem, dasè laphia, ke Marc ngokö Barnabas, nè ke mam ntòdjousè tar la leo, tokou nè ndé ròsè té etèèdjé madji.
COL.4.11	Ke Jésus, nè ke mmarè na Justus, dasè laphia. Dèdè nèn ke nto ndjè koudja ta motedè, dèdè kadaba to horo ndjè kouladjé té ke oumam mbata béh ko lo Allah, ke dèdè dòrou ongou mem té mbä.
COL.4.12	Epaphras, nè ke nto kada losè, bere lo Christ Jésus, dasè laphia ke mèa olè dòsè nya mè doudjou Allah té la ke ndò toï, baa ta kare sésè asidjé ngeng, ke ta kare sésè edousidjé ke né toï ke Allah ndiki.
COL.4.13	Mbata ma mpa tar nadji la ke nè nda koula nya mbata losè, ke mbata lodè ke Laodicée té, ke mbata dèdè ke Hiérapolis té.
COL.4.14	Luc, ndjè kouma ke djèdjè ndikè nya, ke Démas, ndasè laphia.
COL.4.15	Edaidjé laphia lom ngaködjèdjè ke Laodicée té, ke Nymphas ke kei Allah ke to mè kei té la.
COL.4.16	Tokou etouraidjé maketourou nèn horosè té mbä, aridjé ndjè ke Laodicée ta kare ntoura maketourou nèn mè kei Allah té lodè tò, ke sésè tò, etouraidjé maketourou lo ndjè Laodicée tò.
COL.4.17	Epaidjé are Archippe, Ngem madji ta da koula ase toï ke Mbaibé Seigneur arè ta da.
COL.4.18	Ma Paul, mam ndasè laphia nèn ke djim ndja. Olidjé mèsè do koulaa ke tòm. Tokou mè madji éh kesè.
1TH.1.1	Paul, Silvain ke Timothée,
1TH.1.1	Djoula djare kei Allah lo Thessaloniciendjé ke to mè Bòdjèdjè Allah té ke Mbaibé Jésus Christ.
1TH.1.1	Daresè tokou mè madji ke mè woul.
1TH.1.2	Djèdjè nda woio Allah ke ndò toï mbata losè toï, djèdjè ndoudjou Allah mbata losè ke ndò toï mè doudjou Allah té lodjè.
1TH.1.3	Djèdjè djolè mèdjè no Allah Bòdjèdjè té, do koula ko mè té losè, ke koula ndiki losè, ke mè ngebe losè ke yè ang mè Mbaibé té lodjè Jésus Christ.
1TH.1.4	Mbata djèdjè ngeré, ngakömdjé, ke Allah ndikisè nya, ke nè mberesè mbä.
1TH.1.5	Mbata tar ke madji lodjè dé ròsè té deo tar té ke ba ang, a deo singa té ke deo Ndil té ke madji toï tò, ke deo kounda mèsè dè té toï. Sésè egeridjé djèdjè nto tokou ban wa horosè té mbata losè ndja.
1TH.1.6	Ke sésè edéidjé to ndjè ndadjidjè ke Mbaibé Seigneur tò, mbata sésè etaaidjé tar ndja mè né ndoo té nya, ke rònèl ke Ndil ke madji toï aresè.
1TH.1.7	Tokou ban sésè edéidjé to né tòdjou no ndjè ko mè tédjé toï ke Macédoine té ke Achaïe té.
1TH.1.8	Mbata sésè aridjé tar lo Mbaibé Seigneur bar deo té losè ke Macédoine té ke Achaïe té ba ang, a ko mè té losè mè Allah té bar loou té toï, tokou ban djèdjè djase pa tar kada ang.
1TH.1.9	Mbata dèdè ndja mpa tar lodjè deo di a sésè etaaidjédjè mbä, ke deo di a sésè ïyaidjé kòrdjé ta tél rò Allah té, ta da koula lo Allah ke to Allah ke tébe ke tokoro.
1TH.1.10	Ke ta ngebe Ngonè ke dara, nè ke nè narè nï mè bwa yo té, Jésus ke òroudjè saria té ke ata dé.
1TH.2.1	Mbata sésè ndja egeridjé, ngakömdjé, ke djèdjè ndé ròsè té ta kosè ba ang.
1TH.2.2	A lé tokou djèdjè djo né ndoo ke djinga né ongou nya Philippes té, deo kadaba tokou sésè egeridjé, mèdjè oso pon ke Allah lodjè ta pa tar ke madji lo Allah karesè no dooudjé té ke mbetédjè nya.
1TH.2.3	Mbata ndedji lodjè ï ke tar gatang ang, aséh ke tar yèdo ang aséh djèdjè nda deo kere té ang.
1TH.2.4	A deo kadaba tokou Allah wodjè ase ta karedjè ngem tar ke madji, tokou ban djèdjè mpa ta kare dooudjé rònèl ang, a ta kare Allah rònèl, nè ke nnaa mèdjè.
1TH.2.5	Mbata djèdjè mpa tar kere ndò kada ang, tokou sésè egeridjé, aséh tokou gousou ta kinga né. Allah to ndjè tar nadji lodjè.
1TH.2.6	Ke djèdjè nsange piti ngà dooudjé ang, tokou ngäsè aséh ngä mare dooudjé ang, lé djèdjè djase ta doudjousè né mbata djèdjè nto ndjè kouladjé lo Christ.
1TH.2.7	A djèdjè djisi ke mè ke dèkèkè horosè té, tokou ndjè ngem ngandjé ke ngem nganè.
1TH.2.8	Tokou ban, mbata djèdjè ndiki nya ta da madji kesè, djèdjè nda ta karesè tar ke madji lo Allah ba ang, a ta karesè ròdjè ndja to, mbata sésè edéidjé to dooudjé ke djèdjè ndikisè nya.
1TH.2.9	Mbata sésè olidjé mèsè do koula té ke ongou lodjè, ngakömdjé, djèdjè nda koula tilti rem kade rem, baa ta kare djase ta dé to né koto mbata mare kada losè ang, tokou djèdjè djisi ta pa tar ke madji lo Allah karesè.
1TH.2.10	Sésè etoidjé ndjè nadji lodjè ke Allah to, deo di a djèdjè ngem ròdjè ke madji toï ke gaté gaté, ke tar kada dòdjè té ang nosè té, sésè ndjè ko mè tédjé.
1TH.2.11	Mbata sésè egeridjé deo kadaba tokou bòngon ke nganè, djèdjè ndedjisè kada kada toï mbä, ke djòrou ongou losè, ke mpa djaresè ngeng,
1TH.2.12	Ta ndja tokou ase kem Allah té, nè ke mmarsè ta dé mè béh kö ke ndokoo té la ndja.
1TH.2.13	Ke djèdjè nda woio Allah ke ndò toï mbata yèn, mbata tokou sésè etaaidjé tar lo Allah ke woidjé tadjè té, sésè etèèdjé tokou lo tar lo dooudjé ang, a tokou lo tar ke tokoro lo Allah ke da koula mèsè té, sésè ke etoidjé ndjè ko mè tédjé.
1TH.2.14	Mbata sésè, ngakömdjé, edéidjé to ndjè ndadji kei Allah mè Christ Jésus té ke to Judée té, mbata sésè woidjé né ndoo deo dji gel dooudjé té losè ndja, deo kadaba tokou dèdè do né ndoo deo dji Juifdjé té.
1TH.2.15	Dèdè ke ntòl Mbaibé Jésus ke prophètedjé to, ke ntoubadjè ke daka, ke nda ta kare mè Allah nèlè kedè ang, ke dèdè mbeté dooudjé toï.
1TH.2.16	Dèdè dòkou deo lodjè ta karedjè mpa djare Gentildjé, baa ta karedè dinga kadji ang, deo kadaba tokou ndò toï dèdè dare né ke madjang lodè dousou. A ongou lo Allah dé dodè té mbata ndò toï.
1TH.2.17	A mbata dòroudjè kesè, ngakömdjé, mbata ndò kada kada, ròdjè éh kesè ang, a ndildjè éh kesè, djèdjè nsange deo ngeng wota ke ndiki nya ta ko kemna.
1TH.2.18	Mbata djèdjè ndiki ta dé ròsè té, ma Paul, gar kada gar djo, a Satan òkou deo lodjè.
1TH.2.19	Mbata di wa to mè ngebe lodjè, aséh rònèl, aséh djòkedò ke djèdjè ndoi ròdjè kendé nò Mbaibé té lodjè Jésus, ndò ke nè ntéh wa? To losè ang wa?
1TH.2.20	Sésè etoidjé ndokoo ke rònèl lodjè.
1TH.3.1	Tokou ban, tokou djèdjè djase ta ngebe mare ndò ang, djèdjè ndiki gè ta kisi goukou Athène té kadadjè ba.
1TH.3.2	Ke djèdjè djoula Timothée, ngoködjè ke ngonlokisi lo Allah mè tar té ke madji lo Christ, ta ngengsè ke ko mè té losè, ke ta ndedjisè.
1TH.3.3	Ta kare mè doou kada sangè mbata né ndoo nèn ang. Sésè ndja egeridjé yèn to né ke mmardjè kendé.
1TH.3.4	Mbata tokou djèdjè djéh kesè leo, djèdjè mpa djaresè dongor ke djèdjè dja ko né ndoo, deo kadaba tokou dé mbä, ke deo kadaba tokou sésè egeridjé.
1TH.3.5	Mbata tar nèn, tokou mase ta ngebe mare ndò kada ang, ma moula baa ta karem ngeré ko mè té losè, mbata bel dam dòmadjang a ndjè kere eresè, ke koula lodjè a dé to né ke ba.
1TH.3.6	A loshénè mbata Timothée ïyasè tél dé ròdjè té, ke aredjè tar ke madji ko mè té ke ndiki losè, ke mpana sésè olidjé mèsè dòdjè té madji ke ndò toï, ke sésè ndikidjé nya ta kodjè, deo kadaba tokou djèdjè ndiki nya ta kosè,
1TH.3.7	Mbata tar nèn, ngakömdjé, mè né ndoo té ke né ongou lodjè, ongou ke mèdjè té mbata losè òrou mbä deo ko mè té losè.
1TH.3.8	Mbata loshénè djisi ke tébe, tokou sésè arridjé ngeng mè Mbaibé Seigneur té.
1TH.3.9	Djèdjè djase ta da woio Allah mbata losè to di wa, mbata rònèl toï ke éh mèdjè té mbata losè no Allah té,
1TH.3.10	Tokou djèdjè ndoudjou nya tilti rem kade rem, baa ta kare djèdjè djase ko kemna, ke ta karesè né ke dousè mè ko mè té losè?
1TH.3.11	A loshénè Allah lodjè Bòdjèdjè ndja, ke Mbaibé lodjè Jésus tòdjoudjè deo ta kao ròsè té.
1TH.3.12	A Mbaibé Seigneur are ndiki losè an ke bar nya horosè té kena, ke horo dooudjé té toï, deo kadaba tokou ndiki lodjè mbata losè.
1TH.3.13	Baa ta kare nè ngeng mèsè mè tar té ke madji toï, ke né kada dòsè té ang no Allah Bòdjèdjè té ndò téh té lo Mbaibé lodjè Jésus ke ndjè ko mè tédjé la toï.
1TH.4.1	Go né té toï, ngakömdjé, djèdjè ndoudjousè nya ke ndedjisè mè Mbaibé Jésus té, deo kadaba tokou woidjé tadjè deo di a sésè asidjé ndja ta kare rònèl Allah, deo kadaba tokou sésè edaidjé, edaidjé tokou ban marè wota.
1TH.4.2	Mbata sésè egeridjé tar ke djèdjè ntòdjousè deo té lo Mbaibé Jésus.
1TH.4.3	Mbata yèn to né ke Allah ndiki, ta karesè téh daka mbata Allah ke ta mbeté to loou to madjang.
1TH.4.4	Ta karesè kada kada toï egeridjé ta taa dènè mbata losè ndja deo té ke madji ke piti.
1TH.4.5	Deo té lo boo ke da rò ke madjang ang, tokou lo Gentildjé ke geré Allah ang.
1TH.4.6	Ta kare doou kada mbeté tar ndedji ang, ta da madjang ke ngoköè mè né té nèn. Mbata Mbaibé Seigneur to ndjè kouka baange mè né té nèn toï, deo kadaba tokou djèdjè ndedjisè ngeng dongor.
1TH.4.7	Mbata Allah bardjè mbata né yèdo ang, a ta téh daka ke madji.
1TH.4.8	Tokou ban, doou ke mbeté ta ngem né nèn, nè mbeté doou ang, a nè mbeté Allah, nè ke naresè Ndil ke madji toï la.
1TH.4.9	A mbata tar ndiki ngaködjèdjè, doou kada ase ta da maketourou karesè ang, mbata Allah tòdjousè ndja ta ndikina horosè té.
1TH.4.10	Ke sésè ndikidjé ngaködjèdjè toï do nange té ke Macédoine ke tokoro. A djèdjè ndedjisè, ngakömdjé, ta da ban marè wota.
1TH.4.11	Ta sange ta kisi dèkèkè, ta kounda mèsè do tar té losè ndja, ke ta da koula ke djisè ndja, tokou djèdjè mpa djaresè mbä.
1TH.4.12	Baa ta kare ndjaidjé gaté gaté kem dooudjé té ke daka, ke asidjé ta doudjou dooudjé mbata né kada ang.
1TH.4.13	A djèdjè ndikisè ta geré, ngakömdjé, tar lo dèdè ke ntibi mbä, baa ta kare mèsè ösè ang tokou dèdè ke déh ke tar mè ngebe ang.
1TH.4.14	Mbata tokou djèdjè djo mèdjè té ke Jésus woei ke tél ï mbä, deo kadaba ban deo té lo Jésus, Allah a kare dèdè ke ntibi mbä dé sa.
1TH.4.15	Djèdjè mpa tar nèn djaresè deo té lo tar lo Mbaibé Seigneur, djèdjè ke djéh ke kem, ke djisi sar téh lo Mbaibé Seigneur, djèdjè dja kao kèté dongor dèdè ke ntibi mbä ang.
1TH.4.16	Mbata Mbaibé Seigneur ndja a disi ke dara ke kila mber, ke bar lo tokou ange, ke bar lo tebe narè lo Allah, ke dèdè ke doei mè Christ té da kï dongor.
1TH.4.17	Gè té, djèdjè ke djéh ke kem ke djisi ba bai, da kotodjè ke tarr naaté kedè loou ndi té ke il, ta kinga Mbaibé Seigneur mè lél té, tokou ban djèdjè dja kisi ke Mbaibé Seigneur ke ndò ke ndò.
1TH.4.18	Tokou ban òridjé ongou lona horosè té ke tar nèn.
1TH.5.1	A tar lo ndò ke tar lo nai, ngakömdjé, ma mase ta da maketourou karesè kada ang.
1TH.5.2	Mbata sésè ndja egeridjé madji ndò lo Mbaibé Seigneur a dé tokou ndjè boukou ke tilti.
1TH.5.3	Tokou dooudjé pana, Loou to dèkèkè ke toï to madji, bana né toudjou a dé loshénè loshénè, deo kadaba tokou ndoo dé do dènè té ke waa sem, ke da kaïn pi.
1TH.5.4	A sésè éhdjé londoul té ang, ngakömdjé, mbata kare ndò té ke nou a dé dòsè té tokou lo ndjè boukou.
1TH.5.5	Mbata sésè toï etoidjé ngandjé lo lokarè, ke ngandjé lo kade, djèdjè nto lo til aséh londoul ang.
1TH.5.6	Tokou ban ase kare djèdjè ntibi ang tokou maredjé da, a ase kare djèdjè djisi tarr dò gòldjè té.
1TH.5.7	Mbata dèdè ke ntibi ntibi tilti, ke dèdè ke koto dadè nya, dadè tilti.
1TH.5.8	A mbata djèdjè nto ngä lokarè, ase kare djèdjè djisi dò gòldjè té, ke ta kòkou karedjè ke der ko mè té ke ndiki, ke djounda mè ngebe lo kadji té ke to djòkedò.
1TH.5.9	Mbata Allah bardjè ta kinga ongou ang, a ta kinga kadji deo té lo Mbaibé lodjè Jésus Christ.
1TH.5.10	Nè ke noei mbata lodjè, baa ta kare tokou djèdjè djisi kem aséh djèdjè ntibi, djase ta kisi tébe sa.
1TH.5.11	Mbata yèn, ndedjidjéna horosè té, ke ngengidjéna horosè té, deo kadaba tokou sésè edaidjé.
1TH.5.12	A djèdjè ndoudjousè nya, ngakömdjé, ta wal dèdè ke nda koula horosè té, ke dö dòsè mè Mbaibé Seigneur té, ke ndedjisè.
1TH.5.13	Ndikidjédè ke ndiki nya mbata koula lodè. Isidjé ke mè woul horosè té.
1TH.5.14	Djèdjè ndedjisè, ngakömdjé, ndangidjé ndjè dabedjé, ndedjidjé dèdè ke mèdè ngeng ang, oumaidjé dèdè ke ngeng ang, edaidjé ke mè ke dèkèkè kedè toï.
1TH.5.15	Ngemidjé ta kare doou kada horosè té tél né ke madjang mbata madjang ang, a esangidjé ta da madji horosè té kena ke ndò toï, ke maredjé toï to.
1TH.5.16	Edaidjé rònèl ke ndò toï.
1TH.5.17	Aridjé doudjou Allah eo ang.
1TH.5.18	Edaidjé woio mè né té toï, mbata yèn to né ke Allah ndiki mbata losè mè Christ Jésus té.
1TH.5.19	Etòlidjé pourou lo Ndil ang.
1TH.5.20	Mbetidjé tar ke Allah oula ang.
1TH.5.21	A naaidjé né toï, waaidjé yéh ke madji ngeng.
1TH.5.22	Ïyaidjé né ke madjang dang dang toï.
1TH.5.23	A Allah ke ndjè mè woul ndja aresè ta téh daka gaté gaté toï, ke ngem ndii losè ke kem losè ke ròsè madji toï, ke tar kada dòsè té ang ndò téh té lo Mbaibé lodjè Jésus Christ.
1TH.5.24	Nè ke mmarsè to ndjè mè ndaa kaï, ke nè na da né toï.
1TH.5.25	Ngakömdjé, edoudjidjé Allah mbata lodjè.
1TH.5.26	Edaidjé laphia ngaködjèdjè toï ke to mbidè madji.
1TH.5.27	Mam ndoudjousè ke ri Mbaibé Seigneur ta kare etouraidjé maketourou nèn are ngaködjèdjè toï.
1TH.5.28	Tokou mè madji lo Mbaibé Jésus Christ éh kesè.
2TH.1.1	Paul, Silvain ke Timothée,
2TH.1.1	Djoula djare kei Allah lo Thessaloniciendjé ke mè
2TH.1.1	Bòdjèdjè Allah té ke Mbaibé Jésus Christ.
2TH.1.2	Allah Bòdjèdjè ke Mbaibé Jésus Christ aresè tokou mè madji ke mè woul.
2TH.1.3	Djèdjè djase ta da woio Allah mbata losè ke ndò toï, ngakömdjé, tokou ban to madji mbata ko mè té losè tòkou nya, ke ndiki losè kada kada toï mbata maredjé horosè té bar nya.
2TH.1.4	Mbata yèn djèdjè ndja mpitisè mè kei Allah té dang dang, mbata tar ngeng losè ke ko mè té losè mè né té ke ngeng toï, ke mè né ndoo té ke sésè woidjé.
2TH.1.5	Yèn to né tòdjou gange tar ke gaté gaté lo Allah, baa ta kare ndasè madji ase béh ko lo Allah, mbata yèn baa sésè woidjé né ndoo.
2TH.1.6	Mbata Allah wo to gaté gaté ta tél kouka né ndoo kare dèdè ke ngäsè ke tar.
2TH.1.7	Ke ta karesè ta kwaa ròsè kedjè, sésè ke woidjé né ndoo, ndò téh té lo Mbaibé Jésus ke dara ke angedjé ke singa mongou la, ke ndö pourou té.
2TH.1.8	Ta gange saria ongou dodè té ke ngeré Allah ang, ke dòdè té ke do tar ke madji lo Mbaibé lodjè Jésus ke ngem ang.
2TH.1.9	Dèdè da ko né ndoo mè kem pourou té ke ndò ke ndò, ke da kaidè ke dang nò Mbaibé Seigneur té ke ndokoo lo singa mongou la.
2TH.1.10	Tokou nè ndé ndò té ke nou ta kinga ndokoo mè ndjè ko mè tédjé la, ke ta kare dèdè toï ke do mèdè té, mèdè ounda dò biä mbata la, mbata sésè woidjé mèsè té ke tar nadji lodjè ke djaresè.
2TH.1.11	Mbata tar nèn, djèdjè ndoudjou Allah mbata losè ke ndò toï, baa ta kare Allah dasè ase bar la, ke ta kare kedji ke madji toï ke koula ko mè té dé ase toï deo singa té la.
2TH.1.12	Baa ta kare ri Mbaibé lodjè Jésus inga ndokoo mèsè té, ke sésè ke mèa té deo té lo tòkou mè madji lo Allah lodjè ke Mbaibé Jésus Christ.
2TH.2.1	Do tar téh té lo Mbaibé lodjè Jésus Christ ke tar mbòna lodjè sa, djèdjè ndoudjousè nya, ngakömdjé,
2TH.2.2	Aridjé kedji losè yè loshénè loshénè ang, aséh aridjé mèsè ounda do bia ang, deo ndii té aséh deo tar doou té, aséh deo maketourou té ke dèdè mpana to maketourou lodjè, ke pana ndò lo Mbaibé Seigneur dé mba.
2TH.2.3	Ase kare doou kada eresè mare deo té kada ang, mbata ndò nèn a dé ang tokou tar mbeténa dé dongor ang bai, ke doou ke madjang téh daka mbä, nè ke nto ngon ke a kwoei loou kem pourou té.
2TH.2.4	Nè ke ndoi rè, ke mbeté né toï ke mmar na Allah aséh né ke dooudjé wal tokou ban, nè nisi do ngèndé té mè kei Allah té, nè mpana nè ndja nto Allah.
2TH.2.5	Olidjé mèsè ke ma mpa tar nèn maresè ndò ke ma méh kesè ang wa?
2TH.2.6	Ke sésè egeridjé né ke òkou deo la loshénè, baa ta kare nè ntéh daka ke ndò té la.
2TH.2.7	Mbata tar ke yarè lo né ke mbeté tar ndedji da koula loshénè, a doou ke òkou deo la loshénè, nè na da ban sar nè nao loou té ke dang.
2TH.2.8	Gè té nèn, doou ke mbeté tar ndedji a téh daka, ke Mbaibé Jésus a tòlè ke poum ke téh tè té, ke nè na toudjè tokou nè ntéh daka ke ndò téh té la.
2TH.2.9	Ndò téh té lo doou ke mbeté tar ndedji a to ke singa toï, ke né tòdjou ke kere ke né ta kare mè dooudjé ounda do biä, deo koula té lo Satan.
2TH.2.10	Ke nè na da né kere ke madjang mbata dèdè ke dao doei, mbata dèdè mbeté ta ndiki tar ke tokoro ta kinga kadji.
2TH.2.11	Mbata yèn Allah oula tar kere ngeng dodè té, ta karedè do mèdè té ke né ke to ngem.
2TH.2.12	Baa ta karedè toï dinga saria, dèdè ke do tar ke tokoro mèdè té ang, a dinga koukou deo né té ke gatang.
2TH.2.13	A djèdjè djase ta da woio Allah mbata losè ke ndò toï, ngakömdjé ke Mbaibé Seigneur ndikisè nya, mbata Allah mberesè dongor kèté ta kinga kadji, deo Ndil té ke aresè etéhdjé daka ta dé madji, deo ko tar té ke tokoro mèsè té.
2TH.2.14	Mbata yèn nè mmarsè deo tar té ke madji lodjè, baa ta kare sésè ingaidjé ndokoo lo Mbaibé lodjè Jésus Christ.
2TH.2.15	Tokou ban, ngakömdjé, arridjé ngeng, ngemidjé né tòdjou ke sésè ingaidjé deo té lodjè, tokou to deo tar té ke djèdjè mpa, aséh deo maketourou té lodjè.
2TH.2.16	Ase kare Mbaibé lodjè Jésus Christ ndja ke Allah Bòdjèdjè, nè ke ndikidjè ke naredjè tar kòrou ongou ke ndò ke ndò ke mè ngebe ke madji, deo tokou mè madji té.
2TH.2.17	Aridjé mèsè to dèkèkè, ke ngengidjédè mè koula té toï ke madji, ke mè tar té toï ke madji.
2TH.3.1	Gè té toï, ngakömdjé, edoudjidjé Allah mbata lodjè, baa ta kare tar lo Mbaibé Seigneur téh loou té toï ndjange ndjange ke ta kinga ndokoo, deo kadaba tokou nda horosè té.
2TH.3.2	Baa ta kare djèdjè djase téh mè dji dooudjé té ke ndjè ongoudjé ke ndjè mè madjang, mbata dooudjé toï éh ke ko mè té ang.
2TH.3.3	A Mbaibé Seigneur to ndjè mè ndaa kaï, nè na karesè ngengidjé ke na ngemsè mbata ndjè kembaa.
2TH.3.4	Ke mèdjè oso pon mbata losè mè Mbaibé Seigneur té, ke sésè edaidjé ke a daidjé né ke tadjè pa aresè.
2TH.3.5	Ase kare Mbaibé Seigneur tòdjou mèsè ta kande ndiki té lo Allah ke mè enge ang té lo Christ.
2TH.3.6	Djèdjè ndedjisè, ngakömdjé, ke ri Mbaibé lodjè Jésus Christ, ta kao ndeo ke mare ngokö ke ndja gatang, ke ndja deo né tòdjou té ang ke sésè ingaidjé deo té lodjè.
2TH.3.7	Sésè ndja egeridjé né ke asidjé da ta ndadjidjè, mbata ndja lodjè tokou djisi horosè té to ndja gatang ang.
2TH.3.8	Djèdjè djön mourou lo mare doou kada ba ang, a djèdjè nda koula kade rem tilti rem ke ndoo too, baa ta kare djase dé to né koto mbata mare kada horosè té ang.
2TH.3.9	To mbata djèdjè djéh ke deo ang ta doudjousè né, a djèdjè ndiki ta karesè ndja té lodjè to né tòdjou ta karesè ndja dò gòldjè té.
2TH.3.10	Mbata tokou djèdjè djéh kesè leo, djèdjè mpa djaresè tar nèn, Tokou mare doou ndiki ta da koula ang, ase kare nè nousa mourou ang.
2TH.3.11	Mbata djèdjè djo na maredjé horosè té ndja gatang, ndjè tar ke dèkerè, dèdè ke nda koula ang.
2TH.3.12	Dooudjé ke tokou ban, djèdjè mpa djaredè ke ndedjidè deo té lo Mbaibé Jésus Christ ta da koula lodè dèkèkè, ke ta kon mourou lodè ndja.
