MAT.1.1	Taki̱da ki̱kuwang Yesu Masiya, buke Dauda, wu n ki̱n buke Yibrayime.
JAS.2.14	Kebu mi̱m, a le yi bwa̱le, ka n yi mwiko n muni ki̱ni keku bi̱yili̱mangu yinu mwan yungbu we nangite? Keku bi̱yili̱mangu n we yu wuka niya? 
JAS.2.15	Ka bi̱kam kebu ni̱bu bunti̱ki̱m kwarta ka wuwiye wu a kwala kuli̱n ka chabte, 
JAS.2.16	yinu n yi ki̱n mwiko. Ya li̱mang, suitu ka chune a ni̱nu riye we. Aya mwan nibu niwu ti̱kan chabtu ka kuli̱ne, ti̱tu a lengi bwa̱le?
JAS.2.17	We fi wiine, keku bi̱yili̱mang a di̱Yesu Masiya n ki̱kun, ka a ne nangangu ka yungdu wenge a tu a bwa. 
JAS.2.18	We fi wuka ni ka medu ka kwilayu ka yidu ko, “Bi̱kamu ni̱bu ki̱ni kana keku bi̱yili̱mang, aya bi̱kamu ni̱bu ki̱ni kana nangi̱n ti̱yili, a kaya ti̱kan chiya?” Aya n ke ki̱mi̱n mi a bwa̱le keku bi̱yili̱mangu yo a ne nangang ki̱yileng we? Mang yungi̱n keku bi̱yili̱mangu we a nangi̱n ti̱yili mitu we di̱Kwama.
JAS.2.19	N ke bi̱yili̱mu mwiko Kwama wiin. A le, ko no nang ki̱fi̱btiye yibwilaiyu a ke ti̱ni yiko, yinu ki̱mi̱ka ti̱ni bwi di̱ne taye. 
JAS.2.20	M mun di̱ru, ka mun baddu ki̱kangu mang fwa mi̱nu tiyangu keku bi̱yili̱mangu a ne nangang wengu ti̱kusiya?
JAS.2.21	Mwan kurbu mwi n tuke chire n Yibrayim a kau naba yile we kakku Kwamangu we chi n ki̱n a mantu, yoko n ki̱n a tau bweko Yichaku a ni di̱ne nangang niku ki̱tuumang? 
JAS.2.22	Da̱ng! keku bi̱yili̱mangu n ti nangang ki̱yileng kangu ki̱yadu a fi wiine. Chi n ki̱n a mantu a yo keku bi̱yili̱mang kangu a kabbi di̱mbi̱ri̱m. 
JAS.2.23	We fi, a ri bi̱mwali̱li̱mu ya̱m Kwaman ko, n Yibrayim a ke bi̱yili̱mu we di̱Kwama, n Kwama a kii ki̱n a niwu yile di̱ne keku bi̱yili̱mang kangu. We yiko ni̱bu ki̱yalti̱n ki̱nu ko fate Kwama.
JAS.2.24	Ti̱da̱ng, a yung ni kau ni̱bu yile n ti Kwamam di̱ne nangang ti̱yili chi̱retu n ke keku bi̱yili̱mangu ki̱kung. 
JAS.2.25	Ni swe bi̱bu ki̱ni Rahab di̱banu. N ki̱n a kau na yile we kakku Kwamangu di̱ne chi n ki̱n a mantu. Yo a lai ni̱bu a ya ki̱ dele ti̱me, n ki̱n a maka chi a swi a wuka wa̱re daan. 
JAS.2.26	Di̱ne yiko, yinangu bwiyu ka a ne fi̱ki̱m wenge a kau wu bware, yiko ti̱n, keku bi̱yili̱mangu we di̱Kwama a ne nangang wengu kwa̱me.
JAS.3.1	Kebu mi̱m ni̱bu bunti̱ki̱m, nabwen we ti̱be chi̱n a kadu bi̱bu ki̱ miya chim we, di̱ne ti̱yim tiko n chi̱ni bi̱bu ni ma miyaki̱mu n Kwama ka sii ti̱n ni̱r we mwataku chirengu. 
JAS.3.2	Ki̱kumang n chi̱ni ki̱ni kwang ni ledu nabwen. Nangki̱n ka wuka ni a twa̱nbu we chitu n ki̱n ki̱fwadite, a no ni kau ni̱bu bi̱bi di̱mbi̱li̱m, wu ka medu ka tau bwiki kwange. 
JAS.3.3	Yo ni̱n di̱ku kwere mi̱n ki̱mi̱ti̱ti̱li we yii ke a bunti̱n chi ni badde, ni mul kwere ki̱ya bwanu ni badde.
JAS.3.4	Ti̱nti̱n ni swedu ki̱ni ne kwa̱mbi̱ri we ne la wuduwe, kasi ki̱ku a dwiyenangu, ki̱fi̱be wuduwe ki̱tungdu ki̱yikadi ki̱n, ki̱ni yiko, ni ki̱side, ki̱ma nangangu ki̱ni ki̱twalang
JAS.3.5	A fi wiine benu wuka fi bayim we bwi ni, a ya ki̱ni kuki̱ku durangu nabwen. Ti̱da̱ng nabwen di̱kiru bambi̱li̱mbambi̱li̱me aya ki̱rangu bayim ki̱twi ki̱nu. 
JAS.3.6	Ben ni̱nu yinang ki̱rangi nga̱lngalang. A ri ki̱ni kana nabwe muli̱n di̱kwanang. Nang benu we bwi chi̱renu yinu ki̱kai bwi ki̱ni kwang. Ti̱nti̱n ki̱yo bwi chire kwang ka twidu a ki̱rang ke a kai ti̱kuri chi̱rentu a mwetuwe di bi̱be a lanta di bwa, yinu ki̱rangu ki̱bedu a di̱Setane ki̱twi ti̱nu. 
JAS.3.7	Ni ki̱medu ki̱la dukan naiyinu, wu n ki̱n ki̱ma mati̱n kitu ferediye kasi no nang nai di̱kiriyu n ti ki̱ni̱btiyu n ti naiyu ki̱kwa̱kada ti̱me n ti nai mwei. 
JAS.3.8	Aya a ne nii a me a tau ben ki̱ne we. Ti̱nti̱ne chi ti̱kwani̱n a kebu a tabu dur ki̱nu, a ri ki̱ni yinang ki̱kwanangu nabwen wu ki̱wuwe bwa.
JAS.3.9	Nang chi ni dela ti̱ Kwama wu n ki̱n nang Te chire, nangti̱ chi ni turan ni̱bu n Kwama a mub yinang ki̱ni̱mu. 
JAS.3.10	Ni dela Kwama ki̱ni yii, ni turati̱ ni̱bu ki̱ni yii. Wule kebu, a dakabu a no ka kaddi ying. 
JAS.3.11	Kanodu mwe wu a li̱mbe n ti wu a li̱me we chiredu we fi wiina? 
JAS.3.12	Kebu mi̱m, tiyang yinab we tu ti̱kulan setunita? Ka tiyang yinabi ka tu ti̱kulan tiyang sinangu ta? A fi wiine, bwiru ki̱ni mwe bumenu a ne bwi mwe wu a li̱mli̱me.
JAS.3.13	Wuka we tibe chi̱n wu ki̱ni kasan wu ki̱ni ti̱kuran we kangu n Kwama ki̱badu ni ma fi swenga? Ya yayu wu a lele yinange, ke a yung da̱ wuyile ko we si̱ki̱ku durang kangu yinangu n Kwama ki̱badu ni ma fi swengu, yinu mwang kau naba kasane. 
JAS.3.14	Aya ka we ni̱r munu, n ri ki̱ni kubeku ki̱kusang n ti ki̱fwini n ti mi̱laku dur munange, wureni a yo ki̱kangu mun ngau kwiye mun mweti̱n ti̱kwanitu muko n muni ki̱ni kasane?
JAS.3.15	Ki̱dum kasani̱n bi̱bu n ke bi̱bu ki̱suwedu a di̱Kwamam, ti̱tu ki̱chiredu a ti̱ti̱ni n ke ta fi̱ki̱m Kwamame, aya ti̱tu n ti̱u ki̱fi̱be wubwila. 
JAS.3.16	Nangki̱n, ka nang wuwule fiye wu ni̱bu ki̱ni kubeku n ti bi̱bu ki̱bau ka dur chinmu, a ne duum mweki̱ni̱mu n ti ka bi̱bi̱le dum da wubwila ne mwang yadu we fikomu we.
JAS.3.17	Aya ni̱bu bi̱bu ki̱ni kasan ti̱tu ki̱chiredu a di̱Kwamatu, a kabi kwangi wa̱la̱k, ti̱nti̱ne ki̱bedu ki̱ni li̱mang we ni̱bu, ki̱ni bubbuke ni̱re, yo ki̱ma chite ki̱kurti̱nu ko bi̱kam ni̱bu we, a ri ki̱ni ki̱bune n ti nangi̱n chitu ka ti̱yili kwang, a yungbu lakaku, a kerabu ti̱kuran chitu ti̱nti yurab yinu n chi a buti̱bu ni̱bu. 
JAS.3.18	Ni̱bu ki̱bau li̱mangu a swedu we ni̱bu yinang naba kuuwe wu a fi duum li̱mang a ti̱me, yinu ki̱kau chi ti̱yili we kakku Kwamangu.
JAS.4.1	Wureni a yo ti̱ma tukaku n ti di̱kulan yiinu we tibe chi̱ne? A ne kamaku we ki̱bedu a kubeku chiyang changu ki̱ma kun we di̱chinangu. 
JAS.4.2	Ti̱bau chitu ta yabu, ti̱swanadi kakku durang, ti̱bau chitu ki̱ni dukan, ti̱kwaladu, ti̱swanadi di̱kulan yiin n ti dukulan. Chi a yo tayabu chite di̱ne ta twa̱ba̱bu buni we. 
JAS.4.3	Ti̱nti̱ne, ki̱dangu ti̱bi̱u Kwamangu ta yabu, di̱ne ta babu a wa̱re wu yile, di̱ne yata ma nangangi ki̱n a wa̱re wu kuse wu ta nweng ta̱ma̱ng chi̱nge.
JAS.4.4	N ti̱n ni̱bu ti̱kulimu, ta yimbu tiko baku chi ti̱ti̱nitu kati̱n n ti Kwama? Di̱ne yiko ka nang wuwule niye wu ki̱mi̱la ti̱ti̱niye, a Mai dur ki̱nu kati̱re Kwama. 
JAS.4.5	Ka ti̱kamadu tiko a ne bi̱yili̱m we bi̱mwali̱li̱m ya̱m Kwamu a fwa ko, “N Kwama a rii ki̱ni di̱bwilang ki̱ken we fi̱ki̱mu a yo we di̱chi̱nemu.”
JAS.4.6	Aya n Kwama a su nimi̱n li̱meko nabwen nang chi a yo ya̱m bi̱mwali̱li̱m ki̱mu a yi ko, “N Kwama a babu ni ki̱kuki̱ dur ki̱ne ka swedu ki̱dwan n ti ki̱n, aya ki̱ma wu ni̱ri bubbuke mi̱n li̱me.”
JAS.4.7	Di̱ne yiko ti̱yiu Kwama nang Tewuduwe mo, ti̱ti ki̱ri̱ng ti̱kedu n Setan we, ka du chi̱nu. 
JAS.4.8	Ti̱be ki̱dwang n ti Kwama, n Kwama ka be tedu ki̱dwang n ti chi̱n. Ti̱du chi a lebitu n ti̱n ni̱bu ki̱letimu, n ti̱n ti̱kuran chi̱ntu a kera kerane ti̱do ni̱tu chiti wa̱la̱k.
JAS.4.9	Ti̱ma furi ki̱lin, ti̱kii wii, ti̱fwal ti̱mwenitu. Ti̱lemi̱n ti̱nurantu, ti̱nang kii wii, ti̱du ti̱mi̱lantu, ti̱nang ma furi ki̱lin. 
JAS.4.10	Ka ti̱swa̱ba yi chiyu we kakku Tewuduwe, n Kwama ka ri̱ka chi̱nu we kakku kangu.
JAS.4.11	Kebu mi̱m, ti̱fwadu chi ti̱kusi we tibe chi̱n. Di̱ne ni ki̱ tu keko naba bunti̱ke, ka mun mwata ki̱mi̱nne, a yung mun makadu n ti yilang Kwamang, mu yo yilang Kwamangu mi̱n ki̱le. Nangki̱n ka mun makadu n ti yilang Kwamange, a yung mwang bunti̱bu yilangu. Ti̱nti̱ne n yung dur munu naba mwatake. 
JAS.4.12	N Kwama ki̱kun wu a yo yilange, nang ni ka mwata nimi̱n ti̱ne. N ki̱n ki̱kun ki̱ni dukan yuki̱nu, n ti di̱du a chikki̱nu. Aya mun kamadu m mun n wure wu mwan lwe mwang mwata kemo mi̱nde?
JAS.4.13	Ti̱nwe n ti̱n bi̱bu ti̱ yidu ko, “Di ka fi̱nenange ni̱n yika di̱kan bi̱n, nang ma swa̱r wenu. Nang ma di̱be we bwako nang mur ka̱mbi̱r.” 
JAS.4.14	Chi ti̱fwade a lebu, di̱ne ta yimbu chi ka fwedu ki̱ni chi̱n fi̱nenange. Ti̱kuri chi̱ntu yinang di̱talluken di̱du a ne tike, ki̱yarati̱nu.
JAS.4.15	Chi a no ta fwaditu nang ti̱tu, “Ka n Tewuduwe a ke a du ti̱kurite, nang ma ti̱tu n ti ti̱tu.” 
JAS.4.16	Aya ki̱ka̱ngu ti̱kuku duru, ti̱ngau kwiye we chi ta yo a kakitu, aya maki yikongu kana nangang ki̱bwilang. 
JAS.4.17	Di̱ne yiko, ka nang wuwule niye wu a no dakan ka ma chi ti̱yiliye yinu n ki̱n a mabe, a kau ki̱mi̱n ki̱le we kakku Kwamangu.
JAS.5.1	Ki̱kangu ti̱nwe n ti̱n kuli̱mu! Ti̱ki wii ki̱ni keme di̱ne riye ki̱be chimi̱nedu a kake. 
JAS.5.2	Kuli chi̱ntu ka fwidu, rwa̱ti ka wu ki̱yili̱n kuli̱n chi̱nu. 
JAS.5.3	Si̱nariya chi̱n n ti Asurfa chi̱n ka ma sa̱ngre. N Kwama ka ku Sa̱ngre wu, nang chi ka mwata chi̱n mi̱n ti̱ni ki̱ne, wu ka twi chi̱nu yinang ki̱rang. N ti̱n ti̱ mur yichiyu mi̱n kulitu we diti yiyu, a kau diti swan kuteye. 
JAS.5.4	Nangki̱n, sure ta dang ni̱bu nanganmu a kuuni chiyimu di̱ne ke ti̱sul chi̱nu, wii chi a lam kakku Tewuduwe Kwama chire. We yiko ti̱n, ti̱ful bi̱bu ki̱chaku chimi̱n kuli̱n kuunu, ta febu chi. Wii chi a lam kakku Kwama Tewuduwe Kwange. 
JAS.5.5	Ti̱ma fiswe nwe ta̱ma̱ng ti̱ti̱nitangu, yinu ti̱ma chi ta kudiye, ki̱ka̱ngu ni̱tu chinti a fwiyeni mwe ki̱ni nwe ta̱me ti̱ti̱niye, aya ta yimbu tiko dimwatake a mwatawenge. 
JAS.5.6	Ti̱yo ni̱bu mi̱n mwataki̱ku ke ti̱chibe ni̱bu Kwamam, aya n chi a katabu n ti chi̱n.
JAS.5.7	Di̱ne yiko kebu mi̱m, ti̱swe ki̱ni bwanu ka lami̱nti̱ yo n Tewuduwe ka bede. Ti̱da̱ng ki̱dum bwanumu naba kuwe ki̱madu ki̱ lami̱nti̱ yo chabti̱tu a biye. We nabwe bwanuwe, ki̱yam mwe wu ka fin chame n ti wu ka tali̱nde. 
JAS.5.8	N ti̱n ti̱n ti̱mu ni̱ru ti̱ti ki̱ri̱ng, di̱ne di ki̱lake Tewuduwe a mwatawe ki̱dwan. 
JAS.5.9	Ti̱du ti̱lurantu a dutu kebu chimitu, ke Tewuduwe chire a mwata chimi̱nu we. Da̱ng naba mwatake a mwatawe ki̱dwan, a ti̱ya kwa̱r. 
JAS.5.10	Kebu mi̱m, ti̱kur fa̱kubu Kwama feredimu bu a fwa ya̱m ki̱ni di̱n Tewuduwe, yinu n chi a nwe riye, aya n chi a mu ni̱ru a ti ti̱ni ki̱ri̱ng. Ki̱bunti̱n wa̱ri chiyu ki̱miyadu tiyangu ka ru ni̱ru we riyengu. 
JAS.5.11	Kangu ta yim ni̱bu ti̱yim ti̱ kuradu tiko ki̱ni ki̱siyange nang ni̱bu a mu ni̱rumu. A ta tu ta yim yinangu we muku ni̱ran Ayuba, yinu ta ku yinangu n Tewuduwe a yo kuten kangu a lengu. Bi̱yili̱m n Tewuduwe chire ki̱ni ni̱r ki̱bunen nabwen we ni̱bu ki̱mu.
JAS.5.12	Kebu mi̱m chi a la chiye we ti̱tu kwangentu we chitu mang fwa, ti̱twandu chi we ko “Bayim ka ti̱bwa̱u ya̱me, ti̱twandu chi we ki̱ni dii, ka ti̱me, ka a ti̱kan chiye. Ya̱m chimu a subu ‘ngo’ ka ‘ngango’ ke ti̱yaruwe mwataki̱ Kwamangu.”
JAS.5.13	Kano wuka nii we tibe chi̱n wu ki̱nwe riya? A twa̱ba̱ buni a di̱Kwama ke a maka ki̱n. Wukane nii we ki̱ni furi mwemwen na? A kaba teni ke ki̱dela Kwama. 
JAS.5.14	Wukane nii we wu a bubuwa? A yale seli̱bu ni̱bu bunti̱ki̱mu a twa̱ba̱ ki̱mi̱n buni a wa nii wu a bubuwe mi̱n ki̱nungu a di̱n Tewuduwe. 
JAS.5.15	Duum twa̱ba̱ki̱mu ki̱ni keku bi̱yili̱mangi̱mu ka be naba burange. N Tewuduwe ka beti̱ ki̱nu, ka ya ki̱ni ki̱lenge n Tewududuwe ka du ki̱mi̱n ti̱n ki̱letiyu.
JAS.5.16	Di̱ne yiko, ti̱nang fwa yichiyu mi̱n ki̱leti chiyu, ti̱nang twa̱ba̱ dutu chi̱ntu mi̱nu ke ti̱ya beki̱ku. Twa̱ba̱ku naba yilengu ki̱ni dukan ki̱ma nangangu yinang yinang. 
JAS.5.17	Ti̱da̱ng Yiliya ni yinang chi̱ni, a ki̱twa̱ba̱ bunitu ki̱ni ni̱r ki̱ni di̱n ko a swidu mwe we, a mwintuwe a swibu mwe swa̱ti̱ti ti̱ta ki̱ni di̱mwatar. 
JAS.5.18	A kuteng ki̱ku a ki̱la twa̱ba̱ bunitu, mwe twiye a swiye we twiye, chabti̱tu a ki we ti̱mu.
JAS.5.19	Kebu mi̱m, ka wuka chi̱n a chir we wa̱re wuyile Kwama, yinu ni̱bu a ki̱lawe ki̱ni ki̱n a wa̱re, 
JAS.5.20	niwu a ki̱la ki̱ni ki̱n we wa̱re a yim ko, niwu a ki̱langi ki̱ni naba ki̱le a yu ki̱n we bwa. Yinu a yo n Kwama a da̱ng ti̱bu ne bwila n ki̱n a mange.
1PE.1.1	M Biti̱r, fandu Yesu Masiya, m mwal bi̱suturi̱m ni̱bu Kwama mi̱n lwangi̱n di̱du, bi̱bu a ti̱ran ki̱ma fiswe wu a ni̱bu kuume we yaatiyu a Fontu, Ka̱latiya, Kafadokiya n ti Asiya a lanta Bitiniyamu. 
1PE.1.2	N ti̱n bi̱bu n Kwama Te a yim chi̱n a sutu chi̱n feredimu, Fi̱ki̱m ki̱mu a yo ti̱kau bi̱bi wauwadi̱m, ke ti̱ma Yesu Masiya mi̱n kwa̱mbi̱r ti̱ya nuraku we ki̱tum ki̱mu. Li̱me n ti li̱mangu a swe n ti chi̱ni di̱bi̱l.
1PE.1.3	Ni dela Kwama n ti Te Tewuduwe chire n Yesu Masiya di̱ne ne ki̱bune a ni chi̱ni ti̱kuri ti̱fwin we kunku Yesu Masiya we furangu. Ti̱tu a yo n chi̱ni ki̱ni yo ni̱re wuduwe. 
1PE.1.4	Yinu ni yo ni̱ru ke ni ya chi n Kwama a yo ni̱bu ki̱m mi̱ne, a yo chi̱n mi̱n a bwaditu, finu a ne twiyadu, a ne kayadu, ka ka surede. 
1PE.1.5	We keku bi̱yili̱mang changu, n ti̱n bi̱bu n Kwama ki̱to chi̱nu ki̱ni dukan ki̱nu ka lami̱nti̱n di yuke wu n ki̱n a do ka yung ki̱nu we di swang kute.
1PE.1.6	Ti̱ma furi mwen we ti̱tu, kasi ki̱ku ki̱ka̱ngu we ki̱swi wu bayim ti̱ma furi ki̱liki̱lin di̱ne sweki̱ku ti̱yadu we mure dangtidangtiyangu. 
1PE.1.7	Ti̱tu ki̱fwedu di̱ne ke a yung yinangu keku bi̱yili̱mang changu a tiyangu. Kasi no si̱nariya, wu ka kayade, ni swedu a ki̱rang, keku bi̱yili̱mang changu yiko, wu a la si̱nariya, a mwintuwe ka ya sweki̱ku, ke a ya ruku. Yinu ta ya delaku n ti dwiyentu nabwen we di n Yesu Masiya ka fwadede. 
1PE.1.8	Ti̱mi̱la ki̱n, kasi ki̱ku ta kuunbu ki̱n wengu, ti̱ke bi̱yili̱mu we di̱ki̱ne, kasi ki̱ku ta kubu ki̱n ki̱ka̱ngu. Ti̱ri furu ki̱ni ti̱mi̱lantu nabwen n ti ti̱mi̱la ti̱tu a dwiyen ti̱tu a su ki̱nati̱ngi, 
1PE.1.9	di̱ne ti̱ yiu ki̱ti̱me chi̱n we keku bi̱yili̱mang changu nang yuku ti̱kuri chi̱ntu.
1PE.1.10	We yuku ki̱ku fa̱kui a ta̱l ya̱m bi̱bu di̱ne ke chi swaan, yo n chi a fwa ya̱mu we li̱me wu n Kwama ka ni chi̱ne. 
1PE.1.11	N chi a bau ka yindu ka ti̱tu ka fwedi fere, n ti kangu ka fwendangu. Wu nang ki̱swi wu Fi̱ki̱m Masiyamu we di̱ chiye a no ki̱yung chidu, ki̱fwadu kangu m Masiya ka mu ni̱ru we nwe riyengu, n ki̱n ka ya dwiyen kite. 
1PE.1.12	N Kwama a kwa̱l chimi̱n ko, nangan chiyangu n ke di̱ne dutu chiye, aya di̱ne chi̱n. Ki̱ka̱ngu n chi a fwa ya̱m we ti̱tu chi ta tu ta nwe we Fa̱ku wu a fwa Ya̱m Bi̱li̱m we dukan Fi̱ki̱m bi̱bu a tume a bwa diye mu. Ti̱tu nang chitu kasi no ni̱bu ti̱tumbi̱rimu ki̱baddu ka swaane.
1PE.1.13	We yiko, ti̱do ni̱tu chi̱ntu di̱ne nangangu, ti̱tau dutu chi̱ntu, yinu ti̱yo ni̱tu chi̱ntu we li̱me ka ni chi̱nu we di n Yesu Masiya ka fwadede. 
1PE.1.14	Ti̱kabi ki̱ni kwa̱mbi̱r we bunti̱ki̱ku yinang bwesi̱m Kwamam, ti̱kedu chi ti̱bwilatu ti̱baditu a kwel chimi̱nu ni̱tu we, yinang yo n ti̱n a no a ki̱liye. 
1PE.1.15	Aya ti̱kau ki̱ni wauwade we nangi̱n chi̱ntu kwang, yinang ki̱ku n Kwama wu a yal chi̱ne yi wauwade. 
1PE.1.16	Ya̱m Kwamamu a fwa ko, “Ti̱ma fiswe wu wauwade, di̱ne n mi̱ni wauwadu.”
1PE.1.17	Ti̱ yal ki̱nu tiko Te, yo ti̱twa̱ba̱ buni we di̱Kwama, n Ki̱n wu we mwataku ni̱bangu a yungbu lakaku we nangi̱n ti̱tu n ka wure a mangitu. We yiko, ti̱ya yayu ki̱ni tayi Kwamai we ti̱ti̱nitu yinangu chi̱n ni̱bu kuum. 
1PE.1.18	Di̱ne ta yim n Kwama a tu chi̱n we dati yikusi yiyu tukebu chimu a du chimi̱niyu, a tubu chi̱n ki̱ni chitu ki̱kayadu kayane, yinang asurfa ka si̱nariya, 
1PE.1.19	Aya a tu chi̱n ki̱ni ki̱tum bi̱bu a ma kwa̱ti̱ri̱m bi̱u Masiya, wu yinang be kwane niku ki̱tumang, di̱du a ne der we ko bayimi̱n. 
1PE.1.20	N ki̱n nang wu Kwama a sutu yo a tibu yo ti̱ti̱niye, aya we diti swan kuteyu n ki̱n ka fwadedu di̱ne chi̱ne. 
1PE.1.21	A di̱ki̱ne n ti̱n ti̱ke bi̱yili̱mu we di̱Kwama, wu a kuku ki̱n we fure, a ni ki̱n dwiyentu, di̱ne ti̱te keku bi̱yili̱mang changu n ti yo ni̱re a di̱Kwama.
1PE.1.22	Ki̱ka̱ngu yo ta kabi wa̱la̱k we kwa̱mbi̱r chi̱nu ki̱ku a bunti̱ku bi̱yili̱m mangu ke ti̱yung kebi̱bu ne mi̱laku changu, ti̱mi̱la yichiyu yinang we ni̱tu chi̱ntu. 
1PE.1.23	Di̱ne ta ya bi̱be wu fwiye, n ke ti̱kuri ti̱tu ka ridu riye, aya ti̱tu ki̱diya kwadi. A di̱kwa̱l Kwaman di̱du ki̱ni ti̱kuri yinu di̱kwa̱l di̱du ki̱diya kwade. 
1PE.1.24	Yinangu ya̱m Kwamamu a fwa ko,
1PE.1.24	“Ni̱bi kwang yinang swa̱ku,
1PE.1.24	leran chitu yinang fili̱n swa̱ki̱n.
1PE.1.24	Swa̱ki̱ku ki̱wurmadu yinu fili̱ntu ki̱twakati̱nu,
1PE.1.25	aya ya̱m Tewuduwe mu we ki̱diya kwadu.”
1PE.1.25	Ya̱m bi̱bu nang ya̱m bi̱li̱mu a fwa chimi̱n a di̱mwar ki̱ni̱mu.
1PE.2.1	Di̱ne yiko, ti̱du ka ti̱ti̱le chi ti̱bwilaiye, n ti̱ ti̱kwanitu, n ti di̱bebelin, n ti kati̱ntu, n ti ka ti̱ti̱le ki̱duum ti̱turane. 
1PE.2.2	Yinang bwesi̱m ki̱lwim bi̱bu ki̱bau ka̱rku yaran, n ti̱n ti̱ bati̱ ya̱m Kwamami yiko, ke ti̱dwiyen yinu ta yati̱ yuku. 
1PE.2.3	“Ki̱kangu ta tu ta twai li̱me Tewuduwe.”
1PE.2.4	Ti̱be bwa di̱Masiya, wu n ki̱n yinang kale ti̱kuriye, wu ni̱bu a ko, aya n Kwama a sutu ki̱n a ni ki̱n dwiyentu. 
1PE.2.5	N ti̱n, ti̱n ti̱kau yinang kali yikuri, yiyu ni̱bu ki̱ma nangangi ki̱n ke a mu duum kan Kwaman da Fi̱ki̱mi Wauwadi̱m. Finu tani̱n ma ki̱mi̱n nangangu yinang kwa̱l fanseti wauwadi. Ta ni̱n ma ki̱mi̱n niku ki̱tumang duum bi̱bu a Fi̱ki̱m n Kwama ki̱ baddi̱mu a di̱Yesu Masiya. 
1PE.2.6	Yinangu ya̱m Kwamamu a fwa ko,
1PE.2.6	“Da̱ng, n sutu kale wu a yile,
1PE.2.6	n yo a kau kale wu a fwiti̱ne we Siyona.
1PE.2.6	Wu a ke bi̱yili̱mu we kale we,
1PE.2.6	a ne nwe dibwi ko bayim.”
1PE.2.7	N ti̱n bi̱bu ta ke ki̱ni ki̱ni̱mu, kale wu ki̱ni nangange we di̱ chi̱ne. Aya bi̱bu a kebu ki̱ni̱mu, yinangu a fwangu,
1PE.2.7	“Nang kale wu ni̱bu mukki̱mu a ko,
1PE.2.7	a kau kale wu a lachi ki̱ni nange.”
1PE.2.8	Yinu n ki̱n,
1PE.2.8	“Kale wu ki̱yo ni̱bu ki̱ngau bewure we,
1PE.2.8	ti̱nti̱ne kwam wu ka bedu ki̱ni yare.”
1PE.2.8	N chi a ngau bewure di̱ne n chi a mabu kwa̱mbi̱r we ya̱m Kwamamu. Nang chi n Kwama a do di̱ne chiye.
1PE.2.9	Aya n ti̱n bi̱suti̱ri̱m ni̱bu, n ti̱n kwa̱l fanseti bi̱u Mai Wuduwemu. N ti̱n kuu wu yi wawadu, ni̱bu Kwamam, wu a sutu chi̱n ke ti̱ma di̱mwar nangang Kwamang. N ki̱n a yal chi̱n we ki̱liye, ke ti̱ le yiiku kangu ka ya̱r yiiyangu. 
1PE.2.10	Yo ferediye, n ti̱n a no n ke ni̱bu Kwamam, aya ki̱ka̱ngu n ti̱n ni̱bu ki̱m, yo no ferediye n Kwama a nwebu ki̱bune chi̱n, aya ki̱ka̱ngu ti̱ya ki̱buneko.
1PE.2.11	Kebu bi̱bu mi̱n mi̱ladi̱m, mi̱n wana chi̱nu, n ti̱n ni̱bu kuum we ti̱ti̱nitu, n ti̱n ti̱ newe ki̱ni lo we fi, ti̱du kubeki̱ku a bwiyangu chi ki̱ma kati̱n n ti ni̱r chi̱ne. 
1PE.2.12	Ti̱kabi ki̱ni da wuyile we kuu ni̱bu bi̱bu a yimbu Kwamamu ke yo n chi ki̱mar ki̱mwa̱rang changu ko ti̱ma chi ti̱bwilai, di̱ne nangi̱n ti̱yili chi̱ntu n chi ki̱kuditu, n chi ka ki̱ladu kani̱n dela Kwama we Di ki̱lake ko.
1PE.2.13	Di̱ne Tewuduwe, ti̱ma ka nang ti̱ti̱le mati̱ne mi̱n kwa̱mbi̱r wu ki̱ni dukan we ni̱be. Ti̱bunti̱ chi Mai wuduwe ki̱fwade, di̱ne ki̱n nang Mai wuduwe ki̱ni dukane, 
1PE.2.14	n ti Kwabnatiyu, bi̱bu n ki̱n a suti̱mu, ke a wela ni̱bu ki̱ma ki̱lemu a werti̱ bi̱bu ki̱ma chi a datu. 
1PE.2.15	Nang ki̱ke Kwama ka ti̱tum daati yiyiliye, ta yinge yiini ni̱biyu we ya̱mi yikusiyu a no dabu ni̱bu kani̱n fwaradu a dutu chinte a kwalan swaanke chi. 
1PE.2.16	Ti̱ma fiswe wu a ni̱bu a ya tuki̱m, ti̱kedu da ta ya a yodu ti̱ tundu bwila we, aya ti̱ ya yayu wu ka yungdu n ti̱n ka̱bi Kwamai. 
1PE.2.17	Ti̱ni ka wuwule niye dwiyentu, ti̱mi̱la bi̱kamu ni̱bu bunti̱ki̱m, ti̱nwe tayi Kwama, ti̱ni Mai wuduwe dwiyentu.
1PE.2.18	N ti̱n ka̱biyu, ti̱ma tebu lo chimu mi̱n kwa̱mbi̱r ti̱ni chi dwiyentu kwang, n ke kana ni̱bu bi̱yili̱m bi̱bu ni̱ri bukki̱m, aya n ti bi̱bu ki̱ma chimi̱n muli̱ni̱mu. 
1PE.2.19	N Kwama ka dela chi̱nu we ti̱tu, ka ti̱mu ni̱ru we nwe riye yo ta mabu wuka ki̱lenge, di̱ne Ti̱ti we chi a ki̱ke Kwama. 
