MAT.1.1	Iyan haini mga gin-apuan hi Cristo Jesus. Si Jesus kaliwat hi David sa kaliwat daan hi Abraham.
1TI.1.11	sumalà hu Maayad ha Tultulanen ha iyan angayan tahuran daw insalig kanak ha napuun duun hu gamhanan ha Dios.
1TI.1.12	Tagpasalamatan ku si Cristo Jesus ha Ginuu taw ha mig-ila kanak hu bis-ay daw mig-isip kanak ha matinumanen aman sinaligan a kandin pagsangyaw hu Maayad ha Tultulanen. 
1TI.1.13	Bisan ku pigtameyes ku si Cristo Jesus daw pinasipalahan ku daan sa mga tumutuu su anay ba nahid-uwan a dà hu Dios ta nabuhat ku haena sa madaet tumenged ta hurà a pa makakilala daw hurà a pa daan makatuu ki Jesus. 
1TI.1.14	Sa grasya ha in-ila kanak hu Ginuu taw adagi gayed tungkay aman nakatuu a daw iman agkahimu kud sa pagpalanggà tumenged kandin.
1TI.1.15	Saini ha mga lalang kasaligan gayed daw kinahanglan tuuwan hu kaet-etawan ha si Cristo Jesus duminini ta kalibutan pagluwas hu mga makasasalà. Iyan a gayed labaw hu alan ha makasasalà, 
1TI.1.16	ba nahid-uwan a gihapun hu Dios ta daw makapadayag din duun hu mga etaw sa pagkamapailuben gayed hi Cristo Jesus mailing kanak sa makasasalà daw mabuhat a sampitan hu alan ha tumuu kandin ha mailahan hu kinabuhì ha hurà din katapusan. 
1TI.1.17	Iman dayeen daw tahuren sa sabubuwa dà ha Dios ha hurà taw pa iman kaahà ta Harì haena hu hurà din katapusan.
1TI.1.18	Sikaw Timoteo sa batà ku, ag-ikagiyen ku dà ikaw su impanugun hu migsaysay hu impaikagi kandan hu Dios ta daw pinaagi hu pagtuman nu taini makapaniguru ka duun hu pagtuu isip buutan ha sundalu hi Cristo Jesus. 
1TI.1.19	Pangesegi sa pagtuu nu daw harì ka magbuhat hu bisan inu ha makapasamuk hu henà-henà nu. Amin mga etaw ha nakatuen ku inu sa madaet ba tagbuhaten dan gihapun haena aman pinaagi taena nakaendà sidan hu pagtuu. 
1TI.1.20	Sa daruwa kandan ha iyan si Himeneo daw si Alejandro intugyan kud diyà ki Satanas ta daw matudluan sidan ha harì gayed agkabaluy ha pagtameyesen sa Dios.
1TI.2.1	Iman una hu alan aghangyuen ku inyu ha mag-ampù ha buligan kaw hu Dios daw magpasalamat daan kandin mahitenged hu alan ha mga etaw daw i-ampu nuy ha buligan din daan sidan. 
1TI.2.2	I-ampu taw daan sa mga harì daw sa panggubirnuhan ta daw maangken taw sa kalinaw duun hu pagtimà daw harì maelangan sa pagsimba taw hu Dios daw sa pagbuhat hu matareng. 
1TI.2.3	Saena maayad gayed daw iyan pakapalipay hu Dios ha Manluluwas taw 
1TI.2.4	ta iyan gayed agkabayaan din ha sa alan ha mga etaw makatuen hu kamatuuran daw maluwas daan. 
1TI.2.5	Sabuwa dà sa Dios daw sabuwa dà daan sa taghusay hu etaw duun hu Dios, saena iyan si Cristo Jesus sa migpakaetaw 
1TI.2.6	daw migpakamatay ta daw mabawì kuy kandin. Pinaagi taena su mauma sa natugun ha panahun nakapadayag din ha sa tuyù hu Dios iyan sa pagluwas hu kaet-etawan. 
1TI.2.7	Iyan haini hinengdan ha pinilì a kandin ha apustul duun hu kenà mga Judio ta daw makatuu sidan pinaagi hu pagsangyaw daw pagpanudlù ku hu kamatuuran. Laus gayed haini sa inikagi ku.
1TI.2.8	Sa agkabayaan ku iyan sa bisan hindu tag-amul-amul sa mga tumutuu iyan gayed sa mga maama mag-ampù, ba kinahanglan ha mahimpit gayed sidan, hurà kapauk daw pagduwa-duwa duun hu henà-henà dan.
1TI.2.9	Agkabayaan ku daan ha sa mga bahi tumtumanan dà sa pagpinaksuy dan daw kenà malaw-ay harì ipaglabay sa dayan-dayan ta buhuk daw ta lawa dan pinaagi hu mga bulawan daw mga pirlas daw mahalen tungkay ha pinaksuy, 
1TI.2.10	ta sa maayad ha dayan-dayan iyan gayed sa maayad ha mga buhat. Iyan haini hustu ha buhat hu bahi ha tag-ikagi ha tagsimba hu Dios.
1TI.2.11	Kinahanglan daan sa mga bahi magpaliliman gayed daw magmatinumanen hu agalen dan. 
1TI.2.12	Harì ku igtugut sa bahi ha magtudlù daw mangagalen hu maama ta kinahanglan sa mga bahi bà dà magpaliliman duun hu tagkaamul-amul ha mga tumutuu. 
1TI.2.13	Ta su tanghagaen hu Dios sa etaw iyan din inuna binuhat si Adan sa maama daw human sa bahi ha iyan si Eva. 
1TI.2.14	Sa bahi iyan una linimbungan hi Satanas daw iyan daan una ha nabuhat ha makasasalà. 
1TI.2.15	Aman sa insilut hu bahi iyan sa masakit-sakitan gayed ku magbatà. Ba luwasen gihapun sidan hu Dios ku harì sidan umendà hu pagtuu, palanggaen sa mga duma dan daw himpit sa panghenà-henà dan pinaagi hu pagpugung hu kaugalingen dan.
1TI.3.1	Saini ha mga lalang kasaligan gayed. Ku amin etaw ha agkabayà mabuhat ha agalen hu mga tumutuu saena ha agkabayaan din maayad gayed. 
1TI.3.2	Ba kinahanglan ha hurà ikasaway kandin daw sabuwa dà sa igbahi din, tagpugung gayed hu kaugalingen daw matinahuren, maalima hu mga langyaw daw matatau gayed hu pagtudlù, 
1TI.3.3	kenà palainum hu binu, kenà mapasipalahen, kenà palasabà daw kenà din babayaen sa salapì. Ba kinahanglan ha maluluy-en 
1TI.3.4	daw maayad daan mag-uwit hu pamilya din na sa mga batà din daan matinumanen daw matinahuren kandin, 
1TI.3.5	ta ku harì din agkauwit sa pamilya din iyan pa kan mauwit din sa tagkaamul-amul ha mga tumutuu. 
1TI.3.6	Kinahanglan saena kenà bag-u pa ha tumutuu ta kan ku bà dà ipasigalbu sa katengdanan din aman silutan haena hu Dios iling hu kasiluti ki Satanas. 
1TI.3.7	Kinahanglan saena matahuran daan hu kenà pa mga tumutuu ta daw harì makabuhat hu mga salawayen na mahulug paman duun hu lit-ag hi Satanas.
1TI.3.8	Iling daan sa mga diyakunu ha iyan magbubulig hu mga tumutuu kinahanglan angayan sidan tahuran daw matinud-anen, kenà palainum hu binu daw harì tag-agpas ha magsapian. 
1TI.3.9	Kinahanglan mangeseg gayed sidan duun hu kamatuuran ha impadayag dini ta kanuy daw hurà daan salà duun hu henà-henà dan. 
1TI.3.10	Kinahanglan daan sulayen enà sa kinaiya dan daw ku masusi ha hurà gayed makasaway kandan human sidan pilia ha diyakunu.
1TI.3.11	Iling daan sa mga igbahi hu mga diyakunu kinahanglan ha angayan sidan tahuran daw harì tagpandaet hu dengeg, ba magpugung sidan hu kaugalingen dan daw agkasaligan gayed hu bisan inu.
1TI.3.12	Sa diyakunu kinahanglan gayed ha sabuwa dà sa igbahi din daw maayad daan mag-uwit hu pamilya. 
1TI.3.13	Sa diyakunu ha maayad magbuhat hu katengdanan din matahuran gayed daw harì mahaldek hu pagpanunultul mahitenged hu pagtuu din ki Cristo Jesus.
1TI.3.14	Ima ku ha laus a dà makadiyan, ba insulat kud haini sa mga panugun ta daw 
1TI.3.15	ku mayawat a hu pagdiyan matun-an nud en ku inu sa maayad ku mag-amul-amul kaw pagsimba hu Dios. Ta sikuy sa mga tumutuu pamilya hu Dios ha bubuhay daw mga tukud kuy daan ha duun sa kamatuuran. 
1TI.3.16	Laus gayed ha labaw pa hu alan sa kamatuuran ha impadayag dini ta kanuy daw iyan tagtuuwan taw.
1TI.3.16	Si Cristo Jesus migpakaetaw daw saini pigtistigusan hu Balaan ha Ispiritu ha matareng. Nakilala daan hu mga balinsuguen hu Dios daw luminigtu diyà ta langit hu pagharì. Intultul daan duun hu alan ha kaet-etawan daw tinuuwan dini ta tibuuk kalibutan.
1TI.4.1	Sa Balaan ha Ispiritu tag-ikagi, duun hu hudiyan ha panahun amin gayed umendà duun hu pagtuu daw sumunud hu tinumanan hu mga limbungan ha tinaguan hu mga busaw. 
1TI.4.2	Saena biduen ha mga manunudlù bà dà tagpasibù-sibù daw harì dan igkasamuk sa pagpakasalà dan. 
1TI.4.3	Sa tigtudlù dan iyan sa harì gayed mangasawa sa etaw daw amin daan kalan-enen ha harì agkakaen. Ba sa alan ha kalan-enen binuhat hu Dios daw sa mga tumutuu ha nakasabut hu kamatuuran makakaen taena duma hu pagpasalamat. 
1TI.4.4	Sa alan ha tinanghagà hu Dios maayad daw kinahanglan harì taw isalikway ba dawaten taw duma hu pagpasalamat 
1TI.4.5	ta nabuhat haena ha maayad pinaagi hu pag-ampù sumalà hu lalang hu Dios.
1TI.4.6	Ku itudlù nu haini duun hu mga tumutuu matinumanen ka gayed ha suluguen hi Cristo Jesus daw sa pagtuu nu maglig-en pinaagi hu pagtuen gayed hu kamatuuran daw pinaagi hu hustu ha katudluanan ha tagsunuren nu. 
1TI.4.7	Harì ka maglabet-labet duun hu mga bidù ha tultulanen ta binuang haena daw kalibutanen dà. Anara sa kaugalingen nu pagbuhat hu agkabayaan hu Dios. 
1TI.4.8	Ku mag-anad-anad ki pagbansay hu lawa ta, makapabis-ay haini kanit. Ba ayuwà gayed adagi sa pulus din ku maanad ki hu pagtuman hu agkabayaan hu Dios ta saini makapaayad hu pagtimà ta iman daw labaw pa gayed asem diyà ta langit.
1TI.4.9	Saini ha mga lalang kasaligan gayed daw kinahanglan tuuwan hu kaet-etawan. 
1TI.4.10	Iman agpaniguru ki gayed bisan ku amin mga alantusen, ta iyan ta taghinamen sa Dios ha iyan bubuhay daw Manluluwas hu kaet-etawan ha tumuu kandin.
1TI.4.11	Saini kinahanglan gayed itudlù nu duun hu mga etaw. 
1TI.4.12	Bisan pa ku batan-en ka pa ba kinahanglan angayan ka gayed tahuran hu bisan sin-u. Mabuhat ka gayed ha sampitan hu mga tumutuu pinaagi hu pag-ikagi daw batasan ha maayad, duun hu pagpalanggà hu bisan sin-u, hu pagsalig ki Cristo Jesus daw hu pagkahimpit nu. 
1TI.4.13	Iman ha harì a pa makadiyan kinahanglan ha basahen nu sa lalang hu Dios duun hu tagkaamul-amul ha mga tumutuu dayun magwali daw magtudlù ka daan. 
1TI.4.14	Harì nu agbaybayani sa katengdanan ha in-ila ikaw hu Dios su dampaen ka hu mga agalen hu mga tumutuu ha tag-ikagi iyan ka pinilì hu Dios ha suluguen din. 
1TI.4.15	Paniguruwi gayed sa buluhaten ha insalig ikaw ta daw maahà hu mga etaw sa pag-uswag nu duun. 
1TI.4.16	Mag-andam ka gayed duun hu mga buhat daw duun hu pagtudlù ta ku buhaten nu haini kenà ka iyan dà maluwas ba madakel pa gayed sa maluwas pinaagi hu pagpaliliman dan ikaw.
1TI.5.1	Harì nu tagdasang-dasangi sa mga maama ha magulang en ba sambagi sidan duun hu manayù-nayù ha paagi isip amay nu. Sambagi nu daan sa mga batan-en pa ha maama di sikaw isip ha mga suled nu. 
1TI.5.2	Iling daan sa mga laas ha bahi sambagi sidan isip ha inay nu. Daw sa mga batan-en pa dì sikaw ha bahi sambagi nu iling ha mga suled daw kinahanglan ha malimpyu sa henà-henà nu kandan.
1TI.5.3	Pandayai nuy sa mga balu ha tagkalised-lised. 
1TI.5.4	Ba saena ha balu ku amin din mga batà daw ku mga apù ba, tudluan nu sidan ha katengdanan dan gayed sa pag-alima taena ha laas dan, ta iyan en haena bales dan kandin daw iyan agkabayaan hu Dios. 
1TI.5.5	Ba ku amin balu ha hurà en gayed bul-ug pakatanul kandin iyan dà tagsaligan din sa Dios daw sigi daan tag-ampù ha mabuligan. 
1TI.5.6	Ba saena ha tagpateyeng hu kalibutanen ha kalipayan minatay en bisan ku bubuhay pa ngaay. 
1TI.5.7	Aman kinahanglan tudluan nu gayed sa mga tumutuu ta daw hurà kandan masaway. 
1TI.5.8	Ta ku amin harì din tagtanulen sa mga kadumahan din labi en sa kandin ha pamilya, saena suminuway duun hu kamatuuran daw sa batasan din madaet pa dì hu kenà tumutuu.
1TI.5.9	Sa ilista nuy ha balu iyan haena sa laas en daw hurà makasalà duun hu igmaama din su anay. 
1TI.5.10	Nakilala en ha maayad sa mga buhat din ta inalimahan din gayed sa mga batà daw matanul daan hu mga langyaw, mapainubsanen pagbulig hu mga tumutuu daw agbuligan din daan sa taglised daw iyan din dà gayed tagbuhaten sa maayad.
1TI.5.11	Ba sa mga batan-en pa ha balu harì nuy ilista ta amin kandan pakadiyù diyà ki Cristo tumenged ta iyan dà tagkahenhenaay dan sa isab dà sidan tagpaasawa. 
1TI.5.12	Ba bà dà sidan kahukumi ta hurà dan katuman sa insaad dan ha mulig sidan hu mga tumutuu. 
1TI.5.13	Daw kenà iyan dà haena ta mabuhat sidan ha pugulen daw sigi dà magpanumbalayà, magpangitukà daw maglabet-labet duun hu duma na maikagi dan sa kenà maayad ha ag-ikagiyen. 
1TI.5.14	Aman sa salambagan ku iyan haini, maayad gayed ku sa mga batan-en pa ha balu magpaasawa dà daw alimahan sa pamilya dan ta daw harì sidan masaway taena ha agsupak kanuy, 
1TI.5.15	ta amin mga balu ha nakasuway en diyà ki Cristo daw nakasunud en ki Satanas.
1TI.5.16	Ku amin tumutuu ha nabalu sa kadumahan din kinahanglan ha iyan en magtanul taena ha nabalu ta daw harì mabegatan sa duma ha mga tumutuu daw iyan dan en mabuligan sa tagkalised-lised gayed ha balu.
1TI.5.17	Sa mga agalen hu mga tumutuu ha maayad mangalima hu mga sakup dan angayan gayed ha tahuran daw ilahan daan hu tumanan ha suhul din labi en gayed sa agpaniguru tagwali daw tagtudlù. 
1TI.5.18	Ta sa insulat ha lalang hu Dios tagyanaen, “Harì nuy agbangeta sa baka ku tag-aradu kaw” daw inikagi daan, “Sa tagtrabahu kinahanglan gayed ha suhulan.” 
1TI.5.19	Harì nuy palilimanan sa madaet ha sumbung mahitenged hu agalen hu mga tumutuu ku hurà daruwa daw ku tatulu ba ha makapanistigus mahitenged kandin. 
1TI.5.20	Ku amin agalen ha sigi tagbuhat hu salà baldenga nuy haena duun hu atubangan hu mga tumutuu ta daw sa duma ha mga agalen mahaldek hu pagbuhat hu iling taena.
1TI.5.21	Duun hu atubangan hu Dios daw hi Cristo Jesus daw hu mga pinilì ha balinsuguen din ikagiyen ku ha buhaten haini sa insugù ku ikaw ha hurà duun pagpalabi hu mga duma nu.
1TI.5.22	Harì ka gayed agkaana-ana hu pagpilì hu agsaligan duun hu tagkaamul-amul ha mga tumutuu ta kan ku amin din salà daw makalagkes ka. Kinahanglan ha harì ka gayed taglabet-labet duun hu bisan inu ha madaet.
1TI.5.23	Kenà wahig dà sa inumen nu ba inum ka daan hu atiyuay ha binu ta daw maulian sa getek ha masakit daw sa duma ha mga dalu nu.
1TI.5.24	Amin mga etaw ha tagkaahà taw en sa salà dan daw natun-an taw ha saena hukuman gayed, ba sa duma harì taw pa agkaahà. 
1TI.5.25	Iling daan ha amin mga etaw ha tagkaahà taw en iman sa maayad ha buhat dan, ba sa duma daw taw en kaahà asem.
1TI.6.1	Saena ha mga suluguen ha tumutuu kinahanglan isipen dan ha angayan gayed tahuran sa agalen dan ta daw hurà gayed makatameyes hu Dios daw hu mga katudluanan ta. 
1TI.6.2	Ku tumutuu daan sa agalen dan kinahanglan harì dan awaen sa pagtahud dan tumenged ta migsuled dà sidan duun hu pagtuu. Ba ipalabaw dan pa gayed sa pagtrabahu ta sa agkabuligan dan iyan sa palangga dan duun hu pagtuu. Saini ha insulat ku diyan ta ikaw alan nu gayed itudlù.
1TI.6.3	Ku amin magtudlù hu lain en ha tinuuwan dì hu intudlù day daw hu ki Cristo Jesus ha Ginuu taw 
1TI.6.4	saena tagpagalbu ba hurà din gayed nasabut. Bà dà haena agkabayà hu pakigsawalà daw hu pakigsabà mahitenged hu mga kahulugan hu mga lalang, saini duun pakapayanaen hu kasina daw pagsasabà, hu pagtameyes daw pagpanenged-tenged. 
1TI.6.5	Sigi sidan tagsawalà tumenged ta migdaet en sa henà-henà dan daw nabutawanan dan en sa kamatuuran ta abi dan ha sa pagsunud hu Dios iyan en ipagsapian dan.
1TI.6.6	Sa pagsunud hu Dios amin adagi ha ganansiya duun hu etaw ha agkalipay hu bisan inu dà ha didiyà en ta kandin. 
1TI.6.7	Su ibatà kuy hurà gayed bisan inu ha uwiten taw daw ku matay kuy hurà taw daan mauwit ha bisan inu. 
1TI.6.8	Aman ku amin taw en pagkaen daw bisti ikalipay taw en haena. 
1TI.6.9	Ba saena ha agkabayà pa gayed ku magsapian mahulug sidan duun hu panulay ha iyan makalit-ag kandan. Madakel sa agkabayaan dan ha katigayunan ha hurà din pulus daw makadaet hu pagtimà dan na sa agkapayanan-an taena iyan sa kamatayen. 
1TI.6.10	Ta sa kabayà hu salapì iyan puunaan hu alan ha mga madaet. Sa duma tumenged hu tungkay dan gayed kabayà hu salapì nakasuway sidan duun hu pagtuu daw tumenged taena migdakelà sa pakapaguul kandan.
1TI.6.11	Sikaw sa suluguen hu Dios, harì nu agbuhata sa iling taena. Paniguruwi gayed sa pagkamatareng daw sa pagtuman hu agkabayaan hu Dios, sa pagsalig nu kandin daw sa pagpalanggà nu hu mga duma nu. Magmainantusen ka hu bisan inu daw magmaluluy-en ka. 
1TI.6.12	Maniguru ka gayed duun hu pagtuu isip ha buutan ha sundalu daw siguruwan nu sa kinabuhì ha hurà din katapusan ta hinimu ka hu Dios ha tumutuu ta daw mailahan ka taena daw madakel daan sa mga tistigus su ikagiyen sa pagtuu nu diyà ki Cristo Jesus. 
1TI.6.13	Duun hu atubangan hu Dios ha iyan mig-ila hu kinabuhì hu alan daw hu atubangan hi Cristo Jesus ha iyan mig-ikagi hu kamatuuran diyà ki Poncio Pilato, ikagiyen ku ikaw, 
1TI.6.14	tumanen nu haini sa mga kasuguan ha harì malamudan hu madaet ta daw hurà duun ikasaway hangtud hu paglikù hi Cristo Jesus ha Ginuu taw, 
1TI.6.15	ta sa Dios duun hu natugun ha panahun igpalikù din dà si Cristo Jesus dini ta kalibutan. Sa gamhanan ha Dios iyan Magbabayà hu alan ta saena Harì hu mga harì daw Magbabayà hu alan ha mga magbabayà. 
1TI.6.16	Iyan dà haena hurà din kamatayen daw duun tagtimà hu kapawaan aman hurà bisan sin-u ha makaubay diyà ta kandin. Hurà pa nakaahà kandin daw harì daan maahà hu bisan sin-u. Aman dayeen sa Dios ha iyan Harì taw hu hinangturan.
1TI.6.17	Ikagiyi sa mga sapian ha harì sidan magpalabaw-labaw daw harì dan saligan sa mga katigayunan dan ta saena agkahanaw dà, ba iyan dan saligan sa Dios ha iyan tag-ila kanuy hu bisan inu ha makapalipay kanuy ta saena kalalagan gayed. 
1TI.6.18	Ikagiyi sidan ha iyan dan buhaten sa maayad ta iyan haena laus ha katigayunan daw magkalalagan daan sidan 
1TI.6.19	ta pinaagi taena maamul-amul sa katigayunan dan diyà ta langit ha harì en gayed mahanaw daw maangken dan sa laus ha kinabuhì ha hurà din en gayed katapusan.
1TI.6.20	Timoteo, bantayi gayed sa insalig ikaw. Likayi sa mga lalang-lalang ha pakasupak hu Dios daw sa pakasupak hu kamatuuran ta abi dan ha laus en haena ha katatau, 
1TI.6.21	ta sa duma tag-ikagi amin dan katatau ha iling taena ba sa napayanan-an dan na nakasuway sidan duun hu pagtuu.
1TI.6.21	Panalanginan ka hu Dios.
2TI.1.1	Iyan a si Pablo sa migsulat taini. Apustul a hi Cristo Jesus ha pinilì hu Dios pagpanunultul mahitenged hu kinabuhì ha insaad din pinaagi ki Cristo Jesus.
2TI.1.2	Sinulatan ku ikaw, Timoteo sa pinalanggà ku ha batà duun hu pagtuu.
2TI.1.2	Sa Dios ha Amay daw si Cristo Jesus ha Ginuu taw mahid-u daw mag-ila ikaw hu grasya daw kalinaw.
2TI.1.3	Sa Dios ha tag-alagaran ku hu himpit ha henà-henà iling hu mga gin-apuan ku sigi ku tagpasalamatan ku tag-ampù a daw tagkahenà-henà ku ikaw. 
2TI.1.4	Ku agkahenà-henà ku sa mga luhà nu agkabayà a gayed pakig-ahà ikaw ta iyan haena kalipay ku. 
2TI.1.5	Nahenhenaan ku sa laus ha pagtuu nu iling hu pagtuu hi Apù nu ha si Loida daw hi Inay nu ha si Eunice aman agkasiguru ku ha iyan gayed iman haini pagtuu nu. 
2TI.1.6	Tumenged taini ag-ikagiyen ku dà ikaw ha harì nu gayed agbaybayani sa katengdanan ha in-ila ikaw hu Dios su dampaen ku ikaw. 
2TI.1.7	Ta sa Balaan ha Ispiritu ha impaulin kanit hu Dios harì pakahimu ha mahinaldeken ki ba tag-ila kanit hu gahem daw makapahimu daan kanit ha mapinalanggaen daw makapugung ki daan hu kaugalingen ta.
2TI.1.8	Aman harì ka agkagayhà pagpanunultul mahitenged hu Ginuu taw daw harì a daan ikaw ikagayhà sa naprisu tumenged kandin. Ba pinaagi hu bis-ay ha in-ila ikaw hu Dios dawaten nu daan sa mga alantusen tumenged hu pagsangyaw nu hu Maayad ha Tultulanen 
2TI.1.9	ta sa Dios iyan migluwas kanit daw pinilì ki daan kandin ha suluguen din kenà tumenged hu mga binuhat ta ha maayad ba tumenged hu kandin ha katuyuan daw grasya. Su hurà pa tanghagaa sa kalibutan daan din en nahenà-henà ha iila din kanit sa grasya pinaagi ki Cristo Jesus. 
2TI.1.10	Iman impadayag din en haena pinaagi hu pagdini hi Cristo Jesus ha Manluluwas taw. Si Jesus nadaeg din en sa gahem hu kamatayen daw pinaagi hu Maayad ha Tultulanen natun-an ta ha amin tad en kinabuhì ha hurà din katapusan. 
2TI.1.11	Pinilì a hu Dios ha apustul ta daw magsangyaw daw manudlù a taini ha Maayad ha Tultulanen 
2TI.1.12	daw iyan haini hinengdan ha tag-antus a iman. Ba harì kud haini igkagayhà ta natun-an kud ku sin-u sa pigtuuwan ku daw siguru a gayed ha mabantayan din sa insalig ku kandin hangtud ha makalikù si Cristo Jesus.
2TI.1.13	Magpabilin ka gayed duun hu kamatuuran ha napaliman nu dini ta kanak daw pinaagi ki Cristo Jesus paniguruwi sa pagtuu nu kandin daw sa pagpalanggà nu hu duma. 
2TI.1.14	Bantayi gayed sa kamatuuran ha insalig ikaw pinaagi hu pagbulig ikaw hu Balaan ha Ispiritu ha tagtimà dini ta kanit.
2TI.1.15	Natun-an nud ha sa alan ha mga tumutuu dini ha nangapuun ta prubinsya ta Asia uminawà en dini ta kanak bisan si Figelo daw si Hermogenes. 
2TI.1.16	Ba mapanalanginan si Onesiforo daw sa pamilya din ta kapila ad kandin dasiga daw hurà din ikagayhà sa pagkaprisu ku. 
2TI.1.17	Su makadini haena ta Roma pinan-ahà a gayed kandin hangtud ha natulen a kandin, 
2TI.1.18	daw natun-an nud en daan ha binuligan a kandin hu bisan inu ha paagi su diyà a pa ta Efeso. Aman mapanalanginan haena ku lumikù sa Ginuu.
2TI.2.1	Sikaw sa batà ku duun hu pagtuu, paniguru ka pinaagi hu grasya ha in-ila ikaw hi Cristo Jesus. 
2TI.2.2	Sa nangapaliman nu ha intudlù ku duun hu madakel ha mga etaw isalig daan duun hu mga etaw ha agkasaligan nu ha magtudlù daan duun hu duma ha mga etaw.
2TI.2.3	Dawata sa bisan inu ha alantusen isip buutan ha sundalu hi Cristo Jesus. 
2TI.2.4	Sa sundalu harì tagbuhat hu mga buluhaten hu kenà sundalu ta sa katuyuan din iyan sa mabayà-bayà gayed sa kapitan din. 
2TI.2.5	Daw ku amin lumbà sa etaw harì gayed makadaeg ku harì magtuman hu mga balaud duun taena ha lumbaan. 
2TI.2.6	Iling daan hu mag-uuma ha agpaniguru tagtrabahu na iyan daan una ha makapulus hu kandin ha bahin. 
2TI.2.7	Henhenaa gayed sa inikagi ku ta sa Dios iyan magpasabut ikaw taini.
2TI.2.8	Harì aglipati sa kaliwat hi David ha si Cristo Jesus ha minatay ba nabanhaw dà. Iyan haena insangyaw ku ha Maayad ha Tultulanen, 
2TI.2.9	daw pinaagi taena tag-antus a hu mga malegen daw naprisu a pa iling hu makasasalà. Ba sa lalang hu Dios harì gayed agkaprisu. 
2TI.2.10	Aman antusen ku sa alan ta daw sa mga pinilì hu Dios makaangken hu kaluwasan pinaagi ki Cristo Jesus daw makaambit daan sidan hu pagkagamhanan ha hurà din katapusan. 
2TI.2.11	Saini ha mga lalang agkasaligan gayed.
2TI.2.11	Ku matay kuy duma ki Cristo Jesus amin taw kinabuhì duma kandin. 
2TI.2.12	Ku mag-antus kuy magharì kuy daan duma kandin. Ba ku harì taw angkenen si Cristo Jesus harì kuy daan kandin angkenen. 
2TI.2.13	Bisan ku kenà kuy matinumanen ba sa Dios harì gayed agkabalhin ta saena kenà biduen.
2TI.2.14	Saini ha inikagi ku ikaw sigi nu gayed ikagiyen duun hu mga etaw. Ikagiyi daan sidan ha harì makigsawalà mahitenged hu mga lalang ta saena hurà din pulus daw pakadaet hu tagpaliliman. Iyan gayed sa Dios tistigus ku ikagiyen nu haena. 
2TI.2.15	Buhata gayed sa taman ha mahimu nu ha makapabayà-bayà ka hu Dios isip suluguen ha harì agkagayhà ta sa pagtudlù din hu kamatuuran hustu gayed. 
2TI.2.16	Likayi sa lalang-lalang ha pakasupak hu Dios ta sa mapayanan-an hu mga etaw ha tagbuhat taena iyan sa umiseg sa pagkamasinupaken dan hu Dios. 
2TI.2.17	Sa katudluanan taena ha maal en tag-ikagi agkailing hu dalu ha pakadaet hu lawa. Sa daruwa kandan si Himeneo daw si Fileto 
2TI.2.18	nakasuway en duun hu kamatuuran. Kagi dan ha nabanhaw en sa mga minatay aman pinaagi taena dinaet dan sa pagtuu hu duma. 
2TI.2.19	Ba henhenaa ha sa kamatuuran harì gayed tagkahalin-halin ta saena nakasulat en duun hu lalang hu Dios ha tagyanaen, “Sa Ginuu natun-an din sa alan ha mga sakup din” daw inikagi daan, “Sa tag-ikagi ha tumutuu hu Ginuu kinahanglan ha umendà pagbuhat hu madaet.”
2TI.2.20	Sa balay hu sapian amin duun mga galamiten ha binuhat hu bulawan daw mga mahalen ha butang daw sa duma binuhat hu kayu daw bugtà. Sa duma ha mga galamiten mahinengdanen tungkay duun hu tag-iya ba sa duma kenà daan ayuwà. 
2TI.2.21	Ku amin etaw ha himpiten din sa kaugalingen din mailing hu mahinengdanen ha galamiten tumenged ta mapuslanen duun hu Ginuu ta nabuhat en ha himpit daw andam en daan hu pagbuhat hu bisan inu ha maayad.
2TI.2.22	Aman magpadiyù ka duun hu madaet ha babayaen hu mga batan-en daw paniguruwi nu sa pagkamatareng daw sa pagsalig ki Cristo Jesus, sa pagpalanggà nu daan hu mga duma nu daw sa malinawen ha pagdapità, ta iyan haini buhat hu tagpabulig hu Dios pinaagi hu himpit ha henà-henà. 
2TI.2.23	Harì ka taglabet-labet duun hu mga pagsawalà ha binuang daw hurà din pulus ta natun-an nud ha saena duun pakapayanaen hu pagsabà. 
2TI.2.24	Sa suluguen hu Dios kinahanglan kenà gayed palasabà ba magmaluluy-en hu bisan sin-u, mapailuben daw matatau daan hu pagtudlù. 
2TI.2.25	Kinahanglan agnayù-nayuan din sa mga agsupak kandin ta kan ku sa Dios magbulig kandan ha makahinulsul daw matun-an dan sa kamatuuran 
2TI.2.26	daw makaawà sidan duun taena ha lit-ag hi Satanas ha iyan mig-ulipen kandan pagbuhat hu agkabayaan din.
2TI.3.1	Timan-i haini ha duun hu hudiyan ha mga aldaw makauma sa malegen ha panahun. 
2TI.3.2	Ta sa mga etaw iyan dan dà mahenà-henà sa kandan ha kaugalingen daw balimbayaen sidan hu salapì, tagpaad-adagi daan daw mapasipalahen, masinukulen hu mga laas dan daw harì tagpasalamat, harì daan agtuu hu Dios, 
2TI.3.3	kenà maluluy-en, kenà gayed mapinasayluwen, tagpandaet hu dengeg, harì pakapugung hu kaugalingen dan, madalì mapauk daw agtambagan dan sa maayad, 
2TI.3.4	limbungan, haras-haras, galbuwen daw babayaen hu kalibutanen ha kalipayan dì hu pagpalanggà dan hu Dios, 
