MAT.1.2	Ibrahím waalʊ́rʊ 
MAT.10.37	Weení wɔɔzɔ́ɔ́lɩ ɩgɔɔ yáa ɩjaa bɩkɩ́lɩ ma nɛ́, tɛkɛ́ɛ mɛ́dɛ́ɛ ńnɩ́, weení wɔɔzɔ́ɔ́lɩ ɩwɛɛlɛ́ɛ yáa ibiyaalʊ́ bɩkɩ́lɩ ma nɛ́, tɛkɛ́ɛ mɛ́dɛ́ɛ ńnɩ́. 
MAT.10.38	Weení ɩdɔkpɔ́ɔ ɩdɛ́ɛ ɖɛ́nɩ abɛlɩ́ akɔ́ɔ ikóvú ma nɛ́, tɛkɛ́ɛ mɛ́dɛ́ɛ ńnɩ́. 
MAT.10.39	Weení wɔɔzɔ́ɔ́lɩ iweezuú nɛ́, wɛ́nbɛɖɩ́ kɩ; amá weení wɛ́nbɛɖɩ́ iweezuú mɔ́rɔ́ɔ́zɩ́ nɛ́, wóngoyuú kɩ.
MAT.10.40	Weení waamʊ mɩ́ɩ́ ɩgɔ́ńdɩ nɛ́, mɔ́ɔ́ gɛ waamʊ bɩlɛ́; ngʊ́ weení waamʊ ma nɛ́, waamʊ weení weegédíri ma nɛ́. 
MAT.10.41	Weení waamʊ 
MAT.10.42	Ménveerím mɩ́ɩ toovonúm sɩsɩ: weení ɩrɩ́ŋa báa lɩ́m‑gaanɩŋá kagbɔ́ɔ gɛ waava mɛ́dɛ́ɛ wanbaaráa‑dáa báa kúmuú sɩsɩ ɩgɛ́ɛ mɛ́dɛ́ɛ wanbaarʊ́‑rɔ nɛ́, wángamʊ́ʊ ɩdɛ́ɛ kɩvɛrɛwʊ.»
MAT.11.1	Sáátɩ wenkí Yeésu wɛɛdɛ́ 
MAT.11.2	Anɖébi Yaayá wɛ ɩdɛ́ɛ sáráka‑daá nɛ́, waanɩ́ɩ bánŋmatɩ́ tɩmɛ́ 
MAT.11.3	«Nyánáábɩ́lɛ́ weení sɩsɩ wɔ́ngɔnɩ́ nɛ́ yáá ɖándasɩ́ ɖɩɖám naárʊ?» 
MAT.11.4	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Ibó ifééri Yaayá wenbí mɩ́ɩ́nɩ́ɩ na wenbí mɩ́ɩ́ná nɛ́. 
MAT.11.5	Njɛma wánnaá bɩka gala‑gáálásɩ wánnʊŋɛ́, 
MAT.11.6	Wenbi‑niíni‑dʊ́ʊ gɛ weení ɩdɛbɛ́ɖɩ toovonúm waava ma nɛ́.»
MAT.11.7	Sáátɩ wenkí Yaayá‑dɛ́ɛ wanbaaráa wɛɛɖɛ́ɛ nɛ́, ngɛ Yeésu wɔɔgbɔ́ɔ wánŋmatɩ́ zamɔ́ɔ Yaayá‑rɔ sɩsɩ: «Wé gɛ mííbó ɩkɛ́bɛ́ɛ́m tɛɛwʊ́lɔ́ɔ‑daá? Ɖɩgɛrɛ́ fefelimá wónÿuúdi ɖɛ nɛ́? Aayɩ́. 
MAT.11.8	Bɩlɛ́ nɛ́ wé gɛ mííbó ɩkɛ́bɛ́ɛ́m? Ɩrʊ́ izóóna tókowá kífeńdi nɛ́? Wenbá bónzuú tókowá kífeńdi nɛ́ bɔwɛ wúrowá‑dɛ́ɛ kowuro‑ɖɛ́ɛ́zɩ‑daá gɛ. 
MAT.11.9	Bɩlɛ́ nɛ́ we gɛ mííbó ɩkɛ́bɛ́ɛ́m? 
MAT.11.10	Káma Yaayá‑dɛ́ɛ tɔ́m gɛ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m tákarɩɖá waaŋmátɩ sɩsɩ: «Méndiríi mɛ́dɛ́ɛ tɩndʊ́ʊ ɩtɛ nya bɩɩzá ɩnyɔ́ɔ́zɩ nya nɩ́bááwʊ.» 
MAT.11.11	Ménveerím mɩ́ɩ́ toovonúm sɩsɩ ɩráa‑daá, 
MAT.11.12	Kɔgbɔɔ 
MAT.11.13	Káma anɖébiwá rɩ́ŋa na 
MAT.11.14	A mɩ́zɔ́ɔlɛ́ɛ ɩnɩ́ɩ gɛ, Yaayá kɛ́ɛ́na 
MAT.11.15	Weení ɩwɛná nɩgbamɩ́nɩ nɛ́, ɩ́nɩ́ɩ.
MAT.11.16	Weení gɛ mánbɩɩzɩ́ mɛgɛɛzɩná zaamáánɩ kɩna kɩdɛ́ɛ ɩráa? Bɔjɔɔ́ɔ gɛ nyazɩ bíya bɔjɔɔ́ wɔnɔɔ́ kʊ́bɔńga‑daá bɔ́ndɔ́m baranáa sɩsɩ: 
MAT.11.17	«Ɖáávʊ́lʊ mɩ́ɩ́ foyísi, amá mɩ́dábáa. Ɖéédée lííya yéńdi, mɩ́dɛ́mɛ́ɛ́dɩ iwíi» nɛ́. 
MAT.11.18	Káma Yaayá wɔɔgɔ́nɩ nɛ́, ideɖi ɩdɔnyɔ́ɔ, ngɛ bɔɔdɔ́ sɩsɩ: «ɩwɛná zííni.» 
MAT.11.19	 wɔɔgɔ́nɩ nɛ́, wénɖíi wɔ́nnyɔɔ́. Ngɛ bɔɔdɔ́ sɩsɩ: «Ɩbɛ́ɛ ceení, ɖiirú na sʊlʊ́m nyɔɔrʊ́ gɛ ɩgɛ́ɛ; 
MAT.11.20	Ńna gɛ Yeésu waabáázɩ tɛ́ɛ́dɩwá wentí waalá mamááciwá tɩdaá ɖabata nɛ́ yoonáa, káma tɩdɛkɛ́ɛ tɩlakásɩ tɩlá túúbá. 
MAT.11.21	Yeésu wɔɔdɔ́ tɩ sɩsɩ: nbusú ɖamáa na nya Korazííni! Nbusú ɖamáa na nya Bɛtɩsayɩdáa! Káma mamááciwá tɩɩlá mɩ́dɛ́ɛ nɛ́, a baraalá tɩ Sɩdɔ́ɔnɩ na Tííri tɛ́ɛ́dɩwá‑daá, bɛlɛ́ baraajɔ́ɔ lííya bosúu kpetekíni tókowá bofuná badɩ tɔɔlɩmá bɩwɩ́lɩ sɩsɩ baalá túúbá bɛkɛ́ɛ lakásɩ. 
MAT.11.22	Bʊrɔ gɛ ménveerím mɩ́ɩ́ toovonúm sɩsɩ tɔ́m fʊ́ʊ́dɩ wɩ́rɛ, bɛdɛ́ɛ fʊʊnáa wánlám sóncí na mɩ́ɩ́. 
MAT.11.23	Bɩɩga nyɔ́ɔ Kapɛɛrnawúm, nyánmaazɩ́ sɩsɩ nyángbáa Ɩsɔ́ɔ‑jɔ yáa wé? Béndisí nya hálɩ ɩsɩɖáa‑daá. Káma maamááciwá tɩɩlá nyɛ́dɛ́ɛ nɛ́, a bayaalá tɩ 
MAT.11.24	Bʊrɔ gɛ ménveerím nya sɩsɩ: tɔ́m fʊ́ʊ́dɩ wɩ́rɛ, Sodɔ́ɔm‑dɛ́ɛ tɔ́m fʊʊnáa wálám sóncí na nya.»
MAT.11.25	Bɩdɛ́ɛ sáátɩ gɛ Yeésu wɔɔdɔ́ sɩsɩ: «Majaa, Mádʊ́ʊ Ɩsɔ́ɔ adɛ na ɩsɔ́ɔ́dáá lanɖʊ́, mɛ́nzɛ́ɛ nya kɩzɛɛwʊ ńŋɩnáa nyáámʊ́sɩ tɩlɩ́ɖa na áséńsí‑dɩnáa wentí nɛ́, nyééyéle bíya ɩtɩlɩ́ tɩ nɛ́. 
MAT.11.26	Ɩɩ́n. Bɩlɛ́ gɛ nyɔ́ɔ́zɔ́ɔ́lɩ nɛ́, bʊrɔ gɛ bɩɩlá bɩlɛ́.
MAT.11.27	Majaa weejéle ma báa wenbí. Naárʊ fɛ́yɩ́ ɩnyɩ Biyaalʊ́ʊ, asée Caáwʊ́ʊ riké, ngʊ́ bɩlɛ́ gɛ naárʊ fɛ́yɩ́ ɩnyɩ Caáwʊ́ʊ aséé 
MAT.11.28	Mɩ́nyɔ́ɔ́ wenbá mɩ́rɩ́ŋa bɩ́ńnɩ́ɩ mɩ́ɩ́ bɩka mɩ́zʊ́wáána nɛ́, ɩgɔ́nɩ mɔ́jɔ́ mánváa mɩ́ɩ fɛɛzɩrɛ. 
MAT.11.29	Ɩgbɔ́ɔ mɛ́dɛ́ɛ 
MAT.11.30	Ɩɩ́n, mɛ́dɛ́ɛ ɖɛ́nɩ kɩ́káwʊ́ fɛ́yɩ́ káálɛ sʊʊ́ bɩka mɛ́dɛ́ɛ sʊʊ́tɩ fɛ́yɩ́ yíni.»
MAT.12.1	Bɩdɛ́ɛ sáátɩ kɩḿ, wɩ́rɛ fɛɛzɩrɛ wɩ́rɛ neɖére gɛ Yeésu wɛ́ndɛ́sɩ bilée 
MAT.12.2	‑dɩnáa waana bɩlɛ́ nɛ́, ngɛ bɔɔdɔ́ yɩ sɩsɩ: «Bɛɛ nyɛ́dɛ́ɛ wanbaaráa wánlám wenbí ɖɛ́dɛ́ɛ Mará tafa nɩ́bááwʊ sɩsɩ bála fɛɛzɩrɛ wɩ́rɛ nɛ́.» 
MAT.12.3	Yeésu woobúsi wɛ sɩsɩ: «Mɩ́dákála wenbí Ɖáwʊɖa waalá sáátɩ wenkí nyɔɔ́sɩ waagʊ ɩ́na ɩwanbaaráa nɛ́? 
MAT.12.4	Waazʊʊ́ Ɩsɔ́ɔ‑dɛ́ɛ bɩsaagɛ́rɛ́ŋɛ‑dɛ, ngɛ wɔɔgɔ́gbɔ́ɔ kpɔ́nɔ́wá baalá tɩ Ɩsɔ́ɔ sarɔ́ɔ nɛ́ bɔtɔ́ɔ. Ngʊ́ bɩdafa nɩ́bááwʊ sɩsɩ ɩmʊ́ Ɖáwʊɖa yáa ɩwanbaaráa bɔtɔ́ɔ tɩ, asée 
MAT.12.5	Yáa mɩ́dákála Múúsa‑dɛ́ɛ Mará‑daá sɩsɩ fɛɛzɩ́rɛ wɩ́rɛ 
MAT.12.6	Ménveerím mɩ́ɩ́ sɩsɩ wenbí bʊwɛ cé nɛ́, bɩɩgɩ́lɩ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána. 
MAT.12.7	A mɩyaanɩ́ɩ Ɩsɔ́ɔ wɔɔdɔ́ sɩsɩ "Kʊnyɔnɩɩrɛ́ gɛ mɔ́zɔ́ɔ́lɛ́ɛ bɩdɛkɛ́ɛ sarásɩ" nɛ́ bugutoluú, mɩ́tákʊ ɩráa bana badayɩ́sɩ nɛ́ bɔdɔ́m. 
MAT.12.8	Káma 
MAT.12.9	Waalɩ́ɩ ńna nɛ́, ngɛ wɛɛɖɛɛná bɛdɛ́ɛ 
MAT.12.10	Abaalʊ́ naárʊ wɛ ńna biilí ɩnʊ́ʊ́nɩ. Ɩráa wánjáádɩ sɩ bayɩ́ Yeésu nɔɔ́‑jɔ́ na bakʊ ɩdɔ́m nɛ́, ngɛ bɔɔbɔ́ɔ́zɩ yɩ sɩsɩ: «Bɩɩva nɩ́bááwʊ sɩsɩ bawáázɩ ɩrʊ́ fɛɛzɩ́rɛ wɩ́rɛ?» 
MAT.12.11	Yeésu woobúsi wɛ sɩsɩ: «Mɩ́dáá weení gɛ a fée kʊ́ɖʊḿ gɛ ɩwɛná, ngɛ fée ɩmʊ́ waazála bɔɔwʊ́‑daá fɛɛzɩ́rɛ wɩ́rɛ, idéndiḿ ɩkálɩ́zɩ́ yɩ? 
MAT.12.12	Ngʊ́ ɩrʊ́ wɛná fɔ́ɔ́zɩ́rɛ bɩcɛzɩ́ fée. Bɩlɛ́ nɛ́ ɖɛ́dɛ́ɛ Mará waava nɩ́bááwʊ sɩsɩ bála kazɔ́ɔ ńbɩ fɛɛzɩ́rɛ wɩ́rɛ.» 
MAT.12.13	Ńna gɛ Yeésu wɔɔdɔ́ abaalʊ́ ɩmʊ́ sɩsɩ: «Fɔ nyánʊ́ʊ́nɩ.» Ɩlɛ́ wɔɔvɔ́ nʊ́ʊ́nɩ, ngɛ nʊ́ʊ́nɩ waawáa ɩbɩ́sɩ nyazɩ lííní. 
MAT.12.14	‑dɩnáa waalɩ́ɩ ńna nɛ́, ngɛ boobó balá sááwʊ́ra nŋɩ́nɩ́ báta balá na bakʊ Yeésu nɛ́.
MAT.12.15	Yeésu waanɩ́ɩ bɩlɛ́ nɛ́, ngɛ waalɩ́ɩ ɖɩdáarɛ ɖɩḿ ɖɩdaá. Zamɔ́ɔ kʊ́bɔńgɩ woovu yɩ, ngɛ waawáázɩ badaá wenbá rɩ́ŋa bánnyaadɩ́ nɛ́. 
MAT.12.16	Ńna gɛ waabásɩ wɛ sɩsɩ békéyéle ɩráa ɩtɩlɩ́ weení ɩmʊ́ ɩgɛ́ɛ nɛ́ 
MAT.12.17	na bɩka wentí 
MAT.12.18	«Ɩsɔ́ɔ sɩsɩ: "Ɩbɛ́ɛ mɛ́dɛ́ɛ bɔwʊtá‑dʊ́ʊ máádá malɩzɩ́ yɩ nɛ́,
MAT.12.18	ɩnáá máábá mɔzɔ́ɔ́lɩ, wɛ́nvɛɛzɩ kʊ méwénbiré,
MAT.12.18	mánɖʊ́ʊ mɛ́dɛ́ɛ Kezeŋa ɩrɔ
MAT.12.18	na ifééri zamɔ́ɔ wenbí bɩzɩɩzɛ́ɛ nɛ́. 
MAT.12.19	Ɩdánjaa yóóni,
MAT.12.19	idóngoo,
MAT.12.19	ɩdángbáázɩ ilowú zamɔ́ɔ yaaduuziɖé.
MAT.12.20	Ɩdɛ́nbɛlɩ́ ɖɩgɛrɛ́ ɖíńgóódi nɛ́
MAT.12.20	bɩka ɩdánɖɩḿ fɩtɩ́la kidénɖée kazɔ́ɔ nɛ́
MAT.12.20	hálɩ iyéle toovonúm iɖi,
MAT.12.21	Yíri báa wenkí wánɖʊ́ʊ tamɔ́ɔ ɩrɔ nɛ́ ikóódi"» nɛ́ ikóódi.
MAT.12.22	Ngɛ bɔɔgɔná Yeésu ɩrʊ́ naárʊ zííniwá wáńbɩ́sɩ́ná yɩ njɛm na komóómúŋa nɛ́. Wawáázɩ yɩ hálɩ ɩlɛ́ wánŋmatɩ́ bɩka wánnáa nɛ́, 
MAT.12.23	ngɛ bɩɩlá zamɔ́ɔ rɩ́ŋa bítí kɩ́ndɔ́m sɩsɩ: «Bɩdɛkɛ́ɛ ceení gɛ 
MAT.12.24	Amá 
MAT.12.25	Yeésu nyɩ bɛdɛ́ɛ lomaazɛ́ nɛ́, ngɛ sɩsɩ: «Laadɔ́ɔ wenká kadaá ɩráa wónÿoó nɛ́, asée kɔɔyɔ́. Tɛ́ɛ́dɩ natɩ́rɩ yáá koobíre neɖére fɛ́yɩ́ ɖɩdaá ɩráa tánnɩɩ ɖamá gɛ ɖɩjɔɔ́ɔ nɛ́. 
MAT.12.26	A Sitáánɩ wɔ́nɖɔwʊ́ʊ Sitáánɩ, wónÿoó ɩdɩ nbɩlɛ́, bɩ́nlám nŋɩ́nɩ́ na ɩdɛ́ɛ tɛ́ɛ́dɩ ɩcɔ́ɔ tɩdɔ́nÿɔḿ? 
MAT.12.27	Ngɛ a na Bɛlɩzebúuli gɛ mɔ́ɔ́ mɔ́nɖɔɔnáa zííniwá, mɩ́dɛ́ɛ wanbaaráa ní? Na weení gɛ bɔ́nɖɔɔnáa tɩ? Mɩ́wánbaaráa tɩtɩŋa wángʊ́ʊ kʊ mɩ́dɔ́m. 
MAT.12.28	Amá a na Ɩsɔ́ɔ‑dɛ́ɛ Kezeŋa gɛ mɔ́nɖɔɔnáa zííniwá, bɩ́nwɩlɩ́ɩ sɩsɩ Ɩsɔ́ɔ‑dɛ́ɛ kowuro‑ɖɔɔ́ wáńdálɩ́ mɩ́lɔ́wʊ́táá nbɩlɛ́. 
MAT.12.29	Yáa nŋɩ́nɩ́ gɛ naárʊ wánbɩɩzɩ́ ɩsʊ́ʊ ɩrʊ́ ɩjɔɔ́ɔ ɖóni nɛ́ ɩdɛ́ɛ ɩkpɔ́ɔ ɩgbɩná, a ɩdafʊ́ńbɩɩzɩ ɩfɔ́kɩ ɖóni‑dʊ́ʊ ɩmʊ́. Asée wɔɔvɔ́kɩ yɩ na ɩbɩ́ɩ́zɩ ɩkpɔ́ɔ ɩgbɩná. 
MAT.12.30	Weení ɩraavóo ma nɛ́ ɩyɛ́ɛna ma, bɩka weení ɩdánzɩná ma tuuzí nɛ́, wánÿaazɩ́ gɛ.»
MAT.12.31	«Bʊrɔɔzɩ́ gɛ ménveerím mɩ́ɩ sɩsɩ bɛ́njɛ́m ɩráa alaháácɩ́ báa wenkí na kʊdʊ́ʊ́wʊ báa wenkí gɛ baadʊ́ʊ Ɩsɔ́ɔ, amá weení waadʊ́ʊ Ɩsɔ́ɔ‑dɛ́ɛ Kezeŋa Ɖacɩrɩ‑cɩrɩ ńga nɛ́, bɛdɛ́njɛḿ ɩlɛ́. 
MAT.12.32	Weení waaŋmátɩ ɩyɩsɩná 
MAT.12.33	Naanɩ́ na ɩrʊ́ iyuú tɩɩwʊ́ bú kazɔ́ɔ ńnɩ́ nɛ́, asée wooyuú tɩɩwʊ́ kazɔ́ɔ ńgɩ. A tɩɩwʊ́ wánnyaadɩ́, kibíya ɖʊɖɔ kʊdɔndɩnáa gɛ. Tɩɩwʊ́‑dɛ́ɛ bíya gɛ bándɩlɩ́ɩ na kɩ. 
MAT.12.34	Mɩ́ɩ bɔɔzá ana! Mɩ́nlám nŋɩ́nɩ́ ɩbɩ́ɩ́zɩ ɩŋmátɩ tɔ́m kazɔ́ɔ ńdɩ bɩka mɩ́dáávé? Káma wenbí biizu wenbiré‑daá nɛ́ gɛ nɔɔ́ wánŋmatɩ́. 
MAT.12.35	Ɩrʊ́ kazɔ́ɔ ńnɩ́ wánlɩzɩ́ɩ wenbí bɩjɔɔ́ɔ kazɔ́ɔ nɛ́ gɛ wenbí ɩwɛná kazɔ́ɔ ńbɩ nɛ́ bɩdaá, ɩrʊ́ kídavéénúu ɩlɩzɩ́ wenbí bidaavé nɛ́ wenbí ɩwɛná bidaavé nɛ́ bɩdaá. 
MAT.12.36	Ménveerím mɩ́ɩ sɩsɩ: Tɔ́m fʊ́ʊ́dɩ wɩ́rɛ, ɩráa wándɩnáa bɔnɔ́ɔ́zɩ tɔ́m‑bú tɩtɛ ńnɩ́ weení baaŋmátɩ nɛ́. 
MAT.12.37	Káma wentí rɩ́ŋa nyááŋmátɩ nɛ́, tɩnaa sɩ bafʊʊná na nya na beɖéézi nya yáa bakʊ nyɔ́dɔ́m.»
MAT.12.38	Ńna gɛ Mará wɩlɩɖáa nɛbɛ́rɛ na 
MAT.12.39	Yeésu woobúsi wɛ sɩsɩ: «Zaamáánɩ kɩna kɩdɛ́ɛ ɩráa badaavé bɩka badánzɩmná Ɩsɔ́ɔ riké nɛ́, bɔ́nbɔɔzɩ́ sɩsɩ bála maamááci, amá 
MAT.12.40	Káma ńŋɩnáa Inúusa waalá wɛ́ náádóozo nuvoowú na ɩdaawʊ́ tińɖe kʊ́bɔńɖɛ lóódi‑daá nɛ́, bɩlɛ́ ɖʊɖɔ gɛ 
MAT.12.41	Tɔ́m fʊ́ʊ́dɩ wɩ́rɛ Niníívi tɛ́ɛ́dɩ‑daá ɩráa wángʊrʊ́ʊna zaamáánɩ kɩna kɩdɛ́ɛ ɩráa bakʊ bɔdɔ́m, káma Niníívi ńba waalá túúbá bɛkɛ́ɛ balakásɩ sáátɩ wenkí baanɩ́ɩ 
MAT.12.42	Tɔ́m fʊ́ʊ́dɩ wɩ́rɛ, Sebáa laadɔ́ɔ‑dɛ́ɛ wúro alʊ́ wángʊrʊ́ʊna zaamáánɩ kɩna kɩdɛ́ɛ ɩráa, ɩkʊ bɔdɔ́m káma waagálɩ́ɩ́ná ɖoo bolíni ɩkɔ́nɩ iwélési wúro Sulemáána‑dɛ́ɛ áséńsí. Ngʊ́ sinje‑daá, naárʊ wɛ cé waagɩ́lɩ Sulemáána.
MAT.12.43	A Zííni waalɩ́ɩ ɩrʊ́ rɔ, kínboɖé gɛ kɩ́ngabɩsɩ́ ɖɩdáarɛ wɩlɩ́ŋa ńɖɛ‑daá kɩ́njáádɩ yaavɛɛzɩɖɛ́, amá kidónÿuú. 
MAT.12.44	Ńna nɛ́ kɩ́ndɔ́m sɩsɩ: «Mánbɩsɩ́ mɛ́dɛ́ɛ ɖaána wenká máagálɩɩ kadaá nɛ́.» A kɩɩdála gɛ kɩɩmɔɔná kɛ naárʊ fɛ́yɩ́ kadaá, báńgbárɩ́ kɛ bɔnyɔ́ɔ́zɩ, 
MAT.12.45	ńna nɛ́ kínboɖé kɩkájáa zííniwá lʊbɛ tigidaavééníti waagɩ́lɩ kɩḿ nɛ́, na tɩkɔ́nɩ tisúu ńna. Bɩgɛdɛɛzɩya, ɩrʊ́ ɩmʊ́ ɩdɛ́ɛ kidaavééníti wángɩlɩ́ɩ kaɖaa ńdɩ. Bɩlɛ́ gɛ zaamáánɩ kɩna kɩdɛ́ɛ ɩráa kidaavéénáa sɩ bɛtɛná.
MAT.12.46	Yeésu bamáa zamɔ́ɔ ŋmatɩnáa gɛ ɩgɔɔ na igoobíya baadála bazɩ́ŋɛ́ɛ asʊ bánjáádɩ sɩ baŋmatɩná yɩ. 
MAT.12.47	Ńna gɛ naárʊ wɔɔdɔ́ Yeésu sɩsɩ: «Bɛɛ ngɔɔ na ngoobíya bazɩ́ŋɛ́ɛ asʊ bɔzɔɔlɛ́ɛ sɩ baŋmatɩná nya.»
MAT.12.48	Ńna gɛ Yeésu woobúsi weení waaŋmatɩná yɩ nɛ́ sɩsɩ: «Weení gɛ mɔgɔɔ? Wenbá gɛ mogoobíya?» 
MAT.12.49	Ngɛ waawɩ́lɩ ɩwanbaaráa na ɩnʊ́ʊ́nɩ ɩtɔ́ sɩsɩ: «Bɛɛ mɔgɔɔ na mogoobíya. 
MAT.12.50	Weení ɩrɩ́ŋa wánlám majaa ɩwɛ ɩsɔ́ɔ́dáá nɛ́ ɩzɔɔlɩ́m nɛ́, ɩlɛ́ gɛ mogoobú alʊ́ yáá abaalʊ́ yáá mɔgɔɔ.»
MAT.13.1	Bɩdɛ́ɛ wɩ́rɛ ɖɩḿ, ngɛ Yeésu waalɩ́ɩ ɖaána‑daá ibó ɩcɔ́ɔ lɩɩrɛ́ kʊ́bɔńɖɛ‑jɔ́ sɩ ɩwɩ́lɩ ɩráa Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m. 
MAT.13.2	Ngɛ zamɔ́ɔ kʊ́bɔńgɩ waalára kɩmɩlɩná yɩ hálɩ biiyéle ɩkpa kpɩ́ɩ́rʊʊ́‑daá ɩcɔ́ɔ bɩka zamɔ́ɔ sɩ́ŋɛ́ɛ lɩ́m nɔɔ́‑nɔɔ́. 
MAT.13.3	Waawɩ́lɩ zamɔ́ɔ kɩḿ tɔ́mwá ɖabata na tɔ́m‑gɛɛzɩrɛ. Ngɛ wɔɔdɔ́ wɛ sɩsɩ: «Wɩ́rɛ gɛ ɩrʊ́ naárʊ woobó ɩvɔɔ́‑daá kúɖúúdi larɩ́ɩ
MAT.13.4	Wánlarɩ́ɩ nɛ́, ngɛ natɩ́rɩ waazála nɩ́bááwʊ‑nɩ́bááwʊ, ngɛ siḿsi wɔɔgɔ́nɩ siɖi tɩ. 
MAT.13.5	Natɩ́rɩ waazála bɔ́‑daá lénlé tɛ́ɛ́dɩ tɔɖɔ́ɔ nɛ́, ngɛ tɩɩjáŋ tɩnyɔ káma tɛ́ɛ́dɩ telím. 
MAT.13.6	Wɩ́sɩ wɔɔgɔ́nɩ sɩsáa nɛ́, ngɛ bɩɩnyɔ́ɔ tɩ, ngɛ tɩɩwɩ́lɩ káma wóózi tafɩ́ya. 
MAT.13.7	Kúɖúúdi natɩ́rɩ waazála sɔɔzɔ́ɔ́zɩ‑daá, ngɛ sɔɔzɔ́ɔ́zɩ waabɩ́ɩ sɩnyʊʊ́ tɩ. 
MAT.13.8	Natɩ́rɩ waazála tɛ́ɛ́dɩ kazɔ́ɔ ńdɩ‑daá. Ngɛ tɩlɛ́ tɩɩɖʊ bíya; nakɩ́rɩ nɩɩnʊ́wá, nakɩ́rɩ niidóozo nakɩ́rɩ ɖʊɖɔ ákóosaaláa.» 
MAT.13.9	Ngɛ Yeésu waadásɩ sɩsɩ: «Weení ɩwɛná nɩgbamɩ́nɩ nɛ́, ɩ́nɩɩ.»
MAT.13.10	Ńna gɛ Yeésu‑dɛ́ɛ 
MAT.13.11	Ńna gɛ Yeésu woobúsi wɛ sɩsɩ: "Mɩ́nyɔ́ɔ́ nɛ́, Ɩsɔ́ɔ waava mɩ́ɩ sɩsɩ ɩ́tɩ́lɩ́ ɩdɛ́ɛ 
MAT.13.12	Káma weení ɩwɛná nɛ́, bándasɩ́ yɩ na iyuú bɩbá bɩɖɔ́ɔ; amá weení ɩvɛ́yɩ́na nɛ́, bɛ́nlɛɛ́ cʊ́kɔyɔ́ɔ wenká ɩwɛná nɛ́. 
MAT.13.13	Wenbí bʊrɔ mánŋmatɩnáa wɛ na tɔ́m‑gɛɛzɩrɛ nɛ́ gɛ sɩsɩ bɛbɛɛ́na amá badánnáa; bénwelesí amá badánnɩɩ cánfáná banɩ́ɩ bugutoluú. 
MAT.13.14	Bɩɩlá bɩlɛ́ gɛ na wentí 
MAT.13.14	«Mɩ́nbá iwélési amá mɩ́dánnɩɩ,
MAT.13.14	mɩ́nbá ɩbɛ́ɛ́m amá mɩ́dánnáa
MAT.13.15	káma zamɔ́ɔ kɩna kiwenbiré waagbɩ́ɩ́zɩ,
MAT.13.15	baabɩ́sɩ nɩgbaɖóni‑dɩnáa
MAT.13.15	boovu baazá
MAT.13.15	na bákána na baazá
MAT.13.15	yáá banɩɩná banɩgbamɩ́nɩ
MAT.13.15	na bitekiná bewenbé
MAT.13.15	balá túúbá na mɛlɛ́ɛ wɛ» nɛ́ ikóódi.
MAT.13.16	Bɩɩga mɩ́nyɔ́ɔ́ nɛ́, mɩnaa wenbi‑niíni dɩnáa, káma mɩ́ɩ́zá wánnáa bɩka mɩ́nɩ́gbamɩ́nɩ wánnɩɩ́. 
MAT.13.17	Ménveerím mɩ́ɩ toovonúm sɩsɩ 
MAT.13.18	«Bɩlɛ́ nɛ́, iwélesi ɩnɩ́ɩ ɖuurú ɩmʊ́ ɩdɛ́ɛ tɔ́m‑gɛɛzɩrɛ kutoluú. 
MAT.13.19	Wenbá bánnɩɩ́ 
MAT.13.20	Weení wánnɩɩ́ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m na ɩcáŋ ɩmʊ tɩ na wenbi‑niíni nɛ́ cɔɔ́ɔ gɛ nyazɩ bɔ́‑dáa lénlé kúdúúdi waazála nɛ́. 
MAT.13.21	Amá wóózi fɛ́yɩ́ nɛ́, tidénleerí. A bɩgɛ́ɛ nɔwɔ́ya yáá fúkúḿsi waadála yɩ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m‑rɔ, wánbɩsɩ́ ɩwɔ́rɔ́. 
MAT.13.22	Weení wénwelesí Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m na iyéle ɖúúlínya lomaazɛ́ na ɖɔ́ɔ́lɛ‑dɛ́ɛ ayiila ɩnyʊʊ́ tɩ bɩka ɩdánɖʊ́ʊ bíya nɛ́ cɔɔ́ɔ gɛ nyazɩ sɔɔzɔ́ɔ́zɩ‑daá lénlé kúɖúúdi waazála nɛ́. 
MAT.13.23	Wenbá bánnɩɩ́ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m bɩka bánnɩɩ́ tigutoluú nɛ́ cɔɔ́ gɛ nyazɩ tɛ́ɛ́dɩ kazɔ́ɔ ńdɩ wentí‑daá lénlé kúɖúúdi waazála nɛ́. Bʊrɔ gɛ wánɖʊ́ʊ bíya; naárʊ nɩɩ́nʊ́wá, naárʊ niídóozo, naárʊ ákóosaaláa.» 
MAT.13.24	Ngɛ Yeésu wɛɛdɛ́kɛ́ɛ́zɩ wɛ tɔ́m natɩ́rɩ sɩsɩ: «Ɩbɛ́ɛ wenbí bɛ́ngɛɛzɛnáa 
