MAT.1.1	Ísu Káráísitini akúníꞌo uráan-aai. Ísun-aíwáꞌná Téfítin-iye. Téfítin-aíwáꞌná Émbaramun-iye.
1TI.5.15	Tuwímbai-ketoꞌ-inimba kaweꞌ-ámbá éꞌa ifátuwesa waántáwankoni sáwí-ampaꞌo wéaraaiwaentafeꞌa súnda-aai simámune. 
1TI.5.16	Maníkón-aaisafesamo timankúnkúmbo on-ínímbá miwí timááraafinkembo ketoꞌ-ínímbó méraamba túwaꞌnai oro. Maníkóní waási ketoꞌ-ínímbá timááraamo méraan-inimba Maníkóní kísauraꞌo tukáan-ontantamba túwaꞌnai ofáínifo ketoꞌ-ínímbá timááraamo ímbo méren-inimba minóntántámbá túwaꞌnai oro.
1TI.5.17	Maníkóní waási miwítí óraaꞌ-waasi kaweꞌ-úmai káráwiyaawisafesa imáyáa ésa miwítí méyámbá mósá maꞌmái tíméro. Minórááꞌ-wáásífínkémbá tuwímbai Maníkón-aai fasiꞌámai simátimesa óraa-kisau wémaewisafesa imáyáa ésa miwítí méyámbá mósá maꞌmái óraaꞌa tíméro. 
1TI.5.18	Minááísáféna naaófáꞌá Maníkón-aai aúfáífimba agaimaréna séna purumakagóní kísauraꞌ-meyantafena séna
1TI.5.18	waásiti tómbá wíti-aramba ásima piyíndasafena purumakagón-aísamai támai tafandaafá úmai ásima ufítúwáínkaꞌa purumakagón-óikaꞌa ímba káráꞌesa ifátúwéwana úwoi ména tuwímbai náíníye
1TI.5.18	agaimaréna siyáiye. Moóráfaꞌa agaimaréna séna
1TI.5.18	kísaumo máéwi méyámbá máéro
1TI.5.18	agaimaréna siyáiye. Maníkóní waási minááímá imáyáa ésa miwítí óraaꞌ-waasiti méyámbá tíméro. 
1TI.5.19	Maníkóní waásiti óraaꞌ-waasi tíyoꞌo fáíyan-aai ímba isaaó.
1TI.5.19	Énifo kaumbo-kaeꞌ-wáásímó tésamo síyan-aai miwí táái isaaó. 
1TI.5.20	Sáwíꞌo úmae íyówisafe seyaafáꞌ-wáásí túrankaꞌa fasiꞌaén-ááí simátimiyo. Miyámó inasamó ésa seyaafáꞌ-wáásí táátafesa ésa miwí túma káráwiyonaawe.
1TI.5.21	Maníkón-aúrankaꞌe Ísu Káráísitin-aúrankaꞌe Maníkóní wíyómpaken-kisau-waasi túrankaꞌe óraakaꞌa simámeꞌa súne. Simámundantemba uwo súne. Aaigóní áwáumo ímbo ísarendarakembo e ímba aaí simátiminone. Aaigóní áwáumo ísarendarakembo e kaweꞌ-úmai simátiminone. Ímba waási tuwínkaaꞌ-uré sindá seyaafáꞌ-ááímá aforaꞌ-aantemba simátimiyo. 
1TI.5.22	Moóráwigomo Maníkóní kísau maínkwae sémo e ímba ááéma íyáfasinankenda awánasuwe ánaaemba íyáfasinankaao. Sáwíꞌo wéiya ímba ewáráꞌá tiráái wáínda kaweꞌ-úmai káráwimai kaweꞌán-uwo.
1TI.5.23	Tímótiyo enarumpinkémbó áíꞌo énamo tuwímbai-kanaamo áúfaꞌo wínamo e non-úran-aantemba ímba nendá taaérampinken-domba naaó súne.
1TI.5.24	Tuwímbaimo sáwíꞌo ombá tuwánaawasa sáwí-meyamba wémaefo tuwímbaimo sáwíꞌo ombá miwítí áwáuma ánaaemba paápé íníye. 
1TI.5.25	Miyáumai tuwímbaimo kawe-kísáúmó máémba tuwánaawasa tuwímbaimo kawe-kísáúmó máémba ímba tuwánaamba miyámó owítí áwáuma ánaaemba paápé íníye.
1TI.6.1	Wayó-kísáúmó máén-kwaasi Maníkóní waásisafe maanááí simátimiyo. Káráwiyaan-kwaasi-tuwiꞌa óraaꞌa uwátinkeꞌa miwítí kísau kaweꞌ-úmai máéro simátimiyo. Miyámó íyasamo ésa Maníkón-áwíꞌe Maníkón-aaiye ímba símai sáwíꞌa ónááwe. 
1TI.6.2	Káráwiyaan-kwaasi Maníkón-aaisafesa timankúnkúmbo owísáfésa miwítí wayó-kísáú-wáásí sésa Ísu Káráísitini waásimo úndantemba miwíwáráꞌá Ísu Káráísitini waási póta miwí túwíꞌa ímba óraaꞌa uwátinkanaumne sefáínifo maarán-ááí seró. Maníkón-aaisafeꞌo simankúnkúmbo úndantemba miwíwáráꞌá Maníkón-aaisafesa timankúnkúmba wéowaꞌa sirumbá timéꞌa póꞌa miwítí kísau kaweꞌ-úmaimo máénda minkísáúfínkémbá kawe-tántááꞌá maénááwe sé
1TI.6.2	wayó-kísáú-wáásísáfé minááí simátimiyo.
1TI.6.2	Tímótiyo simámunda-aai óraaka simátimiyo. 
1TI.6.3	Tuwímbaimo fíꞌon-aaimo simátimesamo kentáásí Fasiꞌaénkó Ísu Káráísitin-aaimo kaweꞌ-ááímó ímbo arááíwaesamo Maníkóní áwáu-aaimo ímbo wéaraaiwaewi 
1TI.6.4	miwí túma maimaé wéiyesa seyaafá-tántáákóní áwáuma ímba ísaraawe. Miwífímbá sáwí-imayaa wéraisasa aaigóní áwáusafesa sáwífaꞌ-aai sésa kesááigo íyáákainkwae-aai sewasá miyá-sáwí-ááífínkémbá tirumbá sáwíꞌa uwátinkesa aaisambá sésa túwíꞌa símai sáwíꞌa uwátinkesa sáwí-imayaa uwátinkesa 
1TI.6.5	aaisambá símae wénowe. Miyámó on-kwáásí miwítí imáyáa símai sáwíꞌa ésa éraiꞌ-aai ifátuwesa karoꞌ-ímáyáá ésa sésa sáwífaꞌ-ontama maénae sésa Maníkóní aambá wéaraaiwaewe-karoꞌ-imayaa wéowe.
1TI.6.6	Miyán-káróꞌ-ímáyáámó ombánifo Maníkóní aambó éraiꞌo arááíwáéwi imáyáa ésa sésa Maníkóntáféꞌo imáyáamo éꞌo méraunda óraa-tantaaꞌan-ifo makáunda-ontama mindá kanaán-iye wésewe. 
1TI.6.7	Kesinóisaisa óntaiyainta masínkaraawe. Púwóndasa ínta óntawarata maimaéta kónaumne. 
1TI.6.8	Unáánkwátóiye tóné makétaamo éta mindá kanaán-iyesa sénaumne. 
1TI.6.9	Óntasafe-imayaamo owí misáwí-ímáyáágó tafisínana sáwí-tantaatafesamo tirááísafesamo íyan-tantaako miwí taꞌótorainasa sáwíꞌa úmai taiꞌánááwe. 
1TI.6.10	Fíꞌo-fiꞌo-sawi-imayaagoni áwáuma óntamba maénae-imayaasafesa aamoí wéowe. Tuwímbai óntamba maénae-imayaa aantemba wéesa Maníkón-aai ifátuwesa umbai-tántááꞌá maésa tirunkó umbaí taisasá méraawe.
1TI.6.11	Tímótiyo emá Maníkóní waási éma miyán-tántáákómbá ánaaemba uwáme Maníkón-aúrankaꞌa arupíse úmai mére wentáfé-ímáyáá wéema seyaafá-kísáú kaweꞌ-úmai wémae imáyáa wétime Maníkóntáfé fasiꞌámai aáno úmai mére miyán-tántáátáfé ayáántán-kwiye méraao. 
1TI.6.12	Waásimo méyámbó maénaesamo tuwaantantésamo kontembá emá Maníkón-aaisafe amankúnkúmba e ayáántán-kwiye minámbá arááíwaꞌmae aúíꞌa úmai maéꞌmaeꞌo inda-ámbá arááíwaꞌmae iyuwó. Ááéma sáwífaꞌ-waasi túrankaꞌa paápééma séma Maníkón-aai éraiꞌ-aai póꞌa wenkáꞌá kááísamai méraumne sundaráꞌá Maníkó entáféna aúíꞌa úmai maéꞌmaeꞌa wéone siyáiye. 
1TI.6.13	Maníkó seyaafáꞌó méraawiti áwáugon-iye. Ísu Káráísiti aaimó sí-náúmpáꞌá óraaꞌ-waasigon-awiꞌa Póntiyasi-Páíratimba kaweꞌ-ááímó simámakaiwain-iye. Minkáéꞌnárai túrankaꞌa embá óraaka simámeꞌa súne. 
1TI.6.14	Kentáásí Fasiꞌaénkó Ísu Káráísiti marapáꞌó ímbo kunkáindaraꞌa wemó siyáin-aai arááíwaꞌmae wéiye kaweꞌ-aantemba wéinasa awánésa sésa minááí éraiꞌ-aain-iye sénááwe súne. 
1TI.6.15	Maníkó Ísu Káráísitintafena séna kumuwómó sínda-kanaa kumíníye. Maníkó kaweꞌ-aantembo iwáí éna weyáá seyaafáꞌnánká káráwiyaiwai éna seyaafá-fásíꞌáénkwáráꞌ-wáásí wení fasiꞌaénkó íyáákaraiwai éna seyaafá-káwáá-wáásíyáꞌá kawáán-uráiwai éna 
1TI.6.16	weyáá ímba puwíndawi éna fíꞌora-saraꞌo méraiwai isasá miyá-sáráꞌá ímba waási kanaaꞌá koméranaawe. Maníkómbá seyaafáꞌ-wáásí ímba túrantamba wéawanesa ímba kanaaꞌá túrantamba awánánááwe. Wenáwíꞌa óraaꞌa waéꞌwaeꞌa isaná wení fasiꞌaémbá waéꞌwaeꞌo imbá mindá éraiꞌ-aain-iye.
1TI.6.17	Tímótiyo moparáwínkwáráꞌ-wáásísáfé óraaka simátime sé ímba túma maimaé iyéꞌa ímba moparáwíntáféꞌa aamoín-oro. Mindá taiꞌáínda-tantaaꞌan-ifo ímba amuꞌmárémba Maníkó seyaafá-tántáátáámó wésimiwaintafeꞌa amuꞌmaréꞌa méꞌa aamoín-oro simátimiyo. 
1TI.6.18	Moórá-aai moparáwínkwáráꞌ-wáásí simátime sé kawe-kísáú wémaeꞌa túwaꞌnai úmae wéiyeꞌa moparáwímbá tuwínkaaꞌ-úmai tímaꞌmae íyóro. 
1TI.6.19	Miyámó éꞌo éꞌa miyámó íyan-tantaatafeꞌa ánaaemba kembiwímó túwaꞌnai índa-tantaaꞌa wérainaꞌa miyámó éꞌa kaweꞌ-úmai méranaawe simátimiyo.
1TI.6.20	Tímótiyo Maníkó simámakain-aaiye aráánámakain-aaiye káráwimai kaweꞌán-uwo. Maníkómbó ímbo arááíwáén-kwaasi úwoi-aai wésefo minááí ánaaemba uwátimiyo. Karoꞌá sésa seyaafá-tántááꞌá ísaraumnemo mósimesi-aaimo síyamba ánaaemba uwátimiyo. 
1TI.6.21	Tuwímbai sésa seyaafá-tántááꞌá ísaraumne sésa pósa Maníkómpáꞌó timankúnkúmbo on-ámbá ifátukaawe.
1TI.6.21	Maníkó seyaafáꞌ-wáásí úwoimo wétuwaꞌnai-intafeꞌa inaí súne.
2TI.1.1	Tímótiyo kemá Póro maanááí maanáúfáífímbá agaimaráúmpo isaaó. Maníkó wení imáyáafinkemba kentáféna séna aantá-waasi-iꞌa éma Ísu Káráísitin-aai kosimátímaꞌmae núwo séna siꞌmákaiye. Maníkó óraakaꞌa séna Ísu Káráísitiyeꞌa kááísamai méraamba póꞌa aúíꞌa úmai maéꞌmaeꞌa ónááwe siyáin-aai kosimátímaꞌmae núwo séna siꞌmákaiye. 
2TI.1.2	Tímótiyo kesáánimba ónaꞌa sirumbó wéamundawi ómpo maanááí maanáúfáífímbá agaimaráúmpo isaaó. Maníkó kentáásifowawe Ísu Káráísiti kentáásí Fasiꞌaénkóe úwoi áwaꞌnai esarai tirumbá uwánkesarai faru uwánkaayantafeꞌa inaí súne.
2TI.1.3	Kesíwáꞌnámo Maníkómbó arááíwakaantemba kemá miyá únana mindásafena kesirumpimbá ímba aaí wéraiye. Maníkómpáꞌó inaimó súnda entáféꞌa imáyáa éꞌa aasiyaasí áísai eꞌa súwi simánkaumne. 
2TI.1.4	Ifiꞌó tasínkaraanda imáyáa éꞌa anekaꞌá awánánae-imayaa úmae wéiyeꞌa embó awánaanda sirunkó óraa-kaweꞌa íníye. 
2TI.1.5	Ísu Káráísitin-aaisafemo amankúnkúmbo ónda ímbo óikakembo óndamo arumpinkémbó óndasafeꞌa imáyáa úne. Aifaꞌá enaráárán-áwíꞌa Róísi Maníkón-aaisafena amankúnkúmba úwana minkákémbá enanón-áwíꞌa Yúnísi Maníkón-aaisafena amankúnkúmbo uráimba ewáráꞌá miyá wée Maníkómpáꞌó amankúnkúmbo ónda éraiꞌa mindá ísaraumne. 
2TI.1.6	Mindásafeꞌa simámeꞌa súne. Maníkómó fasiꞌaémbó ámakaimba taꞌótoke wení kísau mauwó. Maníkóní kísaumo máíndasafeꞌa siyáámba aneꞌá taꞌótoraawanana Maníkó fasiꞌaémbá ámakaiye. 
2TI.1.7	Maníkó imáyáasa símakowata fasiꞌámaisa méta ínta sáátafeta éta imáyáasa wétimeta kesúrata káráwimai kaweꞌá uréta úndasa po Maníkómó fasiꞌaémbó ámakaimba taꞌótoke wení kísau mauwó.
2TI.1.8	Mindásafe kentáásí Fasiꞌaénkó siyáin-aaimo simátimendasafena ímba ááꞌa íno. Fasiꞌaénkóní
2TI.1.8	waási-iꞌo úndarakemba ándáfaꞌa sínkaraawaꞌo méraundasafena ímba ááꞌa íno. Maníkó fasiꞌaémbá ámímba po ásé-aai simátímínasamo áíꞌo índa-iꞌo uwánkaiyamba síꞌo úniꞌo uwásínkaraantembo uwánkaiyamba ímba imáyáamo indá fasiꞌámai méraao. 
2TI.1.9	Maníkó séna sáwí-imayaafinkemba faútínkáanaꞌa kaweꞌ-aantemba úmai méraaro siyáiye. Kesáá
2TI.1.9	kawe-kísáúmó maúndasafenasa ímbanifo wení imáyáafinkemba séna úwoi túwaꞌnai ónaumne siyáimba póna kentáásí sáwí-imayaafinkemba faúsinkenasa séna kaweꞌ-aantemba úmai méraaro siyáiye. Áwáuraꞌa Maníkó maramá ímbo úmakonkaꞌa Ísu Káráísitini kísausafena imáyáa éna séna úwoi túwaꞌnai ónaeꞌa toꞌmayaa úne siyáiye. 
2TI.1.10	Maníkó kentáásáfénawe séna toꞌmayaa úmakaimba paápé úwana Ísu Káráísiti marapáꞌá kuména kentáásí sáwí-imayaafinkemba wéfausinkaiye. Waási púwówini áwáuma wemá íyáákena taíꞌásuwowasa wíyómpaꞌa aúíꞌa úmai maéꞌmaeꞌa ésa ímba puwónááwe.
2TI.1.10	Minásé-ááí paápé úwata ísaraumne.
2TI.1.11	Minásé-ááímó simátíméndasafena Maníkó simásimena séna aantá-waasi-iꞌa éma aiꞌmáráana maanásé-ááí simátímaꞌmae núwo súwaꞌa 
2TI.1.12	miyámó ówándarakemba síꞌo úniꞌa úmai ándáfaꞌa sínkaraawaꞌa méꞌa ímba sigaesáféꞌa úne. Moóráwigon-aaisafeꞌo éraiꞌemo séꞌa wenkáꞌó simankúnkúmbo úndawimba awánéꞌa símakain-kisau káráwisaꞌa minááí éraiꞌ-aain-iye súnda póꞌa ímba sigaesáféꞌa úne. Maníkó waásimo méraawini áwáuma tísai índa-kanaa ímbo tiyáindaraꞌa símakain-kisau wégarawiye. 
2TI.1.13	Tímótiyo éraiꞌ-aaimo simámakaunda arumpimbá taꞌótore arááíwae Ísu Káráísitiyeꞌa kááísamai mé wenááisafe amankúnkúmba wée wembá arumbá amé miyá úmae iyuwó. 
2TI.1.14	Maníkó éraiꞌ-aaimo simámakaimba Maníkóní Ufaen-ámútánkó kentáásirumpimba méraimba po wení fasiꞌaéntámbá minéráíꞌ-ááí káráwiyuwo.
2TI.1.15	Ésiyaa-marafaken-kwaasi seyaafáꞌá tínaaeniꞌo uwásiyukaampinkemba kaeꞌ-wáásí moóráwigon-awiꞌa Físérasi isaná moóráwigon-awiꞌa Émósénisi isamá minááí ísaraane. 
2TI.1.16	Moóráwigon-awiꞌa Ónésíforasi kesópaꞌa tóso éna kaweꞌ-ááí simásimena kesí imáyáa aúíꞌa uwásinkena ándáfaꞌo méraunda ímba aigaesáféna isaꞌá mindásafeꞌa Fasiꞌaénkómpáꞌá inaí súnda Ónésíforasi wení naaúmpaꞌo méraan-kwaasiye kaweꞌá uwátinkainkwae séꞌa inaí súne. 
2TI.1.17	Wemá Rómu-naopaꞌa taména siyaafáí émena ándáfaꞌo méraunda tasuwánéna kesí imáyáa aúíꞌa uwásínkaraiye. 
2TI.1.18	Ááéma Éfésási-naopaꞌa koméraawanana sáwífa-kanaa wemá súwaꞌnai úwa éꞌa awánaraane. Miyámó uráintafeꞌa súne. Fasiꞌaénkó waásimo méraawini áwáumo tísai índa-kanaa tínana Fasiꞌaénkó wentáféna arumbá uwánkainiye súne.
2TI.2.1	Kesááninkoo Ísu Káráísiti úwoi wéawaꞌnai-ifo fasiꞌámai méraao. 
2TI.2.2	Sáwífaꞌ-waasi túrankaꞌo simátimewanda-aai isé kaweꞌ-ímáyááwáráꞌ-wáásí fasiꞌámaimo méraawi kaweꞌ-úmaimo simátimiyawi simátímínasa miwíwáráꞌá taꞌótokesa simátíméro.
2TI.2.3	I-wáásímó umbai-tántááꞌó tímémbo fasiꞌámaimo máéntemba Ísu Káráísitini waási-iꞌa óndarakemba embá umbai-tántááꞌá ámémbanifo fasiꞌámai méraao. 
2TI.2.4	I-wáásí miwítí óraako aamoí ínkwae sésa wenáái wéaraaiwaesa ímba fíꞌo-fiꞌon-tantaatafesa imáyáamo íyamba óraakoni kísausafesa imáyáa wéowe. 
2TI.2.5	Moórá-aai isaaó. Tuwaantantésamo kontembá moóráwigomo wení óraakon-aaimo isénamo awaantanténamo iyénamo éna méyámbá máíníye. 
2TI.2.6	Moórá-aai isaaó. Kísaumo fasiꞌámaimo owímó ombá tómbó fakaráán-kanaamo tisasá aifaꞌá fákáꞌmai wénaawe. Minááí imáyáa é Ísu Káráísitiyeꞌa fasiꞌámai méraao. 
2TI.2.7	Simámunda-aai imáyáa inaná Fasiꞌaénkó imáyáa amína minááígóní áwáuma isáínone.
2TI.2.8	Ísu Káráísiti Téfítin-aísaafitantambo uráiwai puwénamo íyáfasinkaiwaintafe imáyáan-uwo. Minááí ásé-aai simátímakaunda-aain-iye. 
2TI.2.9	Minásé-ááímó simátimewandarakemba ándáfaꞌa másinkesa sáwíꞌo owímó tíyayaankaꞌo káráꞌumaesamo mátinkaantemba kembá síyayaankaꞌa káráꞌumaesa síꞌo iníꞌa úmai ándáfaꞌa másínkaraafo kemá úwoi ménaumpo Maníkón-aaigo wété ínasa ísáaro. 
2TI.2.10	Mindásafeꞌa Maníkómó wemparíꞌo úmáráín-kwaasisafeꞌa imáyáa éꞌa póꞌa umbai-tántáátáféꞌa ímba imáyáa éꞌa méraumne. Ísu Káráísiti miwítí sáwí-imayaafinkemba tíꞌmaena kawepáꞌá métinkainasa sámo kain-áémpáꞌá maéꞌmaeꞌo íyantafeꞌa umbai-tántáátáféꞌa ímba imáyáamo únda fasiꞌámai méraumne.
2TI.2.11	Maanááí éraiꞌ-aain-iye.
2TI.2.11	Ísu Káráísitiyeꞌa kááísamaisa méraundasa póta puwétaamo éta weséta méranaumne. 
2TI.2.12	Umbai-tántááꞌó ímbo imáyáamo éta fasiꞌámaimo métaamo éta waásiyaꞌo káráwiyintemba kesááwáráꞌá miyásá ónaumne. Sínaaembo uwámenanasaamo éna kentááwáráꞌá miyá íníye. 
2TI.2.13	Wenááisafetaamo simankúnkúmbo urétaamo ifátúwáananasaamo éna wemó sintembó miyámó éna ímba kanaaꞌá tuwéna fíꞌon-aai síníye.
2TI.2.13	Minááí éraiꞌ-aain-iye.
2TI.2.14	Tímótiyo Maníkón-aúrankaꞌa maanááí símai tááka-tinke óraaka simátímaꞌmae iyé sé maanááí imáyáan-oro. Úwoi-aaisafeꞌa sáwífaꞌ-aai séꞌa aaisambá wésefo minááí ifátúwáaro. Minááímó isáíyanamo éna minááígó ímba kaweꞌá uwátinkainaꞌa sáwíꞌa ónááfo súnda-aai simátímaꞌmae iyuwó. 
2TI.2.15	Maarán-kwáásí-íꞌo ónae sé maarán-uwo. Éraiꞌ-aaimo arupíse úmai simátímíndawima éma Maníkóní kísau-waasi éma ení kísausafe ímba aigaesáfé indawí éma miyámó émo e Maníkón-aúrankaꞌo ménda simámena séna kaweꞌ-úmai méraane síníye. 
2TI.2.16	Úwoi-aai Maníkómbó ímbo arááíwáén-kwaasimo sen-ááí ánaaemba uwámuwo. Miyán-ááímó sen-kwáásí ímba Maníkóntáfésa imáyáa ésa sáwísáwíꞌa úmae wéiyowe. 
2TI.2.17	Sowáéfitambo énamo seyaafá-túfáꞌó intembá miwí tááigo wété imbá pósa sáwíꞌa ónááwe. Miwífínkémbá kaeꞌ-wáásí túwíꞌa moóráwigon-awiꞌa Áíméniyasi isaná moóráwigon-awiꞌa Fáírítasi 
2TI.2.18	minkáéꞌnárai éraiꞌ-aai ifátuwesarai sésarai pukáundafinkenta éꞌa íyáfasinkaunda póta ánaaemba anekaꞌá ínta íyáfasinanaumne séyasa isésa tuwímbai Ísu Káráísitin-aaisafesa kaeꞌ-ímáyáá wéowe. 
2TI.2.19	Áfombo fasiꞌámaimo faimáráántemba Maníkó áfonkaan-tantaaꞌa fasiꞌámai faimaréna minkáꞌá aúfái agaimaréna séna Fasiꞌaénkó wení waási éꞌa tuwánaraiye séna moórá-aai agaimaréna séna Fasiꞌaénkóní waási únemo sewí sáwíꞌo ombá tínaaemba uwáméro agaimaréna siyáiye.
2TI.2.20	Moórá-aaimo simáménda isaaó. Óraaꞌ-naumpaꞌa tuwímbai-taufaꞌa marésa tuwímbai korí-óntántámbó úmakaan-taufaꞌa marésa tuwímbai taaisambó úmakaan-taufaꞌa marésa tuwímbai agariꞌ-márásámbó úmakaan-taufaꞌa marésa óraa-kanaa aantemba korí-táúfápínkémbá nésa úwoi-kanaa taai-taufápínkémbá wénaawe. 
2TI.2.21	Simátímakaunda-sawi-kisaugombo tínaaembo uwámesamo kaweꞌ-úmaimo méraawi kawe-táúfákáámbá úmai mésa Maníkóntáfésa imáyáa wéesa Maníkómó kawe-kísáú timíndasafesa toꞌmayaa úmai méraawe. 
2TI.2.22	Ifóꞌ-wáásímó sáwí-tantaatafesamo tirááísafesamo ombá ánaaeniꞌa uwátime arupíse úmai mérenda-imayaa é Maníkón-aaisafe amankúnkúmbo úmae iyí-ímáyáá wétime faru úmai mé tirumpimbó kaweꞌ-aantembo imáyáamo ésamo Fasiꞌaénkómpáꞌó áísai esamo súwaꞌnai ínkwae sésamo ontembá miyán-uwo. 
2TI.2.23	Úwoi-aaisafesamo sáwífaꞌ-aaimo sembá minááíyákémbá aaisambó sembá ísaraampo ánaaeniꞌa uwátimiyo. 
2TI.2.24	Fasiꞌaénkóní kísau-waasi ímba aaisambá sésa faru uwátinkesa kanaaꞌá aráátimesa aaisambó sembá tasí uwátinkesa 
2TI.2.25	wempaꞌá mésa miwímó kentááimo taráísón-kwaasiti imáyáa kaweꞌá uwátinkesa miyámó íyanamo éna Maníkó imáyáa timínasawa Maníkómpáꞌá tésawa éraiꞌ-aaisafesa éraiꞌe sénáá ína sénááo. Mindásafesa Fasiꞌaénkóní kísau-waasi amuꞌmarésa méranaawe. 
2TI.2.26	Waántáwanko ken-ímáyáá íwae séna miwí taꞌótokaiye. Éraiꞌ-aaisafesamo éraiꞌemo sésamo ésa kaweꞌ-ímáyáá ésa waántáwankomo taꞌótotuwenamo méraimpinkemba tufíntuwesa Maníkómpáꞌá ténááwe.
2TI.3.1	Tímótiyo ánaaen-kanaamo tíndamo umbai-tántááꞌó paápé índasafe imáyáan-uwo. 
2TI.3.2	Minkánááráꞌá waási maará íyamba kesáfésa aantemba aamoí ésa óntantafesa aamoí ésa kesáfésa kaweꞌ-wáásí úne sésa kentúma maimaé wéiyesa tuwímbai símai sáwíꞌa uwátinkesa tinófoi-taai taraisésa túwaꞌnai owísáfésa ímba súwi sésa Maníkóntáfésa ímba imáyáa ésa 
2TI.3.3	miwítí waási ímba imáyáa timésa tiꞌó kaótuwe méraamba ímba aaweyáá ésa karoꞌ-ááí simátinkesa miwí túraꞌa ímba káráwiyesa tiyésa kawe-tántáátáfésa tíyántafesa uwátinkesa 
2TI.3.4	namuro-wáásísáfésa miwítí waási pintaruꞌá ésa sáwíꞌa uwátínkáaro sésa sáwí-amba ááéma arááíwaesa miwí túma mósá marésa sáwí-tantaatafesa tirááísafesa ésa aamoí ésa Maníkóntáfésa ímba aamoí ésa 
2TI.3.5	waási túrankaꞌa Maníkóní waási úne karoꞌá sésa Maníkóní fasiꞌaémbá tínaaeniꞌa wéuwamefo miyámó on-kwáásí ánaaemba uwátimiyo. 
2TI.3.6	Miwífínkémbá tuwímbai fíꞌo-fiꞌon-daumpaꞌa iyésa ímbo kaweꞌ-ímáyáámó on-íníntáfésa karoꞌ-ááí sewasá isésa miwí tááisafesa éraiꞌe wésewe. Minínímbá aoisaambá owaná óraaꞌ-iꞌa isasá miyá-sáwí-tántááꞌá tirááísafesa owaná misáwí-tántáákó miníníntómbá taꞌótokaiye. 
2TI.3.7	Miníníntómbá seyaafáꞌ-wáásí táái isésa ímba kanaaꞌá tuwímbai isésa éraiꞌ-aai taꞌótokaawe. Mindásafesa miyán-káróꞌ-wáásí tááisafesa éraiꞌe wésewe. 
2TI.3.8	Naaófáꞌá Mósesemo méronkaꞌa kaeꞌnárai-tuwiꞌa moóráwigon-awiꞌa Yánísi úwana moóráwigon-awiꞌa Yámbírísiyeꞌo Mósesen-aaimo taráíyaayantemba minkáróꞌ-wáásí miyáumai éraiꞌ-aai taraisésa imáyáa sáwíꞌa ésa tóikakemba Maníkón-aaisafesa éraiꞌe wésefo 
2TI.3.9	ímba óraakaꞌa miyá ónááwe. Miwí karoꞌ-ááí sésa méraamba tuwánésa sésa karoꞌ-wáásín-owe sésa miwí táái ímba arááíwaenaawe. Naaófáꞌó Yánísiye Yámbírísiyeꞌo sirááyan-karoꞌ-aaisafesa miyá siyáawe.
2TI.3.10	Miwí miyá wéofo emá ímba miyá uráampo naaóꞌ-naoken-kwaasi simátimunda-aai isé kemó méraundawini áwáuma suwáné kemó wénundawini áwáuma suwáné uréma po minááí wéaraaiwaene. Maníkómpáꞌá simankúnkúmba éꞌa faru úmai méꞌa imáyáa timéꞌa umbai-tántáápímbó fasiꞌámaimo méraunda-aai ísaraane. 
2TI.3.11	Ántíoku-naopaꞌe Áíkóníyamu-naopaꞌe Rísítara-naopaꞌemo maéwándaraꞌa umbai-tántááꞌá simésa síꞌo úniꞌa uwásínkówaꞌa ímba imáyáa éꞌo fasiꞌámaimo maéwánda suwánaraane. Kempímbá óraaꞌ-umbai-tantaaꞌa úmbanifo Fasiꞌaénkó mimpínkémbá síkaiye. 
2TI.3.12	Ímba ken-aantemba sáwíꞌa uwásínkaraafo maarán-kwáásíwáráꞌá sáwíꞌa uwátinkanaawe. Ísu Káráísitiyeꞌo kááísamai méꞌa wentáféꞌo imáyáa éꞌo méꞌa miyá ónaemo sewí umbaí timénááwe. 
2TI.3.13	Sáwí-waasi karoꞌ-ááí sésa fíꞌowiti imáyáa kotafisewí sáwíꞌa úmae iyésa tuwímbai karoꞌá simátinkesa miwí karoꞌá simátiyuwanaawe. 
2TI.3.14	Emá ímba miyá indá simátímakaunda-aaisafe éraiꞌe fasiꞌámai sé minááí fasiꞌámai taꞌótoraao. Minéráíꞌ-ááímó simátímakaundawisa kaweꞌ-úmai suwánaraanda po minááí fasiꞌámai taꞌótoraao. 
2TI.3.15	Emá iyámpói mérondaraꞌa Maníkón-aai aúfáífinken-aai simátímaꞌmae íyúmba ísaraanda káféꞌwaraꞌa wéisaane. Maníkón-aai aúfáífinken-aai toráumaimo awánaawi kaweꞌ-ímáyáá ésa Ísu Káráísitin-aaisafesa timankúnkúmba owaná Maníkó sáwí-imayaafinkemba wéfautinkaiye. 
2TI.3.16	Maníkó imáyáa timúwasa Maníkón-aai aúfáífimba seyaafáꞌ-ááí agaimakáamba pósa mináúfáífínkén-ááísámbá Maníkóní aambá aráátíméwasa aoisaambó uráantafesa óraaka sésa sáwí-imayaa arupíse uwátinkesa kaweꞌ-aantemba úmai méraiyan-amba wéaraatimewe. 
2TI.3.17	Maníkóní kísau-waasimo Maníkón-aai aúfáífinken-aaimo ísámaimo kaweꞌó íyanamo éna minááígó kawe-kísáú-wáásí-íꞌa uwátinkainasa Maníkómó kawe-kísáúmó timínda-kisau fasiꞌámai kaweꞌ-úmai maénááwe.
