GEN.1.1	Do nakapamarswaw ni Āpo Dyos so hanyit kan lobong,
HEB.9.18	Komwan sawen iyaw adanaw a tolag, ta abaw sinpaspangan dāton dan Jodyo kaychowa, malaksid an myan moyog a raya a mangipaneknek a oyod a myan nadiman a binyay. 
HEB.9.19	Ta do nakaibaheyaw ni Moyses so tabo a bilin no linteg dyirad tabo tawotawo, inhap naw rayaw no orbon saw a baka kan kalding, as kan pinasagel na do ranom, as nakapawarsi na sya do librwaw no linteg, as kan do tabo a tawotawo. Nangosar so isopo
HEB.9.20	Binata na dyira a kāna, “Iyaw nya raya, ki mangpaneknek so tolagaw a inbilin no Dyos a tongpalen nyo.” 
HEB.9.21	Masaw, aran iyaw toldaw a tabirnakolo da, ki winarsyan ni Moyses kan tabo saw osaren da saw an magdaydayaw sa do Dyos. 
HEB.9.22	Ta no kaoyodan na, ki sigon do chakeyaw no linteg, ki magistayan a tabo, ki naibidang a nadalosan a maynamot do kapangibindita das raya.
HEB.9.23	Tabo saw nyaya a napariparin do tabirnakolwaya a pagdayawan Jodyo, ki akmay anyino no myanaw do hanyit a yanan Āpo Dyos, kan naibidang sa a nadalosan maynamot do dāton saya a binyay. Ki iyaw oyod a pagdayawan do hanyit, ki syimpri machita naw maganaganay pa adayo a dāton kan siraw binyay saya dya. 
HEB.9.24	Ta somindep aba si Jesos do pagdayawan a pinarin tawo a iyaw anyino no oyod. Ta no sindepan na, ki do hanyit a mismo, as kan do dawri, ki iya danaw pinakainawan ta a machisalap do Dyos. 
HEB.9.25	On, toladen na sabaw papadi saya do lobongaya. Ta an sira, ki kāda tawen, iyaw katotohosanaw a padi, ki somdep do Kasasantwanaw a Yanan do tabirnakolwaw a mangidāton so dyi na bokod a raya. Ki si Kristo, ki pirmi aba a somindep, an dya naypisa lang a somindep a nangidāton so mismo na raya. 
HEB.9.26	Ta an toladen Jesos napariparinaya do nakarahan, ayket, machita a pirmi a madiman a somniknan pa do nakaparswaw no lobongaya a manda sichangori. Ki iya, naypisa lang a nangidāton so byay na do kapanawdyan saya a chimpo, kan mirwa paba polos a aran anchan āngo. Ta maynamot do naypisa lang a nakadiman na, ki pinakawan na yaten a tabo do tabwa nakagatosan ta. 
HEB.9.27	Akmas tawo a naikeddeng a madiman do maypisa lang, kan katayoka na, ki okomen no Dyos, 
HEB.9.28	masaw a naypisa lang a naidāton si Kristo a mamakawan so tawotawo do gatogatos da. Mirwa panchi a mapaboya, ki maynamot paba do gatos, an dya iya danaw kapangisalakan na siras nahay danaw a mangahahay a mangnanaya sya.
HEB.10.1	Sichangori, mapatakan ta a iyaw lintegaw a tinokos ni Moyses, ki anyino lang no myanaw do hanyit. Ta no linteg, ki ladawan lang no oyodaw a maganay a bindisyon a ītonchi. Mapatak a maboya ta a aran anchan āngo, ki polos anchi a dya maparin linteg a mapalinteg asa tawo do salapen no Dyos do kanāw da no papadi saw a maybibidi do kāda tawen a mangiparawat so dāton a binyay. 
HEB.10.2	Ta kaspangarigan, an myan sirbi no kapangidāton daw so binyay a mapaypisa mangdalos so tawotawo do salapen no Dyos, ayket, apabaw pakariribokan aktokto da no magdayaw saw do Dyos a maynamot do gatos da, as kan masigorādo a magsardeng dana sa mangidāton so binyay. 
HEB.10.3	Ki komwan aba sawen, ta do kāda tawen, nawri lang ipanakem no dāton sayaw kayan gatos no tawotawo. 
HEB.10.4	Ta polos a dyinchya mapakaro no raya saw no tōro no baka kan kalding iyaw gatos.
HEB.10.5	As dawa, do kakalo danaw no kangay ni Kristo do lobongaya, ki binata nad Āpo Dyos a kāna,
HEB.10.5	“Nawri abaw chakey mo kapangdiman so binyay kan dāton. Ki insaganāan mo yaken so inawan ko a myan so raya tan iparawat ko nyaya dāton ko dyimom Āpo.
HEB.10.6	Ta chahwahok mo sabaw nadiman a binyay a masosohan do pangidātonan kan siraw dāton saw tan mapakawan tawo do gatogatos da.
HEB.10.7	Chako dya, mo Āpo Dyos a mamarin so chakey mo a akmas naitolasaw do Masantwan a Tolas a maynamot dyaken.”
HEB.10.8	Maboya ta do dyaya a nanmanma a binata ni Kristo a chakey naban Āpo Dyos dāton saw a binyay, kan nawri abaw chahwahok naw binyayaya a masosohan do pangidātonan mana siraw dāton saw a in-gagāra da tan mapakawan tawo do gatogatos da. On, binata naw nyaya a aran siraw dāton saya, ki sigon do chakey no linteg. 
HEB.10.9	Sinpangan na, binata pa ni Kristo, “Chako dya, mo Āpo Dyos a mamarin so chakey mo.” Do dawri, pinawadin no Dyos nanmanma saw a dāton, kan pinatadi ni Kristo mismo na a inawan. 
HEB.10.10	Maynamot ta pinarin Jeso-Kristo chakey no Dyos, pinayparin na yaten a masantwan dana a tawotawo na a maynamot ta naypisa lang nakaidāton na so bokod na inawan.
HEB.10.11	Kararaw a maytatadi saw papadyaw no Jodyo a magsirbi, kan pirmi da idāton nawri sa a dāton a binyay. Ki polos a dya marawa pakarohen nya sa dāton iyaw gatos. 
HEB.10.12	Bahes nabad Kristo, ta indāton Kristo asa lang a dāton a abos pandan a mamakawan so tawotawo do gatogatos da. Do katayoka na, ki naydisna do makanawan ni Āpo Dyos do hanyit. 
HEB.10.13	On, ari daw a mangnanaya a mandan maābak san Āpo Dyos kabosor na kan ipapitapita na sad kokod na. 
HEB.10.14	Ta maynamot do asa lang a dāton, ki inkeddeng na sa a abos pandan a malinteg do salapen no Dyos, siraw dinalosan naranaw do gatos da.
HEB.10.15	Iyaw nyaya, ki ipaneknek dyaten no Ispirito Santo iyaw a inbaheyaw no Dyos. No nanma, ki kāna,
HEB.10.16	“Komwan anchiw bayo a kapachitolag ko dyirad tawotawo saw do Israel. Ta do marawa anchi a araw, ki kapyahen ko sanchiw linteg ko do aktokto da, kan itolas ko sanchi do poso da tan dyi da sa mawayakan.”
HEB.10.17	Innayon na pa, “Nakmen ko pa sabanchiw gatogatos da kan karahet da.”
HEB.10.18	Dawa, an napakawan dana sa, machita pabaw dāton tan mapakawan sa do gatogatos da.
HEB.10.19	Dawa, kakakteh, maynamot do nakadimanaw ni Jesos do kros a inoyogan raya na, myan danaw komplito a kawayawaya ta a makasdep do Kasasantwanaya a Yanan do mismo a salapen no Dyos. 
HEB.10.20	Maynamot do nakadiman naw do kros, iniwangan ni Jesos dyaten bayo a rarahan a mangay do abos pandan a byay. On, maynamot ta inparawat naw mismo a inawan na a nadiman, pinirit naw kortinaw
HEB.10.21	On, myan danaw matan-ok a Katotohosan a Padi ta a nāw na mangaywan so tawo no Dyos. 
HEB.10.22	Dawa, maypasngen ta pakono di Āpo Dyos a maynamot ta rakoh kakey ta kan abaw dwadwa no kapanganohed ta. On, maypasngen ta na, ta naibidang ta na a nadalosan maynamot do nakadimanaw ni Kristo. Oyod, akma na yaten Kristo a winarsyan so raya na, kan akma danaw nawyasan aktokto ta so madalos a ranom. 
HEB.10.23	On, nāw ta na pakono a manapet do ipaneknek taya a kapagnamnama ta di Āpo Dyos. Ta matalek si Āpo Dyos a magtongpal so tabo a inkari na. 
HEB.10.24	Iktokto ta pakono an maypāngo kapaysinyoyokay ta do adaw kan kapamarin so maganay. 
HEB.10.25	Kawayakan tabaw kapaychichipeh ta a magdayaw di Āpo Dyos a akmas dadakay daw no kadwan, basbāli a ad-adda pakono no kapirmi ta maysin-aahwahok, naten dana sichangori do kaboya ta nayas kapaypaypasngen danayan araw no kapaybidi ni Āpo ta.
HEB.10.26	Ta an īsad ta tongtongen maygatos do nakapatak ta nayas oyod a maynamot di Kristo, apabaw aran āngo a dāton a maparin ta osaren tan mapakawan ta do gatos, 
HEB.10.27	basbāli a no nabidin, ki iyaw kapagnamnama ta a sibabakel do makamwamomo a kapangokom no Dyos kan makananawa a apoy a maysosoh siras komontra saw do Dyos. 
HEB.10.28	Naknakmen ta a sigon do Linteg ni Moyses, an myan mangsokir so linteg, as paneknekan dadwa mana tatdo, sigorādo a ipadiman dan totorayen da saw nangsokiraw a aba polos kāsi da dya.
HEB.10.29	An komwan dosa no tomnadyichokodaw so Lintegaw ni Moyses, syimpri mayiyit pa adayo dosa na no mangtokatokapaw so Anakaya no Dyos. Ta an komwan, tod na dyābat rayan Jesos kan oy-oyawen na paw iyaw Ispirito Santo a iyaw mangyangayaw so parabor kan kāsi ni Āpo Dyos dya. On, makamwamomo iyaw dosa na, ta inbidang na malapos iyaw rayaw no bayowaw a tolag a mangdalos sya do gatos na. Maypāngo paronchiw karakoh no dosa na? 
HEB.10.30	On, chapatak ta na an sino nakabataw so nyaya, “Yaken anchiw mamahes.” Binata na pa, “Paychapidyen ko sanchiw tawotawo ko.”
HEB.10.31	On, oltimo a makamwamomo an naitongdo kamo a okomen no sibibyay a Dyos.
HEB.10.32	Ki iktokto nyo dāmo nyowaw a nakatoneng so sohwaya a si Kristo. Aro dinidiw nyo a lidyat do nakapanganohed nyowaw dya, ki polos a naābak abaynyo no nawri sa lidyat. 
HEB.10.33	Otro, do naypisa, nadidiw nyo nakalala kan kaidadanes kan taywara nasnesnekan do salapen aro a tawo. As myan saw kadwan dyinyo a nakasagāna sa a machirapa dyirad kadwan saw a kakakteh nyo do kapanganohed do kapachipangdidiw da so nakalidyatan da. 
HEB.10.34	Ta siraw nabahod saw a maynamot do kapanganohed da, ki chināsi nyo sa. As do nakasamsam daw so warawara nyo, ki nasoyot kamo a nagan-ānos a maynamot ta chapatak nyo a iyaw namnamaen nyod hanyit, ki maganaganay a adayo kan siraw warawara nyo do lobongaya, as kan nāw na abos pandan. 
HEB.10.35	As dawa, abohen nyo abaw kayanaya no tored nyowaya, ta itoroh no Dyos rakoh a gon-gona nyo. 
HEB.10.36	Ta machitaw kaānos nyo a magibtor tan maparin nyo chakey no Dyos, as kan tan marawat nyo inkari na. 
HEB.10.37	Akmas naitolasaw do Masantwan a Tolas a kāna,
HEB.10.37	“Mahay paba, as kangay dana no mangayaw anchi, kan maybabalay abanchi do kangay naw.
HEB.10.38	Ki ara, ki mabyay sanchiw malintegaw a tawotawo ko a maynamot do anohed da. Ki an myan komaro do anohed na, ki mahwahok na pabanchi yaken.”
HEB.10.39	Ki an yaten, akma taba siras komnaro saw do anohed da a mangay do kararayawan da, basbāli a naibidang ta na dyirad manganohedaw, as kan nāw ta a mangigpet so kapanganohed ta tan maisalakan tanchi.
HEB.11.1	Āngo paro chakey na batahen kapanganohed? No kapanganohed, ki pamaneknek so kayan hahawen ta kan pangsigorādo so dyi ta pa saya maboya. 
HEB.11.2	Ta maynamot do kapanganohed daw no kapoonan ta saw, naparin da nahwahok iyaw Dyos.
HEB.11.3	Maynamot do kapanganohed, natonngan ta a yapo do chirin no Dyos, ki naparswaw hanyit kan tana a siraw nyayaw inahtotan daya no maboya saya a yapo do dyi saya maboya.
HEB.11.4	Maynamot pad kapanganohed, nangidāton si Abel so ad-adda maikari a dāton kan dātonaw ni Kain. As maynamot do dyaya, narawat naw pamadayaw dya no Dyos a iya, ki asa malinteg a tawo a maynamot ta rinawat no Dyos dāton naya. On, aran nadiman dana, ki akmay maychiychirin pa dyaten a maynamot do kapanganohed naya.
HEB.11.5	Maynamot pa do kapanganohed do Dyos, nakaditchan si Enok do kadiman. Inpahap no Dyos do yanan naw do hanyit. As dawa, abaw nakadongso so inawan naw. Binata no Dyos do Masantwan a Tolas a do sakbayaw a nakahap na sya, ki nahwahok dana dya. 
HEB.11.6	Amnan abo kapanganohed ta do Dyos, ki aba polos matarek a pangahwahok ta sya. Ta aran sino a makey a maypasngen do Dyos, ki machita a anohdan na a myan danaw Dyos a manggon-gona so omchichwas dya.
HEB.11.7	Maynamot pa do kapanganohed ni Noyi, ki inanohdan naw ballāag no Dyos a maynamot do maparinaw anchi do manam a araw a aran dyi na pa naboya. Tinongpal na a maynamot do nakapamarin naw so biray a nawriw nakaisalakanan da asa kapamilyaan. Maynamot do dawri a kapanganohed ni Noyi, naokom lobongaya, ki inbidang na si Noyi a malinteg a maynamot do kapanganohed na dya.
HEB.11.8	Maynamot pa do kapanganohed do Dyos, nagtongpal si Abraham do katawagaw sya no Dyos. Maynamot do dawri, kinarwan naw tana na, kan nangay do tanaw a inkari dya no Dyos a tawiden na a aran dyi na pa chapatak an dino kwanan na. 
HEB.11.9	Maynamot do anohed na, minyan do tanaw a inkari dya no Dyos a aran akmay asa istranghiro do dawri a tanan matarek. Tolda lang naginbirnan da, kan minyan sa daw sa Isaak kan Jakob. Ta aran sira, ki nangnanaya sa a machipagtawid so inkaryaw no Dyos. 
HEB.11.10	Ta do dawri, panapanayahen ni Abraham syodadaw a inranta kan patneken ni Āpo Dyos, iyaw syodadaya a mapatnek a dya polos a mabdibdis so pondasyon.
HEB.11.11	Maynamot do anohed, nangīnaw si Sara a aran oltimo a baket dana. On, naparin nyaya a maynamot ta rakoh kapanganohed ni Abraham a tongpalen no Dyos inkari na.
HEB.11.12	Dawa, aran malkem dana taywara si Abraham do dawri, ki maynamot dya, iyaw inahtotan aro a kapotōtan a akmas kāro daya no bitohen do hanyit kan akmas kārwaya no anay do payis no kanayan a dya mabidangan.
HEB.11.13	Siraw nyaya aro a tawotawo, ki nadiman sa tabo a nāw dad kapanganohed a aran dyi da pa narawat inkaryaya no Dyos do kayan daya a mabyay do tanaya. Aran mahay pa do dawriw katongpal no kari naya dyira, ki akmay naboya da, as kan alit na chinasoyosoyot da a pinanaya, ta masyirto da a myan anchiw araw a katongpal na tabo. Dawa, inpodno da a inbidang da a istranghiro sa do tanaya, ta tod sa naginbirna dya. 
HEB.11.14	An komwan inpodno da, ki no chakey na batahen, panapanayahen daw matarek paw a yanan da a kabokbokodan da a abos pandan a dyira da. 
HEB.11.15	Ki iyabaw tanaw a kinarwan daw iniktokto da. Ta an nawriw iniktokto da, ayket na, myan paw chansa da a nakapaybidi, 
HEB.11.16	ki basbāli a chinakey daw kagaganayan a tana a iyaw yananaya a myan do hanyit. Nyayaw paynamotan na a masnekan aba si Āpo Dyos a tawagan da so Dyos da, kan insaganāan na sa so syodad dad hanyit.
HEB.11.17	No asa pa pakaboyan tas kayit no kapanganohed ni Abraham, ki iyaw nakasootaw sya ni Āpo Dyos. Ki aran myan kari no Dyos a maynamot di Isaak, alit na nakasagāna dana si Abraham a omdiman sya so moybohaya
HEB.11.18	On, sitotolok a dimanen na a aran inkari ni Āpo Dyos dya a si Isaak danaw pakatongpalan kari naw a payparwan nanchin kapotōtan na. 
HEB.11.19	Nakasagāna a omparin so nyaya, ta sitatalek si Abraham di Āpo Dyos a myan so panakabalin a mapagongar so tawo, as kan bāli, akma naranay rinawat si Isaak a yapo do kadiman.
HEB.11.20	Maynamot pa do kapanganohed, ki binindisyonan ni Isaak sa Jakob kan Isaw tan rawaten danchiw bindisyon no Dyos do manam a chimpo.
HEB.11.21	Maynamot pa do kapanganohed ni Jakob, ki binindisyonan na saw dadwaw a pōtot ni Jose do kakalo naw a madiman. Do dawri, ki nagsanggiran naw iigpetan naw no sarokod naw a nagdaydayaw do Dyos do nakabindisyon naw sira.
HEB.11.22	Maynamot pa do kapanganohed, do kakalo naw a madiman ni Jose, ki inbahey na a komaro sanchiw Israelita saw do Egipto. Inbahey na paw parinan danchi so bangkay na.
HEB.11.23	Maynamot pa do kapanganohed da, do nakayanakaw ni Moyses, ki intayo da no inyapwan na saw so tatdo a kabohan. Maynamot do nakaboya daw sya a dya sinsinan a adekey, chināmo daba kinontraw bilinaw ni Paraon.
HEB.11.24	Maynamot pa do kapanganohed, do kabaro danaw ni Moyses, chinakey nabaw maibidang a anak no mabakesaw a anak ni Paraon, 
HEB.11.25	basbāli a chinakakey naw nachipaylilidyat dyirad tawotawo saw no Dyos kan iyaw kadidiw naw so ragsakaya a malisto a mabo a mapawnot do gatos. 
HEB.11.26	On, basbāli a ginanaganay naw maysabhay so kapangoyaw daw no tawotawo kan tabo iyaw kinabaknang saya do Egipto. On, chinakakey naw nyaya a maynamot ta myan kapanganohed nad karyaw no Dyos a mangay anchi si Kristo, ta nawriw pirmi a yanan aktokto naw masakbayan saya a gon-gona.
HEB.11.27	Maynamot do rakoh a kapanganohed na, kinarwan ni Moyses Egipto kan abaw kāmo na do solyaw ni Paraon. Inibtoran naw lidyat, ta akmay nāw na chichiban iyaw Dyos a dya maboya. 
HEB.11.28	Maynamot do kapanganohed nad Āpo Dyos, iyaw siniknanan no nanoma a Pistan Nakahabasaw no Anghil do sakbayaw no kakaro dad Egipto. On, inbilin na dyirad Israelita saw a pawasitan da so rayan karniro iyaw pantaw da saw tan dya madiman matotoneng saw a anak da an homabas anghilaw a mangyangay so kadiman.
HEB.11.29	Maynamot pa do kapanganohed da, ki nayam saw no Israelitaw do mabkoh a tana a iyaw naysyayan naw no Mabayaw a Tāw.
HEB.11.30	Maynamot pa do kapanganohed, nalday matohosaw a ahad do omdibon no syodad a Jeriko do katayokaw no papito a karaw a nakadibon da sya no Israelita saw.
HEB.11.31	Maynamot pa do kapanganohed, si Rahab a asa naglaklako so asi na, ki nairaman aba a nadiman do nakadiman daw no nagsokir saw do Dyos, ta inanohdan naw chirin daw no pinadagos na saw a Israelita a nangay a nagispya do dawri a syodad.
HEB.11.32	Āngo paw ibahey ko? Apabayaw oras ko a mangistorya sa Gideon, Barak, Samson, Jepte, Dabid, Samuel, kan siraw propīta saw.
HEB.11.33	Ta maynamot do kapanganohed da, ki inābak da saw kadwan saw a pagaryan. As siraw kadwan, ki malinteg sa do kapagtoray da, as kan rinawat daw inkari no Dyos dyira. Pinanyitem dan kadwan dangoy daw no lion saw. 
HEB.11.34	Inosep dan kadwanaw no magilgilayabaw a apoy. Naditchanan daw kadiman do ispada, kan naybadiw a kayit iyaw kakapsot daw. Nayparin sa masiglat do gobat, kan inābak da saw bōyot daw no istranghiro saw a nangay a nachigobat dyira. 
HEB.11.35	Maynamot do kapanganohed, myan saw mababakes a minirwa a nangrawat siras minatay da do nakapagongar da a yapod kadiman.
HEB.11.36	Maynamot do kapanganohed dan kadwan, ki naoy-oyaw sa kan nasanosanot sa. As siraw kadwan saw, ki nakadinaan sa, as nakaposek da sirad bahodan. 
HEB.11.37	Nadiman saw kadwan a maynamot ta naagsidan sa so bato, kan naragadi saw kadwan a pinaybebehak da, as kan napotohan saw kadwan so ispada. Maynamot do kapanganohed dan kadwan, ki naybibyay sa a makakāsi, as kan laylay da, ki lalat no karniro kan kalding. Mapopobri sa a nalala kan nairoromen do tabo byay da. 
HEB.11.38	Akma saw minidibidi a dyi da chapatak longolongohen da, kan tod sa minidibidi do katokotokonan kan do letlet-ang. Minyan pa sa do aschischip kan aboabot no tana. Maynamot ta komwan kapanganohed da, maikari abaw lobongaya a myan so tawotawo a akma sira.
HEB.11.39	Tabo saw nyaya a tawotawo, ki si Āpo Dyos a mismo mangpaneknek do Masantwanaya a Tolas a myan mayit a kapanganohed da. Ki aran komwan, ki alit na narawat dabaw no inkaryaw no Dyos dyira do kayan da pa do tanaya. 
HEB.11.40	Naparin nyaya a maynamot ta myan maganaganay a plano no Dyos dyaten. Ta no plano na, ki iyaw kapangnanaya daya so kapachirayay da dyaten a mangrawat so komplitwaya makaskasdaaw a kari no Dyos tan masa ta na mangrawat so inkari naw, as kan tan payparinen na yaten a tabo a tawotawo na a aba polos so pakapilawan.
HEB.12.1	Dawa, kakakteh, maynamot ta naynyopos dyaten taywara saya so karo a sistigo, isagāna ta pakono inawan taya a machilomba a maynamot do kapagtos tas aran āngo a mangrahmet dyaten. On, ipoha ta na saw gatosaya a masonong a machipong dyaten, as siaabanti ta pakono a mayyayo do lombaya a nachilomban ta. 
HEB.12.2	Pasyayen tabaw mata ta di Jesos, ta iyaw mangisongsong dyaten kan manganaanawob so kapanganohed ta. On, toladen ta pakono si Jesos, ta inanōsan naw lidyat na do kros, as kan iniktokto naba polos kasnesnek na, basbāli a nawriw iniktokto naw ragsakaw anchi a mangnanaya dya an tayoka tabo nya kalidyatan na. Sichangori, ki ari dana a maydisna do mangket do kawanan no trono ni Āpo Dyos do hanyit.
HEB.12.3	Iktokto nyo an maypāngo nakaibtor na so nakaipsok daya sya no nakagatosaw a tawotawo. On, karahmen nyo a iktokto nya tan dyi kamo a maopay kan maoma.
HEB.12.4	Ta iyaw kapachisōba nyowaya do gatos, ki ari nyo pad napadasan nachisōba a mandad nakawyog no raya nyo do nakadiman nyo. 
HEB.12.5	Nawayakan nyo nawriw makahwahok saw a chirin dyinyo ni Āpo Dyos do nakaibahey naw sya a inyo, ki anak na? Myan inpatolas na do Masantwan a Tolas a kāna,
HEB.12.5	“Anak ko, adngeyen mo ah, an palintegen koymo, kan machila kaba do kapaydabdab ko dyimo, 
HEB.12.6	ta kostohen ko dadakay da no chadaw ko, kan siraw rawaten ko a anak ko, ki padidiwan ko sa an rebbeng daw madosa.”
HEB.12.7	Dawa, ibidang nyo lidyat nyowaya a kananawo ni Āpo Dyos dyinyo, as kan anōsan nyo, ta nawri danaw kapatakan nyo sya a ibidang naynyo a anak na. Ta aryoriw anak a dya nanawhen inyapwan so kaganayan na? 
HEB.12.8	An maditchanan nyo no kadosa no gagāngayaw a anak na, bastardo kamori ah? Ayket! An komwan, inyo abaw oyod a anak na. 
HEB.12.9	An maynamot dyirad āmang ta saya do lobongaya, dosāen da yaten, ki alit na, anyiben ta sa a āmang ta. As dawa, machita mangamangay pa a manganohed ta do naispiritwanaya a Āmang ta tan mabyay ta. 
HEB.12.10	Ta siraw āmang ta saya do tanaya, ki kostohen da yaten so dēkey lang do tanaya sigon do hahawen daw a maganay a rarahan ta. Ki si Āpo Dyos, ki dosāen na yaten do sigorādo a chapatak na a kaganayan ta tan mairaman ta na do kasanto na. 
HEB.12.11	Oyod a chaskeh ta do kayan ta a madosa, ta makaparagsak abaw dosa, an dya makapaynyin. An maanōsan ta, as nakananawo ta na, malinteg tanchi kan myan anchiw kaydamnayan kapangtokto ta a gon-gona ta.
HEB.12.12	As dawa, an naychamirpirpir danaw tōd nyo a maynamot do kakapsot nyo, patoreden nyo aktokto nyo, kan payiten nyo kapanganohed nyo kan kapagtalek nyo do Dyos. 
HEB.12.13	Nāw kamo na pakono a mayam do kosto a rarahan do kapanganohed nyo tan siraw kadwan saw a rarayay nyo a makapsot mana piday so kapanganohed, ki madodog saba, basbāli a maypayit sa do kaboya daw dyinyo a pagtoladan da.
HEB.12.14	Parinen nyo tabo a maparin nyo a machikapya do tabo a tawo, kan maybibyay kamo pakono a masantwan a managtongpal do Dyos. Maynamot ta an dyi kamo a komwan, abaw makaboya si Āpo do kapaybidi naw anchi. 
HEB.12.15	Magannad kamo tan abo mangtadyichokod so kapanganohed na do Dyos. Ta an komwan, ki tomobo anchiw yapod dyinyo a akmay masdak so kapanolok a tamek a pakayapwan riribok kan manoroh so pakachichadan kadwan. 
HEB.12.16	On, magannad kamo tan abo pakono dyinyo machoknod do dyi na kabahay, mana mayparin dyinyo a abos kapagdayaw do Dyos a akmas kaparinaw ni Isaw
HEB.12.17	Ta matayo aba dyaten a do kakey naw a manghap so pamindisyon ni āmang na, ki nahap na paba a aran tinanyisan na, maynamot ta maibabāwi na pabaw pinarin naw.
HEB.12.18	Naknakmen nyo a iyaw kapagdayaw nyowaya do Dyos sichangori, ki akma pabad Israelita saw do kaychowa a dawriw ngayan daw tokonaw a mayngaran so Sinai. Do dawri, ki myan naboya da a gomilgilāyab a apoy, kan nakadidiw pa sa so makamwamomo a sari kan mayit a bagyo. 
HEB.12.19	Myan paw nadngey da malyak a trompita kan oni ni Āpo Dyos a makamwamomo a nawriw nakamwan da. Do dawri, siraw nakadngeyaw sya, ki nachikakaāsi sa a pirwahen na pabaw maychirin dyira. 
HEB.12.20	On, maitored dabaw naibilinaw dyira a kāna, “Abaw aran sino a maypasngen do tokonaya. Ta aran asa lang a binyay makasalid do dawri a tokon, ki machita magsidan so bato a mandad kadiman na.”
HEB.12.21	Oyod a oltimo a makamwamomo nawri a maboya. Nyaw paynamotan na a binatan Moyses, “Namirpir akwayad kāmo!”
HEB.12.22	Amnan yaten, ki komwan abaw kapaypasngen ta do Dyos. Ta do nakarawat taw so bayowaw a tolag, ki rinawat taw bayo a nanawo a yapod matarek a tokon a iyaw Tokon a Sion do Jerosalem. As nyaya a Jerosalem, ki anyino no syodadaw no sibibyay a Dyos do hanyit kontodo reprep saw a siraragsak a anghilis na. 
HEB.12.23	On, nairaman ta na dyirad matawaganaw so matoneng a anak no Dyos a myan danas ngaran a naitolas do hanyit, as kan akma ta nay somindep do salapen Dyos a mismo a iyaw okom dan tabo a tawotawo. As maynamot do dyaya, ki naibidang ta na machasa dyirad nadiman saw a tawotawo no Dyos a malilinteg kan abo so pagkorāngan. 
HEB.12.24	Naypasngen ta pa di Jesos a iyaw nangibabaet do bayowaya a tolag. Ta iya, ki inparawat naw byay na a nadiman do kros tan do nakawyog no raya naw, ki inpaboya naw bindisyon no Dyos dyaten a manganohed dya. Dawa, maganaganay a adayo raya naw kan rayaw ni Abel. Ta iya, ki pinakawan na yaten. Ki iyaw raya ni Abel, ki nanawag so bahes na.
HEB.12.25	Kaannadan nyo kan itoltoleng nyo abaw maychiychirinaya do bayo a tolag. Ta an dyi sa nakaditchan dyi saw a nangikaskaso so nangballaagaw sira a yapod tanaya do kaychowa, ad-adda ta pa a dya makaditchan an tadyichokodan taw mangballaagaya a yapod hanyit. 
HEB.12.26	Ta do dawri, ki ginon-gon ni Āpo Dyos tanaya a maynamot do chirin na. Ki sichangori, inkari na a pirwahen na pa gon-gonen, ki iya paba lang tanaya, an dyi pa mairaman hanyit.
HEB.12.27	Ta iyaw naichirin naya a “Pirwahen na pa,” ki ipapaāwat na dyaten a gon-gonen nanchiw lobongaya kan mapakaro anchi a tabo naparswa. No lang mabidin dananchi, ki sira danaw dyaw a magon-gon.
HEB.12.28	As dawa, magyaman ta so rakoh di Āpo Dyos, ta nairaman ta na do pagtorayan na a dya magon-gon. Magyaman ta kan dayāwen tas Āpo Dyos so makaay-ayowaw dya a mapawnotan so kanyib kan kadāday ta sya. 
HEB.12.29	Maynamot ta no kasoli no Dyos taya a pagsirbyan ta, ki akmaw apoy a mangronot so tabo.
HEB.13.1	Changori, nāw nyo a maysin-aayat a makakakteh di Kristo. 
HEB.13.2	Naknakmen nyo a padagosen do bahay nyo saw istranghiro. Ta myan dana saw nagpadagos a dyi da sa chapatak a anghilis sawen saw pinadagos da saw.
HEB.13.3	Naknakmen nyo a sidongan siraw myanaw do bahodan maynamot do kapanganohed da. On, sidongan nyo sa a akmaw nachibahobahod kamo dyira, as kan chāsi nyo saw naidadanesaw a akmay inyo nalidyatan.
HEB.13.4	Pachigtalan nyo abaw kapachikabahay nyo, basbāli a dayāwen nyo, kan machita a nāw no kapodno nyo a maychabahay. Ta dosāen anchi no Dyos machikamalala kan tabo saw maychakatekatehaw a machoknod do kompormi.
HEB.13.5	Chalakam nyo abaw kwarta, basbāli a chanawob nyo pakono an āngo myan dyinyo. Ta binata no Dyos, “Nāw ko na machirayay dyimo, ta aywanan koymo do tabo a ngayan mo. On, polos a dyi kwa karwan imo.”
HEB.13.6	As dawa, masnek taba a mangibahey a akmas naitolasaw do Masantwan a Tolas a kāna,
HEB.13.6	“Si Āpo kasidong ko, kan mamo akwabanchi do parinen dyaken no tawo.”
HEB.13.7	Naknakmen nyo saw nanmanma saw a pangolo nyo a nangipakatoneng so chirin no Dyos dyinyo. Iktokto nyo kabibyay daw kan nakadiman daw, as nāw nyo a tahatahan anohed daw. 
HEB.13.8	On, komwan pakono parinen nyo, ta si Jeso-Kristo, ki mabdibdis aba. Ta an iya, ki nāw na kakoyab, changori, kan abo so pandan. 
