MAT.1.1	Lioar sheeloghe Yeesey Creest, mac Ghavid, mac Abraham. 
2CO.1.23	Ny-sodjey, ta mee goaill Jee son feanish er m’annym, er coontey dy ymmyrkey lhieu nagh daink mee foast gys Corinth. 
2CO.1.24	Cha nee dy vel shin gymmyrkey reill harrish nyn gredjue, agh ta shin fir-choonee dy vishaghey nyn moggey: son liorish credjue ta shiu shassoo.
2CO.2.1	Agh va mee kiarit, nagh darrin hiuish yn nah cheayrt ayns trimshey. 
2CO.2.2	Son my ta mish jannoo shiuish trimshagh, quoi eh eisht ta boggey dou, agh yn fer cheddin va jeant trimshagh liorym? 
2CO.2.3	As shoh scrieu mish hiu, er-aggle tra harrin, dy beagh trimshey aym vouesyn lhisin boggey ’ghoaill jeu, myr ta my hreishteil mychione eu ooilley, dy vel yn boggey aym’s yn boggey eu ooilley. 
2CO.2.4	Son lesh mooarane trimshey as angaish cree, scrieu mee hiu lesh ymmodee jeïr; cha nee dy chur trimshey erriu, agh dy voddagh fys ve eu er y ghraih jeean t’aym’s erriu. 
2CO.2.5	Agh my ta fer erbee er choyrt oyr dy hrimshey, cha vel eh er yannoo mish trimshagh, agh ayns ayrn: nagh darrin ro hrome erriu ooilley. 
2CO.2.6	S’lioar da’n dooinney shen ta’n 
2CO.2.7	Myr shen dy baare diu er yn aght elley leih da, as gerjaghey eh, er-aggle dy beagh e lheid sluggit seose lesh rouyr trimshey. 
2CO.2.8	Shen-y-fa ta mee guee erriu, dy jinnagh shiu nyn ghraih y hickyraghey dasyn. 
2CO.2.9	Son yn oyr shoh neesht scrieu mee hiu, dy voddagh prowal ’ve aym j’iu, dy vel shiu biallagh ayns dy chooilley nhee. 
2CO.2.10	Dasyn ta shiuish leih nhee erbee, ta mish leih myrgeddin: son my leih mee red erbee, dasyn ren mish y leih eh, ve er y ghraih euish ayns lieh Chreest; 
2CO.2.11	Er-aggle dy voghe yn Noid-anmey vondeish orrin: son cha vel e chialgyn gyn-yss dooin. 
2CO.2.12	Ny-sodjey, tra haink mee gys Troas dy phreacheil sushtal Chreest, as dy row dorrys er ny osley dou ayns y Chiarn. 
2CO.2.13	Cha row fea aym ayns my spyrryd, son nagh dooar mee Titus my vraar: agh faagail bannaght oc, hie mee veih shen gys Macedonia. 
2CO.2.14	Nish booise dy row gys Jee, ta dy kinjagh coyrt dooin oyr yn varriaght ayns Creest, as ta skeayley soar millish yn tushtey jehsyn liorin ayns dy chooilley ynnyd. 
2CO.2.15	Son ta shin gys Jee soar millish trooid Creest, ayndoosyn t’er nyn sauail, as ayndoosyn ta cherraghtyn. 
2CO.2.16	Da’n derrey yeh ta shin blass y vaaish gys baase; as da’n jeh elley ta shin blass y vea gys bea: as quoi ta fondagh son ny reddyn shoh? 
2CO.2.17	Son cha vel shin myr ymmodee, ta soiaghey magh goo Yee dy molteyragh: agh myr jeh’n ynrickys agh myr jeh Jee, ayns shilley Yee ta shin loayrt ayns Creest.
2CO.3.1	Lhiass dooin ny-sodjey shin hene y voylley? ny vel shin myr feallagh elley, feme screeuyn moyllee hiuish, ny screeuyn moyllee veue? 
2CO.3.2	Shiuish yn screeuyn ainyn scruit ayns nyn greeaghyn, toiggit as lhait liorish dy chooilley ghooinney: 
2CO.3.3	Son wheesh as dy vel shiu dy cronnal er nyn soilshaghey dy ve screeuyn Chreest, t’er ny hirveish liorinyn, scruit cha nee lesh ink, agh lesh Spyrryd yn Jee bio; cha nee er buird chloaie, agh er buird foalley’n chree. 
2CO.3.4	As lheid y treishteil shen ta ain trooid Creest ayns Jee. 
2CO.3.5	Cha nee dy vel shin fondagh j’in hene dy smooinaghtyn nhee erbee myr j’in hene; agh ta’n phooar ain veih Jee. 
2CO.3.6	Eh ta myrgeddin er n’yannoo shin shirveishee cooie jeh’n chonaant noa; cha nee jeh’n leigh, agh jeh’n spyrryd: son ta’n leigh gobbraghey baase, agh ta’n spyrryd coyrt bioys. 
2CO.3.7	Agh my va shirveish y vaaish, scruit as grainnit er claghyn, gloyroil; myr shen nagh voddagh cloan Israel jeeaghyn dy gyere er eddin Voses, son sollyssid e eddin, yn sollyssid cheddin va dy lheïe ersooyl. 
2CO.3.8	Kys nagh bee shirveish y spyrryd ny smoo gloyroil? 
2CO.3.9	Son my va shirveish yn deyrey gloyroil, foddey smoo ta’n chirveish dy ynrickys er-e-skyn ayns gloyr. 
2CO.3.10	Son eer shen va jeant gloyroil, cha row gloyr ayn er yn ayrn shoh, er coontey yn ghloyr ta er-e-skyn. 
2CO.3.11	Son my va shen t’er ny choyrt naardey gloyroil, foddey smoo ta shen ta farraghtyn gloyroil. 
2CO.3.12	Fakin eisht dy vel ain lheid y treishteil, ta shin goaill orrin dy loayrt lesh slane reamys. 
2CO.3.13	As cha nee myr Moses, hug coodagh er e eddin, nagh voddagh cloan Israel dy baghtal cur my-ner jerrey [yn leigh] shen ta [nish] er ny choyrt ergooyl. 
2CO.3.14	Agh va nyn aignaghyn dollit: son gys y laa t’ayn jiu ta’n coodagh cheddin er-mayrn orroo, ayns lhaih yn chenn chonaant; yn coodagh cheddin ta goit jeh ayns Creest. 
2CO.3.15	Agh gys yn eer laa jiu, tra ta Moses er ny lhaih, ta’n coodagh er nyn greeaghyn. 
2CO.3.16	Ny-yeih, tra hyndaa-ys ad gys y Chiarn, bee’n coodagh er ny ghoaill ersooyl. 
2CO.3.17	Nish she’n Chiarn yn Spyrsyd shen: as raad ta Spyrryd y Chiarn, shen y raad ta reamys. 
2CO.3.18	Agh shinynooilley lesh eddin foshlit, cur-my-ner myr ayns gless gloyr y Chiarn, ta shin er nyn gaghlaa gys y chaslys cheddin, veih gloyr gys gloyr, myr liorish Spyrryd y Chiarn.
2CO.4.1	Fakin er-y-fa shen dy vel yn oik shoh ain, myr ta shin er gheddyn myghin, cha vel shin lhiggey nyn gree voïn: 
2CO.4.2	Agh ta shin er choyrt slane obbal da ny cliaghtaghyn follit scammyltagh, cha nee gimmeeaght ayns molteyrys, chamoo shirveish goo Yee dy foalsey, agh liorish soilshaghey magh yn irriney, faagail shin hene gys [briwnys] cooinsheanse dy chooilley ghooinney ayns fenish Yee. 
2CO.4.3	Agh my ta’n sushtal ain follit, te follit vouesyn ta caillit: 
2CO.4.4	Ny vud oc ta Jee yn seihll shoh er choyrt fo dorraghys ny smooinaghtyn ocsyn nagh vel credjal, nagh jinnagh soilshey sushtal gloyroil Chreest, ta co-chaslys Yee, soilshean hucsyn. 
2CO.4.5	Son cha nee shin hene ta shin dy phreacheil, agh Creest Yeesey yn Chiarn: as shin hene ny sharvaantyn euish er graih Yeesey. 
2CO.4.6	Son ta Jee, doardee yn soilshey dy hoilshean ass y dorraghys, er hoilshean ayns ny creeaghyn ain, dy chur soilshey jeh tushtey dy ghloyr Yee, ayns fenish Yeesey Creest. 
2CO.4.7	Agh ta’n verchys shoh ainyn ayns siyn craie, dy vod ard-ooashley yn phooar ve veih Jee, as cha nee voïnyn. 
2CO.4.8	Ta shin seaghnit er dagh cheu, agh cha vel shin ayns chennid: ta shin êginit, agh cha vel shin fo mee-hreishteil; 
2CO.4.9	Tranlaasit, agh cha nee treigit; tilgit sheese, agh cha nee er nyn stroie; 
2CO.4.10	Dy kinjagh gymmyrkey mygeayrt-y-mooin ayns y chorp, baase y Chiarn Yeesey, dy voddagh bioys Yeesey ve myrgeddin jeant cronnal ayns y chorp ainyn. 
2CO.4.11	Son ta shinyn ta bio, dy kinjagh er nyn livrey gys baase er graih Yeesey, dy voddagh bioys Yeesey ve myrgeddin jeant cronnal ayns yn eill marvaanagh ainyn. 
2CO.4.12	Myr shen eisht, ta baase gobbraghey aynin, agh bioys ayndiuish. 
2CO.4.13	Fakin dy vel ainyn yn spyrryd cheddin dy chredjue, myr te scruit, Ren mee credjal, as er-y-fa shen ren mee loayrt: ta shinyn neesht credjal, as er-y-fa shen loayrt; 
2CO.4.14	Toiggal dy jean eshyn hrog seose y Chiarn Yeesey, shinyn myrgeddin y hroggal liorish Yeesey, as shinyn y ghoaill stiagh mêriu. 
2CO.4.15	Son ta dy chooilley nhee er y ghraih euish, dy voddagh yn ghrayse feoilt, trooid toyrt-booise ymmodee, bishaghey gys gloyr Yee. 
2CO.4.16	Son yn oyr shen cha vel shin lhiggey nyn gree voïn, agh ga dy vel y dooinney ain er cheumooie goll naardey, foast ta’n dooinney er cheu-sthie er ny niartaghey laa lurg laa. 
2CO.4.17	Son ta’n seaghyn eddrym ain, nagh vel agh son shallid, gobbraghey nyn gour towse erskyn earroo foddey smoo as dy bragh farraghtyn dy ghloyr; 
2CO.4.18	Choud as ta sooill ain, cha nee er ny reddyn ta ayns fakin, agh er ny reddyn nagh vel ayns fakin: son cha vel ny reddyn t’ayns fakin agh son tammylt; agh ny reddyn nagh vel ayns fakin, t’ad dy bragh farraghtyn.
2CO.5.1	Son ta fys ain, dy beagh y thie thallooinagh ain jeh’n 
2CO.5.2	Son ayns shoh ta shin osnaghey dy trome, geearree dy ve coamrit lesh nyn dhie ta veih niau: 
2CO.5.3	My she shen dy bee shin coamrit, cha bee mayd er nyn gheddyn rooisht. 
2CO.5.4	Son ta shinyn t’ayns y chabbane shoh osnaghey, fo errey: cha nee dy baillhien ve gyn coamrey, agh coamrit harrish, dy voddagh y stayd baasoil ve sluggit seose ayns bioys. 
2CO.5.5	Nish eshyn t’er chroo shin son yn eer red shoh, she Jee eh, ta myrgeddin er chur dooin eearlys y Spyrryd. 
2CO.5.6	Myr shen ta shin dy kinjagh ayns cree, toiggal choud as ta shin ec y thie ayns y chorp, ta shin mooie veih’n Chiarn: 
2CO.5.7	(Son ta shin gimmeeaght liorish credjue, cha nee liorish shilley sooilley.) 
2CO.5.8	Ta shin ayns cree, ta mee gra, as ny s’aggindee dy ve mooie ass y chorp, as dy ve ec y thie ayns y Chiarn. 
2CO.5.9	Myr shoh te nyn ard-chiarail, edyr shin ve ayns y chorp ny ass y chorp, dy vod shin eshyn y wooiys. 
2CO.5.10	Son shegin dooin ooilley shassoo fenish stoyl-briwnys Chreest, dy vod dy chooilley unnane ve cooilleenit son ny reddyn ta jeant ayns y challin, cordail rish shen ny t’eh er n’yannoo, lhig eh ve mie ny sie. 
2CO.5.11	Toiggal er-y-fa shen atchim y Chiarn, ta shin coyrlaghey deiney; agh ta’n ynrickys ainyn er ny hoilshaghey gys Jee, as ta mee treishteil neesht, dy vel eh er ny hoilshaghey gys ny cooinsheanseyn euish. 
2CO.5.12	Son cha vel shin moylley shin hene hiuish reesht, agh ta shin coyrt oyr dy ve boggyssagh er y lieh ainyn, dy vod ansoor ennagh ve eu dy chur dauesyn ta boggyssagh ayns caslys, as cha nee ayns cree. 
2CO.5.13	Son edyr shin ve shaghey shin hene, tee gys Jee: ny edyr shin ve orrin hene, te er y ghraih euish. 
2CO.5.14	Son ta graih Chreest dy êginaghey shin, er-y-fa dy nee myr shoh ta shin briwnys, my hooar un er baase son ooilley, eisht dy row ooilley marroo [ayns peccah:] 
2CO.5.15	As dy dooar eh baase son ooilley, nagh beagh adsyn ta bio, maghey shoh bio daue hene, agh dasyn hooar baase er nyn son, as dirree reesht. 
2CO.5.16	Shen-y-fa cha vel shin maghey shoh jannoo soiagh jeh dooinney erbee lurg yn eill: dy jarroo ga dy bione dooin Creest ayns yn eill, foast cha nhione dooin eh myr shoh ny-sodjey. 
2CO.5.17	Shen-y-fa my ta dooinney erbee ayns Creest, t’eh ny chretoor noa: ta shenn reddyn er n’gholl shaghey, cur-my-ner, ta dy chooilley nhee jeant ass y noa. 
2CO.5.18	As ta dy chooilley nhee veih Jee, ta er choardail shinyn rish hene liorish Yeesey Creest, as ta er livrey dooin shirveish y choardail; 
2CO.5.19	Ta shen, dy row Jee ayns Creest, cordail yn seihll rish hene, cha nee coyrt nyn loghtyn nyn lieh; as t’eh er livrey dooinyn yn goo dy choardail. 
2CO.5.20	Nish ta shinyn chaghteryn ayns lieh Chreest, myr dy beagh Jee dy chuirrey shiu liorinyn: ta shin guee erriu ayns ynnyd Chreest, bee-jee coardit rish Jee. 
2CO.5.21	Son hug eh ersyn va seyr veih peccah, dy ve oural er nyn son; dy voddagh shinyn v’er nyn seyrey liorish Jee aynsyn.
2CO.6.1	Ta shinyn eisht, myr firchoo-nee mârishyn, guee erriuish myrgeddin, nagh jean shiu grayse Yee y ghoaill ayns fardail: 
2CO.6.2	(Son t’eh gra, Ta mee er dty chlashtya ayns earish ghraysoil, as ayns laa yn taualtys ta mee er choyrt couyr dhyt: cur-my-ner, nish ta’n earish ghraysoil ayn; jeeagh, nish ta’n laa dy haualtys.) 
2CO.6.3	Ny lhig dooin oyr dy scammylt y choyrt ayns nhee erbee, nagh bee cômys er ny choyrt da’n oik ain: 
2CO.6.4	Agh ayns dy chooilley nhee soilshaghey shin hene magh myr shirveishee Yee, ayns lane meenid, ayns seaghyn, ayns êgin, ayns chennid, 
2CO.6.5	Ayns buillaghyn, ayns pryssooney, ayns irree-magh nyn ’oï, ayns tooilleil, ayns watchal, ayns trostey; 
2CO.6.6	Liorish glennid-bea, liorish lushtey, liorish surranse-foddey, liorish kenjallys, liorish y Spyrryd Noo, liorish graih gyn foalsaght, 
2CO.6.7	Liorish y goo dy irrinys, liorish pooar Yee, liorish yn eïlley dy chairys er y laue yesh as y laue chiare. 
2CO.6.8	Liorish ooashley as mee-ooashley, liorish drogh-ghoo as goo mie; myr molteyryn, as ny-yeih firrinagh; 
2CO.6.9	Myr sleih nagh vel enney er ny choyrt orrin, as foast ta enney vie; myr goll dy baase, as cur-my-ner ta shin bio; myr smaghtit, as gyn v’er nyn goyrt dy baase; 
2CO.6.10	Myr lane dy hrimshey, foast dy kinjagh gennal; myr boghtyn, foast jannoo ymmodee berchagh; myr nagh beagh ain nhee erbee, as foast dy chooilley nhee ain. 
2CO.6.11	O shiuish Chorinthianee, ta’n beeal ain er ny osley [ayns graih] hiuish, ta’n cree ain er ny heeyney magh erriu. 
2CO.6.12	Cha vel shiuish er nyn jionney ayninyn, agh ta shiuish chionnit ayns ny creeaghyn eu hene. 
2CO.6.13	Nish son cooilleeney ayns y red cheddin (ta mee loayrt myr rish my chloan) lhig da’n cree euish myrgeddin roshtyn orrym’s. 
2CO.6.14	Ny bee-jee dy neu-chorrym sniemmit cooidjagh marish ny mee-chredjuee: son cre’n sheshaght t’ec cairys rish mee-chairys? ny cre’n chommeeeys t’ec soilshey rish dorraghys? 
2CO.6.15	As cre’n choardail t’ec Creest rish Belial? ny cre’n ayrn ta echeysyn ta credjal, marish an-chreestee? 
2CO.6.16	As cre’n chaarjys t’ec chiamble Yee rish jallooyn? son ta shiuish chiamble yn Jee bio; myr ta Jee er ghra, Neem’s beaghey ayndoo, as gimmeeaght mâroo; as beem’s yn Jee ocsyn, as bee adsyn yn pobble aym’s. 
2CO.6.17	Shen-y-fa tar-jee magh veih nyn mast’ oc, as bee-jee er nyn scarrey voue, ta’n Chiarn dy ghra, as ny benn-jee rish yn red neu-ghlen; as neem’s goaill riu, 
2CO.6.18	As beem’s my Ayr diuish, as bee shiuish ny mec as as inneenyn aym’s, ta’n Chiarn Ooilley-niartal dy ghra.
2CO.7.1	Fakin eisht dy vel ny gialdynyn shoh ain (my ghraihyn deyr) lhig dooin glenney shin hene veih dy chooilley vroïd jeh’n eill as jeh’n spyrryd, cooilleeney casherickys ayns aggle Yee. 
2CO.7.2	Gow-jee rooin: cha vel shin er n’yannoo aggair da dooinney erbee, cha vel shin er choyrt dooinney erbee er-shaghryn, cha vel shin er ghoaill vondeish er dooinney erbee. 
2CO.7.3	Cha vel mee loayrt shoh dy gheyrey shiu: son ta mee roïe er ghra, dy vel shiu ayns nyn gree, dy ve mêriu ayns baase ny bioys. 
2CO.7.4	S’mooar ta reamys my ghlare hiuish, s’mooar ta my voggyssagh jiuish: ta mee lhieent lesh gerjagh, ta mee goaill boggey erskyn towse ayns ooilley yn seaghyn ain. 
2CO.7.5	Son tra va shin er jeet gys Macedonia, cha row fea ain ’sy challin, agh va shin seaghnit er dy chooilley heu; cheu-mooie va caggey, cheu-sthie va aggle. 
2CO.7.6	Ny-yeih, Jee, ta gerjaghey adsyn ta tilgit sheese, ren gerjaghey shinyn liorish cheet Titus: 
2CO.7.7	As cha nee ynrycan liorish y cheet echeysyn, agh liorish y gherjagh hooar eh ayndiu, tra dinsh eh dooin yn yeearree jean eu, yn dobberan eu, yn aigney graihagh eu hym’s; myr shen dy row my voggey ny smoo. 
2CO.7.8	Son ga dy dug mee trimshey erriu lesh screeuyn, cha vel arrys orrym jeh, ga dy row mee jeh aigney elley: son ta mee toiggal dy ren y screeuyn cheddin shiuish trimshagh, ga nagh row eh agh son tammylt. 
2CO.7.9	Nish ta boggey orrym, cha nee son dy row shiuish jeant trimshagh, agh dy ren shiu trimshey gys arrys: son va shiu trimshagh lurg aght crauee, nagh beagh assee eu liorinyn ayns nhee erbee. 
2CO.7.10	Son ta trimshey crauee gobbraghey arrys gys saualtys, nagh vel arrys dy v’er ny ghoaill jeh: agh ta trimshey’n theihll gobbraghey baase. 
2CO.7.11	Son cur-my-ner, yn red shoh hene, dy row shiu trimshagh lurg aght crauee, cre’n imnea ghooisht eh ayndiu, dy jarroo, cre’n seyrey j’iu hene, dy jarroo, cre’n jymmoose, dy jarroo, cre’n aggle, dy jarroo, cre’n yeearree aggindagh, dy jarroo, cre’n jeeanid, dy jarroo, cre’n kerraghey? ayns dy chooilley nhee ta shiu er phrowal shiu hene seyr ayns y chooish shoh. 
2CO.7.12	Shen-y-fa ga dy scrieu mish hiu, cha ren mee shen er y choontey echeysyn ren yn aggair, ny er y choontey echeysyn hurr yn aggair, egh dy voddagh yn imnea ainyn er nyn son euish ayns shilley Yee v’er ny hoilshaghey diu. 
2CO.7.13	Er yn oyr shoh va shinyn er nyn gherjaghey son y gherjagh euish: dy jarroo, as va foddey smoo dy voggey orrin er coontey Titus, er-yn-oyr dy row yn spyrryd echey er ny gherjaghey lieriu ooilley. 
2CO.7.14	Son my ren mee boggyssagh jiuish ayns nhee erbee rishyn, cha vel nearey orrym; agh myr ta shin loayrt dy chooilley nhee riu ayns firrinys, myr shen ta’n voggyssagh ain, ren mee fenish Titus, er ny gheddyn firrinagh. 
2CO.7.15	As ta graih jeean e chree hiuish foddey s’troshey, tra t’eh gimraa er y viallys eu ooilley, kys lesh aggle as craa ren shiu goaill rish. 
2CO.7.16	Ta boggey orrym eisht, dy voddym my varrant y choyrt erriu ayns dy chooilley nhee.
2CO.8.1	Ta shin myrgeddin, vraaraghyn, soilshaghey diu 
2CO.8.2	Kys fo prowal gyere dy heaghyn, ren yrjid y voggey oc, as nyn moghtynid hrome, bishaghey gys berchys nyn ghiastyllys. 
2CO.8.3	Son gys rere nyn booar (ta mee gymmyrkey feanish) dy jarroo, as erskyn ny va fort oc, v’ad arryltagh jeu hene: 
2CO.8.4	Guee orrin dy jeean, dy jinnagh shin soiaghey jeh’n gioot, as goaill orrin yn currym dy rheynn eh er ny nooghyn. 
2CO.8.5	As shoh ren ad, cha nee myr va shin jerkal rish, agh hoshiaght heb ad ad-hene gys 
2CO.8.6	Ayns wheesh as dy ren shin geearree er Titus, myr v’eh er n’yannoo toshiaght, dy jinnagh eh neesht goll trooid lesh y ghiastyllys cheddin ny vud eu. 
2CO.8.7	Shen-y-fa myr ta shiu jeant magh ayns dy chooilley nhee, ayns credjue, ayns goan, as tushtey, as ayns dy chooilley chiarail, as ayns nyn ghraih er nyn son; jeeagh-jee dy jean shiu bishaghey ayns y grayse shoh myrgeddin. 
2CO.8.8	Cha vel mee loayrt liorish sarey, agh er coontey arryltys feallagh elley, as dy phrowal firrinys yn ghraih euish. 
2CO.8.9	Son shione diu grayse nyn Jiarn Yeesey Chreest, ga dy row eh berchagh, ny-yeih er y ghraih euish ghow eh er dy ve boght, trooid y voghtynid echeysyn dy voddagh shiuish ve jeant berchagh. 
2CO.8.10	As ayns shoh ta mee coyrt my choyrle: son ta shoh son y goo mie euish, t’er n’yannoo toshiaght ro-laue, cha nee ny lomarcan dy yannoo, agh myrgeddin dy ve arryltagh blein er-dy-henney. 
2CO.8.11	Nish er-y-fa shen cur-jee mullagh er yn obbyr; myr va aigney arryltagh eu, dy vod shen myrgeddin ve jeant mie ass shen ny ta fo nyn rere. 
2CO.8.12	Son my ta’n aigney hoshiaght arryltagh, ta soiagh jeant jeh cordail rish fort y dooinney, as cha nee cordail rish shen nagh vel echey. 
2CO.8.13	Son cha vel mee cheet er liorish shoh dy lhiggey lesh feallagh elley, as shiuish ve laadit: 
2CO.8.14	Agh liorish corrymid, ec y traa t’ayn nish dy vod yn phalchey euish jannoo feaysley er y feme ocsyn, as dy vod yn phalchey ocsyn myrgeddin jannoo feaysley er y feme euish, dy vod yn errey ve co-trome, 
2CO.8.15	Myr te scruit, Eshyn ren chaglym mooarane, cha row veg smoo echey; as eshyn ren chaglym kuse fardalagh, cha row laccal er. 
2CO.8.16	Agh booise dy row gys Jee, hug yn chiarail jeean cheddin ayns cree Titus er nyn son. 
2CO.8.17	Son dy jarroo ghow eh yn choyrle, agh myr v’eh hene ny s’arryltee, hie eh hiu jeh ’aigney hene. 
2CO.8.18	As ta shin er choyrt mârish yn braar, ta’n moylley echey ayns y sushtal, mastey ooilley ny kialteenyn: 
2CO.8.19	(As cha nee ynrycan shen, agh v’eh myrgeddin er ny reih liorish ny kialteenyn, dy hroailt mârin lesh y ghiastyllys shoh, t’er ny hirveish liorinyn gys gloyr y Chiarn cheddin, as gys prowal jeh’n aigney arryltagh euish) 
2CO.8.20	Shaghney shoh, nagh der dooinney erbee cômys hooin ayns y phalchey shoh t’er ny hirveish liorin: 
2CO.8.21	Kiarail ro-laue reddyn onneragh, cha nee ny lomarcan ayns shilley’n Chiarn, agh myrgeddin ayns shilley gheiney. 
2CO.8.22	As ta shin er choyrt mâroosyn nyn mraar, eh ta shin dy mennick er gheddyn kiaralagh ayns ymmodee reddyn, agh nish foddey s’kiaralee, liorish yn treishteil shickyr t’aym’s ayndiuish. 
2CO.8.23	My ta veg eu briaght lurg Titus, t’eh my heshey, as my cho-obbree er y lieh euish: ny my ta briaght jeant lurg nyn mraaraghyn, t’adsyn chaghteryn ny kialteenyn, as gloyr Chreest. 
2CO.8.24	Shen-y-fa jeeagh-jee dauesyn, as fenish ny kialteenyn, prowal jeh’n ghraih eu, as jeh’n voggyssagh ain er y lieh euish.
2CO.9.1	Nish mychione shirveish er ny nooghyn, cha lhiass dou scrieu hiu. 
2CO.9.2	Son ta fys aym er arryltys nyn aigney, jeh shen ta mee boggyssagh roosyn ta jeh Macedonia, dy row Achaia aarloo blein er-dy-henney; as ta’n ghraih jeean euish er ghreinnaghey ymmodee. 
2CO.9.3	Ny-yeih hug mee ny braaraghyn hiu, er-aggle dy beagh yn voggyssagh ain jiuish ayns fardail ayns y chooish shoh; dy voddagh shiu, myr dooyrt mee, ve aarloo: 
2CO.9.4	Er-aggle my hig adsyn jeh Macedonia mârym, as shiuish y gheddyn ergooyl dy beagh shinyn (cha nee dy ghra shiuish) naarit son y voggyssagh daaney shoh. 
2CO.9.5	Er shoh yeeagh mee er dy ve ymmyrchagh dy choyrlaghey ny braaraghyn, dy gholl hiu ro-laue, as ny toyrtyssyn eu y chur cooidjagh, jeh shoh va raaue eu roïe, dy voddagh yn chooid cheddin ve aarloo, myr toyrtys aggindagh, as cha nee myr êginit. 
2CO.9.6	As shoh ta mee dy ghra, Eshyn ta cuirr thanney, nee myrgeddin buinn thanney: as eshyn ta cuirr dy palchey, nee myrgeddin buinn dy palchey. 
2CO.9.7	Lhig da dy chooilley ghooinney coyrt da’u voght, myr ta e chree coyrt roish; cha nee mooaraghey, ny myr dy beagh eh êginit huggey: son shynney lesh Jee eshyn ta coyrt dy aggindagh. 
2CO.9.8	As ta Jee abyl dy chur er dy chooilley ghrayse bishaghey diu; ayns slane sonnys eu jeh dy chooilley nhee, dy vod shiu bishaghey ayns dy chooilley obbyr vie: 
2CO.9.9	(Myr te scruit, T’eh er skeayley dy lhean; t’eh er choyrt da ny boghtyn: ta e chairys farraghtyn son dy bragh. 
2CO.9.10	Nish dy jean eshyn ta shirveish rass er y chorreyder, chammah shirveish arran son nyn meaghey, as bishaghey nyn arroo-correy, as cur er-ash mess yn feoiltys eu) 
2CO.9.11	Dy palchey er nyn yannoo magh ayns dy chooilley nhee gys dy chooilley feoiltys, ta coyrt oyr booise gys Jee er y choontey ainyn. 
2CO.9.12	Son cha vel shirveish y ghiastyllys shoh ny lomarcan jannoo feaysley er ymmyrch ny nooghyn, agh te coyrt er y hoshiaght myrgeddin mooarane booise gys Jee; 
2CO.9.13	Tra liorish cowrey’n ghiastyllys shoh t’ad gloyraghey Jee son y viallys foshlit euish gys sushtal Chreest, as son y toyrtys feoilt eu daue hene, as da dy chooilley ghooinney) 
2CO.9.14	As liorish ny padjeryn ocsyn er nyn son, myr t’ad goaill foddeeaght ny lurg eu er coontey ard ghrayse Yee ayndiu, 
2CO.9.15	Booise dy row gys Jee son e ghioot erskyn-insh.
2CO.10.1	Nish ta mish Paul mee hene guee erriu, liorish meenid as meiyghys Chreest, mish ta dy yeeaghyn orrym pene fardalagh nyn mast’ eu, agh dunnal tra ta mee veue. 
2CO.10.2	Agh ta mee guee erriu, nagh der shiu oyr dou dy ve gyere riu tra hig-ym kionfenish, lesh y dunnallys shen ta foym dy hoilshaghey noi paart ta gourys orrin myr dy beagh shin gimmeeaght cordail rish yn eill. 
2CO.10.3	Son ga dy vel shin gimmeeaght ayns yn eill, cha vel shin caggey lurg yn eill: 
2CO.10.4	(Son cha vel ny greinyn-caggee ain jeh stoo foalley, agh niartal trooid Jee dy lhieggal sheese tooryn lajer) 
2CO.10.5	Tilgey sheese resooney fardalagh, as dagh nhee mooaralagh ta soiaghey seose eh hene noi tushtey Yee, as coyrt lhien ayns cappeeys dy chooilley smooinaghtyn gys biallys Chreest: 
2CO.10.6	As aarloo dy cherraghey dy chooilley vee-viallys, tra vees y viallys euish er ny chooilleeney. 
2CO.10.7	Vel shiu briwnys reddyn lurg y caslys er cheu-mooie? my ta dooinney erbee treishteil huggey hene, dy vel eh lesh Creest, lhig da shoh neesht ’ghoaill mârish, myr t’eshyn lesh Creest, dy vel shinyn lesh Creest myrgeddin. 
2CO.10.8	Son ga dy jinnin boggyssagh ny-sodjey jeh’n phooar ain (ta’n Chiarn er choyrt dooin son y vondeish, as cha nee son yn assee eu) cha beagh nearey orrym. 
2CO.10.9	Nagh goghe shiu mee myr dy baillym shiu y agglaghey lesh screeunyn. 
2CO.10.10	Son ta ny screeunyn echey (jir adsyn) breeoil as niartal, agh dy yeeaghyn er y dooinney hene t’eh annoon, as e ghlare dyn bree. 
2CO.10.11	Lhig dasyn ta smooinaghtyn myr shoh fys v’echey, lheid as ta shinyn ayns goan liorish screeuyn, tra nagh vel shin kionfenish, lheid cheddin bee mayd ayns jannoo, tra vees shin kionfenish. 
2CO.10.12	Son cha lhoys dooin jannoo shin hene jeh’n earroo ocsyn, ny soylaghey shin hene gys paart ta dy voylley ad hene: agh adsyn towse ad hene lioroo hene, as soylaghey ad hene roo hene, cha vel ad creeney. 
2CO.10.13	Agh cha jean shinyn boggyssagh jeh reddyn ta ass nyn roshtyn, agh cordail rish towse y rule, ta Jee er phointeil dooin, towse dy roshtyn dy jarroo hiuish. 
2CO.10.14	Son cha vel shin sheeyney shin hene harrish nyn dowse, myr nagh beagh shin er roshtyn hiu; son ta shin er jeet choud as hiuish myrgeddin, ayns preacheil sushtal Chreest. 
2CO.10.15	Cha nee boggyssagh jeh reddyn harrish nyn dowse, ta shen, jeh laboraght gheiney elley; agh treishteil, tra vees yn credjue euish er ny vishaghey, dy jean y towse ainyn roshtyn ny sodjey lieriuish dy gholl dy mooar er nyn doshiaght cordail rish y rule ainyn, 
