MAT.1.1	Ísti karakata Jesukristueri sïrukueri, enga Dabidi ka Abrani uájpeka:
JAS.1.22	K'óru no marhuasïndi uandakuani ísku kurhani; k'uanisïndi marhuatani, ekajtsï ísku kurhaska, ísïuati eskajtsï ambe jandiojku tandojchakorheni jarhani. 
JAS.1.23	Ima enga tsípejka uandakuantku kurharini, ka jini no ísï irekani; ima ísïsti eska ima enga eratekorhejka, 
JAS.1.24	ka enga na eratekorhejka kéndikusïndi ka mirikurhisïndi nénasï jánharhi. 
JAS.1.25	K'óru ima enga sési arhintajka ambakiti juramukuani enga p'íjpentajka, ka sési kurhanguni; ka no mirikurhini ka marhuatani ambe enga jima arhijka, ima tsípeati ísï jámatini.
JAS.1.26	Eka nema ísï p'ikuarherani jaka eska kánekua jakajkutiska ka k'óru no p'ímukukorheni, jandiojku tandojchakorhexati ka imeri jakajkukua nósani jukaparhasti. 
JAS.1.27	Jakajkukua enga juchari Táte Diósïni jimbo jukaparhaka ka pímbinhaxeni, aristi: Jarhuataani uerandi jupindichani ka uarhiti tsîndichani engaksï kómu nitamakorheni jauaka, ka eska parhakpeni anapu nósesi jásï ambe nósani jájkuaka.
JAS.2.1	Jucheti erachicha, ásï erakpera je cha engajtsï Acha Jesukristu k'éri t'íntskuani mintsikani jaka. 
JAS.2.2	Ju je eranhaskani eskajtsï cha tángorhentatixaka, ka jatsikorheri ma jiájkani niárani ambakiti ambe jukajkurhatini ka sési xukuparhatini, ka máteru jimajku incherani enga no jatsikorheka ka kómu jáxeni. 
JAS.2.3	Ka cha imani eraani enga sési xukuparhaka ka arhintsï: “Axu, k'érikuarhu uaxaka je,” ka no jatsikorherintsï arhini: “Jimintkurini eroka o jiminisï uaxandiku.” 
JAS.2.4	Ekajtsï cha ísï jámaska, erakpexakajtsï ka nósesi jimbojtsï erakpexaka.
JAS.2.5	Íni ambe kurha je jucheti erachicha: Diósï parhakpeni anapu, no jatsikorherichani erakuasti eskaksï ima jakajkukua jimbo jatsikorheriuaka. Ka eskaksï ima p'iuaka imani irechekuani enga Diósï imechani aiakuaka engaksï xénhchajka. 
JAS.2.6	¡Chájtsï kómu jándichani néuejkini káasïnga! ¿Andi nóksïni jatsikorherichasï tsitarantki? ¿Nóksïni imasï juramukuarhu antsikupajki páni? 
JAS.2.7	¿Andi nóksï imasï chári Acha Jesukristueri xáni sési jásï jakangurhikuani nósesi ambe uandaparini jámki?
JAS.2.8	Ekajtsï juramukuani sésimendu kurhandiraska eska Karakata na arhijka: “Xénhchpeakari ísï eskari t'u xáni xénhchakorhejka.” 
JAS.2.9	Ka ekajtsï erakperaaka, k'amanharhintaxakajtsï ka Diósïri juramukuantsï no kurhandirakusïnga. 
JAS.2.10	Jimboka ima enga juramukuechani kurhandirajka ka ma ambejku no kurhandirani, méntku iámendu juramukuechani jimbo tsîrhukuxati.
JAS.2.11	Ima Diósï enga uandaka: “Ásï jáma ísku jándi úkorheni.” Ístu uandasti: “Ásï uandikpe.” Ekari no ísku jándika ka jiniri uandikpitini, iámu juramukuandi no kurhandirakuxaka. 
JAS.2.12	Chájtsï jatsiska ísï jámani ka ísï uandani eskaksï ima, engaksï imani juramukuani jimbo arhinharhikunhaaka enga p'íjpentka. 
JAS.2.13	Jimbokaksï ima engaksï no p'amojpejka, Diósïjtu no p'amojkuantauati arhinharhikuani. ¡P'amojkperakua andaati jiájkani enga arhinharhikperanhaaka!
JAS.2.14	Erachicha, ¿andi ambe andasïni ma uandani jarhani eska jakajkusïnga ka jini nómbe ma úni? ¿Ima jakajkukua p'ímutantaa? 
JAS.2.15	Ju je eranhaskani eska erachi ma, o eska pirenchi ma nómbe ma xukuparhaxaka ka eskaksï t'irekua nómberakorheska, 
JAS.2.16	ka cha ísï arhini: “Diósïksïni újchakure, jukakorhentsï je ambe, ka atsïkorhe je sáni ambe.” Ka jinijtsï no intsïmbeani ambe engaksï ima uétarhenhchani jaka, ¿ambe marhuaua? 
JAS.2.17	Jakajkukua jingunti xántkusï ísïti, enga nómbe ma sési únhaaka, xásï jakajkukua nómbema marhuasïndi, uarhirixati.
JAS.2.18	Ka nema jamberi uandaati: “T'úri jinijkusï jakajkujka, ka ji sési ambe úsïnga.” Xérachurini chéti jakajkukua nómbe ma sési úparini; ka jíkini jucheti jakajkukua jángua jimbo xarhatacheaka. 
JAS.2.19	¿Jakajkusïngari ano eska Diósï májkueska? ¡Sési jarhasti! Enga úka, nóambakitichajtuksï jakajkusïndi ka manarantasïndiksï xáni chéni. 
JAS.2.20	Ásï tandosï úkorhe je, jánhaska je eska jakajkukuajkua jimbojku nómbema marhuasïnga. 
JAS.2.21	Juchari tua anapu Abrani, Diósïni xarhatakuspti eska kaxumbitispka, enga Diósïni uájpa Isakini aiakuntapka. 
JAS.2.22	¿Exexakiria na enga Abraniri jakajkukua, jánguani jarhuataka? Ka imeri sési jángua jimbo, sésimendu jájkustia imeri jakajkukuani. 
JAS.2.23	Ísï úkorhesti eska na karakata jaka: “Abrani Diósïni mintsikasti ka jimbosï Diósï Abranini jaiapanhentati.” Jimboksïsï Abranini arhimpti eska Diósïri pámpirispka.
JAS.2.24	Xéxakajtsï na enga Diósï sési jángua jimbojtu jaiapanhentpejka ka no jakajkukua jimbojkusï jaiapanhpentajti. 
JAS.2.25	Rajabi, ima uarhiti tua anapu enga ísku jándipka, májkueni jámaspti; Diósï jaiapanhentaspti, jimboka ima, imechani engaksï sïpasïpajtsïpapka, chéni jémbo pakataaspti ka máteru xanhari jimbo axaaspti eskaksï sïpakorhepiringa.
JAS.2.26	Ísï eska anhanhatakua na uarhirini jarhajka enga espirituni no kámka; májkuentu jakajkukua uarhirini jarhasïndi enga nómbe ma sési únhaaka.
JAS.3.1	Erachicha, ásï xáni uánekua jurhentpiri úkorhe je, jimbokajtsï mítetixaka eska jucha engachi jurhentpirika uinhamenduchi arhinharhikunhaaka. 
JAS.3.2	Iámenduechachi mámaru ambe arhikua jukaska; enga nema újka p'ímukukorheni, ima k'amak'amasï sési jásï k'uiripuesti, jimboka úsïngia p'íngukorheni. 
JAS.3.3	Engachi tekechuechani tiámu jatsichakuajka p'ínguani, ísïchi úsïnga tekechuni páni nani engachi ísï jucha uékaaka páni. 
JAS.3.4	Ka sáno májkuenisti k'érati icharhutecha jinguni: Náuejkiksï xáni k'érani ka náuejki xáni nósesi tarhiani, ima engaksï páni jarhajka úsïndiksï sapichu xóajtakua ma jimbojku jimesï páni nani engaksï ísï uékaaka páni. 
JAS.3.5	Katambajtu no k'ésti, k'óru, k'éri ambe úsïndi. Exe je na enga misiri májku újka k'éri juátarhu kurhuntskarani. 
JAS.3.6	Katamba chpíristi: Kánekua nósesi ambechi jatachaska. Iámendu ambe engachi jucha jatsikunhaka; katamba sánderu nósesi ambesti enga infiernurhu anapu chpíri jimbo t'ixarajka; ka katamba iámu juchari irekuani k'amajpasïndi ka ikichakueni jájpesïndi. 
JAS.3.7	K'uiripu úsïndi káani manakorheri ikimenharhichani ka káratichani ka akuitsechani ka k'éri japundarhu anapu manakorherichani. 
JAS.3.8	Katambani k'óru nónena úsïndi ísku jatsini; nósesi ambesti ka no ísku janhejchasïndi ka katambarhu uarhirperakua ambejkusï jati. 
JAS.3.9	Acha juchari Tátenchi katamba jimbo k'éri ambe arhisïnga, ka ístuchi katamba jimbo útakuasïnga imani enga Diósï xájkukorheaka eska ima na jáxeka. 
JAS.3.10	Katamba jimbochi sési ambe arhijpesïnga ka ístuchi katamba jimbo útatspesïnga. Inde ambe erachicha no ísïpirindi. 
JAS.3.11	¿Andi itsarhu ma ua itsï p'untsumarha k'amemarha jinguni andarani? 
JAS.3.12	Erachicha, ¿andi jígusï ma úsïnki aseituna jukani? O ¿Andi úsïnki ubarhu jígusï jukani? Ístu no úati itsarhu enga itsï etumarha andarka itsï p'untsumarha jinguni andarani.
JAS.3.13	Enga cha ma ísï sánderu mímixetika o míakua jukari p'ikuarherani; xarhate sési jámaparini ka kétsekua uératspeparini. 
JAS.3.14	K'óru engajtsï epurhpenhchajka ka iámendu ambe jimbojtsï andani uékani, ásï k'éramakorhe je jimboka inde chkuándirakua ambeska enga ójchakurajka imani ambe enga ísïka. 
JAS.3.15	Indeni jásï mímixekua no auandarhu anapuesti, parhakpeni anapuesti, k'uiripueri eratsekuesti, nóambakitiristi. 
JAS.3.16	Jimboka nani enga epurhperanhajka ka andaperanhani, jima nósesi irenhasti ka iámendu nósesi jásï ambe jima jarhasti. 
JAS.3.17	Ka auadarhu anapu mímixekua enga sánderu pímbinhaxeka, enga kurhangutspejka ka tekaatspentani, enga kurhandirajka, enga p'amojpejka ka sési ambeni, iámenduechani májkueni káasïndi ka no chkuándirasïndi. 
JAS.3.18	Ima engaksï sési arhijperakua ambe uéjka, sésiksï arhinhaati.
JAS.4.1	¿Andi cha ambe jimbosï úrhutajki? ¿Andi no imani nósesi jásï p'ikuarhenhekua jimboesïni engaksïni ataakuni jarhajka? 
JAS.4.2	¿Chájtsï ambe tsitinhchasïnga ka nójtsï úsïnga kángorheni? Mámaru ambe jimbojtsï epurhpesïnga ka jimbokajtsï no úsïnga kámani ambe engajtsï xáni kánhchani jarhajka, úrhutasïngajtsï, ka uarhipesïngajtsï. Ka nójtsï intsïnhasïnga jimbokajtsï Diósïni no kurhakusïnga. 
JAS.4.3	Ka engajtsï kurhajkorhejka nójtsï intsïnhasïnga jimbokajtsï nósesi ambe niátataranhchani kurhajkorheni jarhajka.
JAS.4.4	¡Ísku jándicha! ¿Andi nójtsï míteski, eska engajtsï parhakpeni anapu ambeni xénhchaaka, arhikuekasïnga eskajtsï Diósïni ikiakusïnga? Ima enga parhakpeni anapu ambe pámpiri újka, no Diósï jingunisti. 
JAS.4.5	¿O cha uandasïnki eska Karakata ískusï arhijka eska Diósï kánekua xénhchasïnga Espirituni engajtsïni íntskuka? 
JAS.4.6	K'órujtsïni Diósï sánderu kóndentasïndi; jimbosï karakata jimbo uandati: Diósï no xénhchaasïndi imani engaksï k'éramakorhejka ka kóndeasïndi imechani engaksï kétsekua uératspejka.
JAS.4.7	Diósïni kurhandiraku je, ka nóambakitini anhatseku je ka imaksïni ísï kéndikucheati. 
JAS.4.8	Diósïni andarhera je ka ima cha jinguni jauati. K'amanharhintsticha, jupajkuntsï je, ka cha engajtsï tsimanitsimaneajka, mintsitani pímbinhajkuntsï je.
JAS.4.9	Jiókorhe je eskaksï nómbema jatsikorheska, mískorhe je ka uera je. Jurajkue chári tsípekua uekuentani, ka chári tsípekua mískorhekua úkorhentani. 
JAS.4.10	Jurajkuksïni Diósï kámani eskamendu ima na uéjka ka imaksïni k'érikuarhu péraati.
JAS.4.11	Erachicha, ásï jáma je uandatsejpeni. Jimboka ne enga erachini ma uandatsejka o arhinhchani, juramukuanisï arhinhchani jati. Ka ekari juramukuani no jaiapanhentani jaka, t'újturi ísï jámani juramukuani no kurhandirakuxaka, ka ísï jimbori t'újtu útatspiri úkorheskia.
JAS.4.12	Ka májkusï juramukua íntspejti, ka imajkusï arhinharhikpejti ka imajkusï p'ímutpentajti o k'amajkpeni. ¿Ka t'u ambemendueski engari máteru nemani arhinharhikuni uéjka?
JAS.4.13	Ka iásï kurha je sési cha engajtsï uandajka: “Iásï o pauanichi amani k'éri iretarhu niuaka, ka jimachi jauaka ma uéxurhini, atarantaakachi ambe ka andakuakachi”; 
JAS.4.14	chájtsï no míteska pauantsï ambe úkorhenchaa. ¡Jimbokajtsï cha xántku ísïska eska xúmu enga sóndijku xarharka ka jimajku nóneni! 
JAS.4.15	Ka nójtsï sáni uandasïnga: “Enga Acha uékaska, sésichi jámani jauaka ka arini o amani ambechi úaka”.
JAS.4.16	Chájtsï iásï jukari k'éramakorhexaka, ka inde k'éramakorhekua nósesi ambesti. 
JAS.4.17	Ima enga jurhenaka néna sési ambe úni ka jini no ísï jámani, k'amanharhintaxati.
JAS.5.1	Ka iásï cháia jatsikorhericha, kánekua uera je imani ambe jimbo engajtsï úkorhenchani jámka. 
JAS.5.2	Chári jatsikorhekua terestia ka chári xukuparhakuani seperi k'amajkustia; 
JAS.5.3	chári tumina púxati ka enga ísï púni jaka, inde chári ts'éjperatesti ka indeksïnisï xántku ísï k'amajpaati eska chpíri na k'amajpejka. Iásïjtsï jatsikorhekua kánerakorheskia enga jurhiatekuecha k'amarhuni jámkia. 
JAS.5.4	Exe je; p'ikuntstichaksïni uinhachachexati imani tumina jimbo engajtsï no iámu maiamuaka; ka Acha, enga p'urhejkuticheri k'érika, kurhauastia ánchekorherichani engaksï uinhachani jaka.
JAS.5.5	Chájtsï ixu parhakpeni ískusï irekorheni jaka, ka íntskukorhentasïngajtsï imani ambe engajtsï tsitijka; sésijtsï p'ukurakata jarhaskia eskaksï úakasïcha engaksï niáranchajkia uarhojchakunhani. 
JAS.5.6	Kaxumbitichantsï arhiaska eskajtsï na uékaka arhiani ka uándikuaskajtsï ka imaksï nómbe ma uandakorhesti.
JAS.5.7	Erachicha kánekua tekaantsï je imani jurhiatekuani erokani enga Acha k'uanhatsentaaka. Exe je, na enga tarheri ma tekaantka ambakiti p'ikuntskuani erokorheni, náuejki ióndani o sóntku janintani. 
JAS.5.8	Chájtu kánekua tekaantsï je; chári mintsitechani uinhaperantsï je jimboka Acha janonguaxamkia.
JAS.5.9	Iámendu ambe jaiapanhetsperantsï je, ka ísïjtsï no arhinharhikunhaaka; jimboka arhinharhikpiri andamukueraxakaia. 
JAS.5.10	Chájtu májkueni tekaantsï eskaksï Diósïri uandaricha engaksï nósesi ambe nitamakorhenhchani jarhempka. 
JAS.5.11	Exe je, jucha tsípekua jinguni exeasïnga imani engaksï kómu jánguani tekaantajka. Chájtsï míteska na enga Jóbi xáni tekaantaka ka na enga ambe Acha xáni íntskuka k'amarhuni jámani; jimboka Acha p'amojpesïnga ka kóntpesïndi.
JAS.5.12	Ka méntku ásï méni jáma je auandani jimbo ka níjtu parhakpenini jimbo ka níjtu máteru ambeni jimbo uandani ambe ma tsïrimerani uékani. Ju je jucha jurhimbitku arhini: ¡Jo! Arhini, enga jo arhikueuaka; ka ju je ¡Nómbe! Arhini enga nómbe arhikueuaka; ka ísï jámanichi no arhinharhikunhaaka.
JAS.5.13	Eka cha ma ísï kómu nitamani jaka; Uandamukukorhe. Ka eka cha ísï tsípeni jaka; Diósïri pirekuecha arhiani jaue. 
JAS.5.14	Eka cha ma ísï p'amenchani jaka, arhiaue tata k'ératichani engaksï májkueni jakajkujka eskaksï uandapekuaka, ka eskaksï tamari atarhentaaka Acheri jakangurhikua jimbo. 
JAS.5.15	Ka uandamukukorhekua p'amenchatini ambakerantaati, ka Acha p'amenchatini jauataati, ka eka ambe k'amanharhintatini japiringa, púamenhantaati. 
JAS.5.16	Aiangperantsï je cha k'amanharhintskuechani ka uandapetspera je eskajtsï ísï jámani ambakeranhantaaka, jimboka kaxumbitiri uandamukukorhekua kánekua uinhapeska. 
JAS.5.17	Eliasi májkueni jáxespti eska jucha; mémechani uéntaspti uandamukukorheni eska no janipiringa, ka parhakpeni tanimu uéxurhini ka terujkani no janispti. 
JAS.5.18	Ka tátsekua ménderu uandamumukorhespti eska janipiringa ka janispti, ka echerirhu uánekua ambe jukaspti.
JAS.5.19	Erachicha, eka cha ma ísï jurajkupkia imani enga ísïka ka máteru nema ménderu mintsikatarantani, 
JAS.5.20	mítetini jaue eska ne enga k'amanharhintstini ma Diósïni andarhetentaaka, uarhikuarhu p'ímutantaxati imeri tsípekuani, ka úxati eskaksï uánekua k'amanharhintskuecha púanhantaaka.
1PE.1.1	Ji Pédru, Jesukristueri uandakua pári, uandajpaaxaka iámendu erakukatechani engaksï Pónto ka Galasia ka Kapadonia ka Ásia ka Bitinia nireraka irekani, 
1PE.1.2	jimboka Diósï Táte ísï eratsetixapka, Espiritu pímpinhaxetpiri jimboksïni erakusti, eskajtsï Jesukristuni kurhajchaaka ka imeri iurhiriksïni pímbinhajkuntaati. Eskajtsï kánekua kóndenhaaka ka eskajtsï sési jauaka.
1PE.1.3	Diósï, juchari Acha Jesukristueri Tátjemba xáni k'éristi, engajtsïni p'amojkuka ka Jesukristueri tsíntskua jimbojtsïni jimbanherantasti, ka mintsikakua tsípekuerijtsïni íntskusti, 
1PE.1.4	eskajtsï p'iuaka ambe engaksïni Diósï auandarhu míndachetini jaka, enga no terejka, ka enga sési jáxeka ka enga no xántkuejka, 
1PE.1.5	cha engaksïni chári jakajkukua jimbo Diósïri uinhapekua k'uájchakuni jaka, eskajtsï p'ímutanhantaaka, ísï eskajtsï na jatsimenhatini jápkia jiájkani xarhatamenhani engaksï jurhiatekuecha k'amakurhiaka.
1PE.1.6	Indeni jimbojtsïsï tsípeni jauaka, nájkiruka k'uanijka eskajtsï namoni jurhiatekuaterku mámaru jásï ts'éjperakua jimbo kómu nitamanchaaka. 
1PE.1.7	Eka chári ambakiti jakajkukua ts'éjkunhaaka, eska sánderu ambakeaka eska tiripiti enga xántkuejka, ka chári jakajkukua sánderu sési ambesti eska tiripiti. Eska chári jakajkukua k'éri ambe arhinhaaka, ka k'érikurhu péranhani jiájkani enga Jesukristu ménderu xarhantaaka.
1PE.1.8	Engajtsï cha Jesusini xáni xénhchajka nájkirukajtsï no míteka; imani engajtsï mintsikajka, nájkirukajtsï iásï no exeni jaka, imani jimbojtsï tsípenitsipexaka. 
1PE.1.9	Jimbokajtsï mítetixaka eskaksïni Diósï p'ímutantaaka jimbojtsïsï xáni mintsikani jaka.
1PE.1.10	Íni p'ímutantskueri ambeksï, Diósïri uandaricha sési jirinhakuntasti mítekuekani, ka uandantastiksï Diósïksïni ambe enga kóndentapiringa, 
1PE.1.11	Diósïri uandarichaksï jángorhekuntaspti mítekuekani, ambe jurhiatekua ka nénasï Krístueri Espiritu arhiani jápi enga imecha jinguni jámani jápka, na enga jatini Krístu xáni nósesi nitamanchapiringa ka enga tátsekua k'érikuarhu péranhapiringa. 
1PE.1.12	Ka jánhastanhasptiksï eskaksï ima no jandiojku jángorhexamempka, eska i aiangperakua chári sési jimboespka, i ambakiti aiangperakua engajtsï iásï cha Espiritu Sántu auandarhu uératini axakata jimbo aiangunhantani jaka; íni ambe engaksï ánjelicha jamberi xékuekanhchani jaka. 
1PE.1.13	Ísï jimbo, jinguntku ja je, ka míakua juka je, ka indeni kóntperakuani mintsikani ja je, engajtsï intsïnhaaka jiájkani enga Jesukristu ménderu xarhantaaka. 
1PE.1.14	Ísï eskaksï sapicha engaksï kurhandirajka: Ásteru nósesi irekorhe je eskajtsï na jámempka jiájkani engajtsï nótki jánhaskempka, 
1PE.1.15	sánderu sáni, chájtu iámendu ambe jimbo kaxumbe je, ísï eska ima na kaxumbeka engaksïni ióarhika, 
1PE.1.16	eska karakatarhu na arhijka: Kaxumbe je, jimbokani ji kaxumbeska. 
1PE.1.17	Ka engajtsï Táte arhijka imani enga iámenduechani májkueni exeajka, enga arhijpejka imani ambe jimbo enga únhaka, janhanharhi je eskajtsï jamberi xáni chéuaka, 
1PE.1.18	mítetixakajtsï eskajtsï chári nósesi jánguarhu euajpenhantaska, imani p'indekua ambe engaksïni chári tua anapuecha jurajkuchepka, nóksïni imani ambe jimbo piántasti enga terejka, taiakata jimbo o tiripiti jimbo, 
1PE.1.19	jinisï Krístueri ambakiti iurhiri jimboeti, karichi sapichu sési jásï ka ambakiti, 
1PE.1.20	enga t'uíni eratsekata jápkia enga parhakpeni nótki kueraanhempka, chári sési jimbo íni jurhiatekua k'amarhukuecharhu xarharasti; 
1PE.1.21	chájtsï Krístuni jimbo Diósïni mintsikasïnga, enga uarhiricha jinguni tsíntantaka ka enga k'érikua íntskuka, jimbojtsïsï cha Diósïni jakajkujka ka mintsikani. 
1PE.1.22	Chájtsï chári tsípekuani pímbinhajkuntaska engajtsï kurhandirakuka imani ambe enga ísïka, eskajtsï mintsita jinguni erachichani xénhchauaka. Méntkisï sési jásï mintsita jinguni kánekua xénhchpera je, 
1PE.1.23	jimbokajtsï ménderu kángorhenhantaskia, tsïuakua ma jimbo enga no terejka, Diósïri uandakua jimbo, enga tsípitika ka enga nómeni k'amakurhijka. 
1PE.1.24	Jimboka k'uiripu uitsakueni jáxeska, ka k'uiripueri k'érikua uitsakueri tsïtsïkini jáxesti; uitsakua k'arhisïndi ka tsïtsïki uauarhuni; 
1PE.1.25	k'óru Acheri uandakua méntkisï jarhasïndi. Ka ísti uandakua: Ambakiti aiangperakua engajtsï aiangunhantakia.
1PE.2.1	Ísï jimbo, ásteru nósesi ambe u je, ka ásteru k'arhajpe je, ásteru chkuándira je, ka ásteru epurhpe je, ásteru uadatspe je. 
1PE.2.2	Ísï eskaksï charhakuecha na jámka engaksï kángorhenhatintku jarhajka ambakiti etsukua uékani, chájtu májkueni ambakiti uandakua jirinhantsï je, eskajtsï indeni jimbo uinhapeaka ka p'ímutantskorhentsï, 
1PE.2.3	ekajtsï cha ts'émutini jakaia eska Acha ambakeska.
1PE.2.4	Jesusini andarhera je, tsakapuni enga tsípekueka ka engaksï tsïntsïricha no jaiapanhentaka, ka Diósïri jimbo kánekua ambakitisti. 
1PE.2.5	Chájtujtsï ísïska eska tsakapu tsípiticha, enga Diósï jakajkutichani jimbo tiósta ma újka, eskajtsï táta kaxumbiti marhuatspiriuaka, eskajtsï Jesukristuni jimbo Espiritueri ambe aiatspentaaka enga Diósï jaiapanheantauaka. 
1PE.2.6	Karakataka arhisïndi: Ixu Sióni k'énharhi tsakapu ma erakukata péraxaka, sési jásï ma, ka ima enga íni mintsikaaka no k'uratsetanhaati. 
1PE.2.7	Chánksïni jimbo engajtsï jakajkutika k'éri ambesti; k'óru no jakajkutichani jimbo, ima tsakapu engaksï tsïntsïricha no jaiapanhentapka, tsumbindikua úkorhentasti, 
1PE.2.8	no jakajkutichaksï imani tsakapurhu atakorhesïndi, jimbokaksï uandakuani no jakajkusïnga; ka indenksïsï uétarhenchani jápti. 
1PE.2.9	Ka chájtsï sïrukua erakukateska, chájtsï sési jimbo Diósïri tátecheska, Diósïri ireta erakukata, kaxumbiticha, engajtsï úandantaaka Diósïri k'érikuani, cha engaksïni Diósï pájpakandekuarhu uératini ióarhintaaka ka imeri t'ímarhandekuarhuksïni pérani. 
1PE.2.10	Cha engajtsï urhetku no imeri iretepka ka engajtsï iásï Diósïri iretekia, chánksïni engaksïni Diósï no p'amojkuempka, iásïksïni p'amojkusïndia. 
1PE.2.11	Pámpiricha, arhixakaksïni, eskajtsï na jimbo parhakpeni terutsemaaka, ásteru nósesi ambe tsiti je, jimboka inde chéti tsípekua jingunksï uarhiperasïnga. 
1PE.2.12	Kaxumbe je, no jakajkutichani japarini, eskaksï ima engaksïni nósesi úrini arhiparhatani jaka, chánksïni sési ambe úni exerini, Diósïni k'éri ambe arhiaka jiájkani enga ima arhijpeaka imani ambe jimbo enga xáni únhaka.
1PE.2.13	Achani jimbo, parhakpeni anapu juramukuani kurhajcha je: Irechani kurhajcha je, jimboka ima juramukua jatsiska, 
1PE.2.14	juramutichantu kurhajchaa je, jimboka k'éri juramuti axaaska eskaksï no ambarhati k'uiripuechani atauaka ka ambarhatichani sési arhiani. 
1PE.2.15	Diósï íni ambesï uéjti: Eskajtsï sési ambe úparini, pínasku jatsiantauaka imani engaksï no jánhaskajka ka tandosïksï.
1PE.2.16	Chájtsï úsïnga jandiojku jángorheni, ka no jimbokajtsï újkia iámu ambe úni, úakajtsï nósesi ambe úni, sánderu sáni Diósïri jántspirini jáma je. 
1PE.2.17	Iámenduechani janhanharhia je, ka erachichani xénhchaa je, Diósïni chénharhi je, ka irechani janhanharhi je.
1PE.2.18	Jántspiricha, janhanharhia je chári ánchetpirichani, ka no imechantku engaksï sési arhistatspejka, iámechantu ísï engaksï kánekua uinhamarhetspejka. 
1PE.2.19	Jimboka Diósï újchakurasïnga neni enga tekaantka ka ísku úndani útasï nósesi kánhaani. 
1PE.2.20	Nómbema sésisti tekaantani engajtsï atanhani janhaaka nósesi ambe úrini. K'óru Diósïri jimbo sésisti engajtsï sési ambe úrini útasï atanhaaka ka cha tekaantani. 
1PE.2.21	Nóchkajtsï íni jimbosï ióarhinha andi, Krístujtu cha jimbo nósesi nimakorhespti, ka exerastiksïni néna engajtsï jámaaka. 
1PE.2.22	Krístu nómeni k'amanharhintasti ka nójtu méni tandosï újpesti; 
1PE.2.23	engaksï Krístuni útakuni jarhempka, ima nónemani útakuntasïrempti; nómbe ma arhiantasïrempti chéraani uékani imechani engaksï nósesi kántani jarhempka, sánderu sáni Diósïni jurajkukusïrempti, imani enga arhijpejka eska na k'uanijka. 
1PE.2.24	Krístu juchari k'amarhintskuechani ichaparhaaspti enga cháparhatanhapka, ka juchari k'amanharhintskua k'amajkuatinia, juchachi irekaaka ísï eska na k'uanijka; Krístu atanhasti ka chájtsï ambakeranhantaska. 
1PE.2.25	Chájtsï karichi kuátakateni jámaxapka, k'órujtsï iásï karichi eranguti jinguni niántaskia enga chári tsípekuani eranguni jarhajka ka exeni jarhani.
1PE.3.1	Chájtu májkueni nanecha, chéti achetini kurhajcha, eka ma ísï acheti uandakuani no jakajkujka, eskaksï chári jángua jimbo imajtu jakajkuaka, 
1PE.3.2	engaksïni exeaka eskajtsï cha kaxumbeska ka eskajtsï janhanharhpesïnga. 
1PE.3.3	Ásï tájtsïkuntku kasïpentsï je; mámaru újtsïntatini ka mámaru ambe uekajchatini, ójtu ambakiti xukurhaparhatini, 
1PE.3.4	sánderu sáni sési jásï mintsita xarhata je, jimboka kaxumbekua no k'amakurhisïnga, ka Diósïni jimbo kánekua sési ambesti. 
1PE.3.5	Urhetkuksï xárhantasïrempti uarhiti pímbinharhaticha engaksï Diósïni mintsikempka, ka uámbanksï kurhajchasïrempti; 
1PE.3.6	Sara Abranini, Acha arhisïrempti ka kurhajchaspti. Chájtsï engajtsï sési ambe újka, Sara uájpeskajtsï, ka nójtsï chésïnga. 
1PE.3.7	Chájtu májkueni tatecha, irekuarhu uarhitini kurhanguku je, indeksï sési kánguesti, sési arhia je míaparini eskaksï indejtu tsípekueri kóntperakuani intsïnhaska. Janhanharhia je ka engajtsï ísï káaska, Diósïksïni kurhajchaati.
1PE.3.8	Jinisïni arhikuekani jaka, eskajtsï iámendu ambe jimbo terukutsperaaka, ka kurhangutspera je, ka xénhchpera je eskaksï erachicha na xénhchperajka, p'amojkpera je ka méntkisï kétsekua uéra je. 
1PE.3.9	Engaksïni nósesi ambe úcheska, ásï nósesi útspentsï je, ka engaksïni útacheska, ásï útatspentsï je; méntku ménderueni, újchakurpe je, jimbokaksïni Diósï újchakuranisï ióarhika. 
1PE.3.10	Ima enga tsípekuani xénhchajka, ka sési irekorhekuekani, p'ímukukorhe, ásï uémuskorhe uandani ka ásï chkuádire, 
1PE.3.11	ásteru nósesi ambe u je, sési ja je ka jángorhetsï je sési arhijperani jarhani. 
1PE.3.12	Jimboka Acha kaxumbitichani eranguani jarhasïnga ka kurhauasïndi engaksï uandamukorheni jarhajka, ka imechani engaksï nóambarhajka no xénhchaasïndi.
1PE.3.13	Ísï, ¿néksïnisï nósesi ambe úchea, engajtsï méntkisï sési ambe úaka? 
1PE.3.14	Ka engajtsï nósesi ambe úkorhenchaska imani ambe jimbo enga ísïka, chánksïni jimbo sésisti. Ásï nemani chérhe je ka ásï jáma je ísku úndani chéni. 
1PE.3.15	Méntku ménderueni, Achani, Krístuni chári mintsitecharhu k'érikuarhu péra je, ka méntkisïjtsï aianguaka imani engaksïni imani ambe kurhamarheaka enga cha mintsikani jaka.
1PE.3.16	Kaxumbitku ka sési jásï mintsita jinguni ka janhanharhpeparini. Sési irekani ja je, ka ísïjtsï k'uratsetaaka imani engaksïni ambe arhiparhatani jaka, engajtsï cha sési jámaaka ka xarhatantsï eskajtsï Krístuni jakajkuparini irekaxaka. 
