MAT.1.1	Ɗe'e ngoni inɗe maama'en Yeesu Almasiihu lenyol Dawda, Dawda lenyol Ibraahim.
HEB.10.23	Kammunde nde mbi'eten en ngoodi, en njogande boɗɗum, ngam on ɗon gaɗuɗo alkawal o hebbinayngal. 
HEB.10.24	En ngaɗu hakkiilo meeɗen dow no mballindirten ngam kollen yidde e waɗuki kuuɗe boɗɗe. 
HEB.10.25	To' en alu hawrutuki no woɓɓe mboowi waɗuki. Ammaa en cembiɗindir, en ɓeydu waɗuki non nde on andi nyalnde nde Yeesu wartoyta e ɓaddoyoo.
HEB.10.26	To en ngaɗii ka waɗuki hakke e yidde ɓernde meeɗen gaɗa en andi goonga, walaa wokki sakkuki ittayki hakke meeɗen. 
HEB.10.27	Ammaa ko horii woni keɗooɗen kiita Allah nder kulol, kiita garayka e hiite kallunge kalkaynge ɓen ɗon nganyuɓe Allah.
HEB.10.28	Koo moye gewuɗo Dooka Muusa, o waraama yurmeende walaa dow ceyda yimɓe ɗiɗo koo tato tabbitinɓe ko o waɗi.
HEB.10.29	To neɗɗo wanyii Ɓiɗɗo Allah, kadin o wartirii ƴiiƴam alkawal Allah laaɓinɗanmo daga hakke walaa ko nafi, ɗonmaa o huɗi Ruuhu Allah kollayɗum yidde, iri ɗume bone kalluɗum haani o yara? O yaray bone kalluɗum ɓurɗum ɗum gewoowo dooka yarata.
HEB.10.30	Ngam en andi on ɗon biiɗo, “Waataaki ɗum ki am, mi waatanay koo moye ko waɗi.” Ɗonmaa o wi'ii, “Joomiraawo waɗanay yimɓe muuɗum kiita.”
HEB.10.31	Ɗum fii kulniiɗum neɗɗo natta jungo Allah mo yonki.
HEB.10.32	Ammaa ciftoree balɗe arandeeje ɗe ɗum famtini'on dow Almasiihu. On munyii nder yarki torra kalluka. 
HEB.10.33	Bannye e ɗum semtina'on yeeso yimɓe, e ɗum huɗa'on, bannye ɗum torra'on, nden bannye on mballa jarooɓe torra iri ka mooɗon. 
HEB.10.34	On njurminanii curaaɓe, nden nde ɗum teetani'on ko ngooduɗon, on njaɓii ko ɗum waɗani'on e welwelo. Ngam on andi on ngoodi goɗɗum ɓurɗum wooɗuki tabitayɗum haa abadaa. 
HEB.10.35	Ngam non to' on paɗɗu sembe ɓerɗe mooɗon. Ɗum waddanay'on mbarjaari mawndi. 
HEB.10.36	E haani munyon ngam ngaɗon ko Allah yiɗi, keɓon ko o waɗi alkawal. 
HEB.10.37	Ngam aayaare wi'ii,
HEB.10.37	“Naa' ko neeɓi,
HEB.10.37	on ɗon garayɗo waray;
HEB.10.37	o wonnataa carel.
HEB.10.38	Neɗɗo am aadiliijo o jooɗoto laawol hoolaakiyam;
HEB.10.38	ammaa to o yaatirii gaɗa,
HEB.10.38	mi nanataa belɗum maako.”
HEB.10.39	Ammaa enen naa' en nder yaatirɓe gaɗa kalki. Enen en nder kooliiɓe Allah kisi.
HEB.11.1	Too, hoolaare woni tabbitinki heɓuki ko ngaɗɗen kammunde heɓuki, kayre tabbitinanta'en fii ɗum en ngi'ataa. 
HEB.11.2	Ngam yimɓe arande'en koolake Allah waɗi o jaɓiɓe.
HEB.11.3	Ngam en koolii Allah waɗi paamuɗen o tagirii duuniyaaru wolde maako, ngam ko yi'etee wurtinaama daga nder ko yi'ataake.
HEB.11.4	Ngam Habiila e hoolii Allah waɗi sakkanimo cakkiri ɓurndi ndi Kayinu. Ngam e mo hoolii Allah waɗi Allah jaɓimo o aadiliijo nde jaɓi dokke maako. Kadimaa hoolaare nden waɗi kuugal maako haa hande e metana'en koo nde o maayi.
HEB.11.5	Ngam Enok e hoolii Allah waɗi o hoccaa yaaki dow ngam to' o maaya. Walaa giiɗomo kadin, ngam Allah hocciimo yaaki dow. Nden aayaare wi'ii, ko o hoccee yaaki dow, o welnanii Allah ɓernde.
HEB.11.6	To naa' neɗɗo hoolii Allah waawataa welnankimo ɓernde, ngam koo moye garayɗo to Allah doole jaɓa Allah e ɗon, nden e mo waatana ɗaɓɓitooɓemo.
HEB.11.7	Ngam Nuhu e hoolii Allah waɗi o jaɓi wagginol Allah dow ko waroyta yeeso ɗum yi'aaka e carel ngel. O waɗii ko Allah wi'i o waɗi komiwal ngam o hisna wuro maako. Non o holli yimɓe duuniyaaru ngaɗii ko wooɗaa, o boo wartii aadiliijo laawol hoolaaki Allah.
HEB.11.8	Ngam Ibraahim e hoolii Allah waɗi o jaɓi nde Allah wi'imo o yaha leydi ndi waɗi alkawal hokkukimo. Ibraahim ali leydi muuɗum koo nde andaa to yahata.
HEB.11.9	Ngam e mo hoolii Allah waɗi o jooɗii bo koɗo e leydi ndi o waɗanaa alkawal. O jooɗii nder lukuru. Non maa Iciyaaku e Yaakubu ngaɗii donuduɓe alkawal ngal e maako.
HEB.11.10	Ibraahim waɗii non ngam o haaɓii o yi'a gariiri tabitayndi ndi Allah siryii, mahi.
HEB.11.11	Ngam Ibraahim e hoolii Allah waɗi o heɓi ɓiɗɗo, koo nde o nawyi. Saaratu debbo maako boo danyataa. O heɓii ɓiɗɗo on ngam o hoolake Allah hebbinay alkawal muuɗum.
HEB.11.12	Ngam non, daga o'o neɗɗo go'oto nayeejo ɓadiiɗo maaya, ɗum heɓii ɓiɓɓe ɓiɓɓeeji ɗuɗɓe bo koode dow, bo njaareendi daande maayo ndi limataako.
HEB.11.13	Yimɓe ɓe'e fuu maayii e koolii Allah. Ɓe keɓaayi alkawal ngal, ammaa ɓe kaynakengal ɓe nanii belɗum maagal. Ɓe mbi'ii e njayri ɓe hoɓɓe ɓe garɓe nder duuniyaaru ndu'u.
HEB.11.14	Fuu biiɓe non, ɓe kollii e ɓe ɗaɓɓita leydi ndi ko'e maɓɓe. 
HEB.11.15	Daa ɗum wi'a ɓe ngaɗii ka nyumuki dow leydi ndi ɓe aloyi, daa ɓe keɓii laawol so''aaki. 
HEB.11.16	Ammaa ɓe ngaɗii ɓerɗe maɓɓe dow leydi ɓurndi wooɗuki, waato ndi ton dow. Ngam non, naa' ɗum cemtiniiɗum to Allah ɗum noddamo Allah maɓɓe, ngam o siryanakeɓe gariiri.
HEB.11.17	Ngam Ibraahim e hoolii Allah waɗi o siryii sakkanki Allah ɓiɗɗo maako Iciyaaku nde Allah foondimo. Kanko gaɗanaaɗo alkawal e mo haade sakkuki ɓiɗɗo maako bajjo
HEB.11.18	koo nde Allah wi'iinomo, “Barka Iciyaaku keɓataa ɓiɓɓe ɓiɓɓeeji ɓe ngaɗanmaami alkawal.”
HEB.11.19	Ibraahim tabbitinii Allah waaway umminki mayɗo. Boo ɗum waaway ɗum wi'a, ɗum hokkitii Ibraahim Iciyaaku daga mayde.
HEB.11.20	Ngam Iciyaaku e hoolii Allah waɗi o barkiɗini Yaakubu e Isaw ngam yeeso.
HEB.11.21	Ngam Yaakubu e hoolii Allah waɗi nde o ɓadii mayde, o barkiɗini ɓiɓɓe Isufu go'oto‑go'oto. O ɓaggi sawru ndu o yahirta, o mawnini Allah.
HEB.11.22	Ngam Isufu e hoolii Allah waɗi nde o ɓadii mayde, o meti dow wurtaaki yimɓe Israa'iila daga leydi Masar, o wi'iɓe no ɓe ngaadata e ƴi'e maako.
HEB.11.23	Ngam danyooɓe Muusa e koolii Allah waɗi ɓe cuuɗimo lebbi tati gaɗa o danyaama, ngam ɓe ngi'ii o ɓiɗɗo boɗɗo, ɓe kulaayi wanyuki ko laamiiɗo wi'i ɗum waɗa.
HEB.11.24	Ngam Muusa e hoolii Allah waɗi nde o mawni o wanyi o noddiree ɓiɗɗo ɓii Fir'awna debbo.
HEB.11.25	O suɓii o yarda torra e yimɓe Allah dow o nana belɗum hakke ngam carel seɗɗa. 
HEB.11.26	O yi'ii semtineeki ngam Almasiihu ɗum risku ɓurɗum jawdi leydi Masar, ngam hakkiilo maako e dow mbarjaari ndi o heɓata yeeso.
HEB.11.27	Ngam Muusa e hoolii Allah waɗi o ali leydi Masar, o hulaayi monnere laamiiɗo leydi ndin. O wanyi o so''o ngam o yi'ii Allah mo yi'ataake. 
HEB.11.28	Ngam e mo hoolii Allah waɗi o fuɗɗi Humto Sakkinki. O wi'i Israa'iilanko'en misana
HEB.11.29	Ngam Israa'iilanko'en e koolii Allah waɗi ɓe mbaawi huuluki Maayo Woɗewo bo dow leydi njorndi. Ammaa nde Masaranko'en kuulay, ndiyam nyaamiɓe.
HEB.11.30	Ngam Israa'iilanko'en e koolii Allah waɗi maadi piliindi gariiri Jeriiko yani gaɗa ɓe pilakendi balɗe joweeɗiɗi.
HEB.11.31	Ngam Rahab kaaruwaajo e hoolii Allah waɗi o wardaaka e ɓen ɗon ganyuɓe ngaɗa ko Allah wi'i, ngam o jaɓɓake Israa'iilanko'en boɗɗum daarooɓe sirru leydi.
HEB.11.32	Ɗume ɓeydaymi wiiki? Walaa carel keƴayngelyam mi meta dow Gidiyon, e Barak, e Samsin, e Jepta, e Dawda, e Samaa'ila, e annabo'en,
HEB.11.33	ngam e ɓe koolii Allah waɗi ɓe koni leyɗe ɗuɗɗe ɓe nyaamiɗe. Ɓe laamorake aadilaaku, ɓe keɓi ko Allah waɗi alkawal. Ɓe maɓɓii konduɗe cembiɗɗi.
HEB.11.34	Ɓe nyifii hiite kallunge, ɓe ndaɗii wardeeki e kaafaaje. Ɓe tampuɓe, ammaa ɓe ngartii cembiɗɓe. Ɓe ngartii wawɓe konu, ɓe ndiiwii sooji'en goɗɗe leyɗe.
HEB.11.35	Ngam woɓɓe rewɓe maayanaaɓe e koolii Allah waɗi mayɓe ɓen umminaa daga mayde.
HEB.11.35	Woɓɓe yimɓe boo ɓe torraa haa ɓe maayi, ɓe nganyii ɗum yoofaɓe ngam ɓe keɓa ɓe umminee daga mayde nder jonde ɓurnde wooɗuki.
HEB.11.36	Woɓɓe njukkitaama piyaama, haa ɓe kaɓɓiraa ɓoggi njamndi ɓe maɓɓaa nder suudu cural.
HEB.11.37	Woɓɓe mbariraa kaaƴe, woɓɓe taƴaa cendaa ɗiɗi, woɓɓe mbariraa kaafaaje. Woɓɓe e ngiiloo e ɓornii lare baali e ɗe be'i, koo ko ɓe ngoodi, ɓe torraama, ɓe ngaɗanaama ko halli.
HEB.11.38	E ɓe ngiiloo nder ladde e nder kocceeje, e ɓe njooɗoo nder luurooji kaaƴe e nder gayɗe. Duuniyaaru hewtaayi ɓe njooɗoo nder mayru.
HEB.11.39	Fuu yimɓe ɓe'e ɓe mantaama ngam ɓe koolake Allah, ammaa fuu e non walaa goɗɗo nder maɓɓe keɓuɗo ko Allah waɗi alkawal. 
HEB.11.40	Allah siryake goɗɗum ɓurɗum wooɗuki ngam meeɗen, ngam to naa' hawti e meeɗen, ɓe ngartirtaake keewuɓe.
HEB.12.1	Ngam maajum, nde e woodi yimɓe ɗuɗɓe kolluɓe no ɓe koolorii Allah, en cendir e koo ɗume kaɗayɗum'en waɗuki ko haani ngaɗen e hakke kaɓɓuɗum'en. En ngaɗu ko mbaaweten waɗuki njottinen ko Allah wi'i ngaɗen. 
HEB.12.2	En ngaɗu hakkiilo meeɗen dow Yeesu, maɓɓitanɗo'en laawol hoolaaki Allah ballayɗo'en hoolaare meeɗen warta kewnde. Ngam welwelo ngo o heɓata yeeso, o munyii nder torra nde o waraa dow gaafaangal, o wannaayi e cemtuɗum wareeki dow gaafaangal, nden jooni e mo ton jooɗii to nyaamo jooɗorgal laamu Allah.
HEB.12.3	Nyumee dow no o munyiri nde gaɗooɓe hakke nganyimo. Non wallay'on to' ngewron itton kammunde. 
HEB.12.4	On kaɓda e hakke, ammaa on njottaaki to hewti ɗum wara'on. 
HEB.12.5	On ngejjitii boliiɗe cembiɗinayɗe'on ɗe Allah metani'on kolluɗe on ɓiɓɓe maako? O wi'ii,
HEB.12.5	“Ɓiɗɗo am, to Joomiraawo eltiima, taa' wartirɗum meere.
HEB.12.5	To o haɓaniima boo, taa' yewru.
HEB.12.6	Ngam mo Joomiraawo yiɗi, kanko o eltata,
HEB.12.6	nden e mo haɓana koo moye mo o jaɓi o ɓiɗɗo maako.”
HEB.12.7	Munyee nder torra ka njaroton ngam ɗum eltuki'on. Non hollii Allah e jogii'on bo ɓiɓɓe maako. Moye ɓiɗɗo woni mo nyaako muuɗum eltataa? 
HEB.12.8	Koo moye ɓiɗɗo ɗum eltaymo. To boo on eltaaka, non hollii naa' on ɓiɓɓe, on jaalu'en.
HEB.12.9	Kadimaa en ngoodi danyooɓe eltayɓe'en nden en kokkaɓe mangu. En ɓuray non jaɓuki eltuki ki Nyaako meeɗen Mo Dow waɗani'en, nden keɓen yonki ki re'ataa! 
HEB.12.10	Danyooɓe meeɗen e elta'en ngarten no ɓe ngiɗi ngam carel seɗɗa. Ammaa Allah e elta'en ngam ɓeydaari meeɗen, ngam ngarten ceniiɓe bo maako. 
HEB.12.11	Carel ngel ɗum eltata neɗɗo, ɗum welaa, sey nawɗum. Ammaa gaɗa ɗon, ɗum wadday aadilaaku e jam nder jonde eltaaɗo'on.
HEB.12.12	Ngam maajum cembiɗinee juuɗe mooɗon tampuɗe, e koppi mooɗon taggiiɗi.
HEB.12.13	Mo''inanee koyɗe mooɗon ɗate portiiɗe, ngam to' koyɗe mooɗon taggiiɗe ngarta naa' ko nafi, ammaa ɗe koya.
HEB.12.14	Ngaɗee ko mbaawoton waɗuki njooɗodooɗon jam e koo moye ngarton ceniiɓe, ngam to naa' e jonde ceniinde walaa gi'ayɗo Joomiraawo. 
HEB.12.15	Paamanee ko'e mooɗon to' ndullon heɓuki barka Allah, ngam to' wongol ɗaɗol kaaɗungol mawna fooɗa caɗɗum wonna yimɓe ɗuɗɓe.
HEB.12.16	To' goɗɗo warta gaɗoowo njeenu koo mo walaa kulol Allah bo Isaw cooruɗo mangu muuɗum ɗum afo ngam heɓa nyaama nde go'o tan.
HEB.12.17	On andi gaɗa ɗon, nde o ɗaɓɓiti nyaako maako barkiɗinamo, ɗum wanyiimo. O heɓaayi wayluki ko o waɗunoo, koo nde o ɗaɓɓitii haa e gonɗi.
HEB.12.18	On ngaraayi to wigeere bo Hocceere Sinay nde ɗum waawata meemuki goodunde hiite nyaamooye, e nduula ɓalewa, e hendu cembindu, 
HEB.12.19	e iido duudaandu, e hononde. Nde Israa'iilanko'en nani hononde nden, ɓe torii to' ɗum fuɗɗita ɗum metanaɓe,
HEB.12.20	ngam ɓe ngannii dow ko hononde nden wi'iɓe, “Koo mardi meemi hocceere nden, doole ndi wardee e kaaƴe.”
HEB.12.21	Muusa hulii e ko yi'i haa wi'i, “E mi hula haa e mi diwna.”
HEB.12.22	Ammaa on ngarii Hocceere Sihiyoona, gariiri Allah mo yonki, waato Urucaliima ndi dow, e to malaa'ika'en ɓe limataako hawrutuɓe nder welwelo. 
HEB.12.23	On ngarii to kawtal afo'en Allah, ɓe ɗum windi inɗe maɓɓe nder wuro maako ton dow. On ngarii to Allah, gaɗanoowo fuu yimɓe kiita, to yonkiiji aadili'en gartiraaɓe keewuɓe. 
HEB.12.24	On ngarii to Yeesu, ciryiiɗo alkawal kesal hakkunde yimɓe e Allah. On ngarii to ƴiiƴam misaaɗam metuɗam wolde ɓurnde wooɗuki dow ko ƴiiƴam Habiila wi'i.
HEB.12.25	Paamee, to' nganyon on ɗon metuɗo. Yimɓe ganyuɓe nana ko wagginɗoɓe nder duuniyaaru wi'iɓe ɓe ndaɗaayi. Too, no waɗata enen ndaɗen, to en nganyii on ɗon bagginɗo'en daga dow?
HEB.12.26	E ngel ton carel hononde maako dimbii duuniyaaru, ammaa jooni o waɗii alkawal, o wi'ii, “Mi dimbay duuniyaaru nde go'o kadin. Naa' duuniyaaru tan ndimbaymi, ammaa fuu e dow.”
HEB.12.27	Ɗe'e boliiɗe, “nde go'o kadin” hollii fuu ko tagaa ɗum dimbeteeɗum ɗum ittee, ngam ko dimbataako jooɗoo.
HEB.12.28	Ngam maajum en ngettu Allah ngam en keɓii laamu ɗum dimbataako. En mawnin Allah nder kulol, mawninki ki o jaɓata. 
HEB.12.29	Ngam Allah meeɗen o hiite kalkooye.
HEB.13.1	Ngaɗee ka yiɗindirki bo bandiraaɓe. 
HEB.13.2	To' on ngejjutu jaɓɓaaki hoɓɓe. E woodi gaɗuɓe non njaɓɓii malaa'ika'en andaa.
HEB.13.3	Nyumee dow curaaɓe nder suudu cural bo on curida e maɓɓe. Nyumee dow torreteeɓe, bo on torridee e maɓɓe.
HEB.13.4	Koo moye mawnina teegal, nden to' goɗɗo walda e goɗɗo mo walaa teegal hakkunde maɓɓe. Balduɗo e goɗɗo mo walaa teegal hakkunde maɓɓe, Allah waɗanayɓe kiita.
HEB.13.5	Cendee ko'e mooɗon e yidde ceede. Munyee dow ko ngooduɗon, ngam Allah wi'ii, “Haa abadaa mi alataama, haa abadaa mi sendirtaa e maaɗa.”
HEB.13.6	Ngam non e ɓernde go'o en mbi'ay,
HEB.13.6	“Joomiraawo woni ballayɗoyam,
HEB.13.6	mi hulataa.
HEB.13.6	Ɗume neɗɗo waawata waɗankiyam?”
HEB.13.7	Nyumee dow ardiiɓe'on, wa'ajinanɓe'on Wolde Allah. Nyumee dow no ɓe njooɗorii, ekkitee no ɓe koolorii Allah. 
HEB.13.8	Yeesu Almasiihu e ɗon no wontindiri keenya e hande e haa abadaa. 
HEB.13.9	To' on njaɓu ekkitinol ngol tokkaayi laawol goonga majjina'on. E ɗum wooɗi yidde Allah sembiɗina ɓerɗe meeɗen, naa' tokkuki dookaaji dow nyamndu. Iri ɗin ɗon dookaaji nafantaa tokkooɓeɗi.
HEB.13.10	Ardiiɓe diina kuwooɓe nder Lukuru Joomiraawo ɓe keɓataa nyaamuki ko ɗum sakki dow sakkirde meeɗen. 
HEB.13.11	Mawɗo mawɓe ardiiɓe diina e nattida e ƴiiƴam marle nder Wigeere Ɓurnde Senaaki o sakkanaɗam Allah ngam hakke, ammaa ɓalli marle ɗen e ngulee gaɗa hoɗorde.
HEB.13.12	Kanjum waɗi Yeesu maa maayi gaɗa gariiri, ngam o laaɓina yimɓe daga hakke maɓɓe barka ƴiiƴam maako. 
HEB.13.13	Ngam non en njahu to maako gaɗa gariiri njaren semteende nde o yari. 
HEB.13.14	Ngam en ngalaa gariiri tabotoondi nder duuniyaaru ndu'u, ammaa en keɗii en kammii gariiri garayndi. 
HEB.13.15	Ngam maajum, barka Yeesu en mantu Allah koo ngele carel. Mantuki kin woni ko cakkantenmo, enen bi'ooɓe Yeesu woni Joomiraawo. 
HEB.13.16	To' on ngejjutu waɗuki ko wooɗi e senduduki ko ngooduɗon e woɓɓe, ngam ɗu'um kanjum woni cakkiri belnanoori Allah ɓernde.
HEB.13.17	Tokkee ardiiɓe'on ngaɗon ko ɓe mbi'i'on. E ɓe paamana yonkiiji mooɗon: Allah boo ƴamayɓe dow no ɓe paamirani'on. Tokkee ko ɓe mbi'i ngam ɓe ngaɗa kuugal ngal nder belɗum ɓernde naa' nder teddoral. To ɗum wartii teddoral, non wartay walaa ko nafanta'on.
HEB.13.18	Ngaɗee ka waɗankimin do'aare. Min tabbitinii ɓerɗe amin ɗe laɓɗe, e min ngiɗi waɗuki ko haani nder koo ɗume. 
HEB.13.19	E mi ɓeyda toraaki'on ngaɗon do'aare ngam Allah so''oyayam to mooɗon naa' ko neeɓi.
HEB.13.20	Allah Joomu Jam umminii Yeesu Joomiraawo meeɗen daga mayde laawol ƴiiƴam alkawal tabotoongal. Kanjum waɗi Yeesu warti Duroowo Baali Mawɗo, 
HEB.13.21	o waɗa'on mbaawon waɗuki koo ngale kuugal bongal ngal o yiɗi ngaɗon. O wartira'on ko welnantamo ɓernde barka Yeesu Almasiihu. Mangu tabbita to Yeesu haa abadaa abadin. Aamin.
HEB.13.22	E mi toroo'on bandiraaɓe, njaɓee wagginoore nde'e, ngam ɗerewol ngo'ol ngol mbindanmi'on ngol juutaa. 
HEB.13.23	E mi yiɗi andon bandiraawo meeɗen Timooti yoofaama daga nder suudu cural. To o warii to am naa' ko neeɓi, mi warday e maako to mooɗon.
HEB.13.24	Kownanonmin fuu ardiiɓe mooɗon e yimɓe Allah horiiɓe. Tokkuɓe Yeesu gonɓe leydi Itaaliya e kowna'on.
HEB.13.25	Allah barkiɗina'on, on fuu.
JAS.1.1	Min, Yaakubu, windi ɗerewol ngo'ol. Mi maccuɗo Allah e Joomiraawo meeɗen Yeesu Almasiihu. E mi howna'on, onon tokkuɓe Yeesu cankitiiɓe nder duuniyaaru.
JAS.1.2	Bandiraaɓe am, to torraaji feere‑feere ngaranii'on, njaɓeeɗi e welwelo, 
JAS.1.3	ngam on andi to hoolaare mooɗon foondaama, nde waɗay ɓeydon munyal. 
JAS.1.4	Doole ekkitooɗon munyal nder koo ɗume, ngam ngarton keewuɓe, ɓe ndullaayi goɗɗum. 
JAS.1.5	To goɗɗo nder mooɗon dullii faamu, sey o toroo Allah kokkoowo koo moye ɓernde go'o metitataako, o hokkaymo. 
JAS.1.6	Ammaa to o toroto Allah, o toroo nder hoolaare. To' o waɗa ɓerɗe ɗiɗi, ngam gaɗoowo ɓerɗe ɗiɗi e nandi e geelooɗi
JAS.1.7	Iri maako to' o kammoo o heɓay goɗɗum to Joomiraawo. 
JAS.1.8	Ɓernde maako sendake ɗiɗi, o darnataa ɓernde maako nder ko o waɗata fuu.
JAS.1.9	Tokkuɗo Yeesu mo walanaa nana belɗum, ngam yeeso Allah o mawɗo. 
JAS.1.10	Ammaa tokkuɗo Yeesu diskuɗo nana belɗum to Allah lestinii hoore maako. Ngam diskuɗo e nandi e piindi geene ndi neeɓataa. 
JAS.1.11	To naange wurtoyake gulɗum magge fiyii geene ɗen, ɗe ɗaylay, piindi maaje saama, wooɗuki maaje fuu lalla. Non diskuɗo re'irta carel ngel fiidata e kuugal muuɗum.
JAS.1.12	O barkiɗinaaɗo fuu munyuɗo nder torra, ngam to o heɓii jaalorgal dow torra kan, Allah hokkaymo giifol ngol o waɗani yiɗuɓemo alkawal, waato yonki ki re'ataa. 
JAS.1.13	To neɗɗo foondaama, to' o wi'a, “Allah foondiyam.” Ngam Allah foondirtaake halleende, kadimaa boo Allah foondataa koo moye. 
JAS.1.14	Ammaa e ɗum foonda neɗɗo to suuno maako hoccii hakkiilo maako. 
JAS.1.15	Nden to suuno ngon waɗii reedu, ngo rimay hakke. To hakke mawnii boo, ɗum fooɗay mayde.
JAS.1.16	Bandiraaɓe am ɓe ngiɗumi, to' on njaɓu ɗum majjina'on. 
JAS.1.17	Koo ngale dokkal bongal e koo ɗume caahu jamum fuu daga to Allah Nyaako Mo Dow ɗum ƴiwoyta, taguɗo naange e lewru e koode. Kanko o waylitataako, o nandaa e ɗowdi goosotoondi. 
JAS.1.18	Ɗum cuɓol maako o hokki'en yonki kesum barka wolde goonga, ngam ngarten bo ko arti ɓenduki nder ko o tagi.
JAS.1.19	Onon bandiraaɓe am ɓe ngiɗumi, andee ɗu'um: koo moye yaawa nanuki, ammaa to' yaawa metuki, to' yaawa monnuki. 
JAS.1.20	Ngam monnere neɗɗo waddataa jonde aadilaaku nde Allah yiɗi. 
JAS.1.21	Ngam maajum, kubinee fuu kuuɗe ɗe mbooɗaa e kuuɗe kalluɗe. Lestinee ko'e mooɗon, njaɓon Wolde Allah nde o aawi nder ɓerɗe mooɗon, baawaynde hisnuki'on.
JAS.1.22	To' on majjin ko'e mooɗon. Ngaɗee ko Wolde Allah wi'i, to' on ngartu nanooɓende tan. 
JAS.1.23	Ngam fuu nanɗo Wolde Allah waɗaayi ko nde wi'i e nandi e neɗɗo daaruɗo yeeso muuɗum nder daaroggal, 
JAS.1.24	yi'i no wa'i, dilli, ɗon e ɗon yejjiti no wa'i. 
JAS.1.25	Ammaa gaɗɗo hakkiilo muuɗum fuu dow dooka kewɗum rimɗinayɗum yimɓe, e mo waɗi ka waɗuki hakkiilo dow maajum, naa' nanoowoɗum tan e yejjita, ammaa e mo waɗa ko ɗum wi'i, o heɓay barka nder waɗukiɗum.
JAS.1.26	Neɗɗo fuu kammiiɗo o tokkuɗo diina no haani, ammaa o suraayi ɗemngal maako, o majjinii hoore maako, diina maako wartii meere. 
JAS.1.27	Diina laaɓuka ka Allah Nyaako meeɗen Mo Dow yiɗi, kanka woni walluki maraaya'en e rewɓe ɓe worɓe mu''en maayi torrotooɓe, nden e suruki hoore daga hoccuki tuundi duuniyaaru.
JAS.2.1	Bandiraaɓe am, nde on koolii Joomiraawo meeɗen Yeesu Almasiihu, Joomu Mangu, to' on kollu feerootirol hakkunde mooɗon. 
JAS.2.2	Misaalu, goɗɗo gooduɗo jabbaare
JAS.2.3	To on kokkii on ɗon gooduɗo risku mangu on mbi'iimo, “Raa jooɗorgal bongal, jooɗa,” mo walanaa on boo mbiiɗonmo, “Dara ɗaa'e,” koo boo, “Jooɗa e leydi,” 
JAS.2.4	on kollii feerootirol hakkunde mooɗon won ɗon, on cuɓana ko'e mooɗon ko ngaɗoton nder nyumo kallungo. 
JAS.2.5	Bandiraaɓe am ɓe ngiɗumi, nanee ko mbi'aymi. Naa' Allah suɓii ɓe ngalanaa nder duuniyaaru ndu'u ɓe ngarta kooliiɓe Yeesu ɓe ndona barka gonɗum nder laamu Allah ɗum o waɗani yiɗuɓemo alkawal? 
JAS.2.6	Ammaa on ngartira ɓe ngalanaa naa' ɗum goɗɗum. Naa' gooduɓe risku torrata'on? Naa' ɗum kamɓe njaarata'on yeeso laamu? 
JAS.2.7	Naa' ɗum kamɓe kuɗata inde nden ɗon mawnde nde Joomiraawo mooɗon?
JAS.2.8	On ngaɗii ko wooɗi to on tokkii dooka ɗum Laamu Allah bindaaɗum nder aayaare biinde, “Yiɗu bandiraawo maaɗa no ngiɗirɗaa hoore maaɗa.” 
JAS.2.9	Ammaa to on kolla feerootirol hakkunde mooɗon, on ngaɗii hakke. Kiita nangii'on, ngam on gewooɓe dooka. 
JAS.2.10	Ngam fuu tokkuɗo dookaaji ɗi fuu, ammaa o yewi go'o, too, o yewiiɗi ɗi fuu. 
JAS.2.11	Ngam on ɗon biiɗo, “Taa' waɗu njeenu,” kanko wi'i, “Taa' waɗu warhoore.” Taa waɗaayi njeenu, ammaa a waɗii warhoore, too, a wartii gewoowo dooka Allah won ɗon. 
JAS.2.12	Alee meto mooɗon e kuuɗe mooɗon warta bo ɗum yimɓe ɓe ɗum waɗanta kiita dow dooka rimɗinoojum. 
JAS.2.13	Ngam e nyalnde kiita, Allah yurminantaa mo walaa yurmeende. Ammaa yurmeende e heɓa jaalorgal dow kiita.
JAS.2.14	Onon bandiraaɓe am, ko ɗum nafi to neɗɗo wi'ii e hoolii Yeesu, ammaa kuuɗe maako kollaayi hoolaare nden? Nden ɗon hoolaare maako nde waaway hisnukimo? 
JAS.2.15	Misaalu, to goɗɗo tokkuɗo Yeesu gorko koo debbo mo walaa ko ɓornotoo koo ko nyaamata, 
JAS.2.16	goɗɗo mooɗon wi'iimo, “Jippa jam! Allah hokkumaa ko ɓornotoɗaa e ko nyaamataa,” ammaa o hokkaayimo kolte koo nyamndu, ɗume ɗum nafi? 
JAS.2.17	Non maa hoolaare, to nde walaa kuuɗe kollayɗende, nde wartii waatunde.
JAS.2.18	Ammaa goɗɗo wi'ay, “An a woodi hoolaare, min e mi woodi kuuɗe.” Too, hollam hoolaare maaɗa nde walaa kuuɗe. Min boo, mi hollete hoolaare am nder kuuɗe am. 
JAS.2.19	A jaɓii Allah o go'oto. Too, boɗɗum! Koo ginni maa njaɓii non. Kanjum waɗi e ɗi ndiwna ngam kulol. 
JAS.2.20	An kaaŋaaɗo! A yiɗi ɗum hollumaa hoolaare nde walaa kuuɗe nde meere? 
JAS.2.21	Naa' maama meeɗen Ibraahim noddiraama aadiliijo ngam ko o waɗi nde o hokki Allah ɓiɗɗo maako Iciyaaku dow sakkirde?
