MAT.1.1	Kitsy re xseety pxusykoltoo Jesucrist. Lo xtiiy David ni lo xtiiy Abraham sëëd Jesús.
EPH.6.7	Nguiool kol ko styoo do tsiñee xkyë do tsiiñ. Kol kuñ cuent nii lo Dios kë do tsiiñ, kuñdy to cuent nii lo meño. 
EPH.6.8	Por nanle to nii kchësy no deelñee chootyee nak no, lëë Dios kizh lëë no según cos buen nii beeñtsyeey no.
EPH.6.9	Singo gak lëë do nii xchee do mos, ngui kol kak lo xmos to, ktsebty to xaa. Kol ksaladzy gaanoo nii lo Dios nii sob kpaa ngab no kchësy no aan lëdy wi xaa xkwe meñ.
EPH.6.10	Lëë na, beetsy, kol kyak tusy ksa do Crist. Kchooxsody to lo xkyalwnabey xaa. 
EPH.6.11	Nak kchë tiits nii xluuy Dios lo do sinak tu ladx kiib nii chakw soldad. Kol kakwo parñee kxekw to lo kchë xkyalwkëti xaatox. 
EPH.6.12	Porque lëdy contre chol meñ lo kislyu re xtiily no, sink contre kyalbini mal nii no leñ kpaaw. Lëë kyalbini mal go xñabey lo kislyu nguey re. 
EPH.6.13	Por ngo, tsiitsy kol so lo xtiits Dios, por nako sinak tu ladx kiib nii chakw soldad, parñee kxekw to lo kyalnë ni kyabty to lo tol. 
EPH.6.14	Tsiitsy kol so, por lëë tiitsli ni lëë kyalxtisy kakni lëë do. 
EPH.6.15	List kol kwe parñee tsikluuy do xtiits Dios nii xteelaa lo meñ. 
EPH.6.16	Lëë xkyalwniladzy to ksuuy kchë flech nii kchoon xaatox chex to. 
EPH.6.17	Lëë kyalwtelaa kak sinak tu cachuch kiib nii sob kik to. Lëë gaa xtiits Dios kak sinak tu spad nii xnee Kyalbini Ntson señ do. 
EPH.6.18	Tugak kol nee lo Dios, kol knab nii kakni Kyalbini Ntson do. List kol kwë, kchosody styoo do ni kol nab por kchë meñ nii ngab lo Dios. 
EPH.6.19	Kol nab lo Dios por naa parñee ktsyol pe kñen ni ktsyeebtyaa tsiñee kñen xtiits xaa nii xteelaa lo meñ. 
EPH.6.20	Lëë Dios pxaal naa kanin xtiits xaa lo meñ. Lëë na lëën no skiib. Kol nab nii ktsyeebtyaa kluyaa xtiits xaa.
EPH.6.21	Lëë betsy no Tíquico nii tugak kë xtsiiñ Dios kñë lo do dyon xa non ni pe cos noyuuñtsyeyaa. 
EPH.6.22	Por ngo lëë xaa xalaa lo do, parñee kñë xaa xa no noo tsiin kchoobladzy xaa styoo do.
EPH.6.23	Lëë lëësy Tat Tios dyon ni lëë lëësy Jesucrist knee tiits nii mbëë kpañ do, jkëstyoo lsa do xcombañer do ni kniladzy to xtiits xaa. 
EPH.6.24	Ni lëë lëësy Dios kakni lëë do kchësy to siñee xkëstyoo Jesucrist tyub styoo do.
PHP.1.1	Paablaa, chopaa Timoteo nii xkyë xtsiiñ Jesucrist xal kitsy re lo meñ Filipos nii ngab lo Dios, ni lo xaa nii xñabey lo meñ nii xniladzy xtiits Dios ni lo xaa nii chuñ xaa xñabey go yudar. 
PHP.1.2	Lëë lëësy Tat Tios dyon ni lëë lëësy Jesucrist kakni lëë do ni knee tiits nii mbëë kpañ do.
PHP.1.3	Cad nii xsaladzyaa lëë do xtedyaa skizh lo Dios. 
PHP.1.4	Ni cad nii chutiitsnin Dios xñabaa por lëë do. 
PHP.1.5	Xlen porñee ksa no tugak xluuy xtiits Dios nii xteelaa, destye nii kwyan xtañ do axte natse. 
PHP.1.6	Tyub styoon xniladzyaa nii lëë Dios nii kwsëëb leñ styoo do worñee bniladzy to kakni lëë do axte nii lëë Jesucrist kiid stub. 
PHP.1.7	Nonguial nii klen lo do, por xkëstyoon do, ni porñee tugak chakni do naa, tsiñee non skiib, ni tsiñee chanen xtiits Dios. 
PHP.1.8	Dios nan nii xkëstyoon lëë do sinak xkëstyoo Jesucrist to. 
PHP.1.9	Xñabaa lo Dios nii tsore kyalwkëstyoo leñ styoo do, ni tsaabini do parñee kyeñ do, 
PHP.1.10	ni parñee kwe do cos buen, tsiin kpañ do sinak xñabey Dios ni tsody pe cos nii kyëkiy do tsiñee lëë Crist kiid stub. 
PHP.1.11	Por Jesucrist lëë do kuuñtsyey cos buen parñee kuuñ ksak to Dios.
PHP.1.12	Beetsy, chakladzyaa kniyaa lo do nii lëë kchë ni ptsyoolaa pkiiñ parñee jkëëtyag meñ xtiits Dios nii xteelaa. 
PHP.1.13	Por kchë soldad nii xkyënap yulyey ni kchë meñ nii no siko nan nii lëën no skiib porñee ngabaa lo Crist. 
PHP.1.14	Aan tsiñee chan betsy no nii lëën no skiib, xtsyebty xaa, sink lëë xaa xluuy xtiits Dios nder confians. 
PHP.1.15	No xaa xluuy xtiits Dios por kyalmbixladzy ni kyalwlëë, per no xaa xluuyo tyub styoo. 
PHP.1.16+PHP.1.17	No xaa xluuy xtiits Dios parñee ksyablyu xaa naa, na nii lëën no skiib. Per no xaa nii xluuyo tyub styoo, por nan xaa nii lëë Dios pso naa par kchon xfavor xtiits Dios. 
PHP.1.18	¿Per pe xcuent kaan? Deelñee tyub styoo xaaw o lëdy kaaw, lëë xaa xseety Crist aan ngo chuuñ kle naa, 
PHP.1.19	por nanaa nii buen nii kchukë xcuentaa, por xñab to lo Dios por naa ni chakni gaa xkyalbini Jesucrist naa. 
PHP.1.20	Chaklastyaa nii kchoo xkyalton, sink chakladzyaa ni tugak kñen xtiits Dios ni kak nyoo nii xniladzyno, nikxe mbañaa, nikxe gaa kutyaa. 
PHP.1.21	Por parñee kyën xtsiiñ Crist non, nikxe mbañaa nikxe gaa kutyaa. 
PHP.1.22	Per deelñee parñee kyën xtsiiñ Dios no nii kpañaa, nandyaa pe cos kwen. 
PHP.1.23	Ngano por lal buen nii ketyaa par kyan lo Crist, 
PHP.1.24	per parñee kuñaa lëë do yudar no nii kpañaa. 
PHP.1.25	Nanpaa nii lëën bii so lo do parñee kuñaa lëë do yudar kniladzyre to xtiits Dios ni kle do. 
PHP.1.26	Lëën bii so lo do, parñee ksak styoo do lo Crist. 
PHP.1.27	Per kol tsoxko nii kpañ do sinak xñabey xtiits Crist, tsiin nikxe kyely teedyaa lo do, nikxe gaa kyely tejty kaan, chakladzyaa konaa nii xchoxsody to lo xtiits Dios, sink tub tiiyak nak to lo xtiits Dios nii xteelaa, 
PHP.1.28	xtsyebty to xaa nii xlëë lo do. Siko kesy xluuy nii lëë xaa go nitylo ni siko xluuy nii lëë Dios kteelaa lëë do. 
PHP.1.29	Por Crist lëë Dios bnee tiits nii kniladzy to xtiits xaa ni tedy to kyalnë por lëë xaa. 
PHP.1.30	Ksan do kë tsiiñ re. Kon do xa kwën tsiiñ re ni bii chon gaa to nii lëën bii kë tsiiñ.
PHP.2.1	Singo tsigo busy deelñee xchoobladzy Crist styoo do, ni no kyalwkëstyoo leñ styoo do, ni deel nakni kyalbini lëë do, 
PHP.2.2	kol kpañ sinak xñabey Dios, parñee kuuñ kle do naa. Tugak kol ko kik to, ni kol jkëstyoo lsa lëë do. 
PHP.2.3	Kuñdy to cos parñee ktaan do ni parñee kak nyaa do, sink ndoladzy kol kak. Kol sak nii mastre buen xcombañer do que lëë do. 
PHP.2.4	Kuuñtsyeydy to cos nii xaktyee lo do jkiiñ, sink kol kuñ nii jkiiñ lo xcombañer do. 
PHP.2.5	Kol ko kik to si kwyo kik Crist. 
PHP.2.6	Por nikxe Dios xaa, kok wnabeydy xaa porñee sinak Dios nak xaa, 
PHP.2.7	sink lëë xaa psaan kyalwnabey go tublad aan lëë xaa kok sinak tu mos, aan koly xaa si chaly chol mëëd. 
PHP.2.8	Aan tsi lëë xaa byaklo mguiy, ndoladzy kok xaa aan por xkyalwsoob tiits xaa lëë xaa kuty, nikxe nii pchoo xkyalto xaa porñee kuty xaa lo crusy. 
PHP.2.9	Por ngo lëë Dios blisklaa xaa ni lëë Dios byuñ xaa tu xaa nii mastre xñabey, 
PHP.2.10	parñee tsiñee kakyety lë Jesús, ksoxib kchësy meñ nii no kpaa, ni lo kislyu ni leñ kislyu, 
PHP.2.11	ni parñee kchësy meñ këb nii lëë Jesús nak xaa nii xñabey tsiin ksak styoo meñ lo Dios.
PHP.2.12	Por ngo, beetsy, siñee psoob to xtitsaa worñee kwson lo do, kol ksoobo na nii lëën so sit lo do. Kol tsoxko nii kchoxsody to lo xtiits Dios, kol kak ndoladzy ni kol ktsyeb. 
PHP.2.13	Por lëë Dios xnee tiits nii tsini cos buen kik to ni lëë xaa kuñ lëë do yudar kuuñtsyey dow, según xa klyaño styoo xaa. 
PHP.2.14	Ngui kol kuuñtsyey kyuuñklëëdy lsadre to lëë do ni ktilytiistre to, 
PHP.2.15	parñee tsody pe cos jkëëkiy meñ do. Kol kak sinak xiñ Dios nii nody xtol, jkaaydy to xtol meñ mal ni ngoptol. Xpibëly do lady kchë meñ go sinak mëly nii xsaani lo nguey, 
PHP.2.16	tsiñee xluuy do xtiits Dios. Tsiñee lëë Crist kiid stub sle styoon kanaa lëë do. Tsigo lëën kyeñ nii kwëdyaa tsiiñ singosy. 
PHP.2.17	Aan nikxe ketyaa parñee kniladzy to xtiits Dios, slen ni slenin do. 
PHP.2.18	Nikle lëë do kol kle tsiñee lëën xle.
PHP.2.19	Deelñee snee Jesucrist tiits lëën kxal Timoteo kiid tedy lo do, parñee klen tsiñee konaa xa no do. 
PHP.2.20	Por nody stu xaa nii no kik si no kikaa ni tsoxko por lëë do. 
PHP.2.21	Kchë meñ chuuñtsyey nii xlyañ styoo aan xkwenjty meñ nii chakladzy Crist. 
PHP.2.22	Per nan do xa xkyë Timoteo xtsiiñ Dios. Beeñ xaa naa yudar sinak tu xaa wiñ nii chuñ yudar pxosy. 
PHP.2.23	Kansyaa xa si lo xcuentaa lëë xaa kxalaa lo do, 
PHP.2.24	tsaapnëë gaa Dios nii klyëëdy yuubaa kyely teedy lo do. 
PHP.2.25	Xsyakaa nii precisy kxalaa betsy no Epafrodito lo do. Chopaa xaa xtyee kyalnë ni xkyë xtsiiñ Dios. Lëë do pxaal xaa parñee jkiiñ xaa lon. 
PHP.2.26	Xtee gan xaa kan xaa lëë do, ni nolidy kik xaa porñee biñ do nii lëë xaa xsyaknë. 
PHP.2.27	Nli nii kwxaaknë xaa, mer nyety xaa. Per lëë Dios pkëstyoo xaa ni lëë Dios pkëstyoo naa, parñee ktyalytre xkyalnën. 
PHP.2.28	Por ngo lëënlëdy lëë xaa xalaa lo do parñee kle do kan do xaa stub ni parñee kteenëdraa. 
PHP.2.29	Con kyalwle kol tsiktsiil nëz xaa, por betsy to xaa, ni kol kantsi xaa nii nak sinak xaa. 
PHP.2.30	Mer nyety xaa por xtsiiñ Crist. Psaanladzy xaa xkyalmbañ xaa parñee jkiiñ xaa lon ni kuñ xaa tsiiñ nii pchilody nyuñ do yuub to.
PHP.3.1	Lëë nana, beetsy, kol kle lo Dios. Ktsaagtyaa ksetyaa nii pkëlaa, por xkiiño lo do. 
PHP.3.2	Kol kap cuent lo xaa ngoptol nii nak sinak mëkw. Por xkobey xaa xcuerp xaa. 
PHP.3.3	Per nobeydy xaa. Lëë no si nobey no, por xtee no skizh lo Dios porñee no xkyalbini Dios leñ styoo no, ni xle no nii ngab no lo Jesucrist, aan xkwenjty no bey nii cho lady meñ. 
PHP.3.4	Nikle nii yuubaa nchilo nii xaktyee cos ko ñëlon, nody stu xaa nii ñëlo cos ko sinak naa. 
PHP.3.5	Xon kpidzaa worñee kwyobeyaa, por xaa Israelaa. Lo xtiiy Benjamín syelyaa. Xaa hebreo nakaa, por xaa hebreo nak pxosyaa. Lady xaa fariseo nii xseedy xley meñ Israel kwyon. 
PHP.3.6	Tyub styoon bniladzyaa ley go. Por ngo kwënlagaa meñ nii ngab lo Crist. Pañaa sinak xñabey ley go. Kwyody nii cho pe nliskiy lon. 
PHP.3.7	Koknon kchë cos ko lon klo. Lëë na lëëw chutiitsaa sinak tu cos nii nguiiñdy. Por Crist xsyakaa kchë cos ko singo. 
PHP.3.8	Lëë kchë nii kopaa kwnity, porñee lëën xyuumbey Jesucrist. Lëëw psëbaa si xsyëëb kizh, parñee jkabaa lo Crist 
PHP.3.9	ni parñee kakni xaa naa. Telaadyaa lo tol porñee chuuñtsyeyaa nii xñabey ley, sink porñee xniladzyaa xtiits Crist. Lëë Dios kteelaa naa porñee xniladzyaa xtiits xaa. 
PHP.3.10	Chakladzyaa kyuumbeyaa Crist, ni kyeeñaa xa beeñ kpañ Dios xaa worñee kuty xaa. Ni teedyaa xkyalnë xaa ni ktedyaa xkyalmbañaa si ptee xaa xkyalmbañ xaa, 
PHP.3.11	tsiin kpañaa tsiñee lëë Dios kuuñ kpañ meñ kuty.
PHP.3.12	Kniydyaa lo do nii lëën beñle gan kuñaa kchë nii xñabey Dios, ni kniydyaa nii tir bueenaa, per xtedyaa nii ktsiiñaa laañee chakladzy Crist por par ngo kwtsyetsy xaa naa. 
PHP.3.13	Beetsy, xñedyaa nii lëën beñle gan kuuñtsyeyaa kchë cos ko, per lëën bnityladzy kchë cos nii byaan tsiin kanaa cos nii nare kiid, 
PHP.3.14	parñee jkan nii ktee Dios lo meñ nii ngab lo Jesucrist. 
PHP.3.15	Singo tso kik no kchësy no siñee xniladzy no xtiits Dios tyub styoo no. Deelñee no cos nii xaa no kik to, lëë Dios kñëw lo do. 
PHP.3.16	Per no nii kpañ no sinak xñabey xtiits Dios nii xniladzy no. 
PHP.3.17	Beetsy, kol kak sinakaa, ni kol kak sinak xaa nii mbañ sinak nii bluuy noo lo do. 
PHP.3.18	Lëëw niylaa ni axte chon gaan tsiñee xñen stub nii no meñ nii mbañ sinak xpañ xaa nii xlëë lo Crist nii kwë lo crusy. 
PHP.3.19	Lëë meñ go nitylo. Lyaadzy wagwsye no xaa go, ni xtaan xaa cos nii no ndeladzy xaa. Cos nii no lo kislyu re sini kik xaa. 
PHP.3.20	Per lëë no, kpaa ngab no, aan lëë no këmbëës nii kyety Jesucrist nii pteelaa lëë no. 
PHP.3.21	Lëë xaa ktsëë xcuerp mban no, parñee kak xcuerp no sinak xcuerp xaa. Lëë xaa kuuñtsyeyo por xñabey xaa par ktsëë xaaw ni xñabey xaa kchëlo cos.
PHP.4.1	Por ngo, beetsy, xtee gaanaa kanaa to, por lëë do xko nguiool styoon ni lëë do nak xganaa. Kchoxsody to lo xtiits Dios. 
PHP.4.2	Xñabaa lo Evodia ni lo Síntique nii knee ngui me por pël me, por xniladzy me xtiits Dios. 
PHP.4.3	Lëë lool nii xkyëël xtsiiñ Dios, xñabaa nii kuñoo yudar psyañ no, por ksan me kwtee kyalnë bluuy noo xtiits Dios, ksa me Clemente ni stubla meñ. Lëë lë kchë meñ go tse kë leñ libre nii xoob kpaa. 
PHP.4.4	Tugak kol kle lo Dios. Kol kle xñen. 
PHP.4.5	Kol ktee nii kchë meñ kyeñ nii buen do. Lëë Crist sëëd kexle. 
PHP.4.6	Kteenëdy to por ni tu cos, sink kol këb kchësyo lo Dios. Kol nab nii kuñ xaa lëë do yudar, ni kol ktee skizh lo xaa. 
PHP.4.7	Aan lëë Dios kchoobladzy styoo do nikxe kyeñdy to xa kuuñtsyey xaaw, ni lëë xaa koli kik to porñee ngab to lo Crist.
PHP.4.8	Kol tsini cos nli kik to, cos nii so xnëz, cos nii no xkyalcheñ, cos nii xkody falt, cos nii cho xñeenëdy. Kol tsini cos buen kik to ni cos nii xyo styoo Dios. 
PHP.4.9	Kol kuuñtsyey nii bluyaa lo do, ni kol kuuñtsyey nii niyaa ni kon do beñaa. Kol kuuñtsyey ngo aan lëë Dios nii xchoobladzy kakni lëë do.
PHP.4.10	Xlen lo Dios nii lëë do psaladzy naa stub. Këbty to nii kwxaakaa nii bnityladzy to naa, sink pteejty tiits nii nyuñ do naa yudar. 
PHP.4.11	Xñedyaa kchë nrii porñee non lyaadzy, por nle no styoon deelñee xaatyee chakaa. 
PHP.4.12	Nanaa tsiñee ni tu pe chapty ñe ni nanaa tsiñee ndaly nii chap ñe. Nanaa xa teedyaa tse tsiñee kaktsëën ni tsiñee xlyaañaa, ni tsiñee chaapaa ndaly cos ni tsiñee gaa ni tu pe chaptyaa. 
PHP.4.13	Stedyaa kchëlo kyalnë, por lëë Crist xnee kyalndaan lon. 
PHP.4.14	Per buen nii beeñ do naa yudar kwteedyaa lo xkyalnën. 
PHP.4.15	Nan do gon, meñ Filipos, nii worñee bislon xluyaa xtiits Dios nëz xtañ do, lëësy to beeñ naa yudar worñee lëën bi Macedonia. 
PHP.4.16	Nikle worñee kwson Tesalónica siik chop vuelt pxaal do nii pkiiñ lon. 
PHP.4.17	Sinidy kikaa nii dyon pe kneetsy to lon, sink chakladzyaa nii jkaare to xkyalnsaak Dios. 
PHP.4.18	Por naa lëën kwal kchë xkyalnsaak Dios. Skaal nii pxaal do lo Epafrodito jkiiñ lon. Nak nii pxaal do sinak tu cos nii xlyaa nex, nako sinak tu cos nii xkokon do lo Dios aan xyow styoo xaa. 
PHP.4.19	Por ngo lëë Tat Tios kneetsy kchë nii kak falt lo do. Lëë xaa knee kchë nii no kpaa lo do porñee ngab to lo Jesucrist. 
PHP.4.20	¡Tugak kol tsoo ktee no skizh lo Tat Tios! Amén.
PHP.4.21	Kol jkëëptyux meñ nii ngab lo Jesucrist. Kchë betsy no nii nche lon nu xkëëptyux lëë do. 
PHP.4.22	Kchë xaa nii ngab lo Dios ni xaa nii xkyë xtsiiñ xtisy Roma xkëëptyux lëë do. 
PHP.4.23	Lëë lëësy Jesucrist dyon kakni lëë do.
COL.1.1	Paablaa, styoo Dios kwlañ nii kakaa xapostle Jesucrist. 
COL.1.2	Chopaa betsy no Timoteo xal kitsy re lo meñ nii xniladzy xtiits Crist ni ngab lo Dios nii no leñ kyedzy Colosas. Lëë lëësy Tat Tios dyon kakni lëë do ni lëë lëësy xaa knee tiits nii mbëë kpañ do.
COL.1.3	Tugak xtee noo skizh lo Tat Tios pxosy Jesucrist tsiñee xñab noo por lëë do. 
COL.1.4	Por xtsyon noo nii xniladzy to xtiits Crist ni xkëstyoo do kchë meñ nii ngab lo Dios. 
COL.1.5	Xkëstyoo do porñee nan do nii lëë nii jkaa do no kpaa. Këmbës kchë ngo porñee pkëëtyag to xtiits Dios nii xteelaa meñ lo tol. 
COL.1.6	Lëë meñ nii xniladzy xtiits Dios ktyaly lo kislyu. Sinak nii ptsyoolak to worñee bniladzy to nii nli xkëstyoo Dios to ptsyool kchë meñ go. 
COL.1.7	Lëë betsy noo Epafras bluuy xtiits Dios lo do. Ksa noo xaa xkyë tsiiñ. Tu xaa nii xsoob xtiits Crist nak xaa. 
COL.1.8	Lëë xaa në loo noo xa nak kyalwkëstyoo nii xnee Kyalbini Ntson lo do. 
COL.1.9	Destye nii ptsyon noo ngo, tugak xñab noo lo Dios nii ksaabini xaa lëë do parñee kyeñ do pe cos xyo styoo xaa, 
COL.1.10	ni kpañ do sinak nonguial kpañ meñ nii ngab lo Crist, ni kuuñtsyey do nii xyo styoo Dios ni kchëlo cos buen parñee kyuumbey nizh to Dios. 
COL.1.11	Xñab noo nii knee xaa kyalndaan lo do parñee kxekw to ni kap to paciensy, 
COL.1.12	ni ktee do skizh lo Tat Tios, por lëë xaa kwle lëë do parñee jkaa do nii ktee xaa lo meñ nii ngab lo xaa kpaa. 
COL.1.13	Lëë Dios kwlii lëë no lo nguey, aan lëë xaa kuni lëë no laañee xñabey xiñ xaa nii xkëstyoo xaa. 
COL.1.14	Por xkyalkuty xiñ xaa, lëë xaa ptsily kchë xtol no.
COL.1.15	Nyoody Dios, per lëë xaa kok nyoo worñee biid xiñ xaa Crist. Lëë xiñ xaa nak xaa nii klootyee kwyo. 
COL.1.16	Lëë xiñ xaa psaa kchësy cos nii no kpaa ni no lo kislyu, nikxe cos nii nyoow, nikxe gaa cos nii nyoodyo. Lëë xaa psaa kchë kyalbini nii xñabey. Por lëë xaa ni par lëë xaa kwyaa kchësy cos. 
COL.1.17	Klootyee Crist kwyo lo kchë cos, aan por lëë xaa lëëw no. 
COL.1.18	Ni lëë gaa Crist xñabey lo kchë meñ nii ngab lo Dios. Klootyee xaa pañ lo kyalkuty parñee kñabey xaa lo kchë cos. 
COL.1.19	Styoo Dios kwlañ nii lëë Crist kak sinak xaa, 
COL.1.20	ni styoo xaa kwlañ nii lëë Crist ktsig kchë cos lo xaa, nikxe nii no lo kislyuw, nikxe gaa nii no kpaaw. Por ngo nii kuty Crist lo crusy. 
COL.1.21	Meñ sit ni meñ nii xtilyni Dios nak to klo por kchë xtol do, 
COL.1.22	per lëë na lëë do big lo Dios por xkyalkuty Crist. Lëë xaa kuty parñee nyë do ktsiñ do lo Dios. 
COL.1.23	Per nody nii kchooxso do lo xtiits Dios nii xniladzy to. Lëë tiits re xkaasy tyub lo kislyu, aan Paablaa win xluyo.
COL.1.24	Xlen nii xtyeedyaa kyalnë por lëë do, parñee tedyaa kyalnë nii kwtedy Crist por meñ nii xniladzy xtiits Dios. 
COL.1.25	Lëë Dios pso naa parñee jkiiñaa lo meñ nii xniladzy xtiits xaa. Xluyaa xtiits xaa siñee nakpeew. 
COL.1.26	Xluyaa nii kwloolan Dios lo meñ tyub tiemp, per lëë na lëëw xluuy xaa lo meñ nii ngab lo xaa. 
COL.1.27	Chakladzy Dios nii kaknan meñ sit nii lëë Crist no leñ styoo meñ sit, ni por Crist lëë meñ sit jkaa kyalnsaak nii ktee Dios. Ngo nak nii kwloolan Dios tyub tiemp. 
COL.1.28	Lëë noo xluuy xtiits Crist. Kchë lo do xluuy noow parñee kyuumbey nizh to Crist. 
COL.1.29	Por ngo, tugak xkyën tsiiñ con kyalndaan ni kyalwnabey nii bneetsy Crist lon.
COL.2.1	Chakladzyaa nii kaknan do nii mban xtyeedyaa por lëë do ni por meñ Laodicea ni por meñ nii xyuumbeydy naa. 
COL.2.2	Mban xtyeedyaa xchoobladzyaa styoo do parñee jkëstyoo do xcombañer do ni kyaabini do parñee kyeñ do nii lëë Crist nak kyalnsaak nii kwloolan Dios tyub tiemp. 
COL.2.3	Lëë Crist biidni kchëlo kyalchak ni kyalnyaani. 
COL.2.4	Lëën xñe kchë nrii lo do parñee ni tu cho jkëëtidy lëë do con pel tiits ngui. 
COL.2.5	Nikxe sodyaa yuubaa lo do, per so xkyalbiniin aan xlen nii ngui nche do ni xchooxsody to lo xtiits Crist. 
COL.2.6	Por ngo, sinak nii bniladzy to xtiits Crist, singo no nii kpañ do, kchooxsody to lo xaa. 
COL.2.7	No nii tsiitsy so do lo xtiits xaa, ni no nii tugak ktee do skizh, ksaandy to xtiits xaa.
COL.2.8	Kol kap cuent tsiin jkëëtidy xaa nii xñee pel cos lëë do por xsaldy xaa xtiits Crist, sink xtiits sye chol meñ xñee xaa, ni nii no kik xaa xñee xaa. 
COL.2.9	Lëë Crist nak sinakpee Dios, 
COL.2.10	aan lëë Dios no leñ styoo do porñee ngab to lo Crist. Lëë xaa xñabey lo kchë kyalbini nii xñabey. 
COL.2.11	Wi do kwyobey porñee ngab to lo Crist, per kwyobeydy to si chobey chol meñ, sink lëë do kwyobey porñee lëë kchë xtol do bily. Lëë Crist xko clasy bey go. 
COL.2.12	Worñee kwchobnis to lëë do pkyeetsy ksa do Crist ni lëë do pañ worñee pañ xaa, porñee bniladzy to xtiits Tat Tios nii beeñ kpañ xaa. 
COL.2.13	Mbañdy to tyub tsigo por xtol do ni porñee nobeydy to, per lëë Dios bnee kyalmbañ lo do por Crist ni lëë xaa ptsily xtol do. 
COL.2.14	Nikxe nii xsaldy no xley Moisés, lëë Dios ptsily xtol no worñee lëë Crist kuty lo crusy. 
COL.2.15	Lëë Dios beeñ gan lo kchë kyalbini nii xñabey, aan lëë xaa kwlii xkyaltow. Kwleek bëël xaaw worñee lëë xaa beeñ gan low.
COL.2.16	Kol ktee nii kñeenëdy meñ do por nii chaw do o chi gaa to, o deelñee gaa xsal do lni nii xkë mëë yeeñ o tse nii gaa chakty tsiiñ. 
COL.2.17	Tu xmalë cos nii nare kak nak cos ko, per lo Crist ngab kchë cos. 
COL.2.18	Klaady to nii kuñ xaa nii tir lëësy buen ni xsoxib lëësy lo angly gan lo do. Por ni karty kan xaa kchë nii xniladzy xaa, aan xtaan xaa por cos nii xlyañ leñ kik chol meñ lo kislyu re. 
COL.2.19	Ngabty xaa lo Crist. Lëë Crist nak xaa nii xñabey lo kchë meñ nii xniladzy xtiits Dios, ni lëë xaa xyuuñtusy meñ sinak chakladzy Dios. 
COL.2.20	Ksa do Crist kuty. Siko psaan do kchë nii chuuñtsyey meñ lo kislyu re. ¿Penak nii bii no do si no meñ lo kislyu re? 
COL.2.21	Xñee do: “Jkaaldyoo ngue, kaawdyoo nrek, seeñdylo con ñal.” 
COL.2.22	Kik chol meñ kwlañ kchë kyalwnabey go. Lo cos nii xtiiydysye xkiiñoo. 
COL.2.23	Sootee nii nyaani xaa nii kwnee kchë cos ko, porñee nda chako ni xsaksiw meñ, per ni tu pa xkiiñdyo par ktsëëw xmod meñ.
COL.3.1	Ya ke nii lëë do pañ ksa do Crist kol tsoxko kap to cos nii no leñ kpaa laañee sob Crist kwi Dios nëzli. 
COL.3.2	Cos nii no kpaa kol ko kik to, tsoxkody to cos nii no lo kislyu re. 
COL.3.3	Por lëë do kuty ksa do Crist aan lëë xaa sikni xkyalmbañ do lo Dios. 
COL.3.4	Yuub Crist nak xkyalmbañ do, aan tsiñee lëë xaa kiid stub wi do kiidni xaa ni wi do tso laañee kñabey xaa.
COL.3.5	Por ngo, kol ksaan tol nii no lo kislyu re. Tsonidy to stu mguiy o stu gaa kwnaa, ni kuñdy to cos mal, ni kuñdy to cos nii klyaañtyee styoo do. Ni kak ngbiñdy to, por nak kyalkpiñ sinak nii nsoxib to lo chol mdyo. 
COL.3.6	Por kchë tol re lëë Dios ksaksi meñ nii xsoobty xtiits xaa. 
COL.3.7	Tyub tsigo beeñtsyey do kchë tol go. 
COL.3.8	Per na kol ksaan xkyalwlëë do, xkyalyox to ni xkyalmal do. Kotsyesty to ni kñeedy to tiits yox. 
COL.3.9	Jkëëtidre to xcombañer do, por naktre to si kok to klo, lëë do ptsëël xmod to, 
COL.3.10	aan lëë do pkub sinak kwnabey Dios parñee kyuumbey nizh to xaa. 
COL.3.11	Kintre nii kak to o kakty kaa to meñ Israel, ni kintre ni tsobey do o tsobeydy kaa to, ni kintre nii kak to xaa nguey, xaa nii psyuuy o xaa nii gaa kënlaa, por kchë do ngab lo Crist ni kchë leñ styoo do no xaa. 
COL.3.12	Xkëstyoo Dios to aan lëë xaa kwle lëë do parñee jkab to lo xaa. Ngui kol kpañ, kol jkëstyoo, ni kol kak ndoladzy, ni kol kap paciensy. 
COL.3.13	Kol kxekw lsa lo do ni kol kuñ perdón xcombañer do, sinak nii beeñ Crist to perdón. 
COL.3.14	Tugak kol jkëstyoo por lëë kyalwkëstyoo xyuuñtusy lëë do. 
COL.3.15	Lëë lëësy xkyalndoladzy Crist dyon kluuy pe kuuñtsyey do, por lëë Dios kwtsyetsy lëë do parñee kyak to tugak. Aan kol ktee skizh lo xaa. 
COL.3.16	Lëë lëësy xtiits Crist dyon ko tubli styoo do. Kol kseedy ni kol kchoobladzy lsa styoo xcombañer do, ni kol kool salmos, ni kol kool cant nii xtee skizh lo Dios. 
COL.3.17	Cualquier cos nii kuuñtsyey do ni kñee do, kol ksaladzy Jesucrist, ni kol ktee skizh lo Tat Tios por lëë xaa.
COL.3.18	Kwnaa, kol ksoob xtiits tsiil do, por singo xñabey Dios kuñ kwnaa nii xniladzy xtiits xaa. 
COL.3.19	Xaapkiy, kol jkëstyoo tsiil do, klëëdy to lo me. 
COL.3.20	Xaa wiñ, kol ksoob xtiits pxosy to, por kchë ngo xyo styoo Dios. 
COL.3.21	Xaapkiy, kuuñ klëëdy to xiñ do, parñee kchosody styoo xaa. 
