MAT.1.1	Yesu Kristi azakwoyi aye nu nyi, Dauda nugun n Ibrahim yi.
HEB.9.13	N zokwo kwo-kwoyi, aɓei zhin ampanyi n na nakwoyi, ɓedo n anayi, oɓa mi ɓei zhin ɓa zhan za ya nɓa laifi nayi nya. 
HEB.9.14	Amma Shekwoyi nugun ami gyi-gyi-yi du oɓa nyalo. Zafun ɓei zhin woi bma wo zhin, owo ami n kala yi lo. Kwo ɓa shan yi do kwapmi ya bugba bma, kwa zhan yi alaifi ya. Kwo la ednawo gmiyi ya ntu na awyindna ɓo, kwo ga yi kala ntu ge ya zhin wo atnu-tnu. 
HEB.9.15	Yesu wo la ɓe n alkawali woi-woyi. Kwo nyi ntu naza ɓonu n Shekwoyi la ɓa yi nyi, n na byei gbogbo, ɓa gwo Shekwoyi anabarka. Yesu fi-fi la yi loya, gama wo ɓei ku ta-ta ta gba ntu ya laifi ɓo. Anabaraka ye cauta nu.
HEB.9.16	Nza fi, wo zhin wa gado ya shi n navun, ama ata mi a gna oza gado, to woi fi num. 
HEB.9.17	Ntu cenu aɓa zhin ampanyi n wo ɓeda yi woi la fi nu. Zaho ta gwo nyaho sai wo la fi.
HEB.9.18	Shekwoyi alkawali ɓo ce hatimi n ami. Kwo ɓei wu kwotonci n Musa sa, owo fifi nya. Yesu wa fi, ntuge a gayi owo gado nu. 
HEB.9.19	Musa ɓei ga aza Shekwoyi awyidna. Nsaiyi wa ze ami ya kpe n na wyidna yi ɓedo n na azayi. Wa zhin ampanyi n afintolo hoi ɓedo n lulu byei-byei yi n nabai wa ze ami ya kpe aza ɓedo n nuwan yi. 
HEB.9.20	Wo ɓei gna ami ye, “ɓa zhin alkawali nya nu, Shekwoyi gbega nu, fye shi kwo bwa.” 
HEB.9.21	Wo ɓei lakwo zeye kpe n tent ɓedo n nabayi n ɓa gyi-gyi-yi nyi. 
HEB.9.22	N alkawali kwo-kwoyi ami nu ɓei zhin ɓa zhan nya ya vinya. Deye kwa wu ge, efi, kwo nu zhin laifi tagba nya. Gafara zhin to lo n tna ami zeyan.
HEB.9.23	Tent n Musa ɓei zhin n anyai vinya nkwo mi, aɓei laɓa degbe n she nu. Dole Musa zeɓa gyi-gyi-yi n anyakpa ami yi. Amma Tent nkwo lo n eshe nyi, aɓei zekwo Gyi-gyi-yi n enya yi nu n kwo du deye lo n daraja.
HEB.9.24	Yesu ɓei lo eshe nu n kwohin tukwo, to ge aba gyi-gyi-yi nna mi n nabwa yi m, Wo lo n she Woi wu wohin tukwo n Shekwoyi abye ntu yi ɓo. 
HEB.9.25	Wo taga sadaka ntu yi ɓo cici m, Yesu sadaka zungmanyi nu. Ama pirist dnagmayi ɓei zhin wa ga a sadaka cici n na ba gyi-gyi-yi dudu yi eye doho-dohoyi. 
HEB.9.26	Shekwoyi ta ye sadaka ye cici nu m. Dole nu Yesu wa ga wohin zun gmanyi. Owo sadaka ɓei la eyi tata goya.
HEB.9.27	Zaho-zahoi ɓa fi zungmanyi. Amma n fi avun Shekwoyi ɓei da zaho-zahoyi owa. 
HEB.9.28	Ntu cenu Yesu ɓei fi ntu yi ɓo zungmanyi, wo ɓei fi eyi a laifi fi nu. Amma wo ɓei la laka n vingwo, wo je ze ɓe lo wa gni aza nɓa vi wo nyi.
HEB.10.1	A Yahudiyi awyidna ɓei bmiya amma kwo ɓei zhin foto nu, kwo ɓei zhin ofun nu anya manayi n Kristi ɓei zhin ntu yi ɓo. A ɓei zhin a ga sadaka cici, eye dohodohoi. 
HEB.10.2	Sadaka yi ɓei gna ge kwo ɓa gni aza nu, to ai ɓei ga cici m. Kwo bmiya mwa-mwa ga yi wa ze gyigyiyi nyalo-nyalo, to wa zhin tunani laifi nya m.
HEB.10.3	Amma sadaka to ɓei mi kwa nya ɓa tunani nukwoyi ya m, kwo ɓei zhin kwa pa ɓa a laifi ɓo nu cici. 
HEB.10.4	Kwo to ɓei zhan ɓa a laifi ya m. Anakwo ami, na ana miyi ta mi ɓa zhan za a laifi ya m, sai dai Yesu Kristi ami gmanyi.
HEB.10.5	Ntu cenu Yesu wa ɓe anyi mi, Yesu ɓei da ɓo nu anabi ho aba wa ci ge, “Anyakpa ami ta siho ebemi — O Shekwoyi, ntu cenu hoi ga mi nayi ye, Emi nayi nu n ho ye sadaka. 
HEB.10.6	Sakada anyakpa nya to ga ho bugbafu m, kwo sadaka a pirist nya ɓata mi ɓaga ho bugba fu m.” 
HEB.10.7	N deye avun, fye gye, “Mi la ɓe ma ga mi wye-wyeyi ntu naza laifi ɓo. Nyanu n littafi ku da ntu mi ɓo.”
HEB.10.8	She Kristi ɓei ku da ge, anyakpa ami ta mi kwa ga yi enya n Shekwoyi ye nyi m, njesun sadaka n na gyina ntu na laifi ɓo nyi ɓa ta fu wo bugbam, A Yahudaiyi awyidna ta dawo bugba m. 
HEB.10.9	Yesu wa je ɓo da n jesun wa gna, “Mi la ɓe ma ga mi wye-wyeyi, Mi ga kwo ntu n naza laifi ɓo nu. Ala zokwo kwo-kwoyi gaya. Ala ɓe n woi-woyi.” 
HEB.10.10	Shekwoyi wo ku gafara zhin yi n zokwo woi-woi. Wola ya laifi zhanya nyalo-nyalo. Yesu nu na zhin aɓo deye ntu yi ɓo, sanu wo ɓei fi ntu ya laifi ɓo nyi. 
HEB.10.11	Nsa kwokwoyi sa, pirist ɓei zhin wa laka gni n nabye fyegyi-fyegyi, wo ɓei zhin wa ga sadaka ntu naza laifi ɓo, ama kwo ta mi kwo gni za m. 
HEB.10.12	Ama Yesu ɓo ga wohin zun gmanyi ntu sadaka ɓo ga Shekwoyi, wa ga wo nayi ntu ya laifi ɓo. Wo tu lo naba duduyi vinya n iko yi n kun-sun Shekwoyi n shemi. 
HEB.10.13	Wo tu lo naba iko nya n kun-sun Shekwoyi yi, Owo anuwun yi ɓo fi n wo sunta. Enya nu n wo pmi, wo ɓei gyibe tu ʼɓa tukwo nyalo-nyalo. 
HEB.10.14	Wo ku yi ze aza gyi-gyi-yi n Shekwoyi aba. Owo ami layi alaifi zhanya har nyalo-nyalo.
HEB.10.15	Zafun nu zhin yi seida n ge yi gyi-gyi-yilo. 
HEB.10.16	Zafun Shekwoyi nya gna ge, “Alkawali woi-woyi nyi nɓa zhin na Israila yi. Nɓa kami awyidna kpe nɓa bugba, nɓa ku awyidna ya fi ɓa n ɓami, deye ɓa zhin ɓa kpe mi nufi ye ɓa vi ma wyidna.” 
HEB.10.17	Wo ɓei je da ge, “Mi ku ɓa zhin gafara. Mi ta je ɓa laifi ɓo pa m, kwo kwa oɓa ɓonukwoyi zhin.”
HEB.10.18	Mi ku fye zhin gafara, mi ku fye alaifi ze, amwi nyalo-nyalo, kwo zhin ɓo gboloyi nu fya ga sadaka ntu fya alaifi ɓo. Yesu ku deye zo zhin n wa mi yi. 
HEB.10.19	Emi azaje, yi ɓa mi ya lo Shekwoyi aba, Yesu ami la zokwo guya gayi. 
HEB.10.20	Yesu la zokwo woi-woyi guya gayi. Kwo zhin kwa ga wye-wyeyi, Wo la zokwo zhin yi kwoi lo Shekwoyi aba. Owo nayi ɓedo n wo ami yi nu ɓei zhin zokwo ye.
HEB.10.21	She Yesu Kristi wo nu zhin Pirist Dnagmayi, woi gyi ɓe tu n Shekwoyi puwa nyi. 
HEB.10.22	Emi azaje, yi lo Shekwoyi aba n bugbayi guguyi ya. Yi ku gaiciya ga n ge wo ɓa gwo yi, ntu ge Yesu ami layi zhanya sarai. Zafun kwa woi zhan yi ya cici. 
HEB.10.23	Yi zhin aza gniyi nu kuma yi wyewyeyi lo. Yi to zhin shakka, n yi gnigni yi m, gama eyi Gni yi zhin za gaiciya da nu wohin kwa wo ɓa nu owo alkawali.
HEB.10.24	Yi zhin godiya ntu nya ɓo Yesu ku zhin gayi nyi. Yi yenajeyi, yi bma aje zhin yi ce aje bwa. Deye ɓa wu ge yi zhin Yesu abara nu hin-hin.
HEB.10.25	Ema zaje yi to ci aduwa ɓo wyegba m, enya nu n na zaho zhin, amma yi ce aje bwa yi dna aje zokwo, Yesu jezeɓe ɓo kwo la wu viwyi.
HEB.10.26	Yi to gyi abye fi n na laifi m, ntu ge yi kpe gaiciya ye lo. Amma n ya gyi abye n laifi zhin, Shekwoyi ta zhin yi gafara m, ya zhin yi gwo kpe m. 
HEB.10.27	Shekwoyi ɓa ta za nwa gyi abye n laifi zhin yi, Wo zhin Shekwoyi nuwun yi nu. Shekwoyi minagyi ɓo zopui nwo anuwun yi n nyipyeyi kmaknayi. 
HEB.10.28	Aɓei tu aza dole ɓa vi Musa awyidna, aza n ɓa ɓei zungna nyi ɓaɓei ku fi n tna sun-sungye. Sa n za ɓei zhin laifi, sai a bwa aseda da ngun aba kwo ngun ata laifi kwa tabbata. 
HEB.10.29	Aza ho lo ɓai kpe Shekwoyi ɓi apita, ɓai zhin aɓo ngye owo ami to ɓai gyi-gyi-yi m. Ɓa la Zafun Gyi-gyi-yi la minagyi ka. Oza n wo zhin aɓo deye pya, wo ɓa gwo tata dnagmayi, wo to ɓei lo Shekwoyi bemi m.
HEB.10.30	Shekwoyi ɓei da ge, “Tagba kwo zhin mi nya nu. Nɓa ga ɓa amsa.” Nɓa ka aɓei da ya. “Nɓa da aza owa, nɓa ta aɓenukwoyi zhin yi.” 
HEB.10.31	Nkanu ɓa kpe Shekwoyi minagyi ɓo ye a? Kwo zhin ɓo dnawoyi nu oza lo Shekwoyi wada.
HEB.10.32	Ho kpe sa lo n ho ɓo ya Yesu vi ncei yi? Emazaje, fye to ze wyihi amwi m. Anyipyeyi gmada nya n naɓo wowoyi: Fye ku wahala sin ntu Yesu eye ɓo, amma fyehin kwa fye, ku hakuri bwa. Fyeto na wo aɓo m amma fye vi wo cici. 
HEB.10.33	Mi pa salo naza ɓei zhin ɓai lu fye, ɓai ma fye san. Fye gye aza sun-sun nɓa ɓei zhin ɓai sin wahala n gye fye nyi, kwo zhin hali manayi nu. Shekwoyi kwa wo dagma lo n fyei. 
HEB.10.34	Fye ɓei sin wahala ɓedo n naza yi n ɓafi n kurkuku. Fye to ɓei damu sa n na ɓei ku fye akaya m, fye ɓo ku Shekwoyi kpeye har fyei kpema wo. Fye kpe lo ge, gyiba dnagmayi lo kwoi pmi fye nʼshemi.
HEB.10.35	Fye to fa kpema Shekwoyi ɓo m, kwo n wuso-wuso, fye to fa m. Shekwoyi n lada yi shi fye lo n ʼshemi. 
HEB.10.36	Fye zhin peceiye, fya zhin hankuri. Deye fye zhin Shekwoyi ɓeye nu. N fya zhin Shekwoyi ɓeye, fye ɓei gwo lada n mwa. 
HEB.10.37	Sa fyewyi, Yesu jezeɓe lo, wo ta mwa sam. Fye zhin hankuri fya pmi wo. 
HEB.10.38	A Yesu viyi zhin Shekwoyi aɓi nu vinya, dole ya zan-zan dna n gaiciya ga. Nna ɓo vinya la kpema wo fyeto fa Dagayi vi ɓom, Shekwoyi ta wo agmada n nazai n ɓa jeze n navun yi m.
HEB.10.39	Ama yi zhin wo aviyi nu ɓehin-hin nya. Yi to ye ya jeze navun yi m Eyi gaiciya ga kwo ci seda lo ge yi wye-wyeyi nyalo-nyalo nya yi lo.
HEB.11.1	Kni yi nu zhin gaiciya ga? Gaiciya ga kwo nu zhin bugba shi ge nya yi ye kwo ɓa zhin. Ko nu zhin gaiciya ga n bugba ge nya lo na bye kwo da shike yi ta mi ya to kwo bwa m, kwo kwa ya gye m.
HEB.11.2	N sapai aza ɓei nyi n gaiciya ga yi sosai. Aɓei zhin a kpe ɓa ye ntu ɓa gaiciya ga ɓo.
HEB.11.3	Dna gaiciya ga, yi kpe lo ge Shekwoyi nu ɓei zhin anyi n nanyai vinya n ɓa fi n ɓa nyi. Owo ɓeda nu ɓei zhin ɓa, nsasayi kwa zhin.
HEB.11.4	Gaiciya ga nu ɓei zhin Habila wa vi Shekwoyi ɓo. Wo ɓei ɓe n nyagayi n kwo ɓei da Shekwoyi ndu Kayinu nya. Shekwoyi ɓei la Habila gwo ɓedo n wo nyaga yi. Habila gwo ɓedo n wo nyaga yi. Habila lafi amma dole ya dna wo wye ya gye wo ɓei kpe ma Shekwoyi.
HEB.11.5	Enoch ɓei zhin zanu n gaiciya gayi. Wo ɓei la kpema Shekwoyi. Shekwoyi kwa wa dagma n wo gaiciya gai. Ntu cenu wo to ɓo fi m. Shekwoyi ɓei la wo la lo n cei n ʼshemi.
HEB.11.6	Shekwoyi ta wo ho agmada m ndei ho to n gaiciya ga yi m. Oza n wo ye wa ɓe wa ba dole wa ga wo gaiciya. Wa kpe ge Shekwoyi zhin wa ga aza lada n ɓa zan wo shin nyi.
HEB.11.7	Nuhu ɓei zhin ʼzanu n wo ɓei kpema Shekwoyi. Shekwoyi ɓo wu wo anya n ɓa ɓa zhin. Nuhu ɓei la gaiciya ga Shekwoyi wa zhin eya ntu ge kwa gni wo puwa. Aza je ɓei gyi abye ɓa zhin laifi. Ɓa to ɓo ga Shekwoyi gaiciya m. To ɓa viwo begye m, Shekwoyi ɓo gwo Nuhu ntu wo gaiciya ga ɓo, n wo ɓo vi yi.
HEB.11.8	Ibrahim kwa wo ɓei kpema Shekwoyi sosai. Dna n gaiciya ga wa wo Shekwoyi begye. Shekwoyi ɓo gna wo ge wo fa wa yi wa lo ekni do. Shekwoyi ɓo ku gna ge wo ɓa ga Ibrahim ekni yi. Wo ɓolo, to woi kpe aba n wo lo m. 
HEB.11.9	Wo ɓei zhin zhiɓeyi nu dna ekni alkawali nya. Ama wo ɓei la kpema Shekwoyi. Wo ɓei dna n na lubui n wo puwa yi vinya Ishaku ɓedo n Yakubu yi ɓa ɓo fi n na lubui ce. Shekwoyi ɓei ga ɓa alkawali ngye Ibrahim. 
HEB.11.10	Ibrahim ɓei pmi Shekwoyi wa ɓe n woyi n zhimi. Ezhi n Shekwoyi wa mi n wohin yi.
HEB.11.11	Saratu ɓei n gaiciya ga yi, Owo gaiciya ga ɓo zhin wo wa ma oɓi woi la kwo. Wa gaiciya ga ge Shekwoyi ɓa nuwo alkawali. 
HEB.11.12	Ntu cenu, Israila yi bye ɓei pa n Ibrahim nu oza nwo ɓei la kwo sosai. Wonu zhin ebye dnagmayi ye dada. Owo aɓi n mwa begye n gye amwi kwo akpasu ayiwo ge oɓa dada. Wo ɓei la api mi ɓa n ʼshemi.
HEB.11.13	Aza ye vinya ɓaku kpe ma Shekwoyi. Nya wo ɓei zhin ɓa alkawali, ɓa ɓo la kwo ga gaiciya. Amma ɓa to ɓo gwo anya vinya n Shekwoyi ɓei zhin ɓa alkawali m. Ɓa ɓei la ye ɓa gwo alkawali, amma ɓa ku ɓa nya fi. Amma ɓa ɓei nagmadayi ntu ge ɓa ɓo kpe ge anyi ye to zhin ɓa nya num. Eyi puwa lo n ʼshemi nu. 
HEB.11.14	Oɓa ɓeda kwo wu ɓa wyetu. Aza ɓei zhin ɓai shi awye n ʼshe nu, oɓa puwa nu.
HEB.11.15	Ɓa ɓei n sai nyi ɓa jeze lo anyi gmada. Ama ɓa to ɓe ye lo ɓo m. 
HEB.11.16	Maimako ɓa ɓei kni agmada eshe nya nu, ntu cenu a da Shekwoyi lo.
HEB.11.17	Sanu Shekwoyi ɓeitu Ibrahim mwi cei nyi wo ɓo dudu wa kpema wo. Ntu cenu wa ga Ishaku owo ɓi. Har wa ku shiri zhin wa zun wo sha ntu sadaka ɓo. 
HEB.11.18	Wo ɓei ku shiri zhin wawu Ishaku. Koda shike Shekwoyi ɓei ku gna wo ge Ishaku ɓa zhin obye tukwo da. 
HEB.11.19	Wo ɓei ku kpe ge Shekwoyi ɓa je Ishaku wyewyeyi ga. Enya nu kuwa nkwo ɓo zhin, Ama n Ibrahim aba Ishaku ɓola fi ama wa jeze ɓe anyi. 
HEB.11.20	Dna n gaiciya ga Ishaku ɓei tu Yakubu anabarka ɓedo n Isuwa yi ntu na bye ɓo.
HEB.11.21	Yakubu ɓei fi woi la kwo, ama kafin wo fi wo ɓei yi Yusufu aɓi vinya wa zhin aduwa kpe ɓa, wa tu ɓa anabarka. Duk dna n gaiciya ga nu n wo ɓo zhin aɓo ye.
HEB.11.22	Yusufu ɓei n gaiciya gayi, wo ɓo fi woi la kwo ce. Wo ɓei da a Israila gni-gni ɓo n Masar. Wo ɓei ku kpe ge kwo ɓa zhin lo nu. Ntu cenu wa gna ɓa ge ɓa ɓei la wo asunkun ku lo ncei dna n gaiciya ga nu n wo ɓo da ce.
HEB.11.23	Musa dada n woʼya yi ɓei n gaiciya ga ce. Ɓa ɓei la gaiciya ga ge Shekwoyi ɓa gni ɓa ɓi n fi. Cenu ɓo zhin ɓa sowo har apya ta. Amma ɓa to ɓei zhin ɓai wo Firauna dna m.
HEB.11.24	Musa wohin ɓei gaiciya ga. Wa mwa har wa zhin zayakwo dna Masar, to wa ye ayi wo ge Firʼauna nyigun nugun m. 
HEB.11.25	Wa ye wa sun wahala n Shekwoyi azayi, wo to ɓei ye wa dagma dna n laifi m. 
HEB.11.26	Wo ɓei gna wo ta ye wa zhin aɓo n gye a Masar yi aɓin, ama wo ɓo gye kwo ɓa wo du wa sun wahala ntu Shekwoyi alkawali ɓo, Wo ɓei la gaiciya ga ge Shekwoyi ɓaga wo lada n du Masar nya. 
HEB.11.27	Dna gaiciya ga wa fa Masar, wo to ɓei wo dna ge esu ɓa gyi minagyi m, wo ɓei kpe ge Shekwoyi kunsun lo n woi, Wa kpe ma Shekwoyi iko. 
HEB.11.28	Wo ɓei ku kpe ge Shekwoyi ɓa gni wo aza, ntu cenu wa gna aza ge ɓa wu kugya ɓa pmiya kwo ami n na bokunmi she, sanu malaika efi nya ɓei duya wo to ɓo wu ɓa ɓi kmisunyi m. Amma puwa doho-dohoi nkwo to ɓei ami yi kpem, wa wu aɓi kmisunyi.
HEB.11.29	A Israila yi ɓei la kpema Shekwoyi. Ɓa pi ola dnagmayi ya n gye ɓa piya n kni kawai. Ama sanu na Amasar yi ɓei tumwi ge ɓa lo, ɓa ku bwi nuwan.
HEB.11.30	Dna n gaiciya ga Jerikwo galu kwa ʼɓaya, A Israila yi ɓei she galu gun anyipyei tnaba. Shekwoyi gbega nu ɓei. Ɓavi gbega yi kwa. 
HEB.11.31	Rahab ɓei zhin karuwanu. Ama wo ɓei la gaiciya ga Shekwoyi iko, wo to ɓei fi n kunsun nwo azaje yi m, ɓa ɓei fi ntu ge ɓa to ɓei vi Shekwoyi begye m. Amma Rahab ɓei la azhi-pmigye yi gwo.
HEB.11.32	To, mi ɓa shada gena? Esa lami gba, n mi ɓa da aza gaiciya ga ɓo n gye Gidion, Barak, Samson, Jepheta, Dauda ɓedo n Samuila yi. 
HEB.11.33	Oɓa vinya ɓa ɓei kpema Shekwoyi, Ɓa ɓei gyi kun, ai ku asu ya n ɓa gyi nyi, ɓai gyi be, ɓa gwo anabarka. Har ɓa wu agagwo, to agaba mi nɓa nyaho zhin. 
HEB.11.34	Ena to ɓei shin ɓa gyin. Abeyakwo to ɓei shin ɓa wu m, Azaho ɓei ku kala bwa. Aza ho ɓaku ze abezhe-yakwo dna soja. Ɓa nya a soja je ya har ɓai busi. 
HEB.11.35	Azaho ɓai ku aza kala n vingwo, Azaho ɓa ye ge ɓa sun wahala ɓa vi Shekwoyi. Ɓa ɓei ku kpe ge Shekwoyi ɓei je ɓa kala ku ɓa bwa wye-wye yi nyalo-nyalo nya.
HEB.11.36	Aɓei zhin a ma azaho san, azaho a sa ɓa naiya n busi yi, azaho kwa a pa ɓa a ya ɓa fi n kurkuku. 
HEB.11.37	Aɓei kni azaho akuta har ɓa fi. A sa azaho pisa n gun aba nʼbei. Ama aɓei ku ɓa wu n abe-yakwo yi, azahoi vi ana-pa na kugya pai. Mikun yi gun ɓa har nyai san ɓa a zhin ɓa ɓo ntna sun-sun gye. 
HEB.11.38	Aza ho ɓei zhin aza manayi nu sosai, ama ɓa ɓei zan fi n Zhabui, n na pai. Ɓa fi n nabwo nkni. 
HEB.11.39	Ɓa ɓei Ikpema Shekwoyi a zhin shiri ntu yi ye n ɓai, ama zaho-zahoi nɓa to ɓei gwo anya vinya n Shekwoyi ɓo zhin ɓa alkawali m. 
HEB.11.40	Lada lo n du ɓa nya n Shekwoyi a zhin shiri ntu yi ɓo, ntu cenu Shekwoyi yelo ɓa pmi yi ya kun gna.
HEB.12.1	She azalo n mwa ɓai shi ya, wye nyi, yi ku akaya shanwoyi ya, yi ku a laifi fa nɓa shi yi nyi to ɓai ye ge ya gyi abye nyin. N nabai ya zan-zan dna n gaiciya n hakuri yi n Shekwoyi la shi n ya bye nyi.
HEB.12.2	Yi shi Yesu nu awye, wo nu zhin yi gnabye. Vinyikwo to ɓei wo wo wa fi ntu ya laifi ɓon. Wo ɓei kpe ge kwo ɓa ɓe wo n mwa-mwai. Nsaiye kuwa wo tu lo n naba duduyi n kunsun n Shekwoyi n ʼshemi. 
HEB.12.3	Aza nukwoyi ɓei ga Yesu wahala, ama wa zhin hakuri. Yi dna wo wahala wye wa ze eyi gnabye. Deye ɓa bma yi zhin ya bwa kala. 
HEB.12.4	Kwo dama yi to shi gusun n laifi yi kwo n jarabai har yi la amisa kpe ɓedo n ami yin.
HEB.12.5	Hola Shekwoyi ɓeda zamwi nu? Wo ɓei gna ge, “Omi nugun to gyi minagyi ʼsa Shekwoyi wa gaho tata. To bma bugba ya esa n wa wuho oho doknunu gbi m. 
HEB.12.6	Shekwoyi zhin wa dna owo aɓi zokwo wa ga ɓa tata. Sanu wo ga yi tata, kwo wu gye yi zhin wa nya nu.” 
HEB.12.7	Shekwoyi zhin yi-fi n zokwo shi aza je zhin oɓa ɓi fi n zokwo nyi. Zaho-zahoi ta mi wa shi n waɓi to wa dna wo zokwo m. Yi zhin wa ɓi nu, ntu cenu woi ga yi tata. 
HEB.12.8	Dole ata aɓi, oɓa dada ɓa zhin Ba fi n zokwo. Amma n Shekwoyi to ga ho tata m, ho to zhin wo nya nu m. 
HEB.12.9	Yi zhin ya ga ya dada mwa-mwa. Yi ta nya ɓa ɓo m, ɓai ya ga yi tatam. Ntu cenu yi gwo Shekwoyi tata n na gmadayi. Shekwoyi ye yi n du eya dada anyi nya. Wa ga yi tata ntu ge wo ye yi lo.
HEB.12.10	Eya dada anyi nya dna yi zokwo aye fyewyi nu kawai. Amma Shekwoyi zokwo dna, gaiciya nu n saho-sahoi. Wo ye ya gwo wo gyi-gyi, wo ta zhin wye m. 
HEB.12.11	A tada oza sanu na ta won, sai dai ko la duya. Kwo zhin ha fa a zokwo nukwoyi ya vi zokwo do na gmada yi ɓedo lafiya yi.
HEB.12.12	Laka la kwo da shike a laho ɓe, ha bwa kala njesun. 
HEB.12.13	Zhin ha pita zokwo manayi. Aza tna kala na nyasan yi n ɓa vi kwo ɓa ta miya ɓa wu ɓahin m. Amma ɓaɓa ku ze akala da dna n gaiciya ga.
HEB.12.14	To je zaho-zahoi m, ha zan-zan gyi-gyi-yi cici, Ntu ge aza n ɓa to gyi-gyi-yi m, ɓa ta gye Shekwoyi wye m. 
HEB.12.15	Fye dna je wye n fye ɓa bwa Shekwoyi anabarka n fye to ye ge nuwun kwo lo fye a tasun. Ko zhin kwa ɓe n wahala yi, kwa to aza wye-wyeyi bwa. 
HEB.12.16	To fya zhin anagbayi m, to fya shi Shekwoyi lafya-lafya, n gye Isuwa m. Wo ɓei kun wo gado ntu mikun ɓo. Kwo ɓei zhin ɓo gboloyi nu n wa ba. 
HEB.12.17	Sanu awye ɓei kna wo ya, sai la duya, ko da shike wo ɓo ci bwi ntu wo laifi ɓo, ama duk gboloyi nu. Ato ɓei je woyem.
HEB.12.18	Ho to shin wahala sun n gye a Israila nya m. Ɓa ɓei ku lo ena, ɓa ku lo wyegma, ɓa ku lo ogma nukwoyi, aɓo deye ɓa ɓei gye ɓa n Sinai pe nu har ɓai wo edna njesun, Shekwoyi ɓei ga ɓa owo awyidna n ya nu. 
HEB.12.19	N wyihi, ɓa wo ai bye a kna-knaci, ɓa wo Shekwoyi begye n gye ogma har kwoi shan ekni ashan. Har ɓa gna Shekwoyi ge wo la fa ɓeda ɓo, ntu dna ɓo kurum. 
HEB.12.20	Ɓa to mi ɓa mizhi m, ntu nwa awyidna ɓo. Gama nyakpa doho-dohoi n kwo ɓei to epei, kwo ɓei la fi. 
HEB.12.21	Kwo ɓei zhin oɓo dnawo nya nu, Musa nwohin wo ɓei ku dna wo, wa gna ge, “Mi vin lo mi-i wo dna.” 
HEB.12.22	Amma fye ku ɓe Sihiyona pe, kwo nu zhin Urushelima eshe nya. Fye ku ɓe amalaika yezhi ba, agmada ʼba. 
HEB.12.23	Fyehin kwa wato zaho-zaho n wo eye katu lo n Shemi, fye ɓe Shekwoyi-wada yi aba, fye ɓe azafun aza gni-gni yi nya aba. Ɓa lo n ʼshe, ɓa ku ze n nu-nuyi. 
HEB.12.24	Fye ku ɓe Yesu aba n wo zhin yi viye yei n alkawali woi-woi aba nyi. Fye ku ɓe Yesu ami aba n ɓa zhin za gafara nyi. Owo ami du Habila nya lo. Habila ami ɓei zhin nya nu n na ɓa gbata.
HEB.12.25	Kna wo ɓeda tnubua n wo daɓo n hoi nyi. Abei ga a Israila yi tata ntu ge ɓa ɓei zun Shekwoyi ɓeda gna-na n Musa ʼgbe, oza n wo zun wo ɓeda gna-na n Yesu gbe wo ɓa gna fifi nu. 
HEB.12.26	Shekwoyi begye nu kawai ɓei zhin anyi ɓa shan-shan, sanu wo ɓei da ɓo tu n Sinai pe nyi. Sanu wa je ɓo da duk ɓedo n ʼshe yi kwo ɓei shan-shan. 
HEB.12.27	Shekwoyi ɓei shi nya ya nkwo to na gbegye yi lon, anya n ɓa mi zhi lo ɓa nu ɓei ce zhi kawai. 
HEB.12.28	Shi yi nbegyi lo, n zaho ta mi nkwo gwoya nyin, yi zhin ɓo nkwo ɓa da Shekwoyi, yi zhin wo bauta, nbugba godiya nya yi, yi ga wo mwa-mwa ndanwoyi. 
HEB.12.29	Ntu ge eyi Shekwoyi zhin ona nu, nkwo gyi aba nyi.
HEB.13.1	Yi ye najeyi ntu ge yi zhin gmanyi-gmanyi nu. 
HEB.13.2	Yi ye na zhiɓeiyi Aza ho ɓei ku zhin lo nu na malaikayi amma ɓa to ɓei kpe m. 
HEB.13.3	Pa za ɓo nɓa fi n kurkuku nyi, gye she a ga aza wahala. Sun wahala n kun-sun ɓai. Sun wahala yi n gye kwo zhin ho nya nu.
HEB.13.4	Fye la mula ɓo shi dei-dei. Kada a zhin fye agma fya wunya. N fya wunya Shekwoyi ɓei dafye wa.
HEB.13.5	Fye to ku ze agyiwye ye yi m. Zhin godiya n nya yi n ho cei lo. Shekwoyi ɓei gna ge wo ta ya yi m. Mi kun-sun lo n fyei nyalo-nyalo. Nɓa ga fye nyagyi cici. 
HEB.13.6	Ntu na alkawali ye ɓo yi ɓa da ɓo ntna edna, “Shekwoyi nu zhin mi bmazhin yi mi ta wo oza dna m.”
HEB.13.7	To fya ze ofye azakowyi amwi dna n Yesu ye m, Ɓa ɓei kpema Shekwoyi ɓa zan-zan n dna woyi. Fye vi ɓa pita bwi.
HEB.13.8	Yesu ta shan do n, Nya wo ɓei nyi n su nyi, wo zhin kwo nu n naiye kuma har nyalo-nyalo. 
HEB.13.9	Shi Shekwoyi ta shan do nyin, to ye a malami doho-doho ɓa dna fye kwoce n nyawu nukwoyi m. Fa Shekwoyi alheri kwa ga fye kala. To ge anyagyi ho pya awyidna ko kwa zhibaje m, ɓa zhin banza nu-nnaza ba nɓa gyi ɓa nyi.
HEB.13.10	Eyi nyagyi gyi zafun nya kwo zhin zundu nu oza n wo dna awyidna kwo-kwoyi sunta wo to deye anabarka yi lo m. 
