MAT.1.1	Jesukristo mräkä känekäne jrei Davikri amne Abrahamkri abko nere:
1CO.15.43	Ni ngrabare käme bobre doboi mikata, akwa Ngöbökwe ni mikadita nire angwane, ni rabadi bä nuäre ngrabare. Erere arato, ni ngrabare di ñakare ye doboi mikata akwa, Ngöbökwe mikadita nire angwane, ni rabadi bäri dite ngrabare. 
1CO.15.44	Erere arato, ni ngrabare kä nebtä ne abko jatani dobokri abko doboi mikata, akwa Ngöbökwe ni ngrabare mikadita nire angwane, ni ngrabare kä käinbtikri biandi kwe nie. Erere arato, ni ngrabare jatani dobokri tärä ne ngwane, ni ngrabare kä käinbtikri ye tärä arato.
1CO.15.45	Ye mden kisete Ngöbö Kukwei tä niere krörö:
1CO.15.45	Ni käne kädian nämane Adán abko Ngöbökwe mikani nire, 
1CO.15.45	akwa Adán mrä kädianta Kristo ne abko Üai kwe köböire tä ni miketa nire. 
1CO.15.46	Akwa ni ngrabare nünakäre kärekäre kä käinbti, ye abko ñakare käne nikwe akwa, ni ngrabare nünakäre kä nebtä abko rabadre käne nikwe, yebti ni ngrabare nünakäre kä käinbti rabadre nikwe mda. 
1CO.15.47	Ni dätebare käne kä Adán abko dobro temen ne dätebare, akwa ni mda abko Kristo ye abko kä käinbti jatani. 
1CO.15.48	Ne aisete, ni kä nebtä abko dobro dätebare nire abko bä namani ño ngrabare, ye kwrere ni jökrä bä ja täritäri; akwa ni kä käinbti bä ño ngrabare, ye kwrere Ngöbökwe ni krütanikrütani mikadita nire angwane, ni ngrabare bä rabadi arato. 
1CO.15.49	Ne aisete, dobro dätebare nire abko kwrere ni bäta ja täritäri mtare kä nebtä, ye kwrere Ngöbökwe ni mikadita nire angwane, ni kä käinbti kä Kristo bä ño ngrabare, ye kwrere ni ngrabare bä rabadi arato.
1CO.15.50	Yebtä abko, ti tö niei krörö munye ti mräkätre tikwe: Ngöböta gobrane, ye känti ni ngrabare tä niken ngwarbe ye ñan raba nebe nüne jire chi, ñobtä ñan angwane kä käinbti ye känti jändrän ñakare jire tä niken ngwarbe raba neme. 
1CO.15.51	Akwa kukwe nämane tiebe kaibe Ngöbökwe kira, ye mikanina gare kwe nie mtare abko ti bike niere, aisete ti kukwei nuen munkwe: Nitre tödekaka Jesubti ñan krütadre jökrä angwane niara jatadita, akwa Ngöbökwe ni jökrä kwitadi. 
1CO.15.52	Trombeta jükadi ngö rabadi kä mrä mikakäre gare angwane, nitre tödekaka Jesubti jökrä rikwitadi jötrö ngwarbe Ngöbö diebti, nita okwä kwata metete jötrö ngwarbe, ye kwrere jire ni rikwitadi batibe jökrä se kwrere. Trombeta ngö rabadi, ye ngwane nitre tödekaka Jesubti krütanikrütani abko rükadita nire jökrä amne ñan krütadreta mda amne, ni tödekaka Jesubti tädi nire nire abko Ngöbökwe kwitadi jökrä arato.
1CO.15.53	Ni ngrabare tä niken ngwarbe, ne täte abko ni ngrabare niken ngwarbe ñakare abko rabadi nikwe. Erere arato, ni ngätä tä ngataen, ne täte abko ni ngätä ngataen ñakare rabadi nikwe. 
1CO.15.54	Ni rikwitadi jökrä kore angwane, Ngöbö Kukwei tä tikani krörö rabadi bare:
1CO.15.54	Gata, Ngöbökwe ma ganaibarera,
1CO.15.54	aisete ma ñan rabadre jire chi mda, aisete ni ñakare jire iti krütadre mda. 
1CO.15.55	Aisete Gata, ¿ma di kri abko tä mdente?
1CO.15.55	¿Tbi tu krübäte kwrere jire, ma krübäte, ye abko tä mdente, Gata? 
1CO.15.55	abko nieta Ngöbö Kukweibtä. 
1CO.15.56	Ne aisete kukwe kämekäme nuenta nikwe Ngöbö rüere abtä nita krüte, ne abko tbi tu krübäte kwrere amne, Kukwe Biani Ngöbökwe Moiséye ye köböire kukwe kämekäme tä sribire abko käta ni kukwe kämekäme nuenkä mike gare nie. 
1CO.15.57	Akwa ni Dänkien Jesukristo, köböire Ngöböta ni die mike kukwe kämekäme ganaine amne gata ganaine. Yebtä abko nikwe kuin niedre Ngöböye.
1CO.15.58	Ne aisete ti mräkätre tare tikwe, munkwe tödeka ni Dänkienbti, yebtä munkwe nünanka dite jabtä käre köbö kwatirekwatire. Mdakäre abko, sribi ni Dänkienkwe, yebtä munkwe ja kita ja di ngöibti, ñobtä ñan angwane ñan munta sribire ngwarbe kräke.
1CO.16.1	Kukwe mdara jire abkobtä ti tö nibi blitai munbe abko krörö: Nitre Ngöbökwe, kräke ngwian ükakröta munkwe, ye abko ja mräkätre tä gätäre Jesu käbti kä Galaciate käkwe ngwian ükarekrö ño tikwe niebare ietre, ye kwrere munkwe nuen abko krörö: 
1CO.16.2	Käre bämän kratirekratire bämänte, munkwe ngwian mika biare jenena biandre ngwarbe ja mräkätrekrä. Ngwian amne jändrän nükani nuäi mun kisete, ye erere munkwe dianka biare jenena, bti munkwe üka. Yebti ti rikadre nebe yete angwane, munkwe ñan ngwian ükarekrö ye näire. 
1CO.16.3	Mdakäre abko, ti näin nebe yete angwane, nire nire tädi mikani biare munkwe juandre Jerusalén, nitre ye abko kräke tikwe tärä tikadi, bti tikwe juandi ngwian ükakröta, ye munkwe bian ja mräkätre bobre bobreye Jerusalén. 
1CO.16.4	Akwa nane ti rikadre Jerusalén ye abko rabadre dbe ne ngwane, ja mräkätre juandre munkwe ngwian mike Jerusalén ye näin tibe.
1CO.16.5	Tita juta Efesote nete, akwa ti näin angwane, ti näin käne kä Macedoniate. Yebti ti näin nebe mun känti Corintote yete. 
1CO.16.6	Ye känti ti rabadi nünentbe bä raire munbe ruen tie, akwa nane kä ñüre näire ti rabadi yete ruen tie. Yebti ti jatadi niken mdente angwane, munkwe ti die mikadi rikakäre ta, abkokäre ti rabadi yete. 
1CO.16.7	Ti ñan tö näin gwängwarbe, ñobtä ñan angwane ti ñan tö ja tuai jötrö munbe dikarekä kwärä, aisete ni Dänkien tö ne ngwane, ti rabadi nünentbe bä raire munbe yete ja tuakäreta munbe. 
1CO.16.8	Akwa gwängware abko, ti rabadre Efeso nete nemebe köbö Pentecostés näire, 
1CO.16.9	ñobtä ñan angwane ni kwati tä ja rüere tibe, akwa gwängware kä tärä kri amne kuin sribikrä tie ni Dänkienkrä nete, aisete ti rabadi bä raire mda nete. 
1CO.16.10	Akwa nane Timoteo rüka mun känti yete angwane, rabadre jäme mun ngätäite, abkokäre munkwe ka ngäbti kuin, ñobtä ñan angwane tita sribire, ne kwrere niarata sribire arato ni Dänkienkrä. 
1CO.16.11	Ne aisete, mun ñakare jire iti käkwe niara mika ngwarbe jae, akwa jatadre jäme ta, abkokäre munkwe die mika, ñobtä ñan angwane tita niara amne ja mräkätre mda mda ngibiare ngäbti.
1CO.16.12	Angwane ti mräkä Apolos abko rikadre ja mräkätre mda mdabe basare munye abko tikwe ribeba kisere ie, akwa ye ngwane niara ñan tö rababa rikai, aisete ñan rikaba, akwa nebti kä tädira ie angwane, näin nebe basare munye yete.
1CO.16.13	Angwane mun abko käkwe ñan dikaka okwä kware amne munkwe nünanka dite tödekabtä ni Dänkienbti. Erere arato, munkwe ja die mika kri nünenkä dite Satana rüere. 
1CO.16.14	Angwane munkwe jändrän jökrä nuen, ye abko munkwe nuen ja moto kuinbti ni mda mda tarere kwärä.
1CO.16.15	Ja mräkätre, käne Estéfanas amne mräkä kwe aibe käkwe kukwe kuin Jesubtä kani ngäbti käne kä Acaya yete angwane, niaratre nikaninbe sribire nitre tödekaka Jesubti kräke, ye tä töre munye ruen tie. 
1CO.16.16	Ne aisete, niara amne ni mda mda sribikä niaratre kwrerekwrere abko munkwe kukwei mika ütiäte jae, ie ti tö. Erere arato, ni mda mda tö sribire ni Dänkienkrä, ye munkwe mika ütiäte jae. 
1CO.16.17	Estéfanas rükaba Fortunatobe amne Acaicobe ti känti nete, ye abko käi nuäre kri tibtä, ñobtä ñan angwane niaratre käkwe ti moto mikaninta jäme mun diäre. 
1CO.16.18	Ne kwrere arato, ti moto amne mun moto tä jäme niaratre köböire ruen tie, aisete ni niaratre ne kwrere abko munkwe mikadre ütiäte jae.
1CO.16.19	Ti mräkätre, ja mräkätre gätäkä Jesu käbti kä Asiate nete käta köbö kuin juen mun kräke. Erere arato, Aquila amne Priscila btä ja mräkätre mda mda tä ja ükekrö niaratre gwiriete ye käta köbö kuin juen kri mun jökrä kräke ni Dänkien käbti. 
1CO.16.20	Ja mräkätre jökrä nete tä köbö kuin juen mun jökrä kräke. Munkwe ja demain kwärikwäri ja moto kuinbti.
1CO.16.21	Ti Pablo ne mden käta kukwe mrä ne tike ja kise jenbti munkrä, ti ara käta tärä ne tike rükadre gare munye abkokäre. 
1CO.16.22	Nire nire ñan tä ni Dänkien tarere, yebtä Ngöbökwe ngürün mikadre näre, käkwe kitadrekä kärekäre ja okwä bäre mento. ¡Ni Dänkien, ma jata jötrö, ie ti tö! 
1CO.16.23	Ni Dänkien Jesu käkwe ja moto mika kuin mun jökrä kräke. 
1CO.16.24	Ti Pablo käta mun jökrä tarere kärekäre Kristo Jesu käbti. Abko kore se. Ne ngörä.
2CO.1.1	Ti Pablo käta tärä ne tike. Ngöbö tö namani ti mikai Jesukristo kukwei ngwianka abko erere tita sribire kräke. Ti ne mden käta köbö kuin juen ti mräkä Timoteo ben gwaire mun nünanka juta Corintote käta gätäre Ngöbö käbti, ye kräke nunta köbö kuin juen. Erere arato, mun nünanka kä jökräbti temen kä Acayate, kräke nunta köbö kuin juen. 
2CO.1.2	Ngöbö ni Rün nikwe amne ni Dänkien Jesukristo käkwe ja moto mika kuin munkrä amne mun mika nüne jäme kwetre, ie ti tö.
2CO.1.3	Ngöbö ni Dänkien Jesukristo Rün aibe raba käikitaninkä ni jökräkwe. Nita nebe ruentari tare kärekäre ie amne kukwe jire jökrä nikwe, btä niara tä ni die mike amne tä kä miketa nuäre nibtä. 
2CO.1.4	Nita ja tare nike bätäkä ngwarbe angwane, Ngöböta ni die mike amne tä kä miketa nuäre nibtä, ni mda mda tädre ja tare nike ño ño angwane, ni rabadre ni ye die mike amne kä miketa nuäre btä abkokäre. 
2CO.1.5	Ngöböta nuene kore, ñobtä ñan angwane Kristo käkwe ja tare nikani kri krübäte, ye kwrere ja tare nika tä krübäte ni kisete. Erere arato, Kristo köböire Ngöbökwe ni die mikadi kri krübäte amne kä mikadita nuäre kwe nibtä. 
2CO.1.6	Ye abko, mun rabadre die mikani Ngöbökwe amne kä rabadreta nuäre munbtä amne mun rabadre dianintari, abkokäre nunta ja tare nike sribi Jesukristokwe ye dokwäre. Ngöböta nun die mike amne tä kä miketa nuäre nunbtä, nunkwe mun die mikadre amne nunkwe kä mikadreta nuäre munbtä siba angwane, nunta ja tare nike, ye kwrere mun tädre ja tare nike tödekabtä Jesubti angwane, munkwe nünandrekä dite jabtä, abkokäre Ngöböta nun die mike amne tä kä miketa nuäre nunbtä. 
2CO.1.7	Ye abko, munta ja tare nike gwaire nunbe, ye kwrere arato Ngöbökwe mun die mikadre amne kä mikadreta nuäre kwe munbtä gwaire nunbe gare nunye, aisete mun rabadi dianintari metre gare kuin nunye.
2CO.1.8	Ti mräkätre, tita tärä tike kore munye, ñobtä ñan angwane provincia Asiate kukwe rakakaba taretare krübäte nun rüere, ye abko rabadre gare munye, ie ti tö. Jä oto doboko rika ngitiekä nibti, käkwe ni ketate temen, ye kwrere jire kukwe jataba doboko krübäte nun rüere, käkwe nun di gakaba jökrä amne, nunkwe ñan nünandre mda rababa ruen nunye. 
2CO.1.9	Angwane nun krütadre era metre rababa ruen nunye, akwa kukwe rakakaba kore nunbtä, ye köböire abko nunkwe ñan tödekadre ja di jenbti au akwa, Ngöbö ni krütanikrütani mikakata nire, ye aibebti nunkwe tödekadre abko rükaba gare nunye. 
2CO.1.10	Amne Ngöbökwe nun diantariba gata ye ngäniene, ye kwrere kukwe jatadita nun rüere angwane, Ngöbökwe nun dianditarita gata ngäniene. Ngöbökwe nun ngibiadi kärekäre abkobti nunta tödeke, 
2CO.1.11	amne munta blite Ngöböbe, yebti mun rabadre nun die mike kri. Ye abko, mun kwati tä blite Ngöböbe nunkrä ne ngwane, nun die mikata Ngöbökwe, ye rükadi gare munye angwane, ni kwati käkwe kuin niedi Ngöböye nunbtä.
2CO.1.12	Mdakäre abko, kukwe krörökrörö abko nun tö mikai gare bäri munye: Ngöbö diebti nunkwe nünanba deme ni mda mda ngätäite kä nebtä amne mun bäri, ben nunkwe nünanba kore abti kä nüke mtare. Erere arato, Ngöbö diebti nunkwe ni mda mda ngökani ñakare jire, ye abko gare kuin nunye amne jata nebe ruen ngite ñakare jire chi nunye Ngöbö ngwärekri, ñobtä ñan angwane ñan ni kä nebtä töi abko erere nunta näin, akwa Ngöböta ja moto mike kuin nunkrä abko diebti nunta näin kore. Ye mdenbtä nun tö ja dikaire. 
2CO.1.13	Amne nunkwe tärä tikani munye, ye abko munkwe ñäkädre btä amne rükadre gare kuin munye abko erere nunkwe tikani, aisete tärä yebtä munkwe ñäkä amne, rükadi gare kuin jökrä munye abko tita nütüre. 
2CO.1.14	Angwane nun abko tä nüne ño, ye nükanina gare ruäre munye, akwa mtare rükadre gare täte munye, ie ti tö, ni Dänkien Jesu jatadi nüketa angwane, ja rabadre ruen ütiäte nunbti munye, ye kwrere arato ja rabadre ruen ütiäte munbti nunye ni Dänkien Jesu ngwärekri abkokäre.
2CO.1.15+2CO.1.16	Ti näma tödeke kore munbti, aisete ti näin Macedonia angwane, ti näin käne nebe basare munye yete, ti näma nütüre abko erere tikwe nieba munye. Erere arato, ti jatadreta ja jiebti angwane, ti rükadre basareta jire munye yete, ti näma nütüre. Tikwe basadi bobu kore munye, abti munkwe ti die mikadre nikenta nebe Judeate ti näma nütüre, akwa ti ñan rababa basare munye yete. 
2CO.1.17	¿Tikwe köbö kitaba basakrä munye, yebti tikwe töbikabare ñakare kuin ja käne munta nütüre ya? Mdakäre abko, ¿tita kukwe kubu niere kukwe kwatibe kräke amne ti töi abko tä jändrän mdabtä, aisete tita jän niere, akwa tita ni ngökö abko munta nütüre tibtä ya?
2CO.1.18	Ngöböta ja kukwei bien kwatibe, bti tä mike täte, ye kwrere nunta kukwe kuin Jesubtä niere munye angwane, nunta blite kwatibe, aisete ñan nunta “jän” niere, yebti nunta “ñakare” niereta batibe munye, 
2CO.1.19	ñobtä ñan angwane kukwe kuin Jesukristo Ngöbö Odeibtä abko Silvano, Timoteo amne ti käkwe mikani gare munye angwane, nunkwe ñan niebare krörö munye: Nane Ngöbö kukwei Jesubtä abko era, nane era ñakare abko nunkwe niebare ñakare kore munye. Akwa Ngöbö kukwei Jesukristobtä abko kukwe era erere niebare kwatibe nunkwe munye, aisete nunkwe blitabare ñakare ketebu batibe. Ngöbökwe ja kukwei mikadre täte, yebtä “jänri” niebare kwatibe kwe Jesukristobtä abko erere rabadi kärekäre, 
2CO.1.20	ñobtä ñan angwane Ngöbökwe ja kukwei biani kabre kukwe nuenkäre ni kräke abko mikani bare täte jökrä Kristo köböire kwe. Ye mden kisete, nita Ngöbö käikitekä angwane, Ngöbökwe ja kukwei mikani täte Kristo köböire, yebtä nita “Amen,” niere abko erere raba bare kore nita niere Ngöböye Kristo Jesu köböire. 
2CO.1.21	Ti mräkätre, Ngöbö ara jire käkwe nun amne mun mikani nünenkä dite ketetibe gwaire Kristobtä. Ye abko, Ngöbö ara jire käkwe ni mikani deme jenena jakrä. 
2CO.1.22	Erere arato, Ngöböta ni bkäne abko bä mikani krörö kwe: Niarakwe ja Üai Deme mikani nüne nibtä, angwane jändrän tärä bäri mda kwe nikrä abko mikani gare nie arato, ye köböire abko Ngöböta jändrän mda mda ngibiare ni kräke abko tä mike gare nie.
2CO.1.23	Tita kukwe era erere niere munye, ye abko gare kuin Ngöböye, aisete ti rikadre Corinto mun känti yete ti näma nütüre, akwa ti ngämi niken, ñobtä ñan angwane mun tare kri tikwe, aisete ti ñan tö ñäkäita taretare munye, aisete ti ngämi niken. Tita kukwe niere munye, nebtä tita mun ngökö ne ngwane, Ngöbö ara jire raba niere ti rüere mun ngökabtä kore. 
2CO.1.24	Mun abko tä tödeke Kristobti, yebtä abko ñan nunta ja mike mun dänkiene, akwa nunta sribi nuene jirekäbe gwaire munbe abko käkwe kä mikadre bäri nuäre munbtä, abkokäre nunta sribire kore, ñobtä ñan angwane mun nena nünenkä dite jabtä tödekabtä Kristobti aisete.
2CO.2.1	Ti tö rababa kä mikai bäri nuäre munbtä, aisete ti ñan tö rababa näin ñäkäkäre taretare munye bobukäre mun moto mikakäre ulire, aisete ti ngämi nebeta basare munye. 
2CO.2.2	¿Tikwe mun moto mikadre ulire, ye ngwane ñan mun moto mikani ulire tikwe, ye ara käkwe kä mikadre nuäre tibtä ya? ¡Jänri! Mun ye aibe raba kä mike nuäre tibtä. 
2CO.2.3	Tikwe tärä tikaba tare kore munye, ñobtä ñan angwane munkwe kä mikadre nuäre tibtä näre abko munkwe ti moto mikadre ulire rababa ruen tie, ñobtä ñan angwane mun ñan tö namani ti kukwei mikai täte, aisete ti ñan tö rababa rikai yete. Ti rikadre yete angwane, munkwe kä ngwiandre nuäre gwaire jabtä tibe rababa ruen tie, akwa tikwe tärä tikaba jirekäbe kore munye. 
2CO.2.4	Ti näma tärä ye tike munkrä angwane, ti töi ñan rababa krütare munbtä amne, ti moto rababa nötöte krübäte mun jiebti amne ti rababa mun müaire krübäte jakän tärä ye tikare kwärä, akwa tikwe tärä tikaba taretare kore munkrä, ye abko ñan tikwe tikaba mun moto mikakäre ulire, akwa mun tare kri tikwe, ye rükadre gare munye, ie ti tö rababa, aisete tikwe tärä tikaba kore.
2CO.2.5	Mdakäre abko, ni iti käkwe ti moto mikani ulire, ye abko ñan ti ne aibe moto mikani ulire kwe, akwa bäri mun moto mikani ulire kwe arato ruen tie. 
2CO.2.6	Akwa ni ja mikaka ngite, btä mun kwati käkwe mäträbare krübäte, ye abko namanina dbe, 
2CO.2.7	aisete mtare kukwe btä ja mikani ngite kwe, ye munkwe dianka bti ta amne, munkwe die mikata amne kä mikata nuäre btä munkwe, niara ñan moto rabadre ulire dikaro abkokäre. 
2CO.2.8	Amne munta ni ja mikaka ngite ye tarere kri abko munkwe bä mikata tuadre ie abko ti tö ribei kore munye. 
2CO.2.9	Kukwe nämane nakenkä mun ngätäite yete, abtä tikwe tärä tikaba munye, ye abko tita kukwe niere abko erere munkwe mikadre täte jire jökrä ya ño abko ti tö rababa gai, käkwe tärä tikaba kore. 
2CO.2.10	Ye abko, nire nire tä ja mike ngite, akwa munta denta bti ta, ni ye abko tita ngite den bti ta arato, aisete ni ye käkwe ja mikani ngite ño erere ne ngwane, tikwe diandi bti ta arato mun die mikakäre nüne metre Kristo ngwärekri, 
2CO.2.11	ñobtä ñan angwane Satana käre tä juto biare kukwe miketbe ni rüere, ye abko garera nie, aisete Satanakwe ñan ni ngökadre ni ja mikani ngite yebtä, abkokäre nikwe ja ngite diandre jabti ta kwärikwäri.
2CO.2.12	Tikwe tärä tikaba kore munye, bti ti rikaba nebe juta Troate kukwe kuin Kristobtä mikakäre gare angwane, Ngöbökwe kä bianba kuin tie sribikäre ni Dänkien Kristokrä. 
2CO.2.13	Akwa ti ñan rababa nebe nuäre, ñobtä ñan angwane ti mräkä Tito ñan kwanba tie juta Troate, aisete ja mräkätre tödekaka Jesubti Troate, ie tikwe köbö ngwiantariba, bti ti rikaba Macedonia mda.
2CO.2.14	Tita kuin niere Ngöböye, ñobtä ñan angwane Kristo krütani krusobtä angwane, ni ganainbare kwe Ngöbökrä amne Ngöbökwe ni dianinkä sribikäre jakrä Kristo köböire. Ni ganainbare rübtä abko tä näin ni ganainkä jiebti, ye kwrere mtare nunta näin Kristo jiebti. Nun köböire abko Ngöböta kukwe kuin Kristobtä mike gare ni mda mdaye, aisete jändrän rä bäne, ye kwrere kukwe kuin ye rä kite niken kä jökräbti temen. 
2CO.2.15	Ne aisete Kristokwe nünabare ño, käkwe ja tare nikani, ye kwrere tita nüne. Ye abko, Kristo namani kuin dbe Ngöbö ngwärekri, ye kwrere tita Ngöbö ngwärekri, jändrän rä bäne ye kwrere. Amne ni mda mda rabadre dianintari ya, ñakare ya, akwa jändrän rä bäne ye tä näin jökrä ni ngätäite kä ngrabare temen, ye kwrere jire tita niaratre okwäte. 
2CO.2.16	Akwa nire nire rabadi nianinte, ye ie abko ti rabai tuen jändrän ngwäkäre rä käme kwrere, akwa nire nire rabadi dianintari Ngöbökwe, ni ye ie ti rabai tuen jändrän rä bäne kwrere, ñobtä ñan angwane tita kukwe kuin Jesubtä mike gare ietre aisete. ¡Sribi ye abko ni ñakare jire chi rabadre nuene ja di jenbti au ñan ñan! 
2CO.2.17	Ye abko ni kwati tä näin Ngöbö kukwei kuin dirire ngwian diankrä jae, ye kwrere tita näin ñakare, akwa ti abko tä näin Ngöbö kukwei mike gare era metre. Ni juani Ngöbökwe tä blite era metre töi kuinbti, ye kwrere tita blite Kristobtä Ngöbö okwäbti Kristo köböire.
2CO.3.1	Tita sribire kuin Ngöbökrä rükadre gare metre munye, abkokäre tita blite kore, ¿yebtä abko ti kiterate ja käikitekä au tuen munye ya? ¿O ni ruäre kukwei mikadre ütiäte, abkokäre tä tärä kärere ngwiandre jabtä, ye kwrere ti rikadre ngwena munye, munta nütüre ya? ¿O ni ruäre kukwei mikadre ütiäte kä mdabti, abkokäre tä tärä kärere munye, ye kwrere tikwe tärä kärädre munye ja kukwei mikakäre ütiäte ni mda mdaye ya? Ñakare jire chi munkwe biandre, ñobtä ñan angwane ni mda tä biamna munye, 
2CO.3.2	akwa tärä ye kwrere abko ütiäte ñakare tikrä, ñobtä ñan angwane mun ara jire tä tärä ti kukwei mikakrä ütiäte ye kwrere tikrä. Käre munta töre tie amne tita mun tarere bäri. Ye abko, ni mda mda käta mun mike ñäräre angwane, munta tödeke Kristobti sribi tikwe köböire abko tä nüke gare ietre. Mdakäre abko, tita mun tarere ño, ye abko tä tuen ni jökräye, aisete tärä ni kukwei mikakrä ütiäte btä ñäkäta, ye kwrere jire munta ni jökrä ngwärekri. 
2CO.3.3	Amne sribi tikwe köböire munkwe tödekani Kristobti, aisete mun abko tärä ni kukwei mikakrä ütiäte kwrere tikrä, ye abko ni jökrä raba tuen, aisete Kristo ara jire käkwe mun mikani tärä ye kwrere abko tita mike tuadre ni mda mdaye. Mdakäre abko, mun abko ñakare tärä tikata plumabti kwrere, ñobtä ñan angwane tärä ye kwrere abko nire ñakare, akwa Ngöbö nire abko Üai ara jire käkwe mun mikani tärä ye kwrere. Erere arato, mun abko ñakare tärä okwä tikani jä otobtä Ngöbökwe biani Moiséye kira ye kwrere. Akwa mun nire ye ara jire töi abko Ngöbökwe mikani tärä kwrere sribi nunkwe köböire.
2CO.3.4	Amne Kristo köböire nunta tödeke kri Ngöböbti, aisete kukwe nieta nunkwe jabtä ne abko era metre abko erere nunta niere. 
2CO.3.5	Ye abko ñan nun di tärä täte jökrä bikakäre kri sribi nunkwebti, akwa Ngöbö diebti sribi Kristokrä tä nebe bare nie. 
2CO.3.6	Ne aisete, kukwe ükaninte btin Ngöbökwe Kristo köböire, ye mikakäre gare ni mda mdaye, Ngöbö ara käkwe ja di biani nunye. Akwa kukwe ükaninte btin ye abko ñakare tä ükaninte Kukwe Biani Ngöbökwe Moiséye ye kwrere, akwa Ngöbö Üai ara jire tä sribire kukwe btin yebti, käta ni mike nüne kärekäre Ngöböbe. Akwa Kukwe Biani Ngöbökwe Moiséye ye abko nikwe ñan mikadre täte jökrä angwane, tä ni kite ngise amne tä ni mike kärekäre Ngöbö okwä bäre mento.
2CO.3.7	Kukwe Biani Ngöbökwe Moiséye, ye nikwe ñan mikadre täte jökrä angwane, ni kitadre ngise kwe amne ni rabadre kärekäre Ngöbö okwä bäre mento. Kukwe ye abko nämane tikani jäbtä abko Ngöbökwe biani Moiséye kira angwane, Ngöbö trä namani bä nuäre ye abko trä namani jökrä Moisés ngwärebtä. Yebti Moisés jataninta gwäkäre angwane, Ngöbö trä ye jatani nebeta bä diore Moisés ngwärebtä, akwa nitre israelita ñan namani Moisés tua kä ngwärebtä Ngöbö trä kisete. 
2CO.3.8	Se abko kukwe ükaninte btin Ngöbökwe angwane, Ngöbö Üai ara käta sribire nibtä, ¿se abko ñan bä rabadi bäri nuäre ya? ¡Jänri, bäri rabadi nuäre! 
2CO.3.9	Kukwe Biani Ngöbökwe Moiséye, ye abko ñan mikata täte ne ngwane, tä ni kite ngise jirekäbe, akwa Ngöbökwe biani angwane, Ngöbö trä namani bä nuäre, se abko Ngöbökwe kukwe ükaninte btin, yebti ni ngite ñakare mda Ngöböta niere amne tä ni kaen ngäbti nieta nie ¿se abko ñan bä rabadi bäri nuäre krübäte ya? ¡Jänri! 
2CO.3.10	ñobtä ñan angwane Ngöbökwe kukwe ükaninte käne nitre israelitabe angwane, kukwe biani Moiséye angwane, kä trä namani bä nuäre; akwa mtare kukwe ükaninte btin Ngöbökwe ye nikwe mikadre ñäräre angwane, kä trä rabadi tuen bäri nuäre nie, kä trä namani nuäre käne yebti ta. 
2CO.3.11	Ngöbökwe kukwe ükaninte käne nitre israelitabe abko biani kwe Moiséye, kukwe ye abko jatani niken bätärekä ta abko Ngöbökwe biani Moiséye angwane, kä trä namani bä nuäre, aisete Ngöbökwe ükaninte btin nibe Kristo köböire abko rabadi kärekäre, ¿se abko ñan bäri ütiäte, aisete trä rabadi dirare kärekäre ya? ¡Jänri, bäri trä rabadi dirare kärekäre!
2CO.3.12	Kukwe ükaninte btin Ngöbökwe ye rabadi kärekäre amne trä rabadi dirare käre, ye gare metre nunye, aisete tita blite ja di ngöi jökrä kukwe yebtä ni jökrä ngwärekri. 
2CO.3.13	Akwa ñan tita blite ni jökräbe Moisés kwrere. Ngöbö trä bä nuäre namani Moisés ngwärebtä, ye abko jatani trä nenkäta amne trä jatani nebe diore Moisés ngwärebtä abko nitre israelita käkwe ñan tuadre, abkokäre Moisékwe dän kukwän kitani ja ngwärebti. 
2CO.3.14	Akwa Ngöbö ara jire käkwe nitre israelita dokwä mikani ribi, aisete kira abti kä nüke mtare Kukwe Biani Ngöbökwe Moiséye, yebtä nitre israelita tä ñäke angwane, dän kukwän ni okwäbti kisete käta nebe tuen ñakare nie, ye kwrere jire käta nebe nitre israelita töibti. Niaratre töi mräme tä dän kukwän kwrere niaratre okwäbti, ye abko dianka ngämi, ñobtä ñan angwane niaratre käkwe tödekadre Kristobti angwane, Kristo aibe käkwe jändrän ye diandrekä btätre, niaratre rabadre töi ngitiekä metre abkokäre. 
2CO.3.15	Ye mden kisete, kira abti kä nüke mtare, Kukwe Biani Ngöbökwe Moiséye, yebtä nitre israelita tä ñäke angwane, dän kukwän ni okwäbti kisete käta nebe tuen iko nie, ye kwrere käta nebe nitre israelita töibtä, aisete Ngöbö kukwei ñan tä nüke gare ietre. 
2CO.3.16	Akwa nita ja töi kwite ni Dänkien kukwäre, käta tödeke Jesubti angwane, ni töi mräme abko tä dän kukwän kwrere ni töibtä ye abko ni Dänkien tä denkä mento nibtä, 
2CO.3.17	ñobtä ñan angwane ni Dänkien tä, ye känti Ngöbö Üai tä ben amne nire nire, btä ni Dänkien tä Ngöbö Üaibe, ye känti nita tikaninte. 
2CO.3.18	Ne aisete ni jökrä töi mräme mräme abko nämane dän kukwän ni ngwärebtä, kä nämane ni okwä jue mike, ye abko ni Dänkien käkwe dianinkära mento nibtä. Ne aisete kä trä tä nebe tuen ñäite, ye kwrere jire ni Dänkien Kristo trä bä nuäre tä kite tuen nibtä mtare ni mda mdaye. Ye ñobtä ñan angwane ni Dänkien Üai tä niken ni kwite bäri köbö kwatirekwatire ni mikakäre bäsi ja kwrere ni Dänkienbe, aisete köbö kwatirekwatire ni Dänkien trä bä nuäre ye tä kite tuen bäri mda nibtä.
