MAT.1.1	អ្យា​នាវ​ងក៝ច​យៅ​អូ​ចែ​
1PE.1.16	យ៝រ​លាស​តា​នាវ​កោរាញ​ឞ្រាស​ងើយ​លែៈ​គែស​ញចីស​ជេស​កោរាញ​ឞ្រាស​លាស​កើត​នអា៖ «អ៝ន់​ខាន់​អៃ​មៃ​ជេង​ក្ល៝ស​អ្វែស យ៝រ​លាស​
1PE.1.17	យ៝រ​លាស​ខាន់​អៃ​មៃ​ក្វាល់​ជ៝យ​កោរាញ​ឞ្រាស​កើប​
1PE.1.18	ខាន់​អៃ​មៃ​គឹត​ជេស 
1PE.1.19	យើន​មា​
1PE.1.20	កោរាញ​ឞ្រាស​លែៈ​កើយ្ស​
1PE.1.21	យ៝រ​មា​
1PE.1.22	ខាន់​អៃ​មៃ​តឹម​ឞាន​មា​លែៈ​ថ៝​អ៝ន់​ក្ល៝ស​ជេស​ខាន់​អៃ​មៃ​នើម យ៝រ​មា​អ្យាត់​នាវ​ងាន់ នទ្រី​ខាន់​អៃ​មៃ​លែៈ​ឞ្លាវ​តឹម​រ៝ង់​នទ្រាង់​នើម​ហោ​ងាន់។ លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​តឹម​រ៝ង់​នទ្រាង់​នើម​ទុត​ហោ​មា​លែៈ​នូយ្ស​នហ៝ម់​ងាន់។
1PE.1.23	ខាន់​អៃ​មៃ​លែៈ​គែស​នូយ្ស​នហ៝ម់​មហែ​តឹម​ឞាន​មា​ទែស​ទូ​តឹ​ជឹត មោ​អោស​ទី​ឞើស​រាន៝យ​អី​ឞ្លាវ​អោម ជេង​ឞើស​រាន៝យ​អី​មោ​ឞ្លាវ​អោម តាៈ​ឞើស​នាវ​ងើយ​កោរាញ​ឞ្រាស​អី​រេស​អី​ហោម​បាបើ​នហ៝​រ៝។
1PE.1.24	កើត​លែៈ​គែស​ញចីស​ជេស​តា​នាវ​កោរាញ​ឞ្រាស​ងើយ៖
1PE.1.24	«ទឹង​លែៈ​ឞូនុយ្ស​ជេង​តឹម​ឞាន​មា​រេប‌
1PE.1.24	នាវ​អ្វែស​ខាន់​ពាង់​តឹម​ឞាន​មា​នាវ​អ្វែស​កាវ​ឆី​ឞ្រី។
1PE.1.24	រេប​អី​នៃ​ហ្វាញ់‌
1PE.1.24	កាវ​អី​នៃ​រុង​ដ៝ង់‌
1PE.1.25	យើន​មា​នាវ​ងើយ​កោរាញ​ឞ្រាស​ហោម​បាបើ​នហ៝​រ៝»
1PE.1.25	នាវ​ងើយ​កោរាញ​ឞ្រាស​អី​នៃ​ជេង​នាវ​មហែ​មហាន​អ្វែស​អី​លែៈ​ឞូ​មឞើស​ងក៝ច​អ៝ន់​មា​ខាន់​អៃ​មៃ​នៃ​នើស។
1PE.2.1	លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​មអារ់​លើយ​ហ៝ម់​ទឹង​លែៈ​នទើ​អ្យើស មអារ់​លើយ​នាវ​មរោស​នទើម​អាប់​នតីល នូយ្ស​នហ៝ម់​នទ៝ប់​មពោន នូយ្ស​នហ៝ម់​មោ​នាច នទ្រែល​មា​មអារ់​លើយ​នាវ​ងើយ​កែក​ឞូ​អាប់​នតីល!
1PE.2.2	អ៝ន់​ខាន់​អៃ​មៃ​នអើរ​ជ៝យ​នាវ​នតី​ឞើស​កោរាញ​ឞ្រាស តឹម​ឞាន​មា​អ៝ស​ឞេ​អុច​ងាន់​មា​ទាក​ត៝ស​មែ គៃ​មា​ខាន់​អៃ​មៃ​តេស​ក្វ៝ង់ នទ្រែល​មា​ត៝ត់​ខាន់​អៃ​មៃ​គែស​នាវ​រាក្លាយ្ស​ងាន់‌
1PE.2.3	យ៝រ​លាស​អាបៃ​អ្យា​ខាន់​អៃ​មៃ​លែៈ​ឆៃ​ជេស​នាវ​អ្វែស​
1PE.2.4	អ៝ន់​ខាន់​អៃ​មៃ​ហាន់​អា​
1PE.2.5	កើត​នទ្រី​ដ៝ង់​ខាន់​អៃ​មៃ​នៃ​គែស​នាវ​រេស​នហ៝​រ៝ ខាន់​អៃ​មៃ​ជេង​តឹម​ឞាន​មា​លុ​ឞ្ល៝ន​ដ៝ង់ លាស​នទ្រី​អ៝ន់​កោរាញ​ឞ្រាស​ឆ៝ៈ​ខាន់​អៃ​មៃ​តឹម​រាង្លាប់​ឞាល់​ជេង​តឹម​ឞាន​មា​ជាន​ទូ​មល៝ម់​ជៃ​មា​
1PE.2.6	លែៈ​គែស​ញចីស​តា​នាវ​កោរាញ​ឞ្រាស​ងើយ​កើត​នអា៖ «កោរាញ​ឞ្រាស​លាស៖
1PE.2.6	«ល៝ង់​អ្វាញ់​ហ៝ម់ 
1PE.2.6	លុ​ឞ្ល៝ន​អី​នៃ​ទុត​ខ្លៃ​ទុត​អ្វែស​ងាន់។
1PE.2.6	ឞូ​ម៝ស​អី​ញឆីង​មា​លុ​អី​នៃ មោ​គែស​អោស​ឞូ​អ៝ន់​ពាង់​គែស​នាវ​ដីត​ព្រេង»»
1PE.2.7	មា​ខាន់​អៃ​មៃ​អី​ញឆីង លុ​ឞ្ល៝ន​អី​នៃ​ទុត​គែស​នាវ​ខ្លៃ យើន​មា​ឞូនុយ្ស​អី​មោ​អោស​ញឆីង​គែស​ញចីស​មា​ខាន់​ពាង់​កើត​នអា៖
1PE.2.7	«ទូ​មល៝ម់​លុ​ឞ្ល៝ន​អី​នៃ ឞូនុយ្ស​ឞ្លាវ​ជាន​ជៃ​លុ​ឞ្ល៝ន​លែៈ​មអារ់​លើយ‌
1PE.2.7	យើន​មា​លុ​ឞ្ល៝ន​អី​នៃ​ជេង​លុ​ឞ្ល៝ន​ខ្លៃ​រាលាវ​ឞូ​ច្រាវ​មា​ជាន​ជៃ​ទុត​ន៝ប់»
1PE.2.8	ជេសរី
1PE.2.8	«ជេង​លុ​ឞ្ល៝ន​អី​ជាន​អ៝ន់​ឞូ​គែស​នាវ​ចេស​ព្រាស‌
1PE.2.8	ជេង​លុ​ឞ្ល៝ន​អី​អ៝ន់​ឞូ​ចោត​ទូ​ងាយ​ឞើស​នាវ​ញឆីង​មា​កោរាញ​ឞ្រាស»
1PE.2.8	ខាន់​ពាង់​អី​នៃ​ទឹង​គែស​មា​តឹម​ឞាន​មា​ចេស​ព្រាស យ៝រ​មា​មោ​អោស​អ្យាត់​នាវ​ងើយ​កោរាញ​ឞ្រាស នាវ​អី​នៃ​លែៈ​អើម​កោរាញ​ឞ្រាស​នទ្រាប់​មា​ខាន់​ពាង់។ 
1PE.2.9	យើន​មា​ខាន់​អៃ​មៃ​នៃ ខាន់​អៃ​មៃ​លែៈ​ជេង​ទូ​ផូង​អី​កោរាញ​ឞ្រាស​ទែ​លែៈ​កើយ្ស​ជេស ជេង​មពោល​ឞូនុយ្ស​ជាន​ឞ្រាស​មា​កោរាញ​ឞ្រាស​អី​កាដាច់ ជេង​មពោល​អី​ក្ល៝ស​អ្វែស ជេង​ប៝ន​លាន​អី​កោរាញ​ឞ្រាស​លែៈ​ឆ៝ៈ​ព្រាប់​មា​
1PE.2.10	ឞើស​នតើម​នើស​ខាន់​អៃ​មៃ​មោ​អោស​ជេង​ទូ​ផូង​ឞូនុយ្ស‌
1PE.2.10	យើន​មា​អាបៃ​អ្យា​ខាន់​អៃ​មៃ​លែៈ​ជេង​ទូ​ផូង ជេង​ផូង​ប៝ន​លាន​កោរាញ​ឞ្រាស​នើម។
1PE.2.10	ឞើស​នតើម​នើស​ខាន់​អៃ​មៃ​មោ​អោស​កោរាញ​ឞ្រាស​យោៈ​នអាច‌
1PE.2.10	យើន​មា​អាបៃ​អ្យា​ខាន់​អៃ​មៃ​លែៈ​កោរាញ​ឞ្រាស​យោៈ​នអាច។
1PE.2.11	អើ​អ៝ស​នោ​តា​នាវ​ញឆីង​អី​គ៝ប់​រ៝ង់ ខាន់​អៃ​មៃ​អី​តឹម​ឞាន​មា​ឞូនុយ្ស​ផូង​ឞូ​នាច់​ឞ្រី​អេង​តា​នែស​នតូ​អ្យា អី​តឹម​ឞាន​មា​ឞូនុយ្ស​អី​គុ​ញជើស​តា​នែស​នតូ​អ្យា​ទូ​ប្ល៝ត់​ទើម គ៝ប់​ទាន់​ខាន់​អៃ​មៃ​ហោ​ងាន់ អ៝ន់​ខាន់​អៃ​មៃ​ទែរ​ហ៝ម់​ឞើស​នាវ​កើញ​អ្យើស យ៝រ​លាស​នាវ​កើញ​អី​នៃ​តឹម​ឞាន​មា​តឹម​រាទ៝ង់​ដាស​ខាន់​អៃ​មៃ អុច​ងកីង​ខាន់​អៃ​មៃ​មោ​អ៝ន់​អ្យាត់​នាវ​កោរាញ​ឞ្រាស​អុច។
1PE.2.12	អ៝ន់​ខាន់​អៃ​មៃ​គុ​ងាវ​ឆ៝ង់​តា​ងក្លាង​ផូង​អី​មោ​អោស​ញឆីង​មា​
1PE.2.13	អ៝ន់​ខាន់​អៃ​មៃ​យើក​មា​ទឹង​លែៈ​ឞូនុយ្ស​អី​គែស​នាវ​ទើយ​អេងៗ​តា​ឞ្រី​ទាក​តា​នែស​នតូ យ៝រ​លាស​ខាន់​អៃ​មៃ​ញឆីង​មា​
1PE.2.14	អ៝ន់​យើក​មា​កោរាញ​ក្វ៝ង់​អី​កាដាច់​ទែ​អ៝ន់​ជាន​ការ​គៃ​មា​តេៈ​ទោយ្ស​ឞូនុយ្ស​អី​ជាន​អ្យើស ជេសរី​រានេ​មា​ឞូនុយ្ស​អី​ជាន​អ្វែស។ 
1PE.2.15	កោរាញ​ឞ្រាស​អុច​ខាន់​អៃ​មៃ​ជាន​នទើ​អ្វែស។ លាស​ខាន់​អៃ​មៃ​ជាន​កើត​នៃ នទ្រី​ទឹង​ឞូនុយ្ស​
1PE.2.16	ទឹង​លែៈ​ឞ៝ន់​មោ​ហោម​អោស​គុ​តា​ន៝ម់​ទាស​មា​នាវ​ឞូ​ដាៈ យើន​មា​លើយ​អោស​ទាស​មា​ឞ៝ន់​នើម​អុច​ជាន​បេង​មា​ញឆោស​នាវ​ជាន​អ្យើស​ច្រាវ យ៝រ​លាស​ខាន់​អៃ​មៃ​ហោម​ជេង​ឞូនុយ្ស​ឆើម​កើល​ជាន​ការ​មា
1PE.2.17	អ៝ន់​ខាន់​អៃ​មៃ​យើក​មា​ទឹង​លែៈ​ឞូនុយ្ស អ៝ន់​រ៝ង់​មា​ឞូនុយ្ស​អី​លែៈ​ញឆីង ជេសរី​ក្លាច​យើក​មា​កោរាញ​ឞ្រាស នទ្រែល​មា​យើក​មា​កាដាច់។
1PE.2.18	អើ​ផូង​ទឹក​ឞូ អ៝ន់​ខាន់​អៃ​មៃ​អ្យាត់ នអ៝ប់​មា​យើក​ហ៝ម់​កោរាញ​ខាន់​អៃ​មៃ​នើម មោ​អោស​ទើន​យើក​មា​កោរាញ​អី​អ្វែស​អី​មលែស​ទើម កោរាញ​អី​មោ​អ្វែស​អី​ជាញ អ៝ន់​ខាន់​អៃ​មៃ​ក្លាច​យើក​មា​ពាង់​ដ៝ង់។
1PE.2.19	កោរាញ​ឞ្រាស​រាម់​មអាក​មា​ឞ៝ន់ លាស​ឞ៝ន់​ជាន​តឹង​នាវ​
1PE.2.20	លាស​ឞ៝ន់​ទើន​នាវ​ឞូ​រាពាត់​មឞាង​យ៝រ​មា​ឞ៝ន់​ជាន​តីស លាស​នទ្រី​កោរាញ​ឞ្រាស​មោ​អោស​រានេ​ឞ៝ន់ យើន​មា​លាស​ឞ៝ន់​ជាន​អ្វែស ជេសរី​ឞូ​ហោម​ជាន​ជេរ​ជ៝ត់ នទ្រី​កោរាញ​ឞ្រាស​រានេ​ឞ៝ន់។
1PE.2.21	កោរាញ​ឞ្រាស​ក្វាល់​ឞ៝ន់​គៃ​មា​ទើន​នាវ​ជេរ​ជ៝ត់​កើត​នៃ យ៝រ​លាស​
1PE.2.22	លែៈ​គែស​ញចីស​លាស​មា​
1PE.2.22	«
1PE.2.22	មឞូង​
1PE.2.23	ឞ៝ល​លាស​ឞូ​រាក​ឆ្វាយ​
1PE.2.24	​លែៈ​ទោរ​ជេស​នាវ​តីស​ឞ៝ន់​តា​ឆាក់​ជាន់​
1PE.2.25	អា​ល៝រ​នើស​ឞ៝ន់​តឹម​ឞាន​មា​ឞែ​ឞ្យាប់​អី​លែៈ​ហ្យើត យើន​មា​អាបៃ​អ្យា​ឞ៝ន់​លែៈ​ព្លឹ​ជេស​តា​
1PE.3.1	អើ​រោស​មែ​អី​លែៈ​គែស​ឆាយ អ៝ន់​អ្យាត់​ឆាយ​ខាន់​អៃ​នើម គៃ​មា​នាវ​គុ​ងាវ​ខាន់​អៃ​លែវ​ឆាយ​អី​ហោម​តឹម​រាទ៝ង់​មា​នាវ​មហែ​មហាន​អ្វែស​ឆឹត​ញឆីង យ៝រ​លាស​ខាន់​ពាង់​ឆៃ​អូរ​គុ​ងាវ​អ្វែស​កើត​នៃ មោ​អោស​ខាច់​មឞើស​ងក៝ច​មា​នាវ​មហែ​មហាន​អ្វែស‌
1PE.3.2	យ៝រ​មា​លែៈ​ខាន់​ពាង់​ឆៃ​ខាន់​អៃ​គុ​ងាវ​ទុត​អ្វែស នទ្រែល​មា​ឞ្លាវ​ក្លាច​យើក​កោរាញ​ឞ្រាស។ 
1PE.3.3	លើយ​អោស​មឹន​មា​ងក្រឹ​ឆាក់ កើត​លាស​ពាច់​ឆ៝ក់ វាន់​នទ៝ក​កោង​ញ៝ង​មាយ្ស មោ​លាស​ញឆ៝ស​ឞ៝ក​អាវ​អី​អ្វែសៗ‌ 
1PE.3.4	យើន​មា​អ៝ន់​ឞ្លាវ​ងក្រឹ​តា​ត្រោម​នូយ្ស​នហ៝ម់​ខាន់​អៃ ជេង​នទើ​ងក្រឹ​អី​មោ​ឞ្លាវ​អោម ជេង​នូយ្ស​នហ៝ម់​មលែស​រាមេន រាស​រើច នទើ​អី​នៃ​អី​គែស​នាវ​ខ្លៃ​ទុត​ហោ​តា​នាប់​មាត់​កោរាញ​ឞ្រាស។ 
1PE.3.5	កាល់​អែ​នើស មពោល​ឞូ​អូរ​អី​ក្ល៝ស​អ្វែស​អី​ក្លាច​យើក​មា​កោរាញ​ឞ្រាស នអ៝ប់​មា​រានើម​មា​កោរាញ​ឞ្រាស​មា​លែៈ​នូយ្ស​នហ៝ម់ ខាន់​ពាង់​ងក្រឹ​ខាន់​ពាង់​នើម​តា​ត្រោម​នូយ្ស​នហ៝ម់​កើត​អី​នៃ​ដ៝ង់ នអ៝ប់​មា​អ្យាត់​ឆាយ​ខាន់​ពាង់​នើម។ 
1PE.3.6	កើត​នទ្រី​ដ៝ង់​អូ​
1PE.3.7	អើ​អ៝ស​នោ​អី​លែៈ​គែស​អូរ អ៝ន់​តឹម​ឞាន​កើត​អី​នៃ​ដ៝ង់ គុ​ដាស​អូរ​អ្យាត់​មា​ឞ្លាវ​យើក​ខាន់​ពាង់​ជេង​ឞូនុយ្ស​អី​គែស​ឆ្វាន​ដេៈ​តា​ន៝ម់ ខាន់​ពាង់​ជេង​នើម​កោរាញ​ឞ្រាស​អ៝ន់​នាវ​រេស​នហ៝​រ៝​នទ្រែល​ខាន់​មៃ​ដ៝ង់ ជាន​កើត​នៃ​គៃ​មា​កោរាញ​ឞ្រាស​ហោម​អ្យាត់​នាវ​ខាន់​មៃ​មឞើស​ឆើម។
1PE.3.8	ងគ្លែៈ​ទុត​អ្យា អ៝ន់​ទឹង​លែៈ​ខាន់​អៃ​មៃ​គែស​នូយ្ស​នហ៝ម់​ទូ​នតោរ​នាវ​ហ៝ៈ អ៝ន់​ឞ្លាវ​តឹម​កើល​នាវ​ជេរ​ជ៝ត់​នទ្រាង់​នើម អ៝ន់​តឹម​រ៝ង់​នទ្រាង់​នើម​តឹម​ឞាន​មា​ជេង​អ៝ស​នោ​ទូ​នទុល​ទែស​ហ៝ៈ អ៝ន់​គែស​នូយ្ស​នហ៝ម់​យោៈ​នអាច នទ្រែល​មា​ញជុរ​អេង​ឆាក់។
1PE.3.9	លើយ​អោស​ជាន​នទើ​អ្យើស​ព្លើង​មា​នទើ​អ្យើស​ឞូ​ជាន លើយ​អោស​រាក​ឆ្វាយ​ព្លើង​មា​នាវ​ឞូ​រាក​ឆ្វាយ​ខាន់​អៃ​មៃ អ៝ន់​ខាន់​អៃ​មៃ​ព្លើង​អ៝ន់​មា​នាវ​គែស​ជេង​មា​ឞូ​ហ៝ៈ យ៝រ​លាស​កោរាញ​ឞ្រាស​លែៈ​អុច​ខាន់​អៃ​មៃ​ជាន​កើត​អី​នៃ គៃ​មា​ខាន់​អៃ​មៃ​ឆ៝ៈ​ទើន​ដ៝ង់​នាវ​គែស​ជេង​កោរាញ​ឞ្រាស។
1PE.3.10	យ៝រ​លាស​លែៈ​គែស​ញចីស
1PE.3.10	«ឞូ​ម៝ស​អី​អុច​គុ​រេស​រាម់​មអាក‌
1PE.3.10	នអ៝ប់​មា​គែស​នាវ​រេស​អ្វែស‌
1PE.3.10	អ្យាត់​មា​ពាង់​អី​នៃ​ទើយ​ម៝ត់​ឞ៝រ់​មឞូង​ពាង់​នើម លើយ​អោស​លោស​ងើយ​នាវ​អ្យើស‌
1PE.3.10	លើយ​អោស​លោស​ងើយ​នាវ​មរោស​រាលាម់។
1PE.3.11	អ្យាត់​មា​ពាង់​ទូ​លោស​ឞើស​នាវ​អ្យើស ជាន​នទើ​អ្វែស​ហ៝ៈ‌
1PE.3.11	អ្យាត់​មា​ញឆ្រោយ្ស​ជ៝យ​តឹង​ប៝យ​នាវ​ដាប់​មពាន់​មា​ឞូ​ហ៝ៈ។
1PE.3.12	យ៝រ​លាស​កោរាញ​ឞ្រាស​អ្វាញ់​ត្រែង​ជឹត​ឞូនុយ្ស​អី​ឆ៝ង់‌
1PE.3.12	ជេសរី​អ្យាត់​នាវ​ខាន់​ពាង់​មឞើស​ឆើម‌
1PE.3.12	តីស​មា​
1PE.3.13	លាស​ខាន់​អៃ​មៃ​នអើរ​ជាន​នទើ​អ្វែស មោ​គែស​អោស​ឞូនុយ្ស​អុច​ជាន​អ្យើស​មា​ខាន់​អៃ​មៃ‌
1PE.3.14	យើន​មា​លាស​ខាន់​អៃ​មៃ​ទើន​នាវ​ឞូ​ជាន​ជេរ​ជ៝ត់ យ៝រ​មា​នទើ​អ្វែស​ខាន់​អៃ​មៃ​ជាន លាស​នទ្រី​កោរាញ​ឞ្រាស​មរា​អ៝ន់​នាវ​គែស​ជេង​មា​ខាន់​អៃ​មៃ។ «លើយ​អោស​ក្លាច​មា​នទើ​ឞូ​អេង​ក្លាច លើយ​ដ៝ង់​រុង​រាង់»
1PE.3.15	អ៝ន់​គែស​
1PE.3.16	យើន​មា​ត៝ត់​ឞូ​អោប​ខាន់​អៃ​មៃ អ៝ន់​ខាន់​អៃ​មៃ​អើស​មា​ឞូ​មា​នាវ​រាទឹ​រាឞាន់ មា​នាវ​យើក នទ្រែល​មា​គែស​នូយ្ស​នហ៝ម់​ឆ៝ង់​អ្វែស គៃ​មា​អ៝ន់​ឞូ​ម៝ស​អី​ងើយ​ញចើត​ខាន់​អៃ​មៃ​គែស​នាវ​ដីត​ព្រេង​ច្រាវ យ៝រ​លាស​ឆៃ​អ្វែស​នាវ​គុ​ងាវ​ខាន់​អៃ​មៃ​អី​ប៝ន​លាន​
1PE.3.17	លាស​កោរាញ​ឞ្រាស​អ៝ន់ អ្វែស​រាលាវ​លាស​គែស​នាវ​ជេរ​ជ៝ត់​តាៈ​ឞើស​ជាន​នទើ​អ្វែស ដាស​មា​គែស​នាវ​ជេរ​ជ៝ត់​តាៈ​ឞើស​ជាន​នទើ​អ្យើស។
1PE.3.18	​លែៈ​ទើន​ជេស​នាវ​ជេរ​ជ៝ត់​នហ៝​មា​ត៝ត់​ខឹត យ៝រ​មា​នាវ​តីស​ឞ៝ន់​ដ៝ង់ 
1PE.3.19	ជេសរី​
1PE.3.20	ហ្វេង​ផូង​អី​នៃ​កាល់​អែ​នើស​តឹម​រាទ៝ង់​មោ​អ្យាត់​កោរាញ​ឞ្រាស​តា​រានោក​
1PE.3.21	ទាក​លេង​ទាក​ទើង​អី​នៃ​ជេង​នទើ​នតឹត​នាវ​ជាន​បាប់តែម​យុក​មា​ទាក នាវ​បាប់តែម​អី​នៃ​រាក្លាយ្ស​ខាន់​អៃ​មៃ​អាបៃ​អ្យា នាវ​បាប់តែម​យុក​មា​ទាក​អី​នៃ​មោ​អោស​ទី​ថ៝​អ៝ន់​ក្ល៝ស​ឆាក់​ជាន់ យើន​មា​ជេង​នាវ​ទាន់​មា​កោរាញ​ឞ្រាស​យោៈ​មោ​ហោម​កើប​នាវ​តីស​ឞ៝ន់ នាវ​ឞ៝ន់​ទាន់​អី​នៃ​អ៝ន់​ឞ៝ន់​គែស​ងាន់​យ៝រ​មា​
1PE.3.22	ពាង់​លែៈ​ហាវ​តា​កាលើ​ត្រោក គុ​ឞើស​មា​កោរាញ​ឞ្រាស​នើម គែស​ផូង​តោង​ពារ់ ផូង​កោរាញ​អី​គែស​នាវ​ទើយ នទ្រែល​មា​ផូង​កោរាញ​អី​គែស​នាវ​ទាង់​គុ​តា​ន៝ម់​
1PE.4.1	យ៝រ​លាស​
1PE.4.2	លាស​នទ្រី​ពាង់​អី​នៃ​មោ​ហោម​អោស​គុ​រេស​តឹង​នាវ​កើញ​អ្យើស​តា​នូយ្ស​នហ៝ម់ យើន​មា​គុ​រេស​តឹង​នាវ​កោរាញ​ឞ្រាស​អុច​ទើម នហ៝​មា​ត៝ត់​ខឹត។
1PE.4.3	ឞើស​នតើម​នើស​លែៈ​ជ៝ៈ​ជេស​ខាន់​អៃ​មៃ​គុ​ងាវ​ជាន​តឹង​ឞូនុយ្ស​អី​មោ​គឹត​នាល់​កោរាញ​ឞ្រាស តឹម​ទ៝ង់ ជាន​តឹង​នាវ​កើញ​អ្យើស​តា​នូយ្ស​នហ៝ម់ ញេត​ឆោង​ញុល​ឞ្លឹក​ឞ្លែក នទ្រែល​មា​យើក​មឞាស​មា​រូប​ឞ្រាស​ជេង​នទើ​បឹ​បើច។ 
1PE.4.4	ឞូ​មោ​វ៝ត់​អោស ឆៃ​ខាន់​អៃ​មៃ​មោ​ហោម​លាប់​នទ្រែល​ខាន់​ពាង់​ជាន​តៃ​នទើ​អ្យើស​អី​ទុត​អ៝ក់​ទុត​ហោ​នៃ​ជឹត នទ្រី​ទឹង​ខាន់​ពាង់​ងើយ​មឺច​ខាន់​អៃ​មៃ។ 
1PE.4.5	យើន​មា​ខាន់​ពាង់​អី​នៃ​មរា​មឞើស​ងក៝ច​តា​នាប់​មាត់​កោរាញ​ឞ្រាស​នទើ​អី​ខាន់​ពាង់​នើម​លែៈ​ជាន​នៃ​នើស។ កោរាញ​ឞ្រាស​លែៈ​ជេស​នទ្រាប់​គៃ​មា​ផាត​ទោយ្ស​ទឹង​លែៈ​ឞូនុយ្ស នអ៝ប់​មា​ឞូនុយ្ស​ហោម​រេស នអ៝ប់​មា​ឞូនុយ្ស​អី​លែៈ​ខឹត។
1PE.4.6	យ៝រ​មា​នាវ​ផាត​ទោយ្ស​អី​នៃ ឞូ​មឞើស​ងក៝ច​ដ៝ង់​នាវ​មហែ​មហាន​អ្វែស​មា​ឞូនុយ្ស​អី​អាបៃ​អ្យា​លែៈ​ខឹត​ជេស គៃ​មា​ខាន់​ពាង់​គុ​រេស​នទ្រែល​កោរាញ​ឞ្រាស​នហ៝​រ៝ ឞ៝ល​លាស​ឆាក់​ជាន់​ខាន់​ពាង់​លែៈ​ខឹត​តឹម​ឞាន​មា​ទឹង​លែៈ​ឞូនុយ្ស​អេង​កាដោយ។
1PE.4.7	នារ​ងគ្លែៈ​ទុត​នែស​នតូ​អ្យា​លែៈ​ឞើយ​មា​ត៝ត់​ជេស លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​គែស​នូយ្ស​នហ៝ម់​នាវ​មឹន​ន៝ប់​រាក៝ក់ ញជ្រាង់​ឆាក់​គុ​ទី​កែស គៃ​មា​ឞ្លាវ​មឞើស​ឆើម។
1PE.4.8	នាវ​អី​ខ្លៃ​រាលាវ​ឞូ​អ៝ន់​ខាន់​អៃ​មៃ​តឹម​រ៝ង់​នទ្រាង់​ខាន់​អៃ​មៃ​នើម​អ៝ន់​ទុត​ហោ​ងាន់ យ៝រ​លាស​នាវ​រ៝ង់​ងគ្រ៝ស​លើយ​នាវ​តីស​អ៝ក់​រ៝ក់​ងាន់។
1PE.4.9	អ៝ន់​ឞ្លាវ​តឹម​រ៝ម​នទ្រាង់​ខាន់​អៃ​មៃ​នើម​តា​ញីស​ជៃ​ខាន់​អៃ​មៃ​មា​នូយ្ស​នហ៝ម់​រាស​រើច លើយ​អោស​អ៝ក់​ឞ៝រ់​ញជ៝រ់​ឆេក។
1PE.4.10	អាប់​នើម​ខាន់​អៃ​មៃ​លែៈ​គែស​ជេស​នទើ​កោរាញ​ឞ្រាស​អ៝ន់​ទើម​ទាម គែស​នទើ​អេងៗ​ឞាល់ លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​ឞ្លាវ​ទ៝ង់​នទើ​អី​នៃ​គៃ​មា​តឹម​កើល​ជាន​ការ​នទ្រាង់​ខាន់​អៃ​មៃ​នើម ជេង​ឞូនុយ្ស​ឆើម​កើល​ជាន​ការ​រាប់​ជាប់​មា​កោរាញ​ឞ្រាស។
1PE.4.11	ឞូ​ម៝ស​អី​មឞើស​ងក៝ច អ៝ន់​ពាង់​មឞើស​ងក៝ច​តឹម​ឞាន​មា​មឞើស​ងក៝ច​នាវ​ងើយ​កោរាញ​ឞ្រាស។ ឞូ​ម៝ស​អី​ឆើម​កើល​ជាន​ការ​អ៝ន់​ឞូ អ៝ន់​ពាង់​ឆើម​កើល​ជាន​ការ​មា​លែៈ​នហ៝ម់​ឆ្វាន​អី​កោរាញ​ឞ្រាស​អ៝ន់ គៃ​មា​ទឹង​លែៈ​នទើ​ជាន​អ៝ន់​ឞូ​រានេ​នាវ​ច្រេក​លើប​កោរាញ​ឞ្រាស​នើម​តាៈ​ឞើស​នទើ​
1PE.4.12	អើ​អ៝ស​នោ​តា​នាវ​ញឆីង​អី​គ៝ប់​រ៝ង់ ខាន់​អៃ​មៃ​លើយ​អោស​នទ្រ៝ត់​ហីស​រាហ៝ល់​នាវ​ឞូ​ជាន​ជេរ​ជ៝ត់​អី​ទុត​ហោ​
1PE.4.13	លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​រាម់​មអាក​ទោ យ៝រ​លាស​ខាន់​អៃ​មៃ​លែៈ​គែស​ជេស​នាវ​ជេរ​ជ៝ត់​នទ្រែល​
1PE.4.14	លាស​គែស​ឞូ​រាក​ឆ្វាយ​ខាន់​អៃ​មៃ​យ៝រ​មា​ខាន់​អៃ​មៃ​ញឆីង​មា​
1PE.4.15	តា​ផូង​ខាន់​អៃ​មៃ​លើយ​អោស​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​ទើន​នាវ​ជេរ​ជ៝ត់​យ៝រ​មា​ងខឹត​ឞូ នតុង​ឞូ ជាន​នទើ​អ្យើស មោ​លាស​ជាន​អេ​គឹត​ហែ​មា​នាវ​ឞូ​អេង។ 
1PE.4.16	យើន​មា​លាស​ខាន់​អៃ​មៃ​ទើន​នាវ​ជេរ​ជ៝ត់​យ៝រ​មា​ញឆីង​មា​
1PE.4.17	ម៝ង​កោរាញ​ឞ្រាស​ផាត​ទោយ្ស​ទឹង​លែៈ​ឞូនុយ្ស​តា​នែស​នតូ​ឞើយ​ត៝ត់​ជេស 
1PE.4.18	«លាស​ឞូនុយ្ស​អី​ឆ៝ង់​លែៈ​គែស​នាវ​ជេរ​ទឹង​គែស​នាវ​រាក្លាយ្ស‌
