MAT.1.1	Gyoo Defidi na Aberaham be naanabii Yesu Kristo duuluŋ man balaŋ yaa.
HEB.13.8	Nawolo nyi Yesu Kristo bɛɛ kyɛɛkee ya, ɔ kedoobii te ɔ doo. Mena keŋ ɔ doo gyaŋgba nɛ, mena te ɔ doo gyɛŋ te mena mɔ te waa doo kekpaakekpaa.
HEB.13.9	Ɛ na yeli balaŋ ka mo kawola nkaraŋkaraŋ ŋaale kaa beo ŋon, na ke wɔŋ ŋon lee gbɛɛ kpaakpaate keŋ man ya. Nawolo nyi Wurubuarɛ bɛrɛɛ keŋ ɔ ba mo boele daa nɛ yɛna kpene keŋ na do da kelɛɛdi doŋ, na weenɛɛ kekɔla mmaraase dɔɔ kedi ya. Mena weenɛɛ kekɔla mmaraase kɛŋa bɛɛ tale kyɔ balaŋ baŋ bee di ŋe dɔɔ nɛ gbɛɛ kamasɛ man ya. 
HEB.13.10	Gyudatena saese baŋ bɔɔ som Wurubuarɛ kanyaŋ deni dinaa keŋ man nɛ, be man ŋolo be dana gbɛɛ waa kpu na daa na dɛɛ mo da kedeesa abɔɔ ŋan dɛɛ mo lese Wurubuarɛ yele nɛ, fa e dɔ ɔsom deni man ya.
HEB.13.11	Kulutoo kamasɛ nɛ Gyudatena sae kegyia ŋon na mo wonembu fatabo gyoo Wurubuarɛ ɔsom deni dinaa keŋ tɔɔmante keŋ man gyu ke deesi sola balaŋ nombiakumɛɛ ŋan bɔɔ yɛɛ nɛ. Mɔna wonembu ŋon dibiliŋ dɔɔ, bɛɛ mo e lee donɔɔ keŋ man gyu ka too e. 
HEB.13.12	Mena ke mɔ te ba moo Yesu lee Gyerusalɛm donɔɔ keŋ man, te ɔ kenaa diyem yeŋ te ɔ moo ŋon gbagba fatabo gberaa nombiakumɛɛ pou lee balaŋ wose man na baa yɛɛ balaŋ baŋ be gbɛɛneŋ tenɛɛ Wurubuarɛ siaman. 
HEB.13.13	Yesu dii desɛŋ nideli donɔɔ keŋ nɔɔman. Mena dɔɔ ɛ yela daa mɔ ke wɔŋ da wose lee donɔɔ keŋ man gyu botɔɔ, na daa mɔ kaa di desɛŋ keŋ ɔ be dii nɛ. 
HEB.13.14	Nawolo nyi dɔɔ dana donɔɔ keŋ dɛɛ kyaa ke man kekpaakekpaa tɛɛle kei dɔɔ ya. Mɔna de sia gyakaa bo donɔɔ keŋ wee daale dɛɛ kaa kyaa ke man kekpaakekpaa nɛ dɔɔ.
HEB.13.15	Lee mena dɔɔ daa baŋ dɔɔ tale gyuusu de nɔɔ yako nyi Wurubuarɛ yɛna de Gbeŋgyoo nɛ, da kedeesa keŋ dɛɛ tale mo fa Wurubuarɛ yɛna nyi dɛɛ ta Yesu dɔɔ na dɛɛ do Wurubuarɛ nɔɔ debaŋ kamasɛ. 
HEB.13.16	Ɛ yɛɛ kakyeŋ na ɛ ke yɛɛ deeli fa dɔŋa debaŋ kamasɛ, na ɛ ke kyɔ dɔŋa mɔ. Nawolo nyi mena abɔɔ kɛŋa keyɛɛ yɛna kedeesa keŋ na gyoo Wurubuarɛ sia.
HEB.13.17	Kaboena nyi yaa mo obuo fa ɛ siamantena baŋ, na ɛ ke nyii be dei. Nawolo nyi baŋ ne kɛɛ na ɛ dɔɔ, te wee daale Wurubuarɛ waa bɔɔse ɛ wose man nombia lee be gyaŋ. Akpaa ɛ mo obuo fa wɔ na, baa yɛɛ ba tom keŋ gyoŋ man. Te akpaa ɛ ta mo obuo fa wɔ ya na, bɔɔ gyae baa yɛɛ ba tom keŋ gyoŋ man ya. Dekɔŋ mena na ɛmɛɛ mɔ be gyae ɛ ke nyiŋ tɔnɔɔ daale lee ke man ya.
HEB.13.18	Ɛ fane fa daa debaŋ kamasɛ. Da gyeŋ nideli nyi de konɔɔ man nombia bee bu daa fɔɔ ya. Te da kegyaebii mɔ yɛna nyi dɛɛ yɛɛ kpene kamasɛ ke gbɛɛ dɔɔ. 
HEB.13.19	Mɛɛ waase ŋon nideli nyiaa, ɛ fane fa Wurubuarɛ na maa nyiŋ gbɛɛ kɔŋ ɛ gyaŋ bileŋ.
HEB.13.20	Wurubuarɛ gyuusu na de Gbeŋgyoo Yesu lee yeŋ man. Yesu yɛɛ ŋgba namensekɛɛlere ŋon ɔ ne kɛɛ ɔ namense dɔɔ nideli nɛ. Nawolo nyi ŋon gbagba moona ɔ wose deesi fa Wurubuarɛ lee ɔ balaŋ dɔɔ. Ɔ fatabo te Wurubuarɛ moowɔ tɔ nɔɔkebakesee wɔle keŋ ɔ be bake na ɔ balaŋ te ke kyaa kekpaakekpaa nɛ nɔɔ. 
HEB.13.21	Mɛɛ fane nyi Wurubuarɛ ŋon ɔ ne fa wosefɛɛreŋ nɛ waa fa ŋon abɔɔ kpaakpaa kamasɛ, ŋan ŋe gyae ke kyɔ ŋon na ɛ ke tale yɛɛ ɔ kegyaebii. Mɛɛ fane nyi Wurubuarɛ waa ta Yesu Kristo dɔɔ na waa kyɔ ŋon, na ɛ ke tale yɛɛ kpene keŋ na gyoo ɔ sia. Ŋon Yesu te kaboena nyi dɛɛ lese ɔ yele kekpaakekpaa. Amɛn.
HEB.13.22	Me tebia mɛɛ waase ŋon bo nyiaa, ɛ nyiŋ konɔɔ na ɛ ke tei me nombia kyomii ŋan mɔɔ ŋmarase me dana mɛɛ do ŋon kakyeŋ nɛ. 
HEB.13.23	Mɛɛ gyae ɛ ke nyii nyiaa, be ta lese de dɔɔ Timoti ŋon bɔɔ kyaŋ e tɔ deni nɛ lee deni man. Akpaa ɔ kɔŋ me gyaŋ bileŋ te mɛɛ kɔŋ ɛ gyaŋ nɛ, maa mo e kpu na ma wose na dɛɛ kɔŋ ɛ gyaŋ. 
HEB.13.24	Mɛɛ do ɛ siamantena baŋ na Wurubuarɛ balaŋ baŋ pou nɔɔ. De tebia baŋ pou bɔɔ lee Itali tɛɛle dɔɔ nɛ mɔ na do ŋon nɔɔ.
HEB.13.25	Wurubuarɛ waa mo ɔ bɛrɛɛ boele ɛ popou, na ɛ ke kyaa wosefɛɛreŋ man. Amɛn.
JAS.1.1	Tɔne kei lee maŋ Gyemisi ŋon me yɛɛ Wurubuarɛ na de Gbeŋgyoo Yesu Kristo tobaale e nɛ gyaŋ. Mɛɛ ŋmarase kei mee yelee Kristotena baŋ pou bɔɔ yaasee gyoo tɛɛle yenaŋ kamasɛ nɛ. Mɛɛ do ɛ popou nɔɔ.
JAS.1.2	Me tebia nyi akpaa nombia na kayeyɛɛ kamasɛ de yala ŋon na, ɛ yela ke yɛɛ ŋon gyoŋ nideli. 
JAS.1.3	Ɛ tɔɔse nyi akpaa mena kekɛɛsekɛɛ kɛŋa de kɔŋ ɛ dɔɔ te ɛ tale seŋ ɛ kelɛɛdi man na, kei gyae ke yela ɛ ke tale nyiŋ konɔɔ seŋ lɛɛ Wurubuarɛ di lee gbɛɛ kamasɛ man. 
JAS.1.4	Mɔna kaboena nyi yaa yɛɛ kakyeŋ kyaŋ ɛ wose seŋ mena kelii ɔto. Ɛ yɛɛ mena na ɛ ke nyiŋ dinɔɔ kpaakpaate keŋ kaboena nyi yaa nyiŋ te kɔ gyae ke kyɛɛkee ya nɛ. 
JAS.1.5	Nyi akpaa ɛ man ŋolo ne gyae nyansa keŋ gyae ke yela waa tale yɛɛ Wurubuarɛ kegyaebii na waa sola Wurubuarɛ na waa fa e. Wurubuarɛ dana wɔe te ɔ bɛrɛɛ boe mena dɔɔ walaŋ kamasɛ ŋon ɔ sola e kolo na, ɔ be gyae waa bɛɛse e ya nawolo nyi ɔ bɛɛ kɛɛ walaŋ siaman ya. 
JAS.1.6	Akpaa walaŋ ŋonaŋ na sola Wurubuarɛ na, waa lɛɛ di nyi ɔ nyiŋmaa gyae ke kaŋ kpene keŋ ɔ ne bɔɔse nɛ. Ɔ na lɛɛ aŋmaareŋ ya nawolo nyi walaŋ ŋon ɔ ne lɛɛ aŋmaareŋ na, ɔ yɛɛ ŋgba ɛpo loŋ keŋ feliŋ ne gyɔɔ gyu bese gyɔ kɔŋ nɛ. 
JAS.1.7	Walaŋ ŋon ɔ ne lɛɛ aŋmaareŋ nɛ, ɔ na yɛɛ wa agyueŋ nyi waa nyiŋ kolo lee Wurubuarɛ gyaŋ ya. 
JAS.1.8	Nawolo nyi walaŋ ŋonaŋ agyueŋ be doo debodokoloŋ ya, te ɔ bɛɛ tale mo wa agyueŋ gyakaa kolo dokoloŋ mɔ dɔɔ ya.
JAS.1.9	Kristo walaŋ ŋon balaŋ bɛɛ kala e do daale man ya nɛ, waa yela ke yɛɛ e gyoŋ nawolo nyi Wurubuarɛ siaman na ɔ yɛɛ walaŋ e. 
JAS.1.10	Mɔna walaŋ ŋon mɔ ɔ dana ɔ wose na nyi Wurubuarɛ de yɔkɔse e na waa yela ke yɛɛ e gyoŋ. Nawolo nyi be gyae ke kyare ya na ɔ ta yem ŋgba mena keŋ ŋale kyeŋkyeŋkɔɔse bɛɛ kyare ya na ŋe te kpiisi yala nɛ. 
JAS.1.11	Weese na gyem te ke nɔɔ ne yɛɛ doŋ na, ne yeli ŋale na boto na ka kyeŋkyeŋkɔɔse pou te kpiisi. Dekɔŋ mena na ka kyeo pou ne ŋaalaa. Mena ke te gyae ke kɔŋ walaŋ ŋon ɔ dana ɔ wose nɛ dɔɔ. Nawolo nyi debaŋ keŋ ɔ sia be yɛɛ ɔ dɔŋ ɔ kebu gbɛɛneŋ man nɛ, na yeŋ te ka mo e.
JAS.1.12	Walaŋ ŋon ɔ ne naa diyem ɔ kekyaabii man, te ɔ ne tale kyaŋ ɔ wose seŋ lɛɛ Wurubuarɛ di na ŋon na nyeebam. Nawolo nyi akpaa mena walaŋ ŋonaŋ de tale seŋ kekɛɛsekɛɛ kenaŋ man kelii ɔto na, waa nyiŋ nyeedoŋ kekpaa keŋ Wurubuarɛ be yako see nyi waa fa balaŋ baŋ bɛɛ gyae e nɛ.
JAS.1.13	Nyi akpaa kekɛɛsekɛɛ daale de kɔŋ ŋolo dɔɔ na ɔ na yako nyi, Wurubuarɛ ne kɛɛse na e waa kɛɛ ya. Nawolo nyi ŋolo be tale kɛɛse Wurubuarɛ kɛɛ nyi waa yɛɛ dukum ya, mena mɔ te Wurubuarɛ bɛɛ kɛɛse ŋolo kɛɛ nyi waa yɛɛ dukum ya. 
JAS.1.14	Mɔna nyi akpaa kekɛɛsekɛɛ daale de kɔŋ ŋolo dɔɔ na, na mena walaŋ ŋonaŋ gbagba lookum beo na e wɔŋee e ka do dukum man. 
JAS.1.15	Akpaa lookum kenaŋ da boo na ne yeli ɔ ne yɛɛ dukum, te dukum mɔ da boo na kɛɛ mo yeŋ kɔŋ.
JAS.1.16	Me tebia kpaakpaa, ɛ na beo ɛ wose ya. 
JAS.1.17	Kolo kpaakpaa kamasɛ na kpene kamasɛ keŋ ke dei nɛ, na lee bo Wurubuarɛ gyaŋ. Ŋon yɛɛna abɔɔ ŋan pou ŋe kyaa adido te ŋɛɛ fa keŋmaŋee nɛ. Mena abɔɔ kɛŋa da lee na keŋmaŋee te kɔŋ, te ŋe da gyoo na ditiŋtɛɛ mɔ te kɔŋ. Mɔna Wurubuarɛ ŋon be doo mena ya nawolo nyi ɔ bɛɛ kyɛɛkee ya. 
JAS.1.18	Ke yɛɛ ŋon gbagba kegyaebii man te ɔ tɛɛwɔ wa anokoare nombii keŋ dɔɔ fa daa nyeedoŋ wɔle. Ɔ yɛe mena na daa ka bese wa abɔɔ ŋan pou ɔ be yɛɛ nɛ man gyaŋgbatena.
JAS.1.19	Me tebia, ɛ yela ɛ man walaŋ kamasɛ ke yɛɛ ɔsaa na nombia kenyii. Mɔna ɛ na barase na nombia kekolosi ya, te ɛ na gyeŋ baŋ mɔ bileŋbileŋ ya. 
JAS.1.20	Nawolo nyi walaŋ da gyeŋ baŋ na ɔ bɛɛ tale yɛɛ kpene keŋ tenɛɛ Wurubuarɛ siaman ya. 
JAS.1.21	Mena dɔɔ ɛ wɔŋ ɛ wose lee ayimɛɛ nombia kamasɛ man, na ɛ ke tina nombiakumɛɛ keyɛɛ yela. Ɛ yɔkɔse ɛ wose na ɛ ke lɛɛ Wurubuarɛ nombia ŋan ɔ ba mo do ɛ konɔɔse man nɛ do. Nombia ŋenaŋ ne gyaela ke tale lɛɛ ɛ nyee.
JAS.1.22	Ɛ yɛɛ ŋgba mena keŋ Wurubuarɛ nombia ŋan ne yako nɛ. Ɛ na nyii ŋa yakaa ya. Nyi akpaa ɛ ne nyii ŋa yakaa bo na, kenaŋ na ɛ na beo ɛ wose bo. 
JAS.1.23	Akpaa walaŋ ŋolo de nyii nombia ŋan te ɔ te yɛɛ ŋgba mena keŋ nombia ŋan na wolo ya nɛ, na walaŋ ŋonaŋ yɛɛ ŋgba walaŋ ŋon ɔ ne kɛɛ ɔ wose diiku man nɛ. 
JAS.1.24	Ɔ kɛɛ ɔ wose na ɔ ne naa mena keŋ ɔ dinɔɔ doo. Mɔna akpaa ɔ tuu lee botɔɔ na ɔ te wolee mena keŋ ɔ dinɔɔ doo. 
JAS.1.25	Mɔna walaŋ ŋon ɔ na gyoo Wurubuarɛ nombia kpaakpaa ŋan ne lɛɛ balaŋ nyee nɛ man nideli, te ɔ ne kyaŋ ɔ wose kasee ŋa debaŋ kamasɛ na ŋon na nyeebam abɔɔ ŋan pou ɔ ne yɛɛ nɛ man. Nawolo nyi Wurubuarɛ waa hiraa e. Na ɔ ne nyii nombia ŋan bo yakaa na ɔ te wolee ŋa ya, mɔna ɔ na mo ŋa yɛɛ tom.
JAS.1.26	Nyi akpaa ŋolo ne kɛɛ ɔ wose nyi ɔ yɛɛ Wurubuarɛ somre kpaakpaate e te ɔ ta do ɔ laakem dekɔŋ ya na, kenaŋ na ɔtenate ŋonaŋ Wurubuarɛ ɔsom keŋ yɛɛ yakaa, te ɔ na beo ɔ wose mɔ bo. 
JAS.1.27	Wurubuarɛ ɔsom keŋ ke dei te kɛɛ gyoo de kya Wurubuarɛ sia yɛna nyi, balaŋ baa kɛɛ yoyolobia na liala dɔɔ ba diyem kena man, na baa wɔŋ ba wose lee tɛɛle kei dɔɔ nombia nkaraŋkaraŋ keyɛɛ man.
JAS.2.1	Me tebia, ɛ yɛɛ balaŋ baŋ ɛ be lɛɛ de Gbeŋgyoo Yesu Kristo ŋon ɔ yɛɛ gyoorobiiri gbeŋgyoo e nɛ di. Mena dɔɔ ɛ na kɛɛ walaŋ siaman pɛna ɛ ke yɛɛ kolo ya. 
JAS.2.2	Ɛ yela dɛɛ mo ke nyi ɛ te gyaŋee na balaŋ bala baale te kɔŋ kaa lee botɔɔ. Ŋolo doona kegbase kpaakpaa nyiŋan na kɔba kɔlabii ɔ nyiŋmaa man, na ŋolo mɔ yɛɛ diyemte e te ɔ doo kegbase ayimɛɛ ayimɛɛ atiriisa ŋaale kɔŋ botɔɔ. 
JAS.2.3	Te akpaa ɛ mo obuo nideli fa walaŋ ŋon ɔ doona abɔɔ kpaakpaa nyiŋan te ɛ yako e nyiaa, “Nyaŋ kaa kyaa gbeli kpaakpaate kei dɔɔ kɛbo,” te ɛ yako diyemte ŋon mɔ nyi “Nyaŋ seŋ botɔɔ yaa tisi kyaa tɛɛle man kɛbo.” 
JAS.2.4	Akpaa ɛ yɛɛ mena na ŋgba ɛ ne kɛɛ balaŋ siaman baa pɛte ɛ ne yɛɛ kolo, yaa ŋgba ɛ na mo ya agyueŋ kumɛɛ baa di balaŋ nombia?
JAS.2.5	Me tebia ɛ tei maŋ nideli. Balaŋ baŋ balaŋ ne kɛɛ wɔ nyi be yɛɛ ayematenawɔ tɛɛle kei dɔɔ nɛ, baŋ te Wurubuarɛ lesewɔ nyi baa lɛɛ Yesu Kristo di. Mena balaŋ benaŋ te Wurubuarɛ lesewɔ nyi baŋ ne gyae la baa nyiŋ gbɛɛ gyoo ɔ gyoori keŋ ɔ be wulaa yako see nyi waa mo fa balaŋ baŋ bɛɛ gyae e nɛ. Wurubuarɛ siaman na mena balaŋ kɛwɔ yɛna balaŋ baŋ be dana ba wose. 
JAS.2.6	Mɔna ɛmɛɛ dɔɔ ɛ bɛɛ mo ayematena yɛɛ kolo ya. Na balaŋ baŋ be dana ba wose nɛ ne naase na ŋon diyem yee? Na baŋ ke ne wɔŋee na ŋon gyu nombia dedii man yee? 
JAS.2.7	Na mena balaŋ benaŋ ke ne kolosina nombia nkaraŋkaraŋ tia ɛ Gbeŋgyoo Yesu Kristo gyoorobiiri yele keŋ yee?
JAS.2.8	Wurubuarɛ nombia aŋmaraseŋ see yakowɔ yenaŋ daale nyiaa, “Gyae n dɔɔ ŋgba nyaŋ gbagba n wose nɛ.” Nyi akpaa ɛ kɛɛ te ɛ di mena mmaraa kei dɔɔ nideli na, kenaŋ na ɛ ne yɛɛ nombia kpaakpaa baa. 
JAS.2.9	Mɔna nyi akpaa ɛ kɛɛ balaŋ siaman pɛte ɛ yɛɛ kolo na ɛ te yɛɛ dukum, keŋ nawolo nyi ɛ te yala Wurubuarɛ mmaraa keŋ dɔɔ. 
JAS.2.10	Nawolo nyi walaŋ kamasɛ ŋon ɔ di Wurubuarɛ mmaraase ŋan pou dɔɔ te ɔ yala ŋe man dokoloŋ dɔɔ na, Wurubuarɛ siaman na nawolo baa nyi ɔ te yala mmaraase ŋan pou dɔɔ. 
JAS.2.11	Wurubuarɛ ŋon ɔ be yako nyi “Na lee n wɛɛle yaa n baale wɔle ya” nɛ, ŋon ke yakola nyi “Na ko walaŋ ya” Mena dɔɔ nyi akpaa n ta lee n wɛɛle yaa n baale wɔle ya te n ko walaŋ na, kenaŋ na n yala mmaraa keŋ dɔɔ baa.
JAS.2.12	Ɛ tɔɔse nyi wee daale Wurubuarɛ waa di ɛ nombia mo lee mena keŋ ɛ ba mo di ɔ mmaraase ŋan na lese balaŋ lee dukum man nɛ dɔɔ. Mena dɔɔ ɛ kɛɛ ɛ kekolosi na ɛ nombia ayɛɛsa man nideli. 
JAS.2.13	Akpaa ŋolo te wii ɔ dɔɔ waraŋase ya na, Wurubuarɛ mɔ waa di walaŋ ŋonaŋ nombia keŋ ɔ be gyae waa wii ɔ waraŋase ya. Nawolo nyi walaŋ ŋon ɔ ne wii ɔ dɔɔ waraŋase na ɔ bee yee Wurubuarɛ nombia kedi ya.
JAS.2.14	Me tebia, nyi akpaa ŋolo de yako nyi ɔ te lɛɛ Wurubuarɛ nombia di, mɔna ɔ bɛɛ yɛɛ Wurubuarɛ kegyaebii ya na, woŋ tɔnɔɔ yaa ɔ kelɛɛdi kenaŋ dana? Mena kelɛɛdi kenaŋ gyae ke tale lɛɛ ɔ nyee? 
JAS.2.15	Ɛ yela dɛɛ mo ke nyi Kristo walaŋ ŋolo kyaa keŋ ɔ be dana kegbase yaa weenɛɛ ŋan waa di ya, 
JAS.2.16	te akpaa walaŋ ŋonaŋ de kaa sola neŋ kolo te n yako e nyi, “Wurubuarɛ waa seŋ n wɔle na n ke kyaa nideli,” te n te fa walaŋ ŋonaŋ kpene keŋ ne hia e ya na woŋ tɔnɔɔ doo la ke man? 
JAS.2.17	Mena ke yaa kelɛɛdi mɔ doo. Nyi akpaa ŋolo ta mo ɔ kelɛɛdi yɛɛ tom Wurubuarɛ kegyaebii man ya na, na ɔ kelɛɛdi kenaŋ be dana tɔnɔɔ ya.
JAS.2.18	Walaŋ ŋolo waa tale yako nyiaa, “Baale na baŋ ne lɛɛ Wurubuarɛ di bo te baale mɔ na baŋ ne yɛɛ nombia kpaakpaa bo.” Sena yaa nyaŋ ke tale yako nyi n te lɛɛ Wurubuarɛ di lee debaŋ keŋ n bɛɛ yɛɛ kolo kpaakpaa na ke kyaa na Wurubuarɛ kegyaebii ya? Maŋ dɔɔ me nombia kpaakpaa ŋan mɛɛ yɛɛ te ŋe kyaa na Wurubuarɛ kegyaebii nɛ, ŋan te mɛɛ mo wola nyi ma te lɛɛ Wurubuarɛ di. 
JAS.2.19	N ne lɛɛdi nyi Wurubuarɛ dokoloŋ kyaa la. Akpaa n ne lɛɛdi mena na dei, mɔna tɔɔse nyi feliŋkumɛɛ mɔ ne lɛɛdi nyi Wurubuarɛ dokoloŋ kyaa la, te ne yeli bee ŋeŋii.
JAS.2.20	Nyaŋ diyiŋte! N ne gyae baa lese wola neŋ nyi akpaa ŋolo bɛɛ mo ɔ kelɛɛdi yɛɛ kolo kpaakpaa ya na, ɔ kelɛɛdi kenaŋ be dana tɔnɔɔ yee? 
JAS.2.21	Ɛ tɔɔse de naana Aberaham, woŋ kɔŋala te Wurubuarɛ lɛɛ e do nyi ɔ gbɛɛneŋ tenɛɛ ŋon Wurubuarɛ siaman? Ŋgba keŋ ɔ be sɛɛ mo ɔ bu Asiki gyu nyi waa mo ke deesi fa ŋon Wurubuarɛ dɔɔ? 
JAS.2.22	Ŋgba n naawɔ nyi ɔ kelɛɛdi na ɔ nombia ayɛɛsa pou kyaawɔ kyɛɛkyɛɛ? Ɔ nombia ayɛɛsa yele la te ɔ kelɛɛdi keŋ seŋawɔ nideli. 
JAS.2.23	Ɔ nombia ayɛɛsa ŋenaŋ yele la Wurubuarɛ nombia ŋan bɔɔ ŋmarase see yenaŋ daale nɛ kɔŋawɔ ampaŋ nyiaa, “Aberaham lɛɛ Wurubuarɛ di, mena dɔɔ Wurubuarɛ lɛɛ e do nyi ɔ nombia tenɛɛ ɔ siaman.” Mena dɔɔ te balaŋ baake Aberaham nyi Wurubuarɛ ɔ gyoo. 
JAS.2.24	Ŋgba ɛ naawɔ? Wurubuarɛ ne tɛɛ bo walaŋ nombia kpaakpaa ŋan ɔ ne yɛɛ nɛ dɔɔ te ɔ ne lɛɛ e do nyi ɔ gbɛɛneŋ tenɛɛ, na ɔtenate kelɛɛdi kaageŋ dɔɔ ya.
JAS.2.25	Mena ke te futooli alo ŋon bɛɛ baake e nyi Rahabo nɛ, ɔ nombia ayɛɛsa yele la te Wurubuarɛ lɛɛ e do nyi ɔ gbɛɛneŋ tenɛɛ ŋon Wurubuarɛ siaman. Nawolo nyi Rahabo lɛɛ balaŋ baŋ Iseraetena be kyaa kpila nyi baa gyu ka deke kɛɛ Gyeriko donɔɔ keŋ dinɔɔ nɛ ŋɔɔlale, te ɔ wola wɔ gbɛɛ wɔle daale te be yeuwɔ lee Gyeriko donɔɔ kenaŋ man keŋ be te nyiŋ wɔ kyaŋ ya. 
JAS.2.26	Mena keŋ akpaa weesɛɛ be doo walaŋ man ya na ɔ yɛɛ walaŋ deyeŋe e nɛ, mena ke te akpaa ŋolo dana kelɛɛdi te ɔ bɛɛ mo ke yɛɛ tom ya na, na ɔ kelɛɛdi kenaŋ mɔ ta yem.
JAS.3.1	Me tebia, ɛ na yeli ɛ man balaŋ burum sia keyɛɛ nyi ɛ ka bese Wurubuarɛ nombia wolala ya. Nawolo nyi ɛ gyeŋ nyi debaŋ keŋ Wurubuarɛ waa di de nombia na, daa wolala baŋ wui nombia kedi gyae ke yɛɛ doŋ kela balaŋ akaŋ baŋ. 
JAS.3.2	De popou ne yale gbɛɛneŋ burum man agbaatee agbaatee. Nyi akpaa ŋolo kyaa keŋ ɔ te yɛɛ ta nombiikum daale lee ɔ kekolosi man see ya na, kenaŋ na walaŋ ŋonaŋ nombia doo na ke gbɛɛ te dukum be doo ɔ man ya. Kenaŋ na nawolo baa nyi walaŋ ŋonaŋ ne tale tela ɔ wose nideli.
JAS.3.3	Ɛ yela dɛɛ mo nombii keŋ dɛɛ wolo nɛ mo maa na dɛɛkyɔŋ. Nyi akpaa ŋolo ne gyae nyi dɛɛkyɔŋ ke nyii ɔ dei na, ɔ na mo ŋmeleŋ do e ɔ nɔɔman. Kei ne yeli ɔ ne tale wɔŋee e gyu botɔɔ keŋ ɔ ne gyae. 
JAS.3.4	Yaa ɛ yela dɛɛ bese mo ke maa na degbele dinaa keŋ ke gyakaa loŋ dɔɔ nɛ. Keŋ na mena keŋ ka keerɛɛ te feliŋ dinaa ne tɛɛse na ke koraŋ nɛ, kolobii peperee daale te saare ŋon na mo kikii ke gyu botɔɔ keŋ ɔ ne gyae. 
JAS.3.5	Mena ke te deniwalaŋ laakem mɔ doo. Ke yɛɛ kolobii peperee ke deniwalaŋ wose man, mɔna ke dana nɔɔdoŋ. Ɛ kɛɛ mena keŋ boalaŋbii peperee ne tale yela laa dinaa dinaa ne kpaa pou. 
JAS.3.6	Deniwalaŋ laakem mɔ yɛɛ ŋgba boalaŋ nɛ. Ke yɛɛ deniwalaŋ wosenaane yenaŋ daale ke mɔna tɛɛle kei dɔɔ nombiakumɛɛ pou doe ke man. Ke gyae ke tale yela deniwalaŋ kekyaabii man pou kewɔlɛɛ. Ke gyae ke tale yela deniwalaŋ wose ke yoi e ŋgba ɔ doe boalaŋ man nɛ. Mena boalaŋ kei lee ɔbɔnsam gyaŋ.
JAS.3.7	Balaŋ ne tale yɔkɔse wonembia burum ŋgba gyebuse, na wonembia baŋ bee tuu be tɔɔse dɔɔ, na loŋ man wonembia pou nɛ. Bee yeli be dinɔɔ ne kyɛɛkee na baa tale kyaa denibalaŋ man. 
JAS.3.8	Mɔna laakem dɔɔ ŋolo bɛɛ tale yɔkɔse ke ya. Kɔ dana kekyaŋ ya te ke yɛɛ ŋgba tee kum nɛ.
JAS.3.9	De nɔɔ te dɛɛ mo lese de Gbeŋgyoo na de kya Wurubuarɛ yele. Mɔna keŋ ke te dɛɛ mo falaa de tebia denibalaŋ baŋ Wurubuarɛ be yɛɛ wɔ ŋgba ŋon gbagba dinɔɔ nɛ. 
JAS.3.10	Mena nɔɔdokoloŋ kenaŋ ke man te akelegyi na kefaala pou na lee. Me tebia, tekaboena nyi dɛɛkɔŋ mena ya. 
JAS.3.11	Loŋ kpaakpaate na loŋ kum be gyae ke tale lee ditiribuŋ dokoloŋ man ya. 
JAS.3.12	Me tebia, mango daŋ be gyae ke tale se paya bia ya, te dukutu daŋ mɔ be gyae ke tale se mango bia ya. Mena mɔ te ditiribuŋ dokoloŋ be gyae ke tale fa loŋ kpaakpaa na loŋ kum ya.
JAS.3.13	Amɔte danaana nyansa ɛ man te ɔ gyeŋ nombia? Kaboena nyi mena walaŋ ŋonaŋ waa lese ɔ dinɔɔ kpaakpaate wola. Akpaa ɔtenate de yɔkɔse ɔ wose lee ɔ nombia kpaakpaa keyɛɛ man na, gyae kawola nyi ɔ dana nyansa ampaŋ. 
JAS.3.14	Mɔna nyi akpaa ɛ dana sibiikum te ɛ bɛɛ gyae nyi ŋolo ke dee kpu na ŋon ya na, kenaŋ na tekaboena nyi ya wola ɛ wose nyi ɛ dana nyansa ya. Nyi n dana mena dinɔɔ kei te n sɛɛ n na wola n wose na, na nawolo baa nyi n te bɛɛ anokoare keŋ. 
JAS.3.15	Mena nyansa kenaŋ ta lee Wurubuarɛ gyaŋ ya. Ke yɛɛ tɛɛle kei dɔɔ nyansa ke te ka lee deniwalaŋ agyueŋ kum man. Mena nyansa kenaŋ yɛɛ ɔbɔnsam nyansa ke. 
JAS.3.16	Nawolo nyi akpaa balaŋ sia ne yɛɛ be tebia abɔɔ dɔɔ te bɛɛ gyae mɔ bo nyi baageŋ wui ke de na, kenaŋ na aŋmaareŋ na nombiakumɛɛ kamasɛ gyae ke doo be man debaŋ kamasɛ.
JAS.3.17	Mɔna nyansa keŋ ba lee Wurubuarɛ gyaŋ nɛ dɔɔ, ayimɛɛ be doo ke man ya. Mena nyansa kenaŋ ne fa wosefɛɛreŋ te kee yeli walaŋ ne yɔkɔse ɔ wose te ɔ ne yɛɛ wɔe fa balaŋ. Kee yeli ŋolo ne wii ɔ dɔɔ waraŋase debaŋ kamasɛ, te ɔ ne yɛɛ nombia kpaakpaa mɔ. Mena nyansa kenaŋ bee yeli ŋolo ke kɛɛ walaŋ siaman ya, te ne yeli ɔ ne di anokoare mɔ. 
