MAT.1.1	Yeezu, a Mɛzaaya
1TI.2.1	A yeldɛndɛŋ, N sɔrɔ yɛ la ka yɛ sɔrɔ Naaŋmen, a puoro, a puoro korɔ noba kyɛ puoro O bareka a noba zaa zuiŋ. 
1TI.2.2	Yɛ puoro korɔ namine ane neɛzaa naŋ e wederɛ, ka te na taa te nyɔvoɛ zomm ane emmaaroŋ, a taa o Naaŋmennoŋ ane gyeremɛ poɔ. 
1TI.2.3	A ŋaa la tori kyɛ pɛllɛ Naaŋmen a te Faara poɔ. 
1TI.2.4	Ona la boɔrɔ ka neɛzaa nyɛ faabo a kyɛ wa baŋ a yelmeŋɛ. 
1TI.2.5	Bonso
1TI.2.5	Naaŋmen yeni yoŋ la bebe;
1TI.2.5	ka yelmaala yeni meŋ be Naaŋmen ane nensaalba sogɔŋ.
1TI.2.5	Ona la a Kirista Yeezu naŋ sereŋ waa nensaala,
1TI.2.6	a da de O meŋɛ tere a yɔɔ de nensaalba zaa;
1TI.2.6	ba da di la a yeli ŋa danseɛ a saŋ meŋɛ naŋ da wa ta. 
1TI.2.7	A ŋaa zuiŋ, ba da kaa-iri ma la ka N waa yelmoɔlɔ ane apostolii (a yelmeŋɛ la ka N yele, N ba ŋmaara zirii), a waa a Nemboore-yobo
1TI.2.8	N pãã boɔrɔ la ka a ziiri zaa poɔ, ka a dɔbɔ maŋ puoro zɛgrɛ nu-sonne ka a do saa kyɛ ta taa suuri bee nɔkpeɛne zaa. 
1TI.2.9	N boɔrɔ la ka a pɔgeba meŋ maŋ su boma naŋ seŋ ne kyɛ su peɛmɛ boma naŋ soma a seŋ ne, a ta maŋ leŋ ba zuri a eŋ salema bee kusi-nyegre bee a su boma daaroŋ naŋ ba wono. 
1TI.2.10	Kyɛ ba tonɔ tonsonne aŋa lɛ a naŋ seŋ ne pɔgeba naŋ eŋnɛ Naaŋmen. 
1TI.2.11	A seŋ ka pɔge maŋ zanna yɛlɛ gbilli lɛ a ne sigruumilluu zaa. 
1TI.2.12	N ba tere sori ka pɔge zaa kanna noba bee a di kponnuŋ dɔɔ zu; o maŋ e gbilli. 
1TI.2.13	Bonso, Adama la ka ba da daŋ iri kyɛ pãã wa iri Hawa, 
1TI.2.14	kyɛ a Adama naane ka ba da bɛlle, a pɔge la ka ba da bɛlle ka o da zagre a Naaŋmen noɔre. 
1TI.2.15	Kyɛ a pɔge na nyɛ la faabo yi a biiri dɔgebo poɔ, ka ba naŋ wa kyɛnɛ be a yeldeebo ane nɔmmo ane sonnoŋ poɔ a kyɛ baŋ bamenne taabo.
1TI.3.1	A yeluu ŋa taa la yelmeŋɛ: neɛzaa naŋ boɔrɔ ka o tonɔ besɔp
1TI.3.2	Azuiŋ, a ferɛɛ la ka a besɔp ta taa saanaa zaa ka ba yele, a taa pɔge yeni, a baŋ o meŋɛ taabo, a baŋ yɛŋ, a taa gyeremɛ, a waa neɛ naŋ maŋ derɛ noba saanoŋ kyɛ e neɛ naŋ maŋ toɔ̃ wuli noba velaa. 
1TI.3.3	A ba seŋ ka o waa dããnyukuolo bee a taa sutoloŋ kyɛ a seŋ ka o e neɛ naŋ taa sumaaroŋ, a ta e zɔɔŋmaara ane neɛ naŋ nɔŋ libie. 
1TI.3.4	A ferɛɛ la ka o kaara o meŋɛ yideme zu velaa, a e ka o bibiiri sigre bamenne kyɛ eŋnɛ noba yelzaa poɔ; 
1TI.3.5	bonso, ka neɛ ba baŋ lɛ o naŋ na e kaa o meŋɛ yideme zu, wola ka o na toɔ̃ e kaa a Naaŋmen puoruu laŋne deme zu? 
1TI.3.6	A ba seŋ ka o e Kiristabi-paalaa, ka lɛ naane, o na baŋ paale ne la pɔloo a le a sebɛlbɛllɛ dɔgroŋ poɔ. 
1TI.3.7	A la waana meŋ, a seŋ ka banaŋ naŋ ba e Kiristabiiri yele o yelveɛle yɛlɛ, ka lɛ vɛŋ ka vi ta wa kpɛ o ka o le a sebɛlbɛllɛ bɛraa poɔ.
1TI.3.8	A diikin
1TI.3.9	a seŋ ka ba kpimare a yeldeebo yelsɔgle ne teɛroŋ soŋ. 
1TI.3.10	Vɛŋ ka ba daŋ tegre ba nyɛ, ka ba naŋ wa toɔ̃ wuli ka ba ba taa saanaa zaa, lɛ la ka yɛ pãã na vɛŋ ka ba tonɔ a diikin mine toma. 
1TI.3.11	A pɔgeba meŋ seŋ ka ba taa nimizeɛ, a ta e yosaanema, kyɛ ba baŋ bamenne taabo, a taa yelmeŋɛ yelzaa poɔ. 
1TI.3.12	A diikin mine seŋ ka ba taa pɔge yeni, a kaara ba bibiiri ane ba yideme zaa zu velaa; 
1TI.3.13	bonso, banaŋ naŋ tonɔ a diikin mine toma velaa bɔ la yovelaa ko bamenne, a ba zoro a yeldeebo naŋ be a Kirista Yeezu eŋɛ dabeɛ̃ togitogi zaa.
1TI.3.14	N teɛrɛ la ka a koŋ kɔɔre kyɛ ka N wa yɛ zie, kyɛ N sɛgrɛ la a wuluu ama korɔ yɛ ka ka 
1TI.3.15	maa wa kɔɔre, ka yɛ na baŋ lɛ kanzaa naŋ seŋ ka o taa o meŋɛ a Naaŋmen yiri poɔ. Ona la a Naaŋmen-vore puoruu laŋne, a waa a yelmeŋɛ dalugri ane a yelmeŋɛ kpeɛ̃õ zie. 
1TI.3.16	Serɛzaa, a te puoruu yelsɔglaa waa la kpoŋ:
1TI.3.16	Ba da iri O la wuli nensaala waaloŋ poɔ
1TI.3.16	ka a Vooroŋ Soŋ wuli ka O ba taa saanaa zaa,
1TI.3.16	ka malekere da nyɛ O,
1TI.3.16	ka ba da moɔle O yɛlɛ a Nemboore-yobo
1TI.3.16	ka ba da sage de O yɛlɛ a tendaa zaa poɔ,
1TI.3.16	ka ba da de O do ne sazu ne puubu.
1TI.4.1	Pampana, a Vooroŋ Soŋ yeli la weliweli ka a bebi-baare saŋ, a noba mine na zagre la a yeldeebo bare kyɛ leɛ sagra a sebɛlbɛllɛ ane sefaare wuluu, 
1TI.4.2	a yi a zirŋmaareba gagarre yɛlɛ zuiŋ. A zirŋmaareba bama teɛrɛ kpaŋɛɛ la aŋa ba naŋ de kur-toloŋ nyege ne. 
1TI.4.3	A noba bama yeli ka kultaa e la kyiiruŋ kyɛ tere noɔre ka ba ta dire bondirii mine Naaŋmen naŋ iri ka a da seŋ ka a banaŋ naŋ sage de a Naaŋmen yɛlɛ kyɛ baŋ a yelmeŋɛ na dire kyɛ puoro O bareka. 
1TI.4.4	Bonso, bonzaa Naaŋmen naŋ iri e la soŋ, ka a ba seŋ ka ba zagre kanzaa, ka ba naŋ wa puori bareka kyɛ dire. 
1TI.4.5	Bonso, a Naaŋmen yelbiri ane puoruu maŋ maale a la ka a soma.
1TI.4.6	Ka fooŋ wa wuli a yɔɔmine ane a yɔɔpuuli a yɛlɛ ama, fo na waa la a Kirista Yeezu tontombi-meŋɛ ba naŋ guoli ne a yeldeebo yelbie ka fo tuuro a wulsoŋ. 
1TI.4.7	Ta taa yelzaa ne kɔkɔre yɛlɛ sensellɛ ane kyiire naŋ ba taa tɛgɛ. Moɔ nimiri ka fo be a Naaŋmennoŋ poɔ, 
1TI.4.8	aneazaa ka tɔnɔ belaa be la yelzaa neɛ naŋ maŋ e a dɔ̃ɔ̃ o kɔbɔ, kyɛ Naaŋmennoŋ taa la tɔnɔ yelzaa poɔ, a terɛ nyɔvore pampana ane a nendaare kaŋ nyɔvore naŋ na wa. 
1TI.4.9	A yeluu ŋa e la yelmeŋɛ kyɛ taa dɛloo a seŋ ne deebo. 
1TI.4.10	Bonso, a wa tɔ ŋaa, te kyeenɛ la wale a wono tuo, te naŋ de te teɛretɔroo
1TI.4.11	A yɛlɛ ama la ka a seŋ ka fo kpaala kyɛ wullo. 
1TI.4.12	Ta vɛŋ ka neɛzaa taa kaabanyɛ ne fo naŋ waa baapaalaa zuiŋ, kyɛ waa neɛ a yelderebɛ naŋ na tɔglɔ, fo yɛlɛ yeluu poɔ, fo eroŋ poɔ, fo nɔmmo poɔ, fo yeldeebo ane fo sonnoŋ poɔ. 
1TI.4.13	Moɔ nimiri kanna a gansoŋ korɔ noba, a yele yɛlɛ teɛrɛ ba, kyɛ kanna ba te ta saŋ na N naŋ na wa. 
1TI.4.14	Ta wa bara a Naaŋmen kyɔɔtaa na fo naŋ da nyɛ yi a Ŋmen-yelmanna yelyelii zie ane a puoruu laŋne nembɛrɛ naŋ da de ba nuuri pare fo zu kyɛ puori ko fo. 
1TI.4.15	De a yɛlɛ ama tonɔ ne, a kpimare a ne fo poɔ zaa ka a noba zaa na nyɛ lɛ fo naŋ baara a fo Kiristaaloŋ poɔ. 
1TI.4.16	Kaara fo meŋɛ ane a fo kannoo zu velaa; naŋ kyɛnɛ erɛ a yɛlɛ ama, bonso, ka fõõ wa erɛ a ŋaa, fo na faa la fo meŋɛ ane a banaŋ naŋ kyɛllɛ wono a fo yɛlɛ.
1TI.5.1	Ta wa yele yɛlɛ tanna dɔɔnyaŋaa, kyɛ maŋ yeli yɛlɛ ko o aŋa fo saa, a yele yɛlɛ korɔ a pɔlbilii fo naŋ kore aŋa fo yɔɔmine, 
1TI.5.2	a yele yɛlɛ korɔ a pɔgenyaŋne aŋa fo mamine, a yeli yɛlɛ ko a pɔgsarre fo naŋ kore aŋa fo yɔɔpuuli; erɛ a lɛ ne sukyirpelaa.
1TI.5.3	Eŋnɛ pɔg-kɔbɔ na naŋ sereŋ waa pɔg-kɔbɔ. 
1TI.5.4	Ka pɔgekoɔre wa taa bibiiri bee yaamine, a seŋ ka ba daŋ de weɛ toŋ a Naaŋmen puoruu feroo toma a ba yideme zie, a kaara ba dɔgrebɔ a yɔɔ a sama mine; bonso, a ŋaa la pɛllɛ Naaŋmen poɔ. 
1TI.5.5	Pɔgekoɔre na naŋ sereŋ e pɔgekoɔre, a kpeɛrɛ o yoŋ tɛge, a ba taa neɛzaa naŋ kaara o zu, maŋ de la o teɛretɔroo
1TI.5.6	Kyɛ pɔgekoɔre na naŋ boɔrɔ o eŋɛ noɔ kpie la gba kyɛ naŋ voorɔ. 
1TI.5.7	Ko ba a nɔɛ ama meŋ, ka ba ta wa taa saanaa zaa. 
1TI.5.8	Neɛzaa naŋ ba kaara o dɔgrebɔ zu, a gaŋ a zaa, o yideme, zagre la a yeldeebo bare kyɛ waa faa gaŋ neɛ naŋ ba sage de a Kirista yɛlɛ.
1TI.5.9	Vɛŋ ka ba sɛge pɔgekoɔre yuomo naŋ ta lezaata kyɛ kuli ser-yeni yoŋ yuori poɔ a pɔg-kɔbɔ yoe poɔ. 
1TI.5.10	A seŋ ka o taa yosoŋ a o tonveɛle zuiŋ, a waa neɛ naŋ kaa o biiri ka ba baa, a derɛ saama saanoŋ, a maŋ pɛge a nensonne gbɛɛ,
1TI.5.11	Kyɛ ta wa sɛgrɛ pɔg-kɔbɔ naŋ ba kore yoe poɔrɔ a pɔg-kɔbɔ yoe poɔ; bonso, ka a ba eŋɛ yelboɔre wa tage ba yi a Kirista zie, ba maŋ boɔrɔ la ka ba kuli serebɛ; 
1TI.5.12	ka a ŋaa e ka ba le sɛrɛɛ poɔ ne ba naŋ sãã a noɔre na ba naŋ da daŋ eŋ zuiŋ. 
1TI.5.13	A yi a lɛ puoriŋ, ba maŋ zeŋ la weɛlɛ, a yɔ yoɔrɔ a noba yie poore. A deɛ ba e ka ba maŋ zeŋ la weɛlɛ yoŋ kyɛ ba meŋ maŋ zuuro la noba poe, a de ba nuuri eŋnɛ noba yɛlɛ poɔ kyɛ yele yɛlɛ a naŋ ba seŋ ka ba yeli. 
1TI.5.14	Azuiŋ, N na boɔrɔ la ka pɔg-kɔbɔ naŋ ba kore kuli serebɛ, a dɔge biiri a kyɛ kaara ba yie, ka a dɔndɔmɔ ta nyɛ sori to te zoma. 
1TI.5.15	Bonso, ba mine ta leɛ la puori a tuuro Setaana. 
1TI.5.16	Ka pɔge naŋ sage de a Kirista yɛlɛ wa taa dɔgrebɔ naŋ sereŋ waa pɔg-kɔbɔ, o soŋnɔ ba, a ta wa ko a puoruu laŋne toɔrɔ zaa, ka a lɛ vɛŋ ka a puoruu laŋne toɔ̃ soŋ a banaŋ naŋ sereŋ waa pɔg-kɔbɔ.
1TI.5.17	Yɛ vɛŋ ka a nembɛrɛ na naŋ kaara a noba zu velaa seŋ ne emmo gbɛre boyi, a gaŋ a zaa, a banaŋ naŋ moɔ nimiri moɔlɔ kyɛ kanna a Naaŋmen yelbiri. 
1TI.5.18	Bonso, a gansoŋ yelee la, “Ta leŋ a naadɛre naŋ ŋmeɛrɛ kyi noɔre,”
1TI.5.19	Ka noba bayi bee bata ba wa di danseɛ kyaare ne neŋkpoŋ yelsaanaa, ta wa daŋ sagra derɛ. 
1TI.5.20	A banaŋ naŋ naŋ kyɛnɛ be yelbieri poɔ, yeli a ba saanaa a noba zaa niŋesogɔŋ, ka a banaŋ naŋ kyɛre na zoro dabeɛ̃. 
1TI.5.21	N kpaana fo la a Naaŋmen ane a Kirista Yeezu ane a malekere ba naŋ kaa-iri niŋesogɔŋ, ka fo tuuro a wuluu ama a ta ogro, a ta erɛ yelzaa ne nɔnne. 
1TI.5.22	Ta pagra ka fo puori a de fo nuuri pare neɛzaa zu a ta wa poɔrɔ noba yelbebe poɔ. Taa fo meŋɛ velaa.
1TI.5.23	Ta la nyuuro koɔ̃ yoŋ, kyɛ maŋ nyu dãã belaa, a fo poɔ ane a fo baaloŋ bilii bilii zuiŋ.
1TI.5.24	A noba mine yelbebe maŋ sãã la kperaa lɛ, a de ba weɛ gaa a sɛrɛɛdiibu zie kyɛ ka ba mine yelbebe maŋ tu ba puori gaa be. 
1TI.5.25	Lɛ meŋ la ka tonsonne maŋ sãã kperaa lɛ; kyɛ ka a naŋ ba sãã meŋ gba, a kontoɔ̃ sɔgle.
1TI.6.1	Vɛŋ ka banaŋ zaa naŋ be gbaŋgbaaloŋ poɔ nyɛ ba nembɛrɛ ka ba seŋ ne emmo boorɔ zaa, ka neɛzaa na ta to Naaŋmen yuori ane a kannoo zone. 
1TI.6.2	A gbaŋgbaare banaŋ nembɛrɛ naŋ e yelderebɛ ba seŋ ka ba erɛ nimikpɛ yɛlɛ korɔ ba, a nembɛrɛ naŋ poɔ a puoruu laŋne poɔ zuiŋ; kyɛ a ferɛɛ la ka ba maaleŋ tonɔ korɔ ba yaga, bonso, a banaŋ naŋ nyɛrɛ a ba toma tɔnɔ waa la yelderebɛ ane poyɛŋ noba.
1TI.6.2	Kanna kyɛ kpaala yele a feroo toma ama yɛlɛ. 
1TI.6.3	Neɛzaa naŋ kanna yelyuo, a ba sage a te Daana Yeezu Kirista yelbi-menne ane kannoo na naŋ kyaare ne a Naaŋmennoŋ yɛlɛ, 
1TI.6.4	waa la pɔloo soba, a ba baŋ yelzaa, a nɔŋ ka o waana ne buriburi kyɛ maŋ ŋmeɛrɛ nɔkpeɛne ne yɛlɛ. A yɛlɛ ama la waana ne nyuuri, wɛltaa, yosãã, teɛroŋ faare naŋ kyaare ne fo tɔ, 
1TI.6.5	ane zɔɔre naŋ maŋ be a banaŋ naŋ taa teɛroŋ faare sogɔŋ ka ba ba la baŋ a yelmeŋɛ kyɛ teɛrɛ ka Naaŋmen puoruu waa la tɔnɔ boɔbo zie. 
1TI.6.6	Serɛzaa, Naaŋmen puoruu taa la tɔnɔ yaga kyɛ maŋ vɛŋ ka neɛ niŋe paale ne bon o naŋ taa; 
1TI.6.7	bonso, te ba taa bonzaa wa ne a teŋɛzu, lɛ meŋ la ka te koŋ la de bonzaa yi o poɔ. 
1TI.6.8	Kyɛ ka teneŋ taa bondirii ane bonsuuri, te niŋe na paale ne a la. 
1TI.6.9	Kyɛ banaŋ naŋ boɔrɔ ka ba leɛ bondaanema maŋ le la bɛllɛ poɔ kyɛ kpɛ damboluŋ ane vɔlfaare bɛrre naŋ maŋ de noba kpɛ ne sããmo ane weɛbo poɔ. 
1TI.6.10	Bonso, libie nɔmmo la faaloŋ boorɔ zaa yiibu zie, kyɛ a ba kyeroo ba naŋ kyerɛ ka ba leɛ bondaanema zuiŋ, ba mine bɔrɛɛ la yi a yeldeebo poɔ a de bamenne eŋ dɔgɛɛ yaga poɔ.
1TI.6.11	Kyɛ fõõ Naaŋmen neɛ, zo bale a yɛlɛ ama zaa bare; moɔ nimiri boɔrɔ mennoŋ, Naaŋmennoŋ, yeldeebo, nɔmmo, kannyiri diibu ane sumaaroŋ. 
1TI.6.12	Zɔɔrɔ a yeldeebo zɔɔre naŋ soma; nyɔge a nyɔvo-babaaraa taa, o eŋɛ la ka ba da boɔle fo ka fo da di danse-soŋ a dansediribe yaga niŋesogɔ. 
1TI.6.13	N kpaana fo la a Naaŋmen naŋ korɔ a boma zaa nyɔvore ane a Kirista Yeezu niŋesogɔ, a Onaŋ naŋ da di a yelmeŋɛ danseɛ a Ponsi Pilato zie, 
1TI.6.14	ka fo taa a Naaŋmen noɔre ka o ta mɔge dɛgre zaa bee a taa yelsaana zaa te ta a daare na a te Daana Yeezu Kirista naŋ na de O meŋɛ wuli. 
1TI.6.15	Ona la ka Naaŋmen na e ka O sãã a saŋ meŋɛ poɔ; a Boma Zaa Daana, a namine zaa Naa ane daanema zaa Daana yoŋ la so puubu. 
1TI.6.16	O yoŋ la koŋ baŋ kpi kyɛ kpeɛrɛ veɛloŋ poɔ neɛzaa naŋ kontoɔ̃ ta. Ona la ka neɛzaa daŋ ba nyɛ bee a na baŋ nyɛ; Ona la so puubu ane kpeɛ̃õ naŋ ba taa baaroo. Ameena.
1TI.6.17	Kpãã a banaŋ naŋ e bondaanema zenɛ, ka ba ta erɛ pɔloo bee a de ba teɛretɔroo
1TI.6.18	A seŋ ka ba erɛ soŋ, a leɛ bondaanema tonsonne poɔ, a taa nimibaaloŋ kyɛ pono ba boma, 
1TI.6.19	lɛ la ka ba na boɔrɔ naboma binne a gu ne nendaare kaŋ, ka lɛ vɛŋ ka ba na taa nyɔvore naŋ sereŋ e nyɔvore.
1TI.6.20	Timoti, gu a boma ba naŋ de ko fo taa velaa. Bare yelfoglo yeluu ane nɔkpeɛn-weere ba naŋ ŋmaara zirii boɔlɔ ka yelbammo. 
1TI.6.21	Noba mine naŋ tuuro a yɛlɛ ama bɔre yi la a yeldeebo poɔ a kpɛ weɛ.
1TI.6.21	Ka a Naaŋmen maaloo be yɛ zaa zie.
2TI.1.1	Maa Pɔɔl, a naŋ e a Naaŋmen poboɔbo ka N waa a Kirista Yeezu apostolii, a noɔre O naŋ eŋ ka O na tere la nyɔvore naŋ be a Kirista Yeezu eŋɛ zuiŋ, 
2TI.1.2	la sɛgrɛ korɔ Timoti naŋ e n poyɛŋ bie:
2TI.1.2	Ka a Naaŋmen Saa ane a te Daana Kirista Yeezu garaaseɛ, nembaalonzoe ane maaroŋ be fo zie.
2TI.1.3	N puoro la Naaŋmen bareka yaga zaa (Ona la ka N puoro ne teɛroŋ soŋ aŋa n sããkommine naŋ da e lɛ) ka maa wa leɛ-teɛre fo yɛlɛ tegitegilɛ a n puoruu poɔ ŋmenaa ane tensogɔ. 
2TI.1.4	Ka maa wa leɛ-teɛre a fo nentaŋ ŋmaabo yɛlɛ, N maŋ taa la vɔlaa ka N nyɛ fo ka n poɔ paale ne popeɛloŋ. 
2TI.1.5	N leɛ-teɛre la a fo yeldeebo naŋ e meŋɛ yɛlɛ. A yeldeebo ŋa la ka fo makoma Lowesi ane fo ma Yunisi da daŋ taa, kyɛ pampana ŋa, N baŋ la velaa ka fo meŋ taa o la. 
2TI.1.6	A ŋaa zuiŋ, N leɛ-teɛrɛ fo la ka fo leɛ seŋ a Naaŋmen kyɔɔtaa naŋ be fo zie a yi a n nuuri N naŋ da de dɔgle fo zu kyɛ puori ko fo; 
2TI.1.7	bonso, dabeɛ̃ vooroŋ naane ka Naaŋmen da ko te, kyɛ O da ko te la kpeɛ̃õ ane nɔmmo ane meŋɛ bantaabo vooroŋ.
2TI.1.8	A lɛ zuiŋ, ta wa zoro vi ka fo di danseɛ kyaare ne a te Daana bee maa naŋ waa a O nempɔgraa kyɛ dɛle a Naaŋmen kpeɛ̃õ a laŋ ne ma wono tuo a Ŋmen-yelnoore zuiŋ. 
2TI.1.9	Ona la da faa te kyɛ boɔle te ne boɔlaa naŋ e soŋ, a ba e a te toma zuiŋ kyɛ O meŋɛ poboɔbo ane O garaaseɛ zuiŋ la. O da ko te la a garaaseɛ ŋa a Kirista Yeezu eŋɛ kyɛ ka a tendaa wa bebe. 
2TI.1.10	Kyɛ pampana ŋa, ba iri o la wuli te a yi a te Faara Kirista Yeezu waabo eŋɛ. Ona la da iri kũũ bare kyɛ e ka nyɔvore naŋ koŋ baŋ la kpi tu a Ŋmen-yelnoore zie sãã veɛloŋ poɔ. 
2TI.1.11	A Ŋmen-yelnoore ŋa zuiŋ la ka ba da kaa-iri ma ka N waa yelmoɔlɔ ane apostolii ane wulwullo, 
2TI.1.12	kyɛ a ŋaa zuiŋ la ka N wono a tuo ŋa N naŋ wono. Kyɛ vi ba kpeɛrɛ ma, bonso, N baŋ la neɛ na N naŋ dɛle. N sereŋ baŋɛɛ la ka O na toɔ̃ gu la bonna N naŋ de ko O te ta a bebiri na daare. 
2TI.1.13	Nyɔge kyɛ tuuro a kannoo naŋ waa meŋɛ fo naŋ da woŋ yi n zie ne yeldeebo ane nɔmmo naŋ be a Kirista Yeezu poɔ. 
2TI.1.14	Gu a bonsoŋ na ba naŋ da de ko fo taa ne a Vooroŋ Soŋ sommo naŋ be te poɔ.
2TI.1.15	Fo baŋɛɛ la ka a banaŋ zaa naŋ be a Ezeya poɔ leɛ la puori kyɛ bare ma. Figyilose ane Hɛmogene meŋ poɔ la ba poɔ. 
2TI.1.16	Ka a Daana zo Onesiforuse yideme nembaaloŋ, bonso, gbɛɛ yaga ka o da e ka n eŋɛ maa kyɛ ba zoro a n banzɔlɔ vi. 
2TI.1.17	O naŋ da wa ta a Urom teŋɛ, o da eŋ la faŋ a bɔ wa nyɛ ma. 
2TI.1.18	Ka a Daana e ka o nyɛ nembaalonzoe yi a Daana Naaŋmen zie a bebiri na daare! Fo baŋ la velaa a toma na zaa o naŋ da toŋ a Efesu teŋɛ poɔ.
2TI.2.1	Azuiŋ n bie, are kpeɛŋaa a garaaseɛ naŋ be a Kirista Yeezu eŋɛ; 
2TI.2.2	kyɛ bonna fo naŋ da woŋ yi n zie a yi a dansediribe yaga poɔ, manne ko a yelmeŋɛ deme na naŋ na toɔ̃ wuli a ba taaba meŋ. 
2TI.2.3	Meŋ poɔ wono a tuo aŋa a Kirista Yeezu sogyɛ meŋɛ. 
2TI.2.4	Neɛzaa naŋ tonɔ sogyɛre toma ba maŋ de o meŋɛ poɔ a banaŋ naŋ ba e sogyɛre bebiri zaa yɛlɛ poɔ. A sogyɛ yelnimizeɛ maŋ la ka o pɛle a o neŋkpoŋ poɔ. 
2TI.2.5	A zozoro meŋ zie, neɛzaa kontoɔ̃ nyɛ kyɔɔtaa ka o naŋ ba zo a zoobu zaa baare a seŋ lɛ a zoobu begɛ naŋ wuli. 
2TI.2.6	A koɔraa naŋ toŋ a toma la seŋ ka o daŋ di a weɛ boma. 
2TI.2.7	Teɛre nyɛ bonna N naŋ yele, bonso, a Daana na ko fo la yelbammo yelzaa poɔ.
2TI.2.8	Leɛ-teɛre a Yeezu Kirista naŋ yi a Davil boorɔ poɔ ba naŋ da e ka O leɛ-iri yi a kũũ poɔ yɛlɛ; a n Ŋmen-yelnoore la a ŋa. 
2TI.2.9	O zuiŋ la ka N wono tuo, haali ka ba da leŋ ma ne banzɔlɔ aŋa nenfaa. Kyɛ ba ba leŋ a Ŋmen-yelnoore ne banzɔlɔ. 
2TI.2.10	A lɛ zuiŋ, N di la kannyiri yelzaa poɔ a neŋkaa-irri zuiŋ ka ka ba meŋ na toɔ̃ nyɛ a faabo naŋ be a Kirista Yeezu eŋɛ ne puubu naŋ ba taa baaroo. 
2TI.2.11	A yeluu ŋa e la serɛ:
2TI.2.11	Ka teneŋ wa laŋ ne O kpi, te meŋ na laŋ ne O la voorɔ;
2TI.2.12	ka teneŋ di kannyiri, te meŋ na laŋ ne O la di naaloŋ;
2TI.2.12	ka teneŋ zagre O bare, O meŋ na zagre te la bare;
2TI.2.13	ka teneŋ ba taa yelmeŋɛ ne O, Ona eŋ maŋ taa la yelmeŋɛ,
2TI.2.13	bonso, O koŋ baŋ zagre O meŋɛ bare.
2TI.2.14	Leɛ-teɛre ba a yeli ŋa kyɛ kpãã ba a Naaŋmen niŋesogɔ ka ba bare nɔkpeɛne ŋmeɛbo yelbie naŋ ba waana ne sommo zaa ka sããmo yoŋ naane ko a banaŋ naŋ kyɛllɛ wono a. 
2TI.2.15	E aneɛ ka fo are a Naaŋmen niŋesogɔ a waa neɛ O poɔ naŋ pɛle ne, a waa tontonɔ naŋ ba zoro vi kyɛ kanna a yelmeŋɛ yelbiri velaa. 
2TI.2.16	Zagre yelfoglo yeluu, bonso, a maŋ maaleŋ tagra la noba kpeɛrɛ ne yelbieri poɔ, 
2TI.2.17	ka a ba yelyelii maŋ yɛllɛ aŋa gbontori. Hammeneyon ane Filetuse poɔ la ba poɔ. 
2TI.2.18	Ba bɔre yi la a yelmeŋɛ sori kyɛ yele ka a kũũ leɛ-iruu eɛɛ la baare. Ba dɔɔnɔ la a noba mine yeldeebo. 
2TI.2.19	Kyɛ a Naaŋmen yiri pare naŋ e kpeɛŋaa naŋ arɛɛ la a taa ŋmaaroŋ ŋa, “A Daana baŋ la banaŋ naŋ e O noba,” kyɛ “Vɛŋ ka neɛzaa naŋ boɔlɔ a Daana yuori leɛ yi potuoloŋ poɔ.”
2TI.2.20	A yikpoŋ poɔ, salema ane selem-pelaa laare yoŋ naane maŋ bebe kyɛ daare ane yagraa laare meŋ maŋ bebe la. Ba maŋ de la a mine tonɔ ne toma naŋ taa yuori kyɛ de a mine tonɔ ne toma naŋ ba taa yuori. 
2TI.2.21	Banaŋ zaa naŋ peere bamenne yi a yɛlɛ na zaa N naŋ da manne poɔ na waa ŋa laare naŋ taa yuori, a taa kpimaroo ane tɔnɔ ko a yiri soba, kyɛ nare bamenne tonsonne zaa tommo eŋɛ. 
2TI.2.22	Zagre baapaaloŋ vɔlfaare bare kyɛ laŋ ne a banaŋ naŋ boɔlɔ a Daana yuori ne sukyirpelaa a eŋ faŋ boɔrɔ mennoŋ, yeldeebo, nɔmmo ane emmaaroŋ. 
2TI.2.23	Ta taa yelzaa ne damboluŋ ane nɔkpeɛn-weere naŋ ba taa tɛgɛ. Fo baŋ ka a lɛ maŋ waana ne la zɔɔre. 
2TI.2.24	A Daana tontonɔ ba seŋ ka o waa zɔɔboɔrɔ kyɛ a seŋ ka o taa nimibaaloŋ ne neɛzaa, a waa neɛ naŋ maŋ toɔ̃ wuli noba velaa, a taa kannyiri, 
2TI.2.25	a dɛnnɛ o taaba ne sumaaroŋ. Kaapɔge Naaŋmen na e la ka ba leɛ ba eebo a leɛ baŋ a yelmeŋɛ, 
2TI.2.26	a toɔ̃ faa bamenne yi a sebɛlbɛllɛ bɛraa poɔ. Ona la da nyɔge ba eŋ gbaŋgbaaloŋ poɔ ka ba erɛ o poboɔbo yɛlɛ.
2TI.3.1	A ferɛɛ la ka fo baŋ a yeli ŋa tɛgɛ, ka a bebi-baare saŋ, a zie na e la kpeɛŋaa yaga. 
2TI.3.2	Bonso, noba na nɔŋ la bamenne, a nɔŋ libie, a wullo bamenne, a erɛ pɔloo, a toorɔ noba zoma, a zagra ba dɔgrebɔ nɔɛ, a ba baŋ bareka puoruu, a waa nendɛgɛ, 
2TI.3.3	a ba taa nensaaloŋ, a ba dire suuri, a waa yosaanema, a taa sutoloŋ, a e noba naŋ na taa dabeɛ̃, a kyiire yelveɛle, 
