MAT.1.3	Yúda mú byâ Farɛs bá Zára, nyɔɔŋgʉ́ wáŋ wə́ Tamar. Farɛs mú byâ Ɛsrom. Ɛsrom byâ Aram. 
1CO.15.25	Nəcé í jɨɨ nə́ a bâg jwú nə ndɛɛ́ kə wɔ́ɔ́s ja Zɛmbî mə bá culʉshi mízhízhíŋ myɛ́ myɛ̂sh, a nyaál myo nə məkuú yí. 
1CO.15.26	Zhízhíŋ á bá kə shúgʉla cɛ́ɛ́g yí í bá bə shwɨy. 
1CO.15.27	Haaw. Jɨ́ cilyá Kálaad Zɛmbî dɨ́ nə́: «Zɛmbî nyə a mə́ wá ísâ byɛ̂sh mə́nyámá mɛ́d». Njɨ, ja cilyá nɨ í cɨ́ nə́ isâ byɛ̂sh yí, í áŋgɛ̂ nə cɛɛl cɨ nə́ Zɛmbî nyəmɛ́fwó jɨ nə́mə́ mə́nyámád. 
1CO.15.28	Ja isâ byɛ̂sh í bá bə mə́nyámá mə́ Zɛmbî dɨ́ yí, nyə muud nyə á wá isâ byɛ̂sh Mwân dɨ́ mə́nyámád yɛ́, Mwân mə́ bá nə́mə́ nyíi mə́nyámád, Zɛmbî mú bə Mása á isâ byɛ̂sh. 
1CO.15.29	Ŋkí gúl sâ cúgɛ́ nə́ mimbimbə mí dʉ gwûm, ká buud bwə́ dʉ duwan shú búúd bwə́ á yə wá bwə́ bá sá ntʉdɛlɛ? Bwə́ dʉ duwan shú búúd bwə́ á yə wá nəcé jɨ? 
1CO.15.30	Ŋkí jɨ́ nə́ mimbimbə mí ábʉ́lɛ gwûm, sə́ bâŋ buud bɨ́ micúŋ nə mindɔɔlúd wəla dɛ̂sh ɔ́ga, sə́ ŋgə yə wâŋ cúŋ nəcé jɨ? 
1CO.15.31	Bwaaŋg, mə ŋgə faam nə shwɨy jwɔ̂w dɛ̂sh, bʉ́bə́lɛ́ nə́mə́ nda bɨ́ ŋgə́ sá mə lúu nə́ sáŋ nə́. Lúu wɨ́ mə nə́ sáŋ nəcé bɨ bə́lə búúd ɔ Cwámba wúsʉ́ Krîst Yésus. 
1CO.15.32	Mə a gwána nə ibiin Ifɛ̂z. Ŋkí gwáná jɔɔŋg í á bə njɨ shú ísâ í dʉ́gyá nə buud yí, máyɛ́ mə́nywa mə́sə́ mə cínɔŋg má? Ŋkí jɨ́ nə́ mimbimbə mí ádɛ́ gwûm ɨɨ́, shé mú bɛ̧ kaanə́ í ŋgə́ cɨ nə́: «Shé də́gâ, shé ŋgúlʉgâ, nəcé shé é yə mán». 
1CO.15.33	Kúgá shɨɨg mə́nyúul, wúl kaanə́ wɨ́ nə́: «Igwooŋg í abʉ́bɔ̂w í dʉ yád jɔ̧jɔ̧ mə́cum mə múúd». 
1CO.15.34	Kúgá ná nyiŋgə ŋgə cʉgə nda mikás. Yɔwʉgá sálə mísə́m. Bɔ́ɔ́l búúd wâ gúfʉ́gá jɨ́n bwə́ ampúyɛ́ Zɛmbî. Mə lás ntʉ́nɨ shú nə́ bɨ gwágʉ́g shwôn.
1CO.15.35	Ŋgwɔ́l múúd jɨ nə ŋkul jî nə́: «Mimbimbə mí bá gwûm ntʉdɛl? Mí bá nyíŋgə zə nə nyáyɛ́ nyúul?» 
1CO.15.36	O, yé lad! Bumə́ wó bɛ̧ yí í cúgɛ́ nə ŋkul kɔ̧́ í kú fwo fudə. 
1CO.15.37	Ja wó bɛ̧́ mpəg yí, ye wó bɛ̧ gwo nə nyúúl í bá kɔ̧́ nə ndɨ̂ yí? Ŋgaá nə́ í dʉ bə zhizhe bumə́ *blé ŋkí gúl bumə́ shús? 
1CO.15.38	Nə́ ndɛɛ́, Zɛmbî mú yə gwo nyúúl á cɛ́ɛ́l yə gwo yí, a yə́ mpəg jɛ̂sh nyɛ́ nyúul.
1CO.15.39	Mishwun myɛ̂sh mí cúgɛ́ mishwun mimpwûd. Jɨ́ nə́, mishwun mi búúd mí nə myɛ́, mishwun mí ócúdú nə myɛ́, mishwun mí ínunú nə myɛ́, mí mí óshû nə myɛ́. 
1CO.15.40	Mənyúúl mə́sə nə́mə́, nə mənyúúl mâ joŋ, nə mənyúúl mâ shí. Mənyúúl mâ joŋ wáŋ ŋkənʉwálə wɨ́ nə yé, mənyúúl mâ shí wáŋ ŋkənʉwálə nə yé. 
1CO.15.41	Jwɔ̂w í dʉ ŋkənʉwa yé mbií, ŋkwoond yé mbií, wəacén-cénî wáŋ mbií. Ŋkə́mʉ́sá wə́acén-céní mpə́dʉ́gá nyáŋ, jísə, ŋgwɔ́l yé ŋkənʉwálə í shwɔ̧́ɔ̧la nə ŋgwɔ́l yé. 
1CO.15.42	Ntɔ́ nə́mə́ wə́ jɨ́ nə gwûmʉ́lə mímbimbə yɛ́. Mbimbə í dʉ dɔw nə nyúúl í dʉ bwo yí, í gwûm nə nyúúl í cúgɛ́ nə ŋkul bwoo yí. 
1CO.15.43	Í dʉ dɔw í kú bə sâ gúmə́, í gwûm í njúl sâ gúmə́. Í dɔw í njúl nə iləm, í gwûm í njúl nə ŋkul. 
1CO.15.44	Í dʉ dɔw nə nyúúl á mishwun, í gwûm nə nyúúl á *shíshim. Nda nyúúl á mishwun nyísə́ nə́, nyúúl á shíshim nyísə nə́mə́. 
1CO.15.45	Sá jɔɔŋg wə́ jɨ́ cilyá Kálaad Zɛmbî dɨ́ yí. Jɨ́ cilyá nə́:
1CO.15.45	Adam ashúshwóógʉ́ nyə á zə bə kuwó;
1CO.15.45	Adam áməzhúgʉ́lâ mú zə bə shíshim í yə́ búúd cʉg yí.
1CO.15.46	Nyúul á shíshim dɨ́ í á tɛ́ɛ́d zə, í á bə nyúul á mishwun; nyúul á shíshim ka shúgʉla zə. 
1CO.15.47	Muud ashúshwóógʉ́ nyə á ŋwiny mə́ndəlúd, mɛ̧yɔw nə məndəlú. Muud ábɛɛ̂ nyɛ nyə á zhu joŋʉd. 
1CO.15.48	Buud bwə́ á mɛ̧yɔw nə məndəlú wá bɨ́ nə́mə́ nda Adam nyə á mɛ̧yɔw nə məndəlú yɛ́; buud bɨ́ búud ɔ joŋ wá bʉ́sə nə́mə́ nda Adam nyə á zhu joŋ dɨ́ yɛ́. 
1CO.15.49	Nə́mə́ nda sə́ á bɛ̧ɛ̧la nyɔɔŋg nyə á mɛ̧yɔw nə məndəlú yɛ́ nə́, sə́ mə́ bá nə́mə́ bɛ̧ɛ̧la nyɔɔŋg nyə á zhu joŋ dɨ́ yɛ́.
1CO.15.50	Bwaaŋg, sâ mə́ ŋgə́ cɨ yí jɨ́ nə́, shé cúgɛ́ nə ŋkul bá kə nə mənyúúl mə́ ámishwun nə məcií shé ŋgə́ cʉgə nə ndɨ́ mə́ga kə ŋwa kɔw Faan mə́ Zɛmbî dɨ̂; tɔɔ sâ í dʉ bwoo yí, í cúgɛ́ nə ŋkul ŋwa kɔw lʉ sâ í ádɛ́ bwo yí
1CO.15.51	Mə zə́ fɛ́ɛ́g bɨ́ ndímba: sə́ ábʉ́lɛ́ kə ígwə́d sə́ bɛ̂sh, njɨ sə́ bɛ̂sh mənyúúl mə́ bá yida cɛ́nd, 
1CO.15.52	ja ŋgwûd nə́mə́ nda jús í dʉ kə́wʉla nə́; í bá bə ja cwôŋ áməzhúgʉ́lâ í bá lás yí. Nəcé cwôŋ wɔɔŋg í bá lás, mimbimbə mí músə gwûm kú ná nə mənyúúl mə́sə́ nə ŋkul bwoo má; sə́ bâŋ mikuwó, mənyúúl mə́ mú cɛ́nd. 
1CO.15.53	Nəcé, í jɨɨ nə́ nyúúl nyɨ́ nə ŋkul bwo yí í cɛ́ndʉ́g bə nyúúl í cúgɛ́ nə ŋkul bwoo yí, nyúúl nyɨ́ nə ŋkul yə yí í cɛ́nd bə nyúúl í cúgɛ́ nə ŋkul yə yí. 
1CO.15.54	Ja nyúúl nyɨ́ nə ŋkul bwoo yí í bá cɛ́nd bə nyúúl í cúgɛ́ nə ŋkul bwoo yí, nyúúl nyɨ́ nə ŋkul yə yí í cɛ́nd bə nyúúl í cúgɛ́ nə ŋkul yə yí, ja jɔɔŋg wə́ ciyá jɨ́ cilyá ga í bá bwəma yí, nə́:
1CO.15.54	Sə́ mə́ ntɔ̧, ntɔ̧́lə wúsʉ́ wɔɔŋg í mə́ minə shwɨy.
1CO.15.55	Yé shwɨy, shushwom
1CO.15.57	Ká, akíba nə Zɛmbî muud mə́ sá nə́ sə́ ntɔ̧́g nə ŋkul mə Cwámba wúsʉ́ Yésus-Krîst yɛ́. 
1CO.15.58	Nə́ ndɛɛ́, yé bwááŋg mə́ búl cɛɛl wá, yɨ́ɨ́mʉ́gá mənyúúl, bɨ kú shwágʉsa, ŋgəgá nə kə nə sáal mə Cwámba njɨ shwóg nə shwóg, bɨ ŋgə́ mpu nə́ isɛ́y bɨ́ ŋgə́ sá tâŋ buud ɔ Cwámba yí í ábʉ́lɛ́ yə íyɨ́y-yɨ̂y.
1CO.16.2	Jwɔ̂w dɛ̂sh shwɛ́ndɛ mə́ dʉ́ tɛ́ɛ́d yí, muud yɛ̂sh á bɨ́dɨ́ gwooŋg kə́ndʉg gúl sâ koogʉ́ nyə́dɨ́ njɔ́w, bímbí dɛ̂sh á dʉ́g nə́ a jɨ nə ŋkul baagʉlə yí. Í ajɨ́ɨ́yɛ́ nə́ bɨ bwándʉ́g nə́ mə fwóg wɔ́ɔ́s, bɨ́ ka sɛɛŋg ísâ. 
1CO.16.3	Ja mə́ bá wɔ́ɔ́s yí, mə bá kənd búud bɨ́ mə́ bá fɛ́ɛ́sh wá nə okálaad, bwə́ kə kənd mwaanɛ̂ bɨ́ á yána wɔɔŋgʉ̂ Yurʉ́səlɛm. 
1CO.16.4	Ŋkí í bá nyîn nə́ mə́ jəlá nə kə nə́mə́, sə́nɔ́ŋ sə́ mú kə.
1CO.16.6	Mə bá jee ji bɨ́dɨ́ fwámɛ́ fúfwálá, mə jee nə́mə́ shínal ŋkwân jɛ̂sh, nə́ ndɛɛ́ bɨ mú bá kwíínd mə nə kə́lə kʉ́l jɛ̂sh mə́ bá kə yí. 
1CO.16.7	Mə ayídáyɛ́ cɛɛl nə́ mə bâg dʉ́g bɨ̂ mə ŋgə́ cɔ̧́ cɔ̧́g. Mə ŋgə yida tə́dʉga nə búgə́ nə́ mə bá ji fwámɛ́ fwála bɨ́dɨ́ ŋkí Cwámba mə bá yə mə ŋkul nyɔɔŋg. 
1CO.16.8	Njɨ, mə bá ji Ifɛ̂z kə wɔ́ɔ́s jwɔ̂w lʉ́ Pantekôt, 
1CO.16.9	nəcé mpumbɛ́ í mú mpu bə mə nə́ bagə́ cínɔŋg tɛɛm bə nə mizhízhíŋ mí ŋkí bulya. 
1CO.16.10	Timotê ká wɔ́ɔ́s nûŋ, sɔ̧́gá məzhɨɨ́ nə́ a bə́g kú nə sâ í sá nyə ifwaas; mpugá nə́ a ŋgə sɛ̂y isɛ́y í Cwámba nə́mə́ nda mə. 
1CO.16.11	Mə́ cɛɛl cɨ cínɔŋg nə́, muud kú mpyêny nyə. Bɨ ɔ bá kwíínd nyə nə́ a bâg nyiŋgə zə mə́dɨ́ nə́ shɛɛ. Mə ŋgə ntâg bwánd nə́ bə́nɔ̂ŋ bɔ́ɔ́l ómínyɔŋʉ̂ bwə́ bâg zə. 
1CO.16.12	Mwááŋg Apolos nyɛ, mə mə́ bul cwîny nyə nə́ bə́nɔ̂ŋ bɔ́ɔ́l ómínyɔŋʉ̂ bwə́ zə́g nûŋ bɨ́dɨ́, njɨ nyə afwóyɛ́ mpu magʉlə nə́ a zə́ ja gaád. Nyə é bá ka zə ja nyə́ é bá bə nə fwála yí.
1CO.16.14	Ságá sɔ́ɔ́lʉ́gʉ́ wʉ́n wɛ̂sh nə cɛɛlí. 
1CO.16.15	Bwaaŋg, bɨ mə mpú nə́ Stefanas bə́nɔ̂ŋ njɔ́w búúd yé bʉ́sə buud ɔ́ áshúshwóógʉ́ bwɛlɛ́lə *búgʉla nûŋ shí á Akayî, bwə́ á mə́ wá mə́nyúúl kwííndʉ́lə búud ɔ́ Zɛmbî dɨ̂. 
1CO.16.16	Nə́ ndɛɛ́, mə ŋgə yáág nə bɨ́ nə́ bɨ mágʉləg ijwûga í mbií búúd wɔɔŋgʉ́ nə bɔ́ɔ́l bɛ̂sh bə́nɔ́ŋ bwə́ ŋgə́ sɛ̂y ŋgə wádʉga wá.
1CO.16.17	Mə jɨ nə məshusʉg nəcé Stefanas bá Fortunatus nə Akayikus bwə́ mə́ zə; zə́lə wáŋ í mə́ sá nə́ bɨ́ kú ná bə mə nə fund, 
1CO.16.18	bwə́ á mə́ zə sá nə́ lâm í sə́lʉg mə shí, milâm səl nə́mə́ bɨ̂. Dʉgá lɔ̧́ mbií búúd nɨ.
1CO.16.20	Omínyɔŋʉ̂ bʉ́n bɛ̂sh bwə́ ŋgə bə́da bɨ̂. Ŋgəgá nə kúlʉla məkúlʉla mə́ buud ɔ́ Zɛmbî. 
1CO.16.21	Mə Pwôl mə́ cílə mə́bə́dá mə́ga nə mbwə̂ wâm. 
1CO.16.22	Ŋkí muud mə bə́ kú cɛɛl Cwámba, ŋkwaal nə muud wɔɔŋg. Maranata
1CO.16.23	Cwámba Yésus kə́ sá bɨ́ bɛ̂sh mpaam. 
1CO.16.24	Mə́ cɛɛl bɨ́ bɛ̂sh kwoŋ mə́ Yésus-Krîst dɨ̂.
2CO.1.2	Sɔ́ɔ́ŋgʉ́ íshé Zɛmbî bâ Cwámba Yésus-Krîst bwə́ ɔ́ sá bɨ́ mpaam, bwə́ ɔ́ sá nə́mə́ nə́ bɨ ŋgə́g nə cʉgə nə́ shɛɛ. 
2CO.1.3	Gúmə́ nə Zɛmbî, Sɔ́ɔ́ŋgʉ́ mə Cwámba wúsʉ́ Yésus-Krîst, Sɔ́ɔ́ŋgʉ́ mə búl gwág búúd cɛy lámʉ́d yɛ́, Zɛmbî mə dʉ́ cweel mílâm ja jɛ̂sh yɛ́. 
2CO.1.4	A ŋgə cweel sə́ milâm *íncwaw í ntʉg byɛ̂sh sə́ ŋgə́ bwəma nə ndɨ́ yííd, shú nə́ sə́ bə́g nə ŋkul mə cwéél bɔɔŋg bɛ̂sh bwə́ ŋgə́ nə́mə́ bwəma nə incwaw í ntʉg wá milâm, váál á mə́ cweel sə́ mísʉ́ mílâm yí. 
2CO.1.5	Mpugá nə́, nə́mə́ nda sə́ ŋgə́ jág bul jug jugʉ́lə mə́ *Krîst nə́, ntɔ́ nə́mə́ wə́ Krîst ŋgə́ jág bul cweel sə́ milâm yɛ́. 
2CO.1.6	Ŋkí minjugú mí ŋgə bul bɛ̧ sə́, mí ŋgə bɛ̧ sə́ shú nə́ milâm mí cwáálʉwog bɨ̂, bɨ dʉ́gʉ́g cʉg. Ŋkí Zɛmbî ŋgə ntâg cweel sə́ milâm, a ŋgə sá ntɔ́ shú nə́ milâm mí cwáálʉwog bɨ̂, bɨ mú jísɔw mínjugú mimpwûd sə́ ŋgə́ nə́mə́ jísɔw myá. 
2CO.1.7	Sə́ ŋgə *búgʉla kú nə məzhigə́ nə́ bɨ e tɔ̂w búgə́ jɨ́nʉ́d nə́ shîm; nəcé, sə́ mə́ mpú nə́ nda bɨ́ ŋgə́ jug jugʉ́lə ŋgwûd sə́ ŋgə́ jug yí nə́, Zɛmbî ŋgə nə́mə́ cweel bɨ́ milâm nda á ŋgə́ cweel sə́ mísʉ́ nə́. 
2CO.1.8	Bwaaŋg, sə́ acɛ́ɛ́lɛ́ nə́ bɨ bə́g kú mpu yáág-yáág íncwaw í ntʉg sə́ á bwəma nə ndɨ́ Azî yí. Í á bə sə́ mbíya nyaanʉ́lə, ntɔ̧ sə́ ŋkul, váál á nə́ sə́ áshígɛ́ ná nyiŋgə ŋgə bə nə búgə́ nə́ sə́ é wú cínɔŋgʉ́ mikuwó.
2CO.1.10	Nyə wə́ nyə á ka fɛɛmʉshi sə́ bɔ́w-bɔ̂w shwɨy sə́ á nywá yə jɔɔŋgʉ́d, a bá nə́mə́ dʉ nyiŋgə fɛɛmʉshi sə̂. Sə́ ŋgə búgʉla njɨ nyə nə́ a bá nə́mə́ nyiŋgə dʉ fɛɛmʉshi sə̂, 
2CO.1.11	bɨ́ ŋgə ntâg kwíínd sə́ nə jəgʉlálə bɨ́ ŋgə́ jəgʉla nə Zɛmbî shú dɔɔŋg yí. Nə́ ndɛɛ́, nda jɨ́ nə́ zhwog buud bwə́ ŋgə jəgʉla nə Zɛmbî shú dʉ́sʉ́ nə́, zhwog buud bwə́ bá nə́mə́ yə nyə akíba shú dʉ́sʉ́ ja á bá sá sə́ mpaam yí.
2CO.1.13	Sə́ áŋgɛ̂ nə cilə bɨ́ gúl sâ shús, nə́mə́ njɨ jɔɔŋg bɨ́ ŋgə́ lɔ̧́ bɨ́ ŋgə́ nə́mə́ mpu nɨ. Mə jɨ nə búgə́ nə́ bɨ é bá shúgʉla mpu sâ sə́ ŋgə́ cɛɛl cɨ yí ncindí nə ncindí. 
2CO.1.14	Mə jɨ nə búgə́ ntɔ́ nəcé bɨ mú ŋgə bwɛlɛ mpu nə́ bɨ́ bɨ́ nə ŋkul jee bəgʉwa nə sə́ nə́mə́ nda sə́ mə́ bá bəgʉwa nə bɨ́ jwɔ́w mə́ Cwámba wúsʉ́ Yésus-Krîst dɨ́ nə́.
2CO.1.16	Mə á ka cɛɛl nə́ mə bá tɨ́ nûŋ kə Masedwân, mə nyiŋgə wú Masedwân zə nûŋ bɨ́dɨ́ nə́ bɨ zə́g kwəmʉsa mə njɔɔnd kə́lə Yudéa. 
2CO.1.17	Ye mə á lás mimpu mimbá ja mə á ŋwa cígʉ́lá nə́ mə sá ntɔ́ yí? Ye ntɔ́ jɨ nə́ micígʉ́lá myâm mí mú ŋgə bɛ̧ njɨ iyuug yâ lâm múúd mə́ jɨ́ nə ndɨ́ yí, mə ka dʉ bə mə ŋgə́ cɨ, mə ŋgə́ shwána? 
2CO.1.18	Zɛmbî nyəmɛ́fwó mə́ mpú nə́ sə́ ádɛ́ bwɛlɛ bə nə bɨ́ nə́, sə́ ŋgə́ cɨ, sə́ ŋgə́ shwána. 
2CO.1.19	Krîst Yésus Mwân mə Zɛmbî, sə́nɔ̂ŋ Silvɛ̧̂ nə Timotê sə́ á ŋgə cúndə bɨ́dɨ́ yɛ́, nyə a shígɛ́ bə, nə cɨ nə shwána. Nyə á dʉ bə, á ká cɨ sâ, ciyá jé bə njɨ ciyá ŋgwûd. 
2CO.1.20	Məŋkaagə́ mɛ̂sh Zɛmbî nyə á kaag má mə́ á bwəma nyə́dɨ́, shé ka ŋgə cɨ́ Amɛn nyə́dɨ́ kwoŋ dɨ́, ŋgə́lə magʉlə nə́ Zɛmbî mə́ jəla nə gúmə́. 
2CO.1.21	Zɛmbî nyəmɛ́fwó wə́ ŋgə́ lʉlʉshi sə́nɔ̂ŋ bɨ́ cʉg shé ŋgə cʉgə nə Krîst yííd. Nyə nə́mə́ wə́ nyə a gwáágʉlə shé məwúdə́ mə́ fééshá. 
2CO.1.22	Nyə wə́ nyə a wá shé məyɨɨgyé
2CO.1.23	Mə́ ŋwa Zɛmbî wúshinɛd nə́, mə́ ká shɨɨg mə yə. Mə a shígɛ́ cɛɛl káág bɨ́ mbag, gwə́ wə́ mə áshígɛ́ ná nyiŋgə zə nûŋ Kɔrɛ̂nt yí. 
2CO.1.24	Sə́ áŋgɛ̂ nə cɛɛl nywaad bɨ́, sâ nə́ bɨ mágʉləg; mbɔ̂, sə́ ŋgə yida wá məbwə́ ísɛ́y bínʉ́d nə́ bɨ bə́g nə məshusʉg, nəcé búgə́ jɨ́n jísə álal-ŋkul.
2CO.2.2	Ŋkí mə́ yida wá bɨ́ məcɛy lámʉ́d, zə́ nyə e sá nə́ mə gwágʉ́g məshusʉg? Ŋgaá bɨ́ buud mə́ zə́ wá mə́cɛy lámʉ́d wá? 
2CO.2.3	Mə á cilə bɨ́ kálaad shú nə́, ja mə́ zə́ nûŋ yí, bɨ́ buud mə́ jə́lá nə́ sá nə mə bə́g nə məshusʉg wá, bɨ kú bá yida wá mə məcɛy lámʉ́d. Mə ŋgə mpu bʉ́bə́lɛ́ nə́ bɨ báá mə́ dʉ bə, mə́ ká gwág mə́shusʉg, í bə nə́mə́ mə́shusʉg mʉ́n. 
2CO.2.4	Mə á cilə ntâg kálaad wɔɔŋgʉ́ nə məzhwíílɛ míshʉ́d, mə ŋgə́ dʉ́g *incwaw í ntʉg, lâm kú bə mə nə́ shɛɛ. Njɨ, mə a shígɛ́ cɛɛl wá bɨ́ məcɛy lámʉ́d, mə á yida cɛɛl nə́ bɨ mpúg nə́ mə ŋgə cɛɛl bɨ́ váál á ntɔ̧ minjɨ.
2CO.2.5	Ŋkí ŋgwɔ́l múúd nyə a sá nə́ mə bə́g nə məcɛy mə lâm, mə dɨ́ nyə á sá yɛ́; mpǔlə dʉ́g ɨɨ́, bɨ bɛ̂sh wə́ nyə á sá məcɛy mə lâm mɔɔŋg wá, mə awáyɛ́ jwuŋ sá mə́ ŋgə́ cɨ yííd. 
2CO.2.6	Muud wɔɔŋgʉ́, bímbí búúd ɔ́ *Dɔ̧ bwə́ á mə ŋkáánd nə nyə yí í mə́ jəla. 
2CO.2.7	Nə́ ndɛɛ́, mə́ yidá cɨ nə́ bɨ kág bɨ́d nyə, yidagá cweel nyə lâm; nəcé bɨ́ mə́ ká bə kú sá ntɔ́, məcɛy mə lâm mə́sə nə ŋkul káda nyə nə́ ndɛɛ́ nyúúl shwal tag nyə.
2CO.2.8	Nə́ ndɛɛ́, lwógá nyə nə́ bɨ mə́ cɛɛl nyə, mə́ wə́ mə́ cɨ́ ntɔ́. 
2CO.2.9	Mpugá nə́ ja mə á cilə bɨ́ yí, í á bə nə́ mə dʉ́g ŋkí bɨ e sá mə məgwág məzhɨɨ́ mɛ̂sh. 
2CO.2.10	Bɨ́ mə́ ká bɨ́d múúd, kú lámʉsa nə nyə, mpugá nə́ mə mə́ bɨ́d nə́mə́ nyə. Ŋkí mɛɛ mə á ka ntâg bɨ́d muud ja mə á jəla nə lámʉsa yí, mə a bɨ́d nyə shú dʉ́n mísh mə́ *Krîst dɨ̂. 
2CO.2.11	Mə a sá ntɔ́ shú nə *Sátan kú bə nə zhɨɨ́ nə́ a nyúgʉ́g shé, shé ajágɛ́ íyuug byé.
2CO.2.13	lâm í á bul kə mə gwɔ́w nə mə bə́lə kú kwey mwááŋg Títus. Mə á ka ntâg jə́na nə buud ɔ nûŋ, mə mú kyey kə Masedwân.
2CO.2.14	Mə yə́ Zɛmbî akíba, nyə muud mə́ dʉ́ sá ja jɛ̂sh, kwoŋ mə *Krîst dɨ̂, nə́ sə́ dʉ́g ntɔ̧ ntɔ̧́lə yé yɛ́. Mə yə́ nyə akíba, nyə muud ŋgə́ balan nə sə́ shú nə́ njɨ́ɨ́gʉ́lá mə́ Krîst í ŋgə́g nə mpyáánz kʉ́l jɛ̂sh nda labínda yɛ́. 
2CO.2.15	Sə́ bɨ́ bánda bə jɔ̧jɔ̧ labínda mə́ Krîst shú mə́ Zɛmbî, sə́ ŋgə sá nə́ buud bɛ̂sh bwə́ gwádʉ́gág məcud mə́ Krîst, tɔɔ bɔɔŋg bwə́ ŋgə́ *dʉ́g cʉg wá, tɔɔ bɔɔŋg bwə́ ŋgə́ jɛ̧ wá. 
2CO.2.16	Məcud mɔɔŋg mə́sə ka bə mə́cud mə́ shwɨy shú bɔɔŋg bwə́ ŋgə́ jɛ̧ wá; njɨ, shú bɔɔŋg bwə́ dʉ́g cʉg wá, mə́sə məcud mə́ cʉg, mə́ ŋgə́ kə nə bâŋ cʉg dɨ̂. Ká, zə́ jɨ́ nə ŋkul sá váál ísɛ́y byɔɔŋg yɛ́?
2CO.3.2	Bɨ wə́ bʉ́sə́ kálaad wúsʉ́, kálaad jísə́ cilyá sə́dɨ́ mílámʉ́d yɛ́, kálaad múúd yɛ̂sh mə mpú yɛ́, múúd yɛ̂sh ŋgə́ lɔ̧́ yɛ́. 
2CO.3.3	Haaw. Í ŋgə mpu nyîn nə́ bɨ́ bɨ́ kálaad Krîst nyə á cilə yɛ́; nyə á cilə, a mú yə sə́ nə́ sə́ kálag buud. Nyə a shígɛ́ cilə nyə nə tíndi
2CO.3.4	Krîst wə́ ŋgə́ sá nə́ sə́ ŋgə́g mpu ntɔ́ bʉ́bə́lɛ́ mísh mə́ Zɛmbî dɨ̂. 
2CO.3.5	Sə́ aŋgɛ̂ nə cɛɛl cɨ nə́ sə́ mə́ sá gúl sâ nə ŋkul nyísʉ́ sə́mɛ́fwó; mbɔ̂. Zɛmbî wə́ ŋgə́ sá nə́ sə́ bə́g nə ŋkul ŋgə́lə sá isâ sə́ ŋgə́ sá yí. 
2CO.3.6	Nyə wə́ nyə á kwəmʉsa sə́ nə́ sə́ bə́g osɔ́ɔl ɔ mə́sáal wâ sɔ̧ á gúgwáan. Sɔ̧ jɔɔŋg kú ntâg bə sɔ̧ á məcɛ̧ɛ̧ nda mə́sə́ cilyá nə́, í njúl yida bə sɔ̧ Ŋkɛ̧́ŋkɛ̧̂ Shíshim ŋgə́ laad yí. Nəcé bɛ̧ɛ̧́lə mə́cɛ̧ɛ̧ í dʉ gwɨ́ɨ́lya múúd gwɨ́ɨ́lya gwɨ́ɨ́lyág, Ŋkɛ̧́ŋkɛ̧̂ Shíshim nywáá mə yə́ múúd cʉg.
2CO.3.8	Milwanə́ tɛ́ɛ́d fwo bə ntɔ́ sáal í á dʉ kwaamb shwɨy yííd, ŋkəmʉsa nə dɔɔŋg sáal Ŋkɛ̧́ŋkɛ̧̂ Shíshim ŋgə́ kyey nə ndɨ́ yííd. Ŋgaá milwanə́ myâ cínɔŋg mí é nyiŋgə bul ntɔ̧? 
2CO.3.9	Sáal í á dʉ kwaamb muud intʉ́gʉ́lí yí tɛ́ɛ́d fwo bə nə bímbí lʉ́ mílwanə́ nɨ, ŋkəmʉsa nə́ sáal í ŋgə́ sá nə́ buud bwə́ bə́g otʉ́təlí mísh mə́ Zɛmbî dɨ́ yí? 
2CO.3.10	Ŋgaá milwanə́ mí á ŋkənʉwá yág myá mí é bə zhizhe sâ? 
2CO.3.11	Ŋkí sâ á kʉ́l fwála í á bə nə milwanə́, ŋgaá sâ á kandʉgə kandʉgə í é nyiŋgə bul bə nə ndɨ̂? 
2CO.3.12	Sə́ báá ŋgə bwánd nə búgə́ nə́ í bá bə ntɔ́, gwə́ wə́ sə́ ŋgə́ sá isâ nə́ kpwɔɔ́ kpwɔɔ́ yí. 
2CO.3.13	Sə́ áŋgɛ̂ nə sá nda Moyîz; nyə á dʉ shwu sʉláya lúúd nə́ bag ɔ́ Izʉrəyɛ̂l bwə́ nda dʉ́g váál mə́ŋkənʉwa mâ kʉ́l fwála mə́ é ŋgə shîn yí. 
2CO.3.14	Ká, milúu mí á mə́ shila
2CO.3.15	Jɨ́ ntɔ́, ja jɛ̂sh bwə́ dʉ lɔ̧́ mícilyá mí Moyîz yí, sʉláya mə́ dʉ búdal bwo milâm. 
2CO.3.16	Njɨ, ja múúd mə yíd dʉ́g wə́ Cwámba
2CO.3.17	Nəcé Cwámba jisə Shíshim, kʉ́l Shíshim mə Cwámba wúsə́ yí, cínɔŋg wə́ jiya fʉlí jísə́ yí. 
2CO.3.18	Sə́ bɛ̂sh buud ósʉláya bwə́ á mə́ wú mə́mpwoombʉ́d wá, sə́ ŋgə beny
