MAT.1.1	Ọkwukwo osnusno ọmumu Jizọsi Karaịsi, nnwọ Devidi, nnwọ Ebereham.
2TH.2.14	Kam kpayarụ, o sukwuru anụ hite n'izi ọma aị, ma anụ kehịa igwe n'igwugwu Nyenwe aị Jizọsi Karaịsi. 
2TH.2.15	Rụmu nda aị, anụ gwuzoru kwem, anụ jikwasi nhne a znirni anụ rikne, hite n'ikwu-ọnu mọbu ọkwukwo izi a gbarụ.
2TH.2.16	Kịtna, Nyenwe aị Jizọsi Karaịsi n'iwhuru a nụ Chiokike Nda aị, nye whnụrnu aị n'anya, hite n'oru o nyernu aị nụ olile anya bụru ọma, mee a gwuzosi rikne, 
2TH.2.17	gba anụ inwe, mee anụ gbasị rikne nụ kpakara ẹrnu ọma nụ ikwu-ọnu.
2TH.3.1	Ke ipne-aznụ, rụmu nda aị, anụ kpenu aị okpukpe ma izi Nyenwe aị gbasa k'agịda, nwernu masị igwugwu a lele kpa ọ zị n'esilawụru anụ. 
2TH.3.2	Kpe masị ma Chiokike dọhia aị n'aka ele ọjo nụ ele arụru-ẹli, kwnornu nụ ọ bụ́o kpakara badnụ nwernu ọkwnata ovu. 
2TH.3.3	Kọvu Chiokike bụ nye kwesiri ọkwnata ovu, o jeenye anụ rikne, kpusni anụ hite n'aka nye ọjo wam. 
2TH.3.4	A tụkwasiri Nyenwe aị mkpọma nụ anụ zị kọriri neeme neezne nụ ruwhnu kpakara nhne a nyernu anụ n'iwu. 
2TH.3.5	Nyenwe aị duru mkpọma anụ dụ n'ọwhnun'anya Chiokike nụ ọsnuta mkpọma ke zị nụ rime Karaịsi.
2TH.3.6	Rụmu nda aị, a ji rẹwhna Nyenwe aị Jizọsi Karaịsi neenye anụ iwu, anụ zeru nnwọ nda ọbula ke bụ nye ime-mgwụ, nye zá noowu bụdnu lele kpa nhne a znirni anụ. 
2TH.3.7	Kwnornu nụ anụ magwụ kpa anụ kwesiri o snornu nhne atụ aị. A bụ́o ele ime-mgwụ nga aị nụ anụ zị. 
2TH.3.8	A ríge wiri nye ọbula ke a kwụ́la ọgwo. Tnụnuma, a dọgburu ẹhni aị n'ẹrnu iwhnehnie nụ abalị, nọornu ẹrnu ma a gharụ ọ bụru ivu rịnya nyee anụ. 
2TH.3.9	Ka bụ́o nụ a nwée rikne nahọru anụ nhne, kọvu ma a bụru ele anụ jọomuhia nhne n'aka be. 
2TH.3.10	Nga aị nụ anụ zị, a znirni anụ nhne ka, “Ọ bụru nụ nye ọbula jọ́ornu ẹrnu, o rí wiri.”
2TH.3.11	A nọonu nụ agwna ele badnụ dazị etekne, be mée nhne ọbula, ele nookwu ọka gbásịla be. 
2TH.3.12	A ji rẹwhna Nyenwe aị Jizọsi Karaịsi neenye be iwu, be gbasị rikne, rnụhia nhne be jeeri. 
2TH.3.13	Rikne gwụ́ anụ rụmu nda aị n'ome nhne bụru ọma.
2TH.3.14	Nye ọbula ke zá naabịta nhne a gbarụ n'ọkwukwo izi ka, anụ hnata nye wam ama. Anụ nụ nye wam mékọ nhne ọbula, ma iwhnerne tụ a. 
2TH.3.15	Kọvu anụ mée be ele irno anụ, anụ zni be ezni lele rụmu nda.
2TH.3.16	Kịtna, Nyenwe aị ke udno n'iwhuru a nyee anụ udno ige ọbula n'apna ọbula. Nyenwe aị dazịgidnenu kpakara anụ.
2TH.3.17	Mawa, Pọlu, ji aka m gba obekwu ikwu ipne-aznụ ka. Ka bụ nhne neegesi nụ mawa gbarụ obekwu ikwu ipne-aznụ ke me gbarụ.
2TH.3.18	Oru Nyenwe aị Jizọsi Karaịsi dazịgidnenu kpakara anụ.
1TI.1.1	Mawa, Pọlu, nye izi Karaịsi Jizọsi lele kpa Chiokike Nye Ọznohia aị nyernu n'iwu nụ ke Jizọsi Karaịsi nye bụ olile anya aị.
1TI.1.2	M naagbaznenu Timoti nnwọ m n'ezi n'ọkwnata ovu ọkwukwo.
1TI.1.2	Chiokike Nda aị, nụ Nyenwe aị Jizọsi Karaịsi nyee i oru, obirizi nụ udno.
1TI.1.3	Lele kpa me kannụ ị nga me neezne Masidonia, dazịri n'Efesọsi ma i bnosni ele zni iwu aghalaghala ma be kwụsi o zni nhne nụ kpam. 
1TI.1.4	Be túwhuma ige o zni ọtnutnu ruwhere nụ osnusno ọmumu kwó okwo. Kpakara nhne ka, tnụnuma be jeeme ẹrnu Chiokike ke hi n'ọkwnata ovu neezne nụ ruwhnu, be noovuya okewa. 
1TI.1.5	Ka bụ ma i zni ele badnụ be whnụrita n'anya hite nụ mkpọma zị snam nụ ovu bụru ọma nụ ezi ọkwnata ovu. 
1TI.1.6	Agwna ele badnụ kpawhulem, snornu ikwu-ọnu etekne. 
1TI.1.7	Be noopio ọ bụru ele zni iwu, kọvu be máa nhne be nookwu, ọ bụ n'ezi be nookwusi a rikne.
1TI.1.8	A magwụ nụ iwu bụru ọma, ọ bụru badnụ mekwa a nkarị. 
1TI.1.9	A magwụ nụ be kwnóge ele mee mma bịta iwu, kọvu ele noolulu iwu nụ ele risi rikne, ma ele máa Chiokike, nụ ele mmehie, ele zị́la rịchna, ele tụ́ ogwnu Chiokike, ma ele noogbu badnụ, ele noogbu nne nụ nda be, 
1TI.1.10	ele neeme ọyi, nụ omekọrita nyerukna nụ ibne a, nụ omekọrita nyerinya nụ ibne a, ele neerne ọhi, ele aghalaghala, ele kwú ezi ọka n'ikpe, nụ kpakara nhne ọbula ke neemegidne iznizni ka zị snam. 
1TI.1.11	Iznizni ka bụ izi ọma wam ke zị igwugwu ke hi n'aka Chiokike nye nwe ngọzi. Chiokike nyernu m izi ọma ka n'aka me bịta.
1TI.1.12	M nọotunu Karaịsi Jizọsi Nyenwe aị mmamma nye nyernu m rikne, nye gwnụsiri m nye kwesiri ọkwnata ovu, mee m bụru nye nọornu a ẹrnu. 
1TI.1.13	Ọ bụ n'ezi nụ m bụ m nye nookwulu a nụ mbọm nụ nye kpaknarnụ ele ke a ẹhni, nụ nye mee nhne rikne, kọvu ọ dọnu m obirizi kwnornu nụ m mernu m kpakara nhne ka nụ ọ́ma ama nụ ókwe ekwe. 
1TI.1.14	Nyenwe aị wụkwasiri m oru a zị agịda nụ ọkwnata ovu nụ ọwhnun'anya a ke zị nụ rime Karaịsi Jizọsi.
1TI.1.15	Ka bụ ikwu-ọnu ke kwesiri ọkwnata ovu, ke nye ọbula kwesiri o kweru, Karaịsi Jizọsi varụ n'ọwa ọ znọhia ele mmehie, me bụ nye risi ele mmehie. 
1TI.1.16	Ka bụ nhne kpahịaru Chiokike jiri dọnu m obirizi, me nye risi ele mmehie ma Karaịsi Jizọsi gesi ọsnuta ovu a zị ogologo ma m bụru m nhne atụ nyee ele jeekweru nụ ya ma be nwehịa bụdnu kwó okwo. 
1TI.1.17	Kịtna, eze ke zị ọkwnukokwnu, nye nwụ́ ọnwu, nye be whnụ́ anya, nye ya nụ nsnụnu a bụ Chiokike, ya nụ nsnụnu a nwe igwugwu nụ ọson'anya tim tọm. Amịm.
1TI.1.18	Timoti nnwọ m, m neenye i iwu ka lele kpa ọwhnurninya be whnụrnu gbasịri ị n'ige wheru ewhe, snornu nhne be kwuru gbasịri ị, ma i nwernu rikne lụ ọgwnu ọma lele nye Karaịsi. 
1TI.1.19	Jikwasi ọkwnata ovu i rikne nụ ovu zị snam. Agwna ele badnụ ghasarụ be, ke kpahịaru ọgbo ọkwnata ovu be kpuru. 
1TI.1.20	N'esilawụru be bụ Haịmenousi nụ Alẹkizanda ele me sịgbasiri n'aka Setani ma be mụhia gharụ o kwulu Chiokike.
1TI.2.1	Ke mbọm, m naakaa, anụ kpe okpukpe nụ risi kpakara ele badnụ, nọorio arịrio, nọotunu Chiokike mmamma. 
1TI.2.2	Anụ kpenu ele eze nụ kpakara ele zị n'ọchichi okpukpe, ma a wuru bụdnu udno nụ bụdnu bụru ọma, nọotu ogwnu Chiokike. 
1TI.2.3	Ka bụ nhne bụru ọma, ke nọoso Chiokike Nye Ọznohia aị mkpọma n'ọnu, 
1TI.2.4	kwnornu nụ Chiokike noopio ma ọ znọhia kpakara ele badnụ, ma be mahịa ezi ọka.
1TI.2.5	Otu Chiokike zị, otu nye ibno zị n'esilawụru Chiokike nụ badnụ. Nye ibno wam bụ Karaịsi Jizọsi, 
1TI.2.6	nye gweru ẹhni a nyega ma ọ bụru nhne ọgbahia ke kpakara badnụ. Chiokike gesiri aị ka n'ige kwesiri. 
1TI.2.7	Ka bụ nhne mernu Chiokike họhiaru m ma m bụru nye nọokpo okwo nụ nye izi. Ka bụ ezi ọka, ọ bụ́o aghalaghala, Chiokike họhiaru m ma m bụru m nye zni nhne ke ezi ọka ọkwnata ovu ke ele bụ́o ele Ju.
1TI.2.8	M noopio nụ rime ọgbako ọbula ele rukna chịlizo aka lawụru zị nsọ n'okpukpe énwe ovu owe ẹhni nụ agịgo.
1TI.2.9	M noopio ele rinya masị yịri ẹyi lele kpa o kwesiri, ke bụru ọma n'anya. Ele rinya kpá risi gburu okne ọnu, mọbu tụru golu mọbu palị, mọbu woru iwo gburu okne ọnu, 
1TI.2.10	kọvu rnụ ẹrnu ọma, bụ ke kwesiri ele rinya ele ka nụ be neekpenu Chiokike.
1TI.2.11	Ele rinya kwesiri ọ dazịri bii, mụhia nhne hite n'orube risi. 
1TI.2.12	M kwéle m nyerinya zni nhne mọbu zịri nụ risi nyerukna, o kwesiri ọ dazịri bii. 
1TI.2.13	Kwnornu nụ Chiokike beru ọsno kpụ Adam, omekwo, ọ kpụ Ivu. 
1TI.2.14	Setani dúhiele Adam, kọvu o duhieru nyerinya wam, ọ ghọ nye mmehie. 
1TI.2.15	Kọvu Chiokike jọoznohia ele rinya hite n'ọmumu nnwọ
1TI.3.1	Ka bụ ikwu-ọnu ke kwesiri be kwnata ovu. Ọ bụru nụ nye ọbula ke pioru ọ bụru nye risi ọgbako Chiokike, o noopio nhne bụru ọma. 
1TI.3.2	Kịtna, nye risi ọgbako Chiokike jọoburu nye nwée ọtna, nye nwernu otu nnwerne, nye anya udno, nye mkpọma dụru ẹli, nye be nọosonu anya, nye nookwubna ele izne, nye nwernu rikne o zni nhne, 
1TI.3.3	nye nwọ́ okne manya, nye mée nhne rikne, enwerne badnụ, nye zá nookno ọka, nye whnụ́ge ịwai n'anya.
1TI.3.4	Nye risi ọgbako Chiokike jọoburiri nye nwernu rikne chịkwa ezi-nụ-ọro a nkarị, rụmu a jọoburu ele noobnonu a nsnị, nọoso a anya. 
1TI.3.5	(Ọ bụru nụ nye ọbula nwée rikne chịkwa ọro a nkarị, ndaa kpa o jeenwe rikne legidne ọgbako Chiokike anya?) 
1TI.3.6	Ọ jọ́oburu nye varụ ikne n'ọgbako Chiokike, ọ zị o mee oknomokno, dnabna n'otu ikpe ọmuma wam lele Ekwensu. 
1TI.3.7	Ọ jọoburu nye nwernu rẹwhna ọma n'ederezi, ọ zị ọ dnabna nụ nhne iwhnerne nụ mbịta Ekwensu.
1TI.3.8	Ele dikneni masị jọoburu ele be nọosonu anya, ele ezi ọka, ele nwọ́ okne manya, ele zá noopio iru zíle ezi. 
1TI.3.9	Be jeeji mkpọma bụru ọma jidnesi ezi ọka ke Chiokike nyernu aị rikne gbasịri ọkwnata ovu. 
1TI.3.10	Be jeebe ọsno kpa be iru, ọ bụru nụ ọ zá nhne ke megidnernu be, be bụru dikneni ọgbako Chiokike.
1TI.3.11	Ele nnwerne be masị jọoburu ele nwernu ọson'anya, ele zá nookwu ọka etekne, kọvu ele ovu ọma, ele be kwesiri ọ tụkwasi ovu nụ kpakara nhne.
1TI.3.12	Nye dikneni jọoburiri nye nwernu otu nnwerne, nye nẹechikwa rụmu a nụ ezi-nụ-ọro a nkarị. 
1TI.3.13	Ele nọornu ẹrnu be nkarị jeenwehịa ovulizọ n'olu bụru ọma, be joogwuzosi rikne n'ọkwnata ovu ke zị nụ rime Karaịsi Jizọsi.
1TI.3.14	M naagbanụ ị ọkwukwo ka, ọ bụ n'ezi nụ m neele anya nụ m jaava wara wara. 
1TI.3.15	Kọvu ọ bụru me gbu ọkwnu, m naagba ma ị mahịa kpa ele badnụ jaabịta ẹhni be nụ ezi-nụ-ọro Chiokike ke bụ ọgbako Chiokike ke zị bụdnu, ke bụ nsnụsnu ọro nụ ntụ-ẹli ezi ọka. 
1TI.3.16	A zá neesigha ọka, nhne tugwaru otugwa ke okpenu Chiokike zị agịda,
1TI.3.16	Jizọsi whụyaru iwhne n'anọ-ẹhni,
1TI.3.16	Enine Nsọ gbarụ akebne a,
1TI.3.16	ele enine izi whnụrnu a,
1TI.3.16	be kpọru okwo a n'esilawụru kpakara mba,
1TI.3.16	ele badnụ kweru a n'ọwa,
1TI.3.16	Chiokike kwuru a la n'oligwe n'igwugwu.
1TI.4.1	Enine Nsọ kwuru kpa o dnornu anya nụ ige ipne-aznụ nụ ele badnụ jọowhoga n'ọkwnata ovu snornu enine ke nooduwhu nụ nhne ele rẹnwu ọjo neezni. 
1TI.4.2	Ka bụ iznizni ke ele ruwhnu lawụru neezni n'aghalaghala, ele jiri rugwe bẹkwnu da akọniche be. 
1TI.4.3	Be kwéle ele badnụ lụ nnwerne mọbu gbọ nzi, be kanụ ele badnụ be rí agwna wiri, ke Chiokike keru ma ele kweru ekwe gweru ọtu mmamma ri, bụ ele mahịaru ezi ọka. 
1TI.4.4	Kwnornu nụ kpakara nhne Chiokike keru bụru ọma, ọ zá ke badnụ jéeri, ọ bụru nụ o gweru a, tụ mmamma. 
1TI.4.5	Be ji ikwu-ọnu nụ okpukpe Chiokike bịta wiri nsọ.
1TI.4.6	Ọ bụru nụ ị kanụ rụmu nda kpakara nhne ka, ị jọoburu nye izi Karaịsi Jizọsi ọma, nye be jiri ezi ọka ke ọkwnata ovu nụ iznizni ọma ke i snornu znụ. 
1TI.4.7	Ọ zá nhne i ji ọtnutnu ruwhere etekne nụ ọka ele nnwerne okno badnụ mee, znụhia ẹhni ị ma ị bụru nye nọotu ogwnu Chiokike. 
1TI.4.8	Kwnornu nụ ọznuznu ke anọ-ẹhni nwernu iru matị, kọvu ọmahia Chiokike bnarnụ iru nụ kpakara nhne, o vugwu mkwna ke bụdnu ka nụ bụdnu ke jaava.
1TI.4.9	Ka bụ ikwu-ọnu ke be kwesiri ọ tụkwasi ovu, ke badnụ kwesiri o kweru. 
1TI.4.10	Ka bụ risi nhne a kwno nọodoli n'ẹrnu, naagba ọtna, nụ olile anya aị zị nụ Chiokike ke zị bụdnu, Nye Ọznohia ke kpakara badnụ, ke kakwo ke ele kweru ekwe.
1TI.4.11	Zni kpakara nhne ka, nyee iwu ma ele badnụ mee nhne i neezni. 
1TI.4.12	I kwé nye ọbula ledna ị anya kwnornu nụ ị bụ nnwọ ikoro. Kọvu bụru nhne atụ ke ele kweru ekwe, ma n'ikwu-ọnu, nụ bụdnu, nụ ọwhnun'anya, nụ ọkwnata ovu, nụ ọzi snam. 
1TI.4.13	Tem m va, gweru ẹhni ị yisi nụ ọgwnu nhne be gbarụ n'ọkwukwo nsọ nụ rime ọgbako Chiokike, nọokpo okwo, neezni nhne. 
1TI.4.14	I léwhu nkesi i anya, ke be nyernu hite n'izi ọwhnurninya wam nga ele okno badnụ tụkwasiri ị aka nụ risi.
1TI.4.15	Anya dụ ị ẹli gbasịri kpakara nhne ka, gweru ẹhni ị yisi neeme be ma kpakara ele badnụ whnụ nụ i nooso oso. 
1TI.4.16	Ledu anya nụ bụdnu ị nụ kpakara nhne i neezni. Gbalị neeme kpakara nhne ka, kwnornu nụ i mee kpam, i jọoznohia ẹhni ị ma ele nọonu nhne i neezni.
1TI.5.1	I bígbọ nye okno badnụ rikne rikne, kọvu kwunu a ọka lele nụ ọ bụ nda ị. Mesno rụmu ikoro lele rụmu nwene. 
1TI.5.2	Mesno ele rinya okno badnụ lele nụ be bụ nne i, gweru ọzi rịchna sọ rụmu oknornokno anya lele rụmu nwene i rinya.
1TI.5.3	Lekọta ele rinya nzi be nwụrnu ele zị nụ mkpa anya nkarị. 
1TI.5.4	Kọvu ọ bụru nụ nyerinya nzi a nwụrnu nwernu rụmu mọbu rụmu rụmu a, rụmu be beru ọsno mụhia kpa be kpenu Chiokike, hite n'olekasi ele mụrnu be anya, lele kpa ele mụrnu be jiri lekasi be. Ka bụ nhne nọoso Chiokike ovu n'ọnu. 
1TI.5.5	Nyerinya nzi a nwụrnu ke nwée badnụ ọbula neelekwasi Chiokike anya, neekpe okpukpe iwhnehnie nụ abalị ma Chiokike yisinu a aka. 
1TI.5.6	Kọvu nyerinya nzi a nwụrnu ke noowu bụdnu ke nọoso a n'ọnu nwụrnu ọnwu kpa ọ zị bụdnu. 
1TI.5.7	Kanụ be mee kpakara nhne ka, ma be mee nhne bụru ọma. 
1TI.5.8	Ọ bụru nụ nye ọbula nwée rikne legidne ele ọro a, ke kakwo ele ezi-nụ-ọro a, nye wam gọnahorulam ọkwnata ovu, nye máa Chiokike ka nye wam mma.
1TI.5.9	Nyerinya ke nzi a nwụrnu ke gbarụ nri awha isunu, be gwnụsi a n'esilawụru ele nzi be nwụrnu, nye kwesiri nzi a kwnata a ovu,
1TI.5.10	nye be jiri ẹrnu ọma a mahịa, nye nọoznu rụmu a nkarị, neelekọta ele izne nkarị, snornu ele nsọ snụ ọchi be, nye neeyinu ele zị nụ mkpa aka, nọornu agịda ẹrnu ọma.
1TI.5.11	Kọvu ị gbásị rẹwhna oknornokno nye nzi a nwụrnu n'ọkwukwo. Kwnornu nụ nga anọ-ẹhni kpalizọru be, be jéenwe rikne gwuzonu Karaịsi, be pio ọ gbọru nzi berere. 
1TI.5.12	Be bụru ele ikpe marnụ, kwnornu nụ be luluru mkwna be kweru nụ mbọm. 
1TI.5.13	Tụkwasi n'olu ka, be bụru ele nwée nhne be mee, be neezne n'ọro n'ọro noozno izno, nookwu nhne gbásịla be, nookwu nhne be kwésile o kwu. 
1TI.5.14	Kam kpayarụ, m neeznikwa ele oknornokno ele nzi be nwụrnu, be gbọru nzi berere, mụhia rụmu, legidne ọro be anya ọ zị be nyee nye irno wam oghere ọ kaja be nụ ọgbako Chiokike. 
1TI.5.15	Agwna ele rinya wam snornulem Setani.
1TI.5.16	Ọ bụru nụ nyerinya ọbula nwernu nnwerne nzi a nwụrnu n'ọro a, o yinu be aka, o kwé ọgbako Chiokike vuru ivu nye wam, kọvu ma ọgbako Chiokike lebna anya n'oyinu ele rinya nzi be nwụrnu ele zị nụ mkpa aka.
1TI.5.17	Ele okno badnụ, ele neelegidne ọgbako Chiokike anya kwesiri be sọnu be anya okpukpu lawụru, ke kakwo ele nọokpo okwo izi ọma, neezni nhne. 
1TI.5.18	Kwnornu nụ ọkwukwo nsọ kwuru kpa, “Ị knésni ọnu ehni ke nọozosna ịkpa,” nụ “Nye ẹrnu kwesiri ọgwo ẹrnu a.” 
1TI.5.19	Ị kwékọ nhne ọbula be bnornu nye okno badnụ, okwolem ma be nwernu ele akebne lawụru mọbu ẹto. 
1TI.5.20	Bigbọ nye okno badnụ ọbula mernu mmehie nụ ruwhnu ọhna, ma ele berere mụhia nhne.
1TI.5.21	M noogwuzo nụ ruwhnu Chiokike nụ Karaịsi Jizọsi nụ ele enine izi Chiokike họhiaru neenye i iwu ka, bịta kpakara nhne ka me nyernu ị, i lé badnụ anya nụ ruwhnu kpa ị neeme be.
1TI.5.22	I mée wara wara nọotukwasi ele badnụ aka, i snó ele berere nụ mmehie be. Kọvu bịta ẹhni ị nsọ.
1TI.5.23	Ị nwọ́ma mini kpọi, kọvu nwọ manya matị kwnornu nụ rụwho i nụ ẹhni igbugbu ị naarịa ige ọbula.
1TI.5.24	Mmehie agwna ele badnụ kpumernu, beru be ọsno neezne n'ikpe, kọvu mmehie agwna ele berere sno be n'aznụ. 
1TI.5.25	Kpam masị, ẹrnu ọma whụyaru iwhne, ọ bụru nụ be whọ́ge iwhne, be nwée rikne kpusni be.
1TI.6.1	Nye ọbula ke bụ ọhi whnụ nụ ọ nọoso nye nwe a anya lele kpa o kwesiri, ma be gharụ ọ kaja rẹwhna Chiokike nụ iznizni a. 
1TI.6.2	Ele ọhi ke ele nwe be kweru nụ Chiokike lédna be anya, kwnornu nụ be bụ rụmu nda. Tnụnuma, be rnụnu be ẹrnu ka mma kwnornu nụ ele neerihịa mbnarna n'ẹrnu be bụ ele kweru ekwe, ele be whnụrnu n'anya. Ka bụ nhne i kwesiri neezni, ma be neeme masị be.
1TI.6.3	Ọ bụru nụ nye ọbula neezni iznizni aghalaghala, ke kwéle nụ n'iznizni ke nọotu ogwnu Chiokike nụ iznizni ke zị snam ke Nyenwe aị Jizọsi Karaịsi, 
1TI.6.4	nye wam bụ nye oknomokno. Kọvu ọ máa nhne ọbula. Echiche a bụ́o ọma, ka noodubna nụ okno ọka, nụ ọwho-anya, ọlu ọgwnu, ọka ọjo, anya ọjo, 
1TI.6.5	ọdogbuta zị n'esilawụru ele ovu ọjo, ele tuwhuru ezi ọka. Be neeche nụ okpenu Chiokike bụ apna be jeeji neenwehịa iru ke be.
1TI.6.6	Kọvu okpenu Chiokike nụ rụwho ojiji bnarnụ mbnarna k'agịda. 
1TI.6.7	Kwnornu nụ ọ zá nhne a vuru va n'ọwa, a nwée masị rikne vuru nhne ọbula whọga nụ rime a. 
1TI.6.8	Kọvu ọ bụru nụ a nwernu wiri oriri nụ iwo o kpusni ẹto aị, ka kwesiri o ji aị rụwho. 
1TI.6.9	Ele noopio ọ bụru ele eze naadnabna nụ rime ọrnurna nụ mbịta, nụ agịda nhne iwhnirniwhno ke naakpakna be ẹhni, ke noodubna ele badnụ nụ mwhu. 
1TI.6.10	Kwnornu nụ ọwhnun'anya ịwai bụ mgbarẹgwnugwnu kpakara nhne ọjo zị ọdo nụ ọdo. Agwna ele noopio ịwai k'agịda kpawhuru n'ọkwnata ovu, gweru agịda nhne igbugbu mekasi ẹhni be ẹhni.
1TI.6.11	Kọvu, jị badnụ ke Chiokike, gbanahọru kpakara nhne ka. Tnụnuma, snornu ome mma, ọtu ogwnu Chiokike, ọkwnata ovu, ọwhnun'anya, ndidi nụ ọzi wọhnernerne. 
1TI.6.12	Lụ ọgwnu ọma ke ọkwnata ovu. Jikwasi bụdnu kwó okwo aka ke Chiokike nyernu i nga ị kwuhịaru ọkwnata ovu i nkarị nụ ruwhnu agịda ele akebne. 
1TI.6.13	Nụ ruwhnu Chiokike nye neenye kpakara nhne bụdnu, nụ Karaịsi Jizọsi, nye gbarụ akebne ọma nụ ruwhnu Pọntiosi Paịleti, m neenye i iwu, 
1TI.6.14	bịta nhne ka ma ị gharụ o nwe ntụpo nụ ọtna tem Nyenwe aị Jizọsi Karaịsi va, 
1TI.6.15	nye Chiokike jeegweya n'ige ke a, nye nwe ngọzi, nye nẹechi kpọi, Eze kakwo ele eze, nụ Nyenwe kakwo ele nwe. 
1TI.6.16	Chiokike ke zị bụdnu ọkwnukokwnu, nye wu n'iwhne ke ọ zá nye nwernu rikne vadu ndụndu, nye ọ zá nye whnụleru anya, mọbu whnụli a anya, ọson'anya nụ rikne bụru ke a tim tọm. Amịm.
1TI.6.17	Dọ ele eze ke ọwa ka aka nụ nsnị be bụ́o ele oknomokno, be tụ́kwasi ẹkwnu be ovu, ke jáazị tim tọm, kọvu be tụkwasi Chiokike ovu nye naasama aka a neenye aị kpakara nhne bụru ọma ke a neeri. 
1TI.6.18	Dọ be aka nụ nsnị, be mee nhne bụru ọma, be bụru ele barụ aba n'ome nhne bụru ọma, ele ovu ọma ke neekesi ele badnụ nhne be nwernu. 
1TI.6.19	Be mee kpam, be nọotu ntụ-ẹli bụru ọma ke zị kwem n'ige naava, ma be nwehịa bụdnu ke bụ ezi.
1TI.6.20	Timoti, legidne nhne be yisiri ị n'aka anya nkarị. Whọga nụ nhne ọbula ke neegweya ikwu-ọnu ke neemegidne ogwnu Chiokike nụ ọka iwhnirniwhno ke nụ lele nụ o nwernu akọniche, kọvu o nwée. 
1TI.6.21	Agwna ele badnụ snornu a kpawhu n'ọkwnata ovu.
1TI.6.21	Oru Chiokike dazịnu anụ.
2TI.1.1	Mawa, Pọlu, nye izi Karaịsi Jizọsi hite n'echiche Chiokike, o ziyaru m me zni ele badnụ gbasịri mkwna bụdnu ke zị nụ Karaịsi Jizọsi.
2TI.1.2	M naagbaznenu Timoti nnwọ m me whnụrnu n'anya ọkwukwo.
2TI.1.2	Oru, obirizi nụ udno ke hi n'aka Chiokike Nda aị nụ Nyenwe aị nụ Jizọsi Karaịsi dazịnu ị.
2TI.1.3	M nọotunu Chiokike mmamma, nye me neekpenu hite n'ovu zị snam lele kpa ele nda m kpennu a, neekpe okpukpe iwhnehnie nụ abalị, neechenwanya ị n'okpukpe m. 
2TI.1.4	Me chenwanya anya-mini ẹkwna ị, ọ nọogwnu m ọ whnụ ị anya ma ovu sọ m n'ọnu. 
2TI.1.5	M neechenwanya ọkwnata ovu ị n'ezi, ke beru ọsno zịri nụ rime nne nne i, Lọisi, nụ nne i Unisi, m kweru m nụ ọ zị masị kpam nụ rime i. 
2TI.1.6	Kam kpayarụ, gwakne bẹkwnu ke nkesi Chiokike, ke o nyernu ị nga me tụkwasiri ị aka m nụ risi. 
2TI.1.7	Kwnornu nụ Chiokike nyége aị enine ke ogwnu, kọvu enine ke iknernema nụ ọwhnun'anya nụ anya udno.
2TI.1.8	Bikno, iwhnerne ọkpo okwo nhne gbasịri Nyenwe aị tụ́ko ị, mọbu iwhnerne me nye ikelu a. Kọvu snornu m ta awhnụwhnu n'izi ọma hite n'iknernema Chiokike nyernu i. 
2TI.1.9	Chiokike znọhiaru aị, sukwu aị ma a wuru bụdnu zị nsọ. Ka bụ́o hite nụ nhne ọbula ke a mernu, kọvu ọ bụ mmụma a hite n'oru a. Ka bụ oru ke o nyernu aị nụ Karaịsi Jizọsi sụ ọwa panịzoru. 
2TI.1.10	Kịtna, o mernu ka whụya iwhne nga Nye Ọznohia aị Karaịsi Jizọsi whụyaru iwhne, nye megburu ẹnwu gweyanụ aị bụdnu ke kwó okwo, ke noonwu n'iwhne ke izi ọma. 
2TI.1.11	Me jiri bụru nye nọokpo okwo izi ọma ka, nụ nye izi nụ nye zni nhne. 
2TI.1.12	Kam kpayarụ, me naata awhnụwhnu nụ rime ikelu. Kọvu iwhnerne zá nọotu m, kwnornu nụ m magwụ m nye me kweru nụ ya, m magwụ m masị nụ o nwernu rikne ọ bịta nhne me yisiri a n'aka
2TI.1.13	Hite n'ọkwnata ovu nụ ọwhnun'anya Karaịsi Jizọsi, bịta kpakara nhne ị nụrnu n'ọnu m, ma be bụru nhne atụ ke iznizni zị snam. 
2TI.1.14	Enine Nsọ yinu i aka bịta nhne ọma wam be yisiri ị n'aka.
2TI.1.15	Ị magwụ nụ kpakara ele zị nụ Esia ghasarụ m, ma Figelusi nụ Hamogenisi.
2TI.1.16	Nyenwe aị dọnu ezi-nụ-ọro Onesiforosi obirizi kwnornu nụ o mesiri m ovu rikne, ijigba be tụru m zá nọotu a iwhnerne. 
2TI.1.17	Nga ọ zị nụ Rom, o piosiri m rikne tem o piohịa m. 
2TI.1.18	Nyenwe aị dọnu a obirizi n'ọbochi ikpe. Ị magwụ nkarị nkarị kpa o yinu m aka n'apna zị ọdo n'ọdo n'Efesọsi.
2TI.2.1	Timoti nnwọ m, gbasị rikne n'oru ke Karaịsi Jizọsi. 
2TI.2.2	Kpakara nhne ị nụrnu me kwuru nụ ruwhnu agịda ele akebne, zni ele kwesiri be kwnata be ovu, ele jeenwe rikne zni masị ele berere. 
2TI.2.3	Nwe ọkasi ovu n'awhnụwhnu lele nye ọgwnu ọma ke Karaịsi Jizọsi. 
2TI.2.4	Ọ zá nye ọbula ke bụ nye ọgwnu ke neeme nhne nye bụ́o nye ọgwnu neeme, ma o mee nhne jọosno nye risi a ovu n'ọnu. 
