GEN.1.1	Anns an toiseach
MAT.19.20	Thubhairt an t‑òganach ris, Choimhead mi iad sin uile om òige: ciod a tha a dh’uireasbhaidh orm fhathast?
MAT.19.21	Thubhairt Iosa ris, Mas àill leat a bhith coileanta, imich, reic na bheil agad
MAT.19.22	Ach nuair a chuala an t‑òganach na briathran sin, dh’fhalbh e gu brònach: oir bha mòr‐shaoibhreas aige.
MAT.19.23	An sin thubhairt Iosa ra dheisciobail, Gu fìrinneach tha mi ag ràdh ribh gu bheil e cruaidh air duine saoibhir dol a‑steach do rìoghachd nèimh
MAT.19.24	Agus a‑rìs tha mi ag ràdh ribh gur fhasa do chàmhal dol tro chrò snàthaid na do dhuine saoibhir dol a‑steach do rìoghachd Dhè.
MAT.19.25	Agus nuair a chuala a dheisciobail seo, ghabh iad iongantas mòr, ag ràdh, Cò mas eadh an neach a dh’fhaodas a bhith air a shaoradh?
MAT.19.26	Ach air amharc do Iosa orra, thubhairt e riu, Do dhaoine tha seo eu‑comasach, ach do Dhia tha na h‑uile nithean comasach
MAT.19.27	An sin fhreagair Peadar
MAT.19.28	Agus thubhairt Iosa riu, Gu deimhinn tha mi ag ràdh ribh, Sibhse a lean mise, anns an ath‐ghineamhain
MAT.19.29	Agus ge bè neach a thrèig taighean, no bràithrean, no peathraichean, no athair, no màthair, no bean‐phòsda, no clann, no fearann air sgàth m’ainme‐sa, gheibh e a cheud uiread, agus a’ bheatha mhaireannach mar oighreachd.
MAT.19.30	Ach tha mòran air thoiseach a bhios air dheireadh
MAT.20.1	Oir is cosmhail rìoghachd nèimh ri fear‐taighe, a chaidh a‑mach moch air mhadainn a thuarasdalachadh luchd‐obrach da ghàrradh‐fìona.
MAT.20.2	Agus an dèidh dha còrdadh ris an luchd‐obrach air pèighinn Ròmanaich anns an là, chuir e da ghàrradh‐fìona iad.
MAT.20.3	Agus nuair a chaidh e a‑mach timcheall na treas uaire, chunnaic e dream eile nan seasamh dìomhanach anns a’ mhargadh,
MAT.20.4	Agus thubhairt e riu, Imichibh‐se mar an ceudna don ghàrradh‐fhìona, agus ge bè nì a bhios ceart, bheir mi dhuibh e. Agus dh’imich iad.
MAT.20.5	Nuair a chaidh e a‑mach a‑rìs timcheall na siathamh agus na naoidheamh uaire, rinn e mar an ceudna.
MAT.20.6	Agus nuair a chaidh e a‑mach mu thimcheall na h‑aon‐uaire‐deug, fhuair e dream eile nan seasamh dìomhanach, agus thubhairt e riu, Carson a tha sibh nur seasamh an seo feadh an là dìomhanach?
MAT.20.7	Thubhairt iad ris, A chionn nach do thuarasdalaich duine air bith sinn. Thubhairt esan riu, Imichibh‐se mar an ceudna don ghàrradh‐fhìona
MAT.20.8	Agus nuair a thàinig am feasgar, thubhairt tighearna a’ ghàrraidh‐fhìona sin ra stiùbhard, Gairm an luchd‐obrach, agus thoir dhaibh an tuarasdal
MAT.20.9	Agus nuair a thàinig iadsan a thuarasdalaicheadh mu thimcheall na h‑aon‐uaire‐deug
MAT.20.10	Ach nuair a thàinig an ciad dream, shaoil iadsan gum faigheadh iad na bu mhò; ach fhuair gach aon dhiubh mar an ceudna pèighinn.
MAT.20.11	Agus air dhaibh a fhaotainn, rinn iad gearan an aghaidh fhir‐an‑taighe.
MAT.20.12	Ag ràdh, An dream sin a thàinig mu dheireadh, cha do rinn iad obair ach aon uair, agus rinn thu iad ionnan rinne, a ghiùlain uallach agus teas an là.
MAT.20.13	Ach fhreagair esan agus thubhairt e ri fear dhiubh, A charaid, chan eil mi a’ dèanamh eucoir ort: nach do chòrd thu rium air pèighinn?
MAT.20.14	Tog leat do chuid fhèin, agus imich romhad: is i mo thoil‐sa a thabhairt don tì seo a thàinig mu dheireadh, mar a thug mi dhutsa.
MAT.20.15	Nach eil e ceadaichte dhòmhsa an nì as àill leam a dhèanamh rim chuid fhèin
MAT.20.16	Mar sin bidh an dream dheireannach air thoiseach, agus an dream a tha air thoiseach air dheireadh: oir tha mòran air an gairm, ach beagan air an taghadh
MAT.20.17	Agus a’ dol do Iosa suas gu Ierusalem
MAT.20.18	Feuch, tha sinn a’ dol suas gu Ierusalem; agus bidh Mac an Duine air a bhrath thairis do na h‑àrd‐shagartan, agus do na sgrìobhaichean, agus dìtidh iad a‑chum bàis e.
MAT.20.19	Agus bheir iad thairis e do na Cinnich
MAT.20.20	An sin thàinig da ionnsaigh màthair clann Shebede
MAT.20.21	Agus thubhairt esan rithe, Ciod a b’àill leat? Thubhairt i ris, Abair gun suidh iad seo mo dhithis mhac, fear aca air do làimh dheis, agus am fear eile air do làimh chlì, ann ad rìoghachd.
MAT.20.22	Ach fhreagair Iosa agus thubhairt e, Chan eil fhios agaibh ciod a tha sibh ag iarraidh. A bheil sibh comasach air a’ chupan sin òl a dh’òlas mise, agus a bhith air ur baisteadh leis a’ bhaisteadh lem baistear mise? Thubhairt iad ris, Tha sinn comasach.
MAT.20.23	Agus thubhairt esan riu, Olaidh sibh gu deimhinn dem chupan‐sa
MAT.20.24	Agus nuair a chuala an deichnear seo
MAT.20.25	Ach ghairm Iosa iad da ionnsaigh, agus thubhairt e, Tha fhios agaibh gu bheil aig uachdarain nan Cinneach tighearnas orra
MAT.20.26	Ach mar sin cha bhi e nur measg‐se
MAT.20.27	Agus ge bè air bith lem b’àill toiseach a bhith aige nur measg, biodh esan na sheirbhiseach dhuibh:
MAT.20.28	Amhail mar nach tàinig Mac an Duine a‑chum gun dèante frithealadh dha, ach a dhèanamh frithealaidh
MAT.20.29	Agus a’ dol a‑mach dhaibh à Iericho lean sluagh mòr e:
MAT.20.30	Agus, feuch, dithis dhaoine dall
MAT.20.31	Agus chronaich an sluagh iad, a‑chum gum biodh iad nan tosd: ach is mò a ghlaodh iadsan ag ràdh, Dèan tròcair oirnn, a Thighearna, a Mhic Daibhidh.
MAT.20.32	Agus sheas Iosa, agus ghairm e iad, agus thubhairt e, Ciod as àill leibh mise a dhèanamh dhuibh?
MAT.20.33	Thubhairt iadsan ris, A Thighearna, ar sùilean a bhith air am fosgladh.
MAT.20.34	Agus ghabh Iosa truas dhiubh, agus bhean e rin sùilean: agus air ball thàinig fradharc dan sùilean, agus lean iad e.
MAT.21.1	Agus nuair a dhruid iad ri Ierusalem
MAT.21.2	Ag ràdh riu, Rachaibh don bhaile a tha thall fa ur comhair, agus air ball gheibh sibh asal ceangailte ann, agus loth maille rithe: fuasglaibh, agus thugaibh am ionnsaigh iad.
MAT.21.3	Agus ma labhras aon duine nì air bith ribh, abraibh gu bheil feum aig an Tighearna orra; agus cuiridh e uaithe air ball iad.
MAT.21.4	Rinneadh na nithean seo uile, a‑chum gun coileante an nì a labhradh leis an fhàidh ag ràdh
MAT.21.5	Innsibh do nighean Shioin, Feuch, tha do Rìgh a’ teachd ad ionnsaigh gu ciùin, agus e na shuidhe air asail, agus air searrach, mac na h‑asail.
MAT.21.6	Agus dh’imich na deisciobail, agus rinn iad mar a dh’àithn Iosa dhaibh;
MAT.21.7	Agus thug iad an asal agus an loth leo, agus chuir iad am fallaingean orra, agus chuir iad esan na shuidhe air am muin.
MAT.21.8	Agus sgaoil mòr‐shluagh am fallaingean air an t‑slighe; agus gheàrr dream eile geugan de na craobhan, agus leag iad air an t‑slighe iad.
MAT.21.9	Agus thog an sluagh a bha roimhe agus na dhèidh iolach, ag ràdh, Hosanna do Mhac Dhaibhidh! Beannaichte gu robh an Tì a thig ann an ainm an Tighearna
MAT.21.10	Agus nuair a thàinig e a‑steach do Ierusalem, ghluaiseadh am baile uile, ag ràdh, Cò e seo?
MAT.21.11	Agus thubhairt an sluagh, Is e seo Iosa, am fàidh o Nàsaret Ghalile.
MAT.21.12	Agus chaidh Iosa a‑steach do theampall Dhè
MAT.21.13	Agus thubhairt e riu, Tha e sgrìobhte
MAT.21.14	Agus thàinig na doill agus na bacaich da ionnsaigh anns an teampall, agus shlànaich e iad
MAT.21.15	Agus nuair a chunnaic na h‑àrd‐shagartan agus na sgrìobhaichean na gnìomharan iongantach a rinn e, agus a’ chlann a’ glaodhaich anns an teampall, agus ag ràdh, Hosanna do Mhac Dhaibhidh, bha corraich mhòr orra,
MAT.21.16	Agus thubhairt iad ris, An cluinn thu ciod a tha a’ mhuinntir sin ag ràdh? Agus thubhairt Iosa riu, Tha mi a’ cluinntinn; nach do leugh sibhse riamh, A beul naoidhean agus chìochran choilean thu moladh
MAT.21.17	Agus nuair a dh’fhàg e iad, chaidh e a‑mach as a’ bhaile gu Betani, agus dh’fhan e an sin.
MAT.21.18	Agus nuair a thill e a‑chum a’ bhaile anns a’ mhadainn, bha acras air.
MAT.21.19	Agus air dha crann‐fìge fhaicinn air an t‑slighe
MAT.21.20	Agus nuair a chunnaic na deisciobail e, ghabh iad iongantas, ag ràdh, Cia luath a shearg an crann‐fìge as!
MAT.21.21	Agus fhreagair Iosa agus thubhairt e riu, Gu deimhinn tha mi ag ràdh ribh, ma bhios creideamh agaibh
MAT.21.22	Agus ge bè air bith nithean a dh’iarras sibh nur n‑ùrnaigh
MAT.21.23	Agus nuair a thàinig e don teampall
MAT.21.24	Agus fhreagair Iosa agus thubhairt e riu, Feòraichidh mise mar an ceudna aon nì dhibhse, agus ma dh’inneas sibh dhomh e, innsidh mise dhuibhse, air mhodh ceudna, ciod an t‑ùghdarras leis a bheil mi a’ dèanamh nan nithean seo.
MAT.21.25	Baisteadh Eòin, cia as a thàinig e? O nèamh, no o dhaoine? Ach reusonaich iadsan nam measg fhèin, ag ràdh, Ma their sinn, O nèamh, their esan rinn, Carson, mas eadh, nach do chreid sibh e?
MAT.21.26	Ach ma their sinn, O dhaoine, tha eagal a’ phobaill oirnn; oir tha meas fàidh aig gach uile dhuine air Eòin
MAT.21.27	Agus fhreagair iad Iosa, agus thubhairt iad, Chan eil fhios againn. Agus thubhairt esan riu, Cha mhò a dh’innseas mise dhuibhse ciod an t‑ùghdarras leis a bheil mi a’ dèanamh nan nithean seo.
MAT.21.28	Ach ciod i ur barail‐se? Bha aig duine àraidh dithis mhac, agus thàinig e a dh’ionnsaigh a’ chiad mhic, agus thubhairt e, A mhic, imich, dèan obair an‑diugh ann am ghàrradh‐fìona.
MAT.21.29	Agus fhreagair esan agus thubhairt e, Cha dèan: ach na dhèidh sin, ghabh e aithreachas agus dh’imich e.
MAT.21.30	Agus thàinig e gus an dara mac, agus thubhairt e mar an ceudna. Agus fhreagair esan agus thubhairt e, Thèid, a thighearna; gidheadh, cha deachaidh e.
MAT.21.31	Cò den dithis a rinn toil a athar? Thubhairt iadsan ris, An ciad fhear. Thubhairt Iosa riu, Gu fìrinneach tha mise ag ràdh ribh gun tèid na cìs‐mhaoir agus na strìopaichean do rìoghachd Dhè romhaibhse
MAT.21.32	Oir thàinig Eòin dur n‑ionnsaigh air slighe na fìreantachd
MAT.21.33	Eisdibh ri cosamhlachd eile: Bha fear‐taighe àraidh ann, a phlanndaich fìonlios
MAT.21.34	Agus nuair a dhruid riu àm an toraidh, chuir e a sheirbhisich a dh’ionnsaigh na tuatha
MAT.21.35	Agus rug an tuath air a sheirbhisich, agus ghabh iad air fear dhiubh
MAT.21.36	A‑rìs, chuir e seirbhisich eile uaithe, tuilleadh na anns a’ chiad chuideachd; agus rinn iad orrasan mar an ceudna.
MAT.21.37	Ach mu dheireadh, chuir e a mhac fhèin dan ionnsaigh
MAT.21.38	Ach nuair a chunnaic an tuath am mac, thubhairt iad eatorra fhèin, Is e seo an t‑oighre; thigibh
MAT.21.39	Agus rug iad air
MAT.21.40	Air an adhbhar sin, nuair a thig tighearna an fhìonlios sin, ciod a nì e ris an tuath sin?
MAT.21.41	Thubhairt iad ris, Sgriosaidh e gu truagh na droch dhaoine sin
MAT.21.42	Thubhairt Iosa riu, Nach do leugh sibh riamh anns na sgriobtairean, A’ chlach a dhiùlt na clachairean
MAT.21.43	Uime sin tha mi ag ràdh ribh gun toirear rìoghachd Dhè uaibhse, agus gun toirear do chinneach eile i, a bheir a toradh uapa.
MAT.21.44	Agus ge bè neach a thuiteas air a’ chloich seo, brisear e
MAT.21.45	Agus nuair a chuala na h‑àrd‐shagartan agus na Pharasaich a chosamhlachdan‐san, thuig iad gum b’ann mun timcheall fhèin a labhair e.
MAT.21.46	Ach nuair a bu mhiann leo breith air, bha eagal a’ phobaill orra, oir bha meas fàidh acasan air
MAT.22.1	Agus fhreagair Iosa, agus labhair e riu a‑rìs ann an cosamhlachdan, ag ràdh,
MAT.22.2	Is cosmhail rìoghachd nèimh ri rìgh àraidh, a rinn cuirm phòsaidh da mhac fhèin
MAT.22.3	Agus chuir e a sheirbhisich
MAT.22.4	A‑rìs, chuir e dan ionnsaigh seirbhisich eile, ag ràdh, Abraibh‐se ris a’ mhuinntir don tugadh cuireadh, Feuch, dheasaich mi mo dhìnnear
MAT.22.5	Ach chuir iadsan an suarachas e
MAT.22.6	Agus rug a’ chuid eile dhiubh air a sheirbhisich, agus thug iad masladh dhaibh
MAT.22.7	Ach nuair a chuala an rìgh seo ghabh e fearg; agus chuir e a armailtean uaithe
MAT.22.8	An sin thubhairt e ra sheirbhisich, Gu fìrinneach tha a’ bhanais ullamh; gidheadh an dream a fhuair cuireadh, cha b’airidh iad air
MAT.22.9	Air an adhbhar sin imichibh‐se gus na rathaidean mòra, agus a mheud is a gheibh sibh, cuiribh iad a‑chum na bainnse.
MAT.22.10	Agus chaidh na seirbhisich sin a‑mach air na rathaidean, agus chruinnich iad gach uile neach a fhuair iad
MAT.22.11	Agus air dol a‑steach don rìgh a dh’fhaicinn nan aoidhean
MAT.22.12	Agus thubhairt e ris, A charaid, cionnas a thàinig thusa a‑steach an seo, gun trusgan na bainnse umad? Ach dh’fhan esan na thosd
MAT.22.13	An sin thubhairt an rìgh ris na seirbhisich, Air a cheangal dhuibh eadar chasan agus làmhan, togaibh leibh e, agus tilgibh e anns an dorchadas iomallach
MAT.22.14	Oir tha mòran air an gairm, ach beagan air an taghadh
MAT.22.15	An sin dh’imich na Pharasaich
MAT.22.16	Agus chuir iad da ionnsaigh an deisciobail fhèin maille ri luchd‐leanmhainn Heroid, ag ràdh, A Mhaighistir, tha fhios againn gu bheil thusa fìor, agus gu bheil thu a’ teagasg slighe Dhè ann am fìrinn, agus nach eil suim agad de dhuine sam bith: oir chan eil thu ag amharc air pearsa dhaoine.
MAT.22.17	Uime sin innis dhuinne do bharail, A bheil e ceadaichte cìs a thabhairt do Chèasar, no nach eil?
MAT.22.18	Ach air tuigsinn am mìoruin do Iosa, thubhairt e, Carson a tha sibh gam bhuaireadh, a chealgairean?
MAT.22.19	Nochdaibh dhòmhsa airgead na cìse. Agus thug iad da ionnsaigh pèighinn.
MAT.22.20	Agus thubhairt e riu, Cò dha a bhuineas an dealbh seo, agus an sgrìobhadh a tha ma thimcheall?
MAT.22.21	Thubhairt iadsan ris, Do Chèasar. An sin thubhairt esan riu, Thugaibh uime sin do Chèasar na nithean as le Cèasar
MAT.22.22	Agus nuair a chuala iad seo, ghabh iad iongantas, agus dh’fhàg iad e, agus dh’imich iad romhpa.
MAT.22.23	Air an là sin fhèin thàinig da ionnsaigh na Sadusaich
MAT.22.24	Ag ràdh, A Mhaighistir, thubhairt Maois
MAT.22.25	A‑nis bha seachdnar bhràithrean nar measg‐ne; agus air don chiad fhear dhiubh bean a phòsadh, fhuair e bàs, agus do bhrìgh nach robh sliochd aige, dh’fhàg e a bhean da bhràthair.
MAT.22.26	Agus thachair mar an ceudna don dara, agus don treas bràthair, gu ruig an seachdamh.
MAT.22.27	Agus nan dèidh uile fhuair a’ bhean bàs mar an ceudna.
MAT.22.28	Air an adhbhar sin, anns an aiseirigh cò den t‑seachdnar dom bean i? Oir bha i aca uile.
MAT.22.29	Agus fhreagair Iosa agus thubhairt e riu, Tha sibh air seachran
MAT.22.30	Oir anns an aiseirigh cha dèan iad pòsadh, cha mhò a bheirear ann am pòsadh iad; ach tha iad mar aingil Dhè air nèamh
MAT.22.31	Ach mu thimcheall aiseirigh nam marbh, nach do leugh sibh an nì sin a labhradh ribh le Dia, ag ràdh,
MAT.22.32	Is mise Dia Abrahàim
MAT.22.33	Agus nuair a chuala am poball seo, ghabh iad iongantas ra theagasg‐san
MAT.22.34	Ach nuair a chuala na Pharasaich gun do chuir e na Sadusaich nan tosd, chruinnicheadh iad an ceann a chèile.
MAT.22.35	An sin chuir neach àraidh dhiubh
MAT.22.36	A Mhaighistir, cia i an àithne as mò anns an lagh?
MAT.22.37	Thubhairt Iosa ris, Gràdhaichidh tu an Tighearna do Dhia led uile chridhe
MAT.22.38	Is i seo a’ chiad àithne agus an àithne mhòr.
MAT.22.39	Agus is cosmhail an dara rithe seo, Gràdhaichidh tu do choimhearsnach mar thu fhèin
MAT.22.40	Air an dà àithne seo tha an lagh uile agus na fàidhean an crochadh
MAT.22.41	Ach air do na Pharasaich a bhith cruinn an ceann a chèile, dh’fheòraich Iosa dhiubh,
MAT.22.42	Ag ràdh, Ciod i ur barail‐se mu thimcheall Chrìosd
MAT.22.43	Thubhairt esan riu, Cionnas mas eadh a ghoireas Daibhidh anns an spiorad a Thighearna dheth, ag ràdh
MAT.22.44	Thubhairt an Tighearna rim Thighearna, Suidh air mo làimh dheis, gus an cuir mi do naimhdean nan stòl fod chasan?
MAT.22.45	Air an adhbhar sin, ma ghoireas Daibhidh a Thighearna dheth, cionnas as mac dha e?
MAT.22.46	Agus cha b’urrainn aon neach freagradh sam bith a thabhairt air
MAT.23.1	An sin labhair Iosa ris an t‑sluagh, agus ra dheisciobail fhèin,
MAT.23.2	Ag ràdh, Tha na sgrìobhaichean agus na Pharasaich nan suidhe ann an cathair Mhaois
MAT.23.3	Air an adhbhar sin, na h‑uile nithean a dh’iarras iad oirbhse a choimhead, coimheadaibh agus dèanaibh iad; ach na dèanaibh a rèir an obraichean: oir their iad, agus cha dèan iad
MAT.23.4	Oir ceanglaidh iad uallaichean troma
MAT.23.5	Ach an obraichean uile tha iad a’ dèanamh a‑chum a bhith air am faicinn le daoine
MAT.23.6	Agus is ionmhainn leo na ciad ionadan‐suidhe anns na fèillean
MAT.23.7	Agus fàilte fhaghail air na margaidhean, agus daoine a ghairm Rabbi, Rabbi dhiubh.
MAT.23.8	Ach na goirear Rabbi dhibhse
MAT.23.9	Agus na goiribh ur n‑athair de dhuine sam bith air thalamh: oir is aon Athair a tha agaibh
MAT.23.10	Cha mhò a ghoirear àrd‐mhaighistirean dhibh: oir is aon àrd‐mhaighistir a tha agaibh, eadhon Crìosd.
MAT.23.11	Ach an tì as mò nur measg
MAT.23.12	Agus ge bè neach a dh’àrdaicheas e fhèin, ìslichear e
MAT.23.13	Ach is an‑aoibhinn dhuibhse, a sgrìobhaichean agus Pharasacha, a chealgairean, do brìgh gu bheil sibh a’ druideadh rìoghachd nèimh an aghaidh dhaoine: oir cha tèid sibh fhèin a‑steach, agus chan fhuiling sibh don dream a tha a’ dol a‑steach dol ann.
MAT.23.14	Is an‑aoibhinn dhuibh, a sgrìobhaichean agus Pharasacha, a chealgairean; oir tha sibh ag ithe suas taighean bhantrach
MAT.23.15	Is an‑aoibhinn dhuibh, a sgrìobhaichean agus Pharasacha, a chealgairean; oir cuartaichidh sibh muir agus tìr a‑chum aon duine a dhèanamh de ur creideamh fhèin; agus nuair a bhios e dèante, nì sibh mac ifrinn dheth dà uair nas mò na sibh fhèin
MAT.23.16	Is an‑aoibhinn dhuibh, a chinn‐iùil dhalla
MAT.23.17	Amadana, agus a dhaoine dalla
MAT.23.18	Agus, Ge bè a bheir mionnan air an altair, chan eil suim ann: ach ge bè a bheir mionnan air an tìodhlac a tha oirre, tha e ceangailte.
MAT.23.19	Amadana, agus a dhaoine dalla! Oir cia aca as mò an tìodhlac, no an altair a tha a’ naomhachadh an tìodhlaic
MAT.23.20	Air an adhbhar sin, ge bè a mhionnaicheas air an altair, tha e a’ mionnachadh oirre fhèin, agus air gach nì a tha oirre.
MAT.23.21	Agus ge bè a mhionnaicheas air an teampall, tha e a’ mionnachadh airsan, agus air an Tì a tha na chòmhnaidh ann
MAT.23.22	Agus ge bè neach a mhionnaicheas air nèamh, tha e a’ mionnachadh air rìgh‐chathair Dhè
MAT.23.23	Is an‑aoibhinn dhuibh, a sgrìobhaichean agus Pharasacha, a chealgairean: oir tha sibh a’ toirt an deichimh as a’ mhionnt
MAT.23.24	A chinn‐iùil dhalla, a shìolaidheas a’ mheanbh‐chuileag, agus a shluigeas an càmhal.
MAT.23.25	Is an‑aoibhinn dhuibh, a sgrìobhaichean agus Pharasacha, a chealgairean; oir glanaidh sibh an taobh a‑muigh den chupan
MAT.23.26	Pharasaich dhoill, glan air tùs an taobh a‑staigh den chupan agus den mhèis, a‑chum gum bi an taobh a‑muigh dhiubh glan mar an ceudna.
MAT.23.27	Is an‑aoibhinn dhuibh, a sgrìobhaichean agus Pharasacha, a chealgairean: oir is cosmhail sibh ri uaighean gealaichte
MAT.23.28	Mar an ceudna, tha sibhse an leth a‑muigh am fianais dhaoine ann an coslas fhìreanan, ach anns an taobh a‑staigh làn ceilg agus easaontais.
MAT.23.29	Is an‑aoibhinn dhuibh, a sgrìobhaichean agus Pharasacha, a chealgairean; oir tha sibh a’ togail àitean‐adhlaic nam fàidhean, agus a’ dèanamh leacan‐laighe nam fìrean maiseach.
MAT.23.30	Agus ag ràdh, Nam bitheamaid ann an làithean ar n‑athraichean, cha bhitheamaid compàirteach riu ann am fuil nam fàidhean
MAT.23.31	Mar sin tha sibh nur fianaisean nur n‑aghaidh fhèin gur sibh clann na muinntir a mharbh na fàidhean
MAT.23.32	Mar sin lìonaibh‐se suas tomhas ur n‑athraichean
MAT.23.33	A nathraichean, a shìol nan nathraichean nimhe
MAT.23.34	Air an adhbhar sin, feuch, cuiridh mi dur n‑ionnsaigh fàidhean, agus daoine glice, agus sgrìobhaichean; agus cuid dhiubh marbhaidh agus ceusaidh sibh
MAT.23.35	A‑chum gun tig oirbh gach uile fhuil fhìreanta a dhòrtadh air an talamh
MAT.23.36	Gu fìrinneach tha mi ag ràdh ribh gun tig na nithean seo uile air a’ ghinealach seo.
MAT.23.37	A Ierusaleim
MAT.23.38	Feuch, fàgar ur taigh agaibh na fhàsach
MAT.23.39	Oir tha mise ag ràdh ribh nach faic sibh mise o seo suas, gus an abair sibh, Is beannaichte an Tì a thig ann an ainm an Tighearna
MAT.24.1	Agus chaidh Iosa a‑mach
MAT.24.2	Agus thubhairt Iosa riu, Nach faic sibh iad seo uile? Gu fìrinneach tha mi ag ràdh ribh nach fàgar clach air muin cloiche an seo
MAT.24.3	Agus air suidhe dha air Sliabh nan Crann‐ola, thàinig a dheisciobail da ionnsaigh ann an uaigneas, ag ràdh, Innis dhuinne cuin a thig na nithean sin gu crìch, agus ciod e comharradh do theachd‐sa, agus crìoch an t‑saoghail
MAT.24.4	Agus fhreagair Iosa agus thubhairt e riu, Thugaibh an aire nach meall aon neach sibh
MAT.24.5	Oir thig mòran ann am ainm‐sa
MAT.24.6	Agus cluinnidh sibh cogaidhean
MAT.24.7	Oir èiridh cinneach an aghaidh cinnich
MAT.24.8	Agus chan eil annta seo uile ach toiseach thruaighean.
MAT.24.9	An sin bheir iad thairis sibh a‑chum àmhghair
MAT.24.10	Agus an sin gabhaidh mòran oilbheum
MAT.24.11	Agus èiridh mòran fhàidhean brèige
MAT.24.12	Agus do bhrìgh gum bi an eucoir air a meudachadh, fuaraichidh gràdh mhòran
MAT.24.13	Ach ge bè a bhios seasmhach gus a’ chrìoch, is e seo a thèarnar
MAT.24.14	Agus bidh soisgeul seo na rìoghachd air a shearmonachadh air feadh an domhain uile
MAT.24.15	Air an adhbhar sin, nuair a chì sibhse gràinealachd an lèirsgrios, air an do labhair Daniel am fàidh
MAT.24.16	An sin teicheadh iadsan a tha ann an Iudèa a‑chum nam beann:
MAT.24.17	An tì a tha air mullach an taighe, na tigeadh e a‑nuas a thabhairt nì sam bith leis as a thaigh:
MAT.24.18	Agus an tì a tha anns a’ mhachair, na tilleadh e air ais a thogail a fhallaing leis.
MAT.24.19	Agus is an‑aoibhinn do na mnathan torrach
MAT.24.20	Ach guidhibh‐se gun ur teicheadh a bhith anns a’ gheamhradh no air an t‑sàbaid:
MAT.24.21	Oir anns an àm sin bidh àmhghar mòr ann
MAT.24.22	Agus mura biodh na làithean sin air an giorrachadh, cha bhiodh feòil sam bith air a tèarnadh: ach airson nan daoine taghte bidh na làithean sin air an giorrachadh
MAT.24.23	An sin ma their aon duine ribh
MAT.24.24	Oir èiridh Crìosdan brèige
MAT.24.25	Feuch, dh’innis mi dhuibh e ro‑làimh.
MAT.24.26	Uime sin ma their iad ribh, Feuch, tha e anns an fhàsach, na rachaibh a‑mach: feuch, tha e anns na seòmraichean uaigneach, na creidibh sin.
MAT.24.27	Oir mar a thig an dealanach on àird an ear
MAT.24.28	Oir ge bè àite anns am bi a’ chairbh, is ann an sin a chruinnichear na h‑iolairean
MAT.24.29	Air ball an dèidh trioblaid nan làithean ud, dorchaichear a’ ghrian
MAT.24.30	Agus an sin foillsichear comharradh Mac an Duine ann an nèamh
MAT.24.31	Agus cuiridh e a‑mach aingeal le fuaim mhòir na gall‐truimp
MAT.24.32	Ach fòghlamaibh cosamhlachd on chrann‐fìge: nuair a bhios a gheug a‑nis maoth, agus a dh’fhàsas an duilleach, aithnichidh sibh gur fagas an samhradh:
MAT.24.33	Agus mar an ceudna, nuair a chì sibhse na nithean sin uile, biodh fhios agaibh gu bheil e am fagas, eadhon aig na dorsan
MAT.24.34	Gu deimhinn tha mi ag ràdh ribh, nach tèid an ginealach seo fhèin thairis gus an tachair na nithean seo uile.
MAT.24.35	Thèid nèamh agus talamh thairis
MAT.24.36	Ach chan eil fios an là no na h‑uaire sin aig duine air bith
MAT.24.37	Ach amhail a bha làithean Noe, mar sin mar an ceudna bidh teachd Mac an Duine.
MAT.24.38	Oir mar a bha iad anns na làithean ron tuil ag ithe agus ag òl, a’ pòsadh agus a’ toirt ann am pòsadh, gus an là anns an deachaidh Noe a‑steach anns an àirc
MAT.24.39	Agus nach robh fhios aca gus an tàinig an tuil, agus an do thog i leatha iad uile; mar sin mar an ceudna bidh teachd Mac an Duine.
MAT.24.40	An sin bidh dithis air a’ mhachair; gabhar fear aca, agus fàgar am fear eile.
MAT.24.41	Bidh dithis bhan a’ meileadh anns a’ mhuileann; gabhar aon dhiubh, agus fàgar an aon eile.
MAT.24.42	Uime sin dèanaibh‐se faire
MAT.24.43	Ach tha fhios seo agaibh, nam b’fhiosrach fear‐an‑taighe ciod an uair anns an tigeadh an gadaiche, gun dèanadh e faire, agus nach fuilingeadh e gum briseadh a thaigh troimhe.
MAT.24.44	Uime sin, bithibh‐se ullamh mar an ceudna: oir nuair nach saoil sibh, thig Mac an Duine.
MAT.24.45	Cò e, mas eadh, a tha na òglach fìrinneach agus glic, a chuir a thighearna os cionn a mhuinntir, a thabhairt bìdh dhaibh na àm fhèin?
MAT.24.46	Is beannaichte an t‑òglach sin a gheibh a thighearna, ri àm dha teachd, a’ dèanamh mar sin.
MAT.24.47	Gu deimhinn tha mi ag ràdh ribh gun cuir e e os cionn a mhaoin gu h‑iomlan.
MAT.24.48	Ach ma their an droch sheirbhiseach ud na chridhe, Tha mo thighearna a’ cur dàil na theachd
MAT.24.49	Agus ma thòisicheas e air a cho‐sheirbhisich a bhualadh, agus air ithe agus òl maille ri luchd‐misge:
MAT.24.50	Thig tighearna an òglaich sin ann an là nach eil sùil aige ris
MAT.24.51	Agus gearraidh e na bhloighdean e, agus bheir e a chuibhreann dha maille ris na cealgairean: an sin bidh gul agus gìosgan fhiacal
MAT.25.1	An sin samhlaichear rìoghachd nèimh ri deich òighean
MAT.25.2	Agus bha còignear dhiubh glic, agus còignear amaideach.
MAT.25.3	Thug iadsan a bha amaideach an lòchrain leo, ach cha tug iad ola leo.
