MAT.1.1	Taku̱rda-o̱ u̱n baag-o Ye̱so 
1PE.1.10	U̱m co̱no̱g m-ru̱ru̱ no̱ ma-to̱ ka gwu̱-o̱. Yan-rwo̱r u̱n Ma-to̱ Shir ye̱ rwo̱ro̱g bo̱ yar-m he m-haan be-u̱r no̱ à, komo ye̱ hoob u̱r-bon ne̱. Ye̱ rwo̱'o̱g yish komo ye̱ tu yish, ye̱ hyenet cas bo̱ a he no̱ m-gu à. 
1PE.1.11	Ye̱ citu̱ru̱ Shir ma-to̱ u̱n ka da-o̱ komo yo ko̱re̱ u̱nze yo rwo̱'e̱ 
1PE.1.12	Amba Shir kutute̱ ká 
1PE.1.13	Remen kaane̱, she'et no̱ zo̱ngse̱ no̱ nomot rii-yo u̱r-bon, no̱ garamse̱ hi u̱n no̱. Rwo̱ no̱ sakto̱-o no̱ kap be-de u̱n yar-mo̱ a he no̱ m-'ya da-o̱ Ye̱so 
1PE.1.14	No̱m no̱ u̱ntu̱n yakar-ye̱ o-do̱ro̱tte̱. No̱ yage̱ ho̱o̱g-m no̱ heet no̱ be-de u̱n rem-u̱s yo̱-se se no̱ rotte̱ ba no̱ u̱n nap á. 
1PE.1.15	Amba bo̱ ká wu̱ agu̱ no̱ ro̱ ba m-ku̱ko̱p à, ma'as no̱ ba m-ku̱ko̱p n-me̱ u̱n ko̱yan yo no̱ m-no̱m à. 
1PE.1.16	No̱m no̱ kaane̱ remen 
1PE.1.17	No̱m no̱ kaane̱ bo̱ no̱ u̱n aag u̱n Tato-o̱ n-To̱n wan-piishe̱ u̱n ko wu̱ ke ne̱t-wu̱ u̱t-ma hond hond u̱n yo wu̱ no̱me̱ ne̱ à. De̱k no̱ ho̱o̱g-m no̱ u̱ntu̱n hamat-ne̱ u̱n kà ho̱no o-dak o̱ u̱n se̱ke̱mse̱-mo̱ u̱n wu̱ u̱n ho̱ge̱ u̱n gye̱r-o̱ u̱n wu̱ ne̱. 
1PE.1.18	Remen no̱ nepse̱ u̱nze Shir u̱n rur no̱ remen wu̱ guut no̱ be-de u̱n she'et-de o-hwaa de tat-ne̱ no̱ ye̱ n-ga yoosu̱ no̱ à. Wu̱ u̱n rur no̱ u̱n bu̱-yo u̱n top-o̱ u̱n zinariya ko̱ azorpa á. Zinariya, azorpa ne̱, ye̱ ba m-ta á. 
1PE.1.19	Amba Shir u̱n rur no̱ u̱n hyó-m 
1PE.1.20	Shir u̱n dagan 
1PE.1.21	U̱n bu̱-o Ye̱so no̱ m-she̱r be-de Shir, o̱ 'yonse̱ wu̱ be-de m-mar à, komo a ya'u̱ru̱ wu̱ u̱t-go̱s u̱n co̱w-yo m-se̱ke̱mse̱. Yo rwo̱'e̱ no̱ ru̱'u̱t she̱r-m no̱ o-sakto̱ ne̱ be-de Shir.
1PE.1.22	M-mo̱ka no̱ muste̱ hi u̱n no̱ ba u̱t-ri'in u̱n do̱ro̱tte̱-o̱ o-nip remen no̱ kumut was-m o̱r no̱ ne̱. Was no̱ o̱r no̱ ne̱ cin u̱n hur-u̱r no̱, komo u̱n hur-u̱r pus-de ne̱. 
1PE.1.23	Remen Shir ja'astu̱ no̱ mat-o pu̱-o̱ komo, ba u̱n go̱-ye̱ ro̱ m-sabre̱ á, amba ye̱ ro̱ m-she'et har ko̱yan nomot be-de u̱n Ma-to̱ Shir o̱ u̱n ho̱o̱g à. 
1PE.1.24	Ma-to̱ Shir ze̱e̱g,
1PE.1.24	“Hun-ne̱ ro̱ m-'hwo̱ u̱ntu̱ u̱t-gwo̱,
1PE.1.24	komo se̱ps-mo̱ u̱n ye̱ ro̱ m-ta u̱ntu̱n mo̱k-to̱ o-ko̱t.
1PE.1.24	Gwo̱-u̱t ro̱ m-'hwo̱ kaw, komo mo̱k-u̱t ro̱ m-zoose̱.
1PE.1.25	Amba ma-u̱t Wan-Ko̱yan ro̱ m-e̱s har da-o̱ ba m-ta.”
1PE.1.25	Hun-ne̱ ko̱'o̱tu̱tu̱ no̱ ka 
1PE.2.1	Remen kaane̱, ru no̱ co̱w-yo u̱t-yage̱, no̱ yage̱ raks u̱n hun-ne̱, komo no̱ cir m-nom o-nip. Yagu̱ no̱ u̱r-shoob ko̱ no̱ ru̱re̱ ye̱ ken myet-mo̱ u̱n ko̱ to̱ ke go̱n ma-u̱t yo̱-to̱ to̱. 
1PE.2.2	U̱ntu̱n yan-yaar pu̱-ye̱, ho̱o̱b no̱ yo̱w-mo̱ o-Ku̱kt mo̱ m-kyu̱kyaw remen mo̱ bo̱'o̱ssu̱té̱ no̱ be-de u̱n gwu̱ no̱. 
1PE.2.3	No̱ be'este̱ no̱ nepste̱ Wan-Ko̱yan ro̱ u̱r-bon ne̱.
1PE.2.4	Haan no̱ be-u̱r Ye̱so 
1PE.2.5	Komo ya no̱ ro̱ u̱ntu̱n ta'ar-to̱ u̱n ho̱o̱g, to̱ a meete̱ hur-o̱ o-Ku̱kt à. No̱ waragte̱ bu̱u̱g-de u̱n yan-
1PE.2.6	Ka to̱ ro̱ bo̱ Shir ze̱e̱ u̱n Ma-to̱ u̱n wu̱ à:
1PE.2.6	“Gwo̱t, u̱m she̱re̱g ta'ar-de u̱t-ma o-Urusharima
1PE.2.6	de m-daage̱ u̱n caari-mo̱ m-se̱ps à.
1PE.2.6	Kap bo̱ u̱n wu̱ she̱re̱ u̱n de à
1PE.2.6	wu̱a nom m-'e̱ á.”
1PE.2.7	Be-u̱r no̱, no̱ ye̱ she̱re̱ u̱n wu̱ à no̱ nape̱ go̱ u̱n se̱ps-mo̱ Shir ya'u̱ wu̱ à. Amba ka ye̱ gini wu̱ à. Ma-to̱ Shir ze̱e̱g,
1PE.2.7	“Ka ta'ar-de ya-u̱t-ma jore̱ à,
1PE.2.7	de waragte̱ de jiish ko̱ de ke ta'ar-de
1PE.2.7	u̱n be-de u̱t-ma.”
1PE.2.8	Ma-to̱ Shir ze̱e̱g,
1PE.2.8	“Ka ta'ar-de ro̱ m-rwo̱ u̱r-pu̱kse̱,
1PE.2.8	komo de ro̱ ye̱ m-he̱e̱s remen cikt-de u̱n ye̱.”
1PE.2.8	Ye̱ ro̱ m-pu̱kse̱ remen ye̱ yagu̱te̱ o-do̱ro̱tte̱ u̱n Ma-to̱ Shir, o̱ ye̱tte̱ m-oos u̱n kwu̱kwu̱r-de Shir cooge̱ remen u̱n go̱ u̱n ye̱ à.
1PE.2.9	Amba no̱, Shir u̱n daag no̱ hun-ne̱ kashi, bu̱u̱g-de yan-
1PE.2.10	N-ga a ro hwo̱o̱g no̱ be-de u̱n hun-ne̱ ye̱ Shir á, amba m-mo̱ka no̱ ro̱ hun-ne̱ ye̱ Shir. N-ga Shir ro m-ho̱ge̱ u̱n 'wo̱n-u̱r no̱ á, amba m-mo̱ka Shir o̱ ho̱ge̱ u̱n 'wo̱n-u̱r no̱.
1PE.2.11	No̱ yan-yen-de ne̱, me̱ no̱ m-kye̱we̱s, u̱ntu̱n yan-dak-o ho̱r-o̱, hamat-ne̱ u̱n ka dak-o̱, gin no̱ ka rem-u̱s yo̱-se, se ro̱ u̱r-gu̱n u̱n ho̱o̱g-m no̱ à. 
1PE.2.12	No̱m no̱ ce̱e̱n no̱ she'etté̱ u̱r-bon ne̱ n-me̱ u̱n yan-bo̱r-u̱s no̱ ye̱ she̱re̱ o-nip á. Komo ko̱ ye̱ gu̱t no̱ gwo̱t-o̱ u̱n yan-no̱m u̱n rem-u̱s yo̱-se, ye̱a hyenes she'et u̱n no̱ u̱r-so̱-de. Ye̱a se̱ps Shir da-o̱ wu̱ he piishe̱ u̱n ho̱no o-dak u̱t-ma à.
1PE.2.13	No̱m no̱ o-do̱ro̱tte̱ rem Wan-Ko̱yan u̱n ko̱ o̱ ke 
1PE.2.14	No̱ nome̱ gwo̱mo-ne̱ o-do̱ro̱tte̱, remen gwo̱mo-de o-dak kap Shir o̱ to̱mnu̱ de, de ye'et yan-ko̱o̱b-de o-do̱ro̱tte̱ u̱r-ko̱o̱b komo de bu̱m hun-ne̱ ye̱ no̱me̱ rii-yo u̱r-bon à. 
1PE.2.15	Remen kaane̱ Shir co̱ne̱ no̱ nom rii-yo u̱r-bon. Da-o̱ no̱ no̱me̱ rii-yo u̱r-bon à, ká raag-ne̱ ye̱, ye̱ nape̱ 
1PE.2.16	She'et no̱ sasa, amba myet u̱n kaane̱ ne̱, no̱ hyan no̱ ro̱ sasa no̱ cu̱w nom u̱n rii yo̱-yo á. U̱n su̱ge̱-de u̱n kaane̱ ma, she'et no̱ u̱ntu̱n yan-gu̱w-mo̱ Shir. 
1PE.2.17	'Ya no̱ ko̱wan m-se̱k. Komo no̱ kute̱ hun-ne̱ ye̱ Shir kashi m-was. Gye̱r no̱ Shir, 'ya no̱ ko-gwo̱mo u̱t-go̱s.
1PE.2.18	Gu̱w-ne̱, se̱ no̱ no̱me̱ yan-hur-u̱t no̱ o-do̱ro̱tte̱ no̱ 'ye ye̱ m-se̱k ko̱yanda. No̱m no̱ yo ka, ba be-de u̱n ye̱ ro̱ m-ho̱ge̱ u̱r-'wo̱n u̱n gwu̱gwe̱r-mo̱ u̱r-hi ne̱ cot á, amba kap u̱n yan-me̱n-u̱t jaas-to̱ ne̱. 
1PE.2.19	Shir ro̱ gwu̱gwu̱ u̱n no̱ ne̱ da-o̱ no̱ no̱me̱ rii-yo no̱ nape̱ yo ro̱ hond hond, komo no̱ geeg u̱t-me̱n u̱n 'mo̱ u̱r-hur ne̱ u̱n ko̱o̱b-de a no̱ m-'ya ba no̱ u̱n no̱m rii à. 
1PE.2.20	A 'ye no̱ u̱r-ko̱o̱b remen no̱ no̱mo̱g rii-yo ba u̱r-bon, no̱ kum o̱ ka rii á. Amba Shir a 'ye no̱ u̱r-ho̱, u̱rege̱ no̱ swo̱o̱g u̱r-ko̱o̱b u̱n 'mo̱ u̱r-hur ne̱ remen no̱ no̱mo̱g rii-yo u̱r-bon, remen kaane̱ Shir co̱ne̱. 
1PE.2.21	U̱n kaane̱, Shir agu̱ no̱ remen 
1PE.2.22	“
1PE.2.22	Wu̱ raks hun-ne̱ á.”
1PE.2.23	Ko̱ de nomte̱ a pyapu̱rtu̱ wu̱ à, wu̱ muut u̱t-re̱e̱b á. Komo da-o̱ wu̱ swo̱ u̱r-ko̱o̱b à, wu̱ waksu̱ ye̱ u̱t-ma á. U̱n su̱ge̱-de u̱n kaane̱ ma, wu̱ she̱re̱g be-de Shir, wu̱ nape̱ piish u̱t-ma à.
1PE.2.24	 sawag nu̱-se u̱n 
1PE.2.25	No̱ ro e̱gu̱ssu̱te̱ u̱ntu̱n ye̱ge̱-ca, amba m-mo̱ka no̱ mu̱u̱nte̱ be-de u̱n wan-Ruut-m no̱ u̱n wan-Gu̱t-de u̱n ho̱o̱g-m no̱ ne̱.
1PE.3.1	Kaane̱ komo ne'a-ne̱, no̱mo̱ no̱ campo̱ no̱ ne̱ o-do̱ro̱tte̱. No̱m no̱ kaane̱ komo u̱rege̱ campo̱ no̱ she̱r u̱n ma-u̱t 
1PE.3.2	Ka campo̱-ne̱ ye̱a go̱ks Ye̱so da-o̱ ye̱ hyene̱ she'et-u̱r so̱-de u̱n ho̱o̱g-m no̱ komo no̱ 'ye ye̱ u̱t-go̱s. 
1PE.3.3	Taase no̱ muut u̱r-hi be-de u̱n ga-se u̱r-bon ko̱ rii-se u̱n co̱r-se u̱r-bon ko̱ gund-to̱ u̱n hwo̱r á.
1PE.3.4	U̱n su̱ge̱-de u̱n kaane̱ ma, yo depe̱ à, no̱m no̱ aye̱we̱-to̱ u̱r-hur u̱n gwu̱gwe̱r-mo̱ u̱r-hi, komo m-tetemb ne̱. Go̱n ka aye̱we̱-to̱ ro̱ m-go̱s, komo Shir ro̱ to̱ m-hwo̱ u̱n be-u̱r kashi. 
1PE.3.5	U̱n go̱ u̱n kà co̱w-yo ne'a-ne̱ so̱-ye̱ ye̱ n-ga ye̱ e̱sse̱ sakto̱-o̱ u̱n ye̱ be-de Shir à, kume̱ hi u̱n de u̱n ye̱ u̱t-ayewe̱. Ye̱ ya'ag campo̱ u̱n ye̱ ne̱ u̱t-go̱s. 
1PE.3.6	U̱ntu̱n 
1PE.3.7	Kaane̱ ma campo̱-ne̱, se no̱ nom barag-se u̱r-bon remen ne'a no̱ ne̱. Hyen no̱ ye̱ u̱t-go̱s ne̱, remen ye̱ ro̱tt u̱r-be̱e̱b bo̱ no̱ ro̱ á. Baks no̱, Shir ya'ag ne'a-ne̱ yar-mo̱ u̱n wu̱ komo remen ye̱ kumut ho̱o̱g-m ba m-ta u̱n no̱ ne̱. Remen kaane̱, no̱mu̱ no̱ ne'a no̱ ne̱ bo̱ depe̱ à, taase yo ken yo tu̱w no̱ yo we̱n ko̱n-u̱s no̱.
1PE.3.8	U̱r-ko̱m, kap she'et no̱ m-so̱k ne̱ u̱n o̱r no̱ ne̱ ne̱, ko̱ wu̱ ke wu̱ hyen o̱r u̱n wu̱ rii-yo m-was. No̱ hyen u̱r-'wo̱n u̱n gwu̱gwe̱r-mo̱ u̱r-hi ne̱. 
1PE.3.9	No̱ to̱p me̱n-u̱t jaas-to̱ u̱n me̱n-u̱t jaas-to̱ ko̱ u̱r-re̱e̱b n-te̱ u̱r-re̱e̱b á, se̱ de̱ no̱ ko̱ne̱ go̱ u̱n ká ne̱t-wu̱ o-kwu̱m, remen kááne̱ o̱ Shir egte̱ no̱ wu̱ ye'et no̱ o-kwu̱m.
1PE.3.10	Ma-to̱ Shir ze̱e̱g,
1PE.3.10	“Bo̱n ne̱t-wu̱ co̱ne̱ m-ho̱o̱g
1PE.3.10	komo wu̱ hyen ho̱-to̱ u̱r-bon à,
1PE.3.10	Se̱ wu̱ doste̱ rem-de u̱n wu̱ be-de u̱n te̱p u̱ jaas-o̱
1PE.3.10	komo wu̱ dos nu-o̱ u̱n wu̱ be-de u̱t-raks.
1PE.3.11	Wu̱ ho'os co̱w-u̱s yo̱-se
1PE.3.11	komo wu̱ nom rii-yo u̱r-bon yo depe̱ à.
1PE.3.11	Wu̱ hoob co̱w-yo u̱n ba u̱t-ween wu̱ do̱re̱ yo.
1PE.3.12	Wan-Ko̱yan ro̱ u̱n 'er-de u̱n ye̱ no̱me̱ kashi u̱n rii à,
1PE.3.12	komo wu̱ ro̱ m-ke'e̱ u̱n ko̱n-se u̱n ye̱ u̱t-to̱.
1PE.3.12	Amba wu̱ ro̱ m-tuke̱ u̱n
1PE.3.12	yan-me̱n-u̱t jaas-to̱ o-cin.”
1PE.3.13	U̱rege̱ no̱ m-se̱nge̱ no̱ nomot rii-yo u̱r-bon, hun-ne̱ de̱e̱n a ho̱gu̱sse̱ no̱ m-hoog á. 
1PE.3.14	Amba myet u̱n kaane̱ ne̱, u̱rege̱ no̱ u̱n swo̱ u̱r-ko̱o̱b remen no̱ m-no̱m u̱n rii-yo u̱r-bon, Shir a 'ye no̱ o-kwu̱m. “Taase no̱ ho̱ge̱ gye̱r-o̱ u̱n yo ye̱ ro̱ m-gye̱r à, ko̱ komo no̱ was u̱n yo hun-ne̱ ze̱e̱ ye̱a nom ne̱ á.”
1PE.3.15	Ya no̱ 
1PE.3.16	Amba shas no̱ ye̱ u̱n gwegwe̱r-mo̱ u̱r-hi, u̱t-go̱s ne̱. No̱m no̱ rem-se u̱r-bon bo̱ hur-u̱t no̱a kaps no̱ á. No̱ jar o-jar no̱ nom rii-yo ba u̱r-bon á, remen ka ye̱ ro̱ no̱ m-tan o-yo̱ yo à, ye̱ hyenet m-'e̱ remen no̱ ye̱ ma Kiristi ye̱. 
1PE.3.17	A jiish u̱r-bon u̱rege̱ co̱n-mo̱ Shir mo̱ no̱ su̱ u̱r-ko̱o̱b remen no̱ no̱mo̱g rii-yo depe̱ à o̱tte̱ no̱ su̱ u̱r-ko̱o̱b remen no̱m u̱n rii yo̱-yo à. 
1PE.3.18	 marag o-gaan cot remen 
1PE.3.19	U̱n bu̱-yo 
1PE.3.20	Ye̱ nomu̱te̱ Shir ko̱o̱b-de o-do̱ro̱tte̱ n-ga n-ga, amba Shir hakku̱rte̱ u̱n ye̱ ne̱ har u̱n da-o̱ 
1PE.3.21	Ka ho̱-mo̱ napa-o̱ u̱n bo̱ a yo'osu̱ no̱ m-ho̱ mo̱ gu no̱ m-mo̱ka à. Komo ba dos u̱t-ri'in to̱ o-wu̱r cot á, amba u̱n waktu̱ne̱ ne̱ mo̱ Shir u̱n hur-u̱r gaan. Shir guug no̱ u̱n bu̱-yo u̱n ine̱-m Ye̱so 
1PE.3.22	 ro̱ m-mo̱ka n-To̱n, so̱ u̱n re̱-de Shir. 
1PE.4.1	Bo̱ 
1PE.4.2	Komo kutute̱ na u̱nze ka ne̱t-wu̱ waktu̱nte̱ wu̱ yage̱ yo wu̱ ro m-co̱n à, komo wu̱ ro̱ m-co̱n wu̱ nome̱ Shir o-do̱ro̱tte̱ har u̱n ta-de u̱n ho̱o̱g-mo̱ u̱n wu̱. 
1PE.4.3	No̱ regu̱ssu̱te̱ no̱ naasu̱te̱ o-da de̱e̱n n-ga, no̱ u̱n ho̱ge̱ u̱n re̱re̱m-mo̱ u̱n go̱ u̱n she'et-de hun-ne̱ ro̱ m-she'et à ye̱ nape̱ Shir á. No̱ u̱n ho̱ge̱ u̱n re̱re̱m-mo̱ u̱n saw-to̱ m-'e̱, u̱n yish-ye̱ ye̱ o-yoor ne̱, u̱n su̱su̱u̱r ne̱, u̱n biki-to̱ m-swo̱ ne̱, u̱n tu̱w-to̱ o-ás ne̱, har u̱n gu̱w-mo̱ u̱s-to̱o̱g ne̱. 
1PE.4.4	M-mo̱ka nay no̱ ne̱ ye̱ n-ga hyanag u̱t-hyat yo hante̱ no̱ yagu̱te̱ gam-o̱ u̱r-hi u̱n ye̱ ne̱ be-de u̱n no̱m u̱n rem-u̱s yo̱-se à. Remen kááne̱ komo ye̱ ro̱ no̱ u̱t-re̱e̱b. 
1PE.4.5	Amba ye̱a shes Shir wu̱ ro̱ u̱n piishe̱ u̱n yan-ho̱o̱g u̱n margan-ne̱ ne̱ u̱t-ma à. 
1PE.4.6	Yo yo rwo̱'e̱ a ru̱ru̱t 
1PE.4.7	Ta-de u̱n ko̱ yo ke rii-yo nomoste̱ yow yow. Remen kaane̱ rwo̱ no̱ u̱r-hur sak, no̱ garamse̱ hi u̱n no̱ remen no̱ hoksté̱ u̱s-ko̱n. 
1PE.4.8	Yo jiishe̱ kap à, se̱ no̱ kute̱ o̱r no̱ ne̱ m-was de̱e̱n, remen was-m ro̱ u̱n bite̱ mo̱o̱r-to̱ u̱t-
1PE.4.9	No̱ barke̱ hun-ne̱ u̱n hur-u̱t no̱ ba u̱s-hwu̱mu̱g. 
1PE.4.10	Shir ya'ag ko̱ wu̱ ke wan-dor wu̱ m-yar, u̱nze ne̱t-wu̱ hoks m-no̱m yo ken rii-yo remen wu̱ guut yan-dor. Shir ya'ag ká yar-mo̱, remen kaane̱ a mu̱re̱ no̱ ká yar-mo̱ u̱n co̱w-yo depe̱ à. 
1PE.4.11	U̱rege̱ wu̱ ken wu̱ ro̱ u̱t-ma, se̱ wu̱ nom u̱ntu̱n wu̱ ro̱ m-rwo̱r u̱n Ma-to̱ Shir à. U̱rege̱ a ya'ag wu̱ ken yar-mo̱ u̱n gu u̱n hun-ne̱, se̱ wu̱ nom u̱n be̱e̱b-de Shir ya'u̱ wu̱ à. Remen u̱n ko̱ yo ke rii-yo Shir a kum u̱r-bo̱ngo̱n rem Ye̱so 
1PE.4.12	No̱ nay-ne̱ re, taase no̱ hyen u̱t-hyat u̱n ko̱o̱b-de no̱ m-swo̱ à sa o zee rii pu̱-yo ko̱ru̱ no̱. 
1PE.4.13	Amba no̱m no̱ o-zak, remen no̱ m-swo̱ u̱r-ko̱o̱b bo̱ 
1PE.4.14	U̱rege̱ a pyapu̱rtu̱ no̱ remen jin-u̱r 
1PE.4.15	U̱rege̱ no̱ swo̱o̱g u̱r-ko̱o̱b, taase de nom remen no̱ ho̱o̱g ne̱t, ko̱ u̱r-hyow, ko̱ ne̱ yo ken rii yo̱-yo, ko̱ o-he̱be̱ gwu̱w. 
1PE.4.16	No̱ ho̱ge̱ 'e̱-mo̱ u̱n swo̱ u̱r-ko̱o̱b remen no̱ 
1PE.4.17	Da-o nomoste̱ o̱ Shir hette̱ piishe̱ u̱n hun-ne̱ ye̱ u̱n wu̱ u̱t-ma à. Komo u̱rege̱ piish u̱n ma-to̱ u̱n wu̱ takante̱ be-u̱r na. ¿Ya he ko̱r u̱n ye̱ yage̱ nome̱ u̱n ma-to̱ u̱n wu̱ o-do̱ro̱tte̱ 
1PE.4.18	“U̱rege̱ kashi u̱n hun-ne̱ po̱ssu̱te̱ u̱n yish jaas-ye̱,
1PE.4.18	¿ya he m-ko̱r u̱n ye̱ nape̱ Shir ne̱ á u̱n 
1PE.4.19	Remen kaane̱, ka ye̱ ro̱ u̱n swo̱ u̱r-ko̱o̱b remen do̱ro̱tte̱-o̱ Shir à, ye̱ se̱nge̱ no̱m u̱n rii-yo depe̱ à. Komo ye̱ bu̱p Shir kom-u̱t yoor, remen Shir kashi-wu̱, wu̱ no̱me̱ o-dak o-To̱n ne̱.
1PE.5.1	U̱m co̱no̱g m-do se̱k-ye̱ no̱ jaab-o̱ u̱t-me̱n. Me̱ abre ko-se̱k, me̱ wu̱ hyane̱ bo̱ 
1PE.5.2	Warag no̱ yan-gu̱t-de u̱n kur-o̱ Shir bo̱bsu̱ no̱ à. No̱ nom m-gu̱w u̱ntu̱n ya-u̱r-gu̱t ba ye̱ a gakte̱ á, amba u̱n co̱n-mo̱ u̱t-me̱n, bo̱ Shir co̱ne̱ no̱ warag à. No̱m no̱ kaane̱ ba remen go̱p-de u̱n hwo̱r á amba u̱n co̱n-mo̱ u̱t-me̱n.
1PE.5.3	Ka ye̱ Shir bo̱bsu̱ no̱ à, no̱ sawsu̱ ye̱ u̱s-nu̱ á, amba kute̱ no̱ ye̱ bu̱-yo u̱r-bon. 
1PE.5.4	Amba da-o̱ Ye̱so ko-Gwo̱mo-wu̱ u̱n ya-u̱t-Gu̱t wo̱o̱ne̱ no̱a go̱ks go̱nd-o̱ u̱n se̱ps-mo̱ u̱n wu̱, o̱a naase̱ á.
1PE.5.5	No̱ be̱e̱b-ye̱ kap, nomo no̱ se̱k-ye̱ o-do̱ro̱tte̱. Ko̱ wu̱ ke wu̱ gwe̱re̱gse̱ o̱r u̱n wu̱ u̱r-hi. Ma-to̱ Shir ze̱e̱g,
1PE.5.5	“Shir ro̱ m-'yar u̱n yan-nu̱-mo̱ u̱r-hi,
1PE.5.5	amba wu̱ ro̱ u̱n 'ya u̱r-ho̱
1PE.5.5	be-de yan-gwe̱gwe̱r-mo̱ u̱r-hi.”
1PE.5.6	Gwe̱re̱gse̱ no̱ hi u̱n no̱ u̱n ku̱s-o̱ u̱n caari-to̱ u̱t-kom to̱ u̱r-be̱e̱b to̱ Shir, remen da-o wo̱ wo'e̱ wu̱a 'ye no̱ m-se̱k u̱n co.
1PE.5.7	Shir co̱no̱g no̱, remen kaane̱, heetu̱ no̱ wu̱ bo̱ u̱n yo rangsu̱ no̱ à.
1PE.5.8	Garamse̱ hi u̱n no̱, no̱ she'et zo̱ngse̱ komo yish ho̱o̱g-ye̱. Wan-yage̱-u̱t no̱, 
1PE.5.9	Kwangu̱ no̱ wu̱, no̱ she'et u̱r-be̱e̱b ne̱ u̱n she̱r-m no̱. No̱ nepste̱ ho̱no o-dak kap o̱r no̱ ne̱ 
1PE.5.10	Shir guug na u̱n ko̱ yo ke bu̱-yo. Wu̱ daagu̱ na remen wu̱ wongté̱ se̱ps-mo̱ u̱n wu̱ u̱n na ne̱. Ka se̱ps-mo̱ ro̱ m-she'et ba m-ta. Wu̱a wong-mo̱ u̱n na ne̱ remen a do̱ru̱te̱ Ye̱so 
1PE.5.11	Me̱ u̱s-ko̱n u̱nze Shir a nom u̱t-gwo̱mo u̱r-be̱e̱b ne̱ har da-o̱ ba m-ta. 
1PE.5.12	U̱n be̱e̱b-u̱r Siras
1PE.5.13	Yan-dor Wan-Ko̱yan u̱n dak-o̱ o-
1PE.5.14	Gas no̱ o̱r na ne̱ u̱n gamat-de m-was. Me̱ u̱s-ko̱n Shir 'ye ko wu̱ ke wu̱ ro̱ be-u̱r no̱ à gwu̱gwu̱-mo̱ u̱r-hur, ye̱ ro̱ n-me̱ u̱n 
2PE.1.1	Me̱, Simo̱n Bitrus, ko-gu̱w komo u̱n 
2PE.1.2	Me̱ u̱s-ko̱n Shir 'ye se̱ngu̱ no̱ m-'ya m-yar de̱e̱n de̱e̱n, u̱n gwu̱gwu̱-mo̱ u̱r-hur u̱n bu̱-yo nap-se Shir u̱n Ye̱so Wan-Ko̱yan na ne̱.
2PE.1.3	Be̱e̱b-de u̱n wu̱ de n-To̱n shir ya'ag na ko̱yan yo a o-hoob remen ho̱o̱g-m na u̱n so̱k-mo̱ u̱n wu̱ ne̱ be-de u̱n nap-se a napu̱ wu̱ à. Wu̱ agu̱ na u̱n se̱ps-mo̱ u̱n bon-de u̱n wu̱ ne̱. 
2PE.1.4	Remen kaane̱, wu̱ e̱ssu̱te̱ na kashi u̱n caari-to̱ u̱n ma-to̱ u̱n wu̱, remen no̱ waragté̱ kashi, bo̱ Shir ro̱ kashi à. Komo wu̱ e̱ssu̱te̱ na, no̱ possu̱té̱ sabre̱-o̱ ro̱ n-me̱ u̱n ho̱no o-dak o̱ dish-o yo̱-o̱ hante̱ à.
2PE.1.5	Remen kááne̱, no̱m no̱ bo̱ u̱n no̱m-m no̱, no̱ doote̱ she̱r-m no̱ u̱r-bon, u̱r-bon komo no̱ doo de u̱s-nap, 
2PE.1.6	u̱s-nap komo no̱ doo se garamse̱ u̱n hi u̱n no̱, be-de u̱n garamse̱ hi u̱n no̱ komo no̱ doo u̱n 'mo̱ u̱r-hur, u̱n 'mo̱ u̱r-hur komo no̱ doo no̱m u̱n o-shir. 
2PE.1.7	U̱n no̱m u̱n yo ro̱ o-shir à, no̱ doo gwu̱gwe̱r-mo̱ u̱r-hur, u̱n gwu̱gwe̱r-mo̱ u̱r-hur no̱ doo m-was ne̱. 
2PE.1.8	U̱rege̱ no̱ m-no̱m u̱n go̱ u̱n kà rem-se, se a wen no̱ m-warag hwaa m-saare̱ ne̱ be-de u̱n nap-u̱s Wan-Ko̱yan Ye̱so 
2PE.1.9	Amba u̱rege̱ ne̱t bo̱'o̱se̱ u̱n ka co̱w-yo á, ya wu̱ ro̱ u̱ntu̱n ne̱t-wu̱ ro̱ m-hyan u̱r-bon ne̱ á ko̱ ko-po̱. To̱-u̱t ka'ag wu̱ u̱nze, Shir soksote̱ wu̱ 
2PE.1.10	Remen kaane̱ o̱r re ne̱ yan-dor, no̱m no̱ bo̱ u̱n hoks-m no̱, no̱ no̱m rii-yo u̱r-bon no̱ kututé̱ hi u̱n no̱ u̱n ye̱ ken ye̱ ne̱ u̱nze Shir daagu̱ no̱ komo ne̱ wu̱ eeg no̱ hun-ne̱ ye̱ u̱n wu̱. U̱rege̱ no̱ no̱mo̱g ka rem-se, no̱ hede m-he̱ á. 
2PE.1.11	U̱n kaane̱, Shir a barku̱ no̱ caari-de u̱r-barke̱ u̱n be-u̱r Ye̱so 
2PE.1.12	Ko̱ de nomte̱ no̱ nepse̱ ka rem-se à, komo no̱ bu̱ps ka yoos-de o-nip ne̱ o̱ no̱ nape̱ à, amba man se̱ngu̱ no̱ m-bakse̱. 
2PE.1.13	U̱m no̱mo̱g u̱s-barag myet-mo̱ u̱n ho̱-to̱ u̱n ho̱o̱g-m re, u̱m hyanag hond hond o̱, a se̱ngu̱ no̱ m-bakse̱ u̱n ká rem-se ko̱yanda. 
2PE.1.14	U̱m nepse̱ man meres ba m-jime̱. Remen Wan-Ko̱yan na Ye̱so 
