MAT.1.1	Kalara
GAL.2.14	Dzam da, eyòṅ mëngayen na basëki a tëtëlë zen bëbëla ya mbëmbë foe, ndò madzo ai Kefas a bod ete na: Ngë e wa ya onë man Yuden waanyiṅ anë man haiden, së ki anë man Yuden, eyë onë dzam nòdi bëhaiden na bënyiṅ anë Yuden ya?
GAL.2.15	Bia binë Yuden a mëbyali, biasëki bësëm ya bëhaiden. 
GAL.2.16	Biayëm na mod abëlë mëkyëbë asu mimboan ya mvende, hë asu ṅyëbë Yesus Kristus, ndò bia bingayëbë Yesus Kristus asu yë na bibëlë mëkyëbë a ṅyëbë biayëbë Kristus, së ki a mimboan mi mvende. 
GAL.2.17	Ngë eyòṅ biadzëṅ etye sosoo abë Kristus, bëngayen na binë bësëm minsëm, yë nala onë na Kristus anë mbò-esye nsëm? Tègè ai dzom! 
GAL.2.18	Amu, ngë madugan loṅ e dzi ya mësili ya a si, malëdë na mamen mabug mvende. 
GAL.2.19	Amu mëngawu a mvende etòm mvende, asu yë na mënyiṅ asu Zamba. Mëngabomban a klos ai Kristus. 
GAL.2.20	Së ki fë ma manyiṅ, Kristus ṅnyè anyiṅ a bë ma. Enyiṅ manyiṅ a nyòl, manyiṅ dzò a ṅyëbë mayëbë mòn Zamba ya angadiṅ ma, akaba fë emen asu dama. 
GAL.2.21	Masole ki efaè Zamba. Ngë mëkyëbë masò a mvende, oyëmë na Kristus angawu a zëzë.
GAL.3.1	A mëkud më bod ya Galati ma, za anyuu mina dzò, e mina ya mëngatoan lëdë anë Kristus angawu a klos? 
GAL.3.2	Abim te ndò mayi na mayëm abë mina. Yë minganòṅ Nsisim asu mbaalan mvende
GAL.3.3	Yë eyë minë mëkud na nga, na miatari mam a nsisim, mingakë mò mana a nyòl nga? 
GAL.3.4	Yë mingabi mindzug a zëzë? Ndë lëngabë hm fò a zëzë a! 
GAL.3.5	E nyò angavë mina Nsisim, abò fë ngul mam a zaṅ dzan, yë angabò dò asu mimboan mi mvende, yë asu mëwog ya ṅyëbë? 
GAL.3.6	Anë Abraham
GAL.3.7	Yëman hm na, e ba banyiṅ enyiṅ ṅyëbë, e bala bëte bënë bòn bë Abraham. 
GAL.3.8	Ntilan ongayen dò osusua na Zamba atele bëhaiden a etye sosoo hë ai ṅyëbë, ndò angatari kad Abraham mbëmbë foe na: Mëyòṅ mësë mayi bi maa abë wa
GAL.3.9	Antoa na, e bod banyiṅ enyiṅ ṅyëbë babëlë maa ai ṅyëbë Abraham. 
GAL.3.10	Amu e ba bënë e bod badzala mvende, bëbëlë eyòg. Amu anë ntilan na: Amala ai e mod abaala ki e mam mësë mënë ntilan a kalara mvende na abò mò
GAL.3.11	Na Zamba atele ki mod a etye sosoo hë asu mvende, biayen dò ha na: Sosoo mod ayi nyiṅ hë a ṅyëbë
GAL.3.12	Mvende yatye ki a ṅyëbe, dzam da e nyò abò mò, ayi nyiṅ ete
GAL.3.13	Kristus angakode bia a eyòg ya mvende, ndò emen angavëṅan eyòg asu daan, mbol anë ntilan na: Amala ai e mod osë akëlë a ele
GAL.3.14	asu yë na bëhaiden bëbi maa Abraham abë Kristus Yesus, na bibi ngaga Nsisim asu ṅyëbë.
GAL.3.15	A babëdzaṅ, makòbò ai mvulna mam më si. Mod ziṅ asëki dzam sole ṅyian mvua ya mod amana til, ngë ki na abaga dzom ziṅ ete. 
GAL.3.16	Abraham ai mëki moe mbò bëngakag e ngaga nyi. Ntilan wadzo ki na, ai ‘mvòṅ bod’, antoa hë anë adzo abui bod. Anë adzo mod mbòg: ai mvòṅ dzoe
GAL.3.17	Madzo dò na: E mvende engakë sòṅ a mvus mimbu mintèd minyii ngë mintèd milè yasole ki na yabò ngaga zëzë, a Zamba angasan a amvoe die. 
GAL.3.18	Amu ngë ngab-elig yavëëban asu mvende, yavëëban ki fë asu ngaga. Zamba angavë Abraham maa asu ngaga. 
GAL.3.19	Mvende yasò hm ya? Engabagban a yob asu minsëm, akui abog e mvòṅ engabë ai ngaga engasò; Benglès mbò bëngabende dzò, ntëbë-zaṅa kalan dzò
GAL.3.20	Ntëbë-zaṅa sëki e hom mod anë etam; Zamba nyè anë hm mbòg.
GAL.3.21	Ndò hm, yë mvende yaluman ai ngaga Zamba? Tègè ai dzom! Amu bëngavë bia mvende ya enë dzam vë enyiṅ, mëkyëbë mëngatye fë a mvende. 
GAL.3.22	Dzam da, ntilan watele dzom esë hë a nsëm, asu yë na e ngaga yasò a ṅyëbë biayëbë Yesus Kristus evëëban e ba bayëbë. 
GAL.3.23	Osusua yë na ṅyëbë wazu, bingabë biyëmë a mvende, biyanga ṅyëbë ongabë na wakuluban, 
GAL.3.24	e kan yë na mvende engabò bia nlëdë-zen abë Kristus, asu yë na bibi mëkyëbë mësòò a ṅyëbë. 
GAL.3.25	Anë ṅyëbë wasò, biasëki fë a edzoe nlëdë-zen. 
GAL.3.26	Amu mina bësë minë bòn bë Zamba asu ṅyëbë ya abë Kristus Yesus. 
GAL.3.27	Amu e mina bësë mingaduuban asu Kristus, mingabòd Kristus. 
GAL.3.28	Man Yuden asëki fë, tò man Grek, tègè ai olò, tègè ai fili mod, tègè ai fam, tègè ai mininga. Amu mina bësë minë dzom dzia abë Kristus Yesus. 
GAL.3.29	Ngë miawoge ai Kristus, kë minë hm mvòṅ Abraham, bòn bë elig, anë ngaga yayi.
GAL.4.1	Ndò madzo na, ntye ya mòn elig angënë mongò, asëlan ki ai man olò, afyaṅan bò na anë nti bësë, 
GAL.4.2	dzam da, anë a edzoe e bod bakala, bënòniṅi fë byem akëlë kui abog esya angayili. 
GAL.4.3	Dzam dëda fë ai bia. Ntye bingabë bòngò, bingabë bëlò minsisim ya si-ndon. 
GAL.4.4	Eyòṅ hm abog angatoban atuud, ndò Zamba angalom mòn woe, abyali abë mininga, abyali a mvende, 
GAL.4.5	asu yë na akode e ba bënë a edzoe mvende, asu yë na bënòṅ etye bòn. 
GAL.4.6	Asu te minë bòn; Zamba angalom Nsisim mòn woe a minnëm mian, a wadzo na Abba, a Tara. 
GAL.4.7	Antoa na, wasëki fë olò, onë mòn. Ngë onë hm mòn, onë fë mòn elig asu Zamba.
GAL.4.8	Okoba, mingabë yëmë ki Zamba, mingabë minkom mi e bëzamba basëki bëzamba a mëbyali. 
GAL.4.9	Eyòṅ dzi hm, miyëm ya Zamba, abadan, afëdan, Zamba ayëm ya mina; eyë miadugan kë a byem binë tègè ai ngul, hë mëbua, na miadugan biè sye eyòṅ efë ya? 
GAL.4.10	Miabaala mëmos ai ngòn, ai mëbog ai mimbu! 
GAL.4.11	Mambara hm të adzo te na mëngasye asu daan a zëzë! 
GAL.4.12	Tòbògan anë ma, amu ma fë mënë anë mina, a babëdzaṅ, makogëlan ai mina. Miandzëki ma bò abe ziṅ. 
GAL.4.13	Miayëm na mëngakad mina mbëmbë foe eyòṅ osu etòm okòn
GAL.4.14	Tò anë etye okòn dzama engabò mina adzo mëbobëla, miandzëki ma byandi, ngë a nyòdi ma, dzam da mingabëlan ai ma anë englès Zamba, anë Kristus Yesus. 
GAL.4.15	Eyë hm mintag mian minë ve? Amu mabòòlò mina na ngë lëbò ebugbu na miatie minsò mi mis mian, ngë mingavë ma miè. 
GAL.4.16	Ndò hm yë mëntoa ya mina nziziṅ mbol makad mina bëbëla? 
GAL.4.17	Bamvaman ai mina, së ki asu mbëṅ, dzam da bayi na bia mina bitsaman, asu yë na mimvaman ai bò. 
GAL.4.18	Anë mbëṅ na bëmvaman ai mina abog asë, së ki hë abog mënë ai mina. 
GAL.4.19	A bòn bama, a mëbëlë mintye mi abye ai bò akëlë kui anë Kristus anòṅ nyòl abë mina! 
GAL.4.20	Ngë mëtoa dzam tòbò ai mina etoa dzi, mëtsende e kan makòbò, amu miadzèè ma fëg.
GAL.4.21	Kadan ma, mina ya miayi edzoe mvende, yë na miawog ki mvende? 
GAL.4.22	Amu anë ntilan na Abraham angabë abëlë bòn bëbè, mbòg atoa mòn etuga mininga, e nyò mbòg mòn fili mininga. 
GAL.4.23	E nyò etuga mininga angabyali a etye nyòl mod, e nyò fili mininga abyali a etye ngaga. 
GAL.4.24	Mam mëte mëne nkana: Amu bininga bëte bënë mëmvoe mëbè: Mbòg atye a nkol Sinai, abye bòn bë esye olò, ṅnyè anë Agar. 
GAL.4.25	Agar anë nkol Sinai ya Arabia. Anë anë Yerusalem etoa dzi amu abò esye olò ai bòn boe. 
GAL.4.26	E Yerusalem ya yob anë fili, ṅnyè anë nyia waan. 
GAL.4.27	Amu anë ntilan na:
GAL.4.27	Fono, a nkokom mininga ya waandzëki bye,
GAL.4.27	Bumiṅi, obama a yob, wa ya wabëlë ki mintye mi abye;
GAL.4.27	Amu bòn bë etam mininga bënë abui alodo e ba bë nlugan mininga.
GAL.4.28	Mfag waan, a babëdzaṅ, minë bòn bë ngaga Isaak. 
GAL.4.29	Ndò hm e kan ya okoba e mòn angabyali a nyòl angaluman ai mòn ya nsisim, nala ngò fë onë ana. 
GAL.4.30	Dzam da, ntilan wadzo ya? Tsidëgan etuga mininga ai mòn woe. Amu mòn fam etuga mininga ayi ki bi ngab elig ai mòn
GAL.4.31	Asu te, a babëdzaṅ, biasëki bòn bë etuga mininga, binë bòn bë fili mininga.
GAL.5.1	Kristus angakode bia mfaṅ fili. Yëman hm a kpiim, të miabada ṅyëbë esye bëlò.
GAL.5.2	Ma Paulus, makad mina na ngë bëkele mina, Kristus ayi ki bò ai mina mfi ziṅ. 
GAL.5.3	Madugan dò kad e mod osë adzoge na bëkele nyè a ngëëṅ na abëlë na abaala mvende esë. 
GAL.5.4	Mikandan ya ai Kristus, e mina ya miadzëṅ mëkyëbë a mvende, midzèè ya maa. 
GAL.5.5	Mfag waan, a nsisim, biayanga afidi mëkyëbë lasò a ṅyëbë. 
GAL.5.6	Amu, abë Kristus Yesus, tò akële anë tò asëki, nala wabò ki dzom, hë ṅyëbë ngò wabò esye a ediṅ ete.
GAL.5.7	Mingawulu mbil mbëṅ. Za akaman ai mina na të miabò bëbëla mëwog? 
GAL.5.8	Mëwog mëte masò ki abë e nyò angaloe mina. 
GAL.5.9	Man osësaṅan ënë ekòg ovug esë. 
GAL.5.10	Ma mayëm fò na abë Nti, mina miatsog ki dzom efë. E mod andëgëlë mina ambëgë ya mëku moe, tò anë za. 
GAL.5.11	A babëdzaṅ, mfag wama, ngë anë fò na mayedan mëkëban
GAL.5.12	E bod bandëgëlë mina, bëmana ki tuban miag ana!
GAL.5.13	Bëngaloe mina asu fili, a babëdzaṅ. Të miadzoge na fili dzaan ekë mina a mam më nyòl, dzam da syean mina mina asu ediṅ. 
GAL.5.14	Amu mvende esë yadzalëban a ebug dzi na: Odiṅi manyòṅ anë wamen
GAL.5.15	Ngë mialoban, midian mina mina, mikalëga na mizaa mana dzëan mina mina
GAL.5.16	Ma na: Nyiṅan a Nsisim, tègè ai adzo yë na miadzëṅ miṅyian mi nyòl. 
GAL.5.17	Amu nyòl ebëlë ki e kan miṅyian nsisim obëlë, nsisim obëlë ki e kan miṅyian nyòl ebëlë, byem bite biasëlan asu yë na të miabò e mam miatam na miabò. 
GAL.5.18	Ngë balëdë mina zen a nsisim, miasëki a edzoe mvende. 
GAL.5.19	Mimboan mi nyòl miayene a ngëëṅ, mmiè minë na: bisog, fulu mvit, tègè ai akomdo, 
GAL.5.20	olugu bëzamba, mgbël, ziṅ, zuṅa, aban, olun, abede nyòl, moman, ntsaman, 
GAL.5.21	mëkomëṅa, nsògan mëyòg, ndòg ai e mvòṅ mam nyili, mmò matari mina kad, e kan fë mëngatari kad na e bod babò e mam ma bayi ki bi ngab a edzoe Zamba. 
GAL.5.22	Bibuma bi nsisim binë na: ediṅ, mintag, mvoè, fin, abëṅ-nnëm, afu-nnëm, ṅyëbë, 
GAL.5.23	evovoe, aban nnëm. Mvende ziṅ yaluman ki ai e kan nyi. 
GAL.5.24	E bod bawoge ai Kristus Yesus bëngabomolo nyòl a klos ai mintye miaban, ai miṅyian miaban. 
GAL.5.25	Ngë bianyiṅ a nsisim, biatoṅ hm fë nsisim. 
GAL.5.26	Të biabò mëbun, të biatsaan bia bia, të nyie olun a nnëm a bia bia.
GAL.6.1	A babëdzaṅ, ngë bëhë dilan mod a evus ziṅ, mina bod bë nsisim, dugan tele mod te a zen ai nsisim evovoe; Obò okala na wamen oza kuu a mëbobëla. 
GAL.6.2	Bëgan mina mina mimbëgë, nala ngò miayi dzala mvende Kristus. 
GAL.6.3	Ngë mod atsog na anë dzom ziṅ, ndë asëki dzò, adug emen. 
GAL.6.4	Mod osë atsasa esye dzie, abog te emen ayi yen ngë ayëan ai enguṅ a su die emen, së ki asu mod mfë. 
GAL.6.5	Amu mod osë ayi bëgë mbëgë woe. 
GAL.6.6	E mod bayëgëlë, akaba mimbëmbë mi mam misë ai e mod ayëgëlë. 
GAL.6.7	Të miakë a ndimi; Zamba asëki adzo ekpëlë. Amu, e dzom ya mod abè a si, endzò afumi. 
GAL.6.8	Amu e mod abè a nyòl dzie, ayi fumi hë ebòl ya nyòl. E nyò ki abè a nsisim, ayi fumi enyiṅ kòm ya nsisim. 
GAL.6.9	Të biaku sòm abò mbëṅ, amu, a mbëmbë abog, biayi fumi ngë biandzëki ku sòm. 
GAL.6.10	Ndò hm, ntye bibëlë abog, mboan bod bësë mbëṅ, adaṅ adaṅ a e ba ya mënda më bod më ṅyëbë.
GAL.6.11	Yenan anë matil mina bod bikanga ai wò wama. 
GAL.6.12	Abui dzam ya badzëṅ duma a nyòl, mbò bayi na bakele mina a ngul, hë asu yë na të bafëm bò etòm klos Kristus
GAL.6.13	Amu tò e bod bëben bënë nkëlan, babaala ki mvende, dzam da bayi na bakele mina, asu yë na bëbò enguṅ a nyòl dzaan. 
GAL.6.14	Mfag wama, masëki dzam bò enguṅ, së na a klos Nti waan Yesus Kristus, abë nyè ngò si-ndon engabomban a klos asu dama, ma fë mëbomban asu si-ndon. 
GAL.6.15	Amu, tò mod onë nkëlan, tò osëki, nala osëki dzom; mkpamaṅ ekokoma ngò onë dzom. 
GAL.6.16	E bod bësë bayi baala abende di, mvoè ai ngòl bibòòg ai bò, ai Israel Zamba fë. 
GAL.6.17	Mod abë ma dugan vë ndzug atarigi etoa dzi. Amu mëbëgë ndëm Yesus a nyòl dzama
GAL.6.18	Maa Nti waan Yesus Kristus abòòg ai nsisim waan, a babëdzaṅ. Amen.
EPH.1.1	Ma Paulus, man apostel Kristus Yesus a ṅyian Zamba, matil mimfufub ya minë a Efesi, a bayëbë Kristus Yesus: 
EPH.1.2	Maa ai mvoè bibòòg ai mina, bisòò abë Zamba esya waan ai Nti Yesus Kristus.
EPH.1.3	Olugu ai Zamba, esya Nti waan Yesus Kristus, ya angafubu bia ai nsalan Nsisim osë a yob abë Kristus
EPH.1.4	akyaè angatòb bia abë nyè osusua akomo-lë yob ai si, na bibò mimfufub, tègè ai atòn a mis moe a ediṅ, 
EPH.1.5	atari bia tòb na bitëbë a etye bòn abë nyè, etòm Yesus Kristus, mbol angadiṅa ṅyian woe, 
EPH.1.6	asu olugu duma maa woe ya angafaè bia abë ndindiṅ woe. 
EPH.1.7	Abë nyè ngò bibëlë akode asu mëki moe, evaè minsëm, anë akuma maa die layi, 
EPH.1.8	maa te angabulu abë bia, a fëg esë ai mbindan osë, 
EPH.1.9	abò na biyëm ndimba ṅyian woe, akyaè emen angadiṅ, mbol angatele abë nyè, 
EPH.1.10	na eyòṅ zul mëtiṅ engaboman
EPH.1.11	Abë nyè ngò bingavëṅan ngab-elig dzie okoba, akyaè e nyò ya abò mam mësë akyaè ṅyian woe wadiṅ, angatele, 
EPH.1.12	na bibò e ba bë osu ya bafidi Kristus asu olugu duma die. 
EPH.1.13	Abë nyè ngò fë mina mingawog ebug bëbëla, mbëmbë foe akode waan, abë nyè ngò bëngalig mina ndëm a nyòl mbol mingayëbë asu Mfufub Nsisim ya angakagban, 
EPH.1.14	ṅnyè anë eban ngab-elig dzaan, asu akode ya anë fë na bibëlë ai mò, asu olugu duma die.
EPH.1.15	Asu te, mbol mëngawog foe ṅyëbë waan ya abë Nti Yesus ai ediṅ ya miadiṅ mimfufub misë, 
EPH.1.16	ndò mënë të kat mvëṅan ngaṅ a su daan, mëtsogo mina a ngogëlan, 
EPH.1.17	asu yë na Zamba Nti waan Yesus Kristus, esya duma, avë mina Nsisim fëg ai Nsisim wakuli ayëmë die, 
EPH.1.18	afyè mis ya nnëm waan, na miyëm afidi ya nloe waan, akuma duma ngab-elig dzie a mimfufub, 
EPH.1.19	ai abim mod anen ngul dzie, asu bia ya biayëbë, akyaè mod ngul woe asye. 
EPH.1.20	Ngul te endzò asye ai dzò abë Kristus, ai nkulan angakuli nyè a bëkon, atoa nyè a mbo-nnomo woe a yob, 
EPH.1.21	alodo edzoe esë, ai ngul esë, ai ntomba osë, ai e dzoe asë ya bënë dzam loe, së ki hm hë enyiṅ dzi, tò fë enyiṅ yazu. 
EPH.1.22	Ndò angatele nyè dzom esë a mëkol a si, atele fë nyè na anë nlo nda-Zamba, 
EPH.1.23	endzò enë nyòl dzie, ntud e mod abò mam mësë ntud kan esë.
EPH.2.1	Ndò fë avëlë mina ya mingabë ṅwuan a bivus ai minsëm mian, 
EPH.2.2	a mingabë nyiṅi etere okoba, akyaè ya enyiṅ ya e si nyi, akyaè ndzoe ngul ya evundu, nsisim ya ongënë bò esye dzie a bod mëlò etoa dzi. 
EPH.2.3	A zaṅ dzaban, bia bësë fë binganyiṅ okoba ai miṅyian mi nyòl mian, bibò ṅyian nyòl ai nsisim, bia fë bingabë hë bòn bë olun anë e ba bëvòg a enyiṅ dzaan. 
EPH.2.4	Ndò hm Zamba ya abëlë akuma nnëm ngòl, ai abui ediṅ die angadiṅ bia, 
EPH.2.5	ai mbol fë bingabë ṅwuan a bivus, ndò angadugan bia vë enyiṅ ai Kristus, -minë nkodan a akab a yob- 
EPH.2.6	ndò angavëlë bia, atoa fë bia a yob fufulu ai Kristus Yesus, 
EPH.2.7	asu yë na, e bisëb biazu, mod etòg akuma bifaè woe ayene a afu-nnëm alëdë bia abë Kristus Yesus. 
EPH.2.8	Amu minë nkodan a akab a yob ai a ṅyëbë. Dzam te latye ki abë mina, anë efaè Zamba. 
EPH.2.9	Lasò ki a mimboan, mod azaa bò enguṅ hala. 
EPH.2.10	Amu binë ekokoma dzie, bingakomban abë Kristus Yesus asu mimbëmbë mimboan ya Zamba angatari komëzan asu yë na biwulu ete.
EPH.2.11	Asu te, mitsog hm na okoba mingabë bëhaiden a nyòl, e mina ya e Yuden ya bakëban ai mò a nyòl baloe na bëhaiden, 
EPH.2.12	mitsogo na abog te mingabë miwoge ki ai Kristus, mitoa bëdzin a ayòṅ Israel, bëyëṅ a mëtiṅ më ngaga, tègè ai afidi, mitoa tègè ai Zamba a si-ndon. 
EPH.2.13	Etoa dzi, abë Kristus, e mina ya mingabë oyab ai Kristus okoba, mintoa ya babi a mëki më Kristus. 
EPH.2.14	Amu ṅnyè anë mvoè dzaan, ṅnyè abò na bia bësë bëbè
EPH.2.15	asole mvende mëbende asu yë na akom bësë bëbè abë nyè na bëbò mkpamaṅ mod a wabò mvoè, 
EPH.2.16	alada fë bësë bëbè a nyòl dzia ai Zamba a klos, mbol angawoe ziṅ abë nyè. 
EPH.2.17	Ndò eyòṅ angasò, angayedan mvoè asu e mina ya mingabë oyab, ayedan fë mvoè asu e ba bëngabë babi. 
EPH.2.18	Abë nyè ngò bia bësë bëbè bianyian ai nsisim mbòg abë esya. 
EPH.2.19	Ndò hm miasëki fë bëyëṅ ngë bëdzin, minë bòn bë nnam fufulu ai mimfufub, mitoa fë bod bë nda-bod Zamba, 
EPH.2.20	amu e nda minë, engaloṅëban a apostel ai bëprofèt a yob, Yesus Kristus ṅnyè anë nnom andie ya mëloṅ mëte, 
EPH.2.21	abë nyè ngò mimfaṅ mëloṅ mësë mianaṅ, mëbò mfufub tempel abë Nti, 
EPH.2.22	abë nyè ngò fë mina mingaloṅëban ai bia na mibò etòbògò Zamba a nsisim.
EPH.3.1	Asu te, ma Paulus, man mimbog Kristus Yesus asu mina bëhaiden, 
EPH.3.2	miayean ya wog akyaè mabëlan ai e maa Zamba bëngavë ma asu daan, 
EPH.3.3	na bëngakuli ma a nlo na mëyëm ndimba
EPH.3.4	ai maa te, eyòṅ mialaṅ, minë dzam wog ntsogan wama a ndimba Kristus; 
EPH.3.5	Ndimba ya bandzëki bò na e ngongo bod fòg, bòn bë bod, bëyëm dzò, akyaè engakulëban mimfufub mi apostel mie ai bëprofèt a Nsisim, 
EPH.3.6	na bëhaiden bëbi ngab-elig fufulu, bëbò nyòl dzia, bëkaban ngaga abë Kristus Yesus asu mbëmbë foe; 
EPH.3.7	Mbëmbë foe te ṅnyè mëngasye, akyaè ya efaè maa Zamba bëngavë ma yasye a ngul dzie. 
EPH.3.8	E ma ya madaṅ obòbòd a zaṅ mimfufub misë, ma bëngavë e maa nyò, na mëyedan bëhaiden mbëmbë foe akuma Kristus ya anë tègè ai alèè, 
EPH.3.9	na mëfyè bod bësë e kan babëlan ai e ndimba ya engabë esolò atarigi a bisëb bisëb abë Zamba ya angakom bisë, 
EPH.3.10	asu yë na abò na, bidzoe ai mingungul biyëm fëg Zamba ya enë kan kan, a yob ai a nda-Zamba. 
EPH.3.11	Akyaè ya angawoe ya oyili woe kole abë Kristus Yesus Nti waan, 
EPH.3.12	abë nyè ngò bibëlë azombo, bimbëlë fë afidi asu ṅyëbë biayëbë nyè. 
EPH.3.13	Asu te makogëlan na të maku sòm a mindzug ya mëbëlë asu daan, mbol minë etam duma dzan.
EPH.3.14	Asu te makud mëbòṅ a mis më tara, 
EPH.3.15	abë nyè ngò nda-bod esë yabi dzoe tò a yob, tò a si, 
EPH.3.16	asu yë na avë mina akuma die ai ngul ya abò nkanga ai nsisim woe asu enyiṅ ya nnëm ete, 
EPH.3.17	na, asu ṅyëbë, Kristus atòbò a minnëm mian, milada minkaṅ, miyëmë fë a ediṅ, 
EPH.3.18	asu yë na mibi ngul ya awog ai mimfufub misë e dzom enë ndam ai ayab, ai ntye a yob, ai edòg, 
EPH.3.19	na miyëm mod ediṅ ṅyëman Kristus, asu yë na midzie akyaè ntud Zamba onë.
EPH.3.20	Abë e nyò abëlë ngul ya abò abui ai e ngul yasye abë bia alodo anë biasili ngë atsog, 
EPH.3.21	duma ai nyè a nda-Zamba, ai abë Kristus Yesus a ngongo bod esë a bisëb bisëb. Amen.
EPH.4.1	Makogëlan hm ai mina, ma, man mimbog, abë Nti, na minyiṅ ai dzin nloe bëngaloe mina, 
EPH.4.2	ai edzòdi-nyòl esë, ai afu-nnëm asë, ai fin; midzibigi mina mina ai ediṅ, 
EPH.4.3	mibò osësa akala etye dzom dzidzia ya nsisim ai ati mvoè. 
EPH.4.4	Nyòl dzia, Nsisim mbòg, akyaè ya mingaloeban a mbaṅ afidi ya nloe waan. 
EPH.4.5	Nti mbòg, ṅyëbë mbòg, ṅduan mbòg, 
EPH.4.6	Zamba mbòg ai esya bësë, ṅnyè anë bësë a yob, a zaṅ bësë, abë bësë.
EPH.4.7	Mod osë ya abë bia angavëëban maa anë efaè Kristus enë mvëgan. 
EPH.4.8	Asu te adzo na: Angabed a yob, akëlë a minkom, avëë bod bifaè.
EPH.4.9	Mbedan watyan ya, së na angasus a bifas ya si etere a? 
EPH.4.10	E mod angasus ṅnyè fë angabed a yob ete, asu yë na adzala mësë. 
EPH.4.11	Ndò fë angatele apostel, bëprofèt, bëkad bë mbëmbë foe, bëvòg bënòni, ai bëyëgëlë, 
EPH.4.12	asu yë na akomëzan mimfufub asu nsol esye, asu nloṅan nyòl Kristus, 
EPH.4.13	akëlë kui anë bia bësë biakui a ṅyëbë mbòg ai ṅyëman mòn Zamba mbòg, a okala nyia-modo, akëlë kui a etye biabi Kristus ntud, 
EPH.4.14	asu yë na të biadugan bò bòngò, bisë osu, binë a mvus anë evundu bëdòkten a mëdugan më bod, ai mëkëṅ asu mfi mëdugan, 
EPH.4.15	bikòbògò bëbëla a ediṅ, binaṅa bë nyè kan esë, ṅnyè anë nlo, Kristus. 
EPH.4.16	Nguma nyòl osë olada, otoa ndzònan fufulu abë nyè, onë nladan ai ngul nkòl
EPH.4.17	Makad mina dò ndò fë makogëlan ai mina abë Nti: të miadugan nyiṅ anë bëhaiden banyiṅ a mvol nnëm waban, 
EPH.4.18	mbol mintsogan miaban minë a dibi, bënë bëdzin a enyiṅ Zamba etòm asug anë bò a nyòl, etòm alèd ya minnëm miaban, 
EPH.4.19	mbol bëngakanga a nnëm alèd waban, bëtëbë hm na babò ebamba, bëbòòg kan mam enë mvit esë a nnëmëna. 
EPH.4.20	Mfag waan, së ki nala ngò mingayègè Kristus, 
EPH.4.21	së ki nala ngò mingawog nyè, bëyëgëlë fë mina abë nyè mbol anë bëbëla abë Yesus, 
EPH.4.22	na mivaè nnomo modo ya enyiṅ dzaan ya okoba, nnomo modo ya anë ṅwuan a mintsogan mi nsëm, 
EPH.4.23	na mibò mimkpamaṅ a nnëm waan ete, 
EPH.4.24	mibòd hm mkpamaṅ mod akyaè Zamba adiṅ, a ongakomban mëkyëbë ai mfaṅ bëbëla.
EPH.4.25	Asu te, dzogan minnal; Mod osë akòbògò bëbëla ai manyaṅ
EPH.4.26	Wogan olun, hë da, të miasëm
EPH.4.27	ndò fë të mianèd Satan zen. 
EPH.4.28	Të ṅwuwub wabad dzib, anòṅò nòṅò ndzug ya asye ai mò moe, abò mbëṅ, asu yë na eyòṅ ambëlë ya ai mò, avë e mod anë a mëyaṅan. 
EPH.4.29	Të mbë nkòbò akui mina a anyu, hë ebug yavòli e hom onë ai mfi, asu yë na evë e bod bawog dzò maa. 
EPH.4.30	Ndò fë të miabò na Mfufub Nsisim Zamba owog olun, abë nyè ngò bëngalig mina ndëm a nyòl asu amos akode. 
EPH.4.31	Nkòbò nyag osë, ai ayòg, ai olun, ai mvam, ai bikag bikodogo a zaṅ dzan. 
EPH.4.32	Boan dzam mbëṅ a zaṅ mina mina, ai nnëm ngòl, midzuan mina mina anë Zamba angadzu mina abë Kristus.
EPH.5.1	Vuan Zamba anë mindindiṅ mi bòn, 
EPH.5.2	nyian a ediṅ anë Kristus angadiṅ mina, ndò fë angakab emen anë mëtunëṅa ya manyum mbëṅ abë Zamba. 
EPH.5.3	Të batud adzo bisog ngë mam më mvit ngë nnëmëna ziṅ abë mina, akyaè layean bò a zaṅ mimfufub. 
EPH.5.4	Dzam dëda ai etye mvit ya nsisim, ai mëfodan, ai nkòbò mvit, e byem biayean ki bò; Dzam da, bulugan vë ngaṅ. 
EPH.5.5	Amu miayean yëm na mod bisog osë, ngë e nyò mvit, ngë e nyò abò mam nnëmëna, nala onë na e nyò alugu bëzamba, abëlë ki ngab-elig a edzoe Kristus ai e dzi Zamba.
EPH.5.6	Të mod adug mina ai nkòbò mvol. Asu ai akyaè mam te ngò olun Zamba wazu bòn mëlò a nyòl. 
EPH.5.7	Të miakalan ai bò dzom ziṅ. 
EPH.5.8	Amu mingabë dibi osusua, etoa dzi, minë mfyè abë Nti. Nyiṅan anë bòn bë mfyè, 
EPH.5.9	amu bibuma bi mfyè binë a abëṅ-nnëm asë, ai mëkyëbë, ai bëbëla. 
EPH.5.10	Yenan e dzom yanyëb Nti a nnëm, 
EPH.5.11	të mianòṅ ngab a zëzë mam më dibi, kulan ben mò a ngëëṅ. 
EPH.5.12	Amu anë ben osòn akòbò e mam e bod bala babò a mësoe, 
EPH.5.13	amu e byem bisë mfyè wakuli a ngëëṅ, biayene; 
EPH.5.14	amu e dzi esë yayene enë mfyè. Asu te adzo na:
EPH.5.14	Tëbëgë, a e mod wakë oyò, tëbëgë a bëkon, abog te Kristus ayi wa fyè.
