MAT.1.1	In e nhag rɨp Yesu Kristo
JUD.1.12	Nɨpɨg nakharaptərəkɨn nəvɨgɨnien e kape norkeikeiyen, kasəvɨgɨn əmə mhapəh nɨsaurɨsien kɨn. Kasərɨg əmə əriə, rəmhen kɨn yermamə yame ramarha tuk sipsip maməvɨgɨn atuk əmə in. Iriə kɨsəmhen kɨn nɨmaas ye tame tahik yame ramerkwaig, rao rɨrəhpɨkɨn məməteih. Kɨsəmhen mɨn kɨn napuə yame nɨmətag ramrəh mamuə, mərɨg nəhig rapəh nɨpien. Kɨsəmhen əmə mɨn kɨn nai yame ruauə ye nɨpɨg kape norien kwənkwan, mərɨg rɨpəh nɨkuəyen. Rɨmhə əmə. Narmamə kɨmɨsəvi-əvi, rɨmhə fam.
JUD.1.13	Norien kapəriə ror naurɨsien məsəsao rəmhen kɨn peao peao ye tame tahik. Kɨsəmhen kɨn kəmhau yamə mɨne kɨmɨsəta ye kwənmhaan atuatuk kapəriə, mɨserwei. Kughen rɨmnor apnəpeinə ye kwənmhaan kapəriə ye nəpɨgnapien, yame tuksarə rerɨn ikɨn.
JUD.1.14	Apa kupən, kwən e Inok, in kwənkwan yame ror seven kɨn ye kwənərəus kape Adam, rɨmɨni-ərhav nəgkiarien kape Kughen yame rɨmɨwəh-sipən kɨmin mɨmə, “!Səmru! Yermaru ramuə iriə kafan agelo mɨnə khapsaah, khapsaah pɨk.
JUD.1.15	Ramuə mə tukrəkir narmamə m-fam mɨwəhsi-pən narpɨnien kɨmi narmamə yamə mɨne khapəh nɨshatətəyen ye Kughen tuk norien has pɨsɨn pɨsɨn m-fam yamə mɨne kɨmɨsor. Mɨvəhsi-pən narpɨnien kɨmi yor təvhagə has mɨnə tuk nɨni-hahyen In.”
JUD.1.16	Nɨpɨg m-fam, narmamə mɨnə a kamhani pɨk mus mus, kɨni mamhani hah narɨmnar fam. Iriə kasəri-pən əmə nərɨgien has kapəriə, kɨni masəgkiar ausit kɨmi əriə mɨnə, kɨni mamhani nəgkiarien heikən mə narmamə tuksəri-pən nərɨgien kapəriə.
JUD.1.17	Mərɨg kafak narmamə mɨnə, rɨkimiə tukraməsɨk nəgkiarien yame aposol mɨnə kape Yesu Kristo Yermaru kapətawə kɨmnhani mə tukruə. 
JUD.1.18	Iriə kɨmnhani-pre tuk əmiə mhamə, “Nɨpɨg Kwasɨg tukruə ipakə, narmamə tɨksɨn tuksarh iakei irəmiə. Iriə tuksəri-pən əmə nərɨgien has kapəriə.”
JUD.1.19	Narmamə mɨnə a iriə a kasəwhai əmiə. Kasəri-pən əmə nərɨgien kape tokrei tanə. Nanmɨn kape Kughen rɨrkək irəriə.
JUD.1.20	Mərɨg kɨmiə, kafak narmamə mɨnə, taksor əmiə mə takhaskai tuk nhatətəyen yame ratuatuk huvə, yame ramsɨ-pən tuk Kughen. Mɨsəgkiar kɨmi Kughen ye Nanmɨn kafan.
JUD.1.21	Mhavəh norkeikeiyen kape Kughen ramarə yerkimiə mamhawhin Yesu Kristo Yermaru kapətawə, mə rɨkin tukreihuə tuk əmiə, mɨvəhsi-pre nɨmraghien rerɨn kɨmi əmiə.
JUD.1.22	Sasitu ye narmamə yamə mɨne nhatətəyen kapəriə rɨpəh nɨskaiyen; kapəriə nərɨgien kɨraru. 
JUD.1.23	Ipakə narmamə tɨksɨn khavən ye nap. Hapɨk-ta əriə, mhavəh mɨragh əriə. Rɨkimiə tukreiwaiyu pawk tuk narmamə tɨksɨn, mərɨg takhagɨn kɨn norien has kapəriə yame ramor əriə kasəmkɨmɨk, mɨvən meriaji neipən kapəriə.
JUD.1.24+JUD.1.25	Pəh khani vi vi Kughen yame In rɨrkun nɨraptərəkɨnien əmiə mə tukror əmiə nakhapəh nhamɨrien, mɨrkun norien əmiə mə tamhek təvhagə hah tukrɨrkək əgkəp ye nɨmraghien kapəmiə, mɨvəh əmiə naksarer ye nɨmrɨn mɨne nɨkhakien kafan, rɨkimiə ragien pɨk aikɨn. Kughen kɨrikianə əmə; In ravəh mɨragh ətawə ye Yesu Kristo Yermaru kapətawə. Neihuəyen, mɨne nəsanɨnien, mɨne nɨkhakien, mɨne narmaruyen, kape Kughen əmə apa kupən əkgəp, muə meriaji-pə taktəkun, mamvən, mɨpəh norien infamien. !Amen!
REV.1.1	Nəkwəkwə e, in ramhajoun narɨmnar yamə mɨne Yesu Kristo rɨmnor əpu. Narɨmnar mɨnə e, Kughen rɨmɨvəh-sipən kɨmi Yesu, mɨmə In tukrhajoun kɨn kafan yorwok mɨnə e narɨmnar yame pəh nien mə tuktu ruə. Kristo rɨmnher-pə kɨn kafan kɨrik agelo ruə, kɨni mhajoun narɨmnar mɨnə e kɨn kafan yorwok Jon. 
REV.1.2	Jon ramərer-ərhav tuk narɨmnar m-fam yame rɨmnəm, kɨni mɨrai əriə ye nəkwəkwə e. Narɨmnar mɨnə a yame in rɨmnəm, in nəgkiarien kape Kughen mɨne nɨni-ərhavyen kape Yesu Kristo. 
REV.1.3	Nɨpɨg kape narɨmnar mɨnə e ye nəkwəkwə e ramni-ərhav ruauə ipakə əgkəp. Ruauə ipakə, kɨni narmamə yamə mɨne kasəvhekɨn-ərhav nəgkiarien mɨne e, yame Kughen ravəhsi-pə, tuksarə əfrakɨs ye nɨhuvəyen. Kɨni narmamə yamə mɨne kɨsərɨg mamhavəh yerkiriə, masor, tuksarə əfrakɨs ye nɨhuvəyen.
REV.1.4	Yo Jon, yakamher-pən kɨn nəkwəkwə e ramvən kɨmi niməhuak mɨnə iriə m-fam seven apa provins a Tarki.
REV.1.4	Pəh Kughen e yame rɨnamarə rerɨn, mamarə ai taktəkun, kɨni tukrɨpiarə rerɨn mɨn, In tukrautə-pre kɨn kafan nɨhuvəyen mɨne nəmərinuyen kɨmi əmiə. Kɨni pəh nanmɨn mɨnə e iriə seven
REV.1.5	Kɨni Yesu Kristo mɨn, in tukrautə-pre mɨn məknakɨn kɨmi əmiə. Kristo in ramərer-ərhav tuk nəfrakɨsien, kɨni In ai In rɨmnarə rerɨn mokupən ye nɨmhəyen, kɨni In ramarmaru ye king mɨnə kape tanɨmtanə.
REV.1.5	Pəh kɨsəgnəgɨn Yesu Kristo e, In rɨmnorkeikei ətawə, kɨni nɨtawɨn rɨmnaiyu mɨrɨsɨn-ta narpɨnien kape təvhagə hah kapətawə. 
REV.1.6	In King kapətawə, kɨni rɨmnor ətawə kwənhauə ye narmaruyen kafan, kɨni mor ətawə kwənhauə pris mɨnə kape Rɨmni Kughen, kasor wok kafan. !Pəh kɨsəgnəgɨn Kughen meinai kafan neihuəyen mɨne nəsanɨnien ramvən tuk Yesu Kristo infamien rɨrkək! !Pəh Kughen tukramarmaru rerɨn! Amen.
REV.1.7	!Səmru! In ramrerɨg-pə mɨn ye napuə.
REV.1.8	Yermaru Kughen rɨmɨni mɨmə, “Yo e leta ‘a’ mɨne ‘zed.’ Yo e yarə rerɨn, yakamarə ai taktəkun, kɨni jakpiarə rerɨn mɨn. Kɨni Yo e, Nagheek Rehuə Pɨk.”
REV.1.9	Yo Jon, yo piaumiə kɨrik meinai kɨtawə m-fam kwənhauə kɨrikianə kɨtawə Yesu. Kɨni nɨpɨg nəmhəyen ramuə tuk ətawə meinai Yesu ramarmaru irətawə, kɨtawə kamhavəh kwermɨtawə kɨrikianə, nərɨgien kapətawə rəpomh, kasərer skai.
REV.1.9	Kɨmnərəhu-pən yo ye kwaji tanə e Patmos, meinai yakamni-ərhav nəgkiarien yame Kughen ravəhsi-pə, kɨni mamərer-ərhav tuk Yesu. 
REV.1.10	Nɨpɨg kɨrik, ye nɨpɨg kape Yermaru kapətawə
REV.1.11	mamni mɨmə, “Rai-pən narɨmnar yamə mɨne nakaməm ye nəkwəkwə kɨni mher-pən kɨn ye niməhuak mɨnə e iriə m-fam seven. Pəh rɨvən apa Efesas, mɨne Smana, mɨne Pegamam, mɨne Tuatira, mɨne Sadis, mɨne Filadelfia, mɨne Laodisia.”
REV.1.12	Kɨni, yɨmnarar mə jakəm-ru mə pa e raməgkiar kɨmi yo. Marar, məm nar kɨrik kərəhu-pən laet iran, iriə fam seven. Kɨmnor kɨn gol.
REV.1.13	Kɨni ye kwerkwan ye nar mɨnə a kərəhu-pən laet iran, yɨmnəm yermamə kɨrik ramərer, rəmhen kɨn Ji Yermamə
REV.1.14	Kapən kapə mɨne nɨkwənen, kwhawən, rəmhen kɨn nɨmrɨ sipsip
REV.1.15	Nɨhun mir kwəmhen kɨn bras yame kɨvaan ye nap mə nəmtəyen tukrəta, kɨni kwasɨg ikɨn, kəspir mə tukrərir mɨhuvə. Rɨkin rehuə rəmhen kɨn tahik ehuə kɨrik yame ramuh nəpəəg kwənharuəruə. 
REV.1.16	In ravəh kəmhau seven ye kwermɨn matuk. Kɨni nau yame resrə ye nɨkarɨn mir ramsɨ-pən ye nəkwan.
REV.1.17	Nɨpɨg yɨmnəm kwən a, yɨmneiwaiyu mowhan yo ye nɨhun ikɨn rəmhen kɨn mə yɨmamhə.
REV.1.18	Yo e yemə mragh.
REV.1.19	Ror məkneikɨn mə takaməkeikei mɨrai naha nhagɨn yame naknəm ruətərhav-pə e taktəkun, mɨne yamə mɨne tukrɨpitərhav. 
REV.1.20	Mərɨg jakhoprai-pre nɨprai kəmhau mɨnə iriə seven yame naknəm yakavəh ye kwermɨk matuk, mɨne nar kərəhu-pən laet iran, iriə seven, yame kɨmnor kɨn gol. Kəmhau mɨnə e iriə seven, nɨpran e, agelo mɨnə kape niməhuak seven. Kɨni nar kərəhu-pən laet iran, iriə seven, yame kɨmnor kɨn gol, nɨpran e, niməhuak mɨnə iriə seven.”
REV.2.1	Kɨni rɨmɨni-pə tuk yo mɨmə “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Efesas, mɨni-pən mɨmə, 
REV.2.1	Yermamə yame ravəh kəmhau seven ye kwermɨn matuk,
REV.2.2	“Nəmə Efesas, yakɨrkun kapəmiə norien mɨnə. Yakɨrkun mə naksəmnhakw pɨk, nərɨgien kapəmiə rəpomh, naksarer tɨm tɨm. Yakɨrkun mə kɨmiə nakhani-əhu nəmə has mɨnə. Kɨni narmamə tɨksɨn aikɨn kamhani mə iriə aposol mɨnə, mərɨg iriə khapəh nɨsəfrakɨsien, kɨni naksəkir əmhen əriə, masəm mə iriə nəmeikuə mɨnə. 
REV.2.3	Yakɨrkun mə nərɨgien kapəmiə rəpomh. Nahasien ravəh pawk əmiə, mərɨg nakasərer tɨm tɨm tuk nhagɨk, mhapəh nɨsəpouyen.
REV.2.4	Mərɨg nakasor nar kɨrik yame rapəh nəmhenien ye nɨmrɨk: Nakwəsəpəh norkeikeiyen kupən kapəmiə.
REV.2.5	Rɨkimiə tukraməsɨk norkeikeiyen yame nɨmɨsarə iran kupən. Sarar, masor nar yame nɨmnasor kupən. Tukmə nakhapəh nɨsararien, jakurə, mɨrəhsi-ta nar e kamərəhu-pən laet iran kapəmiə ye kwənmhaan yame ramərer ikɨn. 
REV.2.6	Mərɨg nar kɨrikianə əmə e nakasor rhuvə: Naksəməkɨn norien has mɨnə kape nukwao kape Nikolas
REV.2.7	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə. Yermamə yame rapita ye narowagɨnien e, Yo jakeighaan kɨn in mə tukrən kwənkwai nai yame ravəhsi-pən nɨmraghien, yame rauruə ye nəsimien kape Kughen.”
REV.2.8	Kɨni In rɨmnəgkiar mamni-pə mɨmə, “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Smana, mɨni-pən mɨmə,
REV.2.8	Yermamə yame in nɨrikakunien mɨne nərkinien, yame rɨmamhə mɨmragh mɨn,
REV.2.9	“Nəmə Smana, yakɨrkun mə naksarə ye nɨpɨg əutən, kapəmiə nautə rɨrkək. Mərɨg pəh nien mə kapəmiə nautə rɨrkək əfrakɨs. !Kɨmiə, kapəmiə nautə rehuə pɨk əgkəp! Yakɨrkun mə narmamə tɨksɨn kamhani hah əmiə, mamhani mɨn mə iriə e narmamə yamə mɨne Kughen rɨmɨrpen-ta əriə
REV.2.10	Takhapəh nhagɨnien kɨn nəmhəyen yame pəh nien mə tuktu tukrurə irəmiə. Yakamni-pre tuk əmiə, mə Setan tukrəhi-pən əmiə tɨksɨn ye kalabus mə tukəm əpu-ru nhatətəyen kapəmiə. Kɨmiə taksarə ye nəmhəyen kape nɨpɨg ten. Taksərer tɨmtɨm mɨseriaji nɨmhəyen kapəmiə. Kɨni jakvəhsi-pre kapəmiə nərokien, rəmhen kɨn yame kəvəvhao-pən kɨn nar kɨrik ye kapən kapə yermamə yame rɨnapita ye naiyuyen. Nərokien e in e nɨmraghien rerɨn.
REV.2.11	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə. Yermamə yame rapita ye narowagɨnien e, tukrɨpəh nɨvənien marə ye nəkwai nap ehuə.”
REV.2.12	Kɨni In rɨmnəgkiar mamni-pə tuk yo mɨmə, “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Pegamam, mɨni-pən mɨmə,
REV.2.12	Yermamə yame ramrəh nau yame resrə ye nɨkarɨn mir, kafan e nəgkiarien ramni mɨmə,
REV.2.13	“Nəmə Pegamam, yakɨrkun ikɨn nakasarə ikɨn. Taon a, Setan ramkwətə mamarmaru ikɨn.
REV.2.14	Mərɨg nakasor narɨmnar tɨksɨn yamə mɨne rapəh nəmhenien ye nɨmrɨk: Kɨmiə tɨksɨn aikɨn a, nakamhakwasɨg kɨn nhajounien kape Balam kupən. Balam e, in rɨmnor swatuk kɨmi King Balak mə in tukrɨvəhsi-pən vəh-sipən kɨmi nəmə Isrel, pəh iriə tuksor norien has, masən nəvɨgɨnien yame kamor sakrefaes kɨn ramvən kɨmi nanmɨ kughen pɨsɨn mɨnə, kɨni masor apnapɨg nar.
REV.2.15	Kɨni ye norien kɨrikianə əmə mɨn, kɨmiə tɨksɨn naksəri-pən nhajounien kape nukwao kape Nikolas.
REV.2.16	!Ror pən takasəkeikei mɨsarar ye nərɨgien kapəmiə tuk təvhagə has kapəmiə! Tukmə nakhapəh nɨsararien, pəh nien mə tuktu, jakurə tuk əmiə, muh narmamə mɨnə e, kɨni mərai əriə kɨn nau yame resrə ye nɨkarɨn mir.
REV.2.17	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə. Yermamə yame rapita ye narowagɨnien e, yo jakwəhsi-pən nəvɨgɨnien erkwaig e kamni kɨmə ‘mana’
REV.2.18	Kɨni In rɨmnəgkiarmamni-pə tuk yo mɨmə, “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Tuatira, mɨni-pən mɨmə,
REV.2.18	Ji Kughen, nɨmrɨn mir kwəmhen kɨn nap raməwhao. Kɨni nɨhun mir kwərir mɨrahuvə rəmhen kɨn aean e bras yame kaməspir rərir.
REV.2.19	“Nəmə Tuatira, yakwɨrkun-ta norien kapəmiə. Yakɨrkun kapəmiə norkeikeiyen mɨne nhatətəyen, mɨne nasituyen ye narmamə. Kɨni yakɨrkun mɨn mə nərɨgien kapəmiə rəpomh tuk narer-tɨm-tɨmien. Yakɨrkun mə norien kapəmiə yamə mɨne nakasor taktəkun khahuvə rapita norien yamə mɨne nɨmnasor kupən.
REV.2.20	Mərɨg nakasor nar kɨrik yamə rapəh nəmhenien ye nɨmrɨk: Kɨmiə nakhapəh nhani-əhuyen norien kape piraovɨn a yame ramhen kɨn piraovɨn kupən e Jesebel
REV.2.21	Yɨmɨwhin pian a mə tukrarar ye kafan norien kape nɨkwasɨg-apnapɨgien kɨn narman, mərɨg in ramapəh. 
REV.2.22	Ror məkneikɨn mə taktəkun ai, jakvəhsi-pən nəmhəyen kɨmin ye bed kafan. Kɨni narmamə yamə mɨne kasor apnapɨg nar iriə min, tukmə khapəh nɨsararien ye norien kapəriə, jakvəhsi-pən nəmhəyen ehuə kɨmi əriə, 
REV.2.23	mhopni mɨn ji pian a mɨnə. Ror pən niməhuak mɨnə fam tukharkun mə Yo pɨsɨn əmə yakɨrkun nərɨgien mɨnə kape narmamə, mɨne rɨkiriə. Kɨni jakərok əmiə rəri-pən əmə norien kapəmiə yame mɨne nakasor.
REV.2.24	Mərɨg taktəkun ai, jakəgkiar kɨmi əmiə nəmə Tuatira yamə mɨne nakhapəh nɨsəri-pənien nhajounien kape Jesebel, mhapəh nɨsərɨgien nəgkiarien e kamni kɨmə ‘Nəgkiarien pam kape Setan.’ To yakpəh nərəhu-pre-mɨn-ien nar pam kɨrik irəmiə, mərɨg nar kɨrikianə yakmə jakni-pre tuk əmiə: 
REV.2.25	Havəh tɨm tɨm nar yame nakwənhavəh ta, mɨseriaji nɨpɨg jakrerɨg-pre iran. 
REV.2.26+REV.2.27	Yermamə yame rapita ye narowagɨnien e, kɨni mamərer tɨm tɨm tuk norien nəkwak, mamvən meriaji infamien, yo jakwəhsi-pən nehuəyen e kɨmin yame Rɨmɨk rɨmɨvəhsi-pə kɨmi Yo, mamni mɨmə,
REV.2.26+REV.2.27	‘In tukramarmaru ye tanə pɨsɨn pɨsɨn mɨnə,
REV.2.26+REV.2.27	mamrəh kwətavhə yame kɨmnor kɨn aean, [ramhajoun mə nagheen rehuə].
REV.2.26+REV.2.27	Kɨni in tukrakapɨr-pɨr narmamə ye tanɨmtanə, rəhmen əmə kɨn yame aean ramakapɨr-pɨr tikikwipɨr kɨmnor kɨn kwənəjiəpɨk.’ 
REV.2.28	Kɨni Yo jakvəhsi-pən mɨn kəmhau e fetukai kɨm in.
REV.2.29	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə.”
REV.3.1	Kɨni In rɨmnəgkiar mamni-pə mɨmə, “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Sadis, mɨni-pən mɨmə,
REV.3.1	Yermamə yame ravəh nanmɨn kape Kughen, iriə seven,
REV.3.1	“Nəmə Sadis, yakɨrkun norien mɨnə kapəmiə. Yakɨrkun mə kamni kɨmə kɨmiə nakamhamragh, mərɨg nɨkam, kɨmiə nakwənhamhə-ta. 
REV.3.2	!Sarha-ra! Norien huvə yamə mɨne kɨmiə nɨmɨsor kupən, pəh nien mə tuktu, kharkək fam. Mərɨg kɨmiə takasəkeikei mɨsarkut mə takhavəh-si haktə mɨn norien kapəmiə mɨsor pəh ruə mɨskai, meinai yakpəh nəmien norien huvə kɨrik yame nɨmɨsor mhavən mɨsor infamien iran, yame ratuatuk ye nɨmrɨ Kughen kafak. 
REV.3.3	Ror məkneikɨn mə rɨkimiə tukraməsɨk nəgkiarien yame nɨmnhawəh mɨsərɨg apa kupən, mɨsor nəkwan. Kɨni mɨsarar ye nərɨgien kapəmiə. Mərɨg, tukmə nakhapəh nɨsarhayen, jakurə tuk əmiə rəmhen kɨn yame yəkrəh kɨrik raurə, nakseinein nɨpɨg yame jakurə tuk əmiə.
REV.3.4	Mərɨg narmamə tɨksɨn kɨmiə miriə apa Sadis khapəh nɨsorien neipən kapəriə rəmkɨmɨk. Kɨsəmhen tuk nɨseriwəkien kɨmawə miriə, neipən kapəriə rhawən əmə. 
REV.3.5	Yermamə yame rapita ye narowagɨnien e, tukrɨvəhsi-pən neipən hawən. Kɨni Yo to yakpəh noriah-oriahyen nhagɨn ye Nəkwəkwə kape Nɨmraghien. Kɨni yo jakni-ərhav nhagɨn ye nɨmrɨ Rɨmɨk mɨne kafan agelo mɨnə, mə in e in kafak atuatuk yermamə.
REV.3.6	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə.”
REV.3.7	Kɨni In rɨmnəgkiar mamni-pə mɨmə, “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Filadelfia, mɨni-pən mɨmə,
REV.3.7	Yermamə yame In nəfrakɨsien mamərhakə, kafan e nəgkiarien. In ramrəh ki kape King Deved kupən.
REV.3.8	“Nəmə Filadelfia, yakɨrkun norien mɨnə kapəmiə. !Səmru! Yɨmnəhitə ye tapɨg kɨrik tuk əmiə, to yermamə kɨrik rapəh nətapɨgien. Yakɨrkun mə nəsanɨnien kapəmiə in rəkəskəh pawk, mərɨg kɨmiə nakasor nəkwak, mhapəh nɨsəpəhyen Yo. 
REV.3.9	!Səmru! Narmamə tɨksɨn ye nofugɨnien kape Setan, iriə kamhani mhamə iriə narmamə yamə mɨne Kughen rɨmɨrpen-ta əriə.
REV.3.10	Kɨmiə nɨmnharap-tərəkɨn tɨm tɨm nəgkiarien yame yakwəni-pre ta tuk əmiə mə nərɨgien kapəmiə tukrapomh tuk narer-tɨm-tɨmien.
REV.3.11	Pəh nien mə tuktu, yakurə. Haraptərəkɨn tɨm tɨm narɨmnar yamə mɨne nakwənhavəh ta, mə yermamə kɨrik tukrɨpəh nɨvəhsita-yen kapəmiə nərokien yame nakwənhavəh ta.
REV.3.12	Yermamə yame rapita ye narowagɨnien e, yo jakor in rəmhen kɨn nai ehuə kɨrik yame ramhapəs Nimə Ehuə kape Kughen kafak. To rɨpəh nɨtərhavyen ye nimə a tuk nɨpɨg kɨrik. Kɨni jakrai-pən nhagɨk vi iran, mɨne nhag kafak Kughen, mɨne nhag taon kape kafak Kughen. Taon e, kamni kɨmə Jerusalem Vi, Kughen ramher-pə kɨn ramsɨ-pən apa ye neai, mameiwaiyu-pə.
REV.3.13	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə.”
REV.3.14	Kɨni In rɨmnəgkiar mamni-pə mɨmə, “Rai nəkwəkwə kɨrik rɨvən kɨmi agelo kape niməhuak apa taon e Laodisia, mɨni-pən mɨmə,
REV.3.14	Yermamə yame kamni kɨmə ‘Amen,’ yame kɨrkun nətɨgtəyen iran mə tukrarer matuk tuk nɨni-ərhavyen əmə nəfrakɨsien, yame in nuknei narɨmnar m-fam yame Kughen rɨmnor,
REV.3.15	“Nəmə Laodisia, yakɨrkun norien mɨnə kapəmiə. Yakɨrkun mə nɨmraghien kapəmiə rəmhen kɨn nu yame rəpiwən əmə. Rhuvə mə nhatətəyen kapəmiə tukrɨpəh norien kɨraru. ?Mə taksəpan, uə, taksokiei? 
REV.3.16	Mərɨg kɨmiə nakasərer əmə ye kwerkwan. Naksəpiwən əmə. Nakhapəh nɨsapan-pɨkien, mhapəh nɨsokiei-pɨkien. Ror pən, jakətəg əmiə ai taktəkun, 
REV.3.17	mərɨg in ai kɨmiə nakamhani mhamə, ‘Eh, kapətawə nautə rehuə; yakhavəh mane ehuə; kapətawə nɨmraghien rhuvə pɨk, narɨmnar m-fam rarə, kɨni nar kɨrik rapəh nɨrkəkien tuk ətawə.’ Mərɨg kɨmiə nakseinein mə nakwəsarə ta ye nahasien. Rɨki narmamə raməpou tuk əmiə. Kapəmiə nautə rɨrkək əgkəp. Nɨmrɨmiə rɨpɨs. Nakasaiyu kopiə kopiə. 
REV.3.18	Ror pən, yakaməvhag kɨmi əmiə mɨmə takhauə tuk Yo mhavəh gol e yame rərir mɨhuvə,
REV.3.19	Narmamə mɨnə m-fam yamə mɨne yakorkeikei pɨk əriə, yakəgkiar skai kɨmi əriə, kɨni mərɨp atuatuk əriə. Ror məkneikɨn mə taksarkut pɨk mɨsarar ye norien has kapəmiə. 
REV.3.20	!Sərɨg-ru! Yo yakamərer ye kwəruə, maməsɨk-əsɨk tapɨg. Tukmə yermamə kɨrik rərɨg rɨkik kɨni rəhitə ye tapɨg, jakvən imə, kɨn məvɨgɨn kɨmru min.
REV.3.21	Yo yaknapita ta ye narowagɨnien, mɨvən kɨmru Rɨmɨk, maməkwətə ye jea kafan, mamarmaru. Kɨni ye norien kɨrikianə əmə, yermamə yame rapita ye narowagɨnien e, Yo jakeighaan kɨn in mə tukrəkwətə kɨmru min ye jea kafak, mamarmaru kɨmru min.
REV.3.22	Yermamə yame nɨmətɨrgɨn rarə, tukraməkeikei mərɨg huvə nəgkiarien yame Nanmɨn kape Kughen ramni-pən tuk niməhuak mɨnə.”
REV.4.1	Kwasɨg ikɨn, yɨmɨwaag haktə məm kwəruə kɨrik raməkwag apa ye neai. Kɨni yɨmnərɨg mɨn yermamə yame rɨnaməgkiar kɨmi yo kupən. Raməgkiar mɨn kɨmi yo, rɨkin rehuə rəmhen kɨn naiyuk, mɨmə “Hekɨmter, muə. Yakhajoun ik kɨn narɨmnar yamə mɨne tukrɨpiuə.” 
REV.4.2	Məkneikɨn, nəsanɨnien kape Nanmɨn Rhakə rɨmnor kɨmi yo. Yakwaag kupən, məm King ramkwətə ye jea kafan, mamarmaru ye rao ye neai.
REV.4.3	Kɨni yermamə yame ramkwətə aikɨn a, yakəm in rhuvə mərir, rəmhen kɨn kapier huvə mir kɨraru nhagriu e jaspa mɨne kanilian. Kɨni mərai-mərai kɨrik rarkurao ye jea kafan, maməsiə pɨk rəmhen kɨn kapier huvə e emeral. 
REV.4.4	Kɨni jea tɨksɨn aikɨn, iriə m-fam 24, kasarkurao ye jea ehuə a kape King. Kɨni namehuə tɨksɨn, iriə m-fam 24, kasəkwətə-pən ye jea mɨnə a; mhavəhsi-pən neipən hawən, mɨsəvəvhao kɨn kəvəvhao kape nɨsiaiyen, kɨmnor kɨn gol. 
REV.4.5	Kɨni ikɨn a, jea kape king ramərer ikɨn, ramaroapɨg, nuvrɨg-uvrɨgien ramavən, kɨni karuəruə ramərkwəmətei mamtərhav. Kɨni kupən ye jea laet iriə seven kamhauək. In a Nanmɨn kape Kughen, iriə seven. 
REV.4.6	In a kupən ye jea kape king, nar kɨrik aikɨn rəmhen kɨn tahik, mərɨg rəmhen kɨn glas yame rərir maməsiə.
REV.4.6	Kɨni in a ye kwerkwan, nar mɨragh mɨnə, kamni kɨmə “jerubim,” iriə kuas, kasarkurao ye jea ehuə kape King. Nɨmrɨriə rɨpsaah pɨk, mamswin-pən apnapɨg əmə ye nɨprairiə mɨne nɨmeitairiə. 
REV.4.7	Yame kupən ikɨn, rəmhen kɨn laeon. Yame ror kɨraru kɨn, rəmhen kɨn kau. Yame ror kɨsisər kɨn, kapən kapə rəmhen kɨn yermamə. Kɨni yame ror kuas kɨn, rəmhen kɨn kweriə yame raviə. 
REV.4.8	Nar mɨragh mɨnə a kuas, təmər-əmərɨriə sikis. Kɨni nɨmrɨriə ramswin-pən apnapɨg əmə irəriə, mɨvən ye tɨkɨrkəvɨriə. Nɨpɨg m-fam kasəni nɨpei, yenpɨg mɨne yeraan, mhapəh nhapəhyen, mamhani mhamə,
REV.4.8	“Kughen Yermaru, Nagheen Rehuə Pɨk.
REV.4.8	In ramərhakə, mamərhakə, mamərhakə pɨk.
REV.4.8	In rɨnamarə rerɨn, mamarə ai taktəkun, tukrɨpiarə rerɨn mɨn.”
REV.4.9	Kɨni nar mɨragh mɨnə a, kamhani nəfrakɨsien ye nehuəyen kape Kughen, mamhavəhsi-pən nɨsiaiyen kɨmin, mamhani vi vi King yame ramkwətə-pən ye jea, mamarmaru mamarə rerɨn, infamien rɨrkək. 
