GEN.1.4	Gud så lyset, at det var godt. Og Gud skilte lyset fra mørket.
EZK.16.13	Slik ble du prydet med gull og sølv. Dine klær var av fint lin, silke og brodert tøy. Du spiste mat lagd av fint mel, honning og olje. Du var strålende vakker og fikk kongelig verdighet
EZK.16.17	Du tok også dine vakre smykker fra Mitt gull og sølv, som Jeg hadde gitt deg, og lagde deg gudebilder i mannsskikkelse og drev hor med dem.
EZK.16.18	Du tok dine broderte klær og dekket dem med. Du satte Min olje og røkelse foran dem.
EZK.16.21	siden du drepte Mine barn og ga dem til avgudene ved å la dem gå gjennom ilden?
EZK.16.23	Etter all din ondskap – «Ve, ve deg»’ sier Herren Gud –
EZK.16.25	Ved enden av hver vei bygde du offerhaugen din, og gjorde din skjønnhet til en avskyelighet. Du sprikte med beina for enhver som gikk forbi, og du lot det bli mye av ditt horeliv.
EZK.16.26	Du drev også hor med Egypts sønner, dine naboer, de som er store i kjødets lyst. Du lot det bli mye av ditt horeliv, så du gjorde Meg rasende.
EZK.16.27	Se, derfor rakte Jeg ut Min hånd mot deg, gjorde din del mindre og overga deg til deres sjel som hater deg, filisternes døtre som skammet seg over din utuktige ferd.
EZK.16.28	Du drev også hor med Assurs sønner, for du var umettelig. Sannelig, du drev hor med dem og var ennå ikke tilfreds.
EZK.16.30	Hvor svakt ditt hjerte er’, sier Herren Gud, ‘så du gjør alt dette, en gjerning lik en frekk horkvinne.
EZK.16.32	Du er en utro kone, som tar fremmede i stedet for sin ektemann.
EZK.16.34	Du gjør det motsatte av andre kvinner når du driver hor. Ingen ba om dine tjenester, men du ga horelønn, og det ble ikke gitt noen horelønn til deg. Slik gjør du det motsatte.’
EZK.16.35	Horkvinne, hør derfor Herrens Ord!
EZK.16.37	sannelig, derfor skal Jeg samle alle dine elskere som du forlystet deg sammen med, alle dem du elsket, og alle du hatet. Jeg skal samle dem mot deg fra alle stedene omkring, og Jeg skal blotte din nakenhet for dem, så de kan se hele din nakenhet.
EZK.16.39	Jeg skal også overgi deg i deres hånd, og de skal rive ned forhøyningen din og bryte ned offerhaugene dine. De skal ta av deg klærne, de vakre smykkene dine og etterlate deg naken og bar.
EZK.16.44	Se, hver den som bruker ordspråk, skal bruke dette ordspråket om deg: «Som mor, så datter.»
EZK.16.46	Din eldre søster er Samaria, som bor nord for deg med sine døtre. Din yngre søster, som bor sør for deg med sine døtre, er Sodoma.
EZK.16.52	Bær din vanære også du, du som skaffet dine søstre en lettere dom med dine synder ved at du gjorde verre avskyeligheter enn dem, og de ble mer rettferdige enn du. Ja, bli til skamme, du også, og bær din vanære, for du rettferdiggjør dine søstre.
EZK.16.54	På den måten skal du bære din vanære og bli vanæret ved alt du har gjort da du trøstet dem.
EZK.16.55	Når dine søstre, Sodoma og hennes døtre, vender tilbake til den stillingen de hadde før, og Samaria og hennes døtre vender tilbake til den stillingen de hadde før, da skal du og dine døtre også vende tilbake til den stillingen dere hadde før.
EZK.16.56	For din søster Sodoma ble ikke nevnt i din munn i dine stolte dager
EZK.16.60	Men Jeg skal likevel huske Min pakt med deg i din ungdoms dager. Jeg skal opprette en evig pakt med deg.
EZK.17.1	Herrens Ord kom til meg, og det lød:
EZK.17.2	«Menneskesønn, sett fram en gåte og tal en lignelse til Israels hus.
EZK.17.4	Den brøt av det øverste skuddet og førte den med til handelsmannens land. Den satte den i handelsbyen.
EZK.17.5	Så tok den av landets sæd og plantet den på en fruktbar mark. Den satte den ved rikelig med vann og satte den som et piletre.
EZK.17.8	Det var plantet på en god mark ved rikelig med vann, så det kunne skyte grener, bære frukt og bli et mektig vintre.’
EZK.17.11	Herrens Ord kom til meg, og det lød:
EZK.17.18	Fordi han foraktet eden ved å bryte pakten han hadde gitt hånden på, og fortsatte å gjøre dette, skal han ikke slippe unna.’
EZK.17.19	Derfor sier Herren Gud: ‘Så sant Jeg lever, sannelig, Min ed som han foraktet, og Min pakt som han brøt, skal Jeg føre over hans eget hode.
EZK.17.21	Alle flyktningene
EZK.17.22	Så sier Herren Gud: «Jeg, ja Jeg skal ta toppen av den høye sederen og plante den. Jeg skal bryte av et fint skudd, og Jeg skal plante det på et høyt og kneisende fjell.
EZK.17.24	Alle trærne på marken skal kjenne at Jeg, Herren, bøyer det høye treet og lar det lave treet bli høyt. Jeg tørker ut det grønne treet og lar det tørre treet blomstre. Jeg, Herren, har talt og gjør det.»
EZK.18.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.18.3	Så sant Jeg lever», sier Herren Gud, «skal dere ikke lenger bruke dette ordspråket i Israel.
EZK.18.5	Men hvis en mann er rettferdig og gjør rett og rettferdighet,
EZK.18.10	«Hvis han blir far til en voldsmann eller en som utøser blod, som gjør noe av dette,
EZK.18.11	av alt dette som faren ikke har gjort, og han spiser
EZK.18.12	undertrykker den fattige og trengende, raner noen, unnlater å gi pantet tilbake, løfter blikket mot avgudene, gjør noe som er en avskyelighet,
EZK.18.13	hvis han tar rente når han låner ut eller krever mer tilbake, skal han da få leve? Nei, han skal ikke leve! Har han gjort noen av alle disse avskyelighetene, skal han sannelig dø. Hans blod skal komme over ham.
EZK.18.14	Men hvis han blir far til en sønn som ser alle de syndene hans far gjør, han ser dem, men gjør ikke etter dem,
EZK.18.16	som ikke undertrykker noen, som ikke holder tilbake et løfte, ikke raner noen, men gir sitt brød til den sultne og lar den nakne få klær til å dekke seg med,
EZK.18.17	som holder sin hånd tilbake fra den fattige og ikke tar rente når han låner ut eller krever mer tilbake, men som feller Mine dommer og vandrer etter Mine lover, han skal ikke dø for sin fars misgjerning. Han skal sannelig leve!
EZK.18.23	Har vel Jeg behag i den ugudeliges død?» sier Herren Gud, «er det ikke heller i at han vender om fra sin ferd og får leve?
EZK.18.30	Derfor skal Jeg dømme dere, Israels hus, hver og en etter hans ferd», sier Herren Gud.» Vend om, ja, vend om fra alle deres synder, så ikke noen synd skal bli en klippe til fall.
EZK.18.32	For Jeg har ikke behag i noens død», sier Herren Gud. «Vend derfor om, så skal dere leve!
EZK.19.1	Og du, stem i en klagesang over lederne i Israel
EZK.19.2	og si: ‘Hva er din mor? En løvinne. Hun la seg ned blant løvene. Blant de unge løvene fostret hun sine unger.
EZK.19.3	Hun alte opp en
EZK.19.4	Folkeslagene fikk høre om ham. Han ble fanget i deres grav, og de førte ham med kroker til landet Egypt.
EZK.19.5	Da hun så at hun hadde ventet forgjeves og at hennes håp var ute, tok hun en annen
EZK.19.7	Han kjente deres øde steder
EZK.19.13	Nå er hun plantet i ødemarken, i et land med tørke og tørst.
EZK.20.1	I det sjuende året, i den femte måneden, på den tiende dagen i måneden, skjedde det at noen av Israels eldste kom for å spørre Herren, og de satte seg foran meg.
EZK.20.2	Da kom Herrens Ord til meg, og det lød:
EZK.20.12	Jeg ga dem også Mine sabbater. De skulle være et tegn mellom dem og Meg, så de skulle kjenne at Jeg er Herren som helliger dem.
EZK.20.16	For de forkastet Mine dommer og vandret ikke etter Mine lover, men de vanhelliget Mine sabbater. For deres hjerte fulgte deres avguder.
EZK.20.17	Likevel hadde Mitt øye medynk med dem så Jeg ikke ødela dem. Jeg gjorde ikke ende på dem i ørkenen.
EZK.20.18	Men Jeg sa til deres barn i ørkenen: «Dere skal ikke vandre etter deres fedres lover, hold ikke deres dommer og gjør dere ikke urene ved deres avguder!
EZK.20.22	Likevel dro Jeg Min hånd tilbake og grep inn for Mitt navns skyld, så det ikke skulle bli vanhelliget for øynene på de folkeslagene som hadde sett med sine øyne at Jeg hadde ført dem ut.
EZK.20.29	Jeg sa til dem: «Hva er dette offerstedet som dere går til?» Derfor skal navnet på det være Bamah
EZK.20.31	For når dere bærer fram deres offergaver og lar deres barn gå gjennom ilden, blir dere selv urene ved alle deres avguder, helt til denne dag. Og så skal Jeg la Meg spørre av dere, Israels hus? Så sant Jeg lever’, sier Herren Gud, ‘skal Jeg ikke la Meg spørre av dere.
EZK.20.33	Så sant Jeg lever’, sier Herren Gud, ‘sannelig, med mektig hånd, utrakt arm og utøst harme skal Jeg herske over dere.
EZK.20.34	Jeg skal føre dere ut fra folkene og samle dere fra landene der dere nå er spredt, med mektig hånd, utrakt arm og utøst harme.
EZK.20.36	På samme måten som Jeg dømte deres fedre i ørkenen i landet Egypt, vil Jeg dømme dere’, sier Herren Gud.
EZK.20.39	Og dere, Israels hus’, så sier Herren Gud: ‘Gå av sted, og enhver skal dyrke sine avguder, også heretter, om dere ikke vil høre på Meg. Men dere skal ikke lenger vanhellige Mitt hellige navn med deres offergaver og avguder.
EZK.20.40	For på Mitt hellige berg, på Israels høye berg’, sier Herren Gud, ‘skal hele Israels hus tjene Meg, alle de som er i landet. Der skal Jeg ha velbehag i dem, og der skal Jeg søke deres offergaver og førstegrøden av det de bærer fram, og alt det dere helliger.
EZK.20.44	Da skal dere kjenne at Jeg er Herren, når Jeg gjør dette med dere for Mitt navns skyld, ikke etter deres onde veier og deres fordervede gjerninger, du Israels hus’, sier Herren Gud.»
EZK.20.45	Igjen kom Herrens Ord til meg, og det lød:
EZK.20.48	Alle mennesker skal se at Jeg, Herren, har tent den. Den skal ikke slokne.’»
EZK.21.1	Herrens Ord kom til meg, og det lød:
EZK.21.3	Si til Israels land: Så sier Herren: ‘Se, Jeg kommer imot deg, og Jeg skal trekke Mitt sverd fra sliren og utrydde både den rettferdige og den ugudelige fra deg.
EZK.21.4	Fordi Jeg skal utrydde fra deg både den rettferdige og den ugudelige, derfor skal Mitt sverd gå ut av sliren og rettes mot alle mennesker fra sør til nord.
EZK.21.8	Igjen kom Herrens Ord til meg, og det lød:
EZK.21.10	Det er kvesset for en grusom slakt, det er pusset for å glimte som lynet! Skulle vi da fryde oss? Herskerstaven til Min sønn forakter alt annet av tre.
EZK.21.12	Skrik og klag, menneskesønn, for det skal komme imot Mitt folk, imot alle lederne i Israel. De skal kastes til sverdet sammen med Mitt folk. Derfor skal du slå deg på låret.
EZK.21.15	For at hjertet skal miste motet og de mange skal snuble, har Jeg vendt det slaktende sverdet mot alle deres porter. Å! Det er som et lyn, det er trukket til slakt.
EZK.21.17	Jeg skal også slå hendene sammen, og Jeg skal stille Min harme. Jeg, Herren, har talt.»
EZK.21.18	Igjen kom Herrens Ord til meg, og det lød:
EZK.21.19	«Du, menneskesønn, pek ut to veier der sverdet til Babels konge kan fare fram. Begge to skal gå ut fra samme land. Lag
EZK.21.21	For Babels konge står ved veiskillet, ved begynnelsen til de to veiene, for å tyde varsler. Han kaster lodd om pilene, han spør husgudene om råd, han ser på leveren
EZK.21.22	I hans høyre hånd er varselet for Jerusalem: Å sette opp rambukker, å rope på drap, å la krigsrop lyde, å sette opp rambukker mot portene, å kaste opp en voll og å bygge en skanse.
EZK.21.23	I deres øyne skal dette bare være for dem som en falsk spådom, for dem som har sverget sine eder med dem. Men han skal vekke minnet om deres misgjerning, så de skal bli grepet.»
EZK.21.24	Derfor sier Herren Gud: «Fordi deres misgjerning blir husket, ved at deres overtredelser kommer fram, så alle syndige gjerninger blir synlige, fordi dere er blitt husket på denne måten, skal dere gripes ved hånden.
EZK.21.28	Du, menneskesønn, profeter og si: Så sier Herren Gud om Ammons barn og deres hån: ‘Et sverd, et sverd er trukket, pusset til slakt, til å fortære så det lyner,
EZK.21.32	Du skal bli til brensel for ilden. Ditt blod skal renne ut midt i landet. Du skal ikke bli husket, for Jeg, Herren, har talt.’»
EZK.22.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.22.2	«Nå, menneskesønn, vil du dømme, vil du dømme den blodige byen? Ja, gjør henne kjent med alle hennes styggedommer!
EZK.22.5	Både nær og fjern skal de spotte deg for et urent navn og for din store forvirring.
EZK.22.8	Du har foraktet Mine helligdommer og vanhelliget Mine sabbater.
EZK.22.9	I deg er det menn som baktaler for å oppnå at blod blir utgytt. I deg er det de eter
EZK.22.12	I deg tar de imot bestikkelser for å utøse blod. Du tar rente og krever mer tilbake. Du har fått urett vinning av din neste ved utpressing. Og du har glemt Meg’, sier Herren Gud.
EZK.22.13	‘Se, derfor slår Jeg neven mot den vinningen du urettmessig har fått, og mot den blodsutgytelsen som har funnet sted i din midte.
EZK.22.14	Kan ditt hjerte holde ut, kan du ha styrke i hendene i de dager da Jeg skal ta Meg av deg? Jeg, Herren, har talt, og Jeg skal gjøre det.
EZK.22.16	Du skal gjøre deg selv vanhellig for øynene på folkeslagene. Da skal du kjenne at Jeg er Herren.’»
EZK.22.17	Igjen kom Herrens Ord til meg, og det lød:
EZK.22.19	Derfor sier Herren Gud: ‘Fordi dere alle er blitt slagg, se, derfor skal Jeg samle dere midt i Jerusalem.
EZK.22.21	Ja, Jeg skal samle dere og blåse Min vredes ild på dere, og dere skal smelte midt i den.
EZK.22.23	Igjen kom Herrens Ord til meg, og det lød:
EZK.22.24	«Menneskesønn, si til henne: ‘Du er et land som ikke er renset
EZK.22.25	Sammensvergelsen av hennes profeter
EZK.22.28	Hennes profeter pusser over dem med kalk, de ser falske syner og spår løgn for dem. De sier: «Så sier Herren Gud», enda Herren ikke hadde talt.
EZK.22.31	Derfor utøser Jeg Min vrede over dem. Jeg fortærer dem ved Min harmes ild. Jeg fører deres ferd over deres eget hode’, sier Herren Gud.»
EZK.23.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.23.5	Ohola drev hor selv om hun tilhørte Meg. Hun hadde begjær til sine elskere, til assyrerne, som sto henne nær.
EZK.23.6	De var kledd i fiolett, stattholdere og styresmenn, alle sammen, kjekke unge menn, ryttere som red på hester.
EZK.23.7	Slik drev hun sitt horeliv med dem, de var alle Assurs utvalgte sønner. Med alle dem hun begjærte, med alle deres avguder, gjorde hun seg uren.
EZK.23.10	De blottet hennes nakenhet, tok hennes sønner og døtre og drepte henne med sverdet. Hun ble et skjellsord blant kvinner. Slik holdt de dom over henne.
EZK.23.13	Men Jeg så at hun var blitt uren. Begge valgte samme vei.
EZK.23.15	med belte spent rundt livet og luer som hang fritt på hodet. Alle så ut som dyktige krigere, avbildninger av Babels sønner, fra Kaldea, deres fedreland.
EZK.23.20	For hun begjærte sine elskere, de som hadde kjønnslem som esler og som tømte ut sæden som hester.
EZK.23.24	De skal komme imot deg med våpen, vogner og stridsvogner, med en skare av folk. De skal fylke seg mot deg, fra alle kanter med store og små skjold og hjelmer. Jeg skal overlate dommen til dem, og de skal dømme deg, etter sin lov.
EZK.23.33	Du skal bli full av drukkenskap og sorg av begeret med ruin og ødeleggelse, begeret til din søster Samaria.
EZK.23.37	For de har drevet hor, og har blod på sine hender. Ja, de har drevet hor med sine avguder. Til og med barna som de fødte Meg, har de overgitt dem til å fortæres.
EZK.23.39	For etter at de hadde ofret sine barn for sine avguder, kom de samme dag inn i Min helligdom så de kunne vanhellige den. Og se, slik har de gjort midt i Mitt hus.
EZK.23.41	Du satt på et staselig leie, med et dekket bord foran deg. Der hadde du satt Min røkelse og Min olje.
EZK.23.42	Lyden av en sorgløs flokk var hos henne. Drankere
EZK.23.43	Da sa Jeg om henne som var utlevd i horelivet: ‘Vil de drive hor med henne nå, og hun med dem?’
EZK.23.44	Ja, de gikk inn til henne, slik de går inn til en horkvinne. På den måten gikk de inn til Ohola og Oholiba, de umo-ralske kvinnene.
EZK.23.45	Men rettferdige menn skal dømme dem med loven som gjelder for horkvinner og kvinner som utøser blod, for de er horkvinner, og det er blod på deres hender.»
EZK.23.46	For så sier Herren Gud: «En flokk skal føres opp mot dem, de skal overgis til angst og plyndring.
EZK.24.1	I det niende året, i den tiende måneden, på den tiende dagen i måneden, kom Herrens Ord til meg, og det lød:
EZK.24.2	«Menneskesønn, skriv ned navnet på dagen, nettopp denne dagen, Babels konge begynner å beleire Jerusalem nettopp på denne dagen.
EZK.24.4	Legg kjøttstykker i den, alle de gode stykkene, låret og bogen! Fyll den med utvalgte beinstykker!
EZK.24.5	Ta det beste av småfeet! Legg også en haug med bein under den til brensel! Få den til å koke godt og la beinstykkene surre i den!’
EZK.24.10	Legg på mye ved, tenn opp ilden! Kok kjøttet godt, bland det med krydder og la beinstykkene bli svidd!
EZK.24.12	Hun er blitt trett av å streve, og all rusten i henne ble ikke borte. La hennes rust komme i ilden!
EZK.24.15	Igjen kom Herrens Ord til meg, og det lød:
EZK.24.18	Så talte jeg til folket om morgenen, og om kvelden døde min kone. Neste morgen gjorde jeg som jeg var blitt befalt.
EZK.24.19	Folket sa til meg: «Vil du ikke fortelle oss hva dette skal bety for oss, når du gjør dette?»
EZK.24.20	Da svarte jeg dem: «Herrens Ord kom til meg, og det lød slik:
EZK.24.21	‘Tal til Israels hus: Så sier Herren Gud: «Se, Jeg vanhelliger Min helligdom, deres stolthet og styrke, deres øynes lyst, deres sjels lengsel. Deres sønner og døtre som dere lot bli igjen, skal falle for sverdet.
EZK.24.23	Dere skal ha luen på hodet og sandalene på føttene. Dere skal verken sørge eller gråte, men dere skal råtne bort i deres misgjerninger og sukke med hverandre.
EZK.24.25	Du, menneskesønn, på den dagen da Jeg tar fra dem deres vern, deres fryd og deres herlighet, deres øynes lyst og det som holder deres sjel oppe, deres sønner og deres døtre,
EZK.24.27	På den dagen skal din munn åpnes. Du skal tale med ham som har sluppet unna, og ikke lenger være stum. Slik skal du være et tegn for dem, og de skal kjenne at Jeg er Herren.»’»
EZK.25.1	Herrens Ord kom til meg, og det lød:
EZK.25.4	derfor skal Jeg sannelig overgi deg til Østens sønner så de kan ta deg i eie. De skal sette opp sine leirer og slå opp sine telt hos deg. De skal spise din frukt og drikke din melk.
EZK.25.11	Jeg skal felle dommer over Moab, og de skal kjenne at Jeg er Herren.»
EZK.25.13	Derfor sier Herren Gud: «Jeg skal rekke ut Min hånd mot Edom, utrydde mennesker og dyr fra det og gjøre det til ødemark helt fra Teman. Helt til Dedan skal de falle ved sverdet.
EZK.26.1	I det ellevte året, på den første dagen i måneden, kom Herrens Ord kom til meg, og det lød slik:
EZK.26.2	«Menneskesønn, dette har Tyros sagt mot Jerusalem: ‘Ha-ha! Hun som var portene til folkene, er knust. Nå er hun overlatt til meg, og det er jeg som skal bli fylt opp. Hun er lagt øde.’»
EZK.26.3	Derfor sier Herren Gud: «Se, Jeg er imot deg, Tyros, og Jeg skal la mange folkeslag komme opp imot deg, slik havet lar sine bølger stige.
EZK.26.4	De skal ødelegge murene rundt Tyros og rive ned hennes tårn. Jeg skal skrape støvet av henne og gjøre henne til en naken klippe.
EZK.26.5	Hun skal bli en tørkeplass for fiskegarn midt ute på havet, for Jeg har talt, sier Herren Gud. Hun skal bli til bytte for folkeslagene.
EZK.26.9	Han skal støte sine rambukker mot dine murer, med sine økser skal han rive ned dine tårn.
EZK.26.10	Fra hans hær av hester skal støvet dekke deg. Dine murer skal riste ved lyden av hestfolket, stridsvognene og vognene, når han drar inn gjennom dine porter, slik de drar inn i en by som er knust.
EZK.26.12	De skal røve din rikdom og ta dine varer som bytte. De skal rive ned dine murer og ødelegge dine herlige hus. Steinene, tømmeret og støvet skal de legge midt i vannet.
EZK.26.13	Jeg skal gjøre slutt på larmen av dine sanger, og musikken fra dine lyrer skal ikke høres lenger.
EZK.26.18	De fjerne kyster skjelver den dagen du faller. Ja, de fjerne kyster ved havet forskrekkes ved at du går bort.’»
EZK.26.19	For så sier Herren Gud: «Når Jeg gjør deg til en øde by, lik de byene som ikke lenger er bebodd, når Jeg fører dypet over deg, og de store vannene dekker deg,
EZK.27.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.27.4	Dine grenser går midt i havet. Dine bygningsmenn har gjort din skjønnhet fullkommen.
EZK.27.7	Fint, fargerikt lin fra Egypt var ditt seil og gjorde nytte som flagg. Fiolett og purpur fra kystene ved Elisja var det som dekket deg.
EZK.27.8	De som bodde i Sidon og Arvad, var dine roere. Dine vise som var i deg, Tyros, ble dine styrmenn.
EZK.27.10	Menn fra Persia, Lud
EZK.27.11	Arvads sønner sto sammen med din hær på alle kanter av dine murer. Mennene fra Gammad
EZK.27.15	Dedans sønner var dine handelsmenn. Mange øyer tok imot handelsvarer fra din hånd. De kom til deg med elfenbein og ibenholt som betaling.
EZK.27.16	Syria drev handel med deg på grunn av alle varene du lagde. For dine varer ga de deg turkiser, purpur, fargerike stoffer, fint lin, koraller og rubiner.
EZK.27.18	Damaskus drev handel med deg på grunn av alle varene du lagde, på grunn av all din store rikdom. De kom med vin fra Helbon
EZK.27.19	Dan
EZK.27.24	På din markedsplass var disse dine kjøpmenn med praktfulle klær, fiolette kapper, fargerike stoffer, tepper med to farger og snorer som var tvunnet fast.
EZK.27.25	Det var skipene fra Tarsis som fraktet dine handelsvarer. Du ble fylt opp, og du ble meget herlig midt ute på havet.
EZK.27.30	De skal løfte sin røst på grunn av deg. De skal rope i bitterhet og kaste støv på hodet. De skal velte seg i asken.
EZK.27.34	Men nå er du knust av havet i vannenes dyp. Dine handelsvarer og hele mannskapet du har hos deg, skal falle.
EZK.28.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.28.5	Ved din store visdom i handel har du økt din rikdom. Ditt hjerte har blitt hovmodig på grunn av rikdommen.’»
EZK.28.6	Derfor sier Herren Gud: «Fordi du opphøyer ditt hjerte som om det var et gudehjerte,
EZK.28.11	Herrens Ord kom til meg, og det lød:
EZK.28.15	Du var fullkommen i din ferd fra den dagen du ble skapt, helt til det ble funnet urett i deg.
EZK.28.17	Ditt hjerte ble hovmodig på grunn av din skjønnhet. For din skjønnhets skyld gjorde du din visdom fordervet. Jeg kastet deg til jorden, Jeg la deg ned foran ansiktet på konger, så de kunne stirre på deg.
EZK.28.18	Du vanhelliget dine helligdommer ved all din urett, ved at du drev handel på urett vis. Derfor henter Jeg fram ild fra din midte. Den skal fortære deg, Jeg gjør deg til aske på jorden for øynene på alle som ser deg.
EZK.28.19	Alle som kjente deg blant folkene, er forskrekket over deg. Du er blitt til skrekk og advarsel, og for evig skal du ikke være mer.’»
EZK.28.20	Herrens Ord kom til meg, og det lød:
EZK.28.25	Så sier Herren Gud: «Når Jeg har samlet Israels hus fra folkene der de er spredt, da skal Jeg bli helliget hos dem foran øynene på folkeslagene
EZK.29.1	I det tiende året, i den tiende måneden, på den tolvte dagen i måneden, kom Herrens Ord til meg, og det lød:
EZK.29.13	For så sier Herren Gud: «Når de 40 årene er omme, skal Jeg samle egypterne fra de folkene der de var spredt.
EZK.29.15	Det skal være det lavest aktede av kongerikene. Det skal aldri mer opphøye seg over folkeslagene, for Jeg skal la dem bli få, så de aldri skal herske over folkeslagene mer.
EZK.29.17	I det tjuesjuende året, i den første måned-en, på den første dagen i måneden, kom Herrens Ord til meg, og det lød:
EZK.30.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.30.5	Kusj
EZK.30.7	«De skal ligge øde midt iblant de øde landene, og hennes byer skal ligge midt iblant byene som ligger i ruiner.
EZK.30.8	Da skal de kjenne at Jeg er Herren, når Jeg har tent Egypt i brann, og alle som hjelper henne, er knust.
EZK.30.17	De unge menn fra Aven
EZK.30.20	I det ellevte året, i den første måneden, på den sjuende dagen i måneden, kom Herrens Ord til meg, og det lød:
EZK.30.24	Jeg skal styrke armene på Babels konge og legge Mitt sverd i hans hånd. Men Jeg skal brekke armene på Farao, og han skal stønne foran ham, slik en mann stønner når han har fått sitt banesår.
EZK.30.26	Jeg skal spre egypterne blant folkeslagene og strø dem ut blant landene. Da skal de kjenne at Jeg er Herren.’»
EZK.31.7	Slik var den vakker i sin storhet med sine lange grener, fordi roten nådde til vannkilder.
EZK.31.9	Jeg gjorde den vakker med en mengde grener, så alle trærne i Eden var misunnelige på den, de som var i Guds hage.’
EZK.31.11	skal Jeg overgi den til den mektige blant folkeslagene, og han skal sannelig ramme den. Jeg har drevet den bort på grunn av dens ugudelighet.
EZK.31.16	Jeg fikk folkeslagene til å skjelve ved braket da den falt, da Jeg styrtet den ned til dødsriket sammen med dem som farer ned i avgrunnen. Alle trærne i Eden, de utvalgte og beste fra Libanon, alle de som suger til seg vann, ble trøstet i jordens nedre deler
EZK.31.17	Også de for ned til dødsriket sammen med den, til dem som var drept ved sverdet. Som dens støtte
EZK.32.6	Jeg skal også vanne landet med blodstrømmen fra deg, helt opp til fjellene. Bekkefarene skal fylles av ditt blod.
EZK.32.8	Alle de skinnende lysene på himmelen skal Jeg formørke over deg, og Jeg skal føre mørke over ditt land’, sier Herren Gud.
EZK.32.9	‘Når Jeg fører din ødeleggelse ut blant folkeslagene og inn i de land du ikke har kjent, skal Jeg gjøre mange folks hjerter engstelige.
EZK.32.14	Da skal Jeg la deres vann bli klart og deres elver flyte som olje’, sier Herren Gud.
EZK.32.28	Ja, du skal bli knust midt iblant de uomskårne, og ligge sammen med dem som er drept med sverdet.
EZK.32.32	‘For Jeg har spredt redsel for ham i de levendes land. Han skal legges midt iblant de uomskårne, sammen med dem som er drept med sverdet, Farao og hele hans flokk’, sier Herren Gud.»
EZK.33.1	Igjen kom Herrens Ord til meg, og det lød:
EZK.33.3	og han ser sverdet komme over landet, blåser han i basunen og advarer folket.
EZK.33.5	Han hørte lyden av basunen, men lot seg ikke advare. Hans blod skal komme over ham selv. Men den som lar seg advare, skal berge sin sjel
EZK.33.8	Når Jeg sier til den ugudelige: ‘Du ugudelige skal sannelig dø’ og du ikke taler og advarer den ugudelige mot hans ferd, skal den ugudelige dø i sin misgjerning. Men hans blod skal Jeg kreve av din hånd.
EZK.33.9	Men hvis du advarer den ugudelige om at han må vende om fra sin ferd, og han ikke vender om fra sin ferd, da skal han dø i sin misgjerning. Men du har utfridd din sjel.
EZK.33.16	Ingen av de syndene han har gjort, skal bli husket og holdt mot ham. Han har gjort rett og rettferdighet. Han skal sannelig leve.
EZK.33.18	Når den rettferdige vender om fra sin rettferdighet og gjør synd, skal han dø på grunn av den.
EZK.33.19	Men når den ugudelige vender om fra sin ugudelighet og gjør rett og rettferdighet, skal han leve ved det.
EZK.33.23	Da kom Herrens Ord til meg, og det lød slik:
EZK.33.25	Derfor skal du si til dem: Så sier Herren Gud: ‘Dere spiser kjøtt med blodet i, og dere løfter blikket mot deres avguder og utøser blod. Skulle da landet være deres eiendom?
EZK.33.29	Da skal de kjenne at Jeg er Herren, når Jeg har lagt landet øde og gjort det til en ørken på grunn av alle de avskkyelige ting de har gjort.’
EZK.33.30	Og du, menneskesønn, ditt folks barn snakker sammen om deg ved murene og i dørene til husene. De snakker til hverandre, og den ene sier til den andre: ‘Kom og hør ordet fra Herren!’
EZK.34.1	Herrens Ord kom til meg, og det lød:
EZK.34.5	Slik ble de spredt fordi de var uten hyrde. De ble til føde for alle markens ville dyr da de ble spredt utover.
EZK.34.6	Min flokk har fart vill over alle fjellene og over hver høy ås. Ja, Min flokk er spredt over hele den vide jord, og ingen leter eller søker etter dem.
EZK.34.7	Derfor, dere hyrder, hør Herrens Ord:
EZK.34.9	Derfor, dere hyrder, hør Herrens Ord!’
EZK.34.10	Så sier Herren Gud: ‘Se, Jeg skal komme imot hyrdene, og Jeg skal kreve Min flokk av deres hånd. Jeg skal ikke lenger la dem røkte flokken, så hyrdene ikke lenger skal røkte seg selv. For Jeg skal utfri Min flokk fra deres munn, så de ikke lenger skal være til føde for dem.’
EZK.34.11	For så sier Herren Gud: ‘Sannelig, Jeg skal selv lete etter Min flokk og se etter dem.
EZK.34.15	Jeg skal selv røkte Min flokk, og Jeg skal la dem legge seg ned og hvile’, sier Herren Gud.
EZK.34.18	Er det ikke nok for dere at dere beiter på de gode beitemarkene, siden dere må trampe ned resten av deres beite-marker med deres føtter. Og er det ikke nok at dere drikker rent vann, siden dere må grumse til resten med deres føtter?
EZK.34.19	Skal Min flokk beite på det dere har trampet ned med deres føtter, og skal den drikke det dere har grumset til med deres føtter?’
EZK.34.20	Derfor sier Herren Gud til dem: ‘Se, Jeg skal selv dømme mellom de fete og de magre lam.
EZK.34.21	Fordi dere har skjøvet alle de svake bort med side og bog, stanget dem med deres horn og spredt dem utenfor,
