MAT.1.1	Aanna Yisuu Kirisiinna oyaiya kuavai. Aaparahaamooya Davuitiiya oyaivakidiri Yisuuva diiteeravai.
2CO.11.4	Ta Yisuu Kirisiinnara kua kutaivaa ngii giaa ngii miaannaivaa roosiima ari vo vaidi voovoono Yisuunnayaadiri mmataama kioo unnakua vooyauvai ngii giaa ngii muduu rikiada ngia makee tuduu ngiingii ausa mmuduuyaiyauvaa inna mmida inna kuaivaara kutaavaivee tiravai. Ta Mmannasa Yoketaivaaraata Yisuunna mmayaaya yoketaivaaraatama ngii giaa ngii miaanna kuaivaa roosiima ari vo vaidi voovoono ari vo mmannasaivaaraata ari vo mmayaayaivaaraatama ngii giaa ngii muduu rikiada ngia makee tuduu ngiingii ausa mmuduuyaiyauvaa inna mmida inna kuaivaara kutaavaivee tiravai. Ngia itaama iikiaivaara na ngiiiyara yaata utuauko ni mmuaararainoo.
2CO.11.5	Itaa kua tira vaidiiyara ngia ngii yoketaikiai ti aposorooyavee tiraiyara na yaata utuauko hama ni yaataraavai. 
2CO.11.6	Na niniiyara yaata utuauko kutaa ni tinniivo aikiooma kua oyaivaa varaikio ni avaivakidiri na kua oyaivaa kiauvo kiaa fannifaanniima kiauvai. Ni tinniivo aikiooma kua oyaivaa varaivaara mmuakiaa suai na nuaina variee ita ataama ngii giaa ngii miau suaiyauvaki vaa ta kooyaa ngii vitaakiaunnavai.
2CO.11.7	Na mmayaaya yoketaivaa ngii giaa ngii miaa suaiyauvaki hama na irisai mminnaiyauvaa vareeravai. Ngii nnutuuyauvo ngiau aapu vakiaiveeraivaara na adiee variee mmoori vareeravai. Na itaama iikiau aataruuvo koonnai aataruvai na iiravainnee? 
2CO.11.8	Na ngii tasipama mmoori varee variaa suaivaki ngiari voopinnaa vaa ausa hanigieeraiya sikauyauvaa ni miravai. Hama na iya mmoori varaivaara iya sikauyauvaa ni miravai. Na ngii tasipama mmoori varaivaara iya sikauyauvaa kati ni muduu na mmuara vareeraivaa roosiima iya sikauyauvaa varee ngii mmoori vareeravai. 
2CO.11.9	Na ngii tasipama variaa suaivaki hama niisi vau mminnaiyauvaara hama na ngii yaparairavai. Maketoniaa varuu gioonna kiaapu vaa ausa hanigiooyaano sikauyauvaa ni muduu na iyauvaadiri hama niisi vau mminnaiyauvaa vareeravai. Itaama hama na ngii yaparaira variaaneema fai yapooma mmuaikaraama hama na ngii yapara rinaravai. Na ngii yaparaino ngii mmuaarareevoora hama na ngii yapara rinaravai. 
2CO.11.10	Yisuu Kirisiinna kua kutaivo ni aakiaivaki vaivaara na kua kutaavai ataa kua tiee ngii giaa ngii minaravee. Na itaama variee hama mminnaara ngii yaparairaina kati mmoori varaivaara na niniiyara mannaka kiaunoo. Na itaama niniiyara mannaka kiau kuaivaa Akaiya mmataivau variaa gioonna kiaapuuya rikikio hama vaidi voovoono yopeema atau rinaravai. 
2CO.11.11	Mo na aaniira itaa kua kiaunnee? Hama na ngiiiyara mmuduuya ruauvaaraina itaa kua kiaunnee? Hameetavee. Na ngiiiyara mmuduuya ruauvaa Anutuuqo vaa taivai.
2CO.11.12	Vaidi vooya ngiariiyara ta aposorooyavee tira vaidiiya sa iya ngiariiyara mannaka tida kiatee: Ta Pauruusainna mmooriivaa iikiaaneema iikiaunnavaivee, kiatee. Sa iya itaa kua kiateeraivaara fai na nini mmooriivaa na makee kati ngiiiyara iikiauneema mmannammanna itaavai iina nnaasu varinaravai. 
2CO.11.13	Ii vaidi iya hama kua kutaa aposorooya variaavai. Unnakua aposorooya variaavai. Iya ngiari mmooriiyauvaara unnakua kiaa kiada ngiari vookaraama mmooriiyauvaa iida varida Yisuunnayaadiri yaadata rummua kiada kiaanoo: Ta Yisuu Kirisiinna aposoroo tuanaayavee, kiaavai. 
2CO.11.14	Iya itaama iikiaivaara hama na nnikiaraakiaunoo. Mo Sataango ariinoo aikiooma aangeraa mmeekia teeraivaa hababainno mmooriivaa iivai. 
2CO.11.15	Ivaara fai inna mmoori vareera vaidiiya safuuma varira vaidiiya roosiima mmooriiyauvaa iida kiaara: Ta safuuma mmoori vareera vaidiyavee, kiaaraivo inna hama nnikiaraakiateera kuavai. Iya taikeera suaivaki ngiari iikiaa mmooriiyauvaa irisai maisaiyauvaa fai safuuma ngiari varaaravai.
2CO.11.16	Na tauraa kiau kua voovai na kava tinaravee. Sa gioonna kiaapu voovoono niiyara yaata utuoo kiaivee: Ivo yaata duuna vaidivaivee, kiaivee. Fai ngia itaa kua tida seeda mmooka hanigia ni miatee. Niiyara yoketaakiatee. Fai ngia niiyara yoketaikiai na kiisama niniiyara mannaka tinaraivo vainaravai. 
2CO.11.17	Na itaa kua kiau kuaivaa hama Udaanga Yisuuvaano ni giaa ni mikiai kiaunoo. Yaata duunaano kua tirayaama na neneenoo kua kiaunoo. 
2CO.11.18	Kaayau vaidiiya ngiari mmoori mmatayaa diaa iiraiyauvaara ngiari mannaka kiaaneema na niniiyara mannaka kiaunoo. 
2CO.11.19	Ngia ngiingiiiyara ta tinni yoketaayavee kiaa kiada koonnai kuaivaa ngii giaa ngii miaiya kuaiyauvaara ngii yoketaikiai iya tasipama variaavai. 
2CO.11.20	Vooya ti mmoori varaateera ngii vitaaree kiaa kiada ngii mminnaiyauvunudiri mmuara aataruuvaa iima rada ngii unnakua unnakua kiaa rada ngia iikiainaaree kiaa ngii iida teeda ngiiiyara nniki rakaida ngii yaata rudauda varikiai teeda rikiadaata inna aikioovaivee kiaa kiada variaavai. 
2CO.11.21	Ngia itaama iikiaivaara kua voovai na niniiyara mmataama kiee kiaunoo: Ni mmama maisainoo. Ta ngii tasipama variaanna suaivaki ta muaraagama varidara tida hama yopeema itaama ngiiiyara iiravaivee, kiaunoo.
2CO.11.21	Iya hama aatuuraida vo aataru voovaara ngiariiyara mannaka tikiai mo neetama ivaara aikiooma niniiyara mannaka tinaravai. Na itaa kua kiauvo yaata duunaira vaidiaano tirayaama na kiaunoo. 
2CO.11.22	Iya ngiariiyara ta Eporai kuaivaa kiaunnayavee kiaannee? Mo neeta Eporai kuaivaa kiau vaidivai. Iya ngiariiyara ta Isarairaa vaidiyavee kiaannee? Mo neeta Isarairaa vaidivai. Iya ngiariiyara ta Aaparahaamaa oyaivakidiri diitaunnayavee kiaannee? Mo neeta Aaparahaamaa oyaivakinnaa vaidivai. 
2CO.11.23	Iya Yisuu Kirisiinna mmoori varaa vaidiyannee? Mo na yaata duuna vaidiivaa roosiima ataa kua tinaravee. Na Yisuu Kirisiinna mmooriivaa varauvoono iya yaatarauvai. Na yaagueeqama kiee mmooriivaa varaivo na iya mmoori varaivaa yaatareeravai. Vaidiiya na Yisuunna mmoori varaivaara kiaa kiada oovi nnauvaki airineetu ni yapa kiooduu na varaivoono iya varuuyauvaa yaatareeravai. Vooyaano kaayauneetu ni ripuuduu vooyaano kaayauneetu ni ruputuduu na putueenana rikieennaata variravai. Na itaama variaivo iya itaama varuuvaa yaatareeravai. 
2CO.11.24	Yaaku saineetu Yutayaa vaidiiya yeenaivaadiri ni ripiikiaivo vo vaidivai yuku yaaku taika kioo vo vaidivai yaakuuvaitana yuku saivai saivakidiri taarama taaramaneetu (39) vairavai. 
2CO.11.25	Roomaa vaidiiya taaravoomaneetu buaagaivaadiri ni ripiiravai. Mmuaaneetu vaidiiya sikauyauvaadiri habati kiada ni riravai. Taaravoomaneetu siipaiyauvaki na variaaduu nnooriivo siipaiyauvaa rummua ruvuarata kiooduu nnoori varaivau variravai. Vo suai ikiannaivaata heenaivaata vara kuainnama kiee na nnoori varaivau siipa sagaivau variaaduu sabisaabi ni varoo nuairavai. 
2CO.11.26	Makemakee na ngieera vo yoosinna vo yoosinnaiyauvaki nuaina variaa suaiyauvaki nnooriiyauvo hainno ni ruputu fannifaannuuduu mmuara furai vaidiiya ni ruputida ni mminnaiyauvaa mmuara varaaree kiaa uuduu ni seena Yutayaiya ni ruputuaara uuduu ngiari voopinnaiyaatama mmuaikaraama ni ruputuaara iiravai. Na nnau yoosinna pinaa aakiaiyauvaki nookiaaduu vaidiiya ni mmaara kuaivaa tida ni ruputuaara uuduu na mmanna mmata hama vaidiaatauyauvunu nookiaaduu maisa aataruuvo niisi nnuduu ni putuatauduu na maisama nuaina variravai. Na siipaivaki karee nnoori pinaivau viee variaaduu nnooriivo ni ruputuataama uuduu gioonna kiaapuuya unnakua unnakua tida tunoo: Ti seenavaivee, kiaa kiada ni ruputuaara iiravai. 
2CO.11.27	Na pinaa mmooriivaa nniki vata vatama kiee yaagueeqama kiee varee airineetu na mmoori varee variee heenaiyauvaki hama na vuru vairavai. Vo suai vo suai ni yeenna rauduu ni nnoori rauduu airineetu hama ni yeennaatauduu hama ni nnaunnaatauduu hama ni uyira rairaatauduu na kati variravai. 
2CO.11.28	Itaama vauduaata vo yoosinna vo yoosinna vaa ausa hanigiada Anutuuqaara nuunakiaiyara na haitatuunaraivaara mmuakiaa suai na iyara yaata utuauko ni mmuaararainoo. 
2CO.11.29	Fai gioonna kiaapu voovoono Anutuuqaa aataruuvaara inna mmuaararano pinaama muaraagama varinai neeta innara boo tiee inna mmuaararaivaa varaanaravai. Fai gioonna kiaapu voovoono haruruoo mminnamminnaa maisaivaa varano ni ausaivo pinaama mmuaararaanaravai.
2CO.11.30	Fai na niniiyara mannaka tinaree tiee na Anutuuqaa mmooriivaa varaukai ni nnammutuaiya ni nnutuuvaa varadu yapa kiada niiyara muaraagavaivee kiaivaara na niniiyara mannaka tinaravai. 
2CO.11.31	Udaanga Yisuunna Koonna Anutuuqaara ta tupatupaa kiaunnanoo: Ivo yoketaavaivee, kiaunnaivoono arinaima too rikiaivai. Na itaa kua kiauvo hama na unnakua kiaunoo. 
2CO.11.32	Na Damasakuusa variaa suaivaki kieeta vaidiivaa Ariteenna nnoonna vaidiivoono ari rapira ngiaammuauya titooduu sikau vagiaamunna keegiaiyauvaki ni mmaara suriravai. 
2CO.11.33	Surida varuduu ni seenaiya vagiaamunna tabaangaidaadiri sookuya utua pinaa voovaki ni rummua kiada tapuka yeenaivaa haru kiada utida mmaanai reemma kiooduu mmataivau tuma ruee na nene taivau viravai.
2CO.12.1	Na yaata utuee rikiauko niniiyara na mannaka tiraivo hama yoketaikio hama kaanaivo vaivai. Itaama vaikiainnaata na vootama kava niniiyara mannaka kiaunoo. Ni variraivaara ngia arinaima teeda rikiaateeraivaara na niniiyara mannaka kiaunoo. Aa kua aavaa na ngii giaa ngii minaravee. Na ni avu tinniivo hanigiooduu na tee rikiaa kuaivaatama Udaanga Yisuu Kirisiiva ivakidiri ni giaa ni muduu na tee rikiaa kuaivaatama ngii giaa ngii minai rikiaatee. 
2CO.12.2	Vaa na ausa hanigia kiee Yisuu Kirisiinna vaidivai variaaduu rikioo Anutuuqo ni vitoo ngiau aapu aruoo tuanaivaki ni yapa kieeravai. Ii suai ivakidiri na yaaruauko nuanu yaakuuvaitana yukukidiri taarama taarama nuanuudo vaa taika kiaivai. Iqii suai ivaki na kooyaa ni mmammaivaata ngiau aapuuvaki viravainnee? Vara ni avu tinniivo hanigiooduu na taivaa roosiima ngiau aapuuvaki viravainnee? Hama na tauvai. Anutuuqoono nnaasu taivai. 
2CO.12.3	Na kava ngii giaa ngii minai rikiaatee. Vaa na tauvai. Anutuuqoono ni vitoo ngiau aapu yoosinnaivaa nnutuuvo Paratiisa ivaki ni yapa kieeravai. Na kava tinai rikiaatee. Na kutaa ngiau aapuuvaki viravainnee? Vara ni avu tinniivo hanigiooduu na taivaa roosiima ngiau aapuuvaki viravainnee? Hama na tauvaivee. Anutuuqoono nnaasu taivaivee. 
2CO.12.4	Na ngiau aapuuvaki viee ari vookarau kuaivaa hama yopeema kooyaa tinara kuaivaa na rikieeravai. Hama yopeema vaidiivo rikioo kiataira kuavai na rikieeravai. 
2CO.12.5	Na itaama ngiau aapu viee taivaara fai na aikiooma niniiyara mannaka tinaravai. Fai hama na nene iikiauvaara niniiyara mannaka tinaravai. Hama aaniivaara na niniiyara mannaka tinaravai. Na Anutuuqaa mmooriivaa varaukai ni nnammutuaiya ni nnutuuvaa varadu kiaivaara nnaasu fai na niniiyara mannaka tinaravai. 
2CO.12.6	Kutaa na niniiyara mannaka tinaree tiee na kua kutaivaa ngii giaa ngii minaraivaara hama na yaata duuna vaidivai variauvai. Gioonna kiaapuuya safuuma na iikiauvaa teeda na kua kiauvaa rikiada na iikiauvaugiataama na kua kiauvaugiataama safuuma niiyara yaata utuateeraivaara na hama niniiyara mannaka tinaravai.
2CO.12.7	Na ari vookara ari vookaraiyauvaa tauvaara na niniiyara nnoonnavaivee kiataavai. Anutuuqoono sa na itaa kua kiaiveeraivaara mmamma nniitareera maisauvo niiyaa vauvaara ee-oo tiravai. Ii nniitareera maisa ivaa Sataango ni mmammaivau yapa kiooduu vaududuu na hama niniiyara mannaka tinaraivaara Anutuuqaa avaivaura niisi vairavai. Vauvo mmannammanna homo niisi vainoo. 
2CO.12.8	Na taaravoomaneetu Udaanga Yisuu Kirisiinnaata kua tiee yaaku varee mmuaararoovaa niiyaadiri rugaiveeraivaara na yaaku vareeravai. 
2CO.12.9	Yaaku varaaduu ivo sai ni tunoo: Na i tasipama variee aiyara kati yoketaama yaata utuee varinai a aikiooma varinaravai. A muaraagama varianna suaivaki na yaagueeqama i tasipama varino ni yaagueeqaivaa kaanaivo kooyaa vainaraivaara na itaa kua kiaunoo. Ivo itaa kua tuuvaara mmuaararaivo niisi vaikiai na muaraagama variauvaara na niniiyara mannaka tiee sirigakiaunoo. Yisuu Kirisiinna yaagueeqaivo niiyaa rummua apu kioo vainno ni tuqinnanai na ivaa rikiaanaraivaara na niniiyara mannaka tiee sirigakiaunoo. 
2CO.12.10	Na Yisuu Kirisiinna mmoori vareera vaidivoonora tiee na ni mmammaivo muaraagaikiainnaata variaukai iya maisa kua ni kiaani na variauko ni mmuaararaikiai iya ni ruputida itaida variaavo ari vookara ari vookarai mmuaararaiyauvo niisi vaikiainnaata na inna aikioovaivee kiaa kiee yoketaama variauvai. Na ni mmammaivo muaraagaikiainnaata variau suaivaki na yaagueeqama variauvaara na itaa kua kiaunoo.
2CO.12.11	Ngieenoo niiyara mannaka kiataavai vaikiainnaata na neneenoo niniiyara mannaka kiauvo inna yaata duunaano tirayaama na kiauvai. Ngieenoo hama niiyara mannaka kiaivaara na itaa kua kiauvai. Na kutaa kumina vaidivai variaukai rikiada ngia vo vaidi vooyara ngii yoketaikiai ti aposorooyavee kiaiya na yaata utuaukai hama iya ni yaataraavai. 
2CO.12.12	Aposoroo tuanaiya iira mmooriiyauvaa na ngii nuuna aakiaiyauvaki yaaagueeqama kiee iikiaaduduu rikiada ngia tooduu kooyaa vairavai. Na Anutuuqaa mmoori ari vookara ari vookarau yoketauyauvaa iikiaaduu ngii avuuyauvunu diitooduu ngia tooduu kooyaa vairavai. 
2CO.12.13	Ngia aaniira ngiari voopinna voopinnaaya Anutuuqaara nuunama variraiyauvaara yaata utida kiaanoo: Ti yaataraavaivee, kiaannee? Mo na iya tasipama mmoori varaa suaivaki iya sikauyauvaa ni muduu na vareeravai. Na ngii tasipama mmoori varaa suaivaki hama na ngii sikauyauvaa varaivaara ngia itaa kua kiaannee? Boo, na hama ngii yaparakiaivaara na koonnama iiravainnee? Sa ivaara yaata utiraida ngii ausaiyauvaa ni miatee.
2CO.12.14	Na taaraneetu ngiiisi viee aanna na taaravoomaneetuuvau ngiiisi kuanara teerataaraina variaunoo. Fai na ngiiisi viee mminnaara ngii yaparaino ngii mmuaarareevoora hama na ngii yaparainaravai. Hama na ngii sikauyauvaa varaanaraivaara mmoori varauvai. Ngia yoketaama variateeraivaara na mmoori varauvai. Mo kutaa kuavai. Hama nnaakaraiya mmoori varada sikau mminnaiyauvaa varada ngiari kaano kooya mmiaavai. Ngiari kaano kooyaano mmoori varada sikau yeenna mminnamminnaiyauvaa ngiari nnaakaraiya mmiaavai. 
2CO.12.15	Ngia ausa hanigiada yoketaama variateeraivaara na niisi vai mminnaa mmuakiaayauvai kati ngiiiyara ni yoketaivaara kagaari kiee ni variraivaatama ngiiiyara yapaanaraivo inna ni yoketainoo. Fai na itaama iina ngiiiyara pinaama mmuduuya rinai ngia irisai kiisama niiyara mmuduuya ruaarannee?
2CO.12.16	Inna aikioo itaama vaikiai vaa ngia rikiaavai. Na ngiiisi kuaa suaivaki hama na mminnaiyauvaara ngii yaparakiaivaara hama ngii mmuaarareeravai. Mo vooyaano kiaanoo: Ivo ti unnakua kiaa kioo ti iinno taanaree kiaa kioo ta sikauyauvaa yapaateera tiravaivee, kiaavai. 
2CO.12.17	Ai mo dataama na itaama iiravainnee? Na vaidi vooya ngiiisi titaaduu vuuyaano ngii unnakua kiaa kiada itaama iiravainnee? 
2CO.12.18	Mo na yamaa kua yamaa kua Titiinna kiaaduu ngiiisi viravai. Na inna seena vaidi ausa hanigioo voovaatama inna tasipama titaaduu viravai. Mo Titiiva ngiiisidiri ngii unnakua kiaa kioo mminnaiyauvaa vareeravainnee? Hameetavee. Neeta ivootama mmuaa ausa mmuaa vuatinnivai varada mmuaavaugiataama mmoori vareeravai.
2CO.12.19	Ti seena ta ngiiiyara mmuduuya ruaunnaiyaso, ta yanaivau fafaara raanna kuaivaara ngia yaata utida tunoo: Ti avuuyauvunu ngiariiyaroo tida itaa kua kiaavaivee, kiaa ngia yaata utuaannee? Ai hameetavee. Yisuu Kirisiiva tiiki variivaara ivo tiine tiineema nnaasu ta kuaivaa tida Anutuuqaa avuuvau mmuakiaa mmoorivai ta iikiaunnaiyauvaa ta ngiiiyaroo tida iikiaunnavai. Ngia yoketaama varia rada vidada nnaagiai ngia yaagueeqama variaaraivaara ta iikiaunnavai. 
2CO.12.20	Ngia yoketaama variaaraivaara ni taatainai na ngiiisi viee ngii teenai ngia koonnama ari vookaraama varivoora na pinaama yaata utuauko ni pirisainoo. Na ngiiisi viee ngii tasipama yoketaama varinaraivaara na ni ngii taatainai na ngiiisi viee ngii tee ngii tino ngii maisaivoora na pinaama yaata utuauko ni pirisainoo. Na ngiiisi viee ngii teenai rikiada ngia ngiingiiita ngiingiiita buaaru tida varida ngiingii yaatara ngiingii yaatara kiaivaara ngii nnannateenai varida ngiingiiiyara ngiingiiiyara nnaasu yaata utuaaravai. Yaata utida varida ngiingii seenaiyayaadiri koonnama yaata utida unnakua tida varida iyara murumuru tida varida ngiingiiiyara mannaka tida koonnakaannama varivoora na pinaama yaata utuauko ni pirisainoo. 
2CO.12.21	Fai na kava ngiiisi vino Udaanga Anutuuqo ni tinai ngii avuuyauvunu ni mmamma maisaivoora na pinaama yaata utuauko ni pirisainoo. Ngiiikidiri vooyaano nnaaru mminnamminnaa maisaiyauvaa varaiya homo maisama yaata utida sabi nuaida ngiari mmammaiyauvaara nnaasu yaata utida makemakee sabi nuaira aataruuvaa iida varida ngiari yaata utiraiyauvunugiataama nnaasu varida hama ii aataru iyauvaara yaata utida mmooka hanigia mmida variaiyara na yaata utuaunoo. Na ngiiisi viee iya teeno ni ausaivo kaayauma ni mmuaarareevoora na pinaama yaata utuauko ni pirisainoo.
2CO.13.1	Na taaraneetu ngiiisi viee aanna na taaravoomaneetuuvau ngiiisi kuanara iikiaunoo. Anutuuqaa kua fafaaraivo vainno tinoo: A kua pinaana vaidiivaa yapaanaree tiee taaramannee taaravooma vaidiido vaa ivo tomeda iivaa taidaatama vitee kiee inna yaparakianee. Kua fafaaraivo itaa kua tiivai. 
2CO.13.2	Ngia nnaaru mminnamminnaa maisaiyauvaa varooyaatama ngia mmuakiaa voonaatama na taaraneetu ngiiisi kuaa suaivaki ngii giaa ngii miaa kuaivaa aanna na ngieeradiri variee kava ngii giaa ngii miee ataa kua tinai rikiaatee. Fai na kava ngiiisi viee ngii mminnamminnaa maisaiyauvaara ngii tinai rikiada ngiiikidiri tomeda iikiaiya fai kutaa irisai maisaiyauvaa varaaravaivee. 
2CO.13.3	Fai na itaama iino rikioo Yisuu Kirisiiva ni giaa ni mikiai na kua kiauvo kooyaa vainaravai. Yisuu Kirisiiva ngii mminnamminnaa maisaiyauvaara safuuma irisaiyauvaa ngii minaree tuoo hama muaraagama iinno ngii mivai. Ngii nuuna aakiaiyauvaki yaagueeqama iinno varivai. 
2CO.13.4	Kutaa nnaaru ivo vaidivai varioo muaraagama uuduu rikiada iya yatari sagaivau inna haara kieeravai. Aanna makee Anutuuqaa yaagueeqaivaura hara kioo varinoo. Teeta ivo tiiki vari vaidiyara tida mmuaikaraama muaraagama variaunnanoo. Aanna ta inna tasipama Anutuuqaa yaagueeqaivaura hara kiada varida ngiiiyara mmooriivaa iikiaaravai.
2CO.13.5	Ngia ngiingii aakiaiyauvaki tuqinnama taatee. Ngia Anutuuqaara kutaavaivee kiaa aataruuvauda ngia hara kiada variaannee? Tuqinnama ngiingiiiyara yaata utida rikiaatee. Mo vaa ngia rikiaavai. Yisuu Kirisiiva ngii aakiaiyauvaki varinoo. Mo vara ngia ngii aakiaiyauvaki taavo hama variinnee? Vara ngia kati unnakua kiaa kiada kutaavaivee kiaannee? 
2CO.13.6	Fai ngia ngiingii aakiaiyauvaki itaama teekio too Yisuu Kirisiiva kutaa varinai ta inna mmooriivaa kutaa varaunnaivaa kaanaivo kooyaa vainai ngia ivaa taaraivaara ta yaata utuaunnanoo. 
2CO.13.7	Sa ngia koonnama variateeraivaara ta Anutuuqaata kua tida yaaku varaunnanoo. Ti mmooriivaa kaanaivo kooyaa vainaraivaara hama ta itaama yaaku varaunnanoo. Ngiiikidiri vooyaano kiaanoo: Iya mmooriivo fanniinaravee, kiaaniaata ngia safuuma variateeraivaara ta Anutuuqaata kua tida yaaku varaunnanoo. 
2CO.13.8	Hama yopeema ta vo aataru vo aataruuvaadiri iida kua kutaa aataruuvaa uuda rammuaaravai. Ta kua kutaa aataruuvaa nnaasu iida variaaravai. 
2CO.13.9	Ta muaraagama variaunnani ngia yaagueeqama variaivaara ti yoketainoo. Ngia Anutuuqaa aataruuvaa iidada arinaima teeda koovayama kiada variateeraivaara ta yaaku varaunnanoo. 
2CO.13.10	Ivaara na ngieeradiri variee aa kua aayauvaa fafaarakiaunoo. Ngia koonnama variaivaara na ngiiisi viee Udaanga Yisuu Kirisiiva ni tikiai na inna yaagueeqaivaura ngii tino ngii ausa mmuaarareevoora na ngieeradiri variee aa kua aayauvaa fafaarakiaunoo. Yisuu Kirisiiva ni tikiai na inna yaagueeqaivaura kiau kuaivaa na kiauvai. Na hama ngia Anutuuqaa aataruuvaa pikiaateera kuavai kiauvai. Ngia inna aataruuvaa iidada koovayaida variateera kuavai na kiauvai.
2CO.13.11	Ni seenayaso, ni kua nnaagiaivaa na tinai rikiaatee. Yoketaama variatee. Ngia Anutuuqaa aataruuvaa iidada arinaima koovayaida variaaraivaara yaagueeqama mmoori varaatee. Na ngii giaa ngii miau kuaiyauvaa arinaima rikiaatee. Ngiingiiiyara ngiingiiiyara mmuaa ausa mmuaa tinnivai varada ausa nuufa tasipama variatee. Fai ngia itaama iikio Anutuuqo mmuduuya rira ausa nuufa nakaaraivoono ngii tasipama varinaravai.
2CO.13.12	Ngia ngiingii seenaiya yaaku rumisida iyara yoketaakiatee.
2CO.13.13	Anutuuqaa gioonna kiaapu aavakinnaa mmuakiaaya ngiiiyara yaata utida boo kiaavai.
2CO.13.14	Ti Udaanga Yisuu Kirisiiva kati gioonna kiaapuuyara yoketaama yaata utiraivootama Anutuuqaa mmuduuya riraivootama Mmannasa Yoketaivo ngii aakiaiyauvaki varikiai vaa ngia ivaara arinaima rikiaivootama mmuakiaaya ngii tasipama vakiaivee.
GAL.1.1	Na Pauruusoono aa yanaa aavaa ngiiini fafaarakiaunoo. Na kua varee nuaira aposoroo vaidivai variaunoo. Hama vaidi vooyaano kuaivaa ni giaa ni muduu na varee nuairavai. Yisuu Kirisiivaatama ti Napoova Anutuuqo inna tuduu putuuvakidiri diitoovootama kuaivaa ni giaa ni muduu na mmooriivaa vareeravai. 
GAL.1.2	Gioonna kiaapu vaa ausa hanigia kiada ni tasipama variaiyaatama ngiiiyara yaata utida kiaani tee na aa yanaa aavaa ngia vaa ausa hanigia kiada Garatiaa mmataivau variaiya ngiiini fafaarakiaunoo.
GAL.1.3	Ti Napoova Anutuuqoota ti Udaanga Yisuu Kirisiivaatama kati ngiiiyara yoketaama yaata utida ngiari ausa nuufaivaitana ngii mida nnaasu variateeraivaara na yaata utuaunoo.
GAL.1.4	Ti Napoova Anutuuqo yaata utuuvaugiataama Yisuu Kirisiiva ti mminnamminnaa maisaiyauvaara ee-oo tioo putiravai. Aa suai aavaki gioonna kiaapuuya maisama variaivakidiri Yisuuva ti vitoo yoketaivau yapaanaraivaara putiravai. 
GAL.1.5	Anutuuqaa nnutuuvo tupatupaa ngiau aapu vakiaivee. Kua kutaa.
GAL.1.6	Yisuu Kirisiiva kati ngiiiyara yoketaama yaata utiivaara Anutuuqo ngii maavee tiravai. Ngia makee tikiai ari vo mmayaaya yoketaa voovai rikiaaraivaara Yisuu Kirisiinna mmayaaya yoketaivaa pikiada kuaavai. Na ivaara pinaama nnikiaraakiaunoo. 
GAL.1.7	Hama ari vo mmayaaya yoketaa voovai vainoo. Gioonna kiaapu vooyaano Yisuu Kirisiinna mmayaaya yoketaivo hakuatarama ari voovaugiataama vakiaiveeraivaara ari vookarai kua yoketaivaa ngii giaa ngii mmiaavo ngii ausaiyauvo mmuaararaivai. 
GAL.1.8	Ta tauraa ngii giaa ngii miaanna mmayaaya yoketaivaa fai tiikidiri voovoononnee vara ngiau aapuuvakidiri tii aangeraa voovoono hama ivaa roosiima ngii giaa ngii mirainno ari vookarai kuavai ngii giaa ngii mino too Anutuuqo tino rikioo ikia aakiaivaki kuanaravai. 
GAL.1.9	Vaa ta ivaara tauraa ngii giaa ngii miravai. Aanna na kava ngii giaa ngii miaunoo. Ngia tauraa rikiada varaa mmayaaya yoketaivaa fai gioonna kiaapu voovoono hama ivaa roosiima ngii giaa ngii mirainno ari vookarai kuaivaa ngii giaa ngii mino too fai Anutuuqo tino rikioo ikia aakiaivaki kuanaravai.
GAL.1.10	Mo na itaa kua kiauvaara yaata utuatee. Vaidiiya niiyara yoketaavee kiaaraivaara na itaa kua kiaunnee? Vara Anutuuqoono niiyara kua yoketaivaa tinaraivaara na itaa kua kiaunnee? Mo Anutuuqo niiyara kua yoketaivaa tinaraivaara na itaa kua kiaunoo. Vaidiiya niiyara mannaka kiateeraivaara na itaa kua kiaunnee? Vaidiiya niiyara mannaka kiateeraivaara na mmoori varautiri. Na hama Yisuu Kirisiinna mmoori vareera vaidivai variautirivee.
GAL.1.11	Ni seenayaso, nnikiai na aqaa kua aavaa ngii giaa ngii minaravee. Kua mmayaaya yoketaivaa na ngii giaa ngii miaivo hama vaidiiyaano tira kuavai. 
GAL.1.12	Hama vaidi voovoono ivaa ni giaa ni muduu na rikieeravai. Hama vaidi voovoono ivaa ni giaa ni minaraivaara ni vita vitairavai. Hameetavee. Yisuu Kirisiiva ariinoo kooyaa ni giaa ni mioo ni vitairavai.
GAL.1.13	Vaa ngia rikiaavai. Gioonna kiaapu Yutayaiya ngiari Anutuuqaara uu aataruuvaa neeta iiravai. Na iina variee gioonna kiaapu Anutuuqaara vaa ausa hanigiooyara hama na boo tiraina na iya ruputu raubiriinai iya Anutuuqaara uu aataruuvo taikaiveeraivaara na maisa mmooriivaa iya iiravai. 
GAL.1.14	Ti taato nnaakukiaiya tupatupaa uu aataruuvaa na yaagueeqama kiee iikiaivaara ni mmuaa vayanaiya na yaatara kiee Yutayaiya ngiari Anutuuqaara uu aataruuvaa yaagueeqama iiravai.
