MAT.1.1	Tcgãyas Jeso Krestem dis qhàòs di sa, Dafitem ka tsgõose-coa ba, Abrahamam ka tsgõose-coa ba.
PHP.2.10	naka nqõóm ka nqãaka hànan hẽéthẽé e.
PHP.2.11	Nxãasega zi gha wèé zi ta̱m zi gataga nxàe,
PHP.2.11	Jeso Kreste ba X'aiga Me e sa ka,
PHP.2.11	Nqarim Xõòm gha x'áàkaguè ka.
PHP.2.12	Ncàm̀-ncamsa tu tiri tuè, wèé x'aè ka tu kò komsana, ẽer hàna hãa ka cúí tamase, igaba kaisase káà ra a x'aè kaga. Ke méé tu ncẽeska gatu di kgoarasean koe tséé, q'áòan hẽé naka cgùruan hẽéthẽé cgoa. 
PHP.2.13	Nqari ba ko gatu koe tséé, tc'ẽe tu kos koe hẽé naka kúrú tu kos koe hẽéthẽé e, qãè-tcaokaguèm gha ka.
PHP.2.14	Wèé zi gúù zi méé tu kg'ui-kg'uise tamase kana mẽéku tamase kúrú, 
PHP.2.15	naka tua gha nxãasega káàn chìbi naka q'ano ii, qãè tu cóá tu Nqarim di tu iise, tshúù caus qhàòs ho̱àra hãas xg'aeku koe. Gane xg'aeku koe méé tu x'áà, nqarikg'ai di tco̱nòan khama ma, 
PHP.2.16	kg'õèan dim kg'ui ba qgóóa hãase. Ncẽeta tu kò hẽé ner gha Krestem dim cáḿ ka 
PHP.2.17	A ncẽè tiri c'áòan kò dàòa-máákus dis gúùs khama ma ntcã̱aguè ne, ncẽe gatu dis dtcòm̀s ko Nqari ba kúrúa máá sa, gatà i kò ii ner gha qãè-tcao, a gha tiri qãè-tcaoan gatu wèé tu cgoa xg'aea máá. 
PHP.2.18	Gatu igaba méé tu gatà ma qãè-tcao. Naka tua tíí cgoa gataga qãè-tcao.
PHP.2.19	X'aigam Jesom koer nqòòan úúa hãa, Timoteo bar gha gatu koe qháése tsééa úú di i, nxãasega ra gha ẽem ko ka̱bise ne tíí igaba qãè-tcao ka, gatu kam gha hàà bìrí te khama. 
PHP.2.20	Gam khama ii tcáó khóèr úú tama, tseegukaga gha gatu di zi gúù zi tc'ẽe-tc'ẽese e. 
PHP.2.21	Wèéa ne ga ko gane di zi gúù zi cúí zi qaa khama, Jeso Krestem di zi tamase. 
PHP.2.22	Gatu igaba tu q'ana, ntam kò ma gam ka x'áíse sa, cóám xõò ba ko tsééa máám khamam kò ma tíí cgoa Nqarim di qãè tchõàn koe tséé. 
PHP.2.23	Ra gaa domka nqòòan úúa, gaam ga bar gha tsééa úú di i, ẽer kò ko gúù zi ko ma tíí ka qõò sa q'ãa ne. 
PHP.2.24	Ra X'aigam koe tcoman úúa hãa, tíí igabar gha qháése síí sa.
PHP.2.25	Igabar kò bóò, kaisase i ko tc'ẽese sa, Epaferodito bar gha gatu koe tsééa úú sa, ncẽe tíí qõe ba, a tíí khama ma tséé-kg'ao ba, a tíí khama ma ncõo-kg'ao ba, ncẽe gatu dim tséé-khoe ba gataga, ncẽe tu kò tsééa óá ba, hààm gha ẽer ko tcào zi q'õé ka ba. 
PHP.2.26	Wèéa tu gam xgónèa hãa, a ba a gataga thõò-tcaoa hãa, tsàam ko sa tu kóḿa hãas gúùs domka. 
PHP.2.27	Tseegukagam kò ko tsàa a ba a kò x'oos qàe koe hãa, Me kò Nqari ba thõò-xama máá me, gaam cúím tamase igabaga tíí ga ra hẽéthẽé e, nxãasegar gha táá gaia c'ẽes tshúù-tcaos tshúùs koe hãa ka. 
PHP.2.28	Ra kò ncẽes gúùs domka qháése tsééa úú me, nxãasega tu gha ẽe tu ko bóò me ne qãè-tcao ka, nakar gha nxãasega gataga tiri tshúù-tcaoan ka kaà cgaeè. 
PHP.2.29	Ke méé tu kaisas qãè-tcaos cgoa Nqarim koe qãèse hààkagu me, naka tua ẽeta ii khóèan tcom, 
PHP.2.30	gam dis kg'õè sam kò cg'ãè zi qgáì zi koe tcãà, a ba a kò Krestem di tsééan domka x'óó ka hẽé, gatu kúrúa máá tea hãa tite tsééan kúrú koe.
PHP.3.1	Còo dis ka, tíí qõe ga tuè, Nqarim koe qãè-tcao! Cúís gúùs ncẽer ko góá máá tu u sa xhõekagu te tama, a sa a gha qãèa máá tu u. 
PHP.3.2	Q'õése méé tu ha̱ghuan koe, naka q'õése cg'ãè cau ne koe, naka q'õése cgàan ko gáò ne khóè ne koe. 
PHP.3.3	Gatáa tseeguka q'ãe nqãa-qgai khòoèa ta ta a khama, gatá Nqari ba kò Tcom-tcomsam Tc'ẽem koe dqo̱m̀ a Jeso Krestem koe koase ta, a cgàa ba dtcãàse tama.
PHP.3.4	Tíí igabar ga koase. Tíí xòè za ka, ncẽè c'ẽem khóèm kò cgàan koe dtcãàsea hãa, ner gha tíí igaba kaisa dtcãàsean úúa: 
PHP.3.5	Q'ãe nqãa-qgai khòoèa raa 8 dim cáḿ ka, Iseraele dis qhàòs koer guua, Benjamenem dis qhàòs koe. Heberar tc'áró-tc'aro. 
PHP.3.6	Wèé tcáóa te koer kò kerekes cgoa x'ãàkua. X'áèan koe tsi kòo chìbia te qaa ne tsi gha bóò ra chìbi úú tama.
PHP.3.7	Igabaga wèés gúùs ẽer ko bóò si ga ka̱bisea máá te sa, nxãa sar ko káà hùi iise bóò Krestem domka. 
PHP.3.8	Eè, tseegukar ko wèé zi gúù zi káà hùise séè, Jeso Krestem tirim X'aiga ba q'ãa nea gaa zi gúù zi ka kaisase cgáé e khama. Gaam domkar wèé gúùan aagua, a ra a ko cg'uri khama ma séè e, nxãasegar gha Krestem 
PHP.3.9	a ra a gha Gam koe hànase sao-xg'aeè ka. Nqarim di x'áèa ner kò kúrús gúùs koer guu a tchàno iise bóòè tama, igabaga Krestem koe dtcòm̀an ka a. Nqarim koe guua tchànoan ga ncẽe e, dtcòm̀an di i. 
PHP.3.10	Kreste bar q'ãa kg'oana, tẽe-q'ooa ba di qarian ka hẽé, naka Gam di xgàrasean ka hẽéthẽé e. Gam khamar ii kg'oana Gam dis x'oos koe, 
PHP.3.11	a ra a gha nxãasega x'ooan koe tẽean hàà sao-xg'ae ka.
PHP.3.12	Sao-xg'ae ta ga ra hãa, a ra a qanega tc'ãò tama. Gabagar ko ncẽes gúù sa qgóó a qaa, Jeso Kreste ba gaas ka qgóó tea khama. 
PHP.3.13	Tíí qõe ga tuè, qgóóar xg'ara tar méé tama. Igabagar ko cúís gúù sa kúrú. Ncẽetar ko méé: kháóka hàna zi gúù zir ko q'aa cgoa, a ra a ko kóé còoka hàna zi gúù zi. 
PHP.3.14	Còokar ko qarika kúrú xám̀, tcg'òó tcúúr gha ka. Nqari ba tc'amaka 
PHP.3.15	Gatá ncẽe 
PHP.3.16	Igaba méé ta ẽe ta sao-xg'aeam dàòm cgoa cúí ga còoka qõò.
PHP.3.17	Tíí qõe ga tuè, wèé tu méé tu serè te, naka tua khóè ne ẽe ko sixae dis x'áís khama ma kg'õè ne xaèa kg'ónò. 
PHP.3.18	Káí q'oror ncẽes gúù sa bìrí tua, ra ko ncẽeska tcgáí-tshàran cgoa bìrí tu u, a ko máá: káí ne khóè ne hãa, Krestem dis xgàuku sa hòrea ne, témé. 
PHP.3.19	Gane dis chõò-q'oo sa kaàkaguè si i. Gane dis nqárì sa ẽe tc'áróa ne ko tc'ẽes gúùs ga si i
PHP.3.20	Igabas gatá dis x'áé sa nqarikg'ai koe hàna, ncẽe Kgoara-kg'aom gatá dim X'aigam Jeso Kreste ba ta ko guu a qãà koe. 
PHP.3.21	Gabá gha kg'amka tc'áróa ta, Gam dim tc'áróm x'áàkom cgáém khama ma kúrúa ka̱bi i. Ncẽe gúùa nem gha kúrú, qaria nem úúa wèé gúùa nem gha Gam dòm̀ q'oo koe tòó di i khama.
PHP.4.1	Ke méé tu ncẽeska, ncàm̀-ncamsa tuè, X'aigam 
PHP.4.2	Odia sa hẽé naka Sentuke sa hẽéthẽé sara ra ko wèé tcáóa te cgoa dtcàrà, a ko máá, méé sara cúí tcáóa sara cgoa X'aigam 
PHP.4.3	Eè, tsáá igaba ra ko dtcàrà tsi, tcom-tcomsa tsi joko xgàm-kg'ao tsi, khóè sara ẽe sara hùi, qãè tchõàn 
PHP.4.4	Wèé x'aè ka méé tu X'aigam koe qãè-tcao. Gaiar ko ncẽeta méé: qãè-tcao tu! 
PHP.4.5	Gatu di qãè cauan méé i wèé ne khóè ne koe q'ãaè. X'aigam 
PHP.4.6	Táá méé tu cúí gúù kaga káíse tc'ẽe-tc'ẽese guu, igaba méé tu wèés gúùs koe gatu di dtcàràn kúrú nakam Nqari ba q'ãa a, còrèan koe hẽé naka dtcàràn koe hẽéthẽé e, qãè-tcaoa-máákuan cgoa. 
PHP.4.7	I gha kóḿa q'ãan ka tc'amaka hãa tòókuan Nqarim di, tcáóa tu hẽé naka tc'ẽea tu hẽéthẽé Jeso Krestem koe kòre.
PHP.4.8	Còo dis ka, tíí qõe ga tuè: tc'ẽea tu méé tu cg'oè-cg'oe qãè zi gúù zi hẽé naka dqo̱m̀kuan kg'anoa hãa zi gúù zi hẽéthẽé cgoa: wèé zi gúù zi tseegu di zi hẽé, naka wèé zi dqo̱m̀mè ko zi gúù zi hẽé, naka wèé zi tchàno zi gúù zi hẽé, naka wèé zi gúù zi q'ano zi hẽé, naka wèé zi ncàm̀-ncamsa zi gúù zi hẽé, naka wèé zi gúù zi qãè zi iise ko nxàeè zi hẽéthẽé cgoa. 
PHP.4.9	Tíí koe tu xgaa-xgaasea zi gúù zi hẽé, a gataga máàèa zi gúù zi hẽé, a tu a gataga kóḿa zi hẽé, a tíí koe bóòa zi hẽéthẽé méé tu tséékagu, nxãaskam gha tòókuan dim Nqari ba hãa cgoa tu u.
PHP.4.10	Kaisaser ko Nqarim koe qãè-tcao, tíí ka tu gha tc'ẽe-tc'ẽese di x'aèan tu gaia hòòa khama. Kg'aiga tu kò tc'ẽe-tc'ẽese te, igaba tu ko x'aèan úú tama. 
PHP.4.11	Ncẽes gúù sar ko méé kar máá, qaar kos gúù si i témé tama. Wèés téé-q'oos ẽer hãas koer gha qãè-tcaoa hãa sar xgaa-xgaasea hãa khama. 
PHP.4.12	Tòó dìbiku sar q'ana hãa; a ra a gataga tòó ghùiku sa q'ana hãa. Ncẽes kàa sar xgaa-xgaasea: wèé qgáì hẽé naka wèé x'aè hẽé kar gha qãè-tcao ka. Xg'ãà ra ga hãa kana xàbà ra ga hãa igaba, q'õòa ra ga hãa kana ra ga káà gúù ra a igaba. 
PHP.4.13	Wèé zi gúù zir gha ẽe ko qari-qari tem cgoa kgoana.
PHP.4.14	Eẽta i ii igabaga tu qãèse hẽéa, a kò tíí cgoa xg'aea máána, qgóóar kò hãa qóḿa ne. 
PHP.4.15	Gatu igaba tu q'ana, gatu Filipi tu, qãè tchõàn kò tc'ãà a gatu koe hàà x'aè ka, Maketonia koer ko tcg'oa, kas kò cúís kerekes ga sa káà si i, tíí cgoa ko tòókua sa aban marian di ka kò hùi te sa, gatu ka oose. 
PHP.4.16	Tesalonika koe igaba tu xg'ao ẽer tcàoa hãa koe hùian úúa máá te, x'aèan ko ma ntcõóa xùriku khama. 
PHP.4.17	Aba ner ko qaas tama si i, igabar ko tc'ẽe, khóè ne gha kaisase koa tu u sa, qãè tsééan ncẽe tu kúrúa hãa káí domka. 
PHP.4.18	Wèé aban ẽe tu kò Epaferoditom cgoa tsééa máá tea hãa ra hòòa, i kaisase tc'ãò tea, a tc'ãòa nqáéa. Dàòa-máákus 
PHP.4.19	Igabagam gha tirim Nqarim, ncẽe qguùa hãa ba, Gam di x'aian koe guu a wèés gúùs ẽe tu tcàoa hãa sa máà tu u, Jeso Krestem koe. 
PHP.4.20	Gatá dim Nqarim Xõò ba méém chõò tamase dqo̱m̀mè! Amen.
PHP.4.21	Tsgám̀kagu wèém Jeso Krestem koe tcom-tcomsa ba. Tíí qõe ga ne tíí cgoa hàna nea ko tsgám̀kagu tu u. 
PHP.4.22	Wèé ne tcom-tcomsa ne khóè nea ko tsgám̀kagu tu u, 
PHP.4.23	X'aigam Jeso Krestem di cgóm̀kuan méé i gatu di tc'ẽean cgoa hãa.
COL.1.1	Paulo ra a, Jeso Krestem dir x'áè úú-kg'ao
COL.1.2	Kolosa koe hàna ne dtcòm̀-kg'ao ne, gatsam ka qõese ga ne ncẽe Krestem koe tcom-tcomsa ne tsam ko 
COL.1.2	Nqarim gatá ka Xõòm koe guua hãa cgóm̀kuan hẽé naka tòókuan hẽéthẽé méé i gatu cgoa hãa, témé.
COL.1.3	Eẽ tsam kò ko còrèa máá tu u ne tsam ko wèé x'aè ka Nqarim gatá dim X'aigam Jeso Krestem ka Xõò ba qãè-tcaoa máá, 
COL.1.4+COL.1.5	 tu nqòòan úúa hãa, a gaa domka Jeso Krestem koe dtcòm̀aa, a gataga wèé ne tcom-tcomsa ne ncàm̀a hãa sa tsam kóḿa hãa khama. Ncẽe nqòòan tu nqarikg'ai koe tòóa mááèa hãa. Nxãakamaga tu gaa nqòòan ka kóḿa hãa, tseeguan di qãè tchõàn tu kòo xgaa-xgaaè ka. 
COL.1.6	Eẽ i ko qãè tchõàn gatu koe hààm cáḿ ka tu kò kóḿ m a tu a kò 
COL.1.7	Epaferasem koe tu kò xgaa-xgaase e, qãàm sixae ka c'ẽem ncàm̀-ncamsa ba, ncẽe gatu domka tcom-tcomsam tséé-kg'aom Krestem di ba. 
COL.1.8	Ncẽe kò gataga 
COL.1.9	Ncẽes gúùs domka xae kò táá chõò cgoa còrèa máá tu ne, gaam cáḿ ẽe xae kò kóḿ m ka, xae kò Nqari ba dtcàrà Me kúrú tu u, Gam ko tc'ẽe sa tu gha cg'oèase q'ãa ka, nakam gha Tcom-tcomsam Tc'ẽem ka hẽéthẽé cg'oè-cg'oe tu u, ncẽe gha kúrú tu u tu wèé za ga tc'ẽega, a kóḿa q'ãa ba. 
COL.1.10	Nxãasega tu gha X'aiga ba kg'anoa hãas kg'õè sa kg'õè, a wèé za ga qãè-tcaokagu Me, a tu a gha qãè zi tséé zi wèé zi koe tc'áróan kúrú, a Nqari ba q'ãan koe càùse ka. 
COL.1.11	 wèé qarian cgoa tu gha qari-qariè sa, Gam di qarian x'áàm di koe guua ka, qóḿan xg'aeku koe tu ko qarika téé a tu a qáò tcáó, qãè-tcaoan cgoa. 
COL.1.12	 Abo ba tu gha qãè-tcaoa máá sa, Gaam ncẽe kúrú tua tu kg'ano-kg'anosa ii ba, ẽe tcom-tcomsa ne q'õòa hãa sa tu ko gataga thẽé q'õò sa, ncẽe x'áàn 
COL.1.13	Ntcùúan di qarian koem kgoara tcg'òó taa, a ẽem ncàm̀a hãam Cóám di x'aian koe tsééa óá taa hãa, 
COL.1.14	ncẽe Gam koe ta kgoarakuan úúa hãa ba, chìbia ta di qgóóa-máákuan di i.
COL.1.15	Bóòse tamam Nqarim dis ii sam úúa
COL.1.16	Wèé zi gúù zia Gam koe guu a kúrúèa khama, nqarikg'ai koe hàna zi hẽé naka nqõókg'ai di zi hẽéthẽé e, hòòse ko zi hẽé naka hòòse tama zi hẽéthẽé e, x'aian di ntcõó-q'ooan hẽé kana tcéè-tcuì-kg'aoan hẽé kana tc'ãà-cookg'ai-kg'aoan hẽé kana qarian hẽéthẽé; wèé zi gúù zia Gam koe guu a kúrúèa, a Gabá kúrúa mááèa. 
COL.1.17	Wèé zi gúù zi cookg'ai koem hàna, zi ko wèé zi gúù zi Gam koe qgóóa xg'aese. 
COL.1.18	Me Tcúú Me e tc'áróm di ba, ncẽe kereke ii ba: Tshoa-tshoam ga Me e, tc'ãà a x'ooan koe guu a ghùièa ba, nxãasegam gha wèé gúùan koe tc'ãà dis téé-q'oo sa úú ka. 
COL.1.19	 i ko qãè-tcaokagu, Gam tc'áróa gha cg'oèase 
COL.1.20	Gam dis xgàus di c'áòan koem kò guu a tòókuan kúrú, nxãasegam gha wèé zi gúù zi 
COL.1.21	C'ẽe x'aè ka tu kò Nqarim cgoa q'aara hãa tu khóè tu u, a tc'ẽe-kg'áḿa tu koe Gam di tu cg'õo-kg'ao tu u, cg'ãè zi tséé zi kúrú tu kòo zi koe. 
COL.1.22	Igabam ncẽeska 
COL.1.23	Igaba i ko qaase, tshoa-tshoases dtcòm̀an dis koe tu gha wèé x'aè ka qarika hãa sa, táá tu gha ntcãa-ntcãaè a qãè tchõàn di nqòòan koe tcg'òóè ka. Ncẽe qãè tchõàn tu kóḿa hãa, nqarikg'ai ka nqãaka hàna hãa khóèan wèé
COL.1.24	Ncẽeskar ko ẽer ko gatu domka xgàraè zi xgàraku-kg'áḿ zi ka qãè-tcao. Eẽ kò Krestem di xgàrakuan koe tcào sar ko tirim cgàam koe guu a cg'oè-cg'oe, Gam dim tc'áróm domka, ncẽe kereke sa ii ba.
COL.1.25	Gas dim tséé-kg'ao bar kúrúa, Nqarim máà tea hãa tsééán khamaga ma, Nqarim di kg'uia ner gha cg'oèa hãase máà tu u ka. 
COL.1.26	Kuri xu kuri xu, naka qhàò zi ko ma xùriku khama zi kò ncẽe zi gúù zi chóm̀mèa, igaba zi ncẽeska Nqarim di ne khóè ne x'áíèa hãa. 
COL.1.27	Nqari ba kò x'áàkos qguùs chóm̀sea zi gúù zi di sa q'ãakagu ne kg'oana, ncẽem ko tãá zi qhàò zi di ne úúa máána hãa sa. Si kò 
COL.1.28	Ncẽe xae ko Gam ka xgaa-xgaa ba, a xae a ko wèém khóè ba tchàno-tchano, a wèém khóè ba wèé q'ãan di tc'ẽean ka xgaa-xgaa, nxãasega xae gha kúrú me wèém khóè ba Krestem koe wèé za ga kai ka. 
COL.1.29	Ncẽes gúùs koer ko qarika tséé, a ko Gam di qarian koe guu a wèé qaria te tséékagu, ncẽe ko tíí koe qarian cgoa tséé e.
COL.2.1	Q'ãa méé tu sar ko tc'ẽe, nta nooser ko gatu domka hẽé, naka ẽe Laodikea koe hàna ne hẽé, naka wèé ne ẽe tíí cgoa qanega xg'ae tama ne hẽéthẽé domka qarika tséé sa. 
COL.2.2	Nxãasega i gha tcáóa ne ntcàmmè ka, ne ncàm̀kuan koe guu a cúís gúù sa kúrúè, nxãasega ne gha qguù a cg'oèa hãase kóḿa q'ãa ka, chóm̀sea zi gúù zi Nqarim di zi ne gha gane ka q'ãa ka, ncẽe Kreste ii zi, 
COL.2.3	ncẽe Gam koe i wèé qguùan q'ãan di tc'ẽean di hẽé naka tc'ẽegan hẽéthẽé di chóm̀sea hãa ba.
COL.2.4	Ncẽes gúù sar ko bìrí tu u, cúí khóè ga gha nxãasega táá kàa tu u ka, ncõ̱é zi kg'ui zi ntcoekuan di zi ka igaba. 
COL.2.5	Eẽtar ma tc'áróa te cgoa gatu koe káà ra a igabar tc'ẽea te koe gatu cgoa hàna, a ra a ko qãè-tcao, gatu di tséé-kg'áḿan hẽé naka gatu di dtcòm̀an Krestem di koe qarika téé sa hẽéthẽér kò bóò khama.
COL.2.6	Ke nxãaska, ẽe tu ma Jeso Kreste ba ma X'aigam iise séèa hãa khamaga ma méé tu Gam koe kg'õè. 
COL.2.7	Gam koe méé tu 
COL.2.8	Bóò méé tu, naka i cúí khóè ga táá khóèan di xgaa-xgaan hẽé, naka káà hùi qàe-qaekuan hẽéthẽé tséékagu naka qáé tu u guu. Khóèan di tc'ẽe-kg'áḿan hẽé naka ncẽem nqõóm di qarian hẽéthẽé ne ko xùri, a Kreste ba xùri tama. 
COL.2.9	Nqari ba cg'oèa hãase Gam koe x'ãèa hãa ke, Gam dim tc'áróm koe, 
COL.2.10	tu Gam koe Gam di cg'oèa kg'õèan máàèa hãa, ncẽe wèé qarian hẽé naka wèé tc'ãà-cookg'aian hẽéthẽé di Tcúú ii ba. 
COL.2.11	Gam koe tu kò gataga q'ãe nqãa-qgai khòoèa hãa, q'ãe nqãa-qgai khòokus khóèan tshàu ka kúrúè tama sa, igaba Krestem ka kúrúèas q'ãe nqãa-qgai khòokus koe tu guu a tc'áróm dim cgàam koe tcg'òóèa. 
COL.2.12	Krestem cgoa tu kò tcguù-tcguukus koe kg'ónòè, igaba tu kò Nqarim ncẽe Kreste ba x'ooan koe ghùiam di qarian koe dtcòm̀, a gaas dtcòm̀s koe guu a 
COL.2.13	Gatu di chìbian koe hẽé naka gatu dim cgàam di q'ãe nqãa-qgai khòoè taman hẽéthẽé koe tu kò x'óóa hãa, Me kò Nqari ba Krestem cgoa kg'õèkagu tu u, a gatá di chìbian wèé ga qgóóa máá taa hãa, 
COL.2.14	a kò ẽe gatá di chìbian góáèas tcgãya sa tchùua tcg'òó, gaas di x'áè-kg'áḿan cgoa, a ba a xgàus koe xgàu ana hãa. 
COL.2.15	 koem kò 
COL.2.16	Gaa domka méé tu táá cúí khóè ga kgoara máá naka i xgáè-kg'am tu u guu ẽe tu ko tc'õó a ko kg'áàs koe, dtcòm̀-kg'ao ne dis kõ̱ès dim cáḿ ka igaba, ka̱bam nxoem dis kõ̱ès ka igaba, Sabata dim cáḿ kaga igaba. 
COL.2.17	Ncẽea hààko zi gúù zi di sóm̀-c'ana a, igabagam tc'áró ba Krestem di me e. 
COL.2.18	C'ẽe khóèa ne hàna, cg'áré-cg'arese kg'oana a, a moengelean i gha dqo̱m̀ sa ko qaa. Eẽ ne bóòa hãa gúùan ka ne ko bóò-boose, a ne a ko gane dim cgàam di tc'ẽean ka káà hùise tc'amaka bóòse. Táá méé ne téé-q'oos ẽe tu úúa sa séè cgae tu u guu. 
COL.2.19	 Tcúú ba ne qgóó tama. Wèém tc'áró ba ko Gaam Tcúúm koe guu a kai, a ba a q'amku-q'ooa ba hẽé naka qg'áía ba hẽéthẽé ka qari-qari a qgóóa xg'aeè, a ba a ko ẽem ko ma Nqari ba tc'ẽe khama ma kai. 
COL.2.20	Krestem cgoa tu x'óóa hãa, a nqõóm di qarian koe kgoaraèa hãa. Dùús domka tua ko nxãaska ncẽem nqõóm di tu iise kg'õèa máá, a gaam di x'áè-kg'áḿan komsana, ncẽe ko máá: 
COL.2.21	“Táá tshàu cgoa qgóó guu! Táá xám̀ guu! Táá cúù-cuuse guu!” ta ko méé e. 
COL.2.22	Ncẽe 
COL.2.23	Ncẽe ne khóè ne ko nqárìan qám̀sea máá, a ne a ko cg'áré-cg'arese, a gane di tc'áróan koe qgóósea hãa, khama i 
COL.3.1	Nxãakamaga tu kò Krestem cgoa ghùièa hãa ne méé tu nxãaska gúù zi tc'amaka hàna zi koe tòón tcáó, ncẽe Krestem hàna, a kg'áòm x'õàm Nqarim dim xòè koe ntcõe koe. 
COL.3.2	Gúù zi tc'amaka hàna zi koe tu tc'ẽea tu tòó, nqõómkg'ai di zi gúù zi ka tamase. 
COL.3.3	X'óóa tu hãa, i gatu di kg'õèan Krestem cgoa Nqarim koe chóm̀sea hãa ke. 
COL.3.4	Ncẽè Krestem, ncẽe gatu dim kg'õèm kò x'áíse, ne tu gha gatu igaba thẽé nxãaska Gam cgoa x'áàn koe x'áíse.
COL.3.5	Gúù zi ẽe nqõómkg'ai di ii zi méé tu nxãaska x'ooan koe tcãà: cg'áràn hẽé, cg'ãè cauan hẽé, tshúù zi tc'ẽe zi hẽé, cg'ãè tc'ẽean hẽé, naka cẽèan hẽéthẽé e, ncẽe kúrúa mááseèa hãa nqárìan qám̀sea máá di i. 
COL.3.6	Ncẽe gúùan domka i ko Nqarim di xgóàn ẽe komsana Me tama ne koe hàà ke. 
COL.3.7	C'ẽe x'aè ka tu kò gazi gúù zi ka tc'ãà-cookg'aiè, a gazi koe kg'õè. 
COL.3.8	Igaba méé tu ncẽeska gatu igaba wèé gúùan ncẽeta ii aagu: xgóàn hẽé, c'ee-c'eean hẽé, cg'ãè tc'ẽean hẽé, cóèkuan hẽé, saucgaekaguko kg'uian hẽéthẽé e; gúùan ncẽe wèé méé tu kg'áḿa tu koe táá tcg'òó guu. 
COL.3.9	Táá tshúù-ntcõa-mááku guu, gatu dim tc'áróm ncìí ba tu nxõ̱oa tcg'òóa hãa, gam di zi tséé-kg'áḿ zi cgoa ke, 
COL.3.10	a tu a ka̱bam 
COL.3.11	Gerikan hẽé naka Jutan hẽéthẽé 
COL.3.12	Gaa domka, Nqarim nxárá tcg'òóa máásea hãa tu khóè tuè, tcom-tcomsa naka ncàm̀-ncamsa tu, hã̱akaguse tu thõò-xama-máákua ne, qãèan hẽé, naka cg'áré-cg'aresean hẽé, naka kgàesase qgóósean hẽé naka qáò tcáóan hẽéthẽé cgoa. 
COL.3.13	Gatu ka c'ẽe ne cgoa méé tu tsééa xg'ae, naka ncẽè c'ẽe khóèan cgoa tu kò c'ẽes guu sa úúa hãa ne méé tu qgóóa mááku. Eẽm ma Nqari ba ma qgóóa máá tua khamaga ma méé tu gatu igaba gatà ma kúrú. 
COL.3.14	Wèé zi gúù zi ncẽe zi tc'amkg'ai koe méé tu ncàm̀kuan hã̱a, ncẽe ko wèé zi gúù zi cg'oèase qáéa xg'ae e.
COL.3.15	Krestem di tòókuan méé i tcáóa tu tc'ãà-cookg'ai, ncẽe tu ma cúím tc'áróm di ii, a tòókuan koe tciièa khama. Ke tu qãè-tcaoa máá 
COL.3.16	Krestem dim kg'ui ba méém gatu koe qguùase x'ãè. Xgaa-xgaaku tu naka tchàno-tchanoku wèé tc'ẽean cgoa, naka tua Pesaleman hẽé, naka ciian hẽé, naka tc'ẽean di ciian hẽéthẽé tcáóa tu q'oo koe qãè-tcaoa-máákuan cgoa Nqari ba nxáèa máá. 
COL.3.17	Naka dùús wèés ẽe tu ko kúrú sa, kg'uian koe ga igaba kana tsééan koe ga igaba, méé tu wèéa sa ga X'aigam Jesom dim cg'õèm koe kúrú, naka tua Gam koe guu na Nqarim Xõò ba qãè-tcaoa máá.
COL.3.18	Khóè saoè, gasao di xu khóè xu sao máàse, ncẽe i ma X'aigam koe ma kg'anoa hãa khama.
COL.3.19	Khóè xaoè, gaxao di zi khóè zi xao ncàm̀ naka xaoa táá thõò-xamkagu zi guu.
COL.3.20	Cóá tuè, gatu ka xõò ga ne wèé zi gúù zi koe komsana, nxãa sa ko X'aiga ba qãè-tcaokagu ke.
COL.3.21	Cóán ka xõò ga xaoè, táá cóán xgáè guu, naka i nxãasega táá tshúù-tcao guu.
COL.3.22	Qãà tuè, gatu ka q'õòse ga ne nqõóm di ne tu komsana wèé zi gúù zi koe. Ncẽe gúùan méé tu kúrú, gaan di tcgáían gatu koe tòóa hãas ka tamase, kana cgóm̀kuan tu gha hòò cgae e domka tamase, igaba méé tu wèé tcáóa tu cgoa kúrú u, X'aiga ba q'áòa hãase. 
COL.3.23	Dùús wèés ẽe tu ko kúrú sa méé tu wèé tcáóa tu cgoa tséé, X'aiga ba ko tsééa máá khama, khóèm ka tamase. 
COL.3.24	X'aiga ba gha ẽem Gam di ne khóè ne tòóa máána hãa sa ka̱bi máákus iise máà tu u sa tu q'ana hãa khama. X'aigam Kreste Me e ncẽe tu ko tsééa máá ba khama. 
COL.3.25	Wèém khóèm ẽe ko cg'ãèan kúrú ba gha suruta ka̱biè gam di cg'ãèan domka, 
COL.4.1	X'aiga xaoè, gaxao di qãàn méé xao ẽe tchàno ii a qãè ii sa máà, gaxao igaba xao q'ana hãa, X'aiga ba xao nqarikg'ai koe úúa hãa sa ke.
COL.4.2	Gatu di còrèan tu qarika qgóó, naka gaan koe kòresea hãa, naka 
COL.4.3	Naka tu gataga còrèa máá xae e, nakam gha nxãasega Nqari ba gaxae di kg'uian nquu-kg'áḿan xgobekg'ama máá, naka xae Krestem ka chóm̀sea tseeguan nxàe, ncẽer gaan domka qáéèa a. 
COL.4.4	 nakar nxãasega tchànose nxàea tcg'òó o, ncẽe i ko ma qaase khama. 
COL.4.5	Eẽ tchàa koe hàna ne méé tu tc'ẽegase tséé cgoa, wèém x'aè ba cg'oèase tséékagu na. 
