MAT.1.1	'Crɩɛn ‑bʋ, ‑Yusu 'Klɩsʋ a ‑tɩ ɛ nɛ ‑mɔ lɛ. ‑Yusu 
HEB.13.19	Ba da Nyɩsʋa ‑wɛ, ‑ɛ di꞊e nu, ɛ 'mʋ 'mʋ 'hru ‑nyi, 'mʋ 'lɩ 'a mʋ ‑mɔ di, ‑tɛ ti nɛ ‑bʋ.
HEB.13.20	Nyɩsʋa ‑mʋ', ‑ɛ yɩ ‑a mʋ kɩbʋwɛɛnlɛ ‑nyi, 'kɩ 'lɩ ‑aan ꞊wlɩ kɩ, ɛ nɔ‑ ‑ha 'lɩ ‑aan Kʋkɔnyɔ ‑Yusu 'Klɩsʋ 'kʋkʋnyibli 'nyɩ, 'ɛ ‑ha꞊a 'klɔ, 'ɛ nu꞊o ‑aan 'yie꞊tunyɔ gbagbʋ ‑mɔ'. ‑Yusu a 'mʋ, 'a ‑hlʋ, nɔ‑ Nyɩsʋa ‑nu, 'ɛ ꞊tu 
HEB.13.21	‑Tɛ ɛ nɩ 'mʋ lɛ, 'a ‑tɩ, Nyɩsʋa bʋ ‑nyi 'a mʋ 'klɩ, ‑ɛ di꞊e nu, a 'mʋ 'a ꞊wlʋ a kɩwɛɛnlɛ nu. Nyɩsʋa a 'mʋ, ɛ nɔ‑ di꞊e nu, dɛ ‑mʋ', ‑ɛ kwlɛɛ ꞊nɛ kɩ, a 'mʋ꞊ʋ nu, ‑ɛ nu꞊o, 'kɩ ‑Yusu 'Klɩsʋ nɩ 'lɩ 'aan ꞊wlɩ kɩ. 'A ‑tɩ, ‑Yusu 'Klɩsʋ bʋ kɔ ‑tɩ a 'yi'bʋalɛ, ‑tɛ 'klɔ tɛ yɩ bʋ. Kɛ‑ bʋ nɩ 'mʋ.
HEB.13.22	'Na 'dɩayɩnʋ ‑na, 'n yɩ 'crɩɩ nɛ 'a mʋ ‑mɔ, ‑ɛ di꞊e nu, 'mʋ 'a mʋ 'klɩ ‑nyi. 'A ‑tɩ, ‑tɛ 'crɩɛn ‑bʋ, ɛ 'yɩ ‑hlɔ, 'n nyɛɛ nɛ 'a mʋ lɛ, ba 'ble 'a win kʋa, 'kɩ 'lɩ 'aan ꞊wlɩ kɩ.
HEB.13.23	꞊Bʋ lee nɛ 'a mʋ: ‑Aan 'dɩayɩ Timote, ɛ 'yɩ 'kɩ ꞊jɩ' ‑nɩ. Ʋ tɛ꞊ɛ bʋ. 'Bʋ mɔ, 'bʋ nyre 'nɛ‑ 'mʋ ‑mɔ 'wʋwlɩ, 'nɩ yɩ 'lɩ 'a mʋ ‑mɔ nɩ di, 'kɩ 'ʋ 'aan yɩ‑mʋmɛ a ‑ta', ɛ kɔ 'mʋ 'hʋɛn‑, ‑a di 'lɩ di.
HEB.13.24	'N 'bɛti 'aan 'cʋɛ a ye'nanyʋ a pɛpɛ, ʋ kɔ ‑Yusu a nyibli a pɛpɛ 'hʋɛn‑. ‑Yusu a nyibli ‑mʋ', ‑ʋ nɩ 'lɩ Italiblʋgba 'kwli, ʋ 'bɛti 'a mʋ.
HEB.13.25	Nyɩsʋa bʋ nu 'aan pɛpɛ ꞊haandɛ ‑mɔ.
JAS.1.1	'Mɔ Sakɩ, 'mɔ ‑yɩ 'a mʋ ‑mɔ 'crɩɩ ‑nɩ. 'Mɔ ‑Yusu 'Klɩsʋ a ‑kʋannunyɔ ꞊nɩɔ. 'A mʋ ‑mʋ', ‑ʋ mɔ Nyɩsʋa a dakɔ, ‑ʋ 'hɛɛn 'klɔ a pɛpɛ ‑bʋ kɩ bʋ, 'aan 'wio.
JAS.1.2	'Na 'dɩayɩnʋ ‑na, 'bʋ mɔ 'ba yɩ ꞊hɩʋɛn a gblegble nɩ 'ye, ‑ɛ ‑bɩ ba nu dɔdʋ. 
JAS.1.3	Ba kɔ 'a yiyie, ‑ɛ mɔ, 'ba 'cibi 'ʋ ‑Yusu a ꞊wlʋ a yɩkuolɛ, 'ye ꞊bɩɩ a yɩ ꞊hɩʋɛn nɩ 'ye, ɛ di꞊e 'nɩ nu, a 'mʋ ꞊wlʋ a 'lɩla kɔ. 
JAS.1.4	Ɛ blɛɛ yɩ, ꞊wlʋ a 'lɩla kɔ ꞊wlʋ a yɩkuolɛ a 'mʋ, bʋ nu꞊o, ba ꞊cɛɛ 'ʋ yɩ pɛpɛ, kɩkadɛ ꞊dʋ 'nɩ 'nɩɩ 'lɩ 'a mʋ 'lɩ.
JAS.1.5	'Kɩ 'lɩ a 'mʋ 'nyɩ, nyiblo 'bʋ yɩ dɛ nɩ ni, 'bʋ 'yɩ 'a ꞊tɔ ‑kɔ, bʋ ‑hʋa꞊a Nyɩsʋa, Nyɩsʋa 'mʋ ꞊nɛ꞊ɛ ‑nyi, ‑ɛ nu꞊o, Nyɩsʋa 'nɩ 'ka꞊a lɩ꞊ɩ nyiblo ꞊dʋ. 'A ‑nɛ nyiblo, ‑ɛ di꞊e ꞊tɔ ‑hʋa, ɛ di ꞊nɛ꞊ɛ 'nɩ ‑nyi, 'kɩ 'lɩ ꞊wlʋ a yɩnɩnɔ 'kwli. Ɛ 'yɩ 'a yrʋ ‑kɔ. 
JAS.1.6	Nyiblo a 'mʋ, 'bʋ yɩ ꞊tɔ a 'mʋ nɩ ‑hʋɛ, bʋ ‑hʋa꞊a, 'kɩ 'lɩ ꞊wlʋ a yɩkuolɛ 'kwli. Ɛ 'nɩ 'pʋʋ 'lɩ꞊ɩ gblɛ, ‑ɛ nu꞊o, nyiblo ‑mʋ', ‑ɛ ‑hʋɛ Nyɩsʋa dɛ, 'kɩ 'lɩ gblɛ a pʋpʋʋ 'kwli, ɛ 'wɩ꞊ɩ 'yru a 'dʋɩ yɩ, pepe pɩ 'kabɩ klɛ, 'tɩ‑ ɛ gbɛ 'lɩ ‑tɛ ‑mʋ', ɛ ‑hʋɛ 'lɩ. 
JAS.1.7	Nyiblodʋ a 'mʋ, ɛ 'nɩ 'pʋʋ 'lɩ꞊ɩ ꞊haan‑tɩ, ‑ɛ mɔ, dɛ ‑mʋ', ɛ ‑hʋɛ, Nyɩsʋa di ꞊nɛ꞊ɛ 'nɩ ‑nyi. 
JAS.1.8	Ɛ mɔ nyiblo ꞊nɩɔ, ‑ɛ nɛɛ 'li nɩ 'hʋɛn, 'kɩ 'ʋ Nyɩsʋa a 'hru wlɔn.
JAS.1.9	'Dɩayɩnʋ ‑mʋ', ꞊hɩʋɛn ni, bʋ nu dɔdʋ, ‑ɛ nu꞊o, Nyɩsʋa, nɔ‑ di 'lɩ ꞊nʋ 'yaa ‑nɩ. 
JAS.1.10	'Dɩayɩnʋ ‑mʋ', ‑ʋ kɔ dɛ, bʋ nu dɔdʋ ‑wɛ, ‑ɛ nu꞊o, Nyɩsʋa nɔ‑ di 'lɩ ꞊nʋ ꞊tɩɔ ‑nɩ. Dɛkɔnyɔ a 'mʋ, ɛ yi꞊e nɩ, ‑ɛ mɔ, ɛ di 'nɩ 'kʋ, ꞊wɩ yɩ ‑piti a ‑pui. 
JAS.1.11	'Ɛ mɔ ꞊han‑tɩ, ‑tɛ 'yrʋ ni, 'ɛ yɩ 'lɩ 'hrɩ, 'ɛ yɩ hʋɛn, 'ɛ ni꞊e, ‑piti 'ɛ yɩ 'yrɔ, kɔ, 'a ‑pui a yɩnɩnɔ, 'ɛ yɩ 'wan, kɛ‑ ɛ nɩ 'mʋ ‑wɛ, 'kɩ 'ʋ dɛkɔnyɔ ‑mʋ', ‑ɛ nɩ 'lɩ 'a kʋkɔ‑tɛblɩ a ‑kʋan a nunuo 'kwli, 'ɛ yɩ 'ʋ꞊ʋ bʋ hie, 'ɛ 'kʋɩ.
JAS.1.12	Nyiblo 'bʋ nɩ 'ʋ, ꞊hɩʋɛn 'bʋ nɩ 'ʋ꞊ʋ ke', 'kɩ bʋ nu dɛ 'kuku, 'tɩ‑ nyiblo a 'mʋ, 'bʋ kɔ ꞊wlʋ a 'lɩla, 'bʋ 'yɩ ‑sa, 'kɩ 'ʋ Nyɩsʋa a ꞊wlʋ a yɩkuolɛ ‑mɔ', ‑ɛ ‑bɩ bʋ kɔ plɔ a bleelɛ, ‑ɛ nu꞊o, Nyɩsʋa di ‑nyi꞊e 'klɔ yrayrʋ, ‑ɛ 'yɛ nɩ ‑wɛ 'lɩ. 'Klɔ yrayrʋ a 'mʋ, ɛ nɔ‑ mɔ 'wio ‑mʋ', Nyɩsʋa di nyibli ‑mʋ', ‑ʋ nʋɛ ꞊nɛ ‑nyi.
JAS.1.13	Dɛ 'bʋ nɩ 'ʋ, 'bʋ yɩ 'ʋ ‑mʋ lɛ nɩ ꞊tɛɛ ‑nɩ, ‑ɛ di꞊e nu, ꞊mʋ dɛ 'kuku nu, ꞊nɩ 'yee 'lɩ꞊ɩ, ‑ɛ mɔ, Nyɩsʋa ‑ni꞊e, ‑ɛ nu꞊o, ɛ 'yɩ nyiblo ꞊dʋ kɔ, ‑ɛ ‑wɛ 'lɩ ‑bʋ ꞊tɛɛ 'ʋ Nyɩsʋa lɛ, ɛ 'mʋ dɛ 'kuku nu, mɔ, Nyɩsʋa 'nɩ ꞊tɛɛ꞊ɛ 'ʋ nyiblo ꞊dʋ lɛ, ‑ɛ di꞊e nu, ɛ 'mʋ dɛ 'kuku nu. 
JAS.1.14	‑Tonyiblo a 'lulɛ‑hihie ‑hʋan, nɔ‑ yɩ꞊ɩ 'ʋ lɛ ꞊tɛɛ ‑nɩ, 'ɛ ni dɛ 'kuku. 
JAS.1.15	Dɛ 'kuku a 'mʋ, ɛ yɩ 'lu ‑mɔ lɛ ‑hie, ti gbi 'bʋ ‑hi, ɛ nɔ‑ ɛ mi nu mɔ. 'Bʋ yɩ klɛ nɩ ‑bii ‑nɩ, ‑ɛ ‑bɩ ɛ yɛ 'kʋkʋʋ, ‑ɛ mɔ, Nyɩsʋa a ‑mɔlɛhlɔɔlɛ.
JAS.1.16	'Na 'dɩayɩnʋ, 'n nʋɛ ‑nɩ, a 'nɩ 'kaa 'lɩ 'aan dɩɔnʋ. 
JAS.1.17	'A ‑nɛ ‑nyinyidɛ ꞊dʋ, ‑ɛ nɔ yɩ, 'kɩ ɛ ‑hʋɛn 'lɩ Nyɩsʋa ‑mɔ, Nyɩsʋa ‑mʋ', ‑ɛ mɔ 'yrʋ kɔ ꞊hɔnpʋ kɔ nyahroyɔ a nununyɔ. Nyɩsʋa a 'mʋ, ɛ 'nɩ 'cɩcɩ꞊ɩ lɩ ‑nɩ, ꞊wɩ yɩ, ‑tɛ 'yrʋ ni, 'ɛ yɩ 'lɩ yakɔ 'kwli lɛ ‑wɛ, 'tɩ‑ halɔ 'ɛ yɩ bi. 
JAS.1.18	'Kɩ ɛ naa 'lɩ win ‑mʋ', ‑ɛ mɔ ‑tɩ a ‑tɛɛ 'kwli, 'ɛ ‑nyi ‑a mʋ 'klɔ yrayrʋ. 'A ꞊gbɛtʋ, ɛ nɔ‑ ‑hʋa꞊a, ‑ɛ di꞊e nu, ‑a 'mʋ yɩ‑hɛnyibli' pa, 'kɩ 'lɩ 'a nunu‑tɛblɩ 'nyɩ.
JAS.1.19	'Na 'dɩayɩnʋ, 'n nʋɛ ‑nɩ, bʋ bi 'lɩ 'a mʋ 'kwli, 'a ‑nɛ nyiblo blɛɛ yɩ bʋ pʋ 'a 'bɩ nʋa yɩ bʋ ‑tɛɛ, ɛ 'nɩ 'kɩkaa 'lɩ ‑nɩ, 'kɩ bʋ pʋ win, 'tɩ‑, ɛ 'nɩ 'wʋwlɩɩ 'lɩ yrʋ' a lɛbibie ‑wɛ, 
JAS.1.20	‑ɛ nu꞊o, nyiblo 'bʋ kla yrʋ'lɛbi‑tɩ, ɛ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ nu ‑tɛblɩ ‑mʋ', ‑ɛ 'sii 'ʋ yɩ, 'kɩ 'ʋ Nyɩsʋa ye'. 
JAS.1.21	'A ‑tɩ, ba ‑hie 'ʋ yɩnyre‑tɛblɩ a pɛpɛ bʋ, ‑ɛ nɩ 'lɩ 'aan ꞊wlɩ kɩ. A 'nɩ 'nuo 'lɩ dɛ 'kuku de. Ba ꞊tɩɔ 'lɩ 'aan dɩɔnʋ, 'kɩ 'ʋ Nyɩsʋa ye', kɔ, 'a win, a 'wɩn, ‑ɛ nɩ 'lɩ 'aan ꞊wlʋ kɩ, ba kuo ꞊nɛ ꞊wlʋ yɩ ‑tɛɛ. 'A win a 'mʋ, nɔ‑ ‑wɛ 'lɩ ‑bʋ wa 'a mʋ, a 'nɩ ꞊ha Nyɩsʋa ‑mɔ lɛ ‑hlɔɔ ‑nɩ.
JAS.1.22	‑Tɛblɩ ‑mʋ', Nyɩsʋa a win tʋɛ nɛ 'a mʋ, a nɩ 'pʋʋ 'lɩ꞊ɩ nʋa yɩ bʋ nɩ ‑do, kɛɛ, ba ꞊tuu 'ʋ꞊ʋ 'ʋ. Nyiblo 'bʋ yɩ Nyɩsʋa a win nʋa yɩ bʋ nɩ pɩ ‑do, 'bʋ 'yɛ nɩ nu꞊o, ‑ɛ ‑bɩ ɛ kɛɛ nɛ 'a dɩɔnʋ nɩ. 
JAS.1.23	Nyiblodʋ a 'mʋ, ɛ 'wɩ꞊ɩ nyiblo ‑mʋ' yɩ, ‑ɛ tɛ 'lɩ 'yie 'kwli lɛ, ‑tɛ 'a yigbakla nɩ 'mʋ, ‑ɛ yɩ꞊ɩ 'ye. 
JAS.1.24	'Bʋ 'ye 'kɩ꞊ɩ, 'bʋ ple 'lɩ kɩ, ‑ɛ ‑bɩ ‑tɛ ‑mʋ', 'a yigbakla a 'mʋ, ɛ nɩ wɛn 'mʋ, ɛ ‑hru꞊o ‑mɔ. 
JAS.1.25	Nyiblo 'bʋ yɩ 'lɩ Nyɩsʋa a tete 'kwli lɛ nɩ tɛ, ‑tɩ ‑mʋ', ɛ hlɛ, 'bʋ yɩ꞊ɩ nɩ ni, Nyɩsʋa di nu꞊o ꞊haandɛ ‑mɔ. Nyiblo a 'mʋ, ɛ 'yɩ yɩ ‑blɛɛ ‑nɩ, bʋ 'wɩn ‑tɩ a 'mʋ, 'tɩ‑ bʋ ‑hru꞊o ‑mɔ, kɛɛ, ɛ blɛɛ yɩ bʋ ꞊tuu 'ʋ꞊ʋ, ‑ɛ nu꞊o, tete a 'mʋ, ɛ ‑wɛ 'lɩ yrɛ, 'tɩ‑ 'ɛ kɔ 'klɩ, 'kɩ bʋ ꞊gblɛ ‑a mʋ, 'kɩ 'ʋ dɛ 'kuku ‑mɔ'.
JAS.1.26	Nyiblo 'bʋ pʋ lɛ, ɛ yɩ kʋɛ Nyɩsʋa ꞊wien, 'bʋ 'yɛ nɩ ꞊tu 'a mɛ 'yie, 'tɩ‑ 'bʋ yɩ yɩnyretoto nɩ pɩ, ‑ɛ ‑bɩ ɛ kɛɛ nɛ 'a dɩɔnʋ nɩ. Ɛ wɛn 'nɩ, ɛ ni nyɩsʋadɛ, kɛɛ, ɛ pɩpɩ 'lɩ win lɛ dadʋ. 
JAS.1.27	‑Tɛɛ a nyɩsʋadɛ, ‑aan 'Baɩ Nyɩsʋa a 'mʋ, ɛ ‑hʋɛ, ɛ nɔ‑ mɔ: ‑Ba kɔ 'lɩ 'kuiyoyonʋ a dɛ ‑mɔ, kɔ nʋgbɩ ‑mʋ', ‑ʋ kɔ nyɩbɛpʋ ꞊kʋ, 'tɩ‑ ‑ʋ yɩ ꞊hɩʋɛn 'ye, ‑ba kɔ 'lɩ 'waa dɛ ‑mɔ ‑wɛ. Kʋɛ 'ʋ꞊ʋ ‑mɔ bʋ de, ‑ba ꞊tu ‑aan dɩɔnʋ 'yie, 'klɔ ‑bʋ 'a yɩnyre‑tɛblɩ 'nɩ ꞊ha ‑a mʋ win kɩ ‑kɔɔ ‑nɩ.
JAS.2.1	'Na 'dɩayɩnʋ ‑na, ‑tɛ a kuo nɛ ‑aan Kʋkɔnyɔ ‑Yusu 'Klɩsʋ ꞊wlʋ yɩ, ‑kɔtɩ a 'yi'bʋbʋa, 'a ‑tɩ, a 'nɩ 'jraa 'lɩ nyibli' lɛ. 
JAS.2.2	꞊Bʋ pʋʋ ꞊nɛ nyibli nɩ 'hʋɛn a dɛ yɩ: A nɩ 'lɩ 'cʋɛkayu bʋ, ‑ɛ ‑bɩ ti nɩ ‑do a ti 'yri, nyibli nɩ 'hʋɛn pa 'lɩ 'a mʋ 'nyɩ. ‑Ɛ ‑bɩ nɩ 'ʋ, 'ɛ pʋ yɩnɔwlawlɩ, kɔ, ‑gʋlʋbɔyɔ 'ɛ nɩ 'lɩ꞊ɩ ꞊jio' lɛ. ‑Ɛ ‑bɩ nɩ 'ʋ, ɛ mɔ ꞊hɩʋɛnnyɔ. 'A 'hʋɩlɛpʋ‑tɛblɩ cɩcrɛ' lɛ. 
JAS.2.3	‑Ɛ ‑bɩ a ‑nyi nyiblo ‑mʋ', ‑ɛ pʋ ꞊haan‑tɛblɩ 'hʋɩ lɛ 'wio, 'a yɩ꞊ɩ ‑lee ‑nɩ: «Yɩnɔgbata, nɔ‑ ‑bʋ, nɔ‑ ‑bʋ nɩ kɩ bʋ.» ꞊Hɩʋɛnnyɔ ‑mɔ ‑bɩ, kɛ‑ a pɩ꞊ɩ yɩ: «Nyra 'ʋ ‑tɛ ‑mʋ' bʋ!» ‑hʋʋ': «Di 'lɩ, ‑bʋ 'plaa mɔ 'mʋ bʋɩ ꞊hlɔn bʋ.» 
JAS.2.4	'Bʋ mɔ, 'ba yɩ 'a nunuo lɛ nɩ ni, ‑ɛ ‑bɩ ɛ 'wɩ yɩ a 'jrɛ nyibli lɛ, kɔ, 'aan 'lulɛ‑hihie nyre yɩ, ‑ɛ nu꞊o, 'kɩ 'lɩ nyibli nɩ 'hʋɛn a 'mʋ 'nyɩ, a pʋʋ nyiblo nɩ ‑do ‑bati lɛ.
JAS.2.5	'Na 'dɩayɩnʋ ‑na, ba pʋ 'mʋ nʋa yɩ bʋ. Ba kɔ 'a yiyie, nyibli ‑mʋ', ‑ʋ 'yɩ dɛ ‑kɔ, 'kɩ 'nɛ‑ ‑tʋtʋ kɩ, nʋ‑ Nyɩsʋa ‑ha 'lɩ, 'kɩ bʋ kuo ‑Yusu ꞊wlʋ yɩ. ‑Yusu a ꞊wlʋ a yɩkuolɛ a 'mʋ, ɛ mɔ dɛ gbagbʋ, 'ɛ ‑hi 'ʋ ‑tɛblɩ a kʋkɔ. Nyibli a 'mʋ, Nyɩsʋa ‑ha 'lɩ ꞊nʋ nɩ ‑wɛ, 'kɩ bʋ pa 'lɩ 'a 'klɔ yrayrʋ 'kwli. 'Klɔ yrayrʋ a 'mʋ, Nyɩsʋa wɛn 'nɩ, nyibli ‑mʋ', ‑ʋ nʋɛ ꞊nɛ, nʋ‑ di 'lɩ꞊ɩ 'kwli pa. 
JAS.2.6	'A mʋ ‑mɔ ‑bɩ, nyibli ‑mʋ', ‑ʋ 'yɩ dɛ ‑kɔ, a 'nɩ ‑daa꞊a lɩ ꞊nʋ nyibli. Kɛɛ, 'klɔ ‑bʋ a dɛkɔnyʋ, nʋ‑ ꞊tui 'a mʋ ꞊hɩʋɛn, nʋ‑ gbɛ 'lɩ 'a mʋ ‑batipʋnyʋ yɩ. 
JAS.2.7	Ʋ nɩ ‑do a 'mʋ de, ʋ nʋ‑, 'nyrɛ ‑mʋ', Kʋkɔnyɔ ‑nyi 'a mʋ, ‑ʋ yɩ꞊ɩ yɩ nyre. 'Nyrɛ a 'mʋ, nɔ‑ mɔ: ‑Yusu a nyibli.
JAS.2.8	'Bʋ mɔ, 'ba yɩ 'ʋ Nyɩsʋa a tete gbagbʋ ‑mʋ' nɩ ‑tui ‑nɩ, ʋ 'crɩ la, 'kɩ 'lɩ Nyɩsʋacrɩɛn 'kwli, ‑ɛ ‑bɩ a ni ꞊haandɛ. Tete a 'mʋ, ɛ nɔ‑ ‑bʋ: Nʋɛ ‑na 'bɩ ‑tonyiblo, ꞊wɩ yɩ, ‑tɛ ‑nu ‑dɩɔnʋ a nʋɛlɛ. 
JAS.2.9	Kɛɛ, 'bʋ mɔ 'ba yɩ ‑tonyibli lɛ nɩ 'jrɛ, ‑ɛ ‑bɩ ɛ mɔ dɛ 'kuku ꞊nɩɔ, 'a ni꞊e. Nyɩsʋa a tete kɔ bʋ klɔ 'a mʋ, ‑ɛ nu꞊o, a 'wla tete ‑bɩ nɩ. 
JAS.2.10	Nyiblo 'bʋ yɩ 'ʋ Nyɩsʋa a tete a pɛpɛ nɩ ꞊tui ‑nɩ, 'tɩ‑ 'bʋ 'wla 'a 'yɛɛ nɩ ‑do, ɛ ꞊hɛn 'nyrɛ, ɛ 'wla Nyɩsʋa a tete a pɛpɛ nɩ. 
JAS.2.11	'Ɛ mɔ ꞊han‑tɩ, Nyɩsʋa nɩ ‑do a 'mʋ, ‑ɛ pʋ lɛ: ꞊Nɩ 'nuo 'lɩ ‑wlawlɩ, ɛ nɩ ‑do a 'mʋ, ɛ nɔ‑ pʋ lɛ de: ꞊Nɩ 'laa 'lɩ nyiblo. 'A ‑tɩ, 'ye ꞊bɩɩ ‑yɛ' nɩ nu ‑wlawlɩ, kɛɛ, ‑tɛ ꞊lɛ nyibli a ‑tɩ, ɛ 'wɩ yɩ, ꞊wla Nyɩsʋa a tete a pɛpɛ nɩ. 'A ‑bati di ‑mʋ 'nɩ klɔ.
JAS.2.12	Nɔ‑ nu꞊o, 'nɩ yɩ ‑mʋ ‑lee ‑nɩ: ‑Tɩ a pɛpɛ, a hlɛ, kɔ ‑tɛblɩ a pɛpɛ, a ni, ba kɔ 'a yiyie, ɛ nɔ‑ kɔ kɩ Nyɩsʋa di 'ʋ 'a mʋ ‑bati lɛ ‑pʋʋ ‑nɩ, ꞊wɩ yɩ, ‑tɛ a nu 'ʋ 'a tete a 'ʋ꞊tuulɛ. Tete a 'mʋ, nɔ‑ ꞊gblɛ 'a mʋ, 'kɩ 'ʋ dɛ 'kuku ‑mɔ'. 
JAS.2.13	Nyiblo 'bʋ 'yɩ 'a 'bɩhɩan ‑tonyiblo a nyaɩ ‑kɔ, ti ‑kɔ 'yri Nyɩsʋa di 'ʋ ‑bati ‑pʋʋ ‑nɩ, ɛ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ yru 'a nyaɩ ‑wɛ. Kɛɛ, nyiblo 'bʋ kɔ nyibli a nyaɩ, Nyɩsʋa di kɔ 'a nyaɩ ‑wɛ.
JAS.2.14	'Na 'dɩayɩnʋ, nyiblo 'bʋ pʋ lɛ, ɛ kuo Nyɩsʋa ꞊wlʋ yɩ, kɛɛ, 'bʋ 'yɛ nɩ nu ꞊haan‑tɛblɩ ‑mʋ', Nyɩsʋa ‑hʋɛ, ‑ɛ ‑bɩ nyiblo a 'mʋ, 'a 'pʋplɛwin 'nɩ ‑da꞊a ꞊dedede. 'A ꞊wlʋ a yɩkuolɛ 'bʋ kɔ bʋ nɩ 'mʋ lɛ, ‑ɛ ‑bɩ ɛ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ bʋ wa꞊a, 'kɩ 'ʋ Nyɩsʋa a yrʋ a pʋpʋʋ ‑mɔ'. 
JAS.2.15	‑Baklɛ, 'kɩ 'lɩ 'a mʋ 'nyɩ, ‑Yusu a nyiblo ‑bɩ, nɔ‑ 'yɩ 'hʋɩlɛpʋ‑tɛblɩ kɔ dididɛ 'hʋɛn‑ ‑kɔ. 
JAS.2.16	'Bʋ mɔ, 'ba yɩ 'dɩayɩ a 'mʋ nɩ ‑lee ‑nɩ: «Nyɩsʋa bʋ nɩ 'ʋ ‑mʋ ‑mɔ, pʋ ‑tɛblɩ 'hʋɩ lɛ ‑tɛɛ, ‑bʋ di dɛ, ꞊mʋ ꞊mla», kɛɛ, 'ba 'yɩ꞊ɩ ‑tɛblɩ ‑mʋ', ɛ 'yɩ ‑kɔ ‑nyi, ‑ɛ ‑bɩ 'aan 'pʋplɛwin 'nɩ da꞊a ꞊dedede. 
JAS.2.17	Kɛ‑ ɛ nɩ 'mʋ ‑wɛ, 'kɩ 'ʋ Nyɩsʋa a ꞊wlʋ a yɩkuolɛ ‑mɔ'. Nyiblo 'bʋ hla꞊a, ‑ɛ mɔ, ɛ kuo Nyɩsʋa ꞊wlʋ yɩ, kɛɛ, 'bʋ 'yɛ nɩ ‑hʋa bʋ nu ꞊haan‑tɛblɩ ‑mʋ', Nyɩsʋa ‑hʋɛ bʋ nu, ‑ɛ ‑bɩ 'a ꞊wlʋ a yɩkuolɛ a 'mʋ, ɛ 'nɩ ‑da꞊a ꞊dedede.
JAS.2.18	‑Baklɛ, kɛ‑ nyiblo ꞊dʋ di pʋ: «‑Ʋ ‑bɩ kuo Nyɩsʋa ꞊wlʋ yɩ, ‑ʋ ‑bɩ 'ʋ ni yɩnɔ‑tɛblɩ.» ‑Tɩ 'n di꞊e yɩ hla, ɛ nɔ‑ ‑bʋ: «Tɔɔ 'mɔ꞊ɔ, ‑tɛ ‑nu Nyɩsʋa a ꞊wlʋ a yɩkuolɛ, ‑tɛ ‑yɛ' nɩ ‑hʋa ‑bʋ nu yɩnɔ‑tɛblɩ, 'na 'mumu, yɩnɔ‑tɛblɩ ‑mʋ', 'n ni, 'mʋ ‑mɔ꞊ɔ ‑tɔɔ ‑nɩ, ‑ɛ di꞊e nu, ꞊mʋ꞊ʋ 'ye, ‑ɛ mɔ, 'n kuo Nyɩsʋa ꞊wlʋ yɩ.» 
JAS.2.19	‑Tɛ ‑mʋ', ‑nu, ꞊nɩ pʋ꞊ʋ ꞊haan‑tɩ, ‑ɛ mɔ, Nyɩsʋa mɔ Nyɩsʋa nɩ ‑do, 'nɩ yɩ ‑mʋ 'nɩ ‑lee ‑nɩ, ‑ɛ mɔ: Ɛ nu ‑tɛɛ, kɛɛ, 'kuo ‑hʋɩn a 'mumu, ʋ pʋ꞊ʋ ꞊haan‑tɩ ‑wɛ, ‑ɛ mɔ, Nyɩsʋa mɔ Nyɩsʋa nɩ ‑do. Ɛ nɔ‑ kɔ ‑tɩ, 'ʋ yɩ 'hɩhlɛ ‑nɩ, hʋannʋ a ‑tɩ. 
JAS.2.20	‑Mɔ ‑mʋ', ‑ɛ 'yɩ 'lulɛ‑hihie ‑kɔ, ꞊bʋ tɔɔ ‑mɔ꞊ɔ, ‑ɛ mɔ, 'bʋ mɔ, ꞊nɩ kuo Nyɩsʋa ꞊wlʋ yɩ, 'tɩ‑ ꞊nɩ 'yɛ nɩ ‑hʋa ‑bʋ nu ꞊haan‑tɛblɩ, ‑ɛ ‑bɩ ‑na ꞊wlʋ a yɩkuolɛ a 'mʋ, ɛ 'nɩ ‑da꞊a lɩ ꞊dedede. 
JAS.2.21	‑Aan 'baɩ Abrahamʋ a ‑tɩ, bʋ bi 'lɩ ‑mʋ 'kwli. Abrahamʋ a 'mʋ, ɛ ‑wɛ la ‑mɔ, 'kɩ bʋ ꞊tuu la 'ʋ Nyɩsʋa 'ʋ, 'ye ꞊bɩɩ ɛ di 'a 'yu Yisakɩ ‑ha, ɛ 'mʋ 'a ‑cɔhlʋn pi, 'kɩ 'ʋ Nyɩsʋa ye'. Dɛ a 'mʋ, ɛ nɔ‑ nu꞊o, Nyɩsʋa 'ɛ 'sii la 'ʋ꞊ʋ yɩ, 'kɩ 'ʋ 'a dɩɔnʋ ye'. 
