GEN.1.1	Talfut kese ding dim bakate, Sunbin-Got e abiil so kawin so mesesem alik alik be kilkese kale. 
PHP.2.1	Feinka! Alik alik mesesem mesesem eisneng be fein yom dim alakabe kasike kame, 
PHP.2.2	alik alik yu nem kalfong be beki kuw beki kuw katiw elo duleweko, ibolow fukunin ki makmak kebomi, ibolow mutuk fian dulew dulew kukuw kukuyembomi, yom ibolow so, dem so, alik alik be makmak kuw keboliwka!
PHP.2.3	Yu kanelom yukalem kal anggil beem fukunin kuw geleweko, bonge bonge kemokoliw te! Kate, yu ibolow fukuneko, bokolomeliw: “Nu mali nakunum kumel kunum waneng biim kiin dim kel ibolow falit kukuw angeko, im afak bin kukuw gelewemuma!”, angboliwka!
PHP.2.4	Yu kanelom yukalem kal anggil beem dulum elote kuw fukunemokoliw te! Kate, yu kakunum kumel kunum waneng im dulum bakati ibolow fukunemoliwka!
PHP.2.5	Feinka! Yukalem ibolow tem em fukunin e Kulais Yesus em ibolow tem beem fukunin atew kelewboliwka!
PHP.2.6	Kulais e Sunbin-Got akalem akate kate, e akalem alenale abin be net aulinba kese te.
PHP.2.7	Kate, e akalem ibolow fukuninba keko, akalem alenale abin be koleweko, sak weng afak kunum nukatetew kese te.
PHP.2.8	Keko beli, akalem ete de mit dako, Sunbin-Got em weng kiliko, kilele gelewse kasike, i elo ais dim ka kel silbiki kolewiwi, e kunum wa im kuankemin atew kuanse te.
PHP.2.9	Kuanei, Sunbin-Got e elo atin kuw auk so, kitil so, wiin fian so, keleweko, em wiin katiw elo daolewse kasike, em wiin e mali wiin aik alik biilo atin kuw bakiyemkabe te.
PHP.2.10	Kanelewse kasike, abiil tikin biliw so, kawin dim kaleem biliw iso, kawin dim kaleem afak biliw iso, finik so biliw alik alik i Yesus em mit kel gatak wakas angeko,
PHP.2.11	weng fian kaim dim akate gaaneko, bokolomeliw: “Yesus Kulais ete kuw Kamok Fian ete te!”, angesomi, Aatim Sunbin-Got em wiin fian kuw daolew kemoliwka!
PHP.2.12	Keko beli, ibolow mututk fian keyembi nakunum kumel kunum waneng yutaka! Yu nem weng kale kiliko, suaem emdiw, kame akati gelewemoliwka! Nem yuso bi ding dim akal, nem yuso binba keko, singam kel kebi ding dim akal, yu diwkuw diwkuw kun kuluko, “Sunbin-Got e nukalem wa kukuw beem yan sak misim kuw kulu koyemse kai!”, angeko, Sunbin-Got em yulo mo koyemse deiw kikis dim ka kel kakabomi, sili sili kukuw beem dulum elote finganeko, deiw kikis beem aluwbamin be dubuluw angboliwka! 
PHP.2.13	Feinka! Sunbin-Got akalem ete yom ibolow tem ka kel aluweko, yom ibolow fukunin akal, yom deiw kikis ka kel kakabiliw beem kukuw akal, alik alik be famde koyemkabe kasike, yu ki keko, akalem kiin dim kel kiol kuw kukuw so kakabiliw te.
PHP.2.14	Yu kanelom kawin dim kaleem aluwbamin beem dulum elote weng buk keko, weng anyam kuw kemokoliw te! 
PHP.2.15	Kanelinba keliw tewe, yu sen banim keko, Sunbin-Got em aul sili sili nam em dulum elote dolon kelinba kebiliw aul kebomi, tokotoko inkal banim kunum waneng kebiliw te. Kebomeliwi, yu kawin dim kaleem atin kuw wa wa so kukuw kekabiliw kawtiw biim mutuk ka kel fial im ailbin mililiw mutuk ailkabiliw fial biimdiw kebiliw te.
PHP.2.16	Keko beli, yu Sunbin-Got em finik so Weng Kal Ken Ati be kilele auleko, beem deiw elo kakamoliwka! Kakamiw tewe, Kulais em iti toloke ding dim kabalak e, ne wiin so kunum mak keloki te. Nimtew angom? Nem yom dulum elote bukeko, kitil kuw aluwbabi aluwbamin be sak dem so banim keko, baniminba kebe kasike.
PHP.2.17	Kate, maka i nelo samal emdiw neniwi, ne aik ayem emdiw ka kel kuani tewe, nem buselokoliw kaim so, yukalem Yesus elo fein ibolow beso, alew be bongguko, makuw Sunbin-Got em wiin fian daolewkabe te. Kaneko kasike, ne alik alik yuso makuw bongguko, kalfong fian kakatkabi te. 
PHP.2.18	Beemdiw, yukati neso makuw bongguko, kakatemoliwka!
PHP.2.19	Ne Kamok Fian Yesus elo “Kaneloka!”, dangeko, fongate akate Timoti be yom fukunin dabalalewomin ibolow kebi te. Nimtew angom? E yom mit bokou angeko, iti nem mit elo teleko, yom kanebiliw sang be de teleko, bokonemei, nem ibolow kalfong so keneme te. 
PHP.2.20	Feinka! Mali kunum mak Timoti emdiw banim te. Ete kuw yom ken biliw beem dulum elote ibolow fukunkabe kunum ete te. 
PHP.2.21	Mali kunum alik alik i mian wanin bisil nam kuw ite te. I ikalem ibolow kuw fukuneko, Yesus Kulais em dulum elote ibolow fukuninba kekabiliw te.
PHP.2.22	Kate, Timoti e neso makuw Sunbin-Got em Weng Kal Ken Ati be de kakamelei, alik alik yu em aluwbamin be atemeko, kiliko, kal kebiliw te. E nakalem min emdiw keko, eso, neso, nulum nu makuw aluwkakawkabuluw te. 
PHP.2.23	Keko beli, nem dulum elote kanenemoke eisneng be atemoki ding dim kabalak e, ne elo yom dim elo dabalaloki te. 
PHP.2.24	Nukalem Kamok Fian e nem ibolow tem ka kel weng mak dunemse kasike, ne ibolow fukunite: Fongate akate nem teing sok so ge konemsiliw sok be silel konemiwi, ne yom fukun toloki te.
PHP.2.25	Sua kel akate, yu Efafoloditus elo nem mit elo dabalaliwi, e teleko, neso bomi, nelo kilele dakanembe te. Dakanembomi, e neso wonuk so kunum emdiw Sunbin-Got em aluwbamin fian be aluwbabise te. Kame, ne ibolow fukunomeli: ‘Nem nakunum Efafoloditus beelo iti yukalem dim elo dabalaloki kai!’, angbi te.
PHP.2.26	Nimtew angom? Yu Efafoloditus em wakamin kuluse em sang kiliko, sakik kulusiliw kasike. Beem mongom ete e yom biliw dim elo unomin ibolow fian kekabe te. 
PHP.2.27	Feinka! E wakamin fian kuluko, mewso kuanomin kis kese kate, Sunbin-Got e elo ibolow kinkin kukuleweko, iti ken kelewse te. E elo ibolow kinkin kukulewse kate, e nakalem akati kinkin ibolow fian so kasi konembe kasike, ne em dulum elote iti sakik ilum makso nam kuli te. 
PHP.2.28	Kasike kame, ne ibolow fian kuw keko, elo iti yom dim elo dabalalomin ibolow kebi te. Nimtew angom? Em yom fukun elo toloke ding dim bakate, yu iti kalfong kelewsomeliwi, nem ibolow tiaktiak kebi bakati banimoke kasike. 
PHP.2.29	Feinka! Mali Efafoloditus akatetew kebiliw kunum waneng biilo kalfongyemeko, wangweng keyemboliwka! Kasike, nakunum beem iti yom dim elo toloke ding dim bakate, yu elo fein beemdiw kanelewoliwka! 
PHP.2.30	Nimtew angom? E yom abin kuluko, nelo dakanem teleko, akalem finik so bin beem dulum elote ibolow fukuninba kesomi, Kulais em aluwbamin kuw kitil aluweko, em kanese beem mongom ete mewso kuanse kasike.
PHP.3.1	Nakunum kumel kunum waneng yutaka! Weng be banim kolomin dim kabalak e, yu Sunbin-Got elo kalfongdew kemoliwka!
PHP.3.1	Nem suaem fut tem bosi weng be yulo dokoyemkabe kasike, ne gal kelinba kebi kate, taun ki weng be fut tem ka kel iti boko, bokoyemomeli: 
PHP.3.2	Mali kut mian atul nam atew kebiliw kunum wa mak yom fukun teleko, yulo bokoyemomeliw: “Mesik esik yu yukalem ^kal okiliw tewe, yu ki keko, Sunbin-Got em fein angin kelinba kebiliw te.”, yangeko, bakayem tem bakayem tem de teliw kasike, yu kilelbiko, boliwka! 
PHP.3.3	Nimtew angom? Nukalem ete kuw nu Sunbin-Got em fein kunum waneng nute te. Sunbin-Got em Sunbin-Finik e num mutuk ka kel bomi, em wiin daolewkemin fein deiw be nulo kukuyemkabe kasike. Kukuyemkabe kasike kame, nu Yesus Kulais em num dulum elote kuaneko, nulo dokoyemse deiw beem dim elo kuw kalfongdewko, ka kel kakabuluw te. Kate, nu kilele kal keluwete: Kal okilew kemin kukuw so, mali kawin dim kaleem kukuw gelewbin kukuw so, beem deiw alik alik angom bi, nu ki keko, kiol kuw sen so banim kunum waneng kelinba kebuluw te.
PHP.3.4	Sua kel kabalak e, nakati nem aluwbamin beem dulum elote sen banim kelomin em deiw gelewemali kunum ke alenali te. Nem gelewemali deiw beem aluwbamin be ne kitil kuw aulewko, ibolow fukunomeli: “Ken kukuw kuw gelewkabi kai!”, angeko, mali kunum alik alik ilo bakiyemeko, nakalem kitil ete kuw kilele aluwbameli te.
PHP.3.5	Yu kame nakalem suem kanemali sang be kililina! Ne Isalael kunum nete te. Nem kunum mongom e Benyamin ete te. Nem yem um nelo duku konemsu ding em duan kel ding kese ding dim bakate, i nem ^kal okinemsiliw te. Nem awalik kumel alik alik i Kibulu weng bakabomi, Isalael kawtiw ite kuw kesiliw kasike, i Moses em kukuyemin sawa weng ayem beem afak kel bomi, gelewemaliw te. Nakalem ete ^Falisi kawtiw im kiol kuw kukuw gelewemeli kunum nete te.
PHP.3.6	Nangbiliwi, ne Sunbin-Got em aluwbamin be diwkuw diwkuw kitil kuw aluweko, Yesus em angin ilo yemomin em dulum elote yenggelewemali te. Yenggelewbomelii, kawtiw i nelo netemeko, “Kiol kuw sawa weng gelewkabe kunum ete kai!”, nangeko, nem wiin daonem kemaliw te.
PHP.3.7	Kemaliw kasike, ne sua em gelewemeli kukuw be diweko, fukunomeli: “Sunbin-Got e nelo yan fian mak dunemoke kai!”, angeko, kukuw be kitil kuw aluwbabisi te. Kate kame, ne Kulais em deiw ka kel kakambomi, elo kuw geleweko, “Ka kel uno yo!”, angbi kasike, ne nem sua em gelewsi wiin banim deiw be atin kuw ibik dako, kolewi te.
PHP.3.8	Feinka! Sua em kawin dim kaleem kanekabi eisneng alik alik beem dulum elote ne kame “Be wasan so teng so deiw kai!”, angomi, kolewsi te. Nimtew angom? Ne nakalem Kamok Fian Yesus Kulais ete kuw kilele kal kelomin ibolow kebomi, Kulais em kamge so deiw ken kalete kuw kilele aluweko, kakabi kasike. 
PHP.3.9	Kakabomi, ne Kulais em fein kunum kelii, ne Sunbin-Got em kiin dim e kiol kuw sen so banim kunum keboki te. Nimtew angom? Ne nakalem kitil so kukuyemin sawa weng beem afak deiw gelewinba kekabi kate, ne Kulais elo “Fein!”, dangakabi kasike, em fein deiw bete kuw gelewkabi kasike.
PHP.3.10	Kame, nem ibolow fukunin fian alemsal bi kanekote:
PHP.3.10	Mak e, “Kulais elo atin kuw kal keloyo!”, angbi te.
PHP.3.10	Mak e, “Sunbin-Got em Kulais elo dawkalfolse em kitil be ne atin kuw kal keloyo!”, angbi te.
PHP.3.10	Mak e, “Nem Kulais em deiw ka kel kakabisi ding dim bakate, ne eso bongguko, em aluwbabi aluwbamin beem dulum elote em ilum kuluko, kuanse ilum beem atuk bakati kuluko, dao kemoyo!”, angbi te.
PHP.3.11	Keko beli, nakati kuanii, “Sunbin-Got em Yesus elo dawkalfolse atew e nakati kanenemeko, namkalfoloke kai!”, angakabi te.
PHP.3.12	Feinka! Ne mesesem mesesem beem dulum elote “Kame atin kuw kal keko, bi te!”, anginba keli kate, Kulais Yesus e nelo “Ku nakalem kunum kute te!”, nangeko, bokonemse kasike, ne kitil kuw keko, Yesus em deiw aluweko, ka kel kakabi te. Kakasomelii, fe kabalak e, ne Kulais Yesus em kiin dim e fein kiol kuw sen so banim kunum keboki te.
PHP.3.13	Ibolow mutuk fian duyemkabi nakunum kumel kunum waneng yutaka! Ne kilele kal kelite: Atin kuw kiol kuw sen so banim kunum kelinba kebi te. Kate, ne suaem eisneng be akokow keko, ibiku koleweko, Yesus em deiw dim ka kel yakamin atew kakabi te. 
PHP.3.14	Kulais Yesus e nelo akalem kunum kenemse kasike, ne kitil kuw keko, akalem deiw dim ka kel yakamin atew kebi kasike, fefe ding keloke ding dim kabalak e, nem Sunbin-Got em mit mewso unoki ding dim bakate, e nelo yan ken mak dunemoke te.
PHP.3.15	Mali fein ibolow em dulum elote tanbelel seiwel kebiliw kunum waneng yu ibolow fukunin ki makmak keko, nem kanebi atew keboliwka! Kate, yu nanew fukunin mak keko, biliw tewe, Sunbin-Got e akalem fukunin ken be yulo fein kukuyemoke te.
PHP.3.16	Kukuyemoke kate, alik alik nu nukalem kulusuluw kal ibolow fukunin beelo kitil kuw aluweko, Kulais em nulo kukuyemse deiw ka kel kilele kakamoluwka!
PHP.3.17	Nakunum kumel kunum waneng yutaka! Yu nem kanekabi kukuw be atemeko, nemdiw kemoliwka! Keko beli, mali numdiw kakameliw kunum waneng im kukuw bakati atemeko, biimdiw kemoliwka!
PHP.3.18	Amemin so, kiin ok temtem so, iti weng taun weng mak yulo bokoyemite: Kawitw banso banso mak Kulais em deiw be gelewin tew kekabiliw kate, i deiw be iti fimdi famde kelewko, Kulais em kuanse be maka keleweko, sak fong eisneng atew kelewkabiliw te. 
PHP.3.19	Kunum waneng bi ikalem kal kakat dem kakat kesomi, ikalem kumun folok keko, elo ikalem got atew kelewkabiliw te. Kanebomi, inkal so eisneng mak kebiliw kate, i inkal banim keko, ikalem wiin ete kuw daokabiliw te. Kate, Sunbin-Got e kawin dim kaleem eisneng so fewtokokabiliw kawtiw biilo diwyemeko, geeyemeko, fein kuiaw fokoloke te.
PHP.3.20	Kate, nukalem ete abiil tikin kasel kebuluw kasike, nukalem fukunin e abiil tikin em eisneng eso fewtokoko, buluw te. Feinka! Nu diwkuw diwkuw nukalem Kamok Fian Yesus Kulais em toloke ding fenbomi, ibolow danong kelewkabuluw te. Nimtew angom? Kaem ding dim kabalak e, nukalem Kamok Fian Yesus Kulais e nulo kuluko, Sunbin-Got em sunsun alakabe dim kalo yemde unoke kasike.
PHP.3.21	Feinka! Akalem kitil e fian kuw keko, mali finik so biliw im kitil be atin kuw bakiyemkabe kasike, alik alik bi em afak ete kuw kebokoliw te. Yesus Kulais em toloke ding dim bakate, e akalem kitil fian em dim e nukalem kawin dim kaleem baluw em banim kal anggil be alwol keleweko, akalem abiil tikin dim em sunsun auk so wiin so kal anggil beemdiw kelewoke te.
PHP.4.1	Kasike, nakunum kumel kunum waneng yutaka! Yu kitil keko, nukalem Kamok Fian Yesus em deiw auleko, kilele gelewboliwka!
PHP.4.1	Ne yulo ibolow mutuk fian duyemeko, ibolow danong keko, “Yom fukun tolo yo!”, yangeko, kakabi te. Nimtew angom? Ne yom Yesus em deiw gelewkabiliw kukuw be atemeko, kakat fian kulukabi kasike. Feinka! Alik alik yu nem bukeko, aluwkabi beem yan ken ati kebiliw te.
PHP.4.2	Yuodia so, Sintike so, kuso yu kililoliwka! Yu ibolow ki makmak keloliwka! Nimtew angom? Kuso yu yukalem Kamok Fian em angin kebiliw kasike.
PHP.4.3	Sisigos
PHP.4.4	Filibai angin yutaka! Yu nukalem Kamok Fian eso fewtokoko, biliw kasike, yu diwkuw diwkuw kalfongeko, boliwka! Iti kililoliwka! Yu kalfongeko, boliwka!
PHP.4.5	Yom menew ibolow be kawtiw alik alik ilo kilele kukuyemboliwka!
PHP.4.5	Nukalem Kamok Fian e mewso tolomin keme te.
PHP.4.6	Yu kanelom sakik ibolow banban kemokoliw te!
PHP.4.6	Kate, ilum ding akal, ken ding akal, diwkuw diwkuw yu Sunbin-Got elo “Kaneyema!”, dangbiliw beem dulum elote eso weng bokoko, dakalakamin weng dakalako, “Weso! Seyo!”, dangboliwka!
PHP.4.7	Kaneliw tewe, Sunbin-Got e akalem menew ibolow be yulo fein duyemoke te. Em yulo duyemkabe ibolow menew be yom ibolow banban kebiliw be atin kuw kasi koyemeko, yom Kulais Yesus eso fewtokobiliw ibolow so, ibolow fukunin beso, alik alik be kilele kilmoko, ateyemboke te.
PHP.4.8	Ibolow mutuk fian duyemkabi nakunum kumel kunum waneng yutaka! Nem weng banim kolomin dim kabalak e, yu kaneko eisneng beem dulum elote kuw ibolow fukunemoliwka!
PHP.4.8	Dasuw banim keko, fein kukuw kemin beem dulum elo,
PHP.4.8	sulin so kukuw beem dulum elo,
PHP.4.8	kiol kuw bin beem dulum elo,
PHP.4.8	tokotoko kukuw beem dulum elo,
PHP.4.8	sen so banim eisneng beem dulum elo,
PHP.4.8	mali im kiin dim e kiol kuw keko, sulin so kebe eisneng beem dulum elo,
PHP.4.8	alik alik mesesem mesesem eisneng beem dulum elote kuw diwkuw diwkuw ibolow fukunemoliwka!
PHP.4.9	Nakunum kumel kunum waneng yutaka! Yu nem weng yulo kukuyemii, yu kiliko, atemeko, kilele kal kebiliw kukuyemin weng be diwkuw diwkuw gelewemoliwka! Gelewbiliwi, ibolow menew em sen mongom kayak Sunbin-Got e diwkuw diwkuw yuso boke te.
PHP.4.10	Ne kalfong fian keko, nukalem Kamok Fian elo “Weso! Seyo!”, dangbi te. Nimtew angom? Yu iti nem ibolow fukuneko, nelo dokonemsiliw kasike. Fein! Yu diwkuw diwkuw nem ibolow fukunkabiliw kate, yu nelo dokonemomin deiw mak ateminba kemaliw te. Kate kame, yu deiw mak atemeko, nelo kilele dokonemsiliw te.
PHP.4.11	Yu kanelom ibolow fukuneko, bokolomeliw: “Fol e mesesem mesesem sukum kebe kasike kame, e nulo fut be dabalayem kebe kasike!”, ange ange kebokoliw te! Itel bate! Feinka! Aluwkabi mesesem mesesem eisneng beem dulum elote ne diwkuw diwkuw nanbow angeko, ibolow menew so bi kasike. 
PHP.4.12	Sunbin-Got e nelo kukunemse kasike kame, mesesem mesesem eisneng sukum kebi ding akal, mesesem mesesem eisneng banso kebi ding akal, wanin sukum kebi ding akal, wanin yom kele ding akal, nomin eisneng mak nem dim tele tewe, ne ibolow nanbow angeko, kakabi te. 
PHP.4.13	Feinka! Nomin eisneng mak nem dim tele tewe, ne akalem kitil em dim e ibolow ki keko, alakabi te.
PHP.4.14	Kate, yu ken kukuw kuw kukunemsomi, nem kal ilum kenemse ding dim kabalak e, nelo ibolow folok kenemeko, neso fangfangdasiliw te.
PHP.4.15	Filibai abiw mutuk fian kunum waneng yutaka! Yukati kal keliwete: Mikmik ding dim kabalak e, nem Masedonia aneng fian be koleweko, Sunbin-Got em Weng Kal Ken Ati be bakayem tem bakayem tem de unemali ding dim bakate, mali Sunbin-Got em sios kunum waneng i neso makuw fangfangdalinba kemaliw kate, yukalem ete kuw neso makuw dulew dulew kukuw gelewemaluw te.
PHP.4.16	Nem Tesalonaika abiw mutuk fian ka kel bisi ding dim bakate, yu nelo banban ding dunemkabiliw kasike, ne sukum kelinba kebisi te. 
PHP.4.17	Iti nelo dokonemomin beem dulum elote ne weng be bokoyeminba kebi kate, yom nelo iti dakanembiliw beem dulum elote “Sunbin-Got e yulo yan ken ati mak so mak so duyemoka!”, angeko, ibolow fukunakabi te. 
PHP.4.18	Kate kame, ne mesesem mesesem eisneng banso keko, ki keli te. Nimtew angom? Efafoloditus e mesesem em teing dim elo dukusiliw mesesem eisneng be de teleko, nelo dunemei, ne banban beki beki kuw kebi kasike. Yom kanebiliw kukuw be Sunbin-Got em kiin dim e ken kamge eisneng atew kelei, e ibolow kalfong so kimilew kebe te. 
PHP.4.19	Nakalem Sunbin-Got e on kisol so auk so kitil so Sunbin-Got kasike, e sukum kebiliw mesesem mesesem eisneng be atin kuw ki keyemboke te. Nimtew angom? Kulais Yesus e yulo akalem angin keyemse kasike.
PHP.4.20	Nukalem Aatim Sunbin-Got em wiin fian be diwkuw diwkuw daolew kemuma! Feinka!
PHP.4.21+PHP.4.22	Yu nem abin kuluko, yom dim biliw Sunbin-Got akalem wiin so galmose kunum waneng alik alik ilo “Biliw yako!”, yangoliwka! Sunbin-Got em neso biliw kunum waneng kaliso, mali kale biliw Sunbin-Got akalem wiin so galmose kunum waneng iso, mali Ulom abiw mutuk fian em emisik kamok fian akalem am fian ka kel biliw Sunbin-Got em kunum waneng bi so, alik alik bikati yulo “Biliw yako!”, yangiw te.
PHP.4.23	Kamok Fian Yesus Kulais em ibolow folok e yom dim alakabiliw finik biso boke te!
PHP.4.23	Bete kuw. Nem fut weng boyemi fut kame kilaka.
COL.1.1	Fol ne Kulais Yesus em kalan kunum nete te. Nimtew angom? Sunbin-Got e akalem ibolow ete kuw geleweko, nelo galmose kasike. Kame, neso, nakalem nakunum Timoti so, aso nu 
COL.1.2	weng kale Kolosi abiw mutuk fian kasel yulo boko, dabalayemuw te. Feinka! Sunbin-Got e yulo akalem galmose kunum waneng keyemei, yu diwkuw Kulais elo “Fein!”, dengakabiliw kunum waneng kebiliw kasike.
COL.1.2	Nukalem Aatim Sunbin-Got em menew ibolow so, akalem ibolow folok so, be yuso boke te!
COL.1.3	Aso num nukalem Kamok Fian Yesus Kulais em Alew eso weng bokokabuluw ding dim bakate, aso nu yom ibolow fukuneko, diwkuw diwkuw elo “Weso! Seyo!”, dangakabuluw te.
COL.1.4	Nimtew angom? Aso nu kililuwete: “Kolosi abiw mutuk fian em kunum waneng i Kulais Yesus elo ‘Fein!’, dangeko, kitil ke aluweko, mali Sunbin-Got akalem galmose kunum waneng alik alik ilo ibolow mutuk fian kuw keyemkabiliw kai!”, angbiliwi, nu kilikabuluw kasike. 
COL.1.5	Nimtew angom? Yu diwkuw diwkuw Sunbin-Got em ken eisneng abiil tikin kel memen keyembe eisneng beem dulum elote kalfongeko, beem kulomin ding fenkabiliw kasike. Feinka! Emisik mindak e, Sunbin-Got em Weng Kal Ken Ati be yom dim telei, yu kiliko, fein weng beem kaneloke sang be kilisiliw te.
COL.1.6	Yu kililina! Weng Kal Ken Ati be bakayem tem bakayem tem de kakabiliw aneng aneng angom alik alik ka kel weng be diwkuw diwkuw dem banban gilase te. Beemdiw, emisik ding dim kabalak e, yom weng be kiliko, Sunbin-Got em yulo kukuyemkabe ibolow folok fian be atemsiliw ding dim bakate, weng be alik alik yom mutuk akati dem ken mak gilakabe te. 
COL.1.7	Aso nukalem aluwkabuluw atew aluwkabe ibolow fian dulewkabuluw kunum Ebafalas e yulo weng ken ati kale fein kukuyemse te. E Kulais em fein aluwbamin kunum keko, yulo dakayemkabe kunum ete te.
COL.1.8	E aso nulo bokoyemomele: “Sunbin-Finik e Kolosi abiw mutuk fian beem kunum waneng im ibolow tem ka kel ibolow mutuk fian kelew kelew kukuw dukuyemse kai!”, yangse te. 
COL.1.9	Yangei, kaem ding dim elote teleko, aso nu diwkuw diwkuw Sunbin-Got eso weng bakabomi, dakalakabuluw kasike, Sunbin-Got em ibolow fukunin be yom dim ka kel gekeko, bomelei, Sunbin-Finik e fukunin ken kuw so, kiol kuw so, alik alik be yulo fein duyemboka!
COL.1.10	Duyemei, yu ki keko, Sunbin-Got em kiin dim e ibolow kiol kuw kukuw so kakamoliwka! Feinka! E yom kanekabiliw kukuw be atemeko, kakat fian kuw keyemsomi, yom aluwbamin ken ati alik alik be dem ken so kuw kelewsomi, yom Sunbin-Got elo kal kebiliw be atin kuw bamki fian so keloke te. 
COL.1.11	Kesomi, akalem abiil tikin beem kitil fian bete yulo akati yemkitilmoloke te. Yemkitilmolei, ilum ding kabalak e, yu kitil kuw moko, ibolow menew kuw kebomi, em yulo dokoyemoke ding fensomi, kakateko,
COL.1.12	Aatim elo “Weso! Seyo!”, dangboliwka! Nimtew angom? E yulo akalem wiin so amkoko, abiil tikin em ken eisneng mesesem be yuso, em ailbin dim kakabiliw akalem galmose kunum waneng iso, alik alik makuw bongguko, yom dim memen keyemsomelei, “Yu kulokoliw te!”, yangse em mesesem be yu fein kuloliw te.
COL.1.13	Num mililiw em kitil afak bisuluw ding dim bakate, e nulo kulu yemdeko, nulo akalem ibolow mutuk fian dulewkabe Min beem ^gawman dim kalo yemdeko, ka kel koyemse te.
COL.1.14	Feinka! Akalem Min be num sili sili nam kukuw beem yan e akalem teing dim weneko, num sili sili nam be sak misim kuw kulu koyemse te.
COL.1.15	Feinka! Nu ki keko, Sunbin-Got elo kiin so ateminba kebuluw kate, akalem Min bete akalem alew em kiskiw takak ki atew ete te. E Sunbin-Got em emisik aul makmak kebomi, mesesem eisneng em talfut kelinba kese ding dim bakate, Yesus e alik alik beem emisik wiin so kak kunum ke alakabe te.
COL.1.16	Sunbin-Got em Min beem teing dim e, Aatim Sunbin-Got e abiil tikin so kawin dim so alik alik beem eisneng be talfut kelewse kale. Fein!
COL.1.16	Alik alik num atemkabuluw eisneng so,
COL.1.16	mesesem mesesem ateminba kekabuluw eisneng so,
COL.1.16	mali kitil so, wiin so, eisneng angom biso,
COL.1.16	alik alik dukuse angom beso,
COL.1.16	alik alik angom eisneng be e akalem Min beem teing dim elo kuw dukusomi, akalem dim elo kelewse te.
COL.1.17	Mesesem mesesem angom alik alik be fitewinba sele akate, akalem ete kuw alenale kale.
COL.1.17	Akalem ete mesesem mesesem angom alik alik be kilele aluwkabe te.
COL.1.18	Akalem ete kal anggil em kak atew keko, bomelei, sios kunum waneng num kak kunum kebe te.
COL.1.18	Kilkemin ding dim bakate, e bomi, emisik kunum ke alenale te.
COL.1.18	Akalem ete kuaneko, emisik iti baba teinse kunum kese kasike kame,
COL.1.18	akalem ete mesesem mesesem angom alik alik beem kak kunum kebe te.
COL.1.19	Sunbin-Got e akalem ibolow fukunin kuw geleweko, kalfongeko, akalem ibolow tem fian be Min beem ibolow mutuk ka kel abuko, gekse te.
COL.1.20	Keko beli, e akalem ibolow fukunin geleweko, Min beem teing dim e kawin dim so, abiil tikin dim so, dim angom alik alik beem mesesem mesesem angom be iti em mit mewso keyemse te. Nimtew angom? Kulais e ais dim kel kuanei, em kaim e buseleko, menew so bin kukuw wese kasike.
COL.1.21	Dil dil e, yu Sunbin-Got elo singam kelewko, ibolow fukunin maka kelewbomi, kukuw wa kuw keemaliw te.
COL.1.22	Kate, Kulais em ais dim kel kuanse ding dim bakate, e yulo iti Sunbin-Got eso bongguko, em mit mewso koyemse te. Kaneko beli, e yulo akalem wiin so amkoko, moko, Sunbin-Got em kiin dim e kiol kuw sen so banim kais ati kuw duku koyemse te.
COL.1.23	Kate, yu yukalem fein ibolow be kilele net kelewko, kitil kuw moko, kanelom ibolow teifuluko, bokoliw te! Yu Sunbin-Got em Weng Kal Ken Ati beem weng ken be kiliko, aluweko, inkal kelinba kesomi, em yangse weng be fein kaneloke e ding fenboliwka! Fein te! Sunbin-Got em Weng Kal Ken Ati be, aneng aneng angom im kasel alik alik im dim bakayem tem bakayem tem de kakabisiliw te. Bakayembiliwi, Fol nakati Weng Ken Ati beem aluwbamin kunum kebi te.
COL.1.24	Nakunum kumel kunum waneng yutaka! Kame, yom sen elote ne kal anggil ilum kulukabi kate, beem mongom ete ne kalfong fian kulukabi te. Feinka! Kulais em akalem kal anggil sios kunum waneng num dulum elote kuluse kal anggil ilum fian beem atuk kolewse be kame ne banim kelomin kebi te.
COL.1.25	Yu kililina! Sunbin-Got e aluwbamin fian mak nem teing dim elo dako, nelo sios kunum waneng yom aluwbamin kunum kenemei, ne yulo dakayembomi, Sunbin-Got em weng beem dulum elote “Yu atin kuw kal kelina!”, angomi, kukuyemkabi te.
COL.1.26	Sua dak elote teleko, kunum waneng alik alik i akalem ibolow win sang be kal kelewinba kesiliw kate, kameem ding dim bakate, Sunbin-Got e akalem ibolow win sang be em galmose kunum waneng biim kiin dim kel fein kaim dim fitewse te.
COL.1.27	Feinka! E akalem ibolow fukunin kuw geleweko, wokmose wiin fian so, auk so kitil so weng be Isalael kawtiw num ibik biliw kawtiw yulo kukuyemse te. Ibolow win sang be kanekote: Kulais e yom mutuk tem ka kel belei, yu em yom dulum elote abiil tikin ka kel dukuse bamki eisneng beem kulokoliw ding fenbiliw te. 
