MAT.1.1	Abraham tapa David, tapa Jesu Krist khangthu bu.
HEB.2.7	thupina leh zahna na khusak a, na khut nasepte tungah na koihta hi,
HEB.2.8	siljousiah a thuthu a om ding in akeng nuaiah na koihta hi,”
HEB.2.8	chi`n ana theisakta hi.
HEB.2.8	“Sil jousiah a thuthu a om ding a anuai a akoih jiakin”;
HEB.2.8	anuai a akoihlouh bangmah a omkei hi. Hinanleh tu leh tuin sil jousiah anuai a kikoih in i munai tadih kei uhi. 
HEB.2.9	Hinanleh Jesu pen, Pasian hehpihna jiak a michih a ding a sihna a cheptheihna ding a, sihna a thuakna ding jiakin themkhat vantungmite sang a ngiamjaw a bawla om a, thupina leh zahna khuksak a om in i mujaw uhi. 
HEB.2.10	Ajiak amah a ding a sil jousiah om a amah jiak a bangkim ompa a dingin pen, ta tampite thupina a puilutna a, a hundamna uh bawltu pen gimthuaknate jiak a sukbukim ahih akilawm mawng ahi.
HEB.2.11	Ajiakpen hihsiangthoutu leh hihsiangthoute pen khat a pat ahi ua, huajiakin aman amauhte pen unaute chih ajumkei hi. 
HEB.2.12	Tuachi`n,
HEB.2.12	“Ka unaute kiangah na min ka phuangkhia ding a;
HEB.2.12	kikhawmte lak ah la sa in kung phat ding hi,”
HEB.2.12	chi in. 
HEB.2.13	Tualeh, “Amah ah ka ginna ka koih ding a,” achi kik hi. Tualeh, “En un keileh Pasian hung piak naupangte,”
HEB.2.13	achi kik hi. 
HEB.2.14	Tuachi`n, naupangte pen taksa leh sisan tangkhawm ahihjiak un, amahngei in zong huamah bang a hungtang hi, sihna jiak a sihna thuneitu, dawi, a sukmang theihna ding in, 
HEB.2.15	sih laujiak a adamsung teng uh saltang a om jousiahte a suahtatsak theihna ding in. 
HEB.2.16	Ajiak aman vantungmite panpihna a piakei a, hinanleh Abraham suante a panpih jaw hi. 
HEB.2.17	Tuajiakin mi a ding a khialhna thupha tawina ding a, Pasian lam silte a siampi mi khuatuahthei leh gin-omtak ahihtheihna dingin, sil jousiah a a unaute bangbang a bawl a ahung ompen amah a dingin apoimoh him ahi. 
HEB.2.18	Ajiak amahngei in zong khemna tuak a ana thuaktak jiakin, khemna thuakte apanpih thei hi.
HEB.3.1	Tuajiakin, unau siangthou, vanlam sapna tangte aw, i thugin uh sawltakte leh, siampi Krist Jesu ngaihtuah un. 
HEB.3.2	Pasian innsung mite jousiah lak a Mosi agin-om mahbang in, amahpen aguattu kiangah agin-om hi. 
HEB.3.3	Ajiak inn sang a alamtu pahtawia aom jawk bang ngeiin, amahpen Mosi sang a thupijaw a sim ahita hi. 
HEB.3.4	Ajiak inn jousiah mi kuahiam khat lam ahi a, hinanleh sil jousiah alamtu Pasian ahi. 
HEB.3.5	Tualeh Mosi pen khuanung a thu hung kigen dingte theihsakna dingin, Pasian innsung nasemte jousiah lak ah sila bangin agin-om taktak hi. 
HEB.3.6	Hinanleh, Krist pen, Tapa bangin ama innsung ngeiah agin-om ahi, a tawpdong a i hahkatna uleh i kinepna kipakna uh i tukdet phot uleh a innsung mite ihi uhi.
HEB.3.7	Tuajiakin, Khasiangthou gen bang in,
HEB.3.7	“Tunia a aw najak uleh,
HEB.3.8	gamdai a ze-etni a ahih thangpaih bang un,
HEB.3.8	na lungtang uh khauhsak kei un,
HEB.3.9	hualaiin na pulehpate un ahung khem ua, ahung ze-et ua,
HEB.3.9	tualeh kum sawmli sung ka silbawl a muta uhi.
HEB.3.10	Tuajiakin, hua suante tungah ka hehta a,
HEB.3.10	‘tualeh amau`n a lungtang un a ngaihtuah khial gige ua,
HEB.3.10	ka lampite zong a theikei uh,’
HEB.3.10	ka chi hi.
HEB.3.11	Tuachi`n ka thangpaihna in ka kichiam a:
HEB.3.11	Ka tawldamna ah alutkei ding uh!”
HEB.3.11	chi in.
HEB.3.12	Pilvang un, unaute, atuachih keileh Pasian hing a pat paikhia dingin nalak ua mi khattou sungah gitlouhna, lungtang gilou ahung omkha ding hi. 
HEB.3.13	Hinanleh “Tuni,” akichih laiin nitengin khat leh khat ki hasottuah jaw un, atuachih keileh nalak ua mi kuahiam khat khialhna a khemna a hihkhauh in na omkha ding uhi. 
HEB.3.14	Ajiak i ginna kipatna uh a tawpdong a kiptak a i tukkip pouh uleh Krist tanpihtute i hita uhi.
HEB.3.15	tualeh:
HEB.3.15	“Tunia, a aw najak uleh,
HEB.3.15	a hehsak lai uh bangin
HEB.3.15	na lungtang uh khauhsak kei un,”
HEB.3.15	chih ahihlai in. 
HEB.3.16	Ajiak khenkhat in ajak hang un a hihthangpai uh, ahita in zong Izipt gam a pat Mosi puikhiatte hilou ahi-uh maw le? 
HEB.3.17	Tuin kuate tungah ahia kum sawmli sung lungkim loua a om? Sil bawlkhialte, gamdaia aluang uh lumte tungah hilou amaw. 
HEB.3.18	Tualeh a gingtaloute kiang loungal kua kiangah ahia, “Tawldamna ah na lutkei ding uh,”
HEB.3.18	chia a kichiamna? 
HEB.3.19	Tuachi`n gintatlouhna jiakin a lutthei takei uh chih imu uhi.
HEB.4.1	Tuajiakin, i lau ding uh, atuachih keileh a tawldamna a lutna ding thuchiam omjing napi`n nalak ua mi khattou chinglouin na omkha ding uhi. 
HEB.4.2	Ajiak amau kiang a gen ahih mahbang in; tangthupha pen i kiang a gen ahi a, hinanleh thu a jatute a ginna tawh akizoplouh jiakin, athujakte uh pen amau`n a phattuampih kei uhi. 
HEB.4.3	Ajiak ei a gingtasate pen hua tawldamna ah i lutta uhi,
HEB.4.3	“Ka tawldamna ah a lutkei ding uh:
HEB.4.3	‘Ka thangpaihna a ka kichiam mahbang in!’ ”
HEB.4.3	leitung siamchil a pat nnate siamzohsa hitamahleh, chia agen mahbang in. 
HEB.4.4	Ajiak aman munkhat ah nisagih ni thu hichibang in agen hi, “Tualeh Pasian in nisagih ni in a nasep jousiah a pat a tawldamta hi,” chi in. 
HEB.4.5	Tualeh hihmun ah, “Ka tawldamna ah a lutkei ding uh,” achi kik hi. 
HEB.4.6	Tuajiakin mi khenkhat tawldamna ah alut ding uh thuchiam a omnak lai jiakin leh, nidang a tangthupha gen masaknate a thumanlouh jiak ua alutlouh jiak un. 
HEB.4.7	Hun sawtpi nungin David ah, “Tuni” chi`n bangni ahiam khat a guatkik a:
HEB.4.7	“Tunia, a aw najak uleh,
HEB.4.7	na lungtangte uh khauhsak kei un.” 
HEB.4.8	Ajiak Joshua in amaute tawldamna na piakhinta hileh, tuanung in aman nidang thu agen kei ding hi. 
HEB.4.9	Tuajiakin Pasian mite a dingin tawldamna khat aom nalai hi. 
HEB.4.10	Ajiak Pasian in ama nasepte a khawlsan mahbang in ama tawldamna a lutte zong a nasepte uapat a khawlta uhi. 
HEB.4.11	Tuajiakin hua tawldamna a lut ding in hahpan in i pang ding uhi, atuachih keileh mi khattou hua gintatlouhna etsakna bang a om in i puk kha ding hi.
HEB.4.12	Ajiak Pasian thu pen ahing a, sil a bawlthei a, namsau hiamtuah sangin ahiamjaw a, hinna leh kha, tualeh guhtuah leh chintuiguh khenthei khop in asunthei a, lungtang a ngaihtuahnate leh tupte theikhentu ahi. 
HEB.4.13	Tualeh silsiam khatzong ama mitmuh a kisel bangmah a omkei a, hinanleh akiang a i tanchin i tutna dingpa mitmuh in siljousiah guaktang leh kihongsa ahi.
HEB.4.14	Tuachiin, vante a paisuak Siampi, thupitak Jesu, Pasian Tapa, ineih jiakin i thugin uh i pomkip ding uh ahi. 
HEB.4.15	Ajiak i hatlouhnate uh hung thuakpih khalou siampi i neikei a, hinanleh eimah bang a lamchinteng a khemna tuaksa, khialjong khiallou nei i hijaw uhi. 
HEB.4.16	Tuajiakin zahngaihna i tantheihna ding un leh taksap hun chiang a panpihna ding a hehpihna leh zahngaihna i muhtheihna ding un, hangsantak in hehpihna laltouna pen inaih ding uhi.
HEB.5.1	Ajiak siampi mi lak a kiladokte pen khialhnate jiak a silpiakte kithoihnate alatkhawm theihna dingin, Pasian lam silte a mite a ding a pansak ahi uhi. 
HEB.5.2	Aman bangmah theiloute leh lamkhialte tungah hehpihna a neithei hi, ajiak amah ngeizong hatlouhna a tuam in ana omta hi. 
HEB.5.3	Tualeh hihte jiakin mite a ding a alatsak bangin, khialhnate jiakin amah a ding ngeizong alat apoimoh hi. 
HEB.5.4	Tualeh hua pahtawina pen, Aaron asap bang a Pasian in asap louh ngal, mi kuamah in amah a dingin a kilak ngaikei hi. 
HEB.5.5	Tuachimah bangin Krist zong siampi a siam a om ding in amah leh amah a kitawisang kei hi, hinanleh a kiang ah,
HEB.5.5	“Nang Ka Tapa na hi,
HEB.5.5	tuni`n kung neikhia hi.”
HEB.5.6	Aman muntuam khat a,
HEB.5.6	“Nangpen Melkizedek bang a,
HEB.5.6	tangtawn siampu na hi,”
HEB.5.6	chia agen mahbang in. 
HEB.5.7	Aman taksa a aomlai nite in, sihna lak a amah hundamtheipa kiangah nakpitak a kap leh khitui luangkawm in thumna leh ngetna alat nungin, Pasian laudan a siamjiak in ngaihkhiat in a om hi. 
HEB.5.8	Tapa hinanleh zong, a silthuakte lakpan thumandan ajilta hi. 
HEB.5.9	Tualeh sukbukim a hung om in, a thumangte jousiah a dingin tangtawn a hundamna thuneitu a hunghita hi, 
HEB.5.10	Melkizedek omdan bang a siampi in Pasian in a bawlta hi.
HEB.5.11	Amah tungtang gen ding tampi ka nei ua, na ngaihpeih louh jiak un agenchian zong ahaksa hi. 
HEB.5.12	Ahun lam ngaihtuah injaw heutu hikhinta hile uchin kilawm hi a, Pasian thubulte kuahiam khat in a hunghilh ngaikik na hita uhi. Tualeh an-gum hilou a, nawitui kiphamoh bang na hunghita uhi. 
HEB.5.13	Ajiak nawitui nejousiah naungek ahihjiak un, diktatna thu ah theihna aneikei uhi. 
HEB.5.14	Hinanleh an­-gum pen mi pichingte, a ngaihtuahna uh jang a atheih theihna uh hihjoitate a ding ahi.
HEB.6.1	Tuajiakin Krist thubulte nusia in pichin lam i manoh ding uhi. Silbawl sisa a pan kisiknate, Pasian lam a ginnate; 
HEB.6.2	baptisma thuginte leh, khut ngakte leh misi thohkikna thu leh tangtawn vaihawmna thute. 
HEB.6.3	Tualeh Pasian in ahung phalsakleh hihte i bawl ding uhi!
HEB.6.4	Ajiak khatvei hihvak a om a, vanlam silpiak chiamta a, Khasiangthou tansak a om a; 
HEB.6.5	tualeh Pasian thu hoih leh hun hungtung ding a sil bawltheihnate chiamkhinte pen, 
HEB.6.6	apuk ua ahihleh, kisik ding a siamthak gual ahikei uhi! Pasian Tapa amauh a ding a kilhlum kik leh sialphou ahihjiak un.
HEB.6.7	Ajiak lei atung a ju guahtui na dawnjel in, amauh ding a lou na kikhawhte ding a, anteh louhing nektheih hung suah in Pasian a pat gualjawlna amu uhi. 
HEB.6.8	Hinanleh lingkungte leh loupa pak lingneite asuahkhiat leh pen, deihlouh in a om a, tualeh hamsialawh in a om a; atawpna pen meia hal ahi. 
HEB.6.9	Hinanleh ittakte aw, kou hichibang in gen mahle ung, noupen hih sang a hoihjaw leh hundamna tawh kithuah khawm silte nabawl uh kung gingta uhi. 
HEB.6.10	Ajiak amin a nna nasep uleh na itna uh na suklat uh, misiangthoute nna nasepsak ua, tualeh tua nna nasep jing uh pen manghilh dingin Pasian pen a diktatlou a hikei hi. 
HEB.6.11	Tualeh noute kuapeuhin kinepna theihchianna kim muding in, atawp dong in taimachiat le uchin chih kung deih mahmah uhi. 
HEB.6.12	Ki thadahsak lou a, hinanleh ginna leh thuakzohna jiak a thuchiam gouluahtute omdan entonte na hih uh kung deih hi.
HEB.6.13	Ajiak Pasian in Abraham kianga a thuchiam laiin, amah sanga lianjaw a a kichiam theihlouh jiakin, amah leh amah a kichiam a 
HEB.6.14	“Gualjawl zong kung gualjawl taktak ding a tualeh pung zong kung pungsak ding hi,” chi in. 
HEB.6.15	Tuachi`n aman dawhjoutak a athuak mualsuah nungin silchiam pen amuta hi. 
HEB.6.16	Ajiak mihingte pen, amau sang a lianjaw in a kichiam veu ua, tualeh thu namdetna ding a kichiamna pen amauh a dingin kinialna jousiah suktawpna ahi. 
HEB.6.17	Huachibang in, Pasian in thuchiam gou luahtu dingte kiangah ngaihtuahna kiptak a kikhekkik theihlouhdan nasatak a ensak nuam in, huapen kichiamna in a hihkipta hi. 
HEB.6.18	Huapen Pasian juauthei ahihlouhna, kikhekkik theilou sil nihte jiak a, eite kihumbitna ding a imai a kinepna kikoih pen tuding a taiten hasotna thupitak i neihna ding un ahi. 
HEB.6.19	Hih kinepna pen, hinna sikkip in inei a, chiantak leh kiptak tualeh puanjak sung a lut ahi. 
HEB.6.20	Hua ah Jesu, Melkizedek omdan bang a tangtawn a siampulal a siam in, eite ding a ma kaiin ana lutta hi. 
HEB.7.1	Hih Melkizedek, Salem kumpipa, Pasian tungnung pen siampu, kumpipate vathat joua hung paikik Abraham nadawnpa in amah pen a gualjawlta a, 
HEB.7.2	amah kiangah Abraham in zong aneih jousiah “Sawm a khat” apia hi. Amin omjia ahihleh, (Amin masa pen in, “Diktatna kumpipa,” tuaban ah, Salem kumpipa chihna ahi a, tuapen “Lemna kumpipa,” chihna ahi.) 
HEB.7.3	Amah pen pa zong neilou, nu zong neilou, khanggui neilou, ompatni neilou, hintawpni neilou, hinanleh Pasian Tapa bang a bawl, tawpni neilou a siampu a omjing ahi.
HEB.7.4	Tuin chi suangtu Abraham mahmah in zong gal sil laksak a pat silhoihte a pat sawm a khat a piaknapa. Hihpa thupidan ngaihtuah sin ua. 
HEB.7.5	Tualeh Levi suante lak a siampu nasep mutaphot in danthu dungjuiin mite a pat sawm a khat lak ding thu amu ngei uhi, huapen a unaute lak ah ahi, huapen Abraham khal a pat a pawt hinanle uh. 
HEB.7.6	Hinanleh, amau a pat a khanggui laksawn a omloupa`n, Abraham a pat sawm a khat ala a, thuchiamte neipa a gualjawlta hi. 
HEB.7.7	Tualeh aneujawpen alianjaw in a gualjawl hi chih nialguallouh ahi. 
HEB.7.8	Tualeh hihsan ah, mihing sijelte`n sawm a khat a ngah ua; hinanleh huasan ah, amah a hingjing hi chia atanchin theihsak a ompa in a ngah hi. 
HEB.7.9	Levi, (sawm a khat ngahtu in zong,) Abraham kiangah sawm a khat apia hi. 
HEB.7.10	Ajiak Melkizedek in ava lamtuah laiin amahpen apa khal ah aom nalai hi.
HEB.7.11	Tuajiakin, Levi siampu hihna a bukimna muhtheih hitaleh, ajiakpen hih nuaia mite`n danthu ana mu uhi. Aaron omdan bang a chih hilou a, Melkizedek omdan bang a siampu dang ahung om apoimohna bang ahia? 
HEB.7.12	Ajiak pen siampu hihna ahung kikhektak jiakin, danthu zong ahung kikhek apoimoh sem hi. 
HEB.7.13	Bangjiakin ahia ichihleh a tungtang a hihthu kigenna pen namtuam ahi a, hua nam lak a mi kuamah maitam a nasem a omkei uhi. 
HEB.7.14	Ajiak i Toupa uh pen Judah nam a pat hung piang ahi chih chiantakin alang hi, hua nam thu ah Mosi in siampu tawh kisai thu bangmah a genkei hi.
HEB.7.15	Tualeh Melkizedek omdan bang a siampu dang ahung om jiakin ka thugen uh a kichian sem hi 
HEB.7.16	Amah pen taksa thupiak danthu bang a hungpai hilouin, hinanleh hintawp neilou sil bawltheihna neia hungpai ahijaw hi. 
HEB.7.17	Ajiak aman, “Nang pen Melkizedek omdan bang a, tangtawn siampu na hi chi`n atheisak hi.” 
HEB.7.18	Thupiak om masapen, hatlouhna leh phattuam louhna jiakin paih in a omta hi. 
HEB.7.19	Ajiak danthu in bangmah a hihbukim kei a; alangkhat ah, kinepna hoihjaw ahung pualut hi, hua tungtawn in eite`n Pasian inaih uh ahi.
HEB.7.20	Ajiak kichiamna omlou in; amah pen siampu a bawl ahita hi. 
HEB.7.21	Ajiak amauhte pen kichiamna omlou a siampu a siam ahi ua, hinanleh amah pen a kiang ah,
HEB.7.21	“Toupa a kichiam a,
HEB.7.21	a lungheikik kei ding,
HEB.7.21	Nang pen Melkizedek omdan bang a tangtawn a siampu na hi,”
HEB.7.21	chia genpa kichiamna a siam na hi. 
HEB.7.22	Tuachimah bangin Jesu pen thukhun hoihjaw hihkiptu a siam ahung hita hi.
HEB.7.23	Amah pen sihna jiak a pandensak theihlouh ahih jiak un, siampu a natam ngut ua. 
HEB.7.24	Hinanleh hihpa tangtawn a omjing ahihjiak in, siampu hihna khektheihlouh anei hi. 
HEB.7.25	Tuajiakin amah a Pasian kiang a hung paite pen amau a ding a ngetsak ding a a hinjing jiakin atawptan in a hundamthei hi.
HEB.7.26	Ajiak hichibang siampi siangthou, khansialou, ninbang lou, mikhialte lak pan a kituamkoih, tualeh vante sang a sangjaw a siam pen ei a dingin akilawm mawng ahi. 
HEB.7.27	Aman hua siampite lat bangin, nitengin, ama khialhnate jiak a kithoihna lan masa in, huazoh chiangin mite khialhna alat a ngaikei hi. Ajiak aman hihpen amah leh amah a kilat in ngamden dingin khatvei thuin ana jouta hi. 
HEB.7.28	Ajiak dan in mihing hatlouhna neite siampu in asepjel a; hinanleh kichiamna thu, dan nung a hung om in ahihleh, Tapa, tangtawn a ding a hihkim khitsa pen a guatjawta hi.
HEB.8.1	Tuin i thugente lak a poimoh pen ahihleh hih ahi, vante a thupi pen, Laltouna jiatlam a tou, huachibang siampi i nei uhi. 
HEB.8.2	Mihing phuh hilou, Pasian phuh, mun siangthou leh puanbuk taktak a nasemtu pen.
HEB.8.3	Ajiak siampi jousiah silpiakte leh kithoihnate lan ding a guat ahi ua, tuajiakin hih siampi in zong banghiam khat lat ding aneih apoimoh hi. 
HEB.8.4	Ajiak leitung a ana om hilehjaw, danthu bang a silpiakte lantu siampute ana om jiak un, siampu in a pangkei ding hi. 
HEB.8.5	Huate in vanlam silte etsakna leh lim nna asemjel ua; Mosi, in puanbuk lam ding a akisak laia, Pasian in ahilh bangin, ajiak aman, “Mualtung a etton ding a hung ki musak dungjuiin sil jousiah bawl ding in pilvang in,”
HEB.8.5	achi hi. 
HEB.8.6	Hinanleh tuin, thuchiam hoihjawte tung a bulphuh thukhun hoihjawsem palai ahih mahbang in nasepna hoihjaw ana tangta hi.
HEB.8.7	Ajiak thukhun masapen dem bei, adiklouhna omlou ana hitaleh anihna pen ding mun ngaihtuah lou ding ahi. 
HEB.8.8	Ajiak amauhte demna in aman hihthute agen a:
HEB.8.8	“Ngaiin Israel innkuante leh,
HEB.8.8	Judah innkuante tawh,
HEB.8.8	thukhunthak ka bawl hun ding nite hungtung ding ahita,”
HEB.8.8	Toupa`n achi hi; 
HEB.8.9	Izipt gam a kipan a apu leh pate uh puikhia ding a,
HEB.8.9	a khut ua ka tuk nia akiang ua ka thukhun pen bang hilou in.
HEB.8.9	Ka thukhun a aom gige louh jiak un,
HEB.8.9	ken zong amauh ka ngaihsak kei hi, Toupa`n achi hi.
HEB.8.10	Ajiak pen hua nite nung chiang a Israel innkuante kiang a ka thukhun ding pen hih ahi
HEB.8.10	Toupa`n achi hi:
HEB.8.10	A lungsim uah ka dan thupiakte ka koih ding a,
HEB.8.10	a lungtang uah ka gelh ding.
HEB.8.10	tualeh amauh a dingin a Pasian uh ka hi ding a,
HEB.8.10	tualeh kei ding in amauh ka mite ahi ding uhi.
HEB.8.11	Amau kuamah in
HEB.8.11	‘Toupa theiin,’
HEB.8.11	chi`n a invengte leh a sanggamte a thuhilh nawn kei ding a.
HEB.8.11	Ajiak aneupen a pat alianpen tan in,
HEB.8.11	aun un a hungthei ta ding uhi.
HEB.8.12	Ajiak a diklouhnate uah ka zahngai ding a,
HEB.8.12	a khialhnate uleh a gitlouhnate uh zong ka theigige nawn kei ding hi.”
HEB.8.13	Aman, Thukhunthak, chia agen jiakin a masapen a luisakta hi. Tuachi`n alui ahung upata pen amang ding kuan ahita hi.
HEB.9.1	Tuachi`n thukhun masapen in zong Pasian nasepna dante leh hih leitung lak a mun siangthou a nanei taktak hi. 
HEB.9.2	Ajiak puanbuk a kibawl a, amasapen ahihleh, meivak koihna leh, dohkan leh, tanghou koihna mun siangthou akichite ahi. 
HEB.9.3	Tualeh puanjak nihna nungah mun siangthou pen kichi puanbuk aom hi. 
HEB.9.4	Huasan ah gimnamtui halna kham bawm leh thukhun singkuang leh, kham tuia luankhum asung a manna omna kham bel leh, Aaron chiangsel leh, thukhun suangpekte omna aom hi. 
HEB.9.5	Tualeh atung ah zahngaihna touna liah in thupina Cherubimte a om uh. Huate tungthu pen tuin akim sipsip in i genthei kei ding uhi. 
HEB.9.6	Tualeh hih silte hichibang a guatkholh ahih chiangin, siampute`n Pasian nna sem ding in puan inn masapen sungah alutjel uhi, 
HEB.9.7	hinanleh dannihna ah siampi guak, kumteng in khatvei, ama khialhna leh mipite khialhna a ding a alat ding sisan tawilou hilou in alutjel hi. 
HEB.9.8	Hih in ahihleh, puanbuk dantan masapen aom laisiah mun siangthou pen a lutna lampi a kilang nailou ahi, chih Khasiangthou in ahung theisak hi. 
HEB.9.9	Huapen tulai hun tehkakna ahi, huasan ah sialehpha theihna lam a abiatu hoih bukimsak theilou silpiakte leh kithoihnate alanjel uhi, 
HEB.9.10	huate pen nekte, dawnte, kisuksiangna tuamtuamte leh, taksalam dante guak ahi.
HEB.9.11	Hinanleh Krist pen silhoih hung om dingte siampi ding a hungpai in, puanbuk lianjaw leh bukimjaw khut a bawllouh, huapen, silsiam lak a ahikei chihna ahi. 
HEB.9.12	Kelte leh bawngnoute sisan a hilou in, hinanleh amah mah sisan ngeiin, eite a ding a tatkhiatna muin mun siangthou ah ngamden dingin khatveiin ana lutta hi. 
HEB.9.13	Ajiak bawngtalte leh kelte sisan leh bawngla vutvam mi nin tung a theh inbawn taksa asianthousak leh, 
HEB.9.14	Krist, tangtawn kha jiak a gensiat bei a Pasian kiang a kilan sisan in, Pasian hing nna sem ding in, silbawl sisa a pat in na sialehpha theihna uh bangzahta in a sianghthousak tazen diam!
HEB.9.15	Tualeh hih jiakin amah pen thukhunthak palai ahi a, thukhun masa nuaia tatkhialhnate a pat a tatkhiatna ding a asihtak jiakin, sapten tangtawn a gouluah ding thuchiam pen a tangthei ding uhi.
HEB.9.16	Ajiak pen thukhun omna peuh ah thukhungtu sihna zong a om ngeingei ding ahi, 
HEB.9.17	ajiak pen mihingte asih nungin thukhun in thu aneipan giap hi, a thukhungtu adamsung teng pen thu mawng mawng a neikei hi. 
HEB.9.18	Tuajiakin thukhun masa ngeizong sisan panglou in sukkip ahikei hi. 
HEB.9.19	Ajiak Mosi in danthu dungjuia kithuhilhna jousiah mi kiang a agenzoh in bawngnoute leh kelnoute sisan pen, tui tawh khausandup tawh, hussop tawh ala a, tualeh laibu leh mipite jousiah atheh a. 
HEB.9.20	“Hihpen Pasian in ahung piak thukhun sisan ahi,” chi in. 
HEB.9.21	Tuachimah bangin aman puanbuk leh nasepna kuang leh nou, vanzak jousiah sisan atheh hi. 
HEB.9.22	Tualeh danthu in siljousiah sisan a hihsiangthou phial in a om a, sisan suahlou in ngaihdamna a omkei hi.
HEB.9.23	Tuajiakin vanlam a sil omte batpihte pen hihte a hihsiang a aom ding him ahi, hinanleh vanlam sil taktakte pen hihte sang a kithoihna hoihjawte a hihsiangthou a aom ding ahi. 
HEB.9.24	Ajiak Krist pen a taktak etsakna, khut a bawl mun siangthou ah alut kei a, hinanleh tuin Pasian maiah eite tang a kilang dingin van ah a lutjawta hi. 
HEB.9.25	Siampi kumteng a ama sisan hilou tawikawm a mun siangthou a alutjel bangin, amah pen amah leh mah kilan dingin a lutngaikei hi, 
HEB.9.26	huachilou hileh leitung siamchil a pat tamvei a thuakkhinta ding hi. Hinanleh tu huntawp ah amah pen khialhna sukbeina ding a amah kilan tawm dingin khatvei ahung kilangta hi. 
HEB.9.27	Tualeh mihing a dingin khatvei sih seh ahi a, hinanleh hihzoh chiangin vaihawmna a om ding. 
HEB.9.28	Tuachimah bangin Krist zong, mi tampite khialhna puamang ding a khatvei lat in aom a. Amah kilawptak a na ngaktute kiangah khialhna panglou in hundamna mu dingin anihveina ahung kilang kik ding hi. 
HEB.10.1	Danthu pen silhoih hung om dingte lim ahi a. Alim taktak ahihlouh jiakin kumsial a kithoihna alat jelte un ahung naihtute a bukimsak joukei hi. 
HEB.10.2	Atuachilou hileh, alat uh tawptalou ding uh maw, ajiak abiatute pen khatvei hihsiangthou a omte in khial kitheihna a neinawn kei ding uhi. 
HEB.10.3	Hinanleh hua kithoihnate ah kumteng in khialhnate kiphawk khiatna aom hi. 
HEB.10.4	Ajiak pen bawngtalte leh kelte sisan in khialhnate a lamangthei kei hi.
HEB.10.5	Tuajiakin leitung a a hungpailai in aman:
HEB.10.5	“Kithoihna leh sillat na deih kei a,
HEB.10.5	hinanleh pumpi khat nung bawlsak hi;
HEB.10.6	halmang sillatte leh khialhna sillatte ah,
HEB.10.6	nang kipakna na neikei, achi hi.
HEB.10.7	Tuachi`n ken, ‘Ngaiin,
HEB.10.7	laibu jial ah keima thu gelh ahi,
HEB.10.7	na deihlam bawl ding in kungpai hi, Pasian aw,’ ”
HEB.10.7	ka chi hi.
HEB.10.8	“Masang in kithoihna leh silpiak leh halmang sillatte leh khialhna kithoihna na deihkei a,”
HEB.10.8	hua ah kipahna zong na neikei hi. Huate pen danthu bang a lat ahi, a chihtak in. 
HEB.10.9	Tuachi`n aman, “Ngaiin, na deihlam bawl ding in kungpai hi, Pasian aw,”
HEB.10.9	achi hi. Anihna a tunding theihna dingin aman amasapen a lamangta hi. 
HEB.10.10	Hua deihna lam a Jesu Krist pumpi khatvei ngamden ding a lat jiakin hihsiangthou in i omta uhi.
HEB.10.11	Tualeh siampu tengin niteng a nna sem in, khialhnate lamang theilou kithoihna ngaimah lan jeljel in ading uhi. 
HEB.10.12	Hinanleh Krist in tangtawn a ding a khialhnate ding a kithoihna khat alat nungin, Pasian jiatlam ah a touta hi. 
HEB.10.13	Huanungsiah a melmate akeng ngakna a bawl ahih masiah uh a ngakjingta hi. 
HEB.10.14	Ajiak aman sillat khat in hih siangthousate pen tangtawn a dingin a hihbukimta hi.
HEB.10.15	Thamlouin Khasiangthou in zong ikiang uah ahung theisak hi, ajiak aman,
HEB.10.16	“Huanite nung chiang a,
HEB.10.16	na kiang ua ka thukhun ding pen hih ahi, Toupa`n achi:
HEB.10.16	a lungtangte uah ka dante ka koih ding a,
HEB.10.16	tualeh alungsimte uah ka gelh ding hi,”
HEB.10.16	chia a genkhit nung in. 
HEB.10.17	Tuachi`n aman,
HEB.10.17	“A khialhnate uleh danlou bangtak a a gamtatnate uh ka theigige nawn kei ding hi,”
HEB.10.17	achih behlap nalai hi. 
HEB.10.18	Tuachibang ngaihdamna omna phot ah, khialhna a dingin sillat aom nawn kei ding hi.
HEB.10.19	Tuajiakin unaute, Jesu sisan jiak a mun siangthoupen a lutngamna nei in, 
HEB.10.20	ei a ding a siangthou bik a ahung bawlsak lamthak leh hing ah puanjak (huapen a taksa chihna ahi) kantan in. 
HEB.10.21	Tualeh Pasian innkuanpihte tung a siampi ineih jiak in. 
HEB.10.22	Sialehpha theihna hoihlou a pat i lungtang uh thehsiang a om in, i pumpite uh zong tuisiang a sil a om in, tualeh ginna theihchetna lungtang diktak tawh inaih ding uhi. 
HEB.10.23	I kinepna thuphuan pen uh linglou kei in i tudet ding uhi, ajiak amah thuchiam hungpiatupa a gin-om hi. 
HEB.10.24	Tualeh itna leh silhoih bawlna lam a kitokthou dingin khat leh khat i kingaihtuah ding uhi. 
HEB.10.25	Khenkhatte omdan bang a i kikhopnate uh tawpsan louin, hinanleh khat leh khat kihasot tuah jawin, tualeh ni a hungnai semsem chih na muh mahbang un ki hasottuah sem un.
HEB.10.26	Ajiak pen thutak theihna ineih nung a utna neia ikhialh teitei uleh, khialhnate ding a kithoihna a om nawn kei hi. 
