GEN.1.1	En el comienzo de todo, Dios creó
1TH.2.20	Sí, vosotros sois nuestra gloria y nuestra alegría.
1TH.3.1	Entonces, no pudiendo resistir más, decidí quedarme yo solo en Atenas,
1TH.3.2	y envié a nuestro hermano Timoteo, que es un colaborador de Dios en el anuncio de las buenas noticias acerca de Cristo. Lo envié para que fuese a visitaros y os afirmara y animase en vuestra fe, 
1TH.3.3	y para que ninguno se desanimara por tales dificultades. Porque ya sabéis que tenemos que sufrir estas cosas.
1TH.3.4	Además, cuando aún estábamos entre vosotros, os advertimos que íbamos a tener aflicciones; y así sucedió, como sabéis. 
1TH.3.5	Por eso, no pudiendo resistir más, os envié a Timoteo para saber cómo andabais respecto de vuestra fe, pues tenía miedo de que el diablo os hubiera empujado al mal y que nuestro trabajo hubiera resultado inútil.
1TH.3.6	Ahora Timoteo ha vuelto de Tesalónica
1TH.3.7	Por eso, hermanos, en medio de todas nuestras dificultades y aflicciones hemos recibido mucho consuelo al saber que seguís firmes en vuestra fe. 
1TH.3.8	El saber que estáis firmes en el Señor nos reaviva. 
1TH.3.9	¿Cómo podremos dar gracias bastantes a nuestro Dios por vosotros y por el mucho gozo que a causa vuestra tenemos delante de él? 
1TH.3.10	Día y noche suplicamos a Dios que nos permita veros personalmente
1TH.3.11	Deseamos que Dios mismo, que es nuestro Padre, y nuestro Señor Jesús, nos ayuden para que podamos ir a visitaros. 
1TH.3.12	Y que el Señor os haga crecer y teneros aún más amor unos a otros y a todos, como también nosotros os amamos. 
1TH.3.13	Que os haga firmes en vuestros corazones, santos y sin culpa delante de Dios nuestro Padre, cuando regrese nuestro Señor Jesús
1TH.4.1	Ahora, hermanos, os rogamos y encargamos esto en el nombre del Señor Jesús: que sigáis portándoos, como ya lo estáis haciendo, de la manera que nosotros os enseñamos a hacerlo para agradar a Dios.
1TH.4.2	Ya conocéis las instrucciones que os dimos por la autoridad del Señor Jesús. 
1TH.4.3	Dios quiere que viváis en santidad, que nadie cometa inmoralidades sexuales 
1TH.4.4	y que cada uno sepa portarse con su propia esposa
1TH.4.5	no con pasión y malos deseos como las gentes que no conocen a Dios. 
1TH.4.6	Que nadie abuse ni engañe en este asunto
1TH.4.7	Dios no nos ha llamado a vivir en impureza, sino en santidad. 
1TH.4.8	Así pues, el que desprecia estas enseñanzas no desprecia a ningún hombre, sino a Dios,
1TH.4.9	En cuanto al amor fraternal, no tengo necesidad de escribiros, porque Dios mismo os ha enseñado a amaros unos a otros, 
1TH.4.10	y así lo hacéis con todos los hermanos que viven en Macedonia.
1TH.4.11	Procurad vivir tranquilos y ocupados en vuestros propios asuntos, trabajando con vuestras manos
1TH.4.12	para que os respeten los de fuera y no tengáis que depender de nadie.
1TH.4.13	Hermanos, no queremos que ignoréis lo que ocurre con los muertos. De este modo no os entristeceréis como los que no tienen esperanza. 
1TH.4.14	Así como creemos que Jesús murió y resucitó, así también creemos que Dios resucitará juntamente con Jesús a los que murieron creyendo en él.
1TH.4.15	Por esto os decimos, como enseñanza del Señor, que nosotros, los que quedemos vivos hasta el regreso del Señor, no nos adelantaremos a los que ya murieron. 
1TH.4.16	Porque se oirá una voz de mando, la voz de un arcángel
1TH.4.17	después, los que estemos vivos seremos llevados juntamente con ellos en las nubes, para encontrarnos con el Señor en el aire, y así estaremos con el Señor para siempre. 
1TH.4.18	Animaos,
1TH.5.1	En cuanto a las fechas y los tiempos, hermanos, no es necesario que yo os escriba. 
1TH.5.2	Sabéis muy bien que el día del regreso del Señor llegará cuando menos se espere, como llega un ladrón en la noche.
1TH.5.3	Cuando la gente diga “Todo está en paz y tranquilo”, vendrá de repente sobre ellos la destrucción, como vienen los dolores de parto
1TH.5.4	Pero vosotros, hermanos, no estáis en la oscuridad para que el día del regreso del Señor os sorprenda como un ladrón. 
1TH.5.5	Todos vosotros sois de la luz y del día: no somos de la noche ni de la oscuridad.
1TH.5.6	Por eso, no debemos dormir como los otros, sino mantenernos despiertos y en nuestro sano juicio.
1TH.5.7	Los que duermen, duermen de noche,
1TH.5.8	pero nosotros, que somos del día, debemos estar siempre en nuestro sano juicio. Debemos protegernos,
1TH.5.9	Porque Dios no nos destinó a recibir el castigo,
1TH.5.10	Jesucristo murió por nosotros, para que, tanto si vivimos como si morimos,
1TH.5.11	Por eso, animaos y fortaleceos unos a otros,
1TH.5.12	Hermanos, os rogamos que respetéis a quienes trabajan entre vosotros y os dirigen y aconsejan en el Señor; 
1TH.5.13	debéis estimarlos y amarlos mucho por el trabajo que llevan a cabo. Vivid en paz unos con otros.
1TH.5.14	También os encargamos, hermanos, que reprendáis a los que no quieren trabajar,
1TH.5.15	Mirad que nadie pague mal por mal.
1TH.5.16	Estad siempre contentos.
1TH.5.17	Orad en todo momento. 
1TH.5.18	Dad gracias a Dios por todo, porque esto es lo que él quiere de vosotros como creyentes en Cristo Jesús.
1TH.5.19	No apaguéis el fuego del Espíritu.
1TH.5.20	No despreciéis el don de profecía.
1TH.5.21	Sometedlo todo a prueba y retened lo bueno. 
1TH.5.22	Apartaos de toda clase de mal.
1TH.5.23	Que Dios mismo, el Dios de paz, os haga perfectamente santos y os conserve todo vuestro ser, espíritu, alma y cuerpo,
1TH.5.24	El que os ha llamado es fiel,
1TH.5.25	Hermanos, orad también por nosotros.
1TH.5.26	Saludad a todos los hermanos con un beso santo.
1TH.5.27	Os encargo, por la autoridad del Señor, que leáis esta carta a todos los hermanos.
1TH.5.28	Que nuestro Señor Jesucristo derrame su gracia sobre vosotros.
2TH.1.1	Pablo, Silvano y Timoteo a la iglesia de los tesalonicenses, que están unidos a Dios nuestro Padre y al Señor Jesucristo. 
2TH.1.2	Que Dios nuestro Padre y el Señor Jesucristo derramen su gracia y su paz sobre vosotros.
2TH.1.3	Hermanos, siempre tenemos que dar gracias a Dios por vosotros, y es justo que lo hagamos porque vuestra fe está creciendo y el amor que os tenéis unos a otros es cada vez mayor. 
2TH.1.4	Por eso hablamos de vosotros con satisfacción en las iglesias de Dios, por la fortaleza y la fe que mostráis en medio de todas las persecuciones y aflicciones que sufrís.
2TH.1.5	Esto demuestra que Dios es justo en su manera de juzgar, al teneros por dignos de entrar en su reino, por el cual estáis sufriendo.
2TH.1.6	Es justo que Dios haga sufrir a quienes os hacen sufrir a vosotros, 
2TH.1.7	y que a vosotros, que sufrís, os dé el descanso lo mismo que a nosotros. Esto sucederá el día en que el Señor Jesús aparezca
2TH.1.8	cuando venga del cielo entre llamas de fuego
2TH.1.9	Estos serán castigados con destrucción eterna. Serán arrojados lejos de la presencia del Señor, y de su gloria y poder,
2TH.1.10	cuando el Señor venga en aquel día para ser honrado por los suyos y admirado por todos los creyentes. Pues vosotros habéis creído en el testimonio que os dimos.
2TH.1.11	Con este fin oramos siempre por vosotros, pidiendo a nuestro Dios que os tenga por dignos de haber sido llamados por él, y que cumpla con su poder todos vuestros buenos deseos y los trabajos que realizáis impulsados por la fe. 
2TH.1.12	De esta manera, el nombre de nuestro Señor Jesús será honrado por vuestra causa, y él os honrará conforme a la bondad de nuestro Dios y del Señor Jesucristo.
2TH.2.1	Ahora, hermanos, en cuanto al regreso de nuestro Señor Jesucristo y a nuestra reunión con él, os rogamos 
2TH.2.2	que no cambiéis fácilmente de manera de pensar ni os dejéis asustar por ningún mensaje espiritual, discurso o carta que recibáis, como si fuera nuestra, diciendo que el día del Señor ya ha llegado. 
2TH.2.3	No os dejéis engañar de ninguna manera.
2TH.2.4	Este es el enemigo que se levanta contra todo lo que lleva el nombre de Dios o merece ser adorado, y llega incluso a instalar su trono en el templo de Dios, haciéndose pasar por Dios.
2TH.2.5	¿No recordáis que ya os hablaba de esto mientras estaba aún entre vosotros? 
2TH.2.6	Y ahora sabéis qué es lo que le detiene, para que no aparezca antes de su debido tiempo. 
2TH.2.7	Pues el plan secreto de la maldad ya está en marcha; solo falta que sea quitado de en medio el que ahora le está deteniendo.
2TH.2.8	Entonces aparecerá aquel malvado, a quien el Señor Jesús matará con el soplo de su boca
2TH.2.9	Aquel malvado vendrá ayudado por Satanás. Llegará con mucho poder, con señales y falsos milagros,
2TH.2.10	y se valdrá de toda clase de maldad para engañar a los que van a la condenación porque no quisieron aceptar y amar la verdad para recibir la salvación. 
2TH.2.11	Por eso, Dios deja que el error los engañe y que crean en la mentira, 
2TH.2.12	y así serán condenados todos los que no han querido creer en la verdad, sino que se complacen en la maldad.
2TH.2.13	Siempre hemos de dar gracias a Dios por vosotros, hermanos amados por el Señor, porque Dios os escogió
2TH.2.14	Para esto os llamó Dios por medio del evangelio que os anunciamos: para que lleguéis a tener parte en la gloria de nuestro Señor Jesucristo.
2TH.2.15	Así que, hermanos, seguid firmes y no os olvidéis de las tradiciones que os hemos trasmitido de viva voz o por carta.
2TH.2.16	Que el mismo Señor Jesucristo, y Dios nuestro Padre, que en su bondad nos ha amado y nos ha dado consuelo eterno y una buena esperanza, 
2TH.2.17	anime vuestro corazón
2TH.3.1	Por último, hermanos, orad por nosotros, para que el mensaje del Señor llegue pronto a todas partes y sea recibido con estima, como sucedió entre vosotros.
2TH.3.2	Orad también para que Dios nos libre de los hombres malos y perversos, porque no todos tienen fe. 
2TH.3.3	Pero el Señor es fiel,
2TH.3.4	En el Señor tenemos confianza en que vosotros hacéis y seguiréis haciendo lo que os hemos ordenado. 
2TH.3.5	Que el Señor os ayude a amar como Dios ama y a tener en el sufrimiento la fortaleza de Cristo.
2TH.3.6	Hermanos, en el nombre de nuestro Señor Jesucristo os ordenamos que os apartéis de todo hermano que no quiera trabajar ni viva de acuerdo con las enseñanzas que os hemos trasmitido. 
2TH.3.7	Ya sabéis cómo debéis vivir para seguir nuestro ejemplo: nosotros no hemos vivido entre vosotros sin trabajar 
2TH.3.8	ni hemos comido el pan de nadie sin pagarlo. Al contrario, trabajamos y luchamos día y noche para no serle una carga a ninguno de vosotros.
2TH.3.9	Y aunque ciertamente teníamos el derecho de pediros que nos ayudaseis, trabajamos para daros un ejemplo a seguir.
2TH.3.10	Estando aún entre vosotros os dimos esta regla:
2TH.3.11	Pero hemos sabido que algunos de vosotros viven sin trabajar, muy ocupados en no hacer nada.
2TH.3.12	A estos mandamos y encargamos, por la autoridad del Señor Jesucristo, que trabajen tranquilamente para ganarse la vida.
2TH.3.13	Hermanos, no os canséis de hacer el bien.
2TH.3.14	Si alguno no hace caso a lo que decimos en esta carta, fijaos en quién es y no os juntéis con él, para que se avergüence. 
2TH.3.15	Pero no lo tengáis por enemigo, sino aconsejadle como a hermano.
2TH.3.16	Y que el mismo Señor de paz os dé paz en todo tiempo y en todas las ocasiones. Que el Señor esté con todos vosotros.
2TH.3.17	Yo, Pablo, os escribo este saludo de mi propio puño y letra. Así firmo todas mis cartas. Así escribo.
2TH.3.18	Que nuestro Señor Jesucristo derrame su gracia sobre todos vosotros.
1TI.1.1	Pablo, apóstol de Jesucristo, enviado por mandato de Dios nuestro Salvador y de Cristo Jesús, nuestra esperanza, 
1TI.1.2	a Timoteo, mi verdadero hijo en la fe.
1TI.1.3	Como ya te rogué al irme a la región de Macedonia, quédate en Éfeso,
1TI.1.4	ni presten atención a cuentos y cuestiones interminables acerca de los antepasados.
1TI.1.5	El propósito de esa orden es que nos amemos unos a otros con el amor que proviene de un corazón limpio, de una buena conciencia y de una fe sincera. 
1TI.1.6	Algunos se han desviado de esto y se han perdido en inútiles discusiones. 
1TI.1.7	Quieren ser maestros de la ley de Dios, cuando ni siquiera entienden lo que ellos mismos dicen ni lo que enseñan con tanta seguridad.
1TI.1.8	Sabemos que la ley es buena,
1TI.1.9	Hay que recordar que ninguna ley está hecha para quienes practican el bien. La ley está hecha para castigar a los rebeldes y desobedientes, a los malvados y pecadores, a los que no respetan a Dios ni a la religión, a los que matan a su padre o a su madre, a todos los asesinos, 
1TI.1.10	a los que cometen inmoralidades sexuales, a los homosexuales, a los traficantes de esclavos,
1TI.1.11	Y esta sana enseñanza es la que se encuentra en el glorioso evangelio que el Dios bienaventurado
1TI.1.12	Doy gracias a nuestro Señor Jesucristo, que me ha dado fuerzas, porque me ha considerado fiel y me ha puesto a su servicio. 
1TI.1.13	Y eso que yo antes le ofendía con mis palabras, le perseguía
1TI.1.14	Y así nuestro Señor derramó abundantemente su gracia sobre mí, y me dio la fe y el amor que tenemos por nuestra unión con Cristo Jesús.
1TI.1.15	Esto es muy cierto y todos deben creerlo:
1TI.1.16	Por eso, Dios tuvo misericordia de mí, para que Jesucristo mostrara en mí el primero toda su paciencia. Así yo vine a ser ejemplo para aquellos que por creer en él obtendrán la vida eterna. 
1TI.1.17	¡Honor y gloria por siempre al Rey eterno, al inmortal, invisible y único Dios! Amén.
1TI.1.18+1TI.1.19	Timoteo, hijo mío, te doy este encargo para que pelees la buena batalla
1TI.1.20	Esto les ha pasado a Himeneo
1TI.2.1	Ante todo recomiendo que se hagan a Dios peticiones, oraciones, súplicas y acciones de gracias por toda la humanidad.
1TI.2.2	Se debe orar por los que gobiernan y por todas las autoridades, para que podamos gozar de una vida tranquila y pacífica, llena de reverencia a Dios y respetable en todos los sentidos. 
1TI.2.3	Esto es bueno y agrada a Dios nuestro Salvador,
1TI.2.4	que quiere que todos se salven y lleguen a conocer la verdad.
1TI.2.5	Porque no hay más que un Dios,
1TI.2.6	Porque él se entregó a la muerte para pagar el precio de la salvación de todos,
1TI.2.7	Por esto he sido nombrado mensajero y apóstol, y se me ha encargado que enseñe la fe y la verdad a los no judíos. Lo que digo es cierto, no miento.
1TI.2.8	Así pues, quiero que los hombres oren en todas partes, y que eleven sus manos
1TI.2.9	Y quiero que las mujeres se vistan decentemente, con modestia y sencillez; que se adornen, pero no con peinados exagerados ni con oro, perlas o vestidos lujosos,
1TI.2.10	sino con buenas obras, como deben hacerlo las mujeres que se han consagrado a Dios. 
1TI.2.11	La mujer debe escuchar la instrucción en silencio, con toda sumisión; 
1TI.2.12	y no permito que la mujer enseñe en público ni que domine al hombre. Quiero que permanezca callada,
1TI.2.13	porque Dios hizo primero a Adán y después a Eva.
1TI.2.14	Y Adán no fue el engañado, sino la mujer; y al ser engañada, cayó en pecado.
1TI.2.15	Pero la mujer se salvará si cumple sus deberes de madre,
1TI.3.1	Esto es muy cierto:
1TI.3.2	Por eso, es menester que la conducta del obispo sea irreprensible. Debe ser esposo de una sola mujer
1TI.3.3	No debe ser borracho ni amigo de peleas, sino bondadoso, pacífico y desinteresado. 
1TI.3.4	Debe saber gobernar bien su casa y hacer que sus hijos sean obedientes y respetuosos; 
1TI.3.5	porque si uno no sabe gobernar su propia casa, ¿cómo podrá cuidar de la iglesia de Dios? 
1TI.3.6	Por lo tanto, el obispo no debe ser un recién convertido, no sea que se llene de orgullo y caiga bajo la misma condenación en que cayó el diablo.
1TI.3.7	También debe ser respetado entre los no creyentes, para que no caiga en deshonra y en alguna trampa del diablo.
1TI.3.8	Asimismo, los diáconos deben ser hombres respetables, que nunca falten a su palabra ni sean dados a emborracharse ni a desear ganancias deshonestas. 
1TI.3.9	Deben apegarse a la verdad revelada
1TI.3.10	Primero deberán ser sometidos a prueba, y después, si son irreprochables, podrán ejercer el diaconado. 
1TI.3.11	Igualmente, las mujeres deben ser respetables,
1TI.3.12	Un diácono debe ser esposo de una sola mujer
1TI.3.13	Porque los diáconos que realizan bien su trabajo se ganan un lugar de honor, y con mayor confianza podrán hablar de su fe en Cristo Jesús.
1TI.3.14	Espero ir pronto a verte; pero te escribo esto 
1TI.3.15	para que, si me retraso, sepas cómo debe portarse uno en la familia de Dios, en la iglesia del Dios viviente, la cual sostiene y defiende la verdad. 
1TI.3.16	Pues la verdad revelada de nuestra religión es, sin duda, algo muy grande:
1TI.3.16	Cristo
1TI.3.16	triunfó en su condición de espíritu
1TI.3.16	y fue visto por los ángeles.
1TI.3.16	Fue anunciado a las naciones,
1TI.3.16	creído en el mundo
1TI.3.16	y recibido en la gloria.
1TI.4.1	Pero el Espíritu dice claramente que, en los últimos tiempos, algunos se apartarán de la fe para seguir a espíritus engañadores y enseñanzas que vienen de los demonios.
1TI.4.2	Harán caso a gente hipócrita y mentirosa, cuya conciencia está marcada con el hierro de las malas acciones.
1TI.4.3	Esa gente prohíbe casarse y comer ciertos alimentos que Dios ha creado para que, dándole gracias, los coman
1TI.4.4	Pues todo lo que Dios ha creado es bueno,
1TI.4.5	porque la palabra de Dios y la oración lo hacen puro.
1TI.4.6	Si enseñas estas cosas a los hermanos y te alimentas con las palabras de la fe y la buena enseñanza que has seguido, serás un buen servidor de Cristo Jesús.
1TI.4.7	Pero no hagas caso de cuentos mundanos y tontos.
1TI.4.8	pues aunque el ejercicio del cuerpo sirva para algo, la devoción a Dios es útil para todo; ella nos trae provecho para esta vida y también para la vida futura. 
1TI.4.9	Esto es muy cierto y todos deben creerlo.
1TI.4.10	Por eso mismo trabajamos y luchamos,
1TI.4.11	Estas cosas tienes que mandar y enseñar. 
1TI.4.12	Evita que te desprecien por ser joven;
1TI.4.13	Mientras llego, dedícate a leer en público las Escrituras, a animar a los hermanos y a instruirlos.
1TI.4.14	No descuides los dones que Dios te concedió cuando, por inspiración suya, los ancianos de la iglesia te impusieron las manos.
1TI.4.15	Pon toda tu atención en estas cosas, para que todos puedan ver cómo adelantas. 
1TI.4.16	Ten cuidado de ti mismo y de lo que enseñas a otros, y sigue firme en todo. Si lo haces así, te salvarás tú y salvarás también a los que te escuchen.
1TI.5.1	No reprendas al anciano;
1TI.5.2	A las ancianas, trátalas como a tu propia madre; y a las jóvenes, como a tus hermanas, con toda pureza.
1TI.5.3	Ayuda a las viudas que no tengan a quien recurrir.
1TI.5.4	Pero si una viuda tiene hijos o nietos, ellos son los primeros que deben aprender a cumplir sus obligaciones con los de su propia familia y corresponder al amor de sus padres. Esto es bueno y agrada a Dios. 
1TI.5.5	La verdadera viuda, la que se ha quedado sola, pone su esperanza en Dios y no cesa de rogar, orando día y noche.
1TI.5.6	Pero la viuda que se entrega al placer, está muerta en vida. 
1TI.5.7	Mándales también estas cosas, para que sean irreprensibles. 
1TI.5.8	Quien no se preocupa de los suyos, y sobre todo de los de su propia familia, ha negado la fe y es peor que los que no creen.
1TI.5.9	En la lista de las viudas
1TI.5.10	Debe ser conocida por el bien que ha hecho: si ha criado bien a sus hijos, si ha sido amable con los que llegan a su casa, si ha lavado los pies a los creyentes
1TI.5.11	Pero no pongas en la lista a viudas de menos edad, porque cuando sus propios deseos las apartan de Cristo, quieren casarse de nuevo 
1TI.5.12	y se hacen culpables de haber faltado a su compromiso.
1TI.5.13	Además, andan de casa en casa y se vuelven perezosas; y no solo perezosas, sino también chismosas, metiéndose en todo y hablando lo que no conviene.
1TI.5.14	Por eso, quiero que las viudas jóvenes se casen,
1TI.5.15	Pues algunas viudas ya se han apartado y han seguido a Satanás.
1TI.5.16	Si alguna mujer creyente
1TI.5.17	Los ancianos
1TI.5.18	Pues la Escritura dice: “No pongas bozal al buey que trilla.”
1TI.5.19	No hagas caso de acusaciones contra un anciano, si no están apoyadas por dos o tres testigos.
1TI.5.20	A los que siguen pecando debes reprenderlos delante de todos, para que los demás tengan temor.
1TI.5.21	Te encargo delante de Dios, de Cristo Jesús y de los ángeles escogidos, que sigas estas normas sin hacer distinciones ni preferencias. 
1TI.5.22	No impongas las manos
1TI.5.23	Puesto que a menudo estás enfermo del estómago y tienes frecuentes dolencias, no bebas agua sola, sino también un poco de vino.
1TI.5.24	Los pecados de algunos se descubren claramente antes de haber ido a juicio; en cambio, los de otros solo aparecen después. 
1TI.5.25	Del mismo modo, las obras buenas se descubren claramente; y las que no se ven, tampoco quedarán siempre escondidas.
1TI.6.1	Los que están sometidos a esclavitud
1TI.6.2	Y aquellos que tengan amos creyentes, que no dejen de respetarlos por ser sus hermanos en la fe. Al contrario, deben servirles todavía mejor, puesto que quienes reciben sus buenos servicios son creyentes y hermanos amados.
1TI.6.2	Enseña y predica estas cosas. 
1TI.6.3	Si alguien enseña ideas extrañas y no está de acuerdo con la sana enseñanza
1TI.6.4	es un orgulloso que no sabe nada. Discutir
1TI.6.5	y peleas sin fin entre gente que tiene la mente pervertida, que no conoce la verdad
1TI.6.6	Y claro está que nuestra fe es una fuente de gran riqueza,
1TI.6.7	Porque nada trajimos a este mundo y nada podremos llevarnos;
1TI.6.8	si tenemos qué comer y con qué vestirnos, démonos por satisfechos.
1TI.6.9	En cambio, los que quieren hacerse ricos no resisten la prueba, y caen en la trampa de muchos deseos insensatos y perjudiciales que hunden a los hombres en la ruina y la condenación.
1TI.6.10	Porque el amor al dinero es raíz de toda clase de males,
1TI.6.11	Pero tú, hombre de Dios,
1TI.6.12	Pelea la buena batalla de la fe: no dejes escapar la vida eterna, pues para eso te llamó Dios y por eso hiciste una buena profesión de tu fe delante de muchos testigos. 
1TI.6.13	Ahora, delante de Dios, que da vida a todo lo que existe, y delante de Cristo Jesús, que hizo una buena profesión y dio testimonio ante Poncio Pilato,
1TI.6.14	que obedezcas lo que te ordeno:
1TI.6.15	A su debido tiempo, Dios llevará esto a cabo, porque él es el único y bienaventurado
1TI.6.16	Es el único inmortal, que vive en una luz a la que nadie puede acercarse.
1TI.6.17	A los ricos de este mundo mándales que no sean orgullosos ni pongan su esperanza en sus riquezas,
1TI.6.18	Mándales que hagan el bien, que sean ricos en buenas obras y que estén dispuestos a dar y compartir lo que poseen. 
1TI.6.19	Así tendrán riquezas que les proporcionarán un firme fundamento para el futuro, y alcanzarán la vida verdadera.
1TI.6.20	Timoteo, cuida bien lo que te he confiado.
1TI.6.21	que a algunos, por profesarla, ha desviado de la fe.
1TI.6.21	Que el Señor derrame su gracia sobre vosotros.
2TI.1.1	Pablo, apóstol de Cristo Jesús, enviado por la voluntad de Dios de acuerdo con la promesa de vida que hay en la unión con Cristo Jesús, 
2TI.1.2	a mi querido hijo Timoteo.
2TI.1.3	Día y noche, recordándote sin cesar en mis oraciones, doy gracias a Dios,
2TI.1.4	Me acuerdo siempre de tus lágrimas,
2TI.1.5	Porque me acuerdo de la sinceridad de tu fe. Esa misma fe que antes tuvieron tu abuela Loida y tu madre Eunice,
2TI.1.6	Por eso te recomiendo que avives el fuego del don que Dios te concedió cuando te impuse las manos.
2TI.1.7	Pues Dios no nos ha dado un espíritu de temor, sino un espíritu de poder, amor y buen juicio.
2TI.1.8	No te avergüences, pues, de dar testimonio a favor de nuestro Señor, ni tampoco te avergüences de mí, preso por causa suya.
2TI.1.9	Dios nos ha salvado y nos ha llamado a ser un pueblo santo, no por lo que nosotros hayamos hecho,
2TI.1.10	ha mostrado su amor ahora en Cristo Jesús nuestro Salvador, que ha destruido el poder de la muerte
2TI.1.11	Dios me ha encargado que anuncie este mensaje,
2TI.1.12	Precisamente por eso sufro todas estas cosas. Pero no me avergüenzo de ello,
2TI.1.13	Sigue el modelo de la sana enseñanza
2TI.1.14	Con la ayuda del Espíritu Santo que vive en nosotros, cuida de la buena doctrina que Dios te ha confiado.
2TI.1.15	Como sabes, todos los de la provincia de Asia me han abandonado; entre ellos, Figelo y Hermógenes.
2TI.1.16	Que el Señor tenga misericordia de la familia de Onesíforo;
2TI.1.17	Al contrario, en cuanto llegó a Roma
2TI.1.18	Que el Señor le conceda encontrar su misericordia en aquel día.
2TI.2.1	Tú, hijo mío, saca fuerzas de la gracia
2TI.2.2	Y lo que me has oído decir delante de muchos testigos, encárgaselo a hombres de confianza que sean capaces de enseñárselo a otros.
2TI.2.3	Toma tu parte en los sufrimientos,
2TI.2.4	Ningún soldado
2TI.2.5	De la misma manera, el deportista no puede recibir el premio si no compite conforme a las reglas del juego.
2TI.2.6	El que trabaja en el campo tiene derecho a ser el primero en recibir parte de la cosecha.
2TI.2.7	Piensa en esto que te digo y el Señor te lo hará comprender todo.
2TI.2.8	Acuérdate de Jesucristo, que resucitó y que era descendiente del rey David:
2TI.2.9	Y por este evangelio soporto sufrimientos; incluso el estar encadenado como un criminal.
2TI.2.10	Por eso lo soporto todo en bien de los que Dios ha escogido, para que también ellos alcancen la salvación gloriosa y eterna en Cristo Jesús.
2TI.2.11	Esto es muy cierto:
2TI.2.11	Si morimos con él, también viviremos con él;
2TI.2.12	si sufrimos, tendremos parte en su reino;
2TI.2.12	si le negamos, también él nos negará;
2TI.2.13	si no somos fieles, él sigue siendo fiel,
2TI.2.13	porque no puede negarse a sí mismo.
2TI.2.14	Recuérdales esto y encárgales delante de Dios que dejen de discutir por cuestiones de palabras. Esas discusiones
2TI.2.15	Haz todo lo posible por presentarte delante de Dios como un trabajador aprobado que no tiene de qué avergonzarse, que enseña debidamente el mensaje de la verdad.
2TI.2.16	Evita palabrerías mundanas y vacías; los que así hablan se hunden cada vez más en la maldad 
2TI.2.17	y sus enseñanzas corroen como la gangrena. Esto sucede con Himeneo y Fileto,
2TI.2.18	que se han desviado de la verdad
2TI.2.19	Pero Dios ha puesto una base firme,
2TI.2.20	En una casa grande, no solo hay objetos de oro y de plata, sino también de madera y de barro; los unos destinados a usos nobles y los otros al uso común.
2TI.2.21	Para ser de uso noble, consagrado y útil al Señor, tiene uno que mantenerse limpio de todo lo malo. Entonces será útil para cualquier cosa buena.
2TI.2.22	Huye, pues, de las pasiones de la juventud
2TI.2.23	No hagas caso de discusiones sin ton ni son; ya sabes que traen disgustos.
2TI.2.24	Y un siervo del Señor no debe andar en peleas;
2TI.2.25	y corregir con corazón humilde a los rebeldes. Acaso Dios les conceda volverse a él y conocer la verdad. 
2TI.2.26	Así se despertarán, y escaparán de la trampa en la que el diablo los tiene presos y sometidos a su voluntad.
2TI.3.1	También debes saber que en los tiempos últimos vendrán días difíciles.
2TI.3.2	Los hombres serán egoístas, amantes del dinero, orgullosos y vanidosos. Hablarán en contra de Dios, desobedecerán a sus padres, serán ingratos y no respetarán la religión. 
2TI.3.3	No tendrán cariño ni compasión, andarán con chismes, no podrán dominar sus pasiones, serán crueles y enemigos de todo lo bueno. 
2TI.3.4	Serán traidores y atrevidos, estarán llenos de vanidad y buscarán sus propios placeres en vez de buscar a Dios.
2TI.3.5	Aparentarán una gran religiosidad, pero con sus hechos negarán el verdadero poder de la religión.
2TI.3.5	Apártate de esa clase de gente. 
2TI.3.6	De ellos son esos que se meten en las casas y engañan a débiles mujeres
2TI.3.7	están siempre aprendiendo pero jamás llegan a comprender la verdad. 
2TI.3.8	Y así como los brujos Janes y Jambrés
2TI.3.9	pero no adelantarán mucho, porque todo el mundo se dará cuenta de que son unos tontos, lo mismo que les pasó a aquellos dos que se opusieron a Moisés.
2TI.3.10	Pero tú has seguido bien mis enseñanzas, mi forma de vida, mis planes, mi fe, mi paciencia, mi amor y mi fortaleza para soportar 
2TI.3.11	las persecuciones y los sufrimientos. Sabes las cosas que me sucedieron en Antioquía, Iconio y Listra, y que también allí fui perseguido, aunque el Señor me libró de todo.
2TI.3.12	Lo cierto es que todos los que quieran llevar una vida de piedad en unión con Cristo Jesús sufrirán persecución;
2TI.3.13	ahora bien, los malos y los engañadores irán de mal en peor, engañando y siendo engañados.
2TI.3.14	Tú permanece firme en todo lo que aprendiste, de lo cual estás convencido. Ya sabes quiénes te lo enseñaron.
2TI.3.15	Recuerda que desde niño conoces las sagradas Escrituras,
2TI.3.16	Toda Escritura está inspirada por Dios y es útil
2TI.3.17	Así el hombre de Dios
2TI.4.1	Delante de Dios y de Cristo Jesús, que vendrá como rey a juzgar a los vivos y a los muertos,
2TI.4.2	que prediques el mensaje, y que insistas, tanto si el momento es oportuno como si no lo es. Convence, reprende y anima, enseñando con toda paciencia. 
2TI.4.3	Va a llegar el tiempo en que la gente no soportará la sana enseñanza; más bien, según sus propios caprichos, se buscarán un montón de maestros que solo les enseñen lo que ellos quieran oir. 
2TI.4.4	Darán la espalda a la verdad
2TI.4.5	Pero tú conserva siempre el buen juicio, soporta los sufrimientos, dedícate a anunciar el evangelio, cumple bien con tu trabajo.
2TI.4.6	Yo ya estoy para ser ofrecido en sacrificio:
