GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
ZEC.13.4	Sa zour, tou bann profet pou kanmi
ZEC.13.4	kan zot ava profetiz lo zot bann vizyon.
ZEC.13.4	Zot pa pou met en lenz profet pour zot tronp dimoun,
ZEC.13.5	me sakenn zot pou dir:
ZEC.13.5	Mon pa en profet, mon en fermye;
ZEC.13.5	mon ti menm annan later depi dan mon lazenes.
ZEC.13.6	Si nenport ki dimoun i demann zot:
ZEC.13.6	Kote ou'n ganny sa bann blesir ki lo ou ledo?
ZEC.13.6	Zot pou reponn: Mon ti ganny blese
ZEC.13.6	dan lakaz mon bann met.
ZEC.13.7	La sa ki SENYER liniver i deklare:
ZEC.13.7	Lepe! Leve kont mon berze,
ZEC.13.7	kont mon zanmi pros.
ZEC.13.7	Atak berze pour dispers bann mouton;
ZEC.13.7	mon lanmen pou atak bann ki pti.
ZEC.13.8	La sa ki SENYER i deklare:
ZEC.13.8	Alor, dan pei antye,
ZEC.13.8	de tyer bann zabitan pou mor,
ZEC.13.8	e en tyer pou ganny sove.
ZEC.13.9	Mon pou zet sa dernyen tyer dan dife.
ZEC.13.9	Mon pou fer li fonn parey ou fer fonn larzan.
ZEC.13.9	Mon pou teste li parey ou teste lor.
ZEC.13.9	I pou envok mon non e mon pou egzos li.
ZEC.13.9	Mon pou dir: Ou menm mon pep!
ZEC.13.9	Zot ava reponn: SENYER ki nou Bondye!
ZEC.14.1	Sa zour ki pour SENYER pe vini,
ZEC.14.1	kan bann depouy lager
ZEC.14.1	pou ganny partaze parmi zot.
ZEC.14.2	Mon pe rasanble tou bann nasyon pour atak Zerizalenm.
ZEC.14.2	Lavil pou ganny kaptire, bann lakaz met anba lao, e bann fanm pou ganny vyole.
ZEC.14.2	Lanmwatye bann zabitan Zerizalenm
ZEC.14.2	pou ganny deporte;
ZEC.14.2	me sa lot lanmwatye
ZEC.14.2	ava kapab reste dan lavil.
ZEC.14.3	Alor, SENYER pou sorti
ZEC.14.3	e konbat sa bann nasyon,
ZEC.14.3	parey i fer sak fwa i al lager.
ZEC.14.4	Sa zour, i pou poz son lipye lo Montanny Zolivye
ZEC.14.4	ki lo kote Les Zerizalenm.
ZEC.14.4	Montanny Zolivye pou fann an de
ZEC.14.4	e form en gran vale dan direksyon Les-Was.
ZEC.14.4	Lanmwatye montanny pou rekil dan Nor
ZEC.14.4	e lot lanmwatye dan Sid.
ZEC.14.5	Alor, zot pou sove
ZEC.14.5	an pasan par vale montanny SENYER,
ZEC.14.5	akoz vale sa bann montanny pou al ziska Asal.
ZEC.14.5	Zot pou taye parey ler zot ti fer pour sov tranblemandter
ZEC.14.5	dan letan Ozyas, lerwa Zida.
ZEC.14.5	Apre sa, SENYER mon Bondye pou arive avek tou son bann lanz ki servi li.
ZEC.14.6	Sa zour, lalimyer pa pou neseser.
ZEC.14.6	I pou nepli fer fre; pa pou annan laglas.
ZEC.14.7	Sa zour ki zis SENYER i konnen,
ZEC.14.7	pa pou annan ni lizour, ni lannwit
ZEC.14.7	e kan lannwit pou tonbe, i pou reste kler.
ZEC.14.8	Sa zour, delo pir pou sorti dan Zerizalenm;
ZEC.14.8	lanmwatye pou koul lo kote Les,
ZEC.14.8	lot lanmwatye pou koul lo kote Was.
ZEC.14.8	Sa pou kontinyen pandan lete koman liver.
ZEC.14.9	Alor, SENYER ava vin lerwa partou lo later.
ZEC.14.9	Sa zour, zis SENYER ki pou ganny adore koman Bondye.
ZEC.14.10	Pei antye pou vin en laplenn,
ZEC.14.10	depi Geba ziska Rimonn ki sitye dan Sid avek Zerizalenm.
ZEC.14.10	Me Zerizalenm pou reste kot i ete lo oter,
ZEC.14.10	depi laport Benzamen kot vye laport ti ete,
ZEC.14.10	ziska laport Kwen,
ZEC.14.10	e depi Latour Hananeel,
ZEC.14.10	ziska bann basen lerwa
ZEC.14.10	kot i kraz rezen pour fer diven.
ZEC.14.11	Dimoun pou vin reste la,
ZEC.14.11	akoz zanmen ankor, Zerizalenm pou ganny detri.
ZEC.14.11	Bann zabitan pou viv an sekirite.
ZEC.14.12	La maler ki SENYER pou anvoy lo tou bann pep
ZEC.14.12	ki'n lager kont Zerizalenm:
ZEC.14.12	Zot lapo pou pouri
ZEC.14.12	pandan ki zot ankor debout;
ZEC.14.12	zot lizye pou pouri dan son orbit
ZEC.14.12	e zot lalang pou pouri dan zot labous.
ZEC.14.13	Sa zour, SENYER pou anvoy en gran lafreyer lo zot.
ZEC.14.13	Sakenn pou anponny son kanmarad
ZEC.14.13	e zot ava lager ant zot.
ZEC.14.14	Menm Zida pou lager dan Zerizalenm.
ZEC.14.14	Alor, zot pou pran tou larises bann nasyon dan zalantour:
ZEC.14.14	Lor, larzan, lenz an kantite.
ZEC.14.15	En fleo parey pou tap bann seval,
ZEC.14.15	mile, samo, bourik
ZEC.14.15	e tou bann zannimo ki pou dan zot bann kan.
ZEC.14.16	Alor, dimoun ki ti'n vin fer lager kont Zerizalenm
ZEC.14.16	e ki pa'n ganny touye,
ZEC.14.16	pou monte toulezan.
ZEC.14.16	Zot pou vin ador lerwa,
ZEC.14.16	SENYER liniver e selebre lafet bann Payot.
ZEC.14.17	Sa fanmir ki pa mont Zerizalenm
ZEC.14.17	pour ador lerwa, pa pou ganny lapli.
ZEC.14.18	Si bann fanmir Ezipsyen pa monte,
ZEC.14.18	e pa prezant zot, alor fleo ki SENYER
ZEC.14.18	in frap bann nasyon ki pa monte pour selebre lafet Payot
ZEC.14.18	pour tonm lo zot.
ZEC.14.19	Sa i ava pinisyon Lezip
ZEC.14.19	e pinisyon tou bann nasyon
ZEC.14.19	ki pa monte pour selebre lafet Payot.
ZEC.14.20	Sa zour, zot ava ekri lo laklos bann seval:
ZEC.14.20	Konsakre pour SENYER.
ZEC.14.20	Bann marmit ki servi dan tanp SENYER,
ZEC.14.20	pou osi sakre ki bann bol ki servi devan lotel.
ZEC.14.21	Tou bann marmit ki annan dan Zerizalenm e dan Zida
ZEC.14.21	ava ganny konsakre pour SENYER liniver.
ZEC.14.21	Konmsa, tou dimoun ki vin ofer sakrifis,
ZEC.14.21	ava servi zot pour bwi lavyann pour sakrifis.
ZEC.14.21	Sa zour, pou nepli annan marsan dan tanp SENYER liniver.
MAL.1.1	Menas SENYER kont pep Izrael par lentermedyer profet Malasi. 
MAL.1.2	SENYER ti dir avek son pep Izrael, “Mon'n kontan ou.”
MAL.1.2	Me Izrael ti reponn, “Ki mannyer ou'n montre ki ou kontan nou?”
MAL.1.2	SENYER ti reponn zot, “Ezai ek Zakob, pa zot de frer? Pourtan mon'n kontan Zakob, 
MAL.1.3	e mon'n ay Ezai. Mon'n devaste son rezyon montanny e fer landrwa kot son desandan ti reste, vin en landrwa devaste pour sakal, sa zannimo ki viv dan dezer.”
MAL.1.4	Si Edonm i dir: Nou landrwa in ganny detri, me nou pou rekonstri li, la sa ki SENYER liniver i deklare: Zot kapab rekonstri li, me mon pou kraz li ankor. Dimoun pou apel li pei modi e en pep ki toultan fer SENYER ankoler. 
MAL.1.5	Zot pou war tousala arive avek zot prop lizye e zot pou dir: SENYER i gran, menm an deor pei Izrael.
MAL.1.6	SENYER liniver i dir avek bann pret: En zanfan, i obei son papa; en serviter, i respekte son met. Si mon en papa pour zot, oli loner ki mon merite? Si mon zot sef, akoz zot napa respe anver mwan, SENYER liniver i demann avek bann pret ki mepriz li. Me zot demande: Ki mannyer nou'n mepriz ou? 
MAL.1.7	Kan zot ofer sakrifis nouritir ki enpir lo mon lotel, zot demande: Ki mannyer nou'n profann ou lotel? Kan zot pa rekonnet lenportans lotel SENYER. 
MAL.1.8	Kan zot ofer sakrifis zannimo aveg, eski sa i byen? Kan zot ofer zannimo andikape oubyen malad, eski zot krwar napa nanryen mal ladan? Esey donn sa ou gouverner. Eski sa pou fer li plezir e i ava rekonpans zot? SENYER liniver ki deklare.
MAL.1.9	Aprezan, esey sipliy Bondye, pour li montre son bonte anver zot. Eski i pou aksepte zot lofrann? SENYER ki deklare.
MAL.1.10	Ti ava preferab ki enn parmi zot ti ava ferm bann laport tanp e personn pa ti ava alim dife pour nanryen lo mon lotel, SENYER liniver i deklare. Zot pa fer mwan plezir, mon pa pou aksepte zot sakrifis, SENYER liniver ki deklare. 
MAL.1.11	Depi soley leve ziska soley kouse, partou dan lemonn, dimoun i onor mwan. Partou, zot bril lansan e prezant en lofrann pir, akoz mon non i gran parmi bann nasyon, SENYER liniver ki deklare. 
MAL.1.12	Me zot, zot in rann enpir mon lotel kan zot dir mon lotel in ganny sali e lofrann nouritir napa gran valer.
MAL.1.13	Zot osi oze dir: Tousala i fatigan, e zot lev nennen avek mwan. Zot menm ofer sakrifis zannimo vole, malad oubyen andikape. Eski mon kapab aksepte sa, sorti kot zot? SENYER ki deklare. 
MAL.1.14	Bondye pou modi sa voler ki tronp li avek en zannimo taste, kan dan son troupo, i annan en zannimo mal, byen portan. Mon en gran lerwa, e mon non i ganny respekte parmi bann nasyon. SENYER liniver ki deklare.
MAL.2.1	Bann pret! Aprezan, la sa ki mon ordonn zot: 
MAL.2.2	Si zot pa ekout mwan, e zot pa pran ka pour glorifye mon non dan sa ki zot fer, alor mon pou devers malediksyon lo zot, SENYER ki deklare. Mon pou sanz mon benediksyon an malediksyon. Annefe, mon'n fini modi zot, akoz zot pa pe pran mon lord aker. 
MAL.2.3	Mon pou pini zot desandans. Mon pou zet fimyen dan zot figir, fimyen ki zot anmennen pour sakrifis, e zot ava ganny anmase ansanm. 
MAL.2.4	Alor, zot ava konnen ki se mwan menm SENYER liniver ki'n anvoy sa lavertisman, pour ki mon lalyans avek desandans Levi i reste valab. 
MAL.2.5	Mon lalyans avek li, ti en lalyans lavi ek lape. Mon ti donn li pour zot ganny respe pour mwan e vreman onor mon non. 
MAL.2.6	I ti vreman transmet mon mesaz e i ti ansenny laverite. I ti mars avek mwan dan lape ek lwayote konplet; i ti ede pour fer bokou dimoun retourn lo bon semen. 
MAL.2.7	I devwar bann pret pour ansenny vre konnesans Bondye. Lepep i devre pran konsey avek zot pour konnen ki lalwa i dir, akoz se zot ki mesaze SENYER liniver.
MAL.2.8	Me zot bann pret, zot pa'n swiv sa semen drwat; zot in fer bokou dimoun tonbe par zot lansennyman. Zot in detri lalyans avek Levi, SENYER liniver ki deklare. 
MAL.2.9	Alor, mon pou imilye zot e fer lepep mepriz zot, akoz mon volonte pa'n ganny swiv e zot bann desizyon pa ti touzour zis.
MAL.2.10	Nou tou, pa nou annan en sel papa, en sel Bondye ki'n kree nou? Alor, akoz nou tronp kanmarad e kas lalyans ki Bondye in fer avek nou bann zanset? 
MAL.2.11	Zida pa'n reste fidel anver Bondye. Zot in komet en akt degoutan dan pei antye e dan Zerizalenm. Zot in mank respe anver sanktyer ki SENYER i kontan. Zot in marye avek bann fanm etranze ki ador lezot bondye. 
MAL.2.12	Mon demande ki SENYER i detri sa zonm ki'n fer sa aksyon parmi pep Izrael, e nenport ki, menm sa enn ki anmenn en lofrann devan SENYER liniver.
MAL.2.13	La ankor sa ki zot fer: Zot vin kouver lotel SENYER avek larm. Zot sanglote e fer gro tapaz, akoz i nepli pran ka, ni aksepte zot lofrann ki zot anmenn kot li. 
MAL.2.14	Zot demande: Akoz ki i nepli aksepte zot lofrann? SENYER i pa aksepte ou lofrann akoz i ti temwen promes fidelite ki ou ti fer avek ou premye fanm, dan ou zenes. Sa fanm ti ou konpanny ki osi ou fanm dapre sa ki ou'n promet. 
MAL.2.15	Bondye pa i'n fer zot en sel lekor e donn zot sa menm souf lavi? Son sel dezir se ki zot ganny zanfan ki vin vreman pep Bondye. Alor, fer atansyon ki personn pa kas promes fidelite ki i'n fer avek son fanm dan son zenes. 
MAL.2.16	Mon ay divors, SENYER Bondye Izrael i deklare. Mon pa kontan kan zot komet sa aksyon vyolan anver zot fanm, SENYER liniver i deklare. Alor, fer atansyon ki personn pa kas son promes fidelite.
MAL.2.17	Zot in fatig SENYER avek zot bann koze. Pourtan, zot demande: Ki mannyer nou'n fatig li? Zot fatig li kan zot dir: SENYER i aksepte tou bann malfeter e i kontan zot. Oubyen kan zot demande: Oli sa Bondye ki fer lazistis?
MAL.3.1	La, mon anvoy mon mesaze. I pou prepar semen devan mwan. En sel kou, SENYER ki zot pe espere, pou vini, e i pou antre dan son tanp. Mesaze pou proklanm mon lalyans, SENYER liniver ki deklare.
MAL.3.2	Me lekel ki pou kapab reziste sa zour kan i vini? Lekel ki pou reste debout kan i pou aparet? Annefe, i pou parey dife ki fonder i servi pour netway metal, parey savon ki blansisez i servi. 
MAL.3.3	Parey kan en fonder metal i asiz pour li fonn e pirifye lor ek larzan, SENYER pou pirifye bann desandans Levi. Alor, zot ava kapab ofer lofrann dapre lareg ki'n ganny etabli. 
MAL.3.4	Alor, lofrann ki bann zabitan Zida ek Zerizalenm ava prezant devan SENYER, pou ganny aksepte parey lontan.
MAL.3.5	Alor, mon pou vin parmi zot pour zizman. Mon pa pou tarde pour pas zizman kont bann sorsye, bann ki komet adilter, bann ki fer fo serman, bann ki eksplwat zot travayer e ki abiz lo bann vev ek bann orfelen, e ki maltret bann etranze. Tou sa bann dimoun napa respe pour mwan. SENYER liniver ki deklare.
MAL.3.6	Mwan, SENYER, mon pa sanze. Pour sa rezon ki zot, bann desandans Zakob, ki pa'n ganny eksterminen. 
MAL.3.7	Depi lepok zot bann zanset, zot in abandonn mon bann regleman ki zot pa'n met an pratik. Retourn kot mwan e mon ava retourn kot zot, SENYER liniver ki deklare. Me zot demande: Ki mannyer nou pou retournen?
MAL.3.8	Dir mwan, eski en zonm i kapab vol Bondye? Pourtan, zot pe vol mwan. Me zot demande: Ki mannyer nou pe vol ou? Zot pe vol mwan dan zot ladim e dan zot bann lofrann. 
MAL.3.9	Maler lo zot nasyon antye! Zot in ganny malediksyon akoz zot pe vol mwan.
MAL.3.10	Anmenn tou ladim dan trezor tanp, pour ki i annan touzour dekwa manze dan mon tanp. SENYER liniver ki deklare. Teste mwan e zot ava war si mon pa pou ouver rezervwar lesyel e devers lo zot toudsort benediksyon annabondans. 
MAL.3.11	Mon pou sas bann sotrel pour zot, pour ki zot rekolt pa ganny detri. Zot plantasyon rezen ava donn en bon rekolt, SENYER liniver ki deklare. 
MAL.3.12	Alor, tou bann nasyon ava dir ki zot en pep ere, akoz zot ava pe viv dan en pei agreab, SENYER liniver ki deklare.
MAL.3.13	SENYER i deklare: Zot in dir bann parol ensolan kont mwan. Pourtan zot demande: Ki nou'n dir kont ou?
MAL.3.14	Zot in dir: Pa vo lapenn servi Bondye. Akfer ki nou bezwen obei son komannman e fer krwar SENYER liniver ki nou pe anmenn dey? 
MAL.3.15	Nou war bann arogan byennere, bann malfeter i prospere. Zot menm teste Bondye e zot pa ganny pini.
MAL.3.16	Alor, bann ki ti annan respe anver SENYER ti koz antre zot. SENYER ti ekout zot e antann zot. I ti fer ekri dan en liv souvenir devan li, konsernan tou sa bann ki ti annan respe anver SENYER e onor li. 
MAL.3.17	Sa zour ki mon'n prepare pour azir, mon pou fer zot vin mon trezor, mon pep spesyal, SENYER liniver ti deklare. Mon pou montre mon bonte anver zot, parey bann paran ki kontan zot zanfan ki obeisan. 
MAL.3.18	Ankor en fwa, zot ava war diferans ant sa enn ki zis ek en malfeter, ant sa enn ki servi Bondye ek sa enn ki pa servi li.
MAL.4.1	SENYER liniver i deklare: La sa zour pe arive. I pou so parey en dife kot tou bann arogan ek bann malfeter pou brile parey lapay. Sa zour, zot pou bril tou konpletman, san les ni rasin ni brans. 
MAL.4.2	Me pour zot ki annan respe pour Bondye, soley lazistis pou lev lo zot e son bann reyon pou anmenn gerizon. Zot pou sorti e sote parey bann zenn bef ki sorti dan park. 
MAL.4.3	Zot pou kraz bann ki pratik lemal, akoz sa zour ki mon pou pran aksyon, zot pou vin lasann anba plak lipye.
MAL.4.4	Rapel byen bann lalwa, bann komannman ek bann regleman, ki mon ti donn mon serviter Moiz lo montanny Horeb pour pep Izrael antye. 
MAL.4.5	Gete: Mon pou anvoy zot profet Eli avan ki sa zour SENYER i vini, sa zour ki pou gran e terib. 
MAL.4.6	I pou tourn leker bann papa ver zot bann zanfan, e leker bann zanfan ver zot papa, pour ki mon pa vin detri konpletman zot pei.
MAT.1.1	Sa i lalis bann zanset Zezi-Kri, desandan David, ki ti li menm en desandan Abrahanm:
MAT.1.2	Abrahanm ti papa Izaak; Izaak ti papa Zakob; Zakob ti papa Zida ek son bann frer. 
MAT.1.3	Zida ti papa Peres ek Zara; zot manman ti apel Tamar. Peres ti papa Hesronn; Hesronn ti papa Aranm; 
MAT.1.4	Aranm ti papa Aminadab; Aminadab ti papa Naasonn; Naasonn ti papa Salmonn; 
MAT.1.5	Salmonn ti papa Booz; son manman ti apel Rahab. Booz ti papa Obed, son manman ti apel Rit. Obed ti papa Zese; 
MAT.1.6	Zese ti papa David.
MAT.1.6	Lerwa David ti papa Salomon; son manman ti fanm Iri. 
MAT.1.7	Salomon ti papa Roboanm; Roboanm ti papa Abya; Abya ti papa Asaf; 
MAT.1.8	Asaf ti papa Zozafat; Zozafat ti papa Zoranm; Zoranm ti papa Ozyas; 
MAT.1.9	Ozyas ti papa Yoatanm; Yoatanm ti papa Akaz; Akaz ti papa Ezekyas; 
MAT.1.10	Ezekyas ti papa Manase; Manase ti papa Amonn; Amonn ti papa Zozyas; 
MAT.1.11	Zozyas ti papa Yekonya ek son bann frer. Sa ti dan lepok ki pep Izraelit ti ganny deporte Babilonn
MAT.1.12	Apre ki pep Izraelit ti'n ganny deporte Babilonn, Yekonya ti fer Sealtiel; Sealtiel ti papa Zorobabel; 
MAT.1.13	Zorobabel ti papa Abihoud; Abioud ti papa Elyakim; Elyakim ti papa Azor; 
MAT.1.14	Azor ti papa Sadok; Sadok ti papa Akim; Akim ti papa Elihoud; 
MAT.1.15	Elihoud ti papa Eleazar; Eleazar ti papa Matan; Matan ti papa Zakob; 
MAT.1.16	Zakob ti papa Zozef ki ti marye avek Mari; Mari ti donn nesans Zezi, ki zot ti apel Mesi.
MAT.1.17	An tou, ti annan 14 zenerasyon depi Abrahanm ziska David, 14 zenerasyon depi David ziska deportasyon Babilonn, e 14 zenerasyon depi deportasyon Babilonn ziska nesans Mesi.
MAT.1.18	La dan ki sirkonstans Zezi-Kri ti ne: Mari, manman Zezi ti'n fiyanse avek Zozef. Me avan ki zot ti konmans viv ansanm, i ti trouv li ansent par laksyon Lespri-Sen.
MAT.1.19	Zozef, son mari, ti en zonm zis. Pour li pa dezonor Mari piblikman, i ti deside kas fiyansay an sekre.
MAT.1.20	Letan i ti pe mazin sa, en lanz Senyer ti aparet avek li dan en rev. I ti dir li, “Zozef, garson David! Pa bezwen per pour pran Mari koman ou fanm, akoz sa zanfan ki i pou gannyen, in ganny formen par laksyon Lespri-Sen. 
MAT.1.21	I pou donn nesans en garson, e ou ava apel li Zezi
MAT.1.22	Tousala in arive pour ki tou sa ki Senyer ti'n dir par lentermedyer profet i realize:
MAT.1.23	En zenn fiy vyerz pou tonm ansent;
MAT.1.23	i pou donn nesans en garson,
MAT.1.23	e zot pou apel li Emanouel
MAT.1.24	Kan Zozef ti reveye, i ti fer tou parey lanz Senyer ti'n ordonn li e i ti pran Mari koman son fanm. 
MAT.1.25	Me i pa ti ganny okenn relasyon avek li, ziska ki i ti donn nesans en garson ki Zozef ti apel Zezi.
MAT.2.1	Zezi ti ne Betlehenm dan Zide, dan lepok ki Herod ti lerwa. Apre son nesans, bann savan sorti dan Les ti ariv Zerizalenm. 
MAT.2.2	Zot ti demande, “Oli sa lerwa bann Zwif ki fek ne? Nou'n war son zetwal dan Les, e nou'n vin ador li.”
MAT.2.3	Lerwa Herod ek tou dimoun dan Zerizalenm ti trakase kan zot ti antann sa. 
MAT.2.4	I ti apel tou bann gran-pret ek bann profeser Lalwa. I ti demann zot, “Kote Mesi ti devre ne?”
MAT.2.5	Zot ti reponn, “Betlehenm dan Zide. La sa ki profet in ekri:
MAT.2.6	Ou Betlehenm, dan later Zida!
MAT.2.6	Ou sertennman pa mwen enportan
MAT.2.6	parmi bann lavil dan Zida.
MAT.2.6	Annefe, kot ou, pou sorti en sef
MAT.2.6	ki pou vin berze Izrael, mon pep
MAT.2.7	Alor, an sekre, Herod ti apel sa bann saz. I ti demann zot lepok egzakt ki sa zetwal ti aparet. 
MAT.2.8	Apre, i ti anvoy zot Betlehenm. I ti dir zot, “Al rod byen lenformasyon lo sa zanfan. Kan zot ava'n war li, vin fer mwan konnen, pour ki mwan osi, mon ava al ador li.”
MAT.2.9	Apre ki lerwa ti'n fini koz avek zot, zot ti ale. Alor, zot ti war sa menm zetwal ki zot ti'n remarke dan Les, pe avanse devan zot. 
MAT.2.10	Kan zot ti revwar sa zetwal, zot ti dan en gran kontantman. 
MAT.2.11	Zot ti antre dan lakaz; zot ti war sa zanfan avek son manman, Mari. Zot ti tonm azenou e ador li. Answit, zot ti ouver zot kof e ofer li bann kado: Lor, lansan ek lamir. 
MAT.2.12	Apre, zot ti retourn se zot par en lot semen, akoz Bondye ti'n averti zot dan en rev pour pa retourn kot Herod.
MAT.2.13	Apre ki bann savan ti'n ale, en lanz Senyer ti aparet avek Zozef dan en rev. I ti dir li, “Leve! Pran sa zanfan ek son manman e sov Lezip. Reste laba, ziska ki mon donn ou lord retournen, akoz Herod pou rod sa zanfan pour fer touy li.”
MAT.2.14	Zozef ti leve. I ti pran sa zanfan ek son manman e pandan lannwit, i ti sov Lezip. 
MAT.2.15	I ti reste laba ziska lanmor Herod. Sa ti arive pour ki sa ki Senyer ti'n dir par lentermedyer son profet, i ganny realize:
MAT.2.15	Mon'n apel mon garson pour sorti Lezip
MAT.2.16	Kan Herod ti realize ki sa bann savan ti'n zwe en trik avek li, i ti tre ankoler. I ti fer touy tou bann garson 2 an e mwens, dan Betlehenm e dan zalantour, dapre lepok ki sa bann savan ti'n dir li. 
MAT.2.17	Sa ti arive pour ki parol profet Zeremi i ganny akonpli:
MAT.2.18	Dan Rama mon antann en lavwa
MAT.2.18	pe plere e pe lamante.
MAT.2.18	Rasel pe pler son bann zanfan;
MAT.2.18	i refiz tou konsolasyon,
MAT.2.18	akoz zot in mor
MAT.2.19	Apre lanmor Herod, en lanz ti aparet avek Zozef Lezip, dan en rev. 
MAT.2.20	I ti dir li, “Leve! Pran sa zanfan ek son manman e retourn dan pei Izrael, akoz sa bann ki ti pe esey touy li in mor.”
MAT.2.21	Alor, Zozef ti leve. I ti pran sa zanfan ek son manman, e retourn dan pei Izrael.
MAT.2.22	Me kan Zozef ti tande ki Arkelais ti'n vin lerwa Zide dan plas son papa Herod, i ti per pour al laba. Apre ki i ti'n ganny averti dan en rev, i ti al dan rezyon Galile. 
MAT.2.23	I ti al etabli li dan en lavil ki ti apel Nazaret. Alor, parol bann profet ti ganny realize: I pou ganny apele Nazareen
MAT.3.1	Dan sa letan, Zanbatis ti arive sorti dan dezer Zide. I ti konmans prese: 
MAT.3.2	Sanz zot mannyer viv
MAT.3.3	Zan ti sa zonm lo ki profet Ezai ti'n dir:
MAT.3.3	En lavwa pe kriye dan dezer:
MAT.3.3	Prepar semen Senyer;
MAT.3.3	fer drwat son bann santye
MAT.3.4	Lenz Zan ti fer avek pwal samo e otour son leren i ti met en sang an kwir
MAT.3.5	Bann zabitan Zerizalenm, partou dan Zide e dan rezyon larivyer Zourden ti al kot li. 
MAT.3.6	Zot ti rekonnet piblikman zot pese e Zan ti batiz zot dan larivyer Zourden.
MAT.3.7	Zan ti war ki en kantite Farizyen ek Sadiseen ti vin kot li pour zot ganny batize. Alor, i ti dir zot, “Ras viper ki zot ete! Lekel ki'n aprann zot esey sap zizman Bondye ki pros? 
MAT.3.8	Alor, prodwi bann bon fri ki montre ki zot in konverti.
MAT.3.9	Pa zis dir dan zot menm: Abrahanm i nou papa. Les mwan dir zot ki Bondye i kapab servi sa bann ros ki la, pour fer zot vin desandans Abrahanm. 
MAT.3.10	Konmela menm, lars in pare la obor rasin bann pye dibwa. Tou pye dibwa ki pa raport bon fri, pou ganny koupe e zet dan dife.
MAT.3.11	Mwan, mon batiz zot dan delo, pour montre ki zot pe sanz zot mannyer viv. Me sa enn ki vin apre mwan, i pou batiz zot avek Lespri-Sen ek dife. I pli pwisan ki mwan: Mon pa diny pour tir son sandal. 
MAT.3.12	Son fours i dan son lanmen, pour li separ lagrenn ek lapay. I pou anmas lagrenn dan son langar rezerv, me i pou bril lapay dan dife ki pa zanmen tennyen.”
MAT.3.13	Alor, Zezi ti arive, sorti Galile. I ti al pre kot Zan, pour li ganny batize par Zan. 
MAT.3.14	Me Zan pa ti dakor. I ti dir li, “Mwan ki devre ganny batize par ou e se ou ki vin kot mwan?”
MAT.3.15	Me Zezi ti reponn li, “Aksepte pour konmela. Annefe, konmsa ki nou devre fer tou sa ki Bondye i demande.”
MAT.3.15	Alor, Zan ti aksepte.
MAT.3.16	Zis koman i ti'n fini ganny batize, Zezi ti sorti dan delo. Alor, lesyel ti ouver pour li: I ti war Lespri Bondye desann lo li dan laform en pizon. 
MAT.3.17	En lavwa sorti dan lesyel ti dir, “Sa i mon Garson byenneme, ki donn mwan bokou lazwa.”
MAT.4.1	Alor, Lespri ti anmenn Zezi dan dezer, pour li ganny tante par dyab. 
MAT.4.2	Apre ki i ti'n reste 40 zour ek 40 nwit san manze, Zezi ti lafen. 
MAT.4.3	Dyab ti vin tant Zezi. I ti dir li, “Si ou Garson Bondye, donn lord ki sa bann ros i vin dipen.”
MAT.4.4	Me Zezi ti reponn li, “Lekritir i deklare: Zonm pa pou viv zis lo dipen, me lo tou parol ki sorti dan labous Bondye
MAT.4.5	Alor, dyab ti anmenn Zezi ziska Zerizalenm, e met li debout lo lapwent twa Tanp. 
MAT.4.6	Dyab ti dir li, “Si ou Garson Bondye, zet ou anba. Annefe i'n ekri:
MAT.4.6	Bondye pou donn lord son bann lanz lo ou size:
MAT.4.6	Zot pou anmenn ou lo zot lanmen,
MAT.4.6	pangar ou konny ou lipye avek en ros
MAT.4.7	Zezi ti reponn li, “I'n osi ekri: Ou pa devre tant Senyer ou Bondye
MAT.4.8	Ankor en fwa, dyab ti anmenn Zezi lo en montanny byen o. I ti montre li tou bann rwayonm partou lo later ek zot splander. 
MAT.4.9	Dyab ti dir li, “Mon pou donn ou tousala, si ou met ou azenou e ador mwan.”
MAT.4.10	Zezi ti reponn li, “Sorti la, Satan! Ale. I'n ekri: Se Senyer, ou Bondye ki ou devre adore e li tousel ki ou devre servi
MAT.4.11	Alor, dyab ti kit li, e bann lanz ti vin servi li.
MAT.4.12	Kan Zezi ti tande ki Zan ti'n ganny met dan prizon, i ti al dan Galile. 
MAT.4.13	I ti kit Nazaret e i ti al reste Kapernaoum, obor lak Galile, dan teritwar Zabilon ek Neftali. 
MAT.4.14	Sa ti arive pour ki parol profet Ezai i ganny realize:
MAT.4.15	Later Zabilon, later Neftali,
MAT.4.15	semen lo kote lanmer, pei lot kote larivyer Zourden!
MAT.4.15	Galile, kot bann nasyon etranze i reste!
MAT.4.16	Lepep ki ti pe asiz dan fernwanr, in war en gran lalimyer.
MAT.4.16	Pour bann ki ti pe asiz dan pei, dan fernwanr lanmor,
MAT.4.16	en lalimyer in leve parmi zot
MAT.4.17	Apartir sa moman, Zezi ti konmans prese. I ti dir: Sanz zot mannyer viv, akoz Rwayonm lesyel i pros
MAT.4.18	En zour, Zezi ti pe marse obor lak Galile. I ti war de frer ki ti peser: Simon, ki zot ti apel Pyer, ek son frer Andre. Zot ti pe pas lasenn dan lak. 
MAT.4.19	Zezi ti dir zot, “Swiv mwan e mon ava fer zot lapes zonm.”
MAT.4.20	Deswit, zot ti kit zot lasenn e swiv li.
