MAT.1.1	Jesucristo e-dadgan-siki ilekwaa-danikid e-garda. Jesucristo, David-e-wagwa, degi, Abraham-e-wagwabar.
EPH.4.23	Degisoggu bemar binsaed bini na obinomarsun. 
EPH.4.24	Degi, bemar igar-nuegan sumarsun, adi dule-gwapidga bemar gumalagar. Ar Bab Dummad na eyob bemar-obinnisad, adi igar-napiragwadgi, degi, iniki gwage-swilidikidgi bemar nanamalagar.
EPH.4.25	Degisoggu, bemar gakansaed mimarsun, unnila na ga be igar-napiragwadgi be sunmakmar, ar ade anmar na bela Cristogi unnila san-wargwennaa gumalad.
EPH.4.26	Be urwele, mer we urwed iskuega be-imaked be sae. Degine, be ulusale, mer egi be bar binsadii-sae, abga ulusad ies be imake, 
EPH.4.27	adi mer nia-sailaga na be-san ukega.
EPH.4.28	Ar dule epenne ibmar atursaerbad, mer bar ibmar atursao. Emigindi na be arbae, adi na be arbaedgi, dulemar-baigan-ibmar-abedimaladga sunna be ibmar ukmogoed.
EPH.4.29	Gaya-iskana mer be sunmako, unnila gaya-nueganbi be sunmaked be sae, adi bemar nabir dule-baigan ogannogegar, baigan-be-itobukmalad yeer-ito be imakegar. 
EPH.4.30	Mer Bab Dummad Burba Nued bukib-binsaed be imakmar, ar bemar agi wilub nagusad, adi bemar mag daklemalagar, be Cristogad gumalad, Bab Dummad bela bemar-onogoed ibaganse.
EPH.4.31	Bemargi bela istar-itoged, sae-itoged, urwed-naid, binnasur-aimarse-urwed, dulemar-ukabsaed, degine, bela istar-binsaedgi ibmar-imaked osulomarsun. 
EPH.4.32	Unnila na be yeer-itogedgi muchub-muchub bendakmar, na be wile dakmar, degi, na egi be warmaksamalale ies na be imakmar, ar igi Bab Dummad be-iskusad Cristogi bega osulosmogadyob.
EPH.5.1	Degisoggu, bemar Bab-Dummad-mimmigan-sabemaladmarsoggu, Bab-Dummad-daedba be damarsun. 
EPH.5.2	Degi, sabguedgi be nanamar, ar igi Cristo anmar-sabgusmoga, degine, ise-wawadik Bab Dummadga ibmar-gummakar-uklegedyob, anmar-ular na e-san uksamogadyob.
EPH.5.3	Ar bemar Jesucristogi akananai-gumarsoggu, bipisaale mer bemargi sunmaked be imakmar, bemar abirgunagwarsuli neg-sichigi yoledimarye, bemar galagwensuli nanadimarye, degine, bemar ibmar-bina surbinsa itodamarbarye. 
EPH.5.4	Gaya-iskanase-bakale, mer egi be sunmakmar, mer binsa galagwensuli be sunmakmar, mer sunnasur gaya-iskanagi sunmaklemaladgi be sunmakmar, suli, we-gaya-degimalad, ib-nuedsulid, bur Bab Dummadga dog-nuedye, be sogmar.
EPH.5.5	Ar bato bemar wisid, dule abirgunagwarsuli na neg-sichigi yolemalad, dule galagwensuli gudimalad, degi, dule dogdar ibmar-bina surbinsa na itodamalad, bab-dummadyob-imaklemalad na e-bab-dummadga na imakdimalad, amarga igar gwen maisulid, Bab Dummad, degi, Cristo-neg-dakmaidse doged.
EPH.5.6	We-igar-iskana an bemarga sogedgi, dulemar a-igargi sogmalad, we igar-gwen-akarsuliteye, amarse mer be yardakleged imakmalo, ar dulemar degi-galagwensuli-daedbali Bab Dummad dulemar-uaya-surdamalad odurdakde-daed. 
EPH.5.7	Degisoggu, amar-degi-damaladbali mer eba ibmar-iskana be imakmar.
EPH.5.8	Ar epennedi bemar neg-sichigi galagwensuli gudigusmalanad, ar emigindi Bab-Jesúsgi bemar gwallu-meegwadyob gumarsoggu, gwallu-meegwadyob be nanamarsun. 
EPH.5.9	Ar Bab-Dummad-Burba-Nued-daedi wegiido: Bela igar-nuegangi nanaed, igar-inikigwadbi imaked, degine, igar-napiragwadbi saed. 
EPH.5.10	Degisoggu, be durdakmarsun igid-igar Bab-Jesús nabir-ito imakedi.
EPH.5.11	Mer ibmar-iskana neg-sichidgi binsa imaklemaladba be ibmar imakmar. Suli, degisur. Amarga bur be oyoged-sae ibiga wede ibmar-iskana gue. 
EPH.5.12	Ar ade we ibmar-iskana na dukuar imakdiidgi be sunmaker ib-nued-sulid, agi be sunmaked be binge itoge-wilubbid. 
EPH.5.13	Ar bela ibmar gwallu-meegwadse onolesale, mag dakle-daed ibmar-iskanamar, ar gwallu bela ibmar mag dakle imaked. 
EPH.5.14	Ar a-ulale soged:
EPH.5.14	Be gabmaid, ataksun,
EPH.5.14	dulemar-burgwarmalad-abargi be gwisgusun,
EPH.5.14	degi, Cristo gwallu-meegwadga bega gunonisunnoed.
EPH.5.15	Degisoggu, be daedgine nue be nanamarsun, melle dule-ibmar-wichurmaladyob be damar, dule-nue-ibmar-wisidyob be nanamarsun. 
EPH.5.16	Ibagan-nagumaid nue be ebumar, ar ade ibagan-iskana bukidar nagumaid. 
EPH.5.17	Degisoggu, melle binsaed-suli be nanamar, binsaed-nikaa bur be damar, igi Bab-Jesús nanabi bemar-abemai, a bemar mag itoged imakmarsun.
EPH.5.18	Degine, melle be mungumar, ar adi galagwensuli dule-onana-saed. Bur bela-bela Bab-Dummad-Burba-Nued-nika be nanamar. 
EPH.5.19	Na be muchub-muchub salmosgi, degine, Bab-Dummad-nug-odummoged-namakedgi, degine, burba-ogannoged-namakedgi be namakdii imakmar, degine, Bab-Jesús-nug ogannodii be-gwagegi be imakmarsun. 
EPH.5.20	Bab Dummadga, anmar-Babga guedgi, bela dogdar-nuedye anmar-Bab-Jesucristo-nuggi sogdigu imakmarsun.
EPH.5.21	Bab-Dummad-dobegwaa, na be muchub-muchub urbaligwaa na be nanamar.
EPH.5.22	Omegan-sui-nikmalad, na be-sui-urbaligwaa nanamar, igi Bab-Jesús-urbaligwaa bemar nanadimala, deyob be nanamar. 
EPH.5.23	Ar ade sui ome-e-dummadga gusiid, igi Cristo na eba-nanaimalad-danar-ambikunoni-damalad-dummadga gusimoga, degisoggu, na eba-nanaimalad-danar-ambikunoni-damalad, a, Cristo-e-sanga gusisundo, degine, Cristo Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad e-Abonogedsundo. 
EPH.5.24	Degisoggu, ar igi Cristoba-nanaimalad-danar-ambikunoni-damalad Cristo-sogedba nanadii, debayobi omegan-sui-nikmalad e-sui-urbaligwaa bela nanamogodo.
EPH.5.25	Machergan, na be-ome be sabgumar, ar igi Cristo na eba-nanaimalad-danar-ambikunoni-damalad-sabgusmoga, degine a-bina burgwega igi na san uksagusa. 
EPH.5.26	Adi Bab Dummadgadga imakega deun nue swilidik imaknonigu, deun digi-ogleged-igar imaksagu, na e-gaya-burba sogedba. 
EPH.5.27	Adi Cristo na eba-nanaimalad-danar-ambikunoni-damalad bela gwage nue swilidikidgi, degi, bipisaar iskued naisulidgi na dukin ega na ukega, igi ome-sui-nikunaid bela yeer daklege, gwen gutu naisuli, bapi-bapidsuli, bela nued daklegedyob.
EPH.5.28	Cristo na eba-nanaimalad-danar-ambikunoni-damalad-sabguedyobi sui na e-ome-sabgumogar-gebed, ar igi na e-san sabgumogadyob. Ar dule na e-ome-sabele, na dukin e-san sabgued. 
EPH.5.29	Ar dule bipisaale e-san na istar geg daked, bur-bule e-san na nued akwed, degi, nue na masgi ogunbalid. Ar deyob Cristo na eba-nanaimalad-danar-ambikunoni-damalad dakmogad. 
EPH.5.30	Ar ade anmar Cristo-e-san-bakadid, e-sana, degi, e-galagan anmar gumalad.
EPH.5.31	Ar a-ulale machergan
EPH.5.31	na e-nangi, degi, e-babgi bangud-damalad,
EPH.5.31	e-omeba gwadilenoni-damalad,
EPH.5.31	na emar warbo guedi,
EPH.5.31	san-wargwennaga gunoni-damarsunnad.
EPH.5.31	Gn. 2:24
EPH.5.32	We wargwenna gunoni-daedi, igar-dummadid, nue aku itolegedid. We degi-an-sogedi, Cristo, degine, na eba-nanaimalad-danar-ambikunoni-damalad-ebo igar-maidgi an deyob soged.
EPH.5.33	Degisoggu, bemar na wala-walagwen ar igi na-be-san sabmala, deyob na-be be-ome sabgumogoed, degine, ome, e-sui nue na dakee nanamogoed.
EPH.6.1	Mimmigan, Bab-Jesús-nuggine, nue be-babganba uaya-nikaa be damalo, ar we deyobid igar-nuedid. 
EPH.6.2	Be-babgi, degine, be-nangi, nue binsaed-nikaa be daoed, ar we igar-bur-sunsogedid, agi Bab Dummad anmarga sogsad: “Weba be damalale, ibmar-nued an bega ukoye.”
EPH.6.3	Adi bemarga bela
EPH.6.3	igar-nueganbi naegar,
EPH.6.3	degine, adi we-napneggine
EPH.6.3	bemar seretii megegar.
EPH.6.3	Dt. 5:16
EPH.6.4	Degine babgan, bemarmoga, mer binsa be-mimmigan-ourwed be sae. Suli, degisuli. Bur be Bab-Dummad-dobegwaa odurdakdii, degine, Bab-Dummad-igar-nuedgi unadii be sae.
EPH.6.5	Maigan, bemar be-ibmala-we-napnegginmaladgi nue eba uaya nikaa, dobedgi, degi, nue-egi-binsaed-nikadgi eba be damar, Cristoga-arbanaiyob. 
EPH.6.6	Be nue arbamar, unnila be-dummad be-dakdidginbisur, adi be-dakega be nued arbaye. Ar Cristo-maiga bemar gusoggu, Bab-Dummad-sogedba be nue ulubgi ise-arbaar imakmar.
EPH.6.7	Bemar nue weligwar ulubgi ise-arbaar be imakmar, Bab-Jesúsga arbanaidyob, dulemarga arbanaidsulidyob. 
EPH.6.8	Ar na bemar nue wismalad, na be gwenna-gwenna ibmar-nued imaksa-dibe, Bab-Jesús bemar-bennukoed, ar be maiga gudigus-dibe, igi, maiga gudigussurbar-dibe.
EPH.6.9	Degine dummagan, bemarmoga, be mai-nikmalad, bemar be-maigan be nue akwemarmogo, mer sabsur be imakmalo. Nue be insamalo, be-dummad, be-maigan-e-dummadmoga nibneggi maid. A-dule bela dulemar emarbi dakmaid.
EPH.6.10	Emigindi gwenadgan, Bab-Jesúsgi gandik be akamar, e-gangued ganguedba be gangumar. 
EPH.6.11	Igi sordamar urwenasokalir urwed-mor yosdamala, deyob Bab-Dummad-e-gangued-burbaled-uked be yomar, adi nia-saila bemar-yardakar sogele, bemar nia-saila-abin ganna gwisguegar. 
EPH.6.12	Ar anmar dulemar-we-napnegginmaladba urwenaisurmalad, anmar burbar-dummaganga-gumaidbo urwenaid, burbar-gandikidba-gangued-nikmaladbo, degine, we-napneg-sichid-naid-iskanamar-semamaid-e-dummaganbo, degine, neg-nibali niamar-e-dummaganbo.
EPH.6.13	Degisoggu, a-ulale bemar Bab-Dummad-e-gangued-uked-burbaled be yomarsun, adi bemar ibagan-iskanagi nabir bela ulusad-sorba amba gandik gwichi-guegar.
EPH.6.14	Degisoggu, be gandik gwisgumar, igi sordamar urwed-idu guakwaa gudiguegala molidub e-sabangi nasikmala, deyob Bab-Dummad-igar-napiragwad be wisidba be guakwaa gudigumar, degi, igar-inikigwadgi be dukumar, igi sordamar na binasgargi arsoged yo damala, deyob be nanamar igar-inikigwadgi. 
EPH.6.15	Degine, be guakwaa gudio, Bab-Dummad-gaya-burba-nued, dule gwage-bogidik-saed barsogega, ar igi sordamar bato naegala guakwaa sapat yoi gudidae, deyob be gudisamar. 
EPH.6.16	Bur Jesucristogi bensulid napiragwadgi be nanamar, igi sordamar na e-odukuedgi dukue, deyob bemar imakmo, adi sunna bemar sigu-gwabunyarmalad nia-saila ogasad oginnegar. 
EPH.6.17	Degine, igi sordamar bormo-gurgin e-nonogi sii-dae nono arsogegar, deyob be imakmo, abonolegedgi nanadii be samogo. Degine, Bab-Dummad-Burba-Nued-e-espunyar be sue, adi be nia-abinsaegar. We-espunyar an bega sogedi, Bab-Dummad-e-gaya-burba an bega soged.
EPH.6.18	Bab Dummad Burba Nuedba bela-bela be Bab Dummadse gordigu-sae. Bab Dummadse be gole, Babse-goled akar-akar nikadgi, degine, bela ese ibmar egisedgi. Be guagwar gudi-samar, degine, bela Jesucristogi-akananaimaladga Bab Dummadse be gordigu imakmar.
EPH.6.19	Degine, be anga Bab Dummadse gormarmogo, adi Bab-Dummad-igargi an sunmakdele, an-ibmar-soged Bab Dummad anga ukegar, degine, an dobsuli e-gaya-burba-dule-sunna-abonoged idu dukuar-maigusadgi an sunmakegar. 
EPH.6.20	Ar ade Bab-Dummad-nuggi an sunmakdiid-ular an eskoro-dubgi emi an edilles mellesisunnad. Anga Bab Dummadse gatik gormalo, adi an dobsuli we-gaya-burbagi an sunmakegar, ar deyob an dobsuli sunmaker-gebed.
EPH.6.21	Tíquico, anmar-gwenad-sabed, degi, Bab-Jesúsga-arbadiid-dule, a-dule gwen galakudisulid, a bemarga sognadapoed igi an gudii, degine, ibimar an imaknaibali. 
EPH.6.22	Ar a-ulale Tíquico an bemarse barminaid, adi bemar wisguega igi anmar gudidii, degine, adi bemar-gwage-ogannomalagarbar.
EPH.6.23	Gwenadgan, Bab-Dummad-anmar-Babga gumaid, degi, Dummad-Jesucristo, amar ulubgi bogidik bemar ito-imakena-gadin. Sabgued, degi, egi bensulid, bemarga ukbalina-gadin. 
EPH.6.24	Deginbali, bela anmar-Dummad-Jesucristo-sabmalad, we-sabgued gwen ogwamaisulid nikmaladgi, Bab Dummad bitigi bemargi nued binsaena-gadin. Be itomargua.
PHP.1.1	Ani Pablo, degi, Timoteo anbo, Jesucristo-maimar. Anmar bemarse garda barmisimar, bemar belagwapa Cristo-Jesúsgi-akananaimalad Filiposgi-bukmaladse. We-garda anmar barmisibar, gwenadgan-Bab-Jesúsba-nanaimalad-e-dummaganse, degi, Bab-Jesúsba-nanaimalad-bendakdimaladsebar.
PHP.1.2	Bab Dummad anmar-Baba, degi, Dummad-Jesucristo, amar bitigi bemargi nued binsamalana-gadin, degine, ulubgi bogidik bemar-itogega imakbalina-yerban.
PHP.1.3	An bemargi binsadele, an-Bab-Dummadga dog-nuedye an sogde-daed. 
PHP.1.4	Bab Dummadse an goled-irba, bemarga weligwaledba Babse an goled, 
PHP.1.5	ar bemar Bab-Dummad-gaya-burba-nued-abingasmalad-akar emi amba bemar anba-mesa alamaknai-gued, Bab-Dummad-gaya-burba-nuedgi sunmakegar. A-ular, weligwaledba an bemarga Bab Dummadse goled. 
PHP.1.6	Ar gwen an bensulid, Bab Dummad bemargi ibmar-nued-imakalidi, gatik bemar-oswilomakmai-guoed, Jesucristo gannar danikid ibase.
PHP.1.7	Weyob an bela-bemargi itoged, we ib-nuedid, ar ade an bemar-nue-sabed. An eskaryagi mellesii-dibe, an Bab-Dummad-gaya-burba-ular dummagan-asabin an sunmakgwis-dibe, Bab-Dummad-gaya-burba-nued gatik an bargindina-dibe, we-arbaed Bab Dummad nabir angi binsaedba anga uksadgi ar bemar bato an-bendaknai-daed. 
PHP.1.8	Bab Dummad nue-an-wisid, nue-napiragwad Jesucristo-nuggi an be-sabmalad.
PHP.1.9	Degisoggu, bemarga Bab Dummadse an gorsun, bitigi bela Bab-igar nue-wisii-guedgi, bela mag neg-ito guedgine, bemar-sabgued gatik nasgumai-gusana-gadinye. 
PHP.1.10	Adi nabir bemar igar-nueganbi sunai-guegar. Degiir, geb bemar na san swilidik nanamaloed, adi Cristo danikir, mer bemargi soglegegar, bemar galagwensuli gudimarye. 
PHP.1.11	Degine, bemar ibmar-nueganbi Jesucristo-nuggi oyodii nanaedba, bemar Bab-Dummad-gangued oyodamaloed. A-ular dulemar Bab-Dummad-nug odummonai-gumaloed.
PHP.1.12	Gwenadgan, bemar wisgubi an abedo, ibmar-angi-akargusmaladi, aka-bur-bule Bab-Dummad-gaya-burba-nued onasogega gusad. 
PHP.1.13	Emide bela Roma-Dummad-César-neg-yagi sordamar-neg-dakmalad, degi, bela bamalad, emigindi nue wismardo, an Cristoba-naid-ular, eskaryagi an mellesiid.
PHP.1.14	Gwenadgan eskaryagi-mellesii an-dakedbali, bukidar gannaledmalad, Bab-Jesús-nuggi, bur-dobsuli Bab-Dummad-gaya-burbagi sunmakdemalad.
PHP.1.15	An wisdo, gwen-gwen angi nobedba, degi, anba bur dummadga gubiedba Cristo-igargi sunmakdiid. Ar an wisbardo, baigandi, nabir an-dakedba Cristo-igargi sunmakdiid. 
PHP.1.16	Amar, nue an-sabedba Cristo-igargi sunmakdimardo. Ar amar nue wismalad, Bab-Dummad-gaya-burba-nuedgi-sunmaked-ular, an eskaryagi mellesiid. 
PHP.1.17	Ar baigandi angi-nobedba-sunmakdimaladdi, Cristo-igargi sunmakdimardo, na san dukin odummogegar, unnila askinbi, gwage ulubginsur. Amar binsadimardo, adi an eskaryagi mellesiid gatik nunmak an-imakmalagar.
PHP.1.18	¿Igi an guosunna? Gwen akarsur, ar yamo gudimar-dibe, igi, ar nabir gudimarbar-dibe, Cristo-igargi ar amar sunmakdimarsoggu, agi an wergusun, degi, aka-bur-bule a-sorba an wergubaloed. 
PHP.1.19	Ar an wisid, bemar anga Bab Dummadse gordisoggu, degi, Jesucristo-Burba-Nued an-bendakbarsoggu, an eskaryagi mellesiid an onolegoed.
PHP.1.20	Ar andi an daked, degi, an bensurbalid, an gwen bingeguosulid, ar ade epennegwadyob, degi, emi ambabar, igi, an dula gudiidgin-dibe, igi, an burgwaledginbar-dibe, Cristo-nug an-sangi odummolenai-guoed.
PHP.1.21	Ar angardi an dula gudiguedi, we Cristogarbi gudiguedid, ar an burgweddi bur-nuedbalid, ar adi Cristoba nibnegse an megnaoed. 
PHP.1.22	Ar an san dula gudiguedi bur-gatik Cristoga arbaegarsoggu, a-ular, sur an itosundo, we-sogbogwad igid bur an suoe.
PHP.1.23	Ar sogbobela anga ib-nuedid. Degi-inigwele, anga bur nued an itodo, an burgwer, ar adi an Cristo-walik megnaoed. 
PHP.1.24	Degi-inigwele, amba wegi dula gudiguedi bemar-ular bur-nuedid. 
PHP.1.25	Degi an nue wissoggu, an wissundo, bemar-abargi amba an gudiguoed, adi gatik bemar-bendakegar, degi, gatik weligwar Bab-Jesús-igargi nasgumai bemar guegar. 
PHP.1.26	Degisoggu, an dulad-ulale, bemar Cristo-Jesúsgi wergumaloed, an bemarse gannar ataknader.
PHP.1.27	Degisoggu, unnila Bab-Dummad-gaya-burba-nued-Cristogi-sogleged-maidba be damarsun, adi an bemarse ataknad-dibe, igi, an bemargi amba an bannaba gudii-dibe, an bemar-itogegar, bemar gandikidba wargwennayobi bulakwaa na arbananaiye, degi, Bab-Dummad-gaya-burba-nued bensulidba Jesúsgi nue akananaiye. Deyob an be-itobimardo.
PHP.1.28	Degine, istar-be-dakdimalad mer be-odobguega be-imakmalo. Ar amargardi bato oyonaid bemar dobsulidba, amardi bergumaloye. Bemargardi oyomogad, bemardi wegi san-burba-abonolemaloye. We-abonoleged Bab Dummadgi danikid. 
PHP.1.29	Ar Bab Dummad bemarga igar-gwen-uksasulid unnila Cristogi bensur-guedbi, bemarga igar-uksabalid, Cristo-nug-ular naibi-itodii-gued. 
PHP.1.30	Ar igi bemar emide Cristo-ular wiledii, epenne bemar an-daksamalad, degine, bemar an-wismarbalid, amba deyob an wilediid.
PHP.2.1	Degisoggu, ar Cristo be-ogannomar-dibe, ar e-sabguedgi be yeer itodimar-dibe, ar E-Burba-Nued bemarba gudii-dibe, ar Cristo bemar-sabedba nabir bemargi binsa-dibe, degine, wile bemar-dakbar-dibe, 
PHP.2.2	weligwar-ito be an-imakmarsun, na bulakwaa balibi nanabukwadgi, na emarbi sabgubukwadgi, na be binsaed, degi, ibmar-bina-soged, bela emarbi na bulakwaa nika-gumarsun. 
PHP.2.3	Mer ibmar be imakmalo na be dukin yeer itogegar, ise na san dukin odummogegar. Na be san bipii samaloed, degi, dule-baigan bur beba dule-dummarba be dakmaloed. 
PHP.2.4	Mer na be-sanginbi binsamalo, gwenadgan-baigangi be binsamogoed.
PHP.2.5	Igi Cristo-Jesús na dukin egi binsasa, abayobi bemar na begi be binsamarmogo.
PHP.2.6	Ar Cristo-Jesús na Bab-Dummadyobmo-inigwele,
PHP.2.6	na Bab Dummadsuliyob na san imaksad,
PHP.2.6	ar na Bab Dummadyob san imake-wilubbinad.
PHP.2.7	Na Bab Dummadyobid mete-gusad,
PHP.2.7	ar bur na dukin ibgwensuli,
PHP.2.7	na maiga san imaksad.
PHP.2.7	Cristo-Jesús na nue dule-sunnad gwalulesmogad.
PHP.2.8	Jesús nue dule-sunnadga gunonigu,
PHP.2.8	aka bur-bule na san bipii imaksad.
PHP.2.8	Ar Jesús Bab-Dummad-sogedba nanadigussoggu,
PHP.2.8	burgwed-igar sunonisunnad,
PHP.2.8	burgwega nakrusse nade-gussunnad.
PHP.2.9	Degisoggu, agala Bab Dummad
PHP.2.9	bur-bule Cristo-Jesús dulemar-baiganba dummadga imaksasunnad.
PHP.2.9	Jesús a-ulale dule-baiganba
PHP.2.9	bur-bule dummadga gussunnad.
PHP.2.10	Adi belagwapa nibneggi-bukmalad,
PHP.2.10	napneggi-bukmalad, degi,
PHP.2.10	napneg-urba-bukmaladse-bakar,
PHP.2.10	Jesús-nug-odummolesadba,
PHP.2.10	bela Jesús-asabin yokorgi sindigar sigmalagar,
PHP.2.11	degine, belagwapa sogmalagar,
PHP.2.11	Jesucristo bur-Dule-Dummad-sunnadye.
PHP.2.11	Agine, Bab-Dummad-nug odummoledii-guoed.
PHP.2.12	Degisoggu, gwenadgan nue-an-na-be-sabmalad, bemar gusgu an-ibmar-sogedba damarsoggu, mer unnila an bemar-abargi gudiidginbi an-sogedba damaloed, an bemar-abargi gudisurbalir, bur-bule an-sogedba bemar dae-wilubmalad. Emigindi nue na be salakarmar, na be ulubgi abonolesadgi alamaknai nue na be imakmarsun. Bab Dummadgi nue binsaed-nikaa damar, degi, na be Bab-Dummad-dobegwaa damarbarsun. 
PHP.2.13	Ar bemar ibmar-nued imakbied, Bab Dummad bemargi nasiknoni-damalad, degine, Bab Dummad gangued bemarga ukbalid, e-ibmar-imakbiedba bemar ibmar-nued imakmalagar.
PHP.2.14	Degisoggu, mer bemar ibmar istar-itogedgi, degi, mer na abin-abin imakmaladgi, na be ibmar samaloed. 
PHP.2.15	Adi mer bemargi iskued nai-guegar, degine, dulemar mer bemargi sogmalagar, bemar galagwensuli gudimarye. Ar bemar Bab-Dummad-mimmigan gumarsoggu, dulemar-galagwensuli-gudidimalad-abargi, degi, dulemar-iskanamar-abargi, bemar gutu-gwen-naisuli gue-wilubmalad. Ar emigindi bemar we-napneg-sichidgi niskwamar-gaedyobi gudidimalad.
PHP.2.16	Gaya-burba sunna-dula dule-imakedgi akanai bemar gumarsun, adi Cristo gannar we-napnegse danikile, yeer an itogwichi-guegar, adi an sogegar, gwen binsa Bab-igarba an nanassurye, degi, gwen binsa an Bab-Jesúsga arbassurbarye. 
PHP.2.17	Bemar Bab-Dummadgi-bensuli-ibmar-imakdimalad, Bab-Dummadga-ibmar-gummakar-ukedyobid. An bemar-ular burgweye soger gwen akarsulid, ar Bab-Dummadga-ibmar-gummakar-bemar-ukmalad-birgi napi e-nis eolegedyob an-san gusaled. Degisoggu, an burgwisar, an werguoed, degi, bemarba an wergubaloed. 
PHP.2.18	Degisoggu, bemar wergumarsun, degine, an werguedgi bemar wergumarmosun.
PHP.2.19	Dummad-Jesús-sogedba bemarse emiskwasaar Timoteo an barmido an insado, adi an yeer nue itomogagar, an bemar-wisgualir, bemar nued gudiiye. 
PHP.2.20	Ar Timoteoyobi dule-baid bar an niksulid, bemargi nue-napiraa binsaed. 
PHP.2.21	Ar baigandi belagwapa na emarginbi binsamalad, Jesucristo-ibmargindi binsasurmalad.
PHP.2.22	Bemardi bato wismalad, igi Timoteo na e-daed oyosa, machi na igi bab-ebogwa arbae, ayobi Bab-Dummad-gaya-burba-nued-berbegedgi Timoteo anba arbasad. 
PHP.2.23	Degisoggu, aga Timoteo bemarse barmidedgi an binsaed, an wisgusar igi wegi anga igar guoe. 
PHP.2.24	Degisoggu, Bab-Jesúsgi an bensulid, a-sogedba emiskwasaar bemarse an nadapmogoed.
PHP.2.25	Emigindi an-gwenad-Epafrodito, bemarse gannar an barmidager-gebed. We-dule anba-arbaed-duled, degine, Bab-Jesús-igar-barsogedgine anbo alamaknai-gusad-dulebalid. Ar bemar-sunnad we-Epafrodito-barmiar-gusad, nue an-bendakegar.
PHP.2.26	Emide Epafrodito ar nue bela bemar-dakbi-gudiid, degine, beedse nue e-oakudii-gusad, deun geguye bemar e-wisguar itosgu. 
PHP.2.27	Ar nue napiragwad Epafrodito ueles-gusad, burgwednaga. Ar Bab Dummad abi nue wile daksasulid, wile an-daksamogad, a-ulale, Epafrodito burgwissulid, degiir an-bukib-itodiidgi bur wile-itoged anga uko-itole. 
PHP.2.28	Degisoggu, a-ulale an bermarse Epafrodito nue barmidbisunnad, adi bemar Epafrodito-dakalile, wergumalagar, degi, anmoga dogdar mer bukib binsadii-guegarmo.
PHP.2.29	Degisoggu, Bab-Jesús-nuggi nuedgi Epafrodito be weligwaledgi abingamalo. Deginbali, dulemar-Epafroditoyob-damaladi e-nug bemar ogannoge-wilubmalad. 
PHP.2.30	Ar Epafrodito Cristoga arbaed-ular burgwednaga-gusad, na san sabsuli uksa-gusad, adi bemar-nuggi anga arbaegar. Ar ade bemardi geg an-bendaked, angi dikasur maid-ular.
PHP.3.1	Deginbali, gwenadgan, Bab-Jesúsgi wergumarsun. Gannar-gannar bemarga an ibmar-narmakedi andi gwen akar an itosulid, ar bemarga-an-narmakedi ar ibmar-nuedid.
PHP.3.2	Dulemar-achuyob-damalad, galagwensuli nanamalad, Bab-Jesúsba nagubiele, na be-abgan-duku-siker-gebye sogmaladgi, nue salakarmalo. 
PHP.3.3	Ar amardi na abgan-duku-sikedgi yeer itomalad, anmardi suli. Ar anmar bur abgan-duku-sikaled-sunnadid, ar ade anmar bur Bab Dummadba nanaimalad, ar anmar bur-nue Bab Dummad Burba Nuedba Bab-Dummad-nug-odummodimalad, degi, anmar Cristo-Jesúsginbi gannalemalad, anmar san-siksadgi na dukin gannalesurmalad.
PHP.3.4	Ar we-dulemaryob an sogbiena, an Judio-duledbali an Bab Dummadgadye, nabir deyob an sogsamogaled. Ar dule-wargwen na e-abgan-duku-sikedba Bab-Dummadgad-sunnadye sogele, an bur-bule a-duleba sogsaled. 
PHP.3.5	An gwalulesgu, ibabaabakgi, anmar-dadgan-igar-maidba an abgan-duku-siklesad. An Israel-duled, Benjamín-wagwad, Hebreosik Hebreo-sunnadid. Judiomar-igar-mamaid-odulogedsik, an Fariseo-sordad. 
PHP.3.6	Ar dulemar igar-baidba nanabisur an abegedbali, Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad an baregindii, sabsur imakdii an gusad. Moisés-igar-mesisadba nue an nanadisoggu, dule geg angi soged, an iskudiiye.
PHP.3.7	Ar we-Moisés-igar belagwapa ibmar-nueganbi an daksad, emigindi bela ibmar-iskanayob an daked, ar an-Cristo-sabed-ular deyob an daknonikid. 
PHP.3.8	Ar napiragwad, ibmar-belagwapa ibmar-iskanayob an daknonikid, ar an-Dummad, Cristo-Jesús bur-yeer an daked-ular. Ar an Cristo-Jesús-sabed-ular bela we-ibmar an indaksad, ar we binsa ibmar-iskana-milegedyob an daksad, adi an Cristo bur nue baramiegar.
PHP.3.9	Degine, ar Cristogi an nue akanai-guegala, Moisés-igar-mesisadba-daed-ular Bab Dummad iskussuliyob an-daksasulid. Suli, degisuli. Bab Dummad iskussuliyob an-daknonikid, ar an Cristogi bensulidba. We Bab-Dummad-iskussuliyob-an-dakedi, Bab-Dummad-akar-danikid, unnila Cristogi bensulidba. 
PHP.3.10	Ar Cristo bur an nue wisgubied. E-ganguedgi na gannar durgusad an nue itobied, degi, e-wilesadgi an wilebied, degine, e-burgwisadgii an burgwebimogad. 
PHP.3.11	Adi nabir dulemar-burgwismalad-abargi gannar an durgumogagar.
PHP.3.12	Ar Jesucristo-igar belagwapa bato an baramis-deeye an sogsulid, degi, bato an-san swilidik-deeye an sogsurbalid. Amba an alamaknaimogad, Jesucristo-igar baramiedgi, ar Cristo-Jesús ibiga an-susmoga, deyob an alamaknaimogad.
