MAT.1.1	Atzin te lu'n atzin tajlal t-xe'chil Jesucrist, a tzajnin ti'j qtzan David ex ti'j qtzan Abraham:
1CO.15.28	Me ajtzin tjapin b'ajjo lu'n, k-okil tq'o'n Crist tkyaqiljo otaq b'ant tu'n, tjaq' tkawb'il qMan Dios te jun majx, tu'ntzin tyek'in qa a Dios twutzxix, qa a tAjaw Tkyaqil ex Tib'aj Tkyaqil.
1CO.15.29	Tu'npetzi'n, il ti'j tu'n kyjaw anq'in kye nimil, aye' otaq chi kyim. Ex qa mina, ¿Tiqu'ntzin nchi ku'xa toj a', te jawsb'il a' te jun na'b'l kyi'jjo nimil, aye' o chi kyim? Qu'n qa mi ẍi jaw anq'in qtzan nimil, b'e'x i kyimtz te jun majx. Ex qa ikyjo, ¿Tiqu'ntz nchi tzaj kyna'n, aj kyku'xa toj a'? 
1CO.15.30	Qu'n noqpetzin mi chi jaw anq'in kye kyimnin, ¿Tiqu'n n-elje qi'ja junjun q'ijtz tu'n tpajjo Tb'anil Tqanil kolb'il? 
1CO.15.31	Twutzxix nyola qa tkyaqil q'ij n-elje wi'ja tu'n nkub' b'yo'n noq tu'n tpaj nnimb'ila ti'j qAjaw Jesucrist, ex twutzxix aye kye' ma chi ok te twutz waq'nb'i'n. 
1CO.15.32	Qa ma tz'ok tilil wu'n tu'n nyoli'n Tb'anil Tqanil kyuk'axjal toj Éfeso, aye' mi n-okx toj kywi', tze'nqeku toj k'ul txuk, mix a'l n-oksin kyi'j, me ¿Ti'tzin nkaneb'a ti'j, qa o'kx nchin b'isinji'y ti'j jun chojb'il tzalu'n twutz tx'otx', ex noqit mi nchi jaw anq'in kyimnin? Noqit ikytzjo, b'a'ntla tu'n tkub' qq'ma'n tze'nku ntq'ma'n jun yol kyxolxjal: Qo wa'n ex qo tx'ujte, qu'n yajtzila' qa xqo kyimku nchi'j.
1CO.15.33	Mi chi txalpaja toj kynimb'ila, ikyjo tze'nku ntq'ma'n juntl yol kyxolxjal: Mi chex kyb'inji'y yol nya tumilqe, tu'n mi che'xa q'i'n kyu'n. 
1CO.15.34	B'a'nqexa kyka'yink kyib'a noq chi b'inchi'n il. Nxi nq'manji'y lu'n kye'y, noq tu'n kytzaj tx'ixwekuy, qu'n at junjun kyxola, a na'mx tel tniky' te Dios.
1CO.15.35	Nlayla txi kynimi'n ti'jjo anq'b'il kye kyimnin, qu'n at junjun kyxola aku txi tq'ma'n: ¿Tze'ntzila' qxmilil aj qjatz anq'in kyxol kyimnin? 
1CO.15.36	Qa ikyjo, me nti' tumiljo nab'l ikyjo. Qu'n ¿Ma mitzin ojtzqi'n kyu'n, tze'n aj tku'x awet jun twutz ijaj, il ti'j tu'n tjatz twi', exsin tu'n tq'ayjtz? 
1CO.15.37	Qu'n ajtzin tkux awet jun wiq ijaj, qa triy mo qa alkye jun ijaj, nya otaq tz'el twi' aj tkux awet; qala' a tejo tal twutz k'welix awet. 
1CO.15.38	Me ate Dios ntzaj q'onte tqan awal, tze'nkuxjo taj, ex teyile junjun wiq ijaj noqx alkye ka'yin. 
1CO.15.39	Ex nya jun elnin tkyaqil wiq xmilil. Qu'n awo xjalqo at jun wiq qxmilil, ex aye txuk juntl wiq; exqetzi'n pich' junxitl, exqetzi'n kyiẍ toj a', ex junxitl. 
1CO.15.40	Qu'n atzi'n qxmilil, tb'anilx tu'n qtzalaj tzalu'n twutz tx'otx'. Ex ikyxjo, aj qjapin toj kya'j, ex ktzajil q'o'n juntl wiq qxmilil tb'anilx, tu'n qtzalaj toj kya'j. 
1CO.15.41	Qu'n ikytzi'n tze'nku te q'ij, mikyxi tqoptz'ajiyiljo tze'nku te xjaw mo tze'nku' kye che'w. Me ex ikyqex kye che'wjo nya junx kyqoptz'ajiyil kykyaqilx.
1CO.15.42	Tu'npetzi'n, b'in qu'n qa tkyaqiljo tb'anil tzalu'n twutz tx'otx' ex tkyaqiljo nqoptz'aje toj kya'j nchi ajb'in te jun yek'b'il ti'jjo kyjawlintz anq'in kyimnin. Ikytzi'n qxmilil k'welix muqet tze'nku jun ijaj, tu'n tq'ayj. Me ex kjawitz anq'in, tu'n mi kyime te jun majx. 
1CO.15.43	K'welix muqetjo jun qxmilil, a nti' tipin, tu'n tel q'ayj, me kjawitz anq'in juntl qxmilil tb'anilx wen, ex nimxix tipin. 
1CO.15.44	Ajo qxmilil te twutz tx'otx' k'welix muqet, me a qxmilil te Xewb'aj Xjan, at tchwinqil te jun majx. Qu'n ikytzi'n qa at qxmilil te twutz tx'otx', ex ikyxjo, il ti'j jun qxmilil te Xewb'aj Xjan.
1CO.15.45	Qu'n ikytzi'n ntq'ma'n toj Tu'jil Tyol Dios: Atzin tnejil ichin Adán, ma tzaj tq'o'n qchwinqil tzalu'n twutz tx'otx'.
1CO.15.45	Ex ikyxjo tkab' Adán, a Jesús, ex ma tzul te q'ol chwinqil te qe te jun majx.
1CO.15.46	Qu'n ikytzin n-el qniky' te, qa a qxmilil tzalu'n twutz tx'otx', nej xten; ex atzi'n tzul yajxi atzi'n te qxmililjo te Xewb'aj Xjan. 
1CO.15.47	Qu'n atzin tnejil ichin xkub' b'inchin tuk'a tx'otx', ex te twutz tx'otx' te'. Me ante' tkab' te toj kya'j te'. 
1CO.15.48	Ma qo ok tze'nku te Adán, a te twutz tx'otx', ex qo okil tze'nku te Crist, a te toj kya'j. 
1CO.15.49	Qu'n teyile junjun qe at jun t-xmilil tze'nku te Adán, a te twutz tx'otx'. Ex qq'onktzin tilil, tu'n qok tze'nku te Crist, a te toj kya'j.
1CO.15.50	Waja tu'n t-xi nq'ma'n kye'y werman; qa a qxmilil te twutz tx'otx' nti' toklin tu'n tten toj Tkawb'il Dios te jun majx toj kya'j; qu'n a nlay tpa, nti' toklin ti'jjo a nlay b'aj. 
1CO.15.51	Waja tu'n t-xi nq'ma'nji'y a ewintaq: Qu'n nya qkyaqilx qo kyimil. Me qkyaqilx qo tx'ixpitil 
1CO.15.52	te jun paqx, tze'nku jun qmutz'b'in qwutz, aj t-xi qb'i'n tq'ajq'ojil chun, te yek'b'il, aj tjapin b'aj tkyaqil twutz tx'otx'. Ex ayetzin kyimnin kchi jawitz anq'in, tu'ntzin mi chi kyime juntl majl, ex awotzin qe, awo itz'qo, qo tx'ixpitil.
1CO.15.53+1CO.15.54	Qu'n a qxmilil, a nlay tpa, il ti'j tu'n ttx'ixpit, tu'n tten te jun majx. Ex atzi'n tu'n tb'aj, il ti'j tu'n ttx'ixpit, tu'ntzin mi b'aje. Aj tjapin b'ajjo lo, ok japin b'ajiljo yol lo: Ma kub' ti'jjo kyimin tu'n chwinqil te jun majx.
1CO.15.55	Tu'npetzi'n, qo xmayiltz ti'jjo kyimin, tze'nku kyij tz'ib'it toj Tu'jil Tyol Dios:
1CO.15.55	Ay kyimin, ¿Ja'n ta' tipi'n ja'lin,
1CO.15.55	ex jtojtzin b'a'n qkub' tb'yo'n?
1CO.15.56	A b'iyb'il tu'n kyimin, atzi'n a b'inchj il. ¿Ex ja'n ntzaje tipin b'inchj il? Noq tu'n qb'inchb'in ti'jb'inxi' tkawb'il Dios. 
1CO.15.57	Me chjontexla Dios. Ma tzaj tq'o'n tumil tu'n tkub' ti'j il qu'n, noq tu'n qAjaw Jesucrist.
1CO.15.58	Tu'npetzi'n werman, nimx tq'aq'b'il nk'u'ja kyi'ja, chi we'kuxixa wen, ex mi chi yekjxa toj kynimb'ila. Kyb'inchinkuy taq'in qMan Dios tuk'a tkyaqil kyanmi'n, qu'n ojtzqi'n kyu'n, qa a kyaq'i'n anetzi'n, nya noqx kukxjo, qala' at chojb'il te.
1CO.16.1	Atzin ja'lin, kxel nq'ma'n ti'jjo oyaj, tu'n t-xi' kye nimil:
1CO.16.2	Toj tnejil q'ij te junjun seman, teyile junjun kye', b'a'n tu'n tel tpa'n ch'in ti'jjo ntkanb'in, ex tu'n t-xi tk'u'n, tu'ntzintla aj nkani'n, mina jaw chmet oyaj. 
1CO.16.3	Qu'n tu'ntzin aj nkani'n kyxola, kxel nq'o'n jun u'j kye erman te oqxenb'ilkye, aye' kchi jawil kysk'o'n, tu'n t-xi kyi'n oyaj, tu'n tpon kye erman toj Jerusalén. 
1CO.16.4	Ex qa wentaq toj kywutza tu'n nxi'y, okla kqo xela kyuk'a.
1CO.16.5	Chin po'n kyuk'iy, aj nxi'y toj tx'otx' te Macedonia, qu'n il ti'j tu'n nxi' neja antza.
1CO.16.6	Me b'alaqa chin tenb'ila kyuk'iy ila' q'ij, ex b'alaqa axsi kky'ela jb'alil wu'n, tu'ntzintla kyoni'n wi'ja toj nb'ey, a ja' kchin xeli'y. 
1CO.16.7	Qu'n nky'e' we' noq tu'n wiky' aja kyuk'iy, qala' wajatla'y tu'n nte'n ila' q'ij kyxola, qa iky taj qAjaw. 
1CO.16.8	Me axsa chin kyjela teni'y tzalu'n toj Éfeso, tzmaxi' aj tpon tq'ijil nintz q'ij te Pentecostés,
1CO.16.9	qu'n ma tzaj q'o'n amb'il we'y, tu'n waq'ni'n toj taq'in qAjaw, tu'n ma nintzxjal tu'n tnimin, ex nimku ajq'oj wi'ja.
1CO.16.10	Ex qa ma pon Timotey, kyka'yinka tu'n tten kyuk'iy tuk'a tzaljb'il, qu'n n-aq'nin toj taq'in qAjaw tze'nkuxjo we'.
1CO.16.11	Tu'npetzi'n, mix a'l jun kye tu'n tel iky'inte. Qala' b'a'n tu'n kyoni'n ti'j toj tb'e tuk'a tnuk'b'il qMan Dios tib'aj, tu'n ttzaj wuk'iy. Qu'n loqin nchin yo'n ti'j ex kyi'jjo erman, aye nchi b'et tuk'a.
1CO.16.12	Atzin ja'lin, kxel nq'ma'n ti'jjo qerman Apolos. Wajxixtaqa tu'n t-xi' kyuk'a erman lol kye'y. Me mi xttziye tu'n t-xi' ja'lin, me okla kxe'l, aj tten amb'il ti'j.
1CO.16.13	Kyka'yinktzin kyib'a, ex chi we'kuxixa toj kynimb'ila; chi okxa jun xjal kujxix wen, at kyipin toj kynimb'il. 
1CO.16.14	Tkyaqiljo nb'ant kyu'n, kyb'inchinkuy tuk'a kyk'u'jb'il kyib'a kyxola.
1CO.16.15	Ojtzqi'n kyu'n aye tb'aj Estéfanas, a tnejil nimil toj tkyaqil tx'otx' te Acay. Ex ma txi kyq'o'n kyib' tu'n kyajb'in kyxol txqantl nimil. 
1CO.16.16	Tu'npetzi'n, nchin kub'sin nwutza kye'y, tu'n tkub' kyniminji'y xjal tze'nku kye Estéfanas, exqetzi'n txqantl nchi mojin toj taq'in qMan Dios. 
1CO.16.17	Me nim ma chin tzalaja, tu'n ma chi ul Estéfanas,
1CO.16.18	Qu'n ma tzaj kyq'o'n jun chewsb'il wanmi'n, ikyxjo tze'nku kub' kyb'inchin kyuk'iy. B'a'ntla tu'n t-xi kyq'o'n chjonte kye' xjal ikyjo.
1CO.16.19	Tkyaqil Ttanim Dios toj tx'otx' Asia nxi tsma'n jun q'olb'il kye'y. Ex ikyxjo te Aquila ex Priscila, nxi kysma'n jun q'olb'il toj tb'i qAjaw, junx kyuk'a tkyaqil Ttanim Dios, a n-ok kychmo'n kyib' toj kyja.
1CO.16.20	Ex tkyaqil erman tzalu'n wuk'iy nxi qsma'n q'olb'il kye'y.
1CO.16.21	Ayinkuy Pabl, nkub' ntz'ib'inji'y q'olb'il lu'n tu'n nq'ob'kuy. 
1CO.16.22	Qa at jun, a mi s-ok k'u'jlin te qAjaw, kyjel tjaq' tqanb'il qMan Dios. Ay qAjaw, txok txontxxa.
1CO.16.23	Noqit tten t-xtalb'il qAjaw Jesús kyuk'iy. 
1CO.16.24	Nimxix nq'aq'in nk'u'ja kyi'ja, noq tu'n Crist, a Jesús.
2CO.1.1	Ayi'n Pabl jun tsanjil qAjaw Jesucrist tu'n tajb'il qMan Dios. Junx tuk'a erman Timotey, nxi ntz'ib'inji'y u'j lu'n kye erman, aye' Ttanim Dios toj tnam Corint ex toj tkyaqil tx'otx' te Acay.
2CO.1.2	Noqit ax qMan Dios ex Jesucrist, a tAjaw Tkyaqil, tzaj q'onte t-xtalb'il ex jun tnuk'b'il toj tkyaqil.
2CO.1.3	Qo nimsin tb'i qMan Dios, a Manb'aj te qAjaw Jesucrist, qu'n atzi'n Manb'ajjo at tq'aq'b'il tk'u'j qi'j, ex kukx ntchewsin qanmin. 
2CO.1.4	Ex ax ntzaj q'onte chewsb'il qanmin toj tkyaqiljo a n-iky'x qu'n, tu'ntzintla tb'antqe qchewsinte kyanmi'njo noq ti'chaqku n-iky'x kyu'n, tu'nxjo chewsb'il anmin, a ma tzaj q'on qe tu'n Dios. 
2CO.1.5	Qu'n ikytzi'n tze'nku' qe' nim yajb'il n-iky'x qu'n, noq tu'n tpaj taq'in Crist, ex ikyxjo nimxix chewsb'il qanmi'n ktzajil q'o'n tu'n. 
2CO.1.6	Exla qa ma tz'ikyx qu'n tu'n tpaj tb'i Crist, mo qa nqo tzalaja tu'n chewsb'il qanmi'n tu'n, tkyaqiljo lo n-ajb'in te chewsb'il kyanmi'n, ex te kolb'il kye'y, tu'ntzintla kywe'xixa toj kynimb'ila toj tkyaqiljo yajb'il n-iky'x kyu'n, tze'nkuxjo qe' n-iky'x qu'n. 
2CO.1.7	Tu'npetzi'n, q'uqlexix qk'u'ja kyi'ja, qu'n b'i'n qu'n qa ikyx n-iky'xjo kyu'n tze'nku qe', exsin ikyxjo tojjo chewsb'il qanmin.
2CO.1.8	Werman, waja tu'n kyb'inti'y tkyaqiljo yajb'il s-iky'x qi'ja toj tx'otx' te Asia. Qu'n nyakuj tjaq' jun iqtz o niky'b'ajtzi'y, exsin nti'x qipi'n tu'n tky'isje qu'n. Ex otaq kub' qximi'n qa nyataq tu'n qetza antza tuk'a qchwinqila.
2CO.1.9	Qu'n otaq qna'y tu'n qkyij kyima antza. Me ma tz'okin lu'n, tu'n mi qeye qk'u'ja qi'jxa, qala' tu'n tqe qk'u'ja ti'j qMan Dios, a at tipin tu'n tjatz anq'in kyimnin tu'n. 
2CO.1.10	Me ax te Dios ma klon qey te kyimin toj Asia, ex nqo tklo'n ja'lin, ex ma qe qk'u'ja ti'j, qa kukx qo kletilji'y tu'n, 
2CO.1.11	noq tu'n kyna'j Diosa, aye' nchi mojin qi'ja toj taq'in qMan. Qu'n qa ma chi na'n Diosa qi'ja, ex qa ma tzaj ttzaq'win Diosjo kykub'sb'il kywutza, ax Dios kk'molte nim aq'b'il chjonte.
2CO.1.12	Atzin ja'lin nqo tzalaja ti'jjo lo: Qu'n a qanmi'n q'mante qa b'a'n ma qo b'eti'y kyxolxjal, aye' nya nimilqe, ex ikyxjo kyxola tuk'a jun qchwinqila saqxix ex junch'in tumil. Atzi'n lo tzajnin tu'n t-xtalb'il qMan Dios, ex nya te jun kynab'lxjal te twutz tx'otx'. 
2CO.1.13	Tu'npetzi'n, mi xi qtz'ib'i'n junjun nmaq tumil, a nlay tz'el kyniky'a te, noq te qnimsb'il qib'a. Qala', kukx nqo tz'ib'inji'y kyojjo qu'ja tuk'a jun yol, a nya kuj tu'n tja kyu'ji'n, ex tu'n tel pjet toj kynab'la. Ex kqeb'il qk'u'ja ti'j, 
2CO.1.14	qu'n ikytzi'n tze'nku ma tz'el kyniky'a te toj junjun tnej, me nchin kub'sin nwutza kye'y, tu'n kytzalaja qi'ja toj tkyaqil, tze'nku qe qo tzalajila kyi'ja, aj tul tq'ijil tu'n tul qAjaw Jesús.
2CO.1.15	Qu'n q'uqletaq nk'u'ja ti'jjo lo, kub' nb'isi'n tu'n wiky'a lol kye'y kab'e maj, tu'ntzintla nmoji'n kyi'ja. 
2CO.1.16	Qu'n kub' nximi'n tu'n wiky'a kyuk'iy, aj nxi'y toj nb'e'y tzmax toj tx'otx' te Macedonia. Ex aj nmeltz'aja, tu'n wiky'taq juntl majla lol kye'y, ex tu'n kymojintaqa wi'ja toj nb'e'y, aj nxi'y toj Judey.
2CO.1.17	Tej tkub' nb'isi'n ikyjo, ¿Ma tuk'apela kab'e nk'u'ja tze'nku jun sb'ulxjal te twutz tx'otx', a nxi tq'ma'n qa b'a'n tu'n tb'inchin jun ti' ex te jun paqx qa mina? 
2CO.1.18	Me mina, erman. Qu'n ikyxjo tze'nku te Dios kukx njapin b'aj Tyol, ex ikyxjo qe'. Mina nqo yoli'n tuk'a kab'e qyola. 
2CO.1.19	Qu'n ikytzi'n te qAjaw Jesús, a Tk'wal qMan Dios, a nqo yoli'n ti'j kyxola, junx tuk'a Silvano ex Timotey.
2CO.1.20	Qu'n tkyaqiljo ntq'ma'n Dios, o japin b'aj tuk'a Crist. Tu'npetzi'n, at tq'uqb'il qk'u'j ti'jjo Tyol, a twutzxix, ex nqo nimsin tb'i, ex nxi qq'ma'n qa ikyxjo.
2CO.1.21	Qu'n axte Dios ma q'onte qe, tu'n qwe' wen toj qnimb'il ti'j Crist, ex o qo jaw tsk'o'n, tu'n qb'inchin taq'in tzalu'n twutz tx'otx'. 
2CO.1.22	Ex o tz'ok tq'o'n jun qechil toj qanmin, a Xewb'aj Xjan, tu'n tyek'in qa o qo ok te te. Qu'n atzi'n Xewb'aj Xjan jun kujsb'il Tyol ti'jjo ktzajil tq'o'n qe toj kya'j.
2CO.1.23	Kub' nximi'n nej, tu'n nxi'y kyuk'iy, me b'a'ntla qa ma chex nkawi'n kujxix, tu'n kyb'inchb'i'n nya b'a'n. Me ojtzqi'nqinxa tu'n Dios, qa nky'e'ytaqa ikyjo. Tu'npetzi'n, mix in iky'i'y kyuk'iy liwey toj Corint. 
2CO.1.24	Qa ma chex nkawi'n, nya noq tu'n qnimsin qib'a kywutza, qala' tu'n qmoji'n kyi'ja tu'n kytzalaja toj kynimb'ila. Qu'n noq tu'njo lo, kchi elile wena toj tkyaqil.
2CO.2.1	Tu'npetzi'n, xkub' nb'isi'n ikyjo, tu'n mi chinka juntl majla kyuk'iy ja'lin, tu'ntzintla mi chi jaw b'isini'y, noq tu'n nkawb'ila kujxix kyib'aja. 
2CO.2.2	Qu'n qa ma chi jaw b'isi'n tu'n npaja, ¿Tze'ntzin ttentz tu'n ntzalaja kyuk'iy? ¿Ma akutzin chi tzalaja wuk'i'y, qa otaq chi b'isi'n wu'n? 
2CO.2.3	Q'uqletaq nk'u'ja kyi'ja, tu'n qtzalaj junx qkyaqilx. Me tej tok nb'i'n qa attaq nya b'a'n kyxola, b'e'x xi ntz'ib'i'n wu'ja kye'y kuj ch'in, me ¿Nyapela tu'n tkub' kyb'inchin kyib'a, tu'ntzintla mi chin jaw b'isini'y, aj nte'n kyxola? Qu'n ayepen kye' tu'n kyq'onte tzaljb'il we'y. 
2CO.2.4	Xi ntz'ib'inji'y wu'ja kye'y tuk'a txqan b'is, ex lab'il toj wanmi'n, ex in jaw oq'a tu'n ikyjo. Me nya tu'n kyjaw b'isi'n, qala' tu'ntzintla tel kyniky'a te qa nimxix nk'u'ja kyi'ja.
2CO.2.5	Atzin ja'lin, a xjal, aj xb'inchin il, s-ok q'o'nte jun b'is wi'ja tu'n tb'inchb'in nya b'a'n. Me nya noq o'kqinxa, qala' toj juntl tumil, majqexa. 
2CO.2.6	Qu'n atzin kawb'il kuj kub' kyq'o'n tib'ajjo xjal lo, ¡Tuk'axjo ja'lin! 
2CO.2.7	Qala' b'antla tu'n tkub' kynajsi'n til, ex tu'n kynimsi'n tk'u'j, tu'ntzintla mi kub' numje tu'n txqan b'is. 
2CO.2.8	Tu'npetzi'n, nchin kub'sin nwutza kye'y, tu'n tkub' kyxmoxin kyib'a tuk'a. 
2CO.2.9	Atzin t-xilin tumiljo tnejil wu'ja kye'y, noq tu'n tkub' kyyek'i'n kyxola qa nchi kub' kynimi'n nyola ti'j b'inchil il, a xi nq'ma'n toj wu'ja, ex ikyxjo ti'j tkyaqil nnuk'b'ila. 
2CO.2.10	Tu'npetzi'n, qa ma kub' kynajsi'n til, ex ikyxjo we' k'wel nnajsi'n tkyaqiljo nya b'a'n, a xb'ant tu'n. Me tze'nku qa nya wi'ja xkub' tb'inchine' il, b'alaqa nyaqi'n kchin najsilte. Me k'wel nb'inchi'n, noq te jun yek'b'il kywutza qa at jun najsb'il qil te jun majx tu'n Crist. 
2CO.2.11	Qu'n qa ma kub' qnajsin til juntl, mi qo kub' tu'n tajaw il, qu'n b'i'n qu'n, qa ila' tumil tze'n tten tu'n qkub' tsb'u'n.
2CO.2.12	Tej nkani'n toj tnam Troas q'mal Tb'anil Tqanil ti'j Crist, attaq amb'il tu'n waq'ni'n wen toj taq'in qAjaw. 
2CO.2.13	Me attaq jun b'is toj wanmi'n ti'j Tito, qu'n na'ntaq tul tuk'a tqanil kyi'ja. Tu'npetzi'n, b'e'x i kyij ntzaqpi'n erman antza toj Troas, tu'ntzi'n b'e'x in xi'y jyolte toj tx'otx' te Macedonia.
2CO.2.14	Me chjonte qMan Dios, tu'n txolin qten te iky'sb'il te' tzaljb'il,
2CO.2.15	Qu'n ikyx tze'nku te Crist, xi' yolil Tb'anil Tqanil kyxol tkyaqil xjal, tze'nku jun tk'ok'jil b'a'n twutz Dios; exsin ikyxjo qe, nqo yolin Tyol kyxoljo aye' kchi kletil ex aye kchi najil. 
2CO.2.16	Qu'n atzin t-xilin Tb'anil Tqanil lo kyxol nya nimil, te kyimin te'. Me kyxoljo aye' kchi kletil, te chwinqil te' te jun majx. ¿Me ankye' at toklin tu'n t-xi q'mal te' Tb'anil Tqanil lo, a nimxix t-xilin? 
2CO.2.17	¡Nya noq a'lchaqku! Qala' o'kqexjo aye' junxch'in tumil q'i'n kyu'n twutz Dios, ex nchi yolin tu'n, ti'j Crist. Ex nya ikyxjo tze'nqeku txqantl, aye nchi suqin Tyol Dios noq tu'n kykanb'in pwaq ti'j.
2CO.3.1	¿Ma tzunpela nja qnimsin qib'a tuk'a yol lo? ¿Mo ilpela ti'j tu'n t-xi qq'o'n jun u'j kye'y te oqxenb'il qe'y, noq tu'n qkub' kyxk'ami'n; mo tu'n ttzaj kyq'o'n jun u'j qe'y te oqxenb'il qe'y, ja' tu'n qponi'y? Qu'n ikytzin tumiljo kyu'nxjal, a nya wen, aye' nchi b'et suqil Tyol qMan. 
2CO.3.2+2CO.3.3	¡Mina! Qu'n ayeku kye' ma chi ok tze'n jun u'j te oqxenb'il qey. Qu'n tz'ib'inqe kye' tu'n Crist toj qanmi'n, nya tuk'a jun tz'ib'b'il, a aku naj, qala' tuk'a Xewb'aj Xjan, a T-xew Dios, itz' te jun majx. A u'j lo, ayeku kye'; mikyxi tze'nku ojtxe kawb'il noq tz'ib'in twutz ab'j, a nlay b'ant tb'inchinte jun ti';
2CO.3.4	Atzin kynimb'ila ikyjo ntzaj tq'o'n tq'uqb'il qk'u'ja twutz qMan Dios, noq tu'n Crist. 
2CO.3.5	Qu'n nya tu'n qb'inchb'i'n kyxola, kjawil qnimsin qib'a, qu'n tkyaqiljo lo tzajnin te Dios, 
2CO.3.6	qu'n axte Dios ma tzaj q'onte qokli'n tu'n qoka te taq'nil ti'j jun ak'aj tumil b'antlin ti'j tu'n, tu'n kykyijxjal toj wen tuk'a. Qu'n atzin ojtxe tumil nqanin qi'j tu'n qkyim tu'n, tu'n mi njapin b'aj tkyaqil qu'n. Atzin kolb'il ja'lin nya te ojtxe tumil, a tz'ib'ink twutz ab'j, qala' tu'n Xewb'aj Xjan, a ntzaj tq'o'n qchwinqil te jun majx.
2CO.3.7	Atzin ja'lin, qo ximin ch'in ti'jjo ojtxe kawb'il, a te kyimin, a ok tz'ib'in twutz ab'j. Atzinjo lo ul kyxol aj Israel tuk'a txqan tqoptz'ajiyil Dios. Me ayetzin aj Israel mix kypa'ye tu'n kyka'yin twutz Moisés, noq tu'n tpajjo tqoptz'ajiyil Dios pon kanin ti'j, a cheb'e kub' b'aj tqan.
2CO.3.8	Ex qa tuk'a nim tqoptz'ajiyil Dios s-ule lo, ¿Yajtzila te' te ak'aj tumil, a tzajnin tu'n Xewb'aj Xjan? 
2CO.3.9	Qa a ojtxe kawb'il ma tzul tuk'a tqoptz'ajiyil Dios, exsin nqanintz kyi'jxjal tu'n kykyim tu'n, ¿Yajtzila te' ak'aj tumil, a ma chi okxjal tz'aqle tu'n? 
2CO.3.10+2CO.3.11	Qu'n ante ojtxe kawb'il nyala te' toklin twutzjo ak'aj. Qu'n ante ojtxe kawb'il il ti'j tu'n tb'aj, me ante ak'aj, ok kyjel te' te jun majx.
2CO.3.12	Me tze'nku qa ma qe qk'u'j ti'jjo ak'aj tumil, a mi b'aj, nqo yolin ti'j tuk'a tkyaqil qanmin; 
2CO.3.13	mikyxi tze'n te Moisés, n-ok tktxu'ntaq twutz, tu'n mi tz'iwle tqoptz'ajiyil Dios ti'j, kyu'n aj Israel, tzmaxi k-elil tjqo'n twutzjo, ajxi tkub' yupjjo tqoptz'ajiyil.
2CO.3.14	Ex ikyxjo tze'nku ja'lin, atzin kynab'lxjal ma tz'ok juple nyakuj tu'n jun kutxb'il. Qu'n ajtzin tja kyu'jin xjaljo Tu'jil Tyol Dios, mi n-el kyniky' te t-xilin tumil, qu'n o'kxjo tu'n kynimb'il ti'j Crist, aku tz'el q'inte kutxb'il kywutz tok, tu'n tel kyniky' te. 
2CO.3.15	Kyojjo tq'ijil ja'lin, aj tjaw kyu'jin tkawb'il Moisés, jpu'nkjo kynab'l nyakuj tu'n jun kutxb'il, tu'n nya tzaqpi'nqe tu'n tel kyniky' te kolb'il. 
2CO.3.16	Me qatzin qa ma nimin jun xjal ti'j qAjaw, atzin kutxb'il b'e'x k-elil. 
2CO.3.17	Qu'n axte qAjawjo, a Xewb'aj Xjan, ex ja' ta'ye T-xew qAjaw, antza ta'ye tzaqpib'l tu'n tel qniky' te. 
2CO.3.18	Tu'npetzi'n, qkyaqilx nya ktxun qwutz tuk'a jun kutxb'ilte tze'nku te Moisés; qala' ma qo ok tze'nku jun ka'yb'il wutzb'aj, tu'n kyka'yinxjal tqoptz'ajiyil qAjaw toj qchwinqil. Qu'n axte T-xew qAjaw ntx'ixpinte qchwinqil, tu'ntzintla cheb'e tu'n qxi laq'e, tu'n qok tze'nku te Crist.
2CO.4.1	Tu'npetzi'n, mi qo kub' numj, qu'n axte Dios tuk'a tkyaqil tq'aq'b'il tk'u'j, ma tzaj toqxenin taq'in qe toj ak'aj tumil, tu'n kykyijxjal toj wen tuk'a. 
2CO.4.2	Tu'ntzi'n ikyjo, ma tz'el qi'jlin tkyaqil qb'inchb'in, a nb'ant toj ewajil, a te elsb'il qtx'ixew, me nya tu'n qsb'u'n mo tu'n tja qtx'ixpin Tyol Dios. Qala', nqo yolin Tyol jikyin wen, tu'n qel wen kywutzxjal, ex tu'n tel pjet Tyol Dios toj kyanmin junjun, tze'nku taj Dios. 
2CO.4.3	Exla qa at junjun mi n-el kyniky' te' Tb'anil Tqanil kolb'il, qu'n ayela' kyja' kyxi' toj najin. 
2CO.4.4	Qu'n a tajaw il, a nkawin te twutz tx'otx', ma tz'ok jpunte kynab'l tu'n kyok tze'n jun moẍ toj kyanmin, ex tu'n mi tz'ele kyniky' ti'jjo tspiky'imil Tb'anil Tqanil ti'j tqoptz'ajiyil Crist, a q'ancha'l ti'jxjo Dios, a nya q'ancha'l.
2CO.4.5	Tu'npetzi'n, mi nqo yoli'n toj aq'untl qil qib'xa; qala' nxi qq'ma'n qa a Jesucrist tAjaw Tkyaqil, ex awotzin qe', ma tz'ok qq'on qib'a tu'n qajb'in kye'y toj tumil tb'i. 
2CO.4.6+2CO.4.7	Qu'n axte Diosjo, a q'ma'ntexix te tnejil, tu'n tjaw qoptz'aj spiky'in toj qxopin;
2CO.4.8	Exla qa nim yajb'il n-iky'x qu'n, me nyat nti' qelix; exla qa ma tzaj b'is qi'j, me nya tu'n qo k'wel numje; 
