MAT.1.1	Ay niy de dawét i de katufua Jesu Kristo, sani ségétéwe séfu Datu Dabide séfu Abraham. 
2PE.3.4	Béréhé ro begom maro, “Hon i gono Kristowe de? Aw békén ba fénasadén i séfule kun mangéy dob duniyae ni? Enda fo munur gey bé nan, non i de sungu do munur bé Kristowe, ménléhu ro nén. Tidéw bé kélimbage bé duniyae ni taman so béleewe ni, énda so ménfégalino.” 
2PE.3.5	Endob i de ni do étéw, lénifot roy kélimbag i Tuluse bé fantade brab lawayo bé kébéréh ne saén. Atin lénimbag i Tulusey duniyae tidéw dob wayége brab tidéw dob kérara i wayége. 
2PE.3.6	Atin béninasay Tuluse soy de étéw méuyag bé gétahe bé wayége non féndunukén. 
2PE.3.7	Atin féntaus i Tuluse soy duniyae ni bé kébéréh ne inok amuk gégumah i gaiy kékukum i Tuluse, binasané no bé aféyey ni duniya brab de békén do méngintulus do étéw.
2PE.3.8	Endob i de begom do gulaané ku do dumo gu, kagom lifotén i ni: Dob antaf fédéw i Tuluse, i ségétérésangane maak séngibu gébélintuwa, atin i séngibuwe gébélintuwa maak ségétérésangan saén. 
2PE.3.9	Mélaw énda toow i kéfégitung i de étéw bé métana kun i kétumay Kadnane bé fasad ne séfule mangéy dini. Yamula tingkéloy Kadnane saén begom, non énda damén méuyotén kémukum fiyon ségétéw. Yamula méuyot de ké tagakéy kéluhanay de étéw i de sala ro.
2PE.3.10	Gido loo, i kégumah i gaiwe séfule i Kadnane ségiléw bé kégumah i ménakawe non métékow i kégumah ne énda gétigay de étéw de. Atin bé béno gai, tékow méalfa i lawaye bé lalae wén i toow fo mékégilak dégu. Atin i kéluhanay de éntingayén dob lawayo diyo, métuwég brab mébinasa. Atin méalfa soy duniyae ni brab kéluhanay de éntingayén de. 
2PE.3.11	Atin non mébinasay kéluhanay de ni moso loo bé ni, fatut métintu tom atin modor tom bé kétayay Tuluse. 
2PE.3.12	Non ongot-ongoté tom i gaiwe kémukum i Tuluse. Mélaw fatut rigoné tom i tamay gagané tome inok magad gégumah. Bé béno gai, métuwég brab mébinasay lawayo diyo, atin mélagang i kéluhanay éntingayéne sabaf bé kééduf ne. 
2PE.3.13	Endob i betome, ongot-ongoté tom i fénasad i Tuluse betom, sani mantuwe laway brab mantuwe duniya. Diyo bati i de métintu do étéw.
2PE.3.14	Mélaw do dumo gu, i lala tome ongot-ongot bé nan gai, fatut fo rémigo tom saén fiyo inok énda i téboéy Tuluse betom, atin énda mélaw mékéritén betom. 
2PE.3.15	Kagom lifotén i funay Tuluse témingkélon betom, non iraya no betom gai inok méfukas tom dob de sala tom. Been soy niy atag i sulat i gulaané tome dumo tom Pablo dob begome. Fénggétigay Tuluse de. 
2PE.3.16	Been i niy démoyune fégétiga no begom dob kéluhanay de sulatén fantag bé kékukum i Tuluse. Atin wén soy do dumo bé de kétoro dob de sulatén toow fo mérégén gésobuton. Atin i de dumo do étéw énda i gétiga-tiga ro, toroé roy békéne katabuwan atag i de sulat Pablo. Loo so bé niy rénigo ruwe bé de ségiyo do Ménsulat Kébéréh i Tuluse. Mélaw been i niy funa ruwe mébinasa.
2PE.3.17	Endob i de begom do dumo gu, gétiga komén i de ni. Mélaw ingat gom inok énda géunur gom bé de békén katabuwan do kétoro i de étéw do énda modor ro bé de sugu i Tuluse. Non amuk énda mingat gom, gésésuway gom bé toowe kétoro nunuro kom. 
2PE.3.18	Fatut fo minut waléy méégét i kéunur gome sabaf bé kétayakuf gome bé kégédaw i Tuluse brab kégétiga kome bé Kadna tome Jesu Kristo, sani mémukase betom dob de sala tom. Médayéw fo damén béleewe ni taman sa taman. Amen!
1JN.1.1	Sulata key begom fantag bé Kristowe, sani miraye bé umule magufusa. Wénén i Kristowe tidéw féganay. I Beene tintu énggito gey, brab énggélingoo key i kébéréh ne, atin énggékuwaha key i lowoh ne. 
1JN.1.2	Amun méntéfégitoy Jesu Kristowe dob duniyae ni, énggito gey. Mélaw ureté key dob begomey fantage bé Beene. Been i fédawéténe “Umul Magufusa”. Been i dumoy Abaye Tulus atin ménwaléy kéilawan méntéfégito dob begeye. 
1JN.1.3	Ureté key dob begomey fantage bé énggito geye brab énggélingoo keye inok géunur gom de so inok waléy tom sédumon sabaf bé késédumo tome bé Abaye Tulus brab Nga ne Jesu Kristo. 
1JN.1.4	Sulaté key i ni inok toow fo méégét i kéoror tome de.
1JN.1.5	Ay niy kéurete bénréh i Nga i Tuluse begey atin béréhé key dob begome: I Tuluse maak Solo réméndaw, atin énda i délémon dob Beene. Non toow fo fiyoy Tuluse, énda i tete dob Beene. 
1JN.1.6	Mélaw amuk béréhé tom dumo tom i Tuluse, éndob tete sénay de adat tom, témugi tom. Témugi tom dob de kébéréh tom brab dob de rigoné tom so. 
1JN.1.7	Endob amuk fiyoy adat tome ségiléw bé kéfiyoy Tuluse, sédumon tom brab malinis tom dob adafay Tuluse non mékédan i séngae sala tom sabaf bé kéléhu Jesuse Nga i Tuluse dob kruse.
1JN.1.8	Amuk béréhé tom énda i sala tom, tugio tom saén i de lowoh tom, énda munur tom bé toowe kétoro. 
1JN.1.9	Endob amuk fayagé tom i de sala tom dob Tuluse, fésagadé no betom bé de sala tom atin linisé no betom dob kéluhanay de tete adat tom. Rigoné noy ni non i Beene métintu brab tumané noy fasad ne betom bé fésagadé no betom. 
1JN.1.10	Endob amuk béréhé tom énda i sala tom, maak fédawété tom i Tuluse ségétéw témugi, atin énda munur tom bé kébéréh ne.
1JN.2.1	I begome maak do gulaané ku do nga gu, sulaté kuy ni dob begome inok énda rémigo gom sala. Endob amuk wén i gésala betom, wén i métintuwe kéfédéwa tom dob adafay Tuluse, sani Jesu Kristowe. 
1JN.2.2	Atin i Jesu Kristowe ni, Beeney tulake fégékédan bé de sala tom. Atin békén saén i de katom do sala, éndob loo soy de sala i kéluhanay de kéilawan.
1JN.2.3	Amuk modor tom bé de sugu i Tuluse, gétiga tom betom i de dumoy Tuluse. 
1JN.2.4	Endob amuk wén i ségétéw émbéréh mano, “Begéney dumoy Tuluse”, éndob énda modorén bé de suguén, toow fo tugién i ni étéw brab énda munurén bé toowe kétoro. 
1JN.2.5+1JN.2.6	Endob i étéwe modor bé kébéréh i Tuluse, tintu fo méégét i kéféimu ne bé Tuluse. Non i étéwe béréhé no dumo noy Tuluse, fatut iringé noy adat Jesu Kristowe. Amuk rigoné tom i ni, gétiga tom dumoy Tuluse betom.
1JN.2.7	Do gulaané ku do dumo gu, békén mantu sugu i ni sulaté ku dob begome. Yamula tafayén i ni sugu énggélingoo kom tidéw féganay. Been i niy sugue ténoroén betom bé fatut tom ségédaw. 
1JN.2.8	Gido loo, maak mantu séna niray Jesusey ni sugu dob betome. Atin i Kristowe brab begome modor gom bé ni sugu. Gétiga kuy ni non béleewe ni minutén mékédan i délémone atin réméndaw i tintuwe solo, sani Jesu Kristowe.
1JN.2.9	Amuk wén i ségétéw étéw émbéréh munur kun bé Jesu Kristowe, éndob mérarék bé dumo nuwe, bati séna dob délémone, non énda tintu no munur. 
1JN.2.10	Endob i étéwe mégédaw bé dumo nuwe munur, beeney tintuwe munur bé Kristowe. Atin énda i rigoné no funay dumo nuwe gésala. 
1JN.2.11	Endob i étéwe mérarék bé dumo nuwe, énda toow i kéunur ne bé Jesu Kristowe atin maak magéw dob délémone. Enda gétiga noy ayo nuwe non maak langafén non énda munurén bé Jesu Kristowe.
1JN.2.12	Do nga gu, sulata ku begom non ménfésagadén i de sala gom sabaf bé Kristowe. 
1JN.2.13	I de begom do lukés, sulata ku begom non énggélolo gomén i Kristowe ménwénén tidéw féganay. I de begom do ménguwéd séna, sulata ku begom non ténabana komén i Satanase.
1JN.2.14	I de begom do nga, sulata ku begom non ménwaléy gom sédumon bé Abaye Tulus. I de begom do lukés, sulata ku begom non ménwaléy gom sédumon bé Kristowe, sani ménwéne nén tidéw féganay. I begome do ménguwéd do étéw, sulata ku begom non émbagér i kéunur gome, atin énda mékédan i kébéréh i Tuluse tidéw dob itunga kome, atin ténabana komén i Satanase.
1JN.2.15	Kagom féimuén i de tete do éntingayén taloo no do tete adat dob duniyae ni. Non amuk féimué kom i de tete do éntingayén dob fantade ni, énda féimué kom i Abaye Tuluse. 
1JN.2.16	I kéluhanay de tete dob duniyae ni, békén tidéw dob Abaye Tulus. Yamula tidéw dob fantade niy tetee loo bé de tete kétayay de lowoh i de étéw, brab de kéingar, brab de kéfélangka-langka. 
1JN.2.17	Endob i duniyae ni, méalfa moso, loo soy de tete do éntingayén kétayay de étéw. Endob i de étéw rigoné roy kétayay Tuluse, méuyag ro taman sa taman.
1JN.2.18	Do nga gu, gédétén i tamfadane. Enggélingoo komén i kégumah i ségétéwe étéw moso féndawét “Sébanil bé Kristowe”. Atin béleewe ni wénén i do énggumah do étéw do sébanil bé Kristowe. Mélaw gétiga tomén gédétén i tamfadane. 
1JN.2.19	I de ni do étéw sébanil bé Kristowe, békén ro do tintu dumo tom munur bé Kristowe. Atin been i niy funa ruwe téménagak betom. Amuk do tintu ro do dumo tom, énda damén ténagak ro betom. Endob sabaf bé kétagak ruwe betom, énggétiga tom békén ro do tintu dumo tom munur bé Kristowe.
1JN.2.20	Endob i de begom, fénémanduo Kristowe begom bé Rémogor i Tuluse. Atin mélaw gétiga kom kéluhanan i toowe kétoro. 
1JN.2.21	Mélaw i funa kuwe sémulatan begom békén sabaf bé énda gétiga kom i toowe kétoro. Yamula sabaf bé kégétiga kome de, atin gétiga kom soy énda i tugi dob toowe kétoro.
1JN.2.22	Ati mélaw i témugie? I témugie, beeney émbéréhe bé békén kun Kristoy Jesuse. Been i niy étéwe tintu fo sébanil bé Kristowe non mika bé Abaye Tulus loo so bé Nga ne Jesus. 
1JN.2.23	I étéwe mika bé Nga i Tuluse, mika so bé Abaye Tulus. Endob i étéwe munur bé Nga i Tuluse, munur so bé Abaye Tulus.
1JN.2.24	Mélaw, kagom témérén munur bé Urete énggélingoo komén bé do gétah. Non amuk énda témérén gom munur bé ni kétoro énggélingoo komén bé do gétah, gétaus gom sédumon bé Abaye Tulus brab Nga ne Jesu Kristo taman sa taman. 
1JN.2.25	Non been i niy umule magufusa fénasad Kristowe irayén betom.
1JN.2.26	Sulata ku begom inok géingata kom i de étéw télamané ro begom féunurén bé békéne toow kétoro. 
1JN.2.27	Endob i de begom, iraya Jesu Kristowe begom témantu bé Rémogor ne. Atin amuk bati i Rémogor ne dob de fédéw gom, énda mélaw kailanga kom i témoroe begom. Non i Rémogor ney témoroe begom bé kéluhanane. Atin toroe noy toowe, békén i tugie. Mélaw odoro kom i kétoro i Rémogor ne, atin kagom tagakén i Kristowe.
1JN.2.28	Mélaw do nga gu, kagom tagakén i Kristowe inok énda mégilak gom taloo no mémala gom de dob gaiwe séfule moso. 
1JN.2.29	Gétiga tomén métintuy Kristowe. Mélaw fatut gétiga kom soy kéluhanay de rémigo bé métintuwe, beroy de nga i Tuluse.
1JN.3.1	Fégitung gom, i Abaye Tulus toow fo gulaané no betom! Non féndawétén betom do ngaén. Atin i toowe, ménwaléy tom mon do ngaén. I funay de étéw sébanil bé Tuluse énda gélolo ro betom do nga i Tuluse, non énda so gélolo roy Tuluse. 
1JN.3.2	Do gulaané ku do dumo gu, ménwaléy tomén do nga i Tuluse. Endob énda séna gétiga tom de ké ati moso i kéwaléyo tome. Endob gétiga tom i ni: Amuk séfule i Kristowe, waléy tom loo bé Beene, non gito tom moso i tintuwe fo falasén. 
1JN.3.3	Mélaw, i kéluhanay de ongot-ongot bé késéfule Kristowe, fatut démoyun ro rémigo fiyo loo bé kéfiyo Kristowe.
1JN.3.4	Amuk wén i ségétéw réménigo sala, fénlisén i kukumay Tuluse, non i atag i salae, been i kéfélise bé kukumay Tuluse. 
1JN.3.5	Gétiga komén ménwaléy kéilawan i Kristowe inok kédané noy de sala i de kéilawan. Atin énggétiga kom soy énda i sala Kristowe, fiyon sébaan. 
1JN.3.6	Mélaw i kéluhanay de dumo Kristo, énda fakayén ké taus ro rémigo sala. Endob i étéwe démoyun rémigo sala énda séna gélolo noy Kristowe brab énda séna munurén de.
1JN.3.7	Do nga gu, kagom fédayaén i de étéw émféunur begom bé tugie kétoro. Ay niy toowe kétoro: I de étéw rémigo ro fiyo, beroy de métintu do étéw ségiléw bé kétintu Kristowe. 
1JN.3.8	Endob i de étéw démoyun rémigo sala, beroy de kuyug Satanas. Non i Satanase tidéwén féganay i kérigo nuwe sala. Atin i Nga i Tuluse ménangéy dob duniyae ni inok kédané noy tetee galbék Satanase.
1JN.3.9	I de étéw ménwaléy do nga i Tuluse, énda démoyun ro rémigo sala non ménwaléy ro miring bé adat i Tuluse. Enda fakayén démoyun ro rémigo sala non Tulus i Abay ruwe. 
1JN.3.10	Endob i de étéw énda mégédaw ro bé dumo ruwe, békén beroy de nga i Tuluse. Been i niy fégélolonone bé de nga i Tuluse brab de nga Satanas.
1JN.3.11	Fatut tom ségédaw. Been i niy kétoroe énggélingoo komén tidéw féganay. 
1JN.3.12	Enda fatutén iringé tom i étéwe féndawét Kain. Non beeney ségétéwe kuyug Satanase, atin fénléhuén i tuwaréy ne Abel. Atin i funa nuwe ménméléhu bé tuwaréy ne non métintuy rigonéy tuwaréy ne, éndob i beene tete i kaane rigonén.
1JN.3.13	Mélaw do dumo gu, kagom mégaif de amuk mérarék begom i do étéw sébanil bé Tuluse. 
1JN.3.14	Gétiga tom i ni: I de kéilawan méuyag ro taman gégumah i gaiwe méléhu ro. Endob békénén loo bé niy betome, non énggédot tomén i umule magufusa. Mélaw fiyon fo ké méléhu tom dob duniyae ni, méuyag tom so dob lawayo. I funa tome gétigan bé ni non mégédaw tom bé dumo tome. Endob i de étéw do énda mégédaw ro, méléhu ro fo toow. 
1JN.3.15	Amuk wén i étéw mérarék bé dumo nuwe, i ni étéw ségétéw ménméléhu étéw dob kéfégitung i Tuluse de. Atin gétiga tom i de méméléhu do étéw énda séna énggédot roy umule magufusa. 
1JN.3.16	I funa tome gétigan bé atag i “kégédawe” non féndaya Kristowey de étéw ménméléhu de bé kégantino nuwe betom inok kédané noy de sala tom. Mélaw fatut iringé tom soy rénigo nuwe. Iray tom soy férénawa tome fégétabang tom bé de dumo tom. 
1JN.3.17	Ufama, wén i ségétéwe kawasa, atin gito noy dumo nuwe méskinan médoo foy kailanga nuwe. Endob amuk énda méuray i na nuwe de atin énda tabanga no de, giton énda tintu no méimu bé Tuluse. 
1JN.3.18	Do nga gu, énda fatutén ké mégédaw tom saén dob de kébéréh tom saén. Non fatut fégito tom i kégédaw tome dob de fiyo rigoné tom. Been i niy tintuwe kégédaw.
1JN.3.19	Mélaw amuk rigoné tom i ni, gétiga tom bé betom i de étéw i tintuwe Tulus. Atin éndaén mélaw mégilak tom bé Tuluse ké diyo tom dob adafa nuwe. 
1JN.3.20	Fiyon fo ké fégitungé tom médait tom mékukum, gétiga tom mas na fo gétigan i Tuluse bé betome, non gétiga noy kéluhanane. 
1JN.3.21	Mélaw, do gulaané ku do dumo gu, gétiga tom énda i funa tom mégilak, atin mélaw géfébaraw tom démasal dob beene. 
1JN.3.22	Fiyon atiy ongoté tome dob Tuluse, irayén dob betome. Non odoro tom i de suguén, atin rigoné tom i késuwata nuwe. 
1JN.3.23	Atin ay niy sugu ne betom: Fatut munur tom bé Nga ne Jesu Kristo atin ségédaw tom loo bé sénugu Kristowe betom bé gétaho. 
1JN.3.24	I de étéw modor bé de sugu i Tuluse, bati ro dob Tuluse, atin i Tuluse bati so dob de fédéw ro. Atin gétiga tom bati i Tuluse dob de fédéw tom non nirayén betom i Rémogor ne.
1JN.4.1	Do gulaané ku do dumo gu, kagom munur bé kéluhanay de étéw émbéréh ro fénémanduoy Rémogor i Tuluse kun bero. Yamula téngkad gom bero inok gétiga kom ké tidéw dob Tulusey rémogore taloo no békén. Non wén i médoo do étéw ubo-ubo sénarigoy Tuluse muret bé kébéréh ne, atin ménangéy ro dob de médoo do ingéd dob duniyae ni. 
1JN.4.2	Atin wén i fégélolonon de inok gétiga kom i tidéwoy rémogore de. Amuk fayagéy ségétéwe étéw i Jesu Kristowe ménwaléy kéilawan, Rémogor i Tuluse bé bénoy ménémanduone de. 
1JN.4.3	Endob i de étéw béréhé ro énda kun ménwaléy kéilawan i Jesuse, énda bati i Rémogor i Tuluse dob berowe. Yamula fénémanduoy rémogor i Ségétéwe étéw Sébanil bé Kristowe. Enggélingoo komén i kégumah ne, atin béréhé ku begom énggumahén dob duniyae ni béleewe ni.
1JN.4.4	Endob i de begom, do nga gu, begom i de étéw i Tuluse. Atin ténabana kom i de ubo-ubo sénarigoy Tuluse. Non i Rémogor i Tuluse bati dob de fédéw gom mas na barakatan bé Satanase bati dob de fédéw i de tete étéw. 
1JN.4.5	I de ubo-ubo sénarigoy Tuluse, toroé roy tetee. Atin i de tete étéw dob duniyae ni fégélingoé ro bero non sébanil ro so bé Tuluse. 
1JN.4.6	Endob i de betom, do étéw i Tuluse betom. Atin i de étéw gélolo roy Tuluse, fégélingoé roy kétoro tome. Endob i de békén do étéw i Tuluse, énda fégélingoé ro betom. Mélaw been i niy fégélolonone bé de étéw fémanduoy Rémogor i Tuluse sani témoroe bé toowe, brab i de étéw fémanduo Satanase sani de témoro bé tugie.
1JN.4.7	Do gulaané ku do dumo gu, fatut ségédaw tom non i kégédawe tidéw dob Tuluse. I de étéw mégédaw ro bé dumo ruwe, beroy de étéw do ménwaléy do nga i Tuluse brab dumoy Tuluse bero. 
1JN.4.8	Atin i de étéw énda mégédaw ro, beroy de énda séna gégélolo bé Tuluse, non mégédaw foy Tuluse. 
1JN.4.9	Atin fénggitoy Tulusey kégédaw ne betom bé késugu ne bé buntunge Ngaén dob duniyae ni inok gédoté tom i umule magufusa sabaf bé Beene. 
1JN.4.10	Mélaw ay niy tintuwe kégédaw: Békén ké betom i ménggédawe bé Tuluse. Yamula, Tulus i ménggédawe betom. Been i niy funa nuwe séménugu bé Nga ne dob duniyae ni inok féléhuén fégétulak inok émfésagad i de sala tom.
1JN.4.11	Do gulaané ku do dumo gu, amuk loo bé nan i kédakél i kégédaw i Tuluse betom, fatut fo ségédaw tom so. 
1JN.4.12	Enda i ségétéw énggégito bé Tuluse. Endob amuk ségédaw tom, bati i Tuluse dob de fédéw tom, atin i kégédaw tome waléy toow fo dakél miring bé kaane kégédaw.
1JN.4.13	Atin i Tuluse nirayén i Rémogor ne dob betome. Been i niy funa tome gétiga tom bati tom dob Tuluse atin i Tuluse bati dob de fédéw tom. 
1JN.4.14	Atin i begeye do apostol, énggito gey i Nga i Tuluse brab de rénigo no. Mélaw ureté key i fantage bé késugu i Tuluse bé Nga ne dob duniyae ni inok fukasé noy de kéilawan dob de sala ro. 
1JN.4.15	I de étéw fayagé roy Jesuse Nga i Tuluse, bati i Tuluse dob de fédéw ro, atin bati ro dob Tuluse. 
1JN.4.16	Atin gétiga tom mélaw toow fo mégédaw i Tuluse betom. Mélaw gésarig tom de.
1JN.4.16	Non i Tuluse toow fo mégédaw. Atin i de étéw do mégédaw, bati ro dob Tuluse atin i Tuluse bati dob de fédéw ro. 
1JN.4.17	I Tuluse féwaléyé no tintu fo dakél i kégédaw tome inok énda mégilak tom bé gaiwe kémukum i Tuluse. Mélaw éndaén mégilak tom bé no gai, non ménwaléyén ségiléw i adat tome bé Kristowe. 
1JN.4.18	Enda i funa tom mégilak non mégédaw i Tuluse betom. Amuk toow fo mégédaw i Tuluse betom, mékédanén i funa tome mégilak. Non i funay de étéw mégilak, been i kékukum i Tuluse. Mélaw i de étéw mégilak, énda séna méégét i késarig ruwe bé kégédaw i Tuluse.
1JN.4.19	I funa tome méimu bé Tuluse non fénimu i Tuluse betom sungu. 
1JN.4.20	Amuk wén i étéw émbéréh mano, “Féimué kuy Tuluse”, éndob mérarék bé dumo nuwe, témugi. Non amuk énda féimué noy dumo nuwe gito no, ati kéfingé-fingé i kéféimu ne bé Tuluse énda gito no de? 
1JN.4.21	Mélaw ay niy sugue niray Kristowe betom: I de étéw féimué roy Tuluse, fatut féimu ro so bé de dumo ro étéw.
1JN.5.1	I de étéw munur bé Jesuse Beeney Kristowe, sani fénémili i Tuluse méguléw, beroy de ménwaléy do nga i Tuluse. Atin i de étéw féimué roy Abaye Tulus, féimué ro soy de dumo ro nga i Tuluse. 
1JN.5.2	Atin amuk féimué tom i Tuluse brab odoro tom i de suguén, gétiga tom féimué tom soy de dumo tom do nga i Tuluse. 
1JN.5.3	Non amuk féimué tom i Tuluse, odoro tom i de suguén. Atin énda mérégén i kéodoro tome bé de suguén. 
1JN.5.4	Non kéluhana tomén do ménwaléyén do nga i Tuluse, gétabana tom i Satanase, sani méguléwe bé duniyae ni. Atin i funa tome gétabana tom i Satanase non bé kéunur tome bé Jesuse. 
1JN.5.5	Ati de étéw gétabana roy Satanase? I de étéw saén munur bé Jesuse Nga i Tuluse.
1JN.5.6	I Jesu Kristowe sénugu i Tuluse mangéy dob duniyae ni. Gétiga tom i ni sabaf bé wayége brab dara ne. Non énda saén ménbautisén dob wayége, yamula réménanas soy dara ne amun ménkélabo dob kruse. Atin i Rémogor i Tuluse fégétiga no betom toow i de ni, non i Rémogor i Tuluse démoyun béréhé noy toowe saén. 
1JN.5.7	Mélaw wén i téléw émféféngintoow fantag bé Jesu Kristowe: 
1JN.5.8	I sébaane de, been i Rémogor i Tuluse. Atin i sébaane de, been i kébautise bé Jesu Kristowe. Atin i sébaane de, been i kéranas i dara Jesuse bé kéléhu ne. Atin falan séfagayun i de ni do téléw. 
1JN.5.9	Munur tom bé kéuret i de étéw saén, éndob mas na gérotor i kéuret i Tuluse funa tom tintu fo fatut munur. Atin nuret i Tulusey Jesuse Ngaén. 
1JN.5.10	Mélaw i de étéw munur ro bé Nga i Tuluse, ménunur ro bé toow i kéuret i Tuluse. Endob i de étéw énda munur ro bé Tuluse, maak fédawét roy Tuluse ségétéw tugién. Non énda ménunur ro bé kébéréh i Tuluse fantag bé Nga ne. 
1JN.5.11	Atin ay niy toowe kétoro fantag bé Nga ne. Niray i Tuluse betom i umule magufusa tidéw dob Nga ne. 
1JN.5.12	I de étéw ménwaléy do dumoy Nga i Tuluse, wén i umul ro magufusa. Endob i de étéw énda ménwaléy ro do dumoy Nga i Tuluse, énda énggédot roy umule magufusa.
1JN.5.13	Sulaté kuy ni dob begome do munur bé Jesuse Nga i Tuluse inok gétiga kom wénén i kagom bé umule magufusa. 
1JN.5.14	Enda mégilak tom démasal dob Tuluse non gétiga tom fégélingoé no betom amuk mongot tom bé ati kétaya nuwe irayén. 
1JN.5.15	Gétiga tom démoyun fégélingoé no betom ké démasal tom mongot dob Beene. Atin mélaw gétiga tom irayén betom fiyon fo ké ati ongoté tome dob Beene.
1JN.5.16	Amuk wén i ségétéw begom gito noy dumo nuwe énggésala, atin énda ménléhuén bé nan sala, fatut dasal gom dob Tuluse inok irayén i umule magufusa dob nan dumo gom. Béréhé ku begom i fantage bé de sala békén fégéléhu i étéwe. Endob wén soy do sala funay de étéw méléhu. Atin énda féginauné ku begom démasal fantag bé de ni. 
1JN.5.17	I kéluhanay de tete rigonén, sala. Gido loo, wén i do sala énda méléhu i de étéw de.
1JN.5.18	Gétiga tom i de étéw do ménwaléy nga i Tuluse énda démoyun ro rémigo sala. Non i Jesuse Nga i Tuluse, diyagané no bero inok énda géférigono Satanase bero tete.
1JN.5.19	Gétiga tom betom i de étéw i Tuluse fiyon fo ké Satanas i méguléwe bé kéluhanay de étéw sébanil bé Tuluse dob duniyae ni.
1JN.5.20	Gétiga tom ménangéy i Nga i Tuluse dob duniyae ni, atin fénggésobutén betom inok gétiga tom i toowe Tulus. Ménwaléy tom do dumoy toowe Tulus brab Nga ne Jesu Kristo. Been i niy tintuwe Tulus atin tidéw dob Beeney umule magufusa.
1JN.5.21	Do nga gu, kagom féngadafén i de kéninontow.
2JN.1.1	Begéney lukése odoroy de munur bé Kristowe. Sémulatu mangéy dob beeme, sani libune fénémili i Tuluse brab dob de ngaém. Toow fo gulaané ku begom. Atin békén saén i begéney gémulaane begom, non i kéluhanay gétigane bé toowe kétoro gulaané ro so begom. 
2JN.1.2	I funa keye gémulaan begom non munur gey bé toowe kétoro, atin énda mékédan i kéunur geye de taman sa taman.
2JN.1.3	I Abaye Tulus brab Nga ne Jesu Kristo, mégédaw ro damén betom, atin méuray damén i na ruwe betom, atin iray ro damén i métanéke fédéw dob betome. Mérigoy ni dob betome non munur tom bé toowe kétoro brab ségédaw tom fo toow.
2JN.1.4	Toowu fo moror non énggétiga kuy de dumo bé de ngaém munur ro bé toowe kétoro loo bé sénugu i Abaye Tulus betom. 
2JN.1.5	Mélaw, Di, ongoté ku dob beeme bé fatut tom ségédaw. Békén mantuy ni sugu labité ku dob ni sulat. Yamula tafayén i ni sugu niray dob betome tidéw féganay. 
2JN.1.6	Non amuk ségédaw tom, modor tom bé de sugu i Tuluse. Atin ay niy sugue nirayén betom bé féganaye: Fatut tom ségédaw.
2JN.1.7	Médooy de mégakar do témoro ménangéy dob de séségiyo-giyo do ingéd dob duniyae ni. Ténoro roy békén kun toow i Jesu Kristowe ménwaléy kéilawan. I de ni do étéw téménoro bé ni, tintu ro fo tugién brab sébanil ro bé Kristowe. 
2JN.1.8	Mélaw ingat gom inok énda mésinggula i kélugoté kome gémalbék. Atin mélaw gédoté kom i kéluhanay baras gome tidéw dob Tuluse.
2JN.1.9	I de étéw téménagak bé toowe kétoro Jesu Kristowe atin ménunur bé ségiyowe kétoro, békén ro dumoy Tuluse. Endob i de taus munur bé toowe kétoro, beroy do dumoy Abaye Tulus brab Nga ne so. 
2JN.1.10	Mélaw amuk wén i gégumah dob begome atin témoro bé ségiyowe kétoro bé kétoro Kristowe, kagom tayakufén de dob de lawi gom taloo no ségifaé kom. 
2JN.1.11	Non amuk ségifaé kom i nan étéw, géamung gom bé de tete galbékén.
2JN.1.12	Médoo na damén i de kétaya ku béréhén dob begome, éndob énda méuyotu de sémulat. Yamula méuyotu damén mangéy témukaw begom inok géséténgaang tom séuret-uret brab géséoror tom fo toow.
2JN.1.13	I de nga i dumo muwe sétiman idéng libun fénémili i Tuluse, ségifaé ro so begom.
3JN.1.1	Begéney lukése odoroy de munur bé Kristowe. Sémulatu mangéy dob beeme, Gayo. Beemey toowe fo gulaané ku dumo gu.
3JN.1.2	Adih, démasalu dob Tuluse bé féfiyoné no beem brab iraya no beem fiyo kégélowohon loo bé kéiray ne beem bé mégéte kéunur. 
3JN.1.3	Toowu fo moror amun énggumah i de dumo to munur bé Kristowe atin nuret roy fantage bé kéfédayday me munur bé toowe kétoro, loo soy adate nodoro mo bé ni toow kétoro. 
3JN.1.4	Toow fo dakél i kéoror guwe bé gélingoo kuy fantage bé kéodoroy de nga gu bé toowe kétoro. Been i funa kuwe moror béni, non énggélingoo kuy fantage bé beeme.
3JN.1.5	Adih, i kétabanga muwe bé de dumo tom munur ménawet diyaan i fégélolonone bé toow i kéunur me. Non fiyon fo ké énda séna gélolo mo bero, ténayakufém bero. 
3JN.1.6	I de begey do munur bati dini, amun ménlimud gey méngintulus, nuret i de ni do étéw i kégédaw me bero. Atin amuk géawét ro man diyaan, fiyo ké tabanga mo man bero loo bé fatute mésuwat i Tuluse de inok gétaus ro magéw. 
3JN.1.7	Non i funa ruwe magéw inok légébé roy kétoro Kristowe. Atin énda tayakufé roy tabang i de étéw do békén munur bé Kristowe. 
3JN.1.8	Mélaw i betome do munur, fatut tabanga tom i de ni do étéw inok géamung tom bé galbék ruwe lémégéb bé toowe kétoro.
3JN.1.9	Séménulatu sébaan foko sulat mangéy dob de munur diyaan, éndob énda fénggélingo Deotrefesey kéféginau guwe. Méuyot de ké been saén i méguléwe bé de munur diyaan. 
