MAT.1.1	Nigaj ijkuilijtoꞌ ito̱ka̱mej yej iyikyapatajwe̱wejmej Jesucristo,
GAL.5.1	Cristo te̱xiton iga ayoꞌ mate̱tekimakato la ley. Inó̱n iga xixitontoka̱n, iwá̱n ayoꞌ ximote̱makaka̱n iga sej mamitztekimakatoka̱n la ley.
GAL.5.2	Taꞌ xine̱kakika̱n, nej niPablo, nimitzijliáj siga amejeme̱n anmocircuncida̱rowaj, ayá̱ꞌ mitzpale̱wiáj iga miguiꞌ Cristo. 
GAL.5.3	Nimitzijliáj sej iga nochi yej mocircuncida̱rowa, yawi onoti iga makichi̱wa nochi ken tatekimaka iley Moisés. 
GAL.5.4	Amejeme̱n yej ankijtowaj iga anye̱ꞌonokej iyi̱xtaj Dios iga san ankichi̱waj ken tatekimaka la ley, anmoyokatijkej de Cristo iwá̱n ankikajtejkej Dios yej te‑ikne̱liá. 
GAL.5.5	Eꞌ iga nejemej, iyEspí̱ritoj Dios ne̱ne̱xtiliáj iga nejemej niawij niye̱ꞌonotij iyi̱xtaj Dios iga nimoconfia̱rowaj ipan Cristo. 
GAL.5.6	Siga tise̱titokej iwá̱n Cristo Jesús, até̱ kichij siga tonokej circuncida̱doj o ayá̱ꞌ, monékisan iga matimoconfia̱ro̱ka̱n ipan Dios, iwá̱n siga timoconfia̱rowaj, tiknekískeja tokni̱wa̱n.
GAL.5.7	Amejeme̱n ómpaya ken ankichijtoyaj. ¿A̱ꞌyéj mitzka̱waltijkej iga ayoꞌ xikchi̱waka̱n ken kijtowa melaꞌye̱ꞌnoti̱ciaj? 
GAL.5.8	Ayéj Dios yej mitzka̱walti̱jnekij, iga Dios nokta yej mitzno̱tzaj. 
GAL.5.9	Amo xike̱lka̱waka̱n iga “alí̱n levadura
GAL.5.10	Nej nimoconfia̱rowa ipan toTe̱ko iga amejeme̱n ankitokaskej ken nimitzmachtijkej, eꞌ Dios yawi kicastiga̱ro̱ti yej mitzkuejkuesowaj, a̱ꞌsan ne̱sis.
GAL.5.11	Nokni̱wa̱n, siga nej katka manitatekimakátooꞌ iga mamocircuncida̱ro̱lo, judiyojmej ayá̱ꞌ ne‑ikno̱chi̱wayaj iwá̱n ayá̱ꞌ kikuejkuesowa̱yaj kua̱ꞌ kikakij iga nikpowa te iga Cristo miguiꞌ ipan cruz. 
GAL.5.12	Eꞌ ino̱mej yej mitzkuejkuesojtinemij iga ximocircuncida̱ro̱ka̱n, ¡masejwaꞌ nochi yejemej mamomelaꞌtekíka̱nya!
GAL.5.13	Nokni̱wa̱n, Dios mitzno̱tzkej iga ayoꞌ mamitztekimakatoka̱n la ley. Malej iga ijkó̱n, amo xikchi̱waka̱n ayompa kensan kineki amoa̱lmaj, ma̱jwaꞌ ximosepampale̱wi̱ka̱n iga mane̱si iga anmonekij. 
GAL.5.14	Iga nochi yej tatekimaka la ley wel mochi̱wa ipan iní̱n yej ijkí̱n kijtowa: “Xikcho̱kili mokni̱n kensan tej timocho̱kiliá.” 
GAL.5.15	Nimitzijliáj, siga anmotankuaj iwá̱n anmokuaj amejéme̱nsan, anyawij anmosepantami̱tij.
GAL.5.16	Iní̱n yej nimitzijliáj: Xinemika̱n ken kineki iyEspí̱ritoj Dios, iwá̱n amo xinemika̱n ayompa ken kineki amoa̱lmaj. 
GAL.5.17	Iga nochi yej aye̱kti tikchi̱wasnekij, akiye̱ꞌita iyEspí̱ritoj Dios, iwá̱n iyEspí̱ritoj Dios akiye̱ꞌita yej aye̱kti tikchi̱wasnekij. Iyo̱mextimej ayá̱ꞌ moye̱ꞌitaj, inó̱n iga amejemej awel ankichi̱waj yej ankinekij. 
GAL.5.18	Eꞌ siga iyEspí̱ritoj Dios mitzojmakaj, ayoꞌ mitztekimakatokej la ley.
GAL.5.19	Né̱sisan yej ayompa kichi̱waj ken kinekij iya̱lmajmej, ijkí̱n kichi̱waj: kochij wa̱n yej ayá̱ꞌ íwa̱n na̱miktitokej, kichi̱waj yej pox aye̱kti, este ayoꞌ pi̱na̱waj iga ayompa kichi̱waj, 
GAL.5.20	kiweyimatij i̱dolojmej, taachisa̱rowaj, ta‑ijiyaj, pox takuejkuesowaj, kikui̱li̱jnekij yej seꞌ itatki, pox kuejkuesiwij, kinekij yejémejsan mamoye̱ꞌchi̱waka̱n, moyojyokatiáj iwá̱n monechkowaj wa̱nsan yej moye̱ꞌitaj, 
GAL.5.21	ta‑i̱xitaj, tamiktiáj, senta̱wa̱naj ka̱n pox tajtakuaj iga ilwichi̱waj, iwá̱n kichi̱waj sékinoꞌ yej ijkó̱mpasan. Nimitzno̱no̱tzaj amejeme̱n kensan achto nimitzijlijkej, yej ijkó̱n kichi̱waj, ayá̱ꞌ wel kalakiskej ka̱n reina̱rowa
GAL.5.22	Eꞌ iyEspí̱ritoj Dios kichi̱wa ipan toa̱lmaj iga matimocho̱kili̱ka̱n, matipa̱ktoka̱n, matonoka̱n tamelá̱, amo nimaní̱n matikuesiwika̱n, matite‑ijikni̱mej, matikye̱ꞌchi̱wili̱ka̱n sekin, nochipa matikchi̱waka̱n ken tikijtowaj iga tikchi̱waskej, 
GAL.5.23	matiyo̱ltzope̱likmej, iwá̱n matimoyo̱ltakua̱wili̱ka̱n kua̱ꞌ tikchi̱wasnekij yej aye̱kti. Ateyi nisé̱ ley yej tatekimaka iga amo matikchi̱waka̱n ijkí̱n. 
GAL.5.24	Iwá̱n yej tiktokaj Jesucristo, tikmiktijkej ipan cruz nochi yej aye̱kti yej kichi̱wasneki toa̱lmaj. 
GAL.5.25	Ya que iyEspí̱ritoj Dios kichij iga wel matiye̱ꞌonoka̱n, matikchi̱waka̱n nochi ken te̱ne̱xtiliá.
GAL.5.26	Amo matimoweyimatika̱n, amo matimokuejkueso̱ka̱n niga matimosepan‑i̱xitaka̱n.
GAL.6.1	Nokni̱wa̱n, siga ankitaj agaj kichij yej aye̱kti, amejeme̱n yej má̱j ankimatij ken kineki iyEspí̱ritoj Dios, xikpale̱wi̱ka̱n iga sej maye̱ꞌnemi. Tamelá̱ xikno̱tzaka̱n; amo ximoweyimatika̱n. Amo santá̱ꞌ tej no̱ tikchi̱wasnekis yej aye̱kti. 
GAL.6.2	Ximosepampale̱wi̱ka̱n kua̱ꞌ ayꞌya ankojasij ken ankichi̱waj ipan tejté̱ yej mitzyo̱lmiktijtokej. Iga ijkó̱n, ankichi̱waj ken tatekimaka iley Cristo.
GAL.6.3	Si agaj momachi̱liá iga kipiá itekiyo kua̱ꞌ ayéj te̱ iteki, inó̱n igá̱najsan mokajkaya̱wa. 
GAL.6.4	Sejsé̱ ima̱tika mamo‑ita ken iga nemi, iwá̱n siga kita iga ómpaya ken kichijtoꞌ, iyá̱lmajsan makimatito iga ye̱ꞌonoꞌ. Eꞌ amo makijto iga yéj má̱j ye̱ꞌnemi que seꞌ. 
GAL.6.5	Puej sejsé̱ kimati te̱ tekipáno̱l Dios kimáꞌ iga makichi̱wa.
GAL.6.6	Yej nemi momachtiá ipan itájto̱l Dios, yej quipiá, achi makimako̱kati itamachtia̱ni.
GAL.6.7	Amo ximokajkaya̱waka̱n: ayagaj wel kaja̱wilmati Dios. Yej kichi̱wiliá agaj tejté̱, inó̱n yawi mokuepati iyakapan. 
GAL.6.8	Siga agaj kichi̱wa yej ajaye̱kti, iga inó̱n yej kichij yawi melaꞌpoliwiti. Eꞌ yej kichi̱wa yej ye̱kti ken kineki iyEspí̱ritoj Dios, iyEspí̱ritoj Dios yawi kichi̱wati iga nochipa maono iyi̱xtaj Dios. 
GAL.6.9	Inó̱n iga amo matisiawika̱n iga tikchi̱waj yej ye̱kti. Siga ayá̱ꞌ timosemakaskej, wi̱ꞌ día kua̱ꞌ te̱makaskej yej teajasi. 
GAL.6.10	Inó̱n iga kua̱ꞌ wel, matikchi̱wili̱ka̱n yej ye̱kti nochi, iwá̱n inó̱n má̱j matikchi̱wili̱ka̱n tokni̱wa̱n yej no̱ moconfia̱rowaj ipan Cristo.
GAL.6.11	Taꞌ xikitaka̱n kejke̱ꞌpa le̱trajwe̱wetkej nemi nimitzijkuilowiliáj noma̱tika. 
GAL.6.12	Ino̱mej yej mitztekimakaj iga ximocircuncida̱ro̱ka̱n, kichi̱waj iga san makiye̱ꞌitaka̱n, iwá̱n iga amo makijiyaka̱n iga kitokaj Cristo yej miꞌ pan cruz. 
GAL.6.13	Eꞌ niga yej onokej circuncidado ayá̱ꞌ kichi̱waj nochi ken tatekimaka la ley. Eꞌ mitztekimakaj iga ximocircuncida̱ro̱ka̱n iga mamokichmatika̱n iga mitzchi̱waltijkej iga ximotekika̱n. 
GAL.6.14	Eꞌ nej iga nité̱ yej nikchi̱wa ayá̱ꞌ nimoweyimati, petz nimoweyimati iga niktoka toTe̱ko Jesucristo yej miꞌ ipan cruz. Jesucristo miꞌ iga nej, ijkó̱n nochi yej onoꞌ ipan iní̱n ta̱jli ayꞌ ne̱yo̱ltila̱na ken kua̱ꞌ míktoꞌya iwá̱n nej ken no̱ nimíktoꞌya iga ayꞌ nikchi̱wa ken mochi̱wa pan iní̱n ta̱jli. 
GAL.6.15	Iga tise̱titokej iwá̱n Cristo Jesús, até̱ kichij siga timocircuncida̱rowaj o ayá̱ꞌ, monékisan iga Dios mate̱yo̱lpata. 
GAL.6.16	Dios makichi̱wa iga maonoka̱n tamelá̱ iwá̱n makikne̱li̱ka̱n nochi yej kichi̱wa ken nemi nimitzijliáj, inó̱mejwaꞌ nokta in ipilowa̱n Dios.
GAL.6.17	Iná̱n nike̱man anikneki agaj mane̱yo̱lmikti; ipan nokajlo̱ꞌ ne̱si notákal iga ne‑ikno̱chijkej iga niktoka toTe̱ko Jesús.
GAL.6.18	Nokni̱wa̱n, niktajtaniliá toTe̱ko Jesucristo iga makichi̱wa yej ye̱kti ipan amejeme̱n. Ijkó̱nyawaꞌ.
EPH.1.1	Nej niPablo, iyapó̱stol
EPH.1.2	Dios yej toTaj iwá̱n toTe̱ko Jesucristo mamitzyo̱lchika̱waka̱n iwá̱n makichi̱waka̱n iga pan amoa̱lmaj xonoka̱n tamelá̱.
EPH.1.3	Matikweyimati̱lti̱ka̱n yej iDio̱s iwá̱n iTaj toTe̱ko Jesucristo iga Dios te̱maꞌya ipan toespí̱ritoj nochi yej ye̱kti yej onoꞌ ipan cielo iga tise̱titokej iwá̱n Cristo. 
EPH.1.4	Dios te̱tapejpen áchtosan, este kua̱ꞌ aya mochi̱waya iní̱n ta̱jli, iga matise̱titoka̱n iwá̱n Cristo, iga matimochi̱waka̱n de yéjpasan iwá̱n iga matikchijtoka̱n iyi̱xtaj yej yéj kineki. 
EPH.1.5	Dios iga te̱poxcho̱kilij, kejla̱n este ikyay iga te̱tapejpen iwá̱n kiti̱tan Jesucristo iga matimochi̱waka̱n nokta ipilowa̱n, ijkó̱n Dios kiye̱ꞌita. 
EPH.1.6	Dios poxsan te‑ikne̱lij iga teo̱mema̱wij iga yej kichij ipiltzi̱n yej poxsan kineki, ijkó̱n kajasi iga matikweyimati̱ltijtoka̱n. 
EPH.1.7	Iga iyesyo Cristo kitoyaj kua̱ꞌ miguiꞌ, te̱ma̱nawij iwá̱n tee̱lka̱wilij yej aye̱kti tikchijkej, inó̱n kichij iga te̱poxikne̱lij. 
EPH.1.8	Dios iga te̱poxcho̱kiliá, te̱mati̱ltij yej matikchi̱waka̱n iwá̱n iga matiki̱xmatika̱n iyojwi. 
EPH.1.9	Te̱ne̱xtilij yej i̱ya̱ntoya, yej yéj kejla̱ntoya iga tejeme̱n, ken yéj kiye̱ꞌitaꞌ iga ipan Cristo kineꞌ mamochi̱wa. 
EPH.1.10	Dios yawi kichi̱wati kua̱ꞌ yéj nokta kinekis iga kise̱tili̱tij nochi yej onoꞌ ipan cielo iwá̱n yej onoꞌ ipan ta̱jli iga Cristo makimanda̱ro.
EPH.1.11	Iwá̱n iga tise̱titokej wa̱n Cristo iná̱n timotapialiaja, iga Dios te̱máꞌ yej yéj itatki, te̱tapejpentoyay iga Dios ijkó̱n nokta kejla̱ntoya, iga kichi̱wa ken yéj kiye̱ꞌita. 
EPH.1.12	Ijkó̱n Dios kichij iga nejemej nijudiyojmej áchtosan maniksenta̱li̱ka̱n noa̱lmajmej pan Cristo iwá̱n manikweyimati̱lti̱ka̱n. 
EPH.1.13	Amejeme̱n no̱ ankikakikej melaꞌye̱ꞌnoti̱ciaj yej tasalva̱rowa iwá̱n ankicre̱dojkej Cristo. Dios mitzmakakej iyEspí̱rito Santo iga mané̱siya iga amejeme̱n itátkiya yéj, yej ikyay kijtoj iga yawi mitzmakatij. 
EPH.1.14	Iga Dios te̱máꞌ iyEspí̱ritoj, te̱ne̱xtiliá iga yéj yawi te̱makati ma̱joꞌ yej yéj itatki. Íkua̱ꞌ kisalva̱rowa nochi tokni̱wa̱n yej yejpa itatki iwá̱n nochi kiweyimati̱ltiáj.
EPH.1.15	Inó̱n iga nej, kua̱ꞌ nikaguiꞌ iga amejeme̱n anmoconfia̱rowaj ipan toTe̱ko Jesucristo iwá̱n anmocho̱kiliáj wa̱n yej kitokaj Dios, 
EPH.1.16	ayá̱ꞌ nikajte̱wa iga nikmaka gracias Dios iga amejeme̱n. Nochipa nimitzejla̱mikij kua̱ꞌ nitajtowa wa̱n Dios. 
EPH.1.17	Niktajtaniliá iDio̱s toTe̱ko Jesucristo, toTaj yej kipoxpiá poder, iga mamitzmakaka̱n iyEspí̱ritoj iga xikmatika̱n te̱ xikchi̱waka̱n iwá̱n xiki̱xmatika̱n má̱j Dios. 
EPH.1.18	No̱ niktajtaniliá Dios iga mamitzta̱wi̱ka̱n pan amoa̱lmajmej iga xikmatika̱n te̱ iga mitzno̱tzkej, iwá̱n xikmatika̱n no̱ yej pox ye̱kti yej Dios yawi kimakati ino̱mej yej yéj itatki. 
EPH.1.19	Nikneki xikmatika̱n iweyi poder yej akipiá ka̱n tantoꞌ, inó̱n te̱pale̱wiá kua̱ꞌ tiksenta̱lijtokej toa̱lmaj pan Cristo. Ini̱nsan iweyi poder yej Dios kine̱xtij 
EPH.1.20	kua̱ꞌ kojpa‑ixitij Cristo iga miktoya iwá̱n kita̱lij ila̱doj iye̱ꞌma̱ꞌ ipan cielo. 
EPH.1.21	Ompa kita̱lij Cristo iga má̱j mamanda̱ro que nochi espi̱ritojmej yej kipiáj poder iwá̱n nochi yej manda̱rowaj pan cielo, ipan iní̱n ta̱jli yej iná̱n onoꞌ iwá̱n yej wi̱ꞌoꞌ. 
EPH.1.22	Dios kita̱lij Cristo iga makimanda̱ro nochi, iwá̱n no̱ kita̱lij iga maono ken tzontekon pan nochi tokni̱wa̱n yej kitokaj toTe̱ko. 
EPH.1.23	Yej tiktokaj Cristo, tejemej icue̱rpoj. Yej tiktokaj Cristo atikpolowaj nité̱ iga yéj no̱ya̱n ono wa̱n nochi kipiá.
EPH.2.1	Cristo mitzojpa‑ixitijkej iga anmiktoyaj iyi̱xtaj Dios iga ankichijtoyaj yej aye̱kti. 
EPH.2.2	Inó̱n ankichijtoyaj ikya, kensan kichi̱waj yej aki̱xmatij Dios, san ken kineki Tzitzimiꞌ yej manda̱rowa ipan ejekaꞌ, iwá̱n yej no̱ kichi̱waltiá yej aye̱kti ino̱mej yej akichi̱waj ken kineki Dios. 
EPH.2.3	Ikya nochi tejemej ijkó̱n no̱ tinemiáj, tikchi̱wayaj san ken kinekiá toa̱lmaj, iwá̱n san ken tikejla̱mikiáj, inó̱n iga teajasiá iga Dios mate̱castiga̱ro kensan sekin. 
EPH.2.4	Eꞌ Dios pox te‑ikne̱liá iga pox te̱cho̱kiliá, 
EPH.2.5	malej iga tejeme̱n timiktoyaj iyi̱xtaj Dios iga tikchijtoyaj yej aye̱kti, Dios teojpa‑ixitij wa̱n Cristo. Dios ken te̱mako̱kawiá iga tiye̱ꞌonoskej wa̱n kiye̱ꞌita iga mate̱ma̱nawi. 
EPH.2.6	Dios teojpa‑ixitij wa̱n Cristo Jesús, iwá̱n tee̱wato̱ltij ite̱noj ka̱n onoꞌ ipan cielo. 
EPH.2.7	Ijkó̱n kichij iga makine̱xti pan miaꞌ xiwiꞌ yej wi̱ꞌoꞌ, iga te̱poxye̱ꞌita iwá̱n pox te‑ikne̱liá iga timoconfia̱rowaj ipan Cristo Jesús. 
EPH.2.8	Dios mitzma̱nawijkej iga mitzcho̱kiliáj iga ípan anmoconfia̱rojkej; iwá̱n iní̱n ayéj iga amoga̱naj ankichijkej, sino que Dios mitzyokamako̱kawijkej. 
EPH.2.9	Iní̱n ayéj iga tejté̱ tikchijkej iga tikta̱nkej, iga amo agaj mamoweyimati. 
EPH.2.10	Tejeme̱n Dios teojpachij iga matisenemika̱n wa̱n Cristo Jesús, iga matikchi̱waka̱n yej ye̱kti, iga ijkó̱n yéj áchtosan kejla̱n ken matinemika̱n.
EPH.2.11	Inó̱n iga amo xike̱lka̱waka̱n iga amejeme̱n ayéj anjudiyojmej; judiyojmej mitzijlia̱yaj “incircuncisos”
EPH.2.12	Íkua̱ꞌ amejeme̱n aya anki̱xmatiáj Cristo, judiyojmej mitzitakej iga anwejkacha̱nejkej, ayá̱ꞌ anki̱xmatiáj te̱ motajto̱ltijkej Dios wa̱n israeli̱tajmej niga yej kijtoj iga yawi kichi̱wati. Amose̱lti amonoyaj ipan iní̱n ta̱jli iga ayá̱ꞌ anki̱xmatiáj Dios wa̱n ayá̱ꞌ ankimatiáj siga wel anmoma̱nawia̱yaj. 
EPH.2.13	Eꞌ iná̱n iga ansenemij wa̱n Cristo Jesús, amejeme̱n yej amonoyaj wejka iga Dios, ankina̱ꞌtechójkeja iga miguiꞌ Cristo iga amejeme̱n. 
EPH.2.14	Cristo kichij iga matonóka̱nya tamelá̱. Yéj kichij iga judiyojmej iwá̱n yej ayéj judiyojmej mamochi̱waka̱n ken se̱san, iga Dios kixi̱xíti̱nya inó̱n yej tayojyokatijtoya iga mo‑i̱xitayaj. 
EPH.2.15	Kua̱ꞌ miꞌ Cristo, ompa tamiꞌ iley Moisés wa̱n nochi yej tatekimaka. Yej judiyojmej iwá̱n yej ayéj judiyojmej mochij ken se̱san ta̱gaꞌ iga kisentokaj Cristo. Ijkó̱n kichij iga matonóka̱nya tamelá̱. 
EPH.2.16	Kua̱ꞌ miꞌ ipan cruz, Cristo kichij iga matami iga mo‑ijiyayaj yej judiyojmej iwá̱n yej ayéj judiyojmej iwá̱n mochijkej ken se̱san ta̱gaꞌ. Iná̱n wel tonochimej tonoskej tamelá̱ iyi̱xtaj Dios.
EPH.2.17	Cristo wa̱laj iwá̱n kipowaꞌ ye̱ꞌnoti̱ciaj ken wel matonoka̱n tamelá̱ iyi̱xtaj Dios tonochimej, yej ayéj judiyojmej yej wejkatitoyaj iga Dios iwá̱n judiyojmej yej ken na̱ꞌsan onoyaj wa̱n Dios. 
EPH.2.18	Iga Jesucristo miꞌ iga tejeme̱n, tonochi̱n yej tijudiyojmej iwá̱n yej ayéj, iná̱n wel tasij ite̱noj toTaj iga ino̱nsan iyEspí̱ritoj Dios. 
EPH.2.19	Inó̱n iga iná̱n amejeme̱n ayꞌya anwejkacha̱nejkej, niga ayoꞌ amonokej ipan ta̱jli yej ayéj amotatki. Iná̱n anse̱tiakej iwá̱n ino̱mej yej itatki Dios iwá̱n no̱ anmochíjkeja ipilowa̱n Dios. 
EPH.2.20	Wa̱n amejeme̱n iná̱n ken se̱ weyi kajli yej taksatoꞌ pan yej te̱ne̱xtilij apo̱stolejmej wa̱n profe̱tajmej,
EPH.2.21	Iga tise̱titokej wa̱n Cristo, ken yo̱liꞌ yo̱liꞌ tejkatiá kajli te que ye̱ka̱wi se̱ tio̱pan yej yokachijtoꞌ iga toTe̱ko. 
EPH.2.22	Ijko̱nsan no̱ amejeme̱n, iga anse̱titokej wa̱n Cristo, anmosenechkowaj iga mamitzchi̱waka̱n ken se̱ kajli ka̱n maono iyEspí̱ritoj Dios.
EPH.3.1	Inó̱n iga nej Pablo, nipre̱sojtitoꞌ iga nikchi̱wa ken kineki Cristo Jesús; nitekipanowa iga xiye̱ꞌonoka̱n amejeme̱n yej ayéj anjudiyojmej. 
EPH.3.2	Ankimátija iga Dios ne‑ikne̱lij iga ne̱máꞌ iní̱n tekipáno̱l iga manimitzpale̱wi̱ka̱n. 
EPH.3.3	Dios ne̱ne̱xtilij yej i̱ya̱ntoya iwá̱n ne̱mati̱ltij, ijkó̱n ken nimitzijkuilowilíjkeja achi ipan iní̱n a̱maꞌ. 
EPH.3.4	Kua̱ꞌ anki̱xpowaskej iní̱n, ankimatiskej iga nikmátiya yej i̱ya̱ntoya, yej Cristo kichi̱wako. 
EPH.3.5	Inó̱n yej to‑ikyapatajwa̱n ayá̱ꞌ kimatikej; eꞌ iná̱n Dios, iga iyEspí̱ritoj kine̱xtilij iyapo̱stolejmej iwá̱n iprofe̱tajmej. 
EPH.3.6	Ini̱nwaꞌ in yej aya momatiá: Jesucristo no̱ wel kima̱nawiá yej ayéj judiyojmej iga mamochi̱waka̱n se̱san wa̱n judiyojmej; iyo̱mexti̱n mochi̱waskej ken tikita se̱san ta̱gaꞌ iga Dios kimakas nochi yej kijlij judiyojmej iga yawi kimakatij.
EPH.3.7	Malej iga aneajasi, Dios ne‑ikne̱lij iwá̱n ne̱ta̱lij iga wel manitekipano iga manikpowa ye̱ꞌnoti̱ciaj. 
EPH.3.8	Nej yej má̱j até̱ noteki que nochi yej kitapejpen Dios iga itatki; eꞌ yéj kiye̱ꞌita iga manikpowili ye̱ꞌnoti̱ciaj yej ayéj judiyojmej. Inó̱n ye̱ꞌnoti̱ciaj te̱mati̱ltiá yej kichij Cristo iga tejeme̱n, yej pox vale̱rowa iwá̱n ayagaj wel kaxiliá ipatiyo. 
EPH.3.9	Dios, yej kichij nochi yej tikitaj, kineꞌ iga manikne̱xtili nochi gente ken yéj kichi̱was, yej desde ikya ayagaj kimatiá. 
EPH.3.10	Ijkó̱n a̱ngelejmej
EPH.3.11	Dios kichij ijkó̱n kensan kejla̱ntoya pox ikyay, inó̱n kichij iga kiti̱tan toTe̱ko Cristo Jesús. 
EPH.3.12	Iga tiktokaj Cristo, iná̱n ayá̱ꞌ tipi̱na̱waj iga tikna̱ꞌtechowaj Dios, iga timoconfia̱rowaj ipan yéj. 
EPH.3.13	Inó̱n iga nimitzijliáj, amo ximokno̱matika̱n iga nemi ne‑ikno̱chi̱waj iga amejeme̱n. Iní̱n iga amejeme̱n xiye̱ꞌonoka̱n.
EPH.3.14	Inó̱n iga nimotankua̱ketza iyi̱xtaj iTaj toTe̱ko Jesucristo, 
EPH.3.15	yej kimaka vida nochi yej onoꞌ pan cielo iwá̱n pan ta̱jli. 
EPH.3.16	Niktajtaniliá toTaj yej nochi wel kichi̱wa iga mamitzmakaka̱n amotájpal iga iyEspí̱ritoj iga amo ximosemakaka̱n ipan iyojwi. 
EPH.3.17	No̱ niktajtaniliá Dios iga Cristo maono ipan amejemej iga anmoconfia̱rowaj ipan yéj, iwá̱n ijkó̱n xikcho̱kili̱ka̱n Dios wa̱n ximocho̱kili̱ka̱n iga inochi amoa̱lmajmej. 
EPH.3.18	Ijkó̱n amejeme̱n wa̱n nochi yej kitokaj Dios, wel xikmelaꞌmatika̱n ken iga Cristo te̱poxcho̱kiliá. 
EPH.3.19	Niktajtaniliá iga xikmatika̱n ken iga te̱cho̱kiliá, malej iga ayagaj wel kimati nochi ken iga Cristo te̱cho̱kiliá, ijkó̱n anmomelaꞌconfia̱rojtoskej ipan Dios.
EPH.3.20	Mamoweyimati̱lti Dios yej pox wel nochi kichi̱wa, kichi̱wa ma̱jya sej que yej tiktajtaniliáj. Awel niga tikojasij yej Dios wel kichi̱wa ipan tejemej iga te̱pale̱wiá. 
EPH.3.21	¡Tonochimej yej tiktokaj Cristo Jesús matikweyimati̱lti̱ka̱n Dios nochipa! Ijkó̱nyawaꞌ.
EPH.4.1	Inó̱n iga nej nipre̱sojtitoꞌ iga niktoka toTe̱ko, nimitztajtaniliáj iga xiye̱ꞌnemika̱n ken kajasi manemika̱n yej Dios kino̱tza, kensan mitzno̱tzkej amejeme̱n. 
EPH.4.2	Ximoali̱mpamatika̱n, xite‑ijikni̱mej; amo nimaní̱n xikuesiwika̱n, ximosepancho̱kili̱ka̱n iga anmonekij, 
EPH.4.3	xikte̱mo̱ka̱n nochipa iga xonoka̱n tamelá̱, se̱san amoa̱lmajmej ken kineki iyEspí̱ritoj Dios. 
EPH.4.4	Tejeme̱n yej tiktokaj Cristo tonokej ken se̱san cuerpo, onoꞌ se̱san Espíritu, ijkó̱n ken Dios mitzno̱tzkej iga ipan sansé̱ xikchi̱xtoka̱n yej mitzsalva̱rowaj. 
EPH.4.5	Onoꞌ se̱san toTe̱ko, ipansan se̱san ka̱n timoconfia̱rowaj iwá̱n pan se̱san toTe̱ko timobautiza̱rowaj.
EPH.4.6	Onoꞌ se̱ Dios yej nochi iTaj, yéj kimanda̱rowa nochi, nochi kichi̱wa yej yéj kineki iwá̱n onoꞌ no̱ya̱n.
EPH.4.7	Eꞌ sejsé̱ de tejemej te̱máꞌ iga wel matikchi̱waka̱n totekiyo̱ꞌ kenya iga Cristo kineꞌ. 
EPH.4.8	Inó̱n iga itájto̱l Dios kijtowa:
EPH.4.8	Tejkaj ajko, kiwi̱gaꞌ no̱ pre̱sojmej, yej iyenemi̱gojmej,
EPH.4.8	iwá̱n kimako̱kawij tajta̱gaꞌ yej ye̱kti.
EPH.4.9	¿Té̱ kijto̱jneki iga “tejkaj”? Kijto̱jneki iga achto temoj ipan iní̱n ta̱jli, te iyijtiko yajka. 
EPH.4.10	Yej temojka, yejsan sej tejkaj má̱j ajko iyi̱xko cielo, inó̱n iga yéj iná̱n no̱ya̱n onoꞌ, ipan cielo iwá̱n pan ta̱jli. 
EPH.4.11	Yéjsan kita̱lij iga sekin maonoka̱n apo̱stolejmej, sekin yej Dios kitajto̱lmaka, sekin yej kipowiliáj itájto̱l Dios yej aya ki̱xmatij, sekin pasto̱rmej iwá̱n no̱ sekin yej tamachtiáj. 
EPH.4.12	Ijkó̱n yéj kichij iga nochi yej kitokaj wel matekipano̱ka̱n pan itekipáno̱l Dios, iga wel no̱ makipale̱wi̱ka̱n tokni̱wa̱n, 
EPH.4.13	te que tonochi̱n matimochi̱waka̱n se̱san ipan Dios iwá̱n iga matiki̱xmatika̱n iPiltzi̱n. Ijkó̱n ajachi ajachi tiye̱ꞌtajlantia̱skej iwá̱n matiye̱ꞌnemika̱n iga tonoskej kensan Cristo. 
EPH.4.14	Ayoꞌ matinemika̱n ken ko̱kone̱ꞌ yej nijnijiga kiwi̱gaj ejekaꞌ kua̱ꞌ nejnemij. Onoꞌ nokta yej tamachtiáj iga takajkaya̱waj iwá̱n kinekij mate̱kajkaya̱waka̱n iwá̱n mate̱wi̱gaka̱n pan yej ayéj ye̱ꞌojti. Amo ijkó̱n mate̱chi̱wili̱ka̱n. 
EPH.4.15	Iga timocho̱kiliáj, matikijto̱ka̱n yej melaꞌcie̱rtoj, ijkó̱n nochi tikchijtia̱skej ken Cristo te̱ne̱xtiliá, iga yéjwaꞌ in totzontekon. 
EPH.4.16	Cristo ken totzontekon nochi yej tiktokaj, wa̱n tejeme̱n ken icue̱rpoj. Sejsé̱ tikpiáj totekiyo, wa̱n tisen‑onokej, tisentekipanowaj wa̱n nemi tikuij totájpal iga timose̱pancho̱kiliáj.
EPH.4.17	Iní̱n iná̱n nimitzijliáj iwá̱n nimitztajtaniliáj ipan ito̱ka̱ꞌ toTe̱ko Jesús iga ayꞌya má̱j xikchijtoka̱n ken kichi̱waj yej ayá̱ꞌ ki̱xmatij Dios. Yejeme̱n san kixe̱toꞌchi̱waj ken kineki iya̱lmajmej. 
