MAT.1.1	Ni rguixogueꞌn quie ja xuzixtaꞌo Jesucristo. Naca Abraham len rey David xuzixtaꞌo Jesucristo. 
JAS.3.15	Chi huele canaꞌ, cala pensari quie Diuzi yuꞌule, denꞌ pensari quie benëꞌ, pensari quie xanꞌ taxiꞌibiꞌ. 
JAS.3.16	Porque cati racaz̃ëꞌ benëꞌ laguedyiyaquëꞌ, cati reꞌenyaquëꞌ puro cuinziyaquëꞌ gaca tahuen, quie lenaꞌ gaca tazëdi huaca dilayaquëꞌ, gaca zë cueꞌ tamala. 
JAS.3.17	Pero yaca benꞌ rioñeꞌe dyëꞌëdi quie xneza Cristo, lëjëꞌ sí, rnaoyaquëꞌ tuzi xneza Cristo, biyuꞌujëꞌ pensari mala. Nacayaquëꞌ benꞌ gaxo, benꞌ huen, benꞌ yuꞌu pensari, benꞌ reyëchiꞌlaꞌadyiꞌ laguedyi, benꞌ rguixogueꞌ dyëꞌëdi ca nacan, benꞌ rda du guicho du laꞌadyiꞌ. 
JAS.3.18	Con nu benꞌ rguilo ta cuëchi laxtaꞌo benëꞌ chizi, huaca huen quiejëꞌ lao Diuzi, ruejëꞌ ca reꞌen Diuzi huejëꞌ.
JAS.4.1	¿Gaz̃i zaꞌ ralo yelaꞌ huedila quiele? Pues zaꞌ ralon nun quie pensari mala yuꞌu luꞌu guicho laxtaꞌole. Lenaꞌ runën leꞌe luꞌu guicho laxtaꞌole rdale rdilalële laguedyile. 
JAS.4.2	Leꞌe reꞌenle ta de quie laguedyile, pero como binacan quiele, naꞌra rutile laguedyile cuenda siꞌle ta de quienëꞌ. Rzaꞌlaꞌadyiꞌle ta de quie laguedyile, pero como biden quiele, naꞌra rzulaole rdilale. Bide ta rdzioguele como danꞌ birnabalen lao Diuzi. 
JAS.4.3	Chi inabalen lao Diuzi, bibi gunnëꞌ leꞌe, porque danꞌ biyuꞌule pensari dyaꞌa inabalen. Yuꞌule pensari ta huele ta rnazin quiele. 
JAS.4.4	Leꞌe bireꞌenle inaole tuzi xneza Diuzi. ¿Binezile chi huelële tuz̃e benꞌ rudie xneza Diuzi, naꞌ nacale enemigo quie Diuzi? Nutezi benꞌ reꞌen huelë tuz̃e benꞌ rudie xneza Diuzi, naꞌra banaca benꞌ naꞌ enemigo quie Diuzi. 
JAS.4.5	Quie lenaꞌ rnën lëꞌë guichi laꞌiya quie Diuzi cani: “Lega nedyëꞌë Diuzi Bichi Be quienëꞌ, bdzeꞌnëꞌ lënëꞌ luꞌu guicho laxtaꞌoro.” 
JAS.4.6	Canaꞌ taz̃e racalë Diuzi raꞌo. Lenaꞌ rguixogueꞌn lëꞌë guichi laꞌiya quie Diuzi caniga: “Bireꞌen Diuzi ca rue benꞌ rue z̃e cuine, pero reyëchiꞌlaꞌadyiꞌ Diuzi yaca benꞌ nao xnezëꞌ du guicho du laꞌadyiꞌ.” 
JAS.4.7	Quie lenaꞌ reyaꞌalaꞌ uzule diꞌidzaꞌ dyëꞌëdi ca na Diuzi leꞌe. Chi bihueꞌle lato inabëꞌ xanꞌ taxiꞌibiꞌ leꞌe, canaꞌ usanlaꞌadyiꞌn leꞌe yez̃unona. 
JAS.4.8	Ulehuelë Diuzi tuz̃e, canaꞌ huelë Diuzi leꞌe tuz̃e. Leꞌe, benꞌ napa dulaꞌ xquia, reyaꞌalaꞌ usanlaꞌadyiꞌle pensari mala quiele. Leꞌe, benꞌ reꞌen inao chopa neza, ulehue pensari bi neza inaole. 
JAS.4.9	Huele pensari ca bayëchiꞌ raca quiele nun quie dulaꞌ xquia quiele. Biuz̃idyile ca ruele. Pues reyaꞌalaꞌ cuedyile gacale bayëchiꞌ. Bisule alegre. Pues reyaꞌalaꞌ cueꞌle chizi yeyuele pensari cabëꞌ raca quiele. 
JAS.4.10	Ulequitzu z̃ibile lao Diuzi, naꞌra huenëꞌ leꞌe benꞌ z̃e.
JAS.4.11	Bichaꞌ, bireyaꞌalaꞌ inëbiz̃ole mala quie laguedyile. Chi inëbiz̃ole quie laguedyile, ruen quiele rnëbiz̃ole quie ley pcaꞌn Diuzi lao naꞌa Moisés. Chi inëbiz̃ole quie ley naꞌ, naꞌ babële cuinle benꞌ rnabëꞌra quie lao ley naꞌ. Pero cabëꞌ reyaꞌalaꞌ huele, reyaꞌalaꞌ uzule diꞌidzaꞌ cabëꞌ rna lao ley naꞌ, 
JAS.4.12	porque tuzi benꞌ zu, benꞌ pcaꞌn ley, benꞌ naca benꞌ rnabëꞌ. Lëlëbëꞌ ute uselanëꞌ benëꞌ, o chi iseꞌelëꞌ benëꞌ lao guiꞌ gabila. ¿Pero nuz̃i naca leꞌe reꞌenle inëbiz̃ole quie laguedyile?
JAS.4.13	Ulezënaga leꞌe benꞌ rnë: “Naꞌa, uxe, saꞌro tzioro yedyi tula tzasuro tu iza huero negocio huero gan.” 
JAS.4.14	Pero nica nezile bi ta zaꞌ gaca quiele uxe. Quie lenaꞌ inabaꞌ leꞌe, ¿cabiz̃i naca quiero dza rdaro lao yedyi layu? Pues naca quiero ca quie tu beo lasi tzadicaꞌ reyulan. 
JAS.4.15	Pero reyaꞌalaꞌ inale cani: “Chi reꞌen Diuzi, huazuro lao yedyi layu, huero bi dyin reꞌenro huero.” 
JAS.4.16	Pero leꞌe, lega raxele huele cuinle benꞌ z̃e cabëꞌ rnële. Binacan huen ca ruele ruele cuinle benꞌ z̃e. 
JAS.4.17	Chi leꞌe nezile huele tahuen, naꞌ biruelen, lenaꞌ nacan xquia quiele.
JAS.5.1	¡Ulezënaga dyëꞌëdi cabëꞌ naca quie benꞌ uñaꞌa! Reyaꞌalaꞌ cuedyiyaꞌyaquëꞌ quie tamala zaꞌ quieyaquëꞌ yedzagalaoyaquëꞌ. 
JAS.5.2	Ca naca yelaꞌ uñaꞌa quieyaquëꞌ, huabiaguiꞌn gudzon itabon. Lëscanaꞌ nu z̃abajëꞌ dyaꞌa, huatabon gao biazidzo len. 
JAS.5.3	Lëscanaꞌ oro plata quiejëꞌ, huabiaguiꞌna gaca ditoguen. Uluꞌen ca tamala bëjëꞌ bëlëjëꞌ benꞌ yëchiꞌ. Lenaꞌ huen quiejëꞌ ca quie benꞌ z̃uba laguiꞌ, uzeinan leyaquëꞌ. Baptupajëꞌ yelaꞌ uñaꞌa quiejëꞌ naꞌadza cati baruen bago iyudyi yedu quie yedyi layu. 
JAS.5.4	¡Leꞌe ulezënaga! Rbedyi yaca benꞌ rue dyin quiejëꞌ, porque reziꞌjëꞌ cosecha quieyaquëꞌ, naꞌ racayaquëꞌ ziꞌ, pero birguiz̃uyaquëꞌ leyaquëꞌ. Lenaꞌ raona leyaquëꞌ xquia lao Diuzi. Naꞌra Diuzi rnabëꞌnëꞌ guibá, rnabëꞌnëꞌ lao yedyi layu, banezinëꞌ cabëꞌ rusaca benꞌ uñaꞌa yaca benꞌ rue dyin quieyaquëꞌ. 
JAS.5.5	Ganꞌ ni lao yedyi layu, puro de lujo reꞌenyaquëꞌ. Rzaꞌlaꞌadyiꞌyaquëꞌ tuz ta rnan quie cuerpo quiejëꞌ. Ruejëꞌ baneza cuinziyaquëꞌ. Ruzëniꞌ cuinyaquëꞌ cabëꞌ reꞌeni bëdyihuaga. Baruen bago dza hue Diuzi leyaquëꞌ castigo gatiyaquëꞌ ca rati bëdyihuaga. 
JAS.5.6	Mandado quiejëꞌ aochuguli yaca benꞌ rnabëꞌ ta gutijëꞌ benꞌ bibi tamala bë, benꞌ birzaqueꞌ hue defender cuine.
JAS.5.7	Pero leꞌe bichaꞌ, reyaꞌalaꞌ cuezale dyëꞌëdi dza cati yeguida Cristo lao yedyi layu. Naca quiero ca quie benꞌ rue dyin guixiꞌ. Rbezanëꞌ yelaꞌ nisa yo, naꞌra gazanëꞌ rbezanëꞌ dyëꞌëdi yeziꞌnëꞌ cosecha ca naca ta rdzioguenëꞌ. 
JAS.5.8	Lëscanꞌ leꞌe, reyaꞌalaꞌ cuezale dyëꞌëdi huele tuzi pensari, porque baruen bago dza yeguida Jesucristo lao yedyi layu. 
JAS.5.9	Bichaꞌ, biinële contra laguedyile, porque huachugubëꞌ Diuzi leꞌe chi inële contra laguedyile. Naca Diuzi benꞌ ichugubëꞌ quiero yuguluro. Ilëꞌëtiꞌzi nerdziogue idyin dza huenëꞌ juicio lao yedyi layu. 
JAS.5.10	Bichaꞌ, cabëꞌ bë benꞌ profeta, benꞌ ulio Diuzi, benꞌ udixogueꞌ xtiꞌidzëꞌ dza naꞌte, bezueyaquëꞌ bedzagalaoyaquëꞌ, canaꞌ reyaꞌalaꞌ huele leꞌe. 
JAS.5.11	Pues neziro huelaꞌiya Diuzi nu benꞌ rzue redzagalao, benꞌ biusan xneza Cristo. Babele cabëꞌ bë Job, benꞌ unitaꞌ tiempote. Dyëꞌëdi uzuenëꞌ bedzagalaonëꞌ. Lëscanꞌ nezile cabëꞌ gucalë Diuzi lëbëꞌ, bro quienëꞌ huen. Lenaꞌ ruluꞌen reyëchiꞌlaꞌadyiꞌ Diuzi benëꞌ, reꞌennëꞌ gacalënëꞌ raꞌo.
JAS.5.12	Nacan belao cabëꞌ rniaꞌ leꞌe ni, bichaꞌ. Biugunle ta dyia guibá, biugunle ta de lao yedyi layu. Biugunle Diuzi con ganzi. Bisiꞌle benëꞌ yëꞌ. Dulaꞌadyiꞌle inale: “Huazaqueꞌ”, dulaꞌadyiꞌle inale: “Bisaqueꞌ”. Naꞌra bihue Diuzi xquia quiele.
JAS.5.13	Chi nu leꞌe redzagalaole, reyaꞌalaꞌ ulidzale Diuzi hueꞌlënëꞌ diꞌidzaꞌ. Chi nu leꞌe sule contento, reyaꞌalaꞌ gulale alabanza. 
JAS.5.14	Chi nu leꞌe raca z̃hueꞌle, reyaꞌalaꞌ guëz̃ile guida benꞌ napa dyin quie benꞌ nao xneza Cristo ta ulidzajëꞌ Diuzi ga dele ilëpiyaquëꞌ leꞌe aceite rzëtoyaquëꞌ lao Jesucristo. 
JAS.5.15	Naꞌra cati ulidzayaquëꞌ Diuzi hueꞌlëyaquëꞌ lëbëꞌ diꞌidzaꞌ du guicho du laꞌadyiꞌyaquëꞌ, caora naꞌ iyacale yeyue Diuzi leꞌe. Chi bële xquia, hueziꞌz̃e Diuzi dulaꞌ xquia quiele. 
JAS.5.16	Quie lenaꞌ reyaꞌalaꞌ ixubalëpile lao laguedyile, benꞌ nao xneza Cristo, chi bële xquia. Lëscanꞌ reyaꞌalaꞌ ulidzale Diuzi inabalenëꞌ gacalënëꞌ laguedyile, benꞌ nao xneza Cristo, cuenda sule huen. Huacalëcazi Diuzi nu benꞌ huen, benꞌ hueꞌlë lëbëꞌ diꞌidzaꞌ du guicho du laꞌadyiꞌ. 
JAS.5.17	Bigalaꞌadyiꞌle ca guca quie benꞌ profeta Elías. Guquëꞌ benëꞌ ca raꞌo. Pero caora unabanëꞌ Diuzi du guicho du laꞌadyiꞌnëꞌ ta bihuen nisayo, naꞌra tzona iza yu gatzo biben nisayo. 
JAS.5.18	Ude naꞌ benabanëꞌ lao Diuzi ta huen nisayo, naꞌra belaꞌ nisayo, beziꞌyaquëꞌ cosecha quieyaquëꞌ.
JAS.5.19	Naꞌra rniaꞌ leꞌe bichaꞌ. Chi nu laguedyile, benꞌ nao xneza Cristo, bapsanlaꞌadyiꞌnëꞌ xneza Cristo, reyaꞌalaꞌ gacalëlenëꞌ ta yenaohuëꞌ xneza Cristo tatula. 
JAS.5.20	Reyaꞌalaꞌ inezile chi gacalële benꞌ psanlaꞌadyiꞌ xneza Cristo ta yenaohuëꞌ xneza Cristo tatula, babële tahuen ta bicuiaguiꞌnëꞌ bira inaohuëꞌ neza tula, neza zio gabila. Lëscanꞌ nun quie gucalëlenëꞌ, huaziꞌz̃e Diuzi dulaꞌ xquia quie benꞌ naꞌ, laꞌacazi napëꞌ xquia z̃e. Amén.
1PE.1.1	Nëꞌëdiꞌ, Pedro, nacaꞌ apóstol quie Jesucristo. Biaꞌ guichi ni useꞌelaꞌn laole leꞌe benꞌ abdzatza uzaꞌ yedyi quie ziole yedyi tula, ziole yaca yedyi nebaba Ponto, len yaca yedyi nebaba Galacia, len yaca yedyi nebaba Capadocia, len yaca yedyi nebaba Asia, len yaca yedyi nebaba Bitinia. 
1PE.1.2	Ulio Xuziro Diuzi desde tiempote gacale benꞌ quienëꞌ según ca unanëꞌ huenëꞌ quiele. Lao naꞌa Bichi Be quienëꞌ ulionëꞌ leꞌe tacuenda inaole xneza Jesucristo yeyëri guicho laxtaꞌole por nun quie gutinëꞌ lëꞌë yaga cruzo ulato ren quienëꞌ. Rulidzaꞌ Diuzi ta huelaꞌiyanëꞌ leꞌe cuëchinëꞌ chizi luꞌu guicho laxtaꞌole.
1PE.1.3	Huero Diuzi, benꞌ naca Xuzi Señor quiero Jesucristo, benꞌ z̃e. Beyëchiꞌlaꞌadyiꞌnëꞌ raꞌo, banaca quiero ca quie benꞌ bagolo tacubi. Lenaꞌ rbezaro dza yeziꞌnëꞌ raꞌo gataꞌ yelaꞌ neban quiero tuzioli cabëꞌ bënëꞌ quie Jesucristo, psebannëꞌ lëbëꞌ. 
1PE.1.4	Canaꞌ yegaꞌnnan quiele ca ta pcueza Diuzi guibá gunnëꞌn quiele. Ca ta gun Diuzi nacan huen gula, binaquixin ni tu tamala. Biyeyudyi yedu yeyulan tuzioli. 
1PE.1.5	Nun quie naole xneza Jesús, nacuiꞌo Diuzi leꞌe conlë yelaꞌ huaca quienëꞌ hasta dza yeyudyi yedu quie dyilayu bade yelaꞌ neban quiele tuzioli. Hora naꞌ, hora yeyudyi yedu dyilayu, uluꞌe Diuzi leꞌe ca tadyaꞌa gula bapcuezëꞌ quiele guibá.
1PE.1.6	Quie lenaꞌ redaohuele baꞌalaꞌcazi rnaban yedzagalaole taz̃e tu tiempo daoꞌ tacuenda ilëꞌë Diuzi chi du guicho du laꞌadyiꞌle naole xnezëꞌ. 
1PE.1.7	Rnaban udzeꞌro yo laguiꞌ ta racan ca oro ta gaca prueba chi tali nacan oro. Lëscanꞌ leꞌe, rnaban gacale prueba ilëꞌë Diuzi chi du guicho du laꞌadyiꞌle naole xnezëꞌ. Naꞌ chi biusanle xneza Jesús, lenaꞌ zacaꞌran ca zacaꞌ oro. Lenaꞌ yeyulaꞌadyiꞌ Diuzi leꞌe yëbinëꞌ bële huen, yeron dyaꞌa quiele laonëꞌ dza yeguida Jesucristo.
1PE.1.8	Leꞌe nedyëꞌële Jesucristo baꞌalaꞌcazi binelëꞌëlenëꞌ. Caora naꞌ nun quie naole xnezëꞌ baꞌalaꞌcazi binelëꞌëlenëꞌ, zudyiꞌilëlenëꞌ. Tantozi redaohuele, birdzelele diꞌidzaꞌ inale cabëꞌ naca yelaꞌ redaohue quiele. 
1PE.1.9	Cuenda quie naole xneza Jesucristo, canaꞌ biiniti bichi be quiele, canaꞌ bade yelaꞌ neban quiele tuzioli.
1PE.1.10	Yaca benꞌ unitaꞌ tiempote, benꞌ psëdi guichi quie Diuzi, psëdijëꞌ ca cule hue Diuzi quiele gataꞌ yelaꞌ neban quiele tuzioli, naꞌ unajëꞌ quie tadyaꞌa gula de quie Diuzi gunnëꞌ quiele. 
1PE.1.11	Dza naꞌ useꞌelaꞌ Cristo Bichi Be quienëꞌ ta uzioñeꞌenëꞌ yaca benꞌ psëdi guichi quie Diuzi tiempote. Bzioñeꞌenëꞌ lëjëꞌ tu ta binegaca quie Cristo. Bzioñeꞌenëꞌ lëjëꞌ cabëꞌ yedzagalao Cristo, pero caora yeyudyi yedzagalaonëꞌ, gapalaꞌn yaca benëꞌ lëbëꞌ taz̃e gula. Psëdijëꞌ ca ta bzioñeꞌe Bichi Be quie Cristo lëjëꞌ. Bëjëꞌ pensari nu guida. Bëjëꞌ pensari bata gaca canaꞌ. 
1PE.1.12	Pero bzioñeꞌe Diuzi lëjëꞌ de que cabëꞌ bedzelejëꞌ psëdijëꞌ bigucan para lëjëꞌ, gucacazin para raꞌo. Desde guibá useꞌelaꞌ Diuzi Bichi Be quienëꞌ ta gacalënëꞌ yaca benꞌ rguixogueꞌ xtiꞌidzaꞌ Diuzi ta pxiꞌidzeꞌjëꞌ leꞌe con cabëꞌ una ja benꞌ unitaꞌ tiempote. Pues lente ja ángel reꞌenjëꞌ isëdijëꞌ con cabëꞌ una yaca benꞌ unitaꞌ tiempote.
1PE.1.13	Quie lenaꞌ sule listo tzuꞌule gracia. Sudyiꞌilële Diuzi cuezale dyëꞌëdi ca tadyaꞌa gula gaca quiele dza yeguida Jesucristo. 
1PE.1.14	Ca rale z̃iꞌiro quiero, canaꞌ reyaꞌalaꞌ galele quie Diuzi. Bihuele ta rnazin quiele cabëꞌ bële dza naꞌ, dza caora binenaole xneza Jesús. 
1PE.1.15	Ta reyaꞌalaꞌ huele, reyaꞌalaꞌ gacale benꞌ laxtaꞌo yëri, porque Diuzi, benꞌ ulionëꞌ leꞌe, naquëꞌ benꞌ laxtaꞌo yëri gula. 
1PE.1.16	Porque rnën lëꞌë guichi laꞌiya quie Diuzi cani: “Gacale benꞌ laxtaꞌo yëri, porque naca Diuzi benꞌ laxtaꞌo yëri gula.”
1PE.1.17	Chi ulidzaro Diuzi yëbironëꞌ: “Xuzindoꞌ luëꞌ”, tanaꞌ reyaꞌalaꞌ gaparo cuidado bibi huero tu lala rdaro lao yedyi layu, porque nezi Diuzi nu raꞌo rue tahuen, nu raꞌo rue tamala. Tuzi ca nezi Diuzi quiero. 
1PE.1.18	Pues bapte psela Diuzi raꞌo. Babecubinëꞌ pensari quiero ta bira huero tamala ca ta mala bë xuzixtaꞌoro. Ta bë Diuzi quiero ruenan ca quie benꞌ yaꞌohue raꞌo. Pero dyëꞌëdi nezile quele con ta yeyudyi yedu quie como ca oro o plata yaꞌohue Diuzi raꞌo, 
1PE.1.19	pero conlë ren quie Cristo yaꞌohue Diuzi raꞌo. Lëbëꞌ gutiguëꞌ lëꞌë yaga cruzo ca gun quie Diuzi ulato ren quienëꞌ. Naquëꞌ ca quie tu becoꞌ z̃iꞌilaꞌ dyaꞌa gula ta hueꞌro Diuzi. 
1PE.1.20	Tu binegataꞌ yedyi layu una Diuzi iseꞌelëꞌ Cristo lao yedyi layu. Naꞌra tiempo quiero, tiempo rdaro lao yedyi layu, bapseꞌelaꞌ Diuzi Cristo bidanëꞌ bënëꞌ tadyaꞌa quiero. 
1PE.1.21	Lao naꞌa Cristo naoro xneza Diuzi. Pseban Diuzi Cristo, bënëꞌ lëbëꞌ benꞌ z̃e. Por nun quie danꞌ zudyiꞌilëro Diuzi, canaꞌ rbezaro dza yeziꞌnëꞌ raꞌo.
1PE.1.22	Naꞌra leꞌe, barue quiele diꞌidzaꞌ li quie Diuzi, baneyëri guicho laxtaꞌole lao Diuzi tacuenda idyëꞌële yaca benꞌ bichiro. Du baneyërile lao Diuzi, canaꞌ du guicho du laꞌadyiꞌle reyaꞌalaꞌ idyëꞌële benꞌ bichiro, yaca benꞌ nao xneza Jesús. 
1PE.1.23	Banaca quiele ca quie benꞌ bagolo tacubi, pero quele por nun quie xuzile z̃naꞌle, denꞌ por nun quie xtiꞌidzaꞌ Diuzi. Pues quie xtiꞌidzaꞌ Diuzi, biyeyudyi yedu quien, nebannan tuzioli. 
1PE.1.24	Canaꞌ rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.1.24	Yugo benëꞌ naca quiejëꞌ ca quie guiz̃i, como tu chopa dzazi yeyudyi yedu quiejëꞌ.
1PE.1.24	Lëscanꞌ nacarë ta de quiejëꞌ ca quie yo guixiꞌ, como lëzirë tu chopa dzazi yeyudyi yedu quien.
1PE.1.25	Pero xtiꞌidzaꞌ Diuzi, tuzioli biyeyudyi biyedu quien.
1PE.1.25	Rguixogueꞌn quie yelaꞌ neban tuzioli. Lëdiꞌidzaꞌ naꞌ, diꞌidzaꞌ laꞌiya quie Diuzi, lenaꞌ baodixogueꞌ yaca benëꞌ leꞌe.
1PE.2.1	Quie lenaꞌ bireyaꞌalaꞌ huele ni lëꞌëtiꞌ tamedian. Bisiꞌle benëꞌ yëꞌ, biinaole chopa neza, biyez̃ëꞌle benëꞌ, bihueꞌlële benëꞌ diꞌidzaꞌ biz̃u. 
1PE.2.2	Ca bdaoꞌ zagolo areꞌembiꞌ gaꞌadyibiꞌ ta siꞌbiꞌ fuerza, canaꞌ reyaꞌalaꞌ gueꞌenle isëdile xtiꞌidzaꞌ Diuzi ta siꞌle fuerza inaorale mazara xneza Jesús, initaꞌle dyaꞌa laohuëꞌ. 
1PE.2.3	Canaꞌ reꞌennan huele chi tali aoyoñeꞌele naca Señor quiero benꞌ laꞌiya.
1PE.2.4	Ulenao Cristo, benꞌ naca ca quie tu yo naban zacaꞌn taz̃e, pero uruꞌun yaca benëꞌ len tzalaꞌla. Pero Diuzi sí, beziꞌnëꞌ lëbëꞌ rlëꞌënëꞌ lëbëꞌ ca quie tu yo naban zacaꞌn taz̃e. 
1PE.2.5	Canaꞌ ruerë Diuzi conlë leꞌe. Rlëꞌënëꞌ leꞌe ca quie tu yo naban, benꞌ rue quie lëbëꞌ. Rlëꞌënëꞌ leꞌe ca quie tu idaoꞌ ga zu Bichi Be quienëꞌ. Rlëꞌënëꞌ leꞌe ca quie yaca pxuzi laꞌiya, benꞌ rudyia gun quienëꞌ lao ruꞌaba por nun quie Jesucristo, lega reyunlaꞌadyiꞌ Diuzi len. 
1PE.2.6	Quie lenaꞌ rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.2.6	Iseꞌelaꞌ z̃iꞌinaꞌ ciudad Sión, naquëꞌ ca quie yo belao, yo zacaꞌ taz̃e.
1PE.2.6	Nutezi sudyiꞌilë lëbëꞌ, huaron dyaꞌa quienëꞌ laohuaꞌ.
1PE.2.7	Para raꞌo, benꞌ nao xnezëꞌ, naca Jesús ca quie tu yo zacaꞌn taz̃e. Pero para benꞌ binao xnezëꞌ, naca Jesús ca quie tu yo ta bibi zacaꞌ, naꞌ aoruꞌunyaquëꞌ lëbëꞌ tzalaꞌla. Quie lenaꞌ naca quieyaquëꞌ con cabëꞌ rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.2.7	Aoruꞌun yaca benëꞌ tzalaꞌla yo belao, yo zacaꞌn taz̃e, pero Diuzi babeziꞌnëꞌ yo belao ta uruꞌun benëꞌ, bezunëꞌn xlaton.
1PE.2.8	Lëscanꞌ ga tula rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.2.8	Naquëꞌ ca quie tu yo ruxitin yaca benëꞌ.
1PE.2.8	Canaꞌ rnën lëꞌë guichi laꞌiya quie Diuzi. Pues uxitin leyaquëꞌ huabiaguiꞌjëꞌ nun quie bibëjëꞌ casa quie xtiꞌidzaꞌ Diuzi. Canaꞌ una Diuzi gaca quiejëꞌ.
1PE.2.9	Pero leꞌe, ulio Diuzi leꞌe, nacale familia quienëꞌ. Lëscanꞌ naca quiele ca quie yaca pxuzi ruzu diꞌidzaꞌ quie nu rey. Nacale benꞌ nayëri laxtaꞌohue lao Diuzi. Nacale ladyinaꞌa Diuzi. Canaꞌ naca quiele cuenda quixogueꞌle benëꞌ cabëꞌ rue Diuzi, ruenëꞌ tahuen gulatzegue. Lëbëꞌ ulionëꞌ leꞌe ga uyuꞌule udale lao lato lao chula, pero naꞌa aberole rdale lao lato lao xniꞌ. 
1PE.2.10	Dza naꞌte binacale ladyinaꞌa Diuzi, pero naꞌa sí, banacale ladyinaꞌanëꞌ. Dza naꞌte biyëchiꞌlaꞌadyiꞌ Diuzi leꞌe, pero naꞌa sí, abeyechiꞌlaꞌadyiꞌnëꞌ leꞌe.
1PE.2.11	Bichaꞌ, nedyëꞌëdaꞌ leꞌe, rnabayëchaꞌ laole como benꞌ naca ladyinaꞌa Diuzi, como benꞌ zu lao yedyi layu tu chiꞌzi, biinaole neza mala huele ta rnazin quiele, porque danꞌ chi huele canaꞌ, ruen z̃udyi yegaꞌnle mala lao Diuzi. 
1PE.2.12	Reyaꞌalaꞌ tziole neza dyaꞌa lao yaca benꞌ birue quie xtiꞌidzaꞌ Diuzi. Yelaꞌ naꞌ baꞌalaꞌcazi chi rudyialaꞌadyiꞌjëꞌ leꞌe inayaquëꞌ benꞌ mala leꞌe, hualëꞌëcazijëꞌ ziole neza dyaꞌa. Canaꞌ cati idyin dza gaca juicio, baꞌalaꞌcazi bireꞌenjëꞌ, decazide huejëꞌ Diuzi benꞌ z̃e.
1PE.2.13	Por nun quie Señor quiero, reyaꞌalaꞌ galele quie yugulu ja benꞌ rnabëꞌ nitaꞌ lao yedyi layu. Reyaꞌalaꞌ galele quiejëꞌ laꞌachi benꞌ rnabëꞌra, benꞌ rey, 
1PE.2.14	laꞌachi benꞌ rnabëꞌtica, benꞌ rue castigo yaca benꞌ rue xquia, o chi benꞌ rue balaꞌana yaca benꞌ rue tahuen. 
1PE.2.15	Porque reꞌen Diuzi huele tahuen ta bigataꞌ causa quiele inë yaca benꞌ binezi, yaca benꞌ tondo, condre leꞌe.
1PE.2.16	Ca benꞌ libre reyaꞌalaꞌ huele, pero bihuele pensari ruꞌen lato huele tamala danꞌ nacale benꞌ libre. Nacalan dyaꞌa huele tahuen ca reyaꞌalaꞌ hue yaca benꞌ quie Diuzi. 
1PE.2.17	Reyaꞌalaꞌ gapalaꞌnle yugulu benëꞌ. Reyaꞌalaꞌ idyëꞌële benꞌ bichiro, benꞌ nao xneza Jesús. Reyaꞌalaꞌ tzionlaꞌadyiꞌle Diuzi. Reyaꞌalaꞌ gapalaꞌnle yaca benꞌ rnabëꞌ.
1PE.2.18	Leꞌe benꞌ nadaꞌo, ulegale quie xaꞌnle, laꞌacazi benꞌ rue tahuen quiele, laꞌalacazi benꞌ rue tamala quiele. 
1PE.2.19	Porque tahuen naꞌ chi suero huez̃elaꞌadyiꞌro biidzaꞌro caora cati racaro castigo dulaꞌ quie benꞌ tula, cala dulaꞌ quiero. Pues suero biidzaꞌro, porque nacaro benꞌ rue bala ca bala pcaꞌn Diuzi lao naꞌaro. 
1PE.2.20	Pero chi racaro castigo, danꞌ tabala bëro mala, bireyaꞌalaꞌ huero pensari nacaro benꞌ huen, laꞌacazi suero huez̃elaꞌadyiꞌro biidzaꞌro quie castigo quiero. Pues canaꞌ reyaꞌalaꞌ huero como cuinziro naparo dulaꞌ. Pero chi racaro castigo baꞌalaꞌcazi bëro tadyaꞌa, chi bidzaꞌro huez̃elaꞌadyiꞌro castigo quiero, lenaꞌ nacan huen lao Diuzi. 
1PE.2.21	Quie lenaꞌ ulio Diuzi leꞌe guca Jesús castigo dulaꞌ quiero, pero uzuenëꞌ bez̃elaꞌadyiꞌnëꞌ bluꞌenëꞌ leꞌe cabëꞌ reyaꞌalaꞌ huele inaole xnezëꞌ. 
1PE.2.22	Ni tu bibi tamala bë Cristo, ni tu nunu uz̃iꞌnëꞌ yëꞌ. 
1PE.2.23	Caora ptasi bnio yaca benëꞌ lëbëꞌ, biguca lënëꞌ leyaquëꞌ lëbi. Caora psaca benëꞌ lëbëꞌ bizinaquezi, bibzëgadyinëꞌ quieyaquëꞌ, denꞌ ulezanëꞌ hue Diuzi juicio. 
1PE.2.24	Lëbëꞌ gutinëꞌ lëꞌë yaga cruzo aodiz̃uguëꞌ quie xquia quiero. Gutaꞌ castigo quienëꞌ tacuenda bigataꞌ castigo quiero, naꞌ bira inao dulaꞌ xquia quiero raꞌo. Yelaꞌ guti quienëꞌ gutaꞌ yelaꞌ naban quiero tuzioli. 
1PE.2.25	Dza naꞌte bëro ta rnazin quiero, guca quiero ca quie tu becoꞌ z̃iꞌilaꞌ aoniti tu neza. Pero naꞌa rnaoro xneza Cristo. Rapa Cristo raꞌo ca quie becoꞌ z̃iꞌilaꞌ bia rapa xaꞌne lëbaꞌ.
