MAT.1.2	Abalaam hako noow Isak, tonde Isak hako Yaakop, tonde Yaakop hako Yuda-so halindin, 
EPH.2.6	Ond wiing-ambe yiiy kandi lak having Yesu Kalisi, tombe
EPH.2.6	yik wiing-ambe yiiy ahondoos nando hôôk ti vu baandoni. 
EPH.2.7	Nawiing nambêênja in nambe hil oo mondanji vu busin taamusin danggata osin danggata naambe Anutu omaaho samu samu danggakook timu keen lôôt, in nawiing va nivasa vu yiiy-anjo dangga lak Yesu Kalisi.
EPH.2.9	Dangga me-neep vu va sen ham nawiing-ato in nambe ham oo gako ham haalem jak e. 
EPH.2.10	Nganjo Anutu yoo samu yiiy lohvu ka. Wiing-ambe yaatu Yesu Kalisi-te hil in nambe yaambiing kul anivasa vasa, sen ka vu bôôy vulôôt-ambe nêêl nambe yaambiing-ato.
EPH.2.12	Ond hôôk busin-anju ham oo naahen nando diin in Kalisi. Ham hil bamaan, Anutu me-yite hil Islel ham e, tombe vakasin sen Anutu jôôy ak Islel-ato ond me-jôôy ak ham having e, malis. Hil Islel ond sil akand navu va nivasa ti be datung mend in, nganjo ham ond ham-ame natung mem in va nivasa tii-ju le, tonde Anutu keen-ame nando having ham in nambe dôôvu ham e. 
EPH.2.13	Lemu gêên-anjo ond ham sen ham nando diin bôôy-ato, ond mem ham atu Yesu Kalisi-te hil-ambe ham alaam ngaaho vu Anutu, in Kalisi kaasêêh yite nihees in ham having.
EPH.2.15	In dangga nambe vasap naavi be yimb, tombe wiing-ambe Mose-te tanasin vaha vaha pin tu va malis. Wiing nambêênjo in nambe hil Islel osin hil vaalu sen sil-ame Islel-ato daatu yite hil moos nôôn timu, tombe mem sil mando osin vakasin melaas. 
EPH.2.16	Keen, yimb ak haah pako tombe wiing-ambe yiiy ahondoos aatu nôôn timu be hako yiiy laah vu Anutu, tombe va sen yahengg kalin vu yiiy-ato ma la. 
EPH.2.17	Laam-ambe nêêl banye nivasa mamaal-ate, nêêl vu ham sen ham nando diin in Anutuu-to, tonde yik nêêl vu hey Islel sen hey nando ngaaho vu yii-to nambe yalonggpayo javuh ti. 
EPH.2.18	Keen, Yesu tu yate mopaatôôv sen Vavi Vaambuung timu nako yiiy lu yuuh nalaam vu Aamangg Anutuu-to.
EPH.2.20	Ham alohvu bayêên ti Anutu haav, ond valaah hey sinaale-so osin hil vaalu sen danêêl yite vakasin langaah-ato nambe ngaandiin, tombe mem haav bayêên kook ham naale lak ngaandiin hey-anjo. Tonde mem Yesu Kalisi timu yoo tu tatuuh
EPH.2.20	sen bayêên ahelasu-te danggakook aniwêêk-ato. 
EPH.2.21	Tombe bayêên kook pin neep ak Yesu timu be duuh sil pin lavuh ti be deep tatimasin, tonde Anutu yoo naahen nahaav lôôt in biing-ambe bayêên-anjo naatu bopaata, tombe mem naatu Anutu-te dumb vaambuung. 
EPH.2.22	Anutu duuh ham having Kalisi, in ham-anja ham atu yite bayêên kook having, tombe haav bayêên lak-ambe tu yite bayêên sen Vavi Vaambuung lukala nando hôôk-ato.
EPH.3.2	Mak ham hangoyin lung la nambe Anutu wiing samu samu osin vu kul vu sa nambe sa naas aambiing yite kul vu ham. 
EPH.3.3	Anutu yoo tatekin vakasin sen neep vunin-ato vu sa tombe sa lak ni, lohvu vakasin boow sen sa kaavu neep munggin-ato. 
EPH.3.4	Om naambe ham naasevin ond ham alohvu nambe ham anjak ni naambe sen soo alak Kalisi-te vakasin sen yoo neep hôôk vunin bôôy-ato ni.
EPH.3.5	Vu bôôy ond Anutu me-tatekin vakasin-anjo vu omaaho ti be lak ni nivasa le, nganjo gêên ond mem Vavi Vaambuung tatekin vu Anutu-te sinaale-so osin hil sen danêêl yite vakasin langaah-ato be lalak ni. 
EPH.3.6	Yik vakasin-anjo nambe va nivasa vasa sen Anutu navu vu yite hil-ato, ond navu vu ham vaalu sen ham-ame Islel-ato having, tonde ham alukalaam having hey Islel-ambe yiiy pin aatu nôôn timu. Tombe vakasin sen Anutu jôôy bôôy nambe biing vu hey-ato, ond yik nôôn nalak vu
EPH.3.6	ham having, ond manyinjo yoo lak dangga sen ham awii-having banye nivasa be ham atu Yesu Kalisi-te hil-ato.
EPH.3.8	Sak sa omaaho nipaya, de Anutu-te hil pin ond nind vasa kaluuh sa, le ma de wiing yite samu samu nôôn-anja lukalaam sa namangg nyemalis amu in nambe sa naanêêl Kalisi-te nôôn anivasa bopaata langaah vu hil vaalu sen sil-ame Islel-ato. 
EPH.3.9	Tonde sa tatekin Anutu-te vakasin sen neep vunin bôôy-ato danggakook in nambe nanjip langaah vu omaahonôôn pin, in vakasin-anjo yoo vun yi be neep hôôk Anutu lopayo vu bôôy sen hatung ngaanggis-ato lôôt-ambe tok laam gêên-anjo. 
EPH.3.10	Anutu vu kul-anjo vu sa in nambe hil bo-bop baandoni osin hil aniwêêk-aso vu baandoni lanji hil bel-ate, be lanjak ni naambe Anutu omaaho ka bopaata lôôt kaluuh va pin. 
EPH.3.11	Yik lohvu vakasin sen Anutu yoo ka vu bôôy nyendoos-ambe neep vulôôt, tombe mem wiing-ambe nôôn ak vu yate Omaaho Bop Yesu Kalisii-to. 
EPH.3.12	Yalonggpayo la timu vu Yesu be yaatu yite hil om yame naayêênin Anutu le, nganjo yiiy naalohak la vu yi, in yalak ni nambe me-le jonin yiiy e. 
EPH.3.13	Om sen saawiingin naanêêl vu ham naambe ham angge nimeen-anjo tovu sa lak dangga sen sa hako banye nivasa laas vu ham-ato, ond ham-ame naham jak-ambe ham animtambo le, nganjo nimeen sen sa naakuu-jo ond ham naapêêlis in.
EPH.3.14	Ke, vakasin-anjo ondeey sa naalohak lôôt vu Aamangg Anutu in ham. 
EPH.3.15	In hil baandoni osin hil vu voon pin ond yate danggakook neep vu yi. 
EPH.3.16	Om sa naalohak vu in nambe va nivasa nikaapulis keen-ato neep vu yi, om yik biing Vavi Vaambuung naas vu ham in bu niwêêk dukana ham alompayo be ham baale niwêêk. 
EPH.3.17	Tonde sa naalohak having in nambe ham alompayo na timu vu Kalisi, tombe mem yoo le mando hôôk ham alompayo, in ham anjak ni naambe Anutu ahe naving ham, om ham oo baale niwêêk hôôk ahe havingin alopayo naambe sen haah kangga nalukala ngaanggis-ambe naale niwêêk-ato. 
EPH.3.18	Tombe mem ham gaving Anutu-te hil pin-ambe ham anjak ni naambe Kalisi ahe yoo naving yiiy bopaata lôôt kaluuh va pin, de me-doosin yiiy osin me-nimbaya in yiiy e. 
EPH.3.19	Ke, Kalisi-te ahe havingin-anja bopaata lôôt, om yiiy omaahonôôn-ame aalohvu nambe yanjak ni vanuh e, om ham anjak ahe havingin-anju ni le mem Anutu yoo le bu yi naas osin doos-ambe mando hôôk ham alompayo lôôt.
EPH.3.21	Om nambêênja yiiy bel-ate gaving Yesu Kalisi be yiiy gako Anutu haale jak nohvu busin pin-ambe nanjip danggata osin danggata. Keen.
EPH.4.2	Ham daanggôôl ham-ambe ham oo naalum melaas. Ham-ame ambu dôôk nyevahaan sen hil vaalu dawiing ham payaa-to le, nganjo ham ahem oo gaving sil-ambe ham naapuvu ham niwêêk. 
EPH.4.3	Vavi Vaambuung wiing-ambe ham alompayo lavuh ti, om ham aniwêêk-ambe ham ganggin ham in nambe ham oo mando osin ham alompayo javuh ti naambêênja jak busin pin. Yik ham oo mando osin vakasin melaas sen duuh ham-ambe ham atu nôôn timuu-to. 
EPH.4.4	In yik yaatu nôôn timu de Vavi Vaambuung nôôn timu nando, tonde Anutu teey ham in nambe ham monggatung mem in yite nôôn timu. 
EPH.4.5	Keen, yik yate Omaaho Bop timu nando, tonde yik yaawii-having neep ti be yaalipis bel neep timu. 
EPH.4.6	Tonde yik yate Anutu timu nando, yiiy pin Aamangg yi be yoo nanggin yiiy pin, de nawiing-ambe yiiy pin naawiing yite kul, tonde nando hôôk yiiy pin alonggpayo.
EPH.4.8	Tombe yik lohvu sen Anutu-te vakasin neep hôôk kaapiyaa-to nambe,
EPH.4.8	“Savok Saalang-aso be duuh sil nambe sen kalaambus-ato, de mem lakalaah baandoni be hatiiy niwêêk kul-ate helak omaahonôôn nyemalis amu.”
EPH.4.10	Om omaaho sen lukalaam-ato ond yik yi sen lakalaah baandoni be kaluuh la lôôt, in nambe yoo nohvu taaku baandoni be kambini pin osin doos. 
EPH.4.11	Tombe vu niwêêk kul-ate vu yite hil vaalu be latu sinaale bop-aso, de vu vaalu be latu hil sen danêêl Anutu-te vakasin langaah-ato, tonde wiing vaalu be latu sinaale be lako banye nivasa la lohvu taaku pin, tonde wiing vaalu be latu ngaasaaking osin kaputung. 
EPH.4.12	Natiiy yite niwêêk kul-ate nahelak hil nambêênjo in nambe samu Anutu-te hil pin-ambe sil lambiing yite kul, tombe mem hil ngeeyaata daatu Kalisi-te hil nôôn timu be niwêêk jak. 
EPH.4.13	Kul-anjo yoo le na lôôt-ambe yiiy pin aambiing gaving vakasin nanjip ti be yiiy pin anjak Anutu Noow ani, tombe mem yiiy naatu hil aniwêêk-ambe nivasa nôôn naambe Kalisi sen Omaaho Bop osin omaaho niwêêk yi be yoo nivasa vulôôt-ato. 
EPH.4.14	Om yiiy mando osin yakangg bu va nivasa. Le naambe nama ond omaahonôôn-ate vakasin tatuhin vaha vaha sen kand navu be danêêl-ato le gakoseey yakangg naah-ande nom, naambe sen vavi nayêêyak haah nama osin lis nalaah-ande nalom-ato, in hil-anju davu tatuhin hil vaalu be dako sil la mop paya. 
EPH.4.15	Lemu yiiy ond yahengg gaving hil-ambe yiiy naanêêl vakasin nôôn amu, tombe mem yale naatu hil anivasa nôôn naambe Kalisi sen tu yate lukook-ato. 
EPH.4.16	Yik Kalisii-ja yoo nasupin yiiy pin lavuh ti be yaatu nôôn timu, nambe sen hanyum omaaho ti naavi boow ti ti lalukalaah sil-ambe latu naavi doos timuu-to, de nikangga ti ti pin napuvu ninaavi tatin-ambe nando osin doos, tombe naavi boow ti ti pin dawiing silate kul lohvu be mem ahend naving sil, om sil naavind doos-ato natu bopaata be niwêêk nalak.
EPH.4.18	In hil-anja ond dando hôôk mekanu, om sil-ame lalohvu nambe sahi vakasin-ambe lanjak dangga ni le. Anutu wiingin nambe biing-ambe sil mando metumin, le ma de yoo dando diin lôôt, in sil alondpayo nitambo in Anutu de me-lalak
EPH.4.18	ni le, 
EPH.4.19	om londpayo niwêêk ak-ambe me-nind namum daka le, malis, tonde sil davu sil la osin doos-ambe dawiing baayamb ayuuh ame lôôt, tonde sil oo mend nôôn in mondambiing va nipaya vaha vaha pin.
EPH.4.20	Lemu Kalisi me-taahu ham hôôk va nambêênju le, malis. 
EPH.4.21	Ham hango Kalisi-te vakasin, in vakasin nôôn keen sen hey taahu ham hôôk-ato ond neep vu Yesu. 
EPH.4.22	Om ham gavuuh ham alompayo nipayaa-to na, in wiing-ambe ham navu sapa hôôk va nipaya bôôy-ato, tombe va nipaya sen tatuhin ham-ambe ham alompayo navu navu in-ambe ham nawiing-ato, ond nawiing-ambe ham alompayo nipaya nalak lôôt. 
EPH.4.23	Om ham alompayo moos jak-ambe ham akam bu va nivasa mu. 
EPH.4.24	Yik ham naatu hil moos in Anutu yoo navu samu hil moos-anja nambe yi be davu sapa hôôk vakasin keen, om sil hil anivalok osin vaambuung.
EPH.4.26	De naambe ham ahem kalin vu ham ond ham ganggin ham, in nipaya le nanjip vu ham, om ham ahem naakuuh-ambe ham samu ham pavis, de me-nanjip vandiisinaandiin-ambe taaku naambus na le, 
EPH.4.27	in ham e tatekin mopaatôôv vu omaaho nipaya Saalang-ato. 
EPH.4.28	Tonde omaaho sen hôôndak ambuu-to, ond me-gôôndak vati jesin naah e, nganjo yoo salo kul anivasa ti be biing in gako mone daka be dôôvu hil sen dativak in va yuuh amêê-to. 
EPH.4.29	Tonde vakasin anipaya paya pin ond ham-ame naanêêl ti le, nganjo ham naanêêl vakasin anivasa mu in dôôvu hil sen dangôô-to be samu sil. 
EPH.4.30	Anutu-te Vavi Vaambuung lukala nando hôôk ham alompayo in nambe taato be ham anjak ni naambe yaatu Anutu-te hil, om le nôôh yiiy vêêl in va nipaya be yanaah mando gaving yi, om ham-ame ambiing-ambe Vavi Vaambuung alopayo nimeen jak e. 
EPH.4.31	Va sen ham alompayo nikalin-ato osin ham alompayo navaav nambe kin, de ham ahem kalin, tonde ham nawiing paang osin vakasin palesin-ato, ond ham gavuuh na valok-ate gaving va nipaya vaalu pin. 
EPH.4.32	Tonde ham oo kam pasiv in mango-so be ham samu sil nivasa, de ham akam-ame bu va nipaya sen omaaho ango dawiing vu ham-ato le, nganjo ham kawiiy nipayaa-ju na naambe sen Anutu ka navu Kalisi be navu kawiiy hamate nipaya nalaa-to.
EPH.5.2	Tombe yik ham oo monambiing va osin ham ahem gaving omaahonôôn pin, naambe sen Kalisi ahe having yiiy pin-ambe lukalaah yahenggbaan-ambe yimb, tombe tu salivangin anivasa be galovasa la vu Anutu.
EPH.5.4	De ham-ame naanêêl vakasin navu dees osin ham-ame naanêêl vakasin nindanje-danjeen e, tonde ham-ame ambiing kangasin vu omaaho ango mali-malis e, in va nambêênja me-lohvu le, nganjo ham naapêêlis na vu Anutu osin ham alompayo nivasa ond mem nivasa. 
EPH.5.5	In ham oo alak ni lung la nambe omaaho baayamb, de omaaho sen nawiing va nipaya vaha vaha kaatokin-ato, tonde omaaho sen nawiing menôôn-ato, in hil amend nôôn ond kand navu va vu voon natu silate anutu, om hil pin-anja me-lalohvu nambe landukana gaving Kalisi yuuh Anutu-te hil e. 
EPH.5.6	Om ham-ame gambe nanyem in hil sen dawiingin nambe tatuhin ham lak vakasin mali-malis in nambe ham ambiing va nipayaa-to le, in Anutu-te ahekalin e naatovu hil sen davu kalêêh lava be dawiing va danjeen nambêênjôô-to be sil gako nipaya nyevahaan, 
EPH.5.7	om ham-ame andukana gaving sil e. 
EPH.5.8	In bôôy ond ham nando hôôk mekanu, lemu gêên ond Omaaho Bop wiing-ambe ham nando hôôk melangaah, om ham ambiing va pin nohvu sen ham atu hil amelangaah-atêêto. 
EPH.5.9	In hil sen dando hôôk melangaah-ato ond dawiing va nivasa mu, osin dawiing va nivalok-ambe davu sapa hôôk vakasin keen. 
EPH.5.10	Om ham sahi va pin-ambe ham amem sapa va vaalu sen Omaaho Bop nayi nivasaa-to, 
EPH.5.11	de ham-ame andukana gaving hil sen dando hôôk mekanuu-to be ham-ame ambiing va sen nôôn maa-to gaving sil e, nganjo ham taato langaah naambe va nambêênja ond nipaya. 
EPH.5.12	In va sen dawiing kaatokin-ato ond yame bakaas in e, in yaningg e naamum in. 
EPH.5.13	Nganjo va pin sen taato yi laam langaah-ato ond mem hil pin dayi neep langaah-ambe dalak ni, in va pin sen taato yi laam langaah-ato ond natu va melangaah-ate. 
EPH.5.14	Lohvu Anutu-te vakasin neep hôôk kaapiya nambe,
EPH.5.14	“Hong sen onahop-ato, okandi jak. Onggavuuh mop meyimbin-ate na, le mem Kalisi-te melangaah e naatum ak hong.”
EPH.5.15	Om ham oo ganggin ham nivasa, de ham-ame ambiing va danjeen naambe hil sen kand maa-to le, nganjo ham ambiing va naambe hil osin kand. 
EPH.5.16	Ham-ame basap busin ti na malis e, nganjo ham oo niwêêk-ambe ham ambiing kul jak busin pin, in busin sen yiiy nando gêên-anjo nipaya. 
EPH.5.17	Om ham-ame ambiing va naambe hil sen kand ma dawiing-ato le, nganjo ham akam bu be ham anjak va sen Omaaho Bop ahe naving-ato ni. 
EPH.5.18	De ham-ame naanum lôôt-ambe ham alumkook biing paya le, in vaa-ja le biing-ambe ham anipaya jak, nganjo Vavi Vaambuung dukana ham alompayo lôôt-ambe dôôvu ham ond mem nivasa. 
EPH.5.19	Ham ambiing Anutu-te taalôôt osin laalo de ham ambiing laalo sen Vavi Vaambuung taato vu ham-ato, tonde ham ambiing laalo hôôk ham alompayo osin ham akam vasa vu Omaaho Bop. 
EPH.5.20	Tonde ham naapêêlis na vu Anutu osin ham alompayo nivasa jak busin pin in va pin sen natovu ham-ato. Ham naapêêlis na vu Aamangg Anutu jak yate Omaaho Bop Yesu Kalisi haale.
EPH.5.22	De ham vêêh-aso, ham anggulis layamaso baambund naambe sen ham nahulis Omaaho Bop baambuu-to. 
EPH.5.23	In ham layam-aso latu hamate danggakook-ambe danggin ham, nambe sen Kalisi tu hil bel-ate dangga be nako yite hil-anju laah vu Anutuu-to. 
EPH.5.24	Hil bel-ate nanyend vuun vu Kalisi, om yik vêêh-aso yoo nanyend vuun vu layêêndin in va pin.
EPH.5.26	ond yimb in nambe biing-ambe sil daatu Anutu timu yoote va, om yoo lipis sil ak bel osin nanêêl Anutu-te vakasin vu sil-ambe nind vasa lak. 
EPH.5.27	Wiing in nambe daatu yite hil bel-ate osin nind kaapiikaanôôn keen jak, de va nipaya osin va ningook ayuuh ame me-nanjip vu sil e, tombe mem le biing-ambe daatu yite va vaambuung, de va nipaya nama na valok-ate lôôt in sil.
EPH.5.28	Om ham moow, ham ahem oo gaving vanem-aso naambêênja naambe sen ham ahem oo naving ham naavim-ato, in omaaho sen ahe naving vanêê-to ond
EPH.5.28	ahe yoo naving yi. 
EPH.5.29	In omaaho ti me-yoo nimbaya
EPH.5.29	in ningaavi le, nganjo yoo navaat osin yoo monanggin ningaavi nivasa lôôt nambe sen Kalisi nanggin hil bel-atêêto. 
EPH.5.30	Kalisi nanggin yiiy nivasa in Kalisi naavi yiiy, de yiiy pin aatu yite naavi boow ti ti pin. 
EPH.5.31	Lohvu
EPH.5.31	Anutu-te vakasin neep hôôk kaapiyaa-to nambe,
EPH.5.31	“Om nambêênja moow e gavuuh mangganaan ayuuh tangganaan na de jalak ak vane be yuuh daatu nôôn timu.” 
EPH.5.32	Ond danggakook bopaata vun yi hôôk vakasin-anjo, ondeey sa naanêêl ak Kalisi having yite hil bel-ate. 
EPH.5.33	Tombe yik vakasin-anjo lak ham having nambe ham moow ti ti pin lôôt, ham ahem oo gaving vanem-aso naambe sen ham ti ti yoo ahe naving yii-to, tonde ham vêêh, ond ham oo gako layam-aso jak.
EPH.6.2	In Anutu-te tanasin bopaata ti neep, ond Anutu jôôy vakasin samu samu lak having nambe, “Onggako mom ayuuh tam jak 
EPH.6.3	le mem gale mando nivasa be omando metumin ahusaandiin vu voon.”
EPH.6.6	De ham-ame ambiing kul ak sil amend amu in nambe sil akand vasa vu ham e, nganjo ham ambiing kul vu sil nivasa, in ham atu Kalisi-te hil kul-ate, om ham ambiing va nohvu Anutu ka osin ham alompayo timu. 
EPH.6.7	De ham-ame ambiing kul in nambe omaahonôôn lanji ham nivasa le, nganjo ham akam vasa be ham oo ambiing kul aniwêêk in Anutu ji ham nivasa. 
EPH.6.8	In ham oo nalak ni nambe omaaho ti biing kul anivasa ond Anutu le bu nivasa nyevahaan dukanaah, vu ham sen ham atu omaaho ango-te va kul-ate malis amuu-to, de vu ham sen ham atu yêêv-ato gaving.
EPH.6.11	Ham anjop Anutu-te dayongg osin va sen gilin ngaamong-ato pin dukana ham in ham oo baale niwêêk, de mamu nipaya Saalang sen nawiingin nambe taanyukin ham-ato ond me-kape ham e. 
EPH.6.12	In yame naayiis ngaamong vu omaahonôôn e, nganjo yiiy naayiis ngaamong vu yêêv anipaya osin va niwêêk sen danggin va mekanuu-to, de vu mamu nipaya sen danggin taaku voon-anjôôto. 
EPH.6.13	Om ham anjop Anutu-te dayongg osin va sen gilin ngaamong-ato pin dukana ham, in naambe busin anipaya naatovu ham ond ham oo baale niwêêk-ambe ham anyiis ngaamong lôôt-ambe jung na, de yik ham oo baale niwêêk lôôt.
EPH.6.15	Tonde ham gatung banye nivasa sen nawiing-ambe yalonggpayo melaas nalak-ato dukana ham vaham naambe suul in gilin ham vaham-ambe ham baale niwêêk. 
EPH.6.16	Tonde ham alompayo na timu vu Yesu nohvu busin pin naatu hamate dayongg-ambe gilin ham, in omaaho nipaya Saalang-ate laang navu pin sen natum-ambe nandiihin nambe kin dalaan-ato naam ond naasiihin ak-ambe naakuuh. 
EPH.6.17	Tonde ham oo kam bu sen Kalisi hako ham laah vu Anutuu-to naatu hamate taambuuh aniwêêk in gilin ham alum in ngaamong, de ham gako Anutu-te vakasin keen-ato pin in Vavi Vaambuung e biing-ambe naatu hamate yipak nalu gunjin in ham anyiis ngaamong ak. 
EPH.6.18	Tonde jak busin pin ond ham anohak jak Omaaho Bop-ate niwêêk osin ham kataangg Anutu hôôk lohakin de ham-ame nitambo jak e, nganjo ham amem oo naatum-ambe ham pasam kataangg Anutu in yite hil pin. 
EPH.6.19	Tonde yik ham anohak in sa gaving, in naambe sa bakaas ond Anutu yoo biing vakasin vu sa be sa naanêêl banye nivasa sen neep vunin bôôy-ato naam langaah, de same aanjêênin hil e. 
EPH.6.20	Saatu banye nivasa-te omaaho sen sa naanêêl yi langaah-ato ti, ondeey hil landuuh sa be sa laam nando hôôk kalaambus-anjo. Om ham anohak naambe same aanjêênin omaahonôôn-ambe sa gavuuh kul-anjo na le, nganjo soo naanêêl langaah nohvu sen Anutu vu kul vu saa-to.
EPH.6.22	Ondeey saawiing-ambe laas vu ham in nambe naanêêl hey banyengg vu ham, in biing-ambe ham alompayo nivasa jak.
EPH.6.23	Yik vakasin lung laa-ja. Heyate halingg-aso ham, om Aamangg Anutu yuuh Omaaho Bop Yesu Kalisi lambiing-ambe ham pin ham alompayo nanjip melaas, tonde ham ahem gaving osin ham ambiing gaving yi niwêêk. 
EPH.6.24	Tonde yuuh lambiing samu samu vu ham pin sen ham ahem naving yate Omaaho Bop Yesu Kalisi lôôt-ato.
PHP.1.4	Keen, sa kangg vasa lak busin pin-ambe sa naalohak vu sate Anutu in nambe dôôvu ham, 
PHP.1.5	in vu nyendoos sen banye nivasa laas vu ham-ato, ond ham hako lak-ambe ham alukalaam banye nivasa-te kul-ambe tok laam gêên-anjo. 
PHP.1.6	Tombe sa lak ni nambe kul anivasa sen Anutu wiing hôôk ham alompayo nyendoos-anjaato, ond yoo le monambiing lôôt-ambe samu na hôôk busin sen Yesu Kalisi dukanom-ato. 
PHP.1.7	Keen, sa kangg oo navu ham pangasen, tombe manyinjo lohvu, in yiiy pin aalukalaam Anutu-te samu samu nôôn timu hôôk sen saaluus kalaambus, tonde sen sa navu tatekin banye nivasaa-to having. 
PHP.1.8	Anutu lak ni nambe sa kangg navu ham pin keen lôôt, in Yesu Kalisi wiing-ambe sahengg having ham.
PHP.1.9	Sa naalohak in nambe ham ahem gaving ham lôôt naatu bopaata jak, tombe ham anjak va pin ani be ham sahi va nivasa keen. 
PHP.1.10	Tonde ham sahi va nivasa be ham ambiing, in nambe ham mando osin ham alompayo timu de va nipaya me-nanjip vu ham hôôk busin sen Kalisi nom-ato le. 
PHP.1.11	De ham atu hil anivalok, om Yesu Kalisi dôôvu ham-ambe ham ambiing va nivalok lôôt, in nambe hil gako Anutu haale jak-ambe banye naatu bopaata.
PHP.1.13	In hil ngaamong vaha-so sen danggin Lom-ate yêêv bop Sisa baan-ato, osin hil vaalu pin, ond lalak ni nambe hil lalôôh sa be latung sa lukalaam kalaambus-anjo lak dangga timu nambe Kalisi-te kul vaha sa. 
PHP.1.14	Tonde halingg-aso ngeeyaata sen lawii-having Omaaho Bop-ato layi nambe saaluus kalaambus, tombe mem londpayo niwêêk ak lôôt-ambe danêêl Anutu-te vakasin
PHP.1.14	osin niwêêk de me-dayêênin laah e.
PHP.1.15	Keen, hil vaalu londpayo nipaya vu sa in nambe sak sa haalengg bop, ondeey danêêl Kalisi-te vakasin-ambe dawiingin nambe daanggôôl sa, tonde hil vaalu ond mem danêêl Kalisi-te vakasin osin londpayo nivasa. 
PHP.1.16	Hil sen ahend having saa-to ond lalak ni nambe sa nandôô-jo in nambe sa tatekin banye nivasa vu hil sen danêêl Kalisi palêê-to, om yoo kand vasa be danêêl Kalisi-te vakasin lôôt. 
PHP.1.17	Tonde hil vaalu ond danêêl Kalisi-te vakasin, lemu yoo mondako sil haalend ak amu. Sil-ame londpayo timu be danêêl e, ma, nganjo yoo kand navu nambe sa nando hôôk kalaambus om daanêêl Kalisi-te vakasin-ambe lambiing sil haalend jak, in lambiing-ambe sa longgpayo nimeen jak lôôt. 
PHP.1.18	Le yik lung, in vaalu davu tatuhin nambe londpayo timu le ma, de vaalu ond mem londpayo timu keen, lemu hil pin-anju danêêl Kalisi-te vakasin langaah om sa longgpayo nivasa lôôt, tombe yik sa longgpayo yoo le nivasa naambêênjo.
PHP.1.20	Om sa kangg navu lôôt-ambe sa natung mengg in Anutu nambe dôôvu sa, de same aambiing va nipaya ti be sa ningg naamum daka le, nganjo soo naanêêl Kalisi langaah naambe sen boyambôôy-ato, de same aanjêênin e, le mem va sen naatovu saa-to naambe sa mando metumin me saanggimb, ond yik sa ningg naavi mu biing Kalisi haale naatu bop jak.
PHP.1.22	Le naambe soo mando memoos lôôt vu voon-anjo ond sate kul e naatu bopaata jak, ondeey sa doosin nambe mak ango tana nivasa, naambe sa mando me saanggimb. 
PHP.1.23	Keen, sa kangg yu-yuuh in vaa-jo, om saawiingin lôôt nambe sana mando gaving Kalisi in nivasa lôôt. 
PHP.1.24	Le naambe soo mando voon-anjo ond mem le dôôvu ham nivasa lôôt. 
PHP.1.25	Saawii-having vaa-jo keen, om sa lak ni nambe sale mando voon-anjo gaving ham pin in nambe ham oo kam vasa be ham ambiing gaving Anutu niwêêk. 
PHP.1.26	Tombe mem saanos balup vu ham balon ango jesin naah, ond ham e kam vasa in sa be mem ham gako Yesu Kalisi haale jak.
PHP.1.28	Saawiingin gango naambe ham-ame nayêênin hil sen dawiing niyenin vu ham-ato daka le, in va sen ham-ame nayêênin sil e, ond le taato vu sil naambe le daatovu nipaya nyevahaan-ambe lana mend nama, de ham ond Anutu le nôôh ham vêêl. 
PHP.1.29	Anutu wiing samu samu vu ham in nambe ham ambiing Kalisi-te kul naambe ham ambiing gaving yi osin ham gako nivaane jak haale. 
PHP.1.30	Bôôy ond ham ahe nambe soo naayiis ngaamong aniwêêk-ambe sa nako nivaane lak Kalisi haale, tonde yik gêên-anjo ond ham hango nambe soo naahen naayiis ngaamong lôôt, om ham gaving sa be yiiy pin aanyiis ngaamong nôôn timuu-jo.
PHP.2.1	Naambe Kalisi nando having ham-ambe navu kaandu ham, de naambe Kalisi-te ahe havingin nawiing-ambe ham alompayo melaas, de naambe Vavi Vaambuung nando having ham, de naambe ham akam pasiv-ambe ham ahem having halim-aso, 
PHP.2.2	ond mem ham alompayo javuh ti osin ham ahem gaving halim-aso keen, tonde ham akam timu be ham alompayo nanjip ti, le mem sale sa kangg vasa keen lôôt. 
PHP.2.3	De ham-ame yoo andôôvu ham osin ham akam bu va sen biing-ambe ham haalem bop jak-ato le, nganjo yik ham daanggôôl ham-ambe ham angge hil vaalu naambe sil haalend bop savok ham. 
PHP.2.4	De ham-ame yoo kam bu hamate va le, nganjo ham amem in mango-so be ham andôôvu sil.
PHP.2.5	Yik ham alompayo timu be ham akam bu va sen Yesu Kalisi yoo ka vuu-to. 
PHP.2.6	In yi Anutu keen, de haale bop lohvu Anutu, lemu me-ka vu nambe yoo naapuvu haale bop-anju tatin e, 
PHP.2.7	nganjo yoo haluuh dami vu yite nikaapulis-ande tu hil malis amu, yoo tu ni nambe omaahonôôn, tombe hil layi nambe omaahonôôn ti. 
PHP.2.8	Tombe yoo laanggôôl yi be hulis Anutu baambu lôôt-ambe yimb ak haah pako, 
PHP.2.9	ondeey Anutu hako yi lak baandoni lôôt-ambe teey haale sen kaluuh haale vaalu pin-ato lak yi. 
PHP.2.10	Vu haale Yesuu-jo in nambe hil pin vu baandoni, de vu voon, de vu kambini, ond sil e gatung kaatu vu Yesu timu be gako haale jak. 
PHP.2.11	Tombe sil pin e daanêêl langaah naambe Yesu Kalisi, yi tu Omaaho Bop in nambe Mangganaan Anutu haale naatu ahepataas.
PHP.2.13	Anutu yoo nawiing kul
