MAT.1.1	Ani sén i dad dagit i gutambul Dyisas Krayst, i bel Harì Dabid, dunan i bel Abraham. 
2CO.10.18	Landè btasan ku dnayen satu to i kton. Silang mabtas ku yé dmayen dun i Dwata.
2CO.11.1	Mulà moon begyu fantahà nawayu di do, balù ku yé fandamyu ta book agu. 
2CO.11.2	Too bong kaklen-gu gamu, salngad kaklen Dwata gamu. Du salngad gamu i satu sawang libun fnakanggu fsong di satu lagi, dunan Krayst. 
2CO.11.3	Yé klidù nawagu gasyat fandamyu, na baling nun gbol di kaftooyu di ku Krayst, salngad i ta mkel di ku Iba di kafgaw ulad dun. 
2CO.11.4	Du yé balingyu dnawat i dad to salu di gamu tamdò i mahal gamfalwà, na là salngadan di gami tdò. Na yé dnawatyu i mahal tulus na mahal tulen, na là salngadan di Mtiu Tulus na i Fye Tulen ta tdòmi gamu.
2CO.11.5	Yé fandam i dad to ayé ku dale i too mdatah di kdee dad to dek Dyisas Krayst, bay gadègu na là ti mdanà agu di dale. 
2CO.11.6	Keng kulang i kfulunggu talù, bay là kulang i kaglabatgu, du yé sa ta fbatenggu di gamu di kat katdògu, balù dét kfagugu dun. 
2CO.11.7	Di katdògu i Fye Tulen mdà di Dwata, là ti mni agu sukéy, bay fdanàgu i ktogu du fye gadèyu na too gamu mabtas. Gsalà kè i nimògu ayé? 
2CO.11.8	Di lamgu tamdò gamu, yé baling tmabeng do i dademe simbahan. Sawe salngad agu i to tmaku, du yé gumwègu sukéygu di dad to ise gutamdògu. 
2CO.11.9	Na di katdògu déé, là ti mni agu tabeng di gamu. Bay yé baling mlé di kdee kalnidùgu i dad flanekto mdà di Masidunya. Là ti lmen-gu mni di gamu mdà di munan kel di gusenan. 
2CO.11.10	Ta dini di nawagu i kaglut gablà di ku Krayst, na fagu déé, toogu man di gamu dnohògu di kabal banwe Akaya i ta man-gu ayé. 
2CO.11.11	Dét duen-gu mimò ani? Du là kandota gamu kè? Là. Gadè Dwata na toota gamu kando.
2CO.11.12	Fanlesgu mimò i nimògu ani du fye i dad tamdò kéng déé là gmanla salngad gami i nimòla. 
2CO.11.13	Ise dale too glut dek Krayst, bay lo ale flingu. Tmulen ale kéng di nimòla, na falningula i ktola du fye glalòla kun i dad to dek Krayst. 
2CO.11.14	Bay nangyu tnikeng i kaflingula, du balù Satanas, lê gal flingu du fye yé kite i dad to dun kasaligan i Dwata too mneng. 
2CO.11.15	Taman, là ti tnikengto dun ku falningu i dad snalig Satanas i ktola du fye yé kite dad to dale dad snalig Dwata mebe i katluh. Bay gaktula kadang di fulé du i ulê i sasè nimòla.
2CO.11.16	Lêgu nulit i man-gu gine. Fye ku nangyu fandam ku book agu. Bay ku yé fandamyu, syan ku dnawatyu agu salngad i to book, du fye beg nun daggu. 
2CO.11.17	I talùgu ani, ise mdà di Amuto Dyisas Krayst, bay kafagdag salngad i to book. 
2CO.11.18	Bay du dee dad to fagdag du mdà di gnagan na di gnadèla, balù do, lê man fagdag. 
2CO.11.19	Tooyu fantahà nawayu di dad to salngad book du mdà di bong kfulungyu. 
2CO.11.20	Balingyu faloh i dad to fmasak, lmumì, famgaw, madoy, na tamfiling gamu. 
2CO.11.21	Mayèyu kè ku myà gami di là kgimòmi i dale nimò di blengyu?
2CO.11.21	Bay ku fagdag i dad to ayé, lê agu do fagdag. Yé kafagdaggu salngad i to book. 
2CO.11.22	Ku Hibru ale, lê agu do Hibru. Ku to Israél ale, lê agu to Israél. Ku bel Abraham ale, lê agu bel Abraham. 
2CO.11.23	Ku snalig Krayst ale, mas bong fa kagsalig Krayst do. Di kman-gu ani, salngad agu di to book. Bay glut sa du mas bong fa i do nimò di dale. Too ti dee dulêgu blanggù, na dee dulêgu nfas, na ta too dee dulêgu smalu di fati. 
2CO.11.24	Na ta lime dulêgu gmagu kfas i dad Dyu do, na di kat kfasla do, men tlu falò syem dulê. 
2CO.11.25	Tlu dulê i dad to Roma munal do, na sulê agu ndak batu. Ta tlu dulêan galnab i aweng snakaygu, na sdu na sbutanggu lamtew di mahin du mdà di kalbà aweng snakaygu. 
2CO.11.26	Di dad kagugu, too dee kalnikògu, i dad dunuk, na i dad to tmaku, i dad Dyu, na i dad to ise Dyu, balù nè gumnègu, baling agu mnè di syudad, ku demen di bulul, ku demen di talà mahin. Na lê nun dad kalnikògu mdà di dad to flingu ftoo. 
2CO.11.27	Galgu galyalo i klungay mdà di kdee nimògu. Too kulang i kakudanggu, na bitil agu, na malinum agu. Ta dee dulêgu là kmaan, na kulang i dad klawehgu, na landè do too gumnè. 
2CO.11.28	Yé dademe mkel di do, kat du gal too mlidù nawagu famdam kagkah i dad simbahan. 
2CO.11.29	Ku nun to ta mlungay di kaftoon, lêgu galyalo i klungayan. Na ku nun to mtatek di salà, too tamduk di nawagu.
2CO.11.30	Ku fagdag agu, yé daggu i dad gumlungaygu. 
2CO.11.31	Là ti tmulen agu kéng. Gadè Dwata, dunan Mà i Amuto Dyisas. Magdayen i dagitan kel di landè sen. 
2CO.11.32	Di lamgu ditù di Damaskus, mdà i gubirnador snalig Harì Aritas, fbantayan i bà takab di syudad du fakfèan agu. 
2CO.11.33	Bay i dad to magin do, fsudengla agu di satu bong baskit, na fayolla agu, yé gufagula dun di sol diding i syudad du fye galwà agu.
2CO.12.1	Mfeges agu fagdag. Balù ku landè gufyen, tulen-gu gamu ani gablà di dad knagu na i dad tadè fite Dwata di do. 
2CO.12.2	Nun dilègu satu to ta ftoo di ku Krayst. Ta sfalò fat fali mlius, tadè nun mebe dun gatù di gatlu ksad langit
2CO.12.3	Lêgu nulit i man-gu ayé, du toogu gadè tadè nun mebe dun gatù di Paraiso, bay là gadègu ku too glut gafat i lawehan ditù, ku lo fite Dwata. Lo Dwata i gmadè dun. 
2CO.12.4	Nun dad lingen ditù i là gubad dun di talù i to tanà, na landè to gmagan tmulen dun. 
2CO.12.5	Taman, daggu i mkel di to ani, bay là daggu i ktogu. Lo yé daggu i dad gumlungaygu. 
2CO.12.6	Ku kayègu fagdag, là fakayyu man ku book agu du slame glut i kdee man-gu. Bay là ti fagdag agu, du là mayè agu ku glukas kdag i dad to do du mdà di kitela i dad nimògu na kaklingela i dad man-gu.
2CO.12.7	Du là fakay agu fagdag gablà di kdee dad fite Dwata di do, taman, nun kaflayam kel di do salngad katdukan ku sulan agu. Yé gumdà i kaflayam ayé di ku Satanas du kayèan falmayam do. 
2CO.12.8	Tlu dulêgu dmasal di Amu fye nwèan. 
2CO.12.9	Bay ani timelan di do, manan, “Too sikof sa i ktabengta ge, du ku mnè ge di klungay, yé klom mite i kaltulusgu.” Taman, lehew agu mdag i dad gumlungaygu, du fye galyalogu i kaltulus Krayst tmabeng do. 
2CO.12.10	Taman, dsal nawagu balù mnè agu di klungay, na kadoy, na klidù, na di lam i dad gumlungaygu, na i ktalù dad to sasè di do, na kaflayam, na klimah mdà di ksasatugu di ku Krayst du gadègu ku ta galyalogu i klungaygu, yé klogu lamyalo i kakgis.
2CO.12.11	Sawe book agu di kafagdaggu, bay mfeges agu mimò dun du mdà di nimòyu. Gamu moon gten mdag do, du balù ku too agu mdanà, là ti mdanà agu di dademe to tamdò déé. 
2CO.12.12	Di klogu fanak déé di gamu, dee fimò Dwata di do dad ilè i kdatahan, na dad tnikeng nimò, na dad gumite i kaltulusan du gugmadèyu dun do i satu to dek Dyisas Krayst. Na di kimògu ayé, toogu fantahà i nawagu di lam i dad klimah gafat di do. 
2CO.12.13	Na salngad sa i kibòta gamu déé di Korintu na i kibògu i dad to ftoo di ku Dyisas Krayst di dademe dad banwe. Lo satu gusahalan, du là mni agu tabeng di gamu di dad kalnidùgu du là mayè agu ku magsamuk gamu. Ku gsalà i nimògu ayé, begyu agu fnasinsya.
2CO.12.14	Ani kadang i gatlu dulêgu lmauy gamu. Na landè fnigu di gamu tabeng, du ise yé nibalgu i knunyu, bay gamu i fandufgu. Ise ku dad ngà baling lmawil i dad tua, bay dad tua lmawil i dad ngà. 
2CO.12.15	Too agu lehew mlé i kdee gunun-gu, na balù i ktogu, du fye gtabengta gamu. Na là kè bnalasyu i bong kakdogu gamu?
2CO.12.16	Gadèyu sa, mdà di munan, là snamukta gamu. Bay nun man dun toota gamu lnumì kun na fan-gaw. 
2CO.12.17	Kan? Ta lnumìta gamu fagu di dad to dekgu déé di gamu? 
2CO.12.18	Di munan, ta dekgu Titu na i satu flanekto salu déé di gamu. Lnumìla gamu kè? Là sa, du salngad i fandammi na i adatmi.
2CO.12.19	Keng yé fandamyu ku nsenmi i ktomi, bay ise ayé. Gadè Dwata i ktalùgu di gamu glalòan i knayè Krayst, na i kdee nimòmi slame gamfbagal i kaftooyu. 
2CO.12.20	Bay yé klidùgu di ksalugu déé, keng baling yé teen-gu di gamu i là knayègu, na lêyu teen di do i là knayèyu. Du keng sana knun kasbalewyu, ksafè nawa, kinit ulu, klom, ksadoy, kastugad salék, kafagdag, na là kasaglabatyu. 
2CO.12.21	Yé klidùgu ku di kasfulêgu déé, ta baling agu myà di kanfe Dwata gablà di dad nimòyu. Na baling too mlidù i nawagu ku dee di gamu ta gamsalà di munan, là nsalla i magsik nimòla, na i kimòla sasè knayè i lawehla, na i là kadnanla i ktola.
2CO.13.1	Ani kadang i gatlu dulêgu lmauy gamu. Di kukumyu, lalòyu i man Tnalù Dwata, “Silangyu fantoo i duenla di satu to ku yé kdee to mite i kimòan sasè lwe ku demen glukas.” 
2CO.13.2	Nun kayègu man di gamu dad mtatek di salà di munan, na balù kel di kdeeyu. Ta man-gu ani di galwe dulêgu lmauy gamu, bay lêgu nulit di lamgu là samfulê. Na ku ta samfulê agu, sdulêta gamu fanngewe. 
2CO.13.3	Teenyu kadang i gugmadè dun na talù Krayst fagu di do. Là mlungay i kibòan gamu, bay fiten i kaltulusan. 
2CO.13.4	Balù landè gal Krayst di kfatin di krus, bay lê mték mdà di kaltulus Dwata. Na mdà di ksasatumi di kenen, lê landè galmi, bay gagin gami di kenen fagu di kaltulus Dwata teenyu di katdòmi gamu.
2CO.13.5	Tooyu neye i ktoyu fye gadèyu ku ta sasatu gamu di ku Krayst, ku demen là. Ta gadèyu sa na ta mnè Krayst Dyisas di nawayu. Silang là déén ku là fantooyu dun. 
2CO.13.6	Yé toogu fantoo teenyu kadang na nun ulê i nimògu. 
2CO.13.7	Yé dasalmi gamu, too gamu mimò fye. Na ise yé kayèmi fite i knun ulê i nimòmi, bay fye moon teen i kafye nimòyu, balù ku yé kite dad to gami landè gukel i nimòmi. 
2CO.13.8	Du là nimòmi i là glalò di kaglut. 
2CO.13.9	Too gami lehew ku yé kite dad to gami ta landè glalmi, na gamu mbagal. Taman, lêmi gamu dnasal, fye sikof i klalòyu ku Krayst. 
2CO.13.10	Yé duen-gu smulat ani di lamgu là samfulê déé, du fye ku ta kel agu déé di gamu ta landè duen-gu mngak gamu mdà di glal blé Amu di do. Ta banlén agu glal du fye fanbagalgu i kaftooyu, ise ku balinggu flungay.
2CO.13.11	E dad flanek, ani gusen i man-gu di gamu. Tooyu fanduf i katluh, na falningeyu i dad flaugu gamu ani. Tooyu sansatu i nawayu, na mnè gamu di ktanak, na mnè di gamu i Dwata mlé kasakdo na ktanak nawa. 
2CO.13.12	Tooyu fite i kasakdoyu di kasaflanekyu di ku Dyisas Krayst. I kdee dad to ta nfun Dwata dini, manla, “Kumusta” gamu kun. 
2CO.13.13	Mulà moon mnè di gamu i kafye Amuto Dyisas Krayst, na i kakdo Dwata, na i kasgalak di Mtiu Tulus.
GAL.1.1	Do, Pol, i smulat di gamu. Ise ku to i mdek do, na là fagun dun di dademe to, bay yé mdek do Dyisas Krayst, na Dwata Mà, i mték ku Dyisas Krayst di fati. 
GAL.1.2	I kdee dad to ftoo dini, magin ale di do kmumusta di gamu di dad simbahan di Galasya.
GAL.1.3	Yé kayègu moon ku Dwata Mà na i Amuto Dyisas Krayst mlé gamu kafye na ktanak nawa.
GAL.1.4	Na Krayst mlé i kton di fati du mdà di dad salàto du fye galwà ato mdà di lam i dad sasè nimò i dad to là ftoo di mdu ani. Na i nimò Krayst ayé, naginan knayè i Màto Dwata. 
GAL.1.5	Too magdayen i Dwata kel di landè sen. Amén.
GAL.1.6	Tikeng agu di klalyu tmagak i Dwata, dunan i tamlo gamu fagu di kafye Krayst. Na baling gamu ftoo di mahal tdò i manla lê satu Fye Tulen. 
GAL.1.7	Bay too ti glut i man-gu di gamu, landè dademe Fye Tulen. Na i dad to ayé, lola flibug i fandamyu, na kayèla falmo i Fye Tulen gablà di ku Dyisas Krayst. 
GAL.1.8	Bay balù gami ku demen i satu kasaligan mdà di langit tamdò, na là salngadan di ta tdòmi di gamu, mulà moon falnayam kenen kel di landè sen. 
GAL.1.9	Ta manmi ani di gamu, na ani lêgu nulit. Ku nun to tamdò, na là salngadan di ta tdòmi di gamu, mulà moon falnayam kenen kel di landè sen.
GAL.1.10	Yé man nawayu kè ku yé kayègu flehew i dad to? Ise. Yé kayègu flehew i Dwata. Ku yé kayègu flehew i dad to, là gten agu tlo fasak Krayst.
GAL.1.11	Dad flanekgu, kayègu fgadè di gamu, na i Fye Tulen ta tdògu di gamu, ise mdà di dad to. 
GAL.1.12	Ise ku gdawatgu mdà di dad to, na landè to tamdò dun di do, bay Dyisas Krayst i fite dun di do.
GAL.1.13	Ta lingeyu sa i adatgu di munan di klalògu i tdò dad Dyu. Toogu falnayam i dad to ftoo di Dwata, na nimògu i sen gnagan-gu falmo dale. 
GAL.1.14	Di bang ayé, ta baling agu mdatah di dademegu Dyu salngad ktuami di klalògu i tdò dad Dyu, midul fa i do kimen di tdò i dad gutambulmi.
GAL.1.15	Bay mdà di kafye Dwata, ta tanfingan agu di lamgu là sut, na tlon agu mimò i knayèan. 
GAL.1.16	Na fiten di do i Ngàan du fye tdògu i Fye Tulen gablà di kenen di dad to ise Dyu. Na di bang ayé, landè to gumnigu flau. 
GAL.1.17	Na là salu agu di Dyérusalém lmauy i dad to muna dek Dwata. Bay, yé nimògu gasil agu salu ditù di Arabya, na kafnge ayé, lê agu samfulê di Damaskus. 
GAL.1.18	Na kafnge tlu fali, yé klogu gatù di Dyérusalém du fye dilègu Piter, na fanak agu di safédan sfalò lime butang klon. 
GAL.1.19	Na landè dademe dad to dek Dyisas teen-gu, lo senan Dyém, i twali Amuto Dyisas.
GAL.1.20	Slame glut kdee sulatgu ani. Na gadè Dwata là tmulen agu kéng.
GAL.1.21	Kafnge ayé, fles agu ditù di Sirya na Silisya. 
GAL.1.22	Na i dad to ftoo di ku Dyisas di Dyudiya, là lmenla mite do di munan. 
GAL.1.23	Lo yé gadèla gablà di do i lingela tulen i dademe dad to, yé manla, “I to falmayam gito di munan, ta tamdò i kaftoo di ku Dyisas Krayst. Yé ta tdòan ani i knangan di munan.” 
GAL.1.24	Taman, toola dnayen i Dwata mdà di do.
GAL.2.1	Kafnge i sfalò fat fali, yé klogu samfulê ditù di Dyérusalém magin ku Barnabas, na fagin-gu Titu. 
GAL.2.2	Yé duen-gu samfulê ditù du dek Dwata agu. Lo yé gustulen-gu di dad ulu i dad to ftoo di ku Dyisas, na yé tulen-gu dale i Fye Tulen tdògu di dad to ise Dyu. Yé duen-gu fbateng dun di dad Dyu ayé, du là mayè agu ku i katdògu di munan na di mdu ani ku landè gukmamu dun. 
GAL.2.3	Na balù Titu, i magin di gami, Grik kenen, bay landè fmeges dun fimò ilè di lawehan, 
GAL.2.4	balù ku nun dademe dad to mayè fimò dun di kenen. Lo ale flingu ftoo, na ta magin ale di gami du tnanulla i kagalwà ta gdawatmi mdà di ksasatumi di ku Krayst. Na yé kayèla lê gami magfasak samfulê. 
GAL.2.5	Bay là ti fafisan gami di dale, du fye fles mnè di gamu kaglut i Fye Tulen.
GAL.2.6	Na i dad sawe ulu ditù di simbahan di Dyérusalém, landè tanlasla di dad tdògu. Na là mabtasan di do ku simto ale du i Dwata landè nungulan. 
GAL.2.7	Bay, i dad ulu ayé, gadèla na ta gablé Dwata di do i glal tamdò i Fye Tulen di dad to ise Dyu, salngad i kablén ku Piter i glal tamdò i Fye Tulen di dad Dyu. 
GAL.2.8	Du mdà di kaltulus i Dwata, dekan agu tamdò di dad to ise Dyu salngad di kdekan ku Piter tamdò di dad Dyu. 
GAL.2.9	Ale Dyém, Piter na Dyan, dilè na dale ulu, gadèla Dwata fimò do ani. Toola gami dnawat dademela salngad tamdò. Na yé gusasatu nawa i kdeemi, lwemi Barnabas, tamdò di dad to ise Dyu, na nè dale, tamdò ale di dad Dyu. 
GAL.2.10	Na lo yé fnila di gami ku tnabengmi dad to landè knun di blengla, na too agu mayè mimò dun.
GAL.2.11	Bay kanto kel Piter di Antyuk, nngakgu kenen di kanfe i dad to du gsalà i nimòan. 
GAL.2.12	Di lam là fa kel i dad to dek Dyém, gal kmaan Piter di saféd i dad to ise Dyu. Bay kanto ale kel, ta fawag kenen, na là kmaanan di safédla du likò di dad Dyu gal mdek i dad to ise Dyu fimò ilè di lawehla. 
GAL.2.13	Na ta gambet di kenen i dademe Dyu ftoo, na balù Barnabas, ta lê kenen mgebe. 
GAL.2.14	Na kantogu teen na là glalò i nimòla di kaglut i Fye Tulen, man-gu di ku Piter di kanfe i kdee dad to, “Dyu ge, bay i nimòam salngad di nimò i dad to ise Dyu. Na ku yé nimòam, dét i kibòam flalò i dad to ise Dyu di adat i dad Dyu?”
GAL.2.15	Gami i dad Dyu mdà di ksutmi, na ise ayé gutambulmi di dad ise Dyu i galmi man, “Dad gamsalà” du lnafàla i uldin Dwata ta fagun di ku Mosis. 
GAL.2.16	Na gadèmi landè to tluh di kanfe Dwata fagu di kimenan i uldin, bay lo fagu di kaftoon ku Dyisas Krayst. Taman, ta lê gami ftoo ku Krayst Dyisas du fye tluh gami fagu di kaftoomi di kenen. Na ise ku yé gumdàmi tluh mdà di kimenmi i uldin, du landè to tluh di kimenan i uldin. 
GAL.2.17	Balù ku yé naluh nawami mgimò tluh di kite Dwata mdà di ksasatumi ku Krayst, bay teen dad to sana kagsalàmi salngad di dad to ise Dyu. Yé kè kayèan man na Krayst i gal mdek gami mimò salà? Ise ayé. 
GAL.2.18	Ku lêgu sanfulê i ta knagolgu, dini gugmadè dun ta lnafàgu i dad uldin. 
GAL.2.19	Yé mebe do di fati i uldin du mdà di là kgimen-gu dun. Na ta tnagakgu du fye gimen-gu i knayè Dwata. Fagu di kaftoogu ku Krayst, ta gagin agu di kfatin di krus. 
GAL.2.20	Taman, ta ise do i mto, bay Krayst i ta mto dini di do. Na i lawilgu gnamitgu di kaftoogu di Ngà i Dwata, dunan i kambong do nawa na fafati di do. 
GAL.2.21	Là ti tnagakgu i kafye Dwata, du ku yé gumdà Dwata famdam ta tluh i satu to fagu di kimenan i dad dekan, landè gukmamu i kfati Krayst di krus.
GAL.3.1	E, dad to di Galasya, sawe book gamu. Simto i gutabanyu? Ta too mbateng sa i ktulen dun di gamu gablà di kfati Dyisas Krayst di krus. 
GAL.3.2	Nun snalekgu di gamu. Dét kibòyu gamdawat i Tulus Dwata? Gdawatyu kè fagu di kimenyu i uldin Dwata fagu di ku Mosis, ku demen fagu di kaflingeyu na kaftooyu di Fye Tulen gablà ku Dyisas Krayst? 
GAL.3.3	Tay kbookyu. Di katbùyu ftoo, yé snaligyu i Tulus Dwata. Kafnge ayé, ta baling yé snaligyu i gamu gnagan. 
GAL.3.4	Landè kè btasan di gamu i kdee dad ta gnaguyu? Là fakay ku landè ulê i dad gnaguyu ayé. 
GAL.3.5	Di kablé Dwata i Tulusan di gamu na di kimòan i dad tnikeng di blengyu, dét duenan mimò dun? Mdà kè di kimenyu i uldin, ku demen mdà di kaflingeyu na kaftooyu di Fye Tulen?
GAL.3.6	Salngad ayé man i Tnalù Dwata gablà ku Abraham, “Fantoon i Dwata, na mdà déé, tluh kenen di kanfen.” 
GAL.3.7	Na salngad ayé, i kdee dad to ftoo di ku Dyisas Krayst, dale mgimò dad bel Abraham. 
GAL.3.8	Di kafsulat Dwata i Tnalùan, ta sanan gadè na tanluhan i dad to ise Dyu fagu di kaftoola. Taman, ta falan fgadè i Fye Tulen di ku Abraham, manan, “Fagu di ge, banlégu kafye i kdee dad sahal to di klamang banwe.” 
GAL.3.9	Ftoo Abraham di Dwata, na banlén kenen kafye. Taman, i kdee ftoo, lêan ale banlé kafye.
GAL.3.10	I kdee dad to smalig di kimenla i uldin, ta mnè di tahla i flayam Dwata, du ani man i Tnalù Dwata, “Falnayam i kdee dad to ku là sdulêla nimen i kdee dad uldin ta gsulat.” 
GAL.3.11	Na tooto gadè là ti tluh i satu to di kanfe i Dwata fagu di kimenan i dad uldin Dwata ta fagun di ku Mosis, du ani man i Tnalù Dwata, “Lo yé gamfun nawa landè sen i to tluh di kanfe Dwata fagu di kaftoon.” 
GAL.3.12	Bay i uldin, là tmagenan di kaftoo, du ani man i Tnalù Dwata, “Ku nun to, sandulêan nimen i kdee uldin, gfunan i nawa landè sen.”
GAL.3.13	Bay baling yé maflayam, Krayst du nsòan ato mdà di kaflayam gdawatto moon di là kgimento i uldin, du ani man i Tnalù Dwata, “Nè to fnatak di krus, yé falnayam.” 
GAL.3.14	Ani duen Krayst mimò ayé du yé kayèan ku i kafye ta fakang Dwata di ku Abraham lê gdawat i dad ise Dyu fagu di ku Krayst Dyisas, du fye gdawatto i Tulus ta fakang Dwata di gito fagu di kaftooto.
GAL.3.15	Dad flanekgu, ani satu guflingen-gu i man-gu ayé. Ku nun kasafnè, na ta fnge fnirma
GAL.3.16	Nun dad fakang nimò Dwata di ku Abraham na di belan. Na ise ayé man Tnalù Dwata ku “di dad belam.” I knayèan man lo satu to, dunan Krayst. 
GAL.3.17	I Dwata, nun nimòan kasafnè ku Abraham, na yé fakangan dnohòan. Silang blé Dwata i uldin kafnge fat latuh tlu falò fali. I uldin, là ti falmon i kasafnè ku demen landè gukmamu i fakang. 
GAL.3.18	Du ku yé duen Dwata mlé kafye di dad to du mdà di kimen i dad uldin, ta landè gukmamu i fakangan. Bay di kaglutan, yé duen Dwata mlé kafyen di ku Abraham du dnohòan i ta fakangan di kenen.
GAL.3.19	Ku gambet ayé, dét kè gukmamu i uldin? Yé duen Dwata mlé i uldin fagu di ku Mosis du fye teen dad to i salàla. Na yé ta gusen i kaflalò Dwata di uldin kanto kel i satu to ta fakangan, dunan i bel Abraham, yé dagitan Krayst Dyisas. Na blé Dwata i uldin di ku Mosis fagun di dad kasaligan, na Mosis lê man tmugad dun di dad to. 
GAL.3.20	Landè gukmamu i to mnè di bleng du lo satu Dwata talù ku Abraham di kablén i fakangan.
GAL.3.21	Yé kayèan man ani kè i uldin Dwata fagu di ku Mosis na i fakang Dwata, là maslalò ale? Là sa, du ku nun moon uldin gamlé nawa landè sen di dad to, fakay mgimò tluh i kdee di kanfe Dwata fagu di kimenla i uldin ayé. 
GAL.3.22	Bay yé man Tnalù Dwata, magfasak i kdee dad to di salà. Na mdà déé, lo yé gamdawat i blé ta fakang Dwata dunan i dad to ta ftoo ku Dyisas Krayst.
GAL.3.23	Di laman là kel i bang kaftoo, magfasak ato di uldin, na silang ato galwà déé kantoto gadè i dalan ftoo di ku Krayst. 
GAL.3.24	Taman, i uldin tamdò gami kel di kakel Krayst, na mdà déé, tluh gami di Dwata fagu di kaftoomi di ku Krayst. 
GAL.3.25	Na ani, du ta ftoo gami di ku Dyisas Krayst, ta landè ktoo uldin tamdò gami.
GAL.3.26	Na i kdeeyu, ta mgimò gamu nan dad ngà i Dwata fagu di kaftooyu di ku Krayst Dyisas. 
GAL.3.27	Na i kdeeyu ta fbunyag di ku Krayst, ta déé Krayst di gamu. 
GAL.3.28	Na gito dad to ta ftoo di ku Krayst Dyisas, ta landè gusahalto, balù ku Dyu ku demen ise Dyu, balù ku fasak ku demen ise fasak, balù ku lagi ku demen libun, du i kdeeto ta masasatu di ku Krayst Dyisas. 
GAL.3.29	Na du ta nfun Krayst gamu, ta glam gamu di bel Abraham, na gdawatyu i fakang Dwata.
GAL.4.1	Kaflingenta dun, ku nun ngà ta mati i màan, kenen mfun kdee dad knun i màan. Bay du ngà kenen fa, landè gusahalan di dad fasak balù ku kenen mfun i kdee. 
GAL.4.2	Di laman ngà fa, là fakay ku là nimenan i dad to mifat kenen, na i dad to mifat i dad knunan kel di bang fala nalék i màan. 
GAL.4.3	Na salngad ayé i kagkahto gito, du di lam là fa kel Krayst, magfasak ato di dad gulmalòto magot i banwe ani. 
GAL.4.4	Bay kanto kel i bang ta fala nalék Dwata, dekan i Ngàan sut di satu libun, na glam kenen di dad Dyu mgebe i uldin, 
GAL.4.5	du fye falwàan i dad to mgikat di kimen i uldin du fye mgimò ato dad ngà i Dwata.
GAL.4.6	Na yé gudmilè dun ta ngà gamu i Dwata, du ta dek Dwata i Tulus Ngàan mnè di nawayu, na mdà ayé ta fakayyu tlo i Dwata “Mà.” 
GAL.4.7	Na yé duenam man, ta ise gamu fasak bay dad ngà i Dwata. Du ta ngà Dwata gamu, ku dét i blén di dademe dad ngàan, yé lêan blé di gamu.
GAL.4.8	Na di munan, di lamyu là fa dmilè i Dwata, fasak gamu i dad ise glut dwata. 
GAL.4.9	Bay ani, ta dilèyu i Dwata, na ta lêan gamu dilè. Na kan ku mayè gamu samfulê di dad muna gulmalòyu landè gnagan na landè kamu? Mayè gamu kè ku lê gamu magfasak di dad tdòla? 
GAL.4.10	Kan ku fantooyu i dad lii fagu di kafèyu i dad mabtas du, na ksut i bulen, na i kaktu di kat fali? 
GAL.4.11	Yé klikògu, keng landè gukmamu i kdee ta tdògu di gamu.
GAL.4.12	Dad flanek, fakdogu di gamu, lalòyu i adatgu salngad klalògu i gamu adat. Na gamu, landè gusasè i nimòyu di do. 
GAL.4.13	Na ta gadèyu sa yé gumdàgu gamtdò gamu i Fye Tulen di munan du mdà di knun tdukgu. 
GAL.4.14	Na balù ku maflayam gamu mifat do di knun tdukgu, là ti fantulahyu agu, na là ti nadoyyu agu. Bay yé kdawatyu do salngad ku yé lmauy gamu kasaligan i Dwata ku demen Krayst Dyisas. 
GAL.4.15	Toogu lyalo i kakdoyu di do di bang atù. Ku loyu fakay nwè i matayu, ta bléyu do. Kan ani ku ta matlas i fandamyu? 
GAL.4.16	Kan dé ku ta knangyu agu nawa? Yé kè duenan du mdà di ktulen-gu gamu i kaglutan?
GAL.4.17	I dad to tamdò kéng, too ale mayè mlad gamu, bay sasè i fandufla. Yé kayèla ku gawag gamu di do du fye dale i nsenyu. 
GAL.4.18	Too ti fye i mafè syan ku fye i duenan. Fanlesyu i nimòyu ayé balù ku déé agu ku demen là. 
GAL.4.19	E dad ngà toogu kanbong nawa, too agu maflayam di gamu salngad di kaflayam i libun fan sut ngàan kel di kagfunyu i ldam Krayst. 
GAL.4.20	Too fye moon ku déé agu di safédyu du fye fan-ganaggu i ktalùgu di gamu du too msamuk i fandamgu.
GAL.4.21	Nun snalekgu di gamu dad to mayè lmalò di uldin. Ta glabatyu kè i gumtatekan? 
GAL.4.22	Du yé man i Tnalù Dwata gablà ku Abraham, nun lwe ngàan lagi, i satu sut di libun fasak, na i satu sut di libun ise fasak. 
GAL.4.23	I ngàan sut di fasak, sut di btal ksut. Bay i ngàan sut di libun ise fasak, yé gugdohò i fakang Dwata. 
GAL.4.24	Na i lwe libun ayé, yé guflingen di lwe kasafnè. I satu, yé dagitan Hagar, na yé kagkah i dad belan lê ale magfasak, du yé gugafléd Hagar, dunan i uldin blé Dwata fagu ku Mosis di Bulul Sinay. 
GAL.4.25	Na yé guflingen-gu ku Hagar dunan i Bulul Sinay di banwe Arabya, na yé gumtatekan dunan i syudad Dyérusalém du magfasak i dad to di klalòla i uldin. 
GAL.4.26	Bay i satu libun, yé dagitan Sara. Ise kenen fasak, na yé banwen satu Dyérusalém ditù di langit. Na gito i dad belan du là magfasak ato di uldin ayé. 
