MAT.1.1	Tuhca̱ cochi nda̱ta yahn Dihvo vo Jesucristo. Ihyan ndico yahn ye ne, David ma̱n, Abraham ma̱n.
REV.11.7	Ate cuahn che a dinahn ye ntiyon che cuahtenan cuma ye ne, quenda̱h a̱ma ite ta̱n na̱n infierno, cuhma te nduco ye, ne ca̱hno te ihyan. 
REV.11.8	Cota̱ve ye cua̱n yune viya̱n, ya̱n chahte me na̱n che quenan ya̱h Dihvo vo Jesucristo. Na̱hn cua̱n ne, ra̱hn ihyan te ya̱n min ne, a nahn da̱ma nduco Egipto ma̱n, nduco Sodoma ma̱n. 
REV.11.9	Nducoya̱ca ihyan, queri a̱ma nación ma̱n, nda̱ta yahn ye ma̱n, deva̱co yahn ye ma̱n ne, ndihchero ye tena̱hn chahn chete che ino ro quenan ma̱hn, ne hua cuahnecun ye che cuehche ye. 
REV.11.10	Ihyan iyehnse ne, a̱ma co yeno ye cuahn che coh ihyan chahn, nde tuno dechuh a̱ma ta̱ma ye vedino yahn vih. A̱ma co yeno ye che coh ihyan chahn, te a̱ma chuhrihn ye yahn vederihquentiyon che cuahtenan cuma ye. 
REV.11.11	Ate cuihno ino ro quenan ma̱hn ne, ndedetuhche Dendiohs ihyan, ne nducoya̱ca ihyan che ndihchero ye ne, a̱ma dihya ye co. 
REV.11.12	Cahnevan ihyan chahn a̱ma ndudo che ca̱ca na̱n ro, a̱ma dito ca̱hma nduco ye:
REV.11.12	―Cochi nchuhn.
REV.11.12	Tuhme nducoya̱ca ihyan che hua ri rendihche ye ihyan chahn ne, ndihchero ye che nda̱ ye vahchetero va̱n man. 
REV.11.13	A ura min no a̱ma nuhn ya̱hn, ne a̱ma ndeh cua̱n cora vah viya̱n, coh ndache mil ihyan. Ihyan che hua coh ye ne, a̱ma dihya ye co, nde tuno ndeva ye yavena̱n Dendiohs, ihyan min che va ye vahchetero.
REV.11.14	Nduco chemin ne, co o yune che cuhnde vedeyah, ate renda ca ta̱ma.
REV.11.15	Cuahn che tive ta̱ma ángel na̱n che a chi ndache ye ne, chihneván che a̱ma yudo chenun ndudo yahn a̱ma ya̱hn ihyan vahchetero che ra̱hn tuhca̱:
REV.11.15	Nducuahn vederihquentiyon che va iyehnse ne, a ndonda̱ ta̱h
REV.11.15	Dihvo vo Dendiohs ma̱n, Dihvo vo Jesucristo, ihyan min che dechuh ye, ndedevahn ye ihyan iyehnse ma̱n.
REV.11.15	Dihvo vo Dendiohs ca̱hcantiyon ye numacuahn ro.
REV.11.16	Tuhme nduh che ndico cun indihte chahn ne, chehntihya ye, ndeva ye yavena̱n Dendiohs, 
REV.11.17	ne ra̱hn ye:
REV.11.17	Dihve nuhn Dendiohs che a̱ma chahte vederihquentiyon quenan cuma ne ma̱n, che va ne numacuahn ro ma̱n,
REV.11.17	rente nuhn nundihve cuahn ndih
REV.11.17	yahn che chihco ro ne vederihquentiyon chahte yahn ne ma̱n,
REV.11.17	cana̱n rihquentiyon ne numa dito ne ma̱n.
REV.11.18	Chi ta̱n ihyan iyehnse,
REV.11.18	ate a nda̱ ro che cuhnde ca̱de yahn nducoya̱ca ye ma̱n, tena̱hn man,
REV.11.18	din ne castigo ihyan che hua ri rendihche ye ndih ma̱n,
REV.11.18	decuihno ne ihyan che redetohnan ye iyehnse ma̱n.
REV.11.18	A nda̱ ro che ndeva ne ihyan profeta yahn ne ma̱n,
REV.11.18	nducoya̱ca ihyan yahn ne, a chahte o hua chahte vederihquentiyon chenan cuma ye ma̱n.
REV.11.19	Tuhme vahchetero na̱n che va Dendiohs ne, ndihcheró yave na̱n che quenun ndah ndudo che ca̱h ye che ndedevahn ye ihyan yahn ye. Ura min a̱ma nuhn ya̱hn ma̱n, a̱ma chiya cuah ma̱n, a̱ma chine da̱ve ma̱n, a̱ma chera yun ma̱n.
REV.12.1	Va̱n ya̱hnde yáhn ne, ndihcheró che chinahn a̱ma vederihno na̱n ro. Chihnde ro a̱ma ihyan nda̱hta che deca̱ ro dave yahn ya̱hn deca̱ ro tino yahn ye ma̱n, che quenun tin ye a̱ma corona che chenan ndichio iyon ma̱n, ne cua̱hn ndiya ca̱h ye ne, quenan iyo. 
REV.12.2	Ihyan min ne, rah ye che a ra yah chete ye, te nda̱ ura che cuacoya̱hn ye.
REV.12.3	Tuhme chihnde ro a̱ma ite ta̱n che a̱ma yu ca̱ te. Ite min ne, cua̱h te, ne chenan ndache tin te ma̱n, ndiche dihne te ma̱n. Queri a̱ma tin te ne, quenun a̱ma corona. 
REV.12.4	A nahn ma̱hn va iyon che chendihco na̱n ro chihtera te nde ndiya̱hn nduco nducodahn te. Chandi ya̱n te na̱n ihyan nda̱hta me ca̱va che cheh te da̱ya ye ndeta̱hn che cuhndeya̱n. 
REV.12.5	Ihyan nda̱hta me ne, chacoya̱hn ye a̱ma decua̱h cha̱hn che a va ca̱de che ca̱hcantiyon numachahte iyehnse. A̱ma chahte vederihquentiyon conan cuma, nde a̱ma ihyan hua co nda̱hco ndiya ye. Ate hua chi cheh te decua̱h me, te ndeva Dendiohs, chaconahn ye na̱n vederihquentiyan yahn ye. 
REV.12.6	Tuhme chano ihyan nda̱hta me, cuahn ye conan ye a̱ma cua̱n ya̱hn na̱n che metah duhva na̱n che a ndihcoya̱n Dendiohs. Min ca̱hcacheh ye ihyan chete che a̱ma mil quendudo o ciento ino raco ro.
REV.12.7	Adive ne, Miguel nduco ángel che rihquentiyon ye ne, cuhn ye nduco ite ta̱n me ma̱n, ángel yahn te ma̱n. 
REV.12.8	Hua chicha te, ne ametah chi chahtenan te vahchetero nduco vih. 
REV.12.9	Tahque ndah ne, chaconda̱h ye ite nduco ihyan yahn te nde ndiya̱hn. Ite ta̱n me ne, a chemin che chundah, sa̱hn min che ndaconda̱ se cu ro mena̱n me ma̱n, sa̱hn min che quechica numachahte iyehnse, rihncheh se ihyan ma̱n.
REV.12.10	Tuhme chihneván a̱ma ndudo vahchetero che a̱ma dito ra̱hn:
REV.12.10	―A chihco ro Dendiohs yuhn vo vederihquentiyon chahte che quenan cuma ye, a ndero ndi che a ndedevahn ye ihyan yahn ye. Dechuh ye Dihvo vo Jesucristo, ca̱va che ndedevahn ye ihyan iyehnse, ne a nda̱ ro che ndonda̱ ta̱h ihyan min vederihquentiyon, cuana̱n ca̱hcantiyon ye. Tihca̱, te a denda chundah, sa̱hn min che ricanunde se yahn dihno vo na̱n Dendiohs nde ro nde ra̱hn. 
REV.12.11	Dihno vo chahn ne, nda̱hco ndiya ye vederihquentiyon yahn se, te chi chahtino ye Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ ama itecuche lihn che chi te vedino na̱n Dendiohs, quendi ye cahndudo ye Ndudo Ndah yahn ye, nde hua din va̱h ye sa̱hn andahre va che coh ye. 
REV.12.12	Chemin che nchuhn che vate ne vahchetero ne, cuahte ne vedeyeno. Me nchuhn che vate ne iyehnse ma̱n, che vatechica ne na̱n nuniya̱hn ma̱n ne, ¡yah rí ca̱va ne!, te nducote denda chundah ne, numacuahn vedeta̱n cochi se va̱n nchuhn, ne a devano se te cuihno te neve ro me, a cuihno vederihquentiyon yahn se.
REV.12.13	Cuahn che chenda̱h ite ta̱n me nde ndiya̱hn ne, quenda̱h te ihyan nda̱hta me. 
REV.12.14	Ate ihyan nda̱hta me ne, din Dendiohs che quenan reche ye nduhca̱ reche ihya, nduco tihca̱ ndevahn ye, ne quendihco ya̱co ye, cuahn ye ya̱hn na̱n che metah dehva. Min ca̱hcacheh Dendiohs ihyan chete che ino nduyo quenan ma̱hn. 
REV.12.15	Ite ta̱n me ne, tenda̱h te nune chende te ca̱va che ndo a̱ma ico, canerine ihyan nda̱hta me. 
REV.12.16	Ate hua dehva chi yahn ye, te chehchenun ya̱hn min, ne chera nun nune me. 
REV.12.17	Nduco chemin ne, a̱ma chi ta̱n ite min nduco nda̱hta me, ne cuahn te, din ta̱n te nduco nda̱ta yahn ye, ihyan chahn che redinahn ye vederihquentiyon yahn Dendiohs, ritahno ye Dihvo vo Jesucristo.
REV.13.1	Va̱n ya̱hnde yáhn ne, anduhneca̱ ndete che chandí chihto nuniya̱hn. Min ndihcheró a̱ma ite ta̱n che chenan ndache tin te ma̱n, ndiche dihne te ma̱n. Queri a̱ma dihne te ne, quenan a̱ma corona, ne queri a̱ma tin te ne, quenan a̱ma ndudo che chihnga̱ ra̱hn yahn Dendiohs. 
REV.13.2	Ite min ne, deca̱ ro ya̱hyan de ca̱ ro te. Ca̱h te ne, nduhca̱ ca̱h oso, ne chende te ne, nduhca̱ chende león. Ite ta̱n che quenda̱h te ihyan nda̱hta me ne, nda̱co te vederihquentiyon che quenan cuma te ta̱h ite che deca̱ ro ya̱hyan deca̱ ro me ca̱va che ca̱hcantiyon te menun te. 
REV.13.3	Ite che deca̱ ro ya̱hyan deca̱ ro me ne, a̱ma tin te ne, a̱ma yah, adeche coh te. Ate ndoyahn te, ne a̱ma rahn ino ihyan iyehnse, ne chinduco ye ite. 
REV.13.4	Ihyan iyehnse ne, ndeva ye yavena̱n ite ndina̱n me yahn che nda̱co te vederihquentiyon yahn te ta̱h ite che ta̱ma me. Namin ndeva ye yavena̱n ite che ndonda̱ ta̱h te vederihquentiyon me, ne ra̱hn ye yahn te:
REV.13.4	―Metah nde a̱ma ihyan nduhca̱ te. Nde a̱ma ye hua co nda̱hco ndiya ye vederihquentiyon yahn te.
REV.13.5	Namin ndonda̱ ta̱h te vederihquentiyon che ndonan ma̱n te ite ma̱n, chihnga̱ ca̱hma te yahn Dendiohs ma̱n, ne cahnecun Dendiohs che ca̱hcantiyon te chete che o raco o iyo. 
REV.13.6	Chihnga̱ ra̱hn te yahn Dendiohs ma̱n, nda̱hchenan te vahchetero na̱n che va ye ma̱n, ihyan yahn ye che chenun ye min ma̱n. 
REV.13.7	Namin cahnecun ye che cuhma te nduco ihyan yahn ye nde nda̱hco ndiya te ihyan, ne nuhnde ta̱h te vederihquentiyon che ca̱hcantiyon te nducoya̱ca ihyan iyehnse, queri a̱ma nación ma̱n, queri a̱ma nda̱ta yahn ye ma̱n, deva̱co yahn ye ma̱n. 
REV.13.8	Na̱n libro yahn Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino na̱n Dendiohs ne, nde ro che metah cuhnde iyehnse ne, chenan ca̱ca ihyan che chenan cuma che cuahtenan ye vahchetero numacuahn ro, ne nducoya̱ca ihyan che hua chenan che duche ye na̱n libro me ne, ndeva ye yavena̱n ite min.
REV.13.9	Nducoya̱ca nchuhn, cuendedecadino ndah ne yahn ndudo che ca̱hmá. 
REV.13.10	Cuedevano ne te nducoya̱ca ihyan che din ye preso ihyan chena̱hn ne, namin va che co ye preso, ne ihyan che ca̱hno ye ihyan ne, namin nduco vederih min va che coh ye. Chemin che ihyan yahn Dendiohs ne, nahn che cuahtenan cuma ye vedechahtino ma̱n, nahn che quendi ye cotahno ye Dihvo vo Jesucristo ma̱n.
REV.13.11	Chihno min ne, ndihcheró ta̱ma ite ta̱n che quenda̱h ro te ndiya̱hn. Ite min ne, chenan o dihne te che deca̱ ro dihne itecuche lihn deca̱ ro, ne numacuahn vedeta̱n rah ta̱ te. 
REV.13.12	Quenan cuma te vederihquentiyon yahn ite che chi yah tin me, ne redinahn te yahn te, nde redin te fuerza ihyan iyehnse che ndeva ye yavena̱n ite min. 
REV.13.13	Redin te vederihno rahte nde redin te che ra ya̱hn che rica na̱n ro, rendihchero ihyan. 
REV.13.14	Ite ndina̱n me, ite min che ndoyahn te che nda̱ca yah tin te nduco espa̱da ne, ca̱h yune te che din ite che ta̱ma me vederihno, ne nduco chemin chihncheh te ihyan iyehnse, chinun te ihyan che nta̱ve ye ite ndina̱n me. 
REV.13.15	Cuahn che a nta̱ve ye ite che ndinan me ne, ndonda̱ ta̱h ite che ta̱ma me vederihquentiyon che din te che conun ico ma̱n, che co ca̱hma ma̱n, ne ca̱hcantiyon te che coh ihyan che hua ndeva ye yavena̱n. 
REV.13.16	Chihquentiyon te che ihyan che rinduco ye ite, nde checa̱hya nde checune, ihyan cuihca ma̱n, ihyan cheva̱h man, ihyan che redin ye ntiyon yahn ihyan ma̱n, ihyan che redin ye ntiyon yahn ma̱n ye ma̱n, che conan ca̱de yahn ite ndina̱n yahn te ta̱h cua̱co ye o chata ye. 
REV.13.17+REV.13.18	Nde a̱ma ihyan hua co cua ye, nde hua co ndihcue ye, ndete che hua quenan ca̱de yahn te ihyan. Ca̱de min ne, número a̱n ciento quenan ino raco a̱n, ne nahn che ndedecadino nchuhn nduco cuda̱do ca̱va che conahn ne deh conahn.
REV.14.1	Chihno min ne, ndihcheró Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino na̱n Dendiohs, nti ye tingüete che duche Sion, ne nduco ye ihyan che a̱ma ciento quenan o raco cun mil chahn che chenan ca̱de chata ye che duche Dihvo vo ma̱n, Chido vo Dendiohs ma̱n. 
REV.14.2	Chihneván che ri ihyan arpa, ne a̱ma yudo chenun che ca na̱hn na̱hn rahco ma̱n, nduhca̱ che rine da̱ve ma̱n. 
REV.14.3	Tuhme cana̱n rita ihyan chahn a̱ma himno ra na̱n va Dendiohs, min na̱n che chenun nduh che cun che deca̱ ro ite deca̱ ro me ma̱n, nduh che ndico cun indihte chahn ma̱n. Nde a̱ma ihyan hua co conun ino ye himno min, atena̱n ihyan che a̱ma ciento quenan o raco cun mil chahn che ndedevahn Dendiohs ihyan va̱n ihyan iyenhse. 
REV.14.4	Ihyan che a̱ma ciento quenan o raco cun mil chahn ne, hua chahtenan cuma ye nda̱hta. A ihyan chahn mena̱n vihca che ndihco vih Dendiohs ihyan ca̱va che din ye ntiyon yahn ye ma̱n, ntiyon yahn Dihvo vo Jesucristo ma̱n. Rinduco ye Dihvo vo na̱n ntiyon yahn ye adecotino che quechica ye. 
REV.14.5	Ihyan chahn ne, hua nte ye nde a̱ma ndudo cuendo, dave yavena̱n ye na̱n Dendiohs.
REV.14.6	Chihno min ne, ndihcheró a̱ma ángel che quechica ye deva̱n yuhne menda̱hn na̱n ro, nda ye vederihquentiyon che cuahndudo ye Ndudo Ndah yahn Dihvo vo Jesucristo, cahnevan nducoya̱ca ihyan iyehnse, queri a̱ma nación ma̱n, nda̱ta yahn ye ma̱n, deva̱co yahn ye ma̱n. 
REV.14.7	Ra̱hn ángel me numa dito ye:
REV.14.7	―Cuenevahnecun nchuhn Dendiohs, ihyan min che dendah ye na̱n ro ma̱n, iyehnse ma̱n, nuniya̱hn ma̱n, va̱co nune ma̱n. Cuendeva ne yavena̱n ye, te a nda̱ ro che techeca̱de ye.
REV.14.8	Tuhme quenda̱h yahn ta̱ma ángel, ne ra̱hn ye:
REV.14.8	―Ihyan ya̱n Babilonia che a̱ma chi na̱n chi chahte ne, a denda ye. Ihyan chahn ne, ndere chahtechica ye, chahtendihco ye nunde, nde tihyon yune ye ihyan numachahte iyehnse che dama chi ye nduco ye. Ate ma̱n ne, a denda ye.
REV.14.9	Quenda̱h yahn ta̱ma ángel na̱n che chi ino ye, ne a̱ma dito ra̱hn ye:
REV.14.9	―Ihyan che ndeva ye yavena̱n ite ta̱n che ndina̱n me ma̱n, che ndeva ye yavena̱n che nta̱ve ye che conan menun te ma̱n, che cuahnecun ye che conan ca̱de yahn te ta̱h ye o chata ye ma̱n ne, 
REV.14.10	numacuahn vedeta̱n din Dendiohs castigo ihyan, cuahtenun ye va̱n ruchiya̱hn che riche nduco azufre. Na̱n Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino ma̱n, na̱n ángel yahn Dendiohs ma̱n ne, va che co ihyan chahn castigo yah. 
REV.14.11	Cuahn da̱ma cuahtenun ye min va̱n ruchiya̱hn, chuhrihn ye nde ro nde ra̱hn.
REV.14.12	Chemin che ihyan yahn Dendiohs, ihyan chahn che renevahnecun ye vederihquentiyan yahn ye ma̱n, riquendi ritahno ye Dihvo vo Jesucristo ma̱n ne, nahn che cuahtenan cuma ye vedechahtino.
REV.14.13	Tuhme chihneván a̱ma ndudo che chica vahchetero che ra̱hn ri u:
REV.14.13	―Codiron tuhca̱: “A̱ma ndah ro yahn tena̱hn che chitahno ye Dihvo vo Jesucristo cuahn che chahtenan ye iyehnse.” Namin codiron ndudo cuh che ra̱hn Vaco Ndah yahn Dendiohs: “Ma̱n ne, cuahte tuhno ye, a quenan na̱n che din ye ntiyon yahn Dendiohs, chahtenan ye iyehnse. Nducote runeca̱de chahtenan ye min ne, ma̱n ne, a̱ma ndah ro yahn ye.”
REV.14.14	Tuhme ndihcheró a̱ma man cua, ne mena̱n man me ne, va ihyan min che rinduco ye nducoya̱ca ihyan. Quenun tin ye a̱ma corona diya̱hngua̱n, ne nda ye a̱ma hoz che a̱ma can. 
REV.14.15	Ura min chica ta̱ma ángel vahchetero na̱n va Dendiohs, ne numa dito ye ra̱hn ye ri ye ihyan min:
REV.14.15	―A nda̱ ro che ndeva̱hn ne ndute nda̱ta che va iyehnse. Cuica ne trigo, cuenedin da̱ma ne, te a va ya̱n.
REV.14.16	Tuhme ihyan che va ye na̱n man me ne, chica ye trigo nduco hoz yahn ye, nedin da̱ma ye.
REV.14.17	Chihno min ne, chica ta̱ma ángel vahchetero na̱n va Dendiohs, ne namin nda ye a̱ma hoz che a̱ma can. 
REV.14.18	Tuhme ángel che redin ye cuda̱do ya̱hn na̱ta me ne, chica ye min, ne numa dito ye ra̱hn ye ri ye ángel che nda ye hoz me:
REV.14.18	―Cotah hoz yehn, ne cuique ndute yahn dihyo uva che va iyehnse, te a nine.
REV.14.19	Dinahn ángel me, ne chica ye duhndo uva nduco hoz yahn ye, chih ye chete tanque na̱n che va che cuhno. Checadinó te che cuhno uva chahn ne, conahn nduhca̱ che din Dendiohs castigo yah ihyan nunde. 
REV.14.20	Ndihcheró che chihno uva chahn cua̱hn chihto ya̱n Jerusalén. Cuahn che ndo ya tanque me ne, dema̱n yun ndiquenda̱h, chetuhn nta̱hn cuaco chihto tanque me tenduh ino ciento kilometro, ne che ya̱no ne, rehche a̱ma caba̱llo va̱n yun me rahn nde na̱n freno yahn te.
REV.15.1	Chihno min ne, ndihcheró che chinahn ta̱ma vederihno chahte. Chihnde ro ndache ángel che chenan cuma ye vederihquentiyon che din ye castigo ihyan iyehnse. Nduco chemin ne, cuihnonan vedeyah che numacuahn vedeta̱n ca̱h Dendiohs ihyan.
REV.15.2	Tuhme ndihcheró na̱n che deca̱ ro tuyuno deca̱ ro me che chahte nduhca̱ a̱ma vine. A̱ma diya̱hn ro nduhca̱ ruchiya̱hn. Chihto min ne, vatendi ihyan che hua nevahnecun ye ite ta̱n me ma̱n, che nenta̱ve ihyan yahn te menun te ma̱n, che hua cahnecun ye che conan ca̱de yahn te ihyan ma̱n. Nda queri a̱ma ye arpa che a neca̱h Dendiohs ihyan, 
REV.15.3	ne rita ye himno che dirun Moisés, ihyan min che din ye ntiyon yahn Dendiohs ma̱n, dirun Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino na̱n Dendiohs ma̱n. Himno me ne, tuhca̱:
REV.15.3	Dihve nuhn Dendiohs, ndih che a̱ma chahte vederihquentiyon quenan cuma ne,
REV.15.3	¡a̱ma nda̱hca̱ nducuahn che din ne!
REV.15.3	A ndih che rihquentiyon ne nducuahn nación.
REV.15.3	¡A̱ma runeca̱de ne na̱n vederihquentiyon yahn ne!
REV.15.4	Dihve nuhn, nducoya̱ca ihyan renevahnecun ye ndih, rendeva ye yavenan ne.
REV.15.4	Atena̱n ndih che ndah, te ndiyu ihyan nunde ndih.
REV.15.4	Ihyan nducuahn nación nda̱ ye na̱n ne, ndeva ye yavena̱n ne,
REV.15.4	te a ndero ndi che a̱ma runeca̱de ne na̱n vederihquentiyon yahn ne.
REV.15.5	Chihno min ne, min vahchetero ndihcheró che na̱ne vah tino na̱n che riya Dendiohs ro mena̱n. 
REV.15.6	Namin ndihcheró che quenda̱h ndache ángel, nda queri a̱ma ye vederihquentiyon che din ye che chuhrihn ihyan ro che cuihno iyehnse. Chenun ye tino cua che tuno diya̱hn ro ma̱n, chenun ticua ye cinturón diya̱hngua̱n ma̱n. 
REV.15.7	Tuhme a̱ma cha che deca̱ ro ite deca̱ ro me, ca̱h a̱ma cuh diya̱hngua̱n queri a̱ma ye. Nduh che ndache cuh chahn ne, chenun a̱ma na̱n nune, ne nduco chemin ne, numacuahn vedeta̱n din Dendiohs castigo ihyan iyehnse. 
REV.15.8	Ura min a̱ma chito ya̱hme na̱n che quenun Dendiohs, ne nduco chemin chihnde ro che a̱ma yudo vederihquentiyon yahn ye. Nde a̱ma ihyan hua co nda̱ ye min nde cuihno co ihyan iyehnse castigo yah, din ángel che ndache chahn.
REV.16.1	Tuhme chihneván ndudo che a̱ma yudo chenun vahchetero che ra̱hn ri nduh che ndache ángel chahn:
REV.16.1	―Cuahn ca a̱ma ca a̱ma nchuhn, nda̱hco ya ne nune che chenun cuh yahn ne min iyehnse.
REV.16.2	Cuahn che cuahn a̱ma ye, nda̱hco ya ye cuh yahn ye ne, nducoya̱ca ihyan che chenan ca̱de yahn ite ta̱n me ihyan ma̱n, che rendeva ye yavenan che nenta̱ve ihyan yahn te menun te ma̱n ne, quenda̱h a̱ma yute che a̱ma yah ihyan.
REV.16.3	Cuahn che cuahn ta̱ma ángel na̱n che chi o ye ne, nda̱hco ya ye cuh yahn ye na̱n nuniya̱hn, ne ndaconda̱ yun nduhca̱ yun yahn tena̱hn, chih nducoya̱ca na̱n ite che chenun te.
REV.16.4	Cuahn che cuahn ta̱ma ángel na̱n che chi ino ye, nda̱hco ya ye cuh yahn iyehnse ne, nducuahn ico ma̱n, va̱co nune ma̱n, ndaconda̱ yun. 
REV.16.5	Tuhme ángel che va ta̱h ye vederihquentiyon che din ye cuda̱do nune ne, ndeva ye yavena̱n Dendiohs, ne chihneván che tuhca̱ ra̱hn ye:
REV.16.5	―Dihvé Dendiohs che va ne numacuahn ro, ndiyu ihyan nunde ndih. Redin yahn che din ne castigo ihyan sih tihca̱, cuh ye yun, 
REV.16.6	te a ihyan sih che chihno ye ihyan yahn ne ma̱n, profeta yahn ne ma̱n, chihtera ye yun yahn ye.
REV.16.7	Namin chihneván ta̱ma ndudo che chica na̱n ta min vahchetero che ra̱hn:
REV.16.7	―Dihve nuhn Dendiohs che a̱ma yudo vederihquentiyon che quenan cuma ne, cua̱co ra̱hn ye, te numa cua̱co techeca̱de ne yahn ihyan sih.
REV.16.8	Cuahn ta̱ma ángel na̱n che chi cun ye, nda̱hco ya ye cuh yahn ye na̱n ya̱hn che quendihco na̱n ro, ne quenan cuma ya̱hn me vederihquentiyon che ca̱hcaya̱hn ihyan iyehnse. 
REV.16.9	A̱ma chiche nducoya̱ca ye, ate nde nduco nduh hua nto ino ye nunde yahn ye, nde hua ndeva ye yavena̱n Dendiohs, ihyan min che va ta̱h ye vederihquentiyon che din ye castigo ihyan. Tahque ndah ye ne, chihnga̱ ra̱hn ihyan chahn yahn ye.
REV.16.10	Cuahn ta̱ma ángel na̱n che chi uhn ye, nda̱hco ya ye cuh yahn ye na̱n che va ite ta̱n me rihquentiyon te, ne chi man mumachahte na̱n che rihquentiyon te. Nducoya̱ca ihyan ne, nde tuno racondi ye, reca̱h dihyon ye chihya ye, te a̱ma reta̱h yah ihyan. 
REV.16.11	Ra̱hva ye yahn Dendiohs yahn che rechuhrihn ye che ra yah ihyan ma̱n, che chenan yute ihyan ma̱n. Nde tah hua nda̱ yahn ye che nto ino ye nunde yahn ye.
REV.16.12	Cuahn ta̱ma ángel na̱n che chi a̱n ye, nda̱hco ya ye cuh yahn ye chete ico chahte che duche Eufrates, ne tihnan ico me, ndo a̱ma yune ca̱va che chuh a̱ma ya̱hn rey che chica ye cua̱hn na̱n che riquenda̱ ya̱hn. 
REV.16.13	Tuhme ndihcheró ite ta̱n che ndina̱n me ma̱n, ite ta̱n che quenda̱h va̱n nune ma̱n, ite ta̱n che quenda̱h ro ndiya̱hn, che redin ca̱ te che rahndudo te Ndudo yahn Dendiohs ma̱n. Chende queri a̱ma ite chahn ne, quenda̱h a̱ma vaco chihnga̱ che deca̱ ro ya̱hva deca̱ ro. 
REV.16.14+REV.16.15+REV.16.16	Vaco chihnga̱ chahn ne, redin vederihno, ne rahn numachahte iyehnse che renedin da̱ma nducoya̱ca rey a̱ma cua̱n che duche Armegedón che deva̱co hebreo, ca̱va che cuhma ye ro che techeca̱de Dendiohs, ihyan min che a̱ma chahte vederihquentiyon quenan cuma ye.
REV.16.14+REV.16.15+REV.16.16	Tuhme chihneván ndudo che ra̱hn Dihvo vo Jesucristo tuhca̱:
REV.16.14+REV.16.15+REV.16.16	―Cuihco nchuhn cuda̱do che ca̱hmá nduco ne. U ne, adena̱n ndá̱ nduhca̱ che renda̱ sa̱hn duco ura che hua vateya̱n ihyan. A̱ma ndah ro yahn nchuhn ndete che vateya̱n ne ro min ma̱n, ndete che dave yavena̱n ne ma̱n.
REV.16.17	Cuahn ta̱ma ángel na̱n che chi ndache ye, nda̱hco ya ye cuh yahn ye deva̱n yuhne, ne chihneván a̱ma ndudo che chica vahchetero na̱n va ihyan ndina̱n me. A̱ma dito ra̱hn tuhca̱:
REV.16.17	―A chinahn vedeyah che nda nduh che ndache ángel chahn.
REV.16.18	Tuhme chiya cuah ma̱n, chine da̱ve ma̱n, a̱ma yudo chi ma̱n, a̱ma nuhn ya̱hn ma̱n. Nde tahque ca dito ca nuhn che co cuahn che nuhn ro che vate ihyan iyehnse. 
REV.16.19	Ya̱n che nduhca̱ ya̱n Babilonia che a̱ma chi na̱n chi chahte ne, ndah, chi ino ndi. Namin nducuahn ya̱n rahte numachahte iyehnse ne, chihno ndora. Tuhme numacuahn vedeta̱n din Dendiohs castigo yah ya̱n min che nduhca̱ Babilonia. 
REV.16.20	Nducuahn ico rahte che vate iyehnse ma̱n, che vate chete nuniya̱hn ma̱n ne, chihno ndora. 
REV.16.21	Namin chera yun va̱n ihyan iyehnse. A̱ma rahte, i tenduh o raco kilo queri a̱ma. Tuhme a̱ma chihnga̱ ra̱hn ye yahn Dendiohs yahn castigo yah che chera yun me.
REV.17.1	Chihno min ne, ndihcheró a̱ma cha ángel che nda ye nduh che ndache cuh chahn, ne ra̱hn ye ri ye u:
REV.17.1	―Cochi ndihchero castigo che co ta̱hn che a̱ma ndere quechica me che va te na̱n nuniya̱hn. 
REV.17.2	Rey che vate se iyehnse ne, ndere chahtenan se nduco te, ne nducoya̱ca ihyan iyehnse ne, quendi ye yune chihnga̱ yahn te.
REV.17.3	Tuhme din Vaco Dendiohs che chihnó che quenda a̱ma ángel u a̱ma cua̱n ya̱hn na̱n che metah duhva. Min ndihcheró ta̱hn ndere quechica me, quendudo te a̱ma ite ta̱n che cua̱h te ma̱n, che chenan ndudo che chihnga̱ ra̱hn yahn Dendiohs numachahte te ma̱n. Chenan ndache tin te ma̱n, ndiche dihne te ma̱n. 
REV.17.4	Ta̱hn ndere quechica me, quenun te a̱ma tino mora̱do ma̱n, cua̱h ma̱n, ne necuco te diya̱hngua̱n ma̱n, tu diya̱hn ma̱n, perla ma̱n. Nda te a̱ma va̱so diya̱hngua̱n ndito dehtenduh che chihnga̱, rihco ro nunde yahn te che ndere quechica te. 
REV.17.5	Na̱n chata te ne, quenan che duche te che nde a̱ma ihyan hua renahn ye, ndirun tuhca̱: “Ya̱n che nduhca̱ ya̱n Babilonia che a̱ma chi na̱n chi chahte. Ya̱n che chihnde nducuahn nunde chihnga̱, quendi ya̱n chena̱hn.” 
REV.17.6	Checadinó che ndehda̱me te yun yahn ihyan yahn Dendiohs che cahndudo ye Ndudo yahn Dihvo vo Jesucristo, ne a̱ma cuahn inó chi yahn chemin. 
