GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
JER.24.9	Mon pou fer en tel maler tonm lo zot, ki tou nasyon lo later pou tranble avek lafreyer. Dimoun pou mepriz zot, rakont zistwar lo zot, ridikiliz zot, asosye zot non avek en malediksyon. 
JER.24.10	Mon pou anvoy lager, lafanmin ek lepidemi lo zot, ziska zour pou nepli annan en sel parmi zot ki reste vivan dan sa pei ki mon ti donn zot zanset ek zot menm.
JER.25.1	Dan katriyenm lannen ki Yoyakim, garson Zozyas ti lerwa Zida, SENYER ti adres en mesaz avek Zeremi, konsernan tou bann zabitan dan Zida. 
JER.25.2	La sa ki Zeremi ti dir avek tou bann zabitan Zida ek Zerizalenm:
JER.25.3	Pandan 23 an, depi trezyenm lannen ki Zozyas, garson Amonn ti lerwa Zida ziska ozordi, SENYER in koz avek mwan, e mon'n touzour transmet zot son mesaz. Me zot pa'n oule ekoute. 
JER.25.4	SENYER pa'n zanmen arete anvoy zot son bann serviter, bann profet. Me zot pa'n oule ekoute, ni port atansyon.
JER.25.5	I ti dir zot: Sanz zot mannyer viv e aret fer sa ki mal; konmsa, zot ava kontinyen viv dan sa pei ki SENYER in donn zot ek zot bann zanset depi touzour e pour touzour.
JER.25.6	Pa ador e servi lezot bondye e pa fer mwan ankoler avek bann stati ki zot in fabrike. Si zot ti'n obei SENYER, i pa ti pou pini zot. 
JER.25.7	Me zot in refize ekout mwan, SENYER i deklare. Olye, zot in fer mwan ankoler avek zot bann fo bondye ki zot in fabrike. Alor, i zot prop lafot si zot ganny pini.
JER.25.8	La sa ki SENYER liniver i deklare: Akoz ou pa'n oule ekout mwan, 
JER.25.9	mon pou anvoy tou bann zabitan sorti dan Nor avek zot sef, mon serviter, Naboukodonozor, lerwa Babilonn ki fer sa ki mon oule. Mon pou fer zot lager kont Zida, kont son bann zabitan ek tou bann nasyon vwazen. Mon pou detri sa nasyon ek son bann vwazen. Mon pou fer li vin en ta larin pour touzour, en keksoz terib e sokan ki pa pou ditou gou pour war. 
JER.25.10	Mon pou fer disparet tou sanson lazwa ek kontantman, tou sanson maryaz. Pou annan silans kot i moul lagrenn. Lalanp delwil pou aret kler lakaz dan fernwanr. 
JER.25.11	Tou sa pei pou vin en larin, en landrwa devaste. Tou sa bann nasyon pou anba dominasyon lerwa Naboukodonozor pandan 70 an.
JER.25.12	Apre sa 70 an, mon pou pini zabitan Babilonn ek son bann lerwa pour zot pese, SENYER i deklare. Mon pou detri sa pei e les li an rin pour touzour. 
JER.25.13	Mon pou fer tonm lo sa pei, tou bann maler ki mon ti'n anonse kont li. Sanmenm sa ki'n ganny ekri dan sa liv e ki Zeremi ti anonse lo mon non, kont sa bann nasyon. 
JER.25.14	Mon pou fer bann Babilonyen peye pour sa ki zot in fer. Zot pou anba dominasyon bokou nasyon ek bann gran pwisans. Konmsa mon pou fer zot rann kont pour zot aksyon e ditor ki zot in fer.
JER.25.15	La parol ki SENYER, Bondye Izrael ti dir mwan: Pran sa lakoup ki dan mon lanmen. I ranpli avek diven mon lakoler. Al kot tou bann nasyon kot mon pou anvoy ou e fer zot bwar. 
JER.25.16	Kan zot ava bwar sa diven, zot latet pou vire, zot pou sou e zot pou vin fou ler zot ava war sa masak ki mon pe anmenn lo zot.
JER.25.17	Alor, mon ti pran lakoup dan lanmen SENYER. Tou nasyon kot SENYER ti anvoy mwan, mon ti fer zot bwar. 
JER.25.18	Mon ti konmans par Zerizalenm ek bann lavil dan Zida, avek zot lerwa ek zot zofisye. Tou sa bann lavil ti ganny transformen koman en landrwa devaste, en landrwa malediksyon; i parey ankor ozordi.
JER.25.19	Apre sa, ti tour Faraon, lerwa Lezip, son bann serviter, son bann zofisye, tou son pep, 
JER.25.20	tou bann etranze ki viv Lezip; tou bann lerwa pei Ous e tou bann lerwa pei bann Filisten: Askelonn, Gaza, Ekronn, ek bann restan Asdod; 
JER.25.21	zabitan Edonm, Moab ek Amonn; 
JER.25.22	tou bann lerwa Tir, Sidon, ek bann ki lot kote lanmer; 
JER.25.23	zabitan Dedann, Tema, Booz e sa bann ki raz seve ki lo zot latanp; 
JER.25.24	bann lerwa Arabi ek popilasyon metis ki viv dan dezer; 
JER.25.25	tou bann lerwa Zimri, Elanm ek Med; 
JER.25.26	tou bann lerwa sorti dan Nor, pros oubyen lwen, enn apre lot, e tou bann rwayonm partou lo later, zot ti bezwen bwar dan sa lakoup. Dernyen dimoun ki ti bwar, ti lerwa Babilonn.
JER.25.27	Apre sa, SENYER ti dir mwan dir lepep: La sa ki SENYER liniver, Bondye Izrael i deklare: Fodre zot bwar ziska ler zot ava sou e rann tou; ziska ler zot ava nepli kapab leve, akoz zot pou ganny masakre.
JER.25.28	Si zot refize pran sa lakoup dan ou lanmen pour zot bwar, dir zot alor, la sa ki SENYER liniver i deklare: Fodre zot bwar. 
JER.25.29	Annefe, mon pou konmans detri mon prop lavil kot mon non i ganny envoke. Pa krwar ki zot pa pou ganny inosante. Zot osi, zot pou ganny pini, e mon pou anvoy dezas lo tou bann zabitan lo later, SENYER liniver i deklare.
JER.25.30	Ou, Zeremi, al anons tou sa ki mon deklare. Ou ava dir bann pep:
JER.25.30	La sa ki SENYER liniver i deklare:
JER.25.30	Parey tapaz ki en lyon i fer,
JER.25.30	SENYER pou apel depi lao dan lesyel.
JER.25.30	I pou fer son lavwa tande
JER.25.30	dan son tanp sakre.
JER.25.30	Parey en zwazo ki atak en mouton,
JER.25.30	i pou kriy byen for kont son pep.
JER.25.30	I pou kriye parey ler zot pe kraz rezen,
JER.25.30	kont tou zabitan lo later.
JER.25.31	Son lavwa pou rezonnen dan tou kwen later.
JER.25.31	SENYER in ouver en prose kont bann nasyon.
JER.25.31	I pou apel tou dimoun devan tribinal pour zizman.
JER.25.31	Bann malfeter pou ganny masakre, SENYER i deklare.
JER.25.32	La sa ki SENYER liniver i deklare:
JER.25.32	Maler pe tonm lo nasyon apre nasyon.
JER.25.32	En gro tanpet pe leve, sorti depi dan lot kote later.
JER.25.33	Sa zour, kadav bann ki SENYER in touye pou ganny fannen depi en bout later ziska lot bout. Personn pa pou met dey. Personn pa pou ranmas zot pou al antere. Zot pou tale ater parey bann ta fimyen.
JER.25.34	Bann berze mon troupo! Kriy byen for.
JER.25.34	Plere! Roul zot dan lapousyer.
JER.25.34	Letan pour zot ganny masakre
JER.25.34	e pour zot kadav ganny disperse in arive.
JER.25.34	Zot pou ganny kase parey en po presye.
JER.25.35	Landrwa kot bann berze i al kasyet in ganny detri.
JER.25.35	Tou semen ki dirizan mon pep i kapab pran pour sove, in ganny bloke.
JER.25.36	Ekout bann berze ki pe kriye
JER.25.36	e pe fer konplent lo bann sef troupo.
JER.25.36	Annefe, SENYER in detri zot landrwa manze,
JER.25.37	bann laplenn trankil
JER.25.37	in ganny devaste.
JER.25.38	Parey en lyon ki kit landrwa kot i kasyet,
JER.25.38	SENYER in abandonn sa pei kot i ti pe reste.
JER.25.38	Akoz bann ravaz ki lager in fer,
JER.25.38	e vyolans lakoler SENYER,
JER.25.38	sa pei in vin en dezer.
JER.26.1	Zis apre ki Zoyakim, garson Zozyas ti vin lerwa Zida, SENYER ti koz avek mwan: 
JER.26.2	La sa ki mwan, SENYER, mon deklare: Al met ou debout dan lakour tanp e anons tou sa ki mon'n demann ou dir sa pep ki sorti depi bann lavil Zida pour vin ador mwan. Pa mank okenn parol dan mon mesaz. 
JER.26.3	Petet, enn apre lot, lepep ava ekoute e sanz zot move mannyer fer. Alor, mon pa ava detri zot parey mon ti'n deside, pour zot bann move mannyer fer.
JER.26.4	Ou ava dir zot: Si ou pa obei mon lalwa ki mon met devan ou; si ou pa swiv sa ki mon'n aprann ou, 
JER.26.5	e ekout parol bann profet, mon bann serviter ki mon'n touzour anvoy kot ou, menm si ou pa'n ekout zot; 
JER.26.6	alor, mon pour detri sa tanp parey mon ti fer kraz sa enn ki Silo e fer Zerizalenm vin en malediksyon pour tou bann nasyon ki lo later.
JER.26.7	Bann pret, bann profet ek lepep antye, ti antann Zeremi pandan ki i ti pronons sa bann parol dan tanp SENYER. 
JER.26.8	Kan Zeremi ti'n fini dir tou sa ki SENYER ti'n ordonn li dir avek lepep, bann pret, bann profet e lepep antye ti sezi li e zot ti kriye: Ou merit lanmor! 
JER.26.9	Akfer ou profetize lo non SENYER, konmkwa sa tanp pou fini parey sa enn Silo e ki Zerizalenm pou ganny detri e pa pou reste okenn zabitan? Tou dimoun ti rasanble otour Zeremi dan tanp SENYER.
JER.26.10	Kan bann sef dan Zida ti antann sa ki'n arive, zot ti depese pou sorti dan pale lerwa pour al dan tanp. Zot ti rasanble kot laport tanp ki apel laport Nef. 
JER.26.11	Bann pret ek bann profet ti dir bann sef ek lepep antye, “Sa zonm i merit lanmor akoz in koz kont Zerizalenm. Zot tou, avek zot prop zorey, zot in tande sa ki i'n dir.”
JER.26.12	Alor, Zeremi ti reponn bann sef ek lepep antye, “SENYER ki'n anvoy mwan anons tou sa ki zot in antann mwan dir kont sa tanp e kont Zerizalenm. 
JER.26.13	Aprezan, zot devre sanz zot mannyer viv e zot mannyer fer. Ekout lavwa SENYER zot Bondye. Konmsa, SENYER ava sanz son lide. I pa ava anvoy lo zot sa bann maler ki i ti'n deside kont zot. 
JER.26.14	Kanta mwan, mon lavi i dan zot lanmen. Fer avek mwan sa ki zot krwar i byen e zis. 
JER.26.15	Me en keksoz i sir: Si zot touy mwan, zot, ansanm avek lepep, zot pou responsab lanmor en zonm inosan, akoz SENYER in vreman anvoy mwan pour dir zot sa bann parol.”
JER.26.16	Bann sef ek lepep ti dir bann pret ek bann profet: Sa zonm in koz lo non SENYER nou Bondye; i pa merit lanmor. 
JER.26.17	Detrwa bann ansyen ti leve e zot ti dir avek lepep ki ti'n rasanble:
JER.26.18	Kan Ezekyas ti lerwa Zida, Mise ki sorti Moreset, ti dir avek pep Zida:
JER.26.18	La sa ki SENYER liniver i deklare:
JER.26.18	Siyon pou ganny laboure parey en later;
JER.26.18	Zerizalenm pou vin en ta ros,
JER.26.18	e kolin kot tanp in ganny konstri,
JER.26.18	pour vin en oter kouver avek brousay.
JER.26.19	Eski lerwa Ezekyas ek lepep Zida ti fer Mise ganny touye pour sa? O kontrer, Ezekyas ti montre en gran respe pour SENYER e fer tou pour li ganny son faver. Alor, SENYER ti sanz son lide lo bann dezas ki i ti dir i pour anvoy lo zot. Fer atansyon ki nou pa anmenn en gran dezas lo nou menm.
JER.26.20	Dan sa letan, ti annan en lot zonm ki ti apel Ouri. I ti garson Semaya, sorti dan lavil Kiryat-Yearim. Li osi, parey Zeremi, i ti koz lo non SENYER kont sa lavil ek sa pei. 
JER.26.21	Kan lerwa Zoyakim ek tou son bann vayan gerye ek son bann sef ti antann sa ki Ouri ti'n dir, zot ti esey fer touy li. Ler Ouri ti antann sa, i ti per. Alor i ti sove Lezip. 
JER.26.22	Me lerwa Zoyakim ti anvoy Elnatan, garson Akbor ek detrwa lezot zonm avek li ziska Lezip. 
JER.26.23	Zot ti atrap Ouri e anmenn li kot lerwa Zoyakim ki ti touy li par en kou lepe, e zet son kadav dan en simityer piblik.
JER.26.24	Sepandan, Ahikanm, garson Safann, ti protez Zeremi e anpese ki i pa tonm dan lanmen lepep pour zot touy li.
JER.27.1	Sedesyas, garson Zozyas ti'n fek vin lerwa Zida, kan Zeremi ti ganny sa parol, sorti kot SENYER:
JER.27.2	La sa ki SENYER i deklare: Prepar bann sang an kwir ek bann bar dibwa ki ou ava met lo ou likou. 
JER.27.3	Apre, ou ava anvoy sa bann sang ek sa bann bar kot bann lerwa rwayonm Edonm, Moab, Amonn, Tir ek Sidon, atraver zot anbasader ki'n vin Zerizalenm kot Sedesyas, lerwa Zida. 
JER.27.4	La sa ki ou ava ordonn zot dir avek zot bann met: La en mesaz sorti kot SENYER liniver, Bondye Izrael. La sa ki zot ava dir avek zot lerwa:
JER.27.5	Mwan ki'n kre later, zonm ek bann zannimo ki viv lo later. Tou sa ki mon'n kree avek mon lafors e mon savwar fer, mon partaz li avek sa ki fer mwan plezir. 
JER.27.6	Mwan menm ki'n met tou bann nasyon anba pouvwar mon serviter, Naboukodonozor, lerwa Babilonn. Mon'n menm met tou bann zannimo sovaz anba son pouvwar pour servi li. 
JER.27.7	Tou bann nasyon pou servi li, son garson ek son pti zanfan, ziska ler son zour ava vini. Alor, bann nasyon ek bann lerwa pli pwisan ki li pour fer li lesklav. 
JER.27.8	Si en nasyon oubyen en rwayonm i refize soumet li anba lerwa Naboukodonozor, lerwa Babilonn; si i refize met son likou anba fardo lerwa Babilonn, alor mon pou pini sa nasyon par lager, lafanmin, lepidemi, ziska ki i ava'n detri li konpletman, SENYER i deklare. 
JER.27.9	Zot pa bezwen ekout zot bann profet ni sa bann ki predir lavenir, ni zot prop rev, oubyen envok lespri dimoun mor, ni fer mazi. Zot tou, zot pe dir ou: Ou pa pou tonm anba pouvwar lerwa Babilonn. 
JER.27.10	Annefe, tou sa ki zot anons ou koman profesi, i en bann mansonz. Si ou ekout zot, mon pou fer ou ganny deporte, mon pou anvoy ou lwen ek ou pei e ou pou disparet konpletman. 
JER.27.11	Me, tou nasyon ki soumet li anba pouvwar lerwa Babilonn e ki servi li, mon pou les li lo son later ki i ava kiltive e kot i ava reste, SENYER i deklare.
JER.27.12	Mon ti transmet menm mesaz avek Sedesyas, lerwa Zida: Aksepte sa bar dibwa ki lerwa Babilonn i met lo ou likou. Servi li ek son pep e ou ava reste vivan. 
JER.27.13	Akoz ou avek ou pep, zot devre mor dan lager, avek lafanmin oubyen lepidemi, parey SENYER in dir pou arive avek nenport ki nasyon ki pa soumet li anba lerwa Babilonn?
JER.27.14	Pa bezwen ekout sa bann profet ki dir ou: Ou pa pou tonm anba pouvwar lerwa Babilonn. Sa ki zot pe anonse i en mansonz. 
JER.27.15	Mon pa'n anvoy zot, SENYER i deklare; me zot pe anons mansonz ler zot pe koz lo mon non. Si ou ekout zot, mon pou deport ou, avek sa bann profet manter, zot pou ganny touye.
JER.27.16	Apre, mon ti dir bann pret ek lepep, sa ki SENYER i deklare: Pa bezwen ekout sa bann profet ki pe dir ki bann lobze ki servi dan tanp SENYER, pou byento retournen sorti Babilonn. Sa ki zot pe anonse i en mansonz. 
JER.27.17	Pa ekout zot. Servi lerwa Babilonn e zot ava reste vivan. Akoz sa lavil i bezwen ganny detri? 
JER.27.18	Si zot vreman profet, si zot vreman anons en parol sorti kot SENYER, alor, plito priy SENYER liniver pour ki bann lobze ki'n reste dan tanp SENYER, dan pale lerwa Zida e dan Zerizalenm, pa ganny anmennen Babilonn. 
JER.27.19	Akoz, la sa ki SENYER liniver i deklare konsernan bann pilye, gran basen delo, bann pyedestal, ek lezot lobze ki'n reste dan sa lavil. 
JER.27.20	Annefe, kan i ti anmenn Yoyakin, garson Yoyakim, lerwa Zida, avek bann sef dan Zida e dan Zerizalenm, Naboukodonozor, lerwa Babilonn pa ti pran tousala depi Zerizalenm pour anmenn Babilonn.
JER.27.21	La sa ki SENYER liniver, Bondye Izrael, i deklare konsernan bann lobze ki'n reste dan tanp SENYER, dan pale rwayal Zida e dan Zerizalenm: 
JER.27.22	Sa bann lobze pou ganny anmennen Babilonn. Zot pou reste laba ziska zour mon ava deside retourn zot isi, SENYER ki deklare.
JER.28.1	Sa menm lannen, dan konmansman renny Sedesyas, lerwa Zida, dan senkyenm mwan sa katriyenm lannen, Hananya, garson Azour, en profet ki sorti Gabaon, ti koz avek mwan dan tanp SENYER, devan bann pret e devan lepep: 
JER.28.2	La sa ki SENYER liniver, Bondye Izrael i deklare: Mon pou kas sa fardo ki lerwa Babilonn ti'n met lo bann nasyon. 
JER.28.3	Dan 2 an, mon fer retourn dan sa pei, tou bann lobze ki dan tanp SENYER e ki lerwa Naboukodonozor in anmenn avek li Babilonn. 
JER.28.4	Mon pour osi fer Yoyakin, garson Yoyakim ek lerwa Zida, retourn avek tou bann zabitan Zida ki ti'n al annegzil Babilonn. Wi, mon pou kas sa fardo ki lerwa Babilonn ti'n met lo zot, SENYER ki deklare.
JER.28.5	Devan bann pret ek lepep antye ki ti pe debout dan tanp SENYER, profet Zeremi ti reponn profet Hananya. 
JER.28.6	I ti dir li: Amenn! Mon demande ki SENYER i azir parey ou'n dir koman en profet! Ki i ranmenn depi Babilonn tou bann lobze ki ti dan tanp ek lepep ki ti'n ganny anvoye annegzil. 
JER.28.7	Selman, ekout sa ki mon annan pour dir ou ek lepep antye. 
JER.28.8	Bann profet ki ti vin avan ou ek mwan, dan letan pase, ti anons lager, lafanmin, lepidemi kont bokou pei e bann gran rwayonm. 
JER.28.9	Me si en profet i dir ki SENYER in anvoy li anons lape, nou ava krwar ki SENYER in vreman anvoy li, kan son parol ava realize.
JER.28.10	Alor, Hananya ti tir sa bar dibwa ki ti lo likou Zeremi e i ti kas li an morso. 
JER.28.11	I ti dir devan lepep antye: La sa ki SENYER i deklare: Dan 2 an, SENYER pou kas sa bar dibwa ki lerwa Naboukodonozor in met lo likou tou bann nasyon. Apre sa, Zeremi ti pran son semen, e ale.
JER.28.12	Apre ki profet Hananya ti'n kas sa bar dibwa ki ti lo likou Zeremi, SENYER ti koz avek Zeremi: 
JER.28.13	Al dir Hananya: La sa ki SENYER i deklare: Ou'n kapab kas sa bar dibwa, me mon pou ranplas li par enn an fer. 
JER.28.14	Annefe, la sa ki SENYER liniver, Bondye Izrael i deklare: Mon met lo likou tou sa bann nasyon, en bar an fer e zot ava servi Naboukodonozor, lerwa Babilonn. Menm bann zannimo sovaz pou anba son pouvwar.
JER.28.15	Profet Zeremi ti dir profet Hananya: Hananya! Ekout mwan byen. SENYER pa'n anvoy ou e ou pe fer sa pep krwar dan en mansonz. 
JER.28.16	Alor, la sa ki SENYER i deklare: Mon pou fer ou disparet lo sa later. Ou pou mor sa lannen, akoz ou'n fer dimoun revolte kont SENYER. 
JER.28.17	Profet Hananya ti mor dan setyenm mwan sa menm lannen.
JER.29.1	La let ki profet Zeremi ti anvoy depi Zerizalenm, kot restan bann ansyen, pret, profet, sef pei e tou leres dimoun ki Naboukodonozor ti'n deporte Babilonn koman prizonnyen depi Zerizalenm. 
JER.29.2	Zeremi ti anvoy sa let apre ki lerwa Yoyakim, son manman, bann zofisye enportan, bann sef Zida ek Zerizalenm, bann artizan e bann travayer kalifye ti'n ganny deporte. 
JER.29.3	I ti donn sa let avek Eleasa, garson Safann, e Gemarya, garson Hilkiya, ki Sedesyas, lerwa Zida, ti anvoy kot Naboukodonozor, lerwa Babilonn. La sa ki ti'n ekri:
JER.29.4	La sa ki SENYER liniver, Bondye Izrael i deklare avek tou bann ki mon ti fer deporte Babilonn, depi Zerizalenm: 
JER.29.5	Konstri bann lakaz e reste ladan; plant dan bann zarden e manz zot bann fri. 
JER.29.6	Marye e fer bann garson ek bann fiy. Fer zot bann zanfan marye e zot ava fer zanfan, akoz fodre ki zot popilasyon i ogmante; fodre pa ki i diminyen. 
JER.29.7	Travay pour fer lape dan lavil kot mon'n anvoy zot annegzil. Priy SENYER pour sa lavil, akoz ou boner i depann lo son boner.
JER.29.8	Annefe, la sa ki SENYER liniver, Bondye Izrael i deklare: Pa les zot ganny anbete par bann profet ki viv parmi zot, ni par okenn sa bann ki dir zot kapab anons lavenir atraver en rev. 
JER.29.9	Zot pe koz manti ler zot dir ki zot pe koz dan mon non. Zanmen mon'n anvoy zot, SENYER i deklare.
JER.29.10	Me la sa ki SENYER i deklare: Kan Babilonn ava'n egzers son pouvwar pandan 70 an, mon pou entervenir dan ou faver e mon pou realiz mon promes pour ou retourn dan sa pei. 
JER.29.11	Mon konn byen bann plan ki mon annan pour ou, SENYER i deklare: Bann plan ki pou anmenn prosperite pour ou, pa dezas; bann plan ki pour donn ou en lavenir ranpli avek lespwar. 
JER.29.12	Alor, ou ava envok mwan e ou ava kapab ale. Ou ava priy mwan e mon ava antann ou lapriyer. 
JER.29.13	Ou ava rod mwan e ou ava trouv mwan, akoz ou pou rod mwan avek tou ou leker. 
JER.29.14	Mon pou les ou trouv mwan, e mon pour fer ou retourn dan ou pei, SENYER i deklare. Mon pou rasanble ou depi dan tou bann nasyon e partou kot mon ti'n sas ou. Mon pou fer ou retourn isi kot mon ti tir ou pour al annegzil, SENYER ki deklare.
JER.29.15	Ou dir: SENYER in donn nou bann profet isi dan Babilonn.
JER.29.16	Me ekout sa ki SENYER i annan pour li dir lo sa lerwa ki asiz lo tronn David e lo size bann zabitan sa lavil, setadir, ou fanmir pros ki pa ti ganny deporte avek ou. 
JER.29.17	La sa ki SENYER liniver i deklare: Mon pe anvoy lager, lafanmin ek lepidemi lo zot, e mon pou fer zot vin parey bann fig ki'n pouri pour manze. 
JER.29.18	Mon pou kontinyen pourswiv zot avek lager, lafanmin e lepidemi, de sort ki tou bann rwayonm lo later ava tranble avek lafreyer kan zot ava war tousala. Partou kot mon pou dispers zot, dimoun pou soke e zot pou per kan zot ava war sa ki'n ariv zot. Dimoun pou mepriz zot e zot non pou vin en malediksyon. 
JER.29.19	Tousala pou arive, SENYER ki deklare akoz zot pa'n ekout bann parol ki mon'n kontinyen anvoy kot zot par lentermedyer mon bann serviter, bann profet. Me zot ti refize ekoute, SENYER ki deklare.
JER.29.20	Zot tou ki SENYER ti anvoy annegzil Babilonn depi Zerizalenm! Ekout sa ki SENYER i deklare.
JER.29.21	La sa ki SENYER liniver, Bondye Izrael i dir konsernan Akab, garson Kolaya, lo Sedesyas, garson Maaseya ki pe koz mansonz lo mon non. Mon pou livre zot dan lanmen Naboukodonozor, lerwa Babilonn ki pour met zot anmor devan zot lizye. 
JER.29.22	Akoz zot, parol malediksyon ki pou ganny servi par bann deporte ki sorti Zida dan Babilonn. Zot pou dir: Nou demann SENYER tret ou parey Sedesyas ek Akab ki lerwa Babilonn ti fer brile vivan.
JER.29.23	Tousala pou arive, akoz zot in fer en keksoz degoutan dan Izrael: Zot in komet adilter avek fanm zot vwazen e zot in koz manti lo mon non, bann parol ki mon pa ti'n ordonn zot. Mon konnen, e mon temwen tousala. SENYER ki deklare.
JER.29.24	La sa ki SENYER liniver, Bondye Izrael ti dir Zeremi anonse o size Semaya ki sorti Neelanm: 
JER.29.25	Lo ou prop non, ou'n anvoy bann let kot tou zabitan dan Zerizalenm, kot pret Sofoni, garson Maaseya e tou lezot pret. La sa ki ti'n ekri dan sa bann let:
JER.29.26	SENYER in nonm ou pret dan plas Yoyada, pour ou an sarz tanp SENYER. I ou devwar alor, pour veye ki okenn fou ki pretann i en profet, i ganny atase ek en lasenn e en kolye feray otour son likou. 
JER.29.27	Akoz ou pa'n fer repros Zeremi ki sorti Anatot e ki i'n koz koman en profet parmi zot? 
JER.29.28	I ti menm anvoy en mesaz kot bann zabitan Babilonn, konmkwa zot pou reste prizonnyen pandan en bon pe letan e ki zot ti devre konstri lakaz pour reste, plant dan bann zarden e manz bann prodwi.
JER.29.29	Pret Sofoni ti lir sa let avek profet Zeremi. 
JER.29.30	La sa ki SENYER ti dir Zeremi: 
JER.29.31	Anvoy sa mesaz kot tou bann egzile: La sa ki SENYER i deklare lo size Semaya ki sorti Neelanm: Akoz Semaya in koz avek zot lo mon non, san ki mon ti'n anvoy li; akoz in fer zot krwar dan en ta mansonz, 
JER.29.32	mon pou pini Semaya ki sorti Neelanm ek son bann desandan, SENYER i deklare. Personn pa pou vin reste parmi sa pep; i pa pou war dibyen ki mon pou fer an faver mon pep, akoz in pous mon pep pour li revolte kont SENYER.
JER.30.1	SENYER ti koz avek Zeremi: 
JER.30.2	La sa ki SENYER, Bondye Izrael i deklare: Ekri dan en liv tou sa ki mon'n dir ou. 
JER.30.3	Sa zour pe vini kan mon pou fer mon pep Izrael ek Zida retournen e repran posesyon sa pei ki mon ti'n donn zot zanset. Mwan, SENYER, mon deklare.
JER.30.4	La parol ki SENYER ti deklare konsernan pep Izrael ek pep Zida:
JER.30.5	La sa ki SENYER i deklare:
JER.30.5	Nou antann en tapaz ki fer per;
JER.30.5	en gran lafreyer ki pa anmenn lape.
JER.30.6	Al pran lenformasyon si en zonm i kapab ganny zanfan!
JER.30.6	Pourtan, mon ti war bann zonm
JER.30.6	ti'n met zot lanmen lo leren,
JER.30.6	parey en fanm ki dan douler lakousman!
JER.30.6	Akoz figir tou dimoun in vin pal?
JER.30.7	Maler! En zour terib pe vini;
JER.30.7	en zour ki ou pa kapab konpare.
JER.30.7	I en letan detres pour Zakob!
JER.30.7	Me i pou ganny delivre.
JER.30.8	La sa ki SENYER liniver i deklare: Sa zour pe arive, kan mon pou kas sa bar dibwa ki i pe fer peze lo zot likou e mon pou kas bann lasenn ki gard zot lesklav. Konmsa, zot pou nepli servi bann etranze. 
JER.30.9	Zot ava servi SENYER zot Bondye, e David, zot lerwa ki mon pou donn zot.
JER.30.10	Zakob mon serviter! Pa bezwen per!
JER.30.10	SENYER i deklare.
JER.30.10	Izrael! Pa bezwen perdi kouraz!
JER.30.10	Mon pou vin sov ou,
JER.30.10	lwen depi kot ou ete,
JER.30.10	e ou desandans dan pei kot i an kaptivite.
JER.30.10	Zakob pou retournen;
JER.30.10	i pou viv trankil e dan lape;
JER.30.10	i pou an sekirite e personn pa pou vin fer li per.
JER.30.11	Mon avek ou pour sov ou,
JER.30.11	SENYER i deklare.
JER.30.11	Mon pou detri tou bann nasyon
JER.30.11	kot mon ti deport ou.
JER.30.11	Me ou, mon pa pou detri ou.
JER.30.11	Sepandan, mon pou koriz ou dapre lazistis.
JER.30.11	Annefe, mon pa pou kapab tret ou konmsi ou ti inosan.
JER.30.12	La sa ki SENYER i deklare:
JER.30.12	Ou maladi pa kapab ganny swannyen,
JER.30.12	ou blesir pa kapab geri.
JER.30.13	Napa personn pou pran konsiderasyon pour ou.
JER.30.13	Napa remed pour ou bann boubou;
JER.30.13	napa okenn gerizon pour ou.
JER.30.14	Tou ou bann lanmoure in oubliy ou;
JER.30.14	zot nepli pran ka avek ou.
JER.30.14	Mon'n atak ou parey en lennmi i fer;
JER.30.14	mon'n pini ou san pitye,
JER.30.14	akoz ou bann fot i tre grav
JER.30.14	e ou'n fer en kantite pese.
JER.30.15	Akoz ou plennyen lo ou bann blesir?
JER.30.15	Napa okenn remed pour ou.
JER.30.15	Mon'n pini ou konmsa
JER.30.15	akoz ou koupab en kantite
JER.30.15	e ou'n komet bokou pese.
JER.30.16	Alor, sa bann ki devor ou
JER.30.16	pou ganny devore.
JER.30.16	Ou bann lennmi, san eksepsyon,
JER.30.16	pou ganny deporte.
JER.30.16	Sa bann ki vol ou
JER.30.16	pou ganny vole.
JER.30.16	Sa bann ki pran sa ki ou annan
JER.30.16	pou konn menm sor.
JER.30.17	Me mon pou swanny ou bann blesir,
JER.30.17	ou pou geri, SENYER ki deklare.
JER.30.18	La sa ki SENYER i deklare:
JER.30.18	Mon pou fer Zakob repran posesyon son latant;
JER.30.18	mon pou annan pitye pour sakenn son fanmir.
JER.30.18	Zerizalenm pou ganny rekonstri kot i ti ete avan;
JER.30.18	son pale pou ganny rekonstri parey avan.
JER.30.19	Bann zabitan pou sant bann kantik remersiman;
JER.30.19	zot pou riye avek kontantman.
JER.30.19	Avek mon benediksyon,
JER.30.19	zot popilasyon pou ogmante, olye diminyen;
JER.30.19	Zot ava en pep ki ganny respekte;
JER.30.19	personn pou nepli mepriz li.
JER.30.20	Sityasyon bann desandan ava parey i ti ete avan;
JER.30.20	Lakominote ava rasanble devan mwan.
JER.30.20	Mon pou pini sa bann ki oule kraz zot.
JER.30.21	Zot sef pou enn parmi zot,
JER.30.21	SENYER i deklare.
JER.30.21	Sa enn ki pou diriz zot, pou enn parmi zot.
JER.30.21	Mon pou fer li vin pre avek mwan,
JER.30.21	e i ava apros mwan.
JER.30.21	Annefe, lekel ki pou oze apros mwan
JER.30.21	san ki mon'n envit li,
JER.30.21	SENYER i deklare.
