GEN.1.1	元始、上帝創造天地、  
EZK.44.14	然我立之守室、供諸役事於其中、○  
EZK.44.15	主耶和華曰、昔
EZK.44.16	入我聖所、近我几前、而奉事我、供諸役事、  
EZK.44.17	彼入內院之門、必衣枲衣、在內院門及室、供職之時、勿衣羊毛、  
EZK.44.18	首戴枲巾、腰著枲褲、致汗之衣、俱勿服之、  
EZK.44.19	出至外院、以見民眾、必解供職之衣、置於聖屋、易以他衣、免以聖服俾民成聖、  
EZK.44.20	勿薙首、勿長髮、惟修以剪、  
EZK.44.21	祭司入內院時、不可飲酒、  
EZK.44.22	勿娶嫠婦棄婦、第娶
EZK.44.23	當教我民區別聖與不聖、潔與不潔、  
EZK.44.24	有訟事必審鞫、按我律而斷之、在我諸節期、必守我法律典章、亦守我安息日為聖、  
EZK.44.25	勿近尸、致自玷、惟為父母、子女兄弟、未嫁之姊妹、則可自玷、  
EZK.44.26	成潔之後、當計七日、  
EZK.44.27	入內院、詣聖所、以供役事之日、必獻其贖罪祭、主耶和華言之矣、  
EZK.44.28	祭司必有其業、即我是也、勿在
EZK.44.29	素祭補過祭贖罪祭、彼可得而食之、
EZK.44.30	凡初熟之實、及所獻之舉祭、悉歸祭司、初熟之麥屑、亦予祭司、俾福臨於爾家、  
EZK.44.31	凡自斃與攫裂之物、或禽或獸、祭司不可食之、  
EZK.45.1	爾曹掣籤分地為業、當獻一區於耶和華、以為聖地、長二萬五千肘、廣一萬肘、其界四周、俱為聖地、  
EZK.45.2	其中復別一區、以為聖所、長五百肘、廣五百肘、其式維方、其外四周五十肘、以為隙地、  
EZK.45.3	於斯聖地、復量一區、長二萬五千肘、廣一萬肘、其中必有聖所、乃為至聖、  
EZK.45.4	此乃斯土之聖地、必歸於供役聖所、近前奉事耶和華之祭司、以為第宅及聖所之聖地、  
EZK.45.5	其一區、長二萬五千肘、廣一萬肘、必歸於殿中供役之
EZK.45.6	所獻聖地之旁、當定一區、廣五千肘、長二萬五千肘、以建邑、歸於
EZK.45.7	於所獻之聖地、及建邑之地、左右相向之處、必歸於君、西至國之西界、東至國之東界、長與聖地東西之界同、  
EZK.45.8	中為君者、可得斯地為畿、免其復虐我民、餘地則予
EZK.45.9	主耶和華曰、
EZK.45.10	當有公權、公伊法、公罷特、  
EZK.45.11	伊法罷特、其量必均、伊法罷特、皆容賀梅爾十分之一、俱以賀梅爾為準、  
EZK.45.12	二十季拉為一舍客勒、五為五、十為十、五十舍客勒為一彌那、  
EZK.45.13	所當獻之禮物如左、小麥一賀梅爾中、當獻伊法六分之一、麰麥一賀梅爾中、亦獻伊法六分之一、  
EZK.45.14	油之定數、一歌珥即一賀梅爾中、當獻罷特十分之一、蓋一賀梅爾為十罷特、  
EZK.45.15	在
EZK.45.16	斯土眾民、各當以此禮物、奉於
EZK.45.17	其君之職、乃於節期月朔安息日、及
EZK.45.18	主耶和華曰、正月朔、必取無疵之牡犢一、以潔聖所、  
EZK.45.19	祭司取贖罪祭牲之血、釁室之門橛、壇邊之四隅、及內院之門橛、  
EZK.45.20	七月朔、當為誤犯罪、及無知而犯者、亦行此禮、以潔斯室、  
EZK.45.21	正月十四日、當守逾越節、七日為節期、食無酵餅、  
EZK.45.22	是日君必為己及斯土之民、備牡犢一、為贖罪祭、  
EZK.45.23	歷節期之七日、為耶和華日備無疵之牡犢七、牡綿羊七、以為燔祭、亦必日備牡山羊一、為贖罪祭、  
EZK.45.24	亦為各牡犢、各牡綿羊、備麵一伊法、每麵一伊法、加油一欣、以為素祭、  
EZK.45.25	七月望、守節期歷七日、亦當如是而行、俱循贖罪祭、燔祭、素祭、及油之數、  
EZK.46.1	主耶和華曰、內院東向之門、六日間操作時、必閉之、惟安息日及月朔、必啟之、  
EZK.46.2	君入、必由外門之廊、立於門柱之側、祭司為備燔祭酬恩祭、君拜於門閾、然後出、而門不閉、至於日暮、  
EZK.46.3	斯土之民、於安息日月朔、必在是門闕、崇拜於耶和華前、  
EZK.46.4	安息日、君所獻於耶和華之燔祭、乃無疵之綿羊羔六、牡綿羊一、  
EZK.46.5	亦備素祭、為牡綿羊麵一伊法、為羔羊各隨其力、每麵一伊法、加油一欣、  
EZK.46.6	月朔所獻者、乃無疵之牡犢一、及綿羊羔六、牡綿羊一、皆無疵者、  
EZK.46.7	亦備素祭、為牡犢麵一伊法、為牡綿羊麵一伊法、為羔羊各隨其力、每麵一伊法、加油一欣、  
EZK.46.8	君入、必由門廊之道、出亦由之、  
EZK.46.9	斯土之民、於諸節期、詣耶和華前時、凡由北門入而崇拜者、必由南門而出、由南門而入者、必由北門而出、不可返於所入之門、必直前而出焉、  
EZK.46.10	民入、君亦於其中而入、民出、君亦偕之、  
EZK.46.11	大會節期之素祭、為牡犢麵一伊法、為牡綿羊麵一伊法、為羔羊各隨其力、每麵一伊法、加油一欣、  
EZK.46.12	如君願備燔祭、或酬恩祭、為樂獻之祭、奉於耶和華、必為之啟東向之門、獻其燔祭、或酬恩祭、如安息日然、既出、則閉其門、  
EZK.46.13	日備一歲無疵之羔、以為燔祭、奉於耶和華、每晨備之、  
EZK.46.14	每晨必備素祭、麵一伊法六分之一、油一欣三分之一和之、以為耶和華之素祭、循其常例、  
EZK.46.15	每晨必備羔羊、素祭及油、為恆獻之燔祭、○  
EZK.46.16	主耶和華曰、如君錫物於子、則為子有、以為恆業、  
EZK.46.17	若以產業錫於臣僕、則為彼有、越屆豁免之年、乃歸於君、惟君之業、必歸於子、  
EZK.46.18	君欲錫土於子、必取畿輔予之、勿逐民出其業、免我民失業而星散、○  
EZK.46.19	其人導我、由門旁之道而入、詣祭司北向之聖室、見其西有一所、  
EZK.46.20	遂告我曰、此乃祭司烹補過祭、贖罪祭、及炙素祭之所、免其攜至外院、俾民成聖、  
EZK.46.21	復導我入外院、使我經行院之四隅、見每隅有院、  
EZK.46.22	院之四隅、各有環牆之院、長四十肘、廣三十肘、四院之度維一、  
EZK.46.23	小院四周有廊、其下遍有烹飪之所、  
EZK.46.24	其人告我云、斯乃烹飪之室、庶民所獻祭牲、室中供役者、必烹之於此、  
EZK.47.1	其人導我返至室門、其室東向、門閾之下、有水湧出、流於東方、由室右及壇南而下、  
EZK.47.2	遂導我自北門而出、由向東之道、折至外門、見水出於右、  
EZK.47.3	其人執繩、向東而出、量千肘、使我涉之、其水沒踝、  
EZK.47.4	又量千肘、使我涉之、其水沒膝、再量千肘、使我涉之、其水沒腰、  
EZK.47.5	又量千肘、其水成河、我不得涉、蓋水泛濫、可泳而不可涉矣、  
EZK.47.6	遂謂我曰、人子歟、爾見此乎、乃導我返於河濱、  
EZK.47.7	既返、則見河濱左右、林木繁多、  
EZK.47.8	其人謂我曰、此水流於東方、下至
EZK.47.9	此河所至之地、諸動物必得滋生、鱗族繁衍、斯水既至、海水變甘、所至之處、百物生焉、  
EZK.47.10	漁人必立河濱、自
EZK.47.11	惟其淤地水澤、水不變甘、留為斥鹵、  
EZK.47.12	河濱左右、生長各樹、其實可餐、其葉不凋、其果不斷、因水出於聖所、月結新實、果可為食、葉可醫疾、○  
EZK.47.13	主耶和華曰、爾分斯土為業、循
EZK.47.14	昔我舉手而言、以斯土錫爾列祖、爾必共分、得之為業、  
EZK.47.15	斯土北界、自大海、沿
EZK.47.16	與
EZK.47.17	自海至
EZK.47.18	東界在
EZK.47.19	南界自
EZK.47.20	西界大海、自南界至
EZK.47.21	當以斯土、循
EZK.47.22	掣籤分地與爾、及旅爾中而生子之外人、斯人爾必視如
EZK.47.23	外人旅於何支派中、爾必於彼以業給之、主耶和華言之矣、  
EZK.48.1	支派之名如左、在北界、由
EZK.48.2	附
EZK.48.3	附
EZK.48.4	附
EZK.48.5	附
EZK.48.6	附
EZK.48.7	附
EZK.48.8	附
EZK.48.9	爾所獻於耶和華之地、必長二萬五千肘、廣一萬肘、  
EZK.48.10	所獻之聖地、必歸於祭司、北向長二萬五千肘、東向廣一萬肘、西向廣一萬肘、南向長二萬五千肘、耶和華之聖所、必在其中、  
EZK.48.11	斯地歸於
EZK.48.12	故附
EZK.48.13	附祭司之地、
EZK.48.14	此區歸於耶和華為聖、
EZK.48.15	附此二萬五千肘之區、所餘一區、廣五千肘、以為俗地、建邑築室、亦為郊野、邑在其中、  
EZK.48.16	其度如左、東西四千五百肘、南北四千五百肘、  
EZK.48.17	邑郊、東西二百五十肘、南北二百五十肘、  
EZK.48.18	附於所獻聖地、其餘之區、東一萬肘、西一萬肘、與聖地相等、其土所產、歸於邑中供役者為食、  
EZK.48.19	支派、於邑中供役者、必耕種其地、  
EZK.48.20	所獻之聖地、與建邑之地、其式維方、長二萬五千肘、廣二萬五千肘、○  
EZK.48.21	聖地與邑地、左右餘地、東二萬五千肘、西二萬五千肘、與聖地相等、必歸於君、聖地聖室、必在其中、  
EZK.48.22	   
EZK.48.23	其餘支派、自東至西、為
EZK.48.24	附
EZK.48.25	附
EZK.48.26	附
EZK.48.27	附
EZK.48.28	之南界、自
EZK.48.29	爾當掣籤、分於
EZK.48.30	邑之四方及門如左、北方四千五百肘、  
EZK.48.31	邑門依
EZK.48.32	東方四千五百肘、有三門、一
EZK.48.33	南方四千五百肘、有三門、一
EZK.48.34	西方四千五百肘、有三門、一
EZK.48.35	邑之四周、共計一萬八千肘、是日以後、邑名曰耶和華在此、  
DAN.1.2	主以
DAN.1.3	王諭宦官長
DAN.1.4	即少年無疵、美姿容、嫻智慧、具知識、明格致、可侍於王宮者、教以
DAN.1.5	王命日以己所用之膳、所飲之酒頒之、養之三年、屆期侍於王前、  
DAN.1.6	中有
DAN.1.7	宦官長易其名、稱
DAN.1.8	惟
DAN.1.9	上帝使
DAN.1.10	宦官長謂
DAN.1.11	宦官長委保傅、監理
DAN.1.13	後觀我容、及食王膳少者之容、依爾所見而待爾僕、  
DAN.1.14	乃允斯事、試之十日、  
DAN.1.15	越十日、見其容、較食王膳少者、尤美而豐、  
DAN.1.16	保傅乃去所頒之膳與酒、食以菜蔬、  
DAN.1.17	此四少者、上帝賜以知識聰睿、精於文字學術、
DAN.1.18	屆王所定少者入覲之期、宦官長引之見
DAN.1.19	王與之言、見其中無及
DAN.1.20	王於所詢智慧明哲之事、見其愈於舉國之巫人術士十倍、  
DAN.1.21	在彼、至
DAN.2.2	乃召巫人、術士卜筮、及
DAN.2.3	王謂之曰、我得夢、中心煩擾、欲知夢兆維何、  
DAN.2.4	人以
DAN.2.5	王曰、我命已出、如爾不以夢、及其解告我、必解爾體、使爾室為糞場、  
DAN.2.6	如以夢及其解告我、則必自我而獲品物、賞賚、及大尊榮、故當以夢及其解告我、  
DAN.2.7	彼復奏王曰、請以夢告僕、我則解之、  
DAN.2.8	王曰、我確知爾欲延其時、因知我命已出、  
DAN.2.9	如爾不以夢告我、祇以一法懲爾、因爾設誑言妄語告我、以待其時變易、爾其以夢告我、則知爾能解之、  
DAN.2.11	王所詰者罕矣、除不居於形軀之神外、無能告王、  
DAN.2.12	王因之怒、忿甚、命殲
DAN.2.13	王命出、將誅哲士、則索
DAN.2.14	王之侍衛長
DAN.2.15	曰、王命何若是嚴急哉、
DAN.2.16	入覲、求王寬限、為王解之、○  
DAN.2.18	請其為此秘奧、求天上上帝矜憫、免
DAN.2.19	於夜間異象中、此秘奧顯示於
DAN.2.20	曰、智慧能力悉屬上帝、願其名受頌美、永世靡暨、  
DAN.2.21	彼變更時日、廢立君王、以智賜哲士、以識賜達人、  
DAN.2.22	顯示隱微深奧之事、洞悉暗中所有、光與之偕、  
DAN.2.23	我列祖之上帝歟、我稱謝頌美爾、錫我智能、以我儕之所求示我、俾知王事、  
DAN.2.24	入、見王所命殲
DAN.2.26	王謂稱
DAN.2.27	對曰、王所問之秘奧、哲士術士、巫人卜筮、不能告王、  
DAN.2.28	惟在天有上帝、顯示秘奧、彼以末日必有之事、示
DAN.2.29	王在牀時、思未來之事、今顯示秘奧者、以必有之事示爾、  
DAN.2.30	此秘奧顯示於我、非因我有智慧、逾於眾生、乃以夢兆告王、俾知心之所思、  
DAN.2.31	王見巨像、其形雄偉、輝煌特甚、立於王前、其狀可懼、  
DAN.2.32	像首為精金、胸臂為銀、腹股為銅、  
DAN.2.33	其脛為鐵、其足半鐵半泥、  
DAN.2.34	王視之、見一石、非人手所鑿、擊厥像半鐵半泥之足而碎之、  
DAN.2.35	於是鐵泥銅銀與金俱碎、如夏日禾場之粃糠、為風飄揚、無從尋覓、擊像之石、成為大山、遍盈天下、  
DAN.2.36	所夢若是、我今為王解之、  
DAN.2.37	王歟、爾為諸王之王、天上上帝以國以權、以能以榮賜爾、  
DAN.2.38	凡有居民之處、野獸飛鳥、悉付爾手、俾爾治之、金首即爾也、  
DAN.2.39	爾後將有一國興起、亞於爾國、又有其三之國若銅、統轄天下、  
DAN.2.40	復有其四之國、堅剛似鐵、夫鐵能服百物而碎之、此國亦必行破壞如鐵然、  
DAN.2.41	爾見其足與趾、半為陶人之泥、半為鐵者、其國必分、爾見鐵雜於泥、其國必有力如鐵然、  
DAN.2.42	其趾半鐵半泥、其國亦半強半弱、  
DAN.2.43	爾見鐵雜於泥、其民必與異族混雜、惟彼此不相洽、如鐵不與泥合然、  
DAN.2.44	當彼列王時、天上上帝必立一國、永不見滅、其權不歸他族、將毀前之諸國、而盡滅之、其國恆存弗替、  
DAN.2.45	爾見有石、自山鑿出、非由人手、擊碎鐵銅泥銀及金、斯乃惟皇上帝
DAN.2.47	王語
DAN.2.48	王乃使
DAN.2.49	求於王、王乃立
DAN.3.2	遣使召諸方伯、大臣牧伯、刑官庫司、議士士師、及諸州牧咸至、為
DAN.3.3	於是方伯、大臣牧伯、刑官庫司、議士士師、及諸州牧咸集、為
DAN.3.4	遒人大聲呼曰、諸民諸國、諸方言者、今命爾曹、  
DAN.3.5	爾於何時、聞角簫琵琶琴瑟笙、及各樂器之音、即當伏拜
DAN.3.6	凡不伏拜者、即時投於烈火之爐、  
DAN.3.7	諸民聞角簫琵琶琴瑟、及各樂器之音時、諸民諸國、諸方言者、遂伏拜
DAN.3.8	時、有
DAN.3.9	奏
DAN.3.10	王歟、爾曾頒詔、凡聞角簫琵琶琴瑟笙、及各樂器之音、當伏拜金像、  
DAN.3.11	凡不伏拜者、必投於烈火之爐、  
DAN.3.12	有
DAN.3.14	謂之曰、
DAN.3.15	今爾聞角簫琵琶琴瑟笙、及各樂器之音、願伏拜我所製之像、則可、若不拜之、必即時投於烈火之爐、何神能拯爾於我手耶、  
DAN.3.17	果爾、我所事之上帝、能拯我於烈火之爐、亦必拯我於爾手、  
DAN.3.18	即不然、王當知我決不事爾神、不拜爾所立之金像、  
DAN.3.19	怒甚、向
DAN.3.20	亦命軍中壯士數人、縛
DAN.3.21	三人被縛、仍衣褲袍與褻服、及他衣、投於烈火之爐、  
DAN.3.22	因王命孔亟、其爐甚熱、投
DAN.3.23	三人被縛、墮於烈火之爐、  
DAN.3.24	時、
DAN.3.25	王曰、我見四人、不縛不傷、遊於火中、其四者之貌、有若神子、  
DAN.3.26	近烈火之爐門曰、至上上帝之僕、
DAN.3.27	方伯大臣牧伯、及王之議士咸集、見此三人、火不能傷其身、首髮不焦、衣服不變、火燎之臭、亦未及之、  
DAN.3.28	曰、
DAN.3.29	我今頒詔、各民各國、各方言者、凡謗
DAN.3.30	王遂陞
DAN.4.2	至上上帝於我所行之神蹟奇事、我以宣之為善、  
DAN.4.3	大哉其神蹟、偉哉其奇事、其國永存、其權歷世弗替、○  
DAN.4.4	我
DAN.4.5	爰得一夢、令我畏懼、在牀所思、暨所得之異象、使我煩擾、  
DAN.4.6	乃命引
DAN.4.7	於是巫人術士、
DAN.4.8	終有
DAN.4.9	巫師長
DAN.4.10	我在牀所得之異象若是、見有一樹、植於地中、其榦高甚、  
DAN.4.11	其樹生長堅剛、高凌霄漢、四極見之、  
DAN.4.12	其葉秀茂、厥果繁多、足供眾生、野獸伏於其蔭、飛鳥棲於其枝、凡有血氣者、由之得食、  
DAN.4.13	我在牀所得之異象、見一儆醒之聖使、自天而降、  
DAN.4.14	大聲呼曰、伐其樹、斫其枝、搖落其葉、播散其果、使獸離其下、使鳥去其枝、  
DAN.4.15	惟留其根於地、在田野青草之間、束以銅鐵之索、濕以天露、俾與野獸共囓地草、  
DAN.4.16	變其人心、予以獸心、歷至七期、  
DAN.4.17	此乃儆醒者所定、聖使所命、使生民咸知至上者治世人之國、隨意畀人、立人間之至卑者主之、  
DAN.4.18	我
DAN.4.19	稱
DAN.4.20	爾所見之樹、生長堅剛、高凌霄漢、四極見之、  
DAN.4.21	其葉秀茂、厥果繁多、足供眾生、野獸伏於其下、飛鳥棲於其枝、  
DAN.4.22	王歟、生長堅剛者爾也、爾之高大、凌乎霄漢、爾之權勢、及於地極、  
DAN.4.23	王見儆醒之聖使、自天而降曰、伐其樹而毀之、惟留其根於地、在田野青草之間、束以銅鐵之索、濕以天露、俾與野獸共囓乎草、歷至七期、  
DAN.4.24	王歟、其解若是、至上者所命定、臨於我主我王、  
DAN.4.25	爾將被逐、離乎人羣、與野獸同居、囓草如牛、為天露所濡、歷至七期、迨爾知至上者治世人之國、隨意畀人、  
DAN.4.26	既命留樹之根、乃謂迨爾知天操其權、則爾國復歸於爾、  
DAN.4.27	王歟、請納我諫、去過而行義、絕惡而恤困、庶可延長綏安、  
DAN.4.28	凡此皆應於
DAN.4.29	越十二月、王遊於
DAN.4.30	曰、此非大
DAN.4.31	言未竟、自天有聲曰、
DAN.4.32	爾將被逐、離乎人羣、與野獸同居、囓草如牛、歷至七期、迨爾知至上者治世人之國、隨意畀人、  
DAN.4.33	斯言即時驗於
DAN.4.34	厥期既盡、我
DAN.4.35	地上居民、悉若無有、彼於天上軍旅、地上億兆、隨意而行、無能阻其手、或詰之曰、爾何為者、  
DAN.4.36	是時我靈性已復、我仍得威嚴光輝、致國獲榮、我之議士大臣、再朝覲我、我復堅立於國位、威勢增益於我躬、  
DAN.4.37	今我
DAN.5.2	暢飲之際、命取其父
DAN.5.3	遂取自
DAN.5.4	彼眾飲酒、頌讚金銀銅鐵木石之神、  
DAN.5.5	維時、有人手之指顯見、書文於王宮粉壁、燈臺相對之處、王見書文之手、  
DAN.5.6	王變乎色、中心煩擾、腰骨脫節、兩膝相觸、  
DAN.5.7	乃大聲而呼、命召術士、
DAN.5.8	王之哲士咸入、而莫能讀其文、為王解之、  
DAN.5.10	太后因王與大臣所言、乃入宴室曰、願王萬歲、勿中懷煩擾、而變乎色、  
DAN.5.11	爾國中有一人焉、聖神之靈寓於其中、爾父之時、見其通明、聰睿、智慧、若神之智、爾父
DAN.5.12	其名
DAN.5.13	被引詣王、王謂之曰、昔我王父自
DAN.5.14	我聞神明之靈寓於爾中、具有通明聰睿、美妙之智慧、  
DAN.5.15	今諸哲士術士、引至我前、使讀斯文、為我解之、而不能解、  
DAN.5.16	我聞爾善解、而釋秘奧、爾果能讀斯文、為我解之、必身衣絳袍、項垂金索、治國職居其三、  
DAN.5.18	王歟、至上上帝以國位大權、尊榮威嚴、錫爾父
DAN.5.19	因上帝所賜之大權、諸民諸國、諸方言者、咸戰慄畏懼於其前、生殺升降、隨其所欲、  
DAN.5.20	惟其心驕傲、其性剛愎、泰然而行、乃黜其王位、奪其尊榮、  
DAN.5.21	被逐離乎人羣、心變如獸、與野驢同居、囓草如牛、身為天露所濡、迨知至上上帝治世人之國、隨意立人主之、  
DAN.5.22	歟、爾乃其子、雖知此事、而心不自卑、  
DAN.5.23	惟自高而抗天上之主、取其室中之器、至於爾前、爾與大臣后妃、用以飲酒、頌美金銀銅鐵木石之神、即無見無聞無知者、至於掌爾氣息、定爾道途之上帝、則不尊榮之、  
DAN.5.24	故上帝使手出於其前、而書此文、  
DAN.5.25	其文曰、彌尼、彌尼、提客勒、烏法珥新、  
DAN.5.26	其解曰、彌尼者、上帝數爾國祚、使之永終也、  
DAN.5.27	提客勒者、爾衡於權、而見虧缺也、  
DAN.5.28	毘勒斯者、爾國分裂、畀於
DAN.5.29	遂命以絳袍衣
DAN.5.30	是夕
DAN.5.31	人
DAN.6.2	更立宰輔三人、
DAN.6.3	心性佳妙、愈於其他宰輔、及諸方伯、王欲立之治理全國、  
DAN.6.4	宰輔方伯、索
DAN.6.5	其人相語曰、除
DAN.6.6	宰輔方伯咸集、詣王奏曰、願
DAN.6.7	國之宰輔、督臣方伯、議士牧伯會議、請降詔諭、立一禁令、三旬之內、惟王是求、此外、凡求神與人者、必投之獅洞、  
DAN.6.8	請王立此禁令、簽押其文、俾不得改、循
DAN.6.9	王乃簽押、立此禁令、  
DAN.6.11	彼眾會集、見
DAN.6.12	遂詣王、論其禁令曰、王歟、爾非簽押禁令、三旬之內、惟王是求、此外、凡求神與人者、必投之獅洞乎、王曰、誠有其事、循
DAN.6.13	眾對王曰、王歟、
DAN.6.14	王聞此言、憂甚、決志救
DAN.6.15	彼眾會集、詣王奏曰、王歟、當知
DAN.6.16	王乃出命、則攜
DAN.6.17	遂移石於洞口、王封以己璽、又鈐以大臣之章、使處
DAN.6.18	王乃返宮、終夜禁食、徹樂於其前、亦不成寐、  
DAN.6.19	翌日夙興、急往獅洞、  
DAN.6.20	既近於洞、哀聲呼
DAN.6.21	對曰、願王萬歲、  
DAN.6.22	我之上帝遣其使箝獅口俾不傷我、以我於其前無罪、在王前亦未行不善也、  
DAN.6.23	王喜甚、命取
DAN.6.24	王命既出、遂曳訟
DAN.6.26	我今降詔、諭我全國人民、當於
DAN.6.27	彼施拯救、在天在地、行神蹟奇事、今救
DAN.6.28	於
DAN.7.2	曰、我夜見異象、天之四風驟起、與大海相搏、  
DAN.7.3	有四巨獸、自海而出、其狀各殊、  
DAN.7.4	其一若獅、有鷹之翼、我視之、見其翼被拔、厥獸被舉而起、立以二足如人、且得畀以人心、  
DAN.7.5	其次之獸若熊、半身側立、其口齒間、啣三脇骨、有謂之曰、起、吞噬多肉、  
DAN.7.6	厥後、又見一獸若豹、背有四鳥翼、獸亦有四首、得賜以權、  
DAN.7.7	此後於夜間異象中、我見其四之獸、可畏可懼、極強有力、亦有鐵牙甚巨、吞噬碎裂、足踐所餘、與前諸獸迥異、首有十角、  
DAN.7.8	我思維其角時、見一小角生於其中、前角中之三角、為小角所拔、小角有目若人、有口出言誇大、  
DAN.7.9	我視之、見有座設立、一年高者坐焉、衣皜如雪、髮潔若純粹之羊毛、火炎其座、烈燄其輪、  
DAN.7.10	火川出於其前、服役者千千、侍立者萬萬、鞫事已備、書卷悉展、  
DAN.7.11	其時我因小角出言誇大、則注目而視、迨至其獸見殺、其身被毀、為火所焚、  
DAN.7.12	所餘之獸、其權被奪、惟延其生、以待時期、  
DAN.7.13	我於夜間異象中、又見一人若人子者、乘天雲而來、詣年高者、被引至於其前、  
DAN.7.14	乃錫以權、與榮與國、使諸民諸國、諸方言者咸事之、其權恆存弗替、其國永不見滅、○  
DAN.7.15	我
DAN.7.16	我乃就一侍者、詢諸事之實、彼以之告我、為我解其義曰、  
DAN.7.17	此四巨獸即四王、將出於世者、  
DAN.7.18	惟至上者之聖民、必承其國、以為己有、永世靡暨、  
DAN.7.19	我欲知第四獸之實、以其異於他獸、甚可畏懼、其牙為鐵、其爪為銅、吞噬碎裂、足踐所餘、  
DAN.7.20	又欲知其首之十角、及生於其中之一角、使三角墜於其前者、是角有目、有口出言誇大、其狀大於他角、  
DAN.7.21	我視之、見斯角與聖民戰而獲勝、  
DAN.7.22	迨年高者至、為至上者之聖民伸冤、聖民得國之期已屆、  
DAN.7.23	侍者曰、第四獸、即在世之第四國、異於諸國、將吞噬天下、踐而碎之、  
DAN.7.24	其十角即十王、將由此國而興、其後有一王起、異於前者、將服三王、  
DAN.7.25	彼出言逆至上者、銷磨其聖民、意欲改易節期法律、聖民將付於其手、歷一載二載半載、  
DAN.7.26	鞫事已備、必奪其權、毀之滅之、至於終極、  
DAN.7.27	惟國與權、及天下萬邦之尊顯、必咸畀於至上者之聖民、其國為永久之國、凡秉權者、必服事順從之、  
DAN.7.28	其言至此而竟、我
DAN.8.2	其時、我恍若在
DAN.8.3	我舉目而觀、見牡綿羊一、立於河濱、有二角、二角俱高、此高於彼、高者後出、  
DAN.8.4	我見其羊、向西向北向南而觸、凡獸莫能禦之、亦莫能施拯救於其手、彼乃隨意而行、自為強大、  
DAN.8.5	我思維時、見牡山羊一、自西而來、遍行天下、足不履地、兩目間有一卓犖之角、  
DAN.8.6	詣我所見立於河濱、二角之牡綿羊、奮怒疾趨、而力觸之、  
DAN.8.7	我見其既近、盛怒而觸之、折其二角、牡綿羊無力抵禦、乃仆之於地、而蹂躪之、無能拯牡綿羊而脫之、  
DAN.8.8	牡山羊自大特甚、其強壯時、巨角斷折、有四卓犖之角代出、向天四方、  
DAN.8.9	其一又生小角、漸成極大、向南向東、亦向榮美之地、  
DAN.8.10	漸即高大、及於天象、天象星宿、有被擲於地者、加以蹂躪、  
DAN.8.11	彼乃自大、而敵天象之君、去其日獻之祭、傾其聖所、  
DAN.8.12	因討罪而得軍、以敵日獻之祭、委棄真理於地、隨意而行、無不利達、  
DAN.8.13	我聞一聖者宣言、又有一聖者詢之曰、異象所示、論去日獻之祭、與行毀滅之罪、且付聖所與軍旅、而受足踐、其事延至何時、  
DAN.8.14	對曰、迨至二千三百晝夜、聖所乃得潔清、○  
DAN.8.15	我
DAN.8.16	亦聞
DAN.8.17	彼遂近我所立之處、既至、我則懼、面伏於地、彼謂我曰、人子歟、其知此異象、因關乎末期也、  
DAN.8.18	彼與我言時、我乃沉睡、面伏於地、彼撫我、使我起立、  
DAN.8.19	曰、我以震怒末期、所有之事示爾、蓋此異象、乃關末日之定期也、  
DAN.8.20	爾所見二角之牡綿羊、即
DAN.8.21	牡山羊即
DAN.8.22	巨角斷折、四角代出、即由其國、將有四國崛興、惟權不及於彼、  
DAN.8.23	四國末期、悖逆之人、罪惡貫盈、有一王興、其貌猛厲、能明秘奧、  
DAN.8.24	將執大權、非由己力、彼必施行毀滅、異於尋常、隨意而行、無不利達、毀滅有能者、爰及聖民、  
DAN.8.25	彼用權術、成其詭譎、中心自大、乘民安居、多行殲滅、且起而抗逆萬君之君、然終必見折、非由人手、  
DAN.8.26	所示爾晝夜日數之異象乃真、惟當封之、蓋關乎多日之後也、  
DAN.8.27	我
DAN.9.2	元年、我
DAN.9.3	我決意以禱告祈求、禁食衣麻蒙灰、尋主上帝、  
DAN.9.4	遂禱我上帝耶和華、認罪曰、主歟、尊大可畏之上帝、愛主而遵主命者、為之踐約施恩、  
DAN.9.5	我儕犯罪乖戾、行惡悖逆、離爾訓詞律例、  
DAN.9.6	未聽爾僕諸先知、奉爾之名告我君王、牧伯列祖、及國中庶民之言、  
DAN.9.7	主歟、惟爾為義、我則蒙羞、有如今日、
DAN.9.8	主歟、我與我之君王、牧伯列祖、因獲罪於爾、俱蒙羞恥、  
DAN.9.9	我主我上帝、恆懷矜憫赦宥、而我儕悖逆之、  
DAN.9.10	不聽我上帝耶和華之言、不行爾藉爾僕諸先知所示我之法律、  
DAN.9.11	全族干犯爾律、轉而離爾、不聽爾言、故上帝僕
DAN.9.12	彼對我儕、及鞫我之士師所言者、今則成之、而降大災於我、
DAN.9.13	斯災臨我、乃依
DAN.9.14	故耶和華顧視、而降此災於我、蓋我上帝耶和華所行、無不公義、惟我不聽其言、  
DAN.9.15	主我之上帝歟、昔以巨能之手、導爾民出
DAN.9.16	主歟、願依爾仁義、使爾忿怒、轉離爾邑
DAN.9.17	我上帝歟、請聽爾僕之禱告祈求、為爾之故、以爾容光、照爾荒寂之聖所、  
DAN.9.18	我上帝歟、求爾傾耳而聽、啟目視我荒蕪之區、及以爾名而稱之邑、我陳所祈於爾前、非因己義、乃因爾之鴻慈也、  
