MAT.1.1	Kabuttuanna Yesus Kristus peampoanna tomaraya Daud, peampoanna Abraham, susi inde laoannae:
1TI.5.15	Annu dengammi pira-pira baine balu pusa napolalan unturu' ponggawana setang.
1TI.5.16	Lako baine to mangngorean, to dengan baine balu rapunna la melolomia duka' ungkaduntu'i indana urrangngannipa passananna kombonganna to mangngorean. Napolalan anggamo baine balu to tuo mesa tongan-tongan nakaduntu' kombonganna to mangngorean.
1TI.5.17	Angganna perepi' to mengkarang tongan illalan kombonganna to mangngorean, la'bi-la'binna to barring ummulelean battakadanna Puang Allata'alla anna to ma'pa'guru, sipato' ditayuk anna dikaduntu' la napokatuoanna. 
1TI.5.18	Annu dengan tiuki' illalan Buku Masero nakua: “Dau ammu kambu saping ke marassanni mupopallullu' gandum,” dengan toi duka' nakua: “Mesa to mengkarang sipato' disaroi.” 
1TI.5.19	Dau tappa perangngii pa'tanda'na tau lako mesa perepi', ke tae' nasa'bii dua battu tallu tau. 
1TI.5.20	Sapo ianna kasalaan tongan, la mupakilala dio tingngayona tau kamban anna malara angganna to ummitaii mengkarea' duka'. 
1TI.5.21	Kupakari'di' tongan-tongangko dio olona Puang Allata'alla anna Kristus Yesus sola angganna malaeka'na kumua, la muturu' manappa inde angganna pa'pakilalangkue, tae'ko la ma'pebulu-bulu, anna tae'ko la rempe'. 
1TI.5.22	Tae'ko la madommi' ummangka' tau mendadi perepi' illalan kombonganna to mangngorean, annu la undagaiko kalemu indana lambanniko kasalaanna. Ammu dagai liu kamaseroammu. 
1TI.5.23	Daumo anna angga wai babang muiru' sapo' la ummiru'ko duka' anggur sititti' anna malara umpakulii tambukmu annu sibassa'ko masaki.
1TI.5.24	Ianna la ummangka'ko perepi' illalan kombonganna to mangngorean, pengkilalaii kumua dengan tau ta'pa diparessa anna kawanammo kasalaanna, sapo dengan toi duka' tau diparessapi anna mane kawanan kasalaanna. 
1TI.5.25	Susi duka' panggauan mapia tappa kawanan diita, ianna tae' tappa kawanan, pissan attu innang la lemba'na.
1TI.6.1	Angganna to mangngorean to diposabua' la sae rokko ummangga' puangna, anna malara tae' dengan lalanna tau untelle sanganna Puang Allata'alla battu pepa'guruanta. 
1TI.6.2	Ianna dengan sabua' mangngoreammo puangna, tae' la napa'barinni'i annu padami mangngorean. Sapo tuttuan la matutu lako annu inde to napengkaranganne padanna siamo to mangngorean anna to nakamasei. Inde pepa'guruanne la mupa'peassakan sola mupa'pakilalaan.
1TI.6.3	Dengan tau umpa'pa'guruan salianna inde pepa'guruanne anna tae' umporanan pepa'guruan tongan dio mai Puang Yesus Kristus Dewatanta, tae' toi unturu' pepa'guruan diona kamanurusan langngan Puang Allata'alla. 
1TI.6.4	Tau iatoo ussanga kalena manarang malaria kela dengan aka naissan. Umpeang liu kada la nasipekka-pekkai napolalan kendek kasingungngusan, kasigagaan, pa'telle, pambasa'-basa' penawa. 
1TI.6.5	Inde mai taue anggami ma'pikki' kadake, ta'mo dengan kamaloloan illalan kalena anna tae' dengan kattunna sipekka-pekka. Nasangamia kumua ianna unturu'mo aluk Kasaranian la tomakakami. 
1TI.6.6	Tonganna kumua dengan kakerongkosan ke unturu'ki' aluk Kasaranian anna tapomasannangmo dionamo kaleta. 
1TI.6.7	Annu tae' dengan aka tabaa tama lino, tae' toi dengan aka la tabaa ke tapelleimi. 
1TI.6.8	Dadi la tapomasannangmi ke ganna'mi taande sola tapa'sare dodo. 
1TI.6.9	Sapo lako to morai la tomakaka la madommi' umpogau' kasalaan annu' nataloi kamailuanna. Inde taue naala poyana ponggawana setang iamo nataloi ma'rupa-rupa kamailuan tama'guna anna pasanggangan. Kamailuan iatoo la ussanggangngi anna la untallannii. 
1TI.6.10	Annu kamailuan lako doi' umpabuttu ma'rupa-rupa kakadakean. Dengammi pira-pira tau umpemboko'i kapangngoreananna napobua' kamailuanna lako doi', napolalan masussa penawanna aka unduppa kamaparrisan.
1TI.6.11	Sapo petauannako iko Puang Allata'alla, dadi la mukambela angganna kara-kara iatoo ammu barring umpogau' kamaloloan, umpalako pa'kuanna Puang Allata'alla, mangngorean langngan Puang Yesus, ma'kamase lako padammu, sa'bara', anna malenna' penawa. 
1TI.6.12	La tontongko untarunduk lalan kapangngoreanammu moi anna buda ewalimmu. Mangkamoko mangngaku nasa'bii buda tau anna tambaiko Puang Allata'alla mendadi petauanna ammu malara untarima katuoan sae lako-lakona. Dadi inde katuoan sae lako-lakonae la mutoe manda'. 
1TI.6.13	Temo dio olona Puang Allata'alla to umpatuo angga lako anna dio olona Kristus Yesus to umpokada kasa'bian malolo dio tingngayona Pontius Pilatus, kusuako 
1TI.6.14	la unturu' tongan angganna inde parentae napolalan tae' dengan sassamu sae lako allo nangei umpakawanan sule kalena Puang Yesus Kristus Dewatanta. 
1TI.6.15	Inde attu kasaeannae mangkami napatantu Puang Allata'alla mesa-mesanna to ma'kuasa, tomarayanna angganna tomaraya, pepuanganna angganna puang, anna to sipato' dipakasalle. 
1TI.6.16	Iamo mesa-mesanna to la da'da' sae lako-lakona. Tadongkon yao angngenan pangngarrang tae' dengan tau la untaroi undendeii. Tae' dengan mesa tau mangka ummitai anna tae' dengan mala la ummitai. La tontong ma'kuasa anna dipakasalle sae lako-lakona! Amin.
1TI.6.17	Lako tomakaka illalan inde linoe la mupakilala indana malangka' penawa anna tae' la urrannuan aka-aka tae' la da'da', susinna pa'ewananan. Sapo la urrannuan Puang Allata'alla to umbengangkia' aka-aka la tapolalan masannang. 
1TI.6.18	Pakilalai anna malara ma'gau' mapia liu, mamase, anna barring ma'petando. 
1TI.6.19	Annu inde mai gau' susie sirapan ewanan la da'da' anna umpakawanan kumua ullolongammi katuoan pa'dandinna Puang Allata'alla anna la napopenumpuan matoto' illalan attu la ditingngayona.
1TI.6.20	O Timotius, la mukambi' manappa angga mangkanna dipapassanniangko. Pasikambelai kalemu tula' tama'guna anna pepa'guruan tangngia pepa'guruan tongan. Inde pepa'guruanne nasanga kamanarangan tau sapo' tangngia kamanarangan tongan. 
1TI.6.21	Annu dengammi tau mangngaku ummampui kamanarangan iatoo napolalan umpelleimo kapangngoreananna. Anna tamba'morokoa' Puang Allata'alla.
2TI.1.1+2TI.1.2	Inde sura'e melolo kaleku, Paulus ummuki'i kupalulako Timotius anakku illalan kapangngoreanan to kukamasei. Kaomo to mangka dituro mendadi rasulna Kristus Yesus situru' pa'kuanna Puang Allata'alla angku malara umpakarebai pa'dandinna diona katuoan illaan Kristus Yesus. Anna Puang Allata'allamora Ambeta sola Kristus Yesus Pepuanganta la untamba'ko anna ungkamaseiko anna tandoiko kamasakkean.
2TI.1.3	Umpenombaina' Puang Allata'alla siolaan penawa mapatting susi sinapogau' to kuponene pongngade'. Anna sima'kurru' sumanga'na' langngan ke kukilalai omoko illalan sambayangku ke allo iaraka anna ke bongi. 
2TI.1.4	Kuinawa-nawa kenamala silambi' poleki' anna malara tiala penawangku annu kukilalai umba susi rantangna buamu anta sisarak. 
2TI.1.5	Ma'kurru' sumanga'na' langngan Puang Allata'alla annu' kukilalai kumua lantuk tongan kapangngoreanammu lako Kristus susi kapangngoreananna nenemu Lois anna indomu Eunike. Anna kuorean kumua dengan duka' kapangngoreanan susi illaan kalemu. 
2TI.1.6	Iamo too anna kupakilalamoko la tuttuan barringko umpopa'guna mana' mangka napalulako kalemu Puang Allata'alla inde angku balla'iko pala'e. 
2TI.1.7	Annu Penawa Masero nabengangki' Puang Allata'alla tae' la umpakendek kamareasan illalan kaleta sapo la umpakendek kamatoroan illalan penawanta, la umpabuttu pa'kamase, anna la napamoloiki' ungkuasai kaleta. 
2TI.1.8	Dadi tae'ko la makadere' umpa'peassakan kareba untetteran Dewatanta Puang Yesus, tae' tona' la mupa'kasirisan moika anna to ditarungkunna' annu unturu'na' Puang Yesus. Sapo la padaki' ussa'dingan kamaparrisan ura'na Kareba Kadoresan tapalanda'. La mananna' penawako untingngayo inde kamaparrisanne ummolai kakuasaan nabengangko Puang Allata'alla. 
2TI.1.9	Annu napasalama'miki' Puang Allata'alla anna napopendadiki' petauanna. Tangngia pa'palakota naita sapo innang dengan pa'kuanna la ungkamaseiki' ummolai Kristus Yesus. Inde pa'kuannae innang mangkami napatantu mengkalao diopi mai, ta'pa dikombong inde linoe. 
2TI.1.10	Temo umpakawanammi kamamaseanna ummolai kasaeanna Kristus Yesus to umpasalama'kia', to untaloi kuasanna kamatean, anna umpaturoiki' lalan lu lako katuoan sae lako-lakona ummolai Kareba Kadoresan. 
2TI.1.11	Iamo nangei naturomo' Puang Allata'alla mendadi rasulna, anna tuangguru, anna to la ma'palanda', 
2TI.1.12	kupolalan unduppamo inde pandarranne. Sapo tae'na' makadere' annu kuissanan manappa to kuorean, iamo Puang Yesus. Kuorean toi kumua nabela undagai inde passanan mangka napalulako kalekue
2TI.1.13	La mupaillaan tambuk angganna pepatudu mapia mangka kupalanda' lako kalemu ammu potandenganni ke ma'pa'guruko. Anna la mupalako siolaan kapangngoreanan anna pa'kamase illaan Kristus Yesus. 
2TI.1.14	Inde pepatudu mangka dipalulako kalemue mesa ewanan keangga'. Dagai manappai ummolai kakuasaanna Penawa Masero illalan kaleta.
2TI.1.15	Muissanan kumua kamala napellei asanna' tau illaan propinsi Asia, susi duka' Figelus anna Hermogenes. 
2TI.1.16	Sapo la nakamaseiri to Puang Yesus rapunna Onesiforus-o, annu inde Onesiforus-e sinapatialanna' penawangku anna tae' makadere' silao ummollongngina' tama tarungkun. 
2TI.1.17	Saena inde Roma tappa napeangmo' kipolalan silambi'. 
2TI.1.18	Anna mukawanan kumua tae' dengan sitorro umpamoloina' illalan pengkarangangku itin Efesus. Kupa'sambayangan langngan Puang Yesus kenamala nakamasei ke nalambi'mi allo kasaeanna.
2TI.2.1	O anakku, la tontongko ke'de' matoto' ummolai kamamaseanna Kristus Yesus lako kalemu. 
2TI.2.2	Anna angganna pepa'guruan mangka murangngi dio mai kaleku nasa'bii tau kamban, la mupalanda' duka' lako to la mala dirannuan mala toi ma'patudu anna pa'pa'guruanni lako tau senga'. 
2TI.2.3	Ikomo mesa tantarana Kristus Yesus. Iamo too la umpomatoto'ko penawammu untingngayo kamaparrisan susi kusa'dingan. 
2TI.2.4	Angga ia innang karanganna tantara la nakarang mesa tantara, ta'mo la umposara kara-kara senga' annu la umpatiala penawanna ponggawana. 
2TI.2.5	Susi siami duka' to silumba illaan mesa paningoan innang tae' dengan la patalo ke tae' unturu' manappa sangka'na inde paningoanne. 
2TI.2.6	Mesa pambaya to ummasai pala'na mengkarang, sipato' la ia siamo yolo ummandei alan bela'na battu alan umanna. 
2TI.2.7	Paillaan penawai angganna tula'ku annu la napomasiangangko Puang Allata'alla napolalan mupekalembasan asan.
2TI.2.8	Ianna ullambi'ko kamasussaan pengkilalaiko Puang Yesus Kristus peampoanna Daud to mangka dipatuo dio mai alla'na to mate. Iamo te issinna Kareba Kadoresan kupalanda'e, 
2TI.2.9	kupolalan ullambi' kamaparrisan, lambisan napungona' rante bassi tau susi to kadake. Sapo tae' ia naissan umpungo battakadanna Puang Allata'alla, 
2TI.2.10	kupolalan sa'bara'mo untingngayo angganna kamaparrisan. Kusa'barasammi annu umpa'kadua-duaina' to napile Puang Allata'alla anna malara ullambi' kasalamasan ummolai Kristus Yesus anna la torro illaan angngenan kamatandean sae lako-lakona.
2TI.2.11	Tonganna inde battakadae nakua:
2TI.2.11	Ianna matemiki' sola Kristus,
2TI.2.11	la tuoki' duka' sola Kristus.
2TI.2.12	Ianna sa'bara'ki' illalan kamaparrisan,
2TI.2.12	la malaki' ma'parenta sola Puang Yesus.
2TI.2.12	Ianna tatelang,
2TI.2.12	la natelangki' duka'.
2TI.2.13	Ianna tae'ki' matutu lako,
2TI.2.13	la tontong ia matutu, aka innang to matutu.
2TI.2.14	Pakilalai to sima'patudu diona inde kara-karae. La mupakilala dio tingngayona Puang Allata'alla indana ussipekka-pekkai liu tula' annu' tae' dengan gunana sangngadinna mala untallanan kapangngoreananna to urrangngii. 
2TI.2.15	Pengkarang manappako anna malara masannang Puang Allata'alla iamo la mupalanda' silampu'na kareba katonganan indamu kasirisan dio olona Puang Allata'alla. 
2TI.2.16	Pasikambelai kalemu tula'-tula' tama'guna, tanaporainna Puang Allata'alla. Annu to angga umpobungan puduk itin tula'-tula' susio tuttuan la ungkambela Puang Allata'alla. 
2TI.2.17	Pepa'guruanna inde taue ussanggangngi tau senga' susi saki palelean. Pira-pirami tau umpa'pa'guruanni susinna Himeneus anna Filetus. 
2TI.2.18	Inde to duae umpalanda' kareba tatongan nakua: “Mangkami katuoanna sule to mate,” napolalan dengan pira-pira tau mangngoro'i dio mai kapangngoreananna. 
2TI.2.19	Sapo kombonganna to mangngorean sirapan batu lentong natanan Puang Allata'alla la ke'de' matoto'. Dio inde batu lentongnge dengan pangnguki' nakua: “Naissanan Puang Allata'alla benna petauanna,” anna “Benna-benna mekapuang lako Kristus la umpasikambela kalena kakadakean.”
2TI.2.20	Tae' angga ba'baranna bulawan sola ba'baranna pera' illaan banuanna tomakaka, sapo dengan duka' ba'baranna kayu sola litak. Ba'baranna bulawan sola pera' dipake ke dengan kara-kara kamai dipalako anna ba'baranna kayu sola litak dipake allo-alloan. 
2TI.2.21	Susimi duka' to mangngorean, ianna umpasikambela kalena kakadakean la sirapan ba'baranna bulawan anna pera' la dipopa'guna illalan kara-kara kamai. Inde to mangngoreanne la dipalao senga' anna dipatoka umpalako angganna pengkarangan mapia napolalan ma'guna kamai illalan pengkaranganna Puang Yesus. 
2TI.2.22	Iamo too, pasikambelai kalemu kakadakean susi sinapogau' to mangngura. Sapo la umpeangko lalan ammu malara umpogau' liu kamaloloan, tontong mangngorean, ummampui pa'kamase anna kasikalinoan lako to sitonda penawa mapatting mekapuang langngan Puang Allata'alla. 
2TI.2.23	Pasikambelako kalemu kuama tama'guna annu muissanan kumua angga umpakendek kasigagaan. 
2TI.2.24	Annu tae' ia mala sigaga tau sabua'na Puang Yesus, sapo malute lako angganna tau, manarang ma'pa'guru, anna sa'bara'. 
2TI.2.25	La ma'penawa malenna' umparunduk to pabali-bali umba-umba aka anna nagara' penawanna Puang Allata'alla anna mala mengkatoba' napolalan mala ummissanan pepa'guruan tongan. 
2TI.2.26	Anna umba-umba aka anna kilala sule napolalan lappa' dio mai kakuasaanna ponggawana setang to umpassai umpogau'i pa'kuanna.
2TI.3.1	Pengkilalaii kumua, ianna la nalambi'mo attu kasuppikanna lino kendekmi buda kamasussaan. 
2TI.3.2	Aka anggami kalena la napikki' ma'rupa tau, mailu lako doi', untede kalena, ussanga-sanga kalena, ma'telle, umbali to matuanna, tanaissan ma'kurru' sumanga', tamealuk, 
2TI.3.3	tae' ummampui pa'kamase, moka sikapia solana, untula' kadake solana, tae' nabela ungkuasai kalena, makarra' lako tau, ungkabassi kamapiaan, 
2TI.3.4	umpa'perososan padanna, tae' umpakalando pikki'na, malangka' penawa, anna umpakalando ia kamasannangan lino anna la unturu' Puang Allata'alla. 
2TI.3.5	Ianna diita, to ma'aluk, sapo sitonganna tau iatoo untumpu pala' kakuasaanna Puang Allata'alla. Dadi pasikambelai kalemu tau iatoo. 
2TI.3.6	Aka dengan pira-pira tau iatoo tokke' silangngan banuanna tau ungkelo baine tama'rori'. Inde baine tama'rori'e budami kasalaanna anna nakuasai ma'rupa-rupa kamailuan. 
2TI.3.7	Melaya' liu duka' sapo tae' dengan leleanna la umpekalambanan pepa'guruan tongan yao mai Puang Allata'alla. 
2TI.3.8	Inde to ungkelo baine tama'rori'e umbali katonganan susi Yanes anna Yambres umbali Musa
2TI.3.9	Sapo innang tae' la ullambi' pa'kua penawanna aka la susi Yanes anna Yambres naissanan asan tau katomaroanna.
2TI.3.10	Sapo iko-iko, muissanan manappami angganna pepa'guruangku, pa'palakoku, suringku diona aka la kupogau', kapangngoreanangku, kasa'barasangku, pa'kamaseku, anna kamatutuangku. 
2TI.3.11	Mukawanan tomi duka' pandarraan anna kamapa'disan susi kusa'ding dio Antiokhia, Ikonium anna dio Listra. Inde pandarraanne mabanda' tongan-tongan sapo nalappasanna' Dewatanta Puang Yesus dio mai. 
2TI.3.12	Innang la ullambi' ia pandarraan angganna to unturu' Kristus Yesus, to morai umpogau' pa'kuanna Puang Allata'alla, 
2TI.3.13	sapo to kadake gau' anna to angga umpakena padanna la tuttuan kadake pa'palakona. La umpapusa tau sapo napapusa duka' tau senga'. 
2TI.3.14	Sapo la tontongko iko umpengnganda' pepa'guruan mangka dipalanda' lako kalemu anna muorean tongammo, aka muissanan manappa benna umpa'guruko. 
2TI.3.15	Pengkilalaii kumua mengkalao diomi barinni'mu ummissanan issinna Buku Masero. Inde Buku Maseroe malako napakeaka' mupolalan ullambi' kasalamasan ummolai kapangngoreanan langngan Kristus Yesus. 
2TI.3.16	Angganna battakada tiuki' illalan Buku Masero buttu yao asan mai Puang Allata'alla anna ma'guna dipa'patuduan, mepaitai kasalaan, umpapia gau' kadake, anna umpatette tau lako lalan kamaloloan. 
2TI.3.17	Inde Buku Maseroe mala umpatoka to unturu' Puang Allata'alla la umpalako angganna karangan mapia.
2TI.4.1	Taissanan kumua la sae sule Puang Yesus tama lino ma'parenta anna umparessa to tuo anna to mate. Iamo too anna kupakari'di'ko dio tingngayona Puang Allata'alla anna Kristus Yesus, kumua: 
2TI.4.2	La tontong liuko umpalanda' battakadanna Puang Allata'alla lako tau, naakurika naperangngii ta'raka. Tulasanni kasalaanna, dapaii umpogau' liu kakadakean, pakilalai ammu sa'bara' umpa'gurui. 
2TI.4.3	Aka la dengan attunna tae' la naaku umperangngii pepa'guruan mapia ma'rupa tau, sapo la urrempun tuangguru to la umpatudui diona aka naporainna narangngi annu anggami pa'kua penawanna la naturu'. 
2TI.4.4	La umpasalai talinga kareba katonganan anna umpalempe pa'perangnginna lako toyolo tama'guna. 
2TI.4.5	Sapo la ungkuasaiko kalemu illaan angganna kara-kara. Sa'bara'ko untingngayo kamaparrisan ammu tontong umpalanda' Kareba Kadoresan. Palako manappai angganna passanan mangka dipalulako kalemu.
2TI.4.6	Annu kaleku kao, la nalambi' kalemi attunna natambai Puang Allata'alla sirapan bua pemala' dipakendek langngan olona. Ta'mo masae angku pelleimo inde linoe. 
2TI.4.7	Mangkamo' ma'kadua-dua umpalanda' Kareba Kadoresan anna suppik manappamo angganna karangangku anna tontongna' mangngorean. 
2TI.4.8	Temo tokami songko' kapataloan la namanasanna' Puang Yesus to malolo ma'bisara ke nalambi'mi allo kasaeanna. Inde songko' kapataloanne la dipalulako to malolo. Tae' angga kao la untarimai, sapo angganna to umpenandai kasaeanna.
2TI.4.9	Peangko lalan ammu mala mai kale umpellambi'ina' 
2TI.4.10	annu umpakalandomia kara-kara lino Demas napolalan napelleimo' le'ba' lako Tesalonika. Kreskes le'ba lako Galatia, anna Titus lu lako Dalmatia. 
2TI.4.11	Anggamora Lukas torro inde kusolaan. Pellambi'i Markus ammu solanni mai aka la malana' napamoloi illaan pengkarangangku. 
2TI.4.12	Le'bamia Tikhikus kusua matin Efesus. 
2TI.4.13	Maka' maiko, la mubaanna' angganna sura'ku, la'bi-la'binna iato sura' balulangngo, ammu tulianna' duka' bayu rui'ku kupatorro dio Troas, dio banuanna Karpus.
2TI.4.14	Budami kakadakean napogau' lako kaleku iato Aleksander pande bassio, sapo la nabala'iri to Puang Yesus situru' pa'palakonao. 
2TI.4.15	La mukatangkinni annu tau iatoo umbali tongan-tongan pepa'guruanta.
2TI.4.16	Inde angku manianna umpa'timpasan kaleku dio tingngayona pa'bisarae, tae' dengan tau ussolanna' moi mesamo, napellei asanna'. Sapo la nagarri'iri to Puang Allata'allao. 
2TI.4.17	Sapo nasolaanna' Dewatanta Puang Yesus anna pakatoto'na' kupolalan mala umpalanda' angganna Kareba Kadoresan anna narangngimo angganna tau salianna to Yahudi. Anna nalappasampa' dio mai to la umpopepateina'. 
2TI.4.18	Anna innang la nalappasanna' Puang Yesus dio mai angganna to la umpeanganna' kakadakean, anna la natettena' tama kaparentaanna yao suruga. La tontong dipakasalle sae lako-lakona. Amin.
2TI.4.19	Salama'ku lako Priska sola Akwila anna rapunna Onesiforus. 
2TI.4.20	Torro ia Erastus dio Korintus anna Trofimus masaki kupellei dio Miletus. 
2TI.4.21	Kenamala innang indemokoa' anna mane sae attunna sakka' padang.
2TI.4.21	Salama'na Ebulus, Pudes, Linus, Klaudia sola angganna siulu'ta.
2TI.4.22	O Timotius, la tontongko nasolaan Puang Yesus Kristus. Anna la natamba'koa' pada-pada.
TIT.1.1	Inde sura'e melolo kaleku, Paulus, ummuki'i. Kaomo te sabua'na Puang Allata'allae anna rasulna Puang Yesus Kristus. Naturona' la umpamoloi to napilei Puang Allata'alla anna malara matoto' kapangngoreananna, anna la kuparunduk lako kapaissanan diona pepa'guruan tongan. Inde pepa'guruan tonganne la umpatette ma'rupa tau manuru' langngan Dewata, 
TIT.1.2	anna la umpakendek kaparannuan kumua la dengan katuoan sae lako-lakona, susi mangka nadandi Puang Allata'alla mengkalao diopi mai, anna angganna pa'dandinna tae' mala tanapalako. 
TIT.1.3	Anna illaan attu mangka napatantu, umpakawanammi battakadanna diona lalan katuoan sae lako-lakona. Kaomo mesa to diponto bannangngi la umpalanda' inde battakadannae situru' parentana Puang Allata'alla To umpasalama'ki'.
TIT.1.4	Inde sura'e kupalulako kalemu, Titus, to kuala anak dadiammo annu bassi mangngoreammiki' lako Kristus. Anna Puang Allata'allamora Ambeta anna Kristus Yesus To umpasalama'ki' la untamba'ko anna tandoiko kamasakkean.
TIT.1.5	Ia kungei umpatorroko itin Kreta, ammu malara ummato' aka la parallunnapa diato', anna la ummangka'ko duka' perepi' illaan kombonganna to mangngorean lako simesa-mesa tondok, susi mangka kupakari'disangko. 
TIT.1.6	To la mala mendadi perepi' iamo to tae' dengan sassana, susinna angga mesa bainena,
TIT.1.7	Aka inde perepi'e iamo to ummato' pengkaranganna Puang Allata'alla. Iamo nangei manggi' to tae' dengan sassana, susinna tae' sima'kada mesa, tae' pa'kearasan, tangngia pangngiru', tangngia to maringngan lima, anna tangngia toi to madommi' mailu ummita doi'. 
TIT.1.8	Sapo to siuntarima manappa to sae dio banuanna, to umminawa-nawa kamapiaan, to nabela ungkuasai kalena, to ma'gau' malolo, to masero, to naissan ummato' anna umpikki' angganna pa'palakona, 
TIT.1.9	anna to untoe manda' ummanti matoto' pepatudu mapia situru' aka mangka dipatuduanni. Napolalan mala umpakilala tau ummolai inde pepatudu mapiae anna unturoan kasalaanna to umbali inde pepatudue.
TIT.1.10	Aka buda tau tae' ummangga' perepi', la'bi-la'binna to Yahudi to mangngoreammo. Anggami tula' tama'guna napokada napolalan umpapusa pikki'na tau. 
TIT.1.11	Tau iatoo tae' la mupabeai ma'patudu aka budami pendaposan napapusa ummolai pepatudu tasipato'na dipa'patuduan. Ia nangei umpatenni, annu morai la ummala babang doi'na tau. 
TIT.1.12	Dengammi duka' mesa to manarangna to Kreta ma'kada nakua: “Angganna to Kreta tae' tappa' dengan tonganna tula' napokada, makarra', soko, makuttu polepi mengkarang.” 
TIT.1.13	Inde tula'e tonganna. Iamo too anna la mupakilala tongan-tongammo anna malara ummorean pepatudu sitonganna. 
TIT.1.14	Anna tae' la umperangngii toyolo tama'guna sinatula' to Yahudi anna parentana ma'rupa tau to untumpu pala' pepa'guruan tongan. 
TIT.1.15	Tae' ia dengan pemali lako to masero, sapo lako to kadake anna to tamangngorean tae' tappa' dengan aka masero naita. Aka anggami kakadakean illalan pikki'na sola illalan penawanna napolalan ta'mo naissan ma'pasise'la. 
TIT.1.16	Tiu'bi' dio pudukna nakua: “Kiissanan Puang Allata'alla,” sapo tae' siolaan pa'palakona anna tula'na. Tau iatoo, tae' dengan pada kadake gau', tae' naaku unturu' battakada Dewata, anna tae' la nabela ma'gau' mapia.
TIT.2.1	Sapo iko-iko, la umpa'pa'guruangko iko situru'na pepa'guruan tongan. 
TIT.2.2	Pakilalai to matua muane, anna malara tae' umpangngula' penawanna, keangga', ungkuasai kalena, matoto' kapangngoreananna langngan Puang Allata'alla, ma'kamase lantuk anna tontong sa'bara'.
TIT.2.3	Susi duka' lako to matua baine, la mupakilala anna malara angganna pa'palakona la situru' gau'na mesa to mangngorean. Tae' la untula' beko solana, tae' la pangngiru', sapo la naissan umpatudu tau diona kamapiaan, 
TIT.2.4	napolalan mala umparunduk baine mangngurapa la ungkamasei muanena sola anakna, 
TIT.2.5	la ungkuasai kalena, la masero, barring mengkarang illaan banuanna, mapia penawa, anna manuru' lako muanena. Ianna ma'gau' susimo tee, ta'mo dengan napotendan to salian la untelle battakadanna Puang Allata'alla.
TIT.2.6	Susi duka' lako anak muane la mupakilala manappa anna malara ungkuasai kalena illalan angganna kara-kara.
TIT.2.7	O anakku Titus, la ma'gau' mapia liuko ammu malara napotandengan angganna tau itin. La ma'pa'guru manappako sitonda penawa mapatting. 
TIT.2.8	Pilei manappai tula' la mupokada indana petidongko tau, napolalan angganna ewalimmu la makadere' annu tae' dengan naola untula' kadakeki'.
TIT.2.9	Anna lako sabua' la mupakilala anna mala manuru' lako puangna illaan angganna kara-kara anna la umpomasannang penawanna puangna. Tae' la angga pabali-bali 
TIT.2.10	anna tae' toi la maboko. Sapo la tontong liu umpakawanan kamaloloanna napolalan naissanan puangna kumua mala diorean. Anna malara ummolai pa'palakona inde sabua'e, pepa'guruan umpa'peissanan Puang Allata'alla To mepasalama' la napakasalle ma'rupa tau.
TIT.2.11	O Titus, la mupa'guru manappa angganna to mangngorean anna ma'gau' susi annu mangkami umpakawanan pa'kamasena Puang Allata'alla umpasalama' rupa tau. 
TIT.2.12	Napatudukia' inde pa'kamasenae anta malara tae' umbali pa'kuanna Puang Allata'alla sola umpangngula' kamailuan lino. Napatudukia' duka' la ungkuasai kaleta, ma'gau' malolo, anna manuru' lako Puang Allata'alla illalan inde linoe. 
TIT.2.13	Temo marassangki' ummampai attu la dingei ullambi' kamasannangan situru' kaparannuanta. Attu iatoo la kawanan kamatandeanna Puang Yesus Kristus To umpasalama'kia' battu' dikua Puang Allata'alla to randan matande. 
TIT.2.14	Mangka umpa'pesorongan kalena anta malara lappa' dio mai angganna kakadakean anna napopendadiki' petauanna to naseroi, to barring umpogau' kamapiaan.
TIT.2.15	Pa'pa'guruan asanni te maie, ammu pakilalai angganna to umperangngiko anna palako manappai ammu kambaroanni to tae' unturu'i. Baraniko umpalakoi annu ikomo to dipakuasa. Dau pabeai tau umpa'barinni'iko.
TIT.3.1	Pakilalai angganna to mangngorean itin anna mengkaola lako to ma'parenta anna lako perepi' illalan tondok. La barring umpalako angganna pengkarangan mapia. 
TIT.3.2	Tae' la untula' beko padanna, tae' la umpakendek kasipekkaan sapo la malenna' penawa, anna marampan penawa lako angganna tau.
TIT.3.3	Yolona kita siamoa' duka' to maro, tae' manuru', anna napapusakia' kakadakean. Nataloiki' ma'rupa-rupa kamoraian anna kamasannangan lino. Kadake penawakia' anna mangungngu' sola sikabirri' lako dio mai. 
TIT.3.4	Sapo umpakawanan pa'kamasena anna kamapiaan penawanna Puang Allata'alla To umpasalama'kia' 
TIT.3.5	napolalan napasalama'mikia', tangngia gau' malolota naita, sapo ura'na pa'kamasena lako kaleta. Napasalama'kia' ummolai pengkaranganna Penawa Masero umbasei kasalaanta, nadadian pole anna beengkia' katuoan bakaru. 
TIT.3.6	Nabeengkia' Penawa Masero Puang Allata'alla ummolai Puang Yesus Kristus To umpasalama'ki', 
TIT.3.7	anta malara sipato' untarima mana' katuoan sae lako-lakona situru' kaparannuanta annu' nagente'miki' to malolo Puang Allata'alla ura'na pa'kamasena. 
