MAT.1.1	Ri' ri jb'ijak yak jmam Kakaj Jesucristo ri rijajl David y Abraham. 
REV.2.15	Y kuske chawechak wi' jujun cristian ri ticojowtak jc'utu'nak mak cristian ri jb'ijak nicolaítas.
REV.2.16	Jwi'li'li, ¡q'uex ano'jak! Wi mita' taq'uex ano'jak, imb'e chawijak y la' man espad ri tielch laj ínchi' inch'o'jin riq'uilak mak cristian li.
REV.2.17	Nen titonc, jte' jcholajl nen tijb'ij Lok'laj Jsantil Kakaj Dios rechak yak k'at ajtakeltak we. Nen tich'econ chib' man jb'ab'al etzl, tanya' maná re chi tijem ri aj mukulna lajori y tanya' jun sak ab'aj re ri tz'ib'al jun aac' b'ij chiwch ri ta' nen etemawinak re, xike nen ri tic'uluw tieteman re, xche' Kakaj Jesucristo.
REV.2.18	Kakaj Jesucristo xij chwe: Tz'ib'ajb'i jilonri pire man k'at ajtakeltak we pach man ajc'amal jb'eak ri wi'tak Tiatira ri jun tilmit re Asia. Jilonri tijb'ij Jc'ajol Kakaj Dios ri jilon rilic b'ak' jwich chapca' jxak k'ak' y rakan jilon rilic chapca' ch'i'ch' brons ri su'ul rij pire tikopoponc.
REV.2.19	In wetami' juntir nen tijin tab'antak, wetami' nen mo atlok'intak, wetami' nen mo jcub'ar ach'olak chwij, wetami' chi tijin tab'antak lawi' chwaj tab'antak, wetami' chi ta' xaquib'aj awanmak y wetami' chi lajori attijintaka' chi jb'anic mas utzil chiwch cuando xatticartakch.
REV.2.20	Pero wi' jun kelen ri ta' tzi twil chawijak. Ye'lke luwar awi'lak chi man anm ri jb'ij Jezabel tijb'ij chi ajk'asal Jyolji' Kakaj Dios, pero tike jsub' yak wajchac, jwi'l tijb'ij chi tijna' trantak mak etzltak no'j re tz'i'al y tijtijtak mak kelen ri sujulchak re mak tiox chi jnimirsaj jk'ijak. 
REV.2.21	In xinya' luwar re pire tijq'uex jno'j, pero ta' raj tican jye' jb'anic mak etzltak no'j re tz'i'al. 
REV.2.22	Jwi'li'li tamb'an chi man anm li tikej laj jsoc jwi'l jun c'axlaj yajel y mak winak ri tiechb'entak re man anm li, wi mita' tican jye'tak jb'anic mak no'j ri xtijojtak jwi'l man anm li, tina imb'anna sub'laj c'ax rechak. 
REV.2.23	Y tancamsaj juntir ric'lal man anm li y jilonli juntir yak ajtakeltak we tretemajtak chi in wetami' nen tijchomorsajtak y nen wi' laj ranmak juntir cristian. Tamb'ana' k'atb'itzij chab'ak chirij ri b'anal awi'lak chi ajujunalak.
REV.2.24	In tamb'ij chawechak, atak yak nic'j aj Tiatira ri ta' tijin tab'antak lawi' ri tijb'ij mak jc'utu'n man anm li y ajqui' chach'ob'tak chirij jchomorsa'n man jb'ab'al etzl ri tijb'ijtak chi ri ta' esal chi sakil. Ta' chiqui' nen tamb'ij chawechak chi rajwax tab'antak. 
REV.2.25	Pero ri' takejtak jb'anic ri b'il inwi'l chawechak asta titaw k'ij impe chic.
REV.2.26	Nen tich'econ chib' man jb'ab'al etzl y tran lawi' chwaj asta ticam, tanya' k'atb'itzij laj jk'ab' pire titakon chib'ak mak tilmit. 
REV.2.27	Jilon chapca' xan Inkaj chwe in, xya' k'atb'itzij laj ink'b' chib'ak juntir tilmit y in tanya' re titakon chib'ak mak tilmit chapca' la' jun b'ar ri b'anal la' ch'i'ch', trana' rechak chapca' jpaxaj jun b'o'j ri b'anal la' ulew. 
REV.2.28	Y tanya' man nimi ch'umil re ri tielch ak'ab'.
REV.2.29	Nen titonc, jte' jcholajl nen tijb'ij Lok'laj Jsantil Kakaj Dios rechak yak k'at ajtakeltak we, xche' Kakaj Jesucristo.
REV.3.1	Kakaj Jesucristo xij chwe: Tz'ib'ajb'i jilonri pire man k'at ajtakeltak we pach man ajc'amal jb'eak ri wi'tak Sardis ri jun tilmit re Asia. Jilonri tijb'ij man ri wi' wukub' (7) jcwinel Lok'laj Jsantil Kakaj Dios riq'uil y ri wi' wukub' (7) ch'umil laj jk'ab'.
REV.3.1	In wetami' juntir nen tijin tab'antak. Onque tib'ijsaj chawijak chi aj yo'lcataka'n, pero nic' riq'uil ataka' camnak. 
REV.3.2	C'astaj awchak y coj jcowil awanmak chi jtakej jb'anic lawi' raj Kakaj Dios tab'antak chapca' ri b'analch awi'lak ojr pire ma' tisaach jwich, jwi'l wetami' chi chiwch Kakaj Dios wi' nen ri ta' chiqui' tzi tijin tab'antak.
REV.3.3	Cuxtaj awi'lak mak c'utu'n ri tal awi'lak, ri' li takejtak jb'anic y q'uex ano'jak. Wi mita' c'astasal awchak, ta' awic'ab'ak intaw jwi'l jilon intawic chapca' jtawic jun alk'om ri ta' etemal nen chi or titawc.
REV.3.4	Cla' li tilmit Sardis, wi' jujun ajtakeltak we ri ta' tz'ilib'sal ranmak li mac jwi'lak y rechak tiwo'cottaka' pi impach, cojol saktaklaj itz'ik jwi'lak jwi'l tic'ulari' pi rechak.
REV.3.5	Nen tich'econ chib' man jb'ab'al etzl ticojsaji' saklaj itz'ik chirij y ta' tanchup jb'ij li wuj re c'aslemal y tank'asaji' jb'ij chiwch Inkaj y chiwchak yak ranjl.
REV.3.6	Nen titonc, jte' jcholajl nen tijb'ij Lok'laj Jsantil Kakaj Dios rechak yak k'at ajtakeltak we, xche' Kakaj Jesucristo.
REV.3.7	Kakaj Jesucristo xij chwe: Tz'ib'ajb'i jilonri pire man k'at ajtakeltak we pach man ajc'amal jb'eak ri wi'tak Filadelfia ri jun tilmit re Asia. Jilonri tijb'ij man ri tosol pire Kakaj Dios y ri saklaj tzij, ri wi' jlaw David laj jk'ab', ri wi' k'atb'itzij laj jk'ab' tijteb'a' pwert y ta' ni jun titz'apin re y ri titz'apin pwert y ta' ni jun titeb'an re.
REV.3.8	In wetami' juntir nen tijin tab'antak. Iltak impuch, chawchak ye'li' jun pwert tel inwi'l y ta' ni jonok titz'apin re. Onque ta' mas jcowil awanmak, pero cojoli' inyolj awi'lak ri ximb'ij chawechak y ta' b'il awi'lak chi ta' inatakejtak.
REV.3.9	Iltak impuch, man k'at ri tib'anowtak lawi' raj man jb'ab'al etzl trantak y tijb'ijtak chi rijajltaka' Israel, pero ta' tz'et. Tina imb'anna rechak chi tib'e xucartak chawchak pire tretemajtak chi atinlok'ajtaka'n.
REV.3.10	Y jwi'l ta' xaquib'aj awanmak chi jtijic c'ax jwi'l tacojtak inyolj, jwi'li'li in atincola'taka' la' mak k'ij cuando tipe c'ax chib'ak juntir cristian wich ulew pire tic'utun chi sakil wi tzi o ta' tzi tijin trantak. 
REV.3.11	Laj orke impetc. Coj jcowil awanmak chi jtakej jb'anic lawi' rajwax tab'antak pire ma' wi' jonok timajow atojb'lak chawechak.
REV.3.12	Nen tich'econ chib' man jb'ab'al etzl tancoja' pire rakan richoch inDios y ta' chiqui' ni jun b'welt tielch cla'. Chirij tantz'ib'aj jb'ij inDios y jb'ij ri aac'laj Jerusalén ri jtilmit inDios ri tikejch lecj riq'ui inDios y tantz'ib'aj ri aac' imb'j chirij.
REV.3.13	Nen titonc, jte' jcholajl nen tijb'ij Lok'laj Jsantil Kakaj Dios rechak yak k'at ajtakeltak we, xche' Kakaj Jesucristo.
REV.3.14	Kakaj Jesucristo xij chwe: Tz'ib'ajb'i jilonri pire man k'at ajtakeltak we pach man ajc'amal jb'eak ri wi'tak Laodicea ri jun tilmit re Asia. Jilonri tijb'ij man ri tib'ijsaj Jiloni' re, ri ta' tijquib'aj ranm chi resaj chi sakil juntir ri tran Kakaj Dios. Y tz'etel tz'eti' ri tijb'ij ri quiek jwi'l xwa'x juntir ri wi'tak wich k'ijsak.
REV.3.15	In wetami' juntir ri tijin tab'antak, wetami' chi ta' atak joron ni ta' atak c'atan. In ri' chwaj chi ataktene' joron o c'atan. 
REV.3.16	Pero jwi'l atake sakli'l, ma' atak ta' joron ni atak ta' c'atan, atinxab'ajtakb'i laj ínchi'.
REV.3.17	Atak tab'ijtak chi ataka' b'iom y sub'laj kus wattakwi' y ta' chiqui' jono kelen rajwax chawechak. Pero ta' awetamak chi c'axi' lamas wattakwi' y sub'laj c'ur awchak, ataka' powr, ataka' moy y ch'analcataka'n. 
REV.3.18	Jwi'li'li tanye' ano'jak chi talok'tak oro wiq'uil ri b'anal jwa'x li k'ak' pire atrantak b'iom. Talok'tak saktaklaj itz'ik wiq'uil pire tacoj chawijak jwi'l mas q'uixib'al awilicak ch'analcatak y lok'tak jun acumb'lak pire tacoj la' b'ak' awchak pire atna'tuntak chic.
REV.3.19	In tank'ela' y tampixib'aji' juntir yak ri tanlok'ajtak jwi'li'li q'uex ano'jak y b'antak riq'ui nojel awanmak lawi' raj Kakaj Dios tab'antak. 
REV.3.20	Iltak impuch, in inch'a'wb'i chi' pwert, wi wi' nen titaw inyolj y tijteb'a' jpwert chinwch, inoqui' laj richoch y ojwi'ni' nic' riq'uil.
REV.3.21	Nen tich'econ chib' man jb'ab'al etzl, in tanya' luwar re ticub'ar wiq'uil, jilon chapca' in xinch'econi' chib' man jb'ab'al etzl y xincub'ari' li man luwar lamas cub'ulwi' Inkaj.
REV.3.22	Nen titonc, jte' jcholajl nen tijb'ij Lok'laj Jsantil Kakaj Dios rechak yak k'at ajtakeltak we, xche' Kakaj Jesucristo.
REV.4.1	Cuando xantaj juntir li, in Juan xinna'tun lecj, etke xwilb'i jun pwert tel y xinta chic jun ch'a'wem chapca' xaanch chwe nab'e ri chapca' jtaic rok'eb' jun trompet, xijch chwe: Jawench neri y tanc'ut chawch mak kelen ri tina imb'anna nen or cuando tik'ax juntir mak ri ximb'ij chawe, xche' chwe.
REV.4.2	Y etke xincan laj jk'ab' Lok'laj Jsantil Kakaj Dios y xwil jun cub'arb' lamas tib'an takon ri wi' lecj y wi' jun cub'ul chib'. 
REV.4.3	Y ri cub'ul chib' man cub'arb' li, jor kus rilic jilon tikopopon chapca' jun ab'aj ri jb'ij jaspe y jun ab'aj ri jb'ij cornalina y chirij man cub'arb' li lamas tib'an takon, wi' jun xocak'b' sub'laj tikopopon jwich chapca' rilic jun ab'aj ri jb'ij esmeralda. 
REV.4.4	Y sutul rij man cub'arb' li lamas tib'an takon jwi'l junwinak quejab' (24) chi cub'arb' lamas tib'an takon y chib' mak cub'arb' li cub'ultak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios. 
REV.4.5	Y li man cub'arb' li lamas tib'an takon tielch coyop, quiekuljaw y sub'laj tijumumc. Chiwchb'i man cub'arb' li lamas tib'an takon wi' wukub' (7) candil wi' jk'ak'alak y ri'taka' yak wukub' (7) jcwinel Lok'laj Jsantil Kakaj Dios. 
REV.4.6	Y chiwchb'i man cub'arb' li lamas tib'an takon wi' jun kelen chapca' rilic mar ri sub'laj sak jwich chapca' rilic jun kelen ri tijna' tiilsaj nen wi' chirij. Laj nic'ajl mak cub'arb' lamas tib'an takon ri sutuwinaktak rij man cub'arb' lamas tib'an takon wi' quejab' q'uitzinoj ri sutuwinaktak chic rij man cub'arb' li. Y mak q'uitzinoj li sub'laj q'ui b'ak' jwichak, wi' b'ak' jwichak chiwchak y chirijak.
REV.4.7	Man nab'e rechak mak q'uitzinoj jilon rilic chapca' jun coj, man jcab' jilon rilic chapca' jun achaj wacx, man jrox q'uitzinoj jilon jcayb'al chapca' jcayb'al cristian y man jcaj jilon rilic chapca' jun nimlaj xic' tijin tirupupunc. 
REV.4.8	Chi quejab' rib'ilak mak q'uitzinoj li wi' wakakib' (6) jxic'ak chi jujunalak y nojsal rijak chi b'ak' wich chi ji' chirijak y laj jxic'ak y chi lak'j chi lak'ab' tijb'ijtak:
REV.4.8	Sub'laj tziyi'n, sub'laj tziyi'n, sub'laj tziyi' Kakaj Dios ri Kajawl ri wi' sub'laj jcwinel, ri wi' ojrtaktzij, ri wi' lajori y tina pena nen or, tiche'tak.
REV.4.9	Nojel b'welt cuando mak quejab' q'uitzinoj li tijnimirsajtak jk'ij y tijcojtak jk'ij y tic'omowantak re ri cub'ul chib' man cub'arb' lamas tib'an takon ri yo'l y ta' jcamic, 
REV.4.10	yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios tijxucb'a' rib'ak asta titaw chi' jwichak lak ulew chiwch man ri cub'ul chib' man cub'arb' lamas tib'an takon y tijnimirsajtak jk'ij jun ri yo'l y ta' jcamic. Rechak tijye' jcoronak chiwch y tijb'ijtak jilonri:
REV.4.11	At Kakaj Dios ri Kajawl, tic'ulari' pi awe tac'ul jnimirsaj ak'ij, jcojic ak'ij y acwinel jwi'l ati' xatb'anow re juntir ri wi' wich k'ijsak y jwi'l jilon chawaj wi'tak juntir, xche'tak yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios.
REV.5.1	Ajruc're' in Juan xwil man ri cub'ul li cub'arb' lamas tib'an takon, wi' jun b'otom wuj laj jpaach jk'ab' tz'ib'al jpam pach rij y tz'apil rij la' wukub' (7) chi nac'b'ire. 
REV.5.2	Y xwil jun anjl ri wi' sub'laj jcwinel y sub'laj cow xch'ejejc, xij: ¿Nen tic'ular pire tijk'atz mak nac'b'ire man b'otom wuj ri y tijquir jwich? xche'.
REV.5.3	Pero ni lecj, ni wich ulew, ni ralaj ulew wi' jonok xc'ular pire xquir jwich man b'otom wuj, ni chi rilic jwich. 
REV.5.4	In Juan sub'laj xinok' jwi'l ta' ni jonok xc'ular pire xquir man b'otom wuj li, ni chi rilic jwich. 
REV.5.5	Jun rechak yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios xij chwe: Mat ok' chic, man Coj ri rijajl Judá y rijajl David xch'econi'n. Ri' re tiquiriw jwich man b'otom wuj y mak wukub' (7) nac'b'ire, xche' chwe.
REV.5.6	Ajruc're' xwil Man Ra Carner wa'l chiwch man cub'arb' lamas tib'an takon y laj xo'lak mak quejab' q'uitzinoj pach laj xo'lak yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios. Man Ra Carner li tic'utuni' chi xcamsajna y xsujsaji' re Kakaj Dios pire tojb'i mac. Y wi' wukub' (7) jcach y wukub' (7) b'ak' jwich y ri'taka' li ri wukub' (7) jcwinel Lok'laj Jsantil Kakaj Dios ri takaltak jwi'l Kakaj Dios juntir wich ulew.
REV.5.7	Xpe Man Ra Carner, xc'ul man b'otom wuj ri wi' laj jpaach jk'ab' ri cub'ul chib' man cub'arb' lamas tib'an takon. 
REV.5.8	Cuando xc'am man b'otom wuj, xpetak mak quejab' q'uitzinoj pach yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios xxucb'a' rib'ak asta xtaw chi' jwichak lak ulew chiwch Man Ra Carner. Juntir rib'ilak c'amal jujun arp jwi'lak chi jujunalak y c'amal jujun nejb' jwi'lak ri b'anal la' oro, nojsal chi pom y ri pom li ri' jyoljak yak ajtakeltak re Kakaj Jesucristo cuando tich'a'wtak riq'ui Kakaj Dios.
REV.5.9	Y tijb'ixajtak jun aac' b'ix ri tijb'ij jilonri:
REV.5.9	Tic'ulari' pi awe tac'am man b'otom wuj y tak'atz mak nac'b'ire jwi'l xatcamsajna y la' aquiq'uel xalok' cristian pire Kakaj Dios re jaljojtak rijajl y ri jaljoj jtzijb'alak y re juntir tilmit.
REV.5.10	Xab'ana' jun k'at rechak pire attakon chib'ak y xacoja'taka' pire ajc'amaltak jb'eak cristian riq'ui Kakaj Dios y pire titakontak wich ulew, tiche'tak re Man Ra Carner.
REV.5.11	Cuando xwil y xinta jun ch'a'wem re sub'laj q'ui anjl wi'tak chirij man cub'arb' lamas tib'an takon y chirijak yak ri wi' rekle'nak riq'ui Kakaj Dios y ri jq'uiyalak yak anjl ta' ni jonok ticwin chi rajlajcak. 
REV.5.12	Sub'laj cow xijtak:
REV.5.12	Man Ra Carner ri, xcamsajna pire xsujsaj re Kakaj Dios pire tojb'i mac.
REV.5.12	Tic'ulari' pire tijc'ul jcwinel, jb'iomil, mas jno'j, mas jchok'b', tic'ulari' pire ticojsaj jk'ij, tinimirsaj jk'ij y tib'ixaj jnimirsaj jk'ij, xche'tak.
REV.5.13	Y juntir ri b'anal jwi'l Kakaj Dios ri wi'tak lecj y ri wi'tak wich ulew y ri wi'tak ralaj ulew y ri wi'tak li mar, xijtak:
REV.5.13	Ri cub'ul chib' man cub'arb' lamas tib'an takon pach Man Ra Carner, rajwaxi' tib'ixaj jnimirsaj jk'ijak, ticojsaj jk'ijak, tinimirsaj jk'ijak y tijc'ultak mas jcwinelak ri ta' jq'uisic, xche'tak.
REV.5.14	Y mak quejab' q'uitzinoj xijtak: Jiloni'n, xche'tak.
REV.5.14	Y xpetak yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios, xxucb'a' rib'ak asta xtaw chi' jwichak lak ulew chiwch ri cub'ul chib' man cub'arb' lamas tib'an takon y xnimirsajtak jcojic jk'ij.
REV.6.1	Y in Juan xwila' cuando Man Ra Carner xk'atz man nab'e re mak wukub' (7) nac'b'ire man b'otom wuj y xinta xch'a'wch jun rechak mak quejab' q'uitzinoj sub'laj cow xch'ejej chapca' jtaic jun quiekuljaw, xij chwe: Tzaj, yuk awile', xche' chwe.
REV.6.2	In xinna'tunc, xwil jun cwa'y sak rij y man ri quejawinak re, c'amal jun arco jwi'l laj jk'ab', xye'saj jun coron re y ri' re jun ajch'econl. Xe' pire tich'econ chirijak mak jcontre. 
REV.6.3	Cuando Man Ra Carner xk'atz man jcab' nac'b'ire man b'otom wuj, xinta xch'a'wch man jcab' q'uitzinoj, xij: Tzaj, yuk awile', xche' chwe.
REV.6.4	Y xel chicch jun cwa'y quiek rij y man ri quejawinak re, xye'saj jun nimlaj espad laj jk'ab' y xye'saj jk'atb'itzij laj jk'ab' pire tresaj utzil chijxo'lak cristian wich ulew. Y tran rechak cristian chi tijcamsaj rib'ak chirib'il rib'ak. 
REV.6.5	Cuando Man Ra Carner xk'atz man jrox nac'b'ire man b'otom wuj, xinta xch'a'wch man jrox rechak mak quejab' q'uitzinoj, xij: Tzaj, yuk awile', xche' chwe.
REV.6.5	Y in xinna'tunc, xwil jun cwa'y k'ek rij y man ri quejawinak re wi' jun pajb'l laj jk'ab'. 
REV.6.6	Y laj xo'lak mak quejab' q'uitzinoj li, xinta chic xaanch jun ch'a'wem, xij: Xike quib' liwr trig pire jun denario o wakakib' (6) liwr cebada pire jun denario, pero ma jawsaj rijil man vin pach man aceit, xche' chwe.
REV.6.7	Cuando Man Ra Carner xk'atz man jcaj nac'b'ire man b'otom wuj, xinta xch'a'wch man jcaj rechak mak quejab' q'uitzinoj, xij: Tzaj, yuk awile', xche' chwe.
REV.6.8	In xinna'tunc, xwil jun cwa'y k'ank'oj rij y man ri quejawinak re, Camnak jb'ij, chirij re tixam man luwar ri lamas tic'olsaj jsantilak camnakib' y xye'saj k'atb'itzij laj jk'ab'ak chi jcamsaj raquitz mita' pajnic'j cristian re wich ulew la' ch'o'j, la' wi'jal, la' yajel y la' mak ca'n re lak q'uiche'laj. 
REV.6.9	Cuando Man Ra Carner xk'atz man jjo' nac'b'ire man b'otom wuj, xwil wi' ralaj man altar jsantilak yak ri xcamsajtak jwi'l xcojtak Jyolj Kakaj Dios y jwi'l xc'uta' laj jc'aslemalak chi cub'uli' jch'olak chirij Kakaj Jesucristo. 
REV.6.10	Sub'laj cow xch'ejejtak, xijtak: ¡At Kakaj Dios ri Kajawl ri sub'laj nim ak'ij ri ta' ni jun b'welt xatmacunc y ri atb'anow ri tab'ij! ¿Nen or tab'an ak'atb'itzij chib'ak mak cristian ri wi'tak wich ulew y tab'an jq'uixel rechak mak ri xojcamsanc? xche'tak.
REV.6.11	Ajruc're' xye'saj sak itz'ik rechak jwi'l Kakaj Dios y xij rechak chi tina rulb'ejtakna quib' uxib' k'ij chic asta tina tz'akatna rajlalak yak rech'elxicak chirij Kakaj Jesucristo ri rich ajb'iltak Jyolj Kakaj Dios ri tina camsajtakna chapca' xansaj rechak.
REV.6.12	Cuando Man Ra Carner xk'atz chic man jwak nac'b'ire man b'otom wuj, ri'chak xwil xan jun nimlaj cab'rakn y k'ij xuku'mar jwich chapca' rilic jun itz'ik k'ek y ic' xan quiek juntir jwich chapca' rilic quic'. 
REV.6.13	Y mak ch'umil ri wi' lecj xtzaaktakch asta wich ulew chapca' jtzakic mak raxtaklaj jwich higo cuando tiyucxij man jche'l jwi'l jun nimlaj tew. 
REV.6.14	Y caj xsaach jwich, xan chapca' tran jun wuj cuando tib'otsaj jwich y juntir mak witz pach mak tra luwar ri wi' li mar xq'uexmaj jluwrak.
REV.6.15	Ajruc're' mak rey re juntir wich ulew pach yak ri cojol jk'ijak, mak jb'ab'alak mak soldad, mak b'iom, mak ri wi' jcwinelak, mak ri wi' rajwak y mak ri ta' rajwak, xmuk rib'ak lak jul y xo'lak nimaktak ab'aj re b'ak witz. 
REV.6.16	Y xijtak re mak witz y mak ab'aj: Cojamuke'tak chiwch man ri cub'ul chib' man cub'arb' lamas tib'an takon y cojamuke'tak chiwch retzal Man Ra Carner, 
REV.6.17	jwi'l xtawi' chiwch man nimlaj k'ij re man k'atb'itzij li y ta' nen ticuyuw re, xche'tak.
REV.7.1	Y cuando xantaj li, xwil quejab' anjl wa'ltak chib' mak quejab' jxiquinl wich ulew, k'atal jwichak mak quejab' tew jwi'lak pire ma' tijub'ub'tak wich ulew, ni b'a mar y ni b'ak che'. 
REV.7.2	Y xwil jun anjl chic rak'anicch laj jsuc'lal lamas tielch k'ij c'amal jsey Kakaj Dios jwi'l, ri Kakaj Dios ri yo'l. Sub'laj cow xch'ejej chi jch'ab'ej yak quejab' anjl chic ri ye'l jcwinelak pire trantak c'ax re ulew y mar. 
REV.7.3	Xij rechak: Ma b'antakna c'ax re ulew, ni re mar y ni re mak che' asta ajri' cuando jorok cojmaji' retalak chi' jwichak yak rajchac Kakaj Dios, xche' rechak.
REV.7.4	Y xinta jurub' rib'ilak yak ri xcojsaj retalak, jun cient riq'ui ca'winak quejab' mil (144,000) rechak mak cab'lajuj (12) k'at re yak rijajl Israel. 
REV.7.5	Xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Judá, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Rubén, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Gad, 
REV.7.6	xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Aser, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Neftalí, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Manasés, 
REV.7.7	xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Simeón, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Leví, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Isacar, 
REV.7.8	xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Zabulón, xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl José y xcojsaj retalak cab'lajuj mil (12,000) re man k'at re yak rijajl Benjamín.
REV.7.9	Cuando xantaj li, xinna'tunc, xwil sub'laj q'ui cristian ri ta' ni jonok ticwin chi rajlajc, ri tipetak lak jaljojtak tilmit, jaljojtak rijajl y jaljoj jtzijb'alak, wa'ltak chiwch man cub'arb' lamas tib'an takon y chiwch Man Ra Carner. Cojol saktaklaj itz'ik jwi'lak y c'amal xaktak palm laj jk'ab'ak jwi'lak. 
REV.7.10	Juntir rib'ilak sub'laj cow xch'ejejtak, xijtak:
REV.7.10	Ri' Kakaj Dios ri cub'ul chib' man cub'arb' lamas tran k'atb'itzij pach Man Ra Carner xojcolow laj jk'ab' kamac, xche'tak.
REV.7.11	Juntir yak anjl ri wa'ltak chirij man cub'arb' lamas tib'an takon y chirijak yak winak ri wi' rekle'nak riq'ui Kakaj Dios y chirijak mak quejab' q'uitzinoj xxucb'a' rib'ak asta xtaw chi' jwichak lak ulew chiwch man cub'arb' lamas tib'an takon chi jnimirsaj jk'ij Kakaj Dios. 
REV.7.12	Xijtak:
REV.7.12	¡Jiloni'n! Xike Kakaj Dios tib'ixaj jnimirsaj jk'ij ri sub'laj nim jk'ij, ri wi' mas jno'j y xike re tib'an c'omowanc y ticojsaj jk'ij y wi' jcwinel ri ta' jq'uisic. Jiloni'n, xche'tak.
REV.7.13	Ajruc're' xpe jun rechak yak winak ri wi' rekle'nak riq'ui Kakaj Dios, xij chwe: ¿Nentak yak ri cojowinaktak saktaklaj itz'ik? Y, ¿lamas tipetakwi'? xche' chwe.
REV.7.14	In Juan ximb'ij re: At awetami' kaj, xinche' re.
REV.7.14	Y re xij chic chwe: Ri'taka' yak ri xeltakch li jun nimlaj c'ax y ri'taka' yak ri xch'aj ritz'ikak y xsakab'sajtak la' jquiq'uel Man Ra Carner. 
REV.7.15	Jwi'li'li wi'tak chiwch jcub'arb' Kakaj Dios lamas tran jk'atb'itzij, chi lak'j chi lak'ab' tijin trantak nen raj Kakaj Dios trantak li man luwar lamas wi' Kakaj Dios. Y ticolsajtaka' jwi'l ri cub'ul chib' man cub'arb' lamas tib'an takon, jwi'l ri' tichajin rechak. 
REV.7.16	Ta' chiqui' tijtijtak c'ax jwi'l wi'jal, ni chekej chi', ni ta' chiqui' tic'atsajtak jwi'l jk'ak'al k'ij. 
REV.7.17	Jwi'l tichajajtaka' jwi'l Man Ra Carner ri wi' chiwch man cub'arb' lamas tib'an takon, tib'an rechak chapca' tran jun ajyuk' re carner, tina c'amsajnab'i jb'eak lamas tielexwi' c'aslem ja'. Y Kakaj Dios tina jchekersajna juntir ra'l b'ak' jwichak, xche' chwe winak ri wi' rekle'n riq'ui Kakaj Dios.
REV.8.1	Cuando xk'atzsaj man jwuk nac'b'ire man b'otom wuj jwi'l Man Ra Carner, raj nic'aj or ta' chiqui' nen xch'a'w ni xsilib' lecj. 
REV.8.2	Y xwil yak wukub' (7) anjl wa'ltak chiwch Kakaj Dios ri xye'saj jujun trompet rechak chi wukub' (7) rib'ilak.
REV.8.3	Ajruc're' xpe chic jun anjl c'amalch jun c'atb'i pom jwi'l b'anal la' oro, xyuk wa'rok chiwch man altar y xye'saj sub'laj pom re pire tijc'at y tijsuj re Kakaj Dios pach jyoljak yak ajtakeltak re Kakaj Jesucristo cuando tich'a'wtak riq'ui Kakaj Dios, pire tijsuj chib' man altar ri b'anal la' oro ri wi' chiwch man cub'arb' lamas tib'an takon. 
REV.8.4	Jsib'el man pom pach jyoljak yak ajtakeltak re Kakaj Jesucristo cuando tich'a'wtak riq'ui Kakaj Dios xelb'i xilj man c'atb'i pom ri c'amal jwi'l anjl xjawb'i chiwch Kakaj Dios. 
REV.8.5	Xpe anjl li, xc'am man c'atb'i pom xnojsaj chi richak k'ak' ri wi' chib' man altar, xt'ojb'i wich ulew. Y xan sub'laj quiekuljaw, sub'laj xjumum, xan coyop y xan jun nimlaj cab'rakn.
REV.8.6	Yak wukub' (7) anjl ri wi' trompet riq'uilak, xye' jtrompetak laj jchi'ak pire trok'sajtak. 
REV.8.7	Xpe nab'e anjl, xrok'saj jtrompet, etke xtzaakch sakb'ach pach k'ak' yujul pach quic' wich ulew. Y xc'at raquitz mita' pajnic'j re wich ulew pach mak che' pach juntir mak rax woron ri wi' chiwch.
REV.8.8	Xpe jcab' anjl, xrok'saj jtrompet, xt'ojsaj jun kelen li mar chapca' rilic jun nimlaj witz sub'laj tijumin jk'ak'al, raquitz mita' pajnic'j re mar xan quic' jwich. 
REV.8.9	Y raquitz mita' pajnic'j re mak awaj ri wi'tak li mar xcamtak y raquitz mita' pajnic'j re mak barc ri b'esaltak b'a ja' xyojmajtak.
