MAT.1.1	Este libro es el registro de Jesús el Mesías
2TI.2.16	Evita las conversaciones inútiles, pues los que hacen esto están lejos de Dios en su caminar. 
2TI.2.17	Sus enseñanzas son destructivas como la gangrena que destruye la carne que está sana. Así son Himeneo y Fileto. 
2TI.2.18	Ellos se han desviado de la verdad al decir que la resurrección ya ocurrió, y esto ha destruido la fe de algunos.
2TI.2.19	Pero el fundamento sólido y fiel de Dios se mantiene firme, con esta inscripción: “El Señor conoce a los que son suyos,” y “Todo el que invoque el nombre del Señor está apartado de todo mal.” 
2TI.2.20	Una casa majestuosa no solo tiene copas y tazas
2TI.2.21	Así que si te despojas de lo malo, serás una vasija especial, que es santa y única, útil para el Señor, lista para hacer lo bueno.
2TI.2.22	Huye de todo lo que incite tus deseos juveniles. Busca las cosas justas y rectas, busca el amor y la paz así como a los que son cristianos y verdaderos. 
2TI.2.23	Evita las discusiones inmaduras y necias, pues tú sabes que esto solo conduce a contiendas. 
2TI.2.24	Porque el ministro del Señor no debe entrar en contiendas, sino ser amable con todos, capaz de enseñar, paciente, 
2TI.2.25	mansos para corregir a los que se oponen. Porque puede ser que a esos Dios les ayude a arrepentirse y entender la verdad. 
2TI.2.26	Así podrán entrar en razón y escapar de la trampa del diablo. Porque él los ha capturado para que hagan su voluntad.
2TI.3.1	Debes saber que habrá momentos difíciles en los últimos días. 
2TI.3.2	Habrá personas amadoras de sí mismas y del dinero. Serán jactanciosas, arrogantes, abusivas, desobedientes a sus padres, ingratas, y con ausencia de Dios en sus vidas. 
2TI.3.3	Con crueldad y sin perdón calumniarán y carecerán de dominio propio. Serán personas despiadadas que odian el bien, 
2TI.3.4	y engañarán a otros, con total desconsideración. Son personas absurdamente vanidosas, que viven con tanto interés por el placer que no se preocuparán por amar a Dios. 
2TI.3.5	Estas personas podrían dar una impresión externa de piedad, pero realmente no creen en su eficacia. ¡Aléjate de tales personas!
2TI.3.6	Esa es la clase de personas que sutilmente entra a los hogares y toman el control de esas mujeres vulnerables que cargan con la culpa del pecado y se distraen con todo tipo de deseos. 
2TI.3.7	Estas mujeres siempre están intentando aprender pero nunca pueden entender la verdad.
2TI.3.8	Así como Janes y Jambres se opusieron a Moisés, estos maestros también se oponen a la verdad. Son personas con mentes corruptas cuya supuesta fe en Dios es una mentira.
2TI.3.9	Pero estas personas no llegan muy lejos. Su estupidez será evidente para todos, así como la de Janes y Jambres.
2TI.3.10	Pero tú conoces mi enseñanza y mi conducta, así como mi objetivo en la vida. Conoces mi fe en Dios y mi amor. Sabes lo que he tenido que soportar, 
2TI.3.11	y cuánto he sufrido y he sido perseguido. Ya sabes lo que me sucedió en Antioquía, en Iconio y Listra, y las persecuciones que tuve y cómo el Señor me rescató de todas esas cosas.
2TI.3.12	Sin duda, todos los que quieren vivir una vida de devoción a Dios en Cristo Jesús experimentarán persecución, 
2TI.3.13	mientras que las personas malas y los fraudulentos prosperen, siendo malos y después peores, engañando a los demás y engañándose ellos mismos también. 
2TI.3.14	Pero tú mantente fiel a las cosas que has aprendido y que sabes que son verdaderas. Porque sabes quién te las enseñó. 
2TI.3.15	Desde tu niñez has conocido las Escrituras que pueden darte entendimiento para la salvación por la fe en Cristo Jesús. 
2TI.3.16	Toda la Escritura inspirada por Dios es útil para enseñar, para confrontar lo que está mal, para enderezar nuestro camino, y para enseñarnos lo recto. 
2TI.3.17	Así es como Dios provee una preparación completa para aquellos que trabajan para él, para lograr todo lo que es bueno.
2TI.4.1	Te pido, ante Dios y ante Cristo Jesús, que juzgará a los vivos y a los muertos cuando venga a establecer su reino: 
2TI.4.2	Que prediques la palabra de Dios, sea conveniente o no, y dile a las personas lo que están haciendo mal; dales consejo y ánimo. Y enséñales esto con mucha paciencia.
2TI.4.3	Pues viene el tiempo cuando las personas no se interesarán en escuchar la verdadera enseñanza. Sino que tendrán curiosidad por oír algo diferente,
2TI.4.4	Dejarán de escuchar la verdad y andarán errantes, siguiendo mitos. 
2TI.4.5	Debes mantenerte alerta todo el tiempo. Haz frente a las dificultades, trabaja en la predicación de la buena noticia, y cumple tu ministerio.
2TI.4.6	Pues estoy a punto de ser sacrificado, y se aproxima la hora de mi muerte. 
2TI.4.7	He peleado la buena batalla, he terminado la carrera, y he mantenido mi fe en Dios. 
2TI.4.8	Ahora tengo un premio reservado, la corona de la vida, conforme a lo que es justo. El Señor, (que es el juez que siempre hace justicia), me dará ese premio ese Día.
2TI.4.9	Por favor, procura venir a visitarme tan pronto como puedas. 
2TI.4.10	Demas me ha abandonado porque tiene más amor por las cosas de este mundo, y se fue a Tesalónica. Crescente se fue a Galacia, y Tito a Dalmacia. 
2TI.4.11	Solamente Lucas está aquí conmigo. Trae contigo a Marcos, porque él puede ayudarme en mi obra. 
2TI.4.12	Envié a Tíquico a Éfeso. 
2TI.4.13	Por favor, cuando vengas, trae el abrigo que dejé donde Carpo en Troas, y los libros, especialmente los pergaminos. 
2TI.4.14	Alexander, el herrero, me causó muchos problemas. Que Dios lo juzgue por lo que hizo. 
2TI.4.15	Cuídate tú también de él, porque ejerció gran oposición a lo que decíamos.
2TI.4.16	La primera vez que tuve que defenderme,
2TI.4.17	Pero el Señor estuvo conmigo y me dio fuerzas para declarar todo el mensaje,
2TI.4.18	El Señor me rescatará de todas las cosas malas que me han hecho, y me llevará salvo a su reino. Porque suya es la gloria por siempre y para siempre. Amén. 
2TI.4.19	Mis saludos a Priscila y a Aquiles, y a la familia de Onesíforo. 
2TI.4.20	Erasto se quedó en Corinto, y dejé a Trófimo en Mileto porque se enfermó. 
2TI.4.21	Por favor, procura venir antes del invierno. Eubulo te envía sus saludos, así como Pudente, Lino, Claudia y todos los hermanos y hermanas también. 
2TI.4.22	Que el Señor esté contigo.
TIT.1.1	Esta carta viene de parte de Pablo, siervo de Dios y apóstol de Jesucristo. Fui enviado para edificar la fe del pueblo escogido de Dios y para compartir el conocimiento de la verdad que conduce a vidas dedicadas a Dios. 
TIT.1.2	Esto les da la esperanza de una vida eterna que Dios (quien no puede mentir) prometió desde edades atrás, 
TIT.1.3	pero que a su debido tiempo reveló por medio de su palabra, en el mensaje que se me encomendó predicar, siguiendo el mandato de Dios, nuestro Salvador. 
TIT.1.4	Esta carta va dirigida a Tito, mi verdadero hijo por medio de la fe en Dios que tenemos en común. Ten gracia y paz de Dios el Padre, y de Cristo Jesús, nuestro Salvador.
TIT.1.5	La razón por la cual te dejé en Creta fue para que organizaras lo que era necesario y para designar ancianos en cada ciudad, como te dije. 
TIT.1.6	Un anciano debe tener una buena reputación, ser esposo de una mujer, y tener hijos creyentes y de los cuales no se diga que son rebeldes y desobedientes. 
TIT.1.7	Como líder de Dios, un anciano líder debe tener una buena reputación y no ser arrogante. No debe tener un mal carácter ni embriagarse; no debe ser violento ni tener avaricia por el dinero. 
TIT.1.8	Debe ser hospitalario, amar el bien y hacer lo recto. Debe vivir una vida dedicada a Dios, tener dominio propio, 
TIT.1.9	y consagrarse al mensaje fiel, tal como se le enseño. De esta manera podrá animar a otros por medio de la enseñanza correcta, y convencer a los que se oponen.
TIT.1.10	Pues hay muchos rebeldes por ahí que predican engaños sin sentido, especialmente los del grupo de la circuncisión.
TIT.1.11	Toda su habladuría debe parar. Pues ellos causan inestabilidad en las familias, enseñando cosas que no son correctas, por interés de ganar dinero. 
TIT.1.12	Tal como ha dicho uno de su propio pueblo,
TIT.1.13	¡Esto es muy cierto! Por ello, repréndelos con severidad para que puedan llegar a tener una fe sana en Dios, 
TIT.1.14	dejando de atender los mandamientos humanos y mitos judíos de aquellos que se desvían de la verdad. 
TIT.1.15	A los que tienen mentes puras, todo les parece puro; pero para los que son corruptos y se niegan a creer en Dios, nada es puro. Porque tanto sus mentes como sus conciencias están corrompidas. 
TIT.1.16	Ellos dicen conocer a Dios, pero con sus actos demuestran que es mentira. Son aborrecibles y desobedientes, y no sirven para hacer nada bueno.
TIT.2.1	Sin embargo, tú enseña lo que está acorde a las creencias sanas. 
TIT.2.2	Los hombres de mayor edad deben ser respetables y sensatos,
TIT.2.3	Del mismo modo, las mujeres de mayor edad deben comportarse de una manera que demuestre que tienen vidas dedicadas a Dios. No deben destruir la reputación de la gente con su hablar, y no deben ser adictas al vino. 
TIT.2.4	Deben ser maestras de lo bueno, y enseñar a las esposas más jóvenes a amar a sus esposos y a sus hijos. 
TIT.2.5	Deben ser sensatas y puras, hacendosas, hacedoras del bien y tener oídos prestos a lo que sus esposos les dicen. De este modo, no habrá nada malo que decir de la palabra de Dios. 
TIT.2.6	Del mismo modo, enseña a los hombres jóvenes a ser sensatos. 
TIT.2.7	Tú debes ser ejemplo de cómo hacer el bien en todas las áreas de la vida: muestra integridad y seriedad en lo que enseñas, 
TIT.2.8	compartiendo creencias sanas que no puedan ser cuestionadas. Así, los que se oponen, se avergonzarán de sí mismos y no tendrán nada malo que decir acerca de nosotros. 
TIT.2.9	Enseña a los siervos a que siempre obedezcan a sus amos. Enséñales que siempre deben procurar agradarles y no hablar mal a sus espaldas. 
TIT.2.10	Diles que no deben robar cosas para sí, sino demostrar que son completamente fieles y que pueden representar correctamente la verdad acerca de Dios, nuestro Salvador, en todas las formas.
TIT.2.11	Pues la gracia de Dios ha sido revelada, otorgando salvación a todos. 
TIT.2.12	Nos enseña a rechazar el estilo de vida impío junto a los deseos de este mundo. Por el contrario, debemos vivir con sensatez, vidas de dominio propio que sean rectas ante Dios, en presencia del mundo 
TIT.2.13	mientras aguardamos la maravillosa esperanza de la aparición gloriosa de nuestro gran Dios y Salvador Jesucristo. 
TIT.2.14	Pues él se entregó a sí mismo por nosotros, para podernos libertar de toda nuestra maldad, y para limpiarnos para él, como un pueblo que le pertenece, y que está dispuesto a hacer el bien.
TIT.2.15	Tales cosas debes enseñar. Pues tienes autoridad para animar y corregir en cuanto sea necesario. No permitas que nadie te menosprecie.
TIT.3.1	Recuérdales que deben seguir lo que los gobernantes les dicen, y que deben obedecer a las autoridades. Siempre deben estar listos para hacer el bien. 
TIT.3.2	Diles que no deben hablar mal de nadie, y que no deben estar en contiendas. Enséñales a mostrar bondad con todas las personas. 
TIT.3.3	Pues hubo un tiempo en que nosotros también fuimos necios y desobedientes. Éramos engañados y andábamos como esclavos de diversos deseos y placeres. Vivíamos vidas de maldad, llenas de celos. Estábamos llenos de odio los unos por los otros.
TIT.3.4	Pero cuando la bondad y el amor de Dios nuestro Salvador fueron revelados, nos salvó, 
TIT.3.5	no porque hubiésemos hecho algo bueno, sino por su misericordia. Lo hizo por medio de la limpieza del nuevo nacimiento y renovación del Espíritu Santo, 
TIT.3.6	el cual derramó sobre nosotros abundantemente por medio de Jesucristo nuestro Salvador. 
TIT.3.7	Ahora que estamos justificados por su gracia, nos hemos convertido en herederos por la esperanza de la vida eterna.
TIT.3.8	Puedes confiar en lo que te digo, y quiero que hagas énfasis en estas instrucciones para que los que creen en Dios tomen su vida con seriedad y sigan haciendo el bien. Ellos son excelentes personas y siempre están prestos a ayudar a todos. 
TIT.3.9	Evita las discusiones insensatas sobre linajes. No entres en contiendas y evita las discusiones sobre las leyes judías, pues tales discusiones son vanas y no sirven para nada. 
TIT.3.10	A aquella persona que cause división, adviértele una vez, y después no le prestes atención, 
TIT.3.11	entendiendo que es una persona perversa y pecadora que ya ha traído su propia condenación.
TIT.3.12	Tan pronto envíe a Artemas o a Tíquico donde ti, procura venir a visitarme a Nicópolis, pues tengo planes de pasar el invierno allí. 
TIT.3.13	Haz todo lo que puedas por ayudar a Zenas, el abogado, y a Apolo cuando vayan de camino para que puedan tener lo que necesitan. 
TIT.3.14	Ojalá nuestro pueblo aprenda el hábito de hacer el bien, proveyendo para las necesidades diarias de los demás. ¡Necesitan ser productivos! 
TIT.3.15	Todos los que están aquí conmigo envían sus saludos. Envía mis saludos a quienes nos aman, los que tienen fe en Dios. Que la gracia esté con todos ustedes.
PHM.1.1	Esta carta es enviada por Pablo, prisionero de Jesucristo, y de nuestro hermano Timoteo, a Filemón, nuestro buen amigo y compañero de trabajo; 
PHM.1.2	a nuestra hermana Apia, a Arquipo, quien lucha junto con nosotros, y a nuestra iglesia que está en tu casa. 
PHM.1.3	Recibe gracia y paz de parte de Dios nuestro Padre y del Señor Jesucristo.
PHM.1.4	Siempre le doy gracias a Dios por ti, al recordarte en mis oraciones, 
PHM.1.5	pues escucho sobre tu fe en el Señor Jesús y tu amor por todos los creyentes. 
PHM.1.6	Oro para que esa generosidad que caracteriza tu fe en Dios puedas ponerla en acción al reconocer las cosas buenas de las que participamos en Cristo. 
PHM.1.7	Tu amor, mi querido hermano, me ha causado mucha felicidad y ánimo. ¡Has reanimado los corazones de nosotros, los que somos creyentes!
PHM.1.8	Por eso, aunque soy suficientemente valiente en Cristo para darte orden de hacer tu trabajo, 
PHM.1.9	prefiero pedirte este favor en nombre del amor. El viejo Pablo, ahora también prisionero de Cristo Jesús, 
PHM.1.10	te ruega en nombre de Onésimo, que ha venido a ser como mi hijo adoptivo durante mi encarcelamiento. 
PHM.1.11	En el pasado él no fue útil para ti, ¡pero ahora es útil tanto para ti como para mí! 
PHM.1.12	Lo envío, pues, con mis más sinceros deseos.
PHM.1.13	Habría preferido que se quedara aquí conmigo para que me fuera de ayuda como me habrías ayudado tú mientras estoy encadenado por predicar la buena noticia. 
PHM.1.14	Pero decidí no hacer nada sin tu permiso. No quería obligarte a hacer el bien, sino que lo hicieras de buen agrado. 
PHM.1.15	¡Quizás lo perdiste por un tiempo para ahora tenerlo para siempre! 
PHM.1.16	Ya no es más un siervo, porque es más que un siervo. Es un hermano especialmente amado, principalmente para mí, e incluso más para ustedes, tanto como persona y también como hermano creyente en el Señor.
PHM.1.17	Así que si me consideras un compañero de trabajo en el Señor,
PHM.1.18	Y si ha cometido algún error, o te debe algo, cárgalo a mi cuenta. 
PHM.1.19	Yo, Pablo, escribo esto con mi propia mano: Te pagaré. Sin duda no diré lo que me debes, ¡incluyendo tu propia vida! 
PHM.1.20	Sí, hermano, espero este favor de tu parte en el Señor; por favor, dame esa alegría en Cristo.
PHM.1.21	Te escribo sobre esto porque estoy convencido de que harás lo que te estoy pidiendo. ¡E incluso sé que harás más que eso! 
PHM.1.22	Mientras tanto, por favor, prepara una habitación para mí, pues espero poder regresar a verte pronto, como respuesta a tus oraciones. 
PHM.1.23	Epafras, que está aquí conmigo en prisión, te envía su saludo, 
PHM.1.24	así como mis colaboradores Marcos, Aristarco, Demas, y Lucas. 
PHM.1.25	Que la gracia de nuestro Señor Jesucristo esté con todos ustedes.
HEB.1.1	Dios, que en el pasado habló a nuestros padres por medio de los profetas en distintas épocas y de muchas maneras, 
HEB.1.2	en estos días nos ha hablado por medio de su Hijo. Dios designó al Hijo como heredero de todo, e hizo el universo por medio de él. 
HEB.1.3	El Hijo es la gloria radiante de Dios, y la expresión visible de su verdadero carácter. Él sostiene todas las cosas con su poderoso mandato. Cuando hizo provisión para limpiar el pecado, se sentó a la diestra de la Majestad del cielo. 
HEB.1.4	Y fue puesto en un lugar más elevado que los ángeles porque recibió un nombre más grande que ellos. 
HEB.1.5	Dios nunca le dijo a ningún ángel: “Tú eres mi hijo; hoy me he convertido en tu Padre,” o “Seré su Padre, y él será mi Hijo.”
HEB.1.6	Además, cuando trajo a su Hijo primogénito
HEB.1.7	En cuanto a los ángeles, él dijo: “Él transforma a sus ángeles en vientos, y a sus siervos en llamas de fuego,” 
HEB.1.8	pero respecto al Hijo, dice: “Tu trono, oh Dios, perdura por siempre y para siempre, y la justicia es el cetro de tu reino. 
HEB.1.9	Tú amas lo recto, y aborreces el desorden. Es por eso que Dios, tu Dios, te ha puesto por encima de todos los demás, ungiéndote
HEB.1.10	“Tú, Señor, pusiste los fundamentos de la tierra en el principio. Los cielos son producto de tus manos. 
HEB.1.11	Un día se acabarán, pero tú seguirás. Se desgastarán como se desgasta la ropa, 
HEB.1.12	y los enrollarás como un manto. Los cambiarás como cambiar la ropa, y tu vida no cesa jamás.”
HEB.1.13	Pero nunca le dijo a ningún ángel: “Siéntate a mi diestra hasta que sujete a tus enemigos debajo de tus pies.” 
HEB.1.14	¿Qué son los ángeles? Son seres que sirven, que han sido enviados para ayudar a los que recibirán la salvación.
HEB.2.1	Por lo tanto deberíamos estar aún más atentos a lo que hemos aprendido para no descarriarnos. 
HEB.2.2	Si el mensaje que los ángeles trajeron es fiel, y si cada pecado y acto de desobediencia trae su propia consecuencia,
HEB.2.3	¿cómo escaparemos si no atendemos esta gran salvación que el Señor anunció desde el principio, y que después nos confirmó por medio de quienes lo oyeron? 
HEB.2.4	Dios también dio testimonio por medio de señales y milagros, por actos que demuestran su poder, y por medio de los dones del Espíritu Santo, que repartió como quiso.
HEB.2.5	No serán los ángeles los encargados del mundo venidero del cual hablamos. 
HEB.2.6	Sino que, como se ha dicho: “¿Qué son los seres humanos para que te preocupes por ellos? ¿Quién es el hijo de hombre
HEB.2.7	Lo hiciste un poco inferior a los ángeles; lo coronaste con gloria y honra, y lo pusiste por encima de toda tu creación.
HEB.2.8	Le diste autoridad sobre todas las cosas.”
HEB.2.9	Pero vemos a Jesús, puesto en un lugar un poco inferior al de los ángeles, coronado de gloria y honra por el sufrimiento de la muerte. Por medio de la gracia de Dios, Jesús experimentó la muerte por todos.
HEB.2.10	Era conveniente que Dios, quien crea y sostiene todas las cosas, preparara por medio del sufrimiento a Aquél que los lleva a la salvación, para llevar a muchos de sus hijos a la gloria. 
HEB.2.11	Pues tanto el que santifica como los que son santificados pertenecen a la misma familia.
HEB.2.12	al decir: “Anunciaré tu nombre a mis hermanos; te alabaré entre tu pueblo cuando se reúna.”
HEB.2.13	Y también dice: “Pondré mi confianza en él,” y “Aquí estoy, junto a los hijos que Dios me ha dado.”
HEB.2.14	Y como los hijos tienen en común carne y sangre, él participó de su carne y sangre del mismo modo, para así destruir por medio de la muerte a aquél que tiene el poder de la muerte—el diablo— 
HEB.2.15	y liberar a todos los que habían estado esclavizados toda la vida por miedo a la muerte.
HEB.2.16	Sin duda alguna, los ángeles no son su preocupación; él se preocupa por ayudar a los hijos de Abrahán. 
HEB.2.17	Por ello le fue necesario volverse como sus hermanos en todo, para poder llegar a ser un sumo sacerdote, misericordioso y fiel, en las cosas de Dios, para perdonar los pecados de su pueblo. 
HEB.2.18	Y como él mismo sufrió la tentación, puede ayudar a los que son tentados.
HEB.3.1	Así que, mis hermanos y hermanas que viven para Dios y participan de este celestial llamado: necesitamos pensar con cuidado acerca de Jesús, el que decimos que fue enviado por Dios,
HEB.3.2	Él fue fiel a Dios en la obra para la cual fue elegido, así como Moisés fue fiel a Dios en la casa de Dios.
HEB.3.3	Pero Jesús es merecedor de mayor gloria que Moisés, del mismo modo que el constructor de una casa merece más crédito que la misma casa. 
HEB.3.4	Cada casa tiene su constructor; Dios es el constructor de todo. 
HEB.3.5	Y como siervo, Moisés fue fiel en la casa de Dios. Él nos dio evidencia de lo que sería anunciado después. 
HEB.3.6	Pero Cristo es un hijo, a cargo de la casa de Dios. Y nosotros somos la casa de Dios siempre y cuando nos aferremos con confianza a la esperanza en la cual decimos que creemos con orgullo.
HEB.3.7	Por eso el Espíritu Santo dice: “Si oyen lo que Dios les está diciendo hoy, 
HEB.3.8	no endurezcan sus corazones
HEB.3.9	Los padres de ustedes me pusieron a prueba, y probaron mi paciencia, y vieron la evidencia que les mostré durante cuarenta años.
HEB.3.10	“Tal generación despertó mi enojo
HEB.3.11	Por ello, en mi frustración hice un juramento: ‘No entrarán a mi reposo.’”
HEB.3.12	Hermanos y hermanas, asegúrense de que ninguno de ustedes tenga un pensamiento malvado y alejado de la fe en el Dios de la vida. 
HEB.3.13	Anímense unos a otros cada día mientras dure el “hoy,” para que ninguno de ustedes pueda ser engañado por el pecado ni se endurezcan sus corazones. 
HEB.3.14	Porque somos socios con Cristo siempre y cuando mantengamos nuestra confianza en Dios de principio a fin.
HEB.3.15	Como dice la Escritura: “Si oyen lo que Dios les dice hoy, no endurezcan sus corazones como aquél tiempo en que se rebelaron contra él.” 
HEB.3.16	¿Quién se rebeló contra Dios aun habiendo oído lo que él dijo? ¿No fueron acaso los que fueron sacados de Egipto por Moisés? 
HEB.3.17	¿Contra quienes estuvo enojado Dios durante cuarenta años? ¿No fue contra aquellos que fueron sepultados en el desierto? 
HEB.3.18	¿De quién hablaba Dios cuando hizo juramento de que no entrarían en su reposo? ¿No fue de los que lo desobedecieron? 
HEB.3.19	Así vemos que ellos no pudieron entrar, porque no confiaron en él.
HEB.4.1	Por lo tanto seamos cuidadosos y asegurémonos de no perdernos la oportunidad de entrar a su reposo, aunque Dios ya nos dio la promesa. 
HEB.4.2	Porque hemos oído buenas noticias tal como ellos lo hicieron, pero eso no fue suficiente porque ellos no aceptaron ni creyeron lo que oyeron. 
HEB.4.3	Sin embargo, los que creen en Dios ya han entrado al reposo mencionado por Dios cuando dijo: “En mi frustración hice un juramento: ‘No entrarán a mi reposo.’” (Esto es así aunque los planes de Dios ya estaban completos cuando creó el mundo). 
HEB.4.4	En cuanto al séptimo día, hay un lugar en la Escritura que dice: “Dios reposó el séptimo día de toda su obra.” 
HEB.4.5	Y como lo afirmaba el pasaje anterior: “Ellos no entrarán a mi reposo.”
HEB.4.6	El reposo de Dios aún está disponible para que entremos en él, aunque aquellos que habían oído antes la buena noticia no lograron entrar por su desobediencia. 
HEB.4.7	Así que Dios una vez más coloca un día—hoy—diciéndonos mucho tiempo después por medio de David,
HEB.4.8	Porque si Josué hubiera podido darles reposo, Dios no habría dicho nada después sobre otro día. 
HEB.4.9	De modo que el reposo del Sábado todavía permanece para el pueblo de Dios. 
HEB.4.10	Porque todo el que entra al reposo de Dios también descansa de su labor, así como Dios lo hizo.
HEB.4.11	En consecuencia, debemos esforzarnos por entrar al reposo de Dios para que nadie caiga al seguir el mismo ejemplo de desobediencia. 
HEB.4.12	Pues la palabra de Dios es viva y eficaz, y más afilada que espada de dos filos, que penetra hasta separar la vida y el aliento,
HEB.4.13	No hay ser vivo que esté oculto de su vista; todo está expuesto y es visible ante aquél a quien hemos de rendirle cuentas.
HEB.4.14	Y como tenemos tal sumo sacerdote que ha ascendido al cielo, Jesús, el Hijo de Dios, asegurémonos de mantenernos en lo que decimos creer. 
HEB.4.15	Pues el sumo sacerdote que tenemos no es uno que no pueda entender nuestras debilidades, sino uno que fue tentado de la misma forma que nosotros, pero no pecó. 
HEB.4.16	Así que deberíamos acercarnos confiados a Dios, en su trono de gracia, para recibir misericordia, y descubrir la gracia que nos ayuda cuando realmente la necesitamos.
HEB.5.1	Todo sumo sacerdote es elegido dentro del mismo pueblo y está designado para trabajar por el pueblo en cuanto a su relación con Dios. Él presenta a Dios tanto sus dones como sus sacrificios por sus pecados. 
HEB.5.2	El sumo sacerdote comprende cuán ignorantes y engañadas se sienten las personas porque él también experimenta las mismas debilidades humanas que ellos. 
HEB.5.3	En consecuencia, él tiene que ofrecer sacrificios por sus pecados así como por los del pueblo. 
HEB.5.4	Nadie puede tomar la posición de sumo sacerdote por sí mismo, sino que debe ser elegido por Dios, como lo fue Aarón. 
HEB.5.5	Del mismo modo en que Cristo no se atribuyó honra a sí mismo convirtiéndose en sumo sacerdote. Sino que fue Dios quien le dijo: “Tú eres mi hijo. Hoy yo me convierto en tu Padre.” 
HEB.5.6	Y en otro versículo, Dios dice: “Eres un sacerdote por siempre, siguiendo el orden de Melquisedec.” 
HEB.5.7	Jesús, mientras estuvo aquí, en forma humana, oró y clamó a Dios con grandes gemidos y lágrimas, al único que tenía el poder de salvarlo de la muerte. Y Jesús fue escuchado por su respeto hacia Dios. 
HEB.5.8	Aunque era el Hijo de Dios, Jesús aprendió de manera práctica el significado de la obediencia a través del sufrimiento.
HEB.5.9	Y cuando su experiencia culminó,
HEB.5.10	habiendo sido designado por Dios como sumo sacerdote, conforme al orden de Melquisedec.
HEB.5.11	Hay mucho que decir acerca de Jesús, y no es fácil explicarlo porque ustedes parecen no entender. 
HEB.5.12	Para esta hora, ustedes ya han tenido suficiente tiempo para ser maestros, pero todavía necesitan de alguien que les enseñe los fundamentos, los principios de la palabra de Dios. ¡Es como si necesitaran volver a beber leche en lugar de comida sólida! 
HEB.5.13	Los que beben leche no tienen la experiencia para vivir de manera correcta, pues apenas son bebés. 
HEB.5.14	La comida sólida es para los adultos, para los que han aprendido siempre a usar su cerebro para poder decir la diferencia entre el bien y el mal.
HEB.6.1	Así que no nos estanquemos en las enseñanzas básicas acerca de Cristo, sino progresemos a un entendimiento más maduro. No necesitamos volver una y otra vez a los conceptos sobre el arrepentimiento de lo que solíamos hacer, o sobre la fe en Dios, 
HEB.6.2	o enseñanzas acerca del bautismo, la imposición de manos, la resurrección de los muertos, y el juicio eterno. 
HEB.6.3	Avancemos en la medida que Dios nos lo permite.
HEB.6.4	Es imposible que los que una vez comprendieron y experimentaron el don celestial de Dios—que participaron del recibimiento del Espíritu Santo, 
HEB.6.5	que habían conocido la palabra de Dios y el poder de la era que está por venir— 
HEB.6.6	y luego abandonaron por completo a Dios, vuelvan al arrepentimiento una vez más. Ellos mismos han crucificado al Hijo de Dios una y otra vez, y lo han humillado públicamente. 
HEB.6.7	La tierra que ha sido regada por la lluvia, y produce cosecha para quienes la trabajan, tiene la bendición de Dios. 
HEB.6.8	Pero la tierra que solo produce monte y espinas no sirve para nada, y está condenada. Y al final lo único que puede hacerse es quemarla.
HEB.6.9	Pero queridos amigos, nosotros deseamos cosas mejores para ustedes, y también su salvación, aunque les hablemos así. 
HEB.6.10	Dios no hubiera sido injusto como para olvidarse de lo que ustedes han hecho y del amor que le han demostrado mediante el cuidado que han brindado a los hermanos creyentes, lo cual es algo que todavía siguen haciendo. 
HEB.6.11	Queremos que cada uno de ustedes demuestre el mismo compromiso y confianza en la esperanza de Dios, hasta que sea cumplida. 
HEB.6.12	No sean espiritualmente perezosos, sino sigan el ejemplo de los que por medio de su fe en Dios y paciencia son herederos de lo que Dios ha prometido. 
HEB.6.13	Cuando Dios le dio su promesa a Abrahán, no pudo jurar por alguien superior, así que hizo un juramento consigo mismo, 
HEB.6.14	diciendo: “Sin duda alguna te bendeciré, y multiplicaré tus descendientes.” 
HEB.6.15	Y así, después de esperar pacientemente, Abrahán recibió la promesa.
HEB.6.16	Las personas juran por cosas que son superiores a ellas, y cuando tienen alguna discusión, hacen un juramento como la última palabra sobre tal asunto. 
HEB.6.17	Es por ello que Dios quería demostrar más claramente a los que heredarían la promesa, que él nunca cambiaría su decisión. 
HEB.6.18	De modo que por estas dos acciones
HEB.6.19	Esta esperanza es nuestra ancla espiritual, es segura y confiable, y nos lleva más allá de la cortina, a la presencia de Dios. 
HEB.6.20	Allí entró Jesús en nuestro favor, porque tenía que convertirse en un sumo sacerdote conforme al orden de Melquisedec.
HEB.7.1	Melquisedec fue rey de Salem y sacerdote del Dios Supremo. Conoció a Abrahán, quien venía de regreso después de haber derrotado a los reyes, y lo bendijo. 
HEB.7.2	Y Abrahán le dio diezmo de todo lo que había ganado. El nombre Melquisedec significa “rey de justicia” mientras que el rey de Salem significa “rey de paz.” 
HEB.7.3	No tenemos información sobre su padre o su madre, o sobre su genealogía. No sabemos cuándo nació ni cuándo murió. Así como el Hijo de Dios, sigue siendo sacerdote para siempre.
HEB.7.4	Consideremos la grandeza de este hombre ante los ojos de Abrahán, el patriarca, que incluso le entregó diezmo de lo que había ganado en la batalla. 
HEB.7.5	Sí, pues los hijos de Leví, que son sacerdotes, tienen mandato por la ley de recibir diezmo del pueblo, que son sus hermanos y hermanas, y que son descendientes de Abrahán. 
HEB.7.6	Pero Melquisedec, sin pertenecer a esta descendencia, recibió diezmos de Abrahán, y bendijo al que tenía las promesas de Dios. 
HEB.7.7	No existe duda de que quien recibe bendición es inferior a quien bendice. 
HEB.7.8	En el primer caso, los que reciben el diezmo son hombres mortales, pero en el otro caso, se dice que los recibió uno que sigue viviendo. 
