GEN.1.1	En el comienzo de todo, Dios creó
ROM.7.4	Así también, ustedes, hermanos míos, al incorporarse a Cristo
ROM.7.5	Porque cuando vivíamos como pecadores, la ley sirvió para despertar en nuestro cuerpo los malos deseos, y lo único que cosechamos fue la muerte. 
ROM.7.6	Pero ahora hemos muerto a la ley que nos tenía bajo su poder, quedando así libres para servir a Dios en la nueva vida del Espíritu y no bajo una ley ya anticuada.
ROM.7.7	¿Vamos a decir por esto que la ley es pecado? ¡Claro que no! Sin embargo, de no ser por la ley, yo no hubiera sabido lo que es el pecado.
ROM.7.8	Pero el pecado se aprovechó de esto, y valiéndose del propio mandamiento despertó en mí toda clase de malos deseos. Pues mientras no hay ley, el pecado es cosa muerta.
ROM.7.9	Hubo un tiempo en que, sin la ley, yo tenía vida; pero cuando vino el mandamiento, cobró vida el pecado, 
ROM.7.10	y yo morí. Así resultó que aquel mandamiento que debía darme la vida, me llevó a la muerte, 
ROM.7.11	porque el pecado se aprovechó del mandamiento y me engañó,
ROM.7.12	En resumen, la ley en sí misma es santa, y el mandamiento es santo, justo y bueno.
ROM.7.13	Pero entonces, ¿esto que es bueno me llevó a la muerte? ¡Claro que no! Lo que pasa es que el pecado, para demostrar que verdaderamente es pecado, me causó la muerte valiéndose de lo bueno. Y así, por medio del mandamiento, quedó demostrado lo terriblemente malo que es el pecado.
ROM.7.14	Sabemos que la ley es espiritual, pero yo soy débil,
ROM.7.15	No entiendo el resultado de mis acciones, pues no hago lo que quiero, y en cambio aquello que odio es precisamente lo que hago.
ROM.7.16	Pero si lo que hago es lo que no quiero hacer, reconozco con ello que la ley es buena. 
ROM.7.17	Así que ya no soy yo quien lo hace, sino el pecado que está en mí. 
ROM.7.18	Porque yo sé que en mí, es decir, en mi naturaleza débil, no reside el bien; pues aunque tengo el deseo de hacer lo bueno, no soy capaz de hacerlo. 
ROM.7.19	No hago lo bueno que quiero hacer, sino lo malo que no quiero hacer. 
ROM.7.20	Ahora bien, si hago lo que no quiero hacer, ya no soy yo quien lo hace, sino el pecado que está en mí.
ROM.7.21	Me doy cuenta de que, aun queriendo hacer el bien, solamente encuentro el mal a mi alcance. 
ROM.7.22	En mi interior me gusta la ley de Dios, 
ROM.7.23	pero veo en mí algo que se opone a mi capacidad de razonar: es la ley del pecado, que está en mí y que me tiene preso.
ROM.7.24	¡Desdichado de mí! ¿Quién me librará del poder de la muerte que está en mi cuerpo?
ROM.7.25	Solamente Dios, a quien doy gracias
ROM.8.1	Así pues, ahora ya no hay ninguna condenación para los que están unidos a Cristo Jesús,
ROM.8.2	porque la ley del Espíritu que da vida en Cristo Jesús, te liberó de la ley del pecado y de la muerte.
ROM.8.3	Porque Dios ha hecho lo que la ley de Moisés no pudo hacer, pues no era capaz de hacerlo debido a la debilidad humana:
ROM.8.4	Lo hizo para que nosotros podamos cumplir con las justas exigencias de la ley, pues ya no vivimos según las inclinaciones de la naturaleza débil sino según el Espíritu.
ROM.8.5	Los que viven según las inclinaciones de la naturaleza débil, solo se preocupan por seguirlas;
ROM.8.6	Y preocuparse por seguir las inclinaciones de la naturaleza débil lleva a la muerte; pero preocuparse por las cosas del Espíritu lleva a la vida y a la paz.
ROM.8.7	Los que se preocupan por seguir las inclinaciones de la naturaleza débil son enemigos de Dios, porque ni quieren ni pueden someterse a su ley. 
ROM.8.8	Por eso, los que viven según las inclinaciones de la naturaleza débil no pueden agradar a Dios.
ROM.8.9	Pero ustedes ya no viven según esas inclinaciones, sino según el Espíritu, puesto que el Espíritu de Dios vive en ustedes.
ROM.8.10	Pero si Cristo vive en ustedes,
ROM.8.11	Y si el Espíritu de aquel que resucitó a Jesús vive en ustedes, el mismo que resucitó a Cristo dará nueva vida a sus cuerpos mortales por medio del Espíritu de Dios que vive en ustedes.
ROM.8.12	Así pues, hermanos, tenemos una obligación, pero no es la de vivir según las inclinaciones de la naturaleza débil. 
ROM.8.13	Porque si viven ustedes conforme a tales inclinaciones, morirán; pero si por medio del Espíritu hacen ustedes morir esas inclinaciones, vivirán.
ROM.8.14	Todos los que son guiados por el Espíritu de Dios, son hijos de Dios.
ROM.8.15	Pues ustedes no han recibido un espíritu de esclavitud que los lleve otra vez a tener miedo, sino el Espíritu que los hace hijos de Dios.
ROM.8.16	Y este mismo Espíritu se une a nuestro espíritu para dar testimonio
ROM.8.17	Y puesto que somos sus hijos, también tendremos parte en la herencia que Dios nos ha prometido,
ROM.8.18	Considero que los sufrimientos del tiempo presente no son nada si los comparamos con la gloria que habremos de ver después.
ROM.8.19	La creación espera con gran impaciencia el momento en que se manifieste claramente que somos hijos de Dios. 
ROM.8.20	Porque la creación perdió su verdadera finalidad,
ROM.8.21	de ser liberada
ROM.8.22	Sabemos que hasta ahora la creación entera se queja y sufre como una mujer con dolores de parto. 
ROM.8.23	Y no solo ella sufre, sino también nosotros, que ya tenemos el Espíritu como anticipo de lo que vamos a recibir.
ROM.8.24	Con esa esperanza hemos sido salvados. Solo que esperar lo que ya se está viendo no es esperanza, pues, ¿quién espera lo que ya está viendo? 
ROM.8.25	Pero si lo que esperamos es algo que todavía no vemos, tenemos que esperarlo sufriendo con firmeza.
ROM.8.26	De igual manera, el Espíritu nos ayuda en nuestra debilidad. Porque no sabemos orar como es debido, pero el Espíritu mismo ruega a Dios por nosotros, con gemidos que no pueden expresarse con palabras.
ROM.8.27	Y Dios, que examina los corazones,
ROM.8.28	Sabemos que Dios dispone todas las cosas para el bien de quienes lo aman,
ROM.8.29	A los que de antemano Dios había conocido,
ROM.8.30	Y a los que Dios destinó desde un principio, también los llamó; y a los que llamó, los hizo justos; y a los que hizo justos, les dio parte en su gloria.
ROM.8.31	¿Qué más podremos decir? ¡Que si Dios está a nuestro favor, nadie podrá estar contra nosotros!
ROM.8.32	Si Dios no nos negó ni a su propio Hijo,
ROM.8.33	¿Quién podrá acusar a los que Dios ha escogido?
ROM.8.34	¿Quién podrá condenarlos? Cristo Jesús es quien murió; todavía más, quien resucitó y está a la derecha de Dios,
ROM.8.35	¿Quién nos podrá separar del amor de Cristo? ¿El sufrimiento, o las dificultades, o la persecución, o el hambre, o la falta de ropa, o el peligro, o la muerte violenta?
ROM.8.36	Como dice la Escritura:
ROM.8.36	«Por causa tuya estamos siempre expuestos a la muerte;
ROM.8.36	nos tratan como a ovejas llevadas al matadero.»
ROM.8.37	Pero en todo esto salimos más que vencedores por medio de aquel que nos amó. 
ROM.8.38	Estoy convencido de que nada podrá separarnos del amor de Dios: ni la muerte, ni la vida, ni los ángeles, ni los poderes y fuerzas espirituales, ni lo presente, ni lo futuro, 
ROM.8.39	ni lo más alto, ni lo más profundo, ni ninguna otra de las cosas creadas por Dios. ¡Nada podrá separarnos del amor que Dios nos ha mostrado en Cristo Jesús nuestro Señor!
ROM.9.1	Como creyente que soy en Cristo, estoy diciendo la verdad, no miento. Además, mi conciencia, guiada por el Espíritu Santo, me asegura que esto es verdad: 
ROM.9.2	tengo una gran tristeza y en mi corazón hay un dolor continuo, 
ROM.9.3	pues hasta quisiera estar yo mismo bajo maldición, separado de Cristo, si así pudiera favorecer a mis hermanos, los de mi propia raza.
ROM.9.4	Son descendientes de Israel, y Dios los adoptó como hijos.
ROM.9.5	Son descendientes de nuestros antepasados; y de su raza, en cuanto a lo humano, vino el Mesías,
ROM.9.6	Pero no es que las promesas de Dios a Israel hayan perdido su validez; más bien es que no todos los descendientes de Israel son verdadero pueblo de Israel.
ROM.9.7	No todos los descendientes de Abraham son verdaderamente sus hijos, sino que Dios le había dicho: «Tu descendencia vendrá por medio de Isaac.»
ROM.9.8	Esto nos da a entender que nadie es hijo de Dios solamente por pertenecer a cierta raza; al contrario, solo a quienes son hijos en cumplimiento de la promesa de Dios,
ROM.9.9	Porque esta es la promesa que Dios hizo a Abraham: «Por este tiempo volveré, y Sara tendrá un hijo.»
ROM.9.10	Pero eso no es todo. Los dos hijos de Rebeca eran de un mismo padre, nuestro antepasado Isaac,
ROM.9.11+ROM.9.12+ROM.9.13	y antes que ellos nacieran, cuando aún no habían hecho nada, ni bueno ni malo, Dios anunció a Rebeca: «El mayor será siervo del menor.»
ROM.9.14	¿Diremos por eso que Dios es injusto? ¡Claro que no! 
ROM.9.15	Porque Dios dijo a Moisés: «Tendré misericordia de quien yo quiera, y tendré compasión también de quien yo quiera.»
ROM.9.16	Así pues, no depende de que el hombre quiera o se esfuerce, sino de que Dios tenga compasión. 
ROM.9.17	Pues en la Escritura Dios le dice al rey de Egipto: «Te hice rey precisamente para mostrar en ti mi poder y para darme a conocer en toda la tierra.»
ROM.9.18	De manera que Dios tiene compasión de quien él quiere tenerla, y también le endurece el corazón a quien él quiere endurecérselo.
ROM.9.19	Pero me dirás: «Siendo así, ¿de qué puede Dios culpar al hombre, si nadie puede oponerse a su voluntad?» 
ROM.9.20	Y tú, hombre, ¿quién eres para pedirle cuentas a Dios? ¿Acaso la olla de barro le dirá al que la hizo: «Por qué me hiciste así?»
ROM.9.21	El alfarero tiene el derecho de hacer lo que quiera con el barro, y del mismo barro puede hacer una olla para uso especial y otra para uso común.
ROM.9.22	Dios, queriendo dar un ejemplo de castigo y mostrar su poder, soportó con mucha paciencia a aquellos que merecían el castigo e iban a la perdición.
ROM.9.23	Al mismo tiempo quiso dar a conocer en nosotros la grandeza de su gloria, pues nos tuvo compasión y nos preparó de antemano para tener parte en ella. 
ROM.9.24	Así que Dios nos llamó, a unos de entre los judíos y a otros de entre los no judíos. 
ROM.9.25	Como se dice en el libro de Oseas:
ROM.9.25	«A los que no eran mi pueblo, los llamaré mi pueblo;
ROM.9.25	a la que no era amada, la llamaré mi amada.
ROM.9.26	Y en el mismo lugar donde se les dijo: “Ustedes no son mi pueblo”,
ROM.9.26	serán llamados hijos del Dios viviente.»
ROM.9.27	En cuanto a los israelitas, Isaías dijo: «Aunque los descendientes de Israel sean tan numerosos como la arena del mar, solamente un resto
ROM.9.28	porque muy pronto el Señor cumplirá plenamente su palabra en todo el mundo.»
ROM.9.29	Como el mismo Isaías había dicho antes:
ROM.9.29	«Si el Señor todopoderoso no nos hubiera dejado descendencia,
ROM.9.29	ahora mismo estaríamos como Sodoma y Gomorra.»
ROM.9.30	¿Qué diremos a esto? Que, por medio de la fe, Dios ha hecho justos a los paganos, que no buscaban la justicia. 
ROM.9.31	En cambio, los israelitas, que querían basar su justicia en la ley, no lo lograron. 
ROM.9.32	¿Por qué? Porque no se basaban en la fe, sino en sus propios hechos. Por eso tropezaron con la «piedra de tropiezo» 
ROM.9.33	que se menciona en la Escritura:
ROM.9.33	«Yo pongo en Sión una roca,
ROM.9.33	una piedra con la cual tropezarán;
ROM.9.33	el que confíe en ella, no quedará defraudado.»
ROM.10.1	Hermanos, el deseo de mi corazón y mi oración a Dios por los israelitas es que alcancen la salvación. 
ROM.10.2	En su favor puedo decir que tienen un gran deseo de servir a Dios; solo que ese deseo no está basado en el verdadero conocimiento. 
ROM.10.3	Pues no reconocen que es Dios quien hace justos a los hombres, y pretenden ser justos por sí mismos; y así no se han sometido a lo que Dios estableció para hacernos justos.
ROM.10.4	Porque la ley llega a su término con Cristo,
ROM.10.5	De la justicia basada en la ley, Moisés escribió esto: «La persona que cumpla la ley, vivirá por ella.»
ROM.10.6	Pero de la justicia basada en la fe, se dice: «No pienses: “¿Quién subirá al cielo?” —esto es, para hacer que Cristo baje—; 
ROM.10.7	o “¿Quién bajará al abismo?”» —esto es, para hacer que Cristo suba de entre los muertos. 
ROM.10.8	¿Qué es, pues, lo que dice?: «La palabra está cerca de ti, en tu boca y en tu corazón.»
ROM.10.9	Si con tu boca reconoces a Jesús como Señor,
ROM.10.10	Pues con el corazón se cree para alcanzar la justicia, y con la boca se reconoce a Jesucristo para alcanzar la salvación.
ROM.10.11	La Escritura dice: «El que confíe en él, no quedará defraudado.»
ROM.10.12	No hay diferencia entre los judíos y los no judíos; pues el mismo Señor es Señor de todos, y da con abundancia a todos los que lo invocan.
ROM.10.13	Porque esto es lo que dice: «Todos los que invoquen el nombre del Señor, alcanzarán la salvación.»
ROM.10.14	Pero ¿cómo van a invocarlo, si no han creído en él? ¿Y cómo van a creer en él, si no han oído hablar de él? ¿Y cómo van a oír, si no hay quien les anuncie el mensaje? 
ROM.10.15	¿Y cómo van a anunciar el mensaje, si no son enviados? Como dice la Escritura: «¡Qué hermosa es la llegada de los que traen buenas noticias!»
ROM.10.16	Pero no todos han aceptado el evangelio. Es como dice Isaías: «Señor, ¿quién ha creído al oír nuestro mensaje?»
ROM.10.17	Así pues, la fe nace al oír el mensaje, y el mensaje viene de la palabra de Cristo.
ROM.10.18	Pero yo pregunto: ¿Será tal vez que no oyeron el mensaje? ¡Claro que lo oyeron! Porque la Escritura dice:
ROM.10.18	«La voz de ellos salió por toda la tierra,
ROM.10.18	y hasta los últimos rincones del mundo llegaron sus palabras.»
ROM.10.19	Y vuelvo a preguntar: ¿Será que los de Israel no se han dado cuenta? En primer lugar, Moisés dice:
ROM.10.19	«Yo los pondré a ustedes celosos
ROM.10.19	de un pueblo que no es pueblo;
ROM.10.19	los haré enojar contra un pueblo
ROM.10.19	que no quiere entender.»
ROM.10.20	Luego, Isaías se atreve a decir:
ROM.10.20	«Los que no me buscaban, me encontraron;
ROM.10.20	y me mostré a los que no preguntaban por mí.»
ROM.10.21	Y al hablar de los israelitas, Isaías dice: «Todo el día extendí mis manos a un pueblo desobediente y rebelde.»
ROM.11.1	Ahora pregunto: ¿Será que Dios ha rechazado a su pueblo? ¡Claro que no! Yo mismo soy israelita, descendiente de Abraham y de la tribu de Benjamín.
ROM.11.2	Desde el principio, Dios había reconocido a los israelitas como su pueblo;
ROM.11.3	«Señor, han matado a tus profetas y han destruido tus altares; sólo yo he quedado con vida, y a mí también me quieren matar.»
ROM.11.4	Pero Dios le contestó: «He apartado para mí siete mil hombres que no se han arrodillado ante el dios Baal.»
ROM.11.5	Pues de la misma manera, ha quedado ahora un pequeño resto, que Dios, en su bondad, ha escogido.
ROM.11.6	Y si es por la bondad de Dios, ya no es por los hechos; porque si así fuera, la bondad de Dios ya no sería bondad.
ROM.11.7	¿Entonces qué? Los israelitas no consiguieron lo que buscaban, pero los que Dios escogió sí lo consiguieron. Los otros fueron endurecidos, 
ROM.11.8	como dice la Escritura: «Dios los hizo espiritualmente insensibles, y así son hasta el día de hoy; les dio ojos que no ven y oídos que no oyen.»
ROM.11.9	También dice David:
ROM.11.9	«Que sus banquetes se les vuelvan trampas y redes,
ROM.11.9	para que tropiecen y sean castigados.
ROM.11.10	Que sus ojos se queden ciegos y no vean;
ROM.11.10	que su espalda se les doble para siempre.»
ROM.11.11	Ahora pregunto: ¿Será que los judíos, al tropezar, cayeron por completo? ¡De ninguna manera! Al contrario, al desobedecer los judíos, los otros han podido alcanzar la salvación,
ROM.11.12	Así que, si el tropiezo y el fracaso de los judíos han servido para enriquecer al mundo, a los que no son judíos, ¡ya podemos imaginarnos lo que será su plena restauración!
ROM.11.13	Pero tengo algo que decirles a ustedes, que no son judíos. Puesto que Dios me ha enviado a los no judíos, yo tengo en gran estima este servicio. 
ROM.11.14	Quiero que algunos de mi propia raza sientan celos de ustedes, y así llevarlos a la salvación. 
ROM.11.15	Pues si el rechazo de los judíos ha traído al mundo la reconciliación con Dios, ¿qué no traerá el que sean aceptados? ¡Nada menos que vida para los que estaban muertos!
ROM.11.16	Pues si el primer pan que se hace de la masa está consagrado a Dios, también lo está la masa entera.
ROM.11.17	Al olivo, que son los judíos, se le cortaron algunas de las ramas, y en su lugar se le injertó el olivo silvestre, que eres tú. Así llegaste a tener parte en la misma raíz y en la misma vida del olivo.
ROM.11.18	Pero no te gloríes, despreciando las ramas naturales. Si lo haces, recuerda que no eres tú quien sostiene a la raíz, sino que la raíz te sostiene a ti.
ROM.11.19	Tal vez dirás: «Sí, pero se cortaron unas ramas para injertarme a mí en el olivo.» 
ROM.11.20	Bien, pero fueron cortadas porque no tenían fe, y tú estás ahí únicamente porque tienes fe. Así que no te jactes, sino más bien siente temor.
ROM.11.21	Porque si Dios no perdonó a las ramas naturales, tampoco a ti te perdonará. 
ROM.11.22	Mira, pues, qué bueno es Dios, aunque también qué estricto. Ha sido estricto con los que cayeron, y ha sido bueno contigo. Pero tienes que vivir siempre de acuerdo con su bondad; pues de lo contrario también tú serás cortado. 
ROM.11.23	Por otra parte, si los judíos abandonan su incredulidad, serán injertados de nuevo; pues Dios tiene poder para volver a injertarlos. 
ROM.11.24	Porque si tú, que por naturaleza eras un olivo silvestre, fuiste cortado e injertado contra lo natural en el olivo bueno, ¡cuánto más los judíos, que son ramas naturales del olivo bueno, serán injertados nuevamente en su propio olivo!
ROM.11.25	Hermanos, quiero que sepan este designio secreto
ROM.11.26	Cuando esto suceda, todo Israel alcanzará la salvación, pues la Escritura dice:
ROM.11.26	«El libertador vendrá de Sión
ROM.11.26	y apartará de Jacob la maldad.
ROM.11.27	Y esta será mi alianza con ellos
ROM.11.27	cuando yo quite sus pecados.»
ROM.11.28	En cuanto al evangelio, los judíos son tenidos por enemigos de Dios a fin de darles oportunidad a ustedes; pero Dios todavía los ama a ellos, porque escogió a sus antepasados. 
ROM.11.29	Pues lo que Dios da, no lo quita, ni retira tampoco su llamamiento. 
ROM.11.30	En tiempos pasados, ustedes desobedecieron a Dios, pero ahora que los judíos han desobedecido, Dios tiene compasión de ustedes. 
ROM.11.31	De la misma manera, ellos han desobedecido ahora, pero solamente para que Dios tenga compasión de ustedes y para que, también ahora, tenga compasión de ellos.
ROM.11.32	Porque Dios sujetó a todos por igual a la desobediencia, con el fin de tener compasión de todos por igual.
ROM.11.33	¡Qué profundas son las riquezas de Dios, y su sabiduría y entendimiento! Nadie puede explicar sus decisiones, ni llegar a comprender sus caminos.
ROM.11.34	Pues «¿quién conoce la mente del Señor? ¿Quién podrá darle consejos?
ROM.11.35	¿Quién le ha dado algo antes, para que él tenga que devolvérselo?» 
ROM.11.36	Porque todas las cosas vienen de Dios, y existen por él y para él.
ROM.12.1	Por tanto,
ROM.12.2	No vivan ya según los criterios del tiempo presente; al contrario, cambien su manera de pensar
ROM.12.3	Por el encargo que Dios en su bondad me ha dado,
ROM.12.4	Porque así como en un solo cuerpo tenemos muchos miembros, y no todos los miembros sirven para lo mismo, 
ROM.12.5	así también nosotros, aunque somos muchos, formamos un solo cuerpo en Cristo y estamos unidos unos a otros como miembros de un mismo cuerpo.
ROM.12.6	Dios nos ha dado diferentes dones, según lo que él quiso dar a cada uno. Por lo tanto, si Dios nos ha dado el don de profecía,
ROM.12.7	si nos ha dado el don de servir a otros, sirvámoslos bien. El que haya recibido el don de enseñar, que se dedique a la enseñanza; 
ROM.12.8	el que haya recibido el don de animar a otros, que se dedique a animarlos. El que da, hágalo con sencillez; el que ocupa un puesto de responsabilidad, desempeñe su cargo con todo cuidado; el que ayuda a los necesitados, hágalo con alegría.
ROM.12.9	Ámense sinceramente unos a otros.
ROM.12.10	Ámense como hermanos los unos a los otros, dándose preferencia y respetándose mutuamente.
ROM.12.11	Esfuércense, no sean perezosos y sirvan al Señor con corazón ferviente.
ROM.12.12	Vivan alegres por la esperanza que tienen; soporten con valor los sufrimientos; no dejen nunca de orar.
ROM.12.13	Hagan suyas las necesidades del pueblo santo; reciban bien a quienes los visitan.
ROM.12.14	Bendigan a quienes los persiguen.
ROM.12.15	Alégrense con los que están alegres y lloren con los que lloran.
ROM.12.16	Vivan en armonía unos con otros.
ROM.12.17	No paguen a nadie mal por mal.
ROM.12.18	Hasta donde dependa de ustedes, hagan cuanto puedan por vivir en paz con todos.
ROM.12.19	Queridos hermanos, no tomen venganza ustedes mismos,
ROM.12.20	Y también: «Si tu enemigo tiene hambre, dale de comer; y si tiene sed, dale de beber; así harás que le arda la cara de vergüenza.»
ROM.12.21	No te dejes vencer por el mal. Al contrario, vence con el bien el mal.
ROM.13.1	Todos deben someterse a las personas que ejercen la autoridad. Porque no hay autoridad que no venga de Dios, y las que existen, fueron puestas por él.
ROM.13.2	Así que quien se opone a la autoridad, va en contra de lo que Dios ha ordenado. Y los que se oponen serán castigados; 
ROM.13.3	porque los gobernantes no están para causar miedo a los que hacen lo bueno, sino a los que hacen lo malo. ¿Quieres vivir sin miedo a la autoridad? Pues pórtate bien, y la autoridad te aprobará, 
ROM.13.4	porque está al servicio de Dios para tu bien.
ROM.13.5	Por lo tanto, es preciso someterse a las autoridades, no solo para evitar el castigo, sino como un deber de conciencia. 
ROM.13.6	También por esta razón ustedes pagan impuestos; porque las autoridades están al servicio de Dios, y a eso se dedican.
ROM.13.7	Denle a cada uno lo que le corresponde. Al que deban pagar contribuciones, páguenle las contribuciones; al que deban pagar impuestos, páguenle los impuestos;
ROM.13.8	No tengan deudas con nadie, aparte de la deuda de amor que tienen unos con otros; pues el que ama a su prójimo ya ha cumplido todo lo que la ley ordena.
ROM.13.9	Los mandamientos dicen: «No cometas adulterio, no mates, no robes, no codicies»;
ROM.13.10	El que tiene amor no hace mal al prójimo; así que en el amor se cumple perfectamente la ley.
ROM.13.11	En todo esto tengan en cuenta el tiempo en que vivimos, y sepan que ya es hora de despertarnos del sueño. Porque nuestra salvación está más cerca ahora que al principio, cuando creímos en el mensaje. 
ROM.13.12	La noche está muy avanzada, y se acerca el día;
ROM.13.13	Actuemos con decencia, como en pleno día. No andemos en banquetes y borracheras, ni en inmoralidades y vicios, ni en discordias y envidias.
ROM.13.14	Al contrario, revístanse ustedes del Señor Jesucristo,
ROM.14.1	Reciban bien al que es débil en la fe, y no entren en discusiones con él.
ROM.14.2	Por ejemplo, hay quienes piensan que pueden comer de todo, mientras otros, que son débiles en la fe, comen solamente verduras.
ROM.14.3	Pues bien, el que come de todo no debe menospreciar al que no come ciertas cosas; y el que no come ciertas cosas no debe criticar al que come de todo, pues Dios lo ha aceptado.
ROM.14.4	¿Quién eres tú para criticar al servidor de otro?
ROM.14.5	Otro caso: Hay quienes dan más importancia a un día que a otro, y hay quienes creen que todos los días son iguales.
ROM.14.6	El que guarda cierto día, para honrar al Señor lo guarda. Y el que come de todo, para honrar al Señor lo come, y da gracias a Dios; y el que no come ciertas cosas, para honrar al Señor deja de comerlas, y también da gracias a Dios.
ROM.14.7	Ninguno de nosotros vive para sí mismo ni muere para sí mismo.
ROM.14.8	Si vivimos, para el Señor vivimos; y si morimos, para el Señor morimos. De manera que, tanto en la vida como en la muerte, del Señor somos. 
ROM.14.9	Para eso murió Cristo y volvió a la vida: para ser Señor tanto de los muertos como de los vivos.
ROM.14.10	¿Por qué, entonces, criticas a tu hermano? ¿O tú, por qué lo desprecias? Todos tendremos que presentarnos delante de Dios, para que él nos juzgue.
ROM.14.11	Porque la Escritura dice:
ROM.14.11	«Juro por mi vida, dice el Señor,
ROM.14.11	que ante mí todos doblarán la rodilla
ROM.14.11	y todos alabarán a Dios.»
ROM.14.12	Así pues, cada uno de nosotros tendrá que dar cuenta de sí mismo a Dios.
ROM.14.13	Por eso, ya no debemos criticarnos unos a otros.
ROM.14.14	Yo sé que no hay nada impuro en sí mismo;
ROM.14.15	Ahora bien, si por lo que tú comes tu hermano se siente ofendido, tu conducta ya no es de amor. ¡Que tu comida no sea causa de que se pierda aquel por quien Cristo murió!
ROM.14.16	No den, pues, lugar a que se hable mal de ese bien que ustedes tienen.
ROM.14.17	Porque el reino de Dios no es cuestión de comer o beber determinadas cosas, sino de vivir en justicia, paz y alegría por medio del Espíritu Santo.
ROM.14.18	El que de esta manera sirve a Cristo, agrada a Dios y es aprobado por los hombres.
ROM.14.19	Por lo tanto, busquemos
ROM.14.20	No eches a perder la obra de Dios por causa de la comida. En realidad, todos los alimentos son limpios; lo malo es comer algo que haga perder la fe a otros.
ROM.14.21	Es mejor no comer carne, ni beber vino,
ROM.14.22	La fe que tienes, debes tenerla tú mismo delante de Dios. ¡Dichoso aquel que usa de su libertad sin cargos de conciencia!
ROM.14.23	Pero el que no está seguro de si debe o no comer algo, al comerlo se hace culpable, porque no lo come con la convicción que da la fe; y todo lo que no se hace con la convicción que da la fe, es pecado.
ROM.15.1	Los que somos fuertes en la fe debemos aceptar como nuestras las debilidades de los que son menos fuertes, y no buscar lo que a nosotros mismos nos agrada. 
ROM.15.2	Todos nosotros debemos agradar a nuestro prójimo y hacer las cosas para su bien y para la edificación mutua.
ROM.15.3	Porque tampoco Cristo buscó agradarse a sí mismo; al contrario, en él se cumplió lo que dice la Escritura: «Las ofensas de los que te insultaban cayeron sobre mí.»
ROM.15.4	Todo lo que antes se dijo en las Escrituras, se escribió para nuestra instrucción,
ROM.15.5	Y Dios, que es quien da constancia y consuelo, los ayude a ustedes a vivir en armonía unos con otros, conforme al ejemplo de Cristo Jesús, 
ROM.15.6	para que todos juntos, a una sola voz, alaben al Dios y Padre de nuestro Señor Jesucristo.
ROM.15.7	Así pues, acéptense los unos a los otros, como también Cristo los aceptó a ustedes, para gloria de Dios. 
ROM.15.8	Puedo decirles que Cristo vino a servir a los judíos para cumplir las promesas hechas a nuestros antepasados y demostrar así que Dios es fiel a lo que promete. 
ROM.15.9	Vino también para que los no judíos alaben a Dios por su misericordia, según dice la Escritura:
ROM.15.9	«Por eso te alabaré entre las naciones
ROM.15.9	y cantaré himnos a tu nombre.»
ROM.15.10	En otra parte, la Escritura dice:
ROM.15.10	«¡Alégrense, naciones, con el pueblo de Dios!»
ROM.15.11	Y en otro lugar dice:
ROM.15.11	«Naciones y pueblos todos,
ROM.15.11	¡alaben al Señor!»
ROM.15.12	Isaías también escribió:
ROM.15.12	«Brotará la raíz de Jesé,
ROM.15.12	que se levantará para gobernar a las naciones,
ROM.15.12	las cuales pondrán en él su esperanza.»
ROM.15.13	Que Dios, que da esperanza, los llene de alegría y paz a ustedes que tienen fe en él, y les dé abundante esperanza por el poder del Espíritu Santo.
ROM.15.14	Hermanos míos, estoy convencido de que ustedes están llenos de bondad y de todo conocimiento, y que saben aconsejarse unos a otros; 
ROM.15.15	pero en esta carta me he atrevido a escribirles francamente sobre algunas cosas, para que no las olviden. Lo hago por el encargo que Dios en su bondad me ha dado, 
ROM.15.16	de servir a Cristo Jesús para bien de los que no son judíos. El servicio sacerdotal que presto consiste en anunciar el evangelio de Dios, con el fin de presentar ante él a los no judíos, como ofrenda que le sea grata, santificada por el Espíritu Santo.
ROM.15.17	Tengo razón para gloriarme en Cristo Jesús de mi servicio a Dios, 
ROM.15.18	porque no me atrevo a hablar de nada, aparte de lo que Cristo mismo ha hecho por medio de mí para llevar a los no judíos a obedecer a Dios. Esto se ha realizado con palabras y hechos, 
ROM.15.19	por el poder de señales y milagros y por el poder del Espíritu de Dios.
ROM.15.20	Pero siempre he procurado anunciar el evangelio donde nunca antes se había oído hablar de Cristo, para no construir sobre bases puestas por otros,
ROM.15.21	sino más bien, como dice la Escritura:
ROM.15.21	«Verán los que nunca habían tenido noticias de él;
ROM.15.21	entenderán los que nunca habían oído de él.»
ROM.15.22	Precisamente por esto no he podido ir a verlos, aunque muchas veces me lo había propuesto.
ROM.15.23	Pero ahora que ya he terminado mi trabajo en estas regiones, y como desde hace muchos años estoy queriendo visitarlos, 
ROM.15.24	espero que podré hacerlo durante mi viaje a España. Y una vez que haya tenido el gusto de verlos, aunque sea por poco tiempo, espero que ustedes me ayuden a continuar el viaje. 
ROM.15.25	Pero ahora voy a Jerusalén,
ROM.15.26	Porque los de Macedonia y Acaya
ROM.15.27	Lo decidieron voluntariamente, aunque, en realidad, estaban en la obligación de hacerlo, porque así como los creyentes judíos compartieron sus bienes espirituales con los no judíos, estos, a su vez, deben ayudar con sus bienes materiales a los creyentes judíos.
ROM.15.28	Así que, cuando yo haya terminado este asunto y les haya entregado a ellos la colecta,
ROM.15.29	Estoy seguro de que cuando yo vaya, nos enriqueceremos todos con las bendiciones de Cristo.
