GEN.1.1	En 
ACT.5.42	Y todos los dias no ceſſauan, en el Templo y por las casas, enseñãdo, y 
ACT.6.1	En aquellos dias creciendo el numero de los Diſcipulos 
ACT.6.2	Anſique los Doze, conuocada la multitud de los Diſcipulos, dixerõ, No es juſto que noſotros dexemos 
ACT.6.3	Considerad pues, Hermanos, ſiete varones de vosotros de buẽ testimonio, llenos de Eſpiritu Sancto, y de Sabiduria los quales pongamos en eſta obra. 
ACT.6.4	Y noſotros 
ACT.6.5	Y plugo eſte parecer à toda la multitud. y eligieron à Esteuã, varon lleno de fe y de Eſpiritu sancto, y à 
ACT.6.6	Aestos preſentaron enpreſencia de los apoſtoles, los quales orando les puſieron las manos en cima. 
ACT.6.7	De manera que la Palabra del Señor crecia: y el numero de los Diſcipulos ſe multiplicaua mucho en Ieruſalẽ: mucha compaña de los Sacerdotes tãbiẽ obedecia à la fe.
ACT.6.8	¶ Empero Esteuan lleno 
ACT.6.9	Leuantaronſe entonces vnos de la Synoga que ſe llama de los Libertinos, y Cyreneos, y Alexandrinos: y de los que eran de Cilicia y de Aſia, diſputando con Esteuan. 
ACT.6.10	Mas no podian reſiſtir à la Sabiduria, y àl Eſpiritu 
ACT.6.11	Entonces subornarõ à vnos que dixeſſen, que le auiã oydo hablar palabras blasphemas contra Moyſen y Dios. 
ACT.6.12	Y 
ACT.6.13	Y pusierõ teſtigos falsos que dixeſſen, Este hõbre no ceſſa de hablar palabras blas phemas contra el lugar Sancto y la Ley. 
ACT.6.14	Porque le auemos oydo dezir, Que eſte Iesus Nazareno destruyrá eſte lugar, y mudara 
ACT.6.15	Entonces todos los que eſtauan sentados en el concilio, puestos los ojos enel, vierõ ſu rostro 
ACT.7.1	El Principe de los Sacerdotes dixo entonces, Es eſto anſi? 
ACT.7.2	Y el dixo, Varones hermanos, y padres, oyd. El Dios 
ACT.7.3	Y dixole, Sal de tu tierra, y de tu paren tela; y ven à la tierra que te mostraré. 
ACT.7.4	Entonces ſalió de la tierra de los Chaldeos, y habitó en Charran. Y de alli, muerto ſu padre, lo traſpaſſó à eſta tierra en la qual vosotros habitays aora. 
ACT.7.5	Y no le dió poſſeſsion en ella, ni aun vna pisada de vn pie: mas prometióle que ſe la daria en poſſeſsion, y à ſu ſimiente deſpues no, deel teniendo 
ACT.7.6	Y hablóle Dios anſi, 
ACT.7.7	Mas à la Gente aquien ſeran sieruos, yo 
ACT.7.8	Y dióle el Concierto de la Circuncision: y anſi 
ACT.7.9	Y los patriarchas, mouidos de embidia, 
ACT.7.10	Y lo libró de todas ſus tribulaciones: y 
ACT.7.11	Vino entonces hambre en toda la tierra de Egypto y de Chanaã, y grande tribulaciõ: y nuestros padres no hallauã alimẽtos. 
ACT.7.12	Y como oyeſſe Iacob que auia trigo en Egypto, embió à nuestros padres la primera vez. 
ACT.7.13	Y en la segunda, Ioseph fue conocido de ſus hermanos, y fue sabido de Pharaon el linage de Ioseph. 
ACT.7.14	Y embiãdo Ioseph, hizovenir à ſu padre Iacob, y à toda ſu parẽtela en setẽta ycinco 
ACT.7.15	Ansi decẽdió Iacob en Egypto, 
ACT.7.16	Los quales fueron traspaſſados à Sichem: y fuerõ puestos enel sepulchro 
ACT.7.17	Mas como ſe acercóel tiẽpo delapromes sa, laqual Dios auia jurado à Abrahã, creció el pueblo, y multiplicóse en Egypto. 
ACT.7.18	Hasta que ſe leuãtó otro rey [en Egypto,] que no conocia á Ioseph. 
ACT.7.19	Este vsando de astucia con nuestro linage, maltrató à nuestros padres que pusieſſen à peligro 
ACT.7.20	En aquel mismo tiẽpo nació Moyſen; y fue agradable à Dios: y fue criado tres meses en caſa de ſu padre. 
ACT.7.21	Mas ſiendo pueſto àl peligro, la hija de Pharaon lo tomó, y lo crió 
ACT.7.22	Y fue enseñado Moyſen en toda la ſabiduria de los Egypcios: y era poderoso en ſus dichos y hechos. 
ACT.7.23	Y como sele cumplio 
ACT.7.24	Y como vido à vno que era injuriado, defendiólo: y hiriendo àl Egyptio vengó àl injuriado. 
ACT.7.25	Pero el pensaua que ſus hermanos entendiã, que Dios les auia de dar 
ACT.7.26	Y el dia siguiẽte riñiendo ellos, mostróseles, y metialos en paz, diziẽdo, Varones, hermanos soys, porque hos injuriays los vnos à los otros? 
ACT.7.27	Entonces el que injuriaua à ſu proximo, 
ACT.7.28	Quieres tu matarme como mataste ayer àl Egypcio? 
ACT.7.29	A eſta palabra Moyſen huyó: y hizose estrangero en tierra de Madian, donde engendró dos hijos. 
ACT.7.30	Y cũplidos quarẽta años, 
ACT.7.31	Entonces Moyſen mirando, fue marauillado de la vision: y llegandoſe para considerar, 
ACT.7.32	Y o ſoy el Dios de tus padres, el Dios de Abraham, y Dios de Iſaac, y Dios de Iacob. mas Moysentemeroso, no osaua mirar. 
ACT.7.33	Y dixole el Señor, 
ACT.7.34	Vistohé, vistohé la affliciõ de mi pueblo que eſta en Egypto, y el gemido deellos he oydo: y he decẽdido para librarlos: aora pues ven, embiartehé à Egypto. 
ACT.7.35	A eſte Moyſen, àl qual auian 
ACT.7.36	Este los sacó haziendo prodigios y milagros en la tierra de Egypto, y enel mar Bermejo, 
ACT.7.37	Este es el Moyſen, el qual dixo à los hijos de Iſrael, 
ACT.7.38	Este es elque estuuo en la Congregacion enel desierto con el Angel que le hablaua enel monte de Sina: y con nuestros padres: y recibió las palabras 
ACT.7.39	Al qual nuestros padres no quisieron obedecer: antes lo 
ACT.7.40	Diziẽdo à Aaron, 
ACT.7.41	Y 
ACT.7.42	Mas Dios ſe apartó, y los entregó que siruieſſen àl exercito del cielo, como eſtá eſcripto enel libro de los Prophetas, 
ACT.7.43	Antes truxistes el tabernaculo de Mo loch, y la eſtrella de vuestro dios Remphã, figuras que hos hezistes para adorarlas; trasportarhoshé pues deessecabo 
ACT.7.44	Tuuierõ nuestros padres el Tabernaculo del Testimonio enel desierto, como les ordenó Dios, 
ACT.7.45	El qual recebido, metieron tambien nuestros padres con 
ACT.7.46	El qual 
ACT.7.47	Y 
ACT.7.48	Mas el Altiſsimo 
ACT.7.49	El cielo es mi throno: y la tierra el estrado de mis pies. Que Caſa me edificareys, dize el Señor? o qual es el lugar de mi Repoſo? 
ACT.7.50	No hizo mi mano todas estas coſas? 
ACT.7.51	Duros de ceruiz, y 
ACT.7.52	Aqual de los Prophetas no persiguieron vuestros padres? y mataron à los que denunciaron antes la venida del Iusto, del qual vosotros aora aueyssido entregadores, y matadores. 
ACT.7.53	Que recebistes la ley por disposiciõ de Angeles: y no la guardastes.
ACT.7.54	¶ Y oyendo estas coſas regañauan de ſus coraçones, y cruxiã los dientes cõtra el. 
ACT.7.55	Mas el estando lleno de Eſpiritu Sancto, puestos los ojos en el cielo, vido la gloria de Dios: y à IESVS que eſtaua à las diestras de Dios. 
ACT.7.56	Y dize, Heaqui, veo los cielos abiertos: y àl Hijo del hombre que eſtá à las diestras de Dios. 
ACT.7.57	Entonces 
ACT.7.58	Y echandolo fuera de la Ciudad apedreauãlo: y 
ACT.7.59	Y apedrearõ à Esteuã, inuocãdo el, y diziendo, Señor IESVS recibe mi Eſpiritu. 
ACT.7.60	Y pueſto de rodillas, clamó à grãboz, 
ACT.8.1	Y Saulo cõsentia en ſu muerte. Y en aquel dia 
ACT.8.2	Y curaron 
ACT.8.3	Entonces Saulo aſſolaua la Igleſia entrando por las casas: y trayendo varones y mugeres, entregaualos en la carcel. 
ACT.8.4	Mas losque erã esparzidos, paſſauã 
ACT.8.5	¶ Entonces Philippe decendiendo à la ciudad de Samaria, predicauales el Chriſto. 
ACT.8.6	Y las compañas escuchauan attentamente vnanimes las coſas que dezia Philippe, oyendo y viendo las ſeñales que hazia. 
ACT.8.7	Porque muchos espiritus immundos ſalian de los que los tenian, dando grandes bozes: y muchos paralyticos, y coxos eran sanados. 
ACT.8.8	Anſique auia gran gozo en aquella ciudad. 
ACT.8.9	Entonces 
ACT.8.10	Alqual oyan todos attentamẽte desde el mas pequeño haſta el mas grande, diziendo, Este es la Virtud de Dios [que es llamada] Grande. 
ACT.8.11	Y estauãle attentos porque con ſus artes magicas los auia entõtecido mucho tiẽpo. 
ACT.8.12	Mas como creyeron à Philippe que les annũciaua el Euangelio del Reyno de Dios, y del Nombre de Iesus el Chriſto, baptizauanse varones y mugeres. 
ACT.8.13	Simon entonces, creyó el tambien: y baptizandoſe, llegose à Philippe: y viendo los milagros y grandes marauillas que ſe hazian, eſtaua attonito. 
ACT.8.14	Oyendo pues los apoſtoles, que eſtauan en Ieruſalem, que Samaria auia recebido la palabra de Dios, embiaronles à Pedro y à Ioan. 
ACT.8.15	Los quales venidos, oraron por ellos paraque recibieſſen el Eſpiritu Sancto. 
ACT.8.16	Porque aun no auia decendido en alguno deellos, mas solamẽte eran baptizados en el Nombre de IESVS. 
ACT.8.17	Entonces puſieronles las manos encima, y recibieron el Eſpiritu Sancto.
ACT.8.18	¶ Y como vido Simon que por la imposiciõ de las manos de los apoſtoles ſe daua el Eſpiritu Sancto, presentóles dineros. 
ACT.8.19	Diziẽdo, Dadme tãbien à mi eſta potestad: que à qualquiera que pusiere las manos encima, reciba el Eſpiritu Sancto. 
ACT.8.20	Entonces Pedro le dixo, Tu dinero 
ACT.8.21	No tienes tu parte ni fuerte 
ACT.8.22	Arrepiẽtete pues deesta tu maldad, y ruega à Dios, ſi porventura te sera perdonado eſte pensamiento de tu coraçon. 
ACT.8.23	Porque 
ACT.8.24	Respondiendo entonces Simon, dixo, Rogad vosotros por mi àl Señor, que ninguna coſa de estas, que aueys dicho, vẽga ſobre mi.
ACT.8.25	¶ Y ellos auiendo testificado y hablado 
ACT.8.26	Empero el Angel del Señor habló à Philippe, diziendo, Leuãtate y vé hazia el Mediodia àl camino que deciende de Ieruſalem à Gaza: 
ACT.8.27	El entonces leuantóse, y fué: y heaqui vn Ethiope 
ACT.8.28	Y ſe boluia sentado en ſu carro, y leyendo àl Propheta Isayas. 
ACT.8.29	Y el Eſpiritu dixo à Philippe. Llegate y juntate à eſte carro. 
ACT.8.30	Y acudiendo Philippe, oyólo que leya àl Propheta Isayas: y dixo, Mas entiendes loque lees? 
ACT.8.31	Y el dixo, Y como podré, ſi alguien no me enseñáre? y rogó à Philippe que subieſſe, y ſe sentaſſe con el. 
ACT.8.32	Y el lugar de la Escriptura que leya, era eſte, 
ACT.8.33	En ſu 
ACT.8.34	Y respondiendo el Eunucho â Philippe, dixo, Ruegote, de que Propheta dize eſto? de ſi, ò de otro alguno? 
ACT.8.35	Entonces Philippe abriendo ſu boca, y començando deesta escriptura, 
ACT.8.36	Y yendo por el camino, vinieron à vna agua: y dixole el Eunucho, Heaqui agua; que impide que yo no ſea baptizado? 
ACT.8.37	Y Philippe dixo, Si crees de todo coraçon, bien puedes. Y respondiendo 
ACT.8.38	Y mandó parar el carro: y decendieron ambos àl agua Philippe y el Eunucho: y baptizólo. 
ACT.8.39	Y como 
ACT.8.40	Philippe empero ſe halló en Azoto: y paſſando annunciaua el Euangelio en todas las ciudades haſta que vino à Cesarea.
ACT.9.1	Y 
ACT.9.2	Y demandó deel letras para Damasco à las Synogas, paraque ſi hallaſſe algunos varones ò mugeres 
ACT.9.3	Y yendo por el camino, acõteció que llegando cerca de Damasco, 
ACT.9.4	Y cayendo en tierra, oyó vna boz que le dezia, Saulo, Saulo, porque me persigues? 
ACT.9.5	Y el dixo, Quien eres Señor? Y el Señor dixo, Yo ſoy IESVS el Nazareno à quiẽ tu persigues: 
ACT.9.6	El temblando y temeroso dixo, Señor, que quieres que haga? Y el Señor le 
ACT.9.7	Y los varones que yuan con Saulo, ſe pararon attonitos: oyẽdo à la verdad la boz, mas no viendo à nadie. 
ACT.9.8	Entonces Saulo leuantóse de tierra, y abriendo los ojos no via à nadie: anſique lleuãdolo por la mano, metieronlo en Damasco: 
ACT.9.9	Donde estuuo tres dias ſin ver: y no comió, ni beuió.
ACT.9.10	¶ Auia entonces vn Discipulo en Damasco llamado Ananias: àl qual el Señor dixo en vision, Ananias. Y el respondió, Heaqui estoy Señor. 
ACT.9.11	Y el Señor le 
ACT.9.12	Y ha viſto en vision vn varon llamado Ananias, que entra, v le pone la mano encima paraque reciba la vista. 
ACT.9.13	Entonces Ananias respondió, Señor, he oydo à muchos de eſte varon, quantos males hà hecho à tus Sanctos en Ieruſalẽ. 
ACT.9.14	Y aun aqui tiene facultad de los principes de los Sacerdotes de prender à todos losque 
ACT.9.15	Y dixole el Señor, Vé: porque 
ACT.9.16	Porque yo le mostraré quanto le ſea menester que padezca por mi Nombre. 
ACT.9.17	Ananias entonces fué: y entró en la caſa: y poniendole las manos encima, dixo, Saulo, hermano, el Señor IESVS, que te appareció en el camino por donde venias, me hà embiado, paraque recibas la vista, y seas lleno de Eſpiritu Sancto. 
ACT.9.18	Y luego le cayeron de los ojos como escamas, y recibió luego la vista: y leuantandoſe sué baptizado. 
ACT.9.19	Y como comió, fué confortado. Y estuuo Saulo con los Diſcipulos que estauã en Damasco, por algunos dias.
ACT.9.20	¶ Y luego [entrando] en las Synogas predicaua 
ACT.9.21	Y todos los que lo oyan eſtauan attonitos, y deziã, No es eſte elque aſſolaua en Ieruſalem à los que 
ACT.9.22	Empero Saulo muchomas ſe esforçaua, y confundia à los Iudios que morauan en Damasco affirmãdo, Que eſte es el Chriſto
ACT.9.23	¶ Y como paſſaron muchos dias 
ACT.9.24	Mas las assechãças deellos fueron entendidas de Saulo: empero 
ACT.9.25	Entonces los Diſcipulos, tomandolo de noche, abaxaronlo por el muro metido en vna espuerta. 
ACT.9.26	Y como Saulo vino à Ieruſalem, tentaua de juntarſe con los Diſcipulos: mas todos tenian miedo de el, no creyendo que era Discipulo. 
ACT.9.27	Entonces Barnabas, tomandolo, truxolo à los apoſtoles, y contó, Como auia viſto àl Señor en el camino, y que le auia hablado: y como en Damasco auia hablado 
ACT.9.28	Y entraua y ſalia con ellos en Ieruſalẽ. 
ACT.9.29	Y hablaua confiadamente en el Nombre del Señor IESVS y diſputaua 
ACT.9.30	Loqual como los hermanos entendieron, acompañaronlo haſta Cesarea, y embiaronlo à Tarso.
ACT.9.31	¶ Las Iglesias entonces por toda Iudea, y Galilea, y Samaria tenian paz, y erã 
ACT.9.32	Y aconteció, que Pedro 
ACT.9.33	Y halló alli à vno que ſe llamauà Eneas, que auia ya ocho años que eſtaua encama, que era paralytico. 
ACT.9.34	Y dixole Pedro, Eneas, El Señor Iesus el Chriſto, te sana: leuantate y 
ACT.9.35	Y vieronlo todos los que habitauã en Lydda y en Sarona, los quales ſe cõuirtieron àl Señor.
ACT.9.36	¶ Entonces en Ioppe auia vna Discipula llamada Tabitha, que ſi lo declares, quiere dezir 
ACT.9.37	Y aconteció en aquellos dias que enfermando, murió. laqual deſpues de lauada, puſieronla en vn cenadero. 
ACT.9.38	Y como Lydda eſtaua cerca de Ioppe, los Diſcipulos, oyendo que Pedro eſtaua alli, embiaronle dos varones rogandole, No te detengas de venir haſta noſotros. 
ACT.9.39	Pedro entõces leuantandoſe, vino cõ ellos: y como llegó, lleuarõlo àl cenadero donde lo rodearon todas las biudas llorãdo y mostrãdole las tunicas y los veſtidos que Dorcas les hazia, quãdo eſtaua conellas. 
ACT.9.40	Entonces echados fuera todos, Pedro pueſto de rodillas, oró: y buelto àl cuerpo, dixo, Tabitha, leuantate. Y ella abrió los ojos: y viendo à Pedro, boluiose à aſſen tar. 
ACT.9.41	Y daudole ella mano leuantóla: entonces llamando los Sanctos y las biudas, presentóla biua. 
ACT.9.42	Esto fué notorio por toda Ioppe: y creyeron muchos en el Señor. 
ACT.9.43	Y aconteció que sequedó muchos dias en Ioppe en cafa de vn cierto Simon Curtidor.
ACT.10.1	Y Auia vn varon en Cesarea llamado Cornelio, Centurion de la compañia que ſe llamaua la Italiana. 
ACT.10.2	Pio, y temeroso de Dios, con toda ſu caſa y que hazia muchas lymoſnas àl pueblo: y que oraua à Dios siempre. 
ACT.10.3	Este vido en vision manifiestamente, como à la hora de las nueue del dia, que vn Angel de Dios entraua à el, y le dezia, Cornelio. 
ACT.10.4	Y el, puestos en el los ojos, espantado, dixo, Que es Señor? y dixole, Tes oraciones y tus lymoſnas 
ACT.10.5	Embia pues aora varones à Ioppe: y haz venir à vn Simon que tiene por ſobre nombre Pedro. 
ACT.10.6	Este poſa en caſa de vn Simon Curtidor, que tiene ſu caſa junto à la mar: eſte te dirá loque te conuiene hazer. 
ACT.10.7	Y ydo el Angel que hablaua con Cornelio, llamó dos de ſus criados, y vn soldado temeroso del Señor 
ACT.10.8	A los quales, deſpues de auerselo contado todo, embiólos à Ioppe.
ACT.10.9	¶ Y vndia deſpues yẽdo ellos camino, y llegãdo cerca de la ciudad, Pedro subió àl açutea à orar, cerca de la hora de las seys 
ACT.10.10	Y aconteció que le vino vna grande hã bre, y quiſo comer. y aparejandole 
ACT.10.11	Y vido el cielo abierto, y que decendia à el vn vaſo, como vn grã lienço, que 
ACT.10.12	Enel qual auia 
ACT.10.13	Y vinole vna boz, Leuantate Pedro, mata y come. 
ACT.10.14	Entonces Pedro dixo, Señor no: porque ninguna coſa comun, y immunda, he comido jamás. 
ACT.10.15	Y boluió la boz à dezirle la segũda vez, Loque Dios limpió, tu 
ACT.10.16	Y eſto fue hecho por tres vezes: y 
ACT.10.17	Y estando Pedro dudãdo dentro desi, que seria la visiõ que auia viſto, heaqui los varones que auian sido embiados de Cornelio, que preguntando por la caſa de Simon, llegaron à la puerta. 
ACT.10.18	Y 
ACT.10.19	Y estando Pedro pensando en la visiõ, dixole el Eſpiritu Sancto, Heaqui, tres varones te buscan. 
ACT.10.20	Leuantate pues, y deciende, y no dudes de yr con ellos, porque yo los he embiado. 
ACT.10.21	Entonces Pedro decendiendo à los varones que le erã embiados de Cornelio, dixo, Heaqui, yo ſoy elque buscays: que es la cauſa porque aueys venido? 
ACT.10.22	Y ellos dixeron, Cornelio el Centuriõ, varon juſto y temeroso de Dios, y que tiene 
ACT.10.23	Entonces metiendolos dentro, hospedólos: y el dia siguiente lauantandoſe fueſe con ellos: y acompañaronlo algunos de los Hermanos de Ioppe. 
ACT.10.24	Y otro dia deſpues entrarõ en Cesarea. Y Cornelio los eſtaua esparando, auiendo llamado ſus parientes y los amigos mas familiares. 
ACT.10.25	Y como Pedro entró, Cornelio lo ſalió à recebir: y derribãdoſe à ſus pies, 
ACT.10.26	Y Pedro lo leuantó, diziendo. Leuantate, que yo mismo ſoy hombre. 
ACT.10.27	Y hablando con el, entró: y halló à muchos que ſe auian ayuntado: 
ACT.10.28	Y dixoles, Vosotros sabeys, 
ACT.10.29	Por lo qual llamado, hé venido ſin dudar. Anſique pregunto porque cauſa me aueys hecho venir? 
ACT.10.30	Entõces Cornelio dixo, Quatro dias ha que à eſta hora yo eſtaua ayuno: y à la hora de las nueue estando orãdo en mi caſa, heaqui vn varon ſe puso delante de mi en veſtido reſplandeciente. 
ACT.10.31	Y dixo, Cornelio, tu oracion es oyda: y tus lymoſnas 
ACT.10.32	Embia pues à Ioppe, y haz venir à vn Simon que tiene por ſobrenombre Pedro, eſte poſa en caſa de Simon vn Curtidor jũto à la mar: [el qual venido, te hablarâ.] 
ACT.10.33	Anſique luego embié à ti: y tu has hecho bien viniendo. Aora pues, todos noſotros estamos aqui en la preſencia de Dios para oyr todo loque Dios 
ACT.10.34	Entonces Pedro, abriendo ſu boca, dixo, Por verdad hallo, que 
ACT.10.35	Sino que de qualquiera nacion, que le teme, y obra justicia, ſe agrada. 
ACT.10.36	Embió Palabra Dios à los hijos de Iſrael, annunciãdo la paz por Iesus el Chriſto. eſte es el Señor de todos. 
ACT.10.37	Vosotros sabeys que la coſa ha sido hecha por toda Iudea: que comẽçãdo desde Galilea, deſpues del Baptismo que Ioã predicó: 
ACT.10.38	A Iesus de Nazareth, como lo vngió Dios de Eſpiritu Sãcto y de potencia, que 
ACT.10.39	Y noſotros somos teſtigos de todas las coſas que hizo en la tierra de ludea, y en Ieruſalẽ: al qual matarõ colgãdolo en vn madero. 
ACT.10.40	A eſte Dios lo leuantó àl tercero dia: 
ACT.10.41	No à todo el plueblo, ſino à los teſtigos que Dios antes auia ordenado, 
ACT.10.42	Y nos mandó que predicassemos àl pueblo y testificassemos, Que el es el que Dios ha pueſto por Iuez de biuos y muertos. 
ACT.10.43	Aeste dan testimonio todos los Prophetas, de que todos los que enel creyeren recibirã perdõ de peccados 
ACT.10.44	Estãdo aun hablando Pedro estas palabras, el Eſpiritu Sancto cayó ſobre todos losque oyán el sermon. 
ACT.10.45	Y espantaronſe los fieles que eran 
ACT.10.46	Porque los oyan que hablauan 
ACT.10.47	Puede alguiẽ ĩmpedir el agua, que no seã baptizados estos que han recebido el Eſpiritu Sancto tambien como noſotros? 
ACT.10.48	Y mandolos baptizar 
ACT.11.1	Y Oyeron los apoſtoles y los hermanos que eſtauan en Iudea, Que tambien las Gentes auiã recebido la palabra de Dios. 
ACT.11.2	Y como Pedro subió à Ieruſalẽ, contendian contra el 
ACT.11.3	Diziendo, Porque has entrado à varones que tienẽ capullo, y has comido cõ ellos? 
ACT.11.4	Entonces 
ACT.11.5	Estando yo en la ciudad de Ioppe orãdo, vide en exceſſo de entendimiento, vna vision, 
ACT.11.6	En el qual como puse los ojos, cõsideré yvide animales terreſtres dequatropies, y fieras, y reptiles, y aues del cielo. 
ACT.11.7	Y oy tambien vna boz que me dezia, Leuantate Pedro, mata y come. 
ACT.11.8	Y dixe, Señor no: porque ninguna coſa comun ni immunda entró jamas en mi boca. 
ACT.11.9	Entonces la boz me respondió del cielo la segunda vez, Lo que Dios limpio, 
ACT.11.10	Y eſto fue hecho por tres vezes: y boluió todo à ſer tomado arriba en el cielo. 
ACT.11.11	Y heaqui que luego tres varones ſobreuinierõ en la caſa donde yo eſtaua, embiados à mi de Cesarea. 
ACT.11.12	Y el Eſpiritu me dixo que me fueſe con ellos ſin dudar. Y vinieron tambien conmigo estos seys hermanos, y entramos en caſa de vn varon. 
ACT.11.13	El qual nos contó como auia viſto vn Angel en ſu caſa, que ſe paró, y le dixo: Embia à Ioppe, y haz venir à vn Simon que tiene por ſobrenombre Pedro: 
ACT.11.14	El qual 
ACT.11.15	Y como comencé à hablar, cayó el Eſpiritu Sancto ſobre ellos, tambien 
ACT.11.16	Entõces me acordé del dicho del Señor, 
ACT.11.17	Anſique, ſi Dios les dió el mismo don tãbien como à noſotros que auemos creydo enel Señor Iesus el Chriſto, quien era yo que pudieſſe estoruar à Dios? 
ACT.11.18	Entonces oydas estas coſas, callaron, y glorificaron à Dios, diziendo, Demanera que tambien à las Gentes ha dado Dios 
ACT.11.19	¶ Y los que auian sido esparzidos por 
ACT.11.20	Y deellos auia vnos varones Cyprios y Cyrenenses, los quales como entrarõ en Antiochia, hablaron à los Griegos, anunciando el Euangelio del Señor lesus. 
ACT.11.21	Y 
ACT.11.22	Y llego 
ACT.11.23	El qual como llegó, y vido 
ACT.11.24	Porque era varon bueno, y lleno de Eſpiritu Sancto y de fe: y mucha compaña fue allegada àl Señor. 
ACT.11.25	Y partiose Barnabas à Tarso à buscar à Saulo: y hallado, truxolo à Antiochia. 
ACT.11.26	Y conuersaron tode vn año alli cõ la Igleſia: y enseñaron mucha cõpaña, de tal manera que los Diſcipulos fueron llamados Christianos primeramente en Antiochia. 
ACT.11.27	Y en aquellos dias decendierõ de Ieruſalem Prophetas à Antiochia. 
ACT.11.28	Y leuantandoſe vno deellos llamado do Agabo, daua à entender por Eſpiritu, que auia de auer vna grande hambre en toda la redondez de las tierras, laqual tambiẽ fué en tiempo de Claudio Cesar. 
ACT.11.29	Entõces los Diſcipulos, cada vno cõforme à lo que tenia, 
ACT.11.30	Loqual ansimismo hizieron embiando 
ACT.12.1	Y En el mismo tiẽpo el rey Herodes embió 
ACT.12.2	Y mató à Iacobo el hermano de Ioan, à cuchillo: 
ACT.12.3	Y viendo que auia agradado à los Iudios, paſſó adelante para prender tambien à Pedro. y eran los dias de los panes ſin leuadura. 
ACT.12.4	Elqual prendido, echolo en la carcel entregãdolo à quatro 
ACT.12.5	Anſique Pedro era guardado en la carcel: y la Igleſia hazia oraciõ a Dios ſin ceſſar por el. 
ACT.12.6	Y quando Herodes lo auia de sacar, aquella misma noche, eſtaua Pedro durmiẽdo entre dos soldados, preso con dos cade nas: y las guardas delante de la puerta que guardauan la carcel. 
ACT.12.7	Y heaqui, el Angel del Señor ſobreuino, y la luz resplandeció en la carcel: y hiriendo à Pedro en el lado, deſpertólo, diziendo, Leuãtate prestamente. Y las cadenas sele cayeron de las manos. 
ACT.12.8	Y dixole el Angel, 
ACT.12.9	Y ſaliendo, seguialo: y 
ACT.12.10	Y como paſſaron la primera y la segũda 
ACT.12.11	Entonces Pedro, boluiendo en ſi, dixo, Aora entiendo verdaderamente, que el Señor hà embiado ſu Angel: y me hà librado de la mano de Herodes, y 
ACT.12.12	Y considerãdo 
ACT.12.13	Y tocando Pedro à la puerta del patio, ſalió vna mochacha, para escuchar: llamauase Rhode. 
ACT.12.14	Laqual como conoció la boz de Pedro, de gozo no abrió el patio: ſi no corriendo dentro dió nueua, que Pedro eſtaua delante de la puerta. 
ACT.12.15	Y ellos le dixeron, Estas loca. mas ella affirmaua que era anſi. Entonces ellos dezian, Su Angel es. 
ACT.12.16	Mas Pedro perseueraua en llamar: y como le abrieron, vieronlo, y espãtaronſe. 
ACT.12.17	Y 
ACT.12.18	Siendo pues de dia, auia no poco alboroto entre los soldados que ſe auia hecho de Pedro. 
ACT.12.19	Mas Herodes, como lo buscó, y no lo halló, hecha inquisicion de las guardas, mandólos 
ACT.12.20	¶ Y Herodes eſtaua enojado contra los de Tyro, y los de Sidon: mas ellos vinieron concordes à el: y subornado Blasto, que era el Camarero del rey, pediã paz: porque las tierras deellos erã mantenidas del rey. 
ACT.12.21	Y vn dia señalado Herodes veſtido de ropa real, sentóse en el tribunal, y hablóles 
ACT.12.22	Y el pueblo acclamaua, Boz de dios, y no de hombre. 
ACT.12.23	Y luego el Angel del Señor lo hirió: porquanto no dió la gloria à Dios: y comido de gusanos espiró. 
ACT.12.24	Mas la Palabra del Señor crecia, y era multiplicada.
ACT.12.25	¶ Y Barnabas y Saulo 
ACT.13.1	Avia entonces en la Igleſia que eſtaua en Antiochia, 
ACT.13.2	Ministrãdo pues estos àl Señor, y ayunando, dixo el Eſpiritu Sancto, 
ACT.13.3	Entonces ayunãdo y orando, y poniẽdoles las manos encima, embiaronlos. 
ACT.13.4	Y ellos entonces, embiados por el Eſpiritu Sancto, decendieron à Seleucia: y de alli nauegaron à Cypro. 
ACT.13.5	Y llegados à Salamina annunciauan la palabra de Dios en las Synogas de los Iudios: y teniã tãbiẽ 
ACT.13.6	Y como vuierõ andado toda la Iſla haſta Papho, hallaron à vn varon Mago falso propheta Iudio, llamado Bar-iesus: 
ACT.13.7	Elqual eſtaua cõ el 
ACT.13.8	Mas reſiſtiales el Elymas 
ACT.13.9	Entonces Saulo, que tambiẽ 
ACT.13.10	Dixo, O lleno de todo engaño y de toda maldad, hijo del diablo, enemigo de toda justicia, no ceſſarás de trastornar los caminos rectos del Señor? 
ACT.13.11	Aora pues, heaqui, la mano del Señor 
ACT.13.12	Entonces el Proconsul, viendo loque auia sido hecho, creyó, marauillado de la doctrina del Señor.
ACT.13.13	¶ Y partidos de Papho Paulo y los que eſtauan con el, vinicron à Perges de Panphylia. entonces 
ACT.13.14	Y ellos paſſando de Perges, vinieron â Antiochia de Pisidia: y entrãdo en la Synoga vn dia de Sabbado, aſſentaronſe. 
ACT.13.15	Y deſpues de la Lecion de la ley y de los Prophetas, los principes de la Synoga embiaron à ellos, diziendo, Varones hermanos, ſi ay en vosotros alguna palabra de exhortacion para el pueblo, hablad. 
