GEN.1.1	En el principio creó Dios los cielos y la tierra. 
REV.5.2	En aquel mismo instante, un ángel poderoso preguntó con voz fuerte: «¿Quién es digno de abrir el pergamino y romper sus sellos?». 
REV.5.3	Pero nadie, ni en el cielo ni en la tierra ni debajo de la tierra, podía abrirlo para leerlo.
REV.5.4	No pude contener el dolor que me embargó ante la desgracia de que no hubiera nadie digno de revelarnos el contenido del pergamino, y rompí a llorar.
REV.5.5	Pero uno de los ancianos me dijo: «No llores. Allí está el León de la tribu de Judá, la Raíz de David, que con su victoria ha demostrado ser digno de romper los siete sellos del pergamino y desenrollarlo».
REV.5.6	Entonces miré. En medio del trono, de los cuatro seres vivientes y de los ancianos, estaba un Cordero de pie en el que eran visibles las heridas que le causaron la muerte. Tenía siete cuernos y siete ojos, que representaban los siete espíritus de Dios enviados a todas partes del mundo.
REV.5.7	El Cordero se acercó y recibió el rollo de la mano derecha del que estaba sentado en el trono. 
REV.5.8	Al hacerlo, los cuatro seres vivientes y los veinticuatro ancianos se postraron ante él con arpas y copas de oro llenas de incienso —que son las oraciones del pueblo santo—, 
REV.5.9	y dedicaron al Cordero este nuevo canto:
REV.5.9	«Eres digno de recibir el pergamino y de romper sus sellos, porque fuiste sacrificado y con tu sangre compraste para Dios un pueblo de entre todos los linajes, pueblos, lenguas y naciones. 
REV.5.10	Así formaste un reino de sacerdotes que sirven a nuestro Dios y reinarán sobre la tierra».
REV.5.11	Escuché entonces el canto de millones y millones de ángeles que rodeaban el trono, de los seres vivientes y de los ancianos. 
REV.5.12	Cantaban esto a gran voz:
REV.5.12	«El Cordero que fue sacrificado es digno de recibir el poder, las riquezas, la sabiduría, la fortaleza, la honra, la gloria y la alabanza».
REV.5.13	Y todas las criaturas del cielo, de la tierra, de debajo de la tierra y del mar, exclamaron:
REV.5.13	«¡Que la alabanza, la honra, la gloria y el poder sean por siempre para el que está sentado en el trono y para el Cordero!».
REV.5.14	Mientras tanto, los cuatro seres vivientes decían: «¡Amén!».
REV.5.14	Y los veinticuatro ancianos se postraron y adoraron.
REV.6.1	Y vi cuando el Cordero rompió el primer sello. Entonces uno de los cuatro seres vivientes, con voz de trueno, dijo: «¡Ven y ve!».
REV.6.2	Obedecí. Y apareció un caballo blanco. El jinete, que tenía un arco, recibió una corona y salió triunfante a obtener más victorias.
REV.6.3	Cuando el Cordero rompió el segundo sello, el segundo ser viviente gritó: «¡Ven!».
REV.6.4	Esta vez apareció un caballo rojo. El jinete recibió una gran espada y autorización para acabar con la paz en la tierra y hacer que por todas partes hubiera guerras y muertes.
REV.6.5	Cuando el Cordero rompió el tercer sello, escuché al tercer ser viviente que dijo: «¡Ven!».
REV.6.5	En la escena apareció un caballo negro cuyo jinete tenía una balanza en la mano. 
REV.6.6	Y una voz que brotó de entre los cuatro seres vivientes, dijo: «Vendo por el salario de un día un kilo de trigo o tres kilos de cebada, pero no le hagan daño al aceite ni al vino».
REV.6.7	Y cuando rompió el cuarto sello, escuché al cuarto ser viviente que dijo: «¡Ven!».
REV.6.8	En esta ocasión apareció un caballo amarillo. El jinete que lo montaba se llamaba Muerte, y lo seguía otro jinete llamado Infierno. Se les concedió dominio sobre una cuarta parte de la tierra y autoridad para matar por medio de guerras, hambre, epidemias y fieras salvajes.
REV.6.9	El Cordero abrió el quinto sello. Vi entonces debajo del altar a las personas que habían muerto por predicar la palabra de Dios y por ser fieles testigos.
REV.6.10	Aquellas personas clamaban a gran voz: «Soberano Señor, santo y verdadero, ¿cuándo vas a juzgar a los habitantes de la tierra y cuándo vas a vengar nuestra muerte?». 
REV.6.11	Les dieron entonces ropa blanca, y les dijeron que esperaran un poco más, hasta que se completara el número de los demás siervos de Jesús que iban a sufrir el martirio y se les unieran.
REV.6.12	Cuando el Cordero abrió el sexto sello, se produjo un gran terremoto; el sol se puso negro como si se hubiera puesto ropa de luto, y la luna adquirió un color rojo como la sangre. 
REV.6.13	Las estrellas del cielo cayeron sobre la tierra como caen los higos verdes en medio de un vendaval. 
REV.6.14	El cielo estrellado se fue enrollando como un pergamino hasta desaparecer, mientras las montañas y las islas fueron removidas de su lugar.
REV.6.15	Los reyes de la tierra, los dirigentes del mundo, los ricos, los poderosos, y la humanidad entera, esclavos o libres, buscaban refugio en las cuevas y entre las peñas de las montañas, 
REV.6.16	y gritaban a las montañas: «¡Caigan sobre nosotros, escóndannos de la mirada del que está sentado en el trono y de la ira del Cordero! 
REV.6.17	¡El gran día de su ira ha llegado! ¿Quién podrá sobrevivir?».
REV.7.1	Entonces vi a cuatro ángeles que, parados en las cuatro esquinas de la tierra, detenían los cuatro vientos para que estos no se desataran sobre la tierra, el mar y los árboles.
REV.7.2	Luego vi a otro ángel que venía del este con el sello del Dios viviente. Y gritó a los cuatro ángeles que habían recibido autorización para dañar la tierra y el mar:
REV.7.3	«¡No vayan a dañar la tierra, ni el mar, ni los árboles, porque todavía no hemos marcado en la frente a los siervos de nuestro Dios».
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	Escuché el número de los que fueron sellados: ciento cuarenta y cuatro mil de todas las tribus de Israel:
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Judá 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Rubén 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Gad 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Aser 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Neftalí 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Manasés 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Simeón 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Leví 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Isacar 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Zabulón 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de José 12.000
REV.7.4+REV.7.5+REV.7.6+REV.7.7+REV.7.8	de Benjamín 12.000
REV.7.9	Luego vi frente al trono y delante del Cordero a una gran multitud de todas las naciones, tribus, pueblos y lenguas, todos vestidos de blanco y con ramas de palma en las manos. Era tan inmensa la multitud que nadie podía contarla.
REV.7.10	«Al Dios nuestro que está en el trono y al Cordero debemos la salvación», gritaban.
REV.7.11	Y los ángeles que, de pie, rodeaban el trono y los ancianos y los cuatro seres vivientes se postraron delante del trono y adoraron a Dios, 
REV.7.12	diciendo:
REV.7.12	«¡Amén! ¡Que la bendición, la gloria, la sabiduría, la acción de gracias, la honra, el poder y la fuerza sean de nuestro Dios para siempre! ¡Amén!».
REV.7.13	Entonces uno de los veinticuatro ancianos me preguntó:
REV.7.13	―¿Sabes quiénes son estos que están vestidos de blanco y de dónde han venido?
REV.7.14	―No, Señor —respondí—. Dímelo.
REV.7.14	―Estos son los que pasaron por la gran tribulación —me dijo—. Su ropa está blanca porque la lavaron y blanquearon con la sangre del Cordero. 
REV.7.15	Por eso están delante del trono de Dios y sirven día y noche en su templo. El que está sentado en el trono los protege; 
REV.7.16	jamás volverán a tener hambre ni sed, y estarán a salvo del sol abrasador del mediodía. 
REV.7.17	El Cordero que está en el trono los alimentará y, como pastor, los conducirá a las fuentes del agua de la vida. Y Dios les enjugará las lágrimas.
REV.8.1	Cuando el Cordero rompió el séptimo sello, se produjo en el cielo como una media hora de silencio.
REV.8.2	Entre tanto, los siete ángeles que estaban delante de Dios recibieron siete trompetas. 
REV.8.3	Otro ángel, con un incensario de oro, vino y se paró ante el altar; allí se le entregó una gran cantidad de incienso para que lo mezclara con las oraciones de todo el pueblo de Dios y lo ofreciera sobre el altar de oro que estaba delante del trono. 
REV.8.4	Y el humo del incienso y las oraciones que el ángel derramó en el altar ascendieron a la presencia de Dios. 
REV.8.5	Luego el ángel llenó el incensario del fuego del altar y lo lanzó contra la tierra. Inmediatamente se produjeron truenos, estruendos, relámpagos y un terremoto.
REV.8.6	Los siete ángeles de las siete trompetas se dispusieron a tocarlas. 
REV.8.7	Cuando el primero tocó la trompeta, cayó sobre la tierra una lluvia de granizo y fuego mezclados con sangre; una tercera parte de la tierra ardió y una tercera parte de los árboles quedó carbonizada; no hubo hierba verde en la tierra que no ardiera.
REV.8.8+REV.8.9	El segundo ángel tocó la trompeta e inmediatamente algo semejante a una inmensa montaña encendida se precipitó en el mar y destruyó una tercera parte de los barcos; una tercera parte del mar adquirió el color rojo de la sangre y murió una tercera parte de las criaturas que viven en el mar.
REV.8.10	El tercer ángel tocó la trompeta y una gran estrella envuelta en llamas cayó sobre una tercera parte de los ríos y manantiales. 
REV.8.11	La estrella recibió el nombre de Amargura, porque una tercera parte de las aguas se volvieron amargas y murió mucha gente.
REV.8.12	Cuando el cuarto ángel tocó la trompeta, una tercera parte del sol, la luna y las estrellas dejó de alumbrar. La luz del día disminuyó su intensidad en una tercera parte, y también una tercera parte de la noche quedó sin luz.
REV.8.13	Y mientras miraba, un águila cruzó los cielos gritando:
REV.8.13	«¡Ay, ay, ay, de los habitantes de la tierra, por lo que acontecerá cuando los otros tres ángeles toquen sus trompetas!».
REV.9.1	El quinto ángel tocó la trompeta y cayó una estrella del cielo a la tierra y recibió la llave del pozo del abismo. 
REV.9.2	Al abrirlo, un humo negro como de un horno gigantesco se elevó y oscureció el sol y el aire. 
REV.9.3	Del humo brotaron langostas que descendieron sobre la tierra con poder para aguijonear como alacranes. 
REV.9.4	Se les había ordenado que no dañaran la hierba ni ninguna planta ni ningún árbol; en cambio, debían atacar a las personas que no tuvieran el sello de Dios en la frente. 
REV.9.5	No les estaba permitido matarlas, sino someterlas durante cinco meses a una agonía semejante al dolor del aguijonazo del alacrán. 
REV.9.6	En aquellos días, las personas tratarán de matarse, pero no se les concederá la muerte. Ansiarán morir, pero la muerte huirá de ellos.
REV.9.7	Aquellas langostas parecían caballos preparados para la guerra. En la cabeza llevaban algo así como una corona de oro y tenían el rostro muy semejante al rostro humano. 
REV.9.8	Sus cabellos eran largos como de mujer, y sus dientes parecían dientes de leones. 
REV.9.9	Traían puestas corazas que parecían de hierro, y sus alas producían un estruendo semejante al de muchos carros que corren a la batalla tirados por caballos.
REV.9.10	Como los alacranes, llevaban el aguijón en la cola, donde precisamente residía el poder que se les había dado para dañar a la gente durante cinco meses. 
REV.9.11	Y eran súbditos del ángel del abismo, cuyo nombre en hebreo es Abadón y en griego, Apolión.
REV.9.12	Ya pasó uno de los horrores, pero todavía faltan dos.
REV.9.13	El sexto ángel tocó la trompeta y escuché una voz que brotaba de entre los cuernos del altar de oro que estaba delante del trono de Dios.
REV.9.14	«Desaten a los cuatro ángeles que están atados a la orilla del gran río Éufrates» —dijo la voz al sexto ángel.
REV.9.15	Y aquellos ángeles, que estaban preparados precisamente para aquel año, mes, día y hora, quedaron en libertad de matar a la tercera parte de la humanidad. 
REV.9.16	Marcharían al frente de un ejército de doscientos millones de guerreros, según pude escuchar.
REV.9.17	En visión, vi delante de mí aquella caballería. Los jinetes llevaban corazas de un color rojo fuego, si bien es cierto que algunas eran azul cielo y otras amarillas. Las cabezas de los caballos parecían cabezas de leones, y por el hocico echaban humo, fuego y azufre, 
REV.9.18	plagas que fueron matando la tercera parte de la humanidad.
REV.9.19	Pero el poder mortal de aquellos caballos no radicaba solamente en el hocico. Sus colas parecían serpientes que con sus cabezas ocasionaban heridas mortales.
REV.9.20	A pesar de todo eso, las personas que sobrevivieron a aquellas plagas no se arrepintieron de sus malas acciones y siguieron adorando a los demonios y a los ídolos de oro, plata, bronce, piedra y madera que no pueden ver ni oír ni caminar. 
REV.9.21	¡Tampoco se arrepintieron de sus crímenes, hechicerías, inmoralidades sexuales y hurtos!
REV.10.1	Vi a otro ángel poderoso descender del cielo envuelto en una nube, con un arco iris sobre la cabeza. El rostro le resplandecía como el sol y sus piernas llameaban como antorchas gigantescas. 
REV.10.2	En la mano, abierto, sostenía un librito.
REV.10.2	Puso el pie derecho en el mar y el izquierdo en la tierra, 
REV.10.3	y dio un grito semejante al rugido de un león. Poco después, los siete truenos rugieron también.
REV.10.4	Yo ya iba a escribir lo que dijeron los truenos, pero una voz del cielo gritó: «¡No, no lo hagas! Estas palabras no pueden ser reveladas».
REV.10.5	Entonces, el ángel que estaba de pie sobre mar y tierra elevó al cielo la mano derecha, 
REV.10.6	y juró por el que vive para siempre, Creador del cielo y de lo que en él existe, de la tierra y de lo que en ella existe, y del mar y de los seres que lo habitan, que ya no habría más demoras: 
REV.10.7	cuando el séptimo ángel tocara la trompeta, el plan de Dios, que había permanecido en secreto, se llevaría a cabo tal y como lo anunció a sus siervos los profetas.
REV.10.8	En ese momento, la voz del cielo me habló de nuevo: «Ve y toma el librito que está abierto en la mano del ángel que está de pie sobre tierra y mar».
REV.10.9	Yo me le acerqué y se lo pedí. «Sí» me respondió; «tómalo y cómetelo. Al principio te sabrá a miel, pero cuando te lo tragues te amargará el estómago».
REV.10.10	Lo tomé entonces y me lo comí. Y, efectivamente, me fue dulce en la boca, pero al tragármelo me amargó el estómago. 
REV.10.11	Entonces el ángel me ordenó: «Todavía tienes que profetizar de nuevo sobre muchos pueblos, naciones, lenguas y reyes».
REV.11.1	Se me entregó una vara de medir y se me pidió que fuera a medir el templo de Dios y el altar. Se me pidió también que contara cuántos adoradores había. 
REV.11.2	«Pero no midas las partes externas del templo —me dijeron—, porque han sido entregadas a las naciones y estas se pasarán tres años y medio humillando a la ciudad santa. 
REV.11.3	Y enviaré a mis dos testigos para que profeticen durante mil doscientos sesenta días vestidos de luto».
REV.11.4	Los dos profetas en cuestión eran los dos olivos y los dos candeleros que están delante del Señor de la tierra. 
REV.11.5	Cualquiera que trate de hacerles daño, morirá víctima de las llamaradas de fuego que brotan de la boca de aquellos dos personajes. 
REV.11.6	Estos tienen poder para cerrar los cielos de manera que no llueva mientras estén profetizando. También tienen poder para convertir en sangre las aguas y enviar plagas sobre la tierra cada vez que lo deseen.
REV.11.7	Cuando hayan terminado de dar su testimonio, la bestia que surge del abismo les declarará la guerra, los vencerá y los matará. 
REV.11.8+REV.11.9	Durante tres días y medio se exhibirá sus cadáveres en las calles de la ciudad llamada «Sodoma» o «Egipto» en sentido figurado, donde crucificaron a su Señor. No se le permitirá a nadie enterrarlos, y gente de todo pueblo, tribu, lengua y nación desfilará junto a ellos para verlos. 
REV.11.10	Aquel será un día de júbilo mundial; en todas partes, las gentes felices intercambiarán regalos y organizarán fiestas en celebración de la muerte de los dos profetas que tanto las habían atormentado.
REV.11.11	Pero al cabo de los tres días y medio, un aliento de vida enviado por Dios entrará en los dos profetas, y se levantarán. Un gran terror se apoderará del mundo entero. 
REV.11.12	Entonces, una potente voz del cielo llamará a los dos profetas, y ellos ascenderán al cielo en una nube, ante los ojos de sus enemigos.
REV.11.13	En aquel preciso instante, un terrible terremoto sacudirá la tierra y una décima parte de la ciudad se derrumbará dejando un saldo de siete mil muertos. Los sobrevivientes, llenos de espanto, glorificarán al Dios del cielo.
REV.11.14	Así termina el segundo horror, pero el tercero no se hace esperar.
REV.11.15	El séptimo ángel tocó la trompeta, y varias voces potentísimas gritaron desde el cielo:
REV.11.15	«El reino de este mundo pertenece ahora a nuestro Señor y a su Cristo; y él reinará para siempre».
REV.11.16	Y los veinticuatro ancianos que estaban sentados en sus tronos delante de Dios se inclinaron sobre sus rostros para adorarlo, 
REV.11.17	diciendo:
REV.11.17	«Te damos las gracias, Señor, Dios Todopoderoso, que eres y que eras, porque has tomado tu gran poder y has comenzado a reinar.
REV.11.18	Las naciones se enojaron contra ti, pero ha llegado el momento de castigarlas.
REV.11.18	Ha llegado la hora de juzgar a los muertos y de premiar a tus siervos los profetas, a tu pueblo santo y a cualquier persona, grande o pequeña, que respete tu nombre.
REV.11.18	Y ha llegado el momento de destruir a los que han traído destrucción a la tierra».
REV.11.19	Entonces el templo de Dios se abrió en el cielo y el cofre de su pacto quedó al descubierto. Y hubo relámpagos, estruendos, truenos, un terremoto y una fuerte granizada.
REV.12.1	Entonces apareció en el cielo una señal maravillosa: una mujer revestida del sol, con la luna bajo sus pies y una corona de doce estrellas en la cabeza.
REV.12.2	Estaba embarazada y gritaba con dolores de parto.
REV.12.3	De pronto apareció en el cielo otra señal: un enorme dragón rojo con siete cabezas, diez cuernos y una corona en cada cabeza. 
REV.12.4	Con la cola arrastró tras sí una tercera parte de las estrellas y las arrojó sobre la tierra. Luego se detuvo frente a la mujer en el momento mismo en que iba a dar a luz, a fin de comerse al niño tan pronto como naciera.
REV.12.5	La mujer dio a luz un hijo varón que gobernará las naciones con mano fuerte. Inmediatamente le arrebataron a su hijo y lo llevaron ante Dios y su trono. 
REV.12.6	La mujer huyó al desierto, donde Dios le tenía preparado un lugar en el que la sustentarían durante mil doscientos sesenta días.
REV.12.7	Se libró entonces una gran batalla en el cielo. Miguel y los ángeles que están bajo su mando pelearon contra el dragón y sus huestes de ángeles. 
REV.12.8	Estos últimos, una vez vencidos, fueron expulsados del cielo. 
REV.12.9	¡Aquel gran dragón, que no es otro sino la serpiente antigua que se llama diablo o Satanás, y engaña a todo el mundo, fue arrojado a la tierra junto con la totalidad de su ejército!
REV.12.10	Escuché entonces que una potente voz proclamaba en el cielo:
REV.12.10	«¡Al fin llegó la salvación, el poder y el reino de nuestro Dios, y la autoridad de su Cristo!, porque el acusador de nuestros hermanos, el que los acusaba día y noche ante Dios, ha sido expulsado del cielo.
REV.12.11	Ellos lo vencieron con la sangre del Cordero y por el mensaje del que dieron testimonio, pues teniendo en poco sus vidas, no evitaron la muerte.
REV.12.12	¡Regocíjense, oh cielos! ¡Regocíjense, habitantes de los cielos! ¡Pero pobres de ustedes, habitantes de la tierra y del mar, porque el diablo ha bajado rabiando de furia por el poco tiempo que le queda!».
REV.12.13	Cuando el dragón vio que lo habían arrojado a la tierra, corrió en persecución de la mujer que dio a luz al niño. 
REV.12.14	Pero la mujer recibió dos alas de una gran águila y pudo volar al lugar que se le había preparado en el desierto, donde durante tres años y medio la habrían de sustentar, lejos de la serpiente.
REV.12.15	La serpiente, que iba tras la mujer, arrojó por su hocico un caudal de agua que corrió como torrente hacia la mujer; 
REV.12.16	pero la tierra, para ayudarla, abrió la boca y se tragó el torrente.
REV.12.17	Furioso al darse cuenta de esto, el dragón se propuso atacar a los demás hijos de la mujer, que son los que guardan los mandamientos de Dios y dan testimonio de Jesús.
REV.13.1	Y el dragón se paró a la orilla del mar.
REV.13.1	Vi entonces que una bestia surgía de las aguas del mar. Tenía siete cabezas, diez cuernos y diez coronas sobre sus cuernos. Y en cada una de las cabezas tenía escritos nombres que insultaban a Dios. 
REV.13.2	Parecía un leopardo, pero tenía pies de oso y boca de león. El dragón le entregó a la bestia el poder, el trono y la gran autoridad que poseía.
REV.13.3	Una de las cabezas de l a bestia parecía herida de muerte, pero sanó. El mundo, maravillado de semejante milagro, siguió a la bestia. 
REV.13.4	Adoraron al dragón, que le había dado el poder a la bestia, y asimismo adoraron a la bestia. «¿Quién como la bestia?» —exclamaron—. «¿Quién podrá pelear contra ella?».
REV.13.5	A la bestia se le permitió que dijera blasfemias contra el Señor; y también se le dio autoridad para actuar por cuarenta y dos meses, 
REV.13.6	durante los cuales blasfemó contra el nombre de Dios, de su morada y de los que habitan en el cielo.
REV.13.7	La bestia también recibió poder para pelear contra el pueblo de Dios y vencerlo, y se le dio autoridad para gobernar a todas las naciones de este mundo. 
REV.13.8	Y la adoraron todos los seres humanos cuyos nombres no estaban inscritos, desde la creación del mundo, en el libro del Cordero que fue sacrificado.
REV.13.9	El que tenga oídos, escuche bien:
REV.13.10	El que deba ir preso, caerá preso; el que deba morir a espada, morirá a filo de espada.
REV.13.10	Aquí se verá la paciencia y la fidelidad del pueblo santo.
REV.13.11	A continuación vi que otra bestia surgía de la tierra con dos cuernos semejantes a los de un cordero, pero con una voz como la del dragón. 
REV.13.12	Poseía la misma autoridad de la primera bestia en presencia de esta, y exigió que el mundo entero adorara a la primera bestia, que había sido sanada. 
REV.13.13	Los milagros que realizaba eran increíbles; podía, por ejemplo, hacer que cayeran del cielo llamaradas de fuego ante los ojos asombrados de la humanidad. 
REV.13.14	Y con los milagros que podía realizar en presencia de la primera bestia, engañó a la humanidad y ordenó que esculpieran una estatua de la primera bestia que había estado herida y revivió.
REV.13.15	Luego se le permitió transmitir vida a la estatua y hacerla hablar. Entonces la estatua ordenó que mataran a cualquiera que se negara a adorarla, 
REV.13.16	y que pusieran una marca en la mano derecha o en la frente de los habitantes de la tierra, ya fueran grandes o pequeños, ricos, o pobres, libres o esclavos.
REV.13.17	Nadie podía comprar ni vender si no tenía aquella marca, que consistía en el nombre de la bestia o en el número de su nombre. 
REV.13.18	Aquí se debe usar la sabiduría: Dicho número, que es el de un ser humano, es seiscientos sesenta y seis.
REV.14.1	Vi entonces un Cordero de pie sobre el monte Sion, acompañado de ciento cuarenta y cuatro mil personas que tenían el nombre de él y el de su Padre escrito en la frente. 
REV.14.2	Y oí en el cielo algo semejante al estrépito de una catarata inmensa o el retumbar de un gran trueno; era como el canto de un coro acompañado con arpas. 
REV.14.3	Y cantaban un cántico nuevo frente al trono de Dios y delante de los cuatro seres vivientes y los veinticuatro ancianos. Los únicos que podían cantar aquel canto eran aquellos ciento cuarenta y cuatro mil redimidos de entre los de la tierra. 
REV.14.4	Lo podían cantar porque se mantuvieron puros como vírgenes y porque seguían al Cordero adondequiera que iba. Aquellos fueron comprados de entre la humanidad como los primeros frutos para Dios y para el Cordero. 
REV.14.5	En ellos no existe la mentira, porque son intachables.
REV.14.6	Y vi que otro ángel cruzaba los cielos con las eternas buenas nuevas, e iba proclamándolas a cada nación, raza, lengua y pueblo. 
REV.14.7	«¡Teman a Dios —decía a gran voz—, y alaben su grandeza, porque el tiempo ha llegado en que se sentará a juzgar! ¡Adórenlo, porque él creó el cielo y la tierra, el mar y las fuentes que lo nutren!».
REV.14.8	Y otro ángel que lo seguía gritaba:
REV.14.8	«¡Cayó Babilonia! ¡Cayó la gran ciudad que sedujo a las naciones a participar del vino de su adulterio!».
REV.14.9	Inmediatamente, un tercer ángel lo siguió gritando: «¡Cualquiera que adore a la bestia y a su estatua, y se deje marcar en la frente o en la mano, 
REV.14.10	tendrá que beber del vino del furor de Dios que se ha echado puro en la copa de la ira divina!; y se le atormentará con fuego y azufre ardiendo en presencia de los santos ángeles y el Cordero. 
REV.14.11	El humo de su tormento se elevará eternamente, y el que adore a la bestia y a su estatua o se deje marcar con su nombre no tendrá alivio ni de día ni de noche».
REV.14.12	Aquí se verá la paciencia del pueblo santo que obedece los mandamientos de Dios y es fiel a Jesús.
REV.14.13	Oí entonces una voz que me decía desde el cielo:
REV.14.13	«Escribe esto: ¡Dichosos los que de ahora en adelante mueren unidos al Señor —dice el Espíritu—, porque cesarán para ellos las penas y las tareas, y Dios los premiará por sus acciones».
REV.14.14	Entonces vi una nube blanca y, sentado en ella, a alguien muy parecido al Hijo del hombre, con una corona de oro en la frente y una hoz bien afilada en la mano.
REV.14.15	Del templo salió otro ángel y le gritó:
REV.14.15	«¡Mete la hoz y recoge la cosecha! ¡Los sembrados del mundo están listos para ser cosechados!».
REV.14.16	Entonces el que estaba sentado en la nube pasó la hoz sobre la tierra y recogió la cosecha.
REV.14.17	Luego salió otro ángel del templo que está en el cielo; portaba también una hoz bien afilada.
REV.14.18	Inmediatamente del altar salió otro ángel que tenía poder para destruir el mundo con fuego, y le gritó al ángel que tenía la hoz: «¡Corta los racimos de los viñedos del mundo, porque ya las uvas están completamente maduras!».
REV.14.19	El ángel arrojó la hoz sobre la tierra y echó las uvas en el gran lagar de la ira de Dios. 
REV.14.20	Y exprimieron las uvas en un lugar que está fuera de la ciudad, y de ese lugar brotó un río de sangre de trescientos kilómetros de extensión, en el que un caballo podía sumergirse hasta las bridas.
REV.15.1	Y vi aparecer en el cielo una señal grande y maravillosa: siete ángeles a los que se les encomendó la tarea de llevar a la tierra las siete plagas finales, con las cuales la ira de Dios quedaría satisfecha.
REV.15.2	Vi también algo semejante a un océano de fuego y vidrio, sobre el que estaban de pie los que habían salido victoriosos de su lucha con la bestia, su estatua y el número que representa su nombre. En las manos traían las arpas de Dios, 
REV.15.3	y cantaban el cántico de Moisés, el siervo de Dios, y el cántico del Cordero:
REV.15.3	«Formidables y maravillosas son tus obras, Señor, Dios Todopoderoso.
REV.15.3	Justos y verdaderos son tus caminos, Rey de las naciones.
REV.15.4	¿Quién no te temerá, oh Señor? ¿Quién no glorificará tu nombre?
REV.15.4	Porque sólo Tú eres santo.
REV.15.4	Las naciones vendrán y te adorarán, porque tus obras de justicia ya se han manifestado».
REV.15.5	Entonces miré y vi que el templo, el tabernáculo del testimonio, que está en el cielo, quedó abierto de par en par. 
REV.15.6	Los siete ángeles que tenían la tarea de esparcir las siete plagas salieron del templo vestidos de lino blanco resplandeciente y con el pecho ceñido con cintos de oro.
REV.15.7	Uno de los cuatro seres vivientes entregó a cada uno de los siete ángeles una copa de oro llena del furor del Dios que vive por los siglos de los siglos. 
REV.15.8	Entonces, el templo se llenó del humo de la gloria y del poder de Dios; y nadie podía entrar allí mientras los siete ángeles no hubieran terminado de derramar las siete plagas.
REV.16.1	Escuché entonces una potente voz que desde el templo gritaba a los siete ángeles:
REV.16.1	«Váyanse a derramar sobre la tierra las siete copas del furor de Dios».
REV.16.2	El primer ángel derramó su copa sobre la tierra, y una llaga maligna y asquerosa brotó en las personas que tenían la marca de la bestia y adoraban su estatua.
REV.16.3	El segundo ángel derramó su frasco sobre el mar, y este adquirió aspecto de sangre de muerto; y no quedó ni un solo ser con vida en el mar.
REV.16.4	El tercer ángel derramó su frasco sobre los ríos y las fuentes, y se convirtieron en sangre. 
REV.16.5	Y escuché que aquel ángel de las aguas decía: «Justo eres al enviar estos juicios, santo Señor, que eres y que eras, 
REV.16.6	porque tus santos y tus profetas han sido martirizados y su sangre se derramó sobre la tierra. Ahora tú les has dado a beber sangre, pues se lo merecen».
REV.16.7	Y oí que el ángel del altar decía: «Sí, Señor, Dios Todopoderoso, tus castigos son justos y verdaderos».
REV.16.8	El cuarto ángel derramó su copa sobre el sol, y los rayos solares quemaron a la gente. 
REV.16.9	Y todos sufrieron de las terribles quemaduras, pero ni así se arrepintieron. La humanidad blasfemó contra el nombre de Dios, porque les había enviado las plagas, y no quisieron darle la gloria.
REV.16.10	Entonces el quinto ángel derramó su copa sobre el trono de la bestia, y su reino quedó envuelto en tinieblas mientras sus súbditos se mordían la lengua por el dolor, 
REV.16.11	y blasfemaban contra el Dios del cielo por el dolor y las llagas. Pero no se arrepintieron de sus perversidades.
REV.16.12	El sexto ángel derramó su copa sobre el gran río Éufrates, y se secó de tal manera que los reyes del oriente podían pasar por él. 
REV.16.13	Vi que el dragón, la bestia y el falso profeta dejaban escapar de la boca tres espíritus del mal con forma de ranas. 
REV.16.14	Aquellos son espíritus de demonios que hacen señales milagrosas y que salen a reunir a los gobernantes del mundo para agruparlos en la batalla del gran día del Dios Todopoderoso.
REV.16.16	Los espíritus del mal reunieron a los reyes en un lugar que en hebreo se llama Armagedón.
REV.16.17	Entonces el séptimo ángel derramó su copa en el aire y un grito brotó del trono del templo que está en el cielo: «¡Ya está terminado!».
REV.16.18	Hubo entonces estruendos, truenos y relámpagos, mientras la tierra se sacudía con un terremoto de una magnitud sin precedente en la historia. 
REV.16.19	La gran ciudad de Babilonia quedó dividida en tres partes, y las ciudades de todo el mundo se desplomaron.
REV.16.19	¡Los pecados de la gran Babilonia se agolparon en la memoria de Dios y la ciudad tuvo que sorber como castigo el vino del ardor de su ira! 
REV.16.20	Las islas desaparecieron y las montañas se desmoronaron, 
