GEN.1.1	En el principio creó Dios los cielos y la tierra. 
2CO.8.18	Y enviamos juntamente con él al hermano cuya alabanza en el evangelio se oye por todas las iglesias; 
2CO.8.19	y no sólo esto, sino que también fue designado por las iglesias como compañero de nuestra peregrinación para llevar este donativo, que es administrado por nosotros para gloria del Señor mismo, y para demostrar vuestra buena voluntad; 
2CO.8.20	evitando que nadie nos censure en cuanto a esta ofrenda abundante que administramos, 
2CO.8.21	procurando hacer las cosas honradamente, no sólo delante del Señor sino también delante de los hombres.
2CO.8.22	Enviamos también con ellos a nuestro hermano, cuya diligencia hemos comprobado repetidas veces en muchas cosas, y ahora mucho más diligente por la mucha confianza que tiene en vosotros. 
2CO.8.23	En cuanto a Tito, es mi compañero y colaborador para con vosotros; y en cuanto a nuestros hermanos, son mensajeros de las iglesias, y gloria de Cristo. 
2CO.8.24	Mostrad, pues, para con ellos ante las iglesias la prueba de vuestro amor, y de nuestro gloriarnos respecto de vosotros.
2CO.9.1	Cuanto a la ministración para los santos, es por demás que yo os escriba; 
2CO.9.2	pues conozco vuestra buena voluntad, de la cual yo me glorío entre los de Macedonia, que Acaya está preparada desde el año pasado; y vuestro celo ha estimulado a la mayoría. 
2CO.9.3	Pero he enviado a los hermanos, para que nuestro gloriarnos de vosotros no sea vano en esta parte; para que como lo he dicho, estéis preparados; 
2CO.9.4	no sea que si vinieren conmigo algunos macedonios, y os hallaren desprevenidos, nos avergoncemos nosotros, por no decir vosotros, de esta nuestra confianza. 
2CO.9.5	Por tanto, tuve por necesario exhortar a los hermanos que fuesen primero a vosotros y preparasen primero vuestra generosidad antes prometida, para que esté lista como de generosidad, y no como de exigencia nuestra.
2CO.9.6	Pero esto digo: El que siembra escasamente, también segará escasamente; y el que siembra generosamente, generosamente también segará. 
2CO.9.7	Cada uno dé como propuso en su corazón: no con tristeza, ni por necesidad, porque Dios ama al dador alegre. 
2CO.9.8	Y poderoso es Dios para hacer que abunde en vosotros toda gracia, a fin de que, teniendo siempre en todas las cosas todo lo suficiente, abundéis para toda buena obra; 
2CO.9.9	como está escrito:
2CO.9.9	Repartió, dio a los pobres;
2CO.9.9	Su justicia permanece para siempre.
2CO.9.10	Y el que da semilla al que siembra, y pan al que come,
2CO.9.11	para que estéis enriquecidos en todo para toda liberalidad, la cual produce por medio de nosotros acción de gracias a Dios. 
2CO.9.12	Porque la ministración de este servicio no solamente suple lo que a los santos falta, sino que también abunda en muchas acciones de gracias a Dios; 
2CO.9.13	pues por la experiencia de esta ministración glorifican a Dios por la obediencia que profesáis al evangelio de Cristo, y por la liberalidad de vuestra contribución para ellos y para todos; 
2CO.9.14	asimismo en la oración de ellos por vosotros, a quienes aman a causa de la superabundante gracia de Dios en vosotros. 
2CO.9.15	¡Gracias a Dios por su don inefable!
2CO.10.1	Yo Pablo os ruego por la mansedumbre y ternura de Cristo, yo que estando presente ciertamente soy humilde entre vosotros, mas ausente soy osado para con vosotros; 
2CO.10.2	ruego, pues, que cuando esté presente, no tenga que usar de aquella osadía con que estoy dispuesto a proceder resueltamente contra algunos que nos tienen como si anduviésemos según la carne. 
2CO.10.3	Pues aunque andamos en la carne, no militamos según la carne; 
2CO.10.4	porque las armas de nuestra milicia no son carnales, sino poderosas en Dios para la destrucción de fortalezas, 
2CO.10.5	derribando argumentos y toda altivez que se levanta contra el conocimiento de Dios, y llevando cautivo todo pensamiento a la obediencia a Cristo, 
2CO.10.6	y estando prontos para castigar toda desobediencia, cuando vuestra obediencia sea perfecta.
2CO.10.7	Miráis las cosas según la apariencia. Si alguno está persuadido en sí mismo que es de Cristo, esto también piense por sí mismo, que como él es de Cristo, así también nosotros somos de Cristo. 
2CO.10.8	Porque aunque me gloríe algo más todavía de nuestra autoridad, la cual el Señor nos dio para edificación y no para vuestra destrucción, no me avergonzaré; 
2CO.10.9	para que no parezca como que os quiero amedrentar por cartas. 
2CO.10.10	Porque a la verdad, dicen, las cartas son duras y fuertes; mas la presencia corporal débil, y la palabra menospreciable. 
2CO.10.11	Esto tenga en cuenta tal persona, que así como somos en la palabra por cartas, estando ausentes, lo seremos también en hechos, estando presentes. 
2CO.10.12	Porque no nos atrevemos a contarnos ni a compararnos con algunos que se alaban a sí mismos; pero ellos, midiéndose a sí mismos por sí mismos, y comparándose consigo mismos, no son juiciosos. 
2CO.10.13	Pero nosotros no nos gloriaremos desmedidamente, sino conforme a la regla que Dios nos ha dado por medida, para llegar también hasta vosotros. 
2CO.10.14	Porque no nos hemos extralimitado, como si no llegásemos hasta vosotros, pues fuimos los primeros en llegar hasta vosotros con el evangelio de Cristo. 
2CO.10.15	No nos gloriamos desmedidamente en trabajos ajenos, sino que esperamos que conforme crezca vuestra fe seremos muy engrandecidos entre vosotros, conforme a nuestra regla; 
2CO.10.16	y que anunciaremos el evangelio en los lugares más allá de vosotros, sin entrar en la obra de otro para gloriarnos en lo que ya estaba preparado. 
2CO.10.17	Mas el que se gloría, gloríese en el Señor;
2CO.10.18	porque no es aprobado el que se alaba a sí mismo, sino aquel a quien Dios alaba.
2CO.11.1	¡Ojalá me toleraseis un poco de locura! Sí, toleradme. 
2CO.11.2	Porque os celo con celo de Dios; pues os he desposado con un solo esposo, para presentaros como una virgen pura a Cristo. 
2CO.11.3	Pero temo que como la serpiente con su astucia engañó a Eva,
2CO.11.4	Porque si viene alguno predicando a otro Jesús que el que os hemos predicado, o si recibís otro espíritu que el que habéis recibido, u otro evangelio que el que habéis aceptado, bien lo toleráis; 
2CO.11.5	y pienso que en nada he sido inferior a aquellos grandes apóstoles. 
2CO.11.6	Pues aunque sea tosco en la palabra, no lo soy en el conocimiento; en todo y por todo os lo hemos demostrado. 
2CO.11.7	¿Pequé yo humillándome a mí mismo, para que vosotros fueseis enaltecidos, por cuanto os he predicado el evangelio de Dios de balde? 
2CO.11.8	He despojado a otras iglesias, recibiendo salario para serviros a vosotros. 
2CO.11.9	Y cuando estaba entre vosotros y tuve necesidad, a ninguno fui carga, pues lo que me faltaba, lo suplieron los hermanos que vinieron de Macedonia,
2CO.11.10	Por la verdad de Cristo que está en mí, que no se me impedirá esta mi gloria en las regiones de Acaya. 
2CO.11.11	¿Por qué? ¿Porque no os amo? Dios lo sabe.
2CO.11.12	Mas lo que hago, lo haré aún, para quitar la ocasión a aquellos que la desean, a fin de que en aquello en que se glorían, sean hallados semejantes a nosotros. 
2CO.11.13	Porque éstos son falsos apóstoles, obreros fraudulentos, que se disfrazan como apóstoles de Cristo. 
2CO.11.14	Y no es maravilla, porque el mismo Satanás se disfraza como ángel de luz. 
2CO.11.15	Así que, no es extraño si también sus ministros se disfrazan como ministros de justicia; cuyo fin será conforme a sus obras.
2CO.11.16	Otra vez digo: Que nadie me tenga por loco; o de otra manera, recibidme como a loco, para que yo también me gloríe un poquito. 
2CO.11.17	Lo que hablo, no lo hablo según el Señor, sino como en locura, con esta confianza de gloriarme. 
2CO.11.18	Puesto que muchos se glorían según la carne, también yo me gloriaré; 
2CO.11.19	porque de buena gana toleráis a los necios, siendo vosotros cuerdos. 
2CO.11.20	Pues toleráis si alguno os esclaviza, si alguno os devora, si alguno toma lo vuestro, si alguno se enaltece, si alguno os da de bofetadas. 
2CO.11.21	Para vergüenza mía lo digo, para eso fuimos demasiado débiles.
2CO.11.21	Pero en lo que otro tenga osadía (hablo con locura), también yo tengo osadía. 
2CO.11.22	¿Son hebreos? Yo también. ¿Son israelitas? Yo también. ¿Son descendientes de Abraham? También yo. 
2CO.11.23	¿Son ministros de Cristo? (Como si estuviera loco hablo.) Yo más; en trabajos más abundante; en azotes sin número; en cárceles
2CO.11.24	De los judíos cinco veces he recibido cuarenta azotes menos uno.
2CO.11.25	Tres veces he sido azotado con varas;
2CO.11.26	en caminos muchas veces; en peligros de ríos, peligros de ladrones, peligros de los de mi nación,
2CO.11.27	en trabajo y fatiga, en muchos desvelos, en hambre y sed, en muchos ayunos, en frío y en desnudez; 
2CO.11.28	y además de otras cosas, lo que sobre mí se agolpa cada día, la preocupación por todas las iglesias. 
2CO.11.29	¿Quién enferma, y yo no enfermo? ¿A quién se le hace tropezar, y yo no me indigno?
2CO.11.30	Si es necesario gloriarse, me gloriaré en lo que es de mi debilidad. 
2CO.11.31	El Dios y Padre de nuestro Señor Jesucristo, quien es bendito por los siglos, sabe que no miento. 
2CO.11.32	En Damasco, el gobernador de la provincia del rey Aretas guardaba la ciudad de los damascenos para prenderme; 
2CO.11.33	y fui descolgado del muro en un canasto por una ventana, y escapé de sus manos.
2CO.12.1	Ciertamente no me conviene gloriarme; pero vendré a las visiones y a las revelaciones del Señor. 
2CO.12.2	Conozco a un hombre en Cristo, que hace catorce años (si en el cuerpo, no lo sé; si fuera del cuerpo, no lo sé; Dios lo sabe) fue arrebatado hasta el tercer cielo. 
2CO.12.3	Y conozco al tal hombre (si en el cuerpo, o fuera del cuerpo, no lo sé; Dios lo sabe), 
2CO.12.4	que fue arrebatado al paraíso, donde oyó palabras inefables que no le es dado al hombre expresar. 
2CO.12.5	De tal hombre me gloriaré; pero de mí mismo en nada me gloriaré, sino en mis debilidades. 
2CO.12.6	Sin embargo, si quisiera gloriarme, no sería insensato, porque diría la verdad; pero lo dejo, para que nadie piense de mí más de lo que en mí ve, u oye de mí. 
2CO.12.7	Y para que la grandeza de las revelaciones no me exaltase desmedidamente, me fue dado un aguijón en mi carne, un mensajero de Satanás que me abofetee, para que no me enaltezca sobremanera; 
2CO.12.8	respecto a lo cual tres veces he rogado al Señor, que lo quite de mí. 
2CO.12.9	Y me ha dicho: Bástate mi gracia; porque mi poder se perfecciona en la debilidad. Por tanto, de buena gana me gloriaré más bien en mis debilidades, para que repose sobre mí el poder de Cristo. 
2CO.12.10	Por lo cual, por amor a Cristo me gozo en las debilidades, en afrentas, en necesidades, en persecuciones, en angustias; porque cuando soy débil, entonces soy fuerte.
2CO.12.11	Me he hecho un necio al gloriarme; vosotros me obligasteis a ello, pues yo debía ser alabado por vosotros; porque en nada he sido menos que aquellos grandes apóstoles, aunque nada soy. 
2CO.12.12	Con todo, las señales de apóstol han sido hechas entre vosotros en toda paciencia, por señales, prodigios y milagros. 
2CO.12.13	Porque ¿en qué habéis sido menos que las otras iglesias, sino en que yo mismo no os he sido carga? ¡Perdonadme este agravio!
2CO.12.14	He aquí, por tercera vez estoy preparado para ir a vosotros; y no os seré gravoso, porque no busco lo vuestro, sino a vosotros, pues no deben atesorar los hijos para los padres, sino los padres para los hijos. 
2CO.12.15	Y yo con el mayor placer gastaré lo mío, y aun yo mismo me gastaré del todo por amor de vuestras almas, aunque amándoos más, sea amado menos. 
2CO.12.16	Pero admitiendo esto, que yo no os he sido carga, sino que como soy astuto, os prendí por engaño, 
2CO.12.17	¿acaso os he engañado por alguno de los que he enviado a vosotros? 
2CO.12.18	Rogué a Tito, y envié con él al hermano. ¿Os engañó acaso Tito? ¿No hemos procedido con el mismo espíritu y en las mismas pisadas?
2CO.12.19	¿Pensáis aún que nos disculpamos con vosotros? Delante de Dios en Cristo hablamos; y todo, muy amados, para vuestra edificación. 
2CO.12.20	Pues me temo que cuando llegue, no os halle tales como quiero, y yo sea hallado de vosotros cual no queréis; que haya entre vosotros contiendas, envidias, iras, divisiones, maledicencias, murmuraciones, soberbias, desórdenes; 
2CO.12.21	que cuando vuelva, me humille Dios entre vosotros, y quizá tenga que llorar por muchos de los que antes han pecado, y no se han arrepentido de la inmundicia y fornicación y lascivia que han cometido.
2CO.13.1	Ésta es la tercera vez que voy a vosotros. Por boca de dos o de tres testigos
2CO.13.2	He dicho antes, y ahora digo otra vez como si estuviera presente, y ahora ausente lo escribo a los que antes pecaron, y a todos los demás, que si voy otra vez, no seré indulgente; 
2CO.13.3	pues buscáis una prueba de que habla Cristo en mí, el cual no es débil para con vosotros, sino que es poderoso en vosotros. 
2CO.13.4	Porque aunque fue crucificado en debilidad, vive por el poder de Dios. Pues también nosotros somos débiles en él, pero viviremos con él por el poder de Dios para con vosotros.
2CO.13.5	Examinaos a vosotros mismos si estáis en la fe; probaos a vosotros mismos. ¿O no os conocéis a vosotros mismos, que Jesucristo está en vosotros, a menos que estéis reprobados? 
2CO.13.6	Mas espero que conoceréis que nosotros no estamos reprobados. 
2CO.13.7	Y oramos a Dios que ninguna cosa mala hagáis; no para que nosotros aparezcamos aprobados, sino para que vosotros hagáis lo bueno, aunque nosotros seamos como reprobados. 
2CO.13.8	Porque nada podemos contra la verdad, sino por la verdad. 
2CO.13.9	Por lo cual nos gozamos de que seamos nosotros débiles, y que vosotros estéis fuertes; y aun oramos por vuestra perfección. 
2CO.13.10	Por esto os escribo estando ausente, para no usar de severidad cuando esté presente, conforme a la autoridad que el Señor me ha dado para edificación, y no para destrucción.
2CO.13.11	Por lo demás, hermanos, tened gozo, perfeccionaos, consolaos, sed de un mismo sentir, y vivid en paz; y el Dios de paz y de amor estará con vosotros. 
2CO.13.12	Saludaos unos a otros con ósculo santo. 
2CO.13.13	Todos los santos os saludan. 
2CO.13.14	La gracia del Señor Jesucristo, el amor de Dios, y la comunión del Espíritu Santo sean con todos vosotros. Amén.
GAL.1.1	Pablo, apóstol (no de hombres ni por hombre, sino por Jesucristo y por Dios el Padre que lo resucitó de los muertos), 
GAL.1.2	y todos los hermanos que están conmigo, a las iglesias de Galacia: 
GAL.1.3	Gracia y paz sean a vosotros, de Dios el Padre y de nuestro Señor Jesucristo, 
GAL.1.4	el cual se dio a sí mismo por nuestros pecados para librarnos del presente siglo malo, conforme a la voluntad de nuestro Dios y Padre, 
GAL.1.5	a quien sea la gloria por los siglos de los siglos. Amén.
GAL.1.6	Estoy maravillado de que tan pronto os hayáis alejado del que os llamó por la gracia de Cristo, para seguir un evangelio diferente. 
GAL.1.7	No que haya otro, sino que hay algunos que os perturban y quieren pervertir el evangelio de Cristo. 
GAL.1.8	Mas si aun nosotros, o un ángel del cielo, os anunciare otro evangelio diferente del que os hemos anunciado, sea anatema. 
GAL.1.9	Como antes hemos dicho, también ahora lo repito: Si alguno os predica diferente evangelio del que habéis recibido, sea anatema.
GAL.1.10	Pues, ¿busco ahora el favor de los hombres, o el de Dios? ¿O trato de agradar a los hombres? Pues si todavía agradara a los hombres, no sería siervo de Cristo.
GAL.1.11	Mas os hago saber, hermanos, que el evangelio anunciado por mí, no es según hombre; 
GAL.1.12	pues yo ni lo recibí ni lo aprendí de hombre alguno, sino por revelación de Jesucristo. 
GAL.1.13	Porque ya habéis oído acerca de mi conducta en otro tiempo en el judaísmo, que perseguía sobremanera a la iglesia de Dios, y la asolaba;
GAL.1.14	y en el judaísmo aventajaba a muchos de mis contemporáneos en mi nación, siendo mucho más celoso de las tradiciones de mis padres.
GAL.1.15	Pero cuando agradó a Dios, que me apartó desde el vientre de mi madre, y me llamó por su gracia, 
GAL.1.16	revelar a su Hijo en mí,
GAL.1.17	ni subí a Jerusalén a los que eran apóstoles antes que yo; sino que fui a Arabia, y volví de nuevo a Damasco.
GAL.1.18	Después, pasados tres años, subí a Jerusalén
GAL.1.19	pero no vi a ningún otro de los apóstoles, sino a Jacobo el hermano del Señor. 
GAL.1.20	En esto que os escribo, he aquí delante de Dios que no miento. 
GAL.1.21	Después fui a las regiones de Siria y de Cilicia, 
GAL.1.22	y no era conocido de vista a las iglesias de Judea, que eran en Cristo; 
GAL.1.23	solamente oían decir: Aquel que en otro tiempo nos perseguía, ahora predica la fe que en otro tiempo asolaba. 
GAL.1.24	Y glorificaban a Dios en mí.
GAL.2.1	Después, pasados catorce años, subí otra vez a Jerusalén
GAL.2.2	Pero subí según una revelación, y para no correr o haber corrido en vano, expuse en privado a los que tenían cierta reputación el evangelio que predico entre los gentiles. 
GAL.2.3	Mas ni aun Tito, que estaba conmigo, con todo y ser griego, fue obligado a circuncidarse; 
GAL.2.4	y esto a pesar de los falsos hermanos introducidos a escondidas, que entraban para espiar nuestra libertad que tenemos en Cristo Jesús, para reducirnos a esclavitud, 
GAL.2.5	a los cuales ni por un momento accedimos a someternos, para que la verdad del evangelio permaneciese con vosotros. 
GAL.2.6	Pero de los que tenían reputación de ser algo (lo que hayan sido en otro tiempo nada me importa; Dios no hace acepción de personas
GAL.2.7	Antes por el contrario, como vieron que me había sido encomendado el evangelio de la incircuncisión, como a Pedro el de la circuncisión 
GAL.2.8	(pues el que actuó en Pedro para el apostolado de la circuncisión, actuó también en mí para con los gentiles), 
GAL.2.9	y reconociendo la gracia que me había sido dada, Jacobo, Cefas y Juan, que eran considerados como columnas, nos dieron a mí y a Bernabé la diestra en señal de compañerismo, para que nosotros fuésemos a los gentiles, y ellos a la circuncisión. 
GAL.2.10	Solamente nos pidieron que nos acordásemos de los pobres; lo cual también procuré con diligencia hacer.
GAL.2.11	Pero cuando Pedro vino a Antioquía, le resistí cara a cara, porque era de condenar. 
GAL.2.12	Pues antes que viniesen algunos de parte de Jacobo, comía con los gentiles; pero después que vinieron, se retraía y se apartaba, porque tenía miedo de los de la circuncisión. 
GAL.2.13	Y en su simulación participaban también los otros judíos, de tal manera que aun Bernabé fue también arrastrado por la hipocresía de ellos. 
GAL.2.14	Pero cuando vi que no andaban rectamente conforme a la verdad del evangelio, dije a Pedro delante de todos: Si tú, siendo judío, vives como los gentiles y no como judío, ¿por qué obligas a los gentiles a judaizar? 
GAL.2.15	Nosotros, judíos de nacimiento, y no pecadores de entre los gentiles, 
GAL.2.16	sabiendo que el hombre no es justificado por las obras de la ley,
GAL.2.17	Y si buscando ser justificados en Cristo, también nosotros somos hallados pecadores, ¿es por eso Cristo ministro de pecado? En ninguna manera. 
GAL.2.18	Porque si las cosas que destruí, las mismas vuelvo a edificar, transgresor me hago. 
GAL.2.19	Porque yo por la ley soy muerto para la ley, a fin de vivir para Dios. 
GAL.2.20	Con Cristo estoy juntamente crucificado, y ya no vivo yo, mas vive Cristo en mí; y lo que ahora vivo en la carne, lo vivo en la fe del Hijo de Dios, el cual me amó y se entregó a sí mismo por mí. 
GAL.2.21	No desecho la gracia de Dios; pues si por la ley fuese la justicia, entonces por demás murió Cristo.
GAL.3.1	¡Oh gálatas insensatos! ¿quién os fascinó para no obedecer a la verdad, a vosotros ante cuyos ojos Jesucristo fue ya presentado claramente entre vosotros como crucificado? 
GAL.3.2	Esto sólo quiero saber de vosotros: ¿Recibisteis el Espíritu por las obras de la ley, o por el oír con fe? 
GAL.3.3	¿Tan necios sois? ¿Habiendo comenzado por el Espíritu, ahora vais a acabar por la carne? 
GAL.3.4	¿Tantas cosas habéis padecido en vano? si es que realmente fue en vano. 
GAL.3.5	Aquel, pues, que os suministra el Espíritu, y hace maravillas entre vosotros, ¿lo hace por las obras de la ley, o por el oír con fe?
GAL.3.6	Así Abraham creyó a Dios, y le fue contado por justicia.
GAL.3.7	Sabed, por tanto, que los que son de fe, éstos son hijos de Abraham.
GAL.3.8	Y la Escritura, previendo que Dios había de justificar por la fe a los gentiles, dio de antemano la buena nueva a Abraham, diciendo: En ti serán benditas todas las naciones.
GAL.3.9	De modo que los de la fe son bendecidos con el creyente Abraham.
GAL.3.10	Porque todos los que dependen de las obras de la ley están bajo maldición, pues escrito está: Maldito todo aquel que no permaneciere en todas las cosas escritas en el libro de la ley, para hacerlas.
GAL.3.11	Y que por la ley ninguno se justifica para con Dios, es evidente, porque: El justo por la fe vivirá;
GAL.3.12	y la ley no es de fe, sino que dice: El que hiciere estas cosas vivirá por ellas.
GAL.3.13	Cristo nos redimió de la maldición de la ley, hecho por nosotros maldición (porque está escrito: Maldito todo el que es colgado en un madero
GAL.3.14	para que en Cristo Jesús la bendición de Abraham alcanzase a los gentiles, a fin de que por la fe recibiésemos la promesa del Espíritu.
GAL.3.15	Hermanos, hablo en términos humanos: Un pacto, aunque sea de hombre, una vez ratificado, nadie lo invalida, ni le añade. 
GAL.3.16	Ahora bien, a Abraham fueron hechas las promesas, y a su simiente. No dice: Y a las simientes, como si hablase de muchos, sino como de uno: Y a tu simiente,
GAL.3.17	Esto, pues, digo: El pacto previamente ratificado por Dios para con Cristo, la ley que vino cuatrocientos treinta años después,
GAL.3.18	Porque si la herencia es por la ley, ya no es por la promesa;
GAL.3.19	Entonces, ¿para qué sirve la ley? Fue añadida a causa de las transgresiones, hasta que viniese la simiente a quien fue hecha la promesa; y fue ordenada por medio de ángeles en mano de un mediador. 
GAL.3.20	Y el mediador no lo es de uno solo; pero Dios es uno.
GAL.3.21	¿Luego la ley es contraria a las promesas de Dios? En ninguna manera; porque si la ley dada pudiera vivificar, la justicia fuera verdaderamente por la ley. 
GAL.3.22	Mas la Escritura lo encerró todo bajo pecado, para que la promesa que es por la fe en Jesucristo fuese dada a los creyentes.
GAL.3.23	Pero antes que viniese la fe, estábamos confinados bajo la ley, encerrados para aquella fe que iba a ser revelada. 
GAL.3.24	De manera que la ley ha sido nuestro ayo, para llevarnos a Cristo, a fin de que fuésemos justificados por la fe. 
GAL.3.25	Pero venida la fe, ya no estamos bajo ayo, 
GAL.3.26	pues todos sois hijos de Dios por la fe en Cristo Jesús; 
GAL.3.27	porque todos los que habéis sido bautizados en Cristo, de Cristo estáis revestidos. 
GAL.3.28	Ya no hay judío ni griego; no hay esclavo ni libre; no hay varón ni mujer; porque todos vosotros sois uno en Cristo Jesús. 
GAL.3.29	Y si vosotros sois de Cristo, ciertamente linaje de Abraham sois, y herederos según la promesa.
GAL.4.1	Pero también digo: Entre tanto que el heredero es niño, en nada difiere del esclavo, aunque es señor de todo; 
GAL.4.2	sino que está bajo tutores y curadores hasta el tiempo señalado por el padre. 
GAL.4.3	Así también nosotros, cuando éramos niños, estábamos en esclavitud bajo los rudimentos del mundo. 
GAL.4.4	Pero cuando vino el cumplimiento del tiempo, Dios envió a su Hijo, nacido de mujer y nacido bajo la ley, 
GAL.4.5	para que redimiese a los que estaban bajo la ley, a fin de que recibiésemos la adopción de hijos. 
GAL.4.6	Y por cuanto sois hijos, Dios envió a vuestros corazones el Espíritu de su Hijo, el cual clama: ¡Abba, Padre! 
GAL.4.7	Así que ya no eres esclavo, sino hijo; y si hijo, también heredero de Dios por medio de Cristo.
GAL.4.8	Ciertamente, en otro tiempo, no conociendo a Dios, servíais a los que por naturaleza no son dioses; 
GAL.4.9	mas ahora, conociendo a Dios, o más bien, siendo conocidos por Dios, ¿cómo es que os volvéis de nuevo a los débiles y pobres rudimentos, a los cuales os queréis volver a esclavizar? 
GAL.4.10	Guardáis los días, los meses, los tiempos y los años. 
GAL.4.11	Me temo de vosotros, que haya trabajado en vano con vosotros.
GAL.4.12	Os ruego, hermanos, que os hagáis como yo, porque yo también me hice como vosotros. Ningún agravio me habéis hecho. 
GAL.4.13	Pues vosotros sabéis que a causa de una enfermedad del cuerpo os anuncié el evangelio al principio; 
GAL.4.14	y no me despreciasteis ni desechasteis por la prueba que tenía en mi cuerpo, antes bien me recibisteis como a un ángel de Dios, como a Cristo Jesús. 
GAL.4.15	¿Dónde, pues, está esa satisfacción que experimentabais? Porque os doy testimonio de que si hubieseis podido, os hubierais sacado vuestros propios ojos para dármelos. 
GAL.4.16	¿Me he hecho, pues, vuestro enemigo, por deciros la verdad? 
GAL.4.17	Tienen celo por vosotros, pero no para bien, sino que quieren apartaros de nosotros para que vosotros tengáis celo por ellos. 
GAL.4.18	Bueno es mostrar celo en lo bueno siempre, y no solamente cuando estoy presente con vosotros. 
GAL.4.19	Hijitos míos, por quienes vuelvo a sufrir dolores de parto, hasta que Cristo sea formado en vosotros, 
GAL.4.20	quisiera estar con vosotros ahora mismo y cambiar de tono, pues estoy perplejo en cuanto a vosotros.
GAL.4.21	Decidme, los que queréis estar bajo la ley: ¿no habéis oído la ley? 
GAL.4.22	Porque está escrito que Abraham tuvo dos hijos; uno de la esclava,
GAL.4.23	Pero el de la esclava nació según la carne; mas el de la libre, por la promesa. 
GAL.4.24	Lo cual es una alegoría, pues estas mujeres son los dos pactos; el uno proviene del monte Sinaí, el cual da hijos para esclavitud; éste es Agar. 
GAL.4.25	Porque Agar es el monte Sinaí en Arabia, y corresponde a la Jerusalén actual, pues ésta, junto con sus hijos, está en esclavitud. 
GAL.4.26	Mas la Jerusalén de arriba, la cual es madre de todos nosotros, es libre. 
GAL.4.27	Porque está escrito:
GAL.4.27	Regocíjate, oh estéril, tú que no das a luz;
GAL.4.27	Prorrumpe en júbilo y clama, tú que no tienes dolores de parto;
GAL.4.27	Porque más son los hijos de la desolada, que de la que tiene marido.
GAL.4.28	Así que, hermanos, nosotros, como Isaac, somos hijos de la promesa. 
GAL.4.29	Pero como entonces el que había nacido según la carne perseguía al que había nacido según el Espíritu,
GAL.4.30	Mas ¿qué dice la Escritura? Echa fuera a la esclava y a su hijo, porque no heredará el hijo de la esclava con el hijo de la libre.
GAL.4.31	De manera, hermanos, que no somos hijos de la esclava, sino de la libre.
GAL.5.1	Estad, pues, firmes en la libertad con que Cristo nos hizo libres, y no estéis otra vez sujetos al yugo de esclavitud. 
GAL.5.2	He aquí, yo Pablo os digo que si os circuncidáis, de nada os aprovechará Cristo. 
GAL.5.3	Y otra vez testifico a todo hombre que se circuncida, que está obligado a guardar toda la ley. 
GAL.5.4	De Cristo os desligasteis, los que por la ley os justificáis; de la gracia habéis caído. 
GAL.5.5	Pues nosotros por el Espíritu aguardamos por fe la esperanza de la justicia; 
GAL.5.6	porque en Cristo Jesús ni la circuncisión vale algo, ni la incircuncisión, sino la fe que obra por el amor. 
GAL.5.7	Vosotros corríais bien; ¿quién os estorbó para no obedecer a la verdad? 
GAL.5.8	Esta persuasión no procede de aquel que os llama. 
GAL.5.9	Un poco de levadura leuda toda la masa.
GAL.5.10	Yo confío respecto de vosotros en el Señor, que no pensaréis de otro modo; mas el que os perturba llevará la sentencia, quienquiera que sea. 
GAL.5.11	Y yo, hermanos, si aún predico la circuncisión, ¿por qué padezco persecución todavía? En tal caso se ha quitado el tropiezo de la cruz. 
GAL.5.12	¡Ojalá se mutilasen los que os perturban!
GAL.5.13	Porque vosotros, hermanos, a libertad fuisteis llamados; solamente que no uséis la libertad como ocasión para la carne, sino servíos por amor los unos a los otros. 
GAL.5.14	Porque toda la ley en esta sola palabra se cumple: Amarás a tu prójimo como a ti mismo.
GAL.5.15	Pero si os mordéis y os coméis unos a otros, mirad que también no os consumáis unos a otros.
GAL.5.16	Digo, pues: Andad en el Espíritu, y no satisfagáis los deseos de la carne. 
GAL.5.17	Porque el deseo de la carne es contra el Espíritu, y el del Espíritu es contra la carne; y éstos se oponen entre sí, para que no hagáis lo que quisiereis.
GAL.5.18	Pero si sois guiados por el Espíritu, no estáis bajo la ley. 
GAL.5.19	Y manifiestas son las obras de la carne, que son: adulterio, fornicación, inmundicia, lascivia, 
GAL.5.20	idolatría, hechicerías, enemistades, pleitos, celos, iras, contiendas, disensiones, herejías, 
GAL.5.21	envidias, homicidios, borracheras, orgías, y cosas semejantes a éstas; acerca de las cuales os amonesto, como ya os lo he dicho antes, que los que practican tales cosas no heredarán el reino de Dios. 
GAL.5.22	Mas el fruto del Espíritu es amor, gozo, paz, paciencia, benignidad, bondad, fe, 
GAL.5.23	mansedumbre, templanza; contra tales cosas no hay ley. 
GAL.5.24	Pero los que son de Cristo han crucificado la carne con sus pasiones y deseos.
GAL.5.25	Si vivimos por el Espíritu, andemos también por el Espíritu. 
GAL.5.26	No nos hagamos vanagloriosos, irritándonos unos a otros, envidiándonos unos a otros.
GAL.6.1	Hermanos, si alguno fuere sorprendido en alguna falta, vosotros que sois espirituales, restauradle con espíritu de mansedumbre, considerándote a ti mismo, no sea que tú también seas tentado. 
GAL.6.2	Sobrellevad los unos las cargas de los otros, y cumplid así la ley de Cristo. 
GAL.6.3	Porque el que se cree ser algo, no siendo nada, a sí mismo se engaña. 
GAL.6.4	Así que, cada uno someta a prueba su propia obra, y entonces tendrá motivo de gloriarse sólo respecto de sí mismo, y no en otro; 
