MAT.1.1	Yisu †Kilisi ndê apai si ŋadênaŋ dindec. Iŋ sa akêŋ Dawid ndê, ma Dawid sa akêŋ Abraham ndê.
REV.1.1	Yom dindec ŋahu Yisu Kilisi, naŋ hoc asê têŋ Jon. Yom dau hêganôŋ gêŋ hoŋ naŋ kêpiŋ bu hôc asê. Anötö kêŋ yom dau têŋ Yisu Kilisi bu tôc asê têŋ lau naŋ sem akiŋ iŋ. Ma Yisu kêkiŋ iŋ ndê aŋela daŋ bu hoc yom dau asê têŋ iŋ ndê ŋgac akiŋ Jon. 
REV.1.2	Ma Jon to yom dindec pi gêŋ hoŋ naŋ iŋ gêlic, ma puc yom dau dôŋ bu yom ŋandô naŋ meŋ akêŋ Anötö lu Yisu Kilisi dau.
REV.1.3	Yom naŋ yêc bapia dindec, naŋ bu tôc gêŋ naŋ oc hôc asê têŋ têm ŋambu-ŋga, naŋ asê, gitôm yom naŋ propet akwa-kwa sêhoc asê muŋ su. Ma ndoc meŋ kêpiŋ bu gêŋ hoŋ dau ŋandô sa. Bocdinaŋ lau naŋ sêsam yom dindec asê, ma lau naŋ sêŋgô ma sêkôc sa tidôŋ sip ŋac si ŋalôm, naŋ hoŋ oc sêtap Anötö ndê mwasiŋ sa.
REV.1.4	Aö Jon, gato yom dindec têŋ Kilisi ndê gôlôwac dabuŋ toŋ 7 naŋ sêmbo gameŋ Esia-ŋga. Mwasiŋ ti atac malô têŋ mac akêŋ Damaŋ Anötö naŋ mbo têŋ ŋamata-ŋga, kwahic dec mbo, ma oc meŋ tiŋambu-ŋga, ma akêŋ ŋalau 7 naŋ sêlhac iŋ ndê pôŋ kiŋ-ŋga ŋa-ndö-ŋga, 
REV.1.5	ma akêŋ Yisu Kilisi. Yisu iŋ ŋgac ŋamata-ŋga bu tisa akêŋ lau batê-ŋga, ma iŋ gêm gôliŋ kiŋ nom-ŋga hoŋ. Iŋ kalhac ŋaŋga bu hoc yom ŋandô asê pi Anötö. Ma iŋ tac whiŋ yac, dec kêc ndê dac siŋ bu êŋgapwêc yac su yêc yac neŋ sac. 
REV.1.6	Ma iŋ kôc yac sa datôm lau toŋ tigeŋ naŋ dambo iŋ ndê †gôliŋ ŋapu, ma datôm lau dabuŋ-siga bu danem akiŋ iŋ ndê Damba Anötö. Iŋ ŋaclai ti ŋawasi ŋadau, dec dahoc iŋ ndê waê asê tôm bêc hoŋ. Yomandô! 
REV.1.7	Alic su naŋ. Iŋ oc sip whiŋ dao meŋ, ma lau hoŋ oc sêlic iŋ. Aêc, ma lau naŋ sic iŋ ndu, naŋ oc sêlic iŋ sêwhiŋ. Lau nom-ŋga hoŋ oc sêtaŋ atu tu iŋ-ŋga. Yomandô andô!
REV.1.8	Pômdau Anötö sôm, “Aö Ŋaclai Ŋadau. Têŋ ŋamata-ŋga aö gambo, kwahic dec aö gambo, ma aö oc wambu wameŋ tiyham. Aêc, aö gac hu gêŋ hoŋ, ma wandic dabiŋ gêŋ hoŋ.”
REV.1.9	Aö Jon, mac nem asidôwa gato yom dindec. Yac dati Yisu ndê lau, ma dambo iŋ ndê gôliŋ ŋapu. Tu dinaŋ-ŋga lau sêkêŋ kisa yac, magoc tamasaŋ dauŋ bu dalhac ŋaŋga. Muŋ-ŋga lau sêmasuc aö ma sêkêŋ aö gandöc nduc naŋ sêsam bu Patmos. Ŋahu bu aö galhac ŋaŋga ma gapuc Anötö ndê yom dôŋ, ma gahoc yom ŋandô asê pi Yisu. 
REV.1.10	Aö gandöc Patmos, ma têŋ lau sêkêŋ whiŋ-ŋga si bêc sênem akiŋ Pômdau-ŋga daŋ, Ŋalau Dabuŋ kôm aö gatuŋ kaiŋ daŋ sa. Ma aö gaŋgô awha atu daŋ gitôm dahuc taŋ yêc aö ŋambu-ŋga. 
REV.1.11	Ma awha dau sôm, “Gêŋ naŋ am oc lic, naŋ to sip bapia, ma êmkiŋ têŋ gôlôwac dabuŋ toŋ 7 naŋ sêndöc malac 7, naŋ Epesas, Smena, Pegamam, Tayatira, Sadis, Piladelpia ma Laodisia.”
REV.1.12	Aö gaŋgô yom dau, goc gakac dauŋ kwi bu walic bu asa sôm yom dau. Ma aö galic yakaiŋ 7 naŋ sêmasaŋ ŋa gol. 
REV.1.13	Ma yêc yakaiŋ 7 dau ŋalhu aö galic ŋgac daŋ gitôm Ŋamalac ndê Atu. Iŋ sôc ŋakwê baliŋ naŋ sip têŋ iŋ gahi, ma kic po naŋ ŋawasi gitôm gol kêgihi iŋ ŋabapo. 
REV.1.14	Iŋ kêclauŋ sêp sambuc, ma iŋ tandô ŋawê gitôm ya. 
REV.1.15	Iŋ gahiapa ŋawasi gitôm ain yaŋyaŋ ŋaê brons naŋ sêpec sa ya ma ŋamsic. Ma iŋ awha ŋakêcsia gitôm bu naŋ hêc atu. 
REV.1.16	Iŋ aŋgô andô ŋawasi atu gitôm ac ŋawê. Yêc iŋ amba andô-ŋga iŋ kôc tata 7, ma bieŋ baliŋ ti ŋamata yêc daŋga-daŋga sa akêŋ iŋ whasuŋ.
REV.1.17	Têŋ ndoc aö galic iŋ aö gahu dauŋ gasip nom gayêc iŋ gahi-ŋga gitôm ŋgac batê daŋ. Magoc iŋ kêŋ amba andô-ŋga sac aö, ma sôm, “Töc daôm dom. Aö gati ŋamata gêŋ hoŋ, ma aö gati ŋambu gêŋ hoŋ. 
REV.1.18	Aö Anötö naŋ gambo taŋli. Muŋ-ŋga aö gambac ndu, tigeŋ lic! Kwahic dec aö gambo taŋli, ma wambo taŋli ŋapaŋ. Ma aö gakôc ki gatam-ŋga bu waŋgapwêc lau su yêc lambwam ma yêc lau batê si gameŋ.
REV.1.19	“Bocdinaŋ to yom pi gêŋ naŋ am gêlic su, pi gêŋ naŋ kwahic dec ŋandô sa, ma pi gêŋ naŋ oc ŋandô sa tiŋambu. 
REV.1.20	Tata 7 naŋ yêc amaŋ andô-ŋga, ma yakaiŋ gol 7 naŋ aö wawhê ŋahu sa têŋ am. Tata 7 dinaŋ sêti dôhôŋ aŋela 7 naŋ sêyob gôlôwac dabuŋ toŋ 7, ma yakaiŋ 7 sêti dôhôŋ gôlôwac dabuŋ toŋ 7 dinaŋ-ŋga.”
REV.2.1	Ma iŋ sôm têŋ aö, “To yom têŋ aŋela naŋ yob gôlôwac dabuŋ Epesas-ŋga bocdec bu:
REV.2.1	Yom dindec meŋ akêŋ iŋ naŋ kôc tata 7 yêc amba andô-ŋga, ma kêsêlêŋ mbo yakaiŋ gol 7 ŋalhu. 
REV.2.2	Mac lau Epesas-ŋga. Aö kayalê mac nem mêtê hoŋ su, ma mac akôm gweleŋ atu ayêm daôm su, ma mac alhac ŋaŋga tu ahôc ŋawapac-ŋga. Ma aö kayalê bu mac atac tec lau sac ma amasuc ŋac su. Ma lau naŋ sêŋsau ma sêsam dau bu aposel, naŋ mac aŋsahê ŋac, ma aŋyalê ŋac bu lau tasaŋ. 
REV.2.3	Mac alhac ŋaŋga ma ahôc ŋawapac ti kisa tu aneŋ ŋaê-ŋga, magoc mac kwampac sa dom. Gêŋ hoŋ dinaŋ mac akôm ŋayham.
REV.2.4	Tigeŋ mac nem mêtê so daŋ yêc naŋ aö galic yham dom. Ŋamata-ŋga mac atac whiŋ aö ŋandô. Tigeŋ kwahic dec mba! 
REV.2.5	Bocdinaŋ gauc nem mac nem mêtê ŋamata-ŋga dinaŋ, naŋ kwahic dec mac ahu siŋ su. Ma anem nem ŋalôm kwi ma akôm mêtê ŋayham gitôm ŋamata-ŋga. Bu mba, dec aö watêŋ mac wameŋ, ma wakôc mac nem yakaiŋ su.
REV.2.6	Magoc aö galic ŋayham bu mac atac tec Nikolai
REV.2.7	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ. Lau hoŋ naŋ sêlhac ŋaŋga ma sêku sac dulu, naŋ wakêŋ ŋac sêmbo Anötö ndê †Paradais ma sêneŋ ŋandô yêc A Taŋli-ŋga.
REV.2.8	“Ma to yom têŋ aŋela naŋ yob gôlôwac dabuŋ Smena-ŋga bocdec bu:
REV.2.8	Yom dindec meŋ akêŋ iŋ naŋ tiŋamata gêŋ hoŋ ma tiŋambu gêŋ hoŋ, iŋ naŋ mbac ndu ma tisa ma mbo tali tiyham. 
REV.2.9	Aö kayalê bu mac lau Smena-ŋga ahôc ŋawapac atu, ma mac andöc nom atôm lau ŋalôm sawa. Tigeŋ yêc Anötö aŋgô-ŋga mac ati lau ti lêlôm. Aö kayalê yom hoŋ naŋ lau naŋ sêsap lau Israel-ŋga si sakiŋ akwa dôŋ, naŋ sêsôm pi mac. Ŋac lau dau sêtoc dau sa bu ŋac lau Israel-ŋga naŋ Anötö kêyaliŋ ŋac sa sêti iŋ ndê lau. Tigeŋ mba! Ŋac Sadaŋ ndê lau solop. 
REV.2.10	Atöc daôm dom pi ŋawapac naŋ oc meŋ. Aŋgô! Sadaŋ tac whiŋ bu êŋsahê mac, ma iŋ ndê lau oc sêkêŋ mac nem lau ŋatô sêndöc gapocwalô. Tigeŋ mac oc ahôc ŋawapac tôm bêc 10 ma pacndê. Mac bu ahôc ŋawapac e tôm lau sêndic mac ndu, magoc alhac ŋaŋga ma ahu aö siŋ dom. Ma bocdinaŋ aö wakêŋ mac andöc tamli ŋapaŋ, naŋ ti mac nem ŋaôli.
REV.2.11	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ. Lau hoŋ naŋ sêlhac ŋaŋga ma sêku sac dulu, naŋ oc sêtap ŋandê sa têŋ bêc naŋ lau sêmbac ndu tidim tilu-ŋga,
REV.2.12	“Ma to yom têŋ aŋela naŋ yob gôlôwac dabuŋ Pegamam-ŋga bocdec bu:
REV.2.12	Yom dindec meŋ akêŋ iŋ naŋ hôc bieŋ baliŋ naŋ ŋamata yêc daŋga-daŋga. 
REV.2.13	Aö kayalê mac lau Pegamam-ŋga nem gameŋ, naŋ lau daêsam sêmbo Sadaŋ ndê gôliŋ ŋapu. Tigeŋ mac asap aö dôŋ ŋapaŋ, ma ahu nem akêŋ whiŋ aö-ŋga siŋ su dom. Yêc Sadaŋ ndê malac dinaŋ, lau sic aneŋ ŋgac akiŋ Antipas ndu. Ŋahu bu iŋ hoc yom ŋandô asê pi aö, ma sêc aö ahuc dom. Ma mac bocdinaŋ, têŋ ndoc dinaŋ aö galic bu mac ahu aö siŋ dom.
REV.2.14	Tigeŋ mac akôm gêŋ ŋatô naŋ aö galic bu solop dom. Mac nem lau ŋatô sêŋkuc Balam ndê yom. Têŋ têm ŋamata-ŋga Balam kêdôhôŋ lau Israel si ŋgac bata Balak bu êntôm lau Israel-ŋga bu sêkôm mêtê sac. Ŋac seŋ gêŋ daneŋ-ŋga naŋ lau sêkêŋ ti da têŋ anötö gwam. Ma sêkôm mêtê sac mockaiŋ-ŋga whiŋ. Ma kwahic dec mac nem lau ŋatô sêŋkuc mêtê kaiŋ dinaŋ. 
REV.2.15	Ma gêŋ daŋ tiyham. Mac nem lau ŋatô sêŋkuc yom naŋ Nikolai kêdôhôŋ têŋ lau. 
REV.2.16	Bocdinaŋ anem daôm kwi. Bu mba, dec ŋasawa sauŋ aö watêŋ mac waloc, ma wandic lau naŋ sêsa lêŋ kaiŋ dinaŋ ŋa bieŋ baliŋ naŋ sa yêc aö whaŋsuŋ.
REV.2.17	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ. Lau hoŋ naŋ sêlhac ŋaŋga ma sêku sac dulu, naŋ wakêŋ ŋac sêneŋ gêŋ daneŋ-ŋga naŋ kwahic dec yêc siŋ dau yêc undambê, gitôm gakêŋ †mana têŋ lau Israel-ŋga seŋ yêc gameŋ sawa. Ma aö wakêŋ hoc sêsêp tigeŋ-tigeŋ têŋ ŋac tôm ndi. Yêc hoc tigeŋ-tigeŋ aö wato ŋaê wakuc pi, naŋ lau daŋ sêŋyalê dom. Asa naŋ kôc hoc dau ŋadaŋ, naŋ oc êŋyalê.
REV.2.18	“Ma to yom têŋ aŋela naŋ yob gôlôwac dabuŋ Tayatira-ŋga bocdec bu:
REV.2.18	Yom dindec meŋ akêŋ Anötö ndê Atu, iŋ naŋ ndê tandô ŋawê gitôm ya ŋawahô, ma gahi gitôm brons naŋ ŋawasi atu. 
REV.2.19	Aö kayalê mac lau Tayatira-ŋga nem mêtê hoŋ su, bu mac akêŋ whiŋ aö ŋaŋga, ma asap mêtê atac whiŋ-ŋga dôŋ. Aö kayalê bu mac alhac ŋaŋga ma am akiŋ aneŋ lau. Ma kwahic dec mac akôm gêŋ dinaŋ hôc gêlêc ŋamata-ŋga su.
REV.2.20	Tigeŋ mac nem mêtê daŋ aö galic yham dom. Awhê sac daŋ mbo mac nem gôlôwac dabuŋ ŋalôm, naŋ gitôm kwin sac Jesebel. Iŋ sam dau bu aneŋ propet awhê daŋ, magoc iŋ kêdôhôŋ aneŋ lau bu sêkôm mêtê mockaiŋ-ŋga, ma bu sêneŋ gêŋ daneŋ-ŋga naŋ lau sêkêŋ ti da têŋ anötöi gwam. Iŋ kôm mêtê sac bocdinaŋ, magoc mac asoc iŋ su yêc mac nem gôlôwac dabuŋ dom. 
REV.2.21	Aö gakêŋ ŋasawa têŋ iŋ bu nem dau kwi, tigeŋ iŋ sap iŋ ndê mêtê sac dôŋ ŋapaŋ. 
REV.2.22	Alic su naŋ! Kwahic dec aö wakêŋ ŋandê atu têŋ iŋ, ma têŋ lau naŋ sêkôm mêtê mockaiŋ-ŋga sêwhiŋ iŋ, naŋ bocdinaŋ. Ŋac bu sênem dau kwi dom, dec ŋac oc sêhôc ŋawapac atu. 
REV.2.23	Ma aö oc wandic iŋ ndê balêkoc ndu sêwhiŋ. Tu dinaŋ-ŋga dec Kilisi ndê lau hoŋ oc sêŋyalê bu aö kayalê ŋamalac si gauc ti ŋalôm hoŋ. Ma aö wakêŋ ŋagêyô têŋ mac hoŋ tôm ndi, êŋkuc mêtê naŋ mac lau tigeŋ-tigeŋ akôm.
REV.2.24	Mac lau Tayatira-ŋga ŋatô asôc awhê sac dinaŋ ndê yom ŋapu dom. Ma yom naŋ sêsam bu Sadaŋ ndê yom naŋ yêc siŋ dau, naŋ mac akip sa dom. Bocdinaŋ aö oc wakêŋ ŋawapac wakuc têŋ mac ahôc dom. 
REV.2.25	Gêŋ tigeŋ aö atac whiŋ, naŋ asap mêtê ŋayham naŋ mac akôm ambo, naŋ dôŋ e wambu wameŋ.
REV.2.26	Asa naŋ bu lhac ŋaŋga ma ku sac dulu, ma sôc aneŋ yom ŋapu e bêc ŋambu-ŋga, naŋ wakêŋ ŋaclai têŋ iŋ bu nem gôliŋ lau sambuc, 
REV.2.27	gitôm Damaŋ kêŋ ŋaclai têŋ aö dauŋ. Tôm yom naŋ sêto yêc naŋ sôm bocdec bu:
REV.2.27	Iŋ kôc tôc kiŋ-ŋga bu nem gôliŋ lau sambuc ti ŋaclai atu, ma iŋ oc ku ŋac dulu gitôm ŋgac daŋ tuc lôŋ andô daŋ popoc. 
REV.2.28	Ma asa naŋ bu lhac ŋaŋga, naŋ aö dauŋ oc wambo wawhiŋ iŋ ti ŋawasi atu gitôm tata bêbêc-ŋga. 
REV.2.29	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ.
REV.3.1	“Ma to yom têŋ aŋela naŋ yob gôlôwac dabuŋ Sadis-ŋga bocdec bu:
REV.3.1	Yom dindec meŋ akêŋ iŋ naŋ mbo whiŋ Anötö ndê ŋalau 7 ma kôc tata 7. Aö kayalê mac lau Sadis-ŋga nem mêtê hoŋ. Lau ŋatô gauc gêm bu mac alhac ŋaŋga ma akôm Anötö ndê gweleŋ. Tigeŋ mba! Mac atôm lau batê! 
REV.3.2	Yêc aneŋ Anötö aŋgô-ŋga aö galic bu mac ac dabiŋ mac nem gweleŋ ŋapep dom. Bocdinaŋ tampo sa ma atisa! Mac nem akêŋ whiŋ kêpiŋ bu oc pacndê. Bocdinaŋ apuc nem akêŋ whiŋ dôŋ maŋ. 
REV.3.3	Gauc nem yom hoŋ naŋ mac aŋgô ti akôc sa su. Ma anem nem ŋalôm kwi ma daŋam wambu yom dau. Mac bu anem ali dom, dec wambu wameŋ gitôm ŋgac kaŋ, ma mac oc aŋyalê ndoc wameŋ-ŋga dom.
REV.3.4	Magoc aö kayalê lau Sadis-ŋga ŋatô naŋ sêkôm mêtê sac dom, dec galic ŋac tôm lau ti ŋakwê ŋawasi. Aö oc wakêŋ ŋakwê sêsêp têŋ lau dinaŋ sêsôc, bu aö galic ŋac ŋayham, ma ŋac oc sêmbo sêwhiŋ aö ŋapaŋ. 
REV.3.5	Ma lau ŋatô naŋ sêlhac ŋaŋga ma sêku sac dulu, naŋ wakêŋ ŋakwê sêsêp têŋ ŋac bocdinaŋ. Ma yêc Damaŋ ti iŋ ndê aŋela aŋgô-ŋga, aö wasam ŋac si ŋaê asê, ma watôc asê bu sêti aneŋ lau solop. Ma ŋac si ŋaê oc yêc Buku Taŋli-ŋga
REV.3.6	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ.
REV.3.7	“Ma to yom têŋ aŋela naŋ yob gôlôwac dabuŋ Piladelpia-ŋga bocdec bu:
REV.3.7	Yom dindec meŋ akêŋ ŋgac dabuŋ naŋ sôm yom ŋandô eŋ. Iŋ kôc Kiŋ Dawid ndê ki gatam-ŋga, ma gatam bocke naŋ iŋ gêlêc su, naŋ lau daŋ sêtôm bu sêndic ahuc dom. Ma gatam naŋ iŋ gic ahuc, naŋ lau daŋ sêtôm bu sêkac sa dom. 
REV.3.8	Mac lau Piladelpia-ŋga. Aö kayalê mac nem mêtê hoŋ su. Mac lau ti licwalô atu dom, tigeŋ aö kayalê bu mac daŋam wambu aneŋ yom, ma asêc aneŋ ŋaê ahuc dom. Bocdinaŋ alic su naŋ! Kwahic dec aö walêc gatam daŋ su bu wanem mac sa-ŋga, ma lau daŋ oc sêtôm dom bu sêndic ahuc. 
REV.3.9	Lau naŋ sêsap lau Israel-ŋga si sakiŋ akwa dôŋ, naŋ sêtoc dau sa bu ŋac lau Israel-ŋga naŋ Anötö kêyaliŋ ŋac sa. Magoc mba. Ŋac lau tasaŋ, ma Sadaŋ ndê lau ŋac. Aö waŋgwiniŋ ŋac e sêtêŋ mac sêmeŋ ma sêhu dau sêyêc mac gahim-ŋga. Ma têŋ ndoc dinaŋ ŋac hoŋ oc sêŋyalê tidôŋ bu mac lau naŋ aö atac whiŋ mac ndu andô.
REV.3.10	Mac apuc daôm dôŋ ma alhac ŋaŋga têŋ ndoc ŋawapac ti kisa tap mac sa, tôm aö gac atu mac muŋ su. Bocdinaŋ aö wayob mac têŋ ndoc ŋawapac-ŋga naŋ oc hôc asê bu êŋsahê lau nom-ŋga hoŋ. 
REV.3.11	Ndoc meŋ kêpiŋ bu aö wambu wameŋ. Bocdinaŋ akôc yom ŋandô dôŋ ma ayob ŋapep, bu lau daŋ sênem kaŋ nem ŋaôli ŋayham dom. 
REV.3.12	Lau naŋ sêlhac ŋaŋga ma sêku sac dulu, naŋ aö wakêŋ ŋac sêndöc aneŋ Anötö aŋgô-ŋga ŋapaŋ tôm alhö ŋaŋga naŋ sêlhac iŋ ndê lôm dabuŋ. Lau dinaŋ oc sêmbo sêwhiŋ Anötö yêc malac Jerusalem wakuc, naŋ iŋ oc kêŋ sip akêŋ undambê meŋ, dec aö oc wato aneŋ Anötö ndê ŋaê ma iŋ ndê malac wakuc dau ŋaê pi ŋac. Ma aö wato aö dauŋ neŋ ŋaê wakuc pi ŋac whiŋ.
REV.3.13	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ.
REV.3.14	“Ma to yom têŋ aŋela naŋ yob gôlôwac dabuŋ Laodisia-ŋga bocdec bu:
REV.3.14	Yom dindec meŋ akêŋ Yom Ŋandô Ŋadau. Iŋ sôm yom ŋandô eŋ, ma bocdinaŋ yac dakêŋ whiŋ iŋ ndê yom ma atac lu-lu dom. Ma iŋ gêm gôliŋ gêŋ hoŋ naŋ Anötö kêŋ. 
REV.3.15	Aö kayalê mac lau Laodisia-ŋga nem mêtê hoŋ. Mac asôm bu akêŋ whiŋ aö, tigeŋ mac akêŋ whiŋ aö ti nem ŋalôm sambuc dom. Mac lau tasaŋ! Mac bu ahu aö siŋ gacgeŋ, me akêŋ whiŋ aö ti nem ŋalôm sambuc, dec oc ŋayham. 
REV.3.16	Tigeŋ mba! Mac aŋsau bu aŋkuc aö. Bocdinaŋ oc waseŋ mac su tôm ŋgac naŋ kêsahê gêŋ sac yêc iŋ whasuŋ dec kêlôwê sa. 
REV.3.17	Mac asôm bu mac ati lau ti lêlôm ma lau tiwaê naŋ apônda gêŋ daŋ dom. Tigeŋ mac aŋyalê dom bu yêc Anötö angô-ŋga mac atôm lau ŋalôm sawa, ma lau tandô pec, ma lau ŋakwê mbasi. 
REV.3.18	Bocdinaŋ aŋgô aneŋ yom dindec. Mac bu ati lau ti lêlôm, dec atêŋ aö ameŋ, ma aö wakêŋ gol ŋandô ŋayham têŋ mac anemlhi. Ma anemlhi ŋakwê sêsêp asôc-ŋga bu ambo ŋamlic ŋambwa dom ma mayam pac. Ma anemlhi malasin bu aŋgwasiŋ tanôm e tanôm ŋawa sa.
REV.3.19	Lau naŋ aö atac whiŋ, naŋ bu sêkôm gêŋ giso, dec aö wasôm ŋac ma wamatôc ŋac tu bu sêhu mêtê sac dau siŋ. Boc-dinaŋ aŋgô aneŋ yom. Anem daôm kwi ma akôm ŋaŋga bu aŋkuc aö. 
REV.3.20	Alic! Aö gatôm mac nem silip daŋ naŋ meŋ kalhac am nem andu ŋagatam ma kêmati gatam mbo. Ma bocdinaŋ asa naŋ ŋgô aö awhaŋ ma gêlêc gatam dau su têŋ aö, naŋ aö oc wasôc watêŋ iŋ wandi, ma alu aneŋ gêŋ awhiŋ dauŋ.
REV.3.21	Aö gaku ŋaclai sac-ŋga hoŋ dulu, dec Damaŋ kôc aö sa gandöc gawhiŋ iŋ yêc iŋ ndê pôŋ kiŋ-ŋga. Ma ŋalêŋ tigeŋ lau hoŋ naŋ sêlhac ŋaŋga ma sêku sac dulu, naŋ wakôc ŋac sa bu sênem gôliŋ sêwhiŋ aö yêc aneŋ pôŋ kiŋ-ŋga.
REV.3.22	Asa ndê daŋgasuŋ yêc, naŋ ŋgô yom dindec naŋ Ŋalau Dabuŋ sôm têŋ Anötö ndê gôlôwac dabuŋ.”
REV.4.1	Dinaŋ su, goc aö galic gatam daŋ naŋ kac sa su yêc undambê. Ma awha naŋ aö gaŋgô muŋ su gitôm dahuc taŋ, naŋ sôm têŋ aö bu, “Pwi mweŋ, ma gêŋ naŋ oc hôc asê tiŋambu-ŋga, naŋ watôc têŋ am.” 
REV.4.2	Têŋ dinaŋ Ŋalau Dabuŋ kôm aö gatuŋ kaiŋ daŋ sa, ma aö galic pôŋ kiŋ-ŋga daŋ kalhac undambê, ma pôŋ ŋadau ndöc ŋahô. 
REV.4.3	Ma iŋ naŋ ndöc, naŋ ndê ŋawasi atu, gitôm †hoc ŋayham lu naŋ sêsam bu jaspa ma kanelian. Ma gasuŋ bu êp naŋ ŋadalô ŋayham ma ŋawasi gitôm hoc ŋayham emerel, naŋ kêgihi pôŋ atu dau ahuc. 
REV.4.4	Ma aö galic pôŋ 24 sêlhac sêŋgihi pôŋ atu, ma lau bata 24 sêndöc ŋahô. Ŋac sêsôc ŋakwê sêsêp, ma sanem gol yêc ŋac si ŋagôlôŋ tôm gi.
REV.4.5	Ma aö galic sickac, ma gaŋgô wapap gic ti ŋakêcsia atu sa akêŋ pôŋ atu. Ma lam ti ŋawê atu 7 sêlhac pôŋ ŋa-ndö-ŋga. Lam 7 dinaŋ Anötö ndê ŋalau 7. 
REV.4.6	Ma yêc pôŋ dau ŋa-ndö-ŋga aö galic gêŋ ŋawasi atu poc gitôm bugictoŋ, ma ŋawa gitôm glas.
REV.4.6	Ma aö galic aŋela atu hale sêlhac sêŋgihi pôŋ atu. Ŋac sem gêŋ tali ŋatô aŋgô, ma tandô daêsam sêyêc ŋac ŋabapo ti ŋadômbwê. 
REV.4.7	Aŋela hale dinaŋ aŋgô andô bocdec. Aŋela ŋamata-ŋga ndê aŋgô gitôm layon, tilu-ŋga gitôm makao, titö-ŋga gitôm ŋamalac, ma aŋela tihale-ŋga ndê aŋgô gitôm macmpoŋ naŋ hu mbo lôlôc. 
REV.4.8	Ŋac tigeŋ-tigeŋ si ŋamakê 6, ma tandô daêsam sem ŋac ahuc, yêc ŋamakê ŋapu-ŋga whiŋ. Ma ŋac sêmpiŋ Anötö ma sêsôm, “O Pômdau Anötö, Ŋaŋga Ŋadau, am dabuŋ, dabuŋ, ma dabuŋ eŋ. Am mbo têŋ ŋamata-ŋga, kwahic dec am mbo, ma tiŋambu am oc mbu mweŋ.” Ŋalêŋ dinaŋ ŋac sêmpiŋ iŋ acsalô ma ôbwêc hoŋ, sêŋwhaŋ dau dom.
REV.4.9	Têm bocke naŋ aŋela hale dinaŋ sêsôm yom dinaŋ sêmpiŋ iŋ naŋ ndöc pôŋ atu ma mbo tali ŋapaŋ, ma sem daŋge iŋ ti sêtoc iŋ ndê waê sa, goc 
REV.4.10	lau bata 24 sêhu dau sêsip nom ma sêpôŋ haduc têŋ iŋ. Ma sêkêŋ ŋac si sanem sêyêc pôŋ atu ndö-ŋga, ma sêsôm yom bocdec bu, 
REV.4.11	“O Pômdau yac mba Anötö. Am gêŋ hoŋ ŋadau. Am kêmasaŋ gêŋ hoŋ ma kêŋ gêŋ hoŋ sêmbo tali, tôm am daôm tac whiŋ. Tu dinaŋ-ŋga dec am ŋayham kêlêc, ma gic waê bu yac ampiŋ am ti apo nem waêm sa, ma atoc am sa tu am nem ŋawasi ti ŋaclai atu-ŋga.”
REV.5.1	Aö taŋhê iŋ naŋ ndöc pôŋ atu, ma galic bapia tilhuŋ daŋ yêc iŋ amba andô-ŋga, ma yom yêc bapia dau daŋga lu-lu. Bapia dau sêŋlhuŋ sa, ma sêkêŋ gêŋ ŋabalêp 7 pi ŋadali bu kôc dôŋ.
REV.5.2	Ma aö galic aŋela ŋaŋga daŋ, naŋ mbwêc awha atu bocdec bu, “Asa iŋ ŋamalac gitêŋ, gitôm bu kôc gêŋ ŋabalêp su ma kac bapia dau sa?” 
REV.5.3+REV.5.4	Iŋ mbwêc yom dinaŋ asê, tigeŋ yêc undambê, ma yêc nom ma nom ŋapu-ŋga, sêtap ŋamalac gitêŋ daŋ sa dom, naŋ gitôm bu kac bapia dau sa ma sam. Têŋ ndoc aö galic bu sêtap ŋamalac gitêŋ daŋ sa dom, naŋ aö gataŋ atu andô. 
REV.5.5	Magoc lau bata 24 si daŋ sôm têŋ aö, “Am taŋ dom! Lic su naŋ. Ŋamalac gitêŋ daŋ mbo, naŋ ku ŋaclai sac-ŋga ti ŋaclai dambac ndu-ŋga dulu su, ma iŋ gitôm bu kôc gêŋ ŋabalêp 7 su, ma kac bapia dau sa. Iŋ naŋ sêsam bu ‘Layon naŋ sa akêŋ Juda ndê toŋ,’ ma ‘Dawid ndê Wakuc,’ naŋ gitôm.”
