MAT.1.1	Yə̀mē sē lə̀tafē yə̀ mə̀sān mə̄cici Yɛso Krisəti, ywâ 
JAS.3.4	Kān tə̄ kyɛn gbm̄ nggɔn nə̀nàn: Nkɔ̄n yə̄ yə cwe nggɔn mē, bə̄ te yə̀ cucu là te nggānme ə tswē lwe yə zər, sē və̆nkinē fənyɛn me yə̀ nē wān là tər gbm̄ yə là nan ndu bə̄ yə̄ ə tswē tər gbm̄ yə ban tswē yə̄ də̆r gu ban. 
JAS.3.5	Yə sē ənə̀mē bə̄ rərɛn nēnjì nə̀nàn. Yə sē fəkukwɔ̆ me, də̀ gyɛ̂n sē bə̄ nggɔn nggɔn ə kpə̀ nēnjì ə tswē jūn mə̀rɛn nggɔ̀n nggɔ̀n nə̀nàn.
JAS.3.5	Gyə̄ tsə de sē və̆ntsɛ̄ glo fəkukwɔ̆ me fɛ là tō cun nggɔn wu cùcùn. 
JAS.3.6	Rərɛn nēnjì sē kə̄de glo. Yə la tɔ̄ yo nggānme. Kī gbəjā yə̄ mgbəmgbrè mē kūkwār sē ə rərɛn yə̄ sē ə mkpɔ̆nkpə̀ tə̄ də̀ kī gbəjā yəmē là kan zan ənywī mkpɔ̆nkpə̀ nēnjì ywe tswē kūkwār. Rərɛn yə là mwɔn glo yə̄ lə tō shishɛ̄n nēnjì wu nzərnzər, anrɛ̀n yə là ru ə tswē yə̄ Shɛtan sē mān. 
JAS.3.7	Mə̄nēnjì sē bə̄ nkɔ̄n yə̄ bə là kyun nan hwān nkan nkān yə̀ là zər bə̄ zə, bə̄ yə̀ là ngan nɛ̀n-nɛ̀n, bə̄ nywɛ̂ncɛ bān là bwa shū, bə̄ nan yə̄ sē ə mə̀sər. 
JAS.3.8	Də̀ nənè la sē bə̄ nkɔ̄n yə̄ gu lə kyūn rərɛn lwe yo. Yə sē kì gbəjā yə̀ la sɔ̀n sù yo, də̀ yə sē bə̄ tsò nggānme nə̀nàn. 
JAS.3.9	Tə̄ là nan ndu bə̄ rərɛn ə tswē bɛ̀ sān Rì wān sē Nggɔn də̀ sē Tĕ tə̀, də̀ là nan ndu bə̄ rərɛn yəmē me nzɔ̆ ə tswē far nyū məme gyɔ mə̄nē bān Rì nan bə nə̄ bə sē kə̄de gu. 
JAS.3.10	Sē bə̄ nyū gyə̄r me yə̄ tə̄ là nan ndu bə̄ yə ə tswē bɛ̀ Rì də̀ kan nan ndu bə̄ yə ə tswē far nyū məme gyɔ nē nə̀nàn. Nywɛngyə̆r nggə̀, yə la tɔ̄ mwɔ̄n nə̄ tə̄ nan ənə̀mē yo. 
JAS.3.11	Mə̀sər yə̀ sē zəzè bə̄ yə̀ sē gbəjā lə la kulwe rū ə bə̀ gyə̀r ə mkpān gyə̄r me yo. 
JAS.3.12	Nywɛngyə̆r nggə̀, tər bwə̀ lə la shun klə̆ mənggə̀rō yo, də̀ tər rē lə la shun klə̆ bwə̀ nə̀nàn yo. Də̀ mə̀sər yə̀ mər mə̀mān lə la rū ə bə̀ yə̀ mə̀sər sē zəzè là ru mān yo.
JAS.3.13	Nənè ənywī gyə̄ də̀ shāmān wān tsə rɛn, də̀ sē wān kī sē gu ə kpàr bē me, nə̄ gu nàn ndu bə̄ nkɔ̄n yə̄ gu sē ryôryō də̀ man nàn kì yə̀ sē zəzè. 
JAS.3.14	Də̀ sē rɛn yə̄ te ywu bə̄ rɛn yə̄ nyɛn tu yə̄ shɛ gyə̄ dər, kan nə̄ gyə̄ kàdə ngwùr ngwɔn də̆r ətù ywə̄ yo, anrɛ̀n wān də̀ là nan ənə̀mē də̀ là ngrɛ̄n de gu sē wān tsə rɛn, yə sē nē gu mē là gyùr nkəywə̄. 
JAS.3.15	Tsə rɛn kə̄de yə̀mē la sē yə̀ là ru bə̄ Rì yo, yə gyɛ̂n sē kì yə̀ mgbəmgbrè mē kyame. Yə sē yə̀ là ru ə tekə nēnjì bə̄ Shɛtan nə̀nàn. 
JAS.3.16	Tswē yə̄ mə̄nē là te ywu bə̄ nkəywə̀ də̀ là nyɛn tu bə, sē tswēywə̄ yə̄ fɔ̀rɛn bə̄ kī gbəjā nkan nkān kūkwār shāmān nə̀nàn. 
JAS.3.17	Tsə rɛn yə̀ là ru bə̄ Rì sē nkan me. Nənè wān sē bə̄ tsə rɛn yəmē ə dər gu lə sē ntsər də̀ sē bə̄ dər susù nə̀nàn. Gu lə sə̀ nan mə̄nē zəze də̀ lə la zo tu yo. Gu lə te mə̀tù mə̄nē nggānme də̀ lə sə̀ nan zəze ə mkpān mē kūkwār. Nē wān sē bə̄ də̆r yəmē lə la kyɛn mə̄nē zwē beshi yo, də̀ gu lə la gyùr nənè yo. 
JAS.3.18	Mə̄nē bān là nan kī yə̄ là nə̄ mə̄nē sɔ̀n də̆r susù də̀ sē bān là fɔ sɔ̀n susù bə̄ mə̄nē, lə ngrɛ̄n de nan zəze lə shāmān ə kī yə̄ bə là nan. Nan zəze yəmē sē kə̄de kī yə̄ fā yə̄ là ru ə kī yə̄ bə kan cū ənywī dər mə̄nē.
JAS.4.1	Sē nə̄nggyɛ̆ yə̀ là gbō fɔ̀rɛn bə̄ gàntan te gyə̄ bə̄ nkənywɛ̀n? Gyə̄ là fɔ̀rɛn bə̄ nkənywɛ̀n anrɛ̀n kī nkan nkān shāmān yə̄ dər gyə̄ sē ətù yə, də̀ sē yə yə̄ là sə̄ fɔrɛn bə̄ nkəywə̀ ənywī dər gyə̄. 
JAS.4.2	Gyə̄ là fɔ̀ kī yə̄ gyə̄ la sē bə̄ yə yo də̀ anrɛ̀n rɛn yəmē, gyə̄ là fɔ̀ gyə̄ nlywe mə̄nē. Gyə̄ là kyɛn kī mə̄nē yə̄ gyə̄ la sē bə̄ yə yo gĭgĭ də̀ anrɛ̀n rɛn yə, gyə̄ là gàn fɔ̀rɛn bə̄ nkənywɛ̀n. Gyə̄ la sē bə̄ kī yə̄ gyə̄ là fɔ̀ yo, anrɛ̀n gyə̄ la rì Rì nə̄ gu nə̄ gyə̄ kī yə yo. 
JAS.4.3	Gyə̄ là ri Rì kī nə̄mān də̀ gu la nə̄ gyə̄ yə yo anrɛ̀n kì yə̀ gyə̄ là fɔ̀ gyə̄ nan bə̄ kī yə la sē ə nkɔ̀n zəzè yo; gyə̄ là fɔ̀ kī yə̄ lə nə̄ gyə̄ sɔ̀n yə̄ tɔ̀nzɛ̄ bə̄ gyə̄ kyame.
JAS.4.4	Gyə̄ mə̄nē bān sē kə̄de mə̄nē bān là sə nan ndu yə̄ te nggā! Gyə̄ la tsə de nənè də̀ rè kpàn bə̄ kī yə̄ mgbəmgbrè mē, gu kan tè lənggə Rì yo? Nənè wān də̀ rè kpàn bə̄ kī yə̄ gbəjā yə̄ mgbəmgbrè mē, kan nkəywə̄ tè lənggə Rì. 
JAS.4.5	Gyə̄ kàdə ngrɛ̄n de mə̀rɛn yə̀ bə car sū ənywī lə̀tafē yə̀ rɛn Rì mē de, sē mə̀rɛ̀n yə̀ fà yə̀ bə car sū yo. Rɛn Rì yəmē là dan de, “Rì sē bə̄ ywu nggānme ə də̆r gu yə̄ la te yə̄ nənè lə kyɛn yə yo, anrɛ̀n kì yə̀ tə̄ là nan bə̄ gbrīn mə̄gu yə̄ sē ə dər tə̄.” 
JAS.4.6	Rì là nə̄ nē zəze nggānme. Yə sē sə̄sān bə car gyɔ̄ ə lə̀tafē yə̀ rɛn Rì de,
JAS.4.6	“Rì là kà rɛn mə̄nē bān là ngwur ngwɔn də̆r de bə sē nkinē
JAS.4.6	də̀ mə̄nē bān là kan nkəywə̀ te ryôryō gu là gyɛ̂n nan bə zəze.”
JAS.4.7	Yə sē ənə̀mē, kan gyə̄ kàn nkənywɛ̀n tè Rì ə ngwɔ̀n. Gyə̄ nan krè mgbāmgbān də̀ man kà Shɛtan də̀ gu lə kulwe kà gyə̄ dɔn. 
JAS.4.8	Gyə̄ ci tè hyuhyur bə̄ Rì də̀ gu lə cī te hyuhyur bə̄ gyə̄ nə̀nàn. Gyə̄ mə̄nē bān là nan məme, nə̄ gyə̄ gyɔ̄ ngwɔn ə ncān ətù kī məme yə̄ gyə̄ là nan. Gyə̄ mə̄nē bān sē bə̄ dər ywā mē, kan gyə̄ gbò tēkə gbəjā mē dè dər gyə̄. 
JAS.4.9	Nə̄ gyə̄ gì mə̀shi anrɛ̀n kī məme yə̄ gyə̄ là nan. Kan nə̄ gyə̄ tè də̆r ngàr nggān nə̀nàn. Kan nə̄ mlă mə̀gyə̄ kàn tè gì kyū, də̀ zə̀zè mə̀gyə̄ gyɛ̂n kàn tè te də̆r cīnji. 
JAS.4.10	Gyə̄ kàdə sē bān là zo tu ə nggà bēshi Rì yo, də̀tswē gu man kàn gyə̄ tè mə̄nē bān sē bə̄ nggɔn nggɔn.
JAS.4.11	Nywɛngyə̆r nggə̀, gyə̄ kàdə rɛ̀n rɛn gbəjā ətù nkənywɛ̀n yo. Nənè də̀ rɛ̀n rɛn gbəjā ətù zāngyə̀ywə̄ kē kàn nkəywə̄ tè wān sur gu rɛn, yə là tsar de gu là rɛn rɛn gbəjā ətù Bān yə̀ Rì də̀ là sùr yə̄ rɛn. Nənè də̀ rɛ̀n rɛn gbəjā ətù Bān yə̀ Rì, gu la zwē kì yə̀ Bān yəmē dan yo, gu gyɛ̂n là kàn nkəywə̄ tè wān là sùr Bān yəmē rɛn. 
JAS.4.12	Sē Rì kyame wān nə mə̄nē Bān də̀ sē gu kyame wān sē bə̄ nggɔn nggɔn yə̄ gu lə sùr mə̄nē rɛn də̀ kpān bə, də̀ sē bə̄ nggɔn nggɔn yə̄ kpə̄ bə cūngwɔn. Də̀ wə̄ sē nggwɔ yə̄ wə̄ là sùr zāngyə̀ywē rɛn?
JAS.4.13	Kān gyə̄ shə̄r tɔ̄n də̀ man gwɔ nggə̀, gyə̄ mə̄nē bān là dan de, “Nrìnrīnmē kē mbrɛ, tə̄ lə ywe gbù yə̀mē kē yə̀mūn də̀ sɔ̄n mān ma sɛ gyə̄r də̀ man rɛ do mān də̀ man te kə̄jī nggān.” 
JAS.4.14	Gyə̄ la tsə kì yə̀ lə te bə̄ gyə̄ ə mbrɛ yo. Shishɛ̄n gyə̄ lə sē sɛ̆n? Shishɛ̄n gyə̄ sē kə̄de ywə̄rnkrɛ̀n yə̀ là te ban mkpān tsɛ̂ me də̀ kan vu də̄. 
JAS.4.15	Yə gyɛ̂n tɔ̄nzɛ̄ nə̄ gyə̄ dan de, “Rì də̀ kpə̄nyɛ̀n, tə̄ lə sɔ̀n də̀ nan kì mē bə̄ kì mùn.” 
JAS.4.16	Də̀ gyə̄ là gyɛ̂n ngrɛ̄n nkənywɛ̀n de gyə̄ sē nkinē də̀ là ngwur ngwɔn də̆r nə̀nàn. Zŏ tu yəmē sē kì yə̀ sē gbəjā nggānme. 
JAS.4.17	Yə sē ənə̀mē, nənè wān də̀ tsə kì yə̀ tɔ̀nzɛ̄ yə̀ gu màn nàn də̀gbà nàn yə yo, gu sē wān là nan məme.
JAS.5.1	Gyə̄ mə̄nē bān te kī kənàn, kān gyə̄ shə̄r tɔ̄n də̀ man gwɔ nggə̀! Gyə̄ gbà gì də̀ man tè ruru anrɛ̀n mgbŭ nggānme yə̀ gyə̄ lə kpə̄. 
JAS.5.2	Kī yə̄ gyə̄ sē bə̄ yə nggānme lə bə̄ te gbəjā də̀ kī kpm gyə̄ mvə̄r kī lə re yə te gbəjā nə̀nàn. 
JAS.5.3	Kə̄jī yə̄ gyə̄ kyun zwè lə cazu, də̀ tan cāzu kə̄jī yəmē lə sē kì yə̀ lə kpān gyə̄, də̀ lə re kpə gyə̄ tè gbəjā nə̀nàn kə̄de sē glo yə̄ to yə. Gyə̄ là kyūn kə̄jī zwè kənànme də̀ kan kə də̄ de, mgbəmgbrè mē là nyə tswē krɛ. 
JAS.5.4	Gyə̄ gyur mə̄nē bān là nan gyə̄ ndu ə mə̀hwān gyə̄ də̀ la kpə̄nyɛ̀n yə̄ gyə̄ lə ywan bə kə̄jī yə̄ bə nan gyə̄ ndu yo. Anrɛ̀n rɛn yəmē, bə là gi gyɔ gyə̀, gì yə̀ mə̄nē bə mē nyə sū tɔ̄n Rì wān là lwe kī kūkwār. 
JAS.5.5	Gyə̄ là re mgbəmgbrè njìnjì mbăn nān, də̀ là sə̀ nan kī yə̄ sù gyə̄ dər ə mgbəmgbrè mē. Gyə̄ re də̀ wù nggānme kə̄de ndō yə̄ là ji mbrɛ̄ yə̄ bə lə ywà yə. 
JAS.5.6	Gyə̄ sur mə̄nē bān la nan məme yo rɛn, gyə̄ nlywe bə nə̀nàn də̀ bə la ywar gyə̄ ə tswē nan ənə̀mē yo.
JAS.5.7	Yə sē ənə̀mē nywɛngyə̆r nggə̀, kan gyə̄ vūn də̆r gyə̄ lwè kə̄ sū mkpān yə̄ Nggɔn tə̄ lə mərtu nyə̄. Kan gyə̄ kyɛn sē yə̀ nē wān dɔ̀ hwān là sɔ̀n də̀ vūn də̆r lwe də̀ sə̀ sa beshi jì kī mə̄gu ə hwān mâ kə sū mkpān yə̄ glō là nyə̄. Gu là sɔ̀n kə sū mkpān yə̄ gu lə fā kī yə nə̀nàn. 
JAS.5.8	Gyə̄ nə̀nàn, kan gyə̄ sə̀ vūn də̆r lwè sə̄sānmə̄nàn. Kan gyə̄ kyūn dər gyə̄ də̀ man nàn krè anrɛ̀n mkpān yə̄ Nggɔn tə̄ Yɛso Krisəti lə nyə̄ te hyuhyur nzɛ̂nmē.
JAS.5.9	Nywɛngyə̆r nggə̀, nə̄ gyə̄ kàdə rɛ̀n mgbə̄r ətù nkənywɛ̀n yo kədè Nggɔn tə̄ lə sùr gyə̄ rɛn. Kan gyə̄ kyɛn Nggɔn tə̄ wān lə sùr tə̄ rɛn mē te hyuhyur yə̄ gu lə nyə̄. 
JAS.5.10	Nywɛngyə̆r nggə̀, mə̄nē bān kpə rɛn Rì də̀ nan ndu bə̄ sān gu tswē dan mə̄nē bān sə̀sɛ̀ yə, mgbŭ yə̀ bə kpə̄ bə̄ də̆r yə̄ bə vūn lwe, nə̄ gyə̄ kyɛn bə də̀ man zwē zə bə. 
JAS.5.11	Tə̄ là dan de Rì fàr nyū zəze gyɔ̄ bə anrɛ̀n bə vūn də̆r lwe. Gyə̄ tsə nə̀nàn sē yə̀ Yuba vūn də̆r lwè ə mkpān yə̄ mgbŭ nyə̀ bə̄ gu bə̄ sē yə̀ Rì là gu mān. Njìnjì, Rì sē nē wān sē bə̄ də̆r frēfrè me də̀ là te mə̀tù tə̄ nə̀nàn.
JAS.5.12	Nywɛngyə̆r nggə̀, kì gyə̀r yə̀ tɔ̀nzɛ̄ mwɔ̄n kūkwār sē nàn de mkpān yə̄ gyə̄ də̀ dan de gyə̄ lə nan nkinē, kàdə shənrin anrīn yo. Kàdə bàn sān Rì shənrin kē shənrin bə̄ kī yə̄ sē ə mgbəmgbrè mē kē shənrin bə̄ sān nkinē nkan yo. Mkpān yə̄ gyə̄ də̀ gwɔ rɛn də̀ kpə̄nyɛ̀n bə̄ yə, kì yə̀ gyə̄ lə dan kyame sē, “Ɛn.” Mkpān yə̄ gyə̄ də̀gbà kpə̄nyɛ̀n bə̄ yə yo, kì yə̀ gyə̄ lə dan kyame sē, “An àn,” də̀tswē Rì man kàdə sùr gyə̄ rɛn yo.
JAS.5.13	Nənè ənywī gyə̄ də̀ là kpə̄ mgbŭ, kan gu rɛn bə̄ Rì ətù ywə̄. Nənè ənywī gyə̄ də̀ là te zə̀zè, kan gu dō sɛn də̀ man bɛ̀ sān Rì. 
JAS.5.14	Nənè ənywī gyə̄ də̀ là lə̄, kan gu gyɔ mə̄nē bān là lwe mə̄nē bān là zwe Krisəti mān, nə̄ bə rɛn bə̄ Rì nə̄ gu là nē gu mān də̀ gyə̄ man te mə̀nyɛ̀n gbā gu ənywī sān Nggɔn tə̄ Yɛso Krisəti. 
JAS.5.15	Mə̄nē bə də̄ kpə̄ rɛn Rì te njìnjì ə mkpān yə̄ bə là rɛn bə̄ Rì, Rì gu lə nan nənè gu mē tè zəze. Nggɔn tə̄ Yɛso Krisəti lə nə̄ gu mgbrêmgbrē nə̀nàn; də̀ nē gu də̀ nan rɛn məme, gu lə fù màtɔ̀ sū nē gu nə̀nàn. 
JAS.5.16	Yə sē ənə̀mē, kan gyə̄ dàn nkənywɛ̀n rɛn məme mə̄gyə̀ də̀ man sə̀ rɛn bə̄ Rì ətù nkənywɛ̀n nə̀nàn də̀tswē Rì man nàn gyə̄ tè zəze. Bə̆r yə̀ nē wān là nan zəze sē bə̄ nggɔn nggɔn nggānme yə̄ yə lə nə̄ kī nggɔn nggɔn te. 
JAS.5.17	 sē nēnjì kə̄de tə̀; də̀ gu nàn rɛn bə̄ Rì sə̀sɛ̀ də̀ dàn de nə̄ glō kàdə kū yo, də̀ yə te sɛ tar bə̄ hwə tānnɛ̀n də̀ glō la kū ə mpə mə̀mē yəmūn yo. 
JAS.5.18	Gu la kàn rɛn bə̄ Rì nzɔ̆ də̀ glō kàn kū də̀ kī ru mbɛ̄ də̀ cɛ ə mə̀mē yəmūn.
JAS.5.19	Nywɛngyə̆r nggə̀, yə sē kì yə̀ tɔ̀nzɛ̄ màn nənè ənywī gyə̄ də̀ kà nkɔ̀n rɛn njìnjì yə̀ Rì dɔ̀n, də̀ nənè nə̄mān də̀ gbìn gu gyɔ̄ ə nkɔ̀n zə̀zè yəmē nzɔ̆. 
JAS.5.20	Kan gyə̄ tsə̄ de: nənè də̀ là nē wān nan rɛn məme nə̄ gu kà məme mə̄gu dɔ̀n, yə sē gu kpə shishɛ̄n nē gu mūn cūngwɔn ə ngwɔ̀n kyū. Ə nkɔ̀n yəmē, Rì lə fù màtɔ̀ sū gu ətù məme yə̄ gu nan kūkwār.
1PE.1.1	Sē nggə̄ Bitrusu wān là car takə̀dā mē də̀ sē nggə̄ wān Yɛso Krisəti cu de nə̄ nggə̄ sē nē wān gu là te ndu. Nggə̄ là car takə̀dā mē ca gyə̄ mə̄nē bān Rì cu, bān kan vàr də̀ sē ə tswē nkan nkān ə mpə̄mpə mə̀mē yə̀ Fanta bə̄ Galantiya bə̄ Kapadokiya bə̄ Yasiya bə̄ Bətiniya. Gyə̄ sē mān kə̄de mə̀cə̄cə̀r bān la sē bə̄ tswē yə̄ sɔ̀n yo. 
1PE.1.2	Sə̀sɛ̀ mun Rì wān sē Tĕ tə̄ cu gyə̄ de gyə̄ kàn tè mə̄nē bān mə̄gu. Gbrīn Ntsər yə̄ kan gyə̄ dər sər də̀ kyūn gyə̄ zwē jī ndu yə̄ Rì də̀tswē gyə̄ man sē mə̄nē bān là te gurgur nə̄ gu, də̀tswē gu man nə̄ mə̀gì yə̀ Yɛso Krisəti yə̀ gu kankə̀rɛ̄ dùdu məme mə̄gyə̄ man sē nkɔ̀n yə̀ gu lə fù màtɔ̀ sū gyə̄.
1PE.1.2	Nggə̄ là rɛn bə̄ Rì de, gu màn sə̀ nàn gyə̄ zəze nggān də̀ màn nə̄ gyə̄ sɔ̀n susù nggānme nə̀nàn.
1PE.1.3	Kān tə̄ bɛ̄ Rì wān sē Tĕ Nggɔn tə̄ Yɛso Krisəti. Gu te mə̀tù tə̄ nggānme də̀ nə̄ tə̄ shishɛ̄n suswɛ yə̄ tə̄ sē bə̄ yə nzɛ̂nmē anrɛ̀n gu tā Yɛso Krisəti shɛ̀n. Yə̀mē sē rɛn yə̄ là nə tə̄ kūci tswē sē bə̄ sa beshi ywe njì. 
1PE.1.4	Tə̄ là sa beshi nə̀nàn nzɔ̆ de tə̄ lə nyə̄ kpə̄ kī zəze yə̄ Rì kyun zwè mə̄nē bān mə̄gu. Gu kyūn kī yəmē zwè jì gyə̄ ə mkparū tswē yə̄ yə lə kùr zəze ywe njì də̀ lə la te gbəjā yo də̀ lə la krɛ yo nə̀nàn. 
1PE.1.5	Gyə̄ là sa tu bə̄ Rì də̀ gu là ywar gyə̄ bə̄ nggɔn nggɔn mə̄gu nə̄ nkinē man kàdə nàn gyə̄ yo, də̀tswē mkpān yə̄ krɛ̆ mgbəmgbrè mē mə̄nē man ngrɛ̄n nkɔ̄n yə̄ gu kpə gyə̄ cūngwɔn.
1PE.1.6	Kān gyə̄ tè zə̀zè ətù kī yəmē. Yə sē njìnjì gyə̄ là kpə̄ mgbŭ, də̀ yə lə la ban mkpān kənàn yo. 
1PE.1.7	Kì yə̀ sē yə̀ gyə̄ là kpə̄ mgbŭ mē sē də̀tswē mə̄nē man ngrɛ̄n de gyə̄ kpə Krisəti tè njìnjì də̀ là nan krè. Zinare yə̄ là cazu gūgwɔ̄ yo, mə̄nē là ngrɛn yə de yə sē kì zəzè mwɔ̄n kī mē kūkwār ə mgbəmgbrè mē, də̀ bə là kan yə̄ gyɔ ə glo də̀tswē bə man ngrɛ̄n de kē yə sē zəze njìnjì. Yə sē ənə̀mē bə̄ gyə̄ nə̀nàn. Gyə̄ là kpə̄ mgbŭ də̀tswē gyə̄ man nàn tu sà bə̄ Rì nggān, də̀ sa tu gyə̄ yəmē mwɔn zinare. Də̀ gyə̄ də̀ kūci tswē nan krè mgbāmgbān, Rì lə dan rɛn zəze ətù gyə̄ də̀ nə̄ gyə̄ nggɔn nggɔn ə mkpān yə̄ Krisəti lə nyə̄ nzɔ̆. 
1PE.1.8	Yə̀ gyə̄ la ngrɛ̄n gu bə̄ beshi gyə̄ mē yo, gyə̄ là nyɛn gu də̀ là kpə tè njìnjì bə̄ gu; yə sē sə̄sānmə̄nàn, gyə̄ sē bə̄ te zə̀zè yə̀ mwɔn yə̀ nē lə dan rɛn nkinē ətù ywə̄, 
1PE.1.9	Rì là kpə̄ gyə̄ cūngwɔn anrɛ̀n gyə̄ là sa beshi bə̄ Yɛso Krisəti də̀ là te zə̀zè nggānme.
1PE.1.10	Sə̀sɛ̀ mun, mə̄nē bān dɔ̀n rɛn sū mə̄nē, sə̄ dan mə̄nē rɛn zəze yə̄ Rì də̀ dàn de gu lə nə̄ gyə̄ yə. Bə sə̄ nan fɔ̀ ənywī mə̀rɛn Rì də̀tswē bə man ngrɛ̄n sē yə̀ Rì lə kpə̄ mə̄nē cūngwɔn. 
1PE.1.11	Gbrīn Krisəti sə̄ rɛn bə̄ bə, ətù mgbŭ yə̀ Krisəti lə kpə̄ də̀ ə nggà gɔ̄n ywə̄, mə̄nē lə nə̄ gu nggɔn nggɔn ətù kī yəmē. Mə̄nē bān dan rɛn Rì yəmē, sə̄ fɔ̄ nkɔ̄n yə̄ bə man tsə mkpān yə̄ kī yəmē lə te bə̄ nkɔ̄n yə̄ yə lə te. 
1PE.1.12	Də̀ Rì tsàr bə de la sē bə bān lə ngrɛ̄n kī yəmē yo, də̀ yə sē gyə̄ kya bān ngrɛn yə. Nzɛ̂nmē, Gbrīn Rì wān sē ə mkparū nə̄ mə̄nē bān dan rɛn zəze mə̄gu nggɔn nggɔn, də̀ bə dan gyə̄ kī mē kūkwār. Də̀ mə̀lɛ̀kū tukpə̀ bə là fɔ de bə nə̀nàn mān ngrɛ̄n kī yəmē.
1PE.1.13	Yə sē sə̄sānmə̄nàn, kān gyə̄ nàn tēkə gyə̄ kyūn də̀tswē gyə̄ man sɔ̀n bə̄ kyūn yə̄ gyə̄ lə nan Rì zwē. Kān gyə̄ nàn nkənywɛ̀n gbyɛ̄n də̀ man kàn beshi gyə̄ sà ətù zəze yə̄ Rì lə nə̄ gyə̄ ə mbrɛ̄ yə̄ Yɛso Krisəti lə nyə̄ nə̄ gyə̄ kàn beshi gyə̄ ngrɛ̄n gu nzɔ̆. 
1PE.1.14	Kān gyə̄ gwɔ rɛn Rì kə̄de nywɛn bān là gwɔ təte bə cùcùn. Kān gyə̄ kàdə zwē nkɔ̄n yə̄ gyə̄ sə̄ zwē ə mkpān yə̄ gyə̄ la sə̄ tsə rɛn Rì mbɛ̄ yo. 
1PE.1.15	Kān gyə̄ tsə de Rì gu wān cu gyə̄ de nə̄ gyə̄ sē mə̄nē bān mə̄gu, sē nē wān sē ntsər. Yə sē ənə̀mē, kān gyə̄ sē mə̄nē bān sē ntsər ə kī yə̄ gyə̄ là nan kūkwār, 
1PE.1.16	kə̄de rɛn yə̄ bə car sū ənywī lə̀tafē yə̀ rɛn Rì de, “Kān gyə̄ sē mə̄nē bān sē ntsər kə̄de nkɔ̄n yə̄ nggə̄ sē ntsər mē.”
1PE.1.17	Mkpān yə̄ gyə̄ də̀ là rɛn bə̄ Rì, gyə̄ là gyɔ gu de, “Tĕ nggə̄.” Yə sē sə̄sānmə̄nàn, kān gyə̄ zər ə nkɔ̄n yə̄ sē zəze ənywī mgbəmgbrè mē də̀ man sə̀ gbre kpə ə tswē nə̄ Rì nggɔn nggɔn. Sē gu wān lə sùr mə̄nē rɛn ətù kī yə̄ bə là nan də̀ lə la kyɛn mə̄nē zwe beshi anrīn yo. 
1PE.1.18	Gyə̄ tsə de Yɛso Krisəti rɛ gyə̄ də̀tswē gu man kpə̄ gyə̄ cūngwɔn ə ngwɔ̀n kī yə̄ təte gyə̄ sə̄ nan yə̄ fà mē yə̄ gyə̄ là zwē yə mān nə̀nàn. Gu là nan ndu bə̄ kə̄jī yə̄ là krɛ gūgwɔ̄ mē ə tswē kpə̄ gyə̄ cūngwɔn yo. 
1PE.1.19	Sē mə̀gì mə̀gu yə̀ sē zəzè, yə̀ gu kan kankərɛ̄ ə nggā yə̀ gu gyɛ̂n kàn nàn ndu yəmē. Gu sē kə̄de və̆nkrù wān bə vūn tɔ̄ nə̄ Rì də̀ la sē bə̄ kpà yə̀ ri ə kpə̀ gu yo gbəgbori. 
1PE.1.20	Təntùr mun ə mkpān yə̄ Rì la nàn mgbəmgbrè mē mbɛ̄ yo, gu sə̄ cu Krisəti de gu lə kpə̄ mə̄nē cūngwɔn. Də̀ sē dùdu gyə̄ Rì kan gu tsàr tə̄ ə mkpān yə̄ mgbəmgbrè mē là nyə tswē krɛ nzɛ̂nmē də̀tswē gu man là gyə̄ mān. 
1PE.1.21	Gyə̄ là sa tu bə̄ Rì dùdu kì yə̀ Krisəti nan gyə̀. Gu Krisəti sə̀ kyù də̀ Rì tā gu shɛ̆n də̀ nə̄ gu nggɔn nggɔn. Yə̀mē sē rɛn yə yə̄ gyə̄ là sa tu də̀ sa beshi bə̄ Rì.
1PE.1.22	Nzɛ̂nmē yə̀ gyə̄ là zwē kì yə̀ rɛn Rì dan, dər gyə̄ kan te nzərnzər də̀ gyə̄ là nyɛn nkənywɛ̀n bə̄ də̆r gyə̀r. Yə sē ənə̀mē, kān gyə̄ kūci tswē nyɛn nkənywɛ̀n nggān bə̄ dər gyə̄ kūkwār. 
1PE.1.23	Kān gyə̄ man tsə de Rì nə̄ gyə̄ shishɛ̄n suswɛ anrɛ̀n rɛn mə̄gu yə̄ là nə nē shishɛ̄n. Rɛn gu yəmē la sē nkinē yə̀ là te gbəjā yo də̀ yə lə la te gbəjā yo, yə lə kùr ywe njì. La sē mə̄nē bān là tsu bān nə gyə̄ shishɛ̄n suswɛ yəmē yo, yə sē Rì tukpə̀ gu wān sē bə̄ shishɛ̄n wān nə gyə̄ shishɛ̄n suswɛ yəmē. 
1PE.1.24	Bə car gyɔ̄ ənywī lə̀tafē yə̀ rɛn Rì de,
1PE.1.24	“Mə̄nēnjì kūkwār sē kə̄de mgbəga, tɔ̀nzɛ̄ mə̀bə sē kə̄de gbārkī yə̄ mgbə̀jī.
1PE.1.24	Mgbəga là ban mkpān fətsɛ̀ me də̀ là ban ywə̀ te də̀ gbārkī là ban mkpān fətsɛ̀ me də̀ jun kankərɛ.
1PE.1.25	Də̀ rɛn Rì la sē ənə̀mē yo, yə sē kì yə̀ là kur be ywe njì.”
1PE.1.25	Rɛn yə̄ Rì yəmē yə̄ tə̄ dan sē rɛn zəze yə̄ bə dan gyə̀.
