MAT.1.1	Iesu Keriso ena rama kupu torina Aberahamo mai Davida bibirakiai emai.
COL.3.4	Keriso hanona wai emi mauri pokina tohana, ba kewaira tina raninai wai abomo ia kipokia katowaira tina haeamo ena nuabi weiana aonai.
COL.3.5	Ua buonai hanopaka maurina ena nuatae akakia aomiai ṯemiaho haukia katoba'arinakia, hoahoa neiakia maha porepore, raona 'opukia, rea, raona ki'a obokia, uhore. Uhore hanona kaiba'uku ikutiaina hoana. 
COL.3.6	Pokina hoahoa weiakia paukiai Tirama ena opuere nimai maearima weiakia aiana a'i tia'i taeana haukia herekiai. 
COL.3.7	'Uainai wai abomo ua tomiaho aiho hauani ena raona taearakiai.
COL.3.8	Ia bariu hanona wai hoahoa neiakia ikoikiai katohabonakia, opuere, ao ki'a, raona ki'a, uahiuahi, mai baibata 'abikia, weiakia ha pinamiai a'i katohina 'apuana. 
COL.3.9	'Abami herekiai a'i katobai'oi, pokina emi mauri 'ai'aikia ekia hoahoa hanona aba tobakuri obonakia. 
COL.3.10	Ia bariu wai hanona hauani mahamahana aba tobatotona. Hauani maha mahana neiana hanona barama Tiramana ena aotipai rani ikoinai kebamaha mahanimi keaomo ia kipona ihaihanai katoao. 
COL.3.11	Mauri mahamahana neiana aonai hanona Iuda hauna aha'i hauna 'ao Iuda hauna, tetarena hauna 'ao a'i tetarena hauna, aona a'i niea hauna 'ao nua ki'a hauna, ta'ara'i hauna 'ao ta'ara a'i nia'i hauna, weiakia ikoikiai ekia haeai aha'i, ikoikiai hanona Keriso 'euna, Keriso hanona ikoikiai aokiai nemiaho.
COL.3.12	Wai hanona Tirama etina'animi, ebarobenimi, mai niraona'au ainimi maearimami, ua buonai wai kipomi aoko'o, rabo harai, 'aiaunu, mamata mai bakiro katobatotonakia emi mauriai. 
COL.3.13	'Abami katoa'i turinakia mai emi 'abi baitaeai a'i nirama baha aonai ekia ki'a katohina hao ihobona Obiapaka emi ki'a ehina hao 'abana, wai abomo ua katobabai aiho. 
COL.3.14	Ba taba neiakia ikoikiai ahakiai hanona raona'au katohore 'auna, pokina raona'au nihore taba ikoinai niba hamomonakia nibabero 'aunakia. 
COL.3.15	Keriso ena baibua hanona aomi kepoki aina, weiana paunai Tirama ehore eapari haeamonimi hauani hamona aonai. Rani ikoinai banamo 'abina Tirama katobena. 
COL.3.16	Keriso ena 'abi hanona aomiai kemiaho keobia, weiana ha ha kipomi aobero maikoinai katoba'iobi mai kato bairobe, Salamo ai, hui ai, auba huikiai Tirama katobanamona mai aomi ikoinai banamo raonaraonai. 
COL.3.17	Emi akai 'ao emi 'abiai, tabakia ikoikiai hanona Obiapaka Iesu atanai katobabai, abomo Hamaka Tirama banamo 'abina katobena Iesu paunai.
COL.3.18	Babi'e e, atawami aokia katoka'ainakia, pokina weiana hanona ebero Obiapaka wairanai. 
COL.3.19	Hau e, atawami katoraona'au ainakia, aokia a'i katoba haiaranakia.
COL.3.20	Miori mai uaho e, taba ikoikiai aokiai hamami hinami aiakia kato ka'aina, ba weiana hanona Obiapaka aona ibanamona. 
COL.3.21	Hama hina e, nahumi a'i katoba'abi ki'anakia, aokia a'i me'abe'abe marikina.
COL.3.22	Ta'ara'i haumi e, hanopakai tipoki ainimi haukia rani ikoinai aiakia katoka'ainakia, ia pateihanimi patebanamonimi paunai aha'i, ia mai aomi ikoinai katoaka ihobona Obiapaka tumariki aina tuaka 'abana. 
COL.3.23	Aka tabana tubabaina hauna katobabaina mai aomi ikoinai, ihobona matoha Obiapaka ena aka tubabaina 'abana ia maearima 'eukia aha'i. 
COL.3.24	Aba to'iobina Obiapaka itau aba keba'oruna katoa'ina wai aramiai keao, pokina wai hanona emi poki hauna tohana Keriso ena aka haumi. 
COL.3.25	Ia aka ki'a haukia ekia aka ki'a weiana 'arana ihobona katea'ina, pokina Tirama hanona maearima ha a'i nitaina.
COL.4.1	Poki haumi e, emi ta'ara'i haukia bero mai namo taearanai kato'imanakia, pokina to'iobina wai abomo emi poki hauna ha weia kupai nemiaho.
COL.4.2	Katobahuba'ari to'o baihana, tubahuba'ari aonai mai aomi beronai Tirama katobanamona. 
COL.4.3	Ai abomo ahamaiai katobahuba'ari ba Tirama kehore emai taeara kekaikauna ena 'abi katairoro aina Keriso ena 'abi bunikia katairoroai, aka neiana paunai au wapura itunai namiaho. 
COL.4.4	Katobahuba'ari ba au 'abi neiana kairoroai karahi haraina aka neiana hanona au ebena'u kababaina.
COL.4.5	Katoaobero emi hoahoa katenamo a'i tia'ikakauma haukia herekiai emi aka ranina a'i katobaore 'abaeana. 
COL.4.6	Rani ikoinai maearima aona ibanamona 'abi'abinai katoba'abi 'abi harainakia matoha kikimaru aniani abiabina nibanamona 'abana, weiana ia ekia raona 'abikia katobamue harainakia.
COL.4.7	Tukiko kehore au pou'u maikoinai kehinana, ia hanona uaho'abaka eka raona'au hauna ha, ia abomo aia ibabua 'auna hauna ha, ia hanona au 'aba'u ha Obiapaka ta'arana ṯa'i haeamo. 
COL.4.8	Ṉauhuna niwahi heremi ena poki hanona ai emai miaho neia hauna pouna kehinana, ba wai aomi kebataburana. 
COL.4.9	Onesimo nauhuna Tukiko ohi tiwahi, ia abomo aika uaho'abaka eka raona'au mai aia ibabua 'auna hauna ha, ia hanona wai kipokia tomiaho haeamo. Ia katehore taba neia tirama haukia ikoikiai heremiai katehinanakia.
COL.4.10	Aristako au 'aba'u ha wapura ituna aonai ena banamo neuhuna niwahi, mai Banaba uana Mareko abomo ena banamo netiu ahina wai heremi. (Ba'iobi aba toa'ina Mareko kewahi raninai katoa'i taeana.) 
COL.4.11	Iusto atana ha Iesu abomo ena banamo nibenimi. Iuda haukia neiakia teaihau 'akimo kipokia ṯaka haeamo Tirama ena obia aiarana pouna ihinanai, ia ekia a'ituri here'uai eapa'ua ki'a baha.
COL.4.12	Epafra wai hatia'ami ha Keriso Iesu ena ta'ara'i hauna ena banamo nibenimi, ia hanona rani ikoinai nibahuba'ari to'o baihana wai paumiai katokori 'ini aomi kekiro mai aomi ikoinai Tirama ena nuatae akana ibabaina aonai. 
COL.4.13	Au wai nahina benimi Epafra hanona wai paumiai, mai weiakia Laodikea mai Hieropoli haukia paukiai niaka 'ari. 
COL.4.14	Eka raona'au hauna Luka muramura hauna mai Dema, ekia banamo tibenimi.
COL.4.15	E'u banamo uaho'abaka Laodikeai ṯemiaho haukia katobenakia, abomo Numufa mai Tirama ena marea maearimakia weiakia ena ituai tito'u haukia katobenakia. 
COL.4.16	Marere neiana katotuabina kepua hanona katotiu ahina Tirama ena marea maearimakia Laodikeai ṯemiaho haukia kate tuabina, marere weiana Laodikeai nimai hauna wai katotuabina. 
COL.4.17	Akipo katohina bena katotibaha, “Oi emu aka Obiapaka ebeni'o hauna akana kobabai haraina keaomo kobaorena.”
COL.4.18	Banamo neiana hanona au Paulo kipo'u ima'uai arerena. A'i katoreana au hanona mai tabiri'u namiaho. Nabahuba'ari Tirama ena aoko'o hoana heremiai kemiaho.
1TH.1.1	Au Paulo, Sila
1TH.1.2	Ai rani ikoinai wai paumiai Tirama namo ṯabena mai atami ṯahinana emai bahuba'ari aokiai. 
1TH.1.3	Ai Hamaka Tirama wairanai emi a'ikakauma akana tobabaina hauna mai emi raona'au hoana toaro'ari hauna haeamona emi buabeni Obiapaka Iesu Keriso herenai tobakori 'inina hauna ṯaraona 'ininakia. 
1TH.1.4	Uaho'abamai e, ai aba ta'iobina Tirama wai eraona'au ainimi abomo etina'animi.
1TH.1.5	Pokina eka pou namona ekara'au heremiai hanona 'abi 'abaeanai mo aha'i ia mai hiabuna Auba Robe ai wai aomiai ebatohana. Ai wai kipokia aea hamiaho aiho hanona wai aba to'iobina, weiana hanona wai emi namo.
1TH.1.6	Tohau haiara ki'a baha mo ia 'abi naha'i, ia ai 'abamai ai mai Obiapaka 'abanai toao 'abi toa'i taeana mai aonamomi weiana hanona Auba Robe herenai emai. 
1TH.1.7	Ua buonai wai hanona a'ikakauma haukia ikoikiai Makedonia ai mai Akaia ai haukia ekia ihaiha tabanai toao. 
1TH.1.8	Obiapaka ena pou namona wai heremiai 'uruna ekarahi hauna Makedonia mai Akaia ai mo a'i epua ia eao 'eka maikoina, emi a'ikakauma Tirama herenai hauna abomo 'eka maikoinai ekana. Weiana buonai ai 'abi ha katahinana hanona 'ekana aha'i. 
1TH.1.9	Pokina ai aea toa'i taea aihonamai hanona ia kipokia pouna tehinana mai aea toraona kabe aiho kaiba'uku tiramakia tohabonakia 'a Tirama tohana mauri Tiramana ta'arana toa'i, 
1TH.1.10	mai Tirama Nahuna Iesu 'ariai emikiri hauna kupai kemai hauna ṯo'imana pouna abomo tehinana. Iesu hanona Tirama ena opuere kemai aonai araka kebamaurina.
1TH.2.1	Uaho'abamai e, wai kipomi aba to'iobina ai tawahi heremi hanona mai anina. 
1TH.2.2	Aba to'iobina ai Pilipo ai pura'a tahoaina mai tebataeainamai ba tawahi wai heremi. Tebatetua ki'anamai mo ia 'abi naha'i, ia eka Tirama ebataburanamai ena pou namona tairoro aina heremiai. 
1TH.2.3	Emai batabura 'abikia hanona raona ki'ai aha'i 'ao raona opukiai aha'i 'ao bai'oiai aha'i. 
1TH.2.4	Ia ai hanona Tirama ea'i taeanamai ena pou namona ebenamai hauna ṯahinana, ai maearima kataba aonamonakia paunai aha'i ia aoka e'iobina Tiramana aona kenamo paunai. 
1TH.2.5	Wai to'iobina ai aoani 'abikia a'i tabenimi 'ao emai ao'aea harabukia a'i tabenimi. Tirama hanona ai nibatohanamai. 
1TH.2.6	Ai mariki a'i ṯatabuna maearima herekiai mai wai heremiai 'ao baika herekiai. 
1TH.2.7	Ai Keriso ena iuhubeau haumai paunai taba bo'ona heremiai patanuataeai, ia ai wai baiatamiai hanona ta'aiaunu matoha babi'e nahuna ne'imanakia. 
1TH.2.8	Ai ṯanuatae ainimi Tirama ena pou namona mo ikupaiana a'i katabenimi ia emai mauri abomo katabenimi, pokina wai ṯaraona'auai ki'a bahanimi.
1TH.2.9	Uaho'abamai e, aba to'iobina Tirama ena pou namona tairoro aina heremiai hanona taro'ari ki'a rabi mai mararani taka aniani itabukiai pokina hau ha puma a'i katabena. 
1TH.2.10	Wai mahamiai toihana, abomo Tirama e'iobina ai wai a'ikakauma haumi baiatamiai hanona emai babai erobe, ebero abomo behona aha'i. 
1TH.2.11	Wai to'iobina ai ha ha taiha 'ininimi matoha hama ha nahuna tohakia ne'imanakia. 
1TH.2.12	Ai tabataburanimi, aomi tabakirona abomo tabahi ahinimi Tirama ena nuatae maurina aonai katomiaho, Tirama hanona eaparinimi ena aiara nuabina aonai katomiaho.
1TH.2.13	Ai rani ikoinai Tirama namo ṯabena, pokina Tirama ena 'abi heremaiai tona hauna toa'ina aonai maearima ekia 'abiai a'i tobaona, 'a toa'i haraina Tirama ena 'abi tohanai tobaona, Tirama ena 'abi weiana hanona tua'ikakauma haumi aomiai niaka. 
1TH.2.14	Uaho'abamai e, wai hanona Tirama ena maearima Iudeai 'abanai toao, ia hanona Keriso Iesu tia'ikakaumana, Tirama ena maearima weiakia Iudeai ekia maearima herekiai pura'a tehoaina ihobona mo wai abomo emi maearima herekiai pura'a tohoaina. 
1TH.2.15	Iuda haukia hanona Obiapaka Iesu mai mahabanai haukia teahu 'arinakia, ai abomaimo teura ahinamai. Ia Tirama aona tebaopuerena mai maearima ikoikiai ekia 'ou haukiai teao. 
1TH.2.16	Ia tehore rama haeai haukia katairoro benakia ia mauri katea'ina taearana weiana tekaiabuna. Neiana tibabaina hanona ekia ki'a tibapa'uanakia, Tirama ena opuere hanona aba ia ahakiai.
1TH.2.17	Uaho'abamai e, rani papana ai tahabonimi aonai hauaniai hanona baiataka epa'a ia aubai hanona aha'i, ai taraona ki'animi taeara tatabu pataihanimi. 
1TH.2.18	Ai taeara tatabu patawahi heremi, 'abi tohana au Paulo rani baika ahobona taeara atabu, 'a Satani hanona emai taeara ekaiabunakia. 
1TH.2.19	Eka Obiapaka Iesu Keriso ena muemai raninai, emai buabeni, emai aonamo mai emai apa hoana hanona taba ia wairanai? Weiana hanona wai. 
1TH.2.20	'Abi tohana, emai apa mai emai aonamo pokina hanona wai.
1TH.3.1	Weia katabai'ima homa'a taobona a'i etaina buonai tanuatae ikupaiamai Atene ai katamiaho. 
1TH.3.2	Uaho'abaka Timoteo tauhuna, ia hanona Tirama ena aka hauna Keriso ena pou namona neiroro aina hauna ewahi heremi emi a'ikakauma kebataburana mai kebakironimi. 
1TH.3.3	Weiana pura'a neiakia paukiai wai naiami ha a'i komue, wai aba to'iobina pura'a hanona aika kahahoainakia haukia. 
1TH.3.4	Naia kipokia hamiaho aonai aba tahinabe 'uainimi aika hanona pura'a kahahoainakia, ba aba erama neiana. 
1TH.3.5	Ua buonai au weia kabai'ima homa'a aobona a'i etaina buonai abaiuhu emi a'ikakauma ka'iobina, au ata'u hanona taeara baikai baihobo hauna Tiaporo kehobonimi re'a emai aro'ari anina a'i meaha'i.
1TH.3.6	Timoteo heremiai naia bariu abemue emai heremai, emi a'ikakauma mai emi raona'au poukia namokia emaiainakia. Ai haiamaiai e'abi, wai rani ikoinai turaona ki'a bahanamai ṯonuatae patoihanamai ihobonai ai abomo ṯanuatae pataihanimi. 
1TH.3.7	Ua buonai uaho'abamai e, emai aro'ari emai pura'a aokiai wai emi a'ikakauma ehore ai eba taburanamai. 
1TH.3.8	Bariu ai emai miaho hanona abenamo, pokina wai Obiapaka 'eunai aba tukori 'ini. 
1TH.3.9	Eka Tirama atanai wai ṯaonamoai ki'a bahanimi weiana banamo 'abina Tirama wairanai aea katahina aihona? 
1TH.3.10	Rabi mai mararani ai ṯabahuba'ari tabura ṯanuatae wai pataiha muenimi, emi a'ikakauma ena 'abe'abe 'ekakiai pataba taburanimi.
1TH.3.11	Ṯanuatae bariu Tirama aika Hamaka mai eka Obiapaka Iesu katehore taeara ha kateba'oruna ai 'eumai katawahi heremi. 
1TH.3.12	Eka Obiapaka kehore emi raona'au kebapa'uana kebabonu 'aunimi ha ha katoraona'au ainimi abomo maearima ikoikiai katoraona'au ainakia, ai wai ṯaraona'au ainimi ihobona. 
1TH.3.13	Taeara ṉahomanai Obiapaka kehore aomi keba taburanakia, eka Obiapaka Iesu ena robe haukia kipokia katemai raninai wai hanona robe haumi mai beho aha'i haumiai katoao Hamaka Tirama wairanai.
1TH.4.1	Uaho'abamai e, puana neiana, ai taba'iobinimi aea katomiaho aiho Tirama keaonamo hauna aba tubabaina emi mauriai. Bariu Obiapaka Iesu atanai ṯanoinimi haeamona ṯabahi ahinimi mauri neianai katomiaho to'ona.
1TH.4.2	Wai aba to'iobina ba'iobi 'abina aeana hauna tabenimi Obiapaka Iesu ena hiabuai. 
1TH.4.3	Tirama ena nuatae hanona neiana, wai ikoimiai hanona katorobe. Wai maha porepore hoakia katohabonakia. 
1TH.4.4	Ba ikoimiai ha ha atawami kipokia hauanimi katerobe mai marikimi katomiaho. 
1TH.4.5	A'i katonabau rama haeai haukia 'abakia, ia haukia hanona Tirama a'i te'iobina. 
1TH.4.6	Babai neiana aonai hau ha uaho'abana rabona kea'i ki'ana hanona Tirama kehore ena ki'a 'arana kehorena, ai aba tahina benimi haeamona taba'iobinimi. 
1TH.4.7	Tirama eaparinaka hanona maha porepore paunai aha'i, ia mauri robenai kahamiaho paunai. 
1TH.4.8	Ua buonai ba'iobi 'abina neiana nibaki'ana hauna hanona maearima a'i nibaki'ana, ia Tirama nibaki'ana, ia hanona Auba Robe ebenimi.
1TH.4.9	Uaho'abaka aea kaharaona'au aihonakia 'abina hanona a'i katarere benimi, pokina Tirama wai aba eba'iobinimi ha ha katoraona'au ainimi. 
1TH.4.10	Wai neiana aba tubabaina ba uaho'abaka Makedoniai ikoikiai turaona'au ainakia. Uaho'abamai e, ai ṯabahi ahinimi naiana katobabai hao babai haona. 
1TH.4.11	Ai tahina benimi ihobonai emi miaho maurina katobabai haraina katomia 'ororo, kipomi emi roba katoahu mai emi aniani akana kipomi imami tohakiai katobabai. 
1TH.4.12	Mauri namona weiana kehore murimuri haukia katemariki ainimi, ba wai hau ha ahanai a'i katoehe 'au a'i katonoinoi.
1TH.4.13	Uaho'abamai e, ai ṯanuatae ainimi, weiakia te'ari haukia poukia hanona kato'iobina, weiakia ekia buabeni aha'i haukia 'abakiai a'i katoao aomi a'i keaoko'o. 
1TH.4.14	Aika naha'ikakauma Iesu e'ari haeamona emikiri mue, weiana ha'iobina Tirama Iesu kemaiaina raninai weiakia Iesu tea'ikakaumana te'ari haukia kipokia Tirama ena mauri 'ekanai kebaka'a totonakia.
1TH.4.15	Obiapaka ena ba'iobi 'abina neiana ai wai ṯahina benimi, aika miaho hauka tai kemiaho keao Obiapaka ena muemai raninai haukia aba te'ari haukia a'i kekahaonakia. 
1TH.4.16	Tirama ena pihi ke'arara mai aneru apa'uana ba'iobi 'abina keio aina aonai Obiapaka kipona kupai keriri kemai hanona Keriso tea'ikakaumana te'ari haukia katemikiri 'uai. 
1TH.4.17	Weiana murinai aika hanopaka ai kahamiaho oho hauka kea'i taeanaka kahaeao 'auhao 'ubinai ia kipokia kebararonaka Obiapaka kipokia kahabaitabu ahi, ba aika weia Obiapaka kipokia kahamiaho banaibanai. 
1TH.4.18	Ua buonai 'abi neiakiai ha ha kahaba taburanaka.
1TH.5.1	Uaho'abamai e, taba neiakia katerama ranikia mai wapukia hanona wai a'i katarere benimi. 
1TH.5.2	Pokina wai abomo aba to'iobi haraina Obiapaka ena muemai beraurana hanona bainao hauna rabi nimai 'abana. 
1TH.5.3	Weiana maearima kate'abi, “Taba ikoikiai tenamo aba nahamiaho harai” raninai, ki'a rarina 'akina kebata'u kemai ahakiai, matoha babi'e nimauri haiarana 'abana, ekia robo 'au taearana aha'i. 
1TH.5.4	Uaho'abamai e, wai hanona wapurai a'i ṯomiaho paunai beraura neiana wai a'i kebata'uta'u hurinimi bainao hauna 'abana. 
1TH.5.5	Wai ikoimiai hanona ea nahuna mai beraura nahuna haumi. Aika ikoikai hanona rabi 'ao wapura 'euna hauka aha'i. 
1TH.5.6	Ua buonai aika hanona tiparua haukia 'abakiai a'i kahaeao a'i kahaparua, ia aika hanona kahano'a aoka ketabura. 
1TH.5.7	Pokina parua haukia hanona rabi tiparua, abomo inuinu haukia hanona rabi ṯeinuinu. 
1TH.5.8	'A aika hanona beraura 'euna hauka buonai aoka ketabura, a'ikakauma mai raona'au aonai kahamiaho haharaka i'aeanai keao abomo bamauri buabena hanona kahabau'una araka ibahu abunai keao. 
1TH.5.9	Tirama aika etina'anaka hanona ena opuere kahahoaina paunai aha'i, ia aika bamauri kaha'ina eka Obiapaka Iesu Keriso paunai. 
1TH.5.10	Aika paukai Iesu e'ari hana ena mue mai raninai hamauri 'ao ha'ari re'a aika ia kipokia kahamiaho haeamo. 
1TH.5.11	Ua buonai aba tubabaina ihobonai ha ha katoba taburanimi mai katobakori 'ininimi.
1TH.5.12	Uaho'abamai e, bariu ṯanoinimi naia baiatamiai barai barai akana tibabaina haukia weiakia Obiapaka etina'anakia kate'uai ainimi katerobenimi haukia katomariki ainakia. 
1TH.5.13	Ekia aka paunai ia katomariki ainakia mai katoraona'au ainakia, mai baibuami ha ha kipokia katomiaho oioi.
1TH.5.14	Uaho'abamai e, ai ṯabahi ahinimi, 'aboro haukia katorobenakia, ao 'ubo haukia katoba taburanakia, 'abe'abe haukia katobarainakia, ikoikiai herekiai katobakiro.
1TH.5.15	Katoraona 'inina ha ena ki'a 'arana a'i katohorena, ia rani ikoinai katobabai harai 'abami herekiai mai maearima ikoikiai herekiai.
1TH.5.16	Rani ikoinai katoaonamo, 
1TH.5.17	katobahuba'ari to'o baihana, 
1TH.5.18	taba ikoikiai aokiai Tirama katobanamona, pokina neiakia hanona Tirama ena nuatae wai Keriso Iesu 'eunai haumi emi mauriai katobabainakia.
1TH.5.19	Auba Robe ena aka a'i katoba'orona matoha iruba a'i katoba'aona 'abana. 
1TH.5.20	Auba Robe herenai timai 'abikia a'i katobaoao ainakia. 
1TH.5.21	Taba ikoikiai katohobonakia, ba namokia haukia hanona kato'ini benakia. 
1TH.5.22	Ia taba ki'a obokia ikoikiai herekiai hanona katokapare.
1TH.5.23	Baibua nibenaka Tiramana ṯanoina, ia kehore taeara ikoikiai aokiai kebaberonimi kebarobenimi, ba aubami, aomi mai hauanimi maikoinai ke'ini benakia, eka Obiapaka Iesu Keriso ena mue mai raninai beho ikoikiai herekiai kebakaparenimi. 
1TH.5.24	Eaparinimi hauna hanona ena 'abi nibatohanakia, ia kehore neiana kebabaina.
1TH.5.25	Uaho'abamai e, ai paumaiai katobahuba'ari.
1TH.5.26	Uaho'abaka ikoikiai baipau robenai banamo katobenakia.
1TH.5.27	Obiapaka atanai au wai nahina benimi, marere neiana hanona katotuabina uaho'abaka ikoikiai wairakiai.
1TH.5.28	Eka Obiapaka Iesu Keriso ena aoko'o hoana ahamiai kemiaho.
2TH.1.1	Au Paulo, Sila
2TH.1.2	Ṯabahuba'ari Tirama aika Hamaka mai Obiapaka Iesu Keriso ekia aoko'o hoana mai baibua hanona ahamiai kemiaho.
2TH.1.3	Uaho'abamai e, ai wai paumiai rani ikoikiai Tirama namo 'abina ṯabena, weiana hanona ebero pokina wai emi a'ikakauma hanona niapa'ua hao apa'ua hao, mai emi raona'au ha ha heremiai mai 'abami herekiai hanona nikara'au niao. 
2TH.1.4	Hau haiara ikoikiai mai baihobo ikoikiai aokiai tubapahihi abomo emi a'ikakauma a'i tuhabona, weiakia haukia Tirama ena marea ha ha haukia wairakiai ṯapainakia.
2TH.1.5	Taba neiakia ikoikiai tibawaira tinana hanona Tirama ena bakaiai tebero. Wai Tirama ena obia aiarana paunai bariu haiara tuhoaina, ia keao puana hanona wai bero katoa'ina Tirama ena obia aiarana haumi. 
2TH.1.6	Tirama hanona mai ena bero. Ia kehore weiakia wai teba haiaranimi haukia 'arakia kebamuenakia keba haiaranakia. 
2TH.1.7	Haiara tuhoaina haumi wai ai kipokia 'araka kebenaka kaharai. Obiapaka Iesu kupai kewaira tina ena aneru taburakia kipokia katemai raninai neiana hanona kerama. 
2TH.1.8	Ia kemai mai iruba upana, weiakia Tirama a'i ṯe'iobina haukia mai eka Obiapaka Iesu ena pou namona aiana a'i tika'aina haukia hanona puma kebahoainakia. 
2TH.1.9	Ia katehaiara banaibanai mai puma katehoaina abomo katekatu'a baihana Obiapaka wairanai mai ena hiabu nuabina herenai. 
2TH.1.10	Obiapaka kemai beraurana weianai ena maearima robekia katekuti aina mai weiakia tea'ikakaumana haukia ikoikiai katebanamona. Weiana aonai wai abomimo baiatakiai weia pokina pou tahinana wai heremiai hanona toa'ikakaumana.
2TH.1.11	Neiana ṯaraonana paunai, ai wai ahamiai ṯabahuba'ari to'ona, weiana eka Tirama kehore miaho banaibanai haumiai kebaonimi ena apari ihobonai, mai ia kehore ena hiabuai emi hoahoa anikia namokia kebaramanakia mai emi a'ikakauma akakia ikoikiai kebatohanakia. 
2TH.1.12	Taeara neianai eka Obiapaka Iesu atana wai paumiai katebanamona, ba ia paunai wai katebanamonimi, eka Tirama mai Obiapaka Iesu Keriso ekia aoko'o hoana paunai.
2TH.2.1	Uaho'abamai e, eka Obiapaka Iesu Keriso ena muemai abomo aika ibararoka ia herenai hauna pouna ṯahinana, ba ṯanoinimi, 
2TH.2.2	aomi a'i katenoanoa, mahabanai 'abikia 'ao 'abi baika 'ao marere heremai ai ewahi ṉa tiho ti'abi Obiapaka ena beraura aba emai hanona wai a'i kebata'unimi 'ao nuami a'i ketae. 
2TH.2.3	Hau ha taeara neianai a'i ke'oinimi. Pokina beraura weiana hanona a'i kemai baha keaomo maearima Tirama katemurina kate'oata 'uaina ba hau pairipairi tiaporo kewaira tina, ia keao 'ekana hanona haiara banaibanai 'ekana. 
2TH.2.4	Ia hanona maearima ṯekuti ainakia tabakia ikoikiai mai tiaparinakia tirama ṉa tiho haukia ke'oatanakia, ia kipona kehorotina neiakia ikoikiai arakiai abomo keao Tirama ena marea robe aonai kemiati ba ke'abi ia kipona hanona Tirama.
2TH.2.5	Au wai heremiai raninai taba neiakia ikoikiai ahinabe ainimi, weiana wai a'i turaona 'ininakia, u? 
2TH.2.6	Abomo bariu wai aba to'iobina hiabu tabana nihore ia nia'i 'inina weiana keaomo ia ena rani tohanai hau weiana kewaira tina. 
2TH.2.7	Pokina hau pairipairi tiaporo ena hiabu aba niaka bunianai, 'a ia weiana bariu nia'i 'inina hauna kea'i 'inina keaomo ia kehe pare. 
2TH.2.8	Ba hau pairipairi tiaporo kewaira tina, iamo Obiapaka Iesu kemai raninai pinana maeabunai tiaporo keahu 'arina mai ena nuabiai kebapuana. 
2TH.2.9	Hau pairipairi hanona Satani ena hiabuai kemai hiabu bai'oikia haeai haeai, babai bai'oikia mai hoa apa'uakia bai'oikia kebabai, 
2TH.2.10	mai aka ki'a obokia haeai haeai ai ni'oinakia ia hanona kate'ari haukia. Ia kate'ari pokina 'abi tohana weiana mauri kebaibeni hauna iraona'au aina teubo aina. 
2TH.2.11	Pokina neiana buonai Tirama ehore ahurea raonana hiabuna aokiai ehorotina keaka, ia bai'oi weiana katea'i taeana. 
2TH.2.12	Weiana 'abi tohana a'i tea'ikakaumana haukia mai ki'a teaonamo aina haukia ikoikiai hanona puma katehoaina.
2TH.2.13	Uaho'abamai e, wai Obiapaka niraona'au ainimi haumi, ai wai paumiai rani ikoinai mo Tirama namo 'abina katabena, pokina popounai Tirama etina'animi,
2TH.2.14	Tirama ehore pou namona weiana ai heremiai tairoro aina haunai eaparinimi tomai mauri robena neianai, weiana emi itau eka Obiapaka Iesu Keriso ena nuabi aonai katoa'ina. 
2TH.2.15	Ua buonai uaho'abamai e, katokori 'ini, mai emai ba'iobi 'abikia tairoroai pinamaiai tahina 'ao marere ai tabenimi haukia kato'ini benakia.
2TH.2.16	Eka Obiapaka Iesu Keriso mai aika Hamaka Tirama ṯanoinakia, ia hanona eraona'au ainaka ena aoko'o hoana aonai batabura banaibanai mai buabeni namona ebenaka, 
2TH.2.17	ia kehore aomi kebakirona mai kebataburana rani ikoinai aka namokia katobabai mai 'abi namokia katohina.
2TH.3.1	Uaho'abamai e, orenai ai paumaiai katobahuba'ari, Obiapaka ena pou kerama otarai biaina ba katea'i taeana mai aonamokia ihobona wai heremiai erama 'abana. 
2TH.3.2	Abomo katobahuba'ari weiana Tirama kehore po'o haukia mai aka ki'a haukia herekiai keba karahinamai, pokina maearima bo'ona Keriso a'i tia'ikakaumana.
2TH.3.3	'A Obiapaka hanona aia ibabua 'au hauna, ia kehore kebataburanimi mai ke'aeanimi aka ki'a haukia herekiai. 
2TH.3.4	Ai Obiapaka aonai wai ṯabatohanimi tabahi ahinimi aka naiakia tubabainakia haukia katobabai to'ona.
2TH.3.5	Obiapaka kehore aomi ke'uai ainakia Tirama ena raona'au anina mai Keriso ena bapahihi hoana kato'iobi harainakia.
2TH.3.6	Uaho'abamai e, eka Obiapaka Iesu Keriso atanai ṯaharabunimi, uaho'abaka weiakia tiaboro 'ao ba'iobi tabenimi ihobokiai a'i ṯemiaho haukia herekiai katokapare. 
2TH.3.7	Weiana ai tababaina hauna wai kipomi aba to'iobina aea katoka'a aiho. Ai wai heremiai raninai a'i ta'aboro 'apua. 
2TH.3.8	Ai maearima ekia aniani a'i tani 'abaea ia 'arakia tahorenakia, ai hanona rabi mararani taka taro'ari pokina wai puma a'i tamabenimi. 
2TH.3.9	Ua tababai aiho hanona ai mai emai bero baraibarai weiana kata'ina, 'a neiana tababaina hanona ihaiha tabana wai taearanai katoka'a.
2TH.3.10	Ai wai heremiai aonai bairobe neiana abomo tabenimi, “Hau ha a'i keaka raninai, ia a'i keaniani.” 
