MAT.1.1	Ингье, Иса 
REV.3.11	Зун гьа и мукьвара къведа. Садани куь таж чуьнуьх тийидайвал, жувахъ авай 
REV.3.12	Аллагьдиз акси крарал гъалибвал къачудай гьар садакай За Зи 
REV.3.13	 иманийрин кӀватӀалриз вуч лугьузватӀа, япар авайбуруз ван атурай».
REV.3.14	Ладикей шегьерда авай иманийрин 
REV.3.15	– Заз куь крар чизва. Куьн я къайи туш, я чими. Куьн къайи тиртӀа, ва я куьн чими тиртӀа, вуч хъсан тир! 
REV.3.16	Амма куьн къуьруьгъуьм я. Куьн я чимини туш, я къайини. Гьавиляй За куь 
REV.3.17	Вучиз лагьайтӀа, куьне квекай „чахъ девлет ава, чаз са затӀни кими туш“ лугьузва. Амма квез куьн бахт авачирбур ва язухбур тирди, куьн са затӀни авачирбур, буьркьуьбур ва кьецӀилбур тирди чизвач. 
REV.3.18	За квез, квехъ девлет хьун патал, Завай михьи къизил маса къачу лугьузва. Куь кьецӀилвили квел гъизвай айиб таквадайвал За квез, Завай маса къачуна, лацу парталар алукӀун меслятзава. Куь вилеризни аквадайвал, абуруз, Завай маса къачуна, дарман квай гъуруш ягъ.
REV.3.19	Заз кӀанибуруз За абурун рехнеяр къалурзава ва абуруз жазани гузва. ГьакӀ хьайила рикӀ хци хьухь ва 
REV.3.20	Килиг гьа, Зун ракӀарихъ гала, За ракӀар гатазва: Зи ван хьана, ни Заз ракӀар ахъаяйтӀа, Зун гьадан кӀвализ гьахьда, За адахъ галаз санал фу неда, адани Захъ галаз неда.
REV.3.21	Зун гьикӀ гъалиб хьанатӀа, гьикӀ Зи 
REV.4.1	Идалай кьулухъ заз цаварин ахъа ракӀар акуна. Виликдай зав рахай, къаргъудай къвезвай хьтин ванци Заз лагьана:
REV.4.1	– Иниз хкаж хьухь, за ваз идалай кьулухъ вуч хьана кӀандатӀа къалурда.
REV.4.2	Зак садлагьана 
REV.4.3	ЧӀехи тахтуна Ацукьнавайда къацу яспис ва яру сардис лугьудай багьа къашари гудай хьтин нурар чукӀурзавай. ЧӀехи тахт къацу зумруд лугьудай багьа къашуни чукӀурдай хьтин нурарин хважамжамди элкъуьрна кьунвай. 
REV.4.4	ЧӀехи тахт къанни кьуд гъвечӀи тахтунин юкьва авай. А тахтарал къанни кьуд агъсакъал ацукьнавай. Абурал лацу парталар, кьилерални къизилдин тажар алай. 
REV.4.5	ЧӀехи тахтунилай цӀайлапанарни къукърумар, гьарай-эвер алахьзавай. Адан вилик ирид чирагъ кузвай. Абур Аллагьдин ирид руьгь тир. 
REV.4.6	ЧӀехи тахтунин вилик буьлуьл
REV.4.7	Чан алай сад лагьай затӀ асландиз, кьвед лагьайди данадиз ухшар тир. Чан алай пуд лагьай затӀунихъ инсандин хьтин чин авай, кьуд лагьайди лув гузвай лекь хьиз аквазвай. 
REV.4.8	Чан алай гьар са затӀунихъ ругуд лув квай, луварин кӀаникайни винелай гзаф вилер авай. Чан алай кьуд затӀари юкъуз-йифиз датӀана лугьузва:
REV.4.9	Чан алай затӀари тахтунал Ацукьнавайдаз, Мидаим Чан Алайдаз шукурар, гьуьрметар ийидайла, Адаз тарифдин гафар лугьудайла, 
REV.4.10	Тахтунал Ацукьнавайдан вилик къанни кьуд агъсакъал метӀерал акъваззава, эбеди чан алай Адаз икрам ийизва, чпин кьилерал алай тажар чӀехи тахтунин вилик эцигиз, икӀ лугьузва:
REV.5.1	Ахпа заз тахтуна Ацукьнавайдан эрчӀи гъиле кхьинар алай къаргъу аваз акуна. Къаргъудин къенени, винелни кхьинар авунвай. Ам ирид муьгьуьр яна агалнавай. 
REV.5.2	Заз зурба са 
REV.5.2	– И къаргъудал алай муьгьуьрар алудуниз ва ам ахъаюниз вуж лайих я? – лагьана ада кӀеви ванцелди.
REV.5.3	Я цаварал алай, я чилерал алай, я чилерин кӀаник квай садавайни ахъайна къаргъудиз килигиз жезвачир. 
REV.5.4	Къаргъу ахъайна кӀелиз кьванни жедай лайих авай кас хьанач лугьуз, зун рикӀ хъуткьуниз шехьна. 
REV.5.5	А чӀавуз агъсакъалрикай сада заз лагьана:
REV.5.5	– Шехьмир! Ингье, 
REV.5.6	Заз къурбанд 
REV.5.7	 атана тахтуна Ацукьнавайдан эрчӀи гъиляй къаргъу къачуна. 
REV.5.8	Ада къаргъу къачурла, чан алай кьуд затӀни къанни кьуд агъсакъал КӀелен вилик метӀерал акъвазна. Абурув гьар садав са арфани атиррив ацӀанвай къизилдин сукӀра гвай. Атирар – Аллагьдиз талукьбурун 
REV.5.9	Чан алай кьуд затӀунин агъсакъалри цӀийи мани лагьана:
REV.5.11	Заз тахт, чан алай кьуд затӀ ва агъсакъалар юкьва туна акъвазнавай гзаф малаикар акуна, абурун ванер атана. Абурун кьадарни лап тежер кьван гзаф хьанвай, агъзур агъзурдав кьван агакьнавай. 
REV.5.12	Абуру кӀеви ванцелди лугьузвай:
REV.5.13	Заз цаварал алай, чилерал алай, чилерин кӀаник квай, гьуьлерал алай вирида икӀ лугьудай ван атана:
REV.5.14	Чан алай кьуд затӀуни «амин» лагьана. Къанни кьуд агъсакъал метӀерал акъвазна ва абуру тахтуна Ацукьнавайдаз икрам авуна.
REV.6.1	Заз 
REV.6.1	– Инал ша!
REV.6.2	Ингье, заз лацу шив акуна, адал гъиле чемерукӀ авай сад ацукьнавай. Мияхдиз
REV.6.3	КӀеле кьвед лагьай муьгьуьр алудайла, заз чан алай кьвед лагьай затӀунин ван атана.
REV.6.3	– Инал ша!
REV.6.4	Гила цӀай хьтин куьрен шив атана. Адал ацукьнавайдаз чилел инсанри сада сад рекьиз дявеяр ийидай ихтияр гана. Адан гъиле чӀехи турни туна.
REV.6.5	КӀеле пуд лагьай муьгьуьр алудайла, заз чан алай пуд лагьай затӀунин ван атана:
REV.6.5	– Инал ша!
REV.6.5	Ингье, заз чӀулав шив акуна. Адал миях алай. Адан гъиле терезар авай. 
REV.6.6	Заз чан алай кьуд затӀунин арадай ихьтин ван атана:
REV.6.6	– Са йикъан гьакъидин къимет – са киле къуьл хьурай; са йикъан гьакъидин къимет – тек пуд киле мух хьурай! Зейтун тарар
REV.6.7	КӀеле кьуд лагьай муьгьуьр алудайла, заз чан алай кьуд лагьай затӀунин ван атана:
REV.6.7	– Инал ша!
REV.6.8	Ингье, заз мейитдин ранг алай шив акуна, адал Ажал тӀвар алай сад ацукьнавай. Адан гуьгъуьналлаз агъа 
REV.6.9	КӀеле вад лагьай муьгьуьр алудайла, заз 
REV.6.10	Руьгьери кӀеви ванцелди цӀугъ авуна:
REV.6.10	– Я Вири Ихтияррин Иеси! Я 
REV.6.11	Ягъна кьейибурув гьар садав лацу парталар вугана. Абуруз чилел аламай чпин юлдашрикай, стхайрикай ва вахарикай, са кьадарбур яна рекьидалди са тӀимил вахтунда секин хьана акъваз лагьана.
REV.6.12	Заз КӀеле ругуд лагьай муьгьуьр алудайди акуна. ЧӀехи залзала хьана, рагъ, ших хьиз, чӀулав хьана, ацӀай варзни, иви хьиз, – яру. 
REV.6.13	Гъетер цавай чилел аватна, налугьуди гару юзурзавай инжилдин тарци вичин чранвачир инжилар гадарзава. 
REV.6.14	Цав къаргъу хьтиндаз элкъвена. Дагъларни гьуьлерал алай къураматар алай чкадилай юзана. 
REV.6.15	Чилин пачагьар, везир-векилар, девлет авайбур, кьушунрин кьилевайбур, къуват авайбур, гьар са лукӀ ва азад инсан магъарайрани дагъларин хъиткьерра чуьнуьх хьана. 
REV.6.16	Абуру дагъларизни къванериз лугьузвай:
REV.6.16	– Чи винел ават. Чун тахтуна Ацукьнавайдан вилерикай ва КӀелез атанвай хъилекай кӀев ая. 
REV.6.17	Тахтунал Ацукьнавайдаз ва КӀелез хъел къведай чӀехи югъ алукьнава. Нивай а хъилен вилик акъвазиз жеда кьван?
REV.7.1	Ахпа заз чилин кьуд пипӀел акъвазнавай кьуд 
REV.7.2	Заз рагъэкъечӀдай патай хкаж жезвай маса малаик акуна. Адав чан алай Аллагьдин тагъма гвай. Чилизни гьуьлуьз зиянар гунин ихтияр гвай и кьуд малаикдиз ада кӀевиз гьарайна:
REV.7.3	– Чи Аллагьдин лукӀарин пелерал тагъма гьалч тавунмаз я чилиз, я гьуьлуьз, я тарариз зиянар гумир.
REV.7.4	Заз пелел тагъма гьалчайбурун кьадар гьикьван ятӀа ван хьана: 
REV.7.5	Рувенан тайифадикай цӀикьвед агъзур касдал,
REV.7.5	Гадан тайифадикай цӀикьвед агъзур касдал,
REV.7.6	Ашеран тайифадикай цӀикьвед агъзур касдал,
REV.7.6	Нифталидин тайифадикай цӀикьвед агъзур касдал,
REV.7.6	Манашедин тайифадикай цӀикьвед агъзур касдал,
REV.7.7	Шимунан тайифадикай цӀикьвед агъзур касдал,
REV.7.7	Левидин тайифадикай цӀикьвед агъзур касдал,
REV.7.7	Исахаран тайифадикай цӀикьвед агъзур касдал,
REV.7.8	Забулунан тайифадикай цӀикьвед агъзур касдал,
REV.7.9	Ахпа ингье заз лап гзаф инсанар акуна. Абурун кьадар садавайни гьисабиз жедачир. Абур чилин вири тайифайрикайни тухумрикай, гьар жуьредин чӀаларал рахазвай халкьарикай тир. Абур лацу парталар алаз, гъилера хурмадин тарцин хилер аваз ЧӀехи тахтунин ва 
REV.7.10	КӀеви ванцелди абуру лугьузвай:
REV.7.10	– Тахтуна ацукьнавай чи Аллагьди ва КӀеле вири хиласда.
REV.7.11	Вири малаикри тахтни агъсакъаларни чан алай кьуд затӀ элкъуьрна юкьва тунвай. Абуру тахтунин вилик метӀерал акъвазна, чинар агъуз ийиз Аллагьдиз икрамна.
REV.7.12	– 
REV.7.13	Агъсакъалрикай сада завай хабар кьуна:
REV.7.13	– И лацу парталар алайбур вужар я? Абур гьинай атанвайбур я?
REV.7.14	– Заз чидач, ваз чизва, зи агъа, – лагьана за.
REV.7.14	– Абур чӀехи азиятрай акъатнавайбур я, – лагьана ада. – Абуру чпин парталар КӀелен Ивидай чуьхвена ва пекер михьи-лацу хьана.
REV.8.2	Заз Аллагьдин вилик акъвазнавай ирид 
REV.8.3	Ахпа са маса малаик атана, 
REV.8.4	Атирар кана акъатзавай гум Аллагьдиз талукь ксарин дуьайрихъ галаз малаикдин гъиле авай сукӀрадай Аллагьдин вилик хкаж хьана. 
REV.8.5	Малаикди атирар кузвай сукӀра хкажна, ам къурбангандилай къачунвай кузвай цукӀварив ацӀурна, ахпа абур чилел ичӀирна. Гьа чӀавуз гьарай-эвер акъатна, къукърумарни цӀайлапанар яна. Чилел залзала хьана.
REV.8.6	Гьар садав са къаргъу гвай ирид 
REV.8.7	Сад лагьай малаикди къаргъу яна. Иви какахьнавай харни цӀай акъатна чилел авахьна. Чилин пудай са паюнал алай тарарни къацу векь кана.
REV.8.8	Кьвед лагьай малаикди къаргъу яна. ЦӀай кьуна кузвай чӀехи дагъ гьуьлуьз аватна. Гьуьлуьн пудай са паюникай иви хьана. 
REV.8.9	Гьуьле уьмуьр тухузвай чан алай кьван гьайванрин пудай са пай кьена, гимийрин пудай са пайни терг хьана.
REV.8.10	Пуд лагьай малаикди къаргъу яна. Кузвай чирагъдиз ухшар чӀехи гъед цавай аватна. Ам вацӀарин ва булахрин пудай са паюнал алукьна. 
REV.8.11	И гъетрен тӀварни Явшан тир. Пудай са пай вацӀарани булахра авай яд явшан хьиз туькьуьл хьана. Туькьуьл хьайи яд хъвайивиляй гзаф инсанар кьена.
REV.8.12	Кьуд лагьай малаикди къаргъу яна. Ракъининни, вацранни, гъетеринни пудай са пай кьуна. Абур мичӀи хьана. Йикъан пудай са пай экуьникай магьрум хьана, йифен пудай са паюна вацрани гъетери экв ганач.
REV.8.13	Заз цавун юкьвай тӀуз лув гузвай лекь акуна ва адан ван хьана.
REV.8.13	– Гуж я, гуж я, гуж я чилел уьмуьр тухузвай квез муькуь пуд малаикдин къаргъуйрин ванери ийидайди! – лагьана ада кӀеви ванцелди.
REV.9.1	Вад лагьай малаикди къаргъу яна. Заз цавай чилел аватай гъед акуна. Малаикдив гургусдин
REV.9.2	Ада гургусдин къуй ахъайна. Анай чӀехи пичинай хьиз гум акъатна. Гургусдай акъатай гумадик рагъ ва гьава чӀулав хьана. 
REV.9.3	Гумадай гзаф цицӀерин лужар акъатна чилел фена. Абуруз акьрабриз авай хьтин къуват гана. 
REV.9.4	ЦицӀериз я чилин векьериз, я маса къацу векьиз-кьалаз, я са тарциз зиян гумир лагьана, зиянар гуз хьайитӀа, анжах пелерал Аллагьдин тагъма алачир инсанриз це лагьана. 
REV.9.5	ЦицӀериз ахьтин инсанар рекьидай ваъ, анжах вад вацран къене абуруз азаб-азият ийидай ихтияр гана. ЦицӀери гудай азабар акьрабди хуз гайидай я. 
REV.9.6	А йикъара инсанар чпин ажалдихъ къекъвез жеда, амма абуруз жагъидач. Абуруз чеб кьена кӀан жеда, амма ажал абурукай катда. 
REV.9.7	Чпин акунралди цицӀерин луж дяведиз гьазурнавай шиверин рамагдиз ухшар тир; цицӀерин кьилерал къизилдин тажар хьтинбур алай, абурун чинар, лагьайтӀа, инсанрин чинриз ухшар тир. 
REV.9.8	Абурун чӀарар папан чӀарар хьиз тир, сарар асландин кӀирериз ухшар тир. 
REV.9.9	Абурал ракьукай авунвай хьтин кьеркьер алай. Абурун луварин ван дяведиз физвай шиверихъ галай дапурагрин чархарин ван хьиз тир.
REV.9.10	ЦицӀерин тумарихъ, акьрабрин тумарихъ хьиз, хузар авай. ЦицӀериз вад вацран къене инсанриз зиянар гунин ихтияр ганвай.
REV.9.11	ЦицӀерин кьиле гургусдин пачагьвалзавай малаик авай. Адан тӀвар 
REV.9.12	Сад лагьай гуж алатна. Ингье гила адан гуьгъуьналлаз мад кьве гуж къведа.
REV.9.13	Ругуд лагьай малаикди къаргъу яна. Заз Аллагьдин вилик квай 
REV.9.14	А ванци къаргъу гвай ругуд лагьай малаикдиз лагьана:
REV.9.14	– ЧӀехи Эфрат вацӀун патав кутӀуннавай кьуд малаик ахъая. 
REV.9.15	Инсанрин пудай са пай терг ийиз эгечӀдай сят ва югъ, варз ва йис патал гьазурнавай кьуд малаикни ахъайна. 
REV.9.16	Эфратдин патавай шиверал алайбурун кьушун экъечӀна. Заз аскеррин кьадар гьикьван ятӀа ван хьана. Абуруз кьадар авачир. 
REV.9.17	Заз шиверни мияхар ихьтинбур яз акуна: мияхрал цӀай хьтин яру, мичӀи-вили ва гугурт хьиз хъипи кьеркьер алай. Шиверин кьилер асланрин кьилер хьиз тир. Абурун сиверай цӀайни, гугуртни гум акъатзавай. 
REV.9.18	И пуд завалдик, шиверин сиверай акъатзавай цӀукни, гумадикни гугуртдик инсанрин пудай са пай телеф хьана. 
REV.9.19	Шиверин къуват, лагьайтӀа, абурун сиверани тумара авай. Абурун тумарин чкадал гъуьлягъар алай. Шивери гъуьлягърин кьилералди зиянар гузвай. 
REV.9.20	И завалрик кьин тавур инсанри чпи туькӀуьрай 
REV.9.21	А инсанри маса ксар ягъиз рекьин, суьгьуьрчивилер, явавилер, угъривилер авун акъвазарнавачир.
REV.10.1	Заз циф галчукна цавай эвичӀзавай къуват авай са маса 
REV.10.2	Адан гъиле гъвечӀи ахъа ктаб авай. Ада вичин эрчӀи кӀвач гьуьлел, чапла кӀвачни чилел эцигна. 
REV.10.3	Ада, асланди хьиз, кӀеви ванцелди гьарайна. Адан гьарайдиз цавун ирид къукърумди жаваб хгана. 
REV.10.4	Ирид къукърум рахайла, зун кхьиз гьазур хьана. Амма цаварилай зав са ван агакьна:
REV.10.4	– Ирид къукърумди вуч лагьанатӀа жуван къене хуьх, кхьимир.
REV.10.5	Заз гьуьлени чилел акъвазнаваз акур малаикди эрчӀи гъил цавуз хкажна, 
REV.10.6	цаварни ва цавара вуч аватӀа, чилни ва чилел вуч алатӀа, гьуьлни ва гьуьле вуч аватӀа Вири Халкь Авур Даим Уьмуьр Тухузвайдал кьин кьаз лагьана:
REV.10.6	– Вахт атана алукьнава. 
REV.10.7	Ирид лагьай малаикди къаргъу ягъайла, Аллагьди Вичиз къуллугъзавай 
REV.10.8	Заз цавалай атай ван мад гъилера захъ галаз рахана.
REV.10.8	– Алад, – лагьана ада, – фена, гьуьлелни чилел акъвазнавай малаикдин гъилевай ахъа ктаб къачу.
REV.10.9	Малаикдин патав фена, за лагьана:
REV.10.9	– Зав ктаб гице.
REV.10.9	– Къачуна, ам неъ, – лагьана ада. – Ам ви руфуна туькьуьл хьайитӀани, ви мецел ам, вирт хьиз, ширин жеда.
REV.10.10	За малаикдин гъиляй ктаб къачуна тӀуьна. Ам зи мецел, вирт хьиз, ширин тир. Амма зи руфуна ам туькьуьл хьана. 
REV.10.11	И чӀавуз заз лагьана:
REV.10.11	– Жуьреба-жуьре чӀаларал рахазвай халкьарин, тайифайрин ва пачагьрин кьилел вуч къведатӀа, къедлай кьулухъ вуна мад пайгъамбарди хьиз лугьуда.
REV.11.1	Зав яргъи лаш хьтин аса вугана ва лагьана:
REV.11.1	– Къарагъ, фена, Аллагьдин Ибадатханани 
REV.11.2	Ибадатханадин къеце патан гъен тур, ам алцум мийир. Анаг маса халкьарин ихтиярда тунва. Абуру яхцӀурни кьве вацран муьгьлетда 
REV.11.3	За зи кьве шагьиддиз Зи мецелай рахадай ихтияр гуда. Абуру рекъинай ягъ тавунвай сарикай хранвай парталар алаз агъзурни кьве вишни пудкъад юкъуз пайгъамбарвал ийида.
REV.11.4	И кьве шагьид – зейтундин кьве тарни я, кьве чирагъганни я. Абур кьведни вири дуьньядин пачагь тир Аллагьдин вилик акъвазнава. 
REV.11.5	Садаз абурун хатур хаз кӀан хьайитӀа, абурун сивяй цӀай акъатда, цӀу абурун душманар туькьуьнда. Сада абурун хатур хайитӀа, а кас гьа и За лагьайвал рекьида. 
REV.11.6	Абуру пайгъамбарвал ийидай йикъара марф къун тавун патал, абуруз цав агалдай ихтияр ава. Вири ятарни абурун ихтиярда ава. Абуруз чпиз кӀан хьайи гьи чӀавуз хьайитӀани ятар ивидиз элкъуьрдай ва чил жуьреба-жуьре завалралди акӀажардай ихтияр ава. 
REV.11.7	Абуру чпин шагьидвал авуна куьтягьайла, гургусдай
REV.11.8	Ада абурун мейитар чӀехи шегьердин куьчедал тада. А шегьерда чи 
REV.11.9	Гьар жуьре чӀаларал рахазвай халкьарикай, тухумрикай, тайифайрикай тир инсанар пуд югъни зура абурун мейитриз килигиз жеда ва абур кучукиз тадач. 
REV.11.10	Чилел алай инсанар и кардал шад жеда ва абуру хвешивилер ийида, сада садаз савкьватар ракъурда, вучиз лагьайтӀа и кьве 
REV.11.11	Амма пуд югъни зуралай кьенвайбурук Аллагьди ракъурнавай чан 
REV.11.12	Кьве шагьиддиз цаварилай ван хьана:
REV.11.12	– Иниз хкаж хьухь.
REV.11.12	Абур цифедаллаз цавуз хкаж хьана. Душманар абуруз килигиз амай. 
REV.11.13	Гьа чӀавуз зурба залзала хьана. Шегьердин цӀудай са пай чкӀана. Залзаладик ирид агъзур кас телеф хьана. Амай инсанрик кичӀ акатна. Абуру Аллагьдиз шукурар авуна.
REV.11.14	Кьвед лагьай гуж алатна. Ингье фад-фад пуд лагьай гуж къвезва.
REV.11.15	Ирид лагьай 
REV.11.15	– Дуьньядикай Чи 
REV.11.16	Аллагьдин вилик квай тахтарал алай къанни кьуд агъсакъални метӀерал акъвазна. Абуру чинар агъузна Аллагьдиз икрам ийиз 
REV.11.17	лагьана:
REV.11.19	Аллагьдин цава авай Ибадатхана ахъа хьана. Виридаз Ибадатханада авай Адан весийрин сандух акуна. ЦӀайлапанар яна. Гьарай-эвер акъатна. Цавари къукърумарна. Чилерал залзала хьана. Зурба хар къвана.
REV.12.1	Цавал са чӀехи кардикай хабар гудай 
REV.12.2	Ам кӀвачел залан тир. Аял хадалди вилик жедай азабди гузвай тӀалдик папа гьарайзавай. 
REV.12.3	Цавал са маса ишарани акьалтна. Ам са чӀехи яру аждагьандин шикилда авай. Аждагьандал ирид кьилни цӀуд карч алай, гьар са кьилел са таж алай. 
REV.12.4	Адан тумуни цавалай гъетерин пудай са пай шутхунна, чилел гадарна. Аждагьан аял хазвай папан вилик акъвазна. Папа аял хунни кумаз аждагьандиз адан таза аял нез кӀанзавай. 
REV.12.5	Папа гада хана. Аялди гъиле ракьун аса кьуна вири халкьарал пачагьвал авуна кӀанзавай. Папан аял Аллагьди Вичин тахтунин патав хутахна. 
REV.12.6	Паб аждагьандикай кьурумдиз катна. Ана Аллагьди адаз чка гьазурнавай. Ана агъзурни кьве вишни пудкъад юкъуз папан къайгъу чӀугун лазим тир.
REV.12.7	Ахпа цаварал дяве хьана. Мукаила ва адан 
REV.12.8	ва кӀаник акатна. Аждагьан ва адан малаикар цаварилай чукурна. 
REV.12.9	Аждагьан, лагьайтӀа, къадим гъуьлягъ
REV.12.10	А чӀавуз заз цавай кӀеви ван атана:
REV.12.13	Аждагьандиз вич чилел гадарнавайди акурла, ам гада ханвай папан геле къекъвез эгечӀна. 
REV.12.14	Папавай аждагьандин хурукай кьурумдиз вичиз гьазурнавай чкадиз лув гуз жедайвал, адаз чӀехи лекьрен кьве лув гана. Ана Аллагьди са йисуз, кьве йисуз ва зур йисуз папан къайгъу чӀугун лазим тир.
REV.12.15	Аждагьанди вичин сивяй папан гуьгъуьниз са вацӀ ацӀай кьван яд ахъайна. Адаз паб вацӀу тухвана кӀанзавай. 
REV.12.16	Амма чили папаз куьмек гана. Чили вичин сив ахъайна, аждагьандин сивяй авахьай вацӀ туькьуьнна. 
REV.12.17	Аждагьандиз папакай пара пис хъел атана. Ам папа ханвай маса ксарал, яни Аллагьдин тагькимар хуьз, Иса 
REV.12.18	Аждагьан атана гьуьлуьн кьерел акъвазна.
REV.13.1	Заз гьуьлуькай хкечӀзавай ничхир акуна. Адал ирид кьилни цӀуд карч алай. Адан гьар са крчунал са таж алай. Кьилерал тӀварар кхьенвай. А тӀварар 
REV.13.2	Заз акур ничхир лекьендиз ухшар тир. Адан кӀвачер севрен кӀвачер хьтинбур, сив асландин сив хьтинди тир. Аждагьанди вичин къуватни тахт ва вичин ихтиярар ничхирдиз гана.
REV.13.3	Ничхирдин са кьилел гзаф пис хер алай. А хирекай кьил рекьидай хьиз тир. Амма а хер сагъ хъхьана. Ничхирдиз килигзавай чилеллай инсанар мягьтел хьана ва адан гуьгъуьнаваз фена. 
REV.13.4	Абуру, ничхирдиз вири ихтиярар гайивиляй, а аждагьандиз икрам авуна. Абуру ничхирдизни икрам авуна.
REV.13.4	– И ничхирдив вуж агакьда? Нивай адахъ галаз женгиниз экъечӀиз жеда? – лагьана абуру. 
REV.13.5	Ничхирдиз дамах гваз Аллагьдикай аси ихтилатар ийиз рахадай сив гана. Адаз вичин кӀвалахар яхцӀурни кьве вацран къене ийидай ихтиярар гана. 
REV.13.6	Ничхир Аллагьдикай, Адан 
REV.13.7	Адаз Аллагьдиз талукьбурухъ галаз дяве ийидай ва абурал гъалиб жедай ихтияр гана. Адаз жуьреба-жуьре чӀаларал рахазвай тухумрал, халкьарал, ва тайифайрал гьукумвалдай ихтиярни гана. 
REV.13.8	Къурбанддиз акъуднавай 
REV.13.9	Нихъ япар аватӀа, гьадаз ван атурай.
REV.13.11	Ахпа заз маса ничхир акуна. Ам чиликай хкечӀзавай. Адал кӀелен хьтин кьве карч алай. Адан ван аждагьандин ван хьтинди тир. 
REV.13.12	И ничхирдизни гьа сифтегьан ничхирдиз ганвай хьтин вири ихтиярар авай. Ада вичин крарни гьа сифтегьандан вилик ийизвай. Ада вири дуьньяда авайбур гзаф пис хер сагъ хъхьай сифтегьан ничхирдиз икрам авуниз мажбурзавай. 
REV.13.13+REV.13.14	Адаз сифтегьан ничхирдин вилик аламатар къалурдай ихтияр ганвай. Ада чӀехи керемат-ишараяр ийизвай. Ада, инсанриз аквадайвал, гьатта цаварилай чилерал цӀайни къурзавай. Ихьтин керемат-ишарайралди кьвед лагьай ничхирди инсанар алцурарзавай. Ада чилел алайбуруз хер сагъ хъхьай ничхирдин къамат-кӀалуб расна гьазур ая лугьузвай. 
REV.13.15	Адаз сад лагьай ничхирдин кӀалубдал чан гъидай къуват гана ва ада кӀалубдал чанни гъана. И кӀалубдивай гьатта рахазни жедай. Кьвед лагьай ничхирди а кӀалубди вичиз икрам тавурбур ягъиз рекьидайвални авунай. 
REV.13.16	Кьвед лагьай ничхирди гъвечӀибурун ва чӀехибурун, девлет авайбурун ва саилрин, азадбурун ва лукӀарин виридан эрчӀи гъилел ва я пелел тагъма гьалчдайвал авуна. 
REV.13.17	ГьакӀни и тагъма, яни ничхирдин тӀвар ва я адан тӀварцӀин рекъем, алайбурулай гъейри мад садазни са затӀ маса къачудай, я маса гудай ихтияр ганач.
REV.13.18	Инал акьул-камал герек я. Низ акьул аватӀа, къуй ада ничхирдин рекъемдин мана чир авурай. А рекъемди виче инсандин тӀвар чуьнуьхнава. Адан рекъем ругуд вишни пудкъанни ругуд я.
REV.14.1	Ингье, заз 
REV.14.2	Заз цаварилай арфаяр язавай хьтин ван атана. А ван чӀехи селдин ванцизни зурба къукърумрин ванциз ухшар тир. 
REV.14.3	Тахтунин, чан алай кьуд затӀунин агъсакъалрин вилик цӀийи мани лугьузвай. Аллагьди хиласнавай вишни яхцӀурни кьуд агъзур касдилай гъейри садавайни и мани чириз жедачир. 
REV.14.4	А ксари садрани папарихъ галаз чӀуру крар авуначир, абур 
REV.14.5	Абурун мецел тапан гаф алачир, абурук рехне квачир.
REV.14.6	Заз маса 
REV.14.7	Ада кӀеви ванцелди лагьана:
REV.14.7	– Аллагьдихъай кичӀе хьухь. Адан тариф ая. Ада инсанрин дуван ийидай вахт алукьнава. Цавни чил, гьуьлни булахар халкь авур Халикьдиз икрам ая.
REV.14.8	Сифтегьан малаикдин гуьгъуьнал алаз маса малаик атана.
REV.14.8	– ЧӀехи шегьер 
REV.14.9	Сифте кьве малаикдин гуьгъуьнал алаз пуд лагьай малаик атана.
REV.14.9	– Ничхирдизни адан кӀалубдиз икрамзавай ва вичин пелел ва я гъилел тагъма гьалчун кьабулзавай ксари 
REV.14.10	Аллагьдин 
REV.14.11	Абуруз азабар гузвай цӀун гум даим яз цавуз хкаж жеда. Ничхирдизни адан кӀалубдиз икрамзавайбуруз ва адан тӀвар алай тагъма кьабулзавайбуруз я юкъуз, я йифиз секинвал жедач.
REV.14.12	Исятда Аллагьдиз талукьбуруз, Адан тагькимрал амал ийизвайбуруз ва Исадихъ 
REV.14.13	Заз цаварилай ван атана:
REV.14.13	– Кхьихь: къедлай кьулухъ Аллагь рикӀеллаз рекьизвайбур 
REV.14.13	– Эхь, гьакӀ я, – лагьана 
REV.14.14	Ингье, заз цавай экуь циф акуна. А цифедал Инсандин 
REV.14.15	Ибадатханадай маса 
REV.14.15	– Жуван мукал кардик кутур ва гвен гуьг. Гвен гуьдай вахт алукьнава. Чилел гвенар чранва.
REV.14.16	Цифедин гапӀалдал ацукьнавайда вичин мукалдив чилел алай гвен гуьз эгечӀна ва гвена куьтягьна.
REV.14.17	Ахпа цаварал алай Ибадатханадай маса малаик экъечӀна. Гьадавни хци мукал гвай. 
REV.14.18	 патавай маса малаик атана. Адаз цӀал гьукумвал ийидай къуват ганвай. Ада мукал хьтин хци чукӀул гвай малаикдиз кӀеви ванцелди гьарайна:
REV.14.18	– Жуван мукал кардик кутур. Чилел алай ципицӀрин чӀереяр атӀутӀ. Абурал алай бегьерар дигмиш хьанва.
REV.14.19	Малаикди вичин чукӀулдив чилел алай гвен гуьз эгечӀна, ципицӀрин чӀереяр атӀана ва абур ципицӀар шуткьурдай чкадиз, яни Аллагьдин 
