MAT.1.1	Leꞌa bexa ndee bexa ngok usan gox polta ten Jesucristo, dub xa ras David no xa ras Abraham.
1PE.4.12	Bego amig ten naꞌ, lá yanseana bega gor na uzhebpa kweaꞌ nchaꞌtid bega, leꞌa ta wa ga lika gak. 
1PE.4.13	Ndi bten ladna bega geal no bega nsatid ltsaꞌa be gealkweaꞌ utid Cristo, ndontsa liga uzhebpa iten ladna bega wizh ilengal xa. 
1PE.4.14	Tal leꞌa be men xela níꞌi ndoꞌ bega ke na nak bega xmen Cristo, uzhebpa wen yoo ladna bega, leꞌa ta ndun bexa wa nluu leꞌa Espíritu ten Dios ncho ladoꞌo bega. Leꞌa bexa wa kweaꞌ níꞌi ndoꞌ Cristo, ná leꞌa bega ndi ndun ta nsak ladna Cristo. 
1PE.4.15	Leꞌa bexa na ndut men nsabndoꞌka iniꞌí gealkweaꞌ, no liga bexa ndun gealwaꞌan, no bexa ndun ta ugap, no bexa nyote ndoꞌ ta ten stubga men. Parea leꞌa bega naꞌanpa li nak. 
1PE.4.16	Ná tal leꞌa bega iniꞌí gealkweaꞌ ta na nak bega xmen Cristo, lá ido ladna bega; ndi bsaꞌa bega xno ndoꞌ Dios leꞌa bega nak xmen xa.
1PE.4.17	Leꞌa nat yamer isaxan tiemp iniꞌí be men be gealkweaꞌ. Leꞌa beuna nak xmen xa ned iniꞌí gealkweaꞌ wa, weꞌe mas juert yoo be men lá nxobgek ndoꞌ diꞌizh wen ten Dios. 
1PE.4.18	Lak nkeaniꞌi diꞌizh ten Dios, ndab‑a:
1PE.4.18	Leꞌa be men wen sian be gealkweaꞌ itid ndontsa gap xa gealnaban,
1PE.4.18	¿mata gal bexa ugap nak, bexa ndap ke ndoꞌ Dios?
1PE.4.19	Tal leꞌa bega itid ndoꞌ be gealkweaꞌ lak nlad Dios, byun bega cuent gealnaban ten bega ndoꞌ Dios xa mbindeꞌe bega, no bin bega be ta wen ndoꞌ Dios, leꞌa xa wa naꞌanpa ulaꞌa bega.
1PE.5.1	Leꞌa naꞌ ndee nak dub xa nchansu be xmen Cristo, no uní naꞌ xteꞌe utid Cristo be gealkweaꞌ, no gal usoꞌ naꞌ dub sa isoꞌob naꞌ wats Cristo zha ilen xa. Ta weꞌe naꞌab naꞌ ndoꞌ bego na nchansu be xmen Cristo, 
1PE.5.2	utsin blaꞌach bega bexa wa, leꞌa Dios msaꞌa bexa ulaꞌach bega. Bin bega ta wa idub ncho ladna bega, naꞌanpa cuent dub ta lajuerska gun bega. No naꞌanpa ukwaꞌan bega med, ndi gaknotsa bega bexa lak nlad Dios. 
1PE.5.3	No naꞌanpa gak bega cuent dub xa leꞌa nibeꞌe bexa wa, ndi utsin gok bega ndontsa iniꞌí bexa xteꞌe nsabndoꞌ gak bexa. 
1PE.5.4	Weꞌe gor na ilen Cristo xa na nchansu beuna, leꞌa bega gal usoꞌ dub ta uzhebpa nsak, ta nunk lá idub.
1PE.5.5	No liga bego bexa ben nsabndoꞌ uxobgek bega ndoꞌ bexa nchansu bega. Iteanak bega utsin gok ndoꞌ be ltsaꞌa bega, naꞌanpa izhinna bega. Leꞌa diꞌizh ten Dios nkeaniꞌi ndab‑a:
1PE.5.5	Leꞌa Dios lá ndakno bexa zhin,
1PE.5.5	leꞌa xa ndi ndakno bexa bchaꞌan nak.
1PE.5.6	Byak byux bega ndoꞌ yaꞌa Dios xa ndon leꞌa juert, weꞌe uxapso Dios bega gal zha li nsabndoꞌ gun xa. 
1PE.5.7	Blaꞌa bega itea be ta nyuꞌ ladna bega ndoꞌ yaꞌa Dios, leꞌa Dios nlaꞌachka bega.
1PE.5.8	List ute bega no blaꞌach bega, leꞌa maxuꞌu ndakloo ndoꞌ bega nlad utsabgix bega. Leꞌa maxuꞌu nkesea cuent dub mbiꞌizh nbezh, nkeseakwaꞌan ma ta gaw ma. 
1PE.5.9	Lá ulaꞌa bega gak ta nlad maxuꞌu, ndi mas bgeꞌ ladna bega Dios. Leꞌa bego uniꞌíka leꞌa be gealkweaꞌ ntid bega wa, leꞌa idub ndoꞌ gizhliyo ndee ndencho ltsaꞌa bega nokaga lbaꞌa nchaꞌtid ndoꞌ gealkweaꞌ. 
1PE.5.10	Leꞌa zha na yá utidla bega ndoꞌ ta wa dub ndeꞌep, leꞌa Dios gun gaꞌal gak bega, no gakno xa bega, no gun xa juert gak ladoꞌo bega, no mas igeꞌ ladna bega xa. Leꞌa Dios leꞌa nkweaꞌpa ladna beuna, no mti xa beuna yoo beuna wats Jesucristo gibeꞌa idub tiemp. 
1PE.5.11	¡Leꞌa Dios ndon leꞌa nsak no nibeꞌe xa idub tiemp! Lika nak‑a.
1PE.5.12	Leꞌa Silvano ngokno naꞌ mkeꞌa besa git tuzh ndee. Leꞌa naꞌ gáp leꞌa xa ndee dub xa ugeaka nak xmen Cristo. Mkeꞌa besa git ndee ndontsa utenxeꞌa naꞌ bega, no iniꞌí bega leꞌa Dios ta ugeaka nkweaꞌ ladna bega. ¡Lá yalad bega ta wa!
1PE.5.13	Leꞌa iteanak bexa nak xmen Cristo ndencho Babilonia ndee, bexa na mti Dios lak mti Dios bega, leꞌa bexa wa nidiꞌizh ndoꞌ bega. No Marc xa nak cuent xiꞌín naꞌ no nidiꞌizh ndoꞌ bega. 
1PE.5.14	Unidiꞌizh bega ndoꞌ be ltsaꞌa bega sakndoꞌ naꞌ, ta na nluu leꞌa bega nkweaꞌ ladna bexa.
1PE.5.14	Leꞌa Dios gun wen yoo ladna bega nak xmen Jesucristo. Lika gak‑a.
2PE.1.1	Leꞌa naꞌ ndee Simón Pedr, dub xa ndun tiꞌin ndoꞌ Jesucristo, xa mtuꞌub naꞌ gun naꞌ tiꞌin ten xa. Nkeꞌa naꞌ git ndee ndoꞌ bego na ndangea ladna Jesucristo lak ndangea ladna besa xa. Leꞌa ta wa ta msaꞌa Jesucristo, xa na leꞌa nak Dios ten beuna, xa na nsaꞌa gealnaban ndoꞌ beuna. 
2PE.1.2	Naꞌab naꞌ ndoꞌ Dios mas utsin gak xa ndoꞌ bega, no gun xa mas wen yoo ladna bega, no mas igondoꞌ bega Dios no Jesús Xwan beuna.
2PE.1.3	Leꞌa iteanak be ta nkiꞌin beuna ndontsa gak beuna lak nsak ladna Dios, leꞌa juers siꞌil ten Dios nsaꞌa xa ta wa, geal nchandoꞌ beuna xa. No mti xa beuna ta na uzhebpa wen xa no juert nak xa. 
2PE.1.4	Li nsaꞌa Dios uzhebpa be ta wen ndoꞌ beuna lak ndabka xa usaꞌa xa‑yá, ndontsa utsin gak bega lak nak Dios, no ulaꞌa bega be ta bzhiꞌik nde ndoꞌ gizhliyo, be ta ugap nkwaꞌan be men. 
2PE.1.5	Ta weꞌe gáp naꞌ ndoꞌ bega, idub ncho ladna bega bgeꞌ ladna bega Cristo, no bin bega ta nsak ladna Dios, no mas bgondoꞌ bega xa, 
2PE.1.6	no lá gun bega be ta nladtsa bega, no bxik bega ndoꞌ itea be taꞌa, no wankea bega Dios, 
2PE.1.7	no utsin gok bega ndoꞌ be ltsaꞌa bega, no bkweaꞌ ladna bega be men.
2PE.1.8	Tal leꞌa bega ndunka be ta ndee no mas gunta bega ta wa, leꞌa bega mas igondoꞌ Jesucristo Xwan beuna, no wenka gun bega tiꞌin ndoꞌ Dios. 
2PE.1.9	Ná leꞌa bexa na naꞌanpa ndun be ta ndee, leꞌa bexa wa cuent dub xa lá naꞌ. Leꞌa bexa wa myalad ta mtsambiꞌi Dios ladoꞌo bexa ndoꞌ be ta ugap mbin bexa. 
2PE.1.10	Bega nak beuna xmen Cristo, leꞌa Dios utezh bega, no mti xa bega. Ta weꞌe bin bega itea be ta ndee wa, ndontsa naꞌanpa gailaꞌ bega ndoꞌ be ta ugap. 
2PE.1.11	Leꞌa Dios ndi uxaꞌal sa yate bega, sa inibeꞌe Jesucristo Xwan beuna idub tiemp, xa na nsaꞌa gealnaban ndoꞌ beuna.
2PE.1.12	Leꞌa naꞌ ndee lá kweasyáp be ta ndee ndoꞌ bega, maska yá uniꞌíka bega‑yá, no ndangea ladna bega gealngea. 
2PE.1.13	Leꞌa nat bi nban naꞌ leꞌa naꞌ nsabndoꞌ gáp be ta ndee ndoꞌ bega ndontsa lá yalad bega‑yá. 
2PE.1.14	Leꞌa Jesucristo leꞌa mluu ndoꞌ naꞌ leꞌa naꞌ naꞌantapa kwen nban. 
2PE.1.15	Leꞌa naꞌ gun iteatsa be taꞌa syoꞌo gan gun naꞌ, ndontsa naꞌanpa yalad bega be ta ndee gal zha gat naꞌ.
2PE.1.16	Leꞌa gor na mluꞌu besa bega xteꞌe juert nak Jesucristo Xwan beuna, no xteꞌe ilen xa stub biaj, leꞌa ta wa naꞌanpa dub ta ulogektsa besa. Leꞌa besa galka ndi uniꞌíndoꞌ xteꞌe juert nak xa. 
2PE.1.17	Leꞌa Tad Dios leꞌa mluu ton nak Jesús no xteꞌe juert nak xa, zha na ulen ti Dios gibeꞌa ndab Dios: “Leꞌa ta ndee Xiꞌín naꞌ. Naꞌ nkweaꞌ ladna xa no ntenno lad naꞌ xa.” 
2PE.1.18	Leꞌa besa leꞌa mbiꞌín ti Dios ta li ulen gibeꞌa wa, gor ndeno besa Jesús bet wa, dub sa umbiꞌi ndoꞌ Dios.
2PE.1.19	Ta weꞌe mas ngeꞌ ladna beuna be ta mkeꞌa be profet polta. Leꞌa bega nsabndoꞌ isakyoꞌón be diꞌizh wa, leꞌa ta wa cuent dub xeꞌa nsu len dub sa ukaw. No li bsakyoꞌón bega ta wa, gast gal gor na ilen Cristo cuent dub gor ndat xeꞌa, zha usu xa xeꞌa len ladoꞌo bega. 
2PE.1.20	Parea nsabndoꞌ ned yakbeꞌena bega leꞌa ni dub diꞌizh mkeꞌa be profet wa, lá yoo gan lbaꞌatsa yakbeꞌena be men‑a. 
2PE.1.21	Leꞌa iteanak be diꞌizh mbidiꞌizh bexa sakndoꞌ Dios tiemp polta wa, leꞌa ta wa naꞌanpa ta ulogektsa bexa. Leꞌa bexa ndi mbidiꞌizh ta wa laktsa mluu Espíritu ten Dios gudiꞌizh bexa.
2PE.2.1	Leꞌa polta leꞌa lat bexa Israel uyoꞌo bexa nkwiꞌin ndab leꞌa ndadiꞌizh sakndoꞌ Dios. No liga yoo be mech lat bega, bexa nlad ukwiꞌinno bega, gudiꞌizh bexa dub ta naꞌanpa ta ugea, ta utsabgix ncho bega. Leꞌa ta wa uluu leꞌa bexa naꞌanpa ta ugea ndangea ladna Cristo xa ngut sakndoꞌ beuna. Ta weꞌe gal dub wizh uxax initndoꞌ bexa. 
2PE.2.2	Leꞌa kwaꞌad be men isankea tsoꞌo be ta ugap ndun bexa wa. No leꞌa ke ten ta nluu bexa, leꞌa be men iníꞌi kweaꞌ ndoꞌ gealngea ten Dios. 
2PE.2.3	Leꞌa bexa wa ukwiꞌinno bega ndontsa gun bexa gan med. Leꞌa Dios polkata mbinbeꞌe utsaksi bexa li gun. Ta weꞌe leꞌa xa ta ugeakapa li gunno bexa wa.
2PE.2.4	Leꞌa Dios lá ngungeꞌ ladna ndoꞌ be angel mbin ta ugap, leꞌa xa ndi mtsaꞌab bexa wa infierno, dub sa ukaw, sa nchonyaw bexa gast gal wizh utsaksi Dios bexa. 
2PE.2.5	No liga lá ngungeꞌ ladna Dios ndoꞌ be men uyoꞌo tiemp xapta, zha uyoꞌo Noé, xa na mbidiꞌizh xteꞌe nsabndoꞌ gak be men. Leꞌa Dios ndi mtuꞌub gilog siꞌil ndoꞌ gizhliyo ndontsa mnitndoꞌ nits be men ugap wa. Ná leꞌa Dios lá ulaꞌa ngat Noé ndoꞌ gilog wa nsea stub sgaꞌadga bexa. 
2PE.2.6	No liga mtsaksi Dios bexa gezh Sodoma no gezh Gomorra, mtsoꞌol Dios be gezh wa gast ndon diꞌ myaꞌan‑a, ndontsa iniꞌí be men xteꞌe yasea bexa ndun ta ugap. 
2PE.2.7	Naꞌ leꞌa Dios lá ulaꞌa yolꞌ Lot, leꞌa xa dub xa wen, uzheꞌeb kweaꞌ nyoꞌo ladna xa tant ta ugap nak be men sa wa. 
2PE.2.8	Leꞌa Lot wa dub xa wen ngok uyoꞌo lat bexa ugap wa. Leꞌa xa uzhebpa kweaꞌ nyoꞌo ladna itea wizh gor na naꞌ xa no ndoꞌón xa ta ndun be men wa.
2PE.2.9	Leꞌa be ta ndee nluu leꞌa Dios sun gan koꞌo bexa utsin nak ndoꞌ be gealkweaꞌ. No sun Dios gan utsaksi bexa ugap, gal wizh na gab Dios ná ton ndap ke. 
2PE.2.10	No mas utsaksi Dios bexa na ndun be ta bzhiꞌik nlad bexa, no lá nxobgek bexa ndoꞌ Dios.
2PE.2.10	Leꞌa bexa ukwiꞌin wa uzhebpa zhin nak no ngud nak ladoꞌo bexa. No ni lá nzheb bexa xela níꞌi bexa ndoꞌ be espíritu nibeꞌe. 
2PE.2.11	Leꞌa be angel ten Dios uzhebpa mas juert nak ndoꞌ bexa ukwiꞌin wa, parea ni lá gun be angel rages usake be espíritu wa ndoꞌ Dios.
2PE.2.12	Ná leꞌa be men wa xela níꞌi ndoꞌ be ta na ni lá nyakbeꞌena bexa. Naꞌanpa utsin ndanbeꞌe bexa, no ndun bexa sbeꞌen ta nladtsa bexa. Leꞌa ta na li nak bexa wa, ta weꞌe li gat bexa. Nak bexa cuent be man, bema ndal por na isen be men ma gat ma. 
2PE.2.13	Leꞌa lak xela ndanno bexa be men, no liga iniꞌí bexa gealkweaꞌ. Leꞌa bexa wa ndal ladna ndun be ta ugap tezhea ndoꞌ gaꞌal be men. Leꞌa gor ndawno bexa bega, naꞌanpa ndo ladna bexa ndun bexa be ta bzhiꞌik, ndi nten ladna bexa ndun bexa ta wa.
2PE.2.14	Leꞌa bexa wa nsaꞌab ladna ndoꞌ itea be xagots niꞌí bexa. No nunk lá nzhanna bexa ndun bexa ta ugap. No nkwiꞌinno bexa be men ndidotsa ndangea ladna Dios. No nlad bexa uzhebpa ta sian gap bexa. Ná leꞌa Dios uzheꞌeb utsaksi bexa. 
2PE.2.15	Mlaꞌa bexa nes ten Dios, cha usabgix bexa. Ndun bexa lak mbin profet Balaam xin Beor. Leꞌa Balaam ndal ladna ndun be ta ugap ndontsa gun xa gan med. 
2PE.2.16	Ná leꞌa ngol gor leꞌa xburr xa uníꞌi ndoꞌ xa cuent dub men, uteyo ma xa. Naꞌanpa ulaꞌa ma gun Balaam ta li mbinbeꞌe xa gun xa wa, ta naꞌan xtiꞌin.
2PE.2.17	Leꞌa be mech ukwiꞌin wa xa naꞌan xtiꞌin, cuent dub so ni nits naꞌan, no cuent dub xkaw itea lad ndoꞌo mbi. Leꞌa Dios yá mbinbeꞌela leꞌa bexa wa yaꞌbe sa ndon leꞌa ukaw idub tiemp. 
2PE.2.18	Chul ndadiꞌizh bexa, ná leꞌa ta ndab bexa ta naꞌan xtiꞌin. No nkiꞌil bexa be men gun bexa ta ugap lak ndun bexa, nkedino xa be men penkama mlaꞌa be ta ugap nak na. 
2PE.2.19	No ndab be mech wa leꞌa be men syoꞌo gan gun itea be ta nlad na, ná leꞌa bexa wa ni leꞌa lá yoo gan ulaꞌa be ta ugap nak bexa, leꞌa be ta ugap wa nibeꞌe bexa. Leꞌa itea be taꞌa ndun gan ndoꞌ dub men, leꞌa ta wa leꞌa nibeꞌe ndoꞌ xa. 
2PE.2.20	Ta ugeaka leꞌa bexa wa mgondoꞌ Jesucristo Xwan beuna, xa na leꞌa nsaꞌa gealnaban, cha utoꞌo bexa ndoꞌ be ta bzhiꞌik ncho ndoꞌ gizhliyo ndee. Ná nat leꞌa bexa myach leꞌakagal ndoꞌ be ta bzhiꞌik, leꞌa ta wa ndi leꞌa ndun gan ndoꞌ bexa. Ta weꞌe ndi mas proꞌob nak bexa ndoꞌ lak ngok bexa zha ned wa. 
2PE.2.21	Ndi mas wen lá igondoꞌ bexa nes wen ten Dios, ndoꞌ li mgondoꞌ bexa‑yá cha mlaꞌa bexa ta unibeꞌe Dios gun bexa. 
2PE.2.22	Leꞌa ta ndun bexa wa nak lakkata níꞌi be men: “Leꞌa mbek nyach ndaw leꞌaka ta nguꞌudna ma. No dub kuch tiꞌi ngos nyach ndatbixte ndoꞌ yalan stub biaj.”
2PE.3.1	Bego amig ten naꞌ, leꞌa ta ndee git itop nkeꞌa naꞌ ndoꞌ bega. Leꞌa ndoꞌ itop be git ntenxeꞌa naꞌ bega, ndontsa sbeꞌen be ta wen gunbeꞌe bega. 
2PE.3.2	Leꞌa naꞌ nlad lá yalad bega ta mkeꞌa be profet ten Dios tiemp polta. No lá yalad bega ta mluu be apostol bega, be ta unibeꞌe Jesucristo xa nsaꞌa gealnaban, xa na leꞌa nak Xwan beuna.
2PE.3.3	Leꞌa naꞌ nlad iniꞌí bega leꞌa tiemp ilen ndee yoo be men gun laktsa nlad na. No inisi bexa bega, 
2PE.3.4	gab bexa: “¿Lid ndab Jesús leꞌa xa ilen stub biaj zha? Leꞌa be usan gox polta ten beuna yá ngutla, ná leꞌa itea be taꞌa nak lakka nak‑a zha na ngokndeꞌeta gizhliyo.” 
2PE.3.5	Leꞌa be men wa lá nlad igondoꞌ leꞌa tiemp xapta leꞌa Dios uníꞌi, cha li ngokndeꞌe gibeꞌa no gizhliyo. No leꞌa diꞌizh ten xa myunjunt nits, cha mluꞌu yo bid tlaw nits wa. 
2PE.3.6	No leꞌaka nits wa mnitndoꞌ Dios be ta ncho ndoꞌ gizhliyo zha ulaꞌ gilog. 
2PE.3.7	Parea leꞌaka diꞌizh ten Dios utsoꞌol gibeꞌa no gizhliyo ncho nat, gal wizh gab Dios ná ton ndap ke, zha na unitndoꞌ Dios be men ugap nak.
2PE.3.8	Bego amig ten naꞌ, lá yalad bega ti leꞌa cuent ten Cristo leꞌa dub wizh cuent dub mil liꞌin, no liga dub mil liꞌin cuenttsa dub wizh. 
2PE.3.9	Leꞌa Cristo ilenka zha nsabndoꞌ‑yá lakka ndab xa, naꞌanpa lak ndanbeꞌe be men leꞌa xa chaꞌaw ilen. Leꞌa xa ndi nkenkeaꞌ leꞌa xa lá nlad gak perdid ni dub men. Leꞌa xa ndi nlad leꞌa itea be men ulaꞌa be ta ugap nak bexa.
2PE.3.10	Leꞌa wizh ilen Cristo, leꞌa ta wa cuent dub zha nlaꞌ dub waꞌan ta lid be men gor teꞌal, ni lá iniꞌí bexa ti ilen xa. Leꞌa gal wizh wa leꞌa gibeꞌa baꞌ initndoꞌ no uzheꞌeb dub ruid siꞌil igen. Leꞌa itea be ta ndiꞌib gibeꞌa baꞌ yolꞌbe. Cha yolꞌ gizhliyo ndee no itea be ta ncho ndoꞌ gizhliyo.
2PE.3.11	Leꞌa ta na li initndoꞌ itea be ta wa, ta weꞌe leꞌa bega nsabndoꞌ umbiꞌi gak ndoꞌ Dios, no gun bega sbeꞌen ta nsak ladna Dios. 
2PE.3.12	Utenkeaꞌ bega gast gal zha ilen xa, no bin bega itea be ta na syoꞌo gan gun bega ndontsa mas uxax ilen xa. Leꞌa gal wizh wa leꞌa gibeꞌa baꞌ yolꞌ cha initndoꞌ‑yá. No be ta ndiꞌib gibeꞌa baꞌ yolꞌ no izhuꞌunbe. 
2PE.3.13	Ná leꞌa beuna ndenbeas yoo dub gibeꞌa kub no dub gizhliyo kub lak ndab Dios yoo‑yá. Leꞌa sa wa sbeꞌen be ta nsak ladna Dios gun be men.
2PE.3.14	Bego amig ten naꞌ, bego na ndenbeas yoo be ta wa, uzhebpa bin bega juers wen yaꞌan bega ndoꞌ Dios, ni dub ke lá gap bega ndoꞌ Dios. 
2PE.3.15	Lá yalad bega leꞌa Cristo li nkenkeaꞌ ilen ndontsa mas kwaꞌad be men gap gealnaban ndoꞌ Dios. Leꞌa Pabl xa cuent nak wit beuna no mkeꞌa ltsaꞌa be ta ndee ndoꞌ git mtuꞌub xa ndoꞌ bega, lak msaꞌa Dios nyakbeꞌena xa be ta wa. 
2PE.3.16	Leꞌa sian be git nkeꞌa Pabl, leꞌa xa nkeꞌaka cuent ten be ta ndee, maska ncho ta nkeꞌa xa uzhebpa bid nyakbeꞌena beuna. Leꞌa ncho bexa ngud nak, bexa ndidotsa ngeꞌ ladna Cristo, naꞌanpa utsin nluu bexa be ta nkeꞌa Pabl wa. No liga ndanno bexa iteata be diꞌizh ten Dios, ta weꞌe leꞌa Dios utsaksi bexa.
2PE.3.17	Bego amig ten naꞌ, leꞌa nat leꞌa bega uniꞌíka be ta ndee gor na biseata yoo‑yá. Ta weꞌe uzhebpa blaꞌach bega naꞌanpa ukwiꞌinno bexa ugap wa bega, cha ulaꞌa bega ta ngeꞌ ladna bega Dios. 
2PE.3.18	Ndi mas byakbeꞌena bega xteꞌe nkweaꞌ ladna Dios bega, no mas igondoꞌ bega Jesucristo Xwan beuna, xa nsaꞌa gealnaban ndoꞌ beuna. ¡Leꞌa nat no idub ndoꞌ ndee gab beuna leꞌa Dios uzhebpa dub xa juert no dub xa nsak! Lika nak‑a.
1JN.1.1	Leꞌa zha utexanta gizhliyo leꞌa Jesucristo nchola. Leꞌa besa mbiꞌín ta mbidiꞌizh xa, no uniꞌíndoꞌ besa xa, no uniꞌí besa ta mbin xa, no usen besa xa. Leꞌa xa wa leꞌa nak Diꞌizh nsaꞌa gealnaban, ta nunk lá idub. 
1JN.1.2	Leꞌa xa wa ulen wats besa. Leꞌa besa uniꞌí xa no ndadiꞌizh besa cuent ten xa. Nat leꞌa besa ndadiꞌizh ndoꞌ bega leꞌa xa wa xa nsaꞌa gealnaban nunk lá idub, utoꞌo xa wats Tad Dios, cha mlundoꞌ xa ndoꞌ besa. 
1JN.1.3	Leꞌa besa ndadiꞌizh ta uniꞌí besa nsea ta mbiꞌín besa, ndontsa no bega dubtsa gak beuna, lak dubtsa nak besa no Tad Dios nsea Xin xa Jesucristo. 
1JN.1.4	Nkeꞌa besa be ta ndee ndoꞌ bega ndontsa mas iten ladna beuna.
1JN.1.5	Leꞌa ta ndee ta mluu Jesucristo ndoꞌ besa, no ndadiꞌizh besa‑yá ndoꞌ bega: leꞌa Dios leꞌa nak xeꞌa, leꞌa wats Dios naꞌan sa ukaw. 
1JN.1.6	Tal leꞌa beuna ndab dubtsa nak beuna nsea Dios, ná cha ndesea beuna sa ukaw, leꞌa beuna ndun gealkwiꞌin, no naꞌanpa ndun beuna lak nak gealngea. 
1JN.1.7	Ná tal leꞌa beuna ndesea ndoꞌ xeꞌa ten Dios lak ncho Dios ndoꞌ xeꞌa, weꞌe leꞌa beuna dubtsa nak nsea be ltsaꞌa beuna. No leꞌa ten ten Jesucristo Xin Dios ntsambiꞌi beuna ndoꞌ itea be ke ten beuna.
1JN.1.8	Tal leꞌa beuna gab leꞌa beuna naꞌanpa ndap ke, leꞌa beuna nkwiꞌinno leꞌaka leꞌa na, no lá nchandoꞌ beuna gealngea. 
1JN.1.9	Ná tal leꞌa beuna igondoꞌ be ke ten na ndoꞌ Dios, leꞌa xa sungeꞌ ladna ndoꞌ beuna no utsambiꞌi xa beuna ndoꞌ itea be ta ugap. Li gun Dios leꞌa xa uzheꞌeb dub xa utsin nak, no ndun xa lakka ndab xa. 
1JN.1.10	Ná tal leꞌa beuna gab leꞌa beuna lá ndap ke, leꞌa beuna ndanno Dios cuent dub xa ukwiꞌin, no naꞌanpa ta ugea ndangea ladna beuna diꞌizh ten xa.
1JN.2.1	Bega nak cuent xiꞌín naꞌ, nkeꞌa naꞌ be ta ndee ndoꞌ bega, ndontsa yá lá gunta bega be ta ugap nak. Tal leꞌa beuna mbin dub ta ugap nak, leꞌa beuna ndap dub xa isoꞌ wats beuna ndoꞌ Dios Xus beuna. Leꞌa ta wa Jesucristo xa ndon leꞌa wen. 
1JN.2.2	Leꞌa xa wa msaꞌa leꞌaka leꞌa xa ngut xa, ndontsa utsuꞌu Dios be ke ten beuna, nsea be ke ten be men ncho idub ndoꞌ gizhliyo.
1JN.2.3	Tal leꞌa beuna nxobgek be ta unibeꞌe Dios, leꞌa ta wa nluu leꞌa beuna ta ugeaka nchandoꞌ xa. 
1JN.2.4	Leꞌa tal ton gab leꞌa xa nchandoꞌ Dios, ná lá nxobgek xa be ta unibeꞌe Dios, leꞌa xa wa dub xa ukwiꞌin, no lá nchandoꞌ xa gealngea. 
1JN.2.5	Ná leꞌa tal ton nxobgek ndoꞌ diꞌizh ten Dios, leꞌa xa wa ta ugeakapa nchankea Dios. Li iniꞌí beuna tal leꞌa beuna dubtsa nak nsea Dios natal naꞌan. 
1JN.2.6	Leꞌa tal ton gab dubtsa nak nsea Dios, leꞌa xa wa nsabndoꞌ gun lak be ta mbin Jesucristo ndoꞌ gizhliyo.
1JN.2.7	Bega nak beuna xmen Cristo, leꞌa ta na li nibeꞌe naꞌ ndoꞌ bega wa naꞌanpa dub ta gol goꞌón bega. Leꞌa‑yá ndi dub ta nchandoꞌ bega gast zha ned mbingea ladna bega Cristo, leꞌa‑yá diꞌizh ten Dios mbiꞌín bega zha wa. 
1JN.2.8	Parea leꞌa naꞌ nkeꞌa dub ta kub nibeꞌe naꞌ ndoꞌ bega, dub ta nchandoꞌ bega lakka nchandoꞌ Cristo‑yá. Leꞌa tiemp ten ta ukaw nsatid, leꞌa xa na ta ugeaka leꞌa nak xeꞌa ten Dios nsula.
1JN.2.9	Leꞌa tal ton gab leꞌa xa ncho ndoꞌ xeꞌa ten Dios, ná cha nxee ladna xa ndoꞌ ltsaꞌa xa, leꞌa xa wa bi nkesea sa ukaw. 
1JN.2.10	Leꞌa tal ton ikweaꞌ ladna be ltsaꞌa na, leꞌa xa wa nchoka ndoꞌ xeꞌa ten Dios, no naꞌan xtaꞌan gun gan gailaꞌ xa ndoꞌ ta ugap. 
1JN.2.11	Ná leꞌa tal ton ixee ladna ndoꞌ ltsaꞌa na, leꞌa xa wa nkesea sa ukaw, ni lá iniꞌí xa pa nchaꞌa xa, leꞌa ta ukaw wa leꞌa mbin gan lá inaꞌta xa.
1JN.2.12	Bego nak cuent xiꞌín naꞌ, nkeꞌa naꞌ git ndee ndoꞌ bega, geal leꞌa Jesucristo mtsuꞌula be ke ten bega. 
1JN.2.13	Bego bexa gox, nkeꞌa naꞌ ta ndee ndoꞌ bega leꞌa bega nchandoꞌ Cristo, xa na ncho zha utexanta gizhliyo. Bego bexa ben, nkeꞌa naꞌ ta ndee ndoꞌ bega leꞌa bega mbin gan ndoꞌ maxuꞌu. No ndoꞌ bego na tiꞌi mbingea ladna Cristo, nkeꞌa naꞌ ta ndee leꞌa bego nchandoꞌ Dios Xus beuna. 
1JN.2.14	Leꞌa ndoꞌ bego bexa gox, nkeꞌa naꞌ ta ndee leꞌa bego nchandoꞌ Cristo, xa ncho zha utexanta gizhliyo. No ndoꞌ bego xa ben, nkeꞌa naꞌ ta ndee leꞌa bego juert nak, no ncho diꞌizh ten Dios len ladoꞌo bega, no mbin bega gan ndoꞌ maxuꞌu.
1JN.2.15	Lá yankea bega gizhliyo ndee, ni be taꞌa ncho ndoꞌ gizhliyo. Tal ton ndankea gizhliyo, leꞌa xa wa naꞌanpa ndankea Tad Dios. 
1JN.2.16	Leꞌa itea be ta ugap ncho ndoꞌ gizhliyo ndee naꞌanpa ta nsaꞌa Dios. Leꞌa bexa gizhliyo nkwaꞌan be ta ugap ndanbeꞌe bexa, no nsaꞌab ladna bexa be ta naꞌ bexa, nsea nzhinnona bexa be ta ndap bexa. Leꞌa be ta li ndun bexa wa naꞌanpa ta nsaꞌa Tad Dios, leꞌa ta wa ndi ta gizhliyotsa. 
1JN.2.17	Leꞌa gizhliyo ndee initndoꞌ nsea itea be ta ugap nlad bexa; ná leꞌa tal ton gun lak nlad Dios, leꞌa xa wa iban idub tiemp.
