MAT.1.1	Liáni áabai lista nashínaa náa'a Jesucristo wérrinaimica, rey David cúuleemi ya Abrahám.
1TH.5.28	Quéewique'e Wawácali Jesucristo yáa irrú sáicabeeca quinínama irrú.
2TH.1.1	Nuyá Pablo, liájcha liá'a Silvano ya Timoteo, nutána liáni cáashtaca iyá'inaa nuéenajinaica iglesia ísanaca liá'a chacáaleeca jí'ineerri Tesalónica, yéenai áabenaa nawówa Dios Wasálijinaa ya liá'a Wawácali Jesucristoca. 
2TH.1.2	Nusáta Dios Wasálijinaa yúcha ya Wawácali Jesucristo yúcha liá irrú mawénii ya liáque'e irrú sáitau'i iwówa inácu.
2TH.1.3	Nuéenajinai, séewirrinaa warrúnaa wáa sáicai Diosru inácue, níwata rúnaaca wamédacani, níwata liá'a éebidanica dáwinerriu liácoo ya liá'a caníinaabee icába yáacacoo, mawí máanui éerri jútainchu. 
2TH.1.4	Táda, wayá jájiu watáania inácu sáica wérri iglesia rícu Dios shínaaca, linácue liá'a danáanshica ya liá'a éebidauca íyadani, béewami lirrú liá'a quinínama nacánaquedaniyu iyá, ya máashiica nawána ya carrúni jináatabee íibi. 
2TH.1.5	Liáni Dios íyada liyáu machácani léjta liyá limédanica, liwáaliaca iyá sáica iwárrua'inau liwánacaalactalaca, linácueji liá'a carrúni jináata iyáca.
2TH.1.6	Ne Dios méderri machácaniyuni liwánaca carrúni jináata namédacoo náa'a wánenai carrúni jináata iyá; 
2TH.1.7	Ya iyá náa'a carrúni jináatanica, liáminaa irrú iwówa íyabacta'inaacoo léjta wayá. Liáni bésuneerri'inau liyáali éerri, jáicta Wawácali Jesús íinujoo lishínaa ángelbini cadánaninica, líinuminaa áaqueji íibi liá'a chichái cámarraca. 
2TH.1.8	Íinuerri'inaa liméda nayá carrúni jináata náa'a jócani wówai Dios, jiní namédacala Wawácali Jesús chuáni wánacaala, wásedeerri'inaata wayá máashii yúcha. 
2TH.1.9	Náani carrúni jináataminaa liméda nayájoo cáiwinaa jóctala éewa amáarra nayá, ya táminaa liúca nayá déecuchala lináneewa yúchau liá'a Wawácali, ya lidánani ya licámarra yúchau. 
2TH.1.10	Jáicta líinu liá'a Wawácalica liyáali éerriminaa, náa lirrú sáicai náa'a lishínaaca, ya sáicta wérri nawówa náa'a quinínama éebidenaica, ne iyájani éebida linácu liá'a wamáni irrú Jesús nácue sáica.
2TH.1.11	Wayá sátenai Dios yúcha inácu séewirrinaa, quéewique'e liméda iyá sáica éewaque'e iméda liá'a tráawaju limáidani iyá nácu. Wasáta Dios yúcha quéewique'e liyúda iyá imédaque'e liá'a sáicaica iwówaini imédaca, ya éewaque'e iméda náa'a tráawaju éebidauca idánani yáajchau Dios nácu. 
2TH.1.12	Chacábacanaa, lijí'inaa nácu liá'a Wawácali Jesúsca náaminaa lirrú sáicai inácueji, ya liyá liáminaa irrú sáicai léjta licábacanaa caníinaabeeca washínaa Dios, ya Wawácali Jesucristo shínaaca.
2TH.2.1	Chóque'e, nuéenajinai, ne linácu liá'a léejuacta'inaacoo Wawácali Jesucristoca ya wáawacacta'inaacoo liájcha, wasáta yúcha, 
2TH.2.2	quéewique'e jócu ináawida iwíteu madéjcanaa, jiní índaca nacáarruda iyá, áawita báqueerri máca espíritu táaniacala lirrú, jócta máirri jáicala wéewida jíni, o watánaca lirrú áabai cáashta, jáicala wamái Wawácali éerri jái íinu cái. 
2TH.2.3	¡O'índa nachálujueda iyá jiní wérri nácuejoo! Libéechajoo liá'a éerrica chóniwenai náasacalaminaajoo liá'a Dios máni'inaacucha, jáicta lijiáujoo liá'a washiálicuerri máashiicai wérrica, liá'a yúqueerri'inaacoo amáarraca. 
2TH.2.4	Léwa lijínai bárruerriu lijúnta náa'a quinínama téenai Dios jí'inaa, o arrúnaa náa sáicai wérri liúcha, ya lécchoo líinuminaa limáaca liárrubaiu Dios íibana rícu, limáminaajoo liyá waliá Dios, liá lirrú sáicai.
2TH.2.5	¿Jócu édacaniu nutáania'inaami irrú linácu liáni nuyá'inaami yáajcha? 
2TH.2.6	Ya chóque'e iyá yáine léenaa tánashia chá'a bárrueda liyácani, quéewique'e jócu líiyadau jóctanaa léerdi íinuu. 
2TH.2.7	Ne liá'a limédani cabáyainta máashiica, jái naméda nayácai liérra méenaami máashiica yáairri cabáyainta; cháucta bácai já'a léedacoo béewami liá'a wíneerri liyácani. 
2TH.2.8	Néenee líiyadaminau liá'a máashiicaica, liá'a Wawácali Jesús líinuani'inaa linúma cálesayu, ya limárdani'inaa jáicta léejojoo lidánani cámarrayu. 
2TH.2.9	Ne liárra máashiicaica, íinuerri'inaa Wawásimi dánaniyu; líinuminaa wíteeshi dánaniyu, ya limédaminaa chóniwenai náneewa jócai nacába cáji, quéewique'e lichálujueda nayá. 
2TH.2.10	Ya limédaminaa quinínama máashiica, quéewique'e lichálujueda náa'a yáaine'inaacoo náucacoo, jócala nawówai néebidaca, ya jócu nawówai naméda Dios chuáni wánacaala, quéewiquinicta néenaa náacoo áacairra. 
2TH.2.11	Tándawa, Dios índa nachálujueda nayá ya néebidaque'e liá'a númashi yúwicaca. 
2TH.2.12	Quéewique'e náucacoo quinínama náa'a jócani wówai néebida liá'a yáawaiyiica, báawachata sáicta nawówa méda liá'a máashiica.
2TH.2.13	Ne wayá séewirrinaa arrúnaa wáa sáicai Diosru inácue, wéenajinai caníinaa licába iyá liá'a Wawácalica, jiníwata Dios wíneerri iyá quéewique'e iyá quéechanacu éenaaque'e íinu icáwicau Dios yáajcha, lirrícueji liá'a Espíritu wáneerri majíconaa iyá, ya liá'a yáawaiyii éebidani nácu. 
2TH.2.14	Tándawa, Dios máida irrú lirrícueji liá'a chuánshi sáicai wayái íiwadeda irrú: Quéewique'e íinu iwáalia léenaa liá'a licámarra liá'a Wawácali Jesucristoca. 
2TH.2.15	Tándawa, nuéenajinai, yáau machácani ya jócu imíya máecha liá'a wéewidau'u iyá wanáanacaiyu ya cáashta rícueji. 
2TH.2.16	Wayá sáta Wawácali Jesucristocaja, ya Dios Wasálijinaa, caníinaaca licába wayá ya liá walí sáictaque'e wawówa mamáarraca, ya áabai sáicai wanéndani wayáca sáicacala liyá, 
2TH.2.17	sáicta liméda iwówa ya limáaca cadánani iyáca, quéewique'e liá'a imánica ya liá'a imédanica sáicaque'ini quinínama.
2TH.3.1	Léwa liájumirra sái liáni, nuéenajinai, isáta wanácu, quéewique'e liá'a Wawácali chuáni líinu madéjcanaa quinínama cáinabi, quéewique'e caníinaa nacábacani, léjta libésunau yáajcha. 
2TH.3.2	Isáta Dios yúcha lécchoo quéewique'e litúya wayá náucha náa'a chóniwenai máashiinica ya náa'a cajíconaanica, níwata jócai quinínama néebidaca. 
2TH.3.3	Ne Wawácali liá'a machácanica, liyáminaa wáalia iyájoo machácani iwítee ya litúya iyá máashii yúcha. 
2TH.3.4	Wawácali nácu wawáalia éebidani iyá imédacala iyáca, ya imédani'inaa mamáarraca, léjta wabánau'u imédacani. 
2TH.3.5	Wawácali liyúda iyá caníinaaque'e icábaca yáacacoo, léjta Dios caníinaa licábaca, ya iwáalia carrúni jináatabee danáanshi Cristo nácu.
2TH.3.6	Nuéenajinai, wabánua lijí'inaa lícu liá'a Wawácali Jesucristoca, quéewique'e ishírricoo náucha náa'a wéenajinai jócani wówai natráawajaaca, ya jóca áabenaa nawítee linácu liá'a wéewidani iyá nácu. 
2TH.3.7	Iyá yáine léenaa chítashia'eewo'u iyáqui jíni quéewique'e éewa iméda léjta wamédanica: Wayá séewirrinaa watráawajaaca quéecha'inaami wayá íibi, 
2TH.3.8	jiní wáayacala íiyanibi mawéni, séewirri wapáidaca. Báawachata, watráawajaa yáacaliyu éerrinacu ya táayee, quéewique'e jócubeecha wáiinu waméda imánubaca quiní irrú. 
2TH.3.9	Ne yáawaiyii natáa, wéewa wasáta yúcha iyúdaquinicta wayá, ne jócu cháa jíni, watráawajaa quéewique'e wáa irrú wacábacanau éewani'inaa iméda yácanaa. 
2TH.3.10	Quéecha'inaa wayá yáajcha, wáa irrú chítashia arrúnaa iyáqui jíni: Liá'a jócai wówai litráawajaaca, chacábacanaa jócu líiya. 
2TH.3.11	Ne wáa léenaa áabi éenaa, yáainai cháji'i jócani tráawajaa, níwata awátuini wérri, naníquicoo jóctalata néewa naníquicoo. 
2TH.3.12	Náarra chóniwenaica wabánua nalí ya wamá nalí, liwánacaala nácu liá'a Wawácali Jesucristoca, quéewique'e natráawajaa cha nawíteemi já'a, néewaque'e nawáalia narrúnijinau.
2TH.3.13	Nuéenajinai, osámu iméda liá'a sáicaica. 
2TH.3.14	Jócta áabi éenaa jócani méda wawánacaala liá'a watánani líta'aa liáni cáashtaca, éeda lituínaa tánashiajoni, ya u'iwína yáacau liájcha, quéewique'e báicani. 
2TH.3.15	Ne jócu iwáalia ijínaiyu wáni, yáa liwítee léjta éenajirri.
2TH.3.16	Ya liyá jájiu Wawácali sáictactaca nawówa yáca, liá irrú sáictacta iwówa quinínama éerri ya matuínaami. Liá'a Wawácali yáa yáajcha quinínama. 
2TH.3.17	Nuyá, Pablo, nutána irrú nutáayu irrú, chúnsai nucáaji yá nushínaa letrayu. Cháwa nutána nují'inau quinínama nushínaa cáashta nácu, cháwa nutánacani'i. 
2TH.3.18	Ya Wawácali Jesucristo yáa irrú sáicai quinínama irrú.
1TI.1.1	Nuyá, Pablo, apóstolu Jesucristo shínaa, bánuerriu Dios wánacaala nácu wásedeerri wayá, Wawácali Jesucristo, washínaa wanéndani wayáca. 
1TI.1.2	Nutána jirrú liáni cáashta Timoteo, yáawayi nucúulee éebidani nácu, nuwówai Dios Wasálijinaa ya Cristo Jesús washínaa Wawácali yáa jirrú liwíteu, jishínaa carrúni jináatai ya sáictactaca jiwówa yáca.
1TI.1.3	Léjta jinísa numá jirrúi quéecha'inaa jóctanaa nuáu chaléeni cáinabi jí'ineerri Macedonia, quéewique'e jimáacacoo chacáalee jí'ineerri Éfeso, quéewique'e bánua nalí chóniwenai quéewique'e jócu néewida báawatai wíteeshica, 
1TI.1.4	u'éemi nachuáni náa'a náiiwadedanimica ya chuánshi jócai amáarra nanácu náa'a nawérrinaibimica. Liáni wíteeshi téenai bácai nacáita yáacaque'iu, jócai éewa liwána liwáalia néebidauca liá'a Dios wówaini limédaca.
1TI.1.5	Liá'a Dios wówaini liméda liájcha liáni rúnaa caníinaa wacába yáacacoo, liájcha liá'a caníinaabee íinuerri áabai wówashi masáculai, áabai wíteeshi sáicai, ya áabai wéebidani yáawaiyica. 
1TI.1.6	Áabi jiéneu báawachala liúcha liáni ya yúqueneu cáita yáaqueneu, jócai áanama nácueji. 
1TI.1.7	Nawówaini namédacoo quéewidacani liá'a ley Dios shínaa, ne jócai néemi liá'a namánija, ne jiní liá'a néewidani jicá'a liá'a yáawaiyi namáca.
1TI.1.8	Wáa léenaa liá'a ley sáicai wérri, chácta waméda léjta liwówai limédaca, léjta liyáyu'u. 
1TI.1.9	Rúnaa wédacanicoo, jiní ley náa nalí náa'a médenai sáicaica. Liá'a ley náani quéewique'e náa léenaa náa'a médenai máashii ya náa'a jócani éemi, ya náa'a máashiicanica ya cajíconaanica, náa'a jócani cawáunta Diosru ya liá'a éebidani nácu, ya náa'a íinuenai nashínaa nasálijinau ya natúwa, quinínama íinuenaica. 
1TI.1.10	Ya náa'a médenai máashii náiinaa yáajchau, ya náa'a washiálicuenai médenai máashii náajcha wáacoo, ya náa'a íinaca médenai máashii nayá wáacoo lécchoo, ya náa'a nawénda ya nawéni chóniwenai, ya náa'a canúma yúwicanica; ya náa'a júrenaiu mawéni; liáni liwówaiyu limáca, náa'a médenai liá'a yáirrico éewidenai sáicai júnta. 
1TI.1.11	Ya liáni sáicai éewidani léewa wáiinuni sáicai wérri chuánshi, léewidani wayá nácu wéewaunaa wáacoo áacairra, liá'a Dios sáicai wérri máacani nulí.
1TI.1.12	Nuá sáicai washínaa Wawácali Jesucristo, liyá yáirri nulí danáanshi, níwata cáberri nuéebida linácu limáaca nuyá nuyúdaque'e lishínaa tráawaju nácu, 
1TI.1.13	báawita nuyá quéecha numá chuánshii máashii linácula, nucánaquedani ya nucáitani. Ne liyá Dios carrúni jináata licába nuyá, níwata nuyá újnibi jócai éebida linácu ya jócu nuá léenaa liá'a numédanica. 
1TI.1.14	Cháwa jáni washínaa Wawácali yáa nulí liwíteu máanui wérri, ya liá nulí liá'a nuéebidani nácu, ya liá'a caníinaabee wawáalianica washínaa rúneerriu Cristo Jesúsru.
1TI.1.15	Liéni yáawaiyi wérri, quinínama rúnaa néebidacani: liá'a Cristo Jesús íinuerri cáinabi ítala quéewique'e litée náa'a cajíconaanica áacairra, náucha nárra nuyá quéechanacu sái. 
1TI.1.16	Tándawa, Dios wáalia carrúni jináata licába nuyá; quéewique'e Jesucristo íyada nunácu quinínama sáica wíteeshica. Nuyá íinue numédacoo núyadacoo nalí náa'a rúnaa néebida linácu, quéewique'e wéewa nawáalia liá'a cáwicaishi jócai amáarra. 
1TI.1.17	¡Wáa lirrú máanui licábacoo, ya cadánanibee wérri mamáarraca éerri, lirrú liá'a rey jócai amáarra, liá'a jócai éewa máanalica, jócai wéewa wacábaca liyá bácai Dios! Chácajani.
1TI.1.18+1TI.1.19	Timoteo, nucúulee, nuá jirrú liáni tráawajuca quéewique'e jíinua yáacacoo sáica liáni íinua yáacashica jéebidani nácu, ya sáicai wíteeshiyu, léjta liá'a namáni quéecha náa'a éenajinai náa'a táanianaimi jinácu lijí'inaa lícu Diosca. Áabi jócta néemi jiwánacaala nashínaa nawíteu yúqueneu nashínaa néebidani nanácu. 
1TI.1.20	Liéni bésuneerriu nalí náa'a Himeneo ya Alejandro, náani néejueda Wawásimirru quéewique'e néewidacoo jócubeecha namá máashii chuánshi Dios júnta.
1TI.2.1	Quéechanacu numáca irrú iméda isáta Diosru, isáta Dios yúcha, isáta íchaba ya yáa sáicai Diosru quinínama nanácu náa'a chóniwenaica. 
1TI.2.2	Arrúnaa wasáta Dios yúcha nanácu náa'a wánacaleenaica, ya náa'a bánuenaica, quéewique'e wéewa sáicta wawówa ya wacáwica machúnuca, ya jiní íinua yáaquenaiu, cawáunta wayá Diosru, ya cawáuntaque'e quinínama licábacanaa. 
1TI.2.3	Liáni sáicai ya licába sáictai liá'a Diosca téerri wayá áacairra. 
1TI.2.4	Liyá wówerri quéewique'e quinínama náiinu náa léenaa yáawaiyiica, ya náaque'iu quinínama áacairra. 
1TI.2.5	Ái bácai rími Dios já'a; ái báqueerri Washiálicuerri éeneerri litée quinínama washiálicuenai quéewique'e nayá Dios yáajcha, lijí'inaa liá'a Washiálicuerrica Jesucristo. 
1TI.2.6	Níwata Jesucristo éejuederri licáwicau quéewique'e quinínama chóniwenai éewa náacoo áacairra, léjta liáyu chuánshi liyáali léerdimi rícu. 
1TI.2.7	Tándawa nuyá Dios máacani téerri'inaa lichuáni ya apóstolu, ya namáaca nulí quéewique'e éewiderriu linácu éebidani, ya liá'a yáawayiica náa'a jócani judío. Ne liéni numáni yáawaiyi waliérra; jócaita númashi yúwica.
1TI.2.8	Cháwa jáni, nuwówai náa'a washiálicuenaica nasáta Dios yúcha quinínama matuínaami, ya nanácuda nacáajiu Diosru wówashi masáculai, jiní íiwirri wówa ya jiní cáiteerri 
1TI.2.9	Ya nuwówai quéewique'e náa'a íinaca nasúwa nábalau léjta íina íibala cábacanaa, imíyaiyu ya sensíyuiyu lécchoo; quéewique'e nachúnicoo ne jócai jiérri ruwítau quéewique'e nacába ruyá, jiní óroyu, ya íiba cawénini, jiní íibalashi cawéni wérri, 
1TI.2.10	arrúnaa iméda sáicai, léjta arrúnaa naméda náa'a íinaca máaqueneu nayáu Diosru. 
1TI.2.11	Ruá'a íinetoo rúnaa ruéemi liá'a néewidani nácu manúmata, cawáuntaque'e quinínama ruyá náajcha wánacaleenaica; 
1TI.2.12	ya jócu nuínda quéewique'e ruá'a íinetoo éewida íchaba chóniwenai náneewa, ya jócaque'e ruwánacala liá'a washiálicuerrica. Nuwówai ruyáque'e manúmata, 
1TI.2.13	níwata Dios méderri quéechanacu Adán, liáwinaami ruá'a Évaca; 
1TI.2.14	ya Adán jócaite Wawásimi chálujueda, ruyáwani ruá'a íinetooca, lichálujuedate ruyá rucáu jíconaashi rículate. 
1TI.2.15	Dios méetuaminaa rujíconaa ruá'a íinetooca ya táminaa litée ruyá áacairra, rumédacta quinínama sáica léjta túwashi, ya ruéebidacta mamáarraca, caníinaabee nácu, jiní rujíconaa ya imíya ruyá.
1TI.3.1	Liéni yáawaiyii waliáni: Báqueerri wówerricta liárru iglesia rícu liwánacaalaque'e, wówerri áabai tráawajo sáicai. 
1TI.3.2	Tádawa, liá'a licábacanaa liá'a wáaleerri liá'a wánacaalashica léjta wánacaleerri jiní jíconaa. Arrúnaa liwáalia bácau rími líinuwa, ya liyáque'e áabai cáwicaishi cawáuntai, áabai chuánija, catráawajaacai ya jóca liséwica yáarru. Arrúnaa léewa liwína chóniwenai líibana rículau mamáarraca; arrúnaa léewa léewidaca. 
1TI.3.3	Jócai arrúnaa cáirracalaicani, jiní liwówaica líinua yáacacoo, arrúnaa sáicai wérri liyá, machúnucai ya jócai máaca liwówau warrúwa nácu. 
1TI.3.4	Arrúnaa léewa liwánacaala líibana rícu sána, ya léewidaque'e léenibiu juménani nayá ya cawáuntani quinínama. 
1TI.3.5	Ne jóctacala léewa liwánacaala chúnsai líibana rícu sánaca, ¿chítate quéewau'u jíni litúya liá'a iglesia Dios shínaaca? 
1TI.3.6	Tándawa, liá'a wánacaleerrica jócai éewoo báqueerri wáalii éebidaca, carrúnataca máanui licábacoo, ya licáacoo léjta Wawásimi cáayu'u lirrícula liá'a cacháninaica. 
1TI.3.7	Arrúnaa cawáunta nacábacani náa'a jócani éebida Dios nácu, quéewique'e jócu licáu báinabee rícula nanáneewa náa'a chóniwenaica, ya licá'echau Wawásimi shínaa máashii rícula.
1TI.3.8	Chacábacanaa, náa'a yúdenai pastor iglesia rícu, rúnaa washiálicuenaicani cawáuntani, ya séewirrinaa naméda liá'a namánica, ya jócani cáirracalani, jiní nawówaicala nawáalia shínaashi méenaami naméda máashii chóniwenairru. 
1TI.3.9	Arrúnaa nacháanacoo lirrú liá'a yáawaiyi náyadanica, liá'a wéebida nácu ya nawáaliaque'e masáculai wíteeshica. 
1TI.3.10	Quéechanacu arrúnaa néeneda nayá, ya liáwinaami, ya jócta nawáalia najíconau néewaminau namédacoo léjta nayúdenai pastor iglesia rícu. 
1TI.3.11	Chacábacanaa, náa'a íinaca cawáuntani wérri, jócani cáiiwadedacani chuámshi shínanaa, cawáuntani ya machácani quinínama nácu. 
1TI.3.12	Báqueerri yúderri pastor iglesia rícu, rúnaa liwáalia bácau rími líinuja, ya léewa liwánacaala sáica wérri léenibiu ya lishínaa quinínama líibana rícu sána. 
1TI.3.13	Níwata náa'a yúdenai pastor iglesia rícu, médenai sáica nashínaa tráawajo, náiinuni'inaa nalíwoo áabai yáarruishi cawéni, ya chawíteemi wérri já'a néewaminaa natáaniaca néebidauca Cristo Jesús nácu.
1TI.3.14	Nunénda nuáacoo nucába jiyá; ne nutána jirrú liáni, 
1TI.3.15	quéewique'e, báawita nudécudau, jiáque'e léenaa chítashia jíni rúnaa jimédacoo Dios shínaa éenajinai íibi, léwa liáni iglesia Dios cáwiica, liá'a iglesia wíneerri ya túyerri yáawaiyica. 
1TI.3.16	Yáawaiyii atéwai jócu wéewa wáiiwadedaca liá'a wéebidani nácu bájialai máanui wérrica:
1TI.3.16	“Cristo íinuerri cáinabi ítala limédacoo washiálicuerriyu,
1TI.3.16	néenee Espíritu Santo íiyada majíconaiyu,
1TI.3.16	ya náa'a ángelbini nacábani.
1TI.3.16	Náiiwa nalí chóniwenai yáaine quinínama cáinabi íta'aa,
1TI.3.16	náa'a éebidenai linácu quinínama cáinabi,
1TI.3.16	ya narríshibiani sáicai wérri áacairra.”
1TI.4.1	Ne liá'a Espíritu Santo limá'ee jucámarranaa, cha lé'e amáarractala'inaa liyáca liá'a éerrica, áabiminaa dánaujoo liúcha liá'a néebidani nácu, nasíguiaminaa náa'a espíritu cachálujuedacanica ya néewidani nanácu náa'a íinuenai demonio néenee. 
1TI.4.2	Namédaminaa nawánacaala náa'a chóniwenai chámaini wíteeshi ya canúma yúwicani, nashínaa nawítee márquerriu nashínaa jíconaashi újni jiárruyucani. 
1TI.4.3	Náani chóniwenaica jócu naínda néda yáacacoo, ya jócu naínda náaya matuínaami íyacaishi, ne Dios quénudanica quéewique'e náa'a éebidenaica ya lécchoo náa'a yáine léenaa liá'a yáawaiyica náayaque'ini, náaque'e sáicai Diosru. 
1TI.4.4	Ne quinínama liá'a Dios quénudanica sáicai wérri; ya jiní wéewani wadánaa jiúcha warríshibiactani wáa sáicai Diosru, 
1TI.4.5	níwata liá'a Dios chuánica ya isáta Dios yúcha limédani majíconaa.
1TI.4.6	Ne jéewidacta quinínama liáni nalí náa'a jéenajinai, ya jíya liá'a Dios chuánica ya liá'a sáicai jéebidanica nácu séewirrinai jiyá nácu, jiyá bácai cashírruedacai sáicai Jesucristorru.
1TI.4.7	Ne jócai jiméda liwánacaala náa'a chuánshi éerri rícu sánaca ya mawíteeca. Jimáaca jicáwicau Dios cáaji rícu mamáarraca; 
1TI.4.8	áawita liá'a ejercicio sáicai wanáanairru máayabaca, jimáaca jiyáu Diosru sáicai quinínamarru, níwata índa walí sáicai liáni wacáwicaca, ya liá'a wacáwica wabéechala sáica. 
1TI.4.9	Liáni yáawaiyii waliáni, arrúnaa quinínama néebidacani. 
1TI.4.10	Tándawa liáni, watráawajaa ya waméda wadánaniu, níwata wamáaca wanéndaca liáni liá'a Dios cáwiica, liá'a wásedeerri quinínama chóniwenai, nalí chúnsai náa'a éebidenai linácu.
1TI.4.11	Liáni arrúnaa jibánua ya jéewida áabi mawí. 
1TI.4.12	Ujicába jiyáu jiníca jiwéni, báawita icúlirrijui jiyá, mawí jíyada jiwíteu nalí chaléjta éebiderri Dios chuáni nácu, chaléjta jitáaniacala, chaléjta jiyáyu'u jiwówa yáajchau, ya jéebidacala ya jicáwica jiní jíconaa. 
1TI.4.13	Nácula nuíinu jichána jiliá nalí náa'a chóniwenaica liá'a Dios chuánica, jiá nadánani náa'a jéenajinai ya jéewida nayá. 
1TI.4.14	Ujínda amáarraca liá'a sáicabee Dios yáani jirrú, quéecha'inaami Dios wána salínaica iglesia ísanaca nachánaa nacáajiu jinácu.
1TI.4.15	Jimáaca quinínama jiwíteu linácu liáni, néewaque'e nacába quinínama léjta jidáwinacoo jinácu. 
1TI.4.16	Jitúyau jiyá jájiu, liá'a jéewidau'u áabi, jiáu cabálininaa quinínama nácu. Ne jimédacta cháni'i, jéewaminaa jiácoo áacairra jiyá jájiu, ya chacábacanaa náa'a éemenai jirrú, néewaminaa náacoo áacairra lécchoo.
1TI.5.1	Ujicáitadeda liá'a salírranica, báawachata, jéewida liwítee chaléjta újni jisálijinaa, jiyá náiibi náa'a icúlinaica ya jiá nawítee léjta jéenajinai. 
1TI.5.2	Náa'a salítuenica, jiyá ruájcha chaléjta jitúwa; ya náa'a miyácanai, chaléjta jéenajinai íina, wíteeshi majíconaiyu.
1TI.5.3	Jiyúda máanirrinica náa'a jócani wáalia tánashia yúderri nayái. 
1TI.5.4	Ne báquetoo máanirriuctani ruwáalia rucúuleu jócta rutáqueerri, nayáwa quéechanacu éewenaa néewidacoo naméda nacábacanau náajcha náa'a chúnsana néenajinaica, caníinaaque'e nacába nasálijinau léjta caníinaa nacába nayá lécchoo, léwa sáicai liéni, sáicai Dios cába lécchoo. 
1TI.5.5	Ne ruá'a yáawaiyii máanirriuca, ruá'a máaquechooca bácai, máaquechoo ruwówau Dios nácu, jócau íiyabau rusátacoo Dios yúcha éerri jútainchu ya táayee lécchoo, quéewique'e Dios yúda ruyá. 
1TI.5.6	Ne ruá'a máanirriuca médechoo léjta éerri wówau, máanaliu yáca rucáwica yáajchau. 
1TI.5.7	Jibánua nalí náa'a quinínama liáni, quéewique'e jócubeecha arrúnaa nacáida íiwanaa. 
1TI.5.8	Ne liá'a jócaita túya léenaaca, mawí'inaa chúnsana léenajinaica, jócai méda nacábacanaa náa'a éebidenai Dios chuáni, chái jicá'a liá'a mawí cacháninai wítee náucha náa'a jóca éebida Dios nácu.
1TI.5.9	Táshia natánacta nají'inaa náa'a máanirrinica, arrúnaa nayáca bácai nája náa'a wáalenai mawí sesenta camuí, ne ruá'a wáalechoomi bácairrimi rúnirrijau. 
1TI.5.10	Néewani náa léenaa nácu liá'a sáicai rumédanica: Dáwinechoo sáica ruéenibiu, sáica wítee náiinucta rúbana rícula, bádedeechoo náiiba náa'a éebidenaica, ruyúdacta náa'a carrúni jináatanica; ne lécchoo, ruwówa rumédaca quinínama sáicai. 
1TI.5.11	Ne jócu tána nají'inaa néeni náa'a máanirrinica wáalianai píitui camuí, níwata ruíinaa wána rushírricoo Cristo yúcha, wówainai nawína yáacacoo wáaliiyu bániu, 
1TI.5.12	nawáalia najíconaa nayá jájiu, jóca naméda léjta namáyu nalí quéechanacu. 
1TI.5.13	Ne lécchoo najínaniu cuíta jútainchu, ya naméda náinuniu lécchoo, ne jócanita íinu bácai canúma yúwicani lécchoo, níqueneu quinínama nácu ya náiiwadeda jócai sáicanata náiiwadedaca. 
1TI.5.14	Tánda nuwówai náa'a máanirrini miyácanaica ruéewa ruéda yáacacoo wáaliiyu, nawáaliaque'e néenibiu, natúyaque'e nábanau léjta íina, jócubeecha náa lirrú yáarrushi liá'a najínaica. 
1TI.5.15	Ne áabi náa'a máanirrinica najiáu Jesucristo yúcha, jáiwa náawai Wawásimi yáajcha.
1TI.5.16	Ne báquetoo íinetoo éebidechoo Cristo nácu, ruwáaliacta ruéenajinai máanirrini íibiu, arrúnaa iyúdacani, jócubeecha cadúcuni liyá iglésiarru; cháminaa iglesia éewa liyúda nayá náa'a máanirrinica jiníni yúda mawí.
1TI.5.17	Náa'a salínaica wánacaleenai sáica iglesia, éewenai cawáunta icába mawí, náa'a yáawaiyinica íiwa ya éewidenai Dios chuáni. 
1TI.5.18	Ne liá'a Dios chuáni limá'ee: “U'ibáji linúma liá'a pacáaca jáicta litráawajaa liyá cái”. Né'e limá'ee lécchoo: “Liá'a tráawajeerrica iglesia rícu, éewerri lirríshibia liwéniu lécchoo”.
1TI.5.19	Ujiméda nawánacaala náa'a táanianai lijúnta liá'a salírrani éewiderri iglesia rícu, jócta liwáalia chámata jócta matálitai cábenai liyá. 
1TI.5.20	Náa'a médenai náacoo najíconau, arrúnaa náarracani quinínama náneewa, quéewique'e chacábacanaa cáarru náa'a áabica.
1TI.5.21	Nubánua jiyá Dios náneewa, Jesucristo náneewa ya náa'a ángelbini Dios wínani lécchoo, jiméda quinínama liá'a nuwánani jimédaca, ya machácani jiyá quinínama yáajcha, jicába quinínama áabenaa. 
1TI.5.22	Ujichánaa jicáajiu áabi nácu jóctanaa jiá léenaa liwítee sáica, jócubeecha jiméda jijíconau náajcha. Jitúyau liúcha liá'a quinínama máashiica.
1TI.5.23	Níwata éerri jútainchu bálinacoo jiáwai nácu, ujíirra shiátai bácai liyáwoo, jéewa jíirra píitui vino lécchoo.
1TI.5.24	Najíconaa náa'a áabica, nacábani jucámarranaa jóctanaa náau liyáctala cáberri yáawacta cajíconaajani, ne áabata náani léenaa liáwinaami. 
1TI.5.25	Ne chalécchoo, liá'a sáicai namédani lécchoo nacábani jucámarranaa; ya liá'a jócai nacába, jóca'inaa máacau libáyacoo séewirrinaa.
1TI.6.1	Náa'a arrúnaani tráawajaaca nawácanairru mawéni, arrúnaa náa'a nacáarruni'inau nawácalirru, arrúnaa cawáunta nayá, jócubeecha licáida náiiwanaa Dios jí'inaa nácucha, jiní natáaniacala máashii linácu liá'a wéewidani nácu. 
