MAT.1.1	Mapalivaisije Jesucristo pijasalinaivimi pelivaisi. Jesucristo rabaja Davidpijinë pemomoxiyajuvënënë. Davidpijinë pijinia Abrahampijinë pemomoxiyajuvënënë. 
1TH.3.3	Pacatoitorobatsibeje Timoteo papecayavenonaeya tsipaebabiabinexa pexanialivaisi, caenë ata paxamëyajuvënënë Dioso pejumelivaisi pejumecovënëtsijava pecopabiyaniva, itsamonae itsa bejiobiaexanaponatsi. Paxamë baja cajena payapëtaneme Dioso vajanacatocopatsijava itsamonae vajanacabejiobiaexanaponaenexa. 
1TH.3.4	Pamatacabi abaxë pacayajavajinavanapatsi, tajëvelia baja cajena pacatsipaebabiabatsi itsamonae papecabejiobiaexanaponaejavanexa Dioso papijajivixaemë. Nexata jane baja bajarapacuene aeconoxae pacatocopiapata. 
1TH.3.5	Bajaraxuata baja apo najamatabëcuene saëtaponaejitsipaenë matavëjëa taevetaponaejava patacataenexa. Nexata baja itorobajë Timoteo peponaenexa paxamëjavabelia papecataenexa pacuenia pajumecovënëtavanapame Dioso pitorobilivaisi. Xanë picani paxamë yabara jamatabëjumaitsinë: “Dovathi meta bajarapamonae jamatabëcueneëjëtatsi. Othopaica meta baja. Nacueratajë meta baja bajarapamonaejavata pexanialivaisi tatsipaebabiabijava,” jamatabëjanë picani paxamë yabara.
1TH.3.6	Timoteo nexata itsa parena paxamëjavaverena, Tesalónica tomaraverena, panetsipaebabeje pexanialivaisi. Xaniavaetsia pina Dioso pajumecovënëtavanapame. Paxamë pina pasivamë tsavanapae itsamonae ata. Panejamatabënajinavanapame pina pexaniajamatabëcuenia. Bitso pina jamatabëpanetaneme picani pacuenia paxanë ata jamatabëpacatanetsi picani. 
1TH.3.7	Tajamonae, panetocopiapata rajane baja pibisiacuenia itsamonae patanebejiobiaexanaponaenexa. Itsiata baitsi jane panajamatabëcuenesaëtavanapajë paxamë yabara. Panajamatabëcuenesaëtajë itsa pacavënëlivaisitanetsi asaëya Dioso panejumecovënëtsijava. 
1TH.3.8	Itsa pacavënëlivaisitanetsi asaëya Dioso panejumecovënëtsijava, nexata pacasivanajamatabëcuenesaëtatsi. 
1TH.3.9	Nexata pexaniajamatabëcuene parajutajë Diosojavabelia paxamë yabara. Pexaniajamatabëcuene parajutajë Diosojavabelia bitso patacasivajamatabëcuenebarëyaxae Dioso pitabarata. 
1TH.3.10	Matacabita, meravi ata, daxita patajamatabëëthëtovetsina pavajëtabiabajë Diosojavabelia patanetocopatsinexa icatsia pataponaenexa paxamëjavabelia patacataenexa. Pacatovajëtabiabatsinua Dioso papecayapëtaeyaexanaenexa palivaisi abaxë pacatosaica xaniavaetsia panejumecovënëtsinexa Dioso pejumelivaisi.
1TH.3.11	Pavajëtajë vaxa Diosojavabelia, vajatuxanenë Jesucristojavabelia ata, pataneyavenonaenexa pataponaenexa paxamëjavabelia. 
1TH.3.12	Pacuenia paxanë pacaasivatsi tsavanapae, bajarapacuenia paxamë ata caejivi canacujitsia panevajënaeyabelia namataenetsia panenasivanexa, pacatovajëtatsi Diosojavabelia papecayavenonaenexa. Pacatovajëtatsi Dioso papecayavenonaenexa itsamonae ata paneasivanexa. 
1TH.3.13	Pacatovajëtatsi Dioso papecajamatabëcuene asaëyaexanaenexa, jamatabëcuenexanepanaeya panejinavanapaenexa. Nexata paneconijibimë tsane. Paneconijibimë tsane Dioso pitabarata panenubenaejavata, pamatacabi vajatuxanenë Jesús, daxita pijajivi yajava, patsianica.
1TH.4.1	Tajamonae, nexata pinijicuenia pacamuxujiobatsi. Vajatuxanenë Jesús pejamatabëcueneta pacaitorobatsi xaniavaetsia panejinavanapaenexa. Pacatsipaebatsi rabaja cajena pacuenia pajinavanapaejitsiamë Dioso papecasivajamatabëcuenebarëyanexa. Bajarapacuenia panevajënaeyabelia xaniavaetsia pajinavanapare daxitamatacabijavabelianexa.
1TH.4.2	Payapëtanemenua baja cajena palivaisi vajatuxanenë Jesús pejamatabëcueneta pacaitorobatsi panejumecovënëtsinexa. 
1TH.4.3	Dioso raja jitsipa xaniavaetsia panetojinavanapaenexa ëponënexa. Dioso raja pacatojitsipa panecopabinexa pibisiacuene panevitota paneexanaejava. 
1TH.4.4	Dioso raja pacatojitsipa pacaenëmë canacujitsia paneyapëtaenexa mapacueneje. Petiriva itsa papitame panijavanexa, xaniavaetsia paevere. Payaiyataemanua. 
1TH.4.5	Pëtsa petiriva papitame pibisiacuene saya panevitota paneexanaenexa bajarapovajavabelia pacuenia Dioso apo pejumecovënëtsivi baexana. 
1TH.4.6	Dioso cajena apo jitsipae itsanë ata pevitota pibisiacuene pexanaenexa itsanë pijavajavabelia. Vajatuxanenë cajena pinijicuenia naneconitsiaexanaena daxita pamonae exana bajarapacuene. Bajarapacuene yabara imata baja cajena pacatsipaebatsi pamatacabi abaxë pajinavanapajë paxamëjavata. 
1TH.4.7	Dioso baja cajena nacajunata ëpexaniacuene vajaexanavanapaenexa. Dioso apo nacajunatsi pibisiacuene vajaexanavanapaenexa. 
1TH.4.8	Itsamonae apo panejumecovënëtsi patatsipaebilivaisi. Bajarapamonae itsa apo panejumecovënëtsi paxanë, apo jumecovënëtsi Dioso, ponë nacarajuta Espíritu Santo.
1TH.4.9	Paxamë rabaja namataenetsia panaasivamë tsavanapae itsamonae Dioso pejumecovënëtsivijavabelia. Dioso baja cajena pacayapëtaeyaexana bajarapacuenia panenasivanexa. Bajaraxuata apo namatavenonaenë baja patacatoyaquinaenexa patacayapëtaeyaexanaenexa bajarapacuene. Tsipaji baja payapëtaneme. 
1TH.4.10	Xaniajai rabaja. Pasivamë tsavanapae daxita vajamonae, Macedonia nacuajava pejinavanapaevi. Itsiata icatsia pacaitorobatsi namataenetsia bitsoyo orijibia panenasivanexa. 
1TH.4.11	Pacuenia baja cajena copiaya pacaitorobatsi, bajarapacuenia jamatabëcuenexanepanaeya pajinavanapare. Ëpanijacuene saya paexanare panejamatabëitonotsiyaniva itsamonaejavabelia. Panijacuata panatonacuenebare bajarapacuenia panenaevetavanapaenexa. 
1TH.4.12	Bajarapacuenia nexata Dioso apo pejumecovënëtsivi pacayaiyataena. Nexata apo pacatosaicae tsane itsacuenejavayo ata panenamatavenonaejava.
1TH.4.13	Tajamonae, pacatojitsipatsi xaniavaetsia paneyapëtaenexa pacuenia itsamatacabi itsijitsia Dioso pepua pejumecovënëtsivi petëpaevi. Pacatsipaebatsi baja cajena bitso panenajamatabëxainaeyaniva itsa pacavecuatëpa itsajiviyo. Pacatsipaebatsi baja cajena bitso panenajamatabëxainaeyaniva, pacuenia bitso banajamatabëxaina Dioso apo pejumecovënëtsivi itsa vecuatëpatsi itsajiviyo. Bajarapamonae jamatabëcuenenavëxaniabiaya bajumaitsi: “Petëpaevi rabaja peponaxuabi,” bajai Dioso apo pejumecovënëtsivi. 
1TH.4.14	Vaxaitsi baja cajena jumecovënëtatsi Jesús vajanacasivatëpaejava. Jesús vajanacasivatëpaecujinae, Dioso icatsia asaëyaexanatsi petëpaejavavecua. Dioso icatsia itsamatacabi asaëyaexanaena daxita pamonae Dioso pepua pejumecovënëtsivi petëpaevimi. Bajarapalivaisi vaxaitsi baja jumecovënëtatsi.
1TH.4.15	Palivaisi pepo petuxanenë Jesús netsipaeba, bajarapalivaisi pacatsipaebijitsiatsi. Vaxaitsi abaxë mapanacuata vajaasaëtsavanapaevi pamatacabi pepo petuxanenë Jesús icatsia patsianica. Vaxaitsi athëbëabetsia apo namataxainaetsitsia tsane. Petëpaevimi rajane copiaya namataxainaenia. 
1TH.4.16	Angelevi penamatacaitorobinë vavajai tsaxuabi tsane. Dioso pijatrompeta najumetsiana. Pepo petuxanenë jane baja pijacuata patsianica athëbëvetsica. Nexata pamonae Cristo pepua pejumecovënëtsivi tëpa, bajarapamonae asaëyaexanaenatsi petëpaejavamivecua. 
1TH.4.17	Bajaraxuacujinae vaxaitsi, abaxë mapanacuata vajaasaëtsavanapaevi bajarapamatacabita, itarërëbotatsia nacacaetuatsiania petëpaevimi yajava. Caxitajarabianatsi jane baja athëbëtatsia pepo petuxanenë Jesús. Nexata jane baja daxitamatacabijavabelianexa yajavajinavanapaenatsi bajaraponë. 
1TH.4.18	Bajaraxuata panajamatabëcuenesaëtavanapare mapalivaisitaje.
1TH.5.1	Tajamonae, itsiata apo panamatavenonaenë patacatoyaquinaenexa patacayapëtaeyaexanaenexa pamatacabita, paepatota ata, copiapatsijitsia daxita bajarapacuene. 
1TH.5.2	Payapëtaneme baja cajena pepo petuxanenë Jesús icatsia pepatsijavanexatsica. Paepatota apo vajënaeevetsitsi, jemata patsianica. Pacuenia penacobetoxotsinënexa meravi bapata itsajota apo jamatabënajinaetsi, bajarapacuenia jemata patsianica pepo petuxanenë Jesús. 
1TH.5.3	Pamatacabita jivi jumai tsaponae tsane: “Daxitanacuanëjava baja cajena xanepana. Daxitajivi xaniavaetsia jinavanapa,” jai tsane, bajarapaepatota jemata tocopiapatsianatsi Dioso apo pejumecovënëtsivi peverebiabinexatsi. Nexata acuenebi tsane Dioso apo pejumecovënëtsivi pevecuarëcëpecaenexa bajarapacuene. Pacuenia petiriva, penacoxitsiva, itsa vixaenotatsi penacueto pevecuanaexanaenexatsi, acuenebi pevecuanajetabajiravijava bajarapavixae, bajara pijinia itsane pamonae Dioso apo pejumecovënëtsivi. 
1TH.5.4	Tajamonae, paxamë baja apo pajamatabëcueneaitaquirimë. Pacuenia Dioso apo pejumecovënëtsivi ajamatabëcueneitaquiri, bajarapacuenia apo pajamatabëcueneitaquirimë. Pepo petuxanenë Jesús pepatsimatacabinexatsica pacopiaevetavanapame. Nexata pamatacabi pepo petuxanenë patsianica, apo pajamatabëcuenenabenajacaemë tsane. Pacuenia penacobetoxotsinë itsa pata, basivajamatabëcuenenabenajacatsi, apo paitsimë tsane. 
1TH.5.5	Tsipaji baja daxita paxamë pexanialivaisita pacajamatabëcueneitayota. Nexata baja daxita vaxaitsi pitaquirijamatabëcuene apo xainaetsi. 
1TH.5.6	Bajaraxuata nexata vaxaitsi apo bejamatabëcuenemajitsitsi. Pacuenia Dioso apo pejumecovënëtsivi jamatabëcueneitsi, bajara apo bejamatabëcueneitsitsi. Biji rajane jamatabëcueneaitavaya bejinavanapatsi. Nayajivitaeya bejinavanapatsinua pibisiacuene vajaexanaeyaniva. 
1TH.5.7	Pamonae jamatabëcueneaitaquiri, jamatabëcuenemajitabiaba. Aitajibi tsabiabinua meravi. 
1TH.5.8	Itsiata baitsi jane vaxaitsi baja pexanialivaisita nacajamatabëcueneitayota. Nexata nayajivitaeya jinavanapatsi pibisiacuene vajaexanaeyaniva. Najamatabëcuenecopatatsi baja ëDiosojavabelia. Asivatsi tsavanapae Dioso. Itsamonae ata asivatsi tsavanapae. Copiaevetavanapatsi Cristo vajanacacapanepaenexa Diosojavabelia. Bajarapacuenia itsa copiaevetavanapatsi Cristo vajanacacapanepaenexa Diosojavabelia, nexata dovathi pejamatabëcuenevecua nayajivinajamatabëcuenexatatatsi Dioso pejumelivaisita. Nexata pacuenia vajabitsaënë nayajivinaxatata piatajajava, namataxatatanua piatajajava pejorojoronaeyanivatsi pijavajabitsaënë, bajara vaxaitsi ata itsitsi dovathi vajanacayamaxëitojorobiyaniva. 
1TH.5.9	Dioso apo nacaitapetsi vajanacananeconitsiaexanaenexa pibisiacuene vajaexanaeneconi yabara. Biji rajane Dioso nacaitapeta vajanacacapanepaenexa pibisiacuene vajaexanaeneconivecua pepo petuxanenë Jesucristo pejamatabëcueneta. 
1TH.5.10	Jesucristo baja cajena nacasivatëpa vajanacayajavaponaponaenexa vajaasaëtsavanapaevi mapanacuataje. Vajatëpaecujinae ata, Dioso pijanacuatatsia Cristo nacayajavaponaponaena. 
1TH.5.11	Bajaraxuata pacuenia baja namataenetsia panajamatabëcueneasaëya exanaponame, bajarapacuenia panevajënaeyabelia tsiteca paexanavanapare.
1TH.5.12	Tajamonae, pinijicuenia pacamuxujiobatsi paneyaiyataenexa pamonae paxamë tuatuajëta Dioso tonacuenebavanapa. Bajarapamonae Dioso pitorobicueniatsi pacaevetavanapa. Pacamuxujiobabiabanua. 
1TH.5.13	Payaiyataema bajarapamonae. Asivaya pataema. Tsipaji bajarapamonae xaniavaetsia Dioso tonacuenebavanapa. Jamatabëcuenexanepanaeya panajuajinavanapare.
1TH.5.14	Pacaitorobatsinua panemuxujiobinexa pamonae piafaetabivi. Pamonae pijinia jamatabëcuenecuerana itsamonae bepejiobiaexanaponaexaetsi Dioso pejumecovënëtsijava yabara, pajamatabëcueneasaëyaexanare. Payavenonare pamonae jamatabëcuenefaefaena Dioso pejumelivaisivecua. Itsa pamuxujiobianame bajarapamonae, itsa pamuxujiobianamenua itsamonaejavabelia ata, ajamatabëcuenesaëya pamuxujiobianame bajayajebi pacopatsinejevamë.
1TH.5.15	Pëtsa bajarapamonaejavabelia pibisiacuene panamatamoexaname, copiaya pibisiacuene pacaexanae ata. Biji pajamatabënajinavanapare pexaniacuene namataenetsia panenatoexanaponaenexa. Pajamatabënajinavanapare daxitajivijavabelia ata pexaniacuene panetoexanaenexa.
1TH.5.16	Daxitamatacabi pajamatabëcuenebarëyamëre tsavanapae. 
1TH.5.17	Daxitamatacabi Diosojavabelia pavajëtabiabare pacopatsinejevamë. 
1TH.5.18	Daxita pacuene apo panejitsipaecuene ata, Dioso itsa pacatocopata papecatocopiapatsinexa, nexata itsa pacatocopiapata bajarapacuene, itsiata pexaniajamatabëcuene parajutabiabianame Diosojavabelia bajarapacuene yabara. Bajarapacuenia paneexanavanapaenexa, Dioso pacatojitsipa Jesucristo papijajivixaemë.
1TH.5.19	Espíritu Santo itsa pacajamatabëcueneitoroba itsacuenejavayo paneexanaenexa, pëtsa pajamatabëjumaitsimë: “Apo exanaenë tsane bajarapacuenia,” pajamatabëjamë pëtsa. 
1TH.5.20	Pëtsa panamuxujematame Espíritu Santo peyajavacuaicuaijaivi, Dioso pejumelivaisianë pepaebivi. 
1TH.5.21	Nexata pacuenia bajarapamonae pacaitoroba panejumecovënëtsinexa, copiaya pajaire Dioso pejumelivaisibaxutota paneyapëtaenexa. Nexata xaniajai bajarapacuenia Dioso pejumelivaisibaxutota itsa jumaitsi, bajarapacuenia paexanare. 
1TH.5.22	Daxita xua pibisiacuene, panayajivitaema.
1TH.5.23	Dioso baja cajena vajanacajamatabëcuenexaniavaetsinë. Bajaraponë pibisiacuene paneexanaeneconimi pacavecuaajibiaexanaena. Dioso evetsiana panejamatabëcuene, paneperabëto ata, pibisiacuene paneexanaeyaniva. Bajarapacuenia Dioso pacaevetsiana matapania vajatuxanenë Jesucristo icatsia pepatsimatacabitsicajavabelianexa. 
1TH.5.24	Bajarapacuenia Dioso pacaevetsiana, ponë pacajunata papexinexamë. Dioso cajena pacatoexanaena daxita pacuenia najumecapanepaeya pacajumaitsi.
1TH.5.25	Tajamonae, Diosojavabelia panetovajëtabiabare.
1TH.5.26	Asivaya nebajacobiana daxita bajarajotalia Dioso pejumecovënëtsivi.
1TH.5.27	Pacaitorobatsi Dioso pejamatabëcueneta. Patsimuxulebianame mapabaxutoje daxita Dioso pejumecovënëtsivi pejumetaenexa.
1TH.5.28	Pacatovajëtabiabatsi Diosojavabelia vajatuxanenë Jesucristo papecayavenonabiabinexa.
2TH.1.1	Xanë Pablonë, Silvano, Timoteo, mapamatabëxëyoje pacatoyaquinatsi mapabaxutoje. Pacatoyaquinatsi Dioso panejumecovënëtsivi, paTesalónica tomarapijivimë. Panenajamatabëcuenecopatsivi baja vaxa Diosojavabelia, vajatuxanenë Jesucristojavabelia ata. 
2TH.1.2	Pacatovajëtatsi vaxa Diosojavabelia, vajatuxanenë Jesucristojavabelia ata, papecaitaxutotsoniataenexa jamatabëcuenexanepanaeya panejinavanapaenexa.
2TH.1.3	Tajamonae, panevajënaeyabelia bitso orijibia panajamatabëcuenecopataponame Diosojavabelia. Pacaenëmë canacujitsia namataenetsia panaasivamënua tsavanapae. Bajaraxuata daxitamatacabi paxamë yabara pajumaitsinë tsane Diosojavabelia: “Xanepana rabaja. Pexaniacuenia yavenonaponame Tesalónica tomarapijivi,” pajanë tsane. 
2TH.1.4	Diosojavabelia pajamatabëcuenesaëmë tsaponae itsamonae pinijicuenia pacabijataeyabiabi ata, pacabejiobiaexanabiabi atanua. Bajaraxuata paxanë barëyaya pacavënëlivaisipaebaponatsi itsatomaranëjava, Dioso pejumecovënëtsivijava. 
2TH.1.5	Bajarapacuenia pacabejiobiaexanabiabi ata, Diosojavabelia paneajamatabëcuenesaë tsaponaexae, nayapëtane Dioso papecajamatabëcueneyavenonaejavanexa pamatacabi naneconitsiaexanaena pijaneconi pexainaevi. Bajarapamatacabi Dioso papecasivajamatabëcuenebarëyaxae, pacatocopatsiana panejonenexa Dioso pijanacuayabetsia Dioso papecaevetsinexa.
2TH.1.6	Dioso baja cajena najamatabëcuenevereta pacuenia exanaejitsia. Nexata juya Dioso bejiobiaexanaena pamonae pacabejiobiaexanapona maparucaeje. 
2TH.1.7	Paxamë abaxë pacabejiobiaexanaponaena pacuenia paxanë ata panebejiobiaexanapona. Itsiata Dioso nacayavenonaena bajarapacuenevecua. Bajarapacuenia Dioso nacayavenonaena pamatacabi pepo petuxanenë Jesús icatsia patsianica piasaëángelevi yajava, pitarunutsicotia ata yajava. 
2TH.1.8	Jesús jane baja patsianica penaneconitsiaexanaenexa pamonae apo yapëtae Dioso. Pamonae ata apo jumecovënëtsi pepo petuxanenë Jesucristo pelivaisi, Jesús naneconitsiaexanaena. 
2TH.1.9	Bajarapamonae pijaneconi yabara Jesús naneconitsiaexanaenatsi daxitamatacabijavabelianexa. Dioso pitabaravecua tajë xuabianatsi. Bajarapamonae Dioso pijapenivenivenaecotia apo tae tsane caeto ata. 
2TH.1.10	Pamatacabi vajatuxanenë icatsia patsianica, pinijicuenia pijajivi yaiyataenatsi. Pinijicuenia sivajamatabëcuene nabenajacaenatsi daxita Jesús pejumecovënëtsivitsi. Bajarapacuenia tocopiapatsianatsi pamatacabi patsianica vajatuxanenë. Paxamë ata Jesús pijajivi payajavamë tsane patanejumecovënëtsixaemë patacatsipaebilivaisi.
2TH.1.11	Bajaraxuata pacatovajëtabiabatsi Diosojavabelia. Pacatovajëtabiabatsi vajaDiosojavabelia papecajamatabëcuene xaniavaetsinexa. Pacuenia bejamatabëcueneitsi Dioso pijajivi, bajara panejamatabëcueneitsinexa. Pacatovajëtabiabatsinua Diosojavabelia pecaëjëpaejamatabëcuenetatsi papecajamatabëcueneyavenonaenexa, paneexanaenexa daxita pacuenia pajamatabëexanaponame. Pacatovajëtabiabatsinua Diosojavabelia papecayavenonaponaenexa daxita pacuene paexaname Jesucristo papijajivixaemë. 
2TH.1.12	Nexata paxamë xaniavaetsia panejinavanapaejamatabëcueneta, vajatuxanenë Jesucristo daxitajivi yaiyataenatsi. Paxamë ata juya Dioso pacayaiyataeyaexanaena daxitajivi. Bajarapacuenia pacayaiyataeyaexanaena papecaitaxutotsoniataexae vajaDioso, vajatuxanenë Jesucristo ata.
2TH.2.1	Tajamonae, pacatsipaebatsi baja cajena paneyapëtaenexa pacuenia vajatuxanenë Jesucristo patsijitsiatsica. Pacatsipaebatsinua baja cajena pacuenia ata nacacaetuatsijitsia bajaraponëjavabelia pamatacabi patsianica. 
2TH.2.2	Nexata pajivi najumetsënëtsiaya pacajumai tsane: “Espíritu Santo raja neyapëtaeyaexana. Jesucristo rabaja patsica,” pacajai tsane, pëtsa pajumecovënëtame. Pajivi pijinia najumetsënëtsiaya pacajumai tsane: “Pepacuene rabaja Jesucristo patsica,” pacajai tsane, pëtsa pajumecovënëtame. Pajivi pijinia najumetsënëtsiaya pacajumai tsane: “Pablobana raja nacatoyaquina: ‘Jesucristo rabaja patsica,’ jai raja vajanacatoyaquinaebaxutota,” pacajai tsane, pëtsa pajumecovënëtame. Itsamonae najumetsënëtsia itsa pacatsipaeba Jesús pepatsijavatsica yabara, pëtsa panajamatabëcueneepatajërërëcame panejumecovënëtavanapae livaisivecua. Pëtsa pajamatabëcuenenabenajacamenua. 
2TH.2.3	Pëtsa pajumecovënëtame pematatsënëa itsalivaisicuenia itsa pacatsipaeba Jesucristo pepatsijavatsica yabara. Jesucristo raja abaxë apo patsitsica tsane. Peneta raja itsa baja imoxoyo pevajënae tsane Jesucristo pepatsinexatsica, jivi ayaibitsaëtonë Dioso pejumelivaisi pejumecovënëtsijava copabiana. Bajara pijinia pamatacabi patsiana ponë bitso pibisiacuene pexanabiabinënexa. Bajaraponë itsamatacabi Dioso xuabiana isotuabelia, bitso bejiobiaya peponaponaenexa daxitamatacabijavabelianexa. 
2TH.2.4	Bajaraponë cueneitoya tsane Dioso pijacuene. Pamonae ata vajëcabiaba bedioso petaevijavabelia, itavetsiana pevajëcabiabiyaniva. Dioso pijatemplobota ata belia ecaena bediosonë jivi petaenexatsi. Bajaraponë jumai tsane: “Xanë rajane baja diosonënë,” jai tsane. Bajarapacuenia jivi ayaibitsaëto bajaraponë yamaxëitojorobiana.
2TH.2.5	Pamatacabi abaxë paxamëjavata naponaponajë, tajëvelia baja cajena pacatsipaebabiabatsi bajarapalivaisi. ¿Panacofënëtame tsabaja bajarapalivaisi? 
2TH.2.6	Payapëtaneme baja cajena pacuenia abaxë Dioso yacaranata pibisiacuene bitso pexanabiabinënexa pepatsiyaniva. Dioso petocaëjëtsimatacabita bajaraponë patsiana. 
2TH.2.7	Mapamatacabita ataje jivi pibisiacuene pexanaejava navitapona pevajënaeyabelia. Itsiata abaxë apo patsi ponë bitso pibisiacuene pexanabiabinënexa. Matapania pamatacabi Dioso copatsiana pecaranatsijava bajaraponë pepatsiyaniva, patsiana jane baja pibisiacuene bitso pexanabiabinexa. 
2TH.2.8	Bajarapamatacabi bajaraponë patsiana bitso pibisiacuene pexanabiabinexa. Nexata pepo petuxanenë Jesús pijumalisaëta bajaraponëmi beyaxuabiana. Pamatacabi Jesús patsianica, bajaraponëmi Jesús vereverecaeyaexanaena pijapenivenivenaecotiata. 
2TH.2.9	Bajaraponë patsiana dovathi pejamatabëcueneta pibisiacuene bitso pexanabiabinexa. Nexata bajaraponë dovathi pesaëta pinijicuene pexanaejava exanaponaena jivi peyamaxëitojorobinexa, beayaijamatabëcuenenë petaenexatsi. 
2TH.2.10	Bajaraponë exanaena daxita xua pibisiacuene, jivi peyamaxëitojorobinexa. Nexata bajaraponë pejamatabëcueneta Diosovecua jivi naxuabiana. Jivi Diosovecua naxuabiana tsipaji apo jitsipae pejumecovënëtsinexa pexaniajailivaisi pecapanepaelivaisinexatsi Diosojavabelia. 
2TH.2.11	Bajaraxuata Dioso tocopatsiana bajaraponë penajumetsënëtsilivaisi petsipaebinexatsi peyamaxëitojorobinexatsi. Nexata bajarapamonae jumecovënëtsiana ëpenajumetsënëtsilivaisi. 
2TH.2.12	Bajaraxuata nexata daxita bajarapamonae Dioso naneconitsiaexanaenatsi. Tsipaji apo jumecovënëtsi tsane pexaniajailivaisi. Caranata saya sivabarëya tsabiabi tsane ëpibisiacuene pexanaejava.
2TH.2.13	Tajamonae Dioso papecaasivavi, pepo bajayata abaxë itsa apo panaexanaemë, vajatuxanenë baja cajena tajëvelia pacaitapeta papecacapanepanexa. Dioso baja cajena pacacapanepaena. Espíritu Santo pesaëta pacajamatabëcuenexaniavaetsiana panejumecovënëtsixae pexaniajailivaisi, Jesús pelivaisi. Bajaraxuata paxamë yabara pajumaitsinë tsabiabi Diosojavabelia: “Xanepana rabaja. Pexaniacuene exaname. Tsipaji tajëvelia itapetame Tesalónica tomarapijivi pecajumecovënëtsinexa. Nexata baja cajumecovënëta,” pajanë tsabiabi. 
2TH.2.14	Dioso paneitoroba patacatsipaebinexa pexanialivaisi papecacapanepaelivaisinexa Diosojavabelia. Nexata baja pajumecovënëtame bajarapalivaisi. Bajarapacuenia Dioso pacajunata panepatsinexa vajatuxanenë Jesucristojavabetsia, papecayajavaponaponaenexa.
2TH.2.15	Tajamonae, bajaraxuata panevajënaeyabelia pacaasaëmëre tsavanapae panejumecovënëtsijava Dioso. Pajumecovënëtavanapare patacatsipaebilivaisi. Palivaisi ata patacatoyaquinatsi panejumecovënëtsinexa, pëtsa panacofënëtame. 
2TH.2.16	Vajatuxanenë Jesucristo, vaxa Dioso ata, nacaasiva. Bajaraponëbeje nacaitaxutotsoniatane. Bajaraxuata nacajamatabëcueneasaëyaexanapona daxitamatacabijavabelianexa. Nacatocopatanua vajacopiaevetavanapaenexa pepo petuxanenë Jesucristo icatsia pepatsijavanexatsica. 
2TH.2.17	Nexata pacatovajëtatsi vajatuxanenë Jesucristojavabelia, vaxa Diosojavabelia ata, papecajamatabëcuene asaëyaexanaenexa. Pacatovajëtatsinua jivi panetsipaebinexa pexanialivaisi. Pacatovajëtatsinua paneexanaenexa daxita xua pexaniacuene.
2TH.3.1	Tajamonae, pecopiarucaelivaisi rabaja maje pacatoyaquinatsije. Panetovajëre Diosojavabelia Dioso pejumelivaisi bepijia peyacaëjëpaenexa daxitanacuajava. Patovajërenua daxitajivi pejumecovënëtsinexa Dioso pejumelivaisi pacuenia baja paxamë pajumecovënëtame bajarapalivaisi. Patovajërenua daxitajivi peyaiyataenexa Dioso pejumelivaisi. 
2TH.3.2	Panetovajërenua Dioso patanevetsinexa pibisiajamatabëcuenevivecua. Bajarapacuenia panetovajëre tsipaji raja daxitajivi Dioso apo jumecovënëtsi. 
2TH.3.3	Itsiata baitsi jane vajatuxanenë nacayavenonabiaba. Bajaraponë pacajamatabëcueneasaëyaexanaena. Pacaevetsiananua dovathivecua. 
2TH.3.4	Paxamë yabara baja cajena pajamatabëjumaitsinë: “Bajarapamonae vajatuxanenë yavenonaenatsi. Nexata xaniavaetsia exanavanapaena daxita pacuenia itorobatsi. Pevajënaeyabelia xaniavaetsia exanavanapaena pacuenia itorobatsi,” pajamatabëjanë baja cajena paxamë yabara. 
2TH.3.5	Diosojavabelia pacatovajëtatsi xaniavaetsia paneyapëtaenexa Dioso papecaasivajava. Pacatovajëtatsinua panevajënaeyabelia paneajamatabëcuenesaë tsavanapaenexa Cristo papecajamatabëcuene yavenonabiabinexa.
2TH.3.6	Tajamonae, vajatuxanenë Jesucristo pejamatabëcueneta pacaitorobatsi. Dioso pejumecovënëtsivi ata itsa piafaetabivi, bajarapamonae panavecuatsare. Bajarapamonae apo nacuenebabiabi penaevetsinexa pacuenia picani paitorobajë. 
2TH.3.7	Payapëtaneme rabaja pacuenia paxanë paexanavanapajë pamatacabi panajinavanapajë paxamëjavata. Nexata pacuenia pacatsitajinavanapatsi, bajarapacuenia bepajinavanapame. Pamatacabi abaxë panajinavanapajë paxamëjavata, apo pafaetabinë tsavanapae. 
2TH.3.8	Amoneya baja cajena itsajivi ata apo pavecuaxaenë itsacuenejavayo ata. Biji rajane panatonacuenebabiabajë pinijicuenia. Matacabita, meravi ata, panatonacuenebabiabajë patanaevetsinexa. Bajarapacuenia panatonacuenebabiabajë itsajivi ata paxamëyajuvënëvi petoayapëbejeyanivatsi patanevetsijava patanajinavanapaejavata. 
2TH.3.9	Paxamëjavata pexanialivaisi patacatsipaebavanapaexae, vajatuxanenë picani panetocopata patacavajëtsinexa xua panamatavenonajë patanerajutsinexamë. Itsiata baitsi jane apo pacavajëtsitsi. Pacatsitanacuenebabiabatsi baja cajena. Bajarapacuenia paxamë ata panatonacuenebabiabare panenaevetsinexa. 
2TH.3.10	Pamatacabi abaxë panajinavanapajë paxamëjavata, pacajumaitsitsi baja cajena: “Pajivi afaetabi, pëtsa naxane,” pacajaitsi baja cajena. 
2TH.3.11	Pavënëlivaisitaniji pacuenia itsamonae paxamëyajuvënëvi saya jinavanapa nacuenebinejeva. Bajarapamonae pina bitso jamatabëitonotabiaba itsamonae. 
