MAT.1.1	A Yesu Kɩrɩsɩto sãakpãmɩne nɩ nyã, wʊ yin a Nãa David nɩ Abraham bal pɔ, 
REV.5.14	Ka a bʊ̃nɩbie anaar bala 'yɛr, “A ɩ a lɛ,” ka a nɩbɛrɛ bala gbur dumo puor a 'lɔ na jãnɛ a nãa dakɔɔ ju nɩ a Pɛraabile.
REV.6.1	Ka n kaa naa nyɛ a Pɛraabile na 'lɔɔ a jãnsɩ ayopõi ala ban mar a gãn 'lɔ na de nie, be lɛ n wõ a bʊ̃nɩbie anaar bala ãsʊɔ kɔkɔr fɩka saa na tãn, ka wʊ bʊɔl, “Wa!” 
REV.6.2	Be lɛ n kaa nyɛ ka a ɩ wii pɩla lɛ, ka a 'lɔ na do, jã tam a ba de nãa jupil kʊ wʊ ka wʊ yin darfʊ an ɩ tʊ̃ɔfʊ sʊɔ lɛ wʊ ɩ.
REV.6.3	A Pɛraabile na lɛ 'lɔɔ a jãnsɩ ayi sʊ̃ɔ, n wõn a bʊ̃nɩbie ala ayi sʊɔ na 'yɛr, “Wa!” 
REV.6.4	Ka a wii jɩɛ wa yi, a 'lɔ na do ba kʊ wʊn kpɛ̃ɔ ɩka wʊ faa a nyã'maar tɩ vɛ̃ ka jɛɛr ir a wɛr wʊ jaa, ka a nɩbɛ kʊrɔ taa. Ka ba kʊ wʊ a jɛɛr sɔkpɛ̃ɛ.
REV.6.5	A Pɛraabile na lɛ 'lɔɔ a jãnsɩ ata sʊɔ, n wõn a bʊ̃nɩbie ata sʊɔ na 'yɛr, “Wa!” Ka n kaa ka a ɩ wii sɔɔlaa lɛ, ka a 'lɔ na do tara bʊ̃mansɩ a nũu pɔ. 
REV.6.6	Be lɛ n wõ a bʊ̃nɩbie anaar bala chara pɔ fɩka kɔkɔr na 'yɛrɛ, “Kɔ̃ lo naa, chi bʊ̃manãa nɛbʊ̃'yen na da naa nɩbʊ̃'yen bɩbir gbul sãyar. Ka a kamaana mɩ nɛɛr ata mɩ da nɩbʊ̃'yen bɩbir gbul sãyar, tɩ taa ɩrɛ wa sɔ̃ɔnɔ̃ a kãa nɩ a dãa bara ɛ.”
REV.6.7	A Pɛraabile na lɛ 'lɔɔ a jãnsɩ anaar sʊɔ, n wõ naa a bʊ̃nɩbie anaar sʊɔ na 'yɛr, “Wa!” 
REV.6.8	Ka n kaa nyɛ wii ul a nɩdaa. Ka a 'lɔ na do yuor di kũu, ka a kpĩisɩ tẽe mɩ turo a wʊ puor. Ba kʊ ban kpɛ̃ɔ ɩka ba de sɔkpɛ̃ɛ, nɩ kɔ̃, nɩ baal, nɩ mɔdʊ̃n kʊn a wɛr nɩbɛ ala ɩ ba põn a tẽe a wʊ jiir anaar.
REV.6.9	Wʊn lɛ 'lɔɔ a jãnsɩ anũu sʊɔ, n nyɛn a nɩsɩɩr bala ban dɔ̃ɔ kʊ a Nãaŋmɩn 'yɛr nɩ a wʊ dãasɩɛ jũu ka ba be a Nãaŋmɩn bɔɔr lofʊ jie pĩlem. 
REV.6.10	Ba tãna naa nɩ nɛkpɛ̃ɛ 'yɛrɛ, “A Tʊ̃ɔfʊ sʊɔ, nɩ chɛchɛ sʊɔ, nɩ yelmãɛ sʊɔ, a wa ta dabor ka fʊ tɔɔr a wɛr nɩbɛ 'yɛr na fʊ yab a sɩ jãɩ sãma?” 
REV.6.11	Be lɛ ba kʊ ba jaa bʊ̃pɩɛl tɩ 'yɛr ɩka ba di kãnyir bãlãa ka ba baar kʊ a ba tʊ̃tʊ̃taaba nɩ a yɛɛr a ba kaar ka a ta.
REV.6.12	N kaara naa ka wʊ lɛ 'lɔɔ a jãnsɩ ayʊɔb sʊɔ. Ka a tẽe mĩi wʊ jaa, ka a mɔ̃tɔ̃ɔ sɔb fɔsɔɔlaa kaar, ka a ŋmɛraa mɩ lɩɛb jãɩ kaar jaa kpãn kpãn, 
REV.6.13	ka a ŋmɛrbie mɩ yi a saaju pɔrɔ loro a tẽe pɔ fɩka tɔ̃ɔ kara sɛsɛkpɛ̃ɛ na fu lɔb. 
REV.6.14	Be lɛ a saaju pilʊ̃ fɩka sɔ̃gãnãa ban pil, ka a tɔ̃n a jaa nɩ a dõdolsɩ a jaa mɩ ir a ba jiir.
REV.6.15	Ka a tẽe nyã nãmɩne, a tẽe nyã nɩbɛrɛ, a fɔ̃ɔ dẽme, taraa dẽme, a gãdaar, nɩ a gbãgbaar ba jaa, nɩ a sumɩne ba jaa pãa sɔɔlɔ a tɔ̃n bɔɔr pɔ nɩ a tɔ̃n kʊsɩbɛ pɔ. 
REV.6.16	Ba pãa bʊɔlɔ na a tɔ̃n naa kʊsɩpãnsɩ, “Yɩ lo pii sɩ ka sɩ taa lɛ nyɛ a 'lɔ na jãnɛ a nãa dakɔɔ ju ɛ, na sɩ ta mɩ lɛ nyɛ a Pɛraabile suur ɛ! 
REV.6.17	A ba sukpɛ̃ɛ bɩbir vɩɛ naa, an lɛ na tʊ̃ɔ ara a ba niem?”
REV.7.1	A anyã puor, n nyɛn a malakasɩ anaar ka ba ara a tẽe lõbobo anaar, na ba nyɔɔ a sɛsɛbɛ taa lɛ ɩka wʊ taa furo a wɛr pɔ, naa man pɔ, bɩɩ tɩɛ ju ɛ. 
REV.7.2	Be lɛ n nyɛ a malaka ãsʊɔ ka wʊ yi a mɔ̃tɔ̃ɔ purfʊ jie waara na wʊ tara a Nãaŋmɩn vʊr sʊɔ jãnɛ. Wʊ bʊɔl naa a malakasɩ anaar bala nɩ nɛkpɛ̃ɛ ban kʊ sɔr ɩka ba sɔ̃ɔ a tẽe wʊ jaa naa man 'yɛrɛ kʊrɔ ba, 
REV.7.3	“Yɩ taa ɩrɛ wa sɔ̃ɔnɔ̃ a tẽe, naa man, naa tɩɩr ɛ, a sɩ 'yɔ̃ɔ a sɩ Nãaŋmɩn tʊ̃tʊ̃nbɔ a jãnsɩ a ba gbersɩ pɔ baar.” 
REV.7.4	N pãa wõ naa a nɩbɛ bala ban 'yɔ̃ɔ a jãnsɩ nɛɛ ka ba ɩ, nɩbɛ turo kɔbaa lɩjaayi nɩ anaar (144,000) na yi a Isɩral balbʊrsɩ pɔ. 
REV.7.5	A bala na yi a Juda bʊrɔ pɔ ban 'yɔ̃ɔ a jãnsɩ ɩn nɩbɛ turo pie naa yi (12,000), ka a Wuruben bʊrɔ mɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Gad bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), 
REV.7.6	ka a Aserɩ bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Naftalɩ bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Manasɛ bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), 
REV.7.7	ka a Simeon bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Levi bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Isakar bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), 
REV.7.8	ka a Jebulun bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Josefʊ bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000), ka a Benjamin bʊrɔ mɩ ɩ a nɩbɛ turo pie nɩ ayi (12,000).
REV.7.9	A anyã puor, n lɛ nyɛn nɩyɔɔ nɩrɛ na kʊ̃ tʊ̃ɔ ba sɔr ɛ, ka ba yi a paalsɩ a jaa pɔ, balbʊrsɩ, nɩbʊrsɩ, 'yɛrbʊrsɩ a jaa pɔ, na ba ara a nãa dakɔɔ nɩ a Pɛraabile niem. Ba sun fɔpɩɛl tɩ tara bɛ wilsɩ a ba nuur pɔ. 
REV.7.10	Bala lɛ chɩlɛ 'yɛrɛ, “A faafʊ yi naa a sɩ Nãaŋmɩn na jãnɛ a nãa dakɔɔ ju nɩ a Pɛraabile sɛ̃.” 
REV.7.11	Ka a malakasɩ bala na ara jilʊ̃ a nãa dakɔɔ, nɩ a nɩbɛrɛ, nɩ a bʊ̃nɩbie anaar bala gãn kpa a nãa dakɔɔ niem puoro a Nãaŋmɩn 'yɛrɛ, 
REV.7.12	“A ɩ a lɛ! Nãaŋmɩn son pɛɛfʊ nɩ tɩɩr, nɩ yɛ̃, nɩ dãnfʊ, nɩ 'yɔ̃ɔfʊ, nɩ kpɛ̃ɔ nɩ fɔ̃ɔ. A ɩ a lɛ!”
REV.7.13	Be lɛ a nɩkpɛ̃ɛ ãsʊɔ sʊʊr ma, “A bala na su a bʊ̃pɩɛl, ba boo lɛ, nɩ nyɩnɛ lɛ ba yi?” 
REV.7.14	Ka n 'yɛr ɩka, “Nɩkpɛ̃ɛ, fʊ̃ʊ ba lɛ bɔ̃ɔ ba.” Ka wʊ 'yɛr, “A banyãna, bala lɛ yi a dɔɔyɛ kpɛ̃ɛ 'lɔ pɔ. Ba pɛɛn a ba fɔɔr nɩ a Pɛraabile jãɩ. 
REV.7.15	Ala lɛ so ka ba ara a Nãaŋmɩn nãa dakɔɔ par tʊ̃nɔ̃ kʊrɔ wʊ mɔ̃tɔ̃ɔ nɩ tãsɔɔ a wʊ puorfʊ yir. A 'lɔ na jãnɛ a nãa dakɔɔ ju na 'yɩɛr pɔɔ ba. 
REV.7.16	Kɔ̃ kʊ̃ lɛ kpɛ ba go ɛ, kɔ̃nyũur mɩ kʊ̃ lɛ kpɛ ba go ɛ. Mɔ̃tɔ̃ɔ kʊ̃ lɛ ŋme ba go ɛ, tʊl kʊ̃ lɛ kʊrɔ go ɛ. 
REV.7.17	A Pɛraabile na ara a nãa dakɔɔ sãlsɔɔ lɛ na chãnɛ ba. Wʊn ma ŋmaa ban chiin a nyɛvʊr kʊ̃ɔ par, ka Nãaŋmɩn pãa 'yɩɛr a ba nɩbikʊ̃ɔ a jaa bar.”
REV.8.1	Be lɛ a Pɛraabile 'lɔɔ a jãnsɩ ayopõi sʊɔ ka a saaju wʊ jaa ŋmaa vʊʊr jaa chɩr chɩr chɩr kor bãlãa.
REV.8.2	Ka n nyɛ a malakasɩ ayopõi bala na ara a Nãaŋmɩn niem ka ba kʊ ba ɩɩl pɛɛlsɩ ayopõi.
REV.8.3	A malaka ãsʊɔ na tara a sɛlma lapʊr, wa ara naa a bɔɔrlo bomo chʊmfʊ jie. Ba den a tãɩ nyũu vɩla ala kʊ wʊ ɩka wʊ de pʊɔ a Nãaŋmɩn nɩbɛ ba jaa sʊɔrfʊsɩ a sɛlma bɔɔrlo bomo chʊmfʊ jie kʊ a 'lɔ na jãnɛ a nãa dakɔɔ ju. 
REV.8.4	A tãɩ nyũu vɩla jʊʊr yire naa a sɛlma lapʊr 'matãan a Nãaŋmɩn nɩbɛ sʊɔrfʊ yi a malaka nũu pɔ, duoro a Nãaŋmɩn sɛ̃. 
REV.8.5	Be lɛ a malaka lɛ mʊ̃ɔ bũu bie a sɛlma bɔɔrlo bomo chʊmfʊ jie sɛɛ a lapʊr na wʊ lɔb bar ka a wɛr pɔ ka tãnfʊ, nɩ gɔ̃mɔ̃, nɩ saa nyɩɩrfʊ ka a tẽe wʊ jaa dam.
REV.8.6	Ka a malakasɩ ayopõi bala na tara a ɩlɛ, go a pɛɛlfʊ.
REV.8.7	A malaka 'lɔ na de nie pɛɛl naa a wʊ ɩɩl, ka a sakpʊlõbie nɩ bũu na 'matãan jãɩ loro a wɛr pɔ. Ka a tẽe jiir ata jibʊ̃'yen di wʊ jaa, ka a tɩɩr mɩ jiir ata jibʊ̃'yen mɩ di lɔ̃ɔn a mɔ'yɔlɔ a jaa.
REV.8.8	Ka a malakasɩ ayi sʊɔ mɩ pɛɛl a wʊ ɩɩl, ka ba 'lɔb bon na nyɛtãan tɔ̃kpɛ̃ɛ na nyɔɔ bũu 'yɔ̃ɔ a man pɔ. A man jiir ata jibʊ̃'yen lɩɛb jãɩ, 
REV.8.9	ka a bʊ̃nɩbie mɩ jiir ata jibʊ̃'yen kpi, ka a gborbɛrɛ ala mɩ jiir ata jibʊ̃'yen mɩ wɛ.
REV.8.10	Ka a malakasɩ ata sʊɔ mɩ pɛɛl a wʊ ɩɩl, ka a ŋmɛrbir kpɛ̃ɛ na 'lɩrɛ fɩka bũu yi a saaju lo a põnsɩ nɩ a bulsɩ jiir ata a jibʊ̃'yen pɔ. 
REV.8.11	A ŋmɛrbir yuor din, Bʊ̃tuo. Ka a kɔ̃n jiir ata jibʊ̃'yen be tuo, ka a nɩbɛ bala na nyũ a kɔ̃tuo ala, ka yɔɔ jie kpi.
REV.8.12	A malakasɩ anaar sʊɔ pɛɛl naa a wʊ ɩɩl, ka ba ŋme a mɔ̃tɔ̃ɔ jiir ata jibʊ̃'yen nɩ a ŋmɛraa jiir ata jibʊ̃'yen naa ŋmɛrbie ka ba jiir ata jibʊ̃'yen ɩ libe. A bɩbir jiir ata jibʊ̃'yen ba tara chãa ɛ, ka a ŋmɛraa naa ŋmɛrbie mɩ ba chaar a tãsɔɔ jiir ata jibʊ̃'yen ɛ.
REV.8.13	Be lɛ n kaa naa wõ tuu na ɔɔrɔ be a saaju 'yɛrɛ nɩ nɛkpɛ̃ɛ, “Nɛbier! Nɛbier! Nɛbier! Yele na wa naa nɩsaal jaa na be a wɛr pɔ, ala ɩ a malakasɩ ata bala na chɛ wa pɛɛl naa a ba ɩlɛ.”
REV.9.1	A malakasɩ anũu sʊɔ na wa pɛɛl a wʊ ɩɩl, ka n nyɛ a ŋmɛrbir 'lɔ na dɔ̃ɔ yi a saaju lo a tẽe. A ŋmɛrbir nyã lɛ ba de a bɔɔ fulom pãn bir kʊ. 
REV.9.2	Wʊn wa yuo a bɔɔ fulom nyã nɛɛ, ka jʊʊr yire fɩka bũu kpɛ̃ɛ jʊʊr. A jʊʊr anyãna na yire a bɔɔ fulom nyãna pɔ liin pɔɔ a mɔ̃tɔ̃ɔ naa tẽe wʊ jaa. 
REV.9.3	A jʊʊr anyãna pɔ lɛ soor yi yaar a tẽe wʊ jaa ka ba kʊ ba lɔɔ fɩka lɔ̃n lɔɔ. 
REV.9.4	Ba 'yɛr kʊ ba ɩka ba taa ɩrɛ wa ɔɔrɔ mɔɩ bɩɩ bʊ̃bul nɩ a tɩɛ vaar ɛ, tɩchɛ a dʊ̃nɔ̃ a nɩbɛ bala tɛɛ na ba tara a Nãaŋmɩn jãnɛ a ba gbersɩ pɔ ɛ. 
REV.9.5	Baa kʊ ba sɔr ɩka ba kʊrɔ ɛ, tɩchɛ ba ge a nɩbɛ ŋmɛrsɩ anũu. Ka a ba dʊ̃fʊ ɔɔr kaara fɩka lɔ̃ɔ na dʊ̃ nɩrɛ ɔɔrɔ. 
REV.9.6	A ber anyãna pɔ nɩbɛ na bʊɔrɔ na kũu tɩchɛ ba kʊ̃ nyɛ wʊ ɛ. Ban bʊɔrɔ naa ɩka ba kpi tɩchɛ a kũu kʊ̃ lɛ kʊ ba gba ɛ.
REV.9.7	A soor nyɛtãan wiisɩ ban pãɛ jɛɛr 'yɔ̃ɔ, ka a jur kaara fɩka sɛlma jupile ban su, ka a ba nin nyɛtãan nɩsaal nie. 
REV.9.8	A ba kɔɔl kaara fɩka pɔbɔ jukɔɔl, ka a nyɩmɛ mɩ kaara fɩka jukpɛ̃ɛ nyɩmɛ. 
REV.9.9	Ba tara na nyãa pɔɔrsɩ ka a kaara fɩka kue, ka a pɩbɛ dɔ̃ɔnɔ̃ fɩka torkosɩ a wiisɩ na tɔɔrɔ joro chiine jɛɛr jie. 
REV.9.10	Ba tara na jʊɛ dʊ̃nɔ̃ nɩ lɔ̃n kaar, a jʊɛ ala tara na fɔ̃ɔ na dʊ̃n nɩbɛ ge ba ŋmɛrsɩ anũu. 
REV.9.11	Ba tara na nãa na kaara ba, 'lɔ lɛ a malaka 'lɔ na kaara a bɔɔ fulom 'lɔ. Heburu nɩbɛ bʊɔlɔ wʊ naa, Abadɔn, ka a Greek nɩbɛ mɩ bʊɔlɔ, Apolyɔn. A par lɛ, sɔ̃sɔ̃ɔnɔ̃.
REV.9.12	A nɛbier 'lɔ na de nie lɛ a nyã na tal, tɩchɛ ka a ayi sʊɔ chɛnɛ be puor waara.
REV.9.13	Ka a malakasɩ ayʊɔb sʊɔ pɛɛl a wʊ ɩɩl, n wõn kɔkɔr na yire a sɛlma tãɩ nyũu vɩla chʊmfʊ jie kpʊ̃kpʊɛ, be lɛ ba ma chʊm a kãnyũu na be a Nãaŋmɩn niem. 
REV.9.14	A kɔkɔr 'yɛr kʊ a malaka ayʊɔb sʊɔ 'lɔ na tara a ɩɩl, “For a malakasɩ anaar bala ban lũ a be a Yufɩrɩtɩ põn kpɛ̃ɛ pɔ.” 
REV.9.15	A wʊ for a malakasɩ anaar ba nyãna ban dɔ̃ɔ lũ gun a sɔ̃ɔ 'lɔ̃nɔ̃, a bɩbir 'lɔ̃nɔ̃ nɩ a chuu 'lɔ̃nɔ̃ naa yuon 'lɔ̃nɔ̃ ɩka ba kʊ a nɩsaal jiir ata jibʊ̃'yen bar. 
REV.9.16	Ka a bala na do a wiisɩ ba bʊɔl naa a ba nɛɛ fʊn kʊ̃ tʊ̃ɔ ba sɔr ɛ.
REV.9.17	A wiisɩ nɩ a bala na do ɩn nyɛ a jãna pɔ, a nyãa pɔɔrsɩ mʊ̃ɔ naa fɩka bũu, ka amɩne mɩ ɩ bufulo, ka amɩne mɩ ɩ bʊ̃dʊɔr. Ka a wiisɩ jur nyɛtãan jubɛrɛ jur, ka a bũu jʊʊr nɩ jerbɩ mɩ yire a ba nɛɛ pɔ. 
REV.9.18	A gefʊ ata ala na yi a wiisɩ nɛɛ pɔ lɛ, bũu, nɩ jʊʊr, nɩ jerbɩ, ala lɛ ba kʊn nɩbɛ jiir ata jibʊ̃'yen. 
REV.9.19	A wiisɩ anyã fɔ̃ɔ be naa a ba nɛɛ pɔ naa jʊɛ pɔ, a ba jʊɛ kaara fɩka waba naa tara jur, ala lɛ ba de gere nɩ a nɩsaal.
REV.9.20	A nɩsaalba bala na chɛ, na baa kpin a gefʊ nyã ɛ, ba sɔɔ bar a tɩbɛ ala ban maal nɩ a ba nuur ɛ. Ba chɛnɛ na puoro a sɩdɛbɛ, nɩ a bʊtɩbɛ ban maal a sɛlma, nɩ a kur pɩɛl, nɩ a kur jɩɛ, nɩ a kusɩbɛ, nɩ a daar na ba wõnõ 'yɛr ɛ, ba kʊ̃ tʊ̃ɔ chen ɛ. 
REV.9.21	Baa mɩ lɩɛb a ba tɩɛr bar a nɩkʊyelsɩ, nɩ sɔyelsɩ, nɩ sɛ̃sɛ̃yelsɩ, nɩ nãnyiyelsɩ ɛ.
REV.10.1	N lɛ nyɛn a malaka kpɛ̃ɔ ãsʊɔ na yi a saaju suro waara. Wʊ vaar naa julõjuur ka a sagõgoraa dɔɔl a jum. A nie kaara fɩka mɔ̃tɔ̃ɔ, ka a gbɛɛ mɩ kaara fɩka bũu lɩraa. 
REV.10.2	Wʊ tara na gãn bile na yuo a wʊ nũu pɔ, na wʊ de a nũsʊ̃ɔ gbɛr 'lɔr a man pɔ tɩ a gʊbaa gbɛr dɔɔl a gogoro ju, 
REV.10.3	tɩ na wʊ pãa tãn kpɛ̃ɔ jaa fɩka jukpɛ̃ɛ na uor. Wʊn wa tãn a lɛ ka a kɔkɔɛ ɩ ayopõi mɩ tãn satanaa kaar. 
REV.10.4	An wa tãn a gbɛɛ ayopõi a lɛ, ka n ta bʊɔrɔ ɩka n sɛb tɩchɛ n wõn kɔkɔr na yi a saaju 'yɛr, “A tãnfʊ ayopõi ala na 'yɛr sɔɔl bar, ta sɛb bin ɛ.”
REV.10.5	Be lɛ a malaka 'lɔ ɩn nyɛ na 'lɔr a nũsʊ̃ɔ gbɛr a man pɔ tɩ dɔɔl a a gʊba gbɛr a gogoro ju, jɛɛn a nũsʊ̃ɔ a saaju. 
REV.10.6	Wʊ pɔn naa a Nãaŋmɩn nyã na be be jaa kpo kpo, 'lɔ lɛ mɛ a saaju, nɩ a tẽe, nɩ a man, nɩ bomo a jaa na be a ba pɔ, “A kʊ̃ lɛ kor go ɛ! 
REV.10.7	Tɩchɛ a bɩbir 'lɔ a malakasɩ ayopõi sʊɔ na wa pɛɛl a wʊ ɩɩl, a Nãaŋmɩn yelsɔɔlaa na pãa maal baar nɩtãa a lɛ wʊn man kʊ a wʊ gbãgbaar 'yɛ'yɛrbɛ.”
REV.10.8	Be lɛ a kɔkɔr 'lɔ ɩn dɔ̃ɔ wõ a saaju lɛ 'yɛr kʊ ma go, “Chen tɩ de a gãn bile 'lɔ na yuo a malaka 'lɔ na ara a man pɔ naa gogoro ju nũu pɔ.”
REV.10.9	Ka n chen a malaka sɛ̃ tɩ sʊɔr wʊ ɩka wʊ kʊ ma a gãn bile. Ka wʊ 'yɛr, “De 'wɔb, wʊn mire naa a fʊ pʊɔ pɔ tɩ nʊ̃mɔ̃ a fʊ nɛɛ pɔ sɩkãa kaar.” 
REV.10.10	N den a gãn bile a malaka nũu pɔ 'wɔb. Ka wʊ nʊ̃mɔ̃ a n nɛɛ pɔ a sɩkãa kaar, tɩchɛ ɩn wa vɔl baar, ka wʊ mire a pʊɔ pɔ. 
REV.10.11	A ba lɛ 'yɛr kʊ ma go, “'Yɛr 'yɛr kʊ a nɩbʊrɔ, nɩ paalsɩ, nɩ 'yɛrbʊrsɩ nɩ a nãmɩne.”
REV.11.1	Be lɛ a nɩrɛ kɔ̃ɔ de dãgbal na kaara a damanaa kaar kʊ ma tɩ 'yɛr, “Chen tɩ man a Nãaŋmɩn puorfʊ yir nɩ a bɔɔr lofʊ jie na fʊ sɔr a nɩbɛ bala na puoro a be. 
REV.11.2	Tɩchɛ taa ɩrɛ wa mana a yõo ɛ, bojũu be lɛ a bala na ba ɩ a Nãaŋmɩn nɩbɛ ɛ, na be 'mu 'mulo a tẽchɛchɛ nyãna ŋmɛrsɩ lɩjaayi nɩ ayi. 
REV.11.3	Ɩ̃n kʊ naa a n yelmãɛ dãasɩɛ nɩbɛ ayi ka ba su fɔjãrsɩ tɩ mʊɔlɔ na ba 'yɛrɛ ber tur dɔɔl kɔɔr ayi nɩ lɩjaata (1,260).” 
REV.11.4	A dãasɩɛ dẽme ayi bala ɩ naa a kãa tɩɩr ayi nɩ a fãtɩnɛ dɔɔlfʊ jie jiir ayi, ba ara naa a Soro nyã na ɩ a wɛr wʊ jaa niem. 
REV.11.5	Ala ɩ nɩrɛ bʊɔrɔ naa ɩka wʊ maal ba bier, bũu ma yi naa a ba nɛɛ pɔ di a bala na ɩ a ba dɔ̃dɔ̃mɔ̃sɩ. Nɩtɔ̃ lɛ a nɩrɛ 'lɔ na tɩɛr a ba sɔ̃ɔfʊ ma kpi. 
REV.11.6	A nɩbɛ bala tara na kpɛ̃ɔ na nyɔɔ saa a saaju ka a saa kʊ̃ wa a sɔ̃ɔ 'lɔ ban mʊɔlɔ ɛ. Ba mɩ tara na kpɛ̃ɔ na lɩɛb a kɔ̃n a jaa ka a ɩ jãɩ, na ba mɩ na tʊ̃ɔ vɛ̃ ka yelbier wa a tẽe pɔ sɔ̃ɔ jaa ban bʊɔrɔ.
REV.11.7	Ala ɩ ba wa baar naa a dãasɩɛ difʊ, a mɔdʊ̃ɔ 'lɔ na yi a bɔɔ fulom 'lɔ pɔ na ŋmaan ban jɛɛr na wʊ tʊ̃ɔ ba na wʊ kʊ. 
REV.11.8	Ka a ba ãgãma gã be a tẽkpɛ̃ɛ 'lɔ sɔkpɛ̃ɛ ju. A tẽkpɛ̃ɛ nyã lɛ ba lɔɔrɔ sʊkpa bʊɔlɔ nɩ Sodom bɩɩ Ijipitɩ, be lɛ ba kpa a ba Soro a daa ju. 
REV.11.9	Nɩbʊrɔ, nɩ 'yɛrbʊrɔ, nɩ balsɩ ba jaa, nɩ paalsɩ a jaa na kaara naa a ba ãgãma ban tɔr a ũufʊ bɩbie ata nɩ bʊ̃ŋmaa. 
REV.11.10	Nʊ̃ɔ na kpɛ̃n a nɩbɛ na kpɩɛrɛ a wɛr pɔ ka ba chɩlɛ kʊrɔ taa bonsɩ, bojũu ba kʊ naa a 'yɛ'yɛrbɛ ayi banyãna na dɔ̃ɔ ge a wɛr nɩbɛ.
REV.11.11	Tɩchɛ a bɩbie ata nɩ a bʊ̃ŋmaa ala na wa po, Nãaŋmɩn 'yɔ̃ɔ ban nyɛvʊr ka ba lɛ ir ɩ vʊɛ, ka a dãbãɛ kpɛ a bala na nyɛ ba. 
REV.11.12	A 'yɛ'yɛrbɛ ayi banyãna pãa wõn nɛkpɛ̃ɛ na yi saaju 'yɛr, “Yɩ do wa ka.” Ka ba tu a julõjuur pɔ duoro a saaju ka a ba dɔ̃dɔ̃mɔ̃sɩ kaara ba.
REV.11.13	Be lɛ ajienaa ka a tẽe mii ka a tẽkpɛ̃ɛ 'lɔ̃nɔ̃ yie jiir pie jibʊ̃'yen lo naa kʊ nɩbɛ tur ayopõi (7,000) ka a dãbãɛ kpɛ a bala na chɛ a ba pɛɛrɛ a Nãaŋmɩn nyã na be a saaju.
REV.11.14	A nɛbier ayi sʊɔ lɛ a nyã na po, tɩchɛ a ata sʊɔ mɩ turo naa.
REV.11.15	A malakasɩ ayopõi sʊɔ pɛɛl naa a wʊ ɩɩl, ka a kɔkɔyɔɔ 'yɛrɛ be a saaju, “A wɛr nyã nãalʊ̃ʊ ɩ naa a sɩ Soro nɩ a wʊ Nɩ-iraa nãalʊ̃ʊ, 'lɔ lɛ na di a nãa jaa kpo kpo.” 
REV.11.16	A nɩbɛrɛ lɩjɛr nɩ anaar bala na jãnɛ a ba nãa dakɔɔr ju a Nãaŋmɩn niem gãn kpa tẽe puor a Nãaŋmɩn 
REV.11.17	tɩ 'yɛrɛ, “Sɩ puor naa a Soro Nãaŋmɩn na ɩ a Tʊ̃ɔfʊ Sʊɔ, 'Lɔ lɛ ɩ, nɩ 'Lɔ lɛ dɔ̃ɔ be be, bojũu wʊ den a wʊ kpɛ̃ɔ piel kaara nɩ a wɛr wʊ jaa. 
REV.11.18	A paalsɩ vʊ̃n fʊn nɛɛ ka fʊ suur mɩ dire. A sɔ̃ɔ ta naa ka fʊn tɔɔr a kũn 'yɛr, na fʊn yab a fʊ gbãgbaar na ɩ a 'yɛ'yɛrbɛ lɔ̃ɔn a fʊ nɩbɛ naa bala na 'yɔ̃ɔnɔ̃ a fʊ yuor, a bil naa bɛrɛ ba jaa, na fʊn sɔ̃ɔ a bala na sɔ̃ɔ a wɛr.”
REV.11.19	Ka a Nãaŋmɩn yir na be a saaju pãn pãa yuo ka ba nyɛ a nɛtɩraa daka be a yir pɔ. Ka saa nyɩɩrfʊ, gɔ̃mɔ̃, nɩ tãnfʊ, ka a tẽe wʊ jaa mii, ka a sakpʊlõbibɛrɛ loro.
REV.12.1	A nɛ'maa yelbɛrɛ na yi a saaju ka a pɔɔ vaar mɔ̃tɔ̃ɔ fɩka fɔbaa tɩ dɔɔl a gbɛɛ a ŋmɛraa ju, ka a ŋmɛrbie pie nɩ ayi ɩ nãa jupil ka wʊ su. 
REV.12.2	Pʊɔ lɛ wʊ tara ka wʊ dɔɔfʊ ta ka wʊ kõnõ nɩ. 
REV.12.3	Be lɛ ka a nɛ'maa yele ãsʊɔ lɛ yi a saaju kaara fɩka dajɩl na ɩ jɩɛ na wʊ tara jur ayopõi nɩ ɩlɛ pie ka a nãa jupile be a jur pɔ. 
REV.12.4	A wʊ jʊʊr pɩɩr naa a ŋmɛrbie jiir ata jibʊ̃'yen a saaju 'lɔb a tẽe. Tɩ ara gu a pɔɔ 'lɔ na bʊɔrɔ a dɔɔfʊ ɩka 'lɔ wa dɔɔ wʊ vɔl a bie. 
