MAT.1.1	Abraham Fapa, David Fapa, Jesuh Krih hringtu hna ṭialnâk cauk: 
1JN.3.9	Pathian hrin a simi pauh nih, a chungah Pathian ci a hmunh caah sualnâk an tuah peng lo, Pathian hrin a si caah sualnâk a tuah peng kho lo. 
1JN.3.10	Hitihin Pathian fa le khuachia fa cu langhter a si. Dinnâk a tuah lomi pauh cu Pathian ta an si lo, a unau a daw lotu zong Pathian ta an si lo. 
1JN.3.11	Pakhat le pakhat kan i dawt awk a si, tihi a hramthawk in biacah nan theihmi kha a si. 
1JN.3.12	Kain, misuaksual pa ta a simi, mah unau a thattu bangin nan um awk a si lo. Zeicadah a thah? A tuahmi kha a ṭhalo i a naupa tuahmi kha a din caah a si. 
1JN.3.13	Ka nau le hna, vawlei nih an in huat hna ahcun mak ti hlah u. 
1JN.3.14	Kan unau kan dawt hna ruangah, thihnâk in kan chuak i nunnâk ah kan lut cang ti kha kan hngalh. A unau a daw lotu cu thihnâk ah a hmun ko rih. 
1JN.3.15	A unau a huami pauh cu lainawng a si, lainawngmi cu zungzal nunnâk an chungah a hmun lo ti kha nan hngalh. 
1JN.3.16	Dawtnâk cu hitihin kan hngalh, kan ca i a nunnâk a pêkmi ah hin. Cun kan nih zong nih kan unau caah kan nunnâk kan pêk ve awk a si. 
1JN.3.17	Asinain mi zei pauh nih vawlei thilṭha ngeiin, a unau chambau in hmu sehlaw, a zângfah lo ahcun, zeitindah a chungah Pathian dawtnâk a hmunmi a si khawh lai? 
1JN.3.18	Ka nau le hna, lei le bia lawngin i daw loin tuahnâk le biatak in i daw u sih. 
1JN.3.19	Hitihin biatak ta kan si kha kan hngalh, a hmaiah lungdai te i kan um khawhnâk ah hin. 
1JN.3.20	Zeitintiah kan lung nih thiamlo a kan coh ahcun, Pathian cu kan lungthin nâk in a ngan deuh i zeizong vialte hngaltu a si. 
1JN.3.21	Dawtmi hna kan lungthin nih sual akan phawt lo ahcun, Pathian hmai ah kan ral a ṭha. 
1JN.3.22	Cun kan halmi kip kha a sinin kan hmuh, zeicatiah a nawlpêkmi kan zulh i a mit hmuh ah a lawmhnâk thil kha kan tuah caah a si. 
1JN.3.23	A nawlpêkmi cu hihi a si, a Fapa Jesuh Krih min zumh i nawl a kan pêk bangin pakhat le pakhat kan i dawtmi hi. 
1JN.3.24	A nawlpêk a zultu cu Amah ah a hmun i Amah zong a chungah a hmun ve. Amah kan sinah a hmun tiah kan hngalh khawhnâk cu Thlarau a kan pêkmi ah hin a si.
1JN.4.1	Dawtmi hna thlarau kip in va zum hlah u, asinain thlarau kha Pathian sin in an si le si lo kha hniksak hna u, zeicatiah vawlei ah hin profet deu tampi an chuah cang. 
1JN.4.2	Hitihin Pathian Thlarau cu nan hngalh lai.Thlarau zei pauh Jesuh Krih cu thisa ah â cang tiah a ṭanhtu cu Pathian sin in a si, 
1JN.4.3	thlarau zei pauh Jesuh Krih cu thisa in a ra tiah a ṭanh lotu cu Pathian sin in an si lo. Cucu Krih ralchanhtu thlarau a ra lai tiah nan hngalhmi cu a si, atu zongah vawlei ah an um cang. 
1JN.4.4	Nau le hna, Pathian ta nan si i cuhna cu nan tei cang, zeicatiah nanmah i a ummi cu vawlei i a ummi nâk in a ngan deuh. 
1JN.4.5	Annih cu vawlei ta an si. Cucaah vawlei ta bangin bia an chim, vawlei nih an bia an ngaih hna. 
1JN.4.6	Kannih cu Pathian ta kan si. Pathian a hngalmi nih kan bia an ngaih tawn, Pathian ta a si lomi nih cun kan bia an ngai duh lo. Hitihin biatak thlarau le palhnâk thlarau cu kan hngalh khawh. 
1JN.4.7	Dawtmi hna pakhat le pakhat i daw u sih, zeitintiah dawtnâk hi Pathian ta a si. Dawtnâk a ngeimi pauh Pathian hrin a si i Pathian zong a hngalh. 
1JN.4.8	Dawtnâk a ngei lomi nih Pathian a hngal lo, zeitintiah Pathian cu dawtnâk a si. 
1JN.4.9	Hitihin Pathian dawtnâk cu kan cungah langhter a si, Amah thawngin nun kan ngeih khawh nâkhnga, Pathian nih a Fapa ngeihchun cu vawlei ah a run thlah. 
1JN.4.10	Dawtnâk cu hihi a si, Pathian kan dawt hi si loin, Amah nih a kan dawt i kan sualnâk hna ngaihthiamnâk ah a Fapa a run thlahmi hi a si. 
1JN.4.11	Dawtmi hna, Pathian nih hi tluk in a kan dawt ahcun, kan nih zong pakhat le pakhat kan i dawt awk a si. 
1JN.4.12	Ahohmanh nih zeitik hmanh ah Pathian an hmu ballo. Pakhat le pakhat kan i dawt ahcun, Pathian kan sinah a hmun, a dawtnâk zong kanmah ah tlam a tling. 
1JN.4.13	Hitihin Amah ah kan hmun i Amah zong kanmah ah a hmun tiah kan hngalh, zeicatiah a Thlarau a kan pêk cang caah. 
1JN.4.14	Pa nih Fapa cu vawlei khamhtu bangin a thlah tiah kan hmuh i kan hngalhter fawn. 
1JN.4.15	Aho pauh Jesuh hi Pathian Fapa a si tiah a ṭanhtu cu, a sinah Pathian a hmun i anih zong Pathian ah a hmun. 
1JN.4.16	Pathian nih kan ca i a ngeihmi dawtnâk cu kan hngalh i kan zumh. Pathian cu dawtnâk a si, cun dawtnâk i a hmunmi cu Pathian ah a hmun i Pathian zong a sinah a hmun. 
1JN.4.17	Dawtnâk cu kan sinah hitihin tlinter a si: biaceih ni ah ṭihlo tein kan um khawhnâk ah hin, zeicatiah vawlei ah hin Amah bangin kan um. 
1JN.4.18	Dawtnâk ah ṭihnâk a um lo, asinain a tlingmi dawtnâk nih ṭihnâk kha a ṭhawl, zeicatiah ṭihnâk nih dântatnâk a chuahter. Cucaah a ṭihtu pauh cu dawtnâk ah tlin termi a si rih lo tinâk a si. 
1JN.4.19	Akan dawt hmasat caah kan dawt ve. 
1JN.4.20	Minih, ‘Pathian ka dawt a ti i a unau a huat ahcun lihchim a si; zeitintiah a hmuhmi unau hmanh a dawt lo ahcun, a hmuh lomi Pathian cu zeitindah a dawt khawh lai? 
1JN.4.21	Amah sinin hi nawlpêk hi kan ngei, Pathian a dawmi nih cun a unau zong a dawt hrimhrim lai, ti hi.
1JN.5.1	Jesuh hi Krih a si tiah zumtu cu Pathian hrin a si; a hringtu a dawmi pauh nih, a hrinmi zong a dawt tawn. 
1JN.5.2	Pathian fa le hna kan dawt hna tiah kan hngalh khawhnâk cu, Pathian kan dawt i a nawlpêkmi kan zulh ah hin a si. 
1JN.5.3	Zeitintiah hihi Pathian dawtnâk cu a si, a nawlpêkmi kan zulhmi hi, a nawlpêkmi cu zulh har a si lo. 
1JN.5.4	Zeitintiah Pathian hrinmi pauh nih vawlei hi an tei. Kan zumhnâk hi vawlei a teitu teinâk cu a si. 
1JN.5.5	Jesuh hi Pathian Fapa a si tiah a zumtu dah ti lo cu ahonihdah vawlei hi an tei bal? 
1JN.5.6	Hipa hi a si ti le thisen i a rami cu Jesuh Krih hi: ti lawngah si loin ti le thisen ah a si. Hngalhpitu cu Thlarau hi a si. Thlarau cu biatak a si caah. 
1JN.5.7	Vanah hngalhpitu pathum an um, Pa, Bia, le Thiang Thlarau an si; hi pathum hna hi pumkhat an si. 
1JN.5.8	Cun vawlei ah hin hngalhpitu pathum an um, Thlarau, ti le thisen an si, hi hna pathum hi pakhat bangin an i ruang dih. 
1JN.5.9	Minung hngalhpinâk hmanh kan cohlan ahcun, Pathian hngalhpinâk cu a lianngan deuh. Pathian hngalhpinâk cu, a Fapa kong a hngalhtermi hi a si. 
1JN.5.10	Pathian Fapa zumtu nih amah ah hngalhnâk a ngei. Pathian a zumlotu nih Amah cu lihchim ah a canter, a chan cu Pathian nih a Fapa kong i a hngalhtermi a zumh lo caah a si. 
1JN.5.11	Hihi hngalhtermi cu a si. Pathian nih zungzal nunnâk a kan pêk i cu nunnâk cu a Fapa ah a um. 
1JN.5.12	Fapa a ngeitu nih nunnâk cu a ngei: Pathian Fapa a ngeilotu nih nunnâk cu a ngei lo. 
1JN.5.13	Nannih Pathian Fapa min a zumtu hna sinah, zungzal nunnâk kan ngei tiah nan i hngalh khawh nâkhnga hihi ka ṭial, cun Pathian Fapa min hi nan zumh peng khawh nâkhnga ca zongah a si. 
1JN.5.14	Cubangin hihi Amah cung i kan ralṭhatnâk cu a si, Amah duh ningin kan halmi pauh, a kan ngaihpiakmi hi. 
1JN.5.15	Cun kan halmi pauh a kan ngaihpiak tiah kan hngalh ahcun, a sin i kan halmi cu kan hmuh cang ti zong kan hngalh. 
1JN.5.16	Mizei pauh nih a unau thihnâk tlâk a si lomi sualnâk a tuah tawnmi hmu sehlaw, a hal piak lai i Pathian nih thihnâk tlak a si lomi sualnâk a tuahtu cu nunnâk a pêk lai. Thihnâk tlak sual zong a um. Cu kongah cun nan hal piak lai ka timi a si lo. 
1JN.5.17	Dinlonâk vialte hi sual a si. Cun thihnâk tlak a si lomi sual zong a um. 
1JN.5.18	Mizei pauh Pathian hrin a simi nih sualnâk an tuah peng lo ti kan hngalh. Pathian Hrin nih khan amah cu a kilven i misual pa nih cun a tongh hmanh a tawng kho lo. 
1JN.5.19	Pathian ta kan si ti le, vawlei pumpi hi misuaksual pa kut ah a um ti kha kan hngalh. 
1JN.5.20	Pathian Fapa cu a ra i a dikmi Amah kha kan hngalh khawhnâk dingah hngalhthiamnâk a kan pêk cang ti kha kan hngalh. Kannih cu a Fapa Jesuh Krih a dikmi Amah ah khan kan um. Hihi Pathian dik le zungzal nunnâk a si. 
1JN.5.21	Nau le hna, milem in i himter u. A men.
2JN.1.1	Upa nih, thimmi nu le a fale hna sinah, biatak i ka dawtmi hna, keimah lawng hmanh si loin, biatak a hngaltu vialte hna sin zongah, 
2JN.1.2	biatak kan sinah a hmunmi le zungzal in kan sinah a um lai caah: 
2JN.1.3	Pa, Pathian le Bawipa Jesuh Krih, Pa Fapa sinin zângfahnâk le velngeihnâk le daihnâk kha, biatak le dawtnâk in nansin ah um ko seh. 
2JN.1.4	Pa sin in nawlpêk kan hmuh bang khan na fale lakah cheu khat biatak ah an um ti kha ka hmuh tikah kan i lawm ngai ngai. 
2JN.1.5	Cun upat tlâk a simi nu, na sinah nawlpêk thar bangin ka ṭial lo, a hramthawk in kan ngeih ciami tu kha ka ṭial, pakhat le pakhat i daw dingin kan nawl. 
2JN.1.6	Hihi dawtnâk a si, a nawlpêkmi bang i nun hi. Hihi a hramthawk in na rak theih cangmi nawlpêk cu a si, cuka ah rak um. 
2JN.1.7	Zeitintiah hlengtu tampi, Jesuh Krih cu thisa in a ra tiah a pom lomi hna, vawlei ah hin an chuak cang. Cu hna cu hlengtu le Krih ralchanhtu cu an si. 
2JN.1.8	Kan ṭuan ciami hna kha kan hloh lo i ṭuanman zong tling tein kan hmuh nâkhnga, rak i ral ring u. 
2JN.1.9	Mizei pauh Krih cawnpiaknâk ah hmun loin a buartu nih cun Pathian an ngei lo. Krih cawnpiaknâk i a hmunmi lawng nih Pa le Fa an ngei. 
2JN.1.10	Cubantuk cawnpiaknâk i ken loin nan sinah an rat ahcun, nan innah tlunter hna hlah u, biaṭha zong in rak chawn hna hlah u, 
2JN.1.11	zeitintiah biaṭha i a chawntu nih cun a sualnâk ah khan â tel ve tinâk a si. 
2JN.1.12	Nan sinah thil tampi ṭial ding ka ngei, catlap le cahang in ṭial ka duh lo, nan i lawmhnâk a tlin khawh nâkhnga, nan sin i rat i hmaitonh tein i kawmh i chim ka duh deuh. 
2JN.1.13	Thim a si ve mi, na unau nu fale nih na kut an tlaih. Amen.
3JN.1.1	Upa nih, Dawtmi Gaias, biatak i ka dawtmi sinah: 
3JN.1.2	Dawtmi, na nunnâk nih thluachuah a hmuh bantukin, na ngan a dam i a lam kip in thluachuah na hmuh nâkhnga thla ka cam. 
3JN.1.3	Zeitintiah unau a rami hna nih nangmah i biatak a umnâk kong le na nunpinâk kong an chim tikah ka lawm ngai ngai. 
3JN.1.4	Ka fale biatak ah an um tiah ka hngalhmi hlei in lawmhnâk dang ka ngei hlei lo. 
3JN.1.5	Dawtmi, unau hna le khual sin i na tuahmi kipah zumh awktlâk in rak tuah ko; 
3JN.1.6	cuhna nih dawtnâk i na tuahmi kong kha kawhhran hna hmai ah an chim cang, Cuhna cu khual an tlawn vima nâk dingah Pathian mi le hna tuahawk a sibangin na rak bomh hna a ṭha lai. 
3JN.1.7	A min ruangah a chuakmi an si, Gentel mi hna sin in zeihmanh bomhnâk an hmu fawn lo. 
3JN.1.8	Cucaah cubantuk mi hna cu biatak i rian kan ṭuanpi hawi an si khawh nâkhnga kan cohlân awk an si. 
3JN.1.9	Kawhhran hna sinah ca ka kuatcang, Daiothefes an lak i cungnun a duh ngaimi nih khan a kan cohlâng duh lo. 
3JN.1.10	Cucaah ka rat ahcun, a dik lomi thil a tuahmi hna kha ka phuan dih lai. Bia ṭha lo lawng tein kan kong a ceih. Cu lawng si loin unau hna a rak cohlang duh lo, cohlan a duhtu hmanh a kham hna i kawhhran in a dawi hna. 
3JN.1.11	Dawtmi, thil ṭha lo cu i zoh chunh hlah. A ṭhami lawnglawng rak i zoh chunh. Ṭhatnâk tuahtu cu Pathian ta an si i sualnâk a tuahtu nih Pathian a hmu bal lo. 
3JN.1.12	Demetias nih mi vialte mithmai ṭha a hmuh tawn, biatak i thangṭhat zong a co. Kannih zong nih kan thangṭhat i kan thangṭhatnâk zong a dik tiah na hngalh ko. 
3JN.1.13	Nan sinah thil tampi ṭial awk ka ngei ko nain catlap le cati in ṭial ka duh hna lo, 
3JN.1.14	a rauh hlan ah nangmah hmuh kâ ruahchan i hmai tonh tein bia kan i ruah lai. Daihnâk na sinah um ko seh. Kan hawi le nih na kut an tlaih. Kan hawi le kha min chim in an kut ka tlaih piak hna.
JUD.1.1	Judas Jesuh Krih ah ṭemmi-sal le Jeim unau pa nih, Pa Pathian nih a thianter i a kawhmi hna le, Jesuh Krih kilvenmi hna sinah: 
JUD.1.2	Zângfahnâk le daihnâk le, dawtnâk nan cungah karhter in um ko seh. 
JUD.1.3	Dawtmi hna, kan co ṭimi khamhnâk kong nan sinah biatak tein ṭial ka timh nain mithiang hna sinah pêkchanh cangmi, hi zumhnâk kong hi felfai tein nan kilven khawhnâk lai, thazâng pêknâk biatu nan sinah ṭial a herh deuh tiah ka ruah. 
JUD.1.4	Zeitintiah mizei maw a thliin an lut, cu hna cu Pathian-zeiaharellomi an si, Pathian zângfahnâk hi hornâk caah an hman i kan ngeih chun, Bawipa Pathian le kan Bawipa Jesuh Krih zong an hlawt, cubantuk mi hna cu hlan lio pi khan thiamlo co ding ah ruah ciami an si. 
JUD.1.5	Hihi nan hngalh ciami a si nain hngalhter ṭhân kan duh hna. Ezip ram in Bawipa nih Ami le kha a khamhhna i cuhnu ah zumlotu kha a hloh dih hna, timi bia hi. 
JUD.1.6	Cun vanmi hna, vanmi an sinâk duh loin an umnâk a kaltâkmi hna cu zungzal ṭêmnâk i ṭêm buin biaceihnâk ni lianngan i biaceih awkah muihnâk tangah chiah an si. 
JUD.1.7	Sodom le Gomora le kiangkap khua hna zong thleidang loin fih a nungmi hornâk ah an i pe, a hleituk in an hor i zungzal meipi i hremnâk a tuar hngami umtuning zohchunh awkah chiah an si. 
JUD.1.8	Cubantukin hi mi hna zong nih an mangah an thisa an thurter, nawlngeitu hna an hlawt i hmaizah awktlâk an thangchiat hna. 
JUD.1.9	A cungnung bik vancungmi Michael hmanh nih, Moses ruak kong i khuachia he bia an i al ah khan, thangchiat lei in sual a puh ngam lo, “Bawipa nih in sî seh,” tiah a ti. 
JUD.1.10	Cu hna nih an hngalh lomi kha an thangchiat hna, kokek hngalhnâk an ngeihmi cu, samram a hrutmi hna hngalhnâk nâkin a cungnung hlei lo, hi thil hna ah hin anmah le anmah an i hrawk tawn. 
JUD.1.11	Zeitluk ngaihchia dah an si! Kain lam kha an zulh i hlawh hmu dingah Balaam lamah hakkau ngai in an tli i Kora ralthawhnâk bangin an lo tlau dih te lai. 
JUD.1.12	Cuhna cu nan dawtnâk rawl thurhnawmtertu an si, ṭihnâk zeihmanh ngei loin, mah zawn lawng ruahnâk lungput he nan sinah an i tel tawn. Ruah ti a phor lomi khuadawm, thli nih a chawih lengmangmi bantuk an si, favâng thingkung theipar ngei lo, voihnih a thih hnu i a hram in bonghmi bantuk an si, 
JUD.1.13	rili tilet, mah mualphonâk langhter i a phuan a chuah lenmi bantuk an si, a zuangmi Arfi a nak tak takmi zungzal muihnâk chiahpiakmi bantuk an si. 
JUD.1.14	Cubangin Enok Adam in pasarihnâk nih khan, cubantuk mi hna sinah a rak chimchung cang, 
JUD.1.15	“Zohhmanh u, mi vialte cungah biaceih ding le, Pathian bia a zum duh lomi vialte nih, Pathian ṭihzahnâk um loin an tuahmi thil vialte le Pathian-zeiaharellomi hna nih Amah ralchanh in bia an chimmi vialte cung i biaceih ding le thiamlo coter dingin Bawipa cu a mithiang thong hra he an ra lai.” 
JUD.1.16	Himi hna hi phunzai a hmangmi, mi sawitu an si i anmah duhnâk nih a hruaimi hna an si, an nâl ngai i an hlawknâk ding zoh in mi an tlawnhtlamh tawn hna. 
JUD.1.17	Asinain dawtmi hna, nannih nih kan Bawipa Jesuh Krih lamkaltu hna nih bia an chimchung mi hna kha philh hlah u: 
JUD.1.18	cân hmadungah nisawh tu hna an um te lai, Pathian-zeirellonâk he anmah duhning lawngin khua a sami an si lai, tiah an chim chung cangmi kha philh hlah u. 
JUD.1.19	Hi hna hi pumsa mi, Thlarau ngei lo, ṭhennâk chuahtertu an si. 
JUD.1.20	Asinain dawtmi hna, nannih cu Thiang Thlarau ah thlacam ulaw, nan zumhnâk a thiang bikmi cungah nanmah te fek tein dir ko u. 
JUD.1.21	Pathian dawtnâk ah i kilveng ulaw, zungzal nunnâk tiangin kan Bawipa Jesuh Krih velngeihnâk kha zoh u. 
JUD.1.22	Cheukhat cungah zângfahnâk ngei ulaw, ralring tein ruahthiamnâk ngei u; 
JUD.1.23	cheukhat `ihbu in khamhhna ulaw, mei chungin chuah hna u, taksa nih a thûrtermi thilthuam tiang khan hua u. 
JUD.1.24	Cubangin nan tlûk nâkhnga lo an kilveng khotu le a sunparnâk hmai ah lawmhnâk taktak he thûrhnawm lo in an chia khotu, 
JUD.1.25	Amah lawng a fimmi kan Khamhtu Pathian sinah, sunparnâk le biaceihnâk, Uknâk le ṭhawnnâk hna cu Atu le zungzal tiangin um ko seh. Amen.
REV.1.1	Jesuh Krih Biaphuan, a rauh hlanah a phân hrimhrim laimi Pathian nih a sal le hmangin hngalhter a timhmi cu hihi an si. A vancungmi thlah in a sinum Johan sinah a hngalhter; 
REV.1.2	amah nih Pathian bia le Jesuh Krih kong a hmuhmi vialte kha a hngalhter hna. 
REV.1.3	Hi chimchungbia a rel i a theitu le a chung i ṭialmi â cinkentu hna cu mi thluachuak an si, zeitintiah a cân cu a nai cang. 
REV.1.4	Kei Johan nih, Asia ram i a ummi kawhhran pasarih hna sinah, a um liomi le a um cangmi le a um laimi sin le bawiṭhutdanh hmai i Thlarau pasarih hna sin le; 
REV.1.5	Jesuh Krih zumhtlâk biahngaltu, thihnâk in a tho hmasa bik le lei cung siangpahrang hna cungah biaceihtu a simi sinin zângfahnâk le daihnâk um ko seh. A kan dawt i a thisen in kan sualnâk kha a kan ṭawl piak, 
REV.1.6	A Pa le a Pathian caah siangpahrang le tlângbawi ah a kan sertu sinah, Amah sin hrimhrim ah cun sunparnâk le uknâk cu zungzal in zungzal tiang um ko seh. Amen. 
REV.1.7	Zohhmanh, khuadawm lakah ara lai, mit vialte nih an hmuh lai, Amah a chunhtu hrimhrim nih khan an hmuh lai. Cun lei i miphun vialte cu Amah ruangah an ṭap lai, cubantuk cu si ko seh. Amen. 
REV.1.8	“Kei Alpha le Omega, Hramthawknâk le Donghnâk, a um liomi le a um cangmi le a um laimi Zeizongtuahkho ka si,” tiah Bawipa nih a ti. 
REV.1.9	Kei Johan nan unaupa le Jesuh Krih ah harsatnâk le pennâk le inkhawhnâk an hrawmhpitu hna hi Pathian bia le Jesuh Krih bia hngalhternâk ruangah Patmos tikulh an timi ah ka um; 
REV.1.10	Bawipa Ni ah Thlarau in ka um i ka hnulei in muko tumthawng bantuk aw thang ngaimi ka theih, 
REV.1.11	Cu aw nih “Kei cu Alpha le Omega, Hmaisa bik le Hmahnung bik ka si. Na hmuhmi cu cauk ah ṭial law, Asia ram i a ummi kawhhran pasarih; Efesa, Smirna, Pergamos, Thiatira, Sardis, Filadelfia le Laodisia sinah kuat hna,” tiah a ti. 
REV.1.12	Aka chawntu hmuh duhah aw ka theihnâk lei ah kâ mer i sui meiin chiahnâk pasarih kha ka hmuh; 
REV.1.13	meiin pasarih chiahnâk laifang ah Mi zeimaw, Mi Fapa bantuk a kedong tiang puan â aihmi a um i a ṭângah sui taisawm â sawmhmi zong ka hmuh. 
REV.1.14	Alu le a sam cu tuhmul bangin a râng i hawhra bangin a râng, Amit cu meialh bantuk a si; 
REV.1.15	A kephah hna cu a tleumi dar thianternâk mei i thianhter cangmi bantuk a si, cun a aw thawng cu ti tampi luan thawng bantuk a si. 
REV.1.16	A orhlei kut in arfi pasarih kha â put i akâ chungin vainam kaphnihhar a rak chuak. Amui cu chunlai niceu bantuk a si. 
REV.1.17	Ka hmuh tikah mithi bangin ake hramah ka tlu. Asinain a orhlei kut kha ka cungah a chiah i “ṭih hlah, keimah cu Hmasa bik le Hmahnung bik ka si,” tiah a ti. 
REV.1.18	Keimah cu a nungmi ka si, ka rak thi cang, cun zohhmanh zungzal ca in ka nung cang. Amen. Thihnâk le Mithikhua tawh kha ka ngeih hna. 
REV.1.19	Hi na hmuhmi thil, atu a um liomi le tu hnuah a um laimi kha ṭial hna. 
REV.1.20	Ka orhlei kut i arfi pasarih na hmuhmi hna le sui meiin chiahnâk pasarih hna biathli cu hihi a si: Arfi pasarih hna cu kawhhran pasarih hna i an vancungmi an si. Meiin chiahnâk pasarih hna cu kawhhran pasarih kha an si.
REV.2.1	“Efesa kawhhran vancungmi sinah hitihin ṭial, a orhlei kutin arfi parasih â put i sui meiin chiahnâk pasarih lak i â chok lenmi nih hi bia hi a chim, 
REV.2.2	“Na tuahmi kha ka hngalh hna, nâ zuamning le, na inkhawhnâk le misual nain khawh hna lo kha ka hngalh. Cun lamkaltu an si lo nain lamkaltu ka si â timi hna zong na hneksak hna i lihchimmi an sizia na hngalh cang hna. 
REV.2.3	Cun lungsau ngaiin na in i ka min in na temtuar ngai nain na ba lo. 
REV.2.4	Asinain ralchanhnâk kan ngeihmi cu hihi a si, na dawtnâk hmasa na kaltâkmi hi; 
REV.2.5	Cucaah na tlûktâkmi kha hngal in i ngaihchih law na tuah hmasa bik kha tuah ṭhân, nâ ngaihchih lo ahcun hmakhat teah na sinah ka ra lai i na meiin vannâk kha a umnâk hmun in ka ṭhial lai; 
REV.2.6	Asinain na ṭhatnâk cu hihi a si, Nikolas zultu hna nih an tuahmi na huatmi hi cucu kei zong nih ka huatmi a si. 
REV.2.7	“Thlarau nih kawhhran hna sinah a chimmi hi hnâ a ngeimi nih thei ko hna seh. Teitu sinah Pathian Paradis laifang i a ummi nunnâk thing ei awkah ka pêk lai,” tiah a ti. 
REV.2.8	“Cun Smirna kawhhran vacungmi sinah hitihin ṭial, Hmaisa bik le Hmahnung bik, a thi cang i a nung ṭhânmi nih hi bia hi a chim. 
REV.2.9	“Na tuahmi le na harnâk le na sifahning (a sinain na rum) kha ka hngalh; Judah mi tak si loin Judah mi ka si â timi hna nih an in thangchiat mi zong kha ka hngalh, asinain annih cu Satan sinagog an si, 
REV.2.10	Na tuardingmi thil kha zei a si hmanhah ṭih hlah. A ngaingai tiah, khuachia nih nan lak i mi cheukhat hniksak dingin thongah an thlâk hna lai i ni hra chung harnâk nan tuar lai. Thih tiangin zumhtlâk in um law, nunnâk bawiluchin kan pêk lai; 
REV.2.11	Thlarau nih kawhhran hna sinah a chimmi hi hnâ a ngeimi nih thei ko seh. A teitu pauh cu thih voihnihnâk nih fahnâk a pe lai lo,” tiah a ti. 
REV.2.12	“Cun Pergamos kawhhran vancungmi sinah hiti hin ṭial, vainam kaphnihhar a ngeimi nih khan hi thil hna hi a chim. 
REV.2.13	“Na tuahmi kha ka hngalh, na umnâk zong Satan bawiṭhutdan umnâk hmun a si kha ka hngalh. Ka min fek tein nâ tlaih i nan lak i ka biahngalhtu zumhtlâk Antipas, Satan umnâk hmun i thah a si lio hmanh ah ka zumhnâk kha na hlaw lo. 
REV.2.14	Asinain tlawmte ralchanhnâk kan ngei, Balaam cawnpiaknâk pomtu cheukhat nan i umpimi kha a si, anih nih Balak kha Israelmi hna hmaiah tlukrilhnâk chiahpiak in nupa sualnâk tuah ding le milem biaknâk sa ei dingin sualnâk lam a cawnpiak hna. 
REV.2.15	Cubantuk ṭhimṭhiam in Nikolas zultu hna cawnpiaknâk a pomtu hna zong na umpi hna, cu thil cu ka huatmi a si. 
REV.2.16	I ngaihchih, culoahcun na sinah ka ra zau lai i ka kâ chung i vainam in ka doh hna lai. 
REV.2.17	Thlarau nih kawhhran hna sin i a chimmi hi hna a ngeimi nih thei ko seh. A teitu hna cu thuhmi mana cheukhat ei awk ka pêk hna lai. Cun min thar â ṭialnâk lungvar, a cotu dah tilo ahohmanh nih an hngalh lomi kha ka pêk lai,” tiah a ti. 
REV.2.18	“Cun Thiatira kawhhran vancungmi sinah hitinhin ṭial, Pathian Fapa; meialh bantuk mit a ngei i dartleumi bantuk kephah a ngeimi nih hi bia hi a chim. 
REV.2.19	“Na tuahmi ka hngalh, na dawtnâk le na rianṭuannâk le na zumhnâk le na inkhawhnâk kha ka hngalh, hmadung bik na ṭuanmi hna cu hmasa nâkin an ṭha deuh. 
REV.2.20	Asinain ralchanhnâk tlawmpal kan ngei, zeicahtiah profet ka si â timi nu Jezebel nih nupa sualnâk tuah le milem biaknâk sa ei awkah ka sal le a cawnpiakmi le a hruaimi kha na dawn lo. 
REV.2.21	Cun nupa sualnâk a tuahnâk chungin i ngaihchihnâk cân ka pêk nain â ngaihchih lo. 
REV.2.22	Zawtnâk ihkhun ah ka hlawnh taktak lai i a ih pitu vialte hna zong an i ngaihchih lo ahcun ṭih a nungmi harnâk chungah ka hlawnh hna lai; 
REV.2.23	A fale zong thihnâk in ka thah hna lai, cun kawhhran vialte nih ruahnâk le lungthin zohtu ka si hi an hngalh lai. Nannih zong nan tuahning cio in mikip sinah kan pêk hna lai. 
REV.2.24	“Cubangin nanmah le Thiatira khua i a ummi hna, cu cawnpiaknâk a pomlo i Satan biathûk an timi a hngal lomi hna sinah thilrit dang kan khinh hna lai lo, tiah kan chimh hna; 
REV.2.25	Asinain nan ngeihcia kha fek tein ka rat hlantiang i tlaih u; 
REV.2.26	Cun teitu le a dongh tiang ka rian a pehzulhtu sinah miphun hna cung i ṭhawnnâk ka pêk lai i 
REV.2.27	thirfung he a uk hna lai. Kei zong nih Ka Pa sinin ka hmuh bantuk in ûmsertu nih tlâk a den bantukin an den hna lai; 
REV.2.28	cun amah cu deirel arfi ka pêk lai. 
REV.2.29	“Thlarau nih kawhhran hna sin i a chimmi hi hnâ a ngeimi nih thei ko seh,” tiah a ti.
REV.3.1	“Sardis kawhhran vancungmi sinah hitihin ṭial. Pathian Thlarau pasarih le arfi pasarih a ngeitu nih hi bia hi a chim. Na tuahmi kha ka hngalh. A nungmi min nâ put nain na thi. 
REV.3.2	I ralring law, an thih cuahmah lio ah a tangrihmi hna kha ṭhawnter hna. Na tuahmi kha Pathian hmaiah a tlingmi ka hmu hna lo. 
REV.3.3	Cucaah na theihmi le na ngeih cangmi kha philh hna hlah, fek tein i tlaih law, i ngaihchih. Cucaah nâ ralrin lo ahcun, mifir bangin ka ra lai, zei cân ahdah kan rat hnawh lai kha na hngal lo. 
